-0.00329429+0.0102627j -0.00850809-0.00454259j -0.00687003+0.00131161j -0.0030463-0.00698724j 0.00156219-0.000191362j -0.00115298-0.000973982j -0.00680268+0.000340531j -0.00483237-0.00148236j 0.000205709-0.000217313j -0.000270092+0.000515294j -0.00221617+0.0034845j 0.00250504+0.00440584j 0.000569919-0.00279439j 0.000610415+0.00228108j -0.00114139-0.00191402j 0.000925959+0.00173142j -0.0032904+0.00126933j 0.00610835-0.00289335j -0.00215738-0.000124432j -8.63715e-05-0.00115577j 0.00576556+0.0035703j 0.00460016-0.000138629j -7.99284e-05+0.00541712j 0.00352983-0.00150892j -0.000855178-0.00761691j -0.00566948+0.0013969j 0.00350084+0.000735107j -0.000574987-0.00592596j 0.00707684+0.00135922j 0.00086637-0.00266698j -0.00213134-0.00031877j -0.00268404+0.000963891j 0.00834822-0.000921808j 0.0027356+0.000499552j 0.00326901+0.00134698j 0.00437202-0.00563067j 0.00189296-0.00974612j -0.000496694-0.000396051j 0.00231472+0.00241273j 0.00337264+0.000369742j -0.00250779+0.00477959j 0.000793806+0.00219827j 0.00255905-0.0034677j -0.000658195-0.00772357j 0.00405814+0.00609192j 0.00407169+0.000582742j 0.00343881-0.000152112j 0.000513704+0.000505437j -0.000730204+0.00332756j -0.000613783-0.00493006j 0.00323704+0.00282724j 0.00173675+0.00150624j 0.00172473+0.00347407j -0.00319139-0.00262122j 0.00220723+0.000643607j -0.00384351+0.000412678j 0.00173654-0.00758072j 0.00221489+0.000921649j -0.00151333+0.00309983j 0.0029478+0.00285852j -0.00100681-0.00253917j -0.00116575+0.00162602j -0.000972843-0.000568062j 0.00226357-0.00110853j 0.00158814-0.0025832j -0.00301018-0.00020623j 0.00044648-0.000651357j 0.00104117-0.00160885j 0.00130378-0.0015006j -0.00130806+0.00213987j 0.000617308-0.000901577j -0.00134529+0.00291776j 0.00110292-0.00144022j 0.0047521+0.00241333j 0.00157336-0.000699282j -0.000458653-0.000181855j 0.00250183-0.00394332j 0.00134299+0.00205003j -0.00112378+0.0021565j 0.000307713-0.00329406j 0.000328025-0.00188785j -0.00164059-0.002126j -0.0010975+0.00480918j -0.000895804-0.00209252j -0.00352035-0.00072885j 0.000831046+0.001556j 0.000899183-0.000202255j -0.00449425-0.000599427j -0.000194652+0.00252346j 0.00581357-0.0252706j 0.00341179+0.00455251j 0.00760987-0.0104688j -0.00110514+0.00172902j -0.0262564-0.0211004j -0.0275592+0.021023j 
0.00089021+0.00418277j -0.00473095+0.00162202j 0.00685706+0.00292046j 0.00650312-0.011223j -0.00451962+0.00139745j -0.00807677-0.00216851j 0.000447891-0.00732989j -0.00227395-0.00206767j -0.00523165+0.00380988j 0.00443172+0.0168937j 0.000458876-0.0120304j 0.00224673-0.00116919j -0.00571856+0.0276016j 0.00611512+0.00220049j -0.00439783+0.00208039j -0.00498802+0.00282268j 0.0116285+0.00660554j -0.0016003-0.00618753j 0.00583683+0.00860048j 0.00164081+0.00241625j -0.017322-0.00248574j -0.00397832+0.011931j -0.00633105-0.000466948j 0.00504668-0.000855445j -0.00275592-0.00941211j 0.00524972+0.00128632j 0.000581536-0.00346057j 0.00964784-0.00158497j -0.000693411-0.00317251j 0.00255317+0.00163009j -0.00258251-0.00122001j 0.00253366+0.000775271j -0.00155124-0.00100421j 0.00128765+0.000866772j -0.000525081+0.00816262j 0.0106991-0.00748012j 0.00243634+0.00326055j 0.00650427+0.00510562j 0.00364042+0.00489311j -0.00552762+0.00838391j 0.00203317-0.000377019j 6.70364e-05-0.00658111j 0.00350147-0.00422159j 0.00451228+0.011499j -0.00377635-0.00366586j 0.00398947+0.00549081j -0.00572882+0.00736983j 0.000945925-0.00886799j 0.00906862-0.00257513j 0.00156366+0.00409201j 0.00467313-0.00623374j 0.0121461-0.018199j 0.0147551+0.0156936j -0.00758047+0.0169548j -0.000303277+0.00274535j 0.0101918-0.00334852j -0.00340293+0.00739145j -0.000358756+0.0014974j -0.00923055-0.00584326j -0.0101991-0.00821709j 0.00947572-0.00809581j 0.00603181+0.00393419j 0.000915517-0.0101415j 0.00564501+0.00320294j 0.0034364+0.00789995j 0.0107645-0.0015449j -0.00341018+0.0103603j -0.00305669+0.00131299j -0.010393-0.00100845j 0.00677855-0.000689432j 0.00770815+0.000603285j 0.001683+0.000272898j 0.00425337-0.00454147j -0.00106228-0.00631842j -0.003951-0.00478026j -0.00109919+0.00338087j -0.00223562+0.00408843j 0.00142659+0.00785302j -0.00700562+0.0211144j 0.0014822+0.00515907j 0.0103682-0.00843803j 0.0111271+0.00766481j 0.014309+0.000469699j -0.00148911+0.00262896j -0.00722952-0.00116422j -0.00242109+0.00194717j 0.0102191-0.000103453j -0.00326371+0.000534842j 0.0123403+0.00141054j -0.00279407-0.0105007j -0.00612447+0.00345054j -0.00672085-0.00432995j -0.00120472+0.00291787j -0.0120008-0.000419796j -0.00479721+0.00602243j 
-0.00195092-0.000218846j -0.00587436-0.00239464j 0.00769087-0.00074819j 0.00646212+0.00471069j 0.00447314+0.00269409j -0.0038652-0.00244401j -0.00797578-0.00103771j -0.000279873+0.00137044j -0.00484529-0.00292164j 0.00250208-0.0183576j 0.00345925+0.00164849j 0.00384888-0.00692597j -0.00404597-0.00919843j -0.00716787-0.0043194j 0.00695375+0.00206457j 0.00398376-0.00596535j 0.00958817-0.00603418j 0.0161362+0.00289118j -0.00274273-0.0140052j 0.00198998+0.00110168j 0.0110785-0.00016137j -0.00797385+0.00268978j 0.00381583-0.00912118j 0.000841648-0.00855483j -0.00473099+0.00915597j -0.00998212+0.00607868j -8.96855e-05-0.00541925j 0.000597182-0.000777288j 0.00409695-0.00547581j -0.00457622-0.0019053j -0.0073692-0.00109574j 7.69245e-05+0.000591624j 0.000930122+0.00480144j -0.00344338-0.00118931j 4.11137e-05-0.00208455j -0.00604687+0.00373541j 0.00531814+0.00215106j -0.00456846-0.0141579j -0.00268535-0.00877229j 0.00828743-0.00517779j -0.00689393-0.00407425j 0.000624726+0.0110624j -0.00383037-0.00312733j -0.000344714+0.000208175j -0.00219218+0.00263018j -0.00521206-0.00549811j 0.00393618-0.00729881j -0.000202871+0.00230991j 0.00894499+0.00709692j -0.00054997+0.00617489j -0.00114515+0.00893712j -0.00542562-0.000551953j -0.00500895+0.0172977j -0.00342399-0.00873596j -0.00775466+0.00622682j 0.00584552-0.00123556j -0.00437719+0.0143361j -0.00298689+0.000246642j 0.00509649-0.00413156j -0.0126756-0.00182954j 0.00455324-0.0128306j -0.000436198-0.00254504j -0.00381648-0.00739855j -0.00134678+0.00287272j 0.00518146-0.00974257j 0.00928986+0.0101113j -0.00752827+0.00231323j -0.00514447+0.00370039j -0.00266247-0.00165038j -0.00613862-0.00457629j -0.0021262+0.000782123j 0.0139928+1.8223e-05j 0.00254119+0.00884483j 0.00790911+0.00153672j -0.00330956+0.00142395j 0.00557749-0.00635158j -0.00408455-0.0082959j 0.000357634+0.000443274j -0.0100603-0.00674076j 0.00478516-0.0048975j 2.1496e-05+0.00217716j -0.00526152+0.00136298j -0.00570129+0.00889673j 0.00245032-0.00368875j 0.00154982-0.000419428j 0.00301671-0.00440247j 0.000554191+0.00520318j -0.0052242-0.00718982j -0.00319395+0.00198556j -0.00360574-0.00866565j 0.00176155+0.00886389j 0.00226514+0.00116829j -0.00959562+0.00178255j -0.00237674+0.00169676j -0.0136064+0.00106221j 
0.00109905+0.00115141j 0.00668535+0.00324742j -0.00768044+0.000195198j -0.000329188+0.00318405j 0.00715223+0.0027582j 0.0116671+0.00354438j -0.00250641+0.00405127j 0.0111995-0.00741606j 0.000712651+0.00975867j 0.00226228+0.00353533j 0.000761409+0.00731221j -0.00716354-0.000144171j 0.00209599-0.0104418j -0.00184736+0.00206038j -0.0102709-0.000604217j -0.0055875+0.000355564j 0.00568585+0.00975698j -0.00108825-0.00307333j -0.00626089+0.00773862j 0.00106532+0.00161994j 0.0101406+0.00268462j 0.00558124+0.000934752j -0.000238615-0.012946j -0.000142775-0.000435079j 0.00986546-0.00207584j -0.000654356+0.0139874j -0.00255764-0.00920716j 0.00428251+0.00763638j -0.00133859+0.000407884j -0.00554649+0.00506914j 0.00131363+0.00208298j -0.00524555+0.00371004j -0.00546338+0.00941879j -0.00147961-0.00813449j -0.0076776+0.0120695j 0.00427489+0.00710822j 0.00640033-0.0150634j -0.00332731-0.00744888j 0.00584834-0.00772914j -0.00595792+0.00895559j -0.00266735+0.0057776j 0.00713977-0.00270606j -0.0054825-0.00500601j -0.00439945-0.00599193j 0.00581431+0.0206104j -0.00331535-0.0030172j 0.00106143-0.0139866j -0.00212177+0.00158498j 0.00425973-0.00897483j -0.00694213+0.00718757j 0.00282747+0.0108304j -0.00412359+0.0101366j -0.00463696+0.00110114j 0.00404501+0.00895963j 0.00222759+0.0105387j -0.0142846-0.00422675j -0.00561212-0.022604j 0.0141391-0.0119562j -0.00376045-0.010688j 0.00961786-0.00382202j -0.00413573-0.00993607j -0.00286874+0.00819221j 0.0038284-0.00111795j -0.0126855+0.00315966j 0.00552367-0.000758907j 0.00885988-0.00530063j 0.00524208-0.00171228j -0.00582896-0.000982291j -0.0033597-0.00144088j 0.00331883+0.00331955j 0.0106826-0.00726079j -0.00131802+0.00996597j 0.0037384+0.00481239j 0.011015+0.00301928j 0.0101738+0.00342383j 9.70997e-05-0.00356271j 0.00221699+0.00835729j -0.000953164+0.0206924j 0.00241149+0.007749j 0.0109114+0.0084653j 0.00488582-0.0268453j 0.0173856-0.0114564j -0.00798584+0.0109491j -0.00110574+0.00268253j -0.0127733-0.00648748j 0.00853426+0.00580199j 0.0169715-0.00437593j 0.00643195-0.000753835j 0.0214265-0.000204324j 0.00309011+0.00512009j -0.0020301-0.00105246j 0.0156905-0.00220156j 0.00565755-0.00630155j 0.00600315-0.00311215j -0.00241747-0.000456018j 
-0.00360501-0.000690246j 0.00109841+0.00145704j -0.00188623+0.00230892j 0.00880808-0.00990744j 0.0203148-0.00061235j -0.0119085-0.00185443j 0.00694834-0.0078742j 0.00137655+0.0157054j 0.00619139-0.00332341j 0.00260351+0.00454358j -0.00526225-0.00366684j 0.00512397-0.00362094j -0.00315766+0.00848139j 0.0048234+0.00140232j 0.0052513-0.00808106j -0.00473084+0.00127726j 0.000387207-0.00846887j 0.00551671+0.00167846j -0.00861948-0.00795986j 0.00483513+0.0249293j -0.00839724+0.0020999j -0.00291926-0.00406082j -0.00479488+0.0171213j -0.00123396+0.000634966j -0.000143022+0.00214446j 0.00220589-0.00319503j 0.00687147-0.00498706j -0.0013905-0.00112206j -0.00466618+0.00912421j -0.00299566+0.00363266j 0.00108048+0.00795065j 0.00103927-0.00561179j 0.00721824-0.00263338j 0.00150254+0.00602467j -0.00362154-0.00332062j 0.000711668-0.00459193j 0.00275025-0.00249643j -0.00109842+0.00104581j 0.00463737-0.000768422j -0.00400271+0.00984366j 0.0038378+4.38072e-05j -0.00351681+0.0123797j 0.00345025+0.00787397j -0.00400271-0.0122145j 0.00261281-0.0271012j 0.0057384-0.00147671j 0.00125277-0.0013609j 0.00393406+0.00875476j -0.00141736-0.00745421j 0.00342068+0.00321984j 0.00398868-0.00309467j 0.00294277-0.00457417j 0.00395227+0.00830094j 0.00496323-0.0142979j -0.00312808-0.00175788j 0.00276851-0.00891505j -0.00674492-0.00973637j 3.73176e-05-0.0104389j 0.00609787+0.00492636j -0.00366198-0.00137796j -0.00169594-0.0133088j 0.000765754+0.00536359j 0.00112064-0.00671364j -0.0101226-0.00420447j 0.0040678-0.0168541j 0.000524229-0.0109355j 0.00984595-0.00381919j -0.000361285-0.0114384j 0.00446443-0.0111888j -0.00360214-0.000107945j 0.00821214+0.000141668j 0.00310119+0.00992993j -0.000345055-0.00441823j 0.0190813+0.00672273j 6.50336e-05-0.0135208j -0.00215571+0.0140575j 0.011842-0.0103497j 0.0140207-0.0071106j 0.00234628+0.00611991j -0.0205342-0.0121561j 0.00419393+0.00229405j 0.00325099+0.00197759j 0.00553766-0.00437659j -0.00388723-0.00289573j -0.00993591+0.00399198j 0.000387099+0.00551294j -0.00347712-0.0025888j -0.0124339+0.00228228j -0.0155276+0.00539481j 0.00886127+0.00490911j 0.0102256+0.0038422j -0.0083631+0.00977165j 0.00635853+0.00297196j 0.00610624+0.00151683j -0.0111589+0.000747008j 
-0.00609043+0.00502277j -0.00478013-0.00252268j 0.00235241-0.0190007j 0.00903791+0.00372255j -0.0105055-4.63686e-05j 0.0114582+0.00280597j 0.000686713-0.00144473j -0.00592308-0.00881952j 0.00299824-0.00084469j 0.000993487-0.002449j 0.00623501+0.00689175j -0.0057414+0.0128202j 0.00525862-0.0160016j -0.00359393-0.000645313j 0.00298588+0.00166029j 0.00276822+0.00440791j 0.0145542+0.00484935j -0.0188256-0.00799351j 0.01103+0.00178482j 0.0111661-0.0103858j -0.0178793+0.00162335j -0.00137012-0.0101348j 0.00822703-0.000379423j 0.0045827+0.00227185j 7.21843e-05-0.00598229j -0.00186891+0.000506904j -0.00703644+0.00259474j -0.00466972-0.010902j 0.00208257+0.0070095j -0.00308631-0.00625508j -0.0113555+0.0143382j 0.00668599-0.00312756j -0.00347045-0.000569446j -0.00456291-0.00355037j -0.00744162-0.00738779j -0.00430262+0.00714186j 0.0078664+0.00344987j -0.00879121+0.00434637j 0.00571742-0.00846435j -0.00297251+0.00793949j -0.000404569-0.0190058j 0.000672717+0.0166614j -0.000774321-0.00527573j -0.0145041+0.0155962j 0.00143614-0.00971005j 0.00508766+0.000664273j -0.00286494-0.014619j 0.00469701+0.00140196j 0.00749091-0.00113104j -0.00393548+0.011209j 0.00315206-0.00536579j 0.000844484+0.00363681j -0.00635365-0.00754965j 0.00310701+0.00202501j 0.00212495-0.0129506j -0.00652696+0.00666888j 0.00580231-0.00291156j 0.00278487+0.000115154j -0.00780911-0.00733825j -0.00459337-0.00257504j 0.00381084-0.00762912j -0.000666769-0.000304795j -0.00137522-0.00395815j -0.00254925-0.00461778j -0.00877585-0.00803449j 0.00132165-2.20464e-05j 0.0012106-0.00130231j -0.00202209+0.00321184j 0.00118743-0.00936892j -0.0041514-0.00441276j 0.000438329+0.00511052j 0.0148488-0.00191374j 0.00197294+0.00387581j 0.00570149-0.00653412j 0.00202216-0.00942587j 0.00102696+0.00614669j -0.000113039+0.00468219j 0.000760629-0.00589175j -0.00066275-0.00839744j -0.0127098+0.00650668j -0.00509883-0.00315087j 0.00660283+0.00129263j 0.00270032-0.00953984j 0.00399073-0.00132496j 0.00756908-0.00206153j -0.00217057+0.0115572j -0.00611627-7.85702e-05j 0.00594249+0.00640278j -0.00201625-0.00102434j -0.000834297+0.00130312j 0.00121196+0.00111817j -0.00397558-0.00342681j 0.0134923-0.00148056j -0.00829986-0.000209567j 9.46257e-05+0.00131422j 
0.000268312-0.00660599j 0.00241054+0.00275875j 0.000266115+0.0118009j -0.00285602-0.00684919j -0.00831189+0.00208863j 0.00467254+0.000305851j -0.00797274-0.00595307j -0.00149455+0.00279862j 0.0101926+0.00674114j 0.0148547+0.00900801j 0.00888283+0.000853778j 7.9285e-05-0.00220767j -0.00121085-8.019e-05j -0.00387518-0.00327197j -0.00731105+0.000100455j 0.000476199+0.00371794j 0.00993608-0.00128437j 0.0145429+0.00235503j -0.0112097-0.00352465j -0.0147132-0.00660194j -0.0184743-0.00384984j 0.00366438+0.00749715j 0.000361253-0.0117055j -0.00765692+0.00383842j -0.00751633-0.00474012j 0.00487828-0.00445556j 0.00214953+6.67172e-05j -0.00719076-0.0042815j 0.00238023-0.00608025j 0.00312274-0.00169718j 0.00158032-6.60602e-05j -0.00301391+0.00198289j -0.00407286+0.00462792j 0.00318258-0.013054j 2.27103e-05-0.00882016j 0.000526569+0.00101718j -0.00763294-0.000471614j 0.00414745-0.00403114j 0.000269742+0.00538349j 0.00217706-0.00385493j 0.00145049+0.00710459j 0.00224552+0.00341256j -0.000293309-5.06963e-05j 0.00693092-0.00107402j -0.00778449-0.0051028j -0.00531779-0.00510663j -0.00290659+0.00421985j 0.00338461-0.00754368j 0.0161009-0.00388467j 0.000467928-0.000906249j 0.00343981+0.00822513j 0.00418127-0.00111143j 0.0100681+0.0194014j -0.00811474+0.0216454j 0.00370518+0.00891106j 0.00265065-0.000195479j -0.00323079+8.10218e-05j 0.00848337+6.63211e-05j -0.00423627-0.000286146j -0.00635791-0.00153305j 0.000475156-0.000995313j 0.00380054-0.00529557j 0.00851707-0.00231814j -0.00183615-0.00198954j -0.00126408+0.0137578j 0.0031852-0.00914781j 0.00219315-0.000127873j 0.00197024-0.00517616j -0.00556317-0.000757865j 0.00967388+0.00748789j 0.00470675+0.00113391j -0.00967463+0.00302939j 0.0085954+0.00463092j -0.00109314-0.00418969j 0.00729189-0.00568721j 0.0101828-0.0226834j 0.00189981+0.00706711j 0.00901104-0.00511867j 0.00291359-0.0150082j 0.00015455+0.00666159j -0.00397257-0.0108248j -0.00350277-0.00284281j -0.016439-0.010945j 0.006757+0.00527397j 0.0134479-0.00304724j -0.00639459+0.0048115j -0.000216058-0.00862247j 0.0145525-0.00417135j 0.0182675-0.00159787j 0.0040218+0.00420114j -0.000467639-0.00101782j -0.0013518+0.00458726j 0.0100208-0.00309293j 0.00689168+0.00231892j 0.00353961-0.00236331j 
-0.00123525+0.00179414j 0.00100877+0.00310468j -0.00683148+0.00442457j -0.00838432-0.00618097j -0.00141803-0.00549369j -0.00137035-0.000243949j 0.00311794-0.00215071j 0.00885083+0.013183j 0.00376683-0.00274223j -0.00277048+0.00485068j -0.00627498+0.00625102j 0.0120615+0.00529361j 0.00873686-0.00897112j -0.00731108-2.87457e-05j 0.0187478-0.00440914j -0.000564549+0.00768123j -0.00308654-0.00326712j -0.00851841-0.00114131j -0.0015538+0.00236932j 0.00407917+0.00105852j -0.015948-0.00620841j -0.00447497+0.00100505j 0.00233987-0.00677938j 0.00328491+0.00330265j 0.00270754-0.00982156j 0.00976747+0.00135798j 0.00678371+0.00145988j -0.000833077-0.00468272j -0.00732504-0.0125502j -0.00459721-0.00237091j -0.00660109+0.014747j 0.00616374+0.00146648j -0.000934254+0.00645805j -0.00275789+0.0197788j -0.000297611-0.00253953j -0.000387875-0.000977915j -0.00468801+0.0058604j 0.0142616+0.000823182j -0.00292808+0.00579735j -0.00883601+0.019025j 0.0045154-0.00789503j 0.0032866-0.0217715j 0.00487826+0.00250305j -0.00132711+0.00278428j 0.00810153-0.000157568j -0.00158573+0.00961906j -0.00420696-0.0051222j -0.00140817-0.00399201j -0.0104425+0.00228604j 0.00287546-0.00660422j 0.000443651-0.00802015j 0.0047582+0.00537953j -0.00676252-0.00991334j 0.00301418-0.00030852j 0.00149942-0.00215578j -0.00497249+0.00998173j 0.00383599-0.00110224j -0.00874154+0.00760791j 0.00135357-0.00837845j 0.00782062-0.00347751j 0.00284548+0.000527411j -0.00245725+0.00927462j -0.00153232-6.05658e-05j -0.0024366+0.00049884j -0.0035308-0.0114705j 0.000970375+0.00214079j 0.00226497-0.00445016j -0.00229695+0.000513384j 0.00226582-0.000708094j -0.00315852+0.0067216j -0.000783735-0.00219848j 0.0012233+0.00260442j -0.00399285-0.00993278j 0.0025916+0.00859149j -0.00604224-0.00448008j -0.00765245-0.0084622j 0.00536722-0.02266j 0.00903775+0.00478367j 0.000894873+0.0025171j 0.00455851-0.00899109j 0.0041155-0.00320101j -0.0120914-0.00630026j -0.00582275+0.00701297j -0.00117835-0.00342077j -0.00370863+0.00299384j -0.0017786-0.00474157j 0.00822937+0.00232366j -0.0206696+0.00258478j -0.00141518-0.00463602j -0.00418036+0.00329316j 0.00253888-0.00102255j 0.0140975+0.0046272j -0.00860516-0.00158427j 0.00140623+0.00290147j 0.00186148-0.00228878j 
-0.000675803+0.00359796j -0.000583233-0.00229493j -0.00152781+0.00785575j -0.000369443+0.000261836j -0.000841285+0.00515025j -0.00140718-0.00167031j 0.00645626+0.00316592j -0.00894274+0.00285862j -0.0114613-0.00300163j -0.00859684-0.00366835j 0.00341581-0.00646665j 0.000840499-0.00105102j 0.00653025+0.00976728j -0.0124681-0.00059069j 0.000715583-0.00278805j 0.0114144+0.000574196j 0.0102684+0.00205875j 0.00109843-0.00155476j -0.00640348-0.00282787j 0.00546404-0.0059624j 0.00352183-0.00155073j -0.00344573-0.00860213j -0.00534947+0.0104383j 0.0089483+0.00412234j -0.00226943-0.00559547j 0.00194534-0.00862005j 0.000700676-0.00533787j 0.000249312+0.00129239j -0.00771335+0.00394831j 0.00405599-0.00557123j 0.0025546-0.0024567j -0.0028409-0.000731414j -0.000793591-0.00519329j 0.00200066-0.0151177j -0.00168757-0.0160633j 0.00549767+0.00956343j 0.0004864-0.00766093j -0.00238196+0.000553542j 0.000452608+0.00678383j 0.00488151+0.00542704j 0.00148224+0.00642337j -0.000112604+0.00614392j 0.0030096-0.00875916j -0.0086627-0.000384746j -0.00194923-0.000886033j -0.00381392+0.00880082j -0.00843831+0.000945324j -0.00293239-0.0156555j 0.00966349-0.00448538j 0.00296508+0.00836684j -0.00480156+0.0122067j -0.000727777+0.0051728j -0.00932229-0.00649018j 0.0108942-0.00986733j 0.00534932-0.00423357j 0.000215199+0.0112295j 0.00979337-0.00359369j -0.0107834+0.010327j -0.00470779+0.00594648j 0.00495129+0.00759506j -0.00907363-0.000447683j 0.0010964+0.00507185j -0.00238624+0.00419065j -0.00123052+0.00178219j -0.00676331-0.00748632j -0.00459549-0.00795757j 0.0071576-0.00271014j -0.000787847+0.00256699j 0.00236123-0.00662068j -0.00508044-0.00126916j 0.000676986-0.000812145j 0.00449736-0.00389124j 0.0115855+0.0210525j 0.00422511-0.00858359j 0.0053526-0.00812616j 0.00630311-0.0238745j -0.0181424-0.00540384j 0.00941274-0.0193263j -0.0144541+0.00418702j -0.0114933-0.0109053j -0.00998241-0.00913061j 0.00278164+0.0149174j -0.0200334-0.0050824j 0.00561102+0.000649694j 0.00242972-0.00721623j -0.0128938+0.00326153j -0.00441199+0.00308737j -0.0177101-0.000232904j 0.00802003-0.00228863j 0.00589009+0.00306698j -0.00085721+0.00138058j -0.0131765+0.00445358j -0.00239233-0.00283537j 0.00463261-0.00109786j 0.000533602+0.00238656j 
0.000464529+0.00102075j -0.00101769-0.00315026j -0.00410843-0.00837377j -0.0024884-0.000115541j 0.0120552-0.00533266j -0.000323923+0.00130771j -0.00566968-0.00523796j 0.00987177+0.0155792j 0.003805-0.00626481j -0.00792285+0.00233462j 0.00409943-0.00148218j 0.00306098-0.00557598j -0.00106914+0.00196155j 0.012263+0.00767885j -0.00650207-0.0196251j 0.0015429+0.00683799j 0.0114492-0.0118829j 0.00633162+0.00200866j 0.00472816-0.00565127j 0.00208293+0.012085j -0.00176135+0.00243665j 0.00837583-0.0146259j 0.00451588+0.016126j -0.00262945+0.00912418j 0.0122401-0.0117691j -0.00458547-0.0101376j 0.00340485+0.00319554j 0.00363874-0.00084385j 0.00731056-0.00553823j -0.00386838-0.000519386j 0.00155591-0.00351715j -0.00456084+0.0015134j -0.00016377+0.00410902j 0.00235867-0.000870583j 0.000264515-0.0188033j -0.0014983-0.00120982j -0.000529788+0.00802214j -0.00518552+0.00763171j -0.00164951-0.00942263j 0.000638904-0.0067229j -0.00159441-0.00459176j -0.000759803+0.00108802j -0.00155099+0.0197982j 0.00592003+0.00534817j 0.00173653-0.00382533j -0.00847954-0.0113162j -0.0017143-0.00120774j -0.0011837-0.000873133j 0.000330336+0.00125521j 0.00332307-0.00555316j -0.000509399+0.0106352j -0.00396852+0.020937j -0.00384713-0.00471341j -0.00122226+0.0261904j 0.0104382-0.00569361j -0.0257548-0.00892301j -0.00743168-0.021624j 0.0183147-0.0134482j -0.00609249-0.0095235j 0.00626778-0.00255117j 0.00324353+0.0194507j 0.000808548-0.0102471j 0.00365558+0.00360339j 3.50186e-05+0.00775766j -0.0025501+0.0229887j -0.004437-0.00698942j 0.00513237+0.0133203j 0.00182967+0.00965203j -0.00195633-0.00732886j 0.0237398+0.00162337j 0.021006-0.00316235j -0.0220739-0.00455209j 0.0020525+0.00571835j -0.0229324+0.00557406j 0.00753729-0.015888j -0.000861071-0.00313246j -0.004351-0.0116302j 0.0138953-0.00372907j -0.0167191+0.000829964j -0.0025924+0.000910857j -0.00492873+0.00124975j -0.00920516-0.00321846j 0.00177974+0.0110694j -0.00490111+0.0051824j -0.00429163+2.82571e-05j -0.00419255-0.00487917j -0.0010506+0.00113445j 0.0080784+0.00265137j 0.00873032+0.00177127j -0.0085232-0.000184136j 0.00120951+0.000539721j 0.0104081-0.00169861j -0.00255206+0.00648159j -0.0017729-0.00100948j -0.00276614-0.00233445j 
0.00502115+0.00341575j -0.00351451+0.00763196j 0.00160984-0.0102896j 0.00549345-0.00109151j -0.00894741-0.00242164j 0.00240523+0.00482427j 0.00266643-0.00290834j -0.00360384+0.00505161j 0.000291556-0.00268849j 0.0030757+0.00921223j 0.00878849+0.00147661j -0.00291168+0.00493341j 0.00742602+0.00122586j -0.00209889+0.00313482j 0.00286269-0.000515725j 0.0212607+0.0103607j -0.00945007+0.00783869j 0.00990002-0.00661388j -0.00370709+0.0052836j -0.00753622-0.00140242j -0.00337348+0.00385537j 0.00683288-0.00812965j 0.00395125+0.00107074j -0.00959269-0.0115782j -0.000804559+0.00179253j -0.00501606+0.000133995j 0.00215257+0.000621577j -0.00635976+0.00827758j 0.00900478+0.0140043j -0.00168011+0.000174831j -0.00364559-0.00219235j -0.00413154-0.011564j -0.00257363-0.00241141j 0.00255186-0.00153533j -0.00400717+0.0224266j -0.00286917-0.0107308j -0.00623523+0.0140279j 0.0032473+0.00279195j -0.00182252+0.00361615j -0.00717722+0.0020709j -0.00637041+0.00638511j -0.00412229+0.00333622j -0.00309112+0.0134976j -0.00706408+0.00226098j 0.00305409+0.00567999j 0.0138704+0.00860305j -0.00546332-0.0060246j -0.00501369+0.0102545j -0.00509263-0.000399189j -0.00309289+0.00868939j -0.0023263-0.00896462j 0.00161232-0.011537j 0.000504832-0.00283143j 0.00658737+0.000595078j -0.00129851-0.0110978j -0.00142252-0.00328121j 0.00111039-0.00537829j 0.0110006-0.00344535j -0.0027589+0.00721167j -0.00779784-0.00431223j 0.00404082-0.0100882j 0.00240339-0.00618713j -0.00688979+0.00115663j 0.0011728+0.00963077j 0.0103049-0.000743457j 0.00710415+0.00256989j 0.000128336+0.00386475j 0.00435764+0.0116069j -0.00536817+0.00891817j -0.0020346-0.00809136j 0.00155728-0.00785481j 0.00434232-0.00736364j -0.00634269-0.00395298j -0.00823425+0.00820453j -0.00533985+0.00440075j 0.00035223-0.0104217j -0.0088562-0.0134407j 0.0040593+0.0015671j 0.00228309+0.00372869j 0.00564586-0.0124631j -0.00349755-0.0146862j -0.00829631-0.00454797j -0.0104974+0.00380849j -0.00141916-0.00203213j -0.00643487+0.00230404j 0.00598297-0.00259066j 0.00966094+0.00198737j -0.0199154+0.00151815j 0.00866291+0.00413579j -0.00119384+0.000708055j 0.000337561-0.00300158j 0.00569634-0.000814938j -0.000521307+0.00218664j -0.000275946+0.00413263j 0.00225069-0.00450397j 
