-0.00329429+0.0102627j -0.00850809-0.00454259j -0.00687003+0.00131161j -0.0030463-0.00698724j 0.00156219-0.000191362j -0.00115298-0.000973982j -0.00680268+0.000340531j -0.00483237-0.00148236j 0.000205709-0.000217313j -0.000270092+0.000515294j -0.00221617+0.0034845j 0.00250504+0.00440584j 0.000569919-0.00279439j 0.000610415+0.00228108j -0.00114139-0.00191402j 0.000925959+0.00173142j -0.0032904+0.00126933j 0.00610835-0.00289335j -0.00215738-0.000124432j -8.63715e-05-0.00115577j 0.00576556+0.0035703j 0.00460016-0.000138629j -7.99284e-05+0.00541712j 0.00352983-0.00150892j -0.000855178-0.00761691j -0.00566948+0.0013969j 0.00350084+0.000735107j -0.000574987-0.00592596j 0.00707684+0.00135922j 0.00086637-0.00266698j -0.00213134-0.00031877j -0.00268404+0.000963891j 0.00834822-0.000921808j 0.0027356+0.000499552j 0.00326901+0.00134698j 0.00437202-0.00563067j 0.00189296-0.00974612j -0.000496694-0.000396051j 0.00231472+0.00241273j 0.00337264+0.000369742j -0.00250779+0.00477959j 0.000793806+0.00219827j 0.00255905-0.0034677j -0.000658195-0.00772357j 0.00405814+0.00609192j 0.00407169+0.000582742j 0.00343881-0.000152112j 0.000513704+0.000505437j -0.000730204+0.00332756j -0.000613783-0.00493006j 0.00323704+0.00282724j 0.00173675+0.00150624j 0.00172473+0.00347407j -0.00319139-0.00262122j 0.00220723+0.000643607j -0.00384351+0.000412678j 0.00173654-0.00758072j 0.00221489+0.000921649j -0.00151333+0.00309983j 0.0029478+0.00285852j -0.00100681-0.00253917j -0.00116575+0.00162602j -0.000972843-0.000568062j 0.00226357-0.00110853j 0.00158814-0.0025832j -0.00301018-0.00020623j 0.00044648-0.000651357j 0.00104117-0.00160885j 0.00130378-0.0015006j -0.00130806+0.00213987j 0.000617308-0.000901577j -0.00134529+0.00291776j 0.00110292-0.00144022j 0.0047521+0.00241333j 0.00157336-0.000699282j -0.000458653-0.000181855j 0.00250183-0.00394332j 0.00134299+0.00205003j -0.00112378+0.0021565j 0.000307713-0.00329406j 0.000328025-0.00188785j -0.00164059-0.002126j -0.0010975+0.00480918j -0.000895804-0.00209252j -0.00352035-0.00072885j 0.000831046+0.001556j 0.000899183-0.000202255j -0.00449425-0.000599427j -0.000194652+0.00252346j 0.00581357-0.0252706j 0.00341179+0.00455251j 0.00760987-0.0104688j -0.00110514+0.00172902j -0.0262564-0.0211004j -0.0275592+0.021023j 
-0.00306998-0.0104087j 0.00313521+0.00415773j 0.00900724-0.00142703j -0.00245655-0.00236413j 0.00468232-0.00623079j -0.00833206-0.00139585j -0.00663112+0.00424246j 0.00552774-0.000730061j 0.0099725+0.00303054j 0.00350926-0.00544065j 0.00203015+0.00643452j -0.00352738+0.00565084j -0.00244561-0.00833629j -0.00583897-4.74715e-05j 0.00481719-0.00185068j -0.00497301+0.00117732j 0.00591098-0.00266984j -0.00156169-0.00482719j 0.0046112-0.0015925j -0.00376966+0.00347511j 0.00585911-0.00222563j -0.00479428+0.00288177j 0.00452753+0.00205621j 0.0056173+0.000399962j 0.00407757-0.00410126j -0.00291889-0.00345785j 0.00116232+0.00219132j -0.00630103+0.00451095j 0.012455+0.00354277j 0.0011233-0.00606935j 0.00133971+0.00516656j 0.00446473-0.00451582j 0.0100201-0.00223996j -0.00214932+0.000421853j 0.00589249+0.00458411j -0.00013047-0.0026674j 0.00200571+0.00558537j -0.00187171+0.000728055j -0.000558989+0.0046044j -0.00386082+0.0120059j -0.0102271-0.0118126j -0.000578579+0.00991751j 0.00168681+0.0134101j 0.00218575+0.0141171j 0.0033828+0.00509208j 0.00627884+0.00271495j -0.00474747-0.00366318j 0.00385795-0.00567674j 0.00827645+0.00471858j -0.00427901+0.00114996j 0.0011319-0.00834541j 0.00261749+0.00270875j -0.00060073+0.00947708j 8.92628e-05+0.00179789j -0.00171687+0.0046521j 0.00337871+0.00160394j -2.81803e-05+0.0046122j 0.000153915-0.000462129j 0.000358666+0.010764j 0.000804022-0.00168425j -0.00114118+0.0104417j 0.00360411-0.00810148j 0.00457246+0.000390762j 0.00794497-0.00747748j -0.0021218+0.00261444j -0.00897685-0.00103864j 0.00297279-0.00190063j 0.00396157-0.00746884j 0.00519385-0.00137462j -0.00424093-0.00761587j 0.000738283+0.000316316j -0.00112416-0.0052221j 0.00288392-0.00142161j -0.0111499-0.00147327j 0.00267105+0.0043845j -0.00406368-0.00427126j -0.00413994+0.000664805j -0.00187881+0.00176607j 0.00207492+0.00437128j 0.00243064-0.00513251j 0.00522014+0.000474468j -0.00313324+0.00595925j 0.00115321-0.000461426j -0.000404985-0.0030316j 0.00558743+0.000472769j 0.00332923-0.0048296j 0.000488659+0.0015105j -0.00459417-0.00220761j 0.00138571-0.0012711j 0.00219447-0.000984231j 0.00185327+0.00877704j -0.00651863+0.00570873j -0.00690818-0.000453954j 0.00511695-0.00524342j -0.00844177-0.00384982j 
0.00110607+0.00531172j 0.0055071-0.00803119j 0.00132735-0.00056813j 0.000263229+0.00709577j -0.0032726-0.000218129j 0.00528336-0.000966633j -0.00800955-0.00325387j 0.00482717+0.00440131j -0.00587121-0.00218547j 0.00338918+0.0050475j -0.0206753-0.00917537j -0.00984682-0.0050763j -0.0133775+0.00627827j 0.00507263+0.00220482j 0.0165798+0.000297456j 0.0237155-8.89998e-05j 0.00754223-0.00349354j -0.00547705-0.00375935j -0.0099938+0.00106869j -0.00160918-0.00884604j -0.0131667+0.00234224j -0.00107834-0.00660565j 0.00698785+0.000447197j -0.00230932+0.00631162j -0.00098217+0.000969122j -0.00236011+0.00475967j -0.00569856+0.00823317j -0.00112471-0.0023006j -0.00946021+0.00392212j 0.00357926+0.00114983j -0.0105454+0.00672279j -0.0326562-0.00122754j -0.0033474+0.000619515j -0.00272953+0.00418655j 0.000491081-0.0098904j 0.00515464-0.00297002j -0.0113112-0.00391232j 0.00314622-0.0083252j -0.00168402-0.00682448j 0.00263024+0.00758691j -0.00446629+0.0037053j -0.0013388-0.00563431j -0.000761421+0.000290699j -0.0043286-0.00737193j 0.00275232+0.00821091j -0.00683492+0.000864984j -0.00265457-0.0047211j -0.000796165-0.00897981j 0.00348253-0.00125163j -0.00127224+0.00488169j -0.000362802-0.00635961j 9.84052e-05+0.00964936j -0.00443458+0.0104163j 0.00114626-0.00704322j 0.00208157-0.014473j 0.00194091-0.00882559j 0.00333698+0.00207111j -0.000229527+0.00253918j 0.00529152-0.000551801j -0.00321739-0.00604224j 0.00154502+0.00686739j 0.00290883-0.0102248j 0.000754094+0.00492942j 0.00118265-0.00487107j 0.00184343+0.00347195j -0.00790636-0.000886226j 0.00456073-0.000823042j 0.0017515-0.00144979j 0.00318101-0.00120359j -0.00015135-0.00693394j 0.000426612-5.67015e-05j -0.00170997-0.00243281j -0.00130556-0.0014491j -0.00829967+0.00113993j -0.00164276+0.00237442j -0.000168888+0.00259099j 0.00100253-0.00682837j 0.00167462+0.00611583j 0.000168543+0.00270192j 0.00624985+0.000524475j 0.00401816+0.00195077j 0.00116175+0.00766125j 0.00259145+0.000256449j 6.72868e-05-0.00157912j 0.000352159+0.000231639j 0.000880185-0.00348079j 0.00437514-0.000558541j 0.00032978-0.00258183j -0.00289157+0.00270389j 0.00209725+7.71225e-06j 0.00313899+0.00128394j -0.00346065+0.000203017j -0.00402659+0.00548259j 0.00268941-0.00194671j -0.00243905+0.000811168j 
0.00534624+0.00751544j 0.00577934-0.0073284j -0.00218156+0.00065234j 0.0018457+0.00772694j 0.00303726+0.00278805j -0.00212095-0.000743683j -0.008535-0.00182178j -0.00398479-0.00402354j -0.00216311-0.00494478j -0.00647489+0.00712805j 0.0163099-0.00724021j 0.00332954+0.000883237j 0.0104013+0.013852j -0.020293+0.000606167j -0.00906354+0.00378859j -0.0128588+0.000203303j -0.00401101-0.00151261j 0.0030049-0.00336817j 0.0203147+0.00259936j 0.00210871-0.00266822j -0.00858289+0.00333333j 0.000246059-0.00069952j 0.00302132+0.00290051j 0.00271574+0.0107096j -0.00250217+0.00645958j -0.0059455+0.00366312j 0.000357629+0.0171493j 0.000100746-0.00169388j 0.00502984+0.00755867j 0.000731954+0.00662354j 0.00204868+0.00752472j 0.0259931-0.000900068j -0.00488178-0.0046005j -0.00181543-0.00337603j 0.00366073-0.00957457j -0.00849431-0.00120643j -0.00328547-0.0102953j -0.0015832-0.0070623j -0.000587406-0.00620157j -0.00195917+0.00442487j -0.00196656+0.000935235j -0.00350074+0.00545861j 0.00330155-0.00706987j -0.0025082-0.002252j -0.00537522+0.00931381j 0.00377997-0.000541493j 0.000718156+0.00423572j 0.00334356-0.00466423j 0.00150068+0.00245198j -0.000519997-0.0030476j -0.00240065-0.0074697j 0.0047427+0.00309433j 2.91249e-07+0.0098051j -0.00545328-0.0106839j 0.000837601-0.0143844j 0.000492156-0.0106187j 0.000537896-0.000997285j -0.00365978-0.00301278j 0.00425923-0.000239704j -0.00369552+0.00225353j -0.00501592+0.00376262j -0.0048916-0.00264334j -0.00710661-0.000773961j 0.00487417-0.00444076j 0.00469795-0.000166056j -0.00520084+0.00359875j 0.00344623+0.00850876j -0.00314471-0.000448787j -0.00429024-0.00587298j -0.00110092+0.00289794j 0.00964845-0.00492905j -0.00489447-0.00235933j 0.00567959-0.00392927j 0.00166465+0.000909771j -0.00124981-0.00146026j -0.00612496-0.00961911j 0.00289189-0.00462183j 0.00345462-0.00628013j -0.00667893-0.00139666j 0.00350548+0.00493477j 0.000746323-0.000117332j -0.00147137+0.00810814j -0.00991731+0.0048818j 0.00270414-0.00526631j 0.00641894-0.00640071j 0.00138951+0.00165771j -0.000636579-0.00331578j 0.00141814-0.00776361j -0.00104826+0.00320328j 0.0044963+0.000776039j -0.000218736+0.00199013j -0.00462077-0.00206508j 0.00266486+5.47798e-05j 0.00387436-0.00411672j -0.00418798+0.000555562j 
0.00245488-0.00117045j -0.00643264+0.0074258j 0.00318027+0.00274768j 0.000972229-0.00346687j 0.00144353+0.00250848j -0.00319131+0.00434155j 0.00503532+0.00143895j -0.00751993-0.0124757j 0.00045951+0.00113591j 0.00133205+0.000501166j -0.00494523+0.00636795j -0.00928084+0.00796487j -0.00498158-0.00978843j 0.00430436+0.00638993j 0.00959315-0.000945183j 0.00978117+0.00221435j 0.00551353+0.00555739j 0.00301886+0.00138484j 0.000977676+0.0056146j 0.00419731+0.0103683j 0.000812753+0.00150111j 0.00240458+0.0140922j 0.00978851-0.00314864j 0.00881487-0.000889738j -0.00197247-0.00189531j 0.0017825-0.00424779j 0.00522545-0.005887j -0.00127567-0.00200689j -0.00305596-0.0017055j 0.00374419-0.000633502j -0.00200615-0.00733553j -0.00381263+0.000510846j 0.00151311-0.00126596j 0.00079964-0.000920983j -0.000891483+0.00622106j -0.00166451-0.000432293j 0.000190183+0.0025558j 0.00300309+0.00966346j 0.00269373+0.00142333j -0.00400967-0.00495782j 0.00314666-0.006145j 0.000972571+0.00953861j 0.00243226+0.00347551j 0.00502079-0.000457451j -0.00438291-0.0021026j 0.00944884+0.00304722j -0.000938478+0.00881088j -9.22916e-05-0.00472357j -0.00755467+0.00296435j -0.00519942-0.0071802j -0.0014032-0.0120132j 0.00831634-0.000772005j -0.00440848+1.99669e-05j -0.00195494-0.00613147j 0.00547966+0.000112453j -0.00448965-0.00347176j 0.00191147-0.00650742j 0.00402556+0.000276078j 0.00848793+0.00446772j 0.0005348-0.00330639j -0.00296421-0.00339798j -0.000157365-0.00331997j -0.0236563-0.0029814j 0.0058767-0.00149968j 0.00365766-0.0109982j 0.0074977+0.0138451j -0.0172514+0.00784166j -0.0165545+0.0142745j 0.00453254+0.0205013j 0.00986374+0.0302249j -0.0183227+0.00598195j -0.013006+0.0237065j 0.0116909+0.0164883j 0.0195457-0.00566036j -0.000309939-0.0109021j 0.00398569+0.00441455j 0.00562572+0.00280812j 0.00156508-0.00641494j -0.0066369+0.000805585j -0.00145596+0.0055441j 0.00191239+0.0066248j -0.00135225+0.00140326j -0.00325189-0.00288355j -0.00216165+0.0229131j -0.0186676-0.0121102j -0.0185509+0.00875508j -0.015962-0.00856529j 0.0173039-0.00743329j 0.00403988+0.00270326j 0.00475089-9.83939e-05j -0.00502881+0.000615751j -0.0087998-0.00195551j 0.00849258-0.00670605j 0.000891819-0.00129683j -0.00135918-0.00201782j 
0.00254703-0.000671553j -0.00103531-0.00281521j -0.00126107+2.96606e-05j 0.00991012+0.00839915j -0.000899741+0.00745045j 0.00237467+0.00390892j -0.0003054-0.00172378j -0.00522192+0.0020911j -0.00380993-5.8775e-05j -0.00508059+0.00118939j -0.00129918+0.00672634j -0.00258872+0.0115812j -0.0106583-0.00261016j 0.00138226-0.00386557j 0.00320671+0.00291547j 0.00298253+0.00509797j 0.00417724+0.00832958j 0.00164975+0.000535955j 0.00162058+0.00126165j 0.0064826+0.00408444j -0.00311797+0.00492699j 0.00268321+0.00406001j 0.00357695+0.0122652j 0.00166539-0.00265631j -0.00661383+0.0112728j -0.00408215-0.0196243j 0.000388571-0.0179977j -0.00111692-0.0159858j 0.00408909-0.0126623j -0.00228933+0.00693054j -0.000355161+0.00592772j -0.00441652+0.00365485j -0.00692871+0.00414816j 0.00227364-0.0107226j -0.000678425+0.0130678j -0.00547385+0.00704516j 0.00401848+0.00568263j -0.00584728+0.0184345j 0.00627473+0.00505214j 0.00964784+0.00314912j 0.0108816+0.0113527j -0.00111957+0.0117295j 0.00507897-0.0137791j -0.00195446-0.00233139j -0.00412757-0.0107434j 0.00162401-0.000505596j 0.00502047+0.00366687j 0.0059892+0.0042758j -0.00509589-0.00287577j 0.00659201-0.00602507j -0.000157702+0.0097186j -0.00130708-0.00580784j 0.00450167-0.0127804j 0.00313045-0.00295568j 0.0019603-0.00423322j 0.00536782-0.00293583j 0.00234362+0.00104784j -0.011179-0.00663317j -0.00107203+0.000849377j 0.00655129+0.00132735j -0.00587127-0.0011675j -0.00180791+0.0141723j 0.0118387-0.00515124j -0.00474584+0.0128979j 0.00551644+0.0109822j 0.00353539-0.00552842j -0.00399568+0.00625407j 0.0055904-0.0130756j -0.00762885-8.57546e-05j 0.0049951-0.00319623j 0.011921-0.000793758j 0.000167614-0.00222223j -0.00837093-0.0134292j -0.000258475+0.00269482j -0.00079653+0.00273141j -0.00740907-0.011284j 0.00575232-0.00794647j 5.44576e-05+0.000323691j -0.00321653-0.00972521j 0.0021611-0.000370683j -0.00126985-0.00619931j -0.00983648+0.00163794j -0.00968817+0.00495946j 0.00276761-0.00746622j 0.0113805+0.00239597j 0.00489943-0.00523492j 0.00694203+0.00309758j -0.00938407-0.00304144j 0.00522408+0.00189058j 0.000284241+0.00168227j 0.00102257-0.00159158j 0.00289747+0.000397249j -0.00102552+0.00281763j 0.0017441-0.000731282j -0.000805806-0.000586363j 
-0.00705769-0.000528436j 0.00161227-0.0079013j 0.00191893+0.000656081j 0.00240446+0.0145613j 0.000917356-0.00306127j 0.00375222-0.00201891j -0.00182386-0.0066757j 0.0194336+0.0174456j -0.00136599-0.0017143j 0.00107046+0.00250678j 0.0107007+0.00507208j 0.0176662-0.0084831j 0.0132297-0.000923209j -0.0128146+0.00259813j -0.00741323-0.00777212j -0.00130897+0.00358397j -0.0114149-0.00770571j -0.00247099+0.00201948j 0.00325143-0.00469567j 0.00319129-0.00205437j 0.0113468+0.00035074j 0.00266972-0.00169977j -0.00813136+0.00562739j -0.00564261-0.000738834j 0.00446646+0.00669679j 0.00732601+0.00190663j -4.82585e-05-0.00482631j 0.00753976-0.00373103j 0.00155964-0.00968299j -0.00545431+0.00318195j 0.000155079-0.00177118j 0.000994424+0.00204955j 0.00331692+0.00424339j -0.00264234+0.00218396j 0.000432119+0.0107873j -0.0035461-0.00662019j -0.00727354+0.0112062j 0.0129717-0.00182938j -0.00769394+0.000386217j -0.0117793+0.00631174j -0.00993282+0.00467991j -0.00207227-0.0145199j -0.00513305+0.0197292j -0.000141497-0.0134955j 0.00426917+0.011254j -0.00431753-0.00564102j 0.00069047-0.0118246j -0.00614586-0.00175283j -0.00534591-0.00898822j -0.0042159-0.000131444j 0.00144454-0.00512647j -0.0054036-0.00305731j -0.00505559+0.00377639j 0.00374559+0.0019771j 0.00168627+0.00939477j 0.00108578+0.00685332j 0.000814747+0.00251819j 0.00384308+0.00973206j 0.00590549-0.00130684j -0.00182201-0.000625522j 0.00408619-0.00186886j -0.000354627-0.00747954j -0.0108041+0.0058354j 0.00744783+0.00236627j -0.0061738-0.0040925j 0.00512961+0.00760554j -0.00644962+0.00920135j -0.00138007+0.00583617j -0.0048047+0.000609055j 0.00344384+0.00259058j -0.000512666+0.00010565j 0.00401238-0.00103227j -0.00207782+0.0118179j -0.00214282-0.00343102j -0.00579259-0.00714853j 0.0048747+0.0085301j -0.00282766-0.000262464j -0.000694239-0.0100094j -0.00552179+0.00138916j -0.00733461+0.00323367j -0.00558343-0.000676762j 0.0039669+0.00162763j 0.00289976-0.00144499j 0.000618289+0.0139964j -0.00718215-0.00757586j -0.0144953+0.0031489j -0.00965773+0.00153761j 0.00473918+0.00278125j 0.00577134-0.00603018j -0.00255284-0.00246617j -0.00134302+0.00277481j -0.0014623-0.00291965j -0.000143519+0.00460287j -0.00264489+0.0015181j -0.0011552+0.00285813j 
-0.00702026-0.00107659j -0.00367267+0.00448826j -0.00318946+0.00900519j -0.00638228-0.00511991j 0.00035807-0.000210451j 0.00031231-0.000306167j 0.010383+0.00390242j -0.00517734-0.0171167j 0.0091574+0.00415143j -0.00132959-0.00708631j 0.00781511+0.000430188j -0.00546793+0.00556828j -0.001219-0.00722124j 0.0151385-0.00411281j -0.00540724-0.00136475j -0.00722276+0.00435346j 0.0103756-0.00291497j 0.0105706+0.00273816j -0.00135107-0.00107875j 4.16496e-05+0.00656109j 0.00365879+0.00165736j -0.0132045+0.014429j -0.00424021-0.00778593j 0.00771282+0.00404783j 0.0101475-0.00111158j 0.00165276-0.00767968j -0.0078429-0.0070573j -0.000388173+0.00245467j -0.0173368-0.00544389j 0.0041777-0.0172807j -0.0017727-0.00951761j -0.00214595+0.00156461j -0.00352302+0.0015205j -0.00232393-0.00621283j 0.00269652+0.00126127j -0.00343877-0.000575117j 0.00052279-0.00851578j -0.00938184+0.0062651j 0.00655392+0.0124724j 0.00553779-0.0105068j -0.00509134-0.00656279j 0.0067987+0.00954072j -0.00492008-0.0096211j 0.00537177+0.00529121j -0.000706827+0.00284859j -0.000270671-0.0117988j 0.00279638+0.00328602j -0.00225746-0.00694487j 0.00915629-0.00336736j -0.00358605+0.000396438j -0.000499544-0.00162277j 0.00191936+0.010209j 0.00254745+0.0109141j -0.0102453+0.00393711j -0.00150021+0.0117732j -0.00119809+0.00232862j -0.00775694-0.00236167j -0.00660873+0.00570736j -0.00285594+0.00474313j 0.0188698-0.00478663j 0.00217436+0.00713421j 0.00106422+0.0138503j -0.00405335+0.00355884j 0.00989035-0.00358712j 0.00344742-0.00800491j 0.00303742+0.00628173j 0.0096074+0.0122073j 0.00426086-0.000567743j -0.00644612-0.007775j -0.00844105-0.0189495j 0.0134696-0.0100961j 0.0082738-0.0183239j -0.00394843-0.00847216j -0.00729616+0.00184758j -0.000776185+0.000217919j -0.00242004+0.00352741j -0.00211863-0.00111414j 0.00462612-0.00582069j -0.00138807-0.00119223j -0.00544731-7.7306e-07j -0.00319689-0.00478739j 0.00751504+0.00117633j 0.00107815-0.000468423j 0.000899671-0.0242628j 0.0153973+0.0056318j 0.0192816-0.00110339j 0.00242387-0.00355342j -0.00874644-0.00115312j -0.0112656+0.00174328j -0.000355792-0.00215853j -0.00418382-0.00190002j 0.00356878-0.00277191j 0.00459603-0.00378746j -0.00117471+0.00040758j 0.00186198+0.00170436j 
0.0048103+0.00253623j 0.00743748-0.00513487j 0.00594727+0.000285818j 0.00116154+0.00859434j 0.00357636-0.000571334j -0.00192617-0.000800393j -0.0125448+0.000280685j 0.00689983-0.00413157j 0.000846422+0.00168792j 0.00572691+0.00116393j 0.00420787+0.00625611j 0.0066108-0.0024569j -0.0033734+0.0103188j -0.00480735-0.000521906j 0.00730083-0.00134476j -0.0107618+0.00462587j -0.00905287+0.00337193j -0.00699024+0.0022722j 0.0158308-0.00513451j 0.00143057+0.00248747j 0.00341537-0.00388455j 0.00267218-0.00205979j 0.00650174-0.00102868j 0.00190181+0.000637024j 0.000896706+0.00470948j -0.00102211+0.000252429j 0.00197102+0.0104511j 0.00225255+0.00475617j -0.00243323+0.00541433j 0.00556223+0.00433983j -0.00898264+0.00304239j -0.0181078-0.00409187j -0.00407991-0.00389957j -0.00112119+0.00805686j 1.5049e-05-0.00567813j -0.0146889-0.00634393j -0.00530619-0.00103613j -0.00502275+0.00872021j -0.0105539-0.0143844j -0.010425+0.00316523j -0.0106956-0.0014321j -0.00423369+0.00268367j -0.00393008+0.0117464j 0.00813581-0.000422501j 0.00062379+0.0115474j 0.00235995+0.00230737j -0.00247619-0.00267166j -0.00613411+0.0146389j -0.00518377+0.00703233j -0.0102972+0.000731513j -0.00605784+0.00680495j 0.00890359-0.0151484j 0.00630177-4.26557e-05j -0.00616695+0.00538309j -0.000777487+0.00686317j 0.00897364+0.00644855j 0.00578703+0.00363183j -0.0116209+0.00631604j -0.00677315+0.00551668j 0.0170881+0.0118721j -0.000725919+0.00519915j -0.00235314+0.0297256j -0.00395815+0.000304237j 0.0105494-0.00137864j 0.00468135+0.00183525j 0.015194+0.00974772j -0.000979261+0.0193279j -0.00134097-0.00478472j -0.00927016+0.00528856j 0.0054148+0.0066088j 0.00655497+0.00201939j -0.0039438+0.000930094j -0.0017441-0.0062764j 0.0044045+0.00696384j -0.00765049-0.007208j -0.00435987-0.00271123j 0.00730707+0.00160918j 0.00428498-0.0149258j 0.000533297-0.00731173j -0.00754894+0.00456359j -0.00065644-0.0026083j -0.00221153-0.00100205j -0.00918733+0.00098346j 0.00292174+0.00532841j 0.00565693-0.00223779j -0.00577787+0.00338543j -0.0111946-0.0030433j 0.00682008-0.00140574j 0.0032188+0.000508841j -0.00170843-0.00101047j 0.00078122+0.0035744j 0.001756+0.000826568j -0.00010492+0.0031896j 0.00155373-0.00112411j -0.00311288+0.000770004j 
-0.000170624+0.00935579j 0.00472483-0.00420867j -0.00555354-0.00924591j -0.00426732-0.00310697j 0.00712285-0.000575643j 0.00612723-0.00277367j -0.00296664+0.00102212j -0.00331723-0.00718674j -0.00865931+0.0012814j 0.00587869-0.00336751j -0.00738502-0.00727148j -0.0160358-0.00727911j -0.00892509+0.00973366j 0.00201313-0.00140678j 0.0111714-0.00278004j 0.0149204-0.00428674j -0.00393862+0.00438288j -0.00259651+0.0046609j -0.00176043+0.000639211j -0.00324866-0.00180868j -0.0171311-0.00254419j 0.00368031-0.0145319j 0.00759501+0.00148513j -0.00453899-0.00354147j 0.00145595+0.00132154j -0.00622962+0.00258998j -0.00594612+0.00148265j 0.00657708+0.013068j 0.00553308+0.0183862j 0.00338345-0.0080053j -0.000948712-0.00488395j 0.0121649-0.00494387j -0.00461618+0.00480915j 0.000700782+0.00405499j 0.000178498-0.00779061j 8.11648e-06-0.0190029j -0.00151126+0.0011614j -0.00218041+0.00240798j 0.00906325-0.00335257j 0.00366575+0.000529864j 0.000237082-0.00333445j 0.000926756+0.0014359j -0.000148168-0.00225555j -0.00549223-0.0042398j 0.00114797-0.00372363j 0.000166714-0.00634923j -0.000777966-0.0034165j 0.00279564-0.000446626j -0.0050454-0.00296956j -0.00459022+0.0050345j -0.000122789-0.00780942j 0.0010852+0.00160689j 0.000664138-0.00470284j 0.000269653+0.000412769j -0.00484095+0.0407229j -0.00128303+0.0210788j -0.00166629-0.0087921j -0.00197161+0.00649033j -0.00273274-0.00303403j 0.00484482+0.00491407j -0.00127122-0.00259451j -0.000584067+0.0067541j 0.000256396-0.00399518j -0.00782859+0.00196494j 0.00389101+0.00556949j -0.00266068+0.00011804j -0.000591057-0.00567075j 6.23215e-05-0.000412429j -0.00121576+0.000104351j 0.00241464-0.000911824j 0.00300067+0.00114836j -0.00332654+0.00331274j -0.000468282-0.00631417j -0.00127876-0.000462728j -0.00603734-0.00374814j -0.0048062-0.0046109j 0.00264895-0.000863741j -0.000158577-0.000457952j -0.00203285-0.00197281j -0.000588724+0.00370822j 0.00213967-0.0019776j -0.00158414+0.00569001j -0.000808296+0.00255638j 0.00233446-0.00499001j 0.00838453-0.00211313j 0.000579281-0.00319133j 0.00411799+0.00164657j -0.000953588-0.00532189j 0.00191779-0.00520247j 0.00134648+0.00137789j 0.000683405+0.0011183j -0.000551851-0.000270352j -0.00274385+0.00175752j 0.00342665-0.000383694j -0.00157604+0.00114363j 
-0.00309576-0.00677454j -0.00686144+0.00841484j 0.00434163+0.00554713j 0.00755811-0.0145663j -0.00410641-0.000526797j 0.00342437-0.000641213j 0.0109314+0.000114418j 0.00235523+0.00429779j 0.00546867+0.0015707j 0.00268325-0.0118517j -3.30906e-05+0.00812159j 0.00787824-0.00303253j -0.00760803-0.00569586j 0.00308682+0.000543734j -0.0022296-0.00394154j -0.00455969+0.00706055j 0.00368038-0.00270815j 0.00365338-0.00184403j -0.00608878+0.00131062j 0.00202906-0.00148003j 0.0111656-0.0050295j 0.00268862-0.000887471j 0.000606757-0.0179462j -0.00135968+0.00159367j -0.000546798-0.0209857j 0.00590791+0.0193974j 0.00323578+0.00648588j -0.000116519+0.00724039j 0.00182637+0.0242183j -0.00172653+0.000120857j 0.000952532-0.0101632j -0.002663-0.00328543j 0.00206773-0.016562j 0.00584711+0.0106501j -0.00425231-0.0178098j -0.00361754+0.0030829j 0.00441271+0.00651357j -0.00426718-0.0240802j 0.00727449-0.0116739j 0.00482235+0.00653589j 0.00730516-0.00731821j -0.00304777-0.00258187j 0.00258596-0.00595351j 0.000917828-0.00118268j -0.003353+0.000336381j 0.00365269+0.00451555j 0.00340546+0.00846865j -0.00625489+0.00336207j -0.0130404-0.00137951j -0.00145569+0.00129105j -0.00603001-0.00886067j 0.000691516+0.00217967j 0.00885719-0.00149343j 0.00288677-0.00114276j -0.00248449-0.00927786j 0.00948537-0.0046787j 0.00161301+0.00392624j -0.00921999-0.00447347j -0.00861905+0.00451773j 0.0118924+0.00338141j -0.00439603+0.000935184j 0.00336054+0.0248584j 0.00413073-0.00683874j 0.0044828+0.00983721j 0.0013858+0.00619507j 0.00881039-0.000988542j -0.00660398+0.0136252j -0.0031188-0.00932092j -0.010768+0.00313498j 0.00637605+0.00305434j 0.0102876-0.0015539j 0.00195208-0.00220624j -0.00346156-0.00410968j 0.00455338-0.00264653j 0.000295606-0.00374178j -0.00288022-0.00361899j 0.00707031-0.000696324j -0.000505796-0.00923569j -0.00248807-0.00971332j -0.00383386+0.00278153j -0.00358059-0.00858933j -0.00449596-0.00182033j -0.00514091+0.000774724j 0.00246113+0.00251059j 0.00555336-0.00741205j -0.00428967-0.00063808j -0.0054769+0.00561811j -0.00308422-0.00168987j 0.00730606-0.00434182j -0.00121079+0.00109769j -0.00171342+0.000220648j 0.000416998-0.00150996j 0.00100383-0.00024744j -0.000881623+0.00237351j 0.000502746-0.000750668j 
