0.00488412+0.0491512j 0.050605+0.0334717j 0.0284758-0.0425172j -0.0826555+0.0823401j 0.011125+0.0356359j 0.0138444+0.0442492j -0.00616958+0.13197j -0.0296951+0.0812093j 0.0113918-0.0225437j 0.0260534-0.00526838j -0.049511-0.0359992j -0.0237497+0.0130784j -0.027125-0.0108415j 0.0427373+0.0114636j 0.00789583+0.0616423j -0.01079+0.0443474j -0.0145705+0.0244657j -0.0112353-0.00924768j 0.0469512-0.00633125j -0.00920632-0.0971262j -0.0113869+0.0156622j 0.0121764+0.0361706j -0.0337292+0.0731456j -0.0341769+0.045707j 0.0343667-0.0398737j -0.149443-0.0824941j -0.0394177-0.0217278j 0.0532588-0.0449016j 0.0440054-0.0162213j -0.00323705+0.0670444j 0.00715076+0.133078j 0.0122779+0.028332j 0.0607431+0.00755061j -0.0811835+0.0977297j 0.0350853+0.0463551j 0.0565793+0.0519532j -0.0920501-0.0585808j -0.0141189-0.0259318j 0.00310916-0.0603631j -0.00547378+0.092283j 0.0873664-0.0501492j 0.0784751+0.0445527j -0.113052-0.0769947j -0.00683263-0.0327717j -0.0114052+0.0264993j -0.096167-0.123376j -0.0583481-0.134362j -0.0228747+0.0450573j -0.0897442-0.0547467j -0.0542686-0.108089j 0.0265321-0.0231233j 0.0267097+0.0164291j 0.0309201+0.0254177j -0.0595096+0.00903588j 0.0039057+0.0354301j -0.00860491+0.0162046j -0.00859521-0.0255713j -0.00302897-0.041606j 0.0102024-0.014246j 0.00112541+0.0312507j -0.00473235-0.0146237j 0.0101392-0.0323618j -0.0599657+0.0105303j -0.0102714+0.0254369j -0.0231111-0.0181389j 0.0190396-0.00456855j -0.0111653-0.00470909j -0.00106169-0.00105209j 0.00125349-0.0660696j 0.0117071-0.00257729j -0.00797086+0.0494538j 0.0130265+0.00924444j -0.0201994+0.00563842j -0.0560898+0.0205649j -0.0301369-0.0312856j 0.0281426-0.0572079j 0.0706657+0.0651896j -0.0257087+0.0140956j -0.0133945+0.00996082j 0.174696+0.00145951j 0.0879626-0.0677343j 0.0102805+0.0887389j -0.0873044+0.0525815j 0.0925669+0.0239447j 0.0462589+0.142866j 0.00938253-0.0766294j -0.0410356-0.0240724j -0.0265486-0.0113024j 0.0540754-0.020956j -0.0944557-0.0288786j -0.0054281+0.117339j 0.0322574+0.0680868j -0.00342959+0.0256491j -0.150146+0.00275918j -0.0922329-0.170864j 0.166527+0.0134533j -0.153049-0.256598j -0.17054-0.0924582j 
0.0162536+0.0234632j -0.0217172+0.0181082j 0.0262842-0.00108752j -0.0167519-0.0134674j 0.0154601-0.00230011j 0.0275725+0.0131204j -0.0254271-0.00295416j -0.00369246-0.00962916j -0.00159608+0.000847651j -0.00542825-0.0166324j 0.00174369+0.00373187j 0.00798018+0.00181725j -0.00336585-0.0185109j 0.0286333-0.010652j 0.0186398-0.00510273j -0.00653822+0.0146433j -0.0114711-0.00152444j -0.00576335-0.0225029j -0.00935565-0.00700586j 0.00419995-0.0245481j 0.0021235-0.00851456j -0.00627786-0.00583871j -0.0126756+0.00344014j -0.0190828-0.0216907j 0.016532+1.03299e-05j 0.0105756+0.0257122j 0.0160417+0.00571286j -0.0153977+0.00587182j 0.00677463-0.0075392j -0.0126653-0.000715254j 0.00714834-0.000395688j 0.00442622-0.0109716j -0.0148607-0.0205238j -0.00304753-0.00433924j 0.0135307+0.00790448j -0.010048+0.00684245j 0.00123408-0.00532223j -0.0185215-0.0160375j -0.00655711-0.000750682j 0.00211896-0.00620161j 0.0114175+0.00732393j 0.0044359-0.00047066j -0.000528345-0.0073444j 0.000474827+0.00590992j -0.0126035-0.00124014j -0.00202214-0.00557534j 0.0141472+0.0109875j 0.0234382+0.00352753j 0.00933117-0.00129547j -0.00461175-0.0102607j -0.0106395+0.00418545j -0.0189375-0.0173346j -0.00595665+0.00463575j 0.0292241+0.00933283j -0.00509314-0.00737705j 0.00671053+0.0200471j -0.00919818+0.000402063j -0.0033173-0.000908918j -0.00106119-0.00429177j 0.018707-0.00168021j -0.00231708+0.0138783j -0.00583258+0.000645665j -0.0126497-0.00922735j -0.0172378+0.0147694j -0.00876758-0.00428872j 0.010616+0.0103799j -0.00697744+0.00234356j 0.0146197+0.00708323j 0.00952436-0.00989801j -0.0122478-0.00224468j -0.00933243-0.00871999j 0.0114552+0.00712673j -0.0155472-0.00525741j -0.000992285+0.00489239j -0.00533941+0.00967732j 0.00824084+0.00889235j 0.00556945+0.0133651j 0.00191821+0.0200394j 0.0164653-0.0063314j 0.00188315-0.00400995j 0.0136483-0.005684j 0.00756344-0.000721195j -0.00682051-0.00772544j 0.0167191-0.0102958j -0.0125409+0.00373182j -0.011279-0.00778533j 0.00836403+0.00408579j 0.00111654-0.0150776j 0.00472088+0.000235636j 0.00451006-0.0061896j -0.00983337-0.00349623j 0.00311071+0.00192027j -0.0138028+0.000297921j 0.00480852-0.00340586j -0.00364556-0.00443619j -0.00319305-0.00333951j 0.00470837-0.00330317j 2.81168e-05-0.000905658j 
-0.00843479-0.00388655j -0.000239817+0.0297482j -0.00833021+0.00572946j -0.043596+0.0219907j -0.020465+0.0162282j 0.0268482+0.000183435j 0.00613183+0.0128433j -0.0194497+0.0114857j 0.00675546+0.00559711j -0.00948462-0.000721737j -0.0165793+0.00973321j 0.00413467+0.017794j 0.00371416-0.0140737j 0.00981934+0.00334242j 0.00444217+0.0180326j -0.0025456+0.00668861j -0.00644781+0.00782583j 0.00994856+0.0108404j -0.00384115+0.0052608j -0.0102787+0.00412127j -0.0126896+0.0127542j 0.0109073+0.0046413j -0.00584062+0.00402913j -0.00262267+0.0140624j 7.89109e-05-0.00799646j -0.00258443-0.0160646j 8.35664e-05-0.00707276j 0.00566909-0.00843043j 0.0124512+0.00262354j 0.0152829-0.00656148j 0.000921208+0.00967862j -0.0108692+0.00520263j 0.00124013-0.000305462j 0.00307891+0.0154524j -0.00644324-0.00114189j 0.00233676+0.00796862j -0.000660722-0.00435681j -0.00293174-0.0114397j -0.000792276+0.00895318j -0.0130245+0.00806225j -0.0174276+0.00700444j 0.00419641+0.0027516j -0.0223931-0.00700246j 0.0257249-0.00450996j 0.00631644+0.0204482j -0.0116062-0.0113543j -0.0350322-0.00181082j 0.00676017+0.002135j 0.00923007+0.0132053j -0.0328785-0.0043383j -0.0192192-0.0158728j -0.026468-0.014512j 0.00465186-0.0227001j 0.0372533-0.044821j -0.00556857-0.0365507j 0.0211751+0.045392j 0.00698428+0.0155706j -0.0209305-0.0200274j 0.00602142+0.000605362j 0.0342278-0.0193647j 0.0104015+0.0347856j -0.0305612+0.0234282j -0.0152836-0.00570451j -0.0590542+0.00146204j 0.00561904-0.0111877j 0.0514567-0.00512268j -0.00440885+0.0205332j -0.014374+0.00368094j 0.00885102-0.0191902j -0.033683-0.0182376j -0.0318948-0.0306208j -0.0197347+0.0165654j -0.0080858-0.0197252j -0.0184953-0.001576j 0.00604814+0.022687j 0.0099569+0.011705j 0.0104996+0.0175035j 0.0030683+0.021332j 0.0113957+0.00433583j 0.0103348-0.0123616j 0.0113844+0.00564748j 0.00919597-0.00455777j -0.0150718-0.0193548j 0.0335057-0.000286878j -0.00875453+0.022351j 0.00678363-0.0196809j 0.000100403+0.008206j -0.0101833-0.00292425j 0.0112447+0.0116j -0.0075077+0.0117601j -0.0145502+0.00220345j 0.0122483+0.00217835j -0.00902821+0.0109568j -0.00545991+0.0100837j -0.017454-0.0247662j -0.00432925-0.0108528j 0.00182372-0.0172801j 0.0079282+0.0185661j 
0.0204896-0.0360868j -0.00702749-0.00326865j -0.0337185+0.0192512j 0.00155261+0.00677528j -0.010865+0.0130955j -0.0116699+0.0097026j 0.00781403-0.0216069j 0.0161213-0.0070655j -0.0122208-0.0127446j -0.00534235-0.000811759j 0.00965779+0.012607j 0.00649417+0.0159416j -0.0106417+0.00300364j 0.00414714+0.0107725j -0.0103835-0.00455629j 0.0169294-0.00445075j -0.00567912+0.00234479j 0.00497657-0.00718492j 0.00277419-0.00293229j -0.00948714+0.00867885j -0.00498352+0.00327171j -0.0022713-5.61797e-05j -0.00299254-0.00481006j -0.000721717-0.0124262j 0.00326843+0.00467939j -0.00493969-0.000381668j 0.00807248-0.0148317j 0.00207323-0.00407948j -0.00231+0.00745859j -0.00185863-0.00492799j 0.00349124-0.000286728j 0.015066+0.00170658j -0.00118463-0.00539832j 0.00145303-0.00871307j -0.00408281+0.00486753j -0.00138935+0.0099665j 0.000870703+0.00541094j -0.00341299-0.000763496j -0.00726941+0.0125922j 0.0131576-0.000810151j -0.000361034-0.00505478j 0.0202647-0.00858298j 0.00083219+0.0127098j -0.0312684-0.00607034j 0.00510936+0.00292281j 0.0278416+0.0150181j 0.0282295-0.0265594j 0.0140216-0.0399231j 0.00750716+0.00731787j -0.0151559-0.00524364j 0.0261539-0.0029283j -0.005998+0.0244516j -0.0259198-0.0062329j -0.0109065-0.0204255j -0.0269055+0.0117184j -0.027317+0.00183321j -0.0231617-0.0406383j -0.0161451-0.0138239j -0.0408593-0.0279121j -0.0186137+0.0096571j -0.0141096-0.0284962j -0.0273924-0.00478175j -0.00615216+0.0190235j 0.00516419-0.0184894j 0.0335839-0.00589601j 0.0087237+0.0638043j -0.00747125+3.87293e-05j 0.0297959-0.00391447j -0.00345567+0.0409978j 0.0259507-0.00389112j 0.0170777-0.0270435j 0.00215907+0.00348287j 0.0037255-0.0199208j -0.0127209-0.0353242j -0.0279867+0.0258162j 0.00949185+0.0102289j -0.00960447-0.00533327j -0.02422-0.0080157j 0.0207519-0.00657896j 0.0309283-0.00247292j -0.00164271+0.026392j -0.00669339+0.00380417j 0.0291729-0.0368051j -0.00354002+0.0127848j -0.00553291-0.00083604j 0.0213715+0.0186767j -0.00464822-0.0062774j -0.00219919-0.00138761j -0.0197891+0.00503788j -0.00597096+0.00383122j -0.00934331-0.0291056j 0.0148231-0.00907789j 0.000629416+0.000979182j 0.00297178+0.0263011j 0.00107223+0.00374279j -0.0213953-0.0226379j 0.00643564+0.021204j -0.00441288+0.00571778j 
-0.00471629+0.0242546j 0.0254442-0.0213151j -0.00466533+0.0141932j -0.0172719-0.00818737j -0.0160273-0.0240375j 0.0272426+0.0328216j -0.0231536+0.0485574j -0.0372833-0.0242094j 0.00628435+0.00367867j 0.0127992-0.0102472j 0.00123895+0.0195513j -9.58919e-05-0.0248548j 0.0180504-0.00166191j 0.0146577-0.012904j 0.00854353-0.0137059j -0.00341222+0.0103839j -0.0187262-0.0272614j -0.00532745+0.000701953j 0.00591376-0.0113223j 0.00311302+0.000931408j -0.0009238-0.0114424j 0.00307295+0.00854857j -0.0122302+0.00247419j -0.000601613+0.000702515j 0.0121451+0.00633518j 0.00265974-0.00258944j 0.000901817-0.00169607j -0.00705576+0.000560861j 0.0180603-0.00306897j 0.0137253+0.00648639j -0.00640667+0.00731094j -0.00433069+0.000446253j -0.0119373-0.00491664j -0.000622171+0.00814679j 0.0102975-0.0131778j -0.00906488+0.006444j 0.0166104-0.0010272j 0.000527913+0.0108096j -0.000790786+0.00142097j -0.0232464-0.00562163j 0.00524437+0.00374315j -0.00516025-0.01073j 0.0235656-0.0166307j 0.0188681+0.035814j -0.0341119+0.0095477j -0.00075389-0.0314438j -0.0472361-0.0142283j -0.0132878+0.087103j 0.0227745+0.0595445j -0.0187387+0.0303889j -0.0485663+0.011485j 0.0465568-0.0113572j 0.0304929-0.0157028j -0.0067694+0.00943961j -0.0219968+0.041623j 0.0261428+0.0159086j 0.0435028+0.0402267j 0.0498605-0.0413327j 0.00724789-0.0038136j -0.00188868+0.0115916j -0.0210358-0.037687j 0.0107429+0.0140708j -0.0121139-0.0344719j -0.010157+0.00862936j -0.0198503-0.0203623j -0.0247512+0.000292057j -0.0221304-0.0228953j -0.000437026+0.0220237j 0.0128346+0.0215207j 0.00519596+0.00195341j 0.0207573+0.00398865j 0.0170252-0.0143689j 0.00131362-0.010509j 0.0134671-0.0209394j -0.0244073+0.00549236j 0.0024912-0.000289155j 0.0137604-0.0122829j -0.00217369+0.000242747j 0.0142709+0.0102544j 0.0118289+0.00860942j 0.00372086-0.0198773j 0.0155153-0.000759314j 0.0193766+0.0227771j 0.023169+0.00153588j 0.00357923-0.0135235j -0.0153664+0.0177222j 0.0045994+0.0131074j -0.013933-0.0273266j 0.0131103-0.0128432j -0.0028976-0.00542486j -0.000600409-0.00634593j -0.00977798-0.00760091j 0.00664017-0.0358172j -0.0304648+0.00267331j 0.0201387+0.00229636j 0.00177572-0.00240203j -0.00296424-0.0200193j 0.00466355-0.012633j 
0.00726505-0.00445298j -0.00619848-0.0111963j -0.00822234+0.0503728j 0.02356-0.0106637j -0.00348752-0.0110525j 0.0166102-0.00909205j -0.00933394+0.00448243j -0.00609042+0.0245043j -0.024517+0.00863023j 0.00139478+0.0222629j -0.0127149-0.00948269j -0.00244244-0.0306604j -0.00166248+0.0172064j -0.0103183-0.00411232j 0.0201837-0.0134773j 0.00981022-0.00237628j -0.0120446+0.00236891j -0.00866085-0.00699743j -0.0249144+0.0071182j -0.00902338+0.0136487j -0.0262943-0.00335352j 0.00287378-0.0175944j -0.0155055+0.00776667j 0.00367438-0.00299473j -0.0051288+0.0167844j 0.0145427-0.011774j 0.00528878-0.000286852j -0.0059042+0.0112886j 0.0116952+0.00512495j 0.00724004-0.0154415j -0.00376387-0.00610587j -0.0153937+0.0153718j -0.00843203+0.0166253j -0.00311502-0.00248903j -0.00352786+0.00221226j -0.00352711-0.00900898j -0.0122863+0.00723903j 0.00395925-0.00353446j 0.0109406-0.0171107j -0.0136406+0.00549699j -0.00211935+0.0159562j -0.00143983+0.0152894j -0.0165139+0.0188109j 0.00921321+0.000342581j 0.00446763+0.00296416j 0.00127847-0.0110329j 0.00185061-0.00690532j 0.0155473+0.00652342j -0.0126382+0.010508j -0.0187867+0.0188858j 0.00420738-0.00259861j -0.0136657+0.00952811j 0.00444731-0.00309128j 0.00120893+0.0148477j -0.007747+0.0205563j -0.0177729-0.0224131j 0.00531493-0.00269982j -0.00845463-0.00916865j -0.00703294-0.00123176j -0.00443064-0.00158944j -0.0102111-0.0130938j -0.0249213+0.0063508j -0.0153534-0.00411607j -0.0105649-0.00104947j -0.00413183+0.0171275j -0.00343859-0.00052872j -0.00470607-0.00598552j 0.000404454-0.00604598j -0.000376053-0.00120205j -0.000661265+0.0078597j -0.00149705+0.00344813j -0.00719592-0.00343563j 0.00434445+0.00712658j 0.00192777-0.00105931j -0.0076695+0.0023967j -0.00336324-0.000509713j -0.00216986-0.00686341j -0.00341175+0.00802457j 0.00379717+0.0104582j 0.00151014-0.00119227j -0.00772647-0.00123427j -0.00104079+0.0132292j 0.00625088-0.00640004j 0.0011696+0.00139529j 0.00052225-0.00333222j 0.00324953+0.0144613j -0.00541199-0.00271865j -0.00146278-0.00112651j -4.02899e-05-0.00242594j 0.00240626+0.00381066j -0.0090234-0.0111275j -0.000132073-0.00400181j 0.00505479-0.000446731j -0.000386127+0.00378112j 0.009857-0.000498845j -0.00702469+0.00212759j -0.00450715+0.00139096j 0.000141039+0.009061j 
0.00334359+0.0148931j 0.0077352-0.00544682j 0.0205865-0.0124478j 0.00271083-0.0511854j -0.0319164-0.00223811j 0.00837407-0.0163367j 0.00846395-0.0204514j -0.0172591+0.0039087j -0.000654927+0.00488712j 0.00599376-0.00712534j -0.00407615-0.0281849j 0.0153949+0.0077583j -0.00760911-0.0116651j -0.00449536-0.00058126j 0.017735+0.0100777j 0.00413579-0.00890141j -0.00505311+0.00366294j 0.0274018-0.00493572j 0.0131735-0.00631059j 0.00174318-0.0022873j 0.00243672-0.0203533j 0.029541-0.00974495j 0.0155144-0.019279j 0.00426964+0.0100409j -0.0212594+0.00567531j -0.00316071+0.0164506j -0.00129184+0.0189658j -0.0053432-0.00237858j -0.00834598+0.0053323j 0.0183258-0.00557713j 0.00813326-0.0196403j -0.0121976-0.0003493j -0.00567051-0.000805895j 0.0107884-0.00117814j -0.0103827+0.00111921j 0.00836394-0.00948752j 0.00259634-0.0108232j 0.0110884-0.00811172j 0.00191784+0.00327821j 0.00491651-0.0106611j -0.0112674+0.0217906j 0.0140075-0.0124698j -0.0105861-0.000789851j -0.0113662+0.0122395j 0.00361783+0.0176948j 0.00280431+0.00115981j 0.0122256+0.00771389j -0.00299378+0.0112891j 0.00648515-0.00674755j -0.010811+0.00757508j -0.00969006+0.0236668j 0.00357525-0.0126373j -0.00988918+0.0207991j -0.0113291+0.0171721j -0.0115191-0.0151537j 0.000436649-0.0169465j 0.00829938+0.0235654j 0.000353349-0.00624211j -0.00626101-0.00263714j 0.0117676-0.0107227j 0.0111183+0.0041424j 0.00557063-0.0107026j 0.0047171-0.0154726j 0.00303724-0.00564079j -0.0136745+0.0111431j -0.00571505-0.00839735j -0.00179284-0.00384932j -0.00551736+0.00436467j -0.015792+0.00149842j -0.00379426-0.000465432j -0.00097715-0.00397562j 0.00957828-0.00867656j 0.000505947-0.00147076j 0.00286064-0.01235j -0.0037147-0.00636235j -0.00599129-0.00981583j 0.0094561-0.00176982j -0.000507355-0.0127747j -0.00138445+0.000318769j -0.00364133+0.000201334j 0.000584795-0.00365062j -0.00261944+0.00061571j -0.00227118+0.00175594j 0.00188582+0.00925789j 0.00618732-0.00662399j 0.000869739+0.00736027j 0.00150802+0.00409034j -7.84254e-05-0.00183321j 0.00507293+0.00365096j -0.00790291-0.00737677j 0.00296634+0.00701928j -0.0125442-0.00622748j 0.00277827-0.00472689j -0.0104511-0.00509708j 0.0101158-0.00250118j 0.00920247+0.00152174j -9.97795e-05+0.00620931j 0.00468056-0.00161886j 
-0.0274503+0.0404984j -0.0434211+0.0462955j -0.0400823-0.0252511j -0.0328818-0.0154571j -0.0302822-0.00385668j -0.0116529-0.000241072j 0.0359936+0.0120352j -0.01101+0.0550945j 0.0316889-0.00581317j -0.0147282+0.0275829j -0.00594365-0.00565074j -0.0112147-0.0127927j 0.0143521-0.0144391j 0.0073666-0.00485836j -0.00557652-0.00150092j 0.00970177+0.00106707j -0.00881508+0.00128613j -0.0110996+0.0141954j 0.00604722-0.000603787j -0.00421083-0.0125481j -0.00290938+0.0148646j 0.0173932-0.00267775j 0.00606016+0.00491194j -0.00846264+0.0159468j -0.000421313-0.000347308j 0.0068814-0.018894j -0.00759949-0.00147181j 0.00246086-0.00599505j 0.00846014-0.00321809j 0.008157+0.00608275j 0.00825965-0.00526588j -0.0181088-0.000705356j -0.00723057+0.00262155j 0.00971795+0.0153367j 0.000782749+0.00540905j 0.0074488-0.0127022j -0.0139155+0.00115282j 0.00578894+0.00384334j 0.00515097-0.0313488j -0.0048672+0.00328185j 0.012405-0.0106305j 0.0155508+0.0145374j -0.0360843-0.0127824j 0.0113657-0.0292792j -0.00889107+0.0258061j -0.0180669+0.0455518j 0.0206846+0.0202797j 0.0660563+0.0147603j -0.00893346-0.0394892j -0.00491101-0.0136714j -0.013012+0.0131257j -0.026288+5.17494e-06j -0.0370867+0.0773665j 0.0548475-0.0231051j 0.0126387-0.0159178j 0.00194253-0.0324473j -0.0293619-0.000125982j -0.000221608+0.0194426j -0.00690569-0.0426554j 0.0543098+0.00137062j 0.0189751+0.0417608j -0.025761-0.00464162j 0.0369382-0.0431666j 0.00914678-0.0118604j -0.000606735-0.0107046j -0.00474671-0.00972018j -0.0161852-0.0316876j -0.00448274+0.00245306j 0.00240149-0.00594796j 0.00871138-0.0010519j -0.00144086+0.00240078j -0.00169738-0.014293j 0.0065394+0.0233435j 0.00549761-0.0277674j -0.0147355-0.00650284j 0.0113957-0.00764552j 0.0253402+0.0192748j -0.00363624-0.020323j -0.00524416-0.000257546j 0.0270555+0.018114j 0.0166041-0.0137888j -0.0167503+0.0158825j 0.00128475+0.0344292j 0.0248046+0.0168597j 0.0189688+0.0127174j -0.0122155-0.00469167j -0.00767138-0.00253668j -0.00347624-0.0372778j 0.023545+0.00666332j -0.0147723-0.00870223j 0.0163681+0.00403639j -0.0116801+0.0169738j 0.0292266-0.00835271j -0.0297757-0.00548298j -0.00721419-0.0124834j -0.00252285-0.00936955j 0.0122183-0.0218971j 0.0040307+0.0284373j 
0.0421309-0.0406516j -0.0263313+0.0407594j -0.0354823-0.0218167j 0.0275805+0.0282618j 0.0222319-0.0267551j -0.02648-0.025048j 0.00988895-0.0117324j 0.0110596-0.0106255j 0.0139304-0.0119588j -0.0137877-0.0112135j -0.00207447-0.026015j 0.00318177+0.0145041j -0.000257586+0.0293069j -0.0109062+0.018402j 0.00304553-0.0063159j 0.000398449-0.0170847j 0.0171653+0.0092202j 0.0049301+0.00327796j 0.000875615+0.0113896j 0.00913231+0.00416809j -0.0043714-0.00149878j 0.0130758+0.00198734j 0.0115334-0.013129j 0.0108102-0.00101908j -0.0213971+0.00239864j -0.00229998-0.0165844j -0.00569859-0.0138393j 0.00492218-0.0110769j -0.00150421+0.020803j -0.002243+0.00413004j -0.00157192-0.0060226j -0.00655572-0.0025585j 0.0108823+0.00283787j 0.00550648-0.01258j -0.0095086+0.0151515j 0.00248928-0.00748628j -0.00707738-0.0095589j 0.0103072-0.022381j 0.000729663-0.000369228j 0.0187141+0.00859796j 0.00313652+0.0227263j 0.00959983+0.00104891j -0.00195021+0.0195597j -0.025064-0.0198561j 0.015507-0.0178894j -0.0258119+0.00738729j 0.0289977+0.0262962j -0.0160521-0.00189456j -0.0110329+0.0235491j 0.01581-0.039557j -0.0174819+0.000843127j -0.0330945-0.0423937j -0.0402342-0.0262154j 0.00661761+0.0400456j 0.00493418+0.025398j 0.0179036+0.0418049j -0.00151863-0.0403851j 0.000817262+0.00615888j 0.0543721+0.0281511j -0.0159875+0.0593167j -0.0164977+0.0104019j 0.0359103-0.0344645j 0.0422351+0.0227398j 0.0168149+0.00818144j 0.0177715-0.0318139j -0.00340388+0.0212354j 0.00330496-0.0345187j -0.0130557+0.0145275j 0.00308628+0.00996672j 0.00929309+0.0226026j -0.0150345-0.0223232j 0.0311126+0.0111727j -0.0366002-0.0179431j 0.00925305-0.00874807j 0.00929267-0.0265108j 0.00845264+0.0162895j 0.00767717+0.0350077j 0.0161335-0.021883j 0.00124516-0.0181533j -0.0144932+0.0359185j 0.0221713+0.0178811j -0.0291397-0.000163133j -0.0234501+0.00334034j 0.0152623+0.0321349j 0.0078613+0.00513438j -0.00583496-0.0167771j -0.00898653-0.0201547j 0.0224521+0.00475774j 0.0216885+0.0206086j 0.00411979-0.0191631j 0.0101249+0.00381287j -0.0148418-0.0108681j 0.0272856+0.0222105j 0.0038821-0.0041806j 0.00261955+0.0117625j -0.0135603-0.0140765j 0.00495648+0.0217296j -0.012558+0.0220819j 
-0.0723494+0.145089j -0.133525+0.0796863j 0.0376808-0.0835189j -0.102399+0.0499742j 0.00514328+0.0319331j -0.045126+0.0526942j -0.0201948+0.0175026j 0.0202115-0.0179988j 0.00525891+0.0306211j 0.0177008-0.0289945j 0.00128869-0.0149985j 0.0220279-0.040924j 0.0113788-0.0224076j -0.000541973-0.00288015j 0.00430984-0.013632j 0.0166885-0.0446873j 0.00586072+0.0021733j 0.00923443+0.019953j 0.00350965+0.000415361j -0.00564502+0.0205798j 0.00700354+0.0215785j 0.0254932+0.0012423j 0.021541-0.00492627j -0.010875+0.0146951j -0.0169049-0.0094112j -0.0123114+0.0162593j -0.0108376+0.0214137j 0.00249486-0.00529353j 0.00293456-0.0213747j 0.0178153-0.0158812j 0.0249768-0.0178742j -0.0231623+0.0149248j 0.00852905-0.00708547j 0.0124888+0.0190536j -0.0251894+0.0177837j 0.0190418-0.0147116j -0.0038724+0.000449909j 0.0303666-0.0188404j 0.0266747-0.0513185j 0.0115564-0.0124569j -0.0516348+0.00749553j -0.0126207+0.0173811j -0.0651256+0.0205728j -0.00137154+0.0183917j 0.000984934-0.00559256j 0.000927504-0.0299364j 0.0346555-0.0261778j -0.0281731+0.00711748j -0.0352225-0.0208924j -0.0394673+0.0531725j -0.0151028+0.0283263j -0.025899-0.0210786j 0.000922117+0.007227j 0.0213243+0.0210242j -0.0152581+0.0314566j 0.0522004-0.055778j -0.00453279-0.00572309j -0.00448214-0.00910659j 0.027738+0.00512849j 0.0142749+0.0592794j 0.0455142-0.0075966j 0.0378369+0.0224673j 0.0285098+0.0122308j 0.0108368-0.0327604j 0.0147388-0.0724228j 0.00799217+0.00637526j 0.00596621+0.0273681j -0.0108239-0.0299443j -0.0314867+0.0357805j -0.0163407-0.0436555j 0.0159846-0.0066318j -0.016712+0.00988875j 0.0259737-0.0114672j 0.00300146+0.011538j 0.00577905+0.0354469j -0.0251466+0.00815362j -0.0145124-0.000276259j 0.0266134-0.0120431j -0.0143154-0.00878822j 0.0223566-0.0382231j -0.0171807-0.00240562j 0.0316103-0.030836j 0.00635395+0.0242652j -0.0132681-0.018443j 0.00572363+0.0063451j 0.010145-0.0410142j -0.0114923+0.0249074j -0.00580381-0.0187853j -0.0276832-0.00133253j 0.00932948+0.00859353j -0.00276443+0.0390803j 0.0202566+0.0337838j -0.00973927-0.0279002j 0.00825084-0.0179049j -0.0335695-0.0207012j 0.00988682+0.0296526j 0.0120621-0.0392616j 0.0181321-0.00254917j 
0.133647-0.0794496j -0.0714405+0.144966j -0.0974076+0.0511679j -0.0353573+0.0892334j 0.0441334-0.0218486j 0.0108951+0.0063736j -0.0417128+0.0520125j -0.0046752+0.0334904j 0.0105763-0.0178242j 0.00247402-0.0170735j 0.0186938-0.0216839j 0.00449042+0.00353195j -0.00225275-0.00737647j -0.00177438+0.0277774j -0.0181352+0.021164j 0.00051729+0.00143907j -0.00108399+0.0245025j 0.00922498-0.0016273j 0.0132238-0.0206219j 0.0185604-0.0423977j -0.0103307+0.0312147j -0.00680692-0.0236337j 0.00551884-0.00873545j 0.00764295+0.0120691j 0.00553191+0.00355178j -0.0229056+0.00644905j 0.00416527-0.000576053j 0.0197073+0.00430007j 0.000945679-0.00936035j -0.0183967+0.00406933j -0.00107884+0.0200961j 0.0331034-0.00434847j 0.0292235-0.0193262j 0.0199511-0.0248115j -0.0100035+0.0138341j -0.00603161+0.0162075j 0.027042-0.0429241j 0.0145473-0.0417748j -0.0403605+0.0040995j 0.0337226-0.0187542j -0.0320117+0.0182217j 0.0494786-0.00966314j 0.00899783-0.00605675j -0.0446163+0.0151674j -0.0191167+0.0432233j 0.0107368+0.00259013j -0.0228106-0.00338454j -0.0251413-0.00712628j 0.0376998-0.0448521j -0.0213058-0.0276399j -0.0394233+0.029682j 0.00854773-0.0162365j -0.0246952+0.0135127j -0.0539266+0.0292031j -0.015337-0.0280884j 0.0157739+0.0217546j -0.01035-0.0153818j 0.010763-0.0318334j 0.00174904+0.0324202j -0.0638288+0.0233112j 0.00338658+0.0495646j -0.0230678+0.0563102j -0.0320296+0.00686749j -0.000724268-0.0108226j 0.0619453+0.0060935j -0.00766503+0.0165522j -0.0140065-0.0191376j 0.0297063-0.0345788j -0.0153758-0.0522301j 0.0236978+0.00139126j 0.0155619+0.0124516j -0.0405177-0.00279819j 0.0156491+0.0433001j -0.0117736+0.0215432j -0.0161771-0.00056644j 0.0041634-0.00870147j -0.0222337+0.0144658j 0.0119207+0.0333708j 0.0158422-0.00551287j 0.0357785+0.0153756j 0.00258293-0.0235577j 0.00786859+0.0349288j 0.00600559+0.0239175j 0.0124375-0.0193782j -0.00583111+0.0300617j 0.0146744-0.00662719j 0.00401366-0.0393513j 0.00022992-0.0327664j 0.00403035-0.0184694j 0.00643175+0.018122j -0.0136013-0.0243668j 0.00197486+0.0536649j 0.0044227+0.0223647j 0.00507375+0.0114966j -0.00882218-0.0328761j -0.0308064-0.0175939j 0.0178273-0.00219137j -0.0112107+0.0390389j 
