-0.00367443-0j -0.000592959-0j -0.000484149-0j -6.98808e-05-0j -6.05186e-05-0j -7.13218e-06-0j -3.25538e-07-0j 1.00383-0j -0.000532498-0j -0.000420977-0j -0.000280651-0j -6.07628e-05-0j -7.01628e-05-0j -2.48063e-05-0j -5.8469e-06-0j -6.20157e-06-0j -5.16798e-07-0j -1.92599e-08-0j -0.00219094-0j -0.00221365-0j 0.101811-0j 0.102866-0j -0.000264581-0j -0.000267323-0j -3.8189e-05-0j -0.000241529-0j -3.85848e-05-0j -0.000244032-0j -4.26966e-05-0j -2.84644e-05-0j -4.31391e-05-0j -3.55805e-06-0j -2.46509e-05-0j -2.87594e-05-0j -3.59493e-06-0j -2.49064e-05-0j -5.03185e-06-0j -2.51592e-06-0j -5.08399e-06-0j -2.96504e-07-0j -3.63142e-07-0j -2.542e-06-0j -2.99577e-07-0j -3.66906e-07-0j -2.34407e-08-0j -2.36836e-08-0j -7.38314e-10-0j -7.45965e-10-0j 
0.00341559-0j 0.000551188-0j 0.000450043-0j 6.49581e-05-0j 5.62554e-05-0j 6.62976e-06-0j 3.02606e-07-0j 4.456e-05-0j 7.04555e-06-0j 5.57e-06-0j 3.71333e-06-0j 8.0396e-07-0j 9.28333e-07-0j 3.28215e-07-0j 7.73611e-08-0j 8.20538e-08-0j 6.83782e-09-0j 2.5483e-10-0j -0.71303-0j 0.699911-0j 0.000317511-0j -0.000311669-0j 0.000245943-0j -0.000241418-0j 3.54988e-05-0j 0.000224514-0j -3.48457e-05-0j -0.000220383-0j 3.96889e-05-0j 2.64593e-05-0j -3.89586e-05-0j 3.30741e-06-0j 2.29144e-05-0j -2.59724e-05-0j -3.24655e-06-0j -2.24928e-05-0j 4.67738e-06-0j 2.33869e-06-0j -4.59132e-06-0j 2.75617e-07-0j 3.37561e-07-0j -2.29566e-06-0j -2.70546e-07-0j -3.3135e-07-0j 2.17895e-08-0j -2.13885e-08-0j 6.86303e-10-0j -6.73676e-10-0j 
-0.000532498-0j 0.00406478-0j -7.01628e-05-0j 0.000968205-0j 0.00041486-0j 0.000148742-0j 1.13467e-05-0j 0.00207066-0j 5.1958e-05-0j -8.68376e-07-0j -5.78917e-07-0j 1.19831e-05-0j 6.84607e-06-0j -5.11696e-08-0j 1.73564e-06-0j 1.22302e-06-0j 2.04902e-07-0j 1.14742e-08-0j -0.000317511-0j 0.000311669-0j -0.697922-0j 0.68508-0j -3.83431e-05-0j 3.76376e-05-0j 0.000529112-0j -3.50023e-05-0j -0.000519377-0j 3.43583e-05-0j 0.000292689-0j 0.000195126-0j -0.000287303-0j 7.42035e-05-0j -3.57241e-06-0j -0.000191536-0j -7.28382e-05-0j 3.50668e-06-0j 6.97166e-05-0j 1.72469e-05-0j -6.84339e-05-0j 8.25915e-06-0j 7.57336e-06-0j -1.69295e-05-0j -8.10719e-06-0j -7.43401e-06-0j 8.17029e-07-0j -8.01996e-07-0j 3.60704e-08-0j -3.54067e-08-0j 
0.10174-0j -6.65623e-05-0j 0.00522902-0j -7.84444e-06-0j 0.00131405-0j 7.70308e-05-0j -3.65431e-08-0j -5.38113e-06-0j 0.000209866-0j 6.47175e-05-0j -4.48427e-07-0j -9.70874e-08-0j 1.07862e-05-0j 1.15198e-05-0j -9.34224e-09-0j 1.91667e-06-0j 7.94482e-08-0j -3.07737e-11-0j -0.000245943-0j 0.000241418-0j -3.83431e-05-0j 3.76376e-05-0j -0.704854-0j 0.691885-0j 0.0010574-0j -2.71127e-05-0j -0.00103795-0j 2.66138e-05-0j 0.000461143-0j -3.19526e-06-0j -0.000452658-0j -3.99407e-07-0j 0.000535249-0j 3.13647e-06-0j 3.92058e-07-0j -0.000525401-0j 5.43462e-05-0j 8.20842e-05-0j -5.33463e-05-0j -3.3284e-08-0j 7.88496e-06-0j -8.05738e-05-0j 3.26715e-08-0j -7.73988e-06-0j 2.5317e-07-0j -2.48512e-07-0j -8.2879e-11-0j 8.13541e-11-0j 
-0.0146849-0j -0.00091852-0j 7.84444e-06-0j 0.00506574-0j -9.3746e-05-0j 0.00158432-0j 0.000243582-0j 7.76699e-07-0j 0.00289602-0j 9.70874e-08-0j 6.47249e-08-0j 6.26966e-05-0j -1.54701e-06-0j 5.72093e-09-0j 1.84871e-05-0j 6.39895e-06-0j 3.29099e-06-0j 3.0833e-07-0j 3.54988e-05-0j -3.48457e-05-0j -0.000529112-0j 0.000519377-0j -0.0010574-0j 0.00103795-0j -0.682844-0j 3.91338e-06-0j 0.67028-0j -3.84137e-06-0j -6.6139e-05-0j -4.40927e-05-0j 6.49221e-05-0j 0.000790374-0j 3.99407e-07-0j 4.32814e-05-0j -0.000775832-0j -3.92058e-07-0j 0.000364764-0j -3.89728e-06-0j -0.000358053-0j 0.000132652-0j 8.06673e-05-0j 3.82557e-06-0j -0.000130212-0j -7.9183e-05-0j 1.75394e-05-0j -1.72167e-05-0j 1.16415e-06-0j -1.14273e-06-0j 
-0.000376533-0j 0.0119026-0j 0.00723054-0j 0.00104364-0j -6.20157e-06-0j -7.30862e-07-0j -3.33591e-08-0j -4.91228e-06-0j -7.76699e-07-0j 0.000120281-0j 0.000119729-0j 1.73611e-05-0j 1.49149e-05-0j -3.61823e-08-0j 1.24291e-06-0j -9.04558e-09-0j -7.53799e-10-0j -2.80924e-11-0j -0.000224514-0j 0.000220383-0j -3.50023e-05-0j 3.43583e-05-0j -2.71127e-05-0j 2.66138e-05-0j -3.91338e-06-0j -0.706587-0j 3.84137e-06-0j 0.693586-0j 0.000857061-0j 0.000853123-0j -0.000841291-0j 7.14217e-05-0j 0.00036815-0j -0.000837426-0j -7.01076e-05-0j -0.000361376-0j 7.51484e-05-0j -2.57816e-07-0j -7.37657e-05-0j 4.42816e-06-0j -3.72126e-08-0j 2.53073e-07-0j -4.34668e-06-0j 3.65279e-08-0j -2.40206e-09-0j 2.35787e-09-0j -7.56578e-11-0j 7.42658e-11-0j 
6.65623e-05-0j 0.0995295-0j -0.00084383-0j -0.000121026-0j 0.0100307-0j 0.00178889-0j -1.41833e-06-0j 8.68376e-07-0j -6.49475e-06-0j 0.00204579-0j 7.23647e-08-0j 0.000293415-0j 8.23359e-05-0j -1.859e-06-0j -2.16955e-07-0j 2.95707e-05-0j 2.46431e-06-0j -1.43428e-09-0j 3.96889e-05-0j -3.89586e-05-0j -0.000292689-0j 0.000287303-0j -0.000461143-0j 0.000452658-0j -6.6139e-05-0j -0.000857061-0j 6.49221e-05-0j 0.000841291-0j -0.68954-0j -2.43907e-05-0j 0.676852-0j 0.00181693-0j -8.63755e-05-0j 2.3942e-05-0j -0.0017835-0j 8.47862e-05-0j 0.000838465-0j 0.000626583-0j -0.000823037-0j -1.03239e-06-0j 0.000183112-0j -0.000615054-0j 1.0134e-06-0j -0.000179743-0j 9.8262e-06-0j -9.6454e-06-0j -4.5088e-09-0j 4.42584e-09-0j 
4.43748e-05-0j -0.000338732-0j -0.0017101-0j 0.0235984-0j -3.45716e-05-0j -1.23952e-05-0j -9.45555e-07-0j 5.78917e-07-0j -4.32983e-06-0j 7.23647e-08-0j 0.00204934-0j -9.98589e-07-0j 0.000166862-0j 4.26413e-09-0j 4.23033e-05-0j -1.01918e-07-0j -1.70752e-08-0j -9.56187e-10-0j 2.64593e-05-0j -2.59724e-05-0j -0.000195126-0j 0.000191536-0j 3.19526e-06-0j -3.13647e-06-0j -4.40927e-05-0j -0.000853123-0j 4.32814e-05-0j 0.000837426-0j -2.43907e-05-0j -0.690735-0j 2.3942e-05-0j -6.18362e-06-0j -8.70715e-05-0j 0.678026-0j 6.06985e-06-0j 8.54695e-05-0j 0.00169923-0j -1.43724e-06-0j -0.00166796-0j 0.000201303-0j -6.31113e-07-0j 1.41079e-06-0j -0.000197599-0j 6.19501e-07-0j -6.80857e-08-0j 6.6833e-08-0j -3.00586e-09-0j 2.95056e-09-0j 
-5.54685e-06-0j -0.0252331-0j -7.30862e-07-0j -0.00144628-0j 1.31471e-05-0j 0.00683266-0j 0.00325448-0j -7.23647e-08-0j 1.64657e-06-0j 1.77191e-06-0j -6.03039e-09-0j 0.00350637-0j 2.16955e-07-0j -5.33016e-10-0j 7.97287e-05-0j -1.82691e-06-0j 2.91082e-05-0j 5.51006e-06-0j -3.30741e-06-0j 3.24655e-06-0j 7.42035e-05-0j -7.28382e-05-0j -3.99407e-07-0j 3.92058e-07-0j -0.000790374-0j 7.14217e-05-0j 0.000775832-0j -7.01076e-05-0j -0.00181693-0j 6.18362e-06-0j 0.0017835-0j -0.667705-0j -3.72126e-08-0j -6.06985e-06-0j 0.65542-0j 3.65279e-08-0j -0.000104141-0j 5.4656e-07-0j 0.000102225-0j 0.00117329-0j 0.000347892-0j -5.36504e-07-0j -0.0011517-0j -0.000341491-0j 0.000234343-0j -0.000230031-0j 2.60506e-05-0j -2.55713e-05-0j 
3.84297e-05-0j 6.20157e-06-0j 0.142743-0j -0.000106516-0j 0.0117179-0j -1.44284e-05-0j 3.4047e-09-0j 5.01357e-07-0j 7.92715e-08-0j -1.21221e-05-0j -1.22198e-05-0j 9.04558e-09-0j 0.000294445-0j 0.000207246-0j -1.26854e-07-0j 1.70916e-05-0j -1.48812e-08-0j 2.86717e-12-0j 2.29144e-05-0j -2.24928e-05-0j 3.57241e-06-0j -3.50668e-06-0j -0.000535249-0j 0.000525401-0j 3.99407e-07-0j -0.00036815-0j -3.92058e-07-0j 0.000361376-0j -8.63755e-05-0j -8.70715e-05-0j 8.47862e-05-0j 3.72126e-08-0j -0.695621-0j 8.54695e-05-0j -3.65279e-08-0j 0.682821-0j 0.00148355-0j 0.00147673-0j -0.00145626-0j -4.51947e-07-0j 7.03133e-05-0j -0.00144956-0j 4.43631e-07-0j -6.90195e-05-0j -4.74207e-08-0j 4.65482e-08-0j 7.7218e-12-0j -7.57972e-12-0j 
-7.84444e-06-0j 0.000121026-0j -0.0144933-0j 0.0972772-0j -0.00238925-0j 0.0200849-0j -3.20948e-05-0j -1.02339e-07-0j 1.54701e-06-0j 1.23081e-06-0j 2.49435e-06-0j -8.26101e-06-0j 0.00285824-0j 2.19086e-07-0j 0.000355006-0j 0.000163086-0j 4.17209e-05-0j -4.0626e-08-0j -4.67738e-06-0j 4.59132e-06-0j 6.97166e-05-0j -6.84339e-05-0j 5.43462e-05-0j -5.33463e-05-0j -0.000364764-0j 7.51484e-05-0j 0.000358053-0j -7.37657e-05-0j -0.000838465-0j -0.00169923-0j 0.000823037-0j -0.000104141-0j -0.00148355-0j 0.00166796-0j 0.000102225-0j 0.00145626-0j -0.673936-0j -0.000149248-0j 0.661535-0j 0.00254732-0j 0.00205592-0j 0.000146502-0j -0.00250045-0j -0.00201809-0j 0.000222352-0j -0.000218261-0j -1.53391e-07-0j 1.50568e-07-0j 
-3.92222e-06-0j 2.99399e-05-0j 0.000150203-0j 7.1315e-06-0j 0.171491-0j -0.000318424-0j 8.3576e-08-0j -5.11696e-08-0j 3.82707e-07-0j 1.859e-06-0j -4.26413e-09-0j 8.82637e-08-0j -1.46559e-05-0j 0.00201382-0j 1.27842e-08-0j 0.00050556-0j -4.38651e-07-0j 8.45158e-11-0j -2.33869e-06-0j 2.29566e-06-0j 1.72469e-05-0j -1.69295e-05-0j 8.20842e-05-0j -8.05738e-05-0j 3.89728e-06-0j -2.57816e-07-0j -3.82557e-06-0j 2.53073e-07-0j -0.000626583-0j 1.43724e-06-0j 0.000615054-0j 5.4656e-07-0j -0.00147673-0j -1.41079e-06-0j -5.36504e-07-0j 0.00144956-0j -0.000149248-0j -0.678764-0j 0.000146502-0j 6.08344e-08-0j 0.00313061-0j 0.666275-0j -5.97151e-08-0j -0.003073-0j -1.74908e-06-0j 1.7169e-06-0j 2.65683e-10-0j -2.60795e-10-0j 
4.62238e-07-0j -1.43376e-05-0j -8.87633e-06-0j -0.0353764-0j -1.46332e-06-0j -0.00235188-0j 0.0256547-0j 6.03039e-09-0j -1.8327e-07-0j 7.53799e-10-0j -1.46981e-07-0j 3.00425e-06-0j 3.51933e-06-0j 4.4418e-11-0j 0.00399962-0j 3.0662e-07-0j 0.000111038-0j 6.57314e-05-0j 2.75617e-07-0j -2.70546e-07-0j -8.25915e-06-0j 8.10719e-06-0j 3.3284e-08-0j -3.26715e-08-0j 0.000132652-0j -4.42816e-06-0j -0.000130212-0j 4.34668e-06-0j -1.03239e-06-0j 0.000201303-0j 1.0134e-06-0j -0.00117329-0j -4.51947e-07-0j -0.000197599-0j 0.0011517-0j 4.43631e-07-0j -0.00254732-0j -6.08344e-08-0j 0.00250045-0j -0.652291-0j -0.000119748-0j 5.97151e-08-0j 0.640289-0j 0.000117545-0j 0.0018473-0j -0.00181331-0j 0.000415956-0j -0.000408302-0j 
5.66124e-07-0j -1.31471e-05-0j -1.44284e-05-0j 0.00014761-0j -0.0248414-0j 0.134888-0j -0.000332159-0j 7.38569e-09-0j -1.68052e-07-0j -1.78575e-07-0j 6.15474e-10-0j 1.82691e-06-0j 4.28305e-06-0j 3.05303e-06-0j -8.13728e-06-0j 0.00345195-0j 0.000574645-0j -5.62368e-07-0j 3.37561e-07-0j -3.3135e-07-0j -7.57336e-06-0j 7.43401e-06-0j -7.88496e-06-0j 7.73988e-06-0j 8.06673e-05-0j 3.72126e-08-0j -7.9183e-05-0j -3.65279e-08-0j 0.000183112-0j -6.31113e-07-0j -0.000179743-0j -0.000347892-0j 7.03133e-05-0j 6.19501e-07-0j 0.000341491-0j -6.90195e-05-0j -0.00205592-0j -0.00313061-0j 0.00201809-0j -0.000119748-0j -0.657342-0j 0.003073-0j 0.000117545-0j 0.645248-0j 0.00462631-0j -0.00454119-0j -2.65878e-06-0j 2.60986e-06-0j 
-3.65431e-08-0j 1.41833e-06-0j 4.63268e-07-0j -3.20948e-05-0j -2.80002e-05-0j -0.0451959-0j 0.0917956-0j -4.76744e-10-0j 1.81298e-08-0j 5.73368e-09-0j -3.97287e-11-0j -3.97224e-07-0j -2.29837e-07-0j 1.0206e-09-0j 5.48133e-06-0j 7.84185e-06-0j 0.00440946-0j 0.0004898-0j -2.17895e-08-0j 2.13885e-08-0j 8.17029e-07-0j -8.01996e-07-0j 2.5317e-07-0j -2.48512e-07-0j -1.75394e-05-0j -2.40206e-09-0j 1.72167e-05-0j 2.35787e-09-0j -9.8262e-06-0j 6.80857e-08-0j 9.6454e-06-0j 0.000234343-0j 4.74207e-08-0j -6.6833e-08-0j -0.000230031-0j -4.65482e-08-0j 0.000222352-0j -1.74908e-06-0j -0.000218261-0j -0.0018473-0j -0.00462631-0j 1.7169e-06-0j 0.00181331-0j 0.00454119-0j -0.635959-0j 0.624258-0j 0.00469913-0j -0.00461266-0j 
1.151e-09-0j -6.26169e-08-0j 1.51658e-10-0j 2.13025e-06-0j -6.39081e-09-0j -5.22189e-05-0j -0.0652601-0j 1.5016e-11-0j -8.00399e-10-0j 1.877e-12-0j 1.25134e-12-0j 2.63652e-08-0j -1.05462e-10-0j 1.10604e-13-0j -6.0933e-07-0j 2.69089e-09-0j 1.03195e-05-0j 0.00516127-0j 6.86303e-10-0j -6.73676e-10-0j -3.60704e-08-0j 3.54067e-08-0j 8.2879e-11-0j -8.13541e-11-0j 1.16415e-06-0j 7.56578e-11-0j -1.14273e-06-0j -7.42658e-11-0j -4.5088e-09-0j -3.00586e-09-0j 4.42584e-09-0j -2.60506e-05-0j 7.7218e-12-0j 2.95056e-09-0j 2.55713e-05-0j -7.57972e-12-0j 1.53391e-07-0j -2.65683e-10-0j -1.50568e-07-0j 0.000415956-0j -2.65878e-06-0j 2.60795e-10-0j -0.000408302-0j 2.60986e-06-0j -0.00469913-0j 0.00461266-0j -0.614621-0j 0.603312-0j 
0.00224505-0j 0.000362293-0j 0.000295811-0j 4.26966e-05-0j 3.69764e-05-0j 4.35771e-06-0j 1.98901e-07-0j 0.00205771-0j 0.000325352-0j 0.000257213-0j 0.000171476-0j 3.71256e-05-0j 4.28689e-05-0j 1.51564e-05-0j 3.57241e-06-0j 3.78911e-06-0j 3.15759e-07-0j 1.17677e-08-0j -0.00131717-0j 0.00135252-0j -0.000205351-0j 0.000210861-0j -0.000159064-0j 0.000163332-0j -2.29589e-05-0j -0.000145205-0j 2.3575e-05-0j 0.000149101-0j -2.56688e-05-0j -1.71126e-05-0j 2.63576e-05-0j -2.13907e-06-0j -1.48199e-05-0j 1.75718e-05-0j 2.19647e-06-0j 1.52176e-05-0j -3.0251e-06-0j -1.51255e-06-0j 3.10628e-06-0j -1.78256e-07-0j -2.18318e-07-0j 1.55314e-06-0j 1.83039e-07-0j 2.24176e-07-0j -1.40924e-08-0j 1.44705e-08-0j -4.43868e-10-0j 4.55779e-10-0j 
