-0.0482602-0.0653324j -0.0100454-0.00756049j 0.093605+0.0729625j -0.0185757+0.171549j -0.0452659-0.0610594j 0.057338+0.0928895j 0.226654+0.00136905j -0.0994691+0.0148969j -0.0696996+0.043094j 0.0256032-0.0234674j -0.0356798+0.0735148j 0.0365374-0.0014487j 0.0713492+0.0522251j 0.152796+0.0239874j -0.179858+0.147998j 0.0109397-0.050375j -0.00236343-0.0176436j -0.0882625-0.00984879j 0.0868857-0.0385228j 0.0450609+0.0195536j -0.0384463+0.0493015j 0.00585369-0.121958j -0.0164239+0.0607622j -0.00473933-0.0444846j 0.0475047+0.0367387j 0.0401793+0.0777654j -0.0659186-0.00817425j -0.00518912-0.0203719j -0.0242408+0.071144j -0.12119-0.00929146j -0.0165226-0.00292213j 0.0529745-0.013043j -0.0477444+0.0103169j -0.00445144-0.035897j -0.00758037-0.00752506j -0.0369331+0.0433468j -0.00978989-0.0563296j 0.0134416-0.00805699j -0.0234557-0.118183j 0.010815+0.0061444j 0.00723241-0.00626047j -0.0250971-0.0260527j -0.0247781+0.0415505j -0.0155454-0.00961603j -0.0196698-0.0256165j 0.00880233+0.00681575j -0.00013802-0.013175j 0.0419098-0.0021543j 0.0267474+0.00831161j 0.0366372-0.0347594j -0.00188659+0.00302659j 0.010777+0.00914486j 0.0208782-0.00778888j 0.0262707-0.0124585j 0.0310827-0.0185668j 0.013631-0.0157836j -0.0155998-0.030379j 0.0326807+0.0298212j 0.0191629+0.0352133j 0.0229612-0.0542239j 0.0255564+0.0199544j 0.00684555-0.0250735j -0.0500547+0.0154133j -0.0195047-0.0244036j -0.0159995-0.0617879j -0.00278415+0.0417494j -0.0294694+0.0106055j 0.052376-0.0203815j -0.0209722+0.0552856j 0.0109805+0.018195j 0.00141893-0.0125006j 0.00928828+0.0162303j 0.0329835+0.0507635j 0.0127552+0.0808837j -0.00847369+0.0403145j 0.0226071-0.0264517j -0.027404-0.0502017j 0.0380848-0.00865354j -0.0131691-0.0147123j 0.00411796-0.0189998j 0.0672278+0.0174072j -0.0683051-0.00698336j 0.0136441-0.00438968j 0.0253515+0.00412994j -0.0308113-0.0205417j 0.0451126+0.0302706j 0.0132895+0.0225602j -0.010792-0.00571646j -0.0625978-0.0519441j 0.0406245+0.0437278j 0.084554-0.0564374j -0.00572732-0.0348701j -0.019424-0.00974692j -0.14184-0.119962j -0.0656469+0.0486452j 0.101665+0.180206j 0.0540438-0.0254744j 
0.0165214-0.0073868j 9.25418e-05-0.00589529j 0.00142658-0.00560876j -0.0046166+0.00293022j -0.00038031+0.00048252j -0.00570795+0.000877385j -0.00108669+0.00526485j -0.000693113-0.0026047j -0.00127284-0.00304924j -0.00129737-0.0021443j -0.00172982-0.00653911j 0.00162836+0.00217666j 0.00495671+0.00119783j 0.00756348-0.00873363j -0.000795549+0.00741597j 0.00119056+0.00591187j -0.00971486+0.00934857j -0.0159443+0.0159973j 0.00292693-0.00271802j 0.00698631+0.0043927j -0.0021476-0.00249183j 0.00346338-0.010794j -0.00524275+0.005616j -0.000142551+0.00117834j -0.00466295+0.00714322j 0.00471656+0.0007168j 0.00237847-0.000635741j -0.00722201+0.00270163j -0.00942158+0.00528078j -0.000474701+0.00077771j -0.0037084-0.00193746j -0.00947525+0.00604062j 0.00429588-0.00647478j 0.00215283+0.00684537j -0.00078073-0.000612668j 0.00428337+0.0104769j -0.00804495+0.00707838j -0.000281638-0.00609829j 0.000560652-0.000975092j -0.0115591-0.00116475j 0.0017752-0.00374774j -0.00446555+0.00334047j 0.00168043-0.0104677j 0.0144482-0.00279561j -0.0106539-0.0040427j 0.00984204+0.000498171j -0.00406052-0.00569511j 0.020378+0.000137234j -0.00149602-0.0107799j 0.00843412-0.0161686j -0.00329531-0.00311289j -0.00109652+0.00315175j -0.0112172+0.00422199j -0.00262672+0.000950994j 0.00372777+0.00613676j 0.000432255-0.0022552j -0.00145759-0.00241701j -0.00329195+0.00777201j 0.00115014+0.0132891j 0.00483716-0.0142735j -0.00183881+0.00774169j -0.00477764+0.00519656j 0.00193083+0.00312336j -0.00721242+0.00109618j 0.00793088-0.00604662j -0.000847408+0.00953753j 0.00670888+0.00735332j 0.00801335-0.00193616j 0.0014746+0.00807072j -0.00617956+0.0129304j 0.02486-0.0114953j 0.017585-0.0150138j -0.00088067+0.0090009j 0.0119307-0.00582676j 0.0144738+0.00105634j 0.0242387-0.00668908j -0.0132691-0.0164531j 0.00553818+0.0057717j 0.0340088+0.0106812j 0.0140247+0.0160115j -0.012614+0.0219j -0.00220081-0.0184756j -0.00647087-0.0219737j -0.00168608+0.01148j -0.013136-0.0156814j -0.0149441+0.00501992j -0.0173074-0.00253939j -0.00580437-0.00428199j -0.0168484-0.00265417j 0.0234664+0.010093j 0.0063427-0.00620706j 0.0155082+0.00130029j -0.00268657-0.0133253j -0.0250221-0.00188501j 0.0194856+0.00754246j 0.0205933+0.0189225j -0.00479134-0.0221144j 
-0.00774115+0.013399j -0.000811076+0.0094842j 0.00635227-0.00738288j -0.00188316+0.00635051j 0.00631679-0.0113774j 0.00612464-0.00676868j 0.0120006-0.00889704j 0.00449422-0.00152466j -0.00321667+0.00810519j -0.00760429-0.000297962j -0.0139622+0.0120477j 0.00121891+0.0031682j 0.00454518-0.00148076j -0.0072133+0.0176405j 0.00224544+0.0077214j 0.00167171-0.00708613j 0.0139676-0.021604j 0.0107308+0.00441057j -0.00905718+0.00622089j -0.00661249+0.00930043j -0.00742534+0.00461242j -0.00633975-0.0024119j 0.0140843-0.00398136j 0.00157885+0.00116393j -0.00414078+0.00124742j -0.00278116-0.00267216j -0.0100507+0.00172641j -0.0139865-0.00521527j -0.00346766+0.00102079j -0.0154701+0.015186j 0.00119195-0.0156308j -0.0170413+0.00812578j 0.0031735-0.00563757j 0.00925004-0.00730002j -0.00210048+0.0059432j -0.010752+0.00672826j -0.0118233-0.0103108j -0.0130378+0.0148242j 0.00834663+0.0017769j 0.00688095+0.0137884j -0.000474307+0.0125412j -0.00317282-0.0080232j -0.0112443+0.0150249j 0.00903499+0.00458451j -0.017204-0.0149025j -0.0103241-0.00607313j -0.00939939-0.013242j -0.00233604-0.00663719j -0.00765931+0.0105148j -0.00334983+0.0101313j -0.0183018-0.0014194j 0.00414602+0.00106828j -0.00515179+0.00908687j -0.0170499-0.00197268j -0.0020874+0.0139112j -0.00468997+0.00269037j -0.0110718-0.00378624j -0.0121419-0.00433491j -0.011127-0.00701538j -0.00776756+0.00166107j 0.00148586+0.00916249j -0.00138201+0.00536477j 0.0048791+0.00182701j -0.0096908+0.00327055j 0.00198797-0.00115055j -0.0104368-0.00440536j -0.0167275-0.00452228j -0.0027963-0.000337688j -0.00559489-0.000505377j -0.000546265+0.00181353j -0.00292402+0.000716031j 0.00296812-0.00340716j -0.00661662+0.00127617j -0.0108728-0.0061791j 0.00337926-0.0131002j 0.0125402-0.00464695j 0.012148-0.00589198j 0.00411511+0.010632j 0.00779556-0.0029889j -0.00677376-0.00361476j -0.00267494-0.00581363j 0.0118827-0.0122977j -0.024424-0.0117249j 0.000764029-0.0190879j -0.00680407-0.00480936j -0.00749863-0.00424666j 0.00388942+0.0182825j -0.00811159+0.0188444j -0.0105097+0.0238268j 0.023499+0.0204481j 0.0133265+0.00227116j -0.0188515+0.0202884j 0.0167761+0.0131336j 0.0103673+0.019991j 0.0105217+0.0131353j -0.01515-0.0142102j -0.0112024+0.0178008j 
0.0176316-0.0242301j 0.0159746-0.0185081j -0.00334055+0.0165317j -0.0208522+0.0129478j 0.000811854-0.0074943j 0.00664936+0.00234166j -0.00753403-0.00404864j 0.00516655+0.00270554j 0.00329066+0.00419003j -0.00238939+0.00829877j -0.0145576+0.0120751j 0.00418628-0.0106122j -0.0026248+0.00079814j -0.0141186+0.0104446j 0.00146782+0.00892712j 0.00748271+0.00923181j -0.00867797+0.00498929j -0.0145474-0.0019858j 0.0106758-0.0200135j 0.00640035-0.000922026j 0.00605801-0.00855246j 0.00255614-0.00553321j -0.0190886+0.00335841j 0.0026505-0.00367888j 0.00207081-0.00160169j 0.00389322-0.000313612j 0.00142068-0.00820264j 0.0139247+0.0044569j 0.00457579+0.0167975j 0.00433682-0.0103557j -0.00340648+0.0218386j 0.0153258-0.00350775j -0.00082163+0.00843982j -0.00593996-0.00652289j 0.00700685+0.00301063j 0.0038809-0.0093871j 0.0137348+0.00647785j 0.00769867-0.00494547j -0.0065891-0.0242501j -0.0065995-0.00202849j 0.0113615-0.0100439j -0.000861278-9.23755e-05j 0.0034796-0.0120047j -0.00190334+0.00941771j 0.0118286+0.0101166j -0.00879705+0.0104224j 0.00589656+0.00825187j 0.0193049-0.0019981j 0.000868174-0.00404547j 0.00746856-0.0143328j 0.00731835+0.00255372j -0.00422299-0.0010428j 0.01084-0.0117413j 0.00897738+0.00592813j -0.00496337+0.000925927j 0.00495562-0.00542283j 0.00601066+0.00578473j -0.00164727+0.00860884j 0.00696623+0.00267301j -0.00141937-0.00934035j 0.00719218-0.00464937j 0.0118221+0.000125336j -0.00613745+0.00594035j 0.000864041-0.00154071j -0.00639155-0.0140033j 0.00986993+0.00442746j 0.00730794+0.00106114j 0.0036784-0.0073982j 0.0100029+0.00539898j -0.00537606-0.00923425j -0.0106734-0.0154305j 0.00933978+0.00266515j 0.0096764-0.00117155j 0.0080929+0.00376627j -0.0122434-0.0163761j 0.0118911+0.00196899j -0.00979224-0.00596752j 0.00922826-0.0165388j -0.013709+0.00927646j -0.00742895-0.0147046j 0.0112365-0.00191175j -0.011878-0.0124416j -0.00616928+0.0153607j 0.00428442-0.000852204j 0.00927164-0.00403455j 0.00529367+0.0145465j 0.00154432-0.00482168j -0.0010114-0.00263504j 0.00485667-0.0294283j -0.0124908-0.0292642j -0.00983307-0.0062178j -0.0214688-0.00025636j -0.000381127+0.00126507j -0.0103556-0.0326219j -0.0266791-0.0104877j 0.0185622+0.0169646j 0.00393298-0.00882604j 
0.00280747+0.00338685j 0.00274874-0.00412892j -0.000333654+0.00487445j -0.00211545-0.00117153j 0.00223039-0.00508206j 0.00287366-0.00549756j -0.00150883-0.00275383j 0.00117715-0.0024251j 0.00244708+0.00181828j 0.00113062+0.0074671j -0.000164226+0.0127524j -0.00650936-0.000912403j 0.0123412-0.00141775j -0.00454006+0.0156601j -0.00974522-0.000453019j 0.00491222+0.00153936j -0.00498127+0.000259112j 0.0116657-0.00230754j -0.00683803+0.00304388j 0.00706999+0.00409962j 0.00360084+0.00124222j -0.00478592+0.0116842j -0.0017826-0.00857023j -0.0076634-0.00474092j -0.00540874+0.00704602j 0.00831052+0.00634326j 0.002666+0.00537971j 0.0177824+0.0118332j 0.0030339-0.0055744j 0.000311182-0.0101515j 0.00831311-0.00743923j 0.00316422-0.00349378j 0.0178281+0.00197799j -0.0114067+0.0091392j 0.00160306+0.00173011j 0.0122775+0.00181976j -0.00266203-0.00254746j -0.000216971-0.0119625j 0.00849024+0.0017932j -0.0051385-0.015294j -0.00620264+0.000946292j -0.00598401+0.0123554j 0.00526494-0.00723499j -0.00685933-0.0104218j 0.00116951+0.00136623j 0.0185626-0.00332187j 0.00874643+0.00893457j -0.0109787-0.00231612j -0.0114246+0.00471845j -0.00899756+0.00446854j 0.00387033-0.00318769j 0.00610498+0.021034j 0.00068401-0.00229262j 0.0163592-0.0128673j -0.00967453+0.000727242j -0.0126495+0.00951647j 0.00435687-0.0130921j 0.0238997-0.00983315j -0.0083472+0.000908607j 0.00980561+0.00211704j -0.00114744+0.0197773j -0.0215091+0.00586684j 0.0130079+0.00494705j -0.000805799+0.00799876j -0.0129064+0.0041068j -0.00167987-0.00335829j -0.0111766+0.00150233j -0.0100372+0.00291382j -0.00324838-0.00262585j -0.000563252+0.0210819j 0.0027797-0.011951j 0.00725304+0.0148978j -0.00245601-0.0146503j -0.0103089+0.00601741j 0.00579777+0.0293452j -0.0062256+0.00631762j 0.00015203+0.0115449j -0.0389129+0.0231055j -0.00408728+0.00885524j -0.00825701+0.0167361j -0.0120325+0.0100294j 0.00526241+0.0168719j -0.00986673+0.00524251j 0.0139461+0.00416853j 0.00771345-0.0060328j -0.00324005-0.00788141j -0.0063923+0.00346656j 0.0187255+0.025168j 0.000947919+0.010064j 0.00646544+0.0149263j 0.00650574-0.00161742j -0.0150929-0.0210422j -0.0296978+0.0137125j -0.00766938+0.0146075j 0.0211048-0.00275227j 0.00739501+0.00262045j 0.00486859-0.0150861j 
0.000186032+0.00304105j -0.0107861+0.0233523j 0.00449837+0.00286645j 0.00572257+0.0150079j -0.000526707-0.00595129j 0.000629596-0.00930565j 0.00599528-0.00811402j -0.000606102-0.00110481j -0.00922648+0.00114883j -0.000687661-0.00136154j -0.00673255+0.00418487j 0.00806816+0.0115675j 0.00698082-0.00251622j 0.0111839-0.000745193j -0.0139297+0.0170823j 0.0109176-0.00906936j 0.000260303-0.0028774j -0.00211218+0.00602905j -0.0248741+0.0046673j 0.00454192+0.00130321j -0.00588991+0.00673466j -0.00740976-0.00664687j -0.000548335-0.00319118j -0.00678438+2.90488e-05j -0.00310622+0.0118404j -0.00200611+0.010336j -0.0114418+0.00224809j 0.00464412-0.000707042j -0.00777472-0.00845569j -0.00450227+0.00293749j -0.00267622-0.0099076j -0.00831646+0.00713429j 0.0196627-0.0144078j 0.00274898+0.00272641j -0.0112748-0.000402491j 0.0116998+0.0238056j 0.00271419+0.0123108j -0.010158+0.00077221j -0.0113283+0.00292344j -0.00051876+0.0266676j -0.00356943+0.003951j 0.000962197-0.00260974j -0.00125437+0.00423318j 0.0168406+0.000565008j 0.00360117+0.00267905j -0.0164145+0.0013489j -0.00172658-0.00533568j -0.0021235+0.00696175j -0.000623225-0.000109393j 0.00431164+0.00487627j -0.00594863+0.00220618j -0.0115554-0.0203823j -0.00119608+0.00933713j -0.000513983+0.00741795j -0.00698143+0.00311309j 0.000547675-0.00058514j 0.00228778+0.0018828j -0.0168314+0.0133854j -0.000721652-0.00733968j -0.000607411+0.002346j -0.0016276-0.013073j 0.00227976-0.00641728j -0.0108092-0.000858621j 0.00658756-0.013975j 0.0137947-0.0097678j -0.00903897-0.00367818j 0.00142231-0.00887903j 0.00243561+0.0114366j 0.00382863-0.000525951j 0.0178434-0.0133946j 0.0136357-0.00456564j -0.00266862-0.017935j -0.0135257+0.0179531j -0.00170334+0.0199046j 0.0163236-0.00748432j 8.3037e-05+0.00105116j -8.06732e-05-0.00969987j 0.0113609-0.00177686j -0.000391619-0.0157149j -0.0108885-0.00527965j -0.00837872+0.00420745j -0.00477471-0.0204052j 0.0142822-0.0293619j -0.00927579-0.0143253j -0.0187681-0.00763089j -0.00294193-0.00404802j -0.00549252+0.0118888j 0.00295081-0.0217071j -0.0146766-0.00268026j 0.00490156+0.0261244j 0.00576757-0.0050943j 0.00982199+0.0177426j 0.0120349-0.0128257j -0.0104474-0.000133978j 0.00886388+0.0108152j -0.00436847+0.00398781j 0.0049144-0.000239935j 
-0.000350914+0.0039642j 0.00130233+0.00314034j -0.00368601-0.0011006j -0.000235582+0.00283566j -0.00177706+0.00588831j -0.00783136+0.00604584j -0.00141626-0.00223505j -0.00352848+0.00596845j -0.000700394-0.000600314j 0.000254517+0.000156213j 0.000137634-0.00908025j 0.00643843-0.000428053j -0.00817276+0.000455641j 0.00325281+0.00217122j 0.00532822+0.00114692j -0.00173345-0.00154987j -0.00266219-0.00868507j -0.00330728+0.00672446j -0.00815679-0.00405061j 0.0164048+0.00265966j -0.00537485-0.00731513j 0.000370145-0.00363586j -0.00656269+0.00475867j -0.00103869-8.32266e-05j -0.00315272+0.0107663j -0.000970405+0.00423326j -0.0138949-0.00460004j 0.00302667+0.00127299j -0.00307078+0.00755406j 0.012061+0.00846653j -0.015631-0.005778j -0.0123754+0.00725438j 0.0112092-0.000457079j 0.00647761+0.00816651j -0.0116877-0.0229911j 0.0164234+0.00456297j 0.00685092-0.0068996j -0.0118243+0.00335965j 0.00548853+0.0160371j -0.0047989-0.0129827j -0.00619518-0.00587624j -0.0015532+0.00997689j -0.00898671+0.00523612j -0.00433488-0.00225779j -0.00958979-0.00458417j 0.00686158+0.00464867j 0.00765931-0.0145164j 0.0120004-0.0135713j 0.00214624+0.00195647j 0.00621271+0.00106531j -0.00223882+0.00529329j 0.00103104+0.0169685j 0.00560386-0.0034165j 0.00115475-0.00176483j 0.0059674-0.00950566j -0.00267899+0.012104j 0.00731476+0.0203382j -0.0111343-0.016966j -0.00571377+0.00832362j 0.00284668-0.00207829j -0.00519519-0.000372164j -0.00537597+0.00959611j 0.00686169-0.0106363j -0.0147143+0.0220989j -0.0143382+0.0120869j 0.00297359+0.00488558j -0.00914569-0.00293772j 0.0098046-0.0157284j -0.00541541+0.00597531j -0.0124377+0.0174539j -0.00716602+0.00539338j 0.000901873+0.0129563j 0.000177344-0.0191653j -0.01157-0.0147425j -0.0159043+0.0109978j 0.0224803-0.0281231j -0.00132064+0.00550898j 0.0188562-0.00869165j -0.0154363+0.0175925j -0.0037058+0.0105948j 0.0196686-0.0139873j -0.00141677+0.0207237j -0.00329133-0.00857184j 0.0210371-0.0153967j -0.00402235+0.00474363j -0.00501036-0.00267252j 0.000982357-0.0112644j -0.0170885+0.0217666j -0.0102035-0.00428772j 0.00578532+0.00193441j -0.000955657+0.00180399j -0.0188179-0.00146704j -0.00425872+0.0264837j 0.00956904-0.003571j -0.0140385-0.0122396j -0.00637722+0.00570061j 0.00999515+0.0137393j 
0.00808329-0.0133973j -0.00367302-0.00156985j 0.00264624+0.000321565j -0.0042814+0.00137411j 0.00483846-0.0133988j -0.00257881-0.00810375j 0.0059327+0.000528061j -0.00233068-0.0101306j -0.00115632-0.00548665j -0.00900784-0.0010181j -0.00708378+0.00777037j 0.00243986+0.00223614j 0.00936102-0.0130149j 0.00631393-0.00307541j 0.00272326+0.00412806j 0.00444594+0.00190545j -0.0103197+0.00869938j -0.0115784+0.00611951j -0.00400584-0.00135779j -0.00620844-0.0031055j 0.000796412+0.0142688j -0.000135118-0.0188105j -0.00448496-0.00436254j -0.000485062-0.00322063j 0.00249145+0.0103813j -0.00981197-0.00248441j -0.013154+0.00144801j -0.00619949-0.0116907j -0.00507756-0.00360112j 0.00998034+0.0177286j -0.00939247-0.00639743j 0.00422406-0.00693822j 0.0042343+0.000825305j 0.00823685-0.0130729j 0.00927172-0.00693439j -0.000904903-0.00959986j -0.0017597-0.00152898j -0.00031076-0.0149045j 0.0105524-0.0014176j -0.00472753-0.013569j 0.0043955+0.00097919j -0.00561364+0.00663079j 0.0171678-0.00210754j 0.00371329-0.00523125j -0.00140391+0.00866122j -0.00477515+0.00453711j 0.000816259+0.0180136j 0.000373053+0.00695435j -0.00586519-0.00664885j 0.0145837-0.00595306j 0.00289787+0.00944562j -0.00699607+0.00769821j -0.00544151-0.0141157j 0.00324783-0.0101269j -0.00472704-0.0026034j -0.00109409+0.00284471j 0.00878827-0.00849292j 0.00666489-0.00260195j 0.00631494+0.00664112j 0.0113789-0.00574019j -0.00802276+0.00492562j -0.0092404+0.00606966j 0.0139537-0.0120536j 0.00564011-0.00135806j -0.00152943+0.00078204j 0.0174121+0.000567769j 0.00467518-0.00518997j -0.007303-0.000176853j -0.0122664+0.00276464j -0.00409875-0.0049638j -0.0124429+0.0170796j 0.0206629+0.0132427j 0.00332616-0.00379924j 0.0169406+0.0114572j 0.017106+0.0199456j 0.0146643-0.0103291j 0.00081021+0.00484822j 0.00190148+0.0193195j -0.00226612-0.00697711j 0.00250282+0.0181988j 0.0106362+0.0254411j -0.00498271-0.0113966j -0.0162386+0.00316416j 0.00871901+0.0101778j -0.0155644-0.0140889j 0.00124145+0.0024292j 0.00290153-0.0145721j -0.00366004-0.00360795j -0.00800768-0.0121282j -0.0064702+0.0231578j -0.0185061+0.0124067j -0.00193159-0.00997944j -0.0093243-0.00298615j -0.00729705-0.00719732j -0.00293351-0.00148505j -0.00225245+0.00520154j -0.000458806-0.010641j 
0.0206522-0.0194847j -0.00745004+0.00448316j 0.0026287-0.00283442j -0.00331304+0.00931461j 0.00114319+0.00380484j 0.00170114+0.00954488j -0.0026151-0.00166478j -0.00844026+0.00959524j -0.000989192-0.00341418j -0.00129814+0.00160629j 0.00340907-0.0122522j 0.0012788-0.000251921j -0.0130905-0.00208084j 0.00278891-0.00892746j -0.00402742+0.00379582j 0.00460257+0.000874178j -0.00732928+0.0118064j -0.012131+0.00547275j -0.00812291-0.00401207j -0.00539538-0.00134956j 0.000569069+0.00192949j 0.00178573-0.0112572j 0.000837842+0.000285293j -0.000977576-0.0011898j -0.00347454+0.0108201j -0.00443793+0.000957663j -0.00744541-0.000270237j 0.0138525-0.00123708j -0.0035296-0.00425452j 0.00268649-0.00062582j 0.0111402-0.00417767j 0.0169599-0.00576399j 0.0108083-0.00132979j -0.00230688-0.0127141j -0.00606734-0.00470217j -0.010333+0.0114617j 0.00413096+0.00266766j 0.0137914+0.00444789j 0.00854775-0.0109141j -0.00986948+0.0161656j -0.00145223-0.0207498j 0.000306519-0.00638126j 0.000621428-0.00734047j -0.000823392+0.0053685j 0.000883249+0.00398459j -0.0089075+0.00314667j -0.000934641+0.0289401j -0.00117457-0.00410026j 0.0065587+0.00702565j -0.00278124-0.00399804j -0.003081+0.00359701j -0.0010795-0.0108123j 0.0121803-0.00653985j -0.019135-0.00577469j -0.00288071+0.00510807j 0.00739242-0.000961504j 0.00484328-0.0121393j -0.0175361+0.0056793j -0.00152371+0.0117837j -0.0106196-0.00492596j -0.00209865+0.0208752j 0.0106882-0.000399509j -0.00774733+0.00280108j 0.00416059+0.0175602j -0.0132067-0.0213178j 0.00618222+0.0118742j -0.00629955+0.0161964j -0.00742404-0.00058233j 0.00783151+0.0105348j -0.00470807-0.00800632j -0.018585-0.0012772j -0.00443614+0.030973j 0.0181373+0.00546792j 0.0225909+0.000644197j -0.0179751-0.0102204j 0.00757321+0.00374767j -0.00165063-0.00174865j -0.0221932+0.00273055j 0.0088825-0.00979863j -0.0110305+0.0131956j 0.00487159+0.00752837j 0.00932714-0.0121194j -0.0124668+0.00908618j 0.00337365-0.00184836j 0.012026-0.014827j 0.00627815-0.000543287j 0.00324331+0.00142996j -0.0254721+0.00720443j 0.00647081-0.0225194j 0.000560641+0.0156521j -0.00594027+0.000790823j -0.0233983+0.0350489j 0.0290535+0.0190905j -0.00501571-0.00582597j 0.0091189-0.00534032j 0.00128823+0.00154505j -0.00964223-0.0135309j 
-0.00981175+0.00763543j 0.00963507-0.00269312j -0.00123721+0.00572327j 0.00425257-0.0055401j -0.001748-0.00153548j 0.00187442+0.00203167j 1.44412e-05-0.00524316j -0.00716018-0.000226435j 0.00523246-0.00135595j 0.00259025-0.00116635j 0.00248561+0.00244198j -0.00117127+0.00215993j -0.00463092-0.00332657j -0.00802721+0.0071922j -0.00976089+0.00712324j -0.00794517+0.00525521j 0.00397301-0.00787349j 0.0107714-0.0146644j 0.00512637+0.000536167j 0.000440662-0.00728589j 0.0083538-0.00410636j -0.0034385-0.00297983j -0.00285556-0.0100658j 0.00107171+0.0106947j 0.00112578-0.00670098j -0.000484205-0.00746524j -0.00535116+0.00421826j -0.000925927-0.0120609j -0.00111533-0.00181588j 0.0166939+0.0108008j -0.000881764+0.00879034j 0.0124669-0.00591408j -0.0024209+0.00836654j 0.00888912-0.0113685j 0.00937617-0.0087123j -0.00534491-0.00494324j -0.00054932+0.00159528j 0.00134313+0.0148675j 2.69502e-05-0.00663719j 0.00661039-0.0130792j 0.0135246+0.00309391j -0.00636754+0.00404761j 0.00406552+0.00562197j 0.00143057+0.00886554j -0.00509685+0.00171482j -0.0187496+0.000379671j 0.000298044-0.00473678j -0.0131914-0.00866641j -0.00856228+0.00171794j -0.00742199+0.00447666j 0.0107793-0.00525939j -0.000946041+0.00307706j 0.00217075+0.00504858j -0.00353163+1.10404e-05j 0.00192784-0.00412536j -0.000744358-0.00924932j -0.000106461-0.0102506j -0.00890998+0.00190386j -0.00137079-0.0204585j 0.000717537+0.0185192j -0.00153159-0.00986191j -0.0131348-0.0182764j -0.000999904+0.00202755j 0.00153531-0.00687822j -0.00490662+0.0100908j 0.00125963-0.0157426j -0.00474596-0.00218232j 0.000435825-0.00697873j -0.0141157+0.00253675j 0.00236733-0.0071402j -0.00651398+0.00180809j 0.00325643-0.0132861j -0.0118072+0.00406681j -0.00560022-0.0260602j 0.00263492-0.00241485j -0.00517094+0.0179237j 0.0121151-0.00584209j -0.00543013-0.0105195j -0.0113291+0.00773689j -0.0099826-0.00869155j -0.000654899-0.000405727j -0.0020443+0.00139766j 0.00998199+0.00678246j 0.00375571+0.000149816j -0.00324889+0.00211108j 0.00529664+0.00457721j 0.0197756+0.0220192j 0.021778-0.0042556j 0.00698916+0.00472836j -0.0116455-0.014127j 0.00576937+0.0102927j -0.0046087-0.0107882j -0.00112295+0.00519104j 0.0140283+0.00284004j -0.0118643-0.0154186j -0.0113064+0.00272991j 0.0133907+0.0227422j 
0.0120944-0.00576847j 0.0097175-0.0170744j -0.00768233+0.0065385j -0.0103203-0.002413j 0.000294497+0.00901478j -0.00184696+0.00568677j -0.00578564+0.00667761j -0.00429104-0.00110341j 0.0128142-0.00795911j 0.0038158-0.0061277j 0.000369221+0.00274925j -0.00561115-0.00539804j 0.00904399-0.00513794j -0.00298299-0.00312357j 0.00399956+0.00739123j -0.00235947+0.00771651j -0.00346897+0.0100818j 0.00300578-0.00450804j 0.0150919-0.00752685j 0.00137201-0.000807541j -0.000136591-0.00701571j 0.00678816+0.00755326j 0.000485372+0.00213019j 0.00394206-0.00617283j 0.00464443+0.00342029j -0.00294582-0.0145133j 0.00880246-0.0114049j 0.00353891-0.00616845j 0.000970985+0.00792755j 0.00394926+0.00538688j -0.00028363-0.00493204j -0.00236659-0.0129701j -0.00766316+0.000563619j 0.0106615-0.00597726j -0.00347599-0.00937272j 0.0155279-0.0128887j 0.00271715+0.0259637j 0.0057018+0.00431307j 0.0155078+0.0160207j 0.00277658+0.00634953j 0.00748324-0.00427038j -0.0069057+0.00190858j 0.00119239-0.00420097j -0.00298273+0.00771947j 0.00836467+0.0147874j -0.00330619-0.00105929j 0.00723123+0.00747096j 0.0148766-0.00286704j -0.0026283-0.00606676j -0.0039131-0.00689401j 7.71599e-06+0.00574843j -0.000321696-0.0140722j 0.00692733+0.0137286j -0.000339661+0.00852623j -0.00615189-0.00543056j -0.00246272+7.72166e-05j 0.00114596-0.0143819j 0.0120066+0.0160262j 0.00778506+0.00848544j -0.00251322-0.00160629j 0.0107571-0.0172415j 0.00815937-0.00585064j -0.00202054+0.0144665j 0.0201477-0.0113846j -0.0128302+0.000631088j -0.00464945-0.00310949j 0.00573576+0.00840689j 0.00530259-0.00607315j 0.00512227-0.00647547j 0.0125084-0.01301j -0.015825-0.00643493j -0.00517831-0.00618821j -0.00946073+0.000401307j 0.00442229-0.00344789j -0.00715064-0.00236028j -0.00452289+0.00123467j -0.00176813+0.00109585j 0.000512399-0.0157401j 0.000127317-0.0106848j 0.0102167-0.0161695j -0.0109074-0.0107691j -0.0043939+0.00702468j 0.00812389+0.000324811j -0.0180733+0.00680017j 0.00387105+0.0170497j -0.00852669-0.00608596j -0.0151138+0.0146833j 0.0287225-0.00946762j -0.0267746-0.0173159j -0.0100575+0.000294869j -0.00148643-0.00238236j 0.00256386-0.0132352j -0.0185103-0.0132912j -0.00101889-0.00586804j -0.00362598-0.00511608j 0.0118535+0.0036558j -0.00603626-0.0137083j 
