-0.0128+0.000983563j 0.0184692+0.054152j 0.0341499+0.0082819j 0.0669867-0.0910842j 0.00251605+0.000289744j 0.0105398+0.0382315j 0.0193979-0.0457014j -0.028261-0.0354515j 0.000994398-0.0211608j 0.0263124-0.046508j 0.025126+0.0457807j 0.00849777+0.0307106j 0.00902361-0.0804566j 0.000164624+0.00467994j 0.0222633-0.0284292j 0.0677533+0.0452172j -0.00898355+0.0195161j -0.0361071-0.0193775j -0.0116569+0.00191389j -0.0115361-0.0763329j -0.000346763+0.0149671j 0.0196395-0.0435169j 0.094343-0.00449982j -0.0175064-0.0319572j 0.0331434-0.00458175j 0.0244254-0.0547021j 0.00383285+0.0282163j -0.02024-0.0434129j 0.0621451+0.0534227j -0.00290904+0.0291683j 0.0240514-0.00549587j 0.0111017+0.111946j 0.0528666+0.0421266j -0.00801008-0.0515658j 0.0169592-0.00717676j -0.00782571+0.0129842j 0.0105823+0.0128999j 0.0329517-0.0448741j -0.00145199+0.0111267j 0.00929553+0.0160563j -0.000262436-0.0174506j -0.0300451+0.0208506j -0.0235981-0.0208312j 0.0158596+0.0121974j -0.00128586+0.0383133j -0.0162412+0.0502749j 0.0167402-0.00142792j 0.0144313-0.0198729j 0.0233385-0.0243412j -0.032324-0.0654898j 0.060223-0.0615395j 0.0484439+0.00905556j -0.0508179-0.0759965j 0.0256541+0.0241964j 0.0741315+0.0219004j -0.0446879+0.0551653j 0.0567466-0.00729791j -0.0195588-0.109673j 0.0466039-0.0767955j 0.0552436+0.0713451j 0.00434533-0.0210837j 0.0777405+0.0236289j -0.0124773+0.0159028j -0.00351111-0.00743539j 0.0210807+0.0541029j -0.0532973-0.0677682j -0.0326081-0.0284166j 0.0987432-0.0368045j 0.138019+0.138455j -0.0808586+0.0352005j 0.140453+0.211319j 0.050853-0.0272177j 
0.00496284-0.00237663j -0.00126232-0.00594634j -0.00279666-0.00291439j -0.0115925+0.00195848j 0.00026181+0.00355059j 0.00469936-0.00060027j -0.00504446-0.00435998j 0.00287377+0.0083781j -0.0110756+0.0102473j -0.00184995+0.00191104j 0.00593798-0.00477735j -0.000187425-0.00282634j -0.0165828+0.0119978j 0.0053891+0.0118818j -0.0084137+0.0170133j -0.0141819-0.00523491j 0.00437127+0.0139026j 0.0138751+0.00710277j -0.0147325+0.0150337j 0.0101097-0.0200169j 0.00520481+0.00639984j 0.00231202-0.00865958j -0.0153925-0.00111555j 0.00202093+0.00653101j -0.0139117-0.0198537j 0.00841755+0.00442689j 0.00312363-0.0168478j -0.0095634+0.000401601j -0.00108613-0.00734809j 0.00141746+0.00507798j -0.018144+0.00661823j 0.000979011-0.00820299j -0.0131059-0.0121569j -0.00690572+0.00971033j -0.0101306+0.00831485j -0.00245038-0.000230226j -0.00617135+0.00543133j -0.0146367+0.00804219j 0.0230833+0.00235025j -0.0339066-0.0413494j 0.00617836+0.0322843j 0.0451694-0.00398113j -0.0174276+0.0156444j 0.0144124+0.0356072j -0.0072401-0.0278422j 0.0133009-0.0119483j 0.0359055+0.0710816j 0.00563685+0.0358377j -0.0203117-0.0219664j -0.00300429-0.0152739j 0.005007+0.0123519j 0.0231899-0.0200531j 0.0091213+0.0432883j 0.000741602-0.0395689j -0.0604586+0.0312335j 0.0114104-0.0540833j -0.00674998+0.0168375j -0.000912928-0.0183332j -0.0041139-0.00995481j 0.00174266+0.0193116j 0.00297959+0.00525392j -0.0211609-0.00202045j -0.00562989+0.00744695j 0.0307384+0.00615664j -0.0186447+0.013505j -0.0240157-0.0111952j -0.00226611+0.0105694j -0.000603977+0.00190352j -0.0108412-0.0060902j 0.0140479-0.00430367j 0.0149579-0.00983518j 0.0062799-0.00764612j 
-0.00340589-0.00237463j 0.0104229-0.0040553j 0.0230057-0.00640246j 0.00922954-0.0184993j 0.0053493-0.00775457j -0.0126199-0.0113104j -0.0121113+0.0146936j 0.00384901-0.0274549j 0.0102749-0.00300476j 0.00317728+0.00648105j -0.016997-0.0075839j 0.00425931-0.000686793j 0.0272111+0.00497551j 0.0105692-0.0118322j 0.00646665-0.0150029j 0.0142394+0.0158198j 0.00156807-0.0166474j -0.00330105+0.0184749j 0.00853425+0.0182741j 0.00738761+0.0087129j 0.00134826-0.00470747j 0.0188506-0.00674942j 0.0276453-0.00524772j 0.00186104-0.0076005j 0.00475814+0.000129291j 0.0231246+0.00325182j -0.010181+0.00545655j 0.00317594-0.0114526j 0.00284442+0.00804744j -0.013746+0.00227293j -0.00301149+0.0107185j 0.00206695-0.0199914j -0.00348847+0.00323429j 0.0169849+0.00187601j 0.0142916+0.000693244j 0.0086495+0.0175609j 0.00817723+0.0260058j 0.0149335-0.014397j -0.0114752-0.0143033j -0.0180714-0.00456259j 0.00779279+0.00235648j 0.00331656-0.00579982j -0.0148004+0.0166569j -0.0235099-0.00136675j -0.00654376-0.00470265j 0.00458735-0.0173394j 0.0286902+0.039325j -0.0114091+0.0301165j 0.019717+0.00997672j -0.000772516-0.0148378j -0.00190946+0.0206928j 0.0142417-0.0380556j -0.0248233+0.0274831j 0.00785122-0.00998131j -0.0257255-0.00923156j -0.00686921-0.0122664j 0.0191134+0.00234939j 0.00485076-0.0025671j 0.0143939-0.0241208j -0.00200979+0.000331238j -0.0178031-0.0107356j -0.0202549-0.00835639j -0.0194604-0.0166863j 0.0069395-0.0191511j 0.00377576+0.00177422j -0.00184308+0.00139232j 0.00449999+0.0139408j -0.00225605-0.00123578j -0.00357398-0.00410807j -0.00757381-0.00345361j 0.00038041+0.0062335j 0.00403269+0.00119422j 
-0.00677141+0.00570332j -0.00191174-0.00168666j 0.00179413-0.00671782j -5.66808e-05-0.00287724j 0.00181668+0.00149478j -0.000327841+0.00780591j 0.00813129-0.005445j -0.00307253-0.00482478j -0.00534013-0.0131907j 0.0174229+0.0130619j -0.00326417+0.00158629j -0.0127371+0.00586205j -0.0138479-0.0153511j 0.0151099+0.00732051j -0.0252739+0.0138566j 0.000751866-0.00979122j -0.00406129-0.00467806j 0.0166081+0.00696866j -0.0111908+0.00201055j 0.0233007-0.0114536j -0.00449451-0.00526266j 0.0108254-0.0183352j -0.0111546-0.00346337j 0.00352178-0.00446347j -0.0192832-0.0164042j 0.014943+0.00101826j 0.0024849-0.0117724j -0.0049378-0.00377354j -0.00361022+0.00321083j -0.00702613-0.00752467j 0.00767856-0.00195426j 0.0021964+0.000977286j 0.00819097+0.0134785j 0.00229231+0.00749266j 0.0102445+0.000504252j 0.0113135+0.000618439j 0.0176867+0.000235969j 0.0128518-0.0263117j -0.00483185-0.0232263j 0.00939312+0.0127362j 0.0144916-0.0234079j -0.0233369-0.0109271j -0.0129361+0.0101293j -0.00596927-0.0125405j -0.0115689+0.027712j -0.0121184+0.000636137j -0.000904324-0.0338209j -0.00972382+0.00758862j 0.0279724+0.0160977j 0.000827697+0.00275545j -0.0040235-0.00165754j -0.0313447-0.0012611j -0.00440295-0.0187414j -0.0010389+0.0272779j 0.0116158-0.0185245j -0.00239345+0.0265962j 0.00431424-0.0154924j 0.00955909-0.00412078j 0.00290398-0.00192686j -0.00644163-0.00257405j -0.0052529-0.0123768j -0.00517699-0.0146063j 0.00251003-0.0139654j -0.0207287-0.0196333j 0.00335711-0.00464255j 0.00210342+0.0102771j -0.00899502-0.00619903j -0.00166994-0.00153724j 0.00911721-0.00186754j -0.00612+0.00696375j -0.00865155+0.00292336j -0.00958114+0.00167161j 
-0.0153156+0.0110347j -0.0076463-0.00401531j -0.0165631+0.0112444j 0.00512317+0.0113532j -0.00124605-0.00187713j 0.00229157-0.0146285j 0.000317972-0.00526052j -0.00723441+0.00689532j 0.00136772-0.0111806j -0.00657051+0.0166716j 0.000499399+0.00111888j -0.0172819-0.0113216j 0.0136759+0.00222778j 0.00469632-0.0168316j -0.0161514-0.00720903j -0.000777195-0.00467732j -0.00222128-0.0110709j 0.00244309-0.00184889j -0.0154092-0.021855j 0.00542287+0.0132001j -0.00504242+0.00715762j -0.00624853-0.00374906j 0.0125683-0.0109689j 0.00485348-0.00496383j -0.000834194-0.00944023j -0.00229436+0.00882915j 0.000890329+0.00161793j -0.00864432+0.0061701j 0.00836307-0.0127175j 0.0214236-0.00317142j -0.0103664-0.00101958j -0.0132024-0.00153617j 0.0117766+0.00148098j -0.00185778+0.0105316j 0.00167137+0.00331198j 0.00821325-0.0114502j -0.0218444-0.00381379j -0.00636431-0.00991505j 0.0126982+0.000305448j 0.00547588-0.00567061j -0.0147015+0.0176481j 0.00961909+0.00276415j -0.0185408-0.0177417j 0.0134273+0.0242503j 0.00493358-0.00692888j -0.0121872-0.00445139j -0.00491677+0.00523733j -0.00981192+0.0194376j -0.0257396+0.00787142j 1.70401e-06-0.00319762j 0.00383963-0.0086897j -0.00180875-0.0230803j 0.0218546+0.0222847j 0.0191657-0.0062029j 0.00408981-0.00466279j 0.0239385-0.00387362j -0.0106956-0.00943842j 0.0132925-0.0121676j -0.00247559-0.0076858j -0.00857488+0.0257129j -0.0152715+0.00518814j -0.00159993-0.00205507j 0.0240427-0.00913632j -0.00976623+0.00908392j -0.0157243+0.00744621j -0.00697135+0.00970095j 0.00135065-0.00269012j -0.00212433-0.000775521j -0.00238569+0.00372361j 0.00235011-0.00580428j -0.00165911-0.00658661j -0.00782516+0.00115403j 
-0.0063829+0.00387057j 0.00458965-0.000672438j 0.000966508+0.00280203j 0.010886+0.0107232j 0.0100916-0.0054941j 0.00374836-0.00513647j 0.028306+0.0080254j 0.00676511-0.0046939j 0.00963808-0.00515086j 0.00348936-0.0255539j 0.0014466-0.00130914j 0.0131192-0.00431857j -0.0300925-0.00684754j 0.0115035+0.0218674j 0.0223626+0.0152712j 0.003005-0.00387967j -0.00176886-0.00242131j -0.0058476+0.00896095j 0.00636436-0.00031323j -0.00181537-0.0150401j 0.0178025-0.00171369j 0.0067508+0.00890926j 0.00574342-0.00302493j -0.000787135+0.0107071j -0.00638307+0.00611644j -0.0100231+0.00116153j 0.0115273+0.00688489j -0.010442-0.000232103j 0.01272+0.000747343j -0.00123282+0.00473231j 0.00493582-0.0177869j 0.00468518-0.00260588j -0.000226354+0.0123712j 0.00539141+0.00786733j 0.00944948-0.00353275j 0.0150857+0.0138107j 0.0272128+0.0002609j 9.77851e-05-0.0390726j -0.00334875-0.0365664j 0.0120495-0.00967818j 0.0291388-0.00698818j -0.0225622+0.00474244j -0.0427216+0.0125795j 0.0148682+0.0323145j -0.0427419+0.00990126j 0.0254887+0.00880585j 0.0262873+0.0345619j -0.00612272+0.0554725j -0.00237299+0.0100113j 0.00402681-0.0109653j -0.00307736+0.010269j -0.0221414-0.00987226j -0.0108538+0.0337037j 0.0233731+0.0103444j -0.0224438+0.00860502j 0.000173687-0.0194255j 0.0208077+0.00376113j -0.011739-0.011098j 0.0143745-0.0234251j 0.00781601+0.0122955j -0.00537515-0.0181574j -0.0287747-0.0236302j -0.00175772-0.0210397j -0.00307321-0.0392768j -0.0113379+0.00812715j -0.0266019+0.00479426j -0.00372216-0.00224818j -0.00316835+0.00773962j 0.00556783-0.0112483j -0.00417899+0.0190649j -0.0124433-0.000581478j -0.00197474-0.000668618j 
-0.00482782+0.00443859j 4.73942e-05+0.0034383j -0.00270975+0.00179118j 0.0128031+0.00349249j -0.00037526-0.00475659j 0.000869333+0.00293869j 0.00742335+0.00933605j 0.0013916-0.0143012j -0.006745-0.0122933j -0.0049589-0.0119853j 0.00427899+0.00113689j -0.00078416-0.0299156j -0.0027894+0.00792279j -0.00299117+0.00505612j -0.00388577-0.0188925j 0.000255558+0.0163309j 0.0040225+0.000103685j -0.00510946+0.00883462j -0.00485326-0.0228823j -0.00976408-0.0155388j 0.0206516+0.00732701j 0.00761683+0.00196794j -0.0160859-0.0070775j -0.0124893-0.016054j -0.00939417-0.0183195j -0.00182163-0.0113061j -0.00821614+0.00662574j -0.00260469-0.00400191j 0.0026612-0.000385766j -0.00278013+0.00312431j 0.00876011-0.00364521j -0.00159304+0.00344071j 0.00770209+0.0062444j 0.00948235-0.00486222j 0.010858-0.00183909j 0.000517593+0.0100549j 0.00893002+0.0195344j 0.016166-0.0102826j -0.00942894-0.00994364j 0.0240691+0.000736942j 0.00461744+0.00561191j -0.014262+0.0139097j -0.00400448-0.0388956j 0.0138114-0.00923551j -0.00723371+0.0223086j 0.000823337+0.00986727j 0.028347+0.00317428j -0.0288044-0.0166439j -0.066276+0.0159457j 0.00518835-0.0075533j 0.000799832-0.00303455j -0.00272906-0.0266367j -0.0135513+0.00490227j -0.000112532+0.00537616j 0.00994884+0.0431881j -0.011727-0.0215657j -0.000377251+0.0227093j -0.0263563+0.00705169j -0.00834686-0.0100543j 0.0260377+0.00628486j -0.01327+0.00358475j 0.000841913-0.00888019j 0.0110759-0.0176318j 0.0019316+0.00499009j -0.00532983-0.00887878j -0.00653243+0.00225446j 0.0080677+0.00641543j -0.00290952-0.00541859j 0.00249921+0.00358686j -0.00526995+0.00427092j -0.00929455+0.00193339j -0.008945+0.00220401j 
0.00378556-0.000551957j -0.00386387+0.0080383j -0.00457131+0.0237223j 0.018958+0.0180693j 0.00382257-0.000845479j -0.00393972-0.0220366j -0.010288+0.0112744j 0.00555036-0.00365083j -0.00616458-0.00662539j 0.00454172-0.0073013j 3.99447e-05+0.00360145j 0.0181648+0.000147846j -0.0124368+0.00538754j 0.0110053+0.0094969j -0.0150814-0.0100378j -0.00268073+0.00581094j 0.00807706-0.00481282j -0.00525614+0.0232086j -0.00389354-0.0242501j 0.00238163-0.0123294j 0.0158221+0.00393483j 0.00884666+9.71154e-05j -0.00192971+0.00275008j -0.0164063+0.00688986j -0.00207681-0.0170566j -0.00899122+0.00481408j 0.00344142+0.00356304j -0.0252591+0.000842802j 0.0165852-0.00950711j 0.00794187+0.00131084j -0.0103431-0.0105447j -0.00416223-0.00446635j -0.00550446-0.0129843j 0.00332654-0.00612104j -0.00700178-0.00675168j -0.0121247-0.00613085j -0.00544523-0.027691j -0.0153072+0.0203228j 0.00492288+0.0262556j -0.0158631+0.00848667j -0.000335563-0.00735221j 0.0156074-7.01083e-05j -0.00106613+0.0206208j 0.00349899+0.00497172j 0.0395311-0.0154406j -0.0074957+0.00620517j -0.0292232-0.0208642j 0.0123468-0.0137842j 0.0278914-0.00673121j -0.0153724+0.0131382j -0.00763148-0.0119006j -0.000499744+0.0460618j 0.0136113-0.0183434j -0.00717149-0.0129796j -0.000582797-0.0183538j 0.0117164+0.0122922j -0.00990795+0.000620293j 0.00345569-0.00574699j -0.0140222+0.0160387j -0.00860934-0.0223761j 0.0131987+0.00397167j 0.017097+0.0076124j -0.013795+0.0318366j 0.00174787+0.014908j 0.00374648+0.00248754j 0.0100657-0.00717834j -0.000323421-0.00893056j 0.00236575+0.00647182j -0.00531314+0.00430596j 0.000560602-0.00629101j -0.00153269-0.00597903j 0.00399836+0.0035218j 
-0.00768987+0.00554007j -0.0110352+0.00102343j -0.006546+0.0141922j 0.0147283+0.00799556j -0.00238508+0.00470739j 0.00299606-0.00530713j -0.0109562+0.0091903j 0.00177399+0.0023782j -0.00588153+0.00520862j 0.0172173+0.0129175j -0.007863+0.00610698j 0.0210692+0.0315958j -0.0180561-0.00935972j 0.0143453+0.00402158j -0.0122981+0.0212958j 0.00515989-0.00243659j 0.00811424-0.00425935j 0.000496766+0.00461562j 0.0166654+0.00464694j 0.0183551-0.00322782j -0.0199867-0.0104454j 0.00799928-0.00880732j 0.00490845+0.0177457j -0.0052751+0.00887949j 0.0029574-0.0064129j 0.00109192+0.00675686j 0.00159989-0.00747333j -0.0160763+0.00333939j 0.00670536-0.0122938j 0.00365202-0.00543785j -0.00233672+0.00191478j -0.00853961-0.000141536j 0.0110897-0.00838941j -0.000555369+0.000423285j -0.00172064+0.000246729j -0.00608317-0.00624643j -0.019204+0.00188795j 0.00102229+0.00955711j -0.000889861+0.0271491j 0.0187594-0.00550617j -0.0226512+0.013564j 0.00253748+0.0187649j 0.0185362-0.0380351j 0.0264665-0.00137882j 0.0177893+0.00563585j -0.00432455+0.000358231j 0.000250647-0.00195665j -0.00269934-0.0261006j -0.0517945+0.00355626j 0.00206192-0.00157458j 0.00430147-0.00421313j 0.0232726-0.00547384j 0.016834-0.0046804j -6.76929e-05-0.0090752j 0.0252523+0.0270393j 0.00408248-0.00866112j -0.00286874+0.0153956j -0.0171659+0.0103356j -0.0121736+0.000550946j 0.0154743+0.0135104j -0.0106393+0.00959495j 0.0152289+0.0131466j 0.0147764-0.00294924j -0.00688829+0.0214309j -0.00323686-0.00168714j 0.000444867-0.000257342j 0.0117881+0.00648802j -0.00305215-0.00776143j -0.000428194+0.0116168j -0.00186854-0.00548489j -0.00424482-0.00217573j -0.00334104+0.00197299j 
0.00502053-0.0129076j -0.00189494-0.00117681j 0.00774365-0.00731795j -0.00932264-0.00561433j 0.00150425+0.0069031j 0.0118786+0.0139778j -0.00131689-0.0030989j -0.00139615+0.0087041j -0.000487853+0.00719317j -0.00586658-0.00697723j 0.00535633+0.00549826j 0.0140174-0.0180317j -0.024697+0.00653056j -0.00106245-0.000321493j 0.0227656+0.00675482j 0.015763+0.0146179j 0.00218257+0.00366169j -0.00647046+0.00209432j 0.0339044-0.0252387j -0.00960493+0.00433318j 0.00266866+0.0045553j -0.000326872+0.00458353j 0.00336689+0.0158733j -0.00477033+0.00405188j 0.00523035-0.0205762j 0.00199113-0.0122373j 0.00169099+0.000453597j -0.00386535+0.00823866j -0.00340397-0.00159415j 0.00202825+0.000863394j -0.00283315+0.00012764j 0.00676418+0.00104784j -0.000145218-0.0159151j -0.0172533-0.000132102j -0.0116122-0.00279308j -0.00161082-0.0186779j -0.00833387-0.0109024j -0.0095602+0.0210151j 0.0158144+0.0259806j 0.00969114-0.00998043j -0.0111161+0.0186607j 0.00545997+0.0260599j -0.0253172-0.0119541j 0.00804237+0.0132259j -0.000343874-0.0241983j 0.0215698+0.00991464j -0.00884934+0.0225212j 0.0133052+0.0366708j 0.0369181+0.0135792j -0.00248187-0.0179367j 0.00513915+0.0123301j 0.00708537-0.00379077j 0.00806213+0.00497472j 0.00626298+0.00582082j 0.0259922-0.0301532j -0.00486235+0.0094618j 0.0293346+0.00444939j 0.00451033+0.00903516j 0.0116045-0.00237561j -0.0104751+0.0019161j 0.00662668+0.00177744j -0.00235093+0.0213455j -0.00711914-0.0114587j -0.0120571-0.0126575j 0.0023859+0.0119781j -0.00793131-0.000442394j 0.0104832-0.000893757j -0.00228133-0.000622385j 0.00403977+0.00396679j 0.00556357+0.00660988j 0.00380842+0.00310188j 0.0189556-0.00470559j 
-0.00730916+0.0103022j -0.0123257+0.00623737j -0.0099553+0.0131291j 0.0238652+0.00136798j -0.0111959+0.00271604j 0.00233426+0.0109872j -0.0083149+0.0053518j -0.0128828-0.0103149j -0.0094764-0.0116335j 0.0117301+0.00235021j -0.0144863+0.0186389j 0.0249593+0.0104521j 0.013041+0.00877537j 0.00234259-0.0220291j -0.00346677-0.00461897j -0.00293282+0.0110776j 0.00279426+0.00603853j 0.00922043-0.0191641j -0.00062837-0.00975388j -0.00557967-0.0149693j -0.0373236+0.00228421j 0.00214578-0.00827903j 0.00412493-0.0010676j -0.00320667-0.0219877j -0.00129408-0.00318842j -0.0112137-0.00312827j -0.00483114+0.0011807j -0.00457469+1.79398e-05j -0.000163405-0.00952329j -0.00275358-0.00295484j 0.015582+0.00293434j -0.00390035+0.00949634j 0.0122857-0.00217654j 0.00499836-0.01078j 0.00520171-0.00499732j 0.00693875+0.024286j 0.018966+0.0193754j 0.0438301-0.0288548j -0.00658464+0.00337735j 0.0287046-0.0158532j 0.0341843-0.025256j 0.00234124+0.0317123j -0.025938+0.0348313j 0.00739536+0.0221038j 0.0115451-0.00445619j 0.0213457+0.014212j -0.0179727+0.0131589j -0.0176715-0.00188145j 0.0197689+0.0149946j -0.0162868-0.000696289j -0.0171118-0.0103002j -0.022955+0.0329348j -0.031847-0.0121061j 0.0153705-0.0142146j -0.00603646+0.00831551j 0.00134228-0.000304539j -0.0133781+0.00798829j -0.0142161-0.00274869j -0.0315786+0.0156908j 0.0110814-0.0165682j -0.000666731-0.0213495j 0.00726772-0.0269283j -0.0201947+0.00740973j -0.0149671-0.00430178j 0.00265268+0.00657884j 0.00263768+0.00103765j -0.00526416+0.00634948j 0.00878748+0.0110194j -0.0117365-0.000124067j -0.00238012+0.00642948j -0.0178716+0.00112717j -0.00785959+0.00264767j 
0.00850983-0.0102719j -0.00187629+0.00446323j 0.00334442+0.00119772j 0.000681051+0.00836748j 0.002516-4.27006e-05j -0.000523368-0.00255455j -0.00207423-0.00586008j -0.00942281+0.0141269j -0.00536141+7.17052e-05j -0.000802583-0.00359445j 0.00359156+0.00243277j -0.0112851+0.00677649j 0.0140367-0.00875883j -0.000556457-0.012015j -0.016747+0.00662496j -0.00396411+0.0147397j -0.00543491-0.000277889j 0.00451128-0.0104469j -0.0199185+0.00139004j -0.00192861+0.0103817j -0.00165508-0.000711136j -0.00816199-0.000679448j -0.000241223+0.000969258j -0.00484824-0.0104245j -0.00218733-0.00705099j -0.00788862-0.00116657j -0.00263531+0.000418795j -0.00613089-0.00226018j 0.00982759+0.00207357j -0.00452172+0.00214124j 0.000528226-0.0168912j 0.00953315+0.00554371j -0.00176585-0.0107849j -0.0162563-0.00300984j -0.012443+0.000350758j 0.0108693+0.00113484j 0.00308294-0.00159408j -0.00389185+0.0239921j 0.021029+0.0422126j 0.0418515-0.0108512j -0.0209473+0.0084959j 6.11101e-06+0.0547831j -0.0193736-0.0359834j 0.0341853+0.0139394j -0.00354101-0.0159672j 0.039279+0.0198327j -0.000284889+0.044902j -0.0187935+0.0229036j 0.02225+0.0459663j -0.00152968-0.0205725j -0.0127681+0.0296124j -0.00132182-0.0133045j -0.00559011-0.00933006j -0.00566794+0.0126754j 0.0368051+0.000334182j -0.0187905-0.0118664j 0.0207535+0.0300895j -0.0152931+0.0277181j -0.00124231+0.00525321j 0.0104458+0.00805464j 0.000415449-0.00878555j 0.00393005+0.0182097j -0.0125792-0.0194072j -0.0171567-0.0197849j -0.00111281+0.00484015j -0.000421536+0.00434648j 0.00694691+0.00437237j -0.00194697-0.00367529j -0.00136242+0.000276557j 0.0179681+0.0111029j -0.0150849+0.00409593j 0.0156742+0.00116562j 
0.00789115-0.0137743j 0.0185323-0.00420728j 0.00250744-0.0063021j -0.00513879+0.0111007j 0.00487705-0.00824593j -0.00129645-0.0188549j 0.00455466-0.0059157j -0.00279551+0.00461817j 0.00132109-0.00953308j -0.00321014-0.00062492j -0.0124685+0.00332393j 0.0125879+0.00894211j -0.00737364-0.00526385j 0.00862313+0.00667795j -0.0102514-0.0106689j -0.0191256+0.00300375j -0.00688781+0.000654036j -0.00164871+0.014859j 0.0133334-0.00772105j 0.0193411-0.0234223j -0.00739268-0.00291066j 0.00576403-0.0115004j -0.00803018-0.0189032j 0.00308002-0.00366743j 0.00444247-0.0164108j -0.0045736+0.00245818j -0.000511103-0.00533001j 0.00102787-0.00734047j 0.00256357+0.00394919j -0.00565865+0.00753988j -0.00637194-0.0166966j 0.00988632-0.00537209j -0.0208527+0.00184081j 0.00209338+0.00558802j -0.00228513+0.00431746j 0.00748252-0.00515934j 0.000703405-0.00768267j -0.0313404+0.012692j 0.00672246-0.00660246j -0.0273978+0.00483503j -0.0091826+0.00523916j -0.00989537-0.0115368j -0.000233845-0.00899293j -0.0106348-0.00825014j -0.0133002-0.0145454j 0.00331722+0.0045684j 0.0142499+0.00140756j 0.00149272+0.0258265j 0.0126232+0.0169468j 0.00556383+0.0015014j -0.00888407+0.0171645j -0.00208192-0.0270693j 0.0105852+0.0133248j 0.00048381+0.0139239j 0.0144556-0.010147j -0.00878828-0.00162074j 0.0092255-0.00138626j 0.0105495+0.00447815j 0.0139418+0.00078158j -0.0055537+0.00401431j -0.00236104+0.0121952j -0.00705181+0.00700621j 0.00512431-0.00990445j 0.0115094-0.00316021j -0.00659917-0.00354574j 0.00379805+0.00137751j -0.00219483-0.00849869j -0.00449135-0.000737903j -0.000675827-0.00710365j 0.0084986-0.00136264j 0.0048786+0.000349926j 0.00656387+0.00075437j 
0.0026317-0.0183085j 0.0317347-0.0111248j -0.00508831-0.011162j -0.00668979+0.0210485j 0.000728943-0.0127306j 0.00437155-0.0039512j 0.00113186+0.00636394j -0.0224881-0.00228726j -0.0291263-0.0241909j -0.0107138-0.000345677j -0.0122362+0.0104504j -0.00938198+0.00492507j 0.00285165+0.0117243j 0.000884871-0.0250824j 0.00162102+0.0113297j 0.012611+0.00777101j -0.0053128+0.0110226j 0.0170817-0.00382396j -0.00168072-0.00552737j -0.0127912-0.00607205j -0.00972212-0.0149128j -0.00652127-0.00124666j -0.0100535+0.00283773j -0.000962402-0.011394j -0.00160667+0.00618136j -0.00952375-0.0165477j -0.00465621-0.00764498j 0.00443294-0.00180391j -0.00507483+0.000427957j -0.00612454+0.00993541j -0.00225066-0.0106696j 0.00782008-0.00674646j -0.028214+0.00221656j 0.0127883+0.00810679j 0.00806886+0.000110991j 0.0124952-0.0129827j 0.0059033-0.00221278j -0.0190438-0.00615132j 0.0133083-0.0355926j -0.042335+0.00188505j -0.0122359+0.00622769j 0.00279216-0.0252155j 0.0196327-0.00388391j -0.0105951-0.0293951j -0.0309919-0.00538025j 0.00597958-0.0172222j 0.0244139+0.00110503j 0.0115657+0.0026686j -0.00718317-0.0296593j 0.0135926+0.0140313j 0.00509444+0.0111848j 0.00219599-0.028134j 0.00094025+0.0140486j 0.00172558+0.00730776j -0.0209782-0.0156632j 0.00513064+0.00484331j -0.00180635-0.026616j 0.00869509+0.0157734j 0.0324374-0.00574472j -0.0114212+0.00969922j -0.00168053+0.0172241j -0.00441396+0.0062955j 0.0174686-0.010102j 0.0230162-0.00138865j -0.00836441-0.00536296j -0.00127715+0.00670569j 5.11715e-05-0.0136174j -0.00147479+0.00405892j -0.00441898-0.0109429j 0.000675745-0.000890906j 0.0136469-0.00138748j 0.000811455-0.000643017j 
0.00779507-0.00409972j -0.00754534+0.00278622j 0.00976581+0.00121521j -0.00677033-0.0236932j -0.00166403+0.00931086j 0.0101397+0.00557634j -0.0191762-0.00383906j -0.0112749-0.00290543j 0.00516806+0.0224037j 0.00120463-0.00371314j -0.0234599+0.0104576j 0.0125418+0.0176858j -0.00902026+0.00843189j -0.00603153+0.0109875j 0.00931584-0.0179226j -0.0125572-0.0115177j -0.016435+0.0057364j 0.00461986-0.00390159j -0.00524781-0.0272175j 0.00731205-0.0106739j -0.0111272+0.00828058j 0.00274664-0.000411981j 0.0180545-0.0046917j -0.00966972+0.0065319j -0.0119608-0.0179354j -0.00356023+0.00946462j 0.0114486+0.00689597j -0.00899298+0.00885055j -0.0129471-0.00821546j 0.00211082+0.000425926j 0.00249875+0.00592462j 0.00864808-0.0107995j -0.00279964+0.00177245j -0.00220643-0.00725224j -0.00738473+0.00228529j 0.00209286-0.0139422j -0.00606093-0.0211217j -0.0178223+0.0174024j -0.00193413+0.00233888j -0.0087109+0.00127011j -0.00485928+0.0103705j 0.0075334-0.0105737j -0.0253139-0.0310215j -0.0262644-0.0139363j 0.00823406-0.0143206j 0.00450784+0.0168134j 0.0190768-0.000409435j -0.00697438-0.00223918j -0.0162184+0.00375012j -0.0167883-0.0172506j -0.0137116+0.00064674j -0.0143144-0.0199096j -0.0171654+0.00835389j -0.0149879+0.00877852j -0.0110787-0.00538052j -0.0062578-0.00343536j 0.000909569+0.00535092j 0.00284806-0.0039222j 0.00837698-0.00954661j 0.00588515+0.005023j -0.000408921-0.0105425j -0.00782222-0.000741282j -0.00779655-0.00592203j 0.0128652+0.00267618j -0.00681242+0.00594985j 0.0109027+0.00874006j 0.00219916-0.00381518j -0.00481913+0.00635397j -0.00512103-0.000695885j 9.04482e-05-0.00624744j -0.00394417+0.00614178j 0.0189827+0.0046841j 
