-0.0128+0.000983563j 0.0184692+0.054152j 0.0341499+0.0082819j 0.0669867-0.0910842j 0.00251605+0.000289744j 0.0105398+0.0382315j 0.0193979-0.0457014j -0.028261-0.0354515j 0.000994398-0.0211608j 0.0263124-0.046508j 0.025126+0.0457807j 0.00849777+0.0307106j 0.00902361-0.0804566j 0.000164624+0.00467994j 0.0222633-0.0284292j 0.0677533+0.0452172j -0.00898355+0.0195161j -0.0361071-0.0193775j -0.0116569+0.00191389j -0.0115361-0.0763329j -0.000346763+0.0149671j 0.0196395-0.0435169j 0.094343-0.00449982j -0.0175064-0.0319572j 0.0331434-0.00458175j 0.0244254-0.0547021j 0.00383285+0.0282163j -0.02024-0.0434129j 0.0621451+0.0534227j -0.00290904+0.0291683j 0.0240514-0.00549587j 0.0111017+0.111946j 0.0528666+0.0421266j -0.00801008-0.0515658j 0.0169592-0.00717676j -0.00782571+0.0129842j 0.0105823+0.0128999j 0.0329517-0.0448741j -0.00145199+0.0111267j 0.00929553+0.0160563j -0.000262436-0.0174506j -0.0300451+0.0208506j -0.0235981-0.0208312j 0.0158596+0.0121974j -0.00128586+0.0383133j -0.0162412+0.0502749j 0.0167402-0.00142792j 0.0144313-0.0198729j 0.0233385-0.0243412j -0.032324-0.0654898j 0.060223-0.0615395j 0.0484439+0.00905556j -0.0508179-0.0759965j 0.0256541+0.0241964j 0.0741315+0.0219004j -0.0446879+0.0551653j 0.0567466-0.00729791j -0.0195588-0.109673j 0.0466039-0.0767955j 0.0552436+0.0713451j 0.00434533-0.0210837j 0.0777405+0.0236289j -0.0124773+0.0159028j -0.00351111-0.00743539j 0.0210807+0.0541029j -0.0532973-0.0677682j -0.0326081-0.0284166j 0.0987432-0.0368045j 0.138019+0.138455j -0.0808586+0.0352005j 0.140453+0.211319j 0.050853-0.0272177j 
0.0125625+0.00414134j -0.00968606+0.0181397j 0.00329751-0.0007353j 0.00687959-0.00452394j -0.000258534+0.00675728j 0.00245588+0.0132149j 4.95642e-05+0.0013334j 0.00384585-0.000746818j -0.00170791-0.00562425j -0.00189883-0.00840375j 0.000869848-0.00985676j -0.00114419+0.0025693j -0.00657446+0.000127642j -0.00210881-0.000739185j 0.00440201+0.00262299j 0.00329531+0.00024796j 0.0024555+0.000829043j 0.000712042+0.00787654j -0.00110279+0.00233422j -0.000919314-0.00138839j 0.00369977+0.00389763j -0.00560558+0.00387119j 0.00143743+0.00391168j -0.00179813+0.00485046j -0.00299761-0.00272302j 0.00316449+0.00124821j 0.00464278+0.00374102j -0.0055321+0.00540778j -0.00222659-0.0010187j 0.00215556-0.00147086j 0.00297233-0.00589301j 0.00102658+0.00184228j -0.00743252+0.00718688j -0.00401243+0.0142205j -0.00571334+0.00214147j 0.00141104+0.00745384j 0.00730904-0.0142779j 0.0110834-0.0126058j -0.0106551+0.006008j -0.00544249-0.00881973j 0.0130045-0.0012279j 0.00108918-0.00240219j -0.0157222-0.000724389j 0.00216753-0.0102507j 0.0175076-0.00259418j 0.0133555+0.00517727j 0.000361713-0.0080445j -0.00495594+0.000412253j 0.00465125+0.00555576j 0.0023448-0.00571916j 0.00565055-0.00414918j -0.00548932-0.0050077j 0.00269894+0.0103757j -0.00298074+0.00474438j 0.0141155+0.00484757j 0.00385428+0.00326132j 0.0023428-0.00928833j 0.00331863-0.00879537j -0.0077031+0.00485249j 0.0139624-0.000456233j -0.00243772+0.00548347j -0.000972082+0.0137894j -0.00140066-0.00226013j -0.0119357-0.00265644j 0.0189908-0.0031762j 0.00235633-0.00887295j -0.0068082+0.00606378j 0.00950243-0.00601522j 0.00348432+0.00847232j -0.00395202+0.00346933j 0.00700269+0.00706036j -0.00483403-0.0129998j 
-0.0155314-0.00928344j 0.0150867-0.0184802j -0.00597504-0.00312796j 0.0082313-0.0011748j -0.0230218+0.0119571j 0.00321888-0.0109807j -0.00812328+0.00822485j 0.00203026-0.00202188j 0.0210606-0.0152279j 0.00649406+0.010108j -0.00349094+0.00369782j 0.00373522+0.00264752j -0.00452976+0.00337253j -0.000526624+0.00830064j -0.00243596+0.00447773j 0.00552096+0.0111309j 0.0136496-0.00771865j -0.0113336+0.00128171j -0.0126557+0.0095742j -0.00412914-0.00508533j -0.00667098+1.44276e-05j 0.00458567+0.00129753j -0.00691576-0.00040965j -0.00654723-0.00965059j 0.00340571-0.00302422j -0.00562297+0.00812934j -0.0123853+0.00834209j -0.0018742-0.0050079j 0.00663601-0.00833283j 0.00236626+0.00385128j -0.00659415+0.00487733j -0.00334136+0.0105468j 0.00333876+0.00392568j 0.00443686-0.0133766j -0.00321425-0.00175557j 0.00329041+0.00572883j -0.00446064+0.00171185j 0.00991335+0.000905122j 0.00661438-0.00307758j 0.00448387+0.00925443j -0.00600875-0.0062943j -0.00260708+0.00392348j -0.00288635+0.0104435j -0.00629578+0.00484075j 0.0103205+0.00294789j -0.00613366+0.00383586j -0.00175101+0.00290998j -0.00208+0.0111059j 0.0160273+0.00160143j -0.00210291+0.00422228j 0.00464035-0.0120387j -0.00218292+0.00858349j -0.00703908+0.000662509j 0.00142107-0.000759128j 0.00691775-0.00214805j -0.000493843+0.00583414j 0.000104602+0.000329373j 0.00420031+0.00182335j 0.00269693-0.0013152j 0.00633479-0.00605259j 0.00215651+0.00305151j 0.0134517-0.00182352j -0.00110112+0.00607451j -0.0129295+0.00693597j -0.00204985-0.00346448j -0.00943339+0.00100929j 0.00919427-0.00468045j -0.00245667+0.00177011j 0.00796019+0.00300538j -0.00565835+0.00300023j 0.00386831+0.00315582j -0.000868807+0.00173667j 
-0.00997687-0.00853447j -0.00843661-0.00272346j 0.0156842+0.00949915j 0.0125769-0.00326283j -0.00341622-0.00494393j -0.00752049-0.00797827j -0.0192328+0.00226125j 0.00221582-0.00780509j -0.0005784+0.00208935j 0.00389152+0.00824973j 0.0118578+0.00185135j -0.00543452-0.00867535j 0.0023476+0.010203j 0.0122975+0.00177567j 0.00367939+0.00860219j -0.0018022-0.00117818j -0.00510633-0.00223573j 0.00638192-0.000271417j 0.00268874-0.00344064j 0.00170898-0.00488101j 0.004946+0.00161655j 0.00234282+0.00620651j -0.00402645-7.1185e-05j 0.00580074+0.00338084j -0.00644081+0.00292839j 0.00247446-0.00958874j 0.00131919-0.00360209j 0.00290278+0.00957158j -0.00367987-0.00356052j 0.00523739-0.0101802j 0.0078008+0.00628188j -0.00487209+0.00193742j -0.00405272-0.0110981j -0.0304495-0.0162456j -0.00219877+0.0060533j -0.0112352-0.00163936j -0.00843055+0.00665384j -0.0104134-0.00896328j -0.00504055-0.0109252j -0.00381077-0.00850718j -0.00275244-0.00691109j 0.00877403+0.000764583j -0.00674407-0.0152976j -0.00907528-0.00346572j -0.0180136+0.0100732j -0.0132612-0.0273905j -0.0049056+0.0151883j 0.0144305+0.00699039j -0.0057486+0.0024537j -0.00675541+0.00537512j -0.00367383-0.0015552j 0.0104991-0.00379905j -0.00336435-0.00651016j 0.00284088-0.00629863j -0.00202605-0.00412421j -0.00417853-0.0106949j -0.00361618-0.0071452j 0.0191959+0.0119411j -0.00796188+0.00136303j -0.0098715+0.00369247j -0.00294181+0.00871425j -0.00406182+0.0128616j 0.00652224+0.00269459j -0.0028557-0.0106681j 0.0069546+0.0041951j 0.00151859-0.00757753j -0.00571127+0.00180638j 0.00132836-0.00562311j -0.00036546-0.00261685j 0.00313151-0.0108532j -0.00444802-0.0122769j -0.00201478+0.000939691j 
0.00219852-0.000164443j 0.00115725-0.00162259j 0.00139282-0.00186267j -0.00532526+0.00342262j 0.0146772-0.0101431j 0.00671175+0.00521405j 0.0112322-0.00943031j -0.000428255-0.000928012j -0.0110761+0.0113256j -0.0054099-0.00816822j -0.00885163-0.000909455j -0.000266124+0.000224051j 0.00211736-0.00970479j -0.00607136-0.00291931j -0.0046584-0.00576654j -0.00161989+0.00163649j -0.0077766+0.00515229j 0.00460671-3.83664e-05j 0.00807047-0.00594283j 0.00211242+0.00193711j 0.00876005+0.00306143j -0.00672127-0.00103263j 0.00616152+0.00219644j -0.00633237+0.00531521j 0.000849582+0.00133343j 0.00411866-0.00306623j 0.00651831-0.000995333j -0.00617139-6.77519e-05j -0.00212502+0.00375824j -0.00522939+0.00421989j 0.00627903-0.0128974j 0.0105436-0.00337665j -0.0057313-0.00203103j -0.000264895+0.00652694j 0.0036742-0.00250744j -0.0030397-0.00241262j -0.00185673+0.00182303j -0.00260174-0.0143385j 0.000522585-0.000726634j 0.00110718-0.000945934j -0.00608075+0.000410786j -0.0178995-0.00124962j 0.000211426-0.00749299j -0.00466968+0.00393144j -0.011334-0.00555788j 0.00154561-0.00480573j 0.0133137-0.00958679j 0.00716877-0.00732558j -0.00294054+3.09455e-05j 0.00639576+0.0022116j -0.00743818-0.0106413j 0.00193918+0.00710964j 0.000458979+0.00134201j 0.0027282-0.00112318j 0.00293288+0.000862466j 0.00862691-0.000687867j -0.000636928-0.00450977j -0.00175046-0.00270185j 0.00862445-0.00734014j 0.00173353-0.00270603j -0.00213676+0.00241539j 0.000980397+0.0012268j 0.00439206-0.000854483j 0.0084897+0.000546202j -0.00228271+0.00087452j 0.00364141-0.00384412j -0.00111984+0.00323308j 0.000717082+0.00108812j -0.000653115+0.000756378j -0.00195871-0.00480031j 0.00150617+0.00503576j 0.00652331+0.00736953j 
0.00272954+0.0093948j -0.0132649+0.0126004j 0.00587764+0.00498367j 0.0110462+0.000983601j 0.0027251-0.0122759j -0.00282281-0.00620217j 0.00973917-0.0166195j 0.0191089-0.0157735j -0.00193651+0.0152491j 0.000500602-6.30932e-05j 0.00225778+0.00454812j -0.000651756+0.000325345j 0.00731255-0.00872196j 0.00312645+0.0128048j -0.00439688+0.0032474j 0.0010601+0.00328028j -0.0004976+0.00916016j 0.000954347-0.0144577j 0.00176566-0.00274012j -0.00487179+0.00685073j 0.00209549+0.00423897j 0.00165159+0.000632642j 0.00407964-0.000446706j -0.00650506+0.00304279j 0.00436201+0.0015222j -0.000424794-0.00177542j 0.00919727+0.00145902j -0.00896167+0.00853702j -0.00308334+0.0046731j 0.000909999-0.00585019j 0.020651-0.0105993j -0.00423753+0.0123973j -0.000518999-0.00900367j -0.0123486-0.00309711j 0.00973874-0.00337601j -0.0106562-0.00694978j 0.00579074-0.00298612j 0.0161121+0.00625264j 0.00148422+0.00431585j 0.00275996+0.0029802j 0.0086601-0.0148521j 0.00348131+0.00563554j -0.00107518+0.0133002j -0.00283975-0.00679076j 0.00257513-0.009634j -0.00285774-0.000782272j -0.0144481-0.0028992j 0.00804337-0.00688421j 0.0230529+0.00434712j 0.000899839-0.00298466j 0.00390495-0.00678955j -0.00338098-0.00521642j -0.0020747+0.0016954j -0.00156444-0.00469946j 0.009478-0.000904692j -0.0155985+0.000455637j -0.00398827-0.0121654j 0.0122332+0.00963414j -0.00202228-0.000917677j 0.00500071-0.00327414j 0.00579171-0.000435105j 0.0091021+0.00127974j -0.00184204-0.00155426j -0.0109068-0.0042147j 0.0032227+0.00228707j -0.00107959+0.00145113j -0.00795954-0.004558j 0.00415621-0.00535138j 0.00457659+0.00421459j 0.00445981+0.00117791j 0.00151788+0.000354622j -0.00349404-0.00982951j 
0.0136107-0.0278754j 0.00989271+0.00857451j 0.0112985+0.00815613j 0.00603756-0.00580165j 0.00231798+0.00458565j 0.00061462+0.00691069j -0.00687747-0.000887086j -0.0117828+0.0203432j -0.00252062+0.00131081j 0.00215069-0.014092j 0.00908354-0.00464003j -0.000397054+5.34847e-05j -0.00312532-0.000657679j 0.000454429-0.0164925j 0.00114173-0.00103278j 0.000331926+0.00634384j -0.00680254+0.00376716j -0.000821405+0.0198893j 0.00232599+0.00554987j 0.00583447+0.000656495j 0.00292986+0.000762285j -0.00674395-0.00227758j 0.0115832+0.00731912j 0.00699626+0.0105397j -0.0024602-0.00421664j -0.000949178-0.00965033j 0.00977213-0.00584675j 0.00710658-0.00182033j -0.00102588+0.0084266j -0.00313229+0.00192111j 0.00537097-0.00125882j 0.00668375-0.00471135j -0.0061869+0.00796991j -0.0119848-0.00804087j 0.00219067+0.0125966j 0.00523358-0.0173097j 0.00608792+0.0102301j 0.00493251-0.00108735j 0.0045268-0.00911746j 0.00789238-0.00755234j 0.000203781-0.000836489j 0.00293961+0.00799489j -0.00517961-0.00770619j 0.00563139+0.0132945j -0.00813904+0.00313725j -0.00975156-0.00506739j -0.00500928-0.00370734j -0.00296628+0.0152738j 0.0229573+0.000257931j 0.00696626-0.00252426j -0.00112448-0.00220114j 0.0140217+0.00246427j -0.00617749-0.00747753j -0.00980441-0.00200459j -0.000674777+0.00476062j -0.00868987+0.0086435j 0.00740146+0.00717849j 0.00313342+0.00609898j 0.00114104-0.00955303j -0.00468323-0.002158j 0.00229722+0.00604575j 0.0113802-0.00440326j -0.00958919+0.00580105j -0.000607652-0.00267337j 0.00309246+0.00114316j 0.00140335-0.00139286j -0.000149197-0.0103643j 0.00315439-0.00138973j -0.0054315+0.000788332j 0.0071167+0.00279923j -0.0022323-0.0157048j -0.00121138-0.00527959j 
-0.0116493-0.00584016j -8.04999e-05+0.00898471j 0.0102892+0.00725371j -0.00313286-0.0046563j 0.0143846-0.00507797j -0.00212847-0.00203592j -0.0104094-0.00217818j -0.00704149+0.0130646j -0.0098461+0.00223591j 0.00551112-0.00221009j 0.0190521+0.00375344j -0.00101207+0.000495581j 0.007072+0.000686767j -0.00188081-0.00976772j -0.00741398+0.00153267j -0.00648372-0.00280608j -0.00299336+0.00195879j -0.00255782-0.00115847j 0.0101969-0.00036062j -0.00413463+0.00635091j 0.00365347+0.00271281j -0.00342464+0.00437436j -0.00509442+0.011275j 0.00454126-6.81337e-06j 0.00194106+0.00146874j -0.000307156-0.00420083j 0.0032382+0.00596651j 0.00685117-0.000811206j 0.00648273-0.00146722j -0.00538313-0.00632533j -0.000174977+0.00828599j -0.00164227+0.000171339j 0.00555051-0.0094017j -0.00765481-0.0118013j -0.013828-0.00046573j 0.00444679-0.0120054j 0.00875848-0.00601439j 0.000840803-0.00674631j -0.0102718-0.0128061j 0.0071179+0.00819526j 0.000917096-0.0178901j 0.000911963+0.00320622j 0.0167665+0.00547089j -0.0160066-0.00517777j 0.0136132-0.0023133j -9.71065e-05+0.00330529j -0.0120382-0.00265328j 0.0183177-0.00795906j -0.00172158+0.00322799j -0.00831238+0.00805443j 0.00758769+0.000954997j -0.00148932+0.00223473j 0.00916637+0.0110456j -0.00638855+0.000545112j 0.0147909-0.00499279j 0.0126264-0.0139178j -0.00109057+0.00254945j 0.0166439+0.00140251j -0.00195506+0.00704793j 0.0138391+0.00995278j 0.00599164+0.004238j -0.0130115-0.0039829j 0.00341568-0.00989841j 0.000758561-0.00470503j 0.0151354-0.002751j 0.00310292-0.00655216j -0.0103025-0.00234388j -0.00832938-0.00823599j 0.0114394+0.0030105j -0.0023672-0.00514635j 0.00201213-0.00249199j -0.00407621-0.0115086j 
0.00319155-0.0104509j 0.0122857-0.0175847j 0.0136199-0.025371j -0.0229581-0.00523964j 0.0168828-0.00680127j -0.00906412-0.00439081j 0.00129086+8.2602e-05j -0.00554605+0.0071458j 0.00180352-0.00812137j 0.000378194-0.000249875j 0.00240272+0.000546686j 0.000381876-0.00600604j 0.00745898-0.00495375j -0.000704035-0.00533829j 0.0019879-0.000610703j -0.00794711+0.000391953j -0.00126573-0.00667701j 0.000225103-0.00136915j -0.000204853+0.0074749j -0.000714629-0.00289028j 0.0023266-0.00021399j -0.000115338+0.00766624j -0.00441234+0.00562399j -0.000116469-0.00777045j -0.00243737+0.00607276j -0.00186288-0.00251352j -0.00346687-0.0041095j 0.00297072-0.0101574j -0.00176591+0.00156437j -0.010181+0.00747986j -0.00137699-0.00461165j 0.013571-0.0135703j -0.0190573+0.00545261j 0.00646983+0.0113479j -0.0150639-0.00318045j 0.0159188+0.00463862j 0.0141433-0.0163971j -0.00630336-0.00247053j 0.0133467+0.00010803j 0.00507897+0.00450245j -0.00794899-0.00888183j -0.00832448+0.00311566j 0.0132633+0.00933565j -0.00839502+0.00282357j -0.0229845+0.0160115j 0.0124695+0.00438767j 0.0136829-0.00103026j 0.00132658-0.0110694j 0.0159345+0.00753318j 0.00427364-0.00366911j 0.00404987-0.0134514j -0.00153339-0.0034979j 0.0139263+0.000971557j -0.00533807-0.00571166j 0.000808113-0.0123309j 0.00152189+0.000463916j -0.00540432-0.00976691j 0.0119075+0.00595679j 0.00473659-0.00654622j 0.00420284-0.00593984j 0.00144796+0.00419j -0.00556566+0.00293619j -0.00107684-0.0107207j 0.00705198-0.00756242j -0.000407304-0.00334062j 0.00891441+0.00654026j -0.0117755-0.00178464j 0.00138636-0.000309622j -0.00445011-0.0070053j 0.00153688+0.00288319j -0.00360412-0.00508625j -0.00262261+0.00602905j 
-0.00124601+0.000810557j -0.00993633+0.014144j 0.00787213-0.000329033j 0.0134889-0.0167648j 8.31767e-05+0.00111497j -0.00251136-0.00762378j -0.0073012+0.00119367j 0.00706071-0.00571317j -0.000955318+0.00153471j 0.00902097+0.00320879j 0.00752663-0.000995812j -0.00126001-0.00131032j -0.00039938+0.00790644j 0.00472058-6.03296e-05j 0.00213415+0.00744974j 0.00247897-0.000255329j 0.00143112+0.00252532j -0.00297342+0.00313715j 0.00249095-0.00288731j -0.0025025-0.00228486j -0.00607669-0.00162723j 0.00438159+0.00217303j -0.00250119+0.00742704j 0.00166356-0.00491703j 0.000432217-0.0031356j -0.0138579-0.00546377j -0.00580702+0.00465979j 0.00515585-0.0118107j 0.00750887+0.00440184j -0.00326322+0.00131794j 0.0118596-0.0056509j -0.00501751+0.00809263j 0.00752741-0.00840377j -0.0229065+0.00287563j 0.000182132-0.00334471j 0.00534912+0.00561365j -0.00412926+0.0149346j 0.0137092-0.0137541j 0.00287117+0.00391209j 0.0113631-0.00352222j 0.002912+0.0134156j -0.000993043+0.01286j -0.0334148+0.00848186j -0.00482424+0.00258395j 0.00331586-0.00410229j 0.00147919-0.00591834j 0.0105774-0.0167142j -0.00958608-0.00254397j 0.00229078-0.0109617j -0.000843034-0.000746148j -0.0090603+0.0064747j 0.00364531+0.0168782j -0.00954167+0.0165258j -0.00126912+0.0158657j -0.00684414-0.00092816j -0.00393775-0.00683666j -0.00993896+0.00893086j -0.00209671+0.00464018j -0.000388709+0.00557285j -0.0146764+0.00475344j 0.00527706-0.0100267j -0.00336374+0.00194852j 0.0133169-0.0101499j -0.00219276-0.00633199j 0.00174461-0.00210558j -0.0132012+0.00203994j -0.00265075+0.00147584j 0.00242077-0.00784546j 0.0102714+0.00270679j -0.00723173+0.00828164j 0.00840064-0.00340409j -0.00841135-0.0123062j 
-0.016831+0.011591j 0.00620091+0.00208579j -0.00965374+0.0202151j 0.000887511+0.0114166j -0.00526199+0.00112j 0.00561822+0.000700988j -0.00775358-0.00359937j -0.00857294+0.00402856j -0.00727472+0.00396545j -0.000447424-0.000761649j 0.00596612+0.00688327j -0.00327098+0.0101488j 0.001409+0.0031115j -0.000395983-0.000790177j -0.00252515-0.00075152j -0.000490539-0.0122605j -0.00490423+0.00466833j -0.00172678-0.00545594j 0.00704519-0.00915587j 0.00292044+0.0107624j -0.00397406-0.00900998j 0.000408761-0.00411455j -2.89199e-05-0.00706267j 0.0100727+0.00285265j 0.00535329-0.000553662j 0.00256065-0.000422804j 0.00527623+0.000217903j 0.0136466+0.00013046j 0.00337141+0.0013773j -0.00401972-0.00289775j -0.00359638+0.0128576j -0.00808691+0.00450285j 0.0200495-0.00206994j 0.00687704-0.0277967j 0.00435014-6.37441e-05j -0.00132622-0.0105546j -0.0143754+0.00118165j -0.0129742+0.015744j -0.00221489-0.00334512j 0.00259187+0.0219745j -0.0145657-0.0105835j -0.00261324+0.0223693j 0.00573207+0.00493495j -0.00132396+0.00312979j -0.00262347-0.0128672j -0.0163912+0.007256j -0.0236501-0.012717j -0.00561465-0.00730982j -0.000750798+0.00366184j -0.00467421-0.0177255j 0.00532929-0.00465906j -0.00518368+0.00510062j 0.0113701+0.0146087j -0.0111481+0.00270997j 0.00189033-0.00593428j -0.00558155-0.0162614j 0.00805609+0.00655233j 0.00982058+0.00332482j 0.00178504+0.0111675j 0.011183+0.0126778j 0.00103867-0.0146273j 0.00465321-0.00476704j -0.0015625-0.0100373j 0.0129649+0.0136013j 0.00433352-0.00229133j 0.00731657+0.00338207j 0.00976817-0.00270672j -0.00678829+0.00460562j 0.000931959-0.00165741j -0.0120413-0.00760464j 0.00313684+0.00589926j 0.00852621-0.00266644j 
0.00671761+0.0155961j -0.0135976-0.0118504j -0.00557534-0.006721j -0.0144272-0.00810969j -0.000216425+0.00522937j -0.0180798-0.00449411j -0.00895022+0.00945878j 0.00656498-0.00109037j -0.000389032-0.00394379j -0.00230488+0.00411468j -0.00100901-0.00582196j -0.00354872-0.00338227j -0.00209411+0.00698491j 0.00201359-0.00334023j 0.00525327+0.00354731j -0.00018307-0.0131361j 0.00468564-0.00483954j 0.00616512+0.00447278j -0.00179163+0.00491812j 0.00527364+0.00308039j -0.00419315-0.00566741j 0.000316352+0.00124288j -0.00107144+0.000221042j 0.00983-0.00241123j -0.00142369+0.00338847j -0.00508391-0.00450096j 0.00424987-0.0102642j 0.00351638-0.00676767j -0.00520965+0.00428669j 0.00693729+0.00116957j -0.00865848+0.00194162j -0.00122828-0.0118397j -0.0112502-0.00234258j 0.00766805+0.0215946j -0.00263997-0.00503167j -0.0172514-0.00832449j -0.0135444-0.00321211j 0.000747632+0.00304286j 0.0119384+0.0071017j -0.00234828+0.00890437j -0.00767716+0.00360101j -0.00848266-0.000378349j 0.0176399+0.0160933j -0.0107796+0.00981452j -0.00732836-0.000601265j 0.00356934+0.0110792j -0.00635723-0.00846182j -0.00336627+0.00621492j 0.00230182-0.000189584j -8.61697e-05-0.00474574j -0.000395583-0.00949085j -0.000553655-0.00644813j -0.000591718+0.00656008j 0.00617172-0.00475446j -0.00142112+0.0060765j -0.0066608+0.000676913j 0.00251516+0.000660512j -0.00262629+0.00676805j -0.0113181-0.0139943j -0.00111468-0.00432514j -0.00802561+0.00296156j 0.000222304-0.0103332j -0.0090554+0.0079107j 0.00232201+0.00485384j -0.00744602+0.00144151j 0.00574406-0.00665862j 0.0122645-0.00458677j -0.00262656+0.00795105j -0.010312+0.00258006j -0.00246745-0.0122471j 0.000400999+0.00739431j 0.00811589+0.015042j 
-0.00907021+0.00168709j -0.00236577-0.00363354j -0.00586578+0.0212646j 0.000396829-7.75443e-05j 0.00877693+0.00962337j -0.0124411-0.0076479j -0.0152329-0.0220051j 0.0333298+0.0058727j 0.00319116+0.00612074j 0.00792159-0.0113333j 0.0112898+0.00436713j 0.00413546+0.00142324j 0.00509643-0.0033895j 0.00144515-0.00473595j -0.00761833-0.00704392j 0.00589786-0.00696532j 0.00926089+0.00591019j -0.000747347+0.00586236j -0.0037782+0.0021912j 0.00612228-0.000181995j -0.0018586+0.0039895j -0.0041763-0.00214646j -0.00509606-0.00818311j 0.00756443+0.00334547j 0.00184727+0.00273786j -0.0051459-0.0170161j -0.000954227-0.0105214j 0.00370559-0.00827979j 0.00996489+0.0118256j 0.00743001+0.0155732j -0.00291161-0.0108585j -0.00636421-0.00551445j -0.00795632-0.00794422j -0.000782855+0.00933853j -0.0101917-0.00692612j -0.0086828-0.00796398j -0.0104815+0.000787316j 0.00293098+0.0148894j 0.0132555+0.0116514j 0.0110257+0.00603655j -0.00539351+0.00969399j 0.00664999+0.00421249j 0.00364485+0.003363j -0.0102775-0.00482755j 0.018669+0.0114234j 0.00787744-0.0088275j -0.0124255-0.00978205j -0.00402124+0.00263915j 0.000542744-0.000184409j -0.00807511+0.00106488j 0.00212902+0.0226356j -0.00769091+0.00136689j -0.00194322+0.0102108j -0.00884331-0.00746427j 0.00200612-4.14878e-06j 0.00366754+0.00108064j -2.463e-05+0.00659166j -0.00095483+0.0036414j -0.0027857-0.000188838j 1.40664e-06+0.00439869j 0.0020865-0.000752474j 0.0023819-0.00278498j -0.001306+0.00243126j 0.000126407+0.00235896j 0.00468295+0.00655156j -0.00630009-0.00417379j 0.00773063+0.0019638j -0.00335716-0.00350136j 0.00712916+0.00261533j -0.00230719-0.00258042j -0.00163877-0.00435761j -0.00341528+0.00904258j 
0.00319432+0.00825399j 0.00743206+0.000401716j -0.00863847-0.00409294j -0.000841537+0.0350483j -0.00719334-0.000256566j 0.0244798+0.025081j -0.0177385-0.0106399j 0.00425461-0.0205037j -0.0164147-0.00981508j -0.0149382-0.00965765j 0.00555204+0.00392314j 0.00566809+0.00338621j -0.00900747-0.00309059j 0.00266299+0.0112905j -0.0127554+0.00233354j 0.00246447-0.00486486j 0.00210954-0.0114122j -0.00649311-0.00133376j 0.0030623+0.00649331j -0.00897748+0.00701703j 0.001381+0.0088336j 0.00443963-0.0063775j -0.00328532-0.006481j -0.00251271+0.00765805j -0.00336354-0.000982599j 0.00923064+0.00624145j -0.00193138-0.00111555j 0.00638097+0.0110343j 0.00119886+0.0166346j -0.00592535-0.00590971j -0.00395725-0.00690707j -0.00282553+0.00323526j 0.00489583+0.00835464j -0.00811707-0.000938928j -0.00256198+0.00353206j 0.00780322+0.00421531j 0.00762171-0.015999j -0.0064169-0.0167941j -0.00528793-0.0156393j 0.00613691-0.0139713j -0.00559038-0.00986853j -0.00674045-0.00302928j -0.000547075-0.000992834j -0.00119824+0.00107081j -0.00302472-0.000830902j -0.00522933+0.0048567j 0.00160586+0.00996674j -0.00834646+0.00190987j -0.00296979-0.00414077j -0.00413475+0.00474163j -0.00390278+0.00218315j 0.00123208+0.00462463j 0.00463483-0.00241102j 0.00342205+0.0107736j 0.000653478-0.00675328j -0.000394487+0.00199354j -0.00390294+0.0065995j 0.00461562-0.00394262j 0.00229118+0.0116609j 0.00431412+0.00131535j -0.00586204-0.00648625j 0.00357186+0.00211152j 0.000231639-0.00619276j 0.00132479+0.00846458j -0.000149964+0.00143638j 0.00285848+0.00662863j 0.00114606-0.000520904j 0.00659963+0.0063359j -0.000459928-0.000621293j -0.0105145+0.00395424j 0.0049512-0.00225433j -0.00327826-0.00498514j 
