-0.0035108-0.00324596j 0.00319-0.00409378j 0.00054045-0.00515213j -0.00397718-0.001613j -3.78579e-05-0.00176184j -0.00233735+0.00258335j 0.0045407+0.00225467j -0.000617234-0.00401871j 0.000576035+0.000288197j 0.000190376+0.00134357j 0.00103492+0.00199155j -0.00593475+0.00159837j -0.000719946-0.00408519j 0.00185663+0.00248887j 0.0013682-0.000306214j -0.00121676+0.000164511j -0.000951044+0.00104612j -0.000547775-0.00027462j 0.00213723-0.00260951j -0.00145297-0.000517389j 0.000610813-8.63499e-05j 0.00163246+0.00123875j -0.000340376-0.00418838j 0.00221131+0.000336862j -5.58149e-06+0.00183872j -0.00164911+0.000247288j 0.00117641-0.000437841j 0.000449732+0.00030286j 0.00131781-0.000324545j 0.000203989+0.00144328j -0.00187592+9.81007e-05j -0.000679045-6.09665e-05j 7.30482e-05+0.00110928j -0.000936164-0.000124978j -0.0010232+0.000239639j 0.000500943-0.000484269j -0.00141333-5.5798e-05j 0.000648544+0.00112119j -5.13668e-05-0.000211925j 0.000589351+0.0011757j -0.000641531-6.22822e-05j -0.000271417+0.000848108j 0.000364967-0.000848477j -0.000297993-0.000404566j -0.000558231-0.0005611j 0.000701956+0.000628199j 0.000179416+0.00149704j 6.57788e-05-0.000323176j -0.000604364+0.000412508j 0.000152037+0.00060018j 4.95607e-05-0.00100972j -0.000724671+0.00107009j -0.000200421-0.000385526j 0.000718847-0.000892675j 0.00160213-0.000837603j -8.97789e-05+2.83945e-05j 0.000317171-0.000140389j 0.00312347+0.00330832j 0.00135245-0.00461616j 0.00132479-0.000954494j 0.000947035-0.00186469j 0.0034287+0.00265902j -0.00279442+0.00123366j -0.00184621+0.00270326j 0.00322428-0.000825018j 0.00248372+0.00379178j -0.00144504+0.000409395j -4.29026e-05+0.00361511j 0.00210616-0.00234067j 0.00225994+0.000504349j -0.00059343+0.00144796j 0.00200047-0.00122176j -0.00188303-7.27534e-06j 0.000400712-0.00377663j 0.00349286+0.00274028j 0.010538+0.00532162j 0.00533733-0.0117578j 
0.00231184+0.000260108j 0.0007414-0.00181938j 0.00317685+2.78249e-05j -0.000123613+0.00135506j 0.00123637-0.00247065j 0.00162476-0.00124238j -0.000269728+0.000104848j 0.000435056-0.00309937j -0.00103368-0.000701711j -0.00307071-0.00286486j -0.000449639-0.000386709j 0.000298556-0.000980124j 0.00303594+0.00294686j -0.0023422-0.00012253j -0.00078779-0.000710434j -0.00195722-0.00033276j -0.00312325+0.00302717j 0.00187627+0.00229984j -0.00234962-0.00122884j -0.00233495+0.00344371j -0.00113607+0.000286409j -0.00284761-0.00150509j 0.00192426+0.000357273j 0.00430262-0.00467212j 0.00124387+0.000819582j -0.00040488+0.000868739j -0.0004139+0.00158936j 0.00126625-0.00372058j 0.00778304-0.00109524j 0.000583461+0.000780541j 0.00306551-0.00182408j -0.00358914+0.000305455j -0.00303425+0.00260696j 0.0029908+0.00022126j -0.00132505-0.00132559j 0.00127757-0.000135388j -0.00288961-0.000748776j 0.00405316+7.7775e-05j 6.48157e-05-0.000782583j -0.000647484-0.00315778j 0.000560102-0.00358249j 0.000545672-0.00435768j 0.00387057+0.000854717j -0.00276649+0.00162813j 0.00328057+0.00116669j 0.000191082+0.00127231j -0.00364157+0.00120408j -0.0014832+0.0029976j -0.000690076-0.00176253j 0.00111082+0.0021826j -0.0020218+5.06468e-05j -0.00123561+0.00160263j 0.00246765+0.000899623j 0.0025991-0.000426433j 0.00323833-0.00248035j -7.65936e-05-0.00128079j -0.00124825-3.22091e-05j -0.000343778-0.000294535j 0.00015771-0.000289887j -0.000176764+0.00283027j -0.00327732+0.0018102j 0.00184777-0.00124234j 0.000720667-0.00178876j 0.000691527+0.00168219j -0.00131877+0.00262748j -0.00102222-0.00102075j -1.39318e-05+0.00177804j -0.00151784-0.00202673j -0.000161678-0.00136682j -0.00147096-0.000821566j 0.00147128-0.00122837j -0.00114033+0.00312363j -0.00283659+0.000657258j 0.000484897+0.000731519j 5.51654e-05-0.00094583j 0.000294266-0.00174735j 0.00215017+0.0015355j 
-0.0010221+0.00116689j -0.000869968-0.00154516j -0.000943733+0.00193732j -0.00127142+0.00140221j 0.000205098-0.000579554j 0.0027467-0.000485734j 1.18287e-05-0.00170134j -0.00253673-0.00245721j 0.000893552+0.00211199j -0.00192347-0.00337687j 0.000847621-0.00278676j 0.00225663-0.00209798j 0.00215716+2.36827e-05j 0.00523297-0.00448479j -0.00350107-0.000778997j -0.00204856-0.00184395j 0.00169592-0.00136641j 0.00596049+0.00108513j -0.00842065+0.000526918j 0.00109919-0.000195822j -0.000435719-0.00172632j -0.00435909-0.00289687j 0.000625205+0.00389677j 0.00316698-0.000777435j -0.00217532+0.0063201j -4.18256e-05+0.00190902j -0.00178281-0.00174038j 0.00585962-0.00124176j -0.0069911+0.000605992j 0.0050785+0.00325084j -0.00276088-5.66254e-05j 0.000763099-0.00318718j 0.00302912-0.000764227j 0.00451737+0.00272541j -0.00196065+0.00162154j 0.000929096+0.000870786j -0.00554336+0.00173985j 0.000986028+0.000248272j -0.0050984-0.00169289j -0.00351218-0.000396866j 0.00173066-0.0010869j -0.00397009-0.00132776j -0.0016291+0.00101138j 0.00333453-0.000380392j -0.00178762+0.00130912j -0.00264468+8.14707e-05j 0.00713492-0.000246944j 0.00324539+0.000119388j -0.00517067-0.00457736j 0.00426169+0.003575j 0.00256753-0.000578008j 0.000383425-0.00283717j -0.0024486+0.00287522j -0.00237355-0.0015722j -0.00171489+0.00112646j -0.003474+0.00197566j 0.00276102-0.000315212j 0.00266611+0.000794779j -0.00577521+0.000467442j -0.000877069-0.000761792j 0.000306349-0.00241559j 0.00414912-0.000365069j -0.00465429-0.00352835j 0.00301809+0.00427838j 0.000574214-0.00126012j 0.000512793+0.000212737j -0.000636848+0.00448684j -0.00177114+0.00223301j -0.0010306-0.000970334j -0.00149747+0.00239961j 3.85617e-05+0.00117819j 0.000417065+0.000461324j 0.000224957+0.000254644j -0.000660153-0.00208106j 0.00131524+0.00130175j -0.00140036+0.00125547j 6.53752e-05+0.00118686j 
0.00115004+0.000516141j 0.00159866-0.000401471j 0.00119786-0.000599684j -0.000751434+0.00165638j 0.000836863+4.3019e-05j -0.00253233-0.000884165j -6.91494e-05+0.00108817j 0.000192787+0.00187394j -0.000109134-8.54668e-05j 0.000246737+0.000850608j -0.000659986-0.00052198j -0.00283748+0.000939104j 0.000935693-0.00170873j -0.00187922+0.00481667j 0.00412509+0.00107057j -0.000528649+0.00199973j -0.00380161+0.0021576j 0.00216609+0.00247283j 0.00122295-0.00347064j -0.00025584-0.00053921j 0.00209609+0.000438001j -0.00391785-0.00407409j -0.00278851+0.00478162j -0.0012335-0.000950485j 0.00106089-0.00246442j -0.00167721-0.00116973j 0.000891113-0.000903483j -0.00395929-0.00259576j -0.00611899-0.0116943j 0.00311135+0.00205865j -0.00391138-0.00608071j -0.00100631+0.00156921j 0.00103481+0.0027562j -0.00519796-0.000562363j -0.00372117-0.000582972j -0.00152184+0.00583557j -0.00335965-0.00371437j -0.00225674-0.00147617j 0.00177927+0.00267762j -0.000661042+0.00075088j -0.000361764+0.000746688j -0.00218308-0.00225377j 0.00168725-0.00434105j 0.00252545+0.0030276j -0.000376709+0.00321646j -0.000817399-0.000676141j -0.00208549+0.00387364j -0.00403204+0.000470829j 0.00207969-0.0101428j -0.00413902-0.00246919j 0.000502426-0.00103151j -0.000319892+0.000542908j 9.10319e-05-0.00128519j -0.00118065-0.00393113j -0.000215917-0.00644845j 0.000617031-0.00141853j -0.000263601+0.000695069j -0.000769159-0.00154974j 0.00327509-0.00010518j 0.00228123-0.000530881j 0.00186064+0.00329462j -0.00208231-0.00113793j 0.00187185+0.00134882j -0.000493105-0.00218678j 0.000351109-0.000882214j -0.000132926-0.000607141j -0.000160905-4.3298e-05j 0.00147305-0.00174818j 0.000121663-9.65015e-05j -0.00150358-0.00147085j -0.000618316-0.00132096j -0.000614507+0.00169979j -0.00147648-2.23365e-05j -0.000513997+0.000489072j 0.000552943-0.0013155j 0.00160142-0.00122929j 0.000275309+0.000730396j 
-0.00229373+0.00138086j 9.30439e-05-0.000532868j -0.00205227+0.00060854j -0.000118362+0.000385838j -0.00235693+1.07883e-05j -0.000725865-0.00216266j 0.00223792-0.000891255j -0.0007907+0.00197288j 0.000664688-0.000664556j -0.0013687-0.00205873j 0.000297887-0.00149153j 0.00255881-0.00103486j -0.00247333-0.00121015j 0.000848382-0.00203713j -0.00104163-0.00205279j 0.00298642-0.00223037j 0.00274818+0.000123131j -0.00162304+0.00014579j -0.00127755+0.00177916j 0.000913934-0.00110107j 0.00285531+0.00181707j 0.000834024-0.000852233j 0.00130667-0.000853365j 0.000338917-0.00256077j 0.00210517-0.00182185j -2.96375e-05-0.000353944j 0.00151941+0.00235771j -0.00382278-0.00291933j -0.00240286+0.00418575j 0.00346219+0.000164701j 0.00233317+0.00243868j -0.000593026-0.00279689j -0.00166806+0.00235323j -0.000814697-0.000176862j 0.00191963+3.76811e-05j 0.00195739-0.00175505j 0.00151018+0.0021233j 0.000838295-0.000651671j 0.000962383-0.00303485j -0.00386744-0.00235845j 0.00165673-0.000930657j -0.0010763+0.00134074j -0.00416293+0.00300279j 0.00105686-0.00117092j 0.00208404-0.000216778j 0.00127942-0.000853622j 0.000903541-0.00179482j -0.00297279+0.00220734j -0.002865+0.00450199j 0.00167498+0.000942726j -0.000625724+0.00178434j 0.00545379-0.00166001j 0.00320514+0.0010974j 0.000125998-0.00136935j -0.00420678-0.00209965j -4.41436e-05+0.00278992j 0.00171125+4.13196e-05j 9.77269e-06+0.000459968j 0.000727915+0.000309676j -0.000779714+0.000529322j -0.000328867-0.000650597j 0.00237222+0.000250868j -0.00168281+0.000340898j 4.21084e-05+0.00140288j -0.00155642-0.000408482j 0.000354099-0.00203469j 0.00136062+0.0014812j 0.000179817+0.00230779j -0.0023185+0.000626551j 0.0026841-0.000307912j 0.00172974+0.000474541j 0.00152123-0.00116106j 0.000978355-0.000538195j -0.000156832-0.00174985j 0.000243612+0.000709596j 0.000385758+0.0015395j -0.00124375-6.98595e-05j 
0.000681078-0.000176939j -0.000942652+6.12023e-05j 0.00122649+0.000465582j -0.00081991+0.0022923j -0.000667526+0.000539891j -0.00228345-0.000340182j 0.00127326+0.00100373j -0.000949295+0.000520115j -0.00128203+0.00105337j -0.00275943+0.00209096j 0.00105291-0.0024617j -0.000780993-0.00268063j -0.00203461-0.00168933j -0.00270577+0.00119012j -0.0015349+0.0044056j 0.00317175+0.00456148j 0.000812857-0.00456631j -0.00385979-0.00414942j -0.00314207+0.00042426j 0.00133198+0.00304477j -0.00392989+0.00441649j -0.00296121-0.00406107j -0.00357789-0.00633572j -0.00512533-0.00439098j -0.00193171+0.0034222j -0.00453517-0.00536588j 0.00598223+0.00420946j 0.000256817-0.00254669j 0.00440612-0.00719657j 0.00154422+0.00636617j 0.000174176+0.0020395j -0.00229019-0.000599312j 0.000723023+0.00263886j -0.00229091-0.00852663j 0.00168904-0.000599848j -0.00261273-0.001416j 0.000847635-2.09311e-05j -0.000674299-0.00343281j 0.000264441-0.000168318j -0.00257215+0.0058585j 0.000638087-0.00139882j 0.00438195-0.00164604j -0.00113521-0.00221279j -0.00221181-0.00130592j -0.000821057+0.00284778j 0.00183223-0.00351219j -0.00128757-0.00366479j 0.00384507-0.00524742j 0.00219998+0.00126073j 0.00331689+0.00023056j 0.000989567+7.83248e-05j 0.00132441+0.0027877j -0.00057776+0.00342566j 0.00344253-0.00349763j 0.000642624-0.00038331j -0.00227886-0.00216059j -0.0010696-0.00136039j -0.00188592-0.000579669j -0.00190816-0.000688445j -0.000725638+0.00249116j 0.000252447-0.00193501j 0.00158765-0.000138086j -0.00129165+0.000876711j 0.000291119+0.00104687j 0.000647795+0.00162894j -0.00114255+0.00364855j 0.000464106+0.0025988j 0.000222147+0.00318046j -0.000948504-0.000715719j -0.000919943+0.00124876j -0.00109927-0.00158689j 5.17592e-05+0.00162751j -0.000640616+0.000462213j 0.000800978+0.000151274j 0.000472696+0.00105873j -0.00121204+0.00026373j -0.000172327+0.000135218j 
-0.00129908-0.00105053j 0.000456498+0.0018066j -0.000467198-0.000176592j -0.00198391-0.000725484j 0.00138006+0.000512726j 0.000956382+0.00200319j 0.000456418+0.000930025j 0.00239441+2.60031e-05j 0.000721182-0.00193993j -0.000793572+0.000853184j 0.000854374-0.000764361j 0.00110339+0.00202616j 0.000648334-0.00158645j 0.00161955+0.00225201j 0.000387834-0.000163022j -0.00315035+0.00218232j -0.00177031-0.0032537j 0.00214894-0.00153245j 0.000366961-0.00104519j -0.000406827+0.00115278j 0.00295396+0.00231722j 0.00485224-0.00700105j -0.00339637+0.00278604j -0.00101735+0.00592754j -0.00268497-0.00378267j -0.000569764+0.00097268j 0.000331107-0.00247563j 0.00392085+0.00110891j -0.00654922-0.00214874j 0.000847722+0.00217624j 0.00174834+0.00307507j 0.0036177-0.00318722j -0.000248554+0.00149041j 0.00119436+0.00152727j -0.00324766-0.00128707j -0.000610749+0.000719562j -0.00212648-0.00391719j -0.00126589+0.00278505j -0.00361508+0.000289754j 1.70822e-05-0.000576711j 0.00312093-0.00165278j -0.0010995-0.00150556j -4.30264e-05-0.000203898j 0.00184922-0.00239824j -0.00276482-0.000934189j 0.000455643+0.0011335j 0.00259829+0.00196236j -0.00139372-0.000991315j 0.000670152-0.00463322j -0.00322009+0.000422468j 0.000184481-0.00123421j 0.000455298+0.00193268j -0.00326683-0.000419026j -0.00188302+0.00120762j 0.000869699-0.000101115j 0.00648137-0.00284808j 0.00330589+0.000899765j 0.000649459-0.000397126j 0.000188732-0.00131582j 0.00212071-0.000867107j 0.00241394-0.00173579j -0.00186156+0.00107301j 0.00178502-0.00163072j -0.00106082+0.000804704j 0.000116021+0.00143818j -0.00118235-0.000117194j -0.00220662-0.000662505j -1.16945e-05-0.00153141j -5.41331e-05+0.000466201j -0.00184356+0.000858745j -0.000155975+0.000557103j -0.000582341-6.53563e-05j 0.000148303-0.000119907j 0.000463496+0.000239742j 0.000702812-0.000788053j -0.00109742+0.000560951j -0.0016766+0.00066962j 
-0.000218546+0.000910165j -0.000279589-0.000633051j 0.00111143+0.00128573j -0.000100626+0.000880792j 0.000636775-0.00122725j -0.00174243-0.00098624j -0.000353773-0.00085491j -0.00247345-0.000724094j 0.000975121-0.00010821j -0.000942927+0.0012189j 0.00119102+0.000435351j -0.00200809-0.00291726j 0.00289337+0.00247022j 0.00224155-0.00350123j -0.00130121+0.00302096j -0.00255618-0.0016716j 0.00131639-0.000572965j 0.00405576-0.00320427j 5.30306e-05-0.00233178j -0.00114363-0.00914326j -0.0028401-0.00471411j 0.00234055+0.00292405j -0.00229954+0.00507231j -0.00252338+0.00409164j -0.000158321+0.0105954j 0.00153563-0.00357688j -0.000385868-0.00214665j -0.0025965-0.00130585j -0.00156537+0.00828203j 0.00385256+0.00606123j -0.00182326-0.00165826j 0.00129443+0.00087722j 0.00149658-0.000720595j 0.00122247+0.00289398j -0.000139698+0.00130267j 0.000790162+0.00382543j -0.00377309+0.00357753j -0.00377674+0.000483077j -0.00177237+0.00259246j -0.00370566-0.00025626j -0.000797314-0.00141038j 0.000494321+0.00332068j -0.000572204+0.000896008j 0.0031368-0.00304232j 0.000594029+0.000876709j -0.00178422+0.00218484j 0.000611307+0.000456969j 0.00491444-0.00530981j 1.57451e-05+0.00132769j -0.00241059-0.000233084j 0.00154814+0.000250291j -0.00167344+0.00281415j -0.00503907+0.00591456j -0.00336828-0.000404575j -0.00120738-0.000963126j 0.00156164-0.0012262j 0.00154311-0.000340774j -0.00346839+0.00515885j -0.00106218+0.0023584j 0.00145516+0.00106072j 0.0024568-0.0019935j 0.000745203+0.000829359j -1.47429e-05-0.00103155j -0.000438689+0.000783338j 0.00396907-0.00281137j -0.00315104+0.00180894j -0.000470362+0.00130953j 0.000853409+0.00035473j -0.000579471+0.00139715j -0.00174392+0.00119831j -0.000402294+0.00039148j -0.000545511+0.00022452j 8.45755e-05+0.000182631j -0.000226442+0.000687175j -0.00062285-9.97789e-06j 0.000765608+0.000912246j -0.000200387-0.000501377j 
2.87248e-05-0.00167301j -0.00133074-0.00202053j 0.00255633+0.00123766j -0.000994268+0.000974241j 0.00402696-0.00111763j -0.000907859+0.00100676j 0.000362133+0.000253968j 0.00421445+0.000558168j 0.000390048+0.0022847j -0.00102659-0.0019157j 0.00145978+0.0015286j -0.000643545-0.000716449j -0.00277299-0.000311141j -2.65621e-05-0.00049621j -0.00301006-0.00167435j 0.00262424+0.000601956j 0.00339756+0.00334397j -0.00310388-0.000110347j -0.0060393-0.00455907j -0.001454-0.00197807j -0.00551153-0.0054685j 0.00356193+0.00209221j 0.000255072-0.00232527j -0.00431783-0.00405981j -0.00193844-0.00153318j -0.00467566-0.00513692j 0.00294107+0.00379825j 0.00555108+0.00344554j -0.00625245+0.00250159j -0.00188413-0.000190667j -0.000708816-0.00254207j 0.00348522+0.00229609j -0.00135601-0.000291366j -0.00244225-0.00175412j 0.00175747+0.00261211j 0.000484867+0.00178409j 0.00117123+0.00196152j -0.00126657-0.00125621j -0.00157426-0.00122392j 0.00125049-0.00189104j 0.00420233+0.0037901j 0.00144317+0.00451067j -0.00481959-0.00405969j 0.000678-0.000661314j 0.000848705+0.00177388j 0.00140231-0.000839556j 0.00200203+0.00128826j -0.000508202+0.00506175j -0.00433192-0.000763942j -0.00123734+0.0019568j -0.00200962-0.00120578j 3.3111e-05+0.00359776j -0.00110324-0.000644969j -7.40083e-05+0.00210418j 0.00190674+0.000407347j 0.00332281-0.00247967j -0.00104646+0.000670386j 0.00135054-0.00099548j 0.000591903-0.00495732j -0.000479136-0.00111067j -0.00120633-0.00147924j -0.00144122+0.000474203j 0.00127486-0.000635831j -0.00118018+0.00178786j -0.000916996+0.00127527j 0.0010576+0.000811817j -0.000570552-0.000670579j 0.00118489-0.000610581j -0.000532247-0.000246704j -0.00239523+0.000137278j -0.000717938-0.000749367j 0.000377814+0.00106151j -0.00248569-0.000441465j 0.00138764+0.00145938j 0.00265869-7.24096e-05j -0.00192479-0.00138767j 0.000528703+0.00100015j 
0.000381507+0.000902287j 0.0023856+0.000294146j 3.32365e-05+0.000818323j -0.000730077+0.000971738j -0.000833846+2.97721e-05j -0.000460433+0.000688346j 0.00262186+0.000506696j 0.00104495+0.000223169j -2.46085e-05-0.00186052j 0.00420647-0.000131593j 0.0060828-0.000369821j -0.000644338-0.000860649j -0.000866225-0.00170707j -0.00245102+0.000912722j 0.00264369+0.00262036j -0.0062587+0.00279812j 0.000936928+0.000602453j 0.00172314-0.00372477j 0.00518831-0.000130833j -0.00110302+0.00283484j -0.000306369+0.000784589j 0.00338036-0.00484339j 0.00362564-0.00315183j 0.00372258-0.000902388j 0.00174738-0.00443844j 0.00482771-0.00392236j -0.000311055+0.0034518j -0.00485273+0.00248958j 0.00218713+0.00799429j -5.62816e-05+0.00212975j -0.00113121+0.000337269j -0.00259863-0.004304j -0.00217111+0.00527278j 0.00750775-0.00478692j 0.00151838-7.35626e-06j 0.00335142-0.00548836j -0.00149172-0.00301275j 0.00507937+0.00263907j 0.00862663-0.00290686j -0.00282712-0.00342829j 0.000764641-0.00185791j 0.00734239-0.00166993j -0.000567074+0.000266263j -0.00467707-0.00228689j -0.00155338+0.00105915j 0.00446864+1.10135e-05j 0.00021432-0.00164137j 0.00176942+0.00181005j -0.00365196+0.00406561j -0.00617983-0.00243576j -0.0024855-0.00221071j 0.00468253+0.000776719j -0.00291926+6.13182e-05j 0.000659053+0.000300252j 0.00457337+0.00130785j 0.00866902-0.00621568j 0.00218936-0.00135043j 0.000855118-0.000127056j 0.00660546-0.00138081j -0.00191711+0.000527871j 0.000350079-0.00151964j -0.00258034+0.00171525j 1.75099e-05-0.00477824j -0.00391008-0.00108431j 0.00128795+0.00200412j -0.00341717+0.00365863j 0.000937786-0.000520864j 0.00149727-0.00232781j 0.00170625+0.000280984j 0.000287528-0.000779173j 0.00107046+0.00097353j -0.00106533+0.00107784j -0.000163687-0.00241857j 0.00140304+0.000392307j -0.00120337+0.000465327j 0.000624148+0.000203243j -0.00110843+0.00173954j 
0.00311816-0.00114154j -3.76997e-05-0.00208853j -0.000153987-0.000805179j 0.00182635+0.000148916j 0.000210375+0.00130114j 0.000653964+0.000252271j -0.00105435-0.00049023j 0.00346174+0.000295122j -0.00248306+0.00321377j 0.00206729+0.000644591j 0.00495721-0.000766524j -0.00148545+0.00194559j 0.00303926-0.00249457j 0.00155817-0.00438851j 0.000607501-0.00150337j -0.00102438+0.00259351j -0.000555073+0.00168295j 0.0012011-0.00201878j 0.000129761-0.00115075j 0.00198325+0.00103585j 0.00385135-0.00229653j 0.00418397+0.00138184j -0.00133345-0.000224886j -0.000356691-0.00578448j -0.00236428+0.00101677j 0.00354822+0.00106063j 0.0047366+0.00175553j 0.00151929+0.00217848j 0.00441591-0.00631101j 0.00422346-0.00139072j 0.00221897-0.00253139j -0.00286013+0.00357284j 0.00265997-0.00198038j 0.00346682-0.00265253j -0.00137083+0.00214304j 0.00134109-0.000242103j -0.00223235+0.00304349j 0.000715428-0.00191276j 0.00390795-0.000860561j 0.00100872+0.00267721j 0.000453632+0.00206308j 0.00461861-0.000727964j 0.00544007-0.00370822j -0.00388121+0.00248041j -0.000946038+0.00159599j -0.00351017+0.00232898j 0.00285648+0.000883996j 0.00223505+0.000349555j 0.00971413-0.00135821j -0.00113591-0.00207254j 0.00106121+0.00213868j 0.00159414-0.0034759j -0.00322443+0.00024864j -0.00324927-0.00142144j 0.00220197-0.00166043j -0.00277132+0.00607008j 0.00402022+0.000185965j -0.00035838-0.0011668j -0.00754518-0.0024116j 0.00237512-0.00140046j 0.00117365+0.000409839j 0.00361373-0.000348733j -0.00171381+0.00316608j 0.00261655-5.44178e-05j 0.000334364-0.00336026j 0.000325411+0.00134106j 0.000871499-0.000275155j 4.61921e-05+0.000324362j 0.00233688+0.000476033j -0.00241934-0.00115422j 0.000592697+0.00241193j 0.00380559+0.00132782j -0.00121232-0.000334842j -0.000742055+0.00114859j -0.000414309+0.000405038j -4.52039e-05-0.000926411j 0.0036529-0.00038927j 
-0.00136463-0.000244657j -0.000370307+0.00151638j -0.00229545+7.52624e-05j -0.000209992+0.000503543j -0.00109448-0.000770414j -0.000656497+0.000994023j 0.00188339+0.000669786j 0.00470218-0.000955268j -0.00237179-0.000750131j 9.1653e-05-0.0009691j 0.00131359-0.000983549j 0.00258854+0.00115956j -0.00637209+0.002448j 0.0021712+0.0028146j -0.000624481-0.00302117j 0.00526168+0.00073403j 0.000136217-0.00129539j -0.00147355+0.00291125j -0.00138988-0.00456601j -0.00170579-0.00251868j 0.00949534+0.00182022j -0.00904424-0.00593546j 0.00129256-0.000787721j 0.00279869+0.00717348j -0.00162037+0.00239635j 0.00460841+0.00534238j 0.00471334-0.00422403j 0.00194876+0.000345003j 0.00395701-0.00263716j 0.000334198-0.00124486j 0.00385063-0.00203969j 0.00171179+0.00252043j 0.0011874-0.00124674j -0.00253394+0.00357671j 5.19181e-05-0.00179273j -0.000363829+0.00604171j -0.000339225+0.000372116j -0.00011253+0.000323629j 0.00355993+0.00261303j 0.00107167-0.000754864j -0.00311693-0.00354999j 0.00356242-0.000505948j 0.00190983+0.00273779j -0.00408846-0.000584053j 0.00128011+0.0020935j 0.000679729-0.00174003j -0.00482939+0.000864204j 0.00115258+0.00356301j 0.00513701-0.0043182j 0.000223615+0.00465335j -0.00232454+0.00318493j 0.00259081-0.00502115j -0.000241518+0.00433042j 0.00116128+0.00177214j -0.00240236+0.00321275j -0.00453029-0.00323267j -0.000195578-0.00209885j 0.001668-9.54623e-05j -0.00310267-0.00464168j 0.00358904+0.00242528j 0.000706521-0.000361119j 0.00177193+0.0045315j 0.000894273+0.000299814j 0.000537794+0.00189962j 0.000123959-0.00115906j 0.000115541+6.94264e-05j -0.00198566-0.00165071j -0.000569586+0.000599025j 0.00137627+0.0020014j -0.00300258-0.00051411j -0.000367226+0.00108808j 0.000767792+0.000736321j -3.42945e-05+0.000918285j 0.00101814-0.0016836j 0.000467086-0.000176337j -0.000993067+0.00109407j -0.0012572+0.000918024j 
0.000973246+0.000786214j -0.0005443-0.00153941j 0.000109389+0.00147817j -0.000340412+0.000217518j 0.000467383+0.00103873j 0.00199354-8.59942e-05j -7.70703e-05-0.00225992j -0.00176873-0.0023253j -0.00252228+4.64884e-05j -0.00147383-0.000860381j -0.00166332-0.00089031j 0.000630979-0.000968478j 0.00318761+0.000797352j -0.00223883-0.000546605j -0.000549498+0.00147849j 0.00160429-0.00289208j -0.00333817-0.00143494j 0.000506447-0.00150107j -0.00220345+0.00208719j -0.00154084+0.00378731j -0.00348493+0.00047813j 0.00376515-0.000647935j 0.00134192-0.00206208j -0.00112564+5.24738e-05j -0.00229368-0.00257881j -0.00594359+0.000158899j -8.72982e-05+0.00169075j 0.00145416+0.000965819j -0.00054906-0.00320254j -0.000480373+0.00152101j -0.00521657+0.00197542j -0.000928136-0.00356118j -0.00046698+0.000175181j -0.00135529+0.00270395j -0.000571969-0.000313501j 0.00186517-0.00115219j 0.00217435-0.000553754j -0.00223581+0.000160397j 0.000834875+0.000759948j 0.00394085+0.00184265j 0.00285061+0.00324082j -0.00118578-0.000828312j -0.000447595+0.000374787j 0.000863615+0.000801772j -0.00147033-0.0036792j -0.00169428-0.0010538j -8.47474e-05-0.00132511j -0.000717918-0.00399423j 0.00136912-0.00286275j 0.0017048-0.00145802j 0.00146079+0.00116052j 0.00110415+0.00119998j -0.000211059-0.00238573j 0.00147899-0.00166213j -0.00497432-0.00243858j -0.00291713+0.00108061j 0.00132727-0.000563127j 0.00285739-0.000773247j -0.000919556+0.00129498j 0.000534536-0.00125556j 0.00180479+0.000490292j 0.00179146+0.00213756j 0.00204799-0.000609274j 0.000559964-0.00071452j -0.00213007+0.00120291j -0.000974004-0.00108565j -0.0001421+0.00137048j -0.000912112-0.000138015j 0.000159519-0.00108253j -0.00157142+0.000196426j 0.00195717+0.000286179j 0.000730953+0.000183628j -4.55832e-05-0.001072j -0.000995298+0.000341657j 7.79409e-05+0.000651553j 0.00069768-0.000325646j 0.00067896+4.76794e-05j 
