-0.0035108-0.00324596j 0.00319-0.00409378j 0.00054045-0.00515213j -0.00397718-0.001613j -3.78579e-05-0.00176184j -0.00233735+0.00258335j 0.0045407+0.00225467j -0.000617234-0.00401871j 0.000576035+0.000288197j 0.000190376+0.00134357j 0.00103492+0.00199155j -0.00593475+0.00159837j -0.000719946-0.00408519j 0.00185663+0.00248887j 0.0013682-0.000306214j -0.00121676+0.000164511j -0.000951044+0.00104612j -0.000547775-0.00027462j 0.00213723-0.00260951j -0.00145297-0.000517389j 0.000610813-8.63499e-05j 0.00163246+0.00123875j -0.000340376-0.00418838j 0.00221131+0.000336862j -5.58149e-06+0.00183872j -0.00164911+0.000247288j 0.00117641-0.000437841j 0.000449732+0.00030286j 0.00131781-0.000324545j 0.000203989+0.00144328j -0.00187592+9.81007e-05j -0.000679045-6.09665e-05j 7.30482e-05+0.00110928j -0.000936164-0.000124978j -0.0010232+0.000239639j 0.000500943-0.000484269j -0.00141333-5.5798e-05j 0.000648544+0.00112119j -5.13668e-05-0.000211925j 0.000589351+0.0011757j -0.000641531-6.22822e-05j -0.000271417+0.000848108j 0.000364967-0.000848477j -0.000297993-0.000404566j -0.000558231-0.0005611j 0.000701956+0.000628199j 0.000179416+0.00149704j 6.57788e-05-0.000323176j -0.000604364+0.000412508j 0.000152037+0.00060018j 4.95607e-05-0.00100972j -0.000724671+0.00107009j -0.000200421-0.000385526j 0.000718847-0.000892675j 0.00160213-0.000837603j -8.97789e-05+2.83945e-05j 0.000317171-0.000140389j 0.00312347+0.00330832j 0.00135245-0.00461616j 0.00132479-0.000954494j 0.000947035-0.00186469j 0.0034287+0.00265902j -0.00279442+0.00123366j -0.00184621+0.00270326j 0.00322428-0.000825018j 0.00248372+0.00379178j -0.00144504+0.000409395j -4.29026e-05+0.00361511j 0.00210616-0.00234067j 0.00225994+0.000504349j -0.00059343+0.00144796j 0.00200047-0.00122176j -0.00188303-7.27534e-06j 0.000400712-0.00377663j 0.00349286+0.00274028j 0.010538+0.00532162j 0.00533733-0.0117578j 
-0.00203188-0.0017876j -0.00120198+0.000298612j -0.00105553-0.000293956j 0.00164482-0.000885005j 0.000419463-0.00261888j 0.000916804-0.00162797j -0.000291031+0.00190751j -0.000648141-0.00221817j 0.00309105-2.94333e-05j 0.000328778-0.00108261j 0.000988799-0.000306863j 0.00177861-0.000343472j -0.000947106-0.00288788j 0.000255125-0.00115661j -0.00162949+0.000108053j -0.000976182-0.00157044j -0.0023998+0.00258405j -0.00149894+2.27682e-05j -0.000522057+0.00418272j 0.00472217+0.00113529j 0.00298946+0.00145194j 0.00422175+0.00103229j 0.000937635+0.00168274j 0.00211851-0.00457423j 0.00475832-0.00182022j -0.00180791+0.003564j 0.00299896-0.00141386j -0.00194472+0.00160922j -2.58767e-05+0.00237157j 0.00116528-0.000102931j 0.00451504+0.000611463j 0.000390864-0.00212024j 0.00100255+0.000426918j 0.0016568-0.0035055j -0.00500499-0.000583559j 0.00695037+0.00329157j 0.00218271-0.000850061j 0.000736162-0.00401549j 0.00108177-0.000113675j -0.00106892+0.00328104j 0.0017572-0.00127909j -0.00587273-0.00321746j -0.000237442-0.000196384j 0.00392551+0.00391357j -0.00093373+1.33913e-05j 0.0129918+0.000111041j 0.0013567+0.000619166j -5.48085e-05-0.00488605j 0.00192241-0.000750123j 0.00245382+0.00259567j -0.000188685-0.00598776j 0.000756161-0.0029257j -0.00149194-0.00499409j -0.00219322+0.000654781j 0.00317885-0.000307195j -0.00652942+0.000519873j -0.000968281-0.00158893j 0.00236194-0.00361038j 0.000472325+0.00445007j -0.000656206+0.00139995j 0.000241078+0.00427395j -0.00747183-0.00154224j -7.75195e-05-0.00129856j -0.00661157-0.00530173j 0.000760772+0.000704256j -0.00180761-0.00279515j 0.000128577-0.00226766j 0.00163841-5.71536e-05j 0.000874906+0.000543525j -0.00186893+0.00215656j -0.00441503-0.00187933j -0.00107887+0.00253497j -0.000534767+0.0020905j 0.000402594-9.43934e-06j 0.000933376-0.000246718j -0.00328456-0.000392629j -0.00148169-0.000235341j 
-0.000646354-0.00118356j 4.22072e-05-0.00069612j 0.000180885+0.000334869j 0.00132293+7.41554e-05j 2.3598e-05+0.00121907j 0.00288461-0.000242617j -0.000781136-0.000459766j 0.00149225+0.0014325j -0.00103944+0.000497289j 9.76156e-05+0.000746018j 0.000773704+0.000624318j 0.00058616+0.00145448j 0.00184926-0.000982511j -0.000771614-0.000669876j 0.00109007-0.00160295j 0.00181935-0.000536988j -0.000837344-0.000297609j -0.000445895+0.000163294j -0.00484754+0.000855526j 0.00213506-0.000330299j -0.000898767+0.000313595j -0.000184538-0.000725577j -0.000894756+0.00540787j 0.00167685-0.00245682j -0.0010963+0.000296413j -0.00025811-0.00184778j -0.00151837-0.000853147j 0.00163091-0.00206686j -0.000631805+0.000714932j 0.00412947-0.00316814j 0.00227671-0.00110236j 0.000719998+0.00324239j -0.00110629+0.00110756j 0.0018797+0.000282024j -0.00413847+0.00107653j 0.00135892+0.00171484j 0.00345958+0.00345691j 0.000838932+0.0114652j 0.00439821-0.00154836j -0.00617776+0.00366307j 0.00604766-0.00106813j 0.000777751+0.00145371j 0.00333578+0.000698546j 0.00130191-0.00248261j -1.05241e-05-0.000678122j 0.00600519+0.000209842j -0.000376541-0.00158587j -0.0045826-0.000632516j -7.32411e-05+0.00697652j -0.00226892-0.00172679j 0.00635796+0.000102067j 0.00204261-0.00184125j -0.00225574-0.0061325j 0.00497366+0.00702822j 0.00218504+0.00441953j -0.00192768-0.0060199j 0.00556878+0.00178043j 0.00228811+0.000434706j -0.00440785-0.000666542j -0.00389502+0.00458183j -0.00118398+0.00185047j 0.00241419+0.00019992j 0.0022801+0.00573045j -0.00281487+0.00253211j -0.00125013-0.00396199j 0.00184508+0.00131425j 0.00120421-0.000610101j -0.0012348+0.000942237j -0.00226187+0.00274133j 0.000328513+0.0016036j 0.00216243+0.00184305j 0.00156799+0.000884323j -0.00270007+0.0009806j 0.0017722+0.0027601j -0.000682998+0.000108633j -0.000949312+0.00139283j 0.00187045+0.000484887j 
-0.00276735+0.000672177j 0.000644221-0.000778415j -0.00120271-0.000215795j -0.00122265-8.00287e-05j -0.00133375-0.000630993j -0.00208378-0.00150931j -0.00194133+2.12767e-05j -0.00178943+0.000235376j -0.000566737-0.000474891j -0.000444212-0.000113005j 0.00199989-0.000262289j 0.00285057+0.000688793j -0.00208955-0.00238487j 0.00224128-0.000871546j -0.00332084-0.00133873j -0.00242457-0.000136224j 0.00184324-0.000550553j -0.00373167-0.000606059j -5.83616e-05+0.00316346j 0.00230819+0.000594091j -0.000141714+0.00179833j -0.0017066+0.00203351j 0.000302569+0.000664858j -0.00316386-0.00275556j -0.00163301-0.000694208j -0.000284294+6.88289e-05j -0.00734785+0.000230693j -0.00297285-0.00255732j -0.00498793+0.00155562j 0.000273684-0.001442j -0.00397212+0.00218207j -0.00512039-0.0017729j -0.0057734+0.000412547j -0.000936651-0.000867384j 0.00490656-0.00150259j -0.00645393+0.00578631j -0.00159495+0.0043025j -0.00186303+0.00481447j -0.0024693-0.00290638j -0.00270624+0.00238931j 0.000406482+0.000699642j 0.00124942-0.00414655j 0.000114188-0.000956592j -0.00823655-0.00104153j 0.00567304+0.00367464j -0.00758811-0.00282737j 0.000195281+0.00143752j 0.00468668+8.18056e-05j 0.0026534+0.00259944j -0.00498688+0.00163936j 0.00321922+0.00314859j 0.00545062-0.00683137j 0.00634531-0.00236056j 0.00354676+0.000551084j -0.00220881+0.00376333j 0.000636745-0.000393729j 0.00576634-0.00111672j 0.00195878-0.003681j -0.00275873+0.00323533j 0.00410116+0.00225781j 0.00269515-0.00149999j -1.33871e-05-0.00175894j 0.00165215+0.000249061j 0.0041217-0.00290289j 0.000718353+0.000249022j 0.0027883-0.000226542j -0.000272836-0.00197223j 0.00126565+0.00291768j 0.00302262+0.00336673j 0.00242123+0.00195091j 0.00120142-0.0016511j 0.00236538-0.000369206j 0.00347506+0.0012188j -0.000684913+0.000459651j -0.000984483-0.000947974j 0.00134056+0.000484878j 0.00124858+5.85855e-05j 
-0.00151613-2.0257e-05j 0.00127795-7.18381e-05j -0.00137549-0.000406262j -0.00140221+0.00111443j -0.00150119-0.00078066j 0.00153065+0.000224449j -1.59405e-05-0.000209268j -0.00369383-0.000172671j -0.000650644-0.000413308j 0.00247986-0.00161296j 0.00252376+0.000262798j -0.000612334+0.000157455j 4.63048e-05+0.000871501j -0.000122549+0.00145806j -0.00103128+0.00151479j 0.00215747+0.000727619j 0.00079544-0.000960054j 0.000433519+0.00390173j -0.0010597+0.00126917j 0.00164889+0.000233084j -0.00108002+0.00021677j -0.00292519+0.000304714j -0.00189329-0.000344715j -0.0012965+0.00144599j 0.00401338+0.000969392j 0.00269297-0.00153624j -0.00651272+0.00238201j -0.00363348+0.000719957j 0.00144439-0.00274768j -0.000172151-0.000516469j -0.0046348-0.000451917j -0.000933148+0.00486595j 0.00127018-0.00167956j -0.0071124-0.00122421j -0.0019375+0.00111009j -0.000422906+0.000224012j -0.00180672+0.00143449j -0.000414516+0.00919546j -9.1607e-05-0.00101212j 7.75713e-05-0.002221j 0.00542161+0.00410123j 0.00254047+0.00575721j -0.00276058-0.00118557j -0.00324454+0.00342524j 0.00787801+0.00123872j -0.000670737-0.00128043j 0.0097609-0.004828j -0.00238935-0.000531106j -0.0021974+0.00278437j 0.00328595-0.00156011j 0.0006652+0.00550682j -0.00656274-0.00351607j -0.000317809-0.00213638j 0.00049605-0.00333478j 0.00107452+0.00335219j 0.000544342-0.00142113j -0.0020677-0.00079831j -0.000766869-0.0060281j 0.00327591-0.00364746j -0.0014684+0.00226127j -0.000564388+2.59068e-05j 0.000118758+0.00518328j -0.00133234-0.00151725j -0.000908292+0.000927805j -0.00169874-0.00389944j 0.00371785-0.00020881j -0.00429048-0.000398655j -0.000951815-0.00259408j -0.000153005-0.0018115j 0.00218928+0.000313355j -1.79116e-05+0.00409781j 0.000948006-0.00134915j 0.000748678+9.87506e-06j 0.00167508-0.00158549j 0.000614056-0.0016414j -0.00161186+0.00017339j -0.000536432-0.000341356j 
-0.000232757-0.00067467j -0.00131717+0.00134799j -0.00190917-0.000210377j -0.000136598-0.00035685j 0.000362034-0.00185858j -0.00153899+5.42764e-05j -0.00170831+0.00242991j 0.000114428-0.00110777j -0.00138293-0.0013269j -4.33772e-05+0.00236096j -0.000295733+0.00288036j 0.000728139+0.000871493j 0.00105637-0.00318779j 5.88865e-06-0.000465963j -0.00154089+0.00039702j 0.000416139+3.26076e-05j 0.00094268+0.00182113j 0.0002166-0.000289626j -0.000371796-0.000208659j 0.000873828-0.00132212j 0.000140021+0.000316376j -0.00154616+0.00112221j 0.00174364-0.00322846j -0.000734388-0.00556673j 0.00181105-0.000668771j 0.000427147+0.0033936j 3.01386e-05+0.000654012j 0.000464829+0.00210662j 0.000281884+0.00297327j -0.00234435-0.00115131j -0.00169792-0.00032686j -0.00214277-0.00513352j -0.000385509+0.000183137j -0.00636218+0.00105793j -0.00357414+0.00163563j 0.000208312+0.00345273j -0.00221577+0.000577105j -0.000344771+0.000984489j -0.00128592+0.00113425j -0.00180912+0.000135281j 0.00275072-0.00572218j 0.00212665-0.00630721j 0.000694076+0.00132323j 2.48071e-06+0.00344547j -0.000822349+0.00588398j -0.00577385-0.00321433j 0.00316986+0.00598563j -0.0056299+0.000658557j -0.00311547+0.00317682j 0.00492921-0.00655965j 0.00337578-0.00599945j -0.00142095-0.00239293j -0.00665126-0.000119169j 0.00194304+0.00402698j 0.000847888+0.00406261j 0.00415686-0.00144786j -0.000843956+0.00422704j 0.00555138-0.0027335j 0.000960761+0.00844376j -0.000424253+1.8276e-05j -0.00318457+0.00438324j 0.00465499-0.00113496j -0.000341118+0.000103392j -0.000465737-0.00132983j 0.00167733+0.00299149j 0.00133849+0.000834226j -0.000540239-0.00670304j 0.00304417-0.00307077j 0.00251979+0.00174393j 0.00172464+0.0026186j 4.19505e-05-0.00508203j -0.00145545+0.00061778j -0.00104339+0.000781003j 0.00252209+0.00170319j 0.00451654+0.00106586j -6.84079e-06-0.00253872j 0.000506511+2.76637e-05j 
0.00160312+0.00082286j 0.00181808+0.000440926j 0.00151374+0.00155987j -0.00122516+0.000599933j 6.75772e-05+0.00109164j -0.00262511+0.000262088j 3.53026e-05+0.000655532j 0.000276701+0.00151479j 0.00109607-0.000425579j -0.00260722-0.00206577j 0.00213713-0.00168448j 9.89565e-05-0.000169178j 0.000527159-2.99845e-05j 0.00154303-0.000311358j -0.00305462-0.000982189j -0.0019578+0.000301471j -0.000648307-0.00140474j 0.00146015+0.00172871j 0.00405955+0.00140626j -0.00196625-0.000828621j -0.00100896-0.000638144j 0.00131303-8.33607e-05j -0.00309895+0.000735191j -0.0011807-0.00048081j -0.00196982-0.000492045j -0.000315607-0.00285949j 0.00215488+0.0024074j -0.00143667-0.00440589j 0.00255546-0.0042624j 0.00282186-0.000582404j -0.00177667+0.000960181j 0.00124656-0.000898527j -0.00127628-0.000442417j 0.0024591+1.22195e-05j 0.00408691-5.92241e-07j 0.000386612-0.00207835j -0.00763787-0.000593133j -0.000633781+0.00334099j -0.00223565-0.000820193j 0.00307936-0.00308792j -0.00204803+0.00136818j -0.00324101+0.00431993j -0.00551108-0.000396494j -0.00345872-0.0011073j 0.00378285-0.000851121j -0.00508551-5.09323e-05j -0.00280316-0.000520283j -0.00290921+0.00282198j -0.00206037+0.00381533j -0.00112896-0.00301693j 0.00317813-0.000472519j 0.00143583+0.00520992j 0.00119762+0.00143822j -0.00443953-0.00348124j -0.00508326-0.00232801j -0.00238399-0.000421092j -0.00402748+0.00234914j -0.000413324-0.00105583j 0.00509902-0.000534494j 0.00361365+0.00132383j -0.0044315-0.00122384j 0.00375855-0.0001341j 0.000616373-0.000879752j 0.0026657+0.00313359j -0.00282032-0.00128471j -0.00384595-0.00348116j 0.000144846+0.00146987j 0.00255439+0.00245228j 0.00317743+0.000153141j 0.000230762-0.00196661j 0.00132685+0.000144778j -0.00438104-0.000359417j -0.000648355-0.000159481j 0.000473173-0.00268812j 0.0019272+0.000226449j 0.00206704+0.000604088j -0.00141712+0.00112188j 
-7.91787e-05+0.000350087j -0.000256206-0.00142168j -0.000977192-0.00185895j 0.00122653+0.00142893j -0.00159512-0.000964451j 0.000425189+0.00043438j 0.00111539+0.000365733j 0.00113909+0.00125619j 2.21046e-05-0.00196631j -0.000401571+0.000689244j 0.000483352+0.00195867j -0.00138215-0.000611776j 0.00146688-0.00263436j -5.10017e-06+0.00113669j 0.00143612+0.00149277j -0.0012068-0.002291j -0.000507995-0.000410083j -0.00133095-0.000638897j -0.00271343-0.000790061j 0.00166021+0.00280732j 0.00420831+0.00336789j 0.00222528+0.00535721j 0.00329457+0.000365237j 0.000184172+0.0019378j 0.00320003+0.0023759j 0.00101717-0.000615575j 0.00122066+0.000926145j 0.000793785+0.00725777j -0.00305567+0.00123993j -0.000135768-0.00077361j -0.00597369+0.00329286j -0.00336461-0.00195271j -0.00368057-0.00420878j -0.00485924+0.00138043j 0.00153397+0.00140613j -0.00153704+0.000776968j 0.00431155+0.00107898j 0.00239897-0.000323649j 0.00281367-0.00152058j -0.00336156-0.00239446j -0.00340887-0.000963014j -0.00267435-0.00525115j 0.000217608+0.00455654j 0.00695524-0.00428819j -0.00397536+0.00139056j 0.00295955-0.00644682j -0.00244838-0.00326303j 0.00721732+0.00465436j 0.00172101+0.000763499j 0.00556061+0.000588562j 0.00699178+0.00537645j -0.000191324+0.00415096j 0.00334051+0.000954176j -0.00399598-0.000491712j 0.00278356+0.00194059j 0.00219699+0.000677694j -0.000104719+0.00212237j 4.95733e-05+0.00269178j 0.00116831-0.00510589j -0.00298572+0.00547667j 0.00412435-0.00481893j -0.0053204-0.00320489j 0.00179866+0.000651765j -0.00655508-0.00167112j 0.00389666+0.00428304j -0.00101524+0.000356571j 0.00201285+0.0019549j -0.00173993-0.000974058j -0.00138527+0.00214604j 0.00116352+0.00140929j -0.00118842+0.000182308j 0.000850603-0.00116082j -0.00185166-0.000132704j 0.000124544-0.000529205j -0.000421366+0.000254438j -0.00265474+0.000238564j 0.00170944+0.000799379j 
0.00136047+0.000578278j -0.000961494-0.000527005j -0.00173923-0.00104582j -0.00170075+0.00133661j 0.00156752+8.19237e-05j 0.00020217-0.0017586j -0.00179284-0.00171035j 0.00106882-0.00134316j -0.000370646-0.000664871j 0.00315215+0.00227293j -0.00103194+0.00109501j -0.000899587-0.000407278j -0.00101212+0.000467158j -0.00376735+0.00255642j -0.000669336-0.00179294j -0.00459602+0.00125011j -0.000599306+0.00225028j -0.000922364+0.00271579j -0.00268379+0.00156167j 0.000815346+0.000476148j -0.00150445+0.000350557j -0.00401744+0.000102696j 0.00441604+0.00254617j 0.00115312-0.00180171j 0.00163616+0.00185439j -0.00237629+0.00135996j -0.000401294-3.67468e-05j -0.000185902+0.00437511j -0.00220502+0.00142737j 0.00421367-0.000593422j 0.000658767+0.00337979j -0.00304878+0.00311517j 0.00103294+0.00100335j 0.00160901+0.000173772j -0.00147789-0.00387057j -0.00322176+0.0020564j 0.00331653-0.00143237j -0.00214031+0.00213975j -0.00409551-0.000587394j 0.00199483-0.00175085j 0.00398357-0.000203776j -0.00337078-0.00383749j -0.002374+0.000183621j -0.00511154-0.00407708j -0.00352335+0.00145099j 0.00347616+0.000679324j -0.000818723+0.00212367j -0.00493016-0.00476172j 0.00267946-0.00468036j 0.00409204+0.00341882j -0.000338589+0.00113659j -1.36557e-06+0.00474201j -0.00062143-0.00771582j 0.00451505+0.00241132j -0.00326108+7.75645e-05j 0.00200271-0.00622929j -0.00293174+0.000483363j 0.0092755+0.00554042j 0.00137709+0.000403605j 0.00021844+0.00144089j -0.000849127-0.00389535j -0.000200252-0.00325665j -0.00036455-0.00348047j 0.0025445+0.0010066j -0.00366325-0.00238321j 0.000956896+0.00106328j -0.000224022+0.00216058j 0.00152062-0.000162748j 0.00454615+0.00484544j -0.00157638+0.000728411j 0.00162626+0.00189083j 0.00297816-0.000669809j 0.00193184-0.00103964j -0.000350513+0.000100988j 0.0011404+0.000109868j 0.000973915-0.000500495j 0.000389348+0.000512141j 
0.00083552+0.000515894j 0.000420988+0.00109153j -0.000955945-0.000403035j -0.00193516-0.00012132j -0.000415059-0.000553145j 4.48673e-05+0.000175542j 0.000251971+0.00110325j -0.000776175-0.0017011j -0.00124216+0.00110562j 0.0045182+0.00122333j -0.00080731+0.000989055j -0.00368945-0.00193617j -0.000833263-0.000513908j -0.0040964+0.000107562j -7.59914e-05+0.000375143j -0.00207346+0.000600462j 0.000221579-0.00114085j 0.00100688+0.0022539j 0.00252934+0.00221208j -0.00313618+0.00127451j -0.000962346+0.000686369j -0.00204607+0.000397563j 0.00460987-0.00048999j -0.00285577-0.00188089j -0.00082357+0.000522107j -0.00100925+0.00302932j -0.00122211-0.00265371j 0.00334343+0.000181336j 0.00153164-0.00504326j 0.00408067-0.00253572j 1.5096e-05-0.000876469j -0.00480851+0.000325448j -0.000941944+0.000980673j -0.00605072-0.000804258j -0.00057496-0.000712596j -0.00363983+0.000637399j -0.00463621-0.000744899j 0.00528562-0.00135176j -0.00146283-0.000575047j -0.00892892+0.00446612j -0.00409143+0.00325063j 0.00179121+0.0023608j 0.00314661-0.00159805j -0.00214713+0.00110056j 0.00400741+0.00319392j 0.00207517+0.00749373j -0.00377187+0.00186483j 0.00264826+0.00170351j -0.00502689-0.00670253j -0.00613614-0.00283348j -0.0001152+0.000614953j 0.00161707-0.00522998j -0.00051893-0.00126884j 0.00314531-0.00327547j 0.000415129-0.00133756j 0.000109812+0.00587836j 0.00187514-0.00232064j -0.00100324-0.00301788j 0.00315942+0.00297976j 0.00206763-0.000215502j -0.00429609+0.00187046j -0.00930677-0.00302635j 0.000698037-0.00433288j -0.00266926-0.00405314j 5.84451e-05-0.00177796j -0.000573201-0.000209869j -0.000962056+0.00159275j -0.00586864-0.00315504j 0.000922177+0.00154154j 0.000929305-0.00140778j 0.00130504+0.000863138j -0.00397297-0.00111507j -0.00280661-0.000123345j 0.00125218-0.00157894j -0.00106312-0.000959187j -0.000376285+0.000103228j -0.00183579-0.000210427j 
0.0022798+0.00349944j 0.00242709+0.00064122j 0.00140496+0.00109799j -0.00168608-0.00163748j -0.00164313+0.00194564j -0.00392983-0.0016189j 0.000277884+0.000478614j 0.00302322+0.000471686j -0.00429136-0.00101875j 0.00114447+0.00046807j 0.00258014-0.00128488j -0.0038167-0.00168501j -0.000557132-0.00104457j -0.00130445-0.00058733j 0.00157605-0.00232293j -0.00682226-0.0012027j -0.00190774-0.00142966j -0.00346621+0.000679953j 0.000570124+0.00382456j -0.00632419-0.000347916j 0.00121836-0.00133474j 0.000130866+0.000852541j 0.00497007-0.000552207j -0.00375389+0.00108547j -0.00194207-0.00184319j -0.00242185-0.00119248j -0.000920026+0.00129544j 0.00594333-0.00504134j 0.000955951+0.000261153j 0.000926128-0.00219187j 0.00262584+0.00156508j -0.00772344+0.000201865j -0.000181177-0.000148158j -0.0109779-0.00188708j -0.00277379-0.000643149j 0.00540459-0.000101517j -0.00350592+2.71264e-05j 0.00154422+0.00277028j 0.00531501-0.00289698j 0.00371019-0.00105018j -0.00332459+0.00524939j 0.00407026+0.00286125j 0.00449999-0.00182732j 0.00958835-0.00122918j -0.00168467-0.00096774j 0.00148847+0.00132271j 0.0028335+0.00203619j 0.00271123-0.00105318j 0.00346989+0.00524988j 0.00780876+0.00316658j 0.00355569-0.000276428j -0.000195006-0.000278084j -0.0049649-0.00425753j -0.000441012-0.00174134j 0.00019857-0.002482j -0.00345754-0.00252647j 0.00327188-0.000654884j -0.00598482-0.00409128j -0.00235686-0.000765267j -0.00132761+0.000326608j 0.00296137-0.00183258j -0.0011266+0.00341211j 0.00343879-8.18589e-05j 0.00042964+0.000377171j 0.000151803-0.00561645j -0.00938359-0.00258654j 0.000314324-0.00240239j 0.00320768+0.000808697j 0.00176661+0.00147401j 0.00407038-0.00131664j 0.00196411+0.0019625j -0.00311166-0.000553414j 0.00294183+0.000576814j -0.00109831-0.00195005j -0.00407486-8.59192e-05j 0.0030541+0.00139207j -0.00266784+0.00183206j 
0.000987423+0.000362958j 0.000969004-0.00135702j -0.00109818-0.0006823j -0.00210225+0.000617521j -0.00032288-0.000436453j -0.00437213-0.00185958j 7.23057e-06-0.000130884j -0.000793542-0.00251176j -0.00209607+0.00210912j 0.00112701-0.000110328j 0.000575297-0.00367792j -0.0019163+0.00112149j -0.000522216-0.00162031j 0.000861521-0.00103746j 6.51939e-05-0.000740665j -0.00262944+0.00347439j 0.00330002+0.00157905j -0.0026334+0.00174064j 0.00312666+0.0028532j -0.00234407+0.00033675j -0.00165096+0.00300425j -0.00110116-0.00254289j 0.000370446+0.00631969j 0.00078038-0.00152896j -0.00262217+0.00176392j 0.0017987-5.0643e-05j -0.00438948-0.000198116j 0.00520088-0.00221597j -0.000130573-0.00196732j 0.00229611-0.00441933j -0.00488856-0.00640922j 0.00165783-0.00149114j -0.0030076+0.0017803j -0.00165343-0.00296663j 0.00402462+0.0044674j -0.00229471-0.00380499j -0.0003628+0.00391735j 0.00223106+0.000815064j -0.00154734+0.00232312j 0.00363935-0.000823835j -0.001766-0.00422994j 0.000808743-0.000295647j -0.00450089+0.00287064j 0.00082116+0.00444293j -0.00418314-0.00411499j 0.00128397-0.00636083j -0.00298882-0.00269765j -0.00376044+0.00386024j 0.000559661+0.00584514j 0.00292103-0.00422011j 0.00437707-0.00268007j 0.000969738+0.000936931j 0.0023661-0.000756708j 0.000273021-0.00266466j 0.0016585-0.00463282j -0.00134601-0.00345947j -0.00218318-0.00289303j -0.000184561-0.00189138j -0.00198725+0.000995072j -0.000873749+0.00229208j -0.000465372+0.00538329j 0.00164754-0.00355698j -0.00159826-0.000498191j -0.000218961-0.000206851j -0.00425238-0.00139826j -0.000821805+0.00120026j -0.00170051+0.00172287j -0.000766992+4.34417e-05j 0.00306163-0.000124002j 0.0017619-0.0018518j 0.00249049-0.00180595j 0.000873999+0.00143784j 0.00228434-0.000522829j -0.00179818-0.00275476j -0.00131546+0.00119476j 0.000721034+0.000364551j -1.11916e-05+0.00189063j 
-0.00111786+0.000237938j 0.00079462-0.000132345j -0.00105234-0.000500175j -0.00153474-0.000275096j -0.00136803-9.23977e-05j 0.000794053+0.00180274j -0.000645585+0.00054983j -0.0016595+0.00042892j -0.00232578-0.00100926j 0.00165538+0.00155735j 0.00364698-0.000894808j 0.00128088+0.000657171j -0.00124904+0.00137314j 0.00269688-0.00283743j -0.00393888+0.000148994j -0.00274682+0.00226611j -0.00144819+0.0012209j -0.00302069+0.00174478j -0.00322143-0.00190207j -0.00136125-0.00272142j -0.00108061+0.000302074j -0.00133574-0.000498881j -0.00164585+0.00371505j 0.000858469-0.00140878j 0.0046977+0.000163651j -0.0026996+0.00106378j -0.00501237+0.000725945j -0.00127875-0.00147709j -0.00258477+0.0010536j -0.000374994-0.00101183j 0.00317888-0.000788742j -0.00702739+0.00202533j 0.00349016+0.00435333j -0.00419998-0.000989808j -0.000861201+0.000966289j -0.000116278-0.00172419j 0.00222966+0.0035231j -0.00101635+0.000607997j -0.000243595+0.00129288j -0.00520432-0.00275481j -0.000117851-0.00492851j 0.00452335+0.00241552j 0.00204877+0.00174803j -0.00310544-0.00233117j 0.00154229-0.00461133j -0.0053227-0.00382714j 0.00615732-0.000691134j 0.0055945+0.00579273j 0.000355364-0.00284926j 0.0032763+0.000466703j 0.00183059-0.000179543j 0.00230438+0.00151117j -0.00310852-0.00323004j -0.00121834+0.000225306j 0.00596332-0.00166663j -0.00106193+0.00539684j 0.000496617-0.00197706j 0.00220964+0.00336125j -0.00389323+0.00168577j 0.00209009-0.000335493j -0.00229332-0.00626427j 0.0017189-0.00267158j -0.00342185-0.00201893j 0.00264446+0.00538458j 0.00264258+0.00390141j 0.0017253-0.000739685j 0.000298361+0.00458368j 0.0016449+0.00320592j 0.00439907+0.00259621j 0.000871681-0.00062212j -0.00267846-4.805e-05j 6.03825e-05-0.00183553j 0.00214153-0.00100135j 0.000681151+0.00037949j -0.000193963+0.00108162j -0.000784022+0.0018846j 0.00109869-0.000371293j 
