-0.000997583-0.00153218j -0.0015814+0.00129149j 0.00107634+0.00347868j -0.00344173+0.000590906j 0.000923173+0.00129448j -0.00223797-0.00213125j -0.00215394+0.000993936j -0.00209555-0.000241211j 0.00019519-0.000271708j -0.00131004-0.000234513j 0.00134367-0.00284785j 0.000435417-2.90009e-05j -0.00153413+0.00242489j -0.000176453+0.00166412j -0.00152317+0.000363848j 8.89108e-05-0.00176972j 0.00160434-0.000746771j 0.00222339+0.00269336j -0.000899096+0.000312177j -7.93407e-06-0.000416058j -0.00178886+0.000510239j -0.001833-0.000348305j 0.00158425+0.00104626j 0.0020804+0.000562409j -0.000972312-0.000374928j 0.00142073-0.000200843j -0.00213592+0.000335533j 0.00160153+0.00191903j 7.6307e-05+0.00169589j 0.000130198-0.000674579j 0.00112902-6.72713e-05j -0.00180056+0.000148432j -0.00228713+0.000455528j -0.00162856+0.00168868j 0.000124298+0.000309598j -0.000351497+0.000337974j -0.00142932+0.000564236j 0.0023351+0.000712638j -0.000579028+0.00140993j -0.00348508+0.00256319j -0.00185579-0.00076124j 0.000984736-0.000123581j -0.00127118+0.00221663j -8.09646e-05+3.90596e-05j 0.00107176-4.67589e-05j -0.00168815+0.00108372j -0.000844787-0.00106199j 0.00097979-0.000263169j -0.000408266-0.000144232j 0.00131941+0.00118152j -0.00126817+0.00192024j -0.000227006-0.00188522j -0.00110505-0.000355849j -0.000862398+0.00143054j 0.00101729-3.74787e-06j 0.000520168+0.00222841j -0.000287319+0.000157045j -0.00194436+0.00135648j 0.00201943-0.000590906j -0.000367297-0.000459858j -0.00118931+0.000333852j 0.0012644-0.00223699j -0.000765657+0.000288814j -0.00119293-0.00366304j 0.000883131+0.00227928j 0.00077915-0.00250639j -0.00147565-0.00475228j -0.00446228-0.00214835j -0.00548143+0.00222598j 0.00108964+0.00540727j -0.013334+0.00492268j -0.00503129-0.0131515j 
-0.000640879+0.00531369j 0.00537754+0.000486058j 0.000157074-0.00414309j 0.00457293+2.66698e-05j -0.00205121-0.00169348j 0.00215781-0.00167348j -0.00183625-0.00113849j 0.00101367-0.0028538j 0.000265823-0.00146451j -0.000972646-0.000630629j 0.00328692-0.00219416j 0.00304917+0.00402688j 0.00287086-0.000941067j 0.00193851+0.00434317j -0.00194354+0.00263399j 0.000965524-0.00465161j 0.00227776-0.000524216j 0.000630271-0.000453819j -5.56221e-05-0.000771558j 0.000228523+0.00309875j -0.000557421+0.00152037j 0.000659495-1.97659e-05j 0.00639576-0.00322031j 0.00231641-0.00364638j -0.00141273+0.00117576j -0.00321036-0.00166589j -0.000874175-0.00312342j -0.00198638-0.000945942j 0.00116971+0.0028306j 0.00181624+0.000318811j -0.0032807-0.00135175j -0.000635558-0.00020402j 0.00263355+0.00200847j 0.00368314-0.00379871j -0.00305596-0.00164748j -0.00167904-0.00148291j 0.00292392-0.000693549j -0.00190444-0.000471465j -0.000990534-0.0014306j 0.00273621-0.000593138j -0.000201154-0.00193852j 0.00299758+0.00110667j 0.00229352-0.00401156j -0.0017083-0.00230882j 0.00282111+0.00155418j 0.000878384+0.00144942j -0.00178144+0.00198789j -0.00341827+0.00106069j 0.00254788-0.00209327j -0.00254693+0.00149487j -0.000698531-0.000386663j 0.00550705+0.0025634j 0.00180694-0.00373187j -0.00290104-0.00207625j 0.000364033+0.00478718j -0.00276862-0.00165991j 0.000672778+0.00108647j -0.00288054+0.000669842j -0.00298766+0.000600072j -0.000218857-0.00493178j 0.00298231+0.00259058j 0.00173485-0.00412925j 0.00107797-0.00654777j -0.00723911+0.000508332j -0.00334848-0.000983091j 0.000394685+0.000619408j 0.00127572+0.000771524j -0.00154357+0.000559385j 0.00269943+0.00396692j 0.0037782-0.00259386j 0.00052293+0.0013445j -0.00131461+0.00036604j 
0.00186484+0.0030566j 0.00302727-0.00186222j -0.00176219-0.00389833j 0.00298034-0.000777996j 0.00610013+0.00217246j -0.00419475+0.00414568j -0.000227816+0.00276206j -0.0011774-0.00240288j 0.00411821-0.00337646j -0.000615025-0.00308964j -0.0034734+0.00126874j 0.00367586-0.00040476j 0.0010497+0.00850882j -0.00113008+0.0025351j -0.00097549-0.000861466j 0.00424329-0.000555565j 0.00423361-0.00134952j 0.00297208+0.00202955j 0.00666183-0.00420199j 0.00276408-2.0472e-05j -0.00147279-0.00154026j 0.000178719+0.0020351j -0.000568182+0.00211504j 0.00109633+0.00164179j 0.00266626+0.00126295j -0.00276453-0.00191061j -0.00454825+0.00474724j 6.38442e-05+0.00376829j 0.00164025+0.00166288j -0.00289589-0.00385646j -0.0030124-0.000652723j 0.00269072+0.00449348j -0.0013596-0.00128691j -0.000915737-0.00303145j 0.000863086+0.00122478j 0.000761396-0.00579747j 0.00188751+0.000659147j -0.00406656-0.00170348j 1.35347e-05-0.000157877j -0.00181286-0.000765631j 0.000425559+0.00260421j 0.000456883-0.00270645j 0.000420733+0.000740699j 0.00154696+0.00138465j -0.00347993+0.00168103j 0.00086668+0.00263608j 0.00319892-0.00179513j 0.000867785+0.000798768j 0.00130826-0.0029104j 0.00187749+0.000401468j 0.000448748-0.00106067j 0.000419134+0.00163441j -0.000780395+0.000176639j -0.000206559-0.000500429j 0.000475313+0.00081087j 0.000287721+0.00373578j -0.0051005+0.000159742j 0.00318052-0.000540932j 0.00164085+0.00187382j -0.00243637+0.00246189j -0.00427887+0.000593795j 0.000767011+0.00679946j 0.000220423+0.000939494j 0.00250306+0.0023435j -0.00232681-0.00447378j 0.00559505-0.00239566j -0.00134731-0.00241119j 0.00105605+7.91414e-05j 0.0017275+0.00183428j 0.00230694-0.00208867j 0.00159155+0.00122864j -0.00126764+0.00152488j 
-0.00183429+0.000951514j 0.000899866+0.00205264j 0.000438688+0.000364852j -0.000727722+0.0011716j 0.00396874+0.000796356j -0.000974271-0.000607975j -0.00338722-0.000147971j -0.00109996-0.00274799j 0.000985249-0.00368791j -0.00179735-0.00122511j -0.00197145+0.00275591j -0.00223519-0.0024826j -0.000630897+0.00587071j -0.00377379-0.00112867j -0.00171841-0.000844107j -0.00167063+0.00240304j 0.0041844-0.00224918j 3.96636e-05+0.00324931j 0.00181013-0.00152871j 0.00354047+0.000986856j -0.00124662-0.00123697j 0.00260314+0.00529603j -0.00202976-0.000184862j -0.00113649+0.00665112j 0.00317133-0.00173936j -0.00131194+0.00105182j -0.00417472+0.00312777j -0.00010541+0.00359239j 0.00235339+0.000259416j -0.000728825-0.00190858j 0.00137562+0.00150247j -0.000286319+0.00212315j -0.00164013-0.00178556j -0.00372602-0.00203397j 0.00120989+0.000546093j 0.00143438-0.000353373j -0.000214258+0.000684126j -0.0018783-0.0012233j -0.00184066+0.00163641j -0.00179678+0.00104136j -0.000854922+0.00147518j 0.000148785-0.00149591j -0.000356856+0.00145927j 0.00246645-1.77454e-05j -0.000168725+0.000146152j -1.52123e-05-0.00199264j 0.00369279+0.00015845j 0.00222985+0.00128752j 0.00052821-0.00073766j 0.000219877+0.0017854j -0.00185296+0.00182777j -0.00257487-0.00172812j -0.00274727+0.00239513j 0.000762719+0.000182331j 0.001306+0.000613366j 0.00102437+0.00279607j -0.00130827-0.000634799j 0.00114897+0.000816155j 0.0012178+0.00165683j -0.00276478+0.00258752j -0.00177486+0.000425567j 0.000988895+0.0028372j -0.000512013+0.00223576j 0.00303577-0.00068618j 4.25519e-05+0.000240655j 0.000282153+0.000962867j 0.00335095-0.000640925j 0.000737391-0.00398195j -0.000680163-0.00100515j -0.00117079+1.44782e-05j -0.000842843+0.000674004j -0.000753444-0.000679182j 
4.49244e-05+0.00163076j 0.00180208+3.74633e-05j -0.00096222-0.00315846j 0.00333257-0.00111729j -0.00127064-0.00332645j 0.00414139-0.00345142j -0.00453015-0.00376425j 0.000992076-0.00219016j 0.00548173-0.00205965j -0.00140871-0.0043841j -0.000249574-0.00339794j 0.00217529+0.00165644j -0.00200123+0.00310707j 0.000928474-0.00123639j -0.00259096+0.00277088j -0.00042811-0.00384942j 0.00366386+0.00205731j 0.00264032+0.00108373j -0.00314995-0.000430942j 0.000502628+0.00263945j 0.000187218+0.00311607j -0.00317666-0.00340138j 0.00359299-0.00212949j 0.00220322-0.00138258j 5.79935e-05-0.00281732j 0.000532189-0.000794127j 0.00263363+0.0021763j 0.00546102-0.0048325j 0.00161396-0.00080992j -0.000282558+0.000474937j 0.000575705-0.00332436j -0.00270486+0.00107989j -0.00197594-0.00212998j -0.0014456+0.00132911j -0.00244837-9.54421e-06j -0.00103849+0.00318312j -0.00148266-0.00316211j -0.0020699+0.00444139j 0.0019176+0.00162498j -0.00238275+0.0032987j -0.00119745-0.00162446j -0.00101922+0.000448058j -0.000667038+0.000716838j 0.0028283+0.00404049j 0.0011844+0.000567864j -0.000627475+0.00240249j 0.000429836+0.00238735j -0.00170058-0.00197036j 0.0034281+0.00235005j 1.78467e-05+0.00133285j 0.00335277+0.00475088j -0.00651448-0.00116048j -0.00114591-3.66218e-05j -0.00363968-0.00350068j 0.000758771+0.00162997j 0.00184071+0.00145067j -0.000726375-0.000557049j 0.00282542-0.00050916j -0.000839243+0.00244488j -0.00277375+0.00440956j 0.0035681-0.00160246j -2.81534e-05+0.00105473j 0.00118795+1.36734e-05j 0.00138116-0.000225892j -0.000327776-9.02215e-05j -0.00186375+0.000573615j 0.00257168+0.00269432j 0.00223127-0.00304833j 0.0011738+0.00197344j 0.0023657-0.00198417j -0.000262725+0.0010956j -0.0010507-0.000106923j 
-0.00604835-0.000322333j -0.000578282+0.00594123j 0.00069932+0.00440904j -0.0037236+0.000275839j -0.00186496+0.000632166j 0.00197634-0.000413411j 0.00206759-0.000289528j -0.00233528-0.000382991j -0.00341507+0.00249693j 0.000792813+0.00118249j 0.00336374+0.00208227j -0.00423688-0.00223708j 0.00148078-0.00327004j -0.00394886-0.000207036j 0.000823929+0.00180933j -0.00367235+0.00294275j -0.000303623-0.000930458j -0.00207498-0.000406072j -0.00238561+0.0018278j -0.00144959+0.00070382j -0.00152321+0.000957191j 0.000696403+0.00135758j 0.000497231-0.0024623j -0.00235044+0.00201089j -0.000518213+0.000668715j 0.000755461-0.000298252j 0.000307058-0.00307174j -0.00136168-0.000963836j -0.000385138+0.000392436j 0.00236326+0.000774932j -0.00086053+0.000181655j -0.00101966-0.0038033j 0.000160036+0.00125731j -0.000418031-0.000349781j -0.00241187-0.00128191j 0.000893942+0.00197206j 0.00187688-0.00036538j 0.00125498+0.00139625j 0.000227266-0.00148237j 0.00163308-0.00274766j 0.000497719-0.00344539j 0.000952268+0.00130315j -0.000248147-0.00122566j -0.000684838+2.70064e-05j 0.0011061+0.00116682j 0.000187263-0.00298687j 0.00014099-0.000653222j 0.000180577+0.000960368j -0.000762632-1.96035e-05j -0.001921+0.000469563j -0.00235729-0.001377j 0.00226984-0.00033583j -0.000323061+4.62341e-05j -5.56127e-05+0.00174317j 0.000342084+0.00163628j -0.00210829-0.00143781j 0.00251038-0.00106479j -0.00361609+0.000794411j -0.00180476+0.000332604j 0.000903862-0.00398655j -0.00134443-0.00104096j 0.0012789-0.00176457j 0.000350856-0.000664698j -0.000382582-0.00300036j -0.00102335+0.00199866j 0.000901417-0.00190036j -0.000633345-0.00252399j -0.00234023-4.77968e-05j -0.000637594-0.000837361j -0.00166347+0.000530469j -0.00281832+0.00013506j -0.000277945-0.00291005j 
0.000603738-0.000353708j -0.000439469-0.00051615j 0.00549396+0.0038602j -0.00303456+0.00609325j 0.000998067-0.0037469j 0.0034366-0.0039598j -0.00322444-0.00122546j -0.00312101+0.000188321j -0.000354731-0.00315573j -0.00455278+0.00129281j -0.00312234-0.00145559j -0.00075489-0.00388081j -0.00136918+0.0002834j -8.51173e-05+0.0011218j 0.000770521-0.000325614j 0.00232872+0.00123726j -0.00105302+0.00117851j -0.00177965+0.00104962j 0.000681638-0.00168054j 0.000361788+0.000518848j -0.000509715-0.00112968j 0.00130509+0.00125671j 0.00273267+0.000372555j -0.000496356+0.00427188j 0.00454444+0.000525185j -0.000842773-0.00133271j -0.00367881+0.00152282j 0.00104061+0.00187753j 0.00180939+0.0012645j -0.0018651+1.65682e-05j -0.000675216+0.00190398j -0.00259069+0.000730062j 0.000310725-0.000418752j 0.00111733-0.0042757j 0.00244895-0.00334138j -0.00066912-0.00177061j -0.00121279-0.00107811j 0.00138066-0.00264775j -0.00381088+3.76804e-05j 0.00157084+0.00418138j 0.000659389+0.000835907j -0.00010459-0.000194899j 0.00050463-0.00166732j 0.000253309+0.00158231j -0.000782441+0.00204043j 0.00033243-0.00150245j -5.64918e-05+0.00209108j -0.000983115+0.000136899j -0.00131902-0.000335221j -0.00335057-0.00164573j -0.00178645+0.00102972j -0.0013427-0.000613254j -0.0017606+0.000523421j 0.000162099-0.00100363j -0.00153997+0.000672892j 0.000289367-0.000331509j 0.000223192-0.000468652j 0.00158483-0.0012328j -0.000907362-0.000517553j -0.000435129+0.000974062j 0.00222539+0.00288126j 0.00262899-0.0016878j -0.0015499-0.00237144j -0.00188398+0.000855967j 0.00075525+0.00114741j -0.0027287+0.00344475j 0.00408344+0.00368993j 0.00256498-0.000598654j -0.00010124+0.000921559j 0.00135655+0.000296487j 0.00104268+0.00058824j -0.00077448+0.000982896j 
-0.00194082+0.00090687j 0.000795962+0.00196138j 0.00209115+0.00225099j -0.00145033+0.00205629j -0.00172875+6.96575e-05j -0.000584576-0.00257117j -0.000903401+0.00166386j -0.00183389+0.00090442j -0.00297383+0.000658147j -0.00118587+0.00256964j 0.000815981+0.00136822j -0.00483164-0.0015227j 0.00214276-0.00639706j 2.26019e-05-0.000709981j 0.00101411+0.00386812j -0.00316417+0.000646259j -0.0047192+0.00398242j -0.000350054+2.25796e-05j -0.000614467+0.000560817j -0.00522301+0.000815938j 4.06375e-05+0.00606602j -0.00212702-0.000720108j 0.00472004+0.00510566j 0.00264916-0.0045216j 0.000366533+0.00116927j 0.0029153-0.00110244j 0.00248111-0.00365164j 0.00073241-0.00115293j -0.00126705+0.000169236j -0.000141662+0.000728868j -0.00145372+0.000383332j 0.000622752-0.00108128j -0.00074803-0.00197136j 0.0047652+0.00266702j 0.0045768-0.00362242j -0.00310456-0.00259572j 0.000194386-0.00518396j -0.00295716+0.00271175j -0.00043783+0.000782872j -0.00258322+0.00206359j 0.00375431-0.00142771j 0.00071244+0.00165574j -0.00264345+8.8476e-05j 0.00243959+0.00518557j -0.00237407+0.000963334j -0.000604004-0.0039045j 0.0012518-0.00548952j 0.00119808-0.000311682j -0.00248678+0.00141597j -6.46117e-06-0.00183346j -0.000188609-0.00187782j -0.000192217-0.000541103j 3.5403e-05+0.000743271j 0.00286744+0.00103026j -0.00188561-0.000630693j 8.38808e-05+0.00182185j 4.45785e-05+0.00122113j -0.000489928-0.0011159j 0.000650731-8.99485e-06j 0.00275962+0.000610852j -0.000657406-0.000287483j 9.75182e-05+0.0005299j -0.000369888+0.00340632j 0.00229476-0.000387077j 0.00220943+0.000297237j 0.00136529+0.000194953j -0.000596338-0.000540802j 0.00165148+0.00211197j -0.00187854-0.00138341j -0.000896199+0.00226154j -0.00126996-0.000208344j 3.07523e-05-0.0013442j 
0.00179854+0.000262108j 0.00033393-0.00179738j 0.00121734+0.00252019j -0.00261625+0.00119385j -0.000233874-0.000628971j 0.000468755+0.000559827j -2.06087e-05-0.000412092j 0.000558279-0.000228989j 0.00114093+0.000806144j 0.00141235-0.00143148j 9.54169e-05+0.00143451j -0.000817158-0.000896142j 0.00205382+0.00376188j -0.000960282-0.000681577j -0.00285721-0.000658334j -0.000490158-0.00175492j 0.0017043+0.00145801j -0.000901064+0.00162063j -0.0016635+0.000949498j 0.000738298+0.000130841j 0.00114118+0.00065978j -5.21508e-05+0.000735497j -9.56404e-05-0.00167808j 0.00104751+0.00265203j -0.000294119-0.00121423j -0.00132421+0.00130891j 0.0017798-0.000360352j 0.00138069+0.000239304j 0.00191711+0.000691695j 0.00301792+0.000826371j 0.0021569+0.00276333j -0.00109236+0.000103437j -0.000775497-0.000610474j 0.000404476+0.000245802j -0.00161273+0.00230362j -0.000235527+0.000616712j 0.00141418+0.000711513j -0.00194738-0.000604078j -0.00114729-0.000684037j -0.000605708+0.000964818j 0.000754688+0.000594755j -0.000271533-0.00106084j 0.000635166+0.00160321j -0.00110071-0.000596679j -0.000815304+0.000528218j 0.000718725+0.00117835j 0.00129499-0.000335603j 0.000469403-0.000176325j -0.000504478-0.000670528j -0.000117658+0.000322926j -0.000917843+0.00173395j -0.000497478-0.000735696j -0.000990567+0.00106702j 0.000338017-0.000606065j 0.0010643+0.000110426j 0.000932014+0.000363147j -0.00125756-0.000121775j 0.00158349+0.000464635j 0.000757273+0.000386447j -0.00267051+0.00157317j -0.00100227+0.00184526j 0.00162937+0.00134112j -0.000408721+0.000125565j 0.000429722+0.000315848j -0.000513855-0.00178473j 0.000715001-0.000135227j 0.000245354+0.000316759j 0.000963673-0.00104619j 0.00104495-0.00104914j -0.000920865-0.00128179j 0.00125136+0.00114371j -0.00112763+0.00129765j 
0.000692617+0.00268295j 0.00283573-0.000699866j -0.000493289+2.04489e-05j -4.49962e-05+6.11376e-05j 0.000313765-0.00151456j 0.00162486-0.000631692j -0.00255547-0.000731691j 0.000170712-0.00296852j -0.000376453+0.00103253j 0.00138266-0.000481073j 0.000350648+0.000185054j -0.000498988+0.000127542j 0.00398086-0.00130175j 0.00197676+0.000535183j -0.00205648+0.00364208j -0.00148439-0.00260534j -0.000409051+0.00182331j -0.00124717-3.05995e-05j -0.00288756+0.000730709j -0.000685954+0.00202119j 0.00124619+0.00300224j 0.00130022-0.00109526j 0.00344894-0.0012682j 0.00130686-0.00151645j -0.00181182-0.00025563j -0.000463637+0.000268809j 0.00425611-0.0021617j -0.000173772-0.00211203j -0.00108294-0.000512083j 0.00325962+0.00222656j 0.000641746+0.00240322j 0.000246403-0.000750829j -0.000183852-0.000568911j 0.00247413+0.00225005j -0.000998633-0.000355391j -0.00114373+0.000229785j 0.000877372-0.000987842j -0.00240292+0.000458829j -0.000407539+0.0008552j 0.00177045+0.00027644j 0.00110238-0.000868274j 0.00089284-3.02323e-05j -0.000324541+0.000388875j -0.000188077-0.00314662j 0.000312029+0.000536622j -0.000931821-0.000879999j 0.00187902-0.00179132j -0.00134815-0.000605361j -6.69652e-05-0.00154243j -0.000811823-0.000205728j -0.00156488-2.77587e-07j 0.0019178+0.000812476j 6.30266e-06+0.000618533j 0.000528159+0.0012993j -0.000810452+0.00152403j 0.00171078+0.000453009j -0.00114131-0.000184262j 0.000162426-0.00132093j -0.000694306-3.76758e-05j -0.000748742-0.000763144j -0.00153322+0.00355923j 0.00186819+0.00147541j -0.000374623-0.00115286j -0.00123264+0.00098926j -0.000806547+0.000414218j -0.0010501+0.00130699j 0.000717988+0.000911626j -0.000793445+0.000693949j 0.000951009+9.321e-05j 0.000105409-0.000558761j 0.000748239-0.000108315j 0.000197179+0.000714511j 
0.00327899-0.000238264j -0.000215107-0.00323692j 0.000100736-7.99086e-05j -0.000553815-0.000491168j -0.000533582+0.00119413j -9.94172e-05+0.00121408j 0.0015212-0.00182141j 0.00223699+0.000909778j 0.000857822+0.00186645j 0.00204648-0.000122348j 0.000474805-0.00112482j 0.000795754+0.00162536j 0.000413237+0.00248171j 0.000841967+0.00153562j -0.00157161-0.00122963j 0.00153144-0.00226283j 0.0013673-0.000629657j 0.000571767+0.000531691j -0.000615826+0.0015488j 0.00125029-8.42138e-05j -0.000325461+4.09572e-05j 0.000115527-0.000810934j -0.000615968-0.00231424j 0.00155565+0.000158737j -0.00198168-0.000795927j -0.00154937+0.000228527j 0.00191284+0.000556877j -0.000263158-0.00103821j 0.000164494+0.000449512j 0.00216197+0.000793152j 0.000877888+0.000420459j -0.000887343+0.000258994j -0.000352617+0.00118188j -0.00124558+0.00140896j -0.00285226+0.00261624j -0.000459915+0.000798801j 0.00058219+0.0019246j 0.00101097-0.000456907j 0.000825729+0.000212249j 0.000965149-0.00105436j -0.0017222-0.000845862j 0.000585872-0.000642808j 0.00117078-6.28575e-05j -0.000828341-0.00349121j 0.00140453+0.000427454j -0.000504845+0.00212196j -0.000193035-6.35639e-05j -0.00117146+0.000200519j 0.00128287-0.00113865j 0.000480057+0.000681264j 0.000213278+0.00118956j 0.00209818+0.000647684j 0.000779698+5.71503e-05j -0.000640864+0.000223127j 0.00141966+0.00106987j 0.00125816-0.000657573j -0.00105048+0.000548117j -0.000145459+8.33626e-05j 0.000262002+0.000207449j -0.00187392-0.0007836j -0.00161249+0.00158507j 0.00110159+0.00044254j -0.000507718-0.00178233j -0.00171411+0.000531659j -0.00158448-0.000758086j 0.000765722-0.0014589j -0.00105226-0.00156838j -0.00204972-0.00042653j 0.00154708+0.00145274j 0.00100725-0.00151953j 0.000447456-3.11477e-05j 6.84392e-05+0.000512314j 
-9.22352e-06+0.00217876j 0.00204931-0.000144579j 0.00115708-0.00212353j 0.002396+0.00101694j 0.000383116+0.00100396j -0.00342282+0.00250627j 0.00351191+0.00292856j -0.00028908+0.00170221j 0.00230788+0.000516385j 0.00089752-0.0013444j 0.000379865-0.000413157j 0.00353201+0.00251473j -0.000441209+0.00347013j 0.000216942+0.00153024j -0.000193995-0.00077125j 0.00429587-0.00334231j 0.00268287+0.000587979j 0.00228802+0.00118215j 0.00173479-0.000188863j 0.000256935-0.00234742j -0.000560272-0.00244019j -0.0022627-0.00153947j -0.000519107+0.00010286j 0.00149484-0.000608251j -0.00143459+0.000429194j -0.00187974-0.000639941j -0.00114958+2.77642e-05j -0.000673997+0.000451708j 0.000752741+0.00208955j 0.000636107-0.00300847j -0.000856138-0.00146775j 0.000785382+0.00113503j -0.000414105+0.000666403j 0.000211484-0.00149703j 0.000618936+0.00227321j 0.00176118-0.00147266j 0.000461674+0.00240286j 0.000458956+1.58157e-05j 0.00084857+6.13259e-05j 0.000525332-0.00136315j -0.000512299+0.000958587j -0.000359098-0.000613437j -0.000236812-4.52888e-05j -0.0020516+0.00162765j -0.000317687+0.00155688j 0.00227702+0.00185706j 0.00014908+0.000793304j -0.000208846+0.000733861j 0.000370613-0.00180135j 0.00129594+0.000379091j 0.0018747-0.00132691j 0.00148845+0.0025775j 0.000313001-0.00124899j -0.0012576-0.000879899j 0.00116836-0.000306191j -0.00161163-0.000444756j -0.00175488+0.00113067j 0.00082948+0.000648695j 0.000749068+0.000887264j 0.000373205+0.000358347j 0.000679602-0.00212743j 6.60987e-05-0.000229985j 0.000688595-0.000744454j -0.000750151+0.00113236j -0.000473982-0.00473996j 0.00484498-0.00252012j -0.0026078-0.00101109j 0.00221398+0.00225996j 0.00139637+0.00299902j 0.0037076-0.00156785j 0.000939624+0.00137775j -0.00154495+0.000745553j 
0.00146373-0.0034116j -0.00341871-0.0013569j 0.0019187-0.00358354j 0.00323479+0.00106068j -0.00322183-0.000455005j 0.00121225-0.00727725j -0.0056393-0.00178377j 0.000416567+0.000871825j 0.00165742-0.00285162j -0.00274475-0.000749391j -0.000105857-0.00205371j 0.00213773-0.00111994j -0.00281807+0.000471857j -0.000142349+0.00360382j 0.00125744-0.00528969j 0.00188578+0.00331142j -0.00216374-0.00116743j -0.00211771-0.00234603j 0.00497774-0.00301181j -0.000250507+0.00192444j 4.20188e-05-0.00128783j 0.000869207+0.00457929j 0.00115767+0.00367266j -0.00191366-0.00204171j 0.0037499+0.00145237j 0.00206598+0.000537242j -0.006753+0.00175217j -0.00147651+0.00606395j 0.00311868+0.000438649j -0.00626271+0.000471772j -0.00258958-0.00107573j -0.000754921+0.00113376j 0.00240604+0.000504921j 0.000254615-0.00331922j 0.00214679-0.0019591j -0.00377046-0.00153683j -0.00134917-0.00146671j 0.00251182-0.00182285j -0.00263391-0.00290706j -0.00515765+0.0052766j -0.000450576+0.00295622j 0.00278408+0.000188325j 0.00192108-0.00299444j 0.00246386+9.90541e-05j 0.000516454-0.00259476j -0.000281079+0.00222733j -0.00432564+0.00154686j 0.00155299+0.000630893j 0.00154025+0.00129413j -0.000140834-0.0011205j 0.00186515+0.0016333j -6.15901e-06-0.00227387j 0.000469581-0.0028099j -0.00143185-0.00231671j 0.00191136+0.000420321j 0.000586413-0.00072842j 0.00397982+0.00196936j -0.00158681+0.00268264j 0.000816443-0.000154992j -0.000662864-0.00220197j 0.00159079-0.00124042j -0.00193699-0.00333295j 0.000618745-0.0017741j -0.00340631-0.000542691j -0.000203938-0.000270108j -0.0017433+0.000150311j 0.00120601+0.00079842j -0.000542211-0.00314429j -0.000357543+0.00132033j 0.000797102-7.69494e-05j 0.000199017-0.0011281j 0.00118385+0.000376383j 
-0.00264967+0.0027228j 0.00282481+0.00251796j -0.00241342+0.000571728j -0.000286835-0.00139374j 0.00213054-0.000665564j -0.00117612+0.00161222j -0.0019895+0.0036793j -0.00222104-0.00493983j -0.000519479-0.00429904j -0.00208943-0.00228168j 0.00176908+0.00486527j -0.00192018-0.000867438j 0.00333542+0.00586534j -0.00671446-0.00106988j -0.00316487+0.000356122j -0.00322165+0.00346786j 0.00397297-0.00075493j -0.0010513+0.000832513j 0.0016021-0.00184828j 0.00205571+0.00158151j 0.00137476+2.85391e-05j 0.00287366+0.00644705j 0.000445319-0.00274488j -0.00220309+0.00577122j 0.00254557+0.000281284j -0.00410444-0.000300318j -0.0034908-0.00215159j -0.00122596+0.00367649j 0.0040347+0.00393331j 0.00354771-0.001207j -0.00108091+0.00309066j 0.00150867+0.000901597j 0.00143155-0.000715172j 0.00257977-0.00626283j -0.00323914-8.37415e-05j 0.002046-0.00100658j 0.00425957+0.000703009j -0.00568886-0.00410267j -0.00355413-0.00318118j 0.0011943-0.00155947j 0.00163565+0.000636001j 0.00127245-0.000985284j 0.00151196+0.00079407j -0.00272543-0.00121393j -0.0023496+0.000400635j 0.00163121+0.000308198j 0.00186878+0.00166314j 0.000157064+0.00098357j 0.000180593-0.00175385j -0.00168275+0.00294454j -0.00379291-0.000965675j 0.000743002-2.45595e-05j -0.0011816+0.000120605j 4.48359e-05-0.00137267j 0.000217799+0.00198691j -0.00371287-0.000441102j -0.00116823-0.00227767j -0.000923362+0.00135349j -0.0023112+0.000222383j -0.00248916-0.00100188j -0.000887995+0.00189655j 0.0013318+0.00178097j 0.00151008-0.00173952j 0.000434862-0.00164669j -0.00314823+0.000913468j -0.000846224+0.000777966j 0.00219984+0.000883928j -0.00140272-0.00212726j 0.000735927-0.000325469j -0.000831312-0.00117714j -0.00116084+0.00178185j -0.00165335-0.00123299j 
