-0.000997583-0.00153218j -0.0015814+0.00129149j 0.00107634+0.00347868j -0.00344173+0.000590906j 0.000923173+0.00129448j -0.00223797-0.00213125j -0.00215394+0.000993936j -0.00209555-0.000241211j 0.00019519-0.000271708j -0.00131004-0.000234513j 0.00134367-0.00284785j 0.000435417-2.90009e-05j -0.00153413+0.00242489j -0.000176453+0.00166412j -0.00152317+0.000363848j 8.89108e-05-0.00176972j 0.00160434-0.000746771j 0.00222339+0.00269336j -0.000899096+0.000312177j -7.93407e-06-0.000416058j -0.00178886+0.000510239j -0.001833-0.000348305j 0.00158425+0.00104626j 0.0020804+0.000562409j -0.000972312-0.000374928j 0.00142073-0.000200843j -0.00213592+0.000335533j 0.00160153+0.00191903j 7.6307e-05+0.00169589j 0.000130198-0.000674579j 0.00112902-6.72713e-05j -0.00180056+0.000148432j -0.00228713+0.000455528j -0.00162856+0.00168868j 0.000124298+0.000309598j -0.000351497+0.000337974j -0.00142932+0.000564236j 0.0023351+0.000712638j -0.000579028+0.00140993j -0.00348508+0.00256319j -0.00185579-0.00076124j 0.000984736-0.000123581j -0.00127118+0.00221663j -8.09646e-05+3.90596e-05j 0.00107176-4.67589e-05j -0.00168815+0.00108372j -0.000844787-0.00106199j 0.00097979-0.000263169j -0.000408266-0.000144232j 0.00131941+0.00118152j -0.00126817+0.00192024j -0.000227006-0.00188522j -0.00110505-0.000355849j -0.000862398+0.00143054j 0.00101729-3.74787e-06j 0.000520168+0.00222841j -0.000287319+0.000157045j -0.00194436+0.00135648j 0.00201943-0.000590906j -0.000367297-0.000459858j -0.00118931+0.000333852j 0.0012644-0.00223699j -0.000765657+0.000288814j -0.00119293-0.00366304j 0.000883131+0.00227928j 0.00077915-0.00250639j -0.00147565-0.00475228j -0.00446228-0.00214835j -0.00548143+0.00222598j 0.00108964+0.00540727j -0.013334+0.00492268j -0.00503129-0.0131515j 
0.00320778+0.000468418j 0.000580292-0.00303944j 0.00334374+0.0105821j -0.0110306+0.00380175j 0.000783894+0.000422872j 0.00384306-0.00324163j -0.00395587-0.00481664j -0.0014678-0.00185953j -0.000920179+0.00467106j 0.0039551+0.00208776j -0.00355703-0.000400858j -0.00269767-0.00322072j 0.000900189+0.00161154j 0.00177741+0.00193136j -0.00482699+0.0035675j 0.00134138-0.00156509j -0.00148315-0.000555148j -0.000885251+0.00217074j -0.00120613-0.00266905j -0.000939901+0.00249151j -0.00226073-0.00191373j -0.00202218-0.00084624j 0.000322674-0.000670542j 0.00296985+0.00247344j 0.00367012-0.00145387j -0.00268598-0.000887655j -0.00274622+0.000839287j -0.000462951-0.0022162j 9.90326e-05+0.000485672j -0.000688763+0.00112335j 0.003944+0.0022516j -0.00516981+0.00186262j 0.00314525+0.00146925j -0.00328176-0.000630344j -0.00284562+0.00388005j 0.00164673+9.86456e-05j -0.00066304-0.00342619j 0.00772914-0.00380705j -0.004162+0.000373252j -0.00023165+0.00305667j -0.00094545+0.00185292j 0.00384551+0.00564365j 0.00247085-0.0069138j 0.00267275-0.000207573j -0.000441465+0.000426748j -0.00240258-0.00585906j 0.00277669-3.09499e-05j 0.00329907-0.00148599j 7.58875e-05+0.00664039j -0.00673773-0.00211291j 0.00312389+0.00862175j 0.00185439-0.0003123j 0.000326892+0.00304169j 0.00245517-0.00287912j -0.00620989+0.00424105j 0.00514285-0.00458357j 0.00512279-0.00340285j 0.000861811+0.000600651j -0.00660196-0.00659235j -0.00106021-0.00594265j 0.00444496-0.000705414j -0.00103136+4.11386e-05j 0.00628247+0.001557j -0.00053706-0.000376249j 0.003161-0.00749993j 0.00951644+0.000532836j -0.00277313-0.00635681j 0.00232849+0.00560013j 0.00761419-0.00836474j -0.00711245-0.00663031j 0.00834371+0.00177806j -0.00178937+0.00834272j 
0.00305694+0.00798181j 0.00804784-0.00287262j 0.00560481-0.00371862j 0.00460297+0.00670753j 0.00157864-0.00337395j -0.000568968-0.00771708j -0.0100351+0.00546029j -0.0096244-0.00722553j 0.00596741+0.00086844j 0.000254988-0.00899093j 0.00441428-0.0040908j 0.00445852-0.00362112j 0.00173288+0.00246732j 0.00288257+0.00688291j -0.00596452-0.00163994j 0.00625303-0.00440578j 0.003074+0.00645749j -0.00166124-0.00884504j 0.0037138-0.00538179j -0.0114288+0.00136032j 0.00102595-0.00965539j -0.00381836-0.000827524j 0.00218793+0.00603544j -0.00574091-0.00660924j -0.00152813+0.00152119j 0.00485863-0.00159669j 0.00463294+0.000133951j -0.00312615+0.00047305j -0.000367978-0.00279282j 0.00122455+0.000167123j 0.00589727+0.00211654j 0.00950834+0.00143404j 0.00422786+0.00241306j -0.00978464+0.00362735j 0.00368376+0.00161134j -0.00264534+0.00793362j -0.00529466+0.00518098j 0.00746533+0.00319305j 0.00278948+0.0076266j 0.00450226-0.0070864j -0.00163684-0.00210927j 0.000848778+0.00481126j 0.00259075+0.00163963j -0.000660317-0.000326428j 0.00493653+0.000371402j 0.000269699-0.0164202j 0.00951961-0.00231884j 0.00918186+0.0048378j 0.00209979-0.00186679j -0.000616671+0.000831293j -0.00561623+2.72578e-05j -0.00218609-0.00551681j 0.0013237+0.00626389j 0.00769331-0.00270365j 0.00354672+0.00081665j -0.00406988-0.00548385j 0.0081577-0.00157559j -0.00597958+0.00645341j -0.00267695+0.00188817j -4.93015e-05-0.00337039j 4.88488e-05-0.00111945j 0.000541845-0.000739192j 0.00290763+0.00740034j 0.00466426-0.00484272j 0.00403949+0.00130836j 0.00180542+0.00058964j 0.000524344-0.0033318j -0.000323709-0.00104378j -0.00802898-0.00323684j -0.00299113+0.00797212j -0.00205363-0.000814289j 0.000718369-0.0020117j 
0.000436464-0.000760417j -0.000852418-0.000397265j 0.00737327+0.00147971j -0.000954528+0.00827639j 0.0039215-0.00448498j 0.00712899-0.00340814j -0.00711458-0.00503587j 0.000236127-0.00592387j -0.00419575-0.00877482j -0.0116878+0.00440984j -0.00191506-0.00729427j -0.000136838-0.00637797j -0.00812032-0.0068442j 0.0051961+0.00276095j 0.00523206-0.00215189j 0.00349156+0.0040391j -0.0034384+0.00682685j -5.2986e-05-0.00228683j 0.00330009-0.00456189j -0.0085699-0.00250824j -0.00318104+0.00877724j 0.0049257-0.00205162j 0.00869442-0.00115599j -0.00293737-0.000381474j -0.00477076+0.00471481j 0.00609276-0.00507855j -0.00168152+0.00218652j -0.00127144+0.0025695j 0.00301938+0.0014563j 0.00189316-0.00209766j -0.00266157-0.00504309j 0.00319807-0.00412682j -0.00140194+0.00331817j 0.000389057+0.000477223j -0.00423754-0.00527049j 0.00140225+0.00197276j 0.00414081+0.00678743j -0.00263694+0.00754135j 0.00782675+0.00467019j 0.00486541-0.00549611j -0.00704363+0.00477925j -0.00501166-0.000568028j -0.000323549+0.00235576j 0.00142599+0.00131593j 0.00100061+0.00323424j 0.00646115+0.000223746j 0.00192581+0.00635792j 0.000706951+0.00492661j -0.00355963-0.00588105j 0.00153024+0.00307864j -0.00286454-0.00111905j -0.000508672+0.00451853j -0.00221039-0.0022277j -0.00423538-0.00337138j 0.00231009-0.00149684j -0.00203344+0.00229207j -0.000535491-0.00204108j 0.00224133-0.00130608j 0.00299525-0.00116521j 0.00169771+0.00198956j 0.00255292-0.00069731j 0.00085993-0.00118597j 0.000718226+0.00309252j 0.00209223+0.00201516j -0.00208138-0.00630006j 0.00917409-0.00734321j -0.00713636-0.0048435j 0.00313126+0.00388j 0.000442452-0.00542141j -0.00433731-0.000310067j 0.00262718+0.00061081j -0.000772162+0.00253994j 
0.00354307-0.00193447j -0.00184315-0.00369865j 0.00464698+0.00280319j -0.00365081+0.00479257j 0.00120979-0.000670852j 0.00621885-0.000656113j -0.00319394-0.00592667j 0.00344878-0.0030171j -0.0014685-0.00379456j -0.00478034+0.00158859j -0.00143473-0.00311517j -0.000647787-0.0039267j -0.00276117-0.00374583j 0.00186204+0.00188274j 0.00268399-0.00207106j 0.00190853+0.00499263j -0.0035533+0.00341199j -0.00125945-0.0025711j 0.00266395-0.00293781j -0.0042224-0.00123068j -0.00108948+0.00585557j 0.0025813-0.00150114j 0.00251557-0.000195041j -0.00238339-0.000476177j -0.00264037+0.00227889j 0.00504339-0.00262568j -0.000160197+0.00223705j 0.00130711-0.000663082j 0.000757525-0.0013194j 0.00110569+0.000975706j -0.00201-0.00324304j 0.00179284-0.00129601j -0.000860409+0.00258149j -0.000580464+0.000796503j -0.00716317-0.000611849j -0.000691251+0.00233167j 0.00215887+0.00356188j -0.00352474+0.00389391j 0.00336659+0.000781142j 0.00201046-0.00427309j -0.00613878-0.000175048j -0.00427465-0.000957667j 0.00222868+0.00142832j -1.3224e-05-0.000134535j 0.000527973+0.00102497j 0.00325737+0.00569199j -0.00126263+0.00645232j -0.00167145+0.00203435j 0.00167722-0.00200004j 0.001343+0.00232918j -0.00088243+0.00281064j -0.00129283+0.0025984j -0.000166095-0.00156321j -0.00351125-0.00315368j 0.000494804-0.000109023j -0.000301179+0.00157882j -0.0028778-0.00116044j 0.00297939-0.000917429j 0.000871835-0.00116362j -0.00171246+0.00232075j 0.00302851+0.00203219j 0.00063502+0.00062814j 0.000146607-0.00231885j -0.000137589+0.00232065j -0.00344965-0.00141209j 0.00327316-0.00168537j -0.00100915-0.00297057j -0.00195599-0.000615997j 0.00273712-0.00279191j -0.00307549-0.00296427j 0.00154929+0.00430451j -0.00407329+0.00155125j 
-0.00551982+0.0010655j 0.00105334+0.0058631j -0.00279333-0.00429508j 0.00485306-0.00241126j 0.00289848-0.00118336j -0.00465832+0.00226939j 0.00136021+0.00396094j -0.00158155+0.000853077j 0.00487923-0.000914748j -6.8681e-05-0.00469828j 0.00349447-0.00330569j 0.00644878+0.00552709j 0.000837315+0.00496006j 0.00202983+0.00339588j -0.00266513-0.00149575j 0.00509665-0.00668261j 0.00371283+0.00401241j 0.00128176-0.000141025j -1.11517e-05+0.0014363j -0.00101232+0.00119782j 0.00567825-0.00628233j -0.00174688+0.000843255j 0.00104264+0.00452663j 0.0019506-0.00354239j -0.00166446-0.000921643j -0.00223106+0.00333271j 0.00115991-0.000889595j -0.00255283+0.00267593j 0.000771976-0.000514048j 0.00186458-0.00129477j 0.00486924+0.00478597j 0.0027064+0.00312618j 0.000253736-0.00157151j -0.00294523+0.00055125j 0.00954195+0.00453285j -0.00338001-0.000153751j -0.00667174+0.00120137j 0.00362446-0.00204116j -0.00138069+0.00678508j -0.00205769+0.00202816j 0.00113365+0.00155333j 0.00562224+0.0001004j -0.000101706+0.0023331j 0.000839755-0.00381828j 0.00465978-0.000543295j -0.00470601-0.00843224j 0.00620729-0.00592112j 0.00199886-0.000689288j 0.00212277-0.00417639j 0.00407059-0.00200407j 0.00100316-0.000685194j 0.00265003-0.00227521j 0.0017893+0.00156391j 0.00311185-8.62739e-05j 0.000702339+0.00322765j -0.000298146-0.0028057j 0.000443116+0.00500776j -0.00130343-3.10563e-05j -0.00186427+0.00418559j -0.0019671+0.00126441j -0.00342176-0.000497826j 0.00528308+0.00273993j -0.00311288-0.00374418j 0.00231373-0.00249373j -0.00048158+0.00479431j -0.00334348+0.000577375j 0.00407007+7.13573e-05j -0.000232956-0.00438882j -0.00212254-0.000741547j -0.0011531+0.00157355j -0.00368278-0.000377946j 0.000128971-0.00353964j 
1.33564e-05-0.00204234j -0.00198508-0.000293928j -0.00107042-0.00322053j 0.00337237-0.00173735j -0.00353107-0.000471165j -0.00254067+0.000949403j 0.00277727+0.00327938j 0.00139494+0.00336321j 0.00232608-0.00111123j -0.000110348-0.0019503j -0.000813416+0.000992772j 0.00340978-0.000533209j 0.001593+0.00173436j 0.000604055-0.000675672j 0.00183339-0.00156463j 0.00245597-0.00257502j 0.00162431+0.00459096j -0.00161922-0.00194494j -0.00205085+0.000914003j -0.0029615-0.00064575j 0.003003-0.00231402j -0.00345513-0.000649117j -0.00186757+0.00158641j -0.000998209-0.00133129j -0.0014375+0.000538034j 0.00158247+0.00159552j 0.000715747+0.000254426j 0.00180066+1.27963e-05j 0.000720954-0.00126064j 0.00228481-0.000502469j 0.00162123+0.00126883j 0.00194284-0.000826891j -9.3993e-05-0.000587955j -0.000354836-0.000495753j -0.000585833+0.00589126j -0.000292643-0.000317081j -0.000957817+0.00208741j -0.000955048-0.000926513j -0.00208103-5.1899e-05j -0.0026069+3.65716e-05j 0.000313152+0.000290303j -0.000430097-0.000125495j 0.00167974+0.00373605j -0.00182344+0.00063936j -3.04913e-05-0.00100911j 0.000963419+0.00441306j -0.000178508+0.00207803j -0.00142952-0.00260472j 0.00193063+0.000238473j 0.00317027+0.000566048j 0.00225994+0.00222969j 0.000241654+0.00206764j 0.000597536-0.00059719j -0.00134353-0.000933866j -0.000562852-0.000278057j 0.000298653-0.000411889j -0.00400671+0.00123392j 0.00304557+0.000544931j -0.000510389+0.000397015j -0.00278964+0.00118473j 0.000572043-0.00123381j -0.000359569+0.00214643j 0.00161678-0.00524804j -0.000787007+0.00126544j -0.00340818-0.00203802j -0.000886642-0.00106408j 0.000872022+0.00287109j 0.00137697-0.00260702j 0.00312858+0.00335244j 0.00340785-0.00415j 0.00271307+0.00361823j -0.00353752+0.00266155j 
-0.000445127+0.000707004j 0.000721924+0.000677514j 0.00125113+0.00565009j -0.00550325+0.00113265j -0.000456015+0.00181396j -0.00195373-0.00260254j -0.00284881-0.00126188j 0.00256747+4.16139e-05j -0.00276424-0.000597893j 0.00167234+0.00348952j -0.00132204+0.00533361j -0.00432837+0.000506274j 0.00249473-0.000439269j 0.000671633-0.00110162j 0.00150212+0.00567231j -0.000772465-0.00309803j 0.0022477+0.00282421j 0.00476103+0.00318376j -0.00446145-0.00182245j -0.00342536-0.00243792j -0.00104409+0.00289405j -0.00146347+0.00127733j 0.00158121+0.00148163j -0.00178581+0.00136514j -0.000550094+0.00334816j 0.00429983-0.000245858j -0.00796552+0.00378269j 0.00389346+0.0048014j -0.00171938+0.000126992j 0.00581198-0.00278564j -0.0018624+0.000204743j 0.000437037-0.00218361j -0.00104426+0.00471414j -0.00307338-3.78026e-07j 0.00318736+0.00286139j -0.000964268+0.00138532j 0.00164856+0.00634747j 0.00408828+0.000232754j -0.000412914+0.00193392j -0.00385821+0.00299383j -0.00255618-0.00672493j -0.0041966+0.003841j -0.000449115+0.00224498j -0.00325421+0.00192487j 0.00433761-0.00550854j -0.00118312-0.000776343j -0.0016091+0.00171916j 0.0018013-0.0028101j 0.00283207+0.00139763j -0.000689813-0.00158136j 0.000356094+0.00317123j 0.00159224-0.00214102j -0.000418935+0.00190419j 0.00487975+0.000491026j -0.00296926-0.00177435j 0.00236023+0.000603712j 0.00155984+0.00304305j 0.00308195+0.00430701j 0.00373847-0.00290159j -0.000924841-0.000218419j 0.00375311+0.00164755j -0.000577047-0.00442254j 0.00224057-0.00329451j -0.0049223+0.000175044j 0.00131194-0.00503781j 0.0017641+0.00512233j 0.00725276+0.00039077j 0.00379291-0.00526078j 0.000564515-0.0014403j -0.00087845-0.00123963j 0.0032988-0.00302501j 0.00286636+0.00347462j 
-0.00614294+0.0099383j 0.00944122+0.00586837j -0.00393803-0.00343141j 0.00461403-0.00368092j 0.00205512+3.96308e-05j -0.000581379+0.0035493j 0.00439449+0.00448041j -0.00589724-0.00254071j -0.000788539+0.00070465j 0.000666229-0.00237338j 0.00425689-0.00069105j 0.00709375+0.000969736j 0.00116275+0.000209767j -0.00164199-0.000161416j 0.000899149+0.000820182j -0.000473368-0.00316634j 0.0033671-0.00654655j 0.00380121-0.000622179j -0.00027132-0.00297851j 0.00444416-0.00264864j -0.000124479-0.00491206j -0.00303752-0.00380804j -0.000305678-0.0015917j -0.00207162-0.00239459j 0.000698839+0.00187603j -0.00140959-0.000851917j -0.000885691+0.000376953j 0.0014289-0.000342313j -0.00375228+0.00220006j -0.00428551-0.000472574j -0.00595971-6.34533e-05j 0.00310915-0.000534248j -0.000226373+0.00106003j -0.00116913-0.00329114j 0.000634281-0.00124912j -0.00224954-0.00179873j -0.00138317-0.00172243j 0.00157152+0.00616993j 0.0011821-0.00245427j -0.00102737-0.00261583j 0.0019204-0.00503367j -0.00135371-0.00199431j -0.000125169-0.000161827j -0.00366926+0.00186972j 0.00329633-0.000110665j 0.00138757-0.000880605j -0.000393279-0.00222106j -2.61513e-05+0.00148336j 0.000443628-0.0052571j 0.00170433-0.00204596j -0.00147131-0.00357606j 0.00411008-0.0027576j -0.00145653-0.0021524j -0.00120788+0.00315465j 0.00466197+0.000994256j -0.00296474+0.00176207j 0.000541988+0.00497001j -0.00197755+0.00175702j 0.00373401+0.00549267j -0.000371296+0.000838431j 0.000266074-0.000203104j 0.00464184-0.00383742j -0.00471118-0.00549769j -0.00202051-0.000498262j -0.00363475+0.00506926j -0.00117252-0.000970553j 0.00415158-0.000456785j -0.00197776-0.0036583j -0.000788194+0.00252634j 0.00128719-0.000249474j -0.00511319+0.00239765j -0.00269773-0.00535502j 
-0.00277253+0.00571344j 0.00568119+0.00248129j -0.00212885-0.00518813j 0.00536393-0.00169864j -0.00254808-0.00161872j 0.00328163-0.00347634j -0.00210603-0.00245781j 0.00145553+0.00017603j 0.0038186+0.000305136j 0.00344991-0.00185157j -0.00350976+0.00372421j 0.00172692+0.00521383j 0.00206579+0.00309271j -0.000438955-0.00253516j 0.00120326+0.00488804j 0.00501337-0.00227258j 0.00386499+0.000522212j 0.00637183-0.00185528j -0.00219387-0.00297034j 0.00370747-0.00153551j 0.00277222-0.00409746j -0.00106784-0.00350894j -0.00317986-0.00118775j -0.00381979-0.00217939j 0.00299524+0.00173815j -0.000844968-0.00128147j -0.000697793+0.00691768j 0.00198989-0.000807611j -0.00399928-0.0015704j 0.00113093-0.00258891j -0.00601911-0.00252592j 0.00429154+0.000979147j 0.00128591+0.00168109j -0.0036395-0.000617422j 0.00316785+0.00400455j -0.000472609+0.00308681j -0.000383578+0.00114786j 0.00200147+0.00255668j 0.00363954-0.00366367j -0.00160255-0.00106534j 1.63381e-05-0.00474174j -0.0014429-0.000399793j -0.00126461-0.00292153j -0.00403844-0.000748631j 0.00207846-0.00373093j -0.000569577+0.00213493j -0.000828731-0.00144181j -0.000851147+0.000403918j 0.00460567-0.00162223j -0.00104498-0.00267056j 0.00474642-0.00245129j 1.51375e-05-0.00186445j -0.000275971-0.00122677j -0.000652477+0.00206733j 0.0030206+0.00178864j 0.00135367-0.0009175j 0.000496097+0.00385535j -0.00143912-0.000641625j 0.00174083+0.00484699j 0.000628826+0.00271487j 0.00196575-0.00123542j 0.00152812-0.00152438j -0.00206608-0.000514958j -0.00074741+0.000347676j 0.0011967+0.00107126j -0.00332302+0.00216798j 0.0017273+0.00523114j 0.00274619+0.000163894j -0.00131326+0.00161659j 0.00205913+0.000916195j -0.00158072-0.00143558j 0.00149836-0.00179474j 
-0.00330604+0.00364622j 0.00346671+0.00325865j -0.00657377-0.00682405j 0.00821027-0.00553928j 0.00395945-0.00314832j 0.00167322+0.0024845j 0.000387554+0.000380769j 0.00157155-0.00373253j -0.0107804-0.00558138j -0.00677041+0.00922898j -0.000489057-0.00126792j 0.000641775+0.00104744j -0.0101585-0.00942277j -0.00231235-0.00758161j 0.00694553+0.00027054j -0.00365859+0.00805857j -0.00396812+0.000798755j 0.000634168+2.92796e-05j -0.00276073+0.00155641j -5.86618e-05-0.00193963j 0.000907556-0.000638317j 0.00733522-4.14546e-05j 0.00250168+0.00450994j -0.00125568+0.00128657j -0.000984456+0.000370916j 0.00268514-1.74848e-05j -0.00196774-9.66493e-06j -0.00246062+0.00316005j -0.00422413+0.00395287j -0.000618585-0.00137468j 0.00316789-0.000123508j 0.00378205-0.00476952j -0.000647789-0.00425085j 0.00271825-0.000476796j 0.00600716-0.00398411j 0.00197166-0.00294975j -0.00354087-0.000414557j -0.00226475+0.0024769j -0.000181649+0.00662583j -0.00130749+0.00192802j -0.000175935+0.00565698j 0.00345713-0.000824058j -0.000533244+0.00390917j 0.000989666-0.00563176j -0.00194455-0.00310117j -0.00267341-0.00384721j 0.00288977-0.00161578j -0.000457191-0.000498382j -0.00315829-0.00231718j 0.00395853+0.000814904j -0.00145411-6.51277e-05j 0.00272305+0.00167719j -0.00145721-0.000455506j 0.000570873-0.000242519j -0.000116157+0.001326j 0.00294238+0.00185075j -0.000742295+0.00116007j 0.00034239-0.0016183j -0.00037816-0.000387517j 0.00112029-0.000720433j 0.00107401-0.00297442j -0.000575185+0.00196058j 0.00101891-0.000686956j 0.00339303-0.000493495j -0.000441169+0.00360388j -0.00111058-0.00146188j -0.000935781-9.91462e-05j -0.00117276+0.00179311j 0.00219751+0.00223698j 0.00180246-0.00217803j -0.00028754+0.000854795j -0.000912319-0.000426278j 
-0.00702907+0.000634277j 0.000544868+0.00705238j -0.00426209-0.000538881j 0.000455277-0.00395767j 0.00278232+0.0021417j -0.00227361+0.00213301j -0.000514641+0.00114494j 0.00149217-0.00205172j -0.00481579-0.00362346j -0.00231247+0.00307227j 0.00183413+0.00335916j -0.00246976+0.00115981j -0.00115536-0.00404628j -0.000192812-0.001373j 0.0052361+0.00169894j -0.00098363+0.0024813j 0.00151457+0.000710728j 0.00283455+0.00317235j -0.00291917-0.00143806j -0.00112276-0.00125961j 0.000572774+0.00234153j 0.00113913+0.000318131j -0.00119681+0.0027531j 0.000122623+0.00164305j -0.0027089+0.00217401j 0.00415994-0.000485456j -0.00631746+0.00257702j 0.000885683+0.00411376j -0.00546343+0.000724005j 0.00406401-0.00158085j 0.000247182+0.000869747j 0.00287387-0.00145055j -0.00133941+0.00263798j -0.00328424+0.000846941j -0.00199334+0.00762445j 0.000524406-0.00349127j -0.00130324+0.00293994j 9.16865e-05+0.00198361j -0.00246887+0.00428487j -0.006105-0.00158492j -0.00276162-0.00333154j -8.13375e-05+0.00145055j 0.00104717+0.00638112j -0.000514106-0.00479995j 0.00462537-0.0036595j -0.00219249+0.000800184j 0.00162195+9.98668e-05j 0.000537793-0.00374217j 0.00406218+5.16753e-05j 0.00481164+0.00301087j -0.000453584+0.00554651j 0.00553858+0.0012348j 0.000699003+0.00117263j 0.00291193+0.00173176j -0.00155327+0.00255211j 0.00269665+0.00216204j -0.00543504+0.00156689j 0.00213135+0.00419329j 0.000178793+0.000825993j -0.00643775-0.00262815j -0.00117744+0.00192115j 0.00223209+0.0026691j 0.00563266-0.00819769j -0.00256647-0.00267859j -0.00435013-0.00134916j 0.00130653-0.00246694j 0.00121002-0.00197083j -0.00109739-0.00392894j 0.00493118-0.000709623j -0.00153018-0.00593541j 0.00328513+0.000527451j -0.000507331+0.00338401j 
-0.00343779-0.00442066j -0.00448614+0.00376541j -0.00214789+0.0023788j -0.00251001-0.00202902j 0.00025711+0.000429232j 0.000967408-0.0034854j -0.00331654-0.00242817j -0.00158392-0.00049931j -0.00283545+8.7254e-05j -0.000345039+0.00267675j -0.00104986+0.00331847j -0.00845232-0.00209659j -0.000593387-0.00422638j 0.000364233-0.000273378j 0.00390812+0.00205259j -0.00288885+0.00286609j 0.000109337-0.002732j -0.000231594+0.00475306j -0.000820902+0.00395504j 0.00199695+0.000877302j -0.0041104+0.00295425j 0.0029103-0.000146331j -0.00318216-0.00158185j 0.00120266+0.00602565j 0.000163412+0.00047866j 0.00227086-0.0018589j -0.00167318+0.00146183j -0.000575676+0.000576423j -0.00508362-0.00218063j 0.00391752+0.000133372j 7.93938e-05-0.000524043j -0.00513513+0.000641077j -0.000898254+0.00238573j -0.00438463+0.00272027j -0.00206951+0.00130241j 0.0021468-0.00065323j -0.000265762-2.73742e-05j 0.00279794-0.00231207j -0.00181046+0.00250392j 0.00174601-0.00287009j -0.00148561-0.00575135j 2.85961e-05+0.000191441j -0.00119672-0.000126585j 5.78e-05-0.00412366j 0.00418158-0.000567654j -0.00435458-0.00350095j 0.00097694-0.000411877j -3.48991e-05-0.00174522j 0.00156457+0.00190852j -0.00169804+0.00407298j -0.00288112+0.00334575j 0.00115791-0.00123742j 0.000319872+0.00349524j 0.00347083+0.00418842j -0.00164645+0.00133125j 0.00107634-0.000574659j -0.00238618-0.00395786j -0.00135964+0.00152141j -0.00234016+0.00026108j -0.00431361-0.00341831j -0.00231359+0.0038426j 0.000558321+0.000581191j 0.00166075-0.0029282j -0.00183689-0.00140245j -0.000913061+0.00400882j -0.00458794+0.00168987j 0.0031402+0.00107051j -0.0014492-0.00225345j -0.000646668-0.00223241j -0.00297469+0.000926057j 0.00202511+0.000680515j -0.000715477+0.00221015j 
-0.000290152-0.00239754j -0.00246455+0.000464337j -0.0029522+0.00512412j -0.00522688-0.003377j 0.00313157+0.00367842j -0.00553885+0.0064703j 0.00476362+0.00453306j -0.00109936+0.000309181j -0.00440949-0.00106524j -0.00162276+0.00216265j 0.00434045+0.000844354j -0.000615594-0.00120376j 8.56838e-05-0.00149809j -0.0013983+0.00262869j 0.00239553-0.00307115j -0.000555243+0.00112194j -0.000156517+0.00162028j -0.0006287+0.00019928j 0.00157695-0.00041713j -0.00560437-0.00073225j 0.000495003+0.00171561j -0.00337925+0.000527168j -0.00026739+0.00410532j 0.00174791+0.000208973j -0.0016841+0.00150858j 0.0020771-0.000585259j -0.00296422-0.00237305j 0.00166661+0.00205803j -0.000689278+0.000805909j 0.00123122-0.000756219j 0.00123155+0.00352125j 0.000578009-0.000247472j -0.00101271+0.00165697j -0.00145753-0.00106828j -0.00354353+0.00296705j -0.00131367-0.00383236j -0.00122018+0.000457922j -0.000122127-0.00140173j -0.00436356+0.0026011j -0.00342089-0.00302926j -0.00149946-0.00341478j -0.00051161+0.00172775j 0.00174479+0.00610102j -0.000213424+0.00106412j 0.00152598+0.00068217j -0.0017062-0.000217487j -1.11933e-05+0.000739553j 0.000835327-0.00265519j 0.000445151+0.00180673j 0.00372187+0.00271233j -0.00444759+0.00350531j 0.00344043+0.000201839j 0.00188753+0.00160894j 0.00304835-0.000739996j -0.00402011-0.000330307j -0.00293917+0.00107093j -0.00415105-0.000560656j 0.00103693+0.0031203j -0.00191461-0.00262666j -0.00345288-0.0028515j -0.00133139+0.00230538j 0.00152158+0.00195444j 0.00353711-0.00664447j -7.21669e-05-0.00352853j -0.00423765+0.00342805j -0.000189619-0.00210297j 0.00175782-0.00428826j -0.00453792-0.0042232j 0.00263729-0.000395426j -0.00178428-0.00319982j -0.00182181+0.00361378j -0.003673-0.0016167j 
