-0.0121767-0.0110516j 0.0106648-0.006926j 0.00436242+0.00723163j -0.00068144+0.0114615j -0.00691939-0.0242769j -0.000186425+0.00581879j 0.000468976+0.014093j 0.00373762+0.0120706j 0.00159162+0.0184145j 0.000148199+0.0102219j -0.00414709+0.00204393j 0.00776283-0.0164279j 0.0113396-0.0208154j -0.000132272+0.0337742j -0.0355865+0.0260363j -0.00136765-0.0124753j -0.00392825+0.0121143j -0.00665881+0.00804221j -0.00184357+0.00470523j -0.00114763+0.000127045j -0.0168443+0.0107518j -0.0134823+0.00680214j -0.010139+0.00403374j -0.00939592+0.00376889j -0.0155043+0.00722504j -0.014508-0.000110607j 0.00487811-0.00379512j 0.0137971-0.00236268j -0.0163843+0.000713296j 0.00862425-0.00329204j 0.0115275-0.00140178j -0.00569466-0.000163297j -0.00487741-0.00037551j -0.00661303-0.008637j 0.0132495-0.00141053j -0.0184477+0.0059384j -0.0238244-0.0148822j 0.00421421-0.00551186j -0.00478792-0.00405315j 0.00444321-0.00737868j 0.0105205-0.00275053j -0.00209185+0.000364471j -0.00170142+0.00405287j -0.00244703+6.39184e-05j -0.000670541+0.00035896j 0.00615292+0.00303644j 0.00090869-0.0068916j -0.0043258-0.00607932j 0.000474675-0.00218392j -0.00291607-0.00381038j 0.00289424+0.00705076j 0.00835047-0.00290177j -0.00741925+0.00026897j -0.00470913-4.88052e-05j 0.00330734-0.0069338j -0.00140816-0.0034668j -0.00399644-0.000884431j -0.00369313-0.00851622j 0.00612871-0.00824687j 0.00290919-0.00197365j 0.00729644+0.000788894j 0.00171253+0.001026j -0.00149022-0.00550351j -0.00841202+0.000597605j 0.00915782-0.00643097j -0.00352807+0.00155694j 0.000161565+0.00317478j -0.000469624-0.00296465j 0.00826524-0.000990587j -0.00504775-0.00627082j -0.00753834-0.0034102j -0.00283869-0.00662806j -0.00345813+0.00176837j 0.00868795+0.00296653j 0.00584819-0.00468793j -0.00233918-0.00155825j 0.00258807-0.00512935j 0.00502591-0.00335286j 0.00249862+0.00198436j -0.00171948+0.00682339j -0.0106719-0.00652251j 0.00327135-0.00734638j 0.0076723+0.00498338j 0.00247704-0.00492113j 0.00390072+0.00171718j -0.00163756+0.00661813j -0.00360333-0.00131792j -0.000672644-0.00530119j 0.00103161+0.00827721j 0.00420998+0.00461452j -0.00428279+0.00576915j 0.0126888-0.00400493j -0.0122606-0.00687302j 0.000389545+0.00288167j 0.00502317-0.00379404j 0.00258117+0.00877737j -0.00755201+0.00396215j 
-0.0387141+0.0135579j 0.0309015+0.00397368j -0.00386131-0.00860864j 0.00816095+0.00472355j -0.0057087+0.0273396j 0.0522352-0.0360682j 0.0375455-0.0334923j -0.0471984+0.0197973j 0.0440413-0.000661034j -0.170529+0.0864854j -0.0724171-0.168092j -0.0967318+0.0917403j -0.0749594-0.0903422j 0.0369139-0.0459606j 0.0132479+0.0956971j -0.055075+0.0414866j -0.0241948+0.0240044j 0.00250433-0.0125651j 0.00154783+0.00870946j -0.00829042+0.0161327j -0.0121448-0.00224808j 0.0125316+0.0226507j -0.00361289-0.00869519j 0.000966601+0.00211707j 0.0125803+0.0225839j 0.00743733-0.00516852j 0.00419015+0.0121354j -0.0141728-0.0199949j 0.0213211+0.00767479j 0.00685317-0.00121263j 0.00848919-0.0317285j -0.00306447-0.00256107j -0.0350197+0.0244104j 0.00655241+0.00950947j -0.0154388+0.00192035j 0.0114751-0.0250423j -0.00746462+0.00701572j -0.0101999-0.0174215j 0.00411213-0.00840842j -0.00364753+0.00784908j -0.0104414-0.00235385j -0.00534094-0.00117356j 0.00968103+0.00623194j 0.000549096-0.000199563j -0.00861321+0.00239715j -0.00316081+0.00132709j -0.00401471+0.0011219j 0.00767165-0.00501258j -0.013303+0.00616364j 0.000636889-0.00237047j 0.00273769-0.00651489j 0.00207883-0.00476341j 0.00227612-0.00128985j 0.00170849-0.00402849j 0.0050501-0.00536129j 0.00350714-0.00657426j 0.0032496+0.00203416j 0.00389055-0.00517768j 0.00130125-0.00303652j 0.00409547+0.00112173j -0.00860713-0.00493825j 0.00447385-0.000996648j 0.00220739-0.0103914j 0.00525113-0.00259308j -0.00270166+0.0063074j 0.00200624-0.00313298j -0.000696268-0.00109857j 0.000567573+0.00657321j 0.00963518-0.000634878j -0.00238219-0.00873103j 0.000785877+0.000346602j -0.00163513+0.00407363j 0.00588588-0.00484468j -0.00664263-0.00338239j 0.00377172+0.00115311j 0.00987009-0.00244285j -0.00564324+0.000256798j -0.00716217+0.00343137j 0.0195613-0.0112401j 0.00759847+0.004651j 0.00139164+0.0055161j 0.0134506-0.0122816j 0.00834414-0.00731059j 0.0120956-0.0105033j 0.00355182-0.00744141j 0.00371734-0.00831549j -0.00449754+0.00596207j 0.0119194+0.00418969j 0.0131759+0.00206433j -0.00488104-0.022427j 0.0108599-0.00268138j 0.00507113+0.00656433j 0.00283695+0.00609161j -0.0104307+0.0126353j -0.000912358+0.0037043j -0.00792921+0.00517805j -0.00120522-0.0116892j 
-0.0373862+0.0362682j -0.0138575+0.0303617j -0.020151+0.0324754j 0.0365227-0.00589118j 0.0458677-0.0308358j -0.0914189+0.0495878j 0.0196378+0.012938j 0.0419742-0.00987137j -0.0322636+0.0478412j 0.062694+0.0148651j -0.048061+0.144961j 0.0633012-0.0310476j -0.0672422-0.0913179j -0.0658562+0.0256802j -0.140349+0.269302j 0.00420629+0.0352547j -0.0584434+0.119581j -0.00895672+0.0175794j -0.0155495+0.0288791j 0.0129239-0.0158387j -0.00270008+0.0158946j -0.00122472+0.00103715j 0.0010169+0.00347577j 0.00110515+0.00268515j 0.00131037-0.0100187j -0.00236624+0.00574171j -0.000472675-0.00313627j -0.00300499+0.0134284j 0.00255755-0.00451054j -0.00786555-0.00459139j -0.00914485+0.0211042j 0.011106+0.00858864j 0.0285384-0.023997j 0.00244564-0.00466247j -0.0130531-0.00132445j 0.00887338-0.0271138j -0.00792466+0.0105458j 3.1886e-05-0.00389114j -0.00535883+0.00467608j -0.00777402+0.0166645j -0.00184453-0.00231538j 0.00756997-0.008498j 0.00111689-2.58097e-05j -0.0092334+0.00282785j -0.00206792-0.0050641j -0.0077603+0.00968236j -0.00125673-0.00489315j -0.00243157+0.00254036j -0.00175814+0.00464652j 0.000599925-0.00222341j -0.00425338+0.000304991j 0.0027658-0.00199925j -0.00216771+0.00525414j -0.00167279-0.00109514j -0.00795217-0.00102995j 0.00494431-0.00517125j 0.00325569-0.00328519j 0.00096838-7.45377e-05j 8.31296e-05+0.00158927j -0.00276467+0.0032165j -0.00121764-0.000418856j 0.00288323-0.00484539j 0.00235051-0.00678356j -0.00269226+0.00165125j -0.00109299-0.00210485j 0.00457434-0.000319406j -0.00263638+0.00597553j -0.00166868-0.00300276j -0.00370933-0.00860011j -0.0029991-0.00665289j -0.00389437-0.00119505j 0.0083018-0.00132206j 0.00616765+0.0030428j 0.00850896+0.00360561j 0.00745977-0.00106851j 0.00312983-0.00271283j 0.00294726+0.00354922j -0.00157577-0.0111154j -0.00247631+3.28051e-05j -0.00521424-0.00375664j -0.00397799+0.00438075j 0.0194063-0.00470629j -0.00385744-0.00604994j -0.0149192-0.00463912j 0.0103732-0.000247676j 0.0113248+0.00594909j 0.00198316+0.0155177j 0.0175742+0.0084219j 0.00320718-0.00220765j -0.00872014-0.0164327j -0.0227973+0.0115458j 0.0102769+0.00994861j -0.00466559+0.0197011j 0.00381371+0.02191j 0.0116202+0.0006939j 0.00430693+0.0182188j -0.00658387+0.00646949j 
0.0522592-0.0186387j -0.0336969-0.00958093j 0.0345285-0.0124337j -0.0205132-0.010581j -0.0169839+0.00681994j 0.0212787-0.000612168j -0.0191352-0.00847133j 0.0271361-0.00585964j 0.0231399+0.019781j 0.0583399-0.0148016j -0.0695876-0.0553931j -0.126508+0.0760701j -0.0854631+0.15983j -0.0988224+0.0920332j -0.104836+0.0970553j 0.0669336-0.0496055j 0.0197504-0.0397792j 0.0120601-0.0227998j -0.000145341-0.00558699j -0.00629387-0.00265585j 0.00234244-0.00917747j -0.00757084-0.00624142j 0.00643305-0.00778178j -0.00204254-0.00626459j -0.0125118-0.01109j 0.00474765-0.0134929j -0.00650632+0.000505202j 0.00534366+0.0114775j -0.00406103-0.0140349j 0.00523786-0.0126593j 0.00786659+0.0036096j 0.00110746+0.0221575j -0.00269674+0.00986937j 0.0299682+0.00556698j -0.00414357-0.023831j -0.00773904+0.0160873j -0.00112818-0.00163259j 0.00363405-0.00782167j 0.0108854+0.0159089j 0.0108739+0.000683072j 0.0174235-0.00198247j -0.000535686-0.010402j -0.00455179+0.00908114j -0.0030293-0.00626428j 0.0108723-0.00267365j 0.00483328+0.00579159j -0.00235691-0.000920927j -0.00828324-0.000196022j 0.00221683-0.000198824j 0.000772812+0.000656037j -0.00344873-0.00408216j -0.00666212-0.00570557j -0.00421822+0.00355892j -0.00558238+0.00101817j -0.00159622-0.0047684j -0.0057252-0.0032112j -0.00479078+0.001727j 0.00620879-0.00324396j 0.00031848+0.00319932j 0.00463962-0.00491731j -0.00246094-0.00690855j 0.00389515-0.00119317j -0.00350709-0.00366511j 0.00221616-0.00797664j 0.000489622+0.000970359j 0.0069948-7.80528e-05j 0.0009695+0.000290671j 0.00244722+0.0105551j 0.00445384-0.00395986j -0.000928229-0.0047203j -0.009126+0.00780404j 0.00890684+0.0032358j 0.000234102+0.00759471j -0.004757-0.00702157j -0.00796609-0.0196218j -0.00202763-0.0120129j 0.0103639+0.00715597j -0.00608643+0.000738944j 0.0118757-0.00190998j -0.0121183-0.0219244j 0.00180418-0.00665954j 0.000725915-0.00213184j 0.00909407+0.000789182j 0.00391703+0.0179939j 0.00275569-0.0290935j 0.00289718+0.0157756j 0.00192924+0.0204583j -0.0196394-0.00664383j 0.000398899-0.0104499j 0.0170847+0.00572327j 0.00082831-0.000854144j -1.21401e-06+0.000421096j 0.0118247-0.00780422j -0.00324962+0.0022975j 0.0111034-0.0228319j 0.0127344+0.00389738j 0.00380411+0.00770124j 
-0.0318298+0.0248474j -0.012761+0.0117214j -0.0426244+0.0801055j -0.0198859+0.0784575j 0.000259241-0.00475437j -0.024758-0.0350056j -0.0295592+0.0982585j -0.037597+0.0754323j -0.109178-0.0259188j -0.104877+0.0529638j 0.0984192-0.0155117j 0.0754105-0.128237j 0.014105+0.0554697j 0.07081+0.010596j 0.0109261-0.0227022j -0.00998641-0.00222352j -0.0202592+0.018994j 0.0108596+0.0262506j -0.012003-0.0295987j 0.0215625+0.00660919j -0.00297014+0.00350238j -0.0133136-0.0095834j -0.00249312+0.0141532j -0.000921276+0.00127113j 0.0186786+0.00702379j -0.0239677+0.00746681j -0.00690338-0.0173981j -0.014891-0.00809766j 0.0131761-0.00711963j -0.0118691+0.0164636j -0.00888088+0.0113132j 0.0211113-0.00611658j 0.0124757-0.0089565j -0.0165918+0.016194j -0.00973164-0.0149168j -0.00637122+0.014318j -0.0077253+0.00965312j -0.00440442+0.00628802j -0.00676389-0.00611664j -0.0021812+0.00538976j -0.000720352-0.00182051j 0.00340379-0.00301408j -0.0150717+0.00718895j 0.00559429-0.00505141j -0.013992+0.00765559j 0.00159756-0.00490642j -0.000694732-0.00351238j 0.00195989+0.00200671j 0.000152155+0.00192224j 0.000177768+0.00493619j 0.00269148+0.000197371j 0.00579935-0.00138683j -0.00241854+0.00419034j 0.00940746-0.000340168j 0.000888824+0.00194j 0.00204496-0.000406584j 0.00878441+0.00261199j 0.00363101+0.00373586j 0.0012156-0.00707845j -0.00276089-0.00222151j 0.00134769-0.00323245j 0.000781211+0.00207426j -0.00259919+0.00347597j 0.00441824-0.0022653j 0.00289552-0.00656437j -0.00322785+0.0178303j -0.000228353+0.00211511j 0.00399362-0.0127961j 0.00207268-0.00385071j 0.00474305-0.00160574j -5.22701e-05+0.00618156j 0.00837002-0.0179306j -0.00814515-0.00586628j -0.0125846-0.00446088j 0.00830312-0.0144371j -0.00315329+0.000198104j -0.0131058+0.00442263j 0.000907895+0.00378939j 0.0214974+0.0121937j 0.0185209-0.0254798j -0.0172644-0.00680622j -0.0180323+0.0184559j 0.0174125+0.00287011j 0.00782144+0.00552964j 0.00346563-0.0125434j -0.00166745+0.00145405j 0.00129415+0.00956711j -0.00432357+0.00467691j -0.0193778-0.00219486j -0.000512085-0.00150528j 0.00798432-0.00504821j -0.00182933-0.00782444j 0.0069182-0.0074912j -0.00751641+6.36889e-07j -0.00401967-0.00246668j 0.000573227-0.00111763j 0.00191489-8.00836e-05j 
0.0168005-0.0171112j -0.0127549-0.00996257j 0.0865348-0.00222693j 0.0903997+0.00304059j 0.0162508-0.002914j -0.0849157-0.0348869j 0.0739351-0.000939631j 0.00717571-0.061337j -0.141676-0.0406821j 0.0730853+0.0377708j 0.069351-0.0306678j -0.213056+0.00606008j 0.17537-0.0144652j 0.127659-0.112436j 0.00209166+0.0650949j 0.00176344+0.0341502j -0.0213857-0.0328008j 0.017481-0.0303533j -0.0310958+0.0242338j 0.0134222-0.0251793j 0.00369527+0.00334254j 0.00174102+0.00968942j -0.0171387+0.0109907j -0.0020795+0.00836472j -0.0217034-0.0126934j -0.00382936+0.0234932j 0.0111792-0.00307544j 0.0101128+0.00207406j 0.0133882-0.0267965j -0.0114767+0.0102183j -0.00517897+0.0177814j 0.00879812+0.000443319j 0.00493591+0.00506941j -0.0199783+0.0014093j 0.0342001+0.00139045j -0.00418976-0.0061278j 0.0052384-0.00586175j 0.00359821-0.00133663j 0.00488874+0.00900276j -0.000196846-0.00316123j 0.00154159+0.00382927j 0.0044809+0.00411061j 0.00341555+0.00827903j -0.00517321-0.0144564j 0.00444011-0.00116396j -0.00839274+0.00570717j -0.0039217+0.00523031j 0.000122284-0.000882708j 0.000827261+0.00154931j 0.00712336-0.00158236j 0.00312307-0.00194563j 0.000438157-0.00190463j -0.00778245+0.00106194j 0.00314613-0.00461955j -0.0100913-0.0069557j -0.00106768+0.00121628j 0.0038356-0.00291647j -0.0056067+0.00273518j 0.0036504-0.00226359j -0.00973614+0.00220344j 0.0027763-0.00855603j -0.00464254-0.00421546j 0.00121512+0.0100985j -0.00472039+0.000985028j 0.0045998+0.0140874j -0.000291998-0.00565735j -0.00176429-0.00683417j 0.00962082+0.00426822j 0.00110533+0.0121643j -0.00217906-0.00820174j 0.00978588+0.00365047j 0.000778346-0.0144609j 0.000907544+0.00850841j -0.00383896-0.0118738j 0.0056625-0.0225693j 0.00353952+0.00212287j -0.00595906-0.00281953j 0.0105617-0.00314597j -0.0137513+0.000509455j 0.00395585-0.017606j -0.0138918+0.00803535j -0.0075349-0.00242177j 0.000990347+0.0039635j -0.00659789+0.00233864j -0.0195972-0.0101082j -0.00140469+0.00555183j -0.0111492+0.00603344j -0.00231947-0.0146799j -0.00518231+0.00384636j 0.00459833+0.00176105j -0.00193317-0.00845862j 0.00147126+0.013386j -0.00485983-0.00501368j -0.00141557+0.000782245j -0.00261313+0.00722666j -0.00123386+0.00736818j -0.00664019-0.00776699j 
-0.0290187+0.0104816j -0.00876348-0.00817344j 0.0175798+0.00583959j 0.0245981-0.0229245j 0.0790307+0.0162886j -0.0459107+0.0056397j -0.0438172-0.0156571j 0.0462952+0.0512376j 0.0634761+0.0811622j 0.0860487+0.127006j -0.283224+0.135161j -0.098867-0.0634324j 0.0848685+0.0908449j 0.120276-0.0976238j 0.0601673-0.0511443j -0.0182996+0.0314356j -0.0296706-0.0122994j 0.0171933-0.00336026j -0.0108762+0.00400817j -0.00399672-0.000146557j -0.0131573+0.0096821j 0.0108477-0.0140135j 0.00487447+0.00382337j -0.00449896-0.0013321j 0.0189201-0.0141369j 0.00455174-0.00594857j -0.0202134+0.00179254j -0.0239755+0.0153154j 0.00481537-0.00522867j 0.00924653-0.00974414j -0.0139953+0.000607863j -0.00753909+0.00296329j 0.0244807-0.00236144j -0.00461334-0.00109782j 0.0232284+0.00801494j -0.0107185+0.000184496j 0.00561406-0.00896137j 0.00731578+0.00626508j -0.0024602+0.000183001j -0.00772081+0.000670397j 0.00125971+0.00433255j 0.0116673+7.78517e-05j -0.00815704-0.00399711j -0.00476766-0.00295683j 0.00132221+0.00479904j 0.000995189+0.00113911j -0.00456844+0.0048695j -0.00333653-0.00283004j -0.00414961+0.00751338j 0.00207633-0.0028224j -0.00334251-0.000612024j 0.00108879+0.000974893j -3.86437e-05+0.00476537j 0.000484879-0.00347163j 0.00897544-0.00980357j 0.00915096+0.00370158j -0.00773638-0.004335j 0.0107603-0.00252925j 0.00384406+0.00869329j 0.00417952-0.000291471j -0.00825429+0.00971672j 0.0046867+2.47217e-05j 0.00514357-0.00854896j 0.0130944-0.00821476j -0.00335083-0.00428885j -0.00391542-0.0059095j 0.00273527+0.01039j -0.0116916+0.00498579j 0.00110596-0.0130545j -0.0130493-0.00720483j -0.0148823-0.0126516j 0.00204163+0.020041j 0.0044325+0.0103794j 0.00239063+0.0105739j 0.00704181-0.00450257j -0.00281711-0.0236803j -0.00184157+0.00964188j -0.0251197-0.00126359j 0.0122463-0.0236728j 0.0198536+0.00292441j 0.0107219+0.00776377j 0.00709868-0.000743549j -0.00240163-0.0153572j 0.0191426-0.0049272j 0.00912282+0.000905794j 0.0178413+0.0091598j -0.00605843-0.000781729j -0.0145178-0.0111184j 0.000585215+0.014065j -0.00679864+0.00499581j 0.0144932-0.00500354j -0.00155173+0.00624173j -0.00130137-0.00647708j -0.0127526-0.00483756j -0.00231155+0.00629846j -0.00453879+0.00302465j -0.00981948-0.00291201j 
-0.0564656-0.0185846j 0.0602394+0.0269249j -0.00751375-0.00818105j 0.0942904+0.0169177j 0.0423191+0.0024275j -0.0639925-0.0240934j 0.0778204+0.0487704j 0.00333094-0.017272j 0.00500445-0.032444j -0.0790007-0.0742994j -0.0860885+0.0568999j 0.00787079-0.0420955j -0.221578-0.0930751j 0.0211705+0.0462616j 0.106527-0.14575j -0.0792747-0.0110469j -0.00760886-0.00830928j -0.011616+0.0131957j -0.0236099+0.0248314j 0.014181-0.018944j -0.0118261+0.0177753j 0.00311696+0.00659017j -0.0150347+0.00610746j -0.00331885+0.00631956j -0.00371326-0.00245692j -0.0116193+0.0288142j 0.00848912+0.0112271j 0.0109397-0.016119j 0.00176225+0.0220898j -0.016503-9.94081e-06j -0.00938541+0.00306517j 0.00350187+0.00589569j 0.0101514+0.00506342j -0.00556423+0.0189351j -0.0113153-0.0193946j 0.00718791-0.00405472j -0.0104296+0.00337934j 0.0052137-0.0225586j 0.0181376-0.0225406j -0.000893597+0.00637116j -0.00947239-0.0122323j -0.0107173+0.019702j 0.00470104+0.00839019j -0.0114298-0.0085568j -0.00739314+0.00304524j -0.00301544-0.0065916j -0.00708074+0.00127224j 0.00278575+0.00508945j -0.00392429+0.00192689j 0.00199135-0.00844097j -0.000168562+0.000285133j 0.000707317-0.0031648j -0.00244585+0.00900567j 0.0037345-0.00557241j -0.0144999-0.00181504j 0.00187656+0.00262663j 0.00379373-0.00601819j 0.00345429+0.000376811j 0.005773+0.00505573j -0.00275376+0.000949663j -0.003951-0.0105791j 0.00228423-0.00762674j -0.00194165-0.00237673j 0.0010323-0.0023769j 0.000729225-0.00368928j -0.00198448-0.00100555j 0.00112463-0.00330595j 0.00163584+0.0081181j -0.0100703-0.000399866j -0.00352649-0.0136555j 0.00100179-0.0190375j 0.00395249+0.0132305j 0.0123079+0.0173248j 0.018302-0.00660231j -0.0034432+0.0032587j -0.00473992-0.00900964j 0.0114049+0.00014635j -0.00332262-0.00600386j -0.00587066-0.00765709j -0.0112384+0.00882201j -0.00232055+0.0198361j -0.000257186-0.00280637j -0.00639004-0.00780887j -0.00236565+0.00962517j 0.00675715-0.0062786j 0.00712582-0.0145704j 0.00940352-0.00140846j -0.00746915-0.0178118j 0.0153894-0.00291734j -0.0102252+0.000184787j -0.00283914-0.0003278j -0.0105298-0.00689345j 0.00343606-0.00109008j 0.00592906-0.00366437j -0.00387742-0.00945869j -0.00811122-0.0124649j 0.00586316+0.0037355j 
0.00624703-0.0211221j -0.0153476+0.00323227j 0.0108694+0.000559944j 0.00809486+0.00264103j 0.000850155+0.00161467j -0.0164366+0.0287785j -0.00170709+0.0216281j 0.0400051-0.0189902j 0.0344417-0.0241027j 0.0282427-0.182704j -0.0379931-0.0111429j 0.019984-0.053855j -0.0563838+0.0752934j -0.0233972-0.0114071j -0.0620291+0.131782j 0.0168099-0.023227j 0.00356512-0.030765j 0.00527577-0.00725855j -0.00720536+0.000186998j 0.00835318-0.00170582j -0.0117794-0.00132667j 0.00858836-0.00268635j -0.000461606-0.0111259j 0.00627371-0.00812773j 0.00826887+0.00437081j 0.00301169-0.00305956j 0.0163758+0.0069659j 0.00269699-0.00733658j 0.0115167+0.012032j -0.00576203-0.00694646j -0.0112672-0.00316838j -0.0166523+0.00115904j 0.00486176-0.00898824j -0.00778602+0.0173111j 0.0334041-0.0143747j -0.0127957-0.00682314j 0.0207255-0.00342499j -0.00890368-0.010587j 0.00313709+0.00511841j 0.000662714-0.00166639j -0.00115681-0.00584599j -0.000639937-0.00764443j -0.00284679+0.0043637j 0.000102873+0.00587583j -0.0172766-0.00310359j 0.0018403-0.000319495j -0.000945095+0.00163773j 0.00610114+0.00538343j -0.0113673-0.00406663j -0.000827926+0.000652819j 0.00291192+0.00530462j 0.0117888+0.00844863j 0.0015951+0.0101977j 0.00448957-0.00129799j 0.00445514+0.0070924j 0.00844458+0.00535353j 0.0102459+0.00491556j 0.00503594+0.00892288j -0.00460614+0.00118541j 0.00373071+0.00984566j 0.0123313+0.00818086j 0.00022246+0.00501046j 0.00733296+0.00311105j 0.00548284+0.00722097j 0.00854868-0.0107595j -0.0153913+0.00649053j 0.00308454+0.00501168j -0.011198-0.00696105j 0.00198316-0.00918454j 0.00662283-0.00370865j 0.0071839+0.000173381j -0.00698259-0.00141718j 0.00945753-0.0102004j 0.0122734-0.00429542j -0.0103671-0.0151323j -0.00132935-0.00571904j -0.00488934+0.00483324j -0.00574429+0.00219337j -0.00974499+0.0187474j 0.0229387+0.00310571j 0.000780746-0.0135691j -7.12702e-05+0.0171727j 0.00226428+0.00281217j -0.0049894-0.00553684j 0.0121972+0.00180466j -0.0028499+0.0043478j -0.0136868+0.00422005j -0.00896488+0.00171507j 0.00778776+0.0169767j -0.0202562-0.0138464j 0.00251342-0.00416525j 0.00117084+0.00327355j 0.00351985+0.00172132j -0.00429912-0.0151619j 0.00410885+0.00433107j 0.000513997-0.000104042j -0.00560549-0.0076517j 
-0.0021383+0.029876j 0.00519914-0.0179035j -0.0430229+0.00611479j -0.0474504-0.0208738j -0.0335405+0.00132461j 0.0404127+0.025175j -0.0128697-0.0379597j -0.0133328+0.031384j 0.0641978+0.00328372j 0.0333917+0.0496465j 0.0818755-0.0533609j 0.169735-0.145054j 0.108939-0.0344289j -0.0374051+0.0635094j 0.0183559-0.0659149j 0.00134708+0.0329621j 0.00421789+0.00324588j -0.0131688-0.00262824j 0.03219+0.00911801j -0.0182379-0.0065397j 0.00609726-0.0119368j 0.00864173+0.0212866j 0.00466557-0.0114607j 0.00583299+0.00489371j 0.00655113-0.0116178j 0.0187347+0.000668115j 0.005422+0.019413j -0.0121815+0.00563938j 0.0158416+0.0274918j -0.00363661-0.0171028j 0.00872684-0.0043287j 0.0177909+0.0148484j 0.00297179+0.00427073j -0.0202237-0.0203246j -0.00400787+0.0060635j -0.0107834+0.00585349j -0.000430844-0.00450069j -0.0173936-0.00674172j -0.00739115+0.00282641j 0.00577554+0.00660045j -0.00903672-0.00489243j 0.00427593-0.00860019j 0.0105217+0.0103701j -0.00730765-0.00160465j -0.0103721-0.000901782j -0.00686815-0.00424761j 0.00634907-0.00479852j 0.00448293+0.00239411j -0.00462286-0.00893736j -0.0109619+0.000980211j -0.00383819+0.00120162j 0.00859654-0.000964241j -0.00125173-0.00553345j 0.000984444+0.00159204j 0.000261682-0.00823809j 0.00824275-0.00449063j -0.00604364+0.00643833j -0.00237791-0.00327736j -0.0156983+0.00256521j -0.0033493-0.00306756j -0.000502672-0.00443962j -0.00646575+0.00202086j -0.00137798+0.0011218j 0.00201919+0.00101738j 0.00224769+0.00562963j -0.00831552-0.00182975j 0.000961431-0.00138469j -0.00999584+0.0101004j 0.0049061+0.00138488j -0.0055594-0.00367113j 0.00215714+0.00680127j -0.00881806-0.00266301j 0.0123328+0.00418817j 0.00696823-0.0035186j 0.00934562-0.0246316j -0.00741386-0.0026345j 0.000613004+0.00580995j 0.00943945-0.00197106j -0.00333219-0.00275728j -0.00438128-0.0247271j 0.0033653-0.000826647j 0.00828815+0.00189599j 0.00528108+0.000561725j 0.00890865+0.0103636j 0.0038395-0.00957301j -0.00670921-0.00677913j 0.000518117+0.00961774j 0.00796733-0.0273996j -0.00339869-0.00152482j -0.0082584-0.00375918j 0.000221803-0.000507886j -0.00255106+0.000842814j -0.00350023+0.00429549j 0.0150736-0.00622076j -0.00928395+0.00487175j -0.00907349-0.00188018j 0.00235976+0.00560494j 
-0.0314372-0.000530124j 0.0529496+0.0229574j 0.00188475-0.0334871j 0.0652504-0.0476835j 0.00797568-0.0327973j -0.0488195+0.0520993j 0.0957928-0.00296282j -0.0555872-0.0685712j 0.0542255+0.189229j 0.0331166+0.0974789j 0.208021+0.0125486j -0.0672298+0.0550588j -0.106927+0.0746655j -0.0480865-0.00694717j 0.0456513-0.0216677j -0.0356896-0.0114775j 0.0107926+0.0126022j -0.0112088+0.00292121j 0.00246455+0.0294615j -0.00324588-0.0118864j 0.00447995+0.00839723j 0.00901545+0.00570756j -0.0112823+0.000568694j -0.0105581+0.00958768j -0.0006111+0.0106368j 0.0155086+0.012853j -0.00383857+0.0176133j -0.0223835+0.00833946j 0.0116479-0.000298394j 0.0131232-0.00445415j -0.00367779-0.0030506j -0.00373478-0.0102678j 0.00165482-0.0227299j 0.000537859+0.025789j -0.0031023-0.00424975j -0.0017996-0.00784467j 0.00671273-0.00580423j 0.00176223-0.013259j 0.00606729-0.0101389j 0.00067179+0.0055057j -0.00922135-0.00608375j -0.00850011+0.00823447j 0.0122603+0.00136393j -0.0071198-0.000983867j 0.00111475-0.00824425j -0.0048167+0.00308949j -0.00014568-0.00516009j 0.00791867+0.0055326j -0.00597839+6.24064e-05j -0.00213472-0.00273952j 0.0109059+0.000542727j 0.00319868+0.00790804j 0.00171924+0.00325811j 0.000683291+0.000495661j -0.00615867+0.0035803j 0.00459228-0.00687887j 0.00226805+0.00587748j -0.00167945-0.000796413j 0.000268211-0.0142189j 0.0023148+0.0111314j -0.00644016+0.00331751j 0.00453572-0.00681084j 0.00639094+0.00143966j 0.0142281-0.00758519j 0.0118839+0.00206754j 0.000544004+0.00223574j 0.0023555-0.00899119j -0.000338401-0.00573589j 0.000204665+0.00369557j -0.0117244+0.0175158j -0.00258801+0.0113371j -0.00360479-0.0170455j -0.0130724+0.00510864j -0.0264649-0.00162778j 0.00213909-0.0229377j -0.00119701+0.0155898j -0.0116707+0.0115617j 0.00283574+0.000500081j 0.00214564+0.018645j 0.00782984-0.00691225j 0.00946154-0.0100613j -0.00109878+0.00900724j 0.000267968+0.00769242j 0.00743551-0.00622597j -0.00411762+0.00586472j -0.0132819-0.000184282j -0.000265564-0.00273197j -0.00184178+0.00272688j -0.0010964-1.38395e-06j 0.00266595+0.000810901j 0.000167503+0.00151371j -0.00137927-0.00166464j 0.00256334+0.00144733j 0.00254385-0.00566212j -0.0019874-0.0103871j -0.00358071-0.00631437j 8.45618e-05-0.0011971j 
