-0.00467855+0.0270515j -0.0432802-0.0148168j -0.0162254-0.0281584j 0.0143804-0.0183524j -0.00674314-0.00937187j -0.00140115-0.0239637j -0.00961231-0.0178451j -0.000295934-0.0157813j -0.00569143+0.00304268j -0.00329434+0.00524055j 0.00301672-0.0048932j 0.0238005-0.00482914j 0.0240922+0.00234899j 0.0225983-0.0134359j -0.00372391+0.00924198j -0.0270541-0.0160474j 0.0138126+0.00126691j -0.00308174-0.00618896j 0.00303815-0.00557917j -0.00469882+0.00117436j -0.00175738+0.00201352j 0.00572941-0.00587643j -0.00383563+0.00302886j -0.000507579-0.000866777j 0.00171873-0.00402182j -0.00167136-0.00363649j -0.00195766-0.000298192j -0.000901577-0.000182672j -0.000363577+0.00193682j 0.000482014-0.00318176j 0.000425045-0.00183809j 0.000832658+0.000431903j 0.000526996-0.00231133j 0.00202651+0.00491648j -0.00271344+0.00362848j 0.0110523-0.0043816j -0.00896825+0.00991321j 0.00156762-0.000643316j -0.00192568+0.00940907j 0.00164413+0.00212183j -0.00034418-0.00832108j -0.00145798+0.00196759j -0.00111859+0.0068917j -0.000732221+0.00274189j 0.00200745-0.000547278j -0.00135344-0.00130046j -0.0038211+0.00317801j -0.00286931+0.00634554j -0.00194357+0.0020283j -0.00330836+5.79228e-05j -0.000868442-0.000173399j -0.00238732+0.00183907j 0.00578843-0.00361765j 0.000956307-0.00269894j 0.00195304-0.00217882j 0.00246318-0.00283127j 0.000711012+0.000943571j -0.00154361+0.00134525j -0.0011567-0.00118827j -0.00156575+0.000559326j -0.00229038+0.00121738j -0.000348625+0.00186895j -0.000507425-0.0014243j -0.00184855-0.000617476j 0.00350997+0.000651724j 0.00123856+0.0021503j -0.00132387+0.000792312j -0.000941341-0.00117171j 0.0014221-0.00233517j 0.000119299+0.00113934j -0.00314979+0.000374874j -0.00151462-0.000988725j 0.00169983-0.000300244j 0.00186802-0.00123004j -0.000350543-0.000979643j 0.00289149+0.000402932j -0.000621483+0.00152286j 0.000223095-0.000117604j -0.0013403+0.00303423j -0.00169703+0.000779675j 0.00192726-0.00273923j -0.00289034-0.00177455j -0.00352968+0.00208106j 7.63349e-05-0.00130383j 0.00431373+5.90361e-05j 0.000116032+0.00160747j -0.00326754+0.00373294j -0.00534854-0.00474779j -0.00278561+0.00222729j 0.00126295-0.00418236j -0.000859195+0.00163234j -0.00438861-0.0126792j -0.0287502-0.0245975j -0.00932859-0.000413461j 0.004005+0.00300545j 0.00689044-0.00781391j 0.00400683+0.0123749j 
-0.0286309-0.0950211j 0.120821-0.0359762j -0.075999-0.05166j 0.0978205+0.0471283j 0.0377937-0.0530371j 0.0280062-0.0266473j 0.0644248-0.0296603j 0.109277+0.122494j 0.189471-0.0484944j -0.0292185+0.0442604j 0.145817-0.0802354j 0.0648964+0.0334147j -0.11932+0.0131187j -0.128508+0.0320272j -0.0234267-0.0916943j 0.134042+0.00756069j -0.00246006+0.114918j -0.0193439-0.0124944j -0.0163781-0.0053185j 0.000134426-0.00332908j -0.0244324+0.0124909j -0.00399833-0.000500818j 0.0142344-0.00303438j -0.00820594-0.0385402j -0.00546348-0.016253j -0.0129852+0.0241722j 0.014469-0.0252986j -0.0145539+0.00284361j 0.00427924-0.0163072j -0.0110282-0.0113999j 0.00871524+0.00855054j -0.0181095+0.0114657j 0.0059329-0.0117949j -0.00452116+0.00288347j -0.0018569-0.0016464j -0.00267416+0.00491502j -0.0105483-0.00210167j -0.0116276+0.0103648j 0.0100469+0.00565631j 0.00591804+0.0120397j 0.0203851-0.0109703j 0.00418009-0.00109737j 0.000259274+0.00426359j -0.00152052-0.00244224j 0.000646677+0.00325057j -0.00940137-0.00486855j 0.00110128-0.00716863j 0.000743529+0.00183604j 0.00450812-0.00450804j -0.0058224-0.0081045j -0.000900082-0.00235495j 0.00584867-0.00379404j -0.000160063-0.00654813j -0.00136219-0.00403015j 0.00846445+0.00749536j 0.00475641+0.00164487j -0.00880267+0.00151504j -0.0162121-0.00135795j -0.00245542-0.00589279j -0.000284091-0.0200207j -0.00890416+0.000109164j -0.00154856+0.0139512j -0.00686452+0.0106665j 0.00417471-0.000592215j -0.00391804+0.0134274j -0.0144095-0.00402516j 0.00331729+0.0108276j 0.00281428-0.000574307j -0.00725507+0.00720321j -0.000199337-0.00485133j -0.0107639-0.010316j 0.00931475-0.00718163j -0.000296455+0.0116299j -0.00314976+0.00271608j 0.016451+0.00408407j -0.00777351+0.00109861j -0.00577269-0.00745878j -0.00944955+0.00862627j -0.00236772-0.00998133j 0.00128207+0.00453722j -0.00667413-0.00738512j -0.000736378-0.0104182j -0.0033659-0.000631334j 0.00218727+0.00434705j -0.000529427+0.00289349j -0.00838379-0.00770635j 0.00300656-0.00647482j 0.0102196-0.00252291j 0.0011956-0.00873847j 0.00120676-0.00107075j -0.000962127-0.00154369j -0.00650274+0.00477511j -0.00269681-0.0045771j -0.00026975-0.00708642j -0.0100389+0.00377052j 0.00247078-0.00226781j 0.0045719+0.00265481j 
0.05106+0.0439607j 0.0683038+0.0283284j 0.156494-0.015673j 0.0221439+0.140872j -0.0855956+0.00831654j -0.123471+0.10535j 0.0981351+0.0139824j 0.0545311+0.237869j 0.0960117+0.0928476j 0.0798779-0.0134772j -0.202302-0.0625858j 0.00831501+0.00871937j 0.0376952+0.075888j 0.0397683-0.021976j 0.0013329+0.0238483j 0.0451336+0.0393092j -0.0635259-0.0694445j 0.0510699-0.0222818j -0.0106814-0.0239334j -0.0129787-0.0185029j 0.0165776-0.0177011j 0.0166819-0.0141699j -0.000650313+0.000234434j -0.00587771-0.0248945j 0.00169263+0.0285849j 0.000716786+0.0118813j -0.0166773-0.0158239j 0.0118121+0.0116986j 0.0283777+0.00829231j 0.0218199-0.00835664j -0.0300245-0.0194356j -0.00515029-0.00100975j 0.000403336+0.000876812j -0.0142402-0.0103654j -0.00246756+0.00208637j 0.000595204-0.00142028j 0.0065925+0.00522069j 0.00399424-0.0120595j -0.00598037-0.00294489j -0.0123051-0.00185692j 0.0123564+0.012568j -0.00275664+0.00810606j -0.0116255-0.00731931j 0.00695283+0.00274081j -0.00134772-0.00572558j 0.00298036-0.00675786j -0.00785598+0.00180757j -0.00411149+0.00702334j 0.0040141-0.00767585j -0.00405739-0.00674847j 0.00474325-0.00723206j 0.00127647-0.0140926j -0.000778629+0.0179681j 0.00326129-0.000503226j 0.0051872+0.0073415j 0.00267038-0.00483144j -0.0108193+0.00893344j -0.0107598-0.00314424j 0.00534594-0.00998791j 0.00241268-0.0205492j -0.00335984+0.00361243j -0.000327321+0.00810514j 0.008365+0.00269126j 0.00581225+0.00496239j -0.00771527+0.00768636j -0.000742834-0.00235429j 0.00198174+0.00354255j 0.0071778-0.00721386j 0.0016082+0.0135792j -0.00172851+0.00465676j 0.00258772+0.000322084j 0.0111414+0.000786936j 0.0133061-0.00748019j 0.0103056+0.00347266j 0.00944096+0.00245485j 0.00754964-0.00543249j 0.00261573+0.000140844j 0.00342859-0.0035075j -0.00613241-0.00141395j 0.000146014+0.00527305j 0.00961505-0.00983588j 0.000948433-0.00643692j -0.000237092-0.00395714j 0.00495103-0.000214959j -0.00363276-0.000514892j 0.00301969-0.00406145j 0.0010814+0.0151163j -0.000720569-0.000624502j 0.000322184+0.00322716j 0.00454329-0.00105787j 0.00232067+0.00103594j -0.00591245-0.010646j 0.00252373+0.00425723j 0.00472445+0.003296j -0.00521273+3.33719e-05j 0.00967418+0.00848284j -0.00458397-0.00289758j 
0.00714245+0.0503779j -0.0760388+0.00385939j -0.0499301+0.0130796j 0.0534448-0.159073j 0.0737238+0.175587j -0.0653693-0.114156j 0.0173422-0.0457786j -0.045094+0.0870946j 0.0452396-0.0640186j 0.0958535+0.0326632j -0.153768+0.00840702j -0.154093+0.177039j 0.00340357-0.0188906j 0.0295173-0.07066j -0.008623+0.000703735j -0.0376624-0.0518507j 0.00633525-0.00941751j -0.0189939-0.0041731j -0.00675771+0.0495848j 0.0311414+0.00762615j -0.00619048-0.0110354j 0.00916471-0.015868j 0.025164-0.0149701j 0.0201047-0.0140354j -0.00582121+0.00727004j -0.00577968+0.0104356j -0.000979474-0.0100828j 0.00666812+0.0177817j -0.00992115+0.00075304j -0.049468+0.0111284j 0.0148818-0.0040714j -0.012015-0.00539704j 0.00778475+0.00964557j 0.0108304-0.00281476j -0.00185698-0.00375068j -0.00217814-0.0023377j 0.00952518+0.00560987j -0.000245067+0.00143799j -0.00537167+0.00721351j 0.0014125-0.0045741j -0.0116845-0.00598735j -0.00710845+4.4635e-05j 0.00110684-0.00108597j -0.00106365-0.00138324j -0.00128102+0.00302317j -0.00308983+0.0109114j 0.00784419+0.00735686j 0.00104915+0.00224954j -0.00209478-0.000949007j -0.00455663-0.00308271j 0.00508202-0.00667551j 0.00506636-0.00154211j -2.55457e-05-0.0124708j -0.00128905-0.00386463j 0.00630585+0.00427053j -0.0143601-0.00364262j -0.00152076-0.00113635j -0.0225298+0.0195857j -0.00774446+0.00182954j 0.00214085-0.0143323j -0.0043889+0.0184037j 0.0081118+0.0187255j -0.00332507+0.022844j 0.00215337+0.00711566j -0.00470123+0.00320744j 0.00522217+0.00265327j 0.0180304+0.0180663j -0.0139033-0.0114659j 0.00613406-0.0014023j -0.00350772+0.0090678j 0.00330196-0.0058804j -0.00768941+0.00779205j -0.00301529-0.00644343j 0.00421864+0.01143j 0.00356604+0.0110082j -0.00490013+0.0197551j -0.00119389+0.00549733j -0.00213097-0.000584111j 0.0055059-0.00497777j -0.00623263+0.00504692j -0.00232259+0.00476546j -0.00239405+0.00290759j -0.006406+0.00465933j 0.00329634-0.000125543j 0.00158296-0.0023856j -0.00117625+0.00727316j 0.000649556+0.00208018j -0.000525105-0.00261255j -0.00266169+0.00400619j 0.000951884-0.00315511j 0.00341003-0.00321988j 0.00472397+0.00515212j -0.00889522+0.000240782j -4.45237e-05+0.00178686j 0.00138016+0.00639705j -0.00154888-0.00897488j 0.0070986-0.000591121j 
-0.0276637-0.00353767j -0.0970172-0.0591068j 0.0237025+0.00202655j -0.0377328-0.130561j -0.0916628+0.141444j -0.106324-0.121507j -0.0736306-0.0197483j -0.0896378-0.0873784j 0.137649-0.0302024j 0.0515327-0.180369j -0.0263495+0.0252162j 0.0741231+0.0356175j 0.118214-0.0150825j 0.00643981+0.127329j 0.0353283+0.0681175j -0.0634496-0.0615525j 0.066982+0.0194181j 0.0192787-0.00473242j -0.012117+0.0201215j -0.0106165+0.01097j 0.00181273+0.00709914j 0.0133747-0.0108373j 0.00656771+0.00173944j -0.0243502-0.0151552j 0.000955898+0.0121107j -0.0207997-0.00532156j 0.0264353-0.0195062j 0.0135186-0.00127189j 0.000846168+0.0180009j 0.00705243-0.00312183j -0.00582168-0.00280785j 0.000639748+0.000132236j 0.0143026+0.00367076j 0.00646811-0.0141247j -0.002074-0.0012565j 0.015948+0.0043228j -0.0103735+0.0100887j 0.00728261+0.00137093j -0.00100889+0.00326685j 0.0175337-0.00170419j -0.0101534-0.0151869j -0.00439339+0.0038292j 0.0130444+0.00295598j 0.000828469-0.00593389j 0.00839882+0.000216317j 0.00536898+0.0249434j 0.00547054-0.00759144j 0.00576563-0.0117596j 0.004706+0.00676827j 0.00194033+0.0102551j 0.00280626+0.00256726j -0.00158059-0.0129372j -0.0170309+0.0137042j 0.00207639+0.0102808j 0.00177909-0.00465664j 0.00432934-0.00191561j -0.00599754-0.00680155j 0.00394729-0.0074238j 0.0086088+0.00452157j -0.00952615-0.00959953j 0.00760317+0.00103178j 0.0032761+0.0109918j 0.0048686+0.0106201j 0.0140971+0.0187678j -0.00873053-0.000571101j 0.000278103+0.00170175j -0.000268779+0.0118886j 0.00289981-0.00237803j 0.00701593+0.00271519j 0.000993046-0.00270055j 0.00351207-0.0090476j 0.0087777-0.00652311j -0.000270169-0.00163373j 0.00570474-0.000831584j 0.00167777-0.0051793j -0.00375264+0.000704923j -0.000822409-0.0076989j -0.000890909-0.00235857j 0.00105118+0.00230048j 0.00571555-0.00540752j 0.00322336+0.000521088j -0.00213489-0.000993557j -0.00128843+0.00480275j -0.00162321+0.00269019j 0.00539119-0.00347643j -0.00166299+0.00605206j -0.00905284-0.00440036j -0.00368644-0.00456658j -0.00126978-0.00419259j 0.000458461-0.00391841j 0.00168783+0.000289704j -0.000612729+0.0054771j -0.00195426+0.0077416j -0.00486052+0.000308477j 0.00729998+0.00557599j -0.00247452-0.00431251j 0.00356299-0.00584702j 
-0.0646179+0.0261573j -0.0299372-0.084013j 0.0336477+0.0899196j -0.0553332+0.0460788j 0.0282053+0.116146j 0.113312+0.145179j -0.0722977+0.0319349j -0.0849527+0.0235888j -0.123922-0.00480491j 0.119959+0.122164j 0.110808-0.152933j 0.149991+0.170942j 0.027389+0.088992j 0.0280372+0.0445976j -0.0630256+0.0539535j -0.0193549-0.089778j 0.0650885+0.00286609j 0.0159917+0.0400215j 0.0277147-0.00852203j -0.0204059-0.0343817j -0.00856765-0.00112924j -0.0188922+0.0183912j -0.0171246-0.0242857j 0.00629762+0.00192169j -0.014862+0.012405j 0.00375488+0.00157841j 0.00769594+0.0097664j 0.0204702-0.000610094j -0.0090234-0.0245419j -0.00870858-0.0231877j -0.00597241-0.0125116j 0.0094208-0.0195683j 0.00301875+0.0117286j -0.00621824+0.00690197j 0.00237127-0.000956044j 0.000907225+0.00567685j -0.00808071+0.00502909j 0.00902249+0.0111762j 0.0094252-0.00964346j 0.00587074-0.0018985j -0.00114374-0.0100224j -0.0059977-0.00149158j -0.000137664+0.00469755j -8.26532e-05+0.000666732j 0.00250466-0.00287946j -0.00741509-0.00392204j -0.00915822+0.00172252j 0.00272514-0.00632157j -0.00947338-0.0181742j -0.00791035+0.00548611j -0.00197543-0.00453373j -0.00655772-0.00862653j 0.00726764+0.00676112j 0.013848-0.00433655j -0.000546205-0.0107272j 0.00716536-0.0149735j -0.00240471+0.0203689j -0.00224976+0.00829985j 0.0110899+0.00455479j 0.0179536-0.00515119j -1.97732e-05-0.00629802j -0.00694168-0.000142368j -0.00502309-0.0161101j 0.000344165+0.00359303j -0.00225367+0.0103378j 0.0114723+0.0209616j 0.00468116-0.00981452j -0.0162619+0.00459536j -0.0053615-0.0053545j -0.00563515-0.00434164j 0.00653992-0.00416953j -0.00702439-0.00206419j -0.00739001+0.00356273j -0.0034252-0.0032253j -0.0147545-0.00303783j -0.0035018-0.00212061j -0.0021632-0.00323512j 0.000310857+0.00596241j 0.00324311-0.00290671j 0.00102307-0.00264718j 0.000982134-0.00507914j 0.00977943-0.0028006j -0.00237471-0.00158711j -0.0102773-0.00104845j 0.0113762+0.00552292j -0.00222661+0.000904051j 0.00329422+0.00480536j -0.000466518-0.0043326j 0.00596891+0.00411845j 0.00387274+0.00156995j -0.00169369+0.00126222j -0.00200125-0.00660644j 0.00275717+0.00122187j -0.0028495-0.00123967j 0.0020697+0.00666698j -0.00191882+0.00886201j -0.00369424-0.00139521j 
0.0334025-0.0319906j 0.0388026-0.0143094j 0.0144478+0.0725119j -0.167862+0.0766926j 0.00632508-0.0325208j 0.00203113+0.0561346j 0.132157+0.0858242j -0.0162529+0.0395638j 0.0257987-0.084983j -0.068529-0.00257605j -0.230118-0.0422785j -0.0804597-0.100532j -0.0576395+0.0274495j -0.0550313+0.0486761j -0.0100774+0.021171j -0.00134473+0.00959275j -0.0117525+0.0123114j 0.00495494+0.0224703j 0.0281471-0.023044j -0.00359682-0.0272566j 0.00146982+8.88997e-05j 0.0102062-0.0112437j -0.0281632-0.0236614j 0.0181306-0.0105901j 0.020705+0.00118138j -0.00517411-0.044521j 0.0172769+0.000470098j 0.0131446-0.00143367j -0.0136662+0.00987338j -0.00133702-0.000149748j -0.00695665-0.0162182j -0.00234592+0.00158179j 0.00385819+0.00485786j -0.00530045+7.74254e-05j 0.00291427+0.0018292j -0.000872746+0.00546106j -0.00795545-0.0128801j 0.00650183-0.000768889j 0.00365818-0.00498659j -0.00633556+0.00140694j 0.0042904+0.00470606j 0.00675526-0.00345418j -0.00354037-0.000888517j -0.00294567+0.00883619j -0.000865678-0.00359882j 0.00207481-0.00807939j -0.00839031-0.00584002j -0.00124785-0.00152626j 4.63642e-05+0.00266475j -0.0024884+0.00247693j 0.00552922-0.0102153j 0.000307301-0.000958485j 0.000673899+0.0111995j 0.00206716-0.00285393j 0.00517792-0.0010805j -0.0160055+0.00500778j 0.00219322-0.014047j -0.0110134+0.0132108j -0.014204-0.00553622j 0.0167792-0.00173077j -0.00112043+0.0116726j 0.0152495-0.00348776j -0.00369266+0.0227517j -0.0201828-0.0119234j -0.00342155-0.0123443j -0.00880959-0.0154565j 0.0202073+0.00758111j -0.0142234+0.00100282j -0.00828603-0.00367747j 0.00446536-0.0104545j -0.00390661+0.0112132j 0.00470348-8.88625e-06j -0.0136305-0.00245512j -0.00387673-0.00269355j 0.000986968+0.00244844j 0.00377121-0.00118507j 0.00317147+0.00416171j -0.00163584+0.00162473j 0.00657972+0.000689392j 0.004265+0.00384172j -0.00342137+0.00315281j 0.00808279-0.000289489j 0.0088336+0.000510853j -0.00245888-0.00111662j -0.00689315+0.0019679j 0.00325181-0.000166112j -0.00680563-0.00586421j 0.00292432-0.00273516j 0.00276152-0.00263076j -0.000730713+0.000865975j -0.00482316+0.000855878j 0.000173087-0.00133095j 0.00702928+0.00600389j 0.000161831-0.00259164j -0.00432691-0.000923541j -0.00192709+0.00448893j -0.00616887-0.00277443j 
0.0842804-0.0808006j 0.0864002+0.0211305j 0.0439989+0.0269727j -0.015137-0.0939048j -0.138175+0.0916688j -0.00399211+0.0106015j -0.132299+0.0495717j 0.0797291-0.0651629j -0.134977+0.128183j -0.0297039-0.0901887j -0.142758+0.223048j -0.161106+0.0954676j -0.042828-0.0424696j -0.0812761+0.0165426j 0.000529177-0.0059966j 0.0501364+0.0370775j -0.0825844+0.0509306j 0.0179324+0.000787054j -0.00384721+0.0330514j 0.00602854-0.0317677j 0.00724477+0.00744733j -0.0198784+0.00302253j 0.00948933-0.0108695j 0.015259+0.00544978j 0.00620471+0.00222361j 0.0380332+0.0323413j 0.0177243+0.0210363j 0.000281957-0.011352j -0.00315386-0.000839757j -8.21613e-05-0.0208745j 0.00224709-0.00683428j -0.0187982+0.00683506j 0.00499591-0.000839254j -0.00853741-0.00996586j 0.000560959-0.00036613j -0.000668683+0.00532154j 0.000933517-0.00298078j -0.00636694+0.00117855j -0.00471783+0.0162765j -0.00171593+0.00926586j 0.0120239-0.00163387j -0.00516383+0.000470433j -0.00324718+0.000422284j 0.00480914+0.00207076j 0.00114522-0.00585614j 0.000154136+0.00865303j -0.00555826-0.000505182j 0.00241144+3.43557e-05j 0.00718625-0.00449405j -0.00661535+0.00683626j 0.00415966-0.00288037j 0.00374384-0.00577376j -0.004623+0.0149328j -0.0109286+0.00561456j 0.00689414-0.00363989j 0.0119842-0.00033807j 0.00851126+0.00116983j -0.00903464-0.00658157j -0.0114424+0.00225294j -0.0143462+0.016859j -0.0131458-0.0116632j 0.00281003-0.0120022j -0.0102099-0.0133772j -0.00518679-0.000465363j 0.0209561+0.0108986j -0.0082164+0.00536322j -0.011867-0.0111888j 0.0155158+0.00890213j -0.00520525+0.0116162j 0.00734546+0.0134207j -0.0140863+0.00858273j -0.00256791-0.00350585j 0.00770586-0.00517001j -0.000777515-0.00673941j 0.000984993+0.00252495j -0.00330679-0.00156735j -0.00322895+0.00600555j -0.00541372+0.00457411j 0.00914282-0.00497248j 0.0111979+0.0046301j -0.00112332+0.00161927j 0.00104538+0.00722495j 0.0142868-0.00295363j -0.000754512-0.00511379j -0.00387706-0.00372984j -0.00348936+0.00400639j -0.00538032-0.00469684j 0.00839882-0.00429111j 0.00378553-0.000820481j -0.0033242-0.000320123j 0.000706761-0.00674821j -0.00484508+0.000862312j -0.00372577+0.00571519j 0.00388058-0.0042174j -0.00991532+0.00347841j 0.00447981-0.000343571j 0.00163983-0.00522351j 
-0.0765855-0.0349369j 0.0601149-0.0493331j -0.0766792+0.042714j 0.0359472-0.0256014j -0.135686-0.107969j -0.0410666-0.207814j 0.0574839+0.0150999j 0.0483959-0.0392564j -0.0405478+0.122248j -0.0462246-0.0380102j 0.00210605+0.0310482j -0.0807189+0.146552j 0.0776905+0.188457j -0.00281555+0.0233269j -0.0665809-0.0687624j 0.0809367-0.0827615j 0.0202583+0.0577426j -0.0110822+0.00458986j 0.0206624+0.00621678j 0.0014404-0.0120338j 0.00858988+0.01852j 0.000381882+0.00495479j 0.0103219-0.023216j 0.00344762-0.0136922j 0.0319144+0.00231111j -0.0091557-0.0101067j 0.00807094-0.0064115j 0.0165004-0.00914934j -0.00821128-0.0119767j 0.00449778-0.00816311j -0.00213262+0.0112591j 0.000681076+0.00125193j -0.00280701-0.00166167j 0.0134992-0.00408305j -0.0125831+0.0107451j -0.00641578+0.0040866j -0.00224088+0.000332117j -0.0124397+0.014581j 0.00520955-0.00424868j 0.000493963+0.0126421j 0.0120671-0.0222159j -0.00776469+0.00330399j 0.00910533+0.00398633j 0.00114809+0.000791423j 0.00139684+0.0064416j 0.0116207+0.0193496j 0.0125417-0.00316372j 0.0165126+0.00231031j -0.00772528+0.00816524j -0.00647634+0.00534692j 0.00250668+0.0018552j -0.00321251-0.0121033j -0.0123619-0.00132413j -0.000745843+0.0089837j -0.00514532-0.00141687j -0.0040237+0.00662901j 0.00799538-0.00582514j 0.000578072-0.0053653j 0.0079955+0.00903999j -0.00878181+0.000881958j 0.00018137-0.00404508j 0.00769596+0.0073202j -0.000685324-0.00558034j 0.00801116+0.0155141j 0.00359426+0.00483597j 0.00796834-0.00919877j -0.00248961-9.82606e-05j 0.00262188+0.00537936j -0.0055455+0.0095893j 0.00199175-0.00408884j -0.00554356+0.000652222j -0.00421109-0.00508072j 0.00551095-0.00217524j 0.00314083-0.00595163j -0.00263391+0.0043438j 0.00452945-0.00793537j -0.0032175-0.0035598j -0.0026159+0.00475497j -0.00183669+0.00161415j 0.00112555-0.00489612j 0.00288502+0.000592245j -0.000757533+0.00128167j 0.000565397-0.00341888j 0.00331939+0.00317473j -0.00339742+0.00140945j 0.00336267+0.00448608j 0.0073515-0.00661494j -0.00284947-0.0119913j -0.00355031-0.00296505j 0.00305596+0.00433008j 0.000391014-0.00174455j 0.00809865+0.00703839j 0.00216213-6.65213e-05j 0.000938524-0.00280896j 0.00487904+0.0102895j -0.00557861-0.0104259j -0.00140768-0.00400797j 
-0.059762+0.150427j -0.128628-0.0554774j 0.0351437-0.234127j 0.260369+0.109332j -0.0548577-0.0300847j 0.0379917-0.0951349j -0.0156671-0.0764693j -0.076793+0.0248338j -0.130606-0.102547j 0.0163599+0.130921j -0.127134+0.0334557j -0.00721627-0.111562j 0.186369+0.0390439j 0.104991+0.0507375j -0.0207326+0.0914861j -0.0783838-0.0666424j 0.0671644-0.100064j 0.00196569-0.0726583j -0.0696361-0.0170641j -0.00886002+0.00715787j -0.00212827+0.0107663j -0.00730831-0.01725j 0.00161833-0.0211556j -0.0109112-0.0139898j 0.00173222-0.0160515j 0.0140872+0.000963339j -0.0124299-0.00272487j -0.0241312+0.0247937j -0.0139969+0.0148018j -0.00413396-0.00137163j -0.0153538-0.00491355j -0.0136623-0.00318789j -0.00111709+0.00856769j -0.00892202-0.000603087j 0.00394964+0.00439393j 0.00912755-0.00195833j 0.00354653+0.00317402j 0.00873564-0.0105663j -0.00722753-0.0144274j 0.0145301-0.0146993j -0.00885905-0.0160541j -0.00140985+0.0089663j 0.00308647+0.00399451j 0.00490404+0.0114246j 0.00326952+0.000138553j -0.00870036-0.000122236j 0.00254354+0.00281211j 0.0103636+0.00740979j -0.00739565-0.00021229j -0.015091+0.00604561j 0.00174468-0.00134525j 0.00397684-0.00131361j -0.00121035-0.00731755j -0.00559708-0.00061956j 0.00797061-0.00405827j 0.00172824-0.00190387j 0.0114465+0.00260995j -0.0114504-0.00411039j -0.01261+0.00174071j 0.00211966+0.00598272j 0.000250804-0.00555713j -0.00299913-0.00381665j -0.0101585-0.0190212j -0.00739728-0.000283058j 0.00781604-0.00908465j 0.000707699-0.00205527j -0.0109512-0.0024952j -0.0147059-0.00207189j 0.00754899-0.0116529j 0.0069835+0.000840004j -0.00789381-0.00794998j -0.00154376+0.0136008j -0.0118197-0.0174041j 0.00749097-0.00577962j -0.00186098+0.00657686j 0.00282376+0.00170713j -0.00121994-0.00271518j -0.00270291-0.00637349j 0.00136215-0.00387438j 7.40036e-05+0.00373034j 0.00538233-0.00775019j -0.00108279-0.00566531j -0.000776284+0.000517394j 0.00121843-0.00260722j 0.00141496+0.000545767j 0.001773+0.00192839j -0.000343929+0.00294825j 0.000429507-0.00303205j -0.00344026-0.000658396j 0.00240353-0.00372748j 0.00214425+0.00362382j -0.00501685+0.00347713j -0.00384338+0.000232917j -0.00284052+0.00345821j 0.00459122+0.00433845j 0.00430853-0.00389059j 0.000927751+0.000815275j 
0.0864126+0.0121491j -0.00941514+0.13312j -0.0752838+0.197076j -0.0174006-0.0243328j -0.027039-0.0936697j 0.0988779+0.085298j -0.013138+0.0461844j -0.189827+0.0937136j -0.0187429-0.105934j 0.0745384-0.1197j 0.14451+0.0653148j 0.0855825+0.0938604j 0.133668-0.0537124j 0.0776582-0.0987898j 0.132666-0.0484965j -0.0369417+0.0530682j -0.103716-0.0486784j 0.00437784+0.0575752j 0.0222652+0.00226712j -0.0257923-0.00955066j -0.00325663+0.00119429j 0.000427061+0.0184764j -0.00776735+0.00287418j -0.0112423-0.00776014j -0.00378801+0.00995276j -0.00493203-0.000619029j 0.00184353+0.0153622j 0.0171854+0.0172091j -0.00651104+0.0042893j 0.0025037+0.00409111j -0.00981473+0.00565373j -0.00707477+0.00583919j 0.0036798-0.00549253j 0.00418553-0.00961321j -0.0128971-0.0092017j 0.00343339-0.00221303j 0.0057142+0.0116745j -0.0115463-0.00605336j -0.0092724-0.000444527j -0.0101558-0.0106694j -0.0115158+0.00421638j -0.000107899+0.00395566j 0.0105248-0.00777296j -0.00151652-0.0033899j 0.0125188+0.00442214j 0.0175631-0.000334154j 0.0106763-0.0147841j -0.00394113-0.0145802j -0.00704716+0.011623j 0.00205478+0.00522921j 0.000531615+0.0048774j 0.00290541-0.000648859j -0.00288973-0.0181779j -0.00226192-0.00552959j 0.0015993+0.0023354j -0.00240381-0.0120261j 0.00304685+0.0085023j 0.00627444-0.00341552j -0.00816824-0.015398j 0.0128957-0.000474887j 0.000561591+0.0150946j 0.00534293+0.000170692j 0.013976-0.000734475j -0.0242342-0.00834676j 0.0128762+0.00166204j -0.00444903-0.00864794j 0.00303451-0.00814296j -0.00478397-0.0108328j -0.00379672+0.0136497j 0.00814938-0.00842327j -0.00800775+0.00186421j 0.00144962+0.00469668j 0.00516355-0.0011436j 0.00287058+0.00523617j 0.000812855+0.00460944j -0.00368773-0.00116662j -0.00366001-0.00580791j -0.00229348+0.000724598j -0.00173421-0.00364471j 0.00573122-0.00136049j -0.00123803+0.000903514j -0.00305812+0.000751225j 0.000459793+0.00156374j -0.00419032+0.00483137j 0.00312063+0.000783859j 0.00302885-0.00152552j 0.00875813+0.0018308j 0.00118239+0.00222686j 0.0046316+0.00325555j -0.00115666-0.000361999j 0.00312807-0.0014012j -0.00112201-0.00320586j -0.000438628-0.00668332j 0.00360412+0.00246341j 0.00957161-0.00480343j 0.00251385+0.000800629j -0.00364172+0.00165805j 
