-0.0139511-0.0115488j -0.003357-0.00942212j 0.00645454+0.00238481j 0.0104239+0.0146841j 0.00574353+0.00620301j -0.00152721-0.00761539j 0.000683844+0.00906024j -0.00109089-0.00192727j 0.00250267+0.00359205j 0.00763892+0.00956385j -0.00115425-0.00707253j -0.000539064+0.00952694j 0.01109+0.0165947j 0.000965086+0.00970521j 0.00634736+0.00651887j -0.00524755-0.00887518j 0.000621341+0.00324014j -0.000567861-0.0101169j 0.00597243-0.000391408j -0.00466512-0.00721032j 0.00362139+0.00603984j -0.00494015-0.00320687j -0.00362876+0.00364602j -0.00878429+0.000325648j -0.00664829+0.000629809j -0.00575654+0.00750333j -0.0194317+0.00604415j 0.00523935-0.0161875j 0.0204004-0.00719888j 0.00533051+0.0130854j 0.0387175-0.0059442j -0.00382954+0.0393559j -0.00716876-0.0056288j -0.00849207+0.0143331j -0.00182243+0.00107515j 0.00511071-0.0021465j 0.00382473+0.00269931j -0.00367565+0.00618989j 0.00182024-0.00114941j 0.000425456+0.0031705j -0.00113634+0.00162207j -0.00593263+0.00125472j -0.00984166+0.00479981j 0.0127461-0.00784979j -0.00555706+0.00260438j -0.0050851+0.00285291j 0.00655609-0.00769605j -0.0094441+0.00196587j 0.00720246-0.00242444j 0.00800076-0.00717101j -0.00740265+0.00329202j -0.00530309+0.0013058j 0.00371587+9.56895e-05j 0.00908396+0.0019461j 0.00475454-0.00532285j 0.00595311-0.000710922j 0.00267238+0.00269914j -0.0134878-0.00436592j 0.0020365-0.000519906j -0.00365138-0.00150739j 0.00204818-0.0057677j -0.000848576+0.00898707j -0.0145989-0.0095135j 0.00367984-0.00468153j 0.00163963+0.00435765j -0.00470393+0.00312993j -0.00348225+0.000708784j 0.00701746-0.00173142j 0.000710442-0.0018199j -0.00832413-0.00443666j -0.0181717+0.0204188j -0.0348935-0.00935241j 
-0.0100586-0.00552389j -0.00339377-0.00487434j 0.00717572+0.0180961j 0.00814991-0.00662301j 8.36218e-05-0.00768595j 0.00513117+0.000715811j 0.00744061-0.0074262j -0.00150486-0.00510412j 0.00106493-0.00469469j 0.00559197-0.00699748j -0.00790207-0.00483667j -0.0112221-0.00230249j -0.00308208-0.0119638j -0.00899371-0.010502j 0.0043295+0.00179346j -0.00525188+0.00307853j -0.00548305-0.000262815j -0.00183969+0.00940678j 0.00385144-0.000793352j 0.00179376+0.00511845j -0.00653607-0.0185263j -0.00337025-0.00698559j 0.0275225+0.0112667j 0.00259841+0.00160207j -0.00252697+0.0118533j 0.00647205+0.00340819j -0.0274052+0.00508197j 0.00591255-0.00160652j 0.0315903-0.0014595j 0.0104742-0.0403354j 0.0540775-0.0259933j 0.0471503-0.030529j -0.025342-0.00264425j 0.00894802-0.0162569j 0.000904499-0.0109586j 0.00623783-0.00321372j 0.0071887-0.00231198j -0.00467608+0.00291208j -0.000615542-9.99225e-05j -0.000208225-0.00407946j 0.00181825+0.00232425j -0.00731705+0.00472032j -0.00568552-1.878e-05j 0.00174566-0.000243878j -0.00314895-0.00593056j -0.000304475-0.000440346j -0.000213564+0.00135468j 0.000578693-0.00384263j -0.00216735+0.00194618j -0.000715142-0.00576772j -0.00292564-0.00191877j -0.000850139-0.00148796j -0.00131841+0.00182353j 0.0114125+0.00140047j 0.0115322-0.00121147j -8.34186e-06+0.00127405j -0.000965122+0.00063316j 0.0108874-2.78198e-05j -0.00420358-0.00119147j -0.0190798+0.00292635j -0.00954991-0.0114893j -0.00304227-0.00283058j 0.0104476-0.0128845j 0.00170818+8.11451e-06j -0.00932057+0.00112289j -0.00831929-0.00216652j 0.00161375+0.0216399j 0.00345047+0.00164984j -0.00261571-0.0177995j 0.00775169+0.0192426j 0.012219-0.0172052j -0.0118045-0.0243348j 
0.0059058+0.00505888j -0.0101859+0.00498598j 0.0079056-0.00430997j -0.00613483-0.00206625j 0.00242252+0.00270077j 0.00430077-0.00170001j -0.0108128-0.00359383j -0.00232585-0.00145747j -0.00553873+0.0020361j -0.0033623-0.001854j 0.0093735+0.00600337j 0.00116638+0.00461485j -0.00353077+0.00266553j 0.00372838+0.00455989j -0.00312647-0.00136219j -0.00210074+0.00187895j 0.000701268+0.000619311j 0.0107044-0.00245661j 0.00634401-0.00283723j 0.00695242-0.00125839j -0.00952303+0.0109647j -0.00278618+0.00114648j -0.0187484-0.0143044j 0.00715909-0.0142973j -0.00382116-0.00059943j 0.0138811-0.0102664j 0.00187475+0.00978188j -0.00787223-0.0349583j 0.0293327-0.010524j -0.0035196+0.0126713j 0.0570769-0.0381144j -0.0389785+0.00284179j -0.0117494+0.0128831j -0.0169566+0.00669108j 0.00274069+0.00127556j 0.00410576-0.00252276j -0.00665382+0.000116582j -0.00558459+0.0041282j 0.00180348-0.00183675j 0.000761487-0.00033832j -0.00402182+0.000845536j -0.00136663+0.00232393j 0.00123356+0.00161481j -0.000973482-0.00385339j 0.00171349+0.00148787j -0.00183218+0.00289598j 0.00265325-0.00187928j -0.000882383-0.00146943j 0.00171891-0.00104626j 0.00117153-9.51809e-05j 0.000203542+0.000253506j 0.00520502-0.0079077j 0.00104355-0.00179907j -0.0104185-0.00191341j -0.00180487+0.00353077j -0.00194848-0.00957901j -0.00113643+0.00221249j 0.00321804-0.00472563j 0.00168115+0.00163919j 0.0176006-0.00023171j -0.000899602+0.00476939j -0.00271885-0.000188834j -0.00970863+0.00430762j -0.00143611-0.00915909j 0.00353734-0.0107289j 0.00551274-0.0218611j -0.00974545+0.00246291j 0.0166255+0.00850498j 0.00656223-0.0313323j 0.00648304-0.0161913j -0.00904854-0.0244785j -0.0146409+0.0093127j 
0.000422638-0.0031627j -0.00249704+0.00123776j 0.00579139+0.00356408j -0.00644543+0.000249613j -0.00594267-0.0041373j 0.00113759+0.00295579j -0.00542642-0.00216339j 0.000360013+0.00352762j -0.00376601-0.0023332j -0.00574692-0.00473923j -0.00221671-0.00152848j 0.00568524-0.00191711j 6.90636e-05-0.00330258j -0.000842099-0.00308138j -0.00244692+0.00863232j -0.000791633+0.00334719j -0.00102094-0.000719147j 0.00509152-0.00725032j 0.00578804+0.0192638j -0.00151023+0.0122337j -0.00402514+0.0047795j -0.000393966+0.00560352j -0.00714216+0.00214266j -0.0176889+0.00111134j 0.00879929-0.0304019j 0.0246429-0.0218126j 0.00850618+0.00800459j -0.0102885-0.0301974j 0.00232869+0.00847674j 0.00778688+0.00276137j -0.00187821-0.00953618j -0.00395206+0.0164193j 0.0039231-0.00379472j -0.00489848+0.00533592j -0.00343306-0.00109952j 0.000603426+0.000705331j -0.0024185+0.00158719j 0.00336441+0.000788865j 0.000208257-0.000945953j 0.000429941-0.00104721j -0.00271446+0.00370431j 0.00282359-0.00191321j 0.00152411-0.00498472j -0.00231865+0.00225133j -0.000833397+0.000609979j 0.00205513+0.00193404j -0.00191745-0.0039542j -0.00243366-0.00235759j 0.00411374+0.00190525j 0.00198915+0.00489375j 0.00323821+0.00219704j -0.0034465-0.00347273j 0.00196084-0.001837j -0.0127867+0.000108354j -0.0059538+0.00234058j -0.00361774+0.00487269j 0.00370259+0.00642352j -0.00549624+0.012691j 0.0069535+0.0117801j 0.0136745-0.0153537j 0.0150598+0.00205921j 0.00834938+0.0105319j -0.00480052+0.0121901j -0.00356389-0.00521591j 0.00334001-0.00584662j -0.00838207-0.00631196j -0.00353559+0.00282347j -0.0169384+0.00815725j -0.00366654-0.00777961j -0.00389702-0.000689478j 0.00239316-0.000270389j 0.00160255+0.00160318j 
0.00391386+0.0058756j 7.45834e-06+0.00507918j 0.000193987-0.00838357j 0.00214214+0.00176507j 0.00751504+0.00683336j -0.0023366-0.00959398j -0.00814893+0.00481808j -0.000621493-0.0058269j 0.00325502+0.00611257j -0.00214647+0.00577413j 0.0112459+0.00159338j -0.00442003+0.00469379j -0.00528257+0.00376912j 0.00698321+0.00505992j 0.00357099-0.00975476j -0.000684865-0.00132096j 0.00620399+0.00192148j 0.000448966+0.00436925j -0.010348-0.0296364j 0.00433305-0.0162534j 0.00031121+0.00171867j -0.00446653-0.00951956j -0.0104634-0.0113297j 0.00474622-0.0147815j -0.0120409+0.0435354j -0.030888+0.0137923j 0.00221801-0.0261065j -0.0166475-0.00464472j 0.00611818+0.00512107j -0.00750494+0.0217735j -0.00112464-0.00797112j -0.0331257+0.00952856j -0.000685528+0.00503402j -0.00418367+0.00517291j 0.00808247+0.00547904j -0.00276539-0.00579993j -0.00874121+0.00435368j -0.000471204-0.00228075j 0.00369942+0.00218913j -0.00107993+0.00499648j -0.00472014-0.00075906j 0.00159411+0.00137877j -0.000212692+0.00497129j 0.00241383-0.00381153j 0.00295711-0.00171409j 0.00192985-0.00262654j 0.0064785+0.00216623j 0.00118243+0.000270622j -0.005604-0.000724982j -0.00547113-0.00552438j -0.00296254-0.00489308j 0.0058667+0.00418554j 0.00258339-0.00144972j 0.00897533-0.00118699j 0.0053383+0.00147525j -0.0114376-0.005888j 0.00775278-0.0123933j 0.00195348-0.00954361j -0.0113667-0.010405j -0.00989033+0.018519j -0.0167738-0.00463291j -0.00345094-0.0203305j 0.0104434-0.0183351j 0.0101092+0.00356319j 0.00309214+0.019555j -0.01134+0.0058305j -0.0125829-0.0165172j -0.00805429-0.00603648j -0.017147-0.00587328j -0.00196123-0.0161471j -0.00535523-0.00294939j 0.00252238+0.0167106j 
-0.00777233-0.00459271j 0.0026933-0.00112377j 0.00808451+0.00215218j -0.00587882+0.000604518j -0.0104796-0.00551596j -0.00525108-0.00123381j 0.000181719+0.00540357j 0.00676768+0.00342294j -0.00448241-0.00538305j -0.00458615+0.00968726j -0.0105087-0.00624155j -0.00261435-0.0103009j -0.00787407-0.0127489j -0.00717083-0.0175891j 0.00569259+0.000166491j -0.00111178-0.00281903j 0.00059148-0.00687121j 0.0197205-0.00223529j 0.00390564-0.0143417j -0.00596064+0.0176103j -0.0142449-0.0262643j 0.00525444+0.0026489j 0.0408764+0.0176407j -0.0121908-0.00251537j 0.00373277+0.0348032j 0.0115986+0.0213286j -0.0238911-0.0262784j 0.0244688+0.0121814j -0.00414619+0.00599732j -0.0360139-0.00569281j -0.0129308+0.0149867j 0.0105614+0.0111647j -0.00103896-0.00670925j -0.00289827-0.00289172j -0.00706289-0.00146106j 8.74025e-05-0.00122035j 0.0035554+0.0039125j 0.00425497+0.00233512j -0.000493633+0.000687726j 0.00120542+0.00189513j 0.000364276+0.00393751j -0.00425614-0.00808132j -0.0046808-0.00574156j 0.00195922+0.00583573j -0.00198831-0.00858537j -0.00213837-0.00490782j -0.00165701+0.000650694j -0.00155353+0.00664971j 0.00221407-0.00484972j 0.00420211-0.00519081j -0.000719355-0.000221328j 0.00777157+0.00759084j 0.00283233+0.00297479j -0.00376447+0.0159996j -0.00153256+0.00286855j -0.00441114-0.00569777j 0.00796213-0.00144865j 0.00458118+0.0113768j 0.0117006-0.000292295j -0.000440909-0.00725491j 0.000762204-0.00867949j 0.00341709-0.0148848j -0.00307298+0.00704434j 0.00187622+0.0135731j -0.0044137-0.00165947j 0.00364493+0.0111117j -0.00612331-0.0109574j -0.00175164-0.00387815j 0.00344495+0.00616688j -0.0198754-0.00618483j 0.00197512+0.00731211j -0.000376656+0.00592081j 
0.00714137-0.010106j 0.00930363+0.00660734j -0.00385531+0.00642585j 0.000481398-0.00395036j 0.00290928-0.0144996j -0.0100695-0.00295584j 0.00405281+0.00545892j -0.0013088+0.00704804j 0.00962997-0.00266432j 0.00295817-0.00594753j -0.000432428-0.0146369j 0.00209886-0.00340449j 0.00495858-0.00878157j 0.000574807-0.0160114j 0.00768308+0.0156574j -0.00463755+0.00228437j 0.000656273-4.75754e-05j -0.00883893-0.00169933j -0.0119+0.0171713j -0.00706673+0.00509743j 0.00851905-0.0182381j -0.0191289-0.0095267j -0.0101216+0.0353859j -0.0316201-0.00641228j 0.0173848-0.000751388j 0.00665502+0.0118977j -0.0021798-0.0188189j -0.0217123-0.04436j 0.0275446+0.0314331j -0.000653291-0.000397133j -0.0231307-0.011253j -0.0304257+0.0297822j 0.00830415-0.00560638j -0.00143443+0.00384981j -0.00158666-0.00925964j -0.00678899-0.00515733j 0.000449183+0.00910193j 0.00162726+0.00513311j -0.000700114-0.00115437j 0.000432563+0.00337464j 0.00300928+0.00540489j 0.00175814-0.0064218j 0.00212367-0.00684159j -0.0014033+0.00607404j -1.24552e-05-0.00628355j 0.000259763-0.000573159j -0.00198008-0.00719951j -0.000373247-0.000217594j 0.00234334+0.00193066j 0.000186275+0.000575623j 0.000450765-0.000805301j -0.00108827+0.0022885j -0.00776078+0.000500933j 0.00817002+0.00364457j 0.00913418+0.00466921j 0.0127556-0.000333406j -0.0150898+0.00431237j 0.00045498+0.00322443j -0.005369-0.00429319j -0.0135778-0.00313195j -0.00331709-0.0119258j -0.0066051+0.011572j -0.00425152+0.0218628j -0.00764356+0.0143823j -0.00324789+0.00257692j 0.0125536-0.0108096j -0.00144776-0.00496909j 0.00905013-0.00846584j -0.015183+0.0072309j 0.00997771-0.0154034j -0.00546783+0.00226664j 0.00761145+0.0119057j 
-0.00458687-0.00940319j 0.00123171-0.00291863j 0.0040991+0.0159205j 0.00368165-0.00335686j 0.00331082-0.00684323j -0.00378851+0.00689322j 0.00304477-0.0133482j -0.00892453-0.00728394j 0.0036753-0.00617152j -0.00223102-0.0173799j -0.000434977-7.5603e-05j 0.00251622+0.0107468j 0.00214413-0.00151537j 0.00250284+0.00600875j -0.00219813-0.0082823j 0.00527645+0.0124474j 0.00260724+0.000645295j -0.00451976+0.00921832j -0.00166719+0.0119641j 0.00171905-0.0109365j -0.00767888+0.0188148j -0.0127014-0.00981881j 0.014717+0.000339567j 0.00640164-0.0251842j 0.00123705-0.0175282j -0.0448663-0.0150202j -0.0291873-0.0210338j 0.0146542+0.00837934j -0.00144034+0.0155904j -0.0199975-0.0220861j -0.0183707+0.00680376j 0.00828733+0.0185721j -0.00388327-0.0153426j -0.000696494-0.00427848j -0.00244737-0.00680234j -0.00442864+0.0049264j 0.00224707-0.00504092j -0.00160308-0.00628593j 0.00207704-0.00101229j -0.00211677-0.00527542j 0.00218016-0.00152653j 0.00140505+0.00338747j 0.00246391+0.000383942j -0.00429021+0.000287651j -0.00198604+0.0017465j 0.0018699+0.00090831j 0.00285607-0.000983488j -0.00278935-0.00654041j 0.000603883+0.0042242j -0.00754687+0.00483766j 0.000167029-0.000456511j -0.00202992+0.00132298j -0.0122016+0.000978566j 0.0064088-0.0178651j 0.0089749-0.00972164j 0.00896749-0.0033045j -0.0213503-0.00819159j -0.00906325-0.00893658j -0.0144888+0.00926505j -0.00733966+0.0215405j -0.00556217+0.0135894j -0.00529278+0.0028045j 0.00212807-0.0193468j -0.00249378-0.00496459j 0.00348722+0.000613283j 0.00396308+0.0063003j 0.00920243+0.00715586j -8.31057e-05+0.00544119j 0.00224672+0.0101911j -0.01374-0.00339968j 0.003662+0.00891145j -0.00142622-0.00113293j 
-0.0040631-0.0118218j -0.00588122-0.00904973j 0.0144425+0.0273488j -0.00968386-0.0118343j -0.00913103-0.0155723j 0.00131679+0.00731402j -0.00927579-0.0224196j -0.00347328-0.00160069j -0.0121616-0.0155471j -0.014614-0.025369j -0.00482968+0.00447932j 0.00559876+0.0122227j -0.0160464-0.0178204j -0.000336166-0.00228305j -0.00760845-0.00205527j 0.000388633+0.0209461j 0.00361363+0.00261785j 0.0309995+0.03231j 0.0173495+0.00919989j 0.0168676+0.00356418j -0.0375573-0.00480043j 0.0128914+0.0110205j -0.00435458-0.00619334j 0.010812-0.0233223j 0.0102655-0.0034593j -0.00944089-0.00118809j -0.00684261-0.0124805j -0.0125903-0.0195572j -0.0121593+0.00694742j -0.0144812-0.0102102j -0.000705743+0.00413819j 0.0106015+0.0164775j -0.00826101-0.0154726j -0.0143923-0.0133383j -0.0106829-0.0131125j 0.0034679+0.00190621j -0.00670268-0.00115078j -0.000487549-0.00148194j -0.00477761-0.00232288j -0.00998293-0.000228424j -0.00284312-0.00142782j 0.00276417+0.00340003j -0.00209805-0.00143022j 0.00415126+0.000543817j -0.00738544-0.00126481j -0.0031461+0.00126778j 0.00650476-0.00816305j 0.00292839-0.00262857j -0.00185439+0.0058366j 0.000411277-0.000214432j -0.00963676-0.00050588j -0.0107263+0.0050964j 0.0208873-0.0138277j -0.00967113-0.00644776j -0.0150265-0.00271912j -0.00945693+0.00587905j 0.0212345-0.00681777j 0.00332668-0.00897837j 0.00558573+0.010239j 0.0290868+0.00949064j 0.0142909+0.00199186j -0.0102289-0.00715677j -0.0116758-0.017607j 0.00629914+0.00775062j -0.00296476+0.00144589j -0.000903137-0.00157714j -0.00431532+0.00129937j 0.00175928-0.00225875j -0.00202899+0.00869847j 0.00471202+0.00568181j -0.00423797+0.000375647j 0.00233069+0.00275231j 
0.00170017-0.00514441j 0.00662599+0.00335579j -0.00899638-0.0077397j 0.010636+0.0136263j 0.00568517+0.0134054j 0.00101691+0.00292523j 0.0129917+0.010407j 0.00136665-0.0140774j 0.00904513+0.00798773j 0.0197633+0.00535001j 0.00404216-0.00370991j -0.0115696-0.0110156j -0.0030237+0.000949222j -0.0143475-0.00537347j 0.0194631-0.00518738j -0.00674374-0.00613875j -0.00900017-0.0179238j -0.0319783-0.0117853j -0.0124067+0.0058363j 0.0277149+0.00726773j 0.0160908+0.00484053j 0.0239529+0.00166879j 0.0148139+0.0195843j -0.000968772+0.0170619j -0.0135183-0.018301j -0.0215936-0.00213642j 0.00720889+0.0122745j 0.000751151-0.00743004j 0.00441862+0.00914995j 0.00413663-0.00851753j -0.0174421-0.00754558j -0.0052656+0.00188391j 0.000750431-0.00237771j 0.0128286+0.0075119j 0.00691964+0.00222908j -0.00391531+0.00576491j 0.00876892+0.00290138j -0.00123314-0.00561245j 0.000484703+0.00568286j 0.00963853-0.00298432j -0.00280319+0.0027157j -0.00624913+0.0066659j -0.00744501+0.00344023j 0.00701702-0.00894469j -0.00802355-0.000472963j 0.00571143-0.0037634j -0.0050761-0.00122798j 0.00201269-0.00120854j -0.0108009+0.00382383j -0.00422013-0.00224306j -0.0129189+0.015882j 0.00584468-0.0147363j 0.0103279-0.00617515j 0.00501547+0.000547908j -0.0155475+0.00430422j -0.00453167+0.0149464j 0.0107057-0.00889991j 0.0128113+0.0039308j 0.0109693-0.0166156j 0.0100592-0.0031833j 0.00573793-0.00241502j -0.014495-0.00588391j 0.0126475+0.0105343j 0.0254497-0.00721387j 0.00515032+0.00312705j 0.0126726+0.00302894j 0.00478319+0.00346512j -0.00508455+8.92746e-05j -0.0019415+0.00510923j -0.00403211-0.00522513j 0.00247442+0.00368102j -0.000253823-0.00239095j 
0.00603788-0.00183188j -0.0019318-0.00536164j -0.00531595+0.00733916j 0.00269598+0.00213372j 0.0104636+0.0139269j 0.00277943-0.00553117j -0.00741984-0.00486243j -0.00877241-0.0200296j 0.00180177-0.00119774j -0.0095193+3.65783e-05j 0.00674489-0.000239571j 0.00108066+0.00307787j -0.00431225-0.00837246j 0.0162249+0.0181935j -0.0184972-0.0281937j 0.0131411-0.0149461j 0.00972106-0.0106781j 0.0151374+0.00485617j -0.0107937-0.00385781j 0.00369894+0.0136455j 0.00687811-0.0292672j -0.0037769-0.0113971j -0.0494746-0.0211685j -0.0225006+0.0186535j 0.00176186+0.0274839j -0.0618639-0.022498j -0.0303557-0.0103381j 0.00021537-0.0122867j 0.00520032-0.0145604j 0.00470284-0.00238381j 0.00012457+0.00439679j 0.0088757+0.00332693j -0.00635378-0.00130965j 0.000293043+7.13168e-05j 0.00431026+0.0031198j -0.00677063+0.00331242j -0.00282957-0.00100511j -0.00942162-0.00203937j -0.00225278+0.00202179j -0.00395259-0.00386009j 0.0088141-0.00694336j 0.00632936-0.00813962j 0.00494596-0.00421307j 0.00651719-0.000149294j 0.00487528+0.00426892j -0.00847979+0.00310683j 0.00372294+0.0124545j 0.00342468+0.00328387j -0.00134566-0.0104146j 0.00312546-0.00780188j -0.00398604-0.00605959j -0.0104621+0.00574752j 0.00251062-0.00609165j 0.0054076+0.0128889j -0.00224705+0.00179794j 0.00312207+0.0137613j -0.00236264+0.00956842j -0.0149389+0.00850303j -0.00990845-0.0146248j 0.00507291-0.0203649j -0.00228489-0.0156494j 0.00771643-0.0103376j 0.0039609+0.00709959j 0.00298588+0.00450421j 0.0192077+0.00348269j -0.00159481-0.00351542j 0.0157625-0.00370952j 0.0125419+0.00162682j -0.00185971-0.00060997j 0.00588012+0.00802167j -0.00121558-0.00339984j 0.000142997-0.00279747j 
-0.000329685-0.00681957j 0.000700278-0.00451311j 0.000320758+0.00907205j -0.00126235+0.0133688j -0.00654752+0.0145701j 0.0053021+0.00316506j -0.00421492+0.00192141j 0.0100106-0.0222333j -0.00466146-0.000784195j -0.00643132+0.00910232j 0.000612385+0.00340648j -0.00333706-0.0162113j -0.00383383-0.0265806j 0.00311616-0.0190204j 0.0139125-0.0169013j -0.00243326-0.0102755j 0.0134944-0.0332226j -0.00467043-0.0116744j 0.00891777-0.0155898j -0.00371024+0.0450763j -0.00978835+4.70135e-05j -0.00960134+0.0263803j 0.00544549-0.00375079j 0.0213823+0.00753013j -0.0102039+0.00512953j -0.0100782-0.00710578j 0.0131691+0.0212477j -0.00970848-0.0269152j -0.00718895+0.00279315j 0.00761741+0.00145693j -0.00288144-0.0133418j 0.00148292+0.00534457j -0.00230655-0.0108093j -0.000553156+0.00737777j -0.000227966+0.00321409j 0.00132397+0.00995243j -0.00303363-0.000399195j -0.00292753-0.0037422j -0.00309254+0.0115159j 0.000257422-0.00702353j -0.0035636-0.00122747j 0.00369751-0.009821j -0.000546918-0.009922j 0.010263-0.000742658j 0.00291464-0.0124254j 0.000428331-0.00192238j 0.000650061+0.011296j 0.00159657+0.0014442j 0.00766806-0.0213597j -0.00349647+0.00466421j -0.0108007+0.0120311j 0.00242572+0.00496282j -0.0012988+0.019729j 0.00668264-0.0121288j 0.0124876-0.0289311j -0.00268651-0.00993124j -0.00250806+0.00994249j -0.00396132+0.00670847j 0.00236346+0.0124647j -0.0169381+0.0255573j 0.00170528+0.00548173j 0.0122512-0.0166584j -0.00799088+0.00570065j 0.000197338+0.00657291j -0.00545459-0.000839322j 0.00504979-0.000904999j 0.00166397-0.000468501j -0.000881874+0.000387248j 0.00185181-0.000113403j 0.00018246+0.000923494j 0.00027467+0.00166087j 0.0021423-0.00204233j 
0.00732888+0.000750609j 0.000980529+0.00227951j -0.00698923-0.00928412j -0.00413476+0.000503039j 0.00198412+0.00295721j -0.00217465+0.00205292j 0.00300391+0.00700833j -0.000775012-0.00174702j 0.000902656+0.00264844j 0.00327179+0.00945695j 0.00366882-0.00270061j 0.00384135+0.00113988j 0.00235264+0.0097646j 0.00216905-0.00144876j -0.00641237-0.00902839j -0.00177564-0.0121343j 0.00288161-0.00710573j 0.00679507+0.0057092j -0.0190267+0.00972407j -0.0181419+0.00577732j -0.00419906-0.00483578j -0.00956137+0.0138398j -0.00244108-0.00173832j -0.00168879-0.0231084j 0.0382702+0.011174j 0.0430378+0.0359237j 0.00414407-0.00511378j 0.00651198-0.00311758j -0.00331059+0.00192862j 0.0131309+0.00029142j 0.0014959+0.0026263j -0.00456896+0.00394121j 0.00771882+0.00729028j -0.00317558+0.00523746j -0.00321963+0.00173954j -0.00235378+0.0023714j 0.00235047+0.00340285j -0.000181367+0.000219591j -0.00517952+0.00116588j 0.00127811+0.00033547j 0.00368627+0.00125928j 0.00227311-0.00298804j 0.00134443+0.00342611j 0.0044887-0.00510236j -0.000485702-0.000187217j -0.00414385-0.00647175j -0.00646797+0.00383099j 0.00410006+0.00323167j 0.00168685-0.00337126j 0.00131551+0.00720557j -0.00199528+0.000540214j -0.00643178-0.00329811j 0.00148073+0.0116623j 0.00133212-0.00795193j -0.00563726-0.00947331j 0.00541508-0.00555968j -0.000770817+0.00757811j -0.00558241-0.00368206j 0.00353809-0.000425123j 0.00287509+0.0188656j 0.00762372+0.0117704j 0.00658986-0.00666048j 0.00546046-0.00692171j -0.000998752-0.00406589j 0.00679139-0.00799304j 0.00177524+0.00359157j 0.00420321-0.000531965j -0.00292884-0.00174608j 0.00121363-0.00231921j 0.00689801+0.00244524j -0.00176103-0.000394778j 0.00226887+0.00225268j 
-0.00430409+0.00314332j -0.000164725-0.00144798j 0.00275669+0.0085226j 0.00517258-0.00779907j 0.000644844-0.0147462j -0.000856402-0.0021367j -0.00089191-0.00319311j 0.00319022+0.01847j -0.00056348-0.00488994j 0.00441837-0.00320916j -0.00595461+0.00802023j -0.0038835-0.000270817j 0.00480586-0.0128346j 0.00396415-0.0147075j 0.00603202+0.0303698j -0.0120533+0.0196954j -0.00491801+0.0165159j -0.0159244+0.00080159j 0.0194062-0.0147729j 0.00260738+0.00971118j 0.00877149+0.00453156j -0.00209993+0.0204361j 0.0100069+0.00735384j 0.0101363+0.0138622j -0.037693-0.00858186j -0.0133-0.0252265j 0.012906+0.00462564j -0.00954585+0.0123059j 0.00199522-0.00713618j -0.00313152+0.00540179j 0.00397337+0.000337801j 0.00174393-0.00903689j -0.00508479-0.00315467j 0.00254908-0.00906111j 0.00134613-0.00553665j -0.000492462-0.00305346j 0.000202649-0.000575396j 0.00301745+0.00412593j 0.00267026-0.00613664j -0.0015374+0.00791039j -0.00204741-0.00447613j -0.00458148+0.00173017j -0.000218126-0.00502611j -0.00764598+0.0135694j -0.0050143-0.00190149j 0.00279521+0.00473521j 0.00612092-0.00994578j 0.00167462-0.00543334j -0.000202327+0.00313229j -0.000888698-0.00163309j -0.00592413-0.00292486j 0.0059007+0.00652159j 0.00765615+0.000241453j 0.0075505-0.00374122j 0.00517224+0.00115889j -0.00337837-0.00946124j -0.00320253+0.013294j -0.00111018+0.0102584j -0.0211251+0.0192456j 0.0132267-0.0173339j -0.0134982+0.00223776j -0.0148006+0.00774655j -0.00681433+0.00298589j 0.00759268+0.0115377j 0.0114497-0.00338304j 0.0110458-0.00549375j 0.00487061-0.00636642j -0.00691336-0.0102005j 0.00307055-0.000972227j 0.00184514-0.00295759j 0.00175229-0.0018245j -0.0017813-0.00116578j 
