0.043495-0.0637002j 0.0116251-0.0847226j 0.142529+0.0700517j 0.0829942+0.107312j -0.00334734-0.0107854j -0.0502482-0.202805j -0.0535983+0.0968867j 0.0520463+0.145724j -0.0100522+0.015191j -0.0599829+0.0286475j 0.00591485+0.00836335j -0.0901244+0.18109j -0.0577012+0.190429j -0.11849+0.0302323j 0.0466495-0.217232j 0.0537397-0.148165j -0.105745-0.02798j 0.00192431-0.0143084j 0.175257+0.120921j 0.152425+0.00624521j 0.0598451+0.0230146j -0.259054+0.0616422j -0.0559592+0.067192j 0.072757-0.0328579j 0.0941121+0.111104j -0.176703-0.127483j 0.253278-0.222017j -0.0931006+0.0187324j 0.0274431-0.233755j -0.00658298+0.0488339j -0.0305175+0.0315265j -0.036323-0.0426609j -0.0321287+0.0331577j 0.00320797-0.0161076j -0.0312763+0.01348j -0.0346111-0.0254006j 0.006059-0.0141672j 0.00570327-0.0154864j -0.0355072-0.00406889j 0.0103369+0.0328614j 0.0153125-0.0203338j -0.0218855-0.0064236j -0.00716572+0.0202861j 0.0253019+0.0208946j 0.056201+0.0312762j 0.0138247-0.0174883j -0.0136527-0.0130415j 0.00249768-0.00444348j -0.00300956+0.000581112j 0.0236814-0.0486955j -0.0212075+0.0581711j 0.0800318-0.0302243j -0.039975+0.00780961j 0.0579951+0.0296181j 0.0110188+0.067038j 0.0353944-0.0206173j 0.00100486-0.0653568j -0.0122044-0.00109522j -0.0434666-0.00374977j -0.0235463-0.016279j 0.0124386-0.0125925j 0.0171453-0.0360117j 0.0241362-0.036451j 0.00877052+0.00556574j -0.080197-0.0236047j -0.055533+0.0641192j 0.0752231+0.00596872j -0.0381768+0.122075j 0.0751067-0.072125j 
-0.00646082-0.00710109j 0.00720644-0.00654897j -0.00512606-0.00403561j -0.00586631-0.000886925j -0.00269411+0.00201607j -0.00326129-0.0060026j -0.0025277-0.00213194j 0.0111547-0.000897025j 0.00192988-0.00353634j 0.00552049+0.00558979j -0.000349312-0.0084986j 0.00540383+0.00120898j 0.00036029-0.00490934j -0.00117155-0.000486314j 0.0006748+0.00302506j -0.000655997-0.00314676j -0.000884567+0.00298197j -0.000569806+0.000614589j -0.000380131-0.001715j 0.0019338+0.00548546j -0.00659979+0.000439896j -0.000566353+0.00129305j 0.0028838-0.000568005j 0.00135088-0.00134278j 2.99761e-05-0.000944836j 0.00208064+0.00228463j -0.00247816-0.00145473j -0.00117333+0.00198803j -2.97681e-05-0.00166861j 0.000638079+0.0021504j -0.0032841+0.00294888j -0.0116237-0.00106756j 0.00366003+0.00401008j -0.00177164-0.00831945j 0.00696308-0.00696744j 0.00722461+0.00541822j 0.00630471+0.00293963j -0.00589535+2.70855e-05j -0.0142778+0.0122113j 0.0028959+0.00514697j -0.00632899-0.00624751j 0.0112619+0.0123709j 0.00181149-0.00448562j -0.0149193-0.00156805j 0.00051965-0.00699323j -0.00631321+0.015324j 0.00721219+0.00707642j 0.0102539-0.0049088j -0.00414192-0.00314105j -0.0055407-0.00125137j -0.00358906-0.00525915j 0.00119952-0.0105551j -0.00211807-0.00588662j 0.00306023-0.000189989j -0.00631326+0.00236812j -0.00298574+0.00221125j -0.0019871+0.00259981j -0.000944486-0.00393656j -0.00101193-0.00792145j -0.00554946-0.0059766j 0.00263708-0.00103918j -0.0064729+7.92014e-05j -0.00216932-0.00500345j 7.33921e-05+0.00197297j 0.00507751+0.0055114j 0.000366148-0.00513175j -0.00506923+0.00321315j 0.00229706-0.000840245j -0.00300208+0.00109771j 
0.0148504-0.0161747j 0.00997282+0.00454013j -0.013247+0.00244347j -0.00492912-0.00528145j -0.0012236-0.00778433j 0.00318615+0.0142338j 0.00531872-0.00512782j 0.0129282-0.00974058j 0.00767203-0.00650157j 0.0030745+0.00223005j 0.00129284+0.00433854j 0.00600143+0.0105229j -0.00568932-0.00135443j -0.00420555+0.0117616j 0.0064866+0.00548298j 0.00121681-0.00210831j -0.0041724+0.00423075j 0.00305425+0.00123022j -0.00301432+0.00415701j 0.0033328-0.00777382j 0.00284309-0.00865029j 0.000808908-0.00150473j 0.00596677+0.000634953j 0.00887956-0.00395225j 0.00372791+0.00290836j 0.0026322+0.00301983j -0.003298-0.00346774j -0.00224034+0.000621092j 0.00257841-0.00253599j 0.00115303+0.00803715j -0.00295637-0.00505098j 0.00185156-0.00365677j -0.00416789+0.0030762j -0.00262404+0.00201769j -0.00207564-0.000627979j -0.00475964-0.00237488j 0.00568229+0.00668844j -0.00982501+0.00934971j -0.00374573+0.00806793j 0.0065312-0.006901j 0.00639831+0.00253905j 0.00146317+0.00557595j 0.00996926+0.00996964j -0.00620917+0.000511662j 0.0049444+0.00901359j -0.000573054-0.00156781j 0.00852048+0.00612064j 0.00177644-0.00179633j 0.0111723-0.00615186j 0.000534441-0.00282754j -0.00425188-0.0032495j 0.00633749-0.00160279j 0.00334061+0.0029252j -0.00211719-0.00432307j -0.00158038+0.000528339j -0.00429334-0.00481181j -0.0012948-0.00602886j -0.00159899+0.00598076j 0.00118817+0.00469565j 0.000691667+0.00154223j -0.00773817-0.00193151j 0.00138961-0.00184437j 0.00214395+0.000560028j 0.00499016-0.0024476j -0.00180038-0.00194037j -0.000949874+0.00369025j 0.00269553-0.00260219j -0.00323024+0.00299685j 0.00227623+0.00402738j 
0.0102923+0.00123786j 0.000539421+0.00920118j -0.00139711-0.00052858j 0.0025875+0.000366317j -0.000337949-0.00601606j -0.00479935+0.00263078j -0.00145315-0.00498615j -0.000820773-0.00260805j 0.00610923-0.000992772j -0.00199752+0.000302139j 0.00127736-0.0019037j 0.000268437+0.00604524j 0.00239265+0.00498653j 0.00686792-0.00161255j 0.000300837-0.00126587j -0.000870106-0.00200985j -0.00440428+0.0042154j 0.000735971+0.000826518j 0.00146888-0.00197053j 0.00210376+0.00481505j -0.00134179+0.000998164j 3.81982e-05+0.00128644j 0.00235309+0.00109507j 0.0018941-0.000135219j 0.00245038+1.56943e-05j -0.00110431+0.000875106j -0.000564365-0.000685284j 0.000202874-0.0018463j 0.000917144+0.000948386j 0.00415365+0.00818042j -0.00433573-0.000577471j -0.00672918-0.00940932j -0.00435635+0.00181481j -0.00416905+0.0071722j -0.000821136+0.0120539j 0.00911384+0.00740355j 0.00123418-0.00562453j 0.00744835-0.00284452j -0.00416897-0.000681378j 0.00928814+0.0121099j -0.00937752+0.00280452j -0.00311648+0.00763309j 0.00710424+0.00486323j 0.00056076+0.0096563j 0.00957736-0.00238964j -0.00356163-0.00417035j 0.0105704-0.00711537j 0.00417829-0.00604033j -0.0107603-0.00243907j 0.000157-0.00380072j -0.0171031+0.00193434j -0.00615942-0.002555j -0.00124558+0.00506954j 0.000902594-0.0093814j -0.00227781+0.00610628j 0.00412075+0.0097064j -0.0107833-0.000974149j 0.00284339-0.00305047j -0.00160074-0.00385219j 0.00482959-0.00587942j 0.0103834+0.00110269j -0.00798639-0.0050497j -0.00080611+0.00310186j 0.00679266+0.00273768j 0.00255682+0.000643299j -0.000245742-0.00230013j -0.00310154-0.00259147j 0.0033093-0.00598705j -0.000309113-0.00310888j 
-0.00207581+0.00252975j -0.00489147-0.000644611j 0.00745683+0.00321064j -0.000122777+0.000286965j 0.0144852-0.007725j 0.00359242+0.0104129j -7.78629e-05+0.00847765j 0.00831369-0.00633257j -0.000922427-0.00369283j -0.00152813+0.000900191j -0.00882039-0.00239034j 0.000443847+0.00261858j -0.000888725-0.00314904j -0.00369406+0.00257135j -0.00773651+0.00539205j -0.00255605+0.00189349j 0.000201529+0.000649639j -0.00326631-0.00686806j -0.00430167-0.00103065j 0.00211014-0.00180647j -0.000706999+0.000190943j 0.00517678+0.000598484j 0.000739199-0.00757404j -0.00514967-0.000677976j -0.00160822-0.00337583j 0.00363928+0.00399118j -0.00377641+0.00614179j -0.000924359+0.0032259j -0.00533392+0.00268913j -0.00285389+0.00227683j -0.00341412+0.00108409j 0.0106304-0.013666j -0.0121745+0.00244716j -0.0241216+0.00499116j 0.0135086+0.00635437j -0.00265382-0.000363064j 0.00388204-0.00809871j 0.0146249-0.00242531j 0.00501249-0.00441731j 0.00946003+0.00553583j -0.0107054-0.000114545j -0.000738157+0.0037727j 0.0015149+0.00756264j -0.00496729+0.0226062j 0.00338179-0.00765762j 0.014198+0.00218488j 0.00305655+0.00644482j -0.00261355+0.00688777j -0.0151461+0.00318856j -0.0025946+0.00147413j -0.00230815-0.000676358j -0.00494174+0.0101032j -0.0118306+0.0153096j -0.00310644+0.00604473j 0.00585891-0.00628192j -0.0178496+0.00232415j -0.000357058+0.00339498j 0.00301707+0.00496571j -0.000132096+0.0010906j 0.00256625-0.000549414j 0.0011651+0.00216315j 0.00315063+0.000700649j -0.00231652-0.001901j -0.00754246+0.00366604j 0.00102104-0.000834698j 0.00121194-0.0050096j 0.000733385-0.00952614j 0.00228567-0.00606682j -0.000290053+0.000566376j 
-0.0156743+0.00305216j -0.00629409-0.0165577j -0.00381174-0.00444031j -0.0121528-0.00743952j -0.00951988+0.0020644j 0.00251608-0.00120747j -0.00039558+0.00358759j 0.00866803+0.00912769j -0.012229-0.00266453j -0.00550453-0.000405941j -0.000882045-0.0034767j 0.0105377+0.00408466j -0.0014604-0.00887611j -0.00277757-0.0054367j -0.00269511+0.00629685j -0.00130685+0.00235907j 0.00240491-0.00189696j -0.0020423+0.00451389j 0.00132457+0.00347356j -0.000451321+0.00220477j -0.00138798+0.00125521j -0.000742847+0.000968373j -0.00222209-0.00273281j 4.68585e-05-0.00190179j -0.00425585+0.00126173j 0.00626312+0.00405355j -0.000695726+0.00421484j 0.00215068+0.00877145j 0.00021703+0.00426253j 0.00296753+0.000375755j 0.00608718+0.0028393j -0.00567125+0.00927107j 0.00347851-0.00409309j -0.0027031-0.00253734j 0.00226727+0.00274405j 0.00766021-0.00048271j 0.00367391+0.00221447j -0.0127901+0.00474144j 0.00199492-0.00168441j -0.00385452-0.0019931j -0.00360288-0.0068081j -0.00202697+0.00866638j -1.91239e-05-0.00383297j -0.00254403-0.0118183j -0.00241534+0.000554925j -0.00546578+4.02279e-05j 0.0138183-0.00376741j -0.00183757+0.00707385j -0.00533091-0.00376993j -0.00282495+5.27256e-05j -0.00133026-1.93088e-05j 0.00220079-0.00289965j 0.00599018-0.000164504j -0.000924203-0.00328685j -0.00598993+0.00368195j 0.00644696-0.00330009j -0.00274875-0.000219458j 0.00681407-0.00256803j 0.00558395+0.000994752j 0.00187614+0.000867241j 0.00876835+0.00126229j -0.000682905-0.00392338j -0.00417444+0.000775356j -0.001875-0.00461105j -2.87761e-05+0.00242477j 0.00584404-0.00137109j -0.00217088-0.000534872j 0.00331953-0.000401902j 0.000968029-0.0033862j 
0.00726016+0.0143675j -0.00630858+0.00442744j -0.000726126+0.0121002j -0.00942523-0.00732241j -0.00588629-0.0128674j -0.000322813+0.00988412j 0.00782686+0.0098376j 0.00290321-0.00325301j -0.00265101-0.0130639j -0.000863266+0.00482778j -0.000586784-0.000310651j 0.000454078+0.00803209j 0.00398456+0.0105357j 0.00538041-0.00108704j 0.00307843+0.00410613j -0.00442806-0.000728041j -0.00345101-0.00285443j 0.00351646-0.0120202j -0.00122343-0.00668729j 0.0028347+0.0048611j -0.000687026-0.000916958j 0.00364169+0.000424638j 0.00436303-0.000532107j -0.00144004+0.000200814j 0.00205861-0.00291684j -0.00763116+0.00253259j 0.000473024-0.00388196j -0.00215725-0.00492682j 0.00254111-0.000475523j -0.00492613+0.00502192j -0.00557766-0.0108445j -0.0037379-0.00531893j 0.00273536-0.00894878j 0.00502766-0.00736142j -0.000576454-0.00607276j -0.00266993-0.00395397j -0.00216884-0.000946459j 0.000380855-0.0120948j -0.0074457-0.0021409j 0.00556559-0.00238864j 0.000929617+0.00298255j 0.011163-0.00947852j -0.00430767+0.000735759j -0.00130305-0.00854254j -0.0154772+0.00709061j 0.00261911+0.0185356j 0.00441867-0.0060601j -0.00294857+0.000423249j 0.00460142+0.0111666j -0.00507842+0.006336j 0.00747149-0.00431351j 0.00168902-0.00289971j 0.0015891-0.000727931j -0.00205922+0.00304958j 0.00635877-0.00165886j 0.00240545-0.0050157j 0.00723067+0.00150612j -0.00291882-0.00903256j 0.00695209-0.00157646j 0.00638225+0.00552395j -0.000269445+0.00218896j -0.00791326+0.00306438j 0.00301044+0.00262065j -8.48389e-05-0.00083658j 0.00519544-0.000250295j -0.00447546+0.000713751j 0.00462264-0.000236483j 0.000406108+0.00477239j 0.00253707-0.0084765j 
-0.000496145+0.00480946j -0.00367572-0.00280143j -0.000360923+0.00297012j 0.0012202-0.00245421j -0.00241953-0.00909687j -0.00346245+0.00214778j 0.00910621+0.00578939j -0.00269324-0.00169928j -0.000186212-0.00882322j 0.00100061-0.000755731j -0.00403209+0.00456236j -0.00162719+0.00238568j -0.000957215+0.0050537j 0.00265299+0.00225647j -0.000727308-0.00230046j 0.000448508+0.00126518j -0.000499065-0.00139045j 0.000187947-0.00574091j -0.00147072-0.00270956j 0.00208555+0.00337329j -0.00181723+0.00249761j -0.000800974+0.0016584j 0.00348562+0.00131795j 4.00349e-05+0.0014028j 0.000787352-0.00179552j -0.00394425-0.000319849j -8.59167e-05-0.00317935j -0.00359497-0.00479437j 0.000527534-0.00230632j -0.00594156-0.00458595j 0.000499846-0.00105578j -0.00177342-0.00356871j -0.00360951-0.00225828j -0.0018429+0.00493432j -0.012741+0.00268484j -0.00781951+0.0088616j -0.00118118+0.00832685j -6.76601e-06-0.005789j 0.00722686+0.00455322j -0.00766418-0.00669901j 0.0011041+0.00653442j 0.00509416-0.0108742j 0.0145775+0.00442566j 0.00911651-0.0073125j 0.0058666+0.00959765j -0.00147915+0.00576243j -0.0122916-0.00457364j -0.00221122+0.00312675j 0.00922407-0.00705587j -0.00133915-0.00222895j 0.000630016+0.00124483j -0.00786665+0.0048174j -0.00580653-0.00106601j -0.00227659-0.00327736j -0.00273631-0.00223266j 0.000526692+0.0015599j -0.00403011-0.000178913j -0.00354826-0.0026298j -0.00343124-0.00036376j -0.00302399+0.00133557j -0.00548786+0.00389635j -0.00213923-0.00190016j 0.00235632+0.00248761j -0.000917885+0.00559694j -0.00336765-0.00295695j 0.00104836+0.00229961j -0.00527219+0.00423529j -0.00148606+0.000810198j -0.00343901+0.00739899j 
0.00574344-0.0107327j 0.0122551+0.00450651j 0.00124316+0.00346367j -0.00308201+0.0131185j 0.0191242+0.00664092j 0.00256396-0.00353646j -0.00728912-0.0153594j 0.00729486-0.00802598j 0.0119392+0.0130119j -0.00394748+0.00316435j 0.00301443-0.00437228j -0.0119948-0.00474273j 0.0023944-0.00216974j -0.00338485+0.00354966j 0.00184064+0.00434037j -2.55562e-05+0.00270002j 0.00129875+0.00194533j 0.00111507+0.00378367j -0.000595093-0.000854866j 0.00308935-0.00384538j -0.00471903-0.00431664j 0.00161926-0.00239421j 0.00269577-0.00307146j 0.00062102-0.00514162j -0.00259052+0.000600823j 0.00532292+0.00392291j -0.00304516-0.000306501j 0.00118777+0.00607875j -0.00650728-0.00520275j 0.0104959+0.00596079j -0.0114247-0.000179135j 0.00443931-0.00780486j 0.00471258+0.00237802j 0.0129466+0.0047095j 0.00609094+0.0023422j -0.00376983+0.00709743j 0.00399858-0.00268877j 0.0135121-0.00185082j 0.000860638+0.000156886j 0.000490316+0.00767065j 0.00523324-5.23942e-05j 0.0104364-0.00817229j 0.00851441-0.00110121j -0.00436513-0.000961533j -0.00395323-0.000542814j -0.0004283+0.00246633j 0.00102434-0.00615344j 0.00185673-0.00308899j 0.0060289+0.00382981j 0.00475147+0.00504165j 0.00657267-0.00858898j -0.00184954-0.00365927j -0.000511163-0.00119299j 0.000532141-0.00610487j 0.000464263+0.00126985j -0.00230877-0.0043245j 0.000485324-0.00226454j -0.0012727-0.00272451j 0.00787495-0.00538376j 0.00437697+0.00289504j -0.00340914+0.00509507j -0.000579951+0.00279833j 0.000445804+0.00033923j 0.0022149+0.000873326j 0.00598962-0.00156871j -0.00212454-0.000733607j 0.00361515+0.000346807j -0.00090929-0.00167885j -0.000157887+0.00512019j 
0.00719361+0.00919784j 0.000395105+0.00842594j -0.0029257-0.000399601j 0.0167816+0.00791539j 0.00219728+0.00244896j -0.0128287+0.00384284j 0.00034093+0.00608408j -0.0137417-0.0147956j 0.0120535-0.00232013j 0.014773+0.011767j -0.00270042+0.00127913j -0.00157827-0.00724454j 0.000674501+0.00327508j -0.00486643-0.00316673j 0.00279732-0.00412731j 0.00598388-0.00312006j 0.00387543+0.00148525j 0.000768675-0.0098026j -0.00339425+0.00328297j -1.06947e-05+0.00534678j -0.00392598+0.00215673j 0.00530455-0.00166801j 0.000193643-0.00123857j -0.00317403+0.00437322j 0.00766336-0.00436825j -0.00238458-0.00195736j -0.0037381-0.0036013j -0.00315449-0.00516411j -0.00398239-0.00806201j -0.00545706-0.000708149j -0.0109461-0.00586253j -0.0186956-0.00693058j -0.00248153+0.00455256j -0.00102962-0.0100565j 0.005447+0.00663832j 0.000871196-0.000174874j -0.00649038-4.64886e-05j -0.00689877+0.00514701j 0.00281616+0.00186174j -0.00557347-0.00595893j 0.00849428-0.00945931j -0.0124051+0.00141025j 0.00157787+0.000339653j -0.00235422-0.00346212j 0.00459171+0.000305278j -0.00618393-0.00699353j 0.0067692-0.00213458j -0.00448385-4.97108e-05j -0.000721886-0.00394211j -0.00434124-0.00131996j -0.0113194-0.00164247j 0.00404079-0.0053752j -0.000409876-0.00261734j -0.0031077-0.000848332j -0.00657959+0.000956813j 0.00569051-0.00373651j -0.00467506-0.000220649j 0.00284914+0.00111676j -0.00367144+0.00604524j 0.00332368-0.00528242j -0.00526087-0.00429754j -0.00452114-0.00129327j 0.00113781+0.000322415j 0.0100145-0.00439722j -0.00155207+0.002186j -2.27095e-06+0.00145146j 0.00191384+0.00194494j 0.000136814+0.00251154j 0.00112539-0.00497636j 
-0.00275164+0.00145599j -0.00826531-0.0173702j -0.000583791-0.0108038j 0.0033797-0.00360419j -0.00510927-0.000790147j 0.00638459-0.000604043j 0.0014169+0.00132554j 0.00512231+0.00908828j -0.0063227-0.00591909j -8.3966e-05-0.0013597j 0.00133441+0.0019067j 0.00173382+0.00192839j -0.0033902-0.00850443j -0.00122592+0.00126103j 7.58294e-05-0.000946883j -0.00164824-0.00176997j 6.29224e-05-0.00550096j -0.00330326+0.000955032j 0.00117426+0.000747996j 0.000314552-0.000618723j 0.0011474+0.00241669j -0.0037931+0.00135255j -6.93903e-05+0.0012038j -0.00010281-0.00160771j -0.00602545+0.00284572j -2.20407e-05-0.00110764j 0.00410442-0.000798768j 0.000327312-0.000452911j -0.000972322+0.00201497j 0.00138918-0.00767593j -0.00508675-0.00620834j -0.000558268-0.00900181j -0.0128905-0.00338818j -0.00912287+0.0111466j 0.00477561+0.00443706j -0.0146674+0.000454283j 0.00528876-0.00202561j -0.00411378+0.00108772j -0.00537476+0.00222502j -0.00288247-0.0115937j 0.00921165+0.00419165j 0.00205756+0.00303833j 0.0189617-0.000726057j -0.00955338-0.00589863j -0.00253137+0.00191337j 0.00831218-0.00168237j 0.00054833+0.000614434j 0.00458241-0.00638007j 0.010509-0.000813793j 0.00206214+0.00537874j -0.00301228-0.00787365j 0.00353965-0.0109338j -0.00334303+0.00138118j -0.00124359-0.00541953j -0.00492139-0.00183568j -0.00295196-0.00412366j -0.00106868-0.00289527j -0.00416208+0.00136158j 0.00168636-0.00243399j 0.00479705-0.0018746j -0.00732563+0.000875393j 0.00423463+0.000898913j 0.00273058-0.00365339j 0.00161845-0.00380706j 0.00145392-0.00371752j -0.00451971+0.00357514j 0.000432416-0.00477733j -0.00320554+0.00817643j 0.00173828+0.00860597j 
-0.00191577-0.0070995j 0.000939392-0.0126141j 0.00088519-0.00290941j 0.00724602+0.00384387j 0.000768648-0.00355663j 0.00316482+0.00203893j -0.00062849-0.00069094j 0.00564543+0.00323901j 0.000743981-0.0052593j 0.00131042-0.000798837j 0.000105608+0.000837384j -0.000177095+0.000158108j -0.00375312-0.00690958j -0.0057557+0.00546849j -0.00204675-0.00302848j -0.000758112-0.00438243j -0.00356602-0.00232667j 0.000245145+0.00123262j 0.0015434-0.000655539j 0.00404628-0.00271576j -0.00223031+0.00136673j -0.0023324-0.00248546j 0.00607064+0.0034475j 0.0046468-0.00485481j -0.00497297+0.00230105j -0.00162382-0.00147307j 0.00078958-0.00346832j -0.00554803-0.00395127j 0.00115953-0.00381689j 0.000797766+0.00370746j -0.00889989-0.00183668j 0.0106727-0.00615466j -0.0245411-0.00714998j -0.000751181+0.00594429j -0.00484906+0.0119214j -0.0021892-0.00415693j -0.00292541-0.0071201j 0.0130569-0.0011769j 0.00507996-0.020402j -0.00906404+0.00483639j 0.000782499+0.00211007j -0.0264743-0.00964214j -0.0101679-0.0201335j 0.00126198-0.00352824j 0.00283028-0.00558775j -0.00261275-0.00525332j -0.0125297-0.00714598j -0.000455182+0.000965624j -0.00811427+0.0154587j -0.00134828+0.00416941j -0.00540028+0.00392066j -0.0062107-0.00967857j -0.00372688+0.00266557j -0.00391357-0.00594686j 0.00482181-0.00639779j 0.00189908-0.0018971j -0.00515431-0.00423662j -0.0033974-0.00815176j -0.00548741+0.00187413j 0.00784249+0.00587749j 0.000676275+0.000795119j -0.00244417+0.000306398j 0.00606883+0.00341134j 0.00502389+0.00110972j -0.0033305-0.00284414j -0.00225755+0.00354302j 0.00749537+0.0034088j -0.00566801+0.00260127j 0.00188813+0.00788832j 
-0.00558613-0.00789373j -0.000615913+0.00401851j 0.00349959+0.0098851j -0.000566439+0.00444217j 0.000828347+0.000549936j -0.00115294+0.00515426j 0.00386446+0.00200584j -0.00230936-0.00770415j 0.00257117+0.00312307j 0.00171397-0.0047014j -0.0027938+0.00355522j 0.000838432-0.000335411j -0.00323579+0.00383633j 8.4209e-05+0.00376633j 0.00246475-0.00177229j 0.00212363+0.000614692j -0.0013406+0.00605948j 0.00185256+0.00218835j -0.00372795+0.000765204j -0.000529325-0.00410044j 0.00321181-0.00469789j 0.00146622+0.00139714j -0.000104956+0.00107008j 0.00422827+0.000948939j 0.00533422-0.000664484j -0.000453522+2.92913e-05j -0.00318701+6.6166e-05j -0.00144918-0.00299189j 0.00423299+0.000780553j -0.015059-0.00227491j 0.000799203-0.00337838j 0.0147126+0.0178839j 0.00590803-0.0107061j 0.00247721-0.0145356j -0.00741283-9.68197e-05j 0.0017274-0.0118933j -0.000637489-0.000993576j -0.0101418+0.0180131j 0.00575603+0.00511163j -0.00517771-0.00762495j 0.0109513-0.0114385j -0.00646665+0.00615893j -0.0256999-0.00742056j -0.000289586+0.00672827j -0.00541802-0.00927454j 0.000889015+0.00134922j 0.00345762+0.00626884j 0.000584917-0.00814355j -0.00612757-0.00909464j -0.00110269-0.0012321j -0.00841172+0.00252999j -0.000414393+0.00180324j 0.00521036-0.00312141j -0.0102741+0.00642132j 0.00105703+0.00197039j -0.00384167+0.00406079j -0.0014069+0.00544215j -0.00275886+0.00744318j -0.000523958+0.00504388j 0.00269728-0.00122385j -0.00531212+0.00689088j 0.00028542+0.00181579j 0.00838713-0.000972703j -0.00725494-0.00122111j -0.00666911-0.00199391j -0.00116558+0.00119784j -0.00478967+0.00835715j -0.00293096-0.00463604j -0.00694253+0.00158065j 
-0.00857768+0.00856028j -0.00518662-0.00159354j -0.00462365+0.00221991j -0.00334644+0.00656401j 0.0079911+0.00310015j -0.00388119+0.00244327j 0.00263282+0.00203951j 0.00151617-0.00500177j 0.00117832+0.00269969j 0.00450016+0.00388842j -0.00397491-0.00461246j 0.00234492-0.00524999j -0.000436342-0.00259261j -0.0058321-0.000879949j -0.00161904+0.00425754j 0.00293257+0.0048197j 0.00392976+0.00165072j -0.000571856+0.000953053j -0.00131109+0.00129583j 0.00132287+0.00231094j -0.00563134+0.000117834j 0.00162652-0.000210432j 0.00100975-0.00370778j -0.00225584-0.00225383j -0.0029387-0.00178349j 0.00460517+0.00412727j -0.00403646+0.00303817j -0.000300422+0.00563532j -0.00274247-0.00198794j -0.00440609+0.00778909j -0.00456956+0.00183357j -0.00897319+0.00896322j 0.00709452-0.00939442j -0.00850436+0.00129373j -0.00138022-0.00121408j 0.00349533+0.00120662j -0.00924305+0.000733679j 0.00470735-0.00239235j -0.00452984+7.19341e-05j 0.00576546+0.0071252j -0.00696673+0.00681722j -0.000236266-0.0103456j 0.00295398-0.000129671j 0.0114179-0.00503016j 0.00459759+0.00655259j -0.00758265-0.00642149j -0.00247331-0.00746331j -0.00105064+0.00818636j -0.00721623+0.00109134j -0.00439633-0.00223614j -0.00825902+0.00148291j 0.00134249-0.00131593j -0.00337357-0.00183486j -0.000203278+0.000803589j -0.00822826+0.0100383j 0.00114719+0.00972586j -0.00254794+0.00137887j 0.00920484+0.00196526j -0.00254146-0.00150198j -0.00684944-0.00570836j 0.000905835-0.00481427j -0.00546334-0.00127984j -0.00566892-0.00670096j 0.00791389+0.00381262j -0.000834016+0.00397686j 0.00506681+0.00358142j 5.50281e-05-0.00648419j 0.00237356+0.00229147j 0.00478348-0.0101962j 
-0.00591142-0.0016246j -0.00439855+0.00287475j 0.00125646+0.00822067j -0.0193883+0.0123492j 0.00570357-0.00671904j 0.00399742+0.00978772j 0.00863979-0.00550037j 0.00506535-0.00783888j 0.00175525-0.00401385j 0.000137525+0.00173906j -0.0021332+0.00106615j 0.00390017+0.000944746j -0.00118472-0.00252807j 0.000449987+0.00201023j -0.00022214+0.00848772j -0.00223531+0.00347537j 0.00155069+0.00193992j 0.000721471+0.00121952j -0.00292691-0.00041096j 6.86504e-05-0.00189114j -0.00236154-0.00141764j 0.00369884-4.37479e-05j 0.00284992-0.004682j -0.0014081-0.00212838j -0.0022576-0.00219816j 0.00586732+0.00544467j -0.00731253+0.00626193j -0.00164759+0.00336714j 0.00049393+0.00166726j -0.00484925+0.00598102j -0.00422732+0.00384736j 0.0141538+0.00730682j 0.0354235-0.0346223j 0.00118074+0.00202631j 0.0116802+0.0168763j -0.00214808+0.0066964j -0.0143579+0.00294462j 0.00796943-0.0197633j -0.00929566-0.00949359j 0.00473669+0.002254j 0.00797057-0.00214657j 0.00494665-0.00287365j 0.0049138-0.0207552j 0.00843519-0.0152965j -0.0113284-0.00443944j 0.00434077+0.0028426j 0.00748499+0.00067335j 0.00400957-0.00445836j 0.00930972-0.00264953j 0.0156466+0.00345498j 0.00802048-0.0105253j -0.00762148+0.00906491j 0.0101898+0.00580142j 0.000260624+0.000490498j -0.00514631+0.00292245j -0.00426289+0.0106355j 0.000926051+0.00204599j -0.00588449+0.00419616j 0.00639481-0.0108704j 0.00504402-0.00138826j 0.00534251+0.00444249j 0.0103351-0.00139221j -0.00174525+0.000408799j -0.00643812+0.00174683j 0.00252055-0.00993175j 0.00352604+0.00402328j -0.00418545-0.00630479j 0.0027897-0.0112611j -0.000910972-0.00399051j 
