0.043495-0.0637002j 0.0116251-0.0847226j 0.142529+0.0700517j 0.0829942+0.107312j -0.00334734-0.0107854j -0.0502482-0.202805j -0.0535983+0.0968867j 0.0520463+0.145724j -0.0100522+0.015191j -0.0599829+0.0286475j 0.00591485+0.00836335j -0.0901244+0.18109j -0.0577012+0.190429j -0.11849+0.0302323j 0.0466495-0.217232j 0.0537397-0.148165j -0.105745-0.02798j 0.00192431-0.0143084j 0.175257+0.120921j 0.152425+0.00624521j 0.0598451+0.0230146j -0.259054+0.0616422j -0.0559592+0.067192j 0.072757-0.0328579j 0.0941121+0.111104j -0.176703-0.127483j 0.253278-0.222017j -0.0931006+0.0187324j 0.0274431-0.233755j -0.00658298+0.0488339j -0.0305175+0.0315265j -0.036323-0.0426609j -0.0321287+0.0331577j 0.00320797-0.0161076j -0.0312763+0.01348j -0.0346111-0.0254006j 0.006059-0.0141672j 0.00570327-0.0154864j -0.0355072-0.00406889j 0.0103369+0.0328614j 0.0153125-0.0203338j -0.0218855-0.0064236j -0.00716572+0.0202861j 0.0253019+0.0208946j 0.056201+0.0312762j 0.0138247-0.0174883j -0.0136527-0.0130415j 0.00249768-0.00444348j -0.00300956+0.000581112j 0.0236814-0.0486955j -0.0212075+0.0581711j 0.0800318-0.0302243j -0.039975+0.00780961j 0.0579951+0.0296181j 0.0110188+0.067038j 0.0353944-0.0206173j 0.00100486-0.0653568j -0.0122044-0.00109522j -0.0434666-0.00374977j -0.0235463-0.016279j 0.0124386-0.0125925j 0.0171453-0.0360117j 0.0241362-0.036451j 0.00877052+0.00556574j -0.080197-0.0236047j -0.055533+0.0641192j 0.0752231+0.00596872j -0.0381768+0.122075j 0.0751067-0.072125j 
0.000402767-0.0029747j 0.00194194+0.00368016j 0.000769352+0.000903035j 0.00241432+0.00289474j -0.000953519-0.00306372j 0.00286739-0.00218866j 0.000602785+0.00297572j 0.0117666+0.000902382j 0.000264256+0.00190164j -0.00445943-0.00524118j -0.00270875-0.00742341j 0.00115817-0.00371109j -0.0029558-0.00419586j 0.00207518+0.00102173j -0.00512027+0.00875071j -0.00657879+0.0170983j 0.0182709+0.00878813j -0.0152284+0.00225615j 0.0193344+0.00388387j 0.00601013+0.0202797j -0.0099112-0.00256345j -0.00614717-0.00968269j -0.00297608-0.00512971j 0.00226396-0.0123907j 0.00613573-0.00395888j -0.00497679+8.92313e-06j -0.0117311+0.0076474j 0.00034745-0.000850811j -0.00453324+0.00105088j -0.00216083+0.00540503j 0.000399219+0.00389964j -0.00824275+0.00173004j 0.00909232-0.0139854j -0.00355009+0.014476j 0.000859239+0.000913326j 0.00890115-0.00454363j -0.0143087+0.00069204j -0.0102439+0.0167549j -0.0159257+0.0100885j 0.00371107-9.55501e-05j 0.00281039+0.0236779j -0.00479615-0.000899694j 0.00593407-0.00340646j 0.000952945-0.000729847j 0.0177042-0.0101013j -0.0053201-0.0209225j -0.0418748+0.01478j -0.0176923-0.00113391j 0.00928524+0.023693j 0.00312181-0.00543189j 0.00338837-0.00870884j 0.013288+0.00114874j -0.0230638-0.031329j 0.00194433-0.0144109j -0.00880332-0.0251076j -0.0105894+0.00986392j -0.0108104+0.00954354j -0.00330822-0.00182448j 0.0202789-0.0100734j 0.0223724-0.0181351j 0.000102883+0.00918739j -0.00408739-0.0148371j 0.0102022-0.00423096j -0.0124285+0.0189911j 0.0049437-0.00306398j -0.00153019+0.00904213j -0.00830406+0.00382402j -0.00526674-0.00563187j 0.00200121-0.00284484j 
0.0030804+0.0124494j 0.003959+0.00890918j -0.00461249-0.000931792j -0.00619624-0.00170944j -0.0044477+0.00369204j -0.00326415+0.00183405j 0.00148865-0.000631706j -0.010119-0.00453179j 0.00221225-0.00046995j 0.0088775+0.00560517j -0.000171839-0.0010012j 0.00512372+0.00930174j -0.000125774-0.00899442j -0.0164818+0.000558829j -0.00249797+0.000898551j 0.0122514-0.0240666j -0.0228184-0.00587951j 0.0196173+0.000300287j -0.0159099-0.00849351j -0.00238244-0.0186115j 0.00384281-0.0107409j -0.00450874-0.00978155j 0.00193924+0.00466649j -0.00796487+0.0268757j -0.0115138-0.00119093j 0.0107616-0.000424589j 0.0149753+0.00919391j -0.00113461+0.00839094j -0.00808928-0.0102402j -0.00304432-0.00303373j 2.56273e-05-0.00224527j -0.00032633+0.0100521j 0.00996238-0.00455059j -0.00207177-0.00261963j -0.00956214+0.00121938j -0.00298582-0.00891304j -0.0094665-0.00193108j -0.00724328+0.00483509j -0.02046+0.0120898j 0.00311301+0.00564398j -0.00469378+0.0207088j -0.00085838-0.00144494j 0.00437313+0.00664976j 0.00804149+0.0059786j 0.0238798+0.00557965j -0.0210898-0.00515041j -0.0360473+0.00931618j -0.00740302+0.0123889j 0.0108068+0.0246645j 0.0148256-0.0195825j -0.0138044-0.00861074j 0.00787139+0.023437j -0.0107342-0.0225039j 0.0082866-0.0140561j -0.0101259-0.00541545j -0.0122869+0.00188527j -0.015007+0.0176294j 0.011224-0.00714789j 0.0294035+0.00142094j 0.0178498-0.0141369j -0.00742214+0.0173142j 0.0114068-0.00087247j 0.00957287-0.00628258j -0.00088508+0.00866398j 0.00153964+0.00857629j 0.00022508+0.00716605j -0.00706067+0.00374351j -0.00540191-0.00593982j -0.00391184-0.000475834j 
-0.00608934-0.00332443j 8.34024e-05-0.00881745j -0.00692852+0.01096j 0.00284323-0.000278411j -0.00716049+0.00490873j -0.00447863+0.0113096j 0.00229397+0.00130575j -0.00929284+0.00297365j -0.0105025+0.00832766j -0.00408727-0.00791565j 0.00667811+0.0099408j -0.0118592+0.0115562j -0.00795256+0.0128534j 0.00856771+0.00015188j 0.0152297-0.0118138j -0.022548-0.0143672j -0.0179519+0.0130383j 0.010146+0.00801742j -0.00234959+0.00727902j -0.00795231+0.00724512j 0.00546932+0.00925022j 0.0166616-0.00267102j 0.00506139-0.0103494j 0.00593406-0.00102304j 0.00148597+0.0220155j 0.00980829-0.00279497j -0.00243717+9.04943e-05j -0.00371356-0.00328216j -0.000271243-0.00890201j -0.00823642-0.00120115j -0.00653469+0.00407793j 0.000417448-0.00232232j -0.00229261-0.00124938j -0.00626634+0.00596512j -0.00391168+0.006074j -0.00172557+0.000157356j -0.00450367-0.00383269j 0.00484949+0.00740186j -0.00877395+0.000989183j 0.00138276+0.014566j 0.00881955+0.0141641j -0.00649691-0.00704454j 0.00635837+0.00432147j -0.00802467+0.00858401j 0.0149595+0.00675681j 0.00271316-0.00496612j -0.00987751-0.00244229j -0.00684547+0.0139742j 0.018067+0.00078626j -0.0112268-0.0026821j -0.0321961-0.00345541j 0.0135566+0.00555886j 0.0030756+0.00234158j -0.0101694+0.0102828j 0.0154927-0.00750027j -0.0305973+0.00479541j 0.00409304-0.00535442j -0.0069482+0.00815704j -0.00954109-0.00965916j -0.000352751+0.00782218j -0.0156399-0.00494758j -0.00401041-0.00401609j 0.00786462-0.00547859j -0.00966781+0.00419597j -0.00319968-0.00102865j 0.000372102+0.00955022j -0.000409411+0.00420811j 0.00125245-0.00193601j 0.00237507-0.000964051j 
-0.0119788-0.00967426j 0.00238426-0.000793061j 0.00295806+0.00881505j -0.0128583+0.00353354j 0.0095837+0.00108128j -0.00669756-0.0102853j -0.0109361+0.000689449j -0.000254417+0.00125472j -0.0102264+0.00303781j 0.00610001+0.00491686j 0.00511562-0.0200633j 0.00323201+0.00317515j 0.0145982+0.00384075j 0.000548266+0.0024597j -0.0124876-0.0120461j -0.00688849-0.00469849j -0.0240628-0.00696567j 0.0024908-0.00908256j -0.00257277-0.00584718j -0.0135486-0.00339888j -0.00120009-0.00292011j 0.00345408-0.00914952j -0.00665793-0.00451427j -0.0156191+0.00609899j 0.00536205+0.0055642j 0.0169578+0.0031892j 0.0086886+0.00601849j 0.00385812+0.00532324j -0.00113137+0.00203599j -0.00155265-0.0122005j 0.0018712+0.0158099j 0.00729306-0.00561146j -0.0027713-0.0147193j -0.000194187+0.0214665j 0.00897872-0.0272264j 0.0265825+0.00321022j 0.0264601+0.0110392j -0.0232769+0.0349611j 0.0103331-0.00228563j 0.00149915-0.000409258j -0.00588654-0.00834922j -0.0039805+0.00209626j -0.00323024-0.0197267j 0.0147928+0.00931182j -0.00700178-0.00831798j 0.0312244-0.00317019j 0.0495941-0.00193979j 0.00213731-0.00768835j -0.00658769+0.0240314j -0.0397939-0.00951913j 0.028495-0.000436627j 0.0155649-0.0449098j -0.00464893+0.00118353j -0.0231056+0.00821991j -0.00125414-0.0165697j 0.0150067+0.0112273j 0.0102808-0.0058182j -0.0298613+0.0102548j 0.000844673-0.00765323j 0.0166468-0.00835203j 0.0252427+0.00138618j -0.0242617-0.0199676j 0.0176468-0.00825292j 0.0025134+0.017926j -0.00383143-0.00530541j 0.00120839+0.00382473j 0.00183422+0.0116661j 0.00603709-0.000801205j 0.00602643-2.56568e-05j 
0.00300814+0.00413619j 0.0066432+0.00581613j 0.00193983+0.00134896j -0.00220631+0.00226746j -0.00391084-0.00102885j -0.00361728+0.00872457j 0.000447911-0.00434407j 0.000528429+0.000568717j -0.00117881-0.00318692j 0.0029157-0.00301411j -0.00652969+0.0143643j 0.000341151+0.0032432j 0.00217877+0.00479633j 0.0203584-0.0091151j -0.000774021-0.00275782j 0.0101837-0.0128241j 0.0073814+0.0107457j 0.00643682+0.0123266j -0.00564386+0.00915159j -0.00334742+0.00213548j 0.0227265-0.000754738j 0.0196095-0.00471932j -0.00966457+0.00412322j 0.015774+0.0056264j -0.00274399+0.0107896j -0.00389085-0.00481849j 0.00544143+0.0020238j 0.00379755+0.00120135j -0.00370252+0.000450757j 0.00432419+0.00155458j 0.00648655+0.00319172j 0.00572237+0.000373085j 0.0129372-0.00123601j -0.00274243-0.00756094j -0.0023819-0.00815699j 0.0021938-0.00450429j 0.00676997-0.000463648j -0.0138234+0.0107769j 0.00234396+0.000933144j -0.00148944-0.0118325j -0.00776018-0.00463159j -0.0003316+0.000811031j -0.0137149-0.0112158j 0.00789515-0.00504321j 0.0100536-0.00510186j -0.0126493-0.00106036j 0.0116053+2.71796e-05j 0.0131299+0.000290373j -0.00649879+0.0158394j 0.0099975-0.0096412j 0.0245039-0.0125584j 0.00709724-0.0196634j -0.0163114-0.011716j 0.0230242-0.0165051j -0.021306-0.000241172j 0.0204721-0.00216699j -0.00252351+0.0361386j -0.0033835+0.00469909j 0.0216743+0.000516206j -0.0028621-0.0159725j 0.0209949+0.000431673j 0.0088258+0.00474196j 0.00475701-0.00329705j 0.00857365-0.00285319j 0.00136931+0.00400106j -0.00218198-0.00399194j 0.00343167+0.00194963j -0.00244379-0.000331073j 0.000255559+0.00123622j 
-0.00369244-0.00575886j -0.000445335+0.00160398j 0.00860319+0.00631647j 0.00547126+0.0011584j -0.00248159+0.00193567j 0.000685843-0.000586863j 0.00493349+0.00049786j -0.00281665+0.00437477j -0.00134755-0.00809277j -0.000796972+0.00499207j -0.00406188+0.00222183j -0.00405996+0.00154646j 0.00716504+0.0034246j -0.000470157-0.00718936j 0.00102189-0.00965598j 0.00138627+0.00444121j -0.00283805+0.0078287j 0.0169502+0.0117669j 0.000990761-0.019173j 0.00668814-0.0134119j 0.0203167+0.00833095j -0.00116997-0.00412861j -0.000644345+0.00271293j 0.00209128+0.00744134j 0.00518496+0.0055424j -0.00556404-0.00718802j 0.0121295+0.00472722j 0.00655096-0.00137365j 0.000711091+0.00258252j -0.00323139-0.00982852j -0.0103261-0.0059764j -0.0089316-0.00317777j -0.0159664-0.00135325j 0.0010042+0.0161052j 0.0130507-0.0131727j 0.00758219+0.0152205j 0.00441228+0.0122968j 0.0135149-0.0219394j -0.0106547-0.0122657j -0.00750121+0.00939964j -0.0204236-0.00676335j -0.00172832+0.00294041j 0.019154-0.0220091j 0.00525549+0.000431163j -0.0294504+0.00983683j 0.0334075-0.00092012j -0.00928684+0.00552581j -0.00890716-0.0349668j 0.00202174-0.0139347j -0.0146459+0.0161436j 0.0107543+0.0441699j 0.0193487+0.0150706j 0.0219663-0.0270346j -0.0139689+0.0101871j 0.0242804-0.0189681j -0.00548239+0.015727j -0.0146543-0.0331206j -0.0184031-0.00380674j -0.0314244+0.000953315j 0.00741653+0.0111465j -0.0166155-0.00187117j -0.0114481-0.000891438j -0.00353191-0.000825096j -0.00237522+0.013914j -0.00154331-0.00453283j -0.00152444+0.00495223j 0.00627713-0.00272362j 0.00459093+0.00373938j -0.0025804+0.00144603j 
-0.00404255+0.00169709j 0.00343409+0.00271888j 0.00845688+0.00949793j 0.00482745+0.00602491j -0.00467918-0.0035625j 0.00177015+0.00743938j 0.0127823+0.00279812j 0.00986006-0.00739677j 0.0184831-0.00422468j -0.000366715+0.0072125j -0.0028977+0.00637636j 0.0109463+0.000196514j -0.0147742-0.00667671j 0.00437656-0.0013198j 0.00632187+0.00141671j 0.00992132-0.0107399j 0.00576377+0.0146592j 0.000457131+0.0330276j 0.00582291+0.00818291j 0.00558067+0.00951737j 0.00513751-0.0121544j 0.00371016-0.00282329j -0.00985013+0.0190631j 0.00827776+0.0107477j 0.00524088+0.00365693j -0.0140357-0.00668115j 0.00971929+0.0060696j 0.00625162-5.12763e-05j -0.00158835-0.00258995j 0.000184259-0.000780819j -0.0127125-0.00278648j -0.0036082+0.00111921j -0.000670654+0.00308478j -0.00209737+0.00225966j 0.0102236-0.00173105j 0.00966263+0.00293715j 0.00472432-0.0110148j -0.0126602+0.0294745j 0.027476+0.00156938j -0.00136927-0.00387319j 0.0102342-0.00191399j -0.0129741-0.0179959j -0.0131668+0.00852849j -0.00186983-0.00664147j -0.00824378-0.0138224j 0.0104127-0.0193592j 0.0330208-0.0130046j -0.00257634+0.026103j -0.0188704+0.00266251j -0.0157303-0.00341109j 0.00185312-0.0336787j 0.000401473-0.00140702j 0.0161456+0.0282618j -0.00574196+0.0230686j 0.0127866+0.0193818j -0.00711745-0.0243705j 0.0138783-0.00849987j 0.00213396+0.00975012j -0.00265298-0.00619878j 0.000546912+0.012476j -0.000660623-0.00372816j -0.00698129-0.00670083j 0.0112707-0.00013001j 0.0105078-0.00606243j -0.00515007+0.00172306j 0.00447337-0.00216442j 0.00416995-0.0020708j 0.00295459+0.0021403j 0.00347327+0.0043788j 
0.000228054-0.00124224j 0.00631114-0.0016926j -0.000997938+0.00384861j 0.00150615-0.000333737j -0.0052305+0.00252389j -0.00753518+0.00165617j 0.00227154-0.0074465j 0.00738976+0.0010259j 0.00274638-0.00134354j -0.00621518-0.00175974j 0.0020767-0.00841083j -0.00118989+0.00468614j -0.00862676-0.00511065j -0.0148893+0.00883855j 0.0166166+0.0191206j -0.00969261-0.0153798j -0.0149642-0.000880288j -0.0138438+0.00830374j 0.0138836-0.00853519j 0.00567497+0.00800323j -0.0150844-0.00391411j -0.0112199+0.00217011j 0.00490059+0.00381049j 0.00347994+0.00360049j 0.00278371+0.0096812j -0.00414603-0.00454293j -0.00261901-0.00214378j 0.00106784-0.00501407j 0.000228137-0.00289861j 0.00217389-0.00423606j 0.00837762+0.00431763j 0.0070089-0.00468828j 0.00439288+0.00412594j -0.000854375-0.00534418j -0.00179759-0.0165773j 0.00320337+0.00530423j 0.0149156+0.00988496j -0.0021879-0.0234712j -0.00613163-0.00860262j -0.00216676-0.00459382j -0.0222741-0.0161327j 0.00872292+0.00708864j -0.000240895-0.0193002j 0.0144883-0.000355854j -0.0110347+0.00576683j 0.0120952+0.0146224j 0.00673109-0.00125061j 0.0155854-0.0347107j -0.00328037-0.00433371j 0.00462304+0.00532772j 0.0210241+0.0319949j 0.00590677-0.0132557j -0.000119224-0.0201319j 0.0195643-0.0116825j -0.00844012-0.0129516j 0.0298346+0.0130537j -0.00663871+0.00780148j -0.0110995-0.00528428j -0.0043644+0.00428309j -0.0068632-0.00729813j 0.00989125+0.000615777j 0.00699178+0.00966985j -0.00573664+0.0002539j 0.00359505+0.0018856j -6.80022e-05+0.0012063j -0.00305182-0.00395354j 0.00953933+0.00145081j 0.00370222+0.00348436j -0.00234074+7.96875e-05j 
0.000614651+0.0078711j -0.00199132-0.000922209j 0.00236234+0.00439505j -0.00791145+0.00458391j 0.0097911-0.00342806j -0.00639075+0.00344597j -0.00549176-0.000625203j 0.0110907-0.00915432j 0.00400611+0.0022103j 0.0150927+0.00417863j -0.00118574-0.0243933j 0.0143813-0.00553539j 0.00463973+0.00186755j 0.0132647+0.00232416j -0.00821104+0.00339472j 0.0063293-0.020797j -0.0152801-0.00307491j -0.0095197+0.0027735j 0.0118886+0.00559933j -0.00607459+0.0186936j -0.011993-0.0124458j 0.00798304-0.00915485j -0.0084994+0.0076715j 0.00129606-0.000384866j 0.00529075+0.00346829j 0.000869317+0.00627178j 0.00377341-0.000929019j -0.00172164+0.00666423j -0.00376805+0.000335873j 0.00476673-0.00192449j 0.00216562-0.00116783j 0.00165476+0.00706057j -0.00227252+0.00598082j 0.0048421-0.00369507j -0.00608473-0.00472037j -0.0032219+0.00311835j -0.00443029-0.000949471j 0.0111731-0.0244578j 0.000547656+0.0159674j 0.00665791-0.00304129j -0.0063711+0.00512992j 0.00740901-0.00378155j -0.00100135-0.00632256j 0.0084672+0.00573603j 0.00117532-0.000229661j 0.00211422+0.0087638j -0.0399035-0.00566777j -0.0075118-0.0150177j 0.00848185-0.0165473j 0.00584725+0.00887753j -0.00470916+0.0267248j -0.0256997+0.0304312j 0.0135236-0.0159902j 0.0123871+0.00701811j 0.0116845-0.00656543j -0.00157021+0.00215747j -0.0148349-0.0156156j 0.0111924-0.01783j 0.00103711+0.00362992j -0.00246354+0.00196207j -0.0105691+0.0121758j 0.00983427+0.00806196j -0.00791159+0.00489034j -0.00620303+0.00226009j 0.0010403+0.00159417j -0.00111176-0.00451005j 0.00072619-0.00305337j -6.23304e-05+0.00115058j -0.00437214-0.000460172j 
-0.00150106+0.000483581j 0.00253897+0.000298839j 0.0148132+0.00433513j -0.00816376+0.00419523j 0.00707884-0.00146774j -0.00760317+0.0136557j 0.00414612+0.00151765j -0.00552781+0.0145357j 0.00184529-0.00252064j 0.00460665+0.0141952j -0.00729639-0.00735967j 0.00462515-0.0210721j 0.00580985+0.0135532j -0.0108183+0.0133095j -0.00470916-0.00716241j -0.00630782+0.0230304j -0.0100172+0.0049023j 0.00306463+0.00724839j 0.000804283-0.0139066j 0.00319263-0.0151572j 0.0119669+0.015643j -0.00471907+0.0120274j -0.00563-0.00179278j -0.00252292+0.0151754j 0.00551278+0.00450211j -0.000977876+0.00448494j 0.0050791-0.0028531j -0.000569765+0.00494899j -0.00184766+0.00618701j 0.0101229+0.00615172j 0.00768449+0.00316755j 0.00682658+0.00267386j 0.00687839+0.00115836j 0.00082815-0.0101555j -0.0127208-0.0036564j -0.00352675-0.0053921j 0.00431355-0.0101216j -0.00404879+0.00788967j 0.0106923+0.0194334j 0.00843304-0.0131383j 0.00599328+0.00697709j 0.00962443-0.0169385j -0.0257782+0.00721697j 0.0171325+0.0081066j 0.0172016-0.0205192j -0.0025915+0.00800042j -0.021263-0.0258586j 0.00783435+0.00454097j 0.00495437+0.0027681j -9.54956e-05-0.00523684j -0.00762439-0.0135391j -0.0387414+0.00670322j 8.88869e-05+0.00768515j 0.0217719+0.00185666j -0.00437595+0.00692024j 0.0108621-0.00288195j 0.00111685+0.00864891j 0.0125854-0.0126252j 0.0249056+0.00166323j -0.0105902-0.0062152j 0.00503472+0.0174103j 0.0158386+0.00252475j 0.00045279+0.00140977j 0.00194937-0.00736817j 0.000422132+0.0065099j -0.000921323-0.00807662j 0.00139199+0.00464549j -0.00105857+0.00126908j 0.00137369+0.000790013j 
0.00175355-0.00031213j -0.000684335+0.0023631j 0.0108037+0.0085898j -0.00322868+0.00398402j 0.0108686-0.00336549j -0.00381919+0.00895389j 0.00163368+0.00462997j -0.00166245-0.006118j -0.00589306+0.0147153j 0.00384464-0.0153324j -0.0137278-0.0142248j -0.00451888-0.00139405j 0.0228901-2.14776e-05j -0.00704013-0.0124227j 0.00301477-0.00235765j -0.0163434-0.00684974j -0.0243669+0.00480219j 0.00659172-0.00455092j 0.00678871-0.0305015j 0.00924788-0.00161165j 0.00263211+0.00131773j -0.013998-0.0109898j 0.00569357+1.36586e-05j -0.00479446+0.00293093j 0.0153025+0.00895465j -0.00145985+0.00352616j 0.00287457-0.00631716j 0.00125464+0.00221448j -0.00256181+0.00627555j 0.00506128+0.0065414j -0.00457004-0.00787865j -0.00211628+0.0021638j -0.00366102+0.00391815j 0.00166624-0.00787777j 0.00313071+0.0143491j -0.00366846-0.00142822j -0.00360612-0.0105877j 5.39376e-05+0.00123614j -0.00185789-0.00293459j 0.00658573-0.00285067j 0.0110607-0.0126828j -0.0135933+0.00960267j -0.000528906+0.0149847j -0.016417-0.00965449j -0.00247873-4.72415e-05j -0.0253733-0.0175331j 0.0117082+0.0194198j 0.0081336+0.0411405j -0.00874729-0.0124888j 0.00423163+0.0106196j -0.00123155-0.0309393j 0.023981+0.00594358j -0.00678977+0.0104853j 0.0126013+0.00289711j -0.000485152+0.0140367j -0.00878222-0.0127887j 0.000967738+0.00750005j 0.0129552+0.00452884j 0.00126692-0.0021385j 0.00381031+0.0207134j -0.000547758-0.00105916j 0.0023337+0.00437559j -0.00133743+0.00663256j 0.00432917-0.0117004j 0.00176223-0.00254675j -0.00200784-0.00259033j -0.0015686-0.00466257j -0.00223341+0.00250058j -0.00161948+0.00102896j 
0.00630702+0.00491307j -0.00475703+0.00147951j -0.0110019-0.00618638j 0.00254667-0.00108698j -0.00731845-0.00192436j -0.00868675-0.000659674j -0.00645033-0.0124057j 0.0037619+0.00183101j -0.00933467-0.00417663j 0.00153427-0.00256128j -0.0037867-0.0104705j -0.00910056+0.00486555j 0.0105394-0.00814036j -0.00411498+0.00637487j -0.00149541+0.0163791j 0.0107935+0.00517026j -0.00542493-0.00684118j -0.0130581-0.0108577j 0.00296604-0.00252519j -0.00281785+0.0059098j -0.011968+0.000213194j -0.00331952+0.000575491j 0.0036929-0.00766443j 0.00639462+0.00527897j -0.0108192+0.00116197j 0.00940144-0.00333876j -0.00298816+0.00206312j 0.00304454-0.00132139j -0.0021551-0.0002003j -0.00601981-0.00201454j -0.00513621+0.001373j -0.00225126+0.00556001j -0.00163147-0.00221181j 0.00214892+0.00855318j 0.00911284-0.00166986j 0.00798339-0.0036574j -0.00587107-0.0117862j 5.09453e-05+0.0244881j 0.016749+0.00703483j 0.0024388+0.00187827j 0.00602863+0.0111115j -0.00689905-0.0117004j -0.00161553+0.00740165j -0.00100226+0.00278727j 0.00515679-0.01385j 0.00785843-0.0130167j 0.0101887-0.0157411j -0.00195748+0.0167787j -0.00400547+0.00495161j -0.0136623+0.000932795j -0.00974495-0.0219703j -0.00382354+0.00406892j 0.0190602+0.0173649j -0.0087351+0.023967j 0.0195932+0.00510748j -0.0198434-0.0101983j 0.0071694-0.018701j -0.000643422+0.00559423j -0.00433568-0.00428958j 0.00809029+0.00618164j -0.00634853-0.00133709j -0.0106673-0.00907883j 0.0107082-0.000232551j 0.00156682+0.00354721j -0.00336859+0.00120114j 0.00227429-0.000405441j -0.00285831+0.00174515j 0.000291249-0.00238062j 0.00277029+0.00167711j 
0.00686051+0.000916347j -0.00447199-0.00467564j 0.00912991-0.00714316j -0.000730753-0.00354161j -0.00669801+0.0021447j -0.00386112+0.00155595j 0.00417898+0.0149339j -0.0180806-0.00308474j -0.00242175+0.0163444j -0.00570576-0.0169024j -0.00857275+0.0279106j -0.00822808-0.00385117j -0.0234611+0.00413592j -0.0173104-0.0151339j 7.92819e-05+0.0109937j -0.0183177-0.0119462j 0.00918562-0.0144002j -0.000510759-0.0105199j -0.000650394+0.0102925j 0.00504196-0.00672546j 0.0157792+0.0052728j -0.0124333-0.00428178j -0.00832341-0.00456647j -0.00257459-0.00655185j -0.00829198+0.00394005j 0.00564559-0.00167773j 0.00367507-0.00284574j -0.00138366-0.0038184j 0.00332917+0.00623216j 0.00181201-0.00475313j 0.0126231+0.00126234j 0.0044418+0.0104851j -0.0047229+0.00417133j 0.00979939-0.00524594j -0.0149648-0.0231011j 0.0108827+0.000206661j 0.0263883-0.0148481j -0.01064+0.00497027j 0.0154347+0.0116578j 0.00483102+0.00564771j 0.00590697-0.00463662j -0.016401-0.023458j -0.0288454+0.00530834j 0.0270028+0.00437937j -0.0112514-0.0225513j 0.018309-0.0173867j -0.00429506-0.0156537j -0.00852002+0.00224848j 0.00400785-0.0102144j -0.024194+0.0143427j 0.000401708-0.00541242j -0.00816891+0.00749361j 0.0153808+0.00436082j 0.0220071+0.0161606j 0.00505349-0.00287795j 0.0145612-0.00457094j 0.00599382-0.00971683j 0.00475477-0.0154039j 0.0105769-0.010248j -0.00281321+0.0122414j -0.00304781+0.0292069j 0.00263628-0.000212947j 0.00815369+0.00572435j 0.00517125+0.00103856j -0.00163519+0.00880319j -0.00299023-0.00985706j 0.00833184+0.0114115j 0.00724179+0.00430946j -0.00443828+0.00145086j 
-0.00518388-0.00803852j 0.00875194+0.00135422j -0.00279076+0.00689596j -0.000199097+0.00247812j 0.00284005-0.00392756j 0.00145624-0.00522983j 0.00170144+0.000298372j 0.00254255-0.00143201j -0.00884622+0.00727765j -0.00602936-0.0156347j -0.00447104+0.000987486j -0.0132026+0.00983536j 0.0238189-0.0102393j -0.000328338-0.018759j 0.000408595+0.000356069j -0.00135806+0.00220498j -0.00265644+0.00494032j 0.00554237-0.00627907j -0.00494387-0.0165997j 0.0043305+0.000511327j 0.000456722-0.00567385j -0.00692812-0.00763729j 0.0104546-0.000942044j -0.00366044-0.000625503j 0.0079532+0.00238812j 0.000417446+0.00105708j -0.00514572-0.00402647j 0.00266031-0.00267565j 4.77008e-05-0.00284127j 0.00137715+0.00844726j -0.00199618+0.0057911j 0.00255558-0.0118495j 0.00980767-0.00566203j -0.00702294+0.00368552j -0.00293651+0.00119529j -0.00765257-0.0035772j -0.0138426+0.00569999j 0.00482325+0.00533696j 0.00930363+0.00607342j -0.000122032-0.0117048j 0.00382643+0.0219629j 0.0238744-0.0114108j -1.26579e-05+0.000862904j 0.0084745+0.00729427j 0.0173721-0.00198416j 0.00983437+0.0304014j -0.0317092-0.031056j 0.0031434-0.029132j 0.0110246+0.0205673j 0.00870351-0.0207897j -0.013135+0.0153307j -0.0560278+0.00491785j -0.0017784-0.000932363j -0.00906622-0.00395303j -5.98232e-05+0.00114103j 0.00234729+0.00566632j -0.00339571+0.00386846j -0.00653738-0.00282502j 0.00856417+0.00879358j -0.0130021-0.0292248j 0.00463593-0.00667957j 0.0081881-0.00445044j -0.00279451-0.00864821j -0.0048167+0.00360818j -0.00286897+0.00325856j 0.00385786+0.00113979j -0.00305848-0.000264438j -0.00455477-0.00231743j 0.00803566-0.000363043j 
