0.000908696+0.00201361j -0.00201346+0.000815352j 0.000773985+0.000209353j -0.000998917+0.00064636j -0.000823704-0.00142284j 0.000680519+0.000698924j 0.000236375+0.000766961j -0.000782349+0.000511818j 0.000735553+0.000111099j -2.80235e-06-0.00104806j -0.000125897+0.000567812j -0.000556746-0.0015187j 0.000300697-0.000861823j 0.00108538-0.000426415j -0.000503354+0.000490392j 0.000255725-0.000846659j -0.000356913+7.00804e-05j 3.13283e-05-0.000552635j 0.000550079+0.000297337j -0.000326955+0.000408756j -5.20571e-05-0.000764099j 0.000528366+0.000631306j -0.0010433+0.000161932j -0.000447483+0.000595601j 0.000451435+0.000397084j -0.00118716+0.00137779j 0.000140456+0.000609533j 4.59384e-05-0.000624784j 0.00176823-0.000680035j -0.000109053+0.000737296j 0.00148083-0.000310514j -0.00112115-0.000642504j -0.00111239+0.000527114j 0.00069987+0.000176241j -0.00109475-0.000933748j 0.000655068-0.00130228j -0.00122408+0.000291647j -0.00140572-0.00052493j 0.000131438+0.000325623j -0.00147957-0.000857475j -2.44137e-05+3.61411e-05j 6.66736e-05+0.000616749j -7.54843e-05-0.000876219j 0.000632688+0.000263512j -0.00098806-0.000478293j -0.000991871+0.000474959j 7.63748e-05-0.000746376j 0.000553988+0.00123917j -0.000407194+0.000908969j 0.000654734-0.000247811j 0.00149544+0.0017727j 0.000100077+0.00200529j -0.00121253+0.0014905j 0.000659559+0.00102987j -0.00301338-0.00440464j -0.00442836+0.00311023j 
-0.0117782-0.00412709j 0.00401847-0.0118766j -0.000836267-0.000644421j -0.00119196+0.00172204j -0.00481533-0.00458621j -0.00230603-2.54984e-05j 0.00244145-0.00167838j -0.00198402+0.0030674j 0.00361427-0.000538312j 0.000708809-0.00392271j 0.00139373+0.00146321j 0.00127261+0.00127587j 0.00259203+0.000789501j 0.00823861-0.004309j 0.00141407+0.00131553j 0.000546479+0.00104495j -0.000694191+0.00207054j 9.59102e-05-0.0017008j 0.00541508+0.000409631j 0.00137915-0.00293539j -0.00263241+0.00436102j 0.00510781+0.00993194j 0.00412113-0.00170431j 0.000175538-0.000342586j 0.00190381-0.0039092j 0.00447275+0.0121196j -0.00278316+0.000519465j -0.00781882-0.00323934j -7.8674e-05-0.00168211j -0.00119187-0.000879743j 0.00804934-0.00444556j -0.00106887-0.00207681j -0.000494931+0.000311988j 0.00597788-0.00566607j -0.0126322+0.0069091j -0.000915899-0.00216155j -0.00239932+0.00689901j -0.00812804-0.00309773j -0.00188814+0.00180848j -0.000897358-0.000395822j 0.00508714+0.00368606j -0.00162832+0.00285864j -0.00828609-0.0102716j 0.00205825-0.000254665j -0.00356906+0.00212165j 0.00243432-0.00184134j 0.00286402-0.00593323j 0.00286701+0.00429487j -0.000507859+0.00480692j -0.000153676+0.00180456j 0.00191416+0.00202371j -0.00192634+0.00202844j -0.00302566-0.00385303j -0.0038466+0.00446216j 0.00443272+0.0177494j 0.0180012-0.00420477j 
0.00223773+0.00656995j -0.00649754+0.00241348j 0.00381577+0.00205305j -0.00210333+0.0035232j -0.00329337-0.00118499j -0.000306668+0.00868998j -0.00747848+0.000935692j 0.000667926-0.00203572j 0.000164363-0.00310705j -0.00195568+0.000143943j -0.00240054-0.00365496j 0.00470306-0.000336495j 0.00280586+0.00184725j -0.00332075-0.00510766j 0.00262752-0.00178395j -0.000594671-0.00399056j -0.00209541+0.00458013j 6.69144e-05-0.00222113j 0.0046312-0.00200536j 0.00152088+0.000115866j -0.00112138+0.00308574j 0.00409736-0.00273325j -0.00195568-0.00322142j -0.000801369-0.000320954j -0.000287481+0.00126709j 0.00260458+0.00365141j -0.00155936+0.000300517j -0.00619883-0.000332712j 0.00348134+0.00199086j -0.00265869-0.00179049j 0.000710867-0.002908j -0.00533273-0.00433173j -0.0051944-0.000456882j 0.00224038+1.85215e-05j 0.0034344-0.000904322j 0.00128204-0.0047748j -0.00112453+0.003507j -0.00291592-0.00217945j -0.00142082+0.00119337j -0.00256477-0.00745305j -0.00464932-0.00106443j -0.0012498+0.00359197j -0.00500748+0.00367597j 0.00626107-0.00321952j -0.000974947-0.00227737j -0.00222652-0.00364339j 0.00172586-0.00198474j -0.00764455+0.00349533j -0.00168797-0.00278818j -0.00136294+0.001194j 0.000978633-0.00344656j 0.00163761+0.00272308j -0.00922749-0.00777867j -0.00891798+0.00899059j -0.00907934-0.00213683j -0.00183691+0.00897866j 
4.60481e-05+0.0146941j -0.014759+0.00012284j 0.00532644-0.00235408j 0.00482645+0.00543055j -0.00502661+0.0109006j 0.00664918+0.00679591j -0.00669494-0.000146218j 0.00968466-0.00292752j -0.00573033-0.00588613j -0.00374374-0.00443749j 0.00205865+0.000971284j 0.00351701-0.000681435j 0.00256447+0.00194812j -0.00179942-0.00648433j 0.00498803-0.000878607j 0.000943391-0.00522753j 0.00267265+0.00799979j -0.00137879-0.0063085j 0.000878973-0.00696869j -0.00498526-0.00376483j -8.03529e-05+0.00203686j 0.00560384-0.00599705j -0.00204465-0.00210751j -0.00236476-0.00157224j 0.000927801-0.0044489j 0.0103581-0.0030907j -0.00665094+0.0015027j -0.00917775+0.00576008j 0.0054038-0.00207396j -0.00656326-0.00593776j -0.000583317-0.00582685j -0.00613596-0.00490975j 0.00399266-0.00144641j -0.00194152+0.00248316j 0.00609691+0.00873029j -0.003075-0.00262499j 0.00420093+0.00463258j -0.00538569+8.5934e-05j 0.00553458+0.00550605j 0.00490385-0.0103855j -0.00537767+0.00133742j 0.0017749-0.0036675j -0.0101131+0.00554839j 0.00572508-0.00425478j -0.000400385+0.00812853j 0.000625667-0.00412415j 0.000359841-0.00752406j 0.00155624+0.00190757j -0.0054197-0.00530993j 0.00431513+0.00623299j -0.00595943+0.000712161j 0.00568317+0.00130222j -0.00725216-0.00098775j -0.00233477+0.00544952j 0.00163194-0.00895122j -0.00878204-0.00149169j 
0.0024466-0.000586141j 0.000375531+0.00227535j -0.00192382+0.00125415j -0.00168177-0.00212236j -0.00120972-0.000880893j -0.00127289-0.00013119j 0.00110479-0.00173361j -9.48404e-05+0.00303829j 0.000462832+0.00181781j -0.00119536-0.00236594j 0.00339641-0.00058253j -0.000621725-0.00311613j 0.00200266-0.00157053j 0.00488848-0.00313446j -0.00276107+0.00173726j -0.000278492-0.00513459j 0.00149881+0.000998001j -0.00392375-0.00156645j 6.59498e-05-0.00254191j 0.000170686-0.00214136j -0.000336191+0.00319073j 0.00665956+0.00404286j 0.0030462+0.00149897j -0.0008695+0.000838366j 0.000949365-0.00216186j -0.00246288+0.000482208j -0.00263364-0.000666421j -0.000263713-0.00327457j 5.02152e-05-0.00176188j -0.00131617+0.00296538j -2.07262e-05+0.0021341j 0.000644297-0.00159558j 0.00158595-0.00339438j 0.000172272+0.00291297j 0.00235284+2.24944e-05j 0.00260187+0.00035968j -0.00240618-0.00276486j 0.00400463-0.00161714j -0.00051939-0.00199816j 0.000477526+0.000449955j -0.000974442-0.00222114j 0.000512702+0.00134117j 0.000151058-0.000450407j -0.000142798-0.000494599j 0.000621649+0.00227946j 0.00379478+0.000310503j -0.00133299-5.01717e-06j 0.00269741-0.00465055j 0.00179617+0.00163491j -0.0021009+0.00428623j -0.00369576+0.000106719j -0.0025059+0.00105725j 0.000435246+0.000923691j 0.00217629-0.00139024j -0.000618458+0.00047181j 0.000276837+0.000788619j 
0.0100618-0.0262622j 0.0264903+0.0101013j 0.00449412-0.0215015j 0.023986+0.00653485j 0.00202228+0.0202652j 0.0120626-0.0191924j 0.0211814-0.00406693j 0.0229676+0.00523783j -0.0154634-0.00881052j 0.00325255+0.00802391j 0.0143763+0.0112919j 0.00588133+0.0263287j -0.00414601+0.015691j -0.00650788+0.00313739j 0.000416961-0.00724285j -0.0045053-0.000906761j 0.00222783+0.0130227j 0.0037362-0.00462377j -0.00166373-0.0217226j 0.01661-0.0246937j -0.0164234+0.00088813j -0.0151554+3.55641e-05j 0.0107456+0.0104434j -0.000276474-0.00461315j 0.00723845+0.000662873j 0.0149537-0.0126971j -0.0193082-0.00156216j -0.038152-0.0113768j -0.011901+0.00177229j -0.0065141-0.00413753j 0.0110048+0.0195498j -0.00255517-0.00338237j 0.00172628-0.00418953j -0.0109911+0.00596472j 0.00960398-0.00871657j -0.0108236-0.00500278j 0.00286481+0.0255716j 0.00934057-0.0229322j 0.00439933+0.00397488j 0.00365717-0.0138385j -0.00596201+0.0027092j -0.00594835-0.00935084j 0.0128865-0.00202222j -0.00590713-0.0149279j -0.0038087+0.026566j 0.0179557-0.00620743j 0.00390701+0.00649936j -0.017144+0.0111654j -0.0293644+0.00786172j -0.0156865-0.0043907j -0.0142936-0.0121015j -0.00320635-0.0291742j 0.0288153-0.0123331j -0.0109978-0.0239205j 0.0158929-0.00122237j -0.000975251-0.0158197j 
0.000976096-0.00257716j 0.00255684+0.000768456j -0.00703754-0.000319909j -0.000538372-0.00652638j 0.000601199+0.000464661j 0.00632561+0.00565847j -0.00852085+0.00628419j -0.00450682-0.00607081j 0.00512913+0.000404952j -0.000541144-0.00625361j -0.00343272-0.00281575j 0.00444127-0.00323076j 4.9123e-05+0.00213041j 0.00249817+0.000356301j 0.00544885-0.00658303j 0.000695096-0.00549672j 0.0029285-0.00337168j -9.73961e-05+0.000519914j 0.00390857+0.00647533j -0.0036093+0.00219931j -0.0035278-0.00210967j -0.00181939+0.00430025j -0.000918162-0.00232631j -0.00685521-0.00290293j -0.00107922-0.00162162j -0.00602549+0.00601906j -0.000925065+0.00123768j 0.0069788-0.0031201j -0.000563692-0.00038046j -0.0053471-0.00725734j 0.00107473-0.00183519j -5.68902e-05-0.00587512j 0.00296821-0.00464131j 0.0049905+0.00340324j -0.00256065-0.00401647j 0.000388133-0.000479547j -0.00931077-0.00204814j -0.00363677+0.0029244j 0.00244955-0.00457359j 0.00662691+0.00106089j -0.00762328+0.00687227j -0.00836344-0.00444394j -0.00525793+0.00187697j 0.00463472+0.00207391j -0.00136658-0.00168691j -0.00114003+0.00122521j 0.00296113-0.0152011j 0.00503221+0.00434127j -0.00623573-0.0090099j 0.00864863+0.00397103j -0.00862029+0.00293564j 0.00310126-0.00603669j 0.00245882+0.00377864j 0.00357617-0.00193723j -0.00907211+0.00328429j 0.00310515+0.0090923j 
-0.00336217+0.00468713j -0.00465674-0.00348936j 0.000589027-0.00705749j 0.00676797-0.000671834j -0.00158504+0.00250714j 0.00264043+0.00507002j -0.00362521+0.00226678j -0.00102276+0.000877844j 0.000216643-0.000652095j -0.00145148+0.00285381j -0.00286768-0.00497394j 0.00165613-0.00382372j -0.0024727+0.00168156j -0.00904674+0.000901233j -0.000959845-0.00309941j -0.00320329-0.00311178j -0.0026765+0.00104793j -0.000582248-0.00260975j -0.00108081-0.00230197j 0.00178898+0.00418446j -0.00104373+0.00172648j 0.000471195-0.00504463j 0.00124117+0.000385647j 0.000717367+0.00118756j -0.00035437+0.00132428j -0.00452732+0.000535316j 0.00236847-0.00214306j 0.00139302-0.00135468j 0.0054587-0.00123984j -0.00520825+0.00188174j 0.000528107+0.00354113j -0.00435784+0.00367329j -0.00114344+0.00181182j 0.00533462+0.00420865j 0.000887557-0.00416656j 0.00159331-0.000255546j -0.00128082+0.00336142j 0.001807-0.00208544j -0.00275676-0.00363029j -0.00236352-7.907e-05j 0.000334915+0.00139542j 0.00297671+0.0076755j -0.00167442+0.0041237j 0.00299965+0.00192391j 0.00340891-0.00387814j 0.000875066-0.00835364j -0.00454715-0.00366777j -0.00251363+0.00136867j -0.00330378+0.00101786j -0.00493694+0.00139618j -0.00485362-0.00348969j -0.000171972-0.00172159j -0.0012523-0.000113118j -0.000562246+0.00161371j -0.0020307+0.00655943j 0.0062409+0.00215023j 
-0.0062889-0.0238006j 0.0238894-0.00639296j -0.00728104-0.0169751j 0.0181042-0.00691216j 0.00537645+0.0100707j 0.00460248-0.0103844j 0.00899883-0.00101457j 0.00378975+0.000600176j -0.000613187+0.00398901j 0.00129599+0.00596502j 0.00825078-0.00175232j -0.0024818+0.0114871j -0.0085287-0.000442641j -0.00492719-0.00168425j 0.00454404-0.0013747j -0.00316904+0.00111806j 0.00155499-0.00758439j 0.00111877+0.00426671j -0.0058576-4.04334e-05j 0.00304137-0.0012371j -0.00513569-0.00577063j -0.00407043-0.00348973j 0.00590115+0.00675537j -0.00416502-0.00409318j -0.00516431+0.00302439j -0.00154536-0.00649451j 0.00568019-0.000341733j 0.000953494-0.00200031j -0.00894342+0.000561982j 0.005354-0.000925849j -0.00200761+0.00488528j 0.000971272-0.00294709j -0.00123059-0.00525023j -0.0079444+0.00908469j 0.00668074-0.00296368j -0.00219672+0.0025504j 0.000571632+0.00570495j 0.00527577+0.000799028j 0.000980793-0.00064001j 0.00147811+0.0044273j -0.00673333-0.00326061j -0.00436205+4.30107e-05j -0.000565774+0.00276449j -0.00644522-0.000714737j 0.00267532+0.00923893j 0.00996764-0.000951628j -0.00135503+0.00308862j -0.00780166-0.00481872j -0.00552973+0.00011783j -0.0117829-0.00137761j -0.00396856-0.0175328j 0.0097467-0.0127654j 0.0130492+0.00218688j 0.000725982-0.0102827j 0.0199135+0.00717736j 0.00736236-0.0200728j 
-0.00292311+0.00713539j -0.00715581-0.0029309j -0.00376343+0.00582822j -0.00695648-0.00544601j 0.0022539-0.00434285j 0.000324717+0.00633709j -0.00783411+0.00394234j -0.00613634-0.00294362j 0.0055464+0.00190815j 0.000163305-0.00475588j -0.00629331-0.00341774j -0.00182695-0.00802861j 1.63693e-05-0.00476172j 0.00354457-0.000859396j 0.00219741+0.00180843j 0.000576549+0.00143672j -0.00189362-0.00582718j -0.000830479+0.0020202j 0.00107707+0.00979208j -0.00685895+0.00664113j 0.00648968-0.00187491j 0.00350303-0.00317163j -0.00440932-0.00393659j -0.000676715+0.000822701j -0.0020828+0.000767068j -0.00455183+0.0055586j 0.00856712+0.00257773j 0.0155988+0.0041596j 0.000915259-0.000177608j 0.00251751+0.00218616j -0.00185628-0.00646402j 0.00206722-9.82402e-05j 0.000439829+0.000402365j 0.00592423-0.000972956j -0.0012239-0.000276844j 0.00171488+0.00177987j -0.00384814-0.0100201j -0.00505754+0.00867903j -0.0012021-0.00331432j -0.00283689+0.00767139j -0.000938522+0.00248256j -0.00081036-0.00197192j -0.00186318-0.00275902j -0.000605857+0.00422149j 0.000720017-0.00832277j -0.00416349+0.0050164j 0.00254348-0.00528333j 0.00645579-0.00372481j 0.00754962-0.00564689j 0.0148552+0.00251621j 0.00105692+0.0109143j -9.79331e-06+0.00179345j -0.00515897+0.00600223j 0.00526897+0.00573856j -0.00327029+0.00317462j 0.00326309+0.00310705j 
0.00539185+0.0240618j -0.0243019+0.0054083j 0.00895904+0.0272762j -0.0311156+0.0101574j -0.0116522-0.027701j -0.0187314+0.0103045j -0.00210699-0.00166236j -0.0219083+0.0127579j 0.0175295+0.0052635j 0.00284882+0.00180346j -0.0154778-0.0124192j -0.00156088-0.0213681j 0.00330024-0.00875266j -0.00566213+0.00758417j -0.0142851+0.00435607j 0.00409802+0.0101017j -0.00351812-0.00334594j 0.00182198+0.00314008j -0.00246332+0.00628889j -0.00327438+0.0116201j 0.0131057+0.00122243j 0.00190172+0.00299548j -0.00359158-0.0150686j 0.0106438+0.014243j -0.00307168+0.00663592j -0.012164+0.00234786j 0.00588305+0.000643961j 0.00997299+0.00103788j 0.00954396-0.0017392j 0.00256486-0.0025374j -0.00303621+0.00193168j -0.00183739+0.0115706j -0.0157606+0.0128867j 0.00734521-0.00718199j -0.00542439-0.00278184j 0.0165095+1.87829e-05j -0.00396799-0.0132014j 0.0028177+0.00224022j 0.00368701-0.00582219j -0.00305954+0.00261983j 0.00573087-0.00904313j 0.0157108+0.0132283j 0.00456964+0.00812628j 0.00508375+0.0149288j 0.00234664-0.021484j -0.0123272+0.0121244j -0.00191017-0.00373705j 0.0183741-0.000602137j 0.0160679+0.00971262j -0.00052261-0.00603982j 0.0195673+0.00466681j -0.00913495+0.0262027j -0.0288068-0.0108803j -0.00959688+0.0257155j -0.0296779-0.00457463j -0.00468502+0.0294634j 
-0.00463957-0.00364748j 0.00351323-0.004625j 0.000108551+0.00567507j -0.00414965+0.000445365j -0.000300842+0.00192438j 0.000414039-0.00154291j 0.000826435-0.00112577j 0.000646436+0.00208012j 0.00314813-0.00257577j -0.000488043-0.00594687j -0.00272721+0.000443356j 0.00275708-0.00560242j 0.00338746+0.000641645j 0.00233276-0.00225237j -0.00222112-0.00167952j 0.0012929+0.00105791j -0.00366254+0.000129684j 5.46765e-05+0.0012953j -0.00059402-0.00185176j 0.000580941-0.00498252j -0.00298998+0.00368997j 0.00359979+0.00201699j 0.000175058-0.00288647j -0.00568872+0.00105469j 0.000803902+0.00225968j 0.00420734+0.00447425j -0.00456329-0.00134581j -0.000159229-0.00248658j 0.00343578+0.00534063j 0.00129636+0.00444692j 0.00470231+0.00125854j -0.000774835+0.00100765j -0.00017244+0.00078154j -0.00073868+0.00232478j 0.00103517-0.000510804j -0.00322428-0.00137919j -0.00173045-0.000313941j -0.00278611+0.000786226j -0.00505225+0.00400305j -0.0021631+0.000258781j 0.00366834-0.00239079j 0.00144812-0.00149723j -0.000451557-0.00134495j 0.000360146-0.00450084j 0.000508321+0.00250234j 0.00180071-0.0045811j 0.00184462-0.00454655j 0.00174799+0.00416799j -0.00114008-0.00117184j -0.00206705+0.000305242j 0.000141432-0.00256359j 0.000257204+0.00587315j -0.00385261+0.00149992j 0.00274803+0.00166104j 0.00273426+0.00607222j 0.00578578-0.00270083j 
-0.00355511-0.00213953j 0.00200114-0.00344704j -0.000838384-0.000945335j 0.00361188+0.00140505j -0.00514516+0.00392853j -0.000109118+0.000748715j 0.000861895-0.00162032j 0.000704559+0.00586242j 0.00162343-0.00259858j 0.00135387-0.000567425j -0.00183385+0.000222402j -0.000268942-0.0014992j 0.00347278-0.000776732j 0.00211204+0.00107146j 2.79442e-05+0.000804494j 0.00116679-0.00154811j -0.000402357+1.12071e-05j 0.00103726+0.00142457j -5.46171e-05+0.00607079j 0.00116962-0.00380376j 0.00193765+0.00189611j 0.00332202+0.000617635j -0.00158897-0.000408354j 0.00280232-0.00359145j 0.00305176-0.00174121j 0.00104175+0.00393581j 0.0004231+0.00118554j 0.00127118+0.00310523j -0.00272539+0.0063044j 7.4263e-05+0.00496692j 0.00138672-0.00171295j 0.00517871+0.00195929j 0.00277492-0.00161757j -0.00277005-0.00284136j 0.00354577+0.0018732j -0.00473629+0.000924724j -0.000481595-0.00361886j -0.00102129+0.00251647j -0.00798684-0.00177313j -0.000657339+0.000426087j -0.000113663-0.00302678j -0.00398004+0.00116553j -0.00173575+0.00319365j -1.37204e-05-0.00652191j 0.0050863+0.00232327j -0.0038634+0.000756774j -0.00408347-0.00329827j 0.00413992-0.00377094j -0.00571136-0.0024168j 0.00167949-0.00674107j 0.00692997-0.00141284j 0.00462071+0.00110632j 0.00416485-0.00554776j -0.00612222-0.00604993j -0.00503261-0.00292372j -0.00250116+0.00515765j 
-0.00257147-0.00398521j 0.00391892-0.00251138j -0.004352-0.00353312j 0.00378149-0.00376354j 0.00350755+8.97711e-05j -0.00568101-0.00396402j 0.000102439-0.00613115j -0.000129308-0.00681083j -0.00980809+0.00306357j -0.00134738+0.00911558j -0.00128075+0.00389263j -0.00120042-0.00413641j 0.00274871+0.00161923j -0.00352432-0.000390054j -0.00276234+0.00118091j 0.00404509+0.00425726j 0.00214007+0.00303728j -0.00154159-0.00217731j -0.00642654+0.000646991j 0.000500783+0.00203109j 0.00158009-0.00189069j 0.000427482-0.000549054j -0.00246164-0.00540468j -0.00131386+0.00219605j -0.00370432+0.00155892j 0.00100721+0.000314669j 0.00154675-0.00324876j -0.00451351+0.000989472j 0.00521003-0.00225938j 0.00569568+0.00380259j 0.00412198-0.00204479j -0.000881069+0.00227952j -5.30677e-05+0.000195706j 0.00273402+0.000672367j -0.00468567+0.00448435j 9.95846e-05+0.00122946j 0.00397339+0.00432454j 0.00583279-0.0030838j -0.00252404+0.00976425j 0.00574895-0.00914273j 0.00659825-0.00179416j 0.00752851+0.00134947j 0.000682521-0.00262942j 0.00340584-0.000339243j 0.00422564-0.00646025j -0.00385007-0.007193j 0.000576346+0.0128302j -0.013307-0.00480729j -0.00365186-0.00520228j -0.000901886-0.00676457j 0.00703386-0.00463933j 0.0110061+0.000382344j 0.00247459+0.00691554j 0.00393094-0.00308047j 0.00296655+0.0018845j 0.00212715-0.00276074j 
0.00466221+0.00241149j -0.00268001+0.00471227j -0.00539358+0.00247675j -0.00121356-0.00458624j 0.00205013+0.00169051j 0.000816222-0.0041791j 0.00182161+0.000661506j -0.00245651+0.000896874j -0.00063651-0.000205498j 0.000217739+0.00477437j -0.00206684-0.00162131j -0.00210337-2.49919e-05j 0.000604519+0.000226118j -0.00535929+0.00495835j -0.00363172-0.00233825j -0.0047538+0.00128807j -0.000325261-0.000441408j 0.000956099+0.00139885j -0.00350371+0.00313052j 0.00485925+0.00114094j 0.00048098+0.00208916j -0.00508935-0.00444441j 0.00266582+0.0012417j 0.0039064+0.00381789j 0.00312632+0.00142456j -0.00286577-0.00168953j -0.000903158+0.000332246j 0.00169673-0.000121778j -0.000361235+0.00108329j -0.000305664+0.00444035j 0.000991685+0.00930796j -0.000629111+0.00731528j 0.000259672+0.00239917j 0.00135426-0.00131783j 0.00581805-0.00686832j -0.00144246+0.00204166j -0.00124528-0.00375243j 0.0040945-0.00293239j -0.00149132+0.000759322j -0.00271012-0.000568028j 0.00256253+0.00123455j 0.000424268-0.00154553j 0.00862771-0.000436933j -0.00580165-0.00278543j 0.00221329+0.00032602j 0.000945811+0.00314466j 0.00564485+0.00102474j -0.00228239-0.000332132j -0.000958783-0.00557201j 0.00460382+0.00265006j -0.00359397-0.00209954j 0.00733541-0.00524875j 0.000325015+0.00335173j 0.00166292+0.00040487j -0.00647266-0.00161986j -0.00137177+0.0063615j 
-0.00103757-0.0121238j 0.0119338-0.00101514j -0.00886267-0.00387689j 0.00351786-0.00938121j 0.00517484+0.00216608j 0.00164929-0.000770981j -0.00335374+0.00213174j -0.00394836-0.00567096j -0.000844672+0.00434129j 0.00153341+0.00103068j 1.57801e-05+2.64919e-05j -0.00168613+0.00245349j 2.19982e-05-0.000326892j 0.00432434+0.00138081j 0.00297842-0.00140356j 0.00034706+0.00169999j 8.24022e-05-0.00234737j -0.00103531-0.000164004j 0.0017728+0.00673061j 0.00291708+0.00300217j -0.00383843+0.000294558j -0.00299085+0.00545476j 0.00657274-0.00156389j -0.00475195-0.00329207j -0.00221215+3.70325e-05j -0.00489451+0.00797418j 0.00219505-0.00543968j 0.00399775-0.00599294j -0.00168009-0.00405899j 0.00051642+0.00127875j 0.00457619+0.000603882j 0.00167613-0.00345802j -0.000510338-0.00599943j 0.0037073+0.00103454j -0.00607372+0.000805895j 0.00343754-0.00144518j -0.000887347+0.00392076j -0.00177321-0.00329827j -0.00389336+0.000497687j 0.000326452-0.00116804j 0.00196074+0.000485115j -0.00110037+0.00248087j -0.00578546-0.00381974j 0.00550358-0.000536397j -0.00846327+0.000532585j 0.00366596-0.00461846j -0.00176429-0.00315253j -0.0078939+0.00153804j -0.00695036-0.00624084j 8.29219e-05-0.00400657j -0.000395758-0.00133272j 0.00216589-0.00303532j 0.00272821+0.00627925j 0.00594914-0.00111188j -0.00428829+0.000448288j 0.000256454+0.00448565j 
-0.00535394+0.00362842j -0.00347815-0.00555021j -0.000914202+0.00507888j -0.00709327-0.00115239j 0.00132637-0.00948288j -0.00524587+0.00323708j -0.00536365-0.000700778j -0.00575036-0.00530771j 0.00347976+0.00599769j -4.47118e-05-0.00332015j -0.0019584-0.00134541j 0.00242686-0.00833416j 0.00516282-0.00173959j 0.00328165+0.00157395j -0.00585396+0.000481968j 0.00119054+0.000471415j 0.00307022+6.35577e-05j 0.00042289-0.000259214j -0.00269178+0.00344973j -0.00197699+0.00628272j 0.00537715-0.00110805j 0.00244086+0.00572999j -0.00503537-0.000514678j 0.000613619+0.0039698j -0.000930763+0.000798906j -0.008279+0.00301093j 0.00474101+0.00235913j 0.0102541+0.00180914j 0.00631995+0.00307563j 0.00199252+0.00178232j -0.00231519-0.000255108j -0.000982885+0.0041495j -0.000474299+0.00347443j 0.0040372-0.000481028j -0.00591672-0.00200994j 0.00349009+0.00353896j -0.00671541-0.00791493j 0.00584203+0.00420901j -0.000916379-0.000770286j 0.00445958+0.0024964j 0.00431314-2.33292e-05j 0.000760867+0.00532537j 0.00053624-0.00101784j 0.00102801+0.00937346j 0.00658337-0.01285j -0.00379016+0.00351609j 0.00306144-0.00154146j 0.00445084-0.00417163j 0.00570304-0.00260547j 0.000567228-0.00315629j 0.00561836-0.00196111j 0.00252483+0.00407934j -0.000103577+0.00190586j 0.00146372-0.00114217j -0.00479261+0.0112329j 0.0110383+0.00466514j 
-0.00250751-0.00241384j 0.00248297-0.00247883j 0.00130253+0.00293967j -0.00389603+0.000755533j 0.00253108-0.000323108j -0.000149271-0.000287838j -0.00163683-0.00304581j 0.00690128-0.00212058j -0.000634123-0.00417492j -0.00123506-0.00339162j -0.000862864+0.00391051j -0.00141899+0.000968763j -0.00514199+0.00174364j 0.00208077+0.00111922j -0.00336273-0.00100187j 0.00330973-0.00146784j -0.0022651-0.00229743j -0.00188445-0.00145839j 0.000680391-0.00114249j -0.00315305+0.00354318j 0.00112243+0.0028852j 0.00452823+0.000522515j -0.00409498+0.00163952j -0.00405392-0.00113137j 0.00390434+0.00326112j -0.00236425-0.000901631j -0.00271674-0.00582059j -0.00302027+0.00431021j -0.0059908+0.000527247j -0.00533412+0.00174121j -0.00462547-0.00610973j 0.00148742-0.00237581j 0.00196729+0.00272844j 0.00222558+0.00106092j -0.0048866+0.00559406j 0.000448239-0.00827211j 0.00346781-0.00310421j 0.0037864-0.00501941j -0.00443962-0.00469165j -0.00397699+0.00363534j -0.00675362+0.000658641j 0.0064064-0.000902704j -0.00149362+0.00519722j -0.000749999-0.00262828j 0.00343137-0.00565948j -0.00905068+0.000654647j -0.00200304+0.00237696j 0.00135158+0.00138763j -0.00361888+0.00695349j 0.000356532-0.00172028j 0.000132128+0.00192349j 0.00162759-0.00674574j 0.00335068+0.00170959j -6.08726e-05-0.00125724j -0.00180516+0.00177744j 0.00212691+0.00178696j 
-0.0001232-0.00765691j 0.00761002-6.43556e-06j -0.00341096+0.00080539j 0.000659431-0.00393437j 0.00176232+0.00293326j 0.00129778-0.00350023j 0.00417005+0.00207975j -0.000903726+0.005459j 0.005984+0.000999033j 0.00243745-0.000718252j 0.000194626-0.0037019j -0.000881501+0.00226146j -0.00477052-0.00255623j -0.000724306+0.00299554j -0.00132566-0.00133973j -0.00146584+0.0031385j 0.00352664-0.00760929j 0.00115062+0.00369805j 0.00271498+0.000154346j -0.0058632-0.00448028j -0.00157794-0.00436325j -0.00400195+0.00204221j 0.00465834-0.00305756j -0.000474912+0.0012079j -0.00498957-0.00235043j 0.00210265+0.00225793j -0.00057136+0.000454555j 0.000812231-0.0020007j -0.00337994-0.00353984j 0.00120944-0.00896488j 0.000923026+0.000418561j 0.00210071-0.00214237j -0.000592976-0.00483167j -0.001442+0.0029172j -0.00581047-0.00287967j -0.000718344+0.00535895j -0.00582769+0.00456637j -0.0022079-0.00237166j 0.00584626+0.000254225j 0.0103886+0.000768953j -0.00748066+0.00406297j 0.00251813-0.00330216j 0.00632391+0.00490474j -0.00293432+0.00323643j 0.000475093+0.0033426j -0.00017435+0.00702337j -0.00528852-0.00178793j 0.00903531-0.00052488j -0.00818002+0.00483584j -0.0075281-0.000564866j -0.00207923-0.00661951j 0.00625619+0.00151503j -0.00234402-0.000733503j -0.00261067-0.000210621j 0.00208475+0.00199051j 0.00196093-0.00185587j 
