0.000388128+0.00147646j 0.00135019-0.000200618j 8.10766e-05-0.00122787j -0.00145857-9.66521e-05j 0.000160999-0.0008601j 0.000193244-0.000678945j 0.00198864+0.00167538j -0.000470906+0.00207215j 0.000896321+0.000596052j -0.00026326-0.00051289j 0.00101946-0.000354069j 0.000507452-0.000612541j -0.000136778-2.2818e-05j 0.000761106-0.000668278j -0.00129389+0.00095175j -0.0010998+0.00110399j 0.000895896-0.000606055j 0.000944493-0.000421348j 5.84636e-05-0.000161098j 0.00089013-2.73006e-05j 0.000406109+0.000188909j 0.000752383+0.000742685j 0.00170691+0.000924502j -0.00160557+0.00109947j 0.000424465-0.00130802j -0.00105704-0.000371105j -0.00111028-0.0012579j 0.00024791-0.000380675j 0.000171209-0.000602045j 5.44121e-05-0.000575758j -0.000604262+0.000709707j -1.97533e-05-0.00011154j -0.000604-0.000768998j 0.000678567-0.00136661j 0.000176045+0.0008643j -0.000762812+0.000554278j 0.00154341+8.73389e-05j -0.000318909+0.000793707j -0.00126749+0.00159051j -0.000943567-0.000263476j 0.000264836-0.000158636j -0.00110615+0.00242777j -0.00136584+0.000284646j -0.00175539+3.90715e-06j 0.000343657-1.88062e-05j -0.000664966-0.000113443j -0.000786583+0.00135495j 0.000929373-0.000491194j -0.00248012-0.000660142j -0.00041123-0.00147218j 0.0021762-0.000844753j -0.00136715+0.000289447j -0.00155822-0.000620594j 0.000867503+0.00101243j 0.00160229+0.00126726j -0.000646734-0.000283508j 0.000218737+0.000125277j 0.000893386+0.00107289j -0.000285077-3.65511e-05j -0.00132842-0.00103574j 0.000851164-0.00116163j 0.00192318-0.00199354j 7.30127e-05+0.000696343j 0.00207483+0.00167899j -5.00306e-05+0.00250794j -0.000349731-0.00034468j 0.00295567+0.00030585j 0.00199775+0.00257198j 0.000755103+0.00286865j 0.00193607-0.000248051j -0.00394008-0.00720893j -0.00735036+0.00408814j 
-0.00290493-0.00103265j -0.000505611+0.00299734j 0.00107558+0.0057113j 0.00469659-0.00180436j -0.00746975-0.00131633j 0.00103615+0.00333458j -0.00312783+0.000585141j -0.00400091+0.00975238j 0.00605006+0.00367513j -0.00430215+0.00235895j 0.000221779+0.00303697j 0.000440435-0.00613979j 0.000951099-0.00117458j 0.00711035+0.00547709j 0.00183135+0.00109671j -0.00217111-0.000477647j -0.000721835+0.00413116j 0.00208959+0.00484314j 0.00245297+0.00153719j -0.000696045-0.00135854j 0.00237024+0.00108955j 0.000791341-0.00208649j 0.00222807+0.00324876j -6.11072e-05-0.000134192j 6.78192e-05-0.000289215j -0.00209295+0.0020538j 0.00130434+0.00172819j -0.00114327+0.00604469j 0.000997398-0.00489193j 0.00103326+0.00232544j -0.00145098+0.00326846j -0.00463186+0.00054891j -0.000976398+0.00161506j -0.00041688-0.00259488j 0.00331602+0.00309265j 0.00114884-0.000336677j 0.00288438-0.00037625j -0.00494334+0.000638773j -0.00152162+0.00442161j 0.00418572+0.00125561j 0.00218334-0.0033992j 0.00266098-0.00115166j -0.00238182+0.00207098j 0.00607734-0.00180268j -0.00161554-0.00605141j 0.00146703-0.00116225j -0.000980009+0.00295471j -0.00176985+0.00173399j -0.000545622+0.0026754j -0.00163549+0.00296345j 0.000503824+0.00246416j 0.000242133+0.0036671j -0.000410684-0.000825184j 0.00274972-0.000435958j -0.00274923+0.00252162j -0.00237856-0.00429462j 0.000546351-0.000892241j 0.00315688-0.00375746j 0.00192338+3.45143e-05j -0.000369615+0.000784932j -0.00137291-0.00290348j 0.00348057+0.00038596j 0.00390431-0.000481098j 0.000446644+0.000442794j -0.00270954+0.000174772j -0.0019046-0.00121495j -0.000819717-0.00281829j 0.00263151-0.00241469j 0.00276+0.00365762j 0.00382463-0.00165797j -0.00295753-0.00157584j -0.00165584+0.00309288j 
-0.00338595-0.00170905j -0.00172091+0.00347704j -0.00174135-0.00356852j -0.00418023+0.00177809j -0.00221302+0.00374904j -0.001495+0.00412264j -0.00392206-0.00556314j 0.00366311+0.00174844j 0.00106663+0.00531864j -0.00783288+0.00247802j -0.001441+0.00403424j 0.000516969-0.00223242j -0.00624576-0.000521264j 0.00272756-0.00415234j -0.00119021+0.000891541j 0.00118405-0.000106594j -0.00464472-0.00261306j -0.00154222+0.00111233j -0.00380873-0.000644348j 0.00202993-0.00697442j -0.00298347+0.00181313j -0.000143299-0.00146128j -0.000117212+0.000161295j 0.00101224-0.00337008j -5.62366e-05-0.003543j 0.00517904+0.00130843j -0.000776683+0.00294206j 0.00226156+0.00199734j 0.00483172+0.000737133j 0.00217055+0.00390469j -2.44294e-05-0.00126142j 0.00095028+0.000232943j 0.00130687+0.000965282j 0.000292299+5.30616e-05j -4.34008e-05-0.00025494j -0.00240662+0.00113927j -0.000897736-0.000564798j 0.000549752-0.000605152j 0.0027179+0.000486833j 0.00181268+2.52216e-05j 0.00167495-0.00108012j -0.00238469-0.00118917j -0.00265028+0.000653099j 0.00478748+0.00128868j 0.00306179+0.00163873j -0.00205294-0.00354658j 0.00102624+0.000827762j -0.00280298+0.00168606j 0.00408958-0.00135858j -0.000345019+0.00232586j 0.000982853+0.000229569j -0.000443303+0.00257003j -0.00187692+0.000378978j 0.00186101+0.00485098j -0.0015626+0.00195253j -0.00123627-0.00335503j 6.86771e-05+0.00121557j 0.00283568-0.00218281j -0.00102655-0.00248405j -0.000260553+0.000635949j -0.00306295-0.00258917j -0.00203775+0.00261052j 0.00277886-0.00177498j -0.00106864-0.00315212j 0.000460783+0.00174516j 0.00176668-0.003148j 0.00250816+0.00330843j -0.00243112+0.000112614j 0.00195619+0.00184474j 0.00277739-0.00194269j 0.00100427+0.000539867j 0.000444449-0.000909037j 
-0.000338339-0.00101315j -0.000792477+0.000337599j -0.00273478+0.000115322j -0.00135856+0.0031487j -0.000413487+0.00116683j 0.000479816+0.00299916j -0.00412079-0.00126468j 0.000940737-0.00148361j 0.000340543-0.00197084j 3.93313e-05-0.000301388j -0.00455994-0.000716524j 0.00255768-0.00126105j 0.00133444-0.00350394j 0.000682861+0.001712j -0.00103954-0.00389955j 0.000470996+0.000854365j -0.000911727-0.000877498j -0.000659356-0.000193114j 0.00483546-0.00212379j 0.00261013-0.00412638j 0.00073291-0.000412063j -0.00294795+0.00153763j -0.00495623-0.00102912j -0.00112267-0.00240247j 0.000230447+0.000472242j -9.74351e-05-0.00129361j 0.0034034-0.000262276j 0.00170696+0.00143156j 0.00401577+0.00505429j 0.00349035-0.00197917j 0.00277984-0.00635199j 0.00259978+0.00370418j -0.00116141-0.00288262j 0.00364306+0.0038376j -0.000833609+0.00303253j -0.00223289+0.000401385j 0.00088872-0.00405448j 0.00289324+0.0030387j -0.00161383+0.00355749j -0.00121627-0.000139506j -0.000264304-0.00247455j 0.00236515+0.00106375j -0.00559021+0.0027493j -0.00120499-0.00233789j 4.46709e-05+0.000751657j -0.00120238-0.00245111j -0.00254018+0.00121133j 0.000318785+0.00144452j 0.00128252-0.00351839j -0.00272648-0.00128802j -0.000881572+0.000235858j 0.000351749+0.00172332j 0.000377434+0.00354477j 0.00197671+0.000606647j -0.0020513-0.000234645j -0.0023472-0.00248839j -0.00166886-0.000875668j -0.00265534-0.0011056j 0.000674154-0.00445328j 0.0054082+0.000122829j -0.000340701+0.00128942j 0.000825125+0.00327773j 0.000836776-0.00177854j -0.00347735+0.00118535j -0.00158896-0.000899133j -0.00158342-0.00293457j -0.000472025-0.00127126j -0.00397946-0.00166432j -0.00104477-0.000890553j 0.00252012+0.00193923j 0.000235354+0.00151614j 0.00119851-0.000474221j 
0.00312391-0.00516671j -0.00511757-0.00334343j -0.000164244-0.0052286j -0.00608685+0.00030546j 0.00151257-0.000822019j -0.00430837+0.000187652j -0.00299577-0.00229456j -0.00461275-0.00547257j 0.00032706+0.00160302j 0.00382071+0.00266666j 0.0037238+0.00163771j -0.00455382+0.000760816j 0.00144604-0.00173833j 0.000137274+0.00218082j -0.00298476+0.000155885j -0.00366814+0.00562791j 0.000497637+0.00262467j 0.00345204-0.00385141j -0.00108156+0.00379218j -0.000909511-0.00352742j -0.000593027+0.00408581j -0.00186812-0.00168735j -0.00164714+0.00340139j 0.000585687+0.00420594j -0.0024924+0.00562475j 0.00289407+0.00674509j 0.00488809-0.000608775j -0.000575863+0.000938121j -0.0038898-0.00179285j -0.000396957-0.00398802j -0.00409182-0.000778334j -0.00171198+0.00230632j -0.00418012-0.00154332j 0.00187998+0.00548552j -0.00189112+0.00156406j -0.00594356+0.00155851j -0.00146869+0.00292167j -0.000679858-0.000143062j -0.000593737-0.00075632j 0.00188089-0.00536251j -0.000656968-0.000155799j 0.00404435+0.000147193j 0.00222221+0.00292525j 0.00161277+0.00286356j -0.00308383-0.0026724j -0.00346669+0.000452448j 0.00188947-0.00317421j 0.00203818+0.00123774j -0.000672434+0.000649879j 0.000523993-0.0014581j -0.000409248+0.000374643j 0.000465983-0.00169547j -0.00018525+0.00150978j -0.000798511-0.00177504j 0.00386626-0.000240147j 0.000934849+0.00140136j 0.000206316-0.000738327j -0.00188902+0.000600302j -0.00359834+0.000520243j 0.000574733-0.000574774j -0.000412878+8.49777e-05j -0.000669193-0.0018258j 0.00310189+0.00105457j 0.00278691-0.00249544j 0.00158657+0.00146386j 0.00158948+0.000271576j -0.000457301+0.00180528j -6.77009e-05+0.00129313j -0.00170551-0.000471302j -0.00113069+0.00025203j -0.00122093-0.000153306j -7.64558e-05+0.00131206j 
-0.00238597-0.0030388j -0.00284855+0.0022463j 0.00395589+0.00142896j 0.00117506-0.00316575j 0.00201249+0.00122837j 0.00217658-0.00446738j 0.0010067+0.00231977j -0.00127875-0.00143978j -0.000250651+0.00292852j -0.00211667+0.00235848j 0.00110076+0.00374193j -0.00400949+0.00270763j -0.00609045-0.000746577j 0.00156352-0.000292928j 0.00271365+0.00462743j -4.35e-05+0.00088543j -0.00196723-0.00156837j -0.000899682+8.38308e-05j -0.00388581+0.000792548j -0.00204072+0.0036552j 0.00534555-0.00100811j -0.000773189-0.00384982j 0.00495952+0.00205489j -0.00161469+0.000981525j 0.00203352-0.00423028j 0.000976048-0.000445089j 0.000795957+0.00473241j -0.00640748+0.000401599j -0.00319182-0.000395959j -0.00295291-3.99871e-06j -0.00289385+0.000486498j 0.000367237+0.000439549j 0.000568136+0.00304178j -0.000466115-0.000881462j -0.000119066+0.00265831j -0.000606146+0.00154446j 0.00219125-0.000169393j 0.00148365-0.00202283j -0.000547339-0.00132416j -0.000396695-0.00151351j -0.000469742+0.00265588j -0.000322166+0.000399598j 0.000568927-0.00220908j -0.00194949-0.0025797j 0.00019448-0.0023885j 0.0019512-0.000618984j -5.55984e-05+0.00141966j -0.000374894-0.00396591j 0.00160251+0.00188585j 0.000234246-0.00156684j -0.00176184+0.0006197j 0.0018657-0.00182939j -0.00262708-0.000304993j 0.00067744-0.000270892j -0.0010539-0.00453479j 0.00149939-0.0021283j 1.09923e-05+0.00152489j 0.00127582-0.000723238j 0.00125797+0.0022428j -0.0026424+0.00173853j -0.00176581+0.000211227j 0.000487895+0.00198813j -0.00521401-0.00184487j -0.00118337+0.00319767j 0.00145349-0.00156912j -0.00101519+0.00298698j -0.00287624-0.00118111j -0.000320016-0.00152736j 0.00172308+0.000681139j 0.0020435-0.00126973j -0.000519697+0.000487099j 0.000378743+0.000547829j 
0.000272265+0.000232472j -0.000160811-0.000268511j -0.000411694+8.86098e-05j 0.0033889+0.001514j 0.00130963-0.0045591j -0.000593478-0.000807311j 0.00208107+0.00196151j -0.00202057+0.0022117j 0.00435737+0.00222916j -0.00195527+0.00406609j -0.0011175-0.00175998j -0.00341777+0.000577135j -0.00262126-0.000197536j -0.000298881-0.000453287j -0.00522295-0.000313196j 0.00359645+0.000521521j -0.000634167-0.00513873j -0.00192212+0.0031004j -0.00294763-0.0023117j 0.00216474-0.00225701j -0.000489618-0.00162082j -0.000838117-0.00487983j -0.00149208-0.00231034j -0.00222541-0.0030755j 0.00103794-0.00352071j 0.00236236-0.000622647j -1.2076e-05-0.00108614j -0.00254873-0.00461884j 0.000418245-0.0033111j 0.00298295+0.00124274j 0.00268189+0.00333564j -0.00233992+0.00117534j 0.000787627-0.00514402j 0.00138106-0.00134241j 0.0007456+0.00148477j 0.00368633-0.000440494j -0.00254951-0.000350504j -0.00678098+0.000245557j 0.00193028-0.003299j 0.002502+0.000437122j -0.00194569-0.00242146j -0.0018701-0.00125869j -0.0027994-0.00323077j -0.000366145-0.00259548j -0.00208547+0.00210697j 0.0024526+0.00184703j 0.00250501+0.00972305j 0.00144938+0.00183022j 0.00294275+0.00244893j 0.0038145+0.000593041j 0.00487163+0.00265142j -0.00423994+0.00215317j -0.000265405+0.00221714j 0.00467544-0.00218502j -0.000533197-0.00186679j 0.00337205-0.00482873j -0.00370283+0.00195522j -0.000220133+0.00295363j 0.00410715-0.000961085j 0.00156691+0.00171768j 0.00139906-0.00293198j 0.00328057-0.000698355j 0.00139456-0.00144485j -0.00126465+0.00313654j 0.00288323+0.00030219j -0.00238285-0.000339777j -0.00172722+0.00107082j -0.00428214+0.00179962j 0.000494133-0.000207662j 0.00164676-0.000750136j -0.00361406+0.00149175j 0.001109+0.00363183j 
-0.00361141-0.00137575j -0.000916054+0.00345972j 0.00223929+0.0054924j 0.00474291-0.00274968j -0.00104737-0.000974984j -0.0010659-0.000721153j -0.00110702-0.000133014j 0.000670618-0.00192689j 0.000131264-0.00230703j 0.000747789+0.00219171j -0.00120629-0.00256598j -0.00398345+0.00112161j 0.00202032-0.000212725j -0.000863105+0.00197541j -0.00295979-0.000523808j 4.60047e-05+0.00284181j 0.000462104-0.000825932j 0.000554289-0.000431815j 0.00265111-0.00264881j -0.000153052+0.00262176j 0.00419488-0.000133284j -0.0012616-0.00263725j -0.00108663+3.44807e-05j -0.0004675-0.000938586j -0.00141525+0.000742662j -0.00392476-0.00243831j 0.00205246+0.00220081j -0.00255862+0.00181451j -0.00116569+0.00272497j 0.00128962-0.00448054j 0.000731737-0.0021798j -0.000174927+0.00191639j 0.000379054-0.00184436j 0.000352146+0.00100039j 0.000472619+0.00201375j 0.000499744+0.00171866j 0.000689036-0.00349644j 0.00145068+0.00137201j -0.00410368+0.000869421j -0.00144556-0.00109391j -4.25558e-05-0.000848049j 0.00145971+0.000318492j -0.00272327+0.000582224j -0.0044673-0.00229327j -0.0020125-0.00126377j -0.000924267-0.000356355j -0.00167811+0.00108655j -0.000365328+0.00106426j 0.000931752+0.000549988j -0.000757062-0.00273086j -0.000639962+0.000317016j 0.00138621-0.00053491j 0.00083503+0.00105929j 0.00297235-0.00182945j -0.000494132-0.000144578j -0.000445331-0.000905136j -0.000702771-0.000345841j -0.00136667+0.00206769j 0.00148222-0.00159147j 0.00168627+0.000559872j 0.00211929+0.00138778j -0.000574759-0.00210249j -0.000949084+0.000177148j -0.000545628+0.00116603j 0.000220642-0.000739955j -0.00248245+0.00127426j -0.00148899-0.00281613j -0.00116207-0.000240652j -0.00287287-0.00204268j 0.000173414+0.00327862j -0.000818325+0.00127108j 0.00115445+0.000648207j 
-0.00235593+9.66041e-07j 9.33041e-06+0.0021276j 0.00330851-0.00052805j -0.000987852-0.00169909j 0.00147964+0.00171283j 0.000719345+0.000956755j -0.00254564-0.000385112j 0.00238012-0.00222045j 0.000954926-0.00412002j 0.00271273+0.00220205j -0.00302899+0.000410453j 0.00106935+0.000856781j 0.000484323-0.00106604j 7.38137e-05+0.00372713j -0.00158604-0.000828419j -0.000799665+0.00447279j -0.00205298-0.00145421j 0.00321718-0.00253197j 0.00363547-0.00135679j -0.000870875+0.00378978j -0.00325857+0.000545813j -0.000671819+0.00426423j 0.000146117-0.000459465j 0.00168543-0.00409068j -0.00113329+0.000979798j -0.00656827-0.00354877j -0.00360733-0.0046114j 0.00115194-0.00129516j -0.00213812+0.0028275j -0.00302818+0.000326438j 0.00172995-0.000750975j -0.00581181-0.000559579j -0.00300219+0.000427692j 0.00272673-0.00200091j -0.00304071-0.000985054j -0.00116984+0.00107239j 0.00126285-0.000756873j -5.6e-05-0.000626046j -0.0032943+0.00414144j 0.000765854+0.00359326j -0.0020355+0.000130633j -0.00262139-0.00232795j -0.0012896-0.000911563j 0.000105769+0.00188862j 0.00235191-0.00302266j 0.00229927-0.00509752j -4.88772e-05+0.000781327j 8.42167e-07+0.000989764j -0.00247625-0.0022748j -0.000193603-0.00514256j -0.00140524-0.000410915j 0.000112485-0.00291998j 0.000638161+0.000264833j -0.000664421+0.00424269j -0.00478347-0.00442524j -0.000310118+0.000512816j 0.00234428+0.00120952j 0.000426824-0.000522165j -0.00288952-3.13262e-05j 0.00160757-0.000431454j 0.000580973+0.00335053j -0.0035459+0.00116667j -0.00278264+0.00037841j 0.000279485-0.00163301j -0.000805006+0.00173583j -0.00429267+0.0020294j -0.00229839-0.00317314j 0.000447117-0.00135785j -0.00165197-0.000652326j 0.000179478+0.000618848j -3.09791e-05+0.00156205j 0.0014269+0.00012783j 
0.00506177+0.00031371j 0.00014846-0.00535147j -0.000969807-0.00242849j -0.00371267+0.00279863j 0.00217322+0.0019921j -0.00244171+0.00212383j -0.00396182-0.00315069j 0.000424615+0.00276143j 0.00579186+0.000909434j -0.000525454+0.00337386j -0.00261164+0.00132949j 0.0068293-9.88022e-05j -0.000506485-0.000363329j 0.00350086+0.00183488j 0.00174426-0.00274803j -0.00175255+0.00222527j -0.00281466+0.00126826j 0.00169159-0.00150994j -0.00149329-0.000363185j 0.000137763-0.00194992j -0.000226295-0.00219799j -0.00124587+0.00208469j 0.00152317+0.00381992j 0.00408044-0.00295995j 0.00262802+0.00305461j 0.00116426+0.003781j -0.000745014-0.00277828j 0.00507315+0.00201965j -0.00292571-0.000400077j -0.000546541+0.00372558j -0.00225897-0.00289159j -0.00156143+0.00118581j -0.00298001+0.00383216j 0.00365317-0.00174877j 0.000940616+0.00134024j -0.00165596-0.000198049j 1.43706e-05+0.000255752j -0.00333864+0.000566921j -0.000476755+0.0014738j 0.00357095-0.00158773j -0.000623211-0.00214214j 0.00291572-0.00159503j 0.0028712+0.00369718j 0.00143243-0.000593432j -0.000200295-0.000330778j 0.00227122-0.0022926j -0.000945083-0.00116063j 0.00176074-0.00441983j 0.00108179-0.000426183j 0.00131678+0.00235392j 0.0018014+0.00293002j 0.000529137+0.00112969j -0.00587555+0.00188563j -0.000108716+0.00296731j -0.00149829-0.00288582j -0.000437556-0.00292156j -0.00225837+0.0033511j 0.00277653-0.00421386j -5.2757e-05+0.00497507j -0.00616447+0.00262269j -0.00187-0.00303753j 0.00308806+0.0055663j -0.00244766+0.000953423j 0.000563244+0.00320729j 0.00114829+0.00158648j -0.000824602-0.000976138j -0.000386577-1.91069e-05j -0.00181735+0.000914441j 0.00149496-0.000909927j -0.000696675-0.00169261j -0.000640778-0.000521072j -0.000683699+0.000550672j 
-4.16449e-05+2.85846e-05j -4.85611e-05+0.000257414j -0.000658781-0.000309604j -0.000498125+0.000221906j 0.00168507-0.00185924j 0.00100727-0.00272909j 0.00292416+0.00158363j -0.00211102-0.00121443j 0.00167797-0.000525316j 0.000602968+0.00127471j -0.00184827-0.00274468j -0.000858325+0.00252261j -0.00380259+0.000161984j -0.00411732-0.00305182j 0.000607908+0.000147058j 0.00390422-0.000421333j 0.00140973+0.00104816j -0.000228199+0.00141563j 0.000396101+0.000466079j -0.000819326+0.000443179j -0.00155399+0.000343478j -0.00132551-4.88313e-06j -0.00148914+0.00171464j 0.00062246-0.000886905j 0.00422311-0.00538103j -0.00217025+0.00458643j -0.00103199-0.0021283j 0.00105371+0.000209401j -0.000942176-0.000684789j -0.00065506-0.00155826j -0.000311478-0.00177544j -0.00273623+0.000100404j -9.35401e-05+0.00173075j -0.000352515-0.000728587j 9.1503e-05-0.00235465j -0.00188848+0.000395388j 0.00204092+0.00221462j -0.00436896+0.000204414j 0.000289453-0.00234521j 0.000562501+0.00168891j 0.00163206-0.00101406j 0.00289878-0.0017089j -0.00162251-0.00170451j -0.00474244-0.00371679j 0.000229188+0.000613858j 0.00054348+0.00105141j 0.000824982-0.00032627j -0.00280254-0.00146518j 0.00153644+0.00176341j 0.00267139+0.000745852j 0.00407808+0.00242743j 0.00268404+0.00160622j 0.000226548-0.00141377j -0.000284759+0.00207357j 0.000594391+0.000763045j 0.00157241+0.000142988j -0.00155052+0.00344456j 0.00198493+0.00330402j 0.00349904-0.00221398j 0.00101531+0.00209836j 0.0023869-0.00109587j -0.00215857-0.00134274j 0.000259726-0.000922606j -0.00136931+0.00117618j 0.00148933-0.00106242j -0.00170153+3.75049e-05j -8.59865e-05-0.00344241j 0.000337967-0.00186258j 0.00154883+0.00155636j 0.00160056+0.00124105j -0.00032607+0.00109531j 0.00104413-1.90209e-05j 
-0.00151225+0.000403581j 0.000259446+0.00129328j 0.000756187-0.00138134j -0.000812351+0.00195361j 0.00557101+0.0028241j 0.00112781-0.00504462j 0.00216228-0.000923732j 0.00328262-5.64188e-05j 0.0012288-0.00288229j 0.000988243+0.00405995j -0.00787705+0.00337868j -0.00182342+0.00316243j -0.00438023-0.0037819j 0.00224958+0.00406389j -0.00145218-0.00107068j 0.00293726-0.00204329j -0.00374081-0.00580822j -0.00410633+0.000733262j 0.00100297-0.00357406j 0.000488634-0.001678j 0.00083388-0.00177492j 0.00189166-0.0046645j 0.00287838-0.00645417j -0.00158625-0.00301327j 0.00290001-0.00352775j 0.00285105-0.00210117j 0.00129379+0.000199191j -0.00471206-0.00434495j 0.00308289+0.000111493j 4.54693e-05+0.000502237j 0.0032578+0.00119907j 0.0033274-0.00299645j -6.07698e-05+0.00212038j 0.000697166+0.0008189j -0.00437278+0.00159603j 0.00338247+0.000636072j -0.00260656-0.000153558j -8.70094e-05+0.00112157j -0.00129756-0.00138149j -0.00299842-0.00275705j -0.00106442-0.00285647j -0.00437385+0.00139111j -0.0015633-4.77605e-05j 0.00161064-0.00155153j 0.00192564+0.00229662j 0.00517571+0.00178657j 0.00230132-0.00123574j 0.000677815-0.00429619j -0.00183201-0.000640138j 8.56833e-05-0.00252593j -0.000896705-0.00207856j -0.0033277-0.00142285j 0.0018118+0.00157132j 0.000599109+0.000233981j -0.00316882-0.00233122j 0.00175954-0.00388064j 0.000300057+0.000722014j -0.00145083+0.00111822j -0.00238975+0.00501294j -0.00459562+0.00234776j -0.00346587-0.000862041j 0.0011232+0.00505486j -0.00366586-0.000218452j 0.000159609+0.0028631j 0.00230818+0.00253186j -0.00145524+0.00325634j -0.00326142-1.98597e-05j -0.00177534-0.000497719j 0.000450414-0.000572154j -0.00110138-0.00140561j -0.000244328-0.000861317j -0.000804695+0.000368942j 
0.00206515-0.000672665j -0.000901591-0.00181972j -0.00398006-0.00416512j -0.00441199+0.00455721j 0.00191618+0.000403785j 0.000220777+0.00220091j -0.00110113-0.00191257j -0.000380879-0.00110238j -0.00260558+0.00148356j -0.00222276-0.00238961j -0.00517571+1.70173e-05j 0.00420864+0.00273004j -0.00397557-0.00472452j 0.00214344-0.0029793j 0.00367142+0.000268638j 0.0036701-0.000189285j 0.00160366+0.00526561j 0.00021609+0.000405199j 0.00106956-0.000235979j -0.00413305+0.00132773j -0.00169221-0.00625369j 0.00210267+0.00379218j -0.00112987+0.000855725j -0.00182349-0.0057157j -0.00197647-0.00419077j 0.000274202-0.00307729j -0.000293876+0.00519466j -0.000497775-0.00276601j -0.00071557+0.00127487j 0.00236168-0.00191671j 0.000515105+0.00188475j 0.0013591-0.000630919j 0.000211033-0.00171416j 0.00230373+0.00277562j -0.000420758+0.00175997j 0.000994637+0.000705107j -0.00355366-6.93565e-05j -0.00230556-0.00377421j 0.00196082-0.00605525j 0.00379808-0.00271127j 0.00164897-0.000488346j -0.00108624+0.00125122j -0.00245255-0.00261909j 0.00146276+0.000541983j -0.0020309+0.000669475j 0.00318521+0.00144013j 0.00281346+0.00198524j -0.000933498-0.001521j 0.00136027-0.000472808j 0.00197073-0.000507758j 0.00167748-0.000255301j 0.00253003+0.00348387j 0.00130535-0.00209199j 0.00130252+0.00296871j -0.00151422+0.000730071j -3.28233e-05+0.00129424j -0.000366514+0.00139537j 0.00188153+0.000594879j 0.00073611-0.00314858j 0.00468078+0.00110066j -0.000977421+0.000556652j -0.0019223+0.00263105j 0.00258791-0.00230342j -0.00135916-0.00226573j 0.000444177+0.00200175j -0.00123526-0.00181105j -0.000281333+0.00016576j -0.00183427-0.000601291j 0.000396163+0.00314307j 0.00410621-0.000567818j -0.000636836+0.00131699j 0.00102188+0.000665185j 
-1.42954e-05+0.00736736j 0.00749482+0.000283252j -0.00303998+0.00646211j 0.00625639+0.00240706j -0.00065418-0.00236894j 0.00210152-0.00283384j 0.00333737+0.00145624j -0.000995504+0.00403287j 0.0033556+0.00202974j -0.00475014+0.000202106j -0.00375971-0.00254089j -0.000636775-0.000769646j -0.00425835-0.00437699j 0.0013996-0.00129695j -0.00214269-0.0017688j 0.000235751-0.000816176j -0.0021312+0.00158095j 0.00056414+0.000572356j 0.000956572-0.00369301j 0.00152165-0.0039091j -0.000748331+0.00088608j -0.00258246+0.000611997j -0.000439+0.00354956j -0.000292385-0.000453965j -0.000606385-0.00250482j 0.000189085-0.000593512j 0.00266999+0.00368259j 0.000878446+0.0010866j 0.00138699+0.00557705j 0.00236359+0.00186636j 0.00392091-0.00243615j 0.00451706-0.00181305j 0.00130197-0.0054949j -0.000241635+0.000623305j 0.000147968-0.000988018j 0.00188026-0.000410086j -0.000899641-0.0025011j -0.00184039+0.00398139j 0.000210702+0.000846997j 0.00246865-0.000515719j 0.00248495-0.00019737j -0.000318946+0.00010258j 1.12766e-05+0.000598601j -0.000992868-0.000451282j 0.00159924-0.00098452j 7.87649e-05-0.00270958j -0.00549629+0.000299181j -0.00027755+0.000516836j -0.00181453-0.00119057j -0.00178815-0.000999366j 0.000744716-0.000725758j -0.00196976+0.000100149j 0.000905464+0.00318914j -0.00161459-0.000150177j -0.00173916+0.00362089j -0.00195719-0.00224386j 0.000722215+0.00115307j -0.000144755-0.000435358j -0.00102491+0.000998923j 0.00262232+0.00214297j -0.00252902+0.00196842j 0.00156259+0.00287296j 0.00329415-0.00202004j -0.00185452-0.00112417j -0.000185508+0.00372912j 0.000460218+0.000269818j -0.00153664+0.0017855j -0.00181152-0.00159395j -6.61749e-05+0.00179237j 0.00128223+0.00113668j -0.00143604+0.000621825j 0.00047855+0.00137149j 
