0.000388128+0.00147646j 0.00135019-0.000200618j 8.10766e-05-0.00122787j -0.00145857-9.66521e-05j 0.000160999-0.0008601j 0.000193244-0.000678945j 0.00198864+0.00167538j -0.000470906+0.00207215j 0.000896321+0.000596052j -0.00026326-0.00051289j 0.00101946-0.000354069j 0.000507452-0.000612541j -0.000136778-2.2818e-05j 0.000761106-0.000668278j -0.00129389+0.00095175j -0.0010998+0.00110399j 0.000895896-0.000606055j 0.000944493-0.000421348j 5.84636e-05-0.000161098j 0.00089013-2.73006e-05j 0.000406109+0.000188909j 0.000752383+0.000742685j 0.00170691+0.000924502j -0.00160557+0.00109947j 0.000424465-0.00130802j -0.00105704-0.000371105j -0.00111028-0.0012579j 0.00024791-0.000380675j 0.000171209-0.000602045j 5.44121e-05-0.000575758j -0.000604262+0.000709707j -1.97533e-05-0.00011154j -0.000604-0.000768998j 0.000678567-0.00136661j 0.000176045+0.0008643j -0.000762812+0.000554278j 0.00154341+8.73389e-05j -0.000318909+0.000793707j -0.00126749+0.00159051j -0.000943567-0.000263476j 0.000264836-0.000158636j -0.00110615+0.00242777j -0.00136584+0.000284646j -0.00175539+3.90715e-06j 0.000343657-1.88062e-05j -0.000664966-0.000113443j -0.000786583+0.00135495j 0.000929373-0.000491194j -0.00248012-0.000660142j -0.00041123-0.00147218j 0.0021762-0.000844753j -0.00136715+0.000289447j -0.00155822-0.000620594j 0.000867503+0.00101243j 0.00160229+0.00126726j -0.000646734-0.000283508j 0.000218737+0.000125277j 0.000893386+0.00107289j -0.000285077-3.65511e-05j -0.00132842-0.00103574j 0.000851164-0.00116163j 0.00192318-0.00199354j 7.30127e-05+0.000696343j 0.00207483+0.00167899j -5.00306e-05+0.00250794j -0.000349731-0.00034468j 0.00295567+0.00030585j 0.00199775+0.00257198j 0.000755103+0.00286865j 0.00193607-0.000248051j -0.00394008-0.00720893j -0.00735036+0.00408814j 
-0.00185092-0.00110104j -0.00133283+0.00196865j -0.00087398-0.00393576j -0.00140761+0.000984939j 0.00260414+0.000250168j 0.0026735-0.00251018j 0.000348524-0.00130587j -0.00226416-0.00237613j -0.00156178+0.00125247j -0.00153221-0.000396058j -0.000759759+0.00278909j -0.00067355+0.000455268j -0.00325842+0.00144035j -0.000176879-0.00013928j -0.00136903+0.000764966j -0.000293464-0.00127392j 0.000570013-0.00179454j -0.000717382+0.00170411j -0.00249198-0.00114386j -0.00166592-0.00203452j 0.00148963-0.00229139j -0.000506639+0.000572424j 0.000111238-0.00108026j 0.00237465-0.00300013j -0.000368473+0.00109715j 0.00208089+0.00302759j -4.35811e-05+0.00277898j 0.00113796+8.49979e-05j -0.0048614-0.00144077j 0.000458211-0.000985957j 0.00112207-0.00180222j -0.000153904-0.00309526j -0.00113763-0.000937091j -7.31071e-06-0.00221601j -0.00240416-0.00285812j 0.00117408+0.000108166j -0.00343959+0.000610462j -0.00117395+0.00337985j 0.00347067-0.00356392j -0.00018172-0.000927945j 0.000417049+0.00364115j 0.00360865+0.00206829j -0.000390135-0.0027351j 2.42236e-05-0.00259857j 0.00109573-0.00226685j 0.00172617-0.000157443j -0.000661304+0.00109998j -0.00107665-0.00272371j 0.0040402-0.00209305j -0.00166518-0.00145516j 0.00511265+0.00225656j -0.00341329-0.00308958j -0.00234616+0.00253284j -0.00170271-0.000982931j -0.00618554-0.000634487j -9.00944e-05+2.9994e-05j -0.00175456+0.00084524j -0.0100474+0.00146853j 0.000448053-0.00582127j 0.00824222+0.000605139j -0.000959942+0.00285878j -0.00227512+0.00256417j 0.00215504-0.00420607j -0.00944429+0.000573766j -0.00527571-0.00307684j 0.000601024-0.00298755j -0.00319896-0.00240064j -0.00297542-0.0105895j 0.0021217+0.00266421j 0.00159014+0.00249867j 0.00395306+0.00525223j 0.00574839-0.00489865j 
0.00718533+0.0109212j 0.0110475-0.00744401j 0.00323915+0.010806j 0.0102595-0.0040778j -0.00552883-0.00472712j -0.00187708+0.0037106j -0.000618136+0.00589264j -0.00880564+0.00946329j 0.0049184-0.00335346j 0.00850749+0.00184952j 0.000786214-0.00111461j -0.000780467+0.00100019j 0.00519456-0.000963957j 0.00199687+0.00981154j -0.000574393-0.00809922j -0.00428974+0.00270446j -0.000540756+0.00199448j 0.00102244+0.0010891j 0.00673206+0.00446831j 0.00357871+0.00204784j -0.0021822+0.0041133j 0.00356487+0.00396632j 0.000680186-0.00301412j -0.00186525+0.00679397j 0.00386656+0.00384316j -0.00236661-0.00278375j -0.00295295+0.00207006j -0.0049368-0.000664844j 0.00499945+0.000942018j 0.00394574-0.00108159j 0.00192431+0.00567875j 0.00646132+0.000927974j -0.00308321+0.000423786j 0.00134693-0.00236365j 0.00867324-0.00323677j 0.00267626-0.00245941j 0.00636667+0.00103713j -0.00459063-0.000580338j 0.00140589-0.00229425j -0.000817504+0.00249515j 0.000537156+0.000931885j -0.00322836+0.00655129j 0.0105304+0.00872547j -0.0030474-0.00331431j 0.00454456+0.00707754j -0.000254388+0.00143854j 0.0017754-0.00399202j -0.00284883-0.0108953j -0.0060123-0.000820645j -0.00722792+0.001295j 0.00288181+0.00154973j -0.00189996-0.00852173j -0.00578302+0.00720605j 0.000283007+0.00189993j 0.0056041+0.000666761j -0.000946936+0.000739368j -0.00115196-0.00592476j -0.00533229+0.00600923j 0.00329019-0.00113912j -0.00333395+0.00620546j -0.00787596-0.00862775j -0.00476563+0.000979155j 0.00316231-0.00329906j 0.00463906-0.00171815j 0.000778487+0.00542484j -0.00184475+0.0075354j -0.00699417+0.00479299j -0.0082639+0.00380359j -0.00606521-0.00855247j -0.00662344+0.00312031j -0.00908222-0.00411993j -0.00438971+0.0093192j 
-0.000305016-0.00370365j -0.00383978-4.08944e-05j 0.00324681-0.00195511j -0.000120443-0.000560839j 0.00135571-0.00338826j -0.00168665+0.000648039j -0.00026764-0.000967631j -0.000942427-0.000951122j 0.0011593-0.000134486j 0.00116013+0.000685557j -0.000588285-0.000884047j -0.000364514+0.00104585j -0.0012952-0.00139616j -0.000784904+8.97548e-05j 0.000575328-0.000814162j 0.00148151+0.00276747j -0.000284369-0.00276215j 0.00122103-0.000602483j -0.000396491+0.000213683j -0.00116177-0.00110826j -0.000508936-0.000524598j 0.0004453-0.00210522j -0.00037137+0.00111811j 0.000699791-3.50568e-06j -0.00107194+0.00088715j 0.00124965+0.000236956j 0.00158013-0.00047918j -0.000797862-0.00186897j -0.00182206-0.00336471j -0.000921842-0.00163071j -0.00182938-0.000201014j -0.00051578+0.000422817j 0.000237749+0.000672285j 0.00175343-0.000325763j -0.00142275+0.000702616j -0.000346168+0.00127143j -0.00151772-0.000653891j 0.000589345+0.00161171j 0.000341853+0.00158005j -0.000862144-0.000768961j -0.00268744+0.00263612j 0.00128134+0.00152714j 0.00044137-0.00069755j 0.000982522+0.000458791j 0.00279265-0.00360822j 0.0013459+0.00154228j 0.00305904-0.000881222j 0.00308317+0.00244708j 0.00134836+0.0018968j -0.00169384+0.000391246j 0.00384981-0.000326896j -0.00733267-0.00280112j 0.000212296+0.000137798j 0.00559118+0.00015228j 0.00360537+0.00214154j 0.0032185-0.00332419j -0.000824102-0.00358589j 0.00101639+0.00090348j 0.00146111+0.00145677j -0.0067634+0.000304183j -0.000444822-0.00794643j 0.00512754+0.00230478j 0.00284221+0.000941907j -0.00194242+0.00664162j -0.00796998+0.00067575j 0.00228386-0.0083634j 0.00295457+0.00443966j -0.00185878-0.00236781j 0.00583845+0.00119208j 0.000773677-0.00643297j -0.00225637+0.00391863j 0.00393821+0.0025439j 
0.000983079-0.00498921j -0.00506179-0.000626035j -0.00434369-0.006731j -0.00718274+0.00185241j 0.000242198+0.00402263j 0.0015082-0.0024432j 0.00142672-0.00130171j 0.000716721-0.00234096j -0.0025145+0.00286166j -0.00245806-0.00215675j 0.00391531+0.00118013j 0.000662456+0.000420819j -0.00251988+0.00236331j -0.00146806-0.00588212j 0.00436+0.0033471j 0.00100587-0.00145937j 0.00220733+0.00142946j -0.00134857+0.00132173j -0.00526928+0.00142777j -0.0013702+0.000218753j 0.00160749-0.00134866j -0.00438701-0.00110689j -0.00469276+0.00215947j -0.000352081-0.00141042j 0.00204127-0.00196986j 0.00134761+0.00164932j -0.00197459-0.00227309j 0.00305646-0.00358705j -0.000816638+0.00180016j -0.000831772+0.000585122j -0.00083681-0.00282687j -0.00104384+0.000436253j 0.00114464-0.00267253j 0.000119884+0.000756671j 0.000283563+0.00282811j 0.00021755+0.000956393j -0.00416059+0.0013243j -0.000453301+0.0027079j 0.0027253-0.000664914j 0.00259801-0.000465195j 0.000401014+7.01149e-05j 0.00355625-3.11402e-05j -0.00391808-0.00101336j 0.000318346-0.00174557j -0.00362655+0.00320019j -0.000224563+0.000461732j 0.000276766+0.00460434j 0.00337885-0.00164766j -0.000515455+0.00042032j 0.00383689+0.00439229j -0.000155666+0.00173775j 0.00167174+0.0058181j 0.000443307-0.000283407j -0.000888519-0.0027351j -0.00583573-0.00225972j 0.00289461+0.00125787j -0.00279272+0.00146845j -0.00114418+0.00294378j 0.00361163-0.00413538j 0.00810353+0.000536201j 0.000535893+0.00702749j -0.00301862+0.00664928j -0.00612088-0.00097885j -0.00979883-0.000506034j 0.00221007-0.0113982j 0.00303329-0.00143383j 0.000598797-0.00366095j 0.00265582-0.00464871j 0.00852948-0.000564896j -1.8415e-05-0.00550118j 0.00757034+0.00247853j 0.00253502-0.00790921j 
0.00287273-0.00286475j -0.00342409-0.00276229j -0.000976872-0.0021263j -6.51464e-05+0.00108268j 0.00277175-0.000979691j 0.0021707-0.00123308j 0.00133703+0.00274611j -0.00354508-0.000387558j -0.000437433+0.0035028j -0.000372344-0.00189229j 0.000375517+0.00165681j 0.00302735+0.00336099j -0.0032603-0.000390392j 0.00138379-0.000345562j -0.000951968-0.00132502j -0.00151128-0.000554733j -7.99964e-05+0.00104209j 0.000207616-5.65012e-05j -0.000629943+0.00318841j 0.000580635+0.000204419j 0.00165067-0.000786298j -0.00186825+0.00177376j 0.000866547-0.0014151j -0.000264308-0.000136059j 0.00250195+0.00141614j 0.00300592+0.00233567j 0.00144125-0.00268507j 0.00269586+0.000328585j -0.00145216-0.00178047j 0.00198606-0.00150841j 0.000244226-0.000340102j 0.00156484+0.000336745j -0.00239111-0.00121591j -0.00227717-5.73039e-05j -0.00163271-0.00088108j -0.00195444-5.70082e-05j -0.00117063+0.000445886j -0.00174851+0.00418057j 4.34368e-05-0.00263929j -0.00110085+0.000475902j 0.000128782+0.00148485j -0.00472384+0.0018483j -0.00180267-0.00327831j -0.00143092+0.000142406j 0.000400525-0.000972148j 0.000305764-0.00217268j -0.00297042-9.33295e-05j 0.00188067-0.000415146j 0.00179305-0.00364924j -0.00263748-0.00581022j 0.00741811+0.00272394j -0.00319152+0.000609739j -0.00329977-0.000835202j -0.00243173+0.000977237j 0.00129871+0.000506711j 0.000127861-0.00218636j -0.00215168+0.00539763j 0.000495973-0.00403121j -0.00444501+0.000529436j 0.0032494-0.0027698j 0.0048176-0.000157592j 0.00457776+0.000258496j 0.00453395+0.000202691j 0.00140103+0.0032894j -0.00100859+0.0101816j -0.00582825-0.00244675j 0.000321414-0.00165811j -0.00332522-0.00288633j 0.00179375+0.00291458j 0.00074969+0.00104455j -0.00979709+0.00470431j 0.0046991+0.00950923j 
-0.000464498+0.00482527j 0.00493818+0.000635796j 0.000181453+0.00115195j 0.000595972-0.0017401j -0.00361251-0.000128271j 1.08047e-05+0.00239613j -0.00224085-0.000936569j 0.000650209+0.00468365j 0.0037218-0.00233487j 0.00141979+0.00225784j -0.000843263+0.000910234j -0.000191222-0.00349662j 0.00228898-0.000785552j 0.00190628+0.00317444j 0.000661959-0.0021577j -0.00235655-0.000843788j 0.00110716+0.00141533j 7.3713e-05+0.000382493j 0.00224992-0.000608913j -0.000289249+0.000407194j -0.00117489+0.00175768j 0.0047258-4.55715e-05j -0.000324914-0.000711059j 0.00198193-0.000802316j 0.00145381+0.000161913j 0.000641478-0.000578586j -0.000356454-0.000241905j 0.000148889-0.000276641j 0.00204127+0.00388682j 0.000163678-0.0012481j 0.00165342-0.000864877j 0.00118201+0.000650763j -0.000810842+0.00095972j 0.00277499+0.000304097j 0.000556339+0.000252269j 0.00158562+0.00066135j -0.000224435+0.00062972j -0.00604206+0.00101245j -0.00229336-0.00204574j -0.00282355+0.00209101j -0.00114938-0.00465406j -0.00469588+0.00533427j -0.00280076+0.00367098j -0.00209544-4.82531e-05j -0.00100689+0.00628964j -0.00141288+0.00101066j -0.00455555+0.00259473j -0.00174181+0.000749365j -0.00418402-0.00120078j -0.0020245-0.00253129j 0.00383567+0.00318156j -0.00296117-0.00352154j -0.00346828+0.00110422j -0.0032385+0.00374939j -0.00147589+0.00360353j -0.0029021-0.000242483j -0.000643065-0.000290068j -0.00457314+0.00542744j -0.00192722+0.00226091j -0.000360267+0.0028228j 0.0010418+0.00127574j -0.00589958+0.00226448j -0.000444538+0.000520409j -0.000244695-9.04956e-05j 0.00255534+0.00599942j -0.00158466+0.00586026j -0.0033567-0.00575567j -0.00255761+0.000144352j -0.0114285-0.00659777j -0.00754389+0.0144416j -0.00510262-8.11955e-05j 0.000348138+0.00414343j 
-0.000827523-0.000142097j -6.62425e-05+0.00104064j -0.0025337-0.00317589j -0.00403519+0.0040553j -2.62502e-05+0.00205242j 0.00217681+0.000346851j 6.36583e-05-0.00100501j -0.0008883+0.000839857j -0.000131086-0.00134246j 0.000265357-0.000622487j -0.00368985+0.00324446j 0.00234992-0.000493921j -0.00333727-0.000402953j -0.000127614+0.00343611j 0.00107611-0.000345334j -0.00293609+0.000526743j -0.000245236+0.00282772j 6.37805e-05+0.000532286j -0.00046698-0.000148755j -0.00187351-0.00284596j -0.00201759-0.000471053j 0.00221457+0.00162472j 0.000824981-0.000915091j 0.00166943+0.000789023j -0.000931922-0.000938557j -0.000986821-0.000140396j 0.00198245-0.000442304j 0.00157629-0.0021228j 0.00115726+0.001714j 0.000949621+0.00334879j 0.00305383-0.000716845j -0.00410502-0.00278446j 0.000997557-0.00136601j -0.00154922+0.000499845j -0.00267458-0.000500986j -0.00142443-0.004682j 0.00124769+0.0010347j 0.00206515+0.00307338j 0.00390921+0.00372711j -0.00189797+0.00282663j 0.00129705-0.000387113j 4.37011e-06-0.00242577j -0.00262755-0.00222831j 0.00585323+0.000428311j 0.000174517-0.00189565j 0.00238846-0.00153413j 6.95703e-05+0.000823867j 0.000405143+0.000858061j -0.00233354-0.000527053j -0.00332696-0.000811637j -0.00146102+0.000289327j 6.41752e-05+0.00245405j 0.00224874-0.000938845j -0.00444114+0.00350567j -0.00220256+0.000593046j -0.00298472+0.00246015j 0.00198432-0.00292637j -0.00316955-0.00279547j 0.000700361-0.00342521j 0.0064642-0.00426859j 0.00101747+0.00353113j -0.0015555-0.00352817j -0.00107258-0.00305569j 0.000710802-0.00342349j 0.00185648-0.00289751j 0.000759842+0.000312578j 0.00369882+0.000343409j 0.00374796+0.00483097j -0.000120497+0.00137675j -0.000157202-0.00120472j -0.00275693-0.00554453j -0.00537983+0.00314406j 
0.0033521+0.0167067j 0.0164386-0.00325647j 0.00362093+0.0105407j 0.0159444-0.00530745j -0.01091-0.0164113j -0.00446666+0.0129467j -0.00615338+0.00328973j -0.0067041+0.011523j 0.0150341-0.00764679j 0.0126663+0.00923497j -0.00449068+0.00152031j 0.00457527+0.00193971j 0.00286011-0.0012519j 0.00308205+0.0104725j -0.000468994-0.00869436j -0.00816116+0.00330959j 0.0019495+0.00132026j 0.00559746-0.00331959j 0.00612135-0.00470551j 0.00138771+0.00445921j 0.00129167+0.00478435j 0.0127004+0.0014475j 0.00306285+0.00355653j 0.0046623+0.00337121j 0.00490007+0.00766902j -0.0055338-0.00632528j -0.00368397-0.00147572j -0.00459488+0.00459597j 0.00568684-0.00367926j -0.000125186-0.0028325j 0.00592201+0.00602102j 0.00548849+0.00591619j 0.00183476+0.0116058j 0.0066604-0.00188653j 0.00363064-0.00837559j 0.00208198-0.00711236j 0.00489022-0.00231338j -0.00238321+0.000711509j -0.00245684-0.00196163j -0.00253016+0.0100824j -0.00252018-0.00300503j -0.0111969+0.0149184j 0.0121094-0.000548775j -0.00239688+0.000331213j 0.00754266+0.00714993j -0.000623509+0.00265704j 0.00656011-0.00314406j -0.00368194-0.00541466j 0.00273011-0.000133673j -0.00927577+0.000525872j 0.0106939+0.00231292j -0.00530207-0.0139022j -0.00748436+0.00385383j -0.0019298+0.0109041j 0.0106295-0.00144518j -0.0030833-0.000330391j 0.00167286-0.000933976j -0.00425594-0.00349005j 0.00148258+0.00759942j -0.015352+0.00183019j 0.00170257-0.00997688j -0.00419073-0.00567305j -0.00717264-0.00140913j 0.00943057+0.00536327j 0.00742365+0.0100505j -0.00458607+0.00688018j 0.00162642+0.00159015j -0.00840227+0.0119062j -0.0139067-0.010977j -0.0094921+0.0102586j -0.00894868-0.00512646j -0.00489041+0.00888934j 
-0.00515305-0.00879523j -0.00859078+0.00495208j -0.00316877-0.00251061j -0.00302521+0.00523819j 0.00623339+0.00399746j -0.000540824-0.00147464j -0.00376756-0.00357253j 0.00275631-0.00570206j -0.00387603-0.00305791j 0.00471764+0.00219691j -0.00395924+0.00872708j 0.0004017+0.00501083j -0.00304417-0.000833518j 0.00554505+0.00752138j -0.00459358-3.69954e-05j -0.00548705+0.00826225j -0.00699659+0.00190587j 0.0100436-0.00381577j -0.00395816-0.00430091j -0.000873631-0.00145328j 0.00423066-0.00355338j 0.00594276+0.00306309j 0.00697598+0.00392848j 0.00733832+0.000220488j -0.00315557+0.00126066j -0.00483467+0.00231178j 0.00460406+0.0043183j -0.000699322+0.00868841j 0.00212113-0.00595505j -0.00868451+0.00564316j -0.0036757+0.00215905j -0.00489572-0.00578718j -0.00424481+0.00381465j -0.000576301-0.0067217j 0.00100314-0.00863607j 0.00429469-0.00384231j 0.00272677+0.000866069j 0.00144668-0.000455412j 0.00812948-0.00387874j 0.0034747+0.00331362j 0.00710153+0.00403366j 0.00355474+0.00237979j 0.00309817-0.00384807j -0.00111665+0.000614196j 0.00763189-0.00486785j 0.00401179-0.000942123j 0.0124869+0.00931125j -0.00998906-0.00677401j 0.00137905-0.00154362j -0.00338237+0.000566394j 0.00126107-0.00583713j -0.00825267-0.00276051j -0.00121873+0.00726019j 0.00219383+0.00324067j 0.00284309+0.0141439j -0.00153576-0.00180895j -0.000492887-0.0119028j -0.00948789+0.0112733j 0.00879761-0.0121642j 0.00539536+0.00845399j -0.0121043-0.00716351j -0.0111434+0.00411153j 0.0118877-0.0133998j -0.0142983-0.00755992j -0.0108402-0.00533322j 0.000609571-0.00447073j -0.00553284-0.00218293j 0.00376968-0.0144011j 0.0119374+0.00355392j 0.00244384-0.00857772j 0.00867528+0.000199266j 0.000372592-0.00872713j 
-0.0149312-0.017289j -0.0177559+0.015442j -0.0120217-0.0202403j -0.0234943+0.0128702j 0.012726+0.0141493j -0.0023121-0.00784475j 0.00135149-0.0118702j 0.0101264-0.013043j -0.00738361+0.000186409j -0.0024842+0.00272746j -0.00791809+0.00983196j -0.000605041+0.0102257j -0.0153845+0.000164216j 0.000634733-0.00589373j -0.00916318+0.00364185j -0.00296455+0.00726918j -0.00303431+0.00412167j 0.00233384-0.00587177j -0.0153457-0.00806606j -0.00518999-0.00523096j 0.010082-0.00624153j 0.00278564-0.00653156j 0.00230818+0.00575417j 0.00645812-0.00460632j -0.00201489-0.0053661j -0.00782644+0.00207404j 0.00602966+0.00146746j 0.00623926-0.0021159j -0.00639626-0.00673816j -0.00574503-0.000231543j -0.000766877-0.00665834j -0.0121037-0.00939249j 0.00736911+0.00118362j -0.0041524-0.0118015j -0.00976848-0.00795585j -0.00623787-0.0144742j -0.00491507+0.00162877j 0.00719885-0.00148522j 0.00442715+0.000636185j 0.000302124-0.00293504j -0.00217765+0.00149623j 0.00845092-0.00919789j 0.000161806-0.0226055j 0.00334259+0.00679414j 0.00438895-0.0115857j -0.000433051-0.00321527j 0.0124456+0.00361809j -0.0137862+0.00485428j 0.00887232-0.00078735j 0.00484653-0.00681158j -0.00709372-0.00100323j -0.00689898+0.00911743j 0.0103524+0.00359341j -0.000211267+0.00421738j -0.00528871+0.00784466j 0.000726126-0.00292629j 0.00116888-0.00688093j -0.00638105+0.00781576j 0.00700803-0.0147602j 0.0172384-0.00752833j 0.00988662+0.00209802j -0.00918046-0.00459024j 0.00743985-0.00712379j -0.0158246-0.00713117j -0.0108797-0.0206605j -0.012299-0.00359355j -0.00489178-0.0181136j 0.0184825-0.0156658j 0.0263037+0.0115583j 0.008513-0.0231781j 0.0205898+0.0114638j 0.0111217-0.0200377j 
0.00233579-0.000735419j -0.000744205-0.00217796j -0.0054923+0.00169962j 0.00301524+0.00551988j 0.00333897-0.00359707j -0.00324686+0.000695814j -0.000985257-0.00182348j -0.00113614-0.00339636j -1.43399e-06-0.00181187j 0.005714+0.00380948j -0.00519317+0.00450855j 0.00165492+0.00878971j -0.00473111-0.00113117j 0.00119444+0.00240299j -0.00175401-0.00197233j -0.00192766+0.00349431j -0.00336886+0.00314004j 0.00441963-0.00262229j 0.0017495-0.00315887j -0.000101543-0.00106531j 0.00185762-0.00129107j 0.0059056+0.00161407j 0.00373623+0.000438555j 0.00327222-0.00069838j 0.00172454+0.00137885j -0.00726753+0.00234613j 0.00302096+0.000653745j 0.00296766+0.00324111j 0.000412986-0.00708006j -0.0026208+0.00267379j -0.000272443+0.00302913j -0.000762868+0.000459934j 0.00321926+0.00491012j -0.00466523-0.00468614j -0.000920948-0.0113337j 0.00226594-0.0027904j -0.00206858-0.00336292j 0.000168956-0.00521445j 0.00714012-0.00489675j 0.00436779-0.00182344j 0.00419323+0.00302419j -0.00113118+0.0015469j -0.000318948-0.00732259j -0.000852631+0.000931939j 0.00275677-0.00021918j -0.00129124-0.00085194j 0.00719512-0.00255249j -0.00715875+0.000435172j 0.00769392-0.00239957j 0.00158984+0.00377595j -0.00339517-0.00497361j 0.00306341+0.00362692j 0.0016514-0.00150216j 0.000923747-0.00473608j 0.00517859+0.00695355j -0.000148666-0.000233747j 0.00124054+0.002707j 0.00262801-0.00477647j -0.00285401+0.0017759j -0.00485658-0.00360501j 0.00360884-0.00405368j 0.00238398-0.00837307j 0.0101313+0.00329963j 0.00380513-0.00666798j 0.0029847+0.00291736j 0.004633-0.000399657j 0.000537816+0.00495293j 0.00185591-0.00274303j 0.0012108+0.00731047j 0.00547212-0.000845876j 0.00351333-0.00378812j -0.0035965-0.00340481j 
0.00411677-0.00461565j -0.00404861-0.00407874j 0.00291346+0.00628734j 0.00627294-0.00445946j -0.00421861-0.00844543j -0.00490752+0.00152826j -0.00221783+0.00221347j -0.00780217+0.00400552j 0.0098654-0.00398813j 0.00920044+0.0107698j -0.000853626-1.66423e-06j -0.00614331+0.00272848j 0.00463341-0.00372267j 0.0045374+0.00719185j 0.00412088+0.000635498j -0.00259331+0.00281697j 0.00103518+0.00506566j 0.00171954-0.000865677j 0.00575664-0.000187484j -0.00383549+0.001516j -0.000267934+0.00306337j 0.00256139-0.00534314j -0.00269295-0.000796973j 0.000586982-0.00155296j 0.00199948+0.000141294j -0.00766658-0.00103311j 0.000478602-0.00975081j -0.00569861-0.00145967j 0.00463145+0.00205768j -0.00584426-0.00270996j -0.0039839+0.00399501j -0.00111965+0.0068066j 0.00696372+0.00337181j 0.00108292+0.00121034j -0.00490294+0.00169274j -0.00205637+0.00671963j -0.000457184+0.00156303j -0.00466377-0.00339187j -0.0018018-0.00103704j -0.00068703+0.00423697j 0.000745705+0.00585675j -0.00764671+0.0134298j -0.00460682-0.00237677j -0.00442933-0.000366748j -0.00404095+0.00290834j -0.00471402+0.00151771j 0.0033641+0.00083361j 0.00437938-0.000742266j -0.000592915-0.00122746j -0.00376587+0.0021567j 0.0044272+0.00327002j -0.000249449-0.00421514j -0.0082571-0.006072j 0.00105684-0.00490108j 0.00750044+0.00807122j 0.00216266-0.00362781j -0.00085421-0.00371096j 0.00147874-0.00159925j 0.00330472-0.000622208j -0.00323844+0.000805704j 0.000329366-0.00180645j 0.00780273-0.000276137j 0.00181166+0.000512792j -0.000723419+0.00741614j -0.00135826+0.00691543j -0.000385791-0.00364779j 0.00435822+0.00172761j -0.00720464+0.00327992j -0.00884423-0.00427434j -0.00100871+0.0108693j -0.0137226+0.00183616j 0.00169707+0.0132619j 
-0.00185082-0.00188394j -0.00174885+0.00181334j -0.00258968-0.00162389j -0.00264714+0.00325958j 0.00127952+0.00422102j 0.00162233-0.00286029j 0.00233487-0.00221451j 0.00357175+0.000537649j -0.000931522-0.00274148j -0.00142211-0.00201107j -0.00337562-0.00356598j 0.000244062-0.000317792j 0.0014423-0.000320152j -0.000254419-0.00067653j 0.000883373-0.000428122j 0.00476815-0.00349926j -4.59679e-05-0.000222876j -0.00261+3.51888e-05j 0.00391006-0.000486729j 0.000312617-0.00233557j -0.00226083-0.00153956j -0.00214695-0.00228j -0.00117449-0.00488849j -0.00109395-0.00300523j -0.00269199-0.00259452j 0.00101649+0.000775071j -2.78553e-06-0.00342961j 0.00279952-0.00503575j -0.00308868+0.00425607j 0.000883267-0.000548996j 0.00258689+0.00085703j -0.00236101-0.00124245j 0.00403288-0.00114545j -0.00099385+0.00312065j -0.0096355+0.00572995j -0.00146654-0.000553779j -0.00518838+0.0032104j 0.00294559+0.00156325j -0.00229248+0.00487987j -0.00461765+0.00107996j -0.00162454-0.00440518j 0.00120097+0.00010021j -0.00225211+0.00109766j 0.00464149+0.00397838j -0.00849691-0.00569027j 0.00141467+0.00141736j -0.00206928-0.00371067j 0.00875936+0.00415758j -0.00425058-0.00190105j 0.000964724-0.000716486j -0.00020414-0.000175743j 0.00199812+0.00541322j 0.000291964-0.00649579j -0.00396644-0.00629558j -0.00321172-0.00273278j -0.00418628+0.00379972j 0.00209199+0.00343788j 0.00279461-0.00847251j -0.0069498+0.0040237j 0.00194922-0.00981833j 0.00611749+0.00774754j 0.00921346-0.00330813j -0.00724465+0.0051382j 0.00492746+0.00460653j 0.00199954-0.00320404j 0.00223411+0.0036781j 0.00162072-0.000600496j 0.0106148+0.00643129j -0.00230796+0.00577875j 0.00031469-0.000133045j 0.000774304-0.00193583j -0.00154219-0.000430062j 
