-0.0536891+0.216264j -0.216258-0.0508296j -0.139154-0.187445j 0.192628-0.133257j 0.00734746+0.133813j -0.147552-0.0230206j -0.0304001+0.107141j 0.0457919+0.000708841j -0.0233374-0.0051837j 0.0217026+0.00611216j 0.0293644-0.0741889j 0.0483961+0.12914j -0.159102-0.0495935j -0.123283+0.0829097j 0.0108224+0.109553j 0.0552892+0.166629j -0.00840827-0.0170618j -0.107981+0.0153266j 0.0767634+0.0273054j -0.016375-0.030614j -0.103459+0.0995667j -0.0271293-0.0432888j -0.0298675-0.118795j 0.0572947-0.0753352j 0.0521982-0.032175j 0.0411606-0.0735299j 0.0614529+0.029552j -0.0541195-0.0193735j 0.141427-0.0209964j 0.0197341+0.0676175j -0.0268454-0.0482695j -0.0587307+0.078989j 0.0398204-0.0093717j 0.0347012+0.0421077j 0.0343747-0.0695534j 0.120603+0.0182576j 0.131847+0.0165752j -0.0794394-0.0298877j -0.0351413-0.129232j -0.0383615+0.0317452j -0.0121912-0.00202011j 0.0571529+0.125761j -0.0214793+0.0218761j -0.00912472+0.0464811j 0.0851816-0.00414099j 0.0980575+0.0355785j 0.0118355-0.0147353j 0.0661953-0.00906951j 0.0430671-0.0525132j 0.00581453-0.100241j 0.0955308+0.0099476j 0.109349-0.0275487j 0.00988694+0.10561j 0.0653309-0.126082j 0.042568-0.0465647j -0.0187807-0.137253j -0.043357+0.0676479j 0.047946-0.0208669j -0.0818316+0.0137732j 0.04607+0.00549397j 0.0147938-0.00518617j -0.0419142-0.0404793j 0.073422-0.0484539j 0.066557-0.0684635j -0.0571272-0.0915912j -0.0646596-0.0359796j -0.116852-0.010471j -0.0286726-0.0242327j 0.0856066+0.0644959j 0.0106514-0.0796915j 0.016644+0.0547086j 0.077089-0.123762j 0.117557+0.023667j -0.235952+0.0925463j 0.0889128+0.235723j 0.133448+0.139897j 0.137375-0.132486j 
-0.00616302+0.00342756j -0.00392212-0.00589796j -0.000174036-0.0133007j 0.0127138+0.0017931j -0.00874839+0.0126615j -0.0146688-0.00514694j 0.00488425+0.0150039j 0.0135513-0.0114418j -0.0027367-0.00786085j 0.00304096+0.00551167j 0.00663208-0.0173848j 0.0189607-0.00979469j 0.0181965+0.00876847j -0.00122067-0.00223967j 0.00951824-0.00875347j 0.00583835+0.00658499j -0.00015522-0.00285181j 0.00474166+0.00121481j 0.00432275+0.00635758j 0.000108579-0.00718467j -0.00337148-0.016389j 0.0107816+0.014581j -0.0101481-0.00917954j 0.00240202+0.00406818j -0.00292366-0.000233013j 0.00816668+0.00975641j 0.0035883+0.0125687j -0.00182788-0.00599153j 0.0021103-0.00436901j 9.41633e-06+0.00188091j 0.00389271-0.00904887j -0.0302396-0.00749j 0.00694778+0.00892951j -0.00792972+0.00126037j 8.88746e-05-0.00536919j -0.0029865+0.00328688j 0.00618191+0.00314779j 0.00183875+0.00273946j 0.00214206-0.00278622j 0.00208159+0.00266945j 0.00392849-0.00137077j -0.00732842+0.00814217j 0.00795788+0.0200851j -0.00565078+0.0121851j -0.00244461+0.00458639j 0.00997843-0.0024585j 0.00362561-0.0158588j -0.00542492-0.000611863j -0.00172629-0.0169356j 0.0123483-0.0100678j -0.00322984+0.011336j -0.0016754+0.0046333j 0.00163857-0.000650331j 0.0116703-0.0041234j -0.0036068-0.00562724j -0.00609716-0.00445652j -0.00414427+0.00148554j -0.00155433-0.00179913j -0.0112265+0.00370638j 0.00356508-0.00409585j 0.00301081-0.00141088j -0.0036677-0.00102474j 0.00512577-0.0152044j 0.000312388-0.00907477j -0.00593465-0.000995349j 0.00107556-0.006504j -0.0122326+0.00121775j -0.00355976+0.0128865j 0.0238592-0.00968809j -0.00490387+0.007192j 0.0128123+0.00151883j -0.00541887+0.00696018j -0.0171573-0.00648121j 0.00212717+0.00396035j -5.91161e-05-0.00174477j 0.00735229-0.00787535j -0.0084249-0.00739364j 
-0.00175558+0.0063621j -0.00694059-0.00219893j -0.00284153-0.0110773j 0.00917513-0.00264341j -0.000942152-0.00249945j -0.000293818+0.0071623j 0.0113983+0.00527858j 0.00895855-0.00949192j 0.00254205-0.00315726j -0.0080352-0.00918525j -0.00487353+0.0115471j -0.00283855-0.00380345j 0.00829319-0.0029986j 0.00627038-0.00180349j -0.000343536-0.00266553j -0.0108744+2.42761e-05j -0.00567974-0.00438463j 0.0101719+0.00678415j -0.00973647-0.00402704j 0.0181109-0.0166079j -0.00487455+0.00245357j -0.0287485+0.00329068j 0.00904222+0.0117826j -0.0167803+0.00691738j 0.0105371+0.00302132j -0.00952249-0.00319162j -0.00533906-0.0100244j 0.00258175-0.00505534j -0.00380133+0.0105479j 0.00476284+0.0141418j -0.00070879+0.00366683j 0.000804152-0.00634238j 0.0113049-0.00457081j -0.00229818+0.00933101j -0.000601048+0.00617113j 0.00635552+0.00813266j -2.48909e-05-0.00667515j 0.00283859+0.00517106j 0.00110515+0.0173514j -0.00303686-1.97884e-05j -0.00206202-0.00394424j 0.000416557-0.00337476j 0.00449677+0.00203997j 0.00948302+0.00183185j 0.00262727+0.006834j -0.00084644-0.0101721j -0.0132525+0.00259075j 0.00538085-0.0041456j -0.0104545+0.00955174j -0.00498459-0.00373989j 0.0147816-0.000677798j -0.00115381-0.00896081j -0.00478234-0.00214886j -0.00448442-0.0163129j 0.00147406-0.00458491j -0.000792384-0.00350688j -0.00317735-0.000607275j 0.00361878+0.0125078j 0.00175393-7.6948e-05j 0.0055687-0.00617814j -0.00467534-0.00599354j 0.00160544+0.00547976j 0.0110723+0.00722652j 0.0115352-0.010443j 0.000329685-0.00456365j 0.0046118+0.00665318j -0.00111602-0.0134888j -0.0110318-0.00196653j 0.0083502+0.0203712j -0.00885776-0.0027982j -0.00294029+0.0120351j -0.00494897+0.00307917j -0.000796197-0.0151855j 0.00647739-0.00382495j -0.004777-0.00968005j -0.0116595-0.00600791j -0.00637528+0.0110622j 
0.000536542-0.00631456j 0.0065491+0.00123069j 0.00403145+0.0123249j -0.0110385+0.00463287j 0.00489053+0.0105036j -0.00637584+0.00205645j -0.00252634-0.0025224j -0.00794753+0.00722083j 0.00799623+0.00795814j 0.0088701-0.00401396j -0.00322082-0.0128187j 0.00237641-0.00656032j 0.00298085-0.00422767j -0.00574572-0.00172941j -0.00260599-0.00038031j -0.000295368+0.00326719j 0.00135512-0.0172542j 0.00794897-0.00189928j 0.00422518-0.00274787j 0.00394148-0.0181579j -0.00570255+0.0148921j -0.0121513+0.00251065j 0.00705808+0.00379999j -0.0046469+0.00286615j -0.000830212+0.00328805j -0.0195898-0.00400367j 0.000391563-0.00538181j -0.0115484-0.00782296j 0.00758294+0.00135233j -0.00113182+0.0074512j 0.0047463-0.00198017j -0.00518551-0.00198838j -0.00259192+0.000451976j -0.00653985+0.000118317j 0.00520555+0.00477377j 0.000997183-0.0040334j 0.000497552-0.00827164j 0.00459874+0.00211615j -0.00832259+0.00795583j -0.00681174+0.0021103j -0.00615061-0.000358831j -0.000272821-0.00510384j -0.00347565+0.0061932j 0.00103762+0.00286108j 0.00363212+0.00166296j 0.000782769+0.0044647j -0.011113-0.00491155j -0.00111989-0.00413875j -0.012897+0.00583998j -0.00143054+0.00376187j 0.000246621-0.00112882j -0.0110304-0.00199072j -0.00751792-0.00508553j 0.00561341+0.00123071j 0.00150102+0.00216969j -0.00695312-0.00137727j 0.00108753-0.012004j -0.00256784+0.0058432j 0.01296+0.000972158j -0.000900734-0.0116574j -0.00268762+0.0146048j 0.00780702-0.00665281j 0.00419734+0.00532724j -0.0128148-0.00647332j -0.00718297+0.00585069j 0.0107121+0.00363442j -0.000767913+0.000639966j -0.00399627+0.00657594j 0.00526136+0.00763423j 0.00972517+0.00315062j -0.00229619-0.00433027j 0.00240679+0.00489836j -0.00605792+0.00294182j -0.0171178-0.010007j -0.0103016+0.0183135j 0.00882596-0.00731779j -0.00725976-0.00814618j 
-0.00169934-0.00167226j 0.00174403-0.00129272j 0.00170169+0.000335724j 0.000380797+0.00240646j -0.00680645+0.00299393j 0.00136215-0.0076757j -0.00105302-0.0051724j -0.00389487-0.00336776j 0.00126616-0.00227227j 0.000569834-0.00497302j -0.00542914-0.00686925j -0.00209843-0.00619983j 0.00613251-0.00724686j -0.00701797-0.00559003j 0.000110322-0.0026819j -0.00495462+0.00962391j -0.00591907-0.00363799j -0.000283172+0.00568037j -0.0068054-0.00528048j 0.00946546-0.00919062j -0.00026182+0.000635496j 0.00251045+0.00170716j 0.00140936+0.00503378j -0.00409487+0.00151571j 0.00283971+0.00173629j -0.00575713+0.000838793j -0.00201963-0.00590218j -0.00487102-0.00273464j 0.0032404-0.00540308j 0.000323488+0.00693272j 0.000362083+0.00396637j -0.00337451-0.00368635j -0.00206079+0.00272819j -0.00169876+0.00451615j 0.00506667+0.00088957j 0.00531914-0.00147451j 0.00319609-0.000514423j 0.00130047+0.000461967j -0.0104216+0.00324443j 5.53993e-05+0.00104694j 0.00331302+0.000912615j -0.000595065-0.00489231j -0.000634248-3.95797e-05j 0.00208088+0.00216722j -0.00245287+0.00319576j 0.00518335+0.00194056j -0.00248585-0.00139823j 0.00166631-0.000780225j -0.00573631-0.00337116j -0.00492396+0.00306764j 0.00535711-0.00140212j -0.00348937-0.00339275j -0.0034802-0.00118082j 0.00132805-0.00687074j 0.000104148-0.00422552j -0.0109212-0.00668434j -0.00252343-0.000141664j -0.00251508-0.00151369j -0.00313464-0.000369961j -0.0007785-0.00809602j -0.00167905-0.00180898j 0.00228503-0.00921058j 0.00240507+0.00088085j -0.0087539-0.00116789j -0.0056706+0.00573012j 0.00600216+0.0017854j -0.0047512+0.00472449j -0.00700708+0.000287489j 0.00437775+0.00613369j 0.0073632+0.00188543j 0.00616277-0.00410069j 0.000989927-0.00932005j 0.00604598+0.0020286j -0.0033308-0.00242456j -0.00261197+0.00408612j 0.00302521-0.00259101j -0.00260014-0.00267522j 
0.00349762+0.000635441j -0.000390063+0.0033785j -0.000931152+0.00347799j -0.00316872-0.00157801j 0.00579625-0.000415718j -0.00109386+0.000536135j -0.00895671-3.25582e-05j -0.00356045+0.0104829j -0.00122148+0.0120247j 0.0210365+0.0060677j -0.000725507-0.017126j 0.00769171-0.00539741j 0.000149735+0.00410334j 0.00425471+0.00284456j 0.000291252+0.00907684j -0.00381327-0.0075733j -2.38939e-05-0.00903867j 0.00511971-0.00247948j 0.00340987-0.00393426j -0.00636768-0.0103527j -0.00590318+0.00673569j -0.00528835+0.000715189j -0.00253218+0.00524152j -0.0052843+0.00815781j -0.00362223+0.0019896j -0.013403-0.00351394j -0.00370567+0.00147899j -0.00816686-0.00215108j 0.00969958-0.00119492j -0.00764629+0.0018897j 0.00498908-0.00374868j -0.00293098-0.00534173j -0.00491548-0.0109342j -0.00503754-0.00510142j -0.00296811+0.00310486j 0.00391855+0.00137423j 0.00502944-0.00172264j 0.00200361+0.00227118j -0.00153851-0.00318253j -0.00418079+0.00360678j -0.00398527-0.00147819j -0.00198219+0.00153227j -0.00435039+0.00595486j 0.000924371-0.00360876j -0.00451826+0.000355699j -0.0105618+0.00872479j -0.00673404-0.00979616j -0.00620178+0.000247119j 0.000325374+0.00385638j 0.00176275-0.000241836j -2.37858e-05+0.00506968j 0.00373599-0.00270491j 0.000928907-0.00143497j 0.00611129+0.00371767j 0.000878047+0.00410231j -0.00211321-0.000978691j -0.0024235+0.0021031j -0.0110774-0.00121624j 0.00528669-0.00454598j 0.00593525-0.0130347j -0.00284385+0.00670876j 0.0101349-0.0106966j 0.0047033+0.0119108j -0.0126968-0.00808297j 0.000210055+0.00546697j 0.00416566+0.000813488j -0.000533689-0.00656503j 0.012378+0.00535794j 0.0109956-0.00808378j -0.00120866-0.0124346j -0.0105171+0.00577233j 0.0103682+0.00423088j -0.000951106+0.0097068j -0.00139588-0.0040279j -0.00347383+0.00176694j 0.00362569+0.0016666j 0.00186157-0.00362806j 
0.000728811+0.00339883j -0.00356182+0.000617106j -0.00355676+0.00400284j -0.00499802-0.00400513j 0.0165733+0.00322812j -0.0100987+0.0195793j 0.00765433+0.0145715j 0.0102576+0.00506441j 0.0074743+0.00364646j 0.00060783+0.000934787j 0.00736868+0.00372871j 0.0106282+0.00173672j -0.00184517+0.0146804j 0.0137436+0.00616143j 0.00155023+0.00212126j 0.00399798-0.0147026j 0.00752384-0.00977195j 0.00200492-0.0127252j 0.017762+0.00340315j -0.0101286+0.00754422j 0.000456199+0.0101705j -0.0173926+0.00764203j 0.000760997-0.00922528j 0.00532441-0.00468829j -0.00234119+0.000357079j -0.00109994-0.00321887j 0.0101272+0.00755148j 0.00120899-0.00086187j 0.00294558+0.0104201j -0.00072843-0.00266653j -0.00257137-0.0104645j 0.000108041+0.00734581j 0.00433361-0.00161023j -0.00704344-0.00277272j -0.00399428+0.00437999j -0.00614074+0.00514797j -0.00653605-0.00372023j 0.00013491+0.000607953j 0.0139973-0.00121143j -0.00513992+0.00161619j -0.0105573+0.0019274j 0.00485355+0.00724679j 0.00490796+0.00706114j -0.00377691+0.00319477j 0.00698964-0.00747778j -0.00380209-0.000167042j -0.00598282+0.00214427j -0.00136924-0.000993772j 0.00401351+0.00837025j 0.00712496-0.010276j -0.00651698+0.00696913j 0.00153715+0.00424522j -0.00251354-0.00157575j 0.00837043+0.00760161j 0.00386649+0.00729375j 0.0163791+0.00261906j 0.00250641-0.00841412j 0.00940281+0.010773j 0.0145913-0.00429511j 0.00177364+0.0074643j 0.00706468+0.0122567j 0.00286122+0.0134948j 0.00265998-0.00133641j 0.00907531-0.00738656j -0.000819887-0.0140099j -0.00821325+0.00312376j 0.00321441-0.00979582j 0.00766088-0.000793473j -0.00483083-0.00169344j -0.0109088+0.00275969j -0.0087476+0.0150751j 0.0103522+0.0198812j -0.0171534+0.00301693j -0.0101952+0.00193021j 0.00107411+0.00923357j 0.000997286+0.000695114j 0.000607375-0.00118036j 
-0.00202397-0.00830263j 0.00856159-0.00157906j 0.00840205+0.0117083j -0.0105207+0.00876408j 0.00787619+0.0109929j -0.00836616+0.00944066j 0.0100486+0.000806243j -0.00247419-0.00713694j -0.00593117-0.011718j -0.0180131+0.00423057j -0.000289521+0.00754137j -0.00417183+0.000977624j -0.000232384-0.00757638j -0.0162248+0.00431557j 0.00253591-0.00862318j 0.0102418+0.0151954j 0.00220651-0.0127348j -0.00177483+0.00828714j 0.00697893+0.00282281j 0.0126492+0.00499289j 0.00131941+0.00472398j 0.000986356+0.00106722j 0.00518434-0.0073082j 0.00983262-0.00940266j -0.000816425+0.00249219j -0.00209181-0.000620989j 0.00426453+0.000197356j 0.00124504-0.00293918j 0.00311263+0.00637481j 0.00739219+0.000244802j -0.00999578+0.0106416j 0.000936358+0.000740879j 0.00490282+0.0122779j -0.000771116+0.00138275j 0.00487599+0.00901429j -0.00195957+0.000693815j -0.00790358-0.000851245j 0.00125426-0.00177922j -0.00330672+0.00374585j -0.00531318-0.00398903j 0.00302845+0.00410178j 0.000855167-0.00280317j -3.8378e-05+0.00062673j -0.00907897+0.00463715j -0.00592863-0.00278035j 0.00671587-0.00657846j 0.0030522+0.0114925j 0.00693139+0.000794925j -0.0134762-0.00251849j -0.00323857+0.00367323j -0.00983014+0.00188871j -0.0165448+0.00121729j -0.00739944-0.00186658j 0.000371027-0.0058965j -0.000426283-0.00147385j 0.00348018+0.00549968j -0.00353889-0.0139756j 0.0163415-0.00785693j 0.00663687+0.00418936j 0.00343108+0.0095106j 0.00278078+0.0139246j -0.00170039+0.0106774j -0.00196716-0.00681049j 0.00410947-0.000853747j -0.00131131-0.00542386j -0.00716108-0.00399961j 0.000236236+0.0200749j -0.0256426+0.00292738j -0.00630066+0.0193697j 0.00981233+0.0149158j 0.00855907-0.00265539j 0.00494076+0.00154825j -0.00694775+0.00515281j -0.0111162+0.00282181j 0.00250803+0.0122007j 0.00219929-0.00446946j -0.00438887-0.00174642j 
-0.0103057-0.00170844j 0.00150228-0.00992099j -0.00282236+0.00447504j -0.00424739-0.00117091j -0.00613338+0.00454569j 0.000372071-0.000446106j 0.0063998-0.0068946j -0.00520668-0.00146377j 0.0165804+0.00278657j -0.00587588-0.00746847j 0.0100982+0.0034151j 0.00279885+0.00513844j -0.000461854+0.00584339j 0.0083718-0.00771539j -0.0100675-0.00360515j 0.000533403-0.007433j 0.00148151+0.00647863j -0.00235173-0.012293j 9.34788e-05-0.00107548j -0.00151309-0.00228765j 0.00609471+0.000224743j -0.00482629+0.000984614j 0.00152732-0.00541187j -0.00434798-0.00888204j 0.00175421-0.00485069j 0.00737815-0.00146914j 0.00805716-0.007231j 0.00112836-0.00220887j -0.00895471-0.0011321j -0.00109904-0.00227078j 0.00947844-0.00897019j 0.00474644+0.00797131j 0.00237809+0.00629623j 0.000991984+0.00366251j 0.0070783-0.00985663j -0.0080179-0.00281313j -0.00119377-0.00210038j -0.00387383+0.00176571j 0.00178373+0.0067162j 0.00224472+0.00103133j -0.00306407-0.00137408j 0.00373241-0.00520696j 0.00204237-0.00661349j 0.00759215+0.00636916j 0.0185911-0.00551953j 0.00786365-0.00298118j 0.00132453-0.00188233j 0.0010903-0.00788621j 0.00311633+0.00235143j 0.00341598-0.0016667j 0.000613134-0.00694006j 0.00411233+0.0109583j -0.00220085+0.00171632j 0.00123915+0.0119954j 0.000514959+0.0016513j -0.0001195-0.01199j 0.00587843-0.00825251j 0.00442756+0.0118851j 0.00667814-0.000671262j -0.0100222+0.00583737j 0.00354739-0.00562385j 0.00295585+0.00415079j -0.00786962-0.00790246j 0.00272789-0.00129879j -0.0155865-7.00738e-05j 0.00846919+0.0142289j 0.00390408-0.0123156j 0.00735702-0.000193715j -0.00342071+0.000694145j 0.00717892+0.00885846j 0.00534945-0.0111926j -0.0104306+0.000481124j -0.00303349-0.0070131j -0.00516715+0.00421992j 0.00313995+0.00567076j -0.00402752-0.00345529j -0.00367+0.00429782j 
-0.00910673-0.003308j 0.0033758-0.00871818j -0.00424007+0.00416909j -0.00288953-0.00278185j -0.00634211+0.00921533j -0.00153839-0.00532602j -0.00158858-0.0102966j -0.00792686+0.00258303j 0.0150786-0.00540731j -0.00582645-0.00499168j 0.00674112-0.00549352j 0.00402234-3.93746e-05j 0.00279184+0.00267544j 0.00113801-0.0129219j -0.0107493+0.00379048j -0.00486195-0.00120057j 0.00263974+0.00653577j -0.0051876-0.00911569j -0.00615674-0.00240197j -0.000310111-0.00614748j 0.00405332-0.00160175j -0.00146015+0.000726358j -0.000940848-0.00219766j -0.00372778-0.00738741j 0.00203107-0.00416648j 0.00419121-0.00409203j 0.00685452-0.0042217j 0.00063653+0.000142502j -0.00795705-0.00591234j -0.000647863+0.00233405j 0.0105631-0.00610526j 0.00275151+0.00357165j -0.00269157+0.00716072j -0.00114478+0.00165578j 0.0027682-0.00766765j -0.0047195-0.00103599j 0.00305673-0.00329133j -0.00290243+0.0039268j -0.00242186+0.0100609j 0.00450379+0.000412878j -0.000536058-0.00215952j 0.00432716-0.007513j -0.000706383-0.00787249j 0.0061473+0.00438567j 0.010258-0.00849219j 0.00933488+0.000123313j -0.00139594-0.00315987j 0.00115281-0.00933749j 0.00483809-0.00587514j 0.00321403-0.000306891j -0.00272917-0.00620013j 0.00935012+0.00458669j -0.00472506+0.000228554j 0.00561377+0.0111409j -0.00596614+0.00175477j -0.015553-0.0136901j 0.00385885-0.0024381j 0.00456039+0.0152119j 0.00684391-0.00209651j -0.0100997+0.00513897j -0.000480972-0.00668646j 0.00416719-0.00196905j -0.00646194-0.00216377j -0.00439888+8.27155e-05j -0.0115292+0.0046352j 0.0100376+0.0085346j -0.00122223-0.0062342j 0.00495374-0.0018039j -0.000952604-0.0019977j 0.00777665+0.00399537j 0.0039224-0.0118817j -0.0104844-0.0031933j 0.000849733-0.00588312j -0.00475961+0.00176496j 0.0012125+0.00581179j -0.00149629-0.00306392j -0.00311745+0.00184223j 
-0.00273607+0.00877617j -0.00896872-0.00268397j 0.00330573+0.00716288j -0.00844483+0.00486492j -0.0145288-0.000962177j -0.00402387-0.00864884j 0.00622587+0.00456293j -0.00242718-0.00569547j 0.00304886+0.0220623j 0.0088968-0.00787612j 0.00102283+0.00489343j -0.00337516+0.00733489j -0.00267109+0.000973452j 0.000644758+0.00449668j 0.00782935-0.0139375j 0.00614449+0.0024999j -0.00270423-0.00211336j -0.00274708+0.00326611j 0.00906959+0.00193989j -0.00416974+0.00969094j 0.000558546+0.000293907j 0.00378846-0.00395883j 0.00414235+1.3057e-06j -0.00732518+0.0117196j -0.00842112-0.000506698j 0.000558506+0.0076542j -0.0147416-0.0159006j -0.00594375-0.00856597j -0.00349337+0.00580715j -0.00887846-0.00563952j -0.0122498-0.0158857j 0.00285786-0.00010497j 0.00665544-0.000921403j 0.00839868+0.00587531j 0.00655943-0.0111804j -0.00510114-0.00802007j -0.00348421+0.000949149j -0.00169138-0.00190885j -0.00462058-0.0154226j -0.00595158-0.0014519j -0.00209084+0.00653079j -0.0102336+0.000103751j -0.0037491+0.00835182j 0.0059837-0.0048328j 0.0159277+0.00442513j 0.00386764-0.00757675j 0.0032274-0.00886468j -0.00959207+0.0120836j -0.00899279+0.00894742j -0.00459816+0.000376149j 0.00730739-0.0103037j -0.0169543+0.00600989j 0.0111238+0.00247737j -0.00287404-0.00537528j 0.0217966-0.00813505j 0.0260055+0.00349244j 0.00279604-0.018538j -0.00821588-0.0194042j -0.0158593+0.00849456j 0.00340395-0.0037845j -0.00394696+0.00461545j -0.0092618-0.00817668j -0.00385858-0.00794996j 0.000931064-0.00265981j -0.0118744+0.0103434j 0.0135002+0.00611172j -0.00880438-0.0133731j 0.00532577-0.0104055j -0.00324075+0.00453892j 0.00716795+0.000196119j -0.00376943-0.00668651j -0.00186348+0.00706615j -0.00591403+0.000900352j -0.000482513+0.00714293j 0.00627436+0.000517675j -0.0037219+0.00142373j 0.00126955+0.00373769j 
-0.000245951+0.0023384j -0.00232156-0.000148492j 0.00209718+0.00139642j -0.00151214+0.00300469j -0.00557728+0.00278263j -0.00276759-0.00286682j 0.00330044-0.000452638j -0.00234167-0.00200653j 0.00628625+0.00528425j 0.000977232-0.0052577j 0.00107087+0.000334481j 0.000522922+0.00267473j -0.000273999+0.000171664j 0.000121296-0.000103747j -0.0017914-0.005714j 0.00222085-0.000293934j -0.00119284-0.000716906j 0.000698815+0.00044505j 0.00298777-0.000739562j 0.000952661+0.000875351j 0.000835267+0.000622716j -2.18956e-05-0.00153669j 0.000911481-0.00153154j -0.00100947+0.00240468j -0.000792184+0.00125342j 0.000976619+0.00262129j -0.00436293-0.00270816j -0.00339308-0.00210491j -0.00078325+0.00101467j -0.00244256+0.000691343j -0.0036601-0.00261578j -0.000483724+0.000703055j 0.00232983-0.000377425j 0.00222206+0.00113587j 0.00157068-0.00448467j -0.00282756-0.00231199j -0.000546985+8.11278e-05j -0.00113345+0.000169697j -0.0047348-0.00155773j -0.0016176+0.000700862j -0.000196932+0.00227275j -0.00212193+0.000574988j 0.000943002+0.00285654j 0.00132578+0.000385076j 0.00690494+0.000264742j 0.0018652-0.00252783j -0.000491719-0.00355989j -5.48712e-05+0.0029571j -0.00185357+0.00379361j -0.00066745+0.000970767j 0.00119968-0.0043171j -0.00420248+0.00484979j 0.00189006-0.0010787j -0.00138308-0.000271889j 0.00390332-0.00524018j 0.00640343-0.00429027j -0.000847985-0.0061575j -0.00524098-0.00126511j -0.00175021+0.00468805j -0.0017479-0.00190087j 0.000941243+0.00138592j -0.00305802+0.000345947j -0.00276411-0.00283515j -1.35813e-05-0.00135227j -0.0020858+0.00458459j 0.00467356-5.80697e-05j -0.00394537-0.00124032j -0.0021385-0.00240417j 0.000563198+0.00372413j 0.003966-0.000177154j -0.00143247-0.00260716j 7.01206e-05+0.00231208j -0.00221748+0.00106658j -0.000867423+0.00189304j 0.00153122+0.00110569j 8.98427e-05-0.000361091j -0.000391879-1.86737e-05j 
0.00351869+0.00113803j -0.000951666+0.00358914j -0.00130037+0.000740981j -0.000497401-0.001469j -0.000888681-0.00130929j 0.00210969-0.00195215j -0.00124371-0.00166931j -0.000575648+0.00119416j 0.000530228-0.000609528j -0.000919258+0.000529662j 0.00131756-0.000109543j -0.000913773+0.00304337j -0.00314821-0.00026598j -0.00229159-8.0577e-05j -0.000287449+0.000987219j 3.58316e-05+0.00124177j 0.000601519-0.00124213j -6.86723e-05-0.000256991j 0.00118237+2.87587e-05j -0.00118872+0.000116485j 0.00193672+0.00278582j 0.000146259+0.000483375j 0.000493957-0.00148919j 0.000914651-0.000716855j 0.000209027-0.000288878j -0.002112-0.000611063j -3.3737e-05+0.000815875j -0.00118823-0.000470029j 0.00261227-0.000871225j -0.000442442-0.000232602j -0.000256432+0.000305719j 0.000833452-4.03419e-05j -0.00194845+0.00151683j 0.000111147-0.00166914j 0.000566749-0.00114831j 0.000329728-0.00141011j 0.0011109+0.00171759j -0.000295507+0.000681867j -0.000906761-0.000630348j -0.000423255+0.000465849j -0.000165284+0.00180331j 0.000274633-0.000700193j -0.0014093+0.00129689j -0.00232064-0.000191547j 0.000514725-0.000383008j 0.00114579+0.00341573j 0.00228636+0.000302628j 0.000228726-0.00111957j 0.000344984+4.21575e-05j 0.00032851+0.00135639j -0.00151447+0.000263307j -5.43426e-05+0.000637685j -0.00107174+0.00102108j 0.00166422+0.00066641j 0.00167652-0.00105201j -0.00111758-0.000700636j -0.000459012-0.000409219j -0.00124523-0.000241449j -0.000235405-0.000183498j -0.000575538+0.000283097j 0.00133465+0.000784723j 0.000393248-0.00143111j 0.000987258-0.000289629j 0.000667466+3.14112e-05j -1.44882e-05-3.47064e-06j 6.21011e-06-0.00157736j -4.08989e-06+0.00106066j -0.00144789+0.000566421j 0.0005874+0.00224065j 0.000590242+0.00196709j 0.00187099+0.000513926j 4.45624e-05-0.000510705j -0.000949433+9.76179e-05j -0.00266627-0.00223459j -0.00244852+0.0027368j 0.00516629+0.00271215j 0.00292847-0.0051391j 
