0.168927+0.0235044j 0.0238069-0.172421j -0.0303249-0.0127785j -0.0165399+0.0188615j -0.0174683+0.00353634j 0.00386953-0.0145496j -0.00222803-0.00694438j 0.00954345+0.0115692j 0.00247597-0.0195296j 0.01528+0.0164669j 0.0143433+0.00214956j 0.0143979-0.0162588j -0.0333158-0.00875914j 0.0145208-0.053874j 0.0442073+0.0114655j -0.00286433-0.172973j -0.17716+0.00469639j 0.0842072+0.106253j -0.114022+0.0947971j -0.064418-0.0613595j -0.0159165+0.0369212j -0.00993344+0.00658295j 0.00585062-0.0500604j 0.00208315-0.0408103j -0.0363144-0.00620418j 0.00548869+0.0234725j 0.00929818-0.0151406j 0.0107896-0.00327295j 0.0408093-0.0323807j 0.0239315+0.0085691j 0.0462153-0.00850515j 0.0257296-0.0165032j 0.0173262+0.0218094j 0.0371327+0.038434j -0.0210944+0.0529183j -0.101589-0.0261757j 0.0226928-0.0950861j 0.159453+0.0173304j 0.0141213-0.163409j 0.0367939+0.0641227j -0.0749779+0.0298773j 0.104901-0.107675j 0.140089+0.12348j 0.0483122+0.125363j 0.0770558-0.143332j 0.0290866+0.0838708j 0.0109986+0.0629874j 0.0951901-0.0535078j -0.072858+0.0822721j -0.0565076-0.0281222j 0.0720513-0.0946004j -0.0452172-0.0132248j 0.0251454-0.0252949j 0.031045-0.0170538j 0.113295-0.0320634j -0.00654542+0.00257497j -0.0122385+0.0574891j -0.05765+0.0329332j -0.0193317-0.03586j -0.0197909+0.0207818j -0.0554328+0.0023953j -0.0646973-0.00980269j -0.0435904-0.0513821j -0.0456661+0.0260762j 0.00870903+0.0122649j 0.0256666-0.0218722j -0.00816627+0.00828414j 0.048204+0.000870983j -0.0852359-0.0106817j -0.0838937-0.0167179j 0.0818421+0.00958149j -0.0497905-0.0107826j -0.0662318-0.0185444j 0.0434019+0.0119349j 0.00600991+0.015053j -0.0246402-0.014374j 0.0124452-0.0152893j 0.0565066-0.0238058j -0.00394559+0.0238098j 0.0068067-0.0313798j 0.111377+0.0196252j 0.00218024-0.0685336j 0.0631921+0.0568523j -0.0398543-0.0969592j -0.0497509+0.0435333j 0.11335+0.126268j 0.0611162-0.09011j 0.0284365+0.0276644j -0.0639023-0.0267497j -0.0351171-0.115863j -0.118794+0.127797j -0.0815553+0.115555j 0.111221+0.091121j -0.159875-0.19079j 0.179939-0.147257j -0.168466-0.258478j -0.25594+0.167249j 
0.00134986-0.00040059j -0.00139587-0.00307486j -0.00195818+0.000529402j -0.00701363-0.00342359j 0.0053115+0.00400051j 0.00413027+0.000669077j 0.000883151-0.00455191j -0.0011344+7.25101e-05j 0.00433445-0.00150484j 0.00130274+0.00489034j -0.00843423-0.0033426j -0.00175801+0.000639546j -0.000231686-0.00444602j 0.000638289+0.00293776j 0.00328922-0.00423962j -0.000251055+0.000917038j -0.00286363+0.00121176j -0.00419364+0.00488683j -7.10335e-05-0.000259288j -0.00407473+0.00426844j 0.00254561+0.00121741j -0.00429619+0.00560681j 0.000817201+0.00442093j -0.000991225-0.00655357j -0.00126704-0.00317655j -0.00367897+0.00382897j 0.000822917+0.00421463j -0.00273305+0.00297174j -0.000304009+0.00283928j -0.00514247-0.00397045j 0.000861737+0.00074861j -0.00165901+0.00594936j 0.00368729+0.00128062j -0.00330224-0.00134544j -0.00107082+0.00325203j -0.000990314-0.000288743j -1.1271e-05+0.000708535j -0.000369871-0.00192148j -0.00106674+3.35675e-05j 5.2893e-05+0.000132388j -0.000184868+0.000809516j 0.00366375+0.000308572j 0.000342848+0.00547454j -0.00876257-0.00613609j -0.0064142+0.0060452j 0.00158413+0.00502096j -0.000608203-0.00483072j 0.00745017-0.0062177j -0.00143712-0.00186632j 0.00604874-0.00147343j -0.00492543-0.00345401j -0.00187055+0.000716216j 0.00363451+0.00489534j -0.00339297+0.00198194j -0.00178026+0.00273705j 0.00543943+0.000685909j -0.000485395+0.00245568j 0.00222833+0.00176212j -0.00135018+0.00269154j 0.00079838-0.00151607j 0.00034383-0.00265677j -0.0018717-0.000783636j 0.00233017+0.00436143j -0.000338104+0.00272988j 0.000133917-0.00664235j -0.000960837+0.0014476j -0.000153805-0.000693479j 0.00197476+0.00182791j 0.000657274+0.000366114j -0.00300549-0.00382583j -0.0055935-0.000592563j -0.00229308+0.00269787j -0.0023395-0.00180656j 0.000566521-0.0022644j 0.00134376-0.000449225j -0.000412408+0.00166049j 0.0014949+0.00190765j -0.00064204-0.00328983j -0.00257332+0.00224772j 0.000107905+0.000801456j 0.000930139+0.00247657j 0.00273029+0.00286781j 0.00151223-0.00119145j -0.00431509+0.00555396j 0.00805839+0.000420879j 0.00115082+0.00220511j 0.00166081-0.000655051j -0.004617-0.000889566j 0.00754176+0.0042656j -0.00725809+0.00348713j 0.00101172+0.0071027j -0.00033322+0.00128224j 0.00134166+0.00113947j 0.00360847-0.00334462j 0.00388221+0.00441821j -0.000122203+0.002362j 0.00251123+0.00102267j 
0.00124445+0.00216757j -0.000816756-0.000763524j 0.00154018+0.00235921j -0.00399897+0.00417556j 0.0019807-0.0028383j -0.00155721-0.00129808j -0.00118687-0.00123876j -0.00259952-0.0010532j 0.00243235+0.00173469j -0.000246786+0.00245454j -0.00197117+0.0001089j -0.00328024-0.000172084j -0.000820029-0.00307958j 0.001075-0.000480435j -0.000613987-0.00319308j 0.00186694+0.00131383j -0.000312156+0.00182075j 0.00255143+0.00262351j -9.04243e-05+0.00552827j -0.00865088-0.00150071j 0.00141662-0.00623927j 0.00355153-0.00323531j 0.0135511+0.00505553j -0.0005405-0.00296276j -0.00223843+0.00625706j -0.00458193+0.00557223j 0.00553664+0.00538123j -0.00326747+0.00487307j -0.00509684+0.00383237j -0.00752219-0.00056653j -0.00312274+0.0086603j 0.00310392-0.000212299j -0.0048789-0.000219348j 0.00147125-0.00153616j -0.001349+0.00468013j 0.000865878+0.00117789j -0.00105888+0.00276685j -0.00336722+0.00113327j 0.00128839+0.00338501j -0.00231165+0.00126062j 0.000385042-0.00242684j -0.000641127+0.00271068j 0.00228233-0.00376919j 0.00564841+0.00251581j 0.0029359-0.00525366j -0.00277899-0.00148688j -0.00223869+0.000407362j -0.00538448+0.00527822j -0.000527563+0.00524966j 0.000551199+0.0008333j -4.47424e-05+0.00337556j 0.00204053-0.000253438j -0.00100859-0.00111065j 0.00255355-0.00347253j -0.00047853+0.00208238j 0.00115662-0.00370574j 0.00543941+0.00434135j -0.00157659-0.00374548j -0.000503599-0.00468862j 0.00474843+0.00119974j -0.00104794-0.00146642j -0.000742561+0.00183936j -0.00181524+0.00474538j -0.000917915-0.00416507j 0.00471341-0.00312558j 0.000127208+0.00139617j -0.00410432-0.00151902j 0.00104561-0.00535158j 0.000669128-0.00279834j 0.00373492+0.00137144j -0.000244572+0.00162318j -0.00216174+0.0018405j 0.000561954-0.0014743j -0.00097488+0.0039933j -3.02532e-05+0.00660398j -0.000817176+0.000820227j 0.00138344-0.00469748j -0.00258141-0.00132545j -0.0016015-0.000458896j -0.00299874-0.00536119j 0.00175749-0.00546471j -0.00595749+0.00285755j 0.00324234-0.0014603j 0.00121872-0.00173391j 0.00115216-0.00274715j -0.00271245-0.000484267j -0.00203092-0.000362419j 0.000319066+0.0011607j -0.00228442-0.00428121j 0.0060873-0.00204996j -0.00326934-0.00145425j 0.000499624+0.000410032j 0.00101753-0.000146043j -0.0013222+0.00150528j -0.000919659-0.00190775j 0.00150444+0.00100931j 0.000954476-0.00105987j 
-0.000155079+0.00553841j 0.00158112+0.00149111j 0.0072861+0.00757765j -0.000593531+0.00550225j -0.00338454-0.0074294j -0.00056733+0.00587183j -0.00216902+0.0109265j 6.09176e-05-0.000428764j -0.00444192+0.00760541j 0.000150452-0.00177657j 0.00427855-0.00155279j -0.00287813-0.00525555j 0.000627989+0.000608282j 0.00234159-0.00754599j -0.00575702+0.00152478j 0.00607973-0.000697648j 0.000935281+0.000558443j 0.00598586-0.00229014j 0.00127076-0.00460674j 0.00283791-0.00164694j 0.0051212+0.00109565j 1.07356e-05-0.0028746j 0.000703817+0.00297512j 0.00421311-0.00155689j 0.00093576+0.00233455j 0.00322986-0.00330841j -0.00156488-0.00171967j -0.00211656-0.00491787j -0.00188831-0.000795354j 6.60485e-05+0.000371679j -0.000791218-0.00145256j 0.0012503-4.92313e-05j -0.000246096+0.00109899j 0.00178923+0.000684742j -0.00129521-0.0023899j -0.0001169-8.92015e-05j 0.00138665+0.00180337j 0.00238751+0.00332967j 0.0003947-0.00405069j -0.00252014+0.00394279j -0.0013479-0.00250929j -0.0038498+0.00804058j -0.00457897-0.00348384j -0.00278171+0.00848842j -0.00295235-0.00225529j 0.00526893-0.00429614j -0.00110116-0.00650324j -0.00764105-0.00523368j -0.0046832-0.0012044j 0.00432654-0.00501391j 0.00391769+0.000164046j 0.000592498-0.00205775j -0.00500236-0.00270282j -0.00368545-0.00594116j 0.00269142+0.00111754j -0.000206646+0.000277635j -0.00312449-0.00256792j -0.00491559-0.00360405j 0.000937665-0.00318749j 0.00100922+0.00234186j 0.00391572+0.00391493j -0.00158314+0.000355369j 0.00207942-0.00164897j -0.00219413-0.00124246j -0.00270535-7.67799e-05j -0.0034828+0.000688325j -0.00140365+0.00133379j -0.00284021-0.000565617j 0.00411027+0.00409531j -0.000221191-0.00344838j -0.00123342-0.00488536j -0.0010991+0.00369058j 0.00795359+0.00190104j 0.00284432-0.0035707j 0.00094814+0.00145039j 0.000965988+0.000368941j 0.000350258+0.000185471j 3.55223e-05+0.00366671j -0.00246005+0.00319397j 0.000562741+0.0052388j 0.00346369-0.00865573j -7.93123e-05-0.00258006j 0.000926699+0.00129326j 0.00265727+0.00177317j -0.00271195-0.00466131j -0.00386006+0.00524633j -0.00325807+0.00046872j 0.00591162-0.00411864j 0.00130902+0.00789972j -0.00699964+0.00568415j -0.00124207-0.00764118j -0.00117948-0.000807968j 0.000218031+0.000720084j -0.004744+0.00516873j -0.00669137-0.0062853j 0.00047887-0.000114142j -0.000343563-0.00188899j 
0.00215187-0.000893j -0.0039785-0.00535021j -0.00206186+0.00628079j -0.00732813-0.00337191j -0.00265663+0.00133366j 0.00335959+0.0033624j 0.00158464-0.00222825j -0.00474867+0.00444103j 0.00368161-0.00178616j 0.00445321+0.00403625j -0.00268732-0.00181094j -0.00351259-0.000974984j 0.00223139-0.00110522j 0.00105481+0.000898594j 0.00156718-0.00381413j -0.000808164+0.00161083j -0.00485555+0.00323757j 0.00166566+0.00262563j 0.0012854+0.00518801j -0.00355577-0.00244538j 0.00411523+0.000230825j -0.00077885-0.00170505j 0.00649153+0.000500648j -0.00488163-0.000574531j -0.000488679-0.000348182j -0.00473986+0.00966749j 0.0033642-0.000603515j 0.0022318+0.00465502j 0.000746234+0.00315923j -0.00549295+0.0010317j -9.51864e-05+0.00427961j 0.00132505+0.000593811j -0.00233008+0.00013815j 0.00257327-0.00110867j -0.00374305+0.00250034j -0.00113636-0.0020434j -0.000541988+0.00124635j 0.00300885-0.003863j -0.00322423-0.00494574j -0.000570108+0.00242683j -0.00211043+0.000552813j -0.00660938-0.00244142j 0.00226572-0.00436642j -0.000676473-0.00617058j 0.00121249-0.0032453j 0.00051303+0.000339926j 0.000698067-3.62588e-05j -0.00284501+0.00308903j -0.00579506+0.00557332j 0.00447456+0.00462035j -0.00219551+0.00208354j 0.00238597-0.000368463j 0.000817953+0.00104017j 0.00134646+0.00208775j -0.00256339-0.000223855j 0.0013934-0.00460148j -0.00300773+0.0101234j -0.00258466-0.00359475j -0.000901465+0.000473887j -0.00168017-0.00109182j -0.000713163-0.0045265j -0.00368175+0.00406366j 0.00306084-0.00494025j -0.00950053+0.00439927j 0.00182411-0.0012312j 0.00284524+0.00417972j -0.00240756+0.00472701j 0.00306596-0.00471775j -0.00324768-0.00190864j -0.00746004-0.00443641j -0.00100051+0.00141029j -0.00275724-0.00160528j -0.00188824+0.00102897j 0.000980374-0.000862547j 0.000487432+0.00121881j -9.35715e-05-0.00275615j -0.00191155-0.00269353j 0.00239636+0.0142068j -0.00622182-0.00342329j 0.00433383+0.00448281j -0.00263528+0.00426136j -0.001109+0.0058617j 0.00562718+0.00448992j 0.00442392+0.00240766j 0.00218333-0.00424484j -0.0078235+0.00493736j -0.00173835-0.00150676j -0.000182735-0.00256852j 0.00157294-0.00265499j 0.00193961-0.000332009j -0.00217158-0.000849003j 0.00029129+0.00288599j 0.00302188+0.000613722j -0.000424504+0.000702365j -0.000895107-0.00128532j -0.000370892-0.00243397j -0.00227257+0.000496671j 
0.00335186+0.00147713j 0.0036829+0.000399762j 0.000176973-0.00700952j 0.00709023+0.00229088j 0.000934854-0.00298555j -0.00484835-6.34772e-05j -0.00223379+0.00223906j 0.000360781-0.00540478j -0.00256514+0.00296598j -0.00477537-0.00207341j 0.00288698+0.000273749j 0.0024158-0.000463404j -0.00287204+0.00152765j -0.00047483-0.00164096j 0.00012055+0.00243665j -6.75693e-05-0.00644876j -0.000406102-2.94564e-05j 0.00558692+0.00539492j 0.00343584-0.000660219j 0.00292326+0.0126782j -0.00464789-0.00408953j -0.00222626+0.00100457j 0.00685393+0.0015478j 0.00620238-0.00809093j 0.00742307+0.00940535j -0.0010147-0.0123769j 0.0010361+0.0092462j -0.0113117-0.00404983j -0.0051608+0.00380469j 0.00208289-0.00444906j 0.00222329+0.000261829j 0.00328966+0.00148901j 0.00212276+0.00136623j 0.000981564+0.00254006j 0.0059695+0.00136541j -0.00141182+0.00110522j 0.000603032-0.00457831j -0.00222507-0.00483665j -0.00462735+0.00220126j -0.00187379-0.00251602j 0.00133745-0.00338459j 0.00497702-0.00166092j -0.00199122-0.00305011j -0.00600873+0.000820268j -0.00218144-0.00167952j -0.000762299+0.000467287j 0.00211872+0.000676513j 0.00362685+0.00144589j 0.00858741-0.00100443j -0.00329558-0.00174488j -0.00207714+0.00464419j -8.33958e-05+0.00134449j -0.000441148-0.000506253j -0.000276168+0.00437589j 0.00585306+0.00383346j 0.00173939-0.000600852j -0.0042567+0.00401681j -0.000361287+0.00344694j -0.00251903+0.00169832j -0.00424274+0.00578712j 0.00131655-0.00097437j -0.000880394+4.18273e-05j -0.00414362-0.0011635j -0.00112253-0.00195951j -0.00466417+0.000835222j 0.00841577-0.00208336j -0.00134404-0.000822276j 0.00155419+0.000246408j -0.000666064+0.00237074j 0.00201173+0.00684918j 0.00501898+0.000753503j -0.00334331-0.00531948j -0.00314556-0.00747393j -0.00180471-0.000448382j -0.00349998-0.00252753j 0.000496952-0.00492649j -0.000240325-0.000799261j 0.000287647+0.00381519j 0.00140601-0.00666591j 0.00190693+0.0033556j -0.00531337+0.0028798j 3.88827e-05+0.00303773j -0.00415631+0.0026388j 0.00201036+0.00457334j -0.00254509+0.000631457j -0.000196689+0.000839929j 0.00195724-0.00150047j 0.00231898-7.93348e-05j 0.00221488+0.000705958j -0.00236814+0.000393604j 0.00454512+0.000993707j 0.000828712-0.00196287j -0.00217357-0.00178433j 0.00180001-0.000556643j -0.000311422+0.00134285j -0.001585-0.000135173j 0.000567685+0.00120025j 
0.00494238+0.00285387j -0.000338951-0.00290433j 0.00430353+0.00453259j 0.000171608+0.000431121j -0.00695789-0.00524622j 0.000816308+0.00837582j 0.000605904+0.00838797j -0.00341267+0.000485704j -0.00201689+0.00642403j 0.00096723+0.000300913j 0.00361582-0.0035156j -0.00333361-0.00459591j 0.000735783+0.00198157j 0.000962524-0.00520034j -0.00159161+0.000242285j 0.0011212-0.00335101j -0.00284802+0.00587351j 0.00208378+0.00451421j 0.00509282-0.00309142j 0.00229011+0.00326937j -0.00190121-0.00237051j -0.00067601-0.00182623j -1.5954e-05+0.000292264j -0.00142168-0.00327724j 0.00207527-0.00213271j -0.000725878-0.00608174j 0.00152482+5.65409e-05j -0.00641146+0.00260932j 0.00380898+0.00165748j 0.000711029-0.000611822j -0.001086+0.00172072j 0.00123364+0.000148209j 0.00378196-0.000628173j -0.00126472-0.00201763j 0.00285752-0.000365722j -0.00307269+0.00104974j 0.00102424-0.00190447j -0.000226611-0.00319593j -0.00470047-0.0019504j -0.0029962+0.000501974j -0.000327269-0.0028915j -0.00502201+0.000876754j 0.000254215-0.00324785j -0.0113775-0.000243419j -0.00121199-0.00238912j 0.000167688-0.00172845j 0.00295818-0.0015927j 0.00261944-0.000393788j 0.0015415+0.00113153j -0.000420985-0.00216664j 0.000954518+0.00187678j 0.00270313+0.00166269j -0.0027078-0.000839629j 0.00120788+0.00253729j 0.00228056+0.00182109j -0.000155328-0.00142124j -0.00432307+0.00355872j -0.0032592+0.000937498j -0.00143208+0.00237062j -0.00237205+0.00552641j -0.0006194-0.00216894j 0.00212655+0.00264091j -0.00137117-0.0040817j -0.00461887-8.13907e-06j -0.00407447+0.00178056j 0.00321905-3.74491e-05j 0.000408905+0.00131974j 0.000658353-0.000477597j 0.00161121+0.00203796j -0.00136292+0.000187767j 0.00325006-0.0026629j -0.00399124-0.000450831j -0.00151001-0.00146263j -0.000906992-0.000147223j -0.00174618+0.000189154j -3.1245e-05-0.00244185j -0.00262409+0.000301575j 0.00270844+0.00662964j -0.00484171-0.0029946j 0.00402993+0.0035717j 0.000378309+0.000918489j 0.000278598+0.00339676j 0.000270904+0.00334592j 0.00389+0.00305821j -0.00365525-0.00254875j -0.00021443+0.0053341j -0.00100663-0.00304392j 0.00431108-0.00116849j 0.00307459+0.00144816j -0.00247098+0.00158601j 0.00248475-0.00215011j 3.64902e-05-0.00123255j -0.000595769-0.00060077j 0.000696791+4.37527e-05j -0.00131176-0.000228008j -0.00158678-0.00177913j -0.0013129+0.000849636j 
0.0033367+0.00176218j -0.0031086-0.000682619j 0.00992333+0.00117161j -4.5156e-05+0.0014022j -0.0077924-0.00236096j 0.00206452+0.00597557j 0.0036187+0.0059071j -0.000177204+0.00185468j 0.00050474+0.00609166j 0.00107179-0.000154102j 0.00182402-0.00351795j -0.00434905+9.59379e-05j 0.000458905-6.9893e-05j -0.00155591-0.00235328j -0.00100985+0.000668495j 0.00153705-1.20162e-05j 0.00271215+0.00584271j -0.0116273+0.00537552j -0.000918225-0.00207003j -0.00935109+0.00294572j -0.0078334-0.00711621j 0.00152146+0.00161959j -0.0061028-0.000225894j -0.00575358+0.000505984j -0.00662104-0.00714462j 0.000927314-0.00503226j 0.0019037+0.00167703j -0.00286515+0.00979067j 0.0056195-0.00207761j 0.00104217+8.74399e-05j -0.00432252+0.00440495j -0.0033446+0.00106459j 0.00561436-0.00226618j -0.00830972-0.0044096j 0.00365275+0.00201924j -0.000212915+0.00422431j 0.00144056-0.000591156j -0.00169305+0.00574971j 0.00477566+0.00370615j -0.00113041+0.00159237j 0.00015306-0.00190311j -0.000930745-0.00439684j 0.0112252+0.00267426j -0.00583873-0.0060533j -0.000749984-0.00484716j 0.000413577-0.00478498j 0.00754909-0.00225448j 0.00138921+0.000317402j -0.00128488+0.00214875j 0.00212427-0.00572456j -0.00358456-0.000714415j 0.00539082+0.002986j -0.00295198-0.00312602j 0.00224444+0.000874159j 0.00209978+0.00126856j -0.00161917+0.000426881j -0.000789791-0.00470511j -0.000459895-0.0015558j 0.00521878-0.000396222j 0.00205344+0.00168298j -0.000757391+0.0039619j 0.00294044-0.00152962j 0.00270866-0.00200248j -0.00251678-0.00410703j 0.00232688+0.00279375j -0.00338659+0.00324912j -0.00182268-0.00121225j 0.00268889-0.000256256j 0.00321234+0.000702174j -0.00025984-0.00441088j 0.00372131-0.00296939j 0.00392565+0.00510409j 0.00394617+0.0021357j -0.00106526+0.00450771j 0.00457882+0.00641359j 0.00316162-0.000367187j -0.00234086+0.00278426j -0.00379993-0.0011762j -0.00373611+0.00265716j -0.00140187-0.00634196j 0.00380894-0.00467196j -0.00374572+0.00505645j -0.00481166-0.00321092j -0.00103877+0.00116992j 0.0011517-0.0014748j 0.00695374+0.000237792j 0.000924401-0.00478775j 0.00603406+0.00348131j 0.000863181-0.00191408j 0.00286789-0.00174648j 0.000573256+0.00183555j -0.00151033-0.0032957j -0.00212691+0.000383103j 0.00279022-0.00137962j 0.00116396+0.00211538j -0.000838778+0.000312193j 0.00122561+0.000614169j 
0.00119888+0.00106768j -0.00272492-0.00106576j 0.00551314+0.00361384j -0.00149439+0.00165011j -0.00580248-0.00407066j 0.000370728+0.00634866j -0.000295845+0.00688589j -0.00149852+0.00182631j -0.00171382+0.00533152j 0.00163711+0.000576274j 0.00244547-0.00255482j -0.00394924-0.00179922j 0.000767991+0.00069412j -0.00026471-0.00362333j -0.00184905-8.53204e-05j 0.000878956+0.00404383j -0.00133484+0.00648809j -0.00189157+0.00968433j -0.00065633-0.00348832j -0.000719171+0.00200054j -0.000710611+0.00292826j 0.00185099-0.00586682j -0.00273646+0.00389382j -0.0010496+0.000848355j -0.00230498-8.61281e-05j -0.00052086-0.00144946j 0.00232717-0.00344218j 0.00107369+0.0022636j 0.00218029-0.00221127j -0.0010719+0.000110439j -0.00116282+0.0022152j -0.000393639+0.000835984j 0.00120628-0.000777734j -0.000764332+0.000553516j 0.00146706-0.000709798j -0.0011979-0.000141156j -0.000298918+0.000171398j -0.00259331-0.00239518j 0.000408244-0.000804468j 0.00276207+0.00170135j -0.00148909-0.000328636j 0.00960403-2.48821e-05j -0.00251472+0.000122389j 0.00536188-0.00226803j -9.99542e-05+0.00356153j -0.00628582-0.00348211j 0.00264421+0.00218386j 0.000374602+0.00107966j 0.00458613+0.00565052j -0.00195176-0.000341213j -0.00377297-0.00090803j 0.00011213+0.000944612j 0.00210203+0.00334272j -0.00155346+0.00130395j 0.000817664+0.0011139j 0.00091072+0.00427893j 0.0023413-0.000784179j 0.000518642+0.00366007j -0.00146877+0.000866101j 0.00357059+0.000280438j -0.00243662-0.00246586j 0.00178649-0.00288644j -0.00301199-0.000100554j 0.00150568+0.00188868j 0.00290916+0.000701708j -0.00150979+0.00172327j 0.00102462-0.00392119j 0.00146177+0.00207963j 0.00112181-0.00198013j -0.00307122-0.0012965j 0.000831565+0.00183646j 0.00266755+0.00148654j -0.00157781+0.000781123j -0.00188937+0.00351172j 0.00269499+0.00288237j 0.00203561-0.000604633j 0.00193847+0.00170566j -0.00182949+7.01009e-05j 0.000378099+0.00107129j -0.000817661-0.00412037j 0.00188692+0.000131261j -0.000278129+0.00365098j 0.000781417-0.00215529j -0.000680871+0.000881279j -0.00335372+0.000183338j 0.00279454-0.00137991j 0.000114239-0.00246596j 8.82799e-05+0.00198909j 0.00503085-0.00234432j -0.000259114-0.00233675j -0.00152048+0.00136275j -0.000771245-0.000562113j -0.000799894+0.000105687j 0.00438221-0.00102411j -0.00115439+0.00105848j -0.000171389+0.00028888j 0.000373849+0.0014469j 
-0.00255658+0.00156386j -0.00189874-0.000609774j 0.000155542+0.000641869j 0.000168206+0.000413669j -0.001735-0.00154732j -0.000266126+0.00250066j -4.85673e-05+0.0033203j 0.000244016+0.00145959j -0.00140794+0.00302658j 0.00163986+0.000504719j 0.000939316-0.000847875j -0.00196412+0.00141166j -0.000915534-0.000388606j -0.00128091+0.000403266j 0.00062979+0.000534714j 0.00286954+0.00445461j -0.00155753+0.00367947j 0.00350591+0.00432272j -0.0010571-0.000704627j 0.0021299-0.000449995j 0.00271896+0.0047924j 3.91181e-05-0.00613326j 0.00020124+0.00377308j 0.00124183-0.000562727j 0.00160553-0.000525446j 0.000699234+0.000586233j 0.0022765-0.00513953j 4.84527e-05-0.000457661j 0.00105342-0.00125975j -0.00201929+0.000187489j -0.00179591+0.00130012j -0.00140703+0.00156453j 0.00028159+0.000984702j 0.00205331+2.42083e-05j 0.0011129-0.00224038j -0.0025376+0.00050419j 0.000441861+0.00177198j -0.00193472+0.000235679j 0.000705207-0.00220704j 0.00151953-0.000183129j -0.000980491+0.00209085j 0.00157437-0.0023079j -0.000253661+0.000220158j -0.000628203+0.000325456j 0.000201732+0.00229534j -0.00560876+0.00194824j -0.00138949+0.000230382j 0.00088889-5.43044e-05j 0.0044006-0.000657784j -0.00333173+0.00180955j 0.000774298+0.0012992j 0.000865715-0.000228386j 0.00275662+0.00255814j 0.00030973-0.000951406j -0.00385388-0.00275197j 0.00340485+0.00220823j -0.00122527-0.000672848j 0.00234032+0.000962427j -0.00227689+0.000188804j 0.000473095-0.00153177j -0.0011863-0.00347155j -0.00154185+0.000413722j -0.00134621+0.00279779j 0.00307054+0.00290047j 0.00265348-0.00200583j 5.98184e-05+4.20472e-05j 0.000828522-0.00223053j -0.000688283+0.00177757j -0.00191466-0.00166525j -0.00151656+0.000155123j 0.00113889+0.00196578j 0.000630434-0.00181478j -0.00251101+0.00111319j -0.00174551+0.00138985j 0.00207097-0.00184767j -0.000111985+0.00117649j 0.00271171-0.000164842j -0.00169252-0.00107595j 0.00113671-0.000970075j -0.00167765-9.22226e-07j 0.00118513+0.00091667j 0.00206395+0.000352736j 0.00200619-0.00105446j 0.00179443+0.00117649j -0.00215684+0.0013711j -0.00128165-0.0027876j -0.00211643-8.35819e-06j 0.000157335+0.00161547j 0.000992987-0.000865664j -0.00189662-0.00133238j -0.000606145-0.000865736j 9.50964e-05+0.000731043j 0.000120076+0.000967945j -0.00106868-0.00247565j 0.00040319-0.0011397j 0.00102445+0.000529988j 0.00027205+0.000451072j 
0.000174249+0.000380559j -0.00029885-0.000524205j -2.31434e-05-0.000451986j 0.00061066+9.50869e-05j 0.000387742-0.000161799j 0.000117902-0.000387738j -0.0003104+0.000328624j 0.000658176+0.000178989j -0.000801637-1.24658e-05j 0.000426704-0.00036907j -0.000177167+0.000437648j 0.00056809+0.00030231j -0.000673761+5.72091e-05j -0.000341711+0.000268127j 0.000392501+0.000811203j 0.000495308-0.00114295j -1.95431e-05+0.000712169j 0.000581393-0.00177956j -0.00137287+0.000289256j 5.09826e-05-7.23771e-05j 0.000115417+0.000333363j -0.000828653-0.000768439j 0.00123888+0.000783491j 0.000679861-0.000924155j 0.000803448-0.00221404j -0.000651681+0.00180053j 0.00139923-0.00141736j 0.000199364+0.00100201j -0.000556231-0.000541224j -0.00142346-0.000604557j -0.000634022+0.000985642j -0.00154948+0.000917887j -0.000570849-4.23824e-05j 0.000500681+0.00069375j 4.61121e-05-0.000461029j -0.000131828+0.00104037j 0.000906425+0.00109484j 0.000741349+0.00085817j -0.000663635-0.000460158j -0.000986275-0.000391788j 0.000217819+8.68621e-05j -0.0031306-0.000817314j -4.73714e-06+0.00149233j -0.00137885-0.000385128j 0.000123741-0.000289115j 0.00102604+0.000685072j 3.24562e-05-0.000261323j -0.000889777-0.000425007j 0.000925176+0.000362835j 0.00119489+0.000625185j -0.000167788+0.00100181j 0.000569828-0.000209582j 1.75421e-05-0.00113143j -0.000728998-0.000663524j -0.00150534-0.00229824j -0.000137373-0.000507976j -0.000578184-0.00200315j -0.000694923-0.000113893j -0.000682205+0.0018315j -0.000495665+0.000684606j 0.000527438-0.000937141j 0.000291616+0.00245117j -4.43493e-05+0.000786299j -0.00175162-0.000275964j 0.00110941+0.000335086j 0.000586247+0.00190594j 7.00241e-05+0.000780422j 0.00111863+0.000453273j -0.000792915-0.000466289j 0.000194743-0.00186909j 0.000936893+2.9816e-06j 0.000267514-0.000181797j -0.00194528-0.00107895j -0.00168866-0.000248421j 0.000373026+0.000206643j -0.00139474+0.000779067j 0.000265632-0.000471407j 0.000877103-0.00181101j 0.000452423-0.000194231j 0.000498982+0.000226173j 0.00195008-0.000915009j 0.00158554+0.000799854j 0.000143297-0.000642042j 0.000698926+0.00132968j -0.00110071+0.00134825j -0.00239922-0.000540338j -0.000743119+0.000340367j 0.00151208+0.000763233j 0.000307345+0.000810896j 0.000727395-0.000348996j -0.000196537+0.00138706j -0.000158444-0.000364884j 0.000379079+0.000671815j -0.00236131-6.15324e-05j -0.000889016+0.00231568j 0.000500967-0.00108441j -0.000911025+0.0001937j 
