0.176391+0.0867161j 0.0868013-0.178j 0.218462+0.124588j -0.138556+0.249813j 0.183665+0.117803j -0.00334472+0.15219j -0.0542586+0.0986883j -0.118462+0.161882j 0.0976538-0.0807969j 0.0592635+0.0487647j 0.123161-0.0366077j -0.0788506-0.0592977j -0.0249518+0.00950684j -0.0730326-0.0118534j 0.156496-0.00795325j -0.0925962+0.0197005j -0.0243526-0.00930085j 0.0540323+0.0485634j -0.0404265+0.0969776j 0.117413-0.00903821j -0.0169538-0.00397189j -0.103957-0.118196j -0.102193-0.0422535j 0.0765677-0.0307415j -0.144547-0.145062j 0.00481381+0.185239j 0.0538452-0.244261j 0.224185-0.0087306j -0.0388152-0.323949j 0.321505-0.0393722j 0.176952-0.125641j 0.122422+0.176257j -0.0684774-0.108857j -0.113154+0.0713024j 0.0541404+0.050535j -0.00954257+0.069788j -0.0400313+0.0472921j -0.0628528+0.0168582j 0.039197-0.00525355j 0.0251531+0.0114049j -0.0398378-0.00434697j -0.0264007-0.0376464j -0.0133693-0.0225775j 0.0109275-0.0116934j -0.00798488-0.0118867j 0.00524763+0.00883154j -0.0116055-0.025438j 0.0230418+0.0067361j -0.00415636-0.00696922j 0.00788261+0.00583071j -0.000244882+0.000652955j 0.0158015-0.0310549j 0.00362249-0.00474271j -0.00744836-0.00329844j 0.012452+0.0198082j 0.00391004-0.0131366j -0.00400864+0.0141554j 0.00776486-0.00768972j 7.90174e-05+0.00409775j -0.000548415-0.00044931j 0.0179744-0.00305372j -0.0103583-0.0203775j 0.0106498+0.00678515j 0.00977266-0.0197423j -0.00783282+0.0094113j 0.000907478-0.0143587j -0.0207013+0.0127855j 0.0177985+0.0151363j -0.0115148+0.0321155j 0.0297558+0.00917713j -0.00253363+0.042248j -0.0419932-0.00230574j 
0.00026164+0.000681318j 1.27647e-05+0.000529499j -0.000919639-0.0010142j -0.00105838+0.000922625j -0.00051892+0.00190952j 0.00135395-0.00245713j -0.00113979+0.00112555j 0.00294659+0.000693157j -0.00140381+0.00359254j 0.000398825-0.00290162j -0.00305965-0.00125716j 0.00388961+0.000280575j -0.00206937-0.000844032j 0.0010967-0.00190638j 0.00416257+8.80138e-06j 0.000706839-0.00342671j 0.00705217-0.00265527j 0.00201561-0.00127566j -0.000701028+0.00388513j 0.000193129-0.00166269j -0.00281167-0.00211197j -0.000555693-0.00291574j 0.00118592+0.00118545j 9.55587e-05+0.00594499j -0.0047579+0.00229411j -0.00482057+0.000239426j -0.00096044-0.00279322j -0.00182719-0.000403184j 0.000984032+0.000802403j 0.00183052-0.000909061j 0.000969376+0.000446396j 0.000912844+0.000693417j -0.0014735-0.000692191j 0.00127113+0.000993925j -0.000841212-0.00168753j 0.000343235-0.00225475j -0.000871246-0.000465199j -0.0020368+0.00133691j 0.00196215-0.00256204j 0.000807669+0.000254929j 6.21614e-05+0.000349515j -2.61033e-05-0.00198387j -0.000834002+0.000492882j 0.000973976-0.00227107j -0.00154352-0.00248073j 0.000209612-0.000667454j 0.000379566+0.000929806j 0.00125782+0.000724265j 0.000485679-0.000822095j -0.000940728+0.00214244j 0.00159157+0.00261294j -0.00308314-0.000247872j 0.00140421+0.00158286j -0.00077465+0.000249658j -0.00337199+0.00212301j -0.00189282+0.00138817j -0.00174133-0.00297501j -0.000210376+0.00090655j -0.00498542+0.000157081j -0.0019581-0.00259679j 0.000910249+0.000948738j 0.0012408-0.0022021j -0.00278064-0.000953352j -0.00336133+0.000150785j 0.00232003-0.0013531j -0.000167446+0.000991771j -0.00040155-0.00362512j 0.000464199+0.000795498j -0.0010611+0.000691879j -0.00172663-0.00179027j 0.000657422-0.000376425j 0.000566528-0.000288768j 
-8.84134e-05-0.000154667j -0.000846465-0.00153869j 0.000788854-0.00168939j -0.00120889-0.00160498j 0.00142204-0.00135144j 0.000477366+0.00120845j 0.00111078+0.000459089j 0.000114473-0.000636975j 0.00113462+0.000285582j -0.00272843+0.00104917j 0.000291407+0.00182854j -0.00089902+0.000935783j 0.00241801+0.000811561j 0.000478759+0.00263574j 0.00076898-0.000943192j -0.00118428-0.000604746j -0.00430146+0.00314934j -0.000165568+0.00437459j 0.000305656+0.00120437j 0.00304846+0.00262103j -0.00399073+0.00287498j -0.000426539-0.00166647j -0.0014242-0.000938676j 0.00367468-0.0019879j 0.00166385+0.00121459j -0.000767897+0.00384639j -0.000288998-0.00208595j -0.00333736+0.0013148j 0.000512344+0.000707113j -0.00132238+1.7706e-05j 0.00106943+0.000938063j 0.00089814+0.000906772j -0.0013904+0.00176853j -0.00121648+0.00151536j -0.000983499-0.00135907j 0.00148892-0.00225491j 0.00168754+3.24361e-05j -0.000978882+0.00153221j 0.00241131-0.0028949j 0.00552776+0.00158858j 0.000560724-0.00112045j -0.000443327-0.00116161j 0.000787084+0.00156354j 0.00378807+0.000828689j -0.00455851-0.00140028j -0.00175453-0.00115966j -0.00229482+0.00139542j 0.00341684+0.00129002j -0.00210462-0.00230928j -0.00124106+0.00179863j 0.00659365+0.00334017j -0.00568196-0.00386082j 0.00629617+0.00149179j -0.000677922+0.00222937j -0.00714133+0.00501359j -0.001925+0.00369895j -0.00371185-0.00188839j 0.00517374+0.00141146j -0.00655352-0.00320786j -0.00456269-0.00302294j 0.000852692+0.00248703j 0.00268631-0.00386499j -0.00547445-0.00159315j -0.00168862+0.00139592j 0.00486415-0.00241993j -0.00306845+0.000713913j -0.00121169-0.00379666j 0.00339823+0.00134579j -0.00256975+0.00279909j -0.0029946-0.00169616j -2.57723e-05-8.69667e-05j -0.000372515-0.000759011j 
0.00168048-0.00354786j -0.00029533-0.000104304j -0.000514844+0.00478911j 0.0040968+0.00196336j -0.00279469+0.00115238j 0.00246642+0.00213441j 0.000333114-0.00117623j -0.00150027+0.000102993j -0.00176729+0.000887186j 0.000464324+0.000230763j 0.00312645+0.00146192j 0.00258822-0.0016613j -0.00214397+5.51909e-05j 0.00200899+0.00300768j 0.00334694-0.00253485j -0.00254662-0.00648011j 0.00356219+0.00229021j -0.00357219+0.00153075j -0.000974097-0.000391518j -0.00106632+0.00129495j -0.000876647+0.000675116j -0.00159702-0.000179014j 0.00155636+0.00119848j 9.88714e-05-0.000592085j 0.00106133+0.00054358j 0.00102631-0.000274813j 0.00270061+0.00197963j -1.59057e-05-0.0035404j 0.000936275+0.00120634j 0.00359409-0.000283797j -0.00201722-0.00103983j -0.000775364+8.27266e-05j 0.00134454+5.30778e-05j 0.00184333-0.00127271j 0.00139828-0.000118789j 0.000292979-0.00171937j -2.72873e-05-0.00337855j -0.000522682+0.000354418j 0.00143047+0.00164947j -0.00201035+0.00168992j 0.00142668+0.000109266j -0.00199667+0.00124442j -0.00151115+0.000842512j -0.00347848+0.000335607j -0.000232416+0.00370413j 0.000759858-0.00173492j -0.00329685+0.000336455j -0.00118348-0.00251801j -0.00283121+0.000782526j 0.00379947+0.00266944j 0.000460611+0.00118634j -0.00334234-0.00318552j -0.00111224-0.00354857j 0.00270536+0.00704359j 0.00363363+0.00161301j 0.00351666+0.00123823j -0.00514586+0.00460142j -0.00366537-7.27144e-05j -0.00140743+0.000640988j -0.00475848+0.00568175j 0.000452241-8.54828e-06j -0.000600518-0.0037537j -0.000892652+0.00193018j -0.000148612-0.0036447j 0.00541131-0.0032349j -0.00177292+0.000616967j 9.40977e-05-0.00424294j 0.00415608+0.0028744j -0.00372435+0.00256303j -0.00282802-0.00243118j -0.000225588-0.0009049j 0.00106173-0.00138569j 
0.000435091+0.00165743j 0.000305464-0.000190725j -0.00139607-0.00131464j -0.00119283+0.00068241j -0.000324656-0.00151196j -0.000849658-0.000513085j -0.00236519+0.000400896j 0.0019609+0.00213316j -0.00109417+0.00298676j -0.0013735-0.000358756j -0.00104956-0.00334101j -0.000706174-0.000504013j 0.00160278-0.00139569j -0.00284899+0.00484006j 4.94077e-05+0.00346414j 0.00385821-0.000415746j -0.00216519-0.00153963j 0.00185829+0.00069569j -0.000411403-0.00184371j 0.00114817-0.00449871j -0.0016726-0.000977365j 0.00175222-0.00237922j -0.00191092+0.00086619j -0.00181506+0.00280607j -0.00171522+0.000797106j -0.00191237+9.49235e-05j 0.000156657+0.000113266j 9.43627e-05+0.000108034j -0.00170557+0.000723735j -0.000189376+0.00165946j 0.000786567+0.000439731j 0.00010929+0.000459046j 0.000207494+0.000875667j -1.40641e-05+0.000648098j 0.00217589+0.000944625j 0.00217367+0.00154695j -0.00305902+0.00174967j 0.00183781-0.00179738j 0.00243738-0.00134462j 0.00138146+0.00372724j 0.0046063-0.00122429j -0.00119077+0.00195905j 0.00221027-0.00515042j 0.00310028+0.00144696j -0.00145643+0.000909063j -0.00362474-0.000950293j -0.00364399-0.000725155j 0.000964042-0.00043084j 0.00222678+0.0020601j 0.00364784-0.000930463j -0.00514062+0.000719143j 0.002471-0.00323113j 0.0049069+0.00386687j 0.00317247+0.00123308j -0.00486423+0.00275411j -0.00812004-0.000501248j -0.00450474-0.000162937j -0.00268424+0.0041573j 0.000747971-0.0047488j 0.00366695-0.0038079j -0.00114591-0.000190419j 0.00174098+0.00427391j 0.0013526-0.00144264j 0.000232585-0.00117133j 0.000377432+0.00273117j -0.00125323-0.00192346j 0.00371838+0.000312629j 0.000239444+0.00153952j -0.00208503-0.00216202j 0.000651261-0.00113398j 0.000742735+0.000345189j 0.000644846+0.000782652j 
-0.000266694+0.000329793j -3.05118e-05-0.000725912j 0.00143663-0.00196849j 0.000228628-0.000704482j 0.000892644+0.000906432j -7.8485e-05+1.73127e-06j 0.00189735-0.00228143j -0.00265227+0.000323475j -0.00514557+0.000812405j -0.000936203-0.001401j 0.00304538-0.000502445j 0.00221608-0.000676727j 0.00203525+0.00447266j -0.00486316-0.000744878j -0.000412711+0.000222804j -0.00012027+0.00486862j 0.0041422-0.00339309j -0.000884514+0.00183207j 0.00273932+0.00209566j 0.00809076+0.00240965j -0.00139541+0.000161053j 0.00148091-0.000883627j -0.000959404-0.00162251j -0.000399954-0.00165191j 0.000458481-0.00126374j -0.00167291-0.000185274j -0.000884133-0.00171919j -0.00221363+0.0013225j 0.00129075+0.00125209j -0.00190242-0.000997684j 0.000941135+0.000715281j 0.000766229+0.000751075j -0.000640049+0.00165337j -0.000331556+0.000800547j 0.00106737-0.00232883j -0.000853654+0.00221305j 0.000856241-0.00262627j 0.00073234+0.00332581j 0.00466237+0.00362233j -0.00377404+0.00137781j -0.00300877+0.00121815j -0.00500408-0.0026007j 0.00627883+0.00174618j -0.00233328-0.0015992j 0.0045135+0.00289052j 0.00320745+0.00207031j -0.00353574+1.19519e-05j 0.000439895-0.00169699j -0.0043755+0.000564249j 0.0048363+0.0034343j -0.000852012-0.00272805j -0.0012751+0.000698286j -0.00231581+0.0033583j -0.00647983+0.00497747j -0.00347563+0.00347607j -0.000915198+0.000696314j -0.00705143-0.00531403j -0.00661578+0.000182897j -0.000113071-0.00318471j -0.0035948-0.00127056j -0.000199202-0.00106338j 0.00156886-0.00448197j 0.000430358-0.00133714j -0.000644156-0.00315723j 0.00232706-0.00232615j -0.00208834+0.00187465j -0.00146135-0.00423593j 0.000621561-0.000256432j -0.00124864+0.00200076j -0.00242751-0.000559871j 0.000131287-0.000329338j -0.000384579-0.000557539j 
0.00102702+0.000570136j -0.000813101-0.000414324j -0.00076751-0.00101724j -0.000926161+0.00103052j -0.000690839+0.00047307j -0.000900388-0.00122464j 0.000400926+0.000375391j -0.000462462+0.000814667j -0.00122835+0.000297654j 0.00126374-0.00153036j -6.90355e-05-0.000798431j 5.96815e-05-0.00128697j 0.000660524+0.00666254j 0.00627835+0.0029677j 0.00350413+0.00386192j -0.00117829+0.00467886j 0.00182647-0.00394364j -0.00153476-0.00419742j -0.00155006+0.0010509j -0.00312362+0.000643063j 0.000248828-0.00358225j -0.0043762-0.00303255j 0.00250355+0.000690191j 0.0024899+0.00211503j 0.00226732-0.00026408j 0.000909171-0.00139636j -0.000625515+0.00076682j 0.000753764+0.000362867j -0.00135167+0.000530207j 0.000244976+0.000602289j 0.000246998-4.50949e-05j -3.3202e-05-0.000583793j 0.000515195-0.00098692j 0.000317349+0.000132376j 9.35713e-05-0.00254898j -0.000930261+0.00217452j -0.000895524-0.00101595j 0.000836075+0.000813861j 0.00330362+0.00288348j -0.00643362+0.0016632j -0.00143564+0.000183046j -0.00128512-0.00096943j 0.00449289+0.00021665j -0.00277922-0.00234229j 0.00813993+0.00192447j 0.00524027+0.0028739j -4.52306e-06-0.000224186j -0.000332537+0.000532888j -0.00204502+0.00181426j 0.00414512+0.00137644j -0.00575075-0.00168042j 0.00146493+0.000666783j -0.00392259+0.00336879j -0.00440179+0.00267964j 0.00242052+0.0010824j -0.000104257+4.7081e-05j -0.00106627-0.00242404j -0.00594456+0.00162723j 0.00116389-0.00314996j -0.000896019-0.000488463j -0.000539515-0.00261225j 0.00049561-0.000519306j 0.00535764-0.0029944j 0.000915773-0.00440679j -0.00135666+0.000484693j 0.000220388-2.85534e-05j 0.000175829-0.00105893j -0.00228433-0.00261149j 0.00111729-0.000439941j 0.0013045+0.00140509j -0.00041684-0.000158863j 0.000402957-0.000118112j 
-0.000655438+0.000651158j 0.000434079+0.00011503j 0.00148442-0.000483825j -0.000126999-0.000552874j -0.000656779+0.00169162j -0.00128978+0.000361236j -0.00316147-0.0009624j 0.000656462+0.00182126j -0.00170092-5.98785e-05j 0.000355649-0.00151805j 0.000760383-0.00383359j -0.000763354-0.00161348j 0.00131341-0.00285236j -0.00457839-0.00781601j -0.00567514+0.000737063j 0.00300239+0.00466451j 0.000112112-0.0055782j 0.00196162-0.0010608j 1.25537e-05-0.00348614j 0.00080931-0.00364819j 0.00595518-0.00299264j 0.00212985+0.00640185j 0.000857386-0.00176995j -0.0056371-0.000161268j -0.00142877-0.00377407j 0.00201508-0.00364857j 0.00261617+0.000996549j 0.00184125-0.00115171j 9.2618e-05+0.000578685j -0.000890785+0.00119596j -0.00148576-0.00107437j 0.000683819-0.000796827j 0.00216472+0.000787798j -0.000259937-0.000998979j 0.00162435+0.000266626j 0.00050885-0.00161492j 0.00101475+0.00124374j 7.13851e-05-0.00244655j -0.00278422+0.000372675j 0.00192277+3.76411e-06j 0.0001673-0.00346067j 0.00325678+0.00233009j -0.00300919-0.00238532j 0.000127077+0.000877232j 0.00147884+5.35871e-05j 0.000745327-0.0005318j -0.000298844+0.00207606j -8.91727e-05+0.000433583j 0.00168688-0.000826061j -0.000702078-0.00304749j 0.000144728+0.00222828j 0.000244291-0.00389872j 0.00215161-0.00319136j 0.00214304-0.000904495j 0.00611863-1.49529e-05j 0.00267692+0.00290525j 0.00301519+0.0072973j 0.00353285+0.000359083j -0.000743218-0.00244048j -0.00171933+0.00295354j -0.000148483+0.00124285j 0.000401341+0.00168327j 0.00154635-0.00198397j 0.00301611-0.000616148j 0.000623605+0.00214281j -0.00135215-0.00266809j 0.00230824+0.00100481j -0.000529953+0.00102067j -0.000183696-0.000999463j 0.00106593-0.000768555j -8.09024e-05+9.07723e-05j 0.000372388+2.43066e-05j 
-0.000631869+0.000697388j -0.000610427-0.000637374j 0.00201696-0.000800721j -0.00232299-0.00127767j -0.00203229+0.00114321j -0.000497145-0.000838497j -0.00188579+6.0415e-05j 0.00294968-4.04574e-05j 0.000630495-0.0026286j 0.000380709-0.00262747j -0.00330683-0.00322834j -0.00237081-0.00018279j -0.000170085+0.00199447j 0.00387621+0.000157204j -0.00212407+0.00594741j -0.00242354+0.00697341j -0.00208507-0.00356814j 0.00327838-0.00139807j -0.00346003-0.000739574j -0.00257829-0.00278961j 0.0054223-0.00263068j -0.00352775-0.00138167j 0.00237218+0.000972133j -0.000177395+0.00301324j 0.0010519-0.000800297j 0.00201914-0.00115789j 0.00222834-0.00158739j -0.000722424-0.000673734j 0.00010718+0.00152651j 0.000448745+0.0013036j -0.000550527+9.79394e-05j 0.00123661-0.000362998j 0.00136104+0.00164127j -0.000519857+0.000327273j 0.00169339+0.000628979j -0.000363724-0.00304776j 0.00118472-0.00222847j -0.00059797+0.000405513j -0.000931405+0.00320198j -0.00125301+0.00189127j 0.00313502+0.00169685j -0.00194272+0.000496299j -0.00183629+0.000696882j -0.00134557+0.00108863j -0.00115037+0.00250106j 0.00444828-0.00485614j -0.000518516-0.00220936j 0.00343423+0.000684359j -0.00317148+0.0010052j -0.00101271+0.00777394j 0.00193889+0.00199674j -0.000797119-0.00458733j -0.00125607-0.000149325j 0.000938425+0.00832535j 7.68654e-06+0.000680098j 0.0036385-0.00027432j -0.00365226+0.00187279j -0.00163496-0.00236374j 0.000221058-0.00104079j -0.00974659+0.00335692j -0.000446438+0.00172809j -0.00118008-0.000304284j -0.000384963+0.00173663j 0.00459141-0.00183211j 0.00641956+0.000439801j -0.000948388-0.00272995j 0.00274157-0.00284281j 0.00204962+0.00353677j -0.00317303-0.000306467j -0.00141941-0.00303591j 0.000556755+0.000212279j 0.00052517-0.000312653j 
-0.00143757+0.000137917j -0.000141395-0.000203209j 0.00282078-0.000770781j -0.000871399-0.00221633j 2.5719e-05+0.000704263j 0.00256716+0.000461417j -0.00279488+6.97196e-05j 0.00290158+0.000584016j 0.00794622+0.00437606j -0.00114204+0.00207029j -0.00240568-0.00481437j -0.00265092-0.00391806j 0.00252085-0.00338451j 0.00177737+0.00127526j -0.00169802-0.000353937j -0.00226764-0.0040903j -0.00933566-0.00174719j 0.00186563+0.00305617j -0.00366173-0.00152661j -0.00405589-0.00535998j -0.000675243+0.000555088j 0.000545982+0.00245209j -0.00111162-0.0010213j -0.00280471+0.00131615j 0.000822056-8.86781e-05j 0.000991542+0.00104535j -0.000728991-0.00129719j -0.00230476+0.00213782j 0.000694265-0.00119055j -0.000207913-0.00321185j -0.000157826+0.00129217j 0.000126485-0.000907558j 0.00072997-0.000837221j -0.00163749+0.000263581j -6.69e-05-0.000759111j 0.000397371-0.000276179j -0.00215654-0.000656648j 4.77968e-05-0.000724614j 0.001183-0.00154475j 0.00163639-0.000500141j -0.000949425+0.000235471j 0.000591009+0.00018131j -0.00143463-0.000688295j 0.000494593+0.00045213j 0.000585862-0.000795543j -0.00232229-0.00125941j 0.00172444+0.00118138j 0.000526572+4.98358e-05j 0.00211662-0.000578408j 0.00063667-0.00227581j 0.000110192-0.000852914j -0.00111333+0.00300542j -0.000407185+0.000222014j 0.00210146-0.00473746j -0.00110498-0.00155287j 6.13529e-05-0.00215094j 0.00391661+0.000874818j 0.00192153+0.00230934j -0.000418828+0.00103135j 0.00528694+0.000392211j 0.000254263+0.000255611j -0.000993119+0.000535528j 0.000423815+7.44156e-05j -0.00316168+0.000304564j -0.00187151-0.00260271j 0.000321374+0.00268575j -0.00181055-0.000667448j 0.00157831-0.00177107j 0.00126765+0.00212606j -0.00229616+0.00122509j 0.000308064-0.000363808j -0.00065147-0.000164817j 
0.000192822-0.000196946j -0.00088179-0.00067616j 0.000979036-0.00170953j -0.00136294-0.000139089j -0.00117931-0.000491946j 0.00118974+0.00213329j -0.00117233+0.000347172j 0.00412641-0.0012828j 0.00423637-0.00348287j -0.00179688+0.00170728j -0.00268101+0.00027741j -0.00240936+0.000726881j 0.00153087-0.0077485j -0.00573987-0.00277362j -0.00418981-0.000673936j -0.00194238-0.00471434j -0.00797786+0.00767532j 0.00151881+0.00857412j -0.00218648-0.00217409j 0.00235558-6.49221e-05j -0.000617061+0.0056112j 0.00155739+0.00272593j -0.00276153-0.00115546j -0.00102647-0.00218054j -0.000579791+0.00157997j -0.000787271+0.00158884j 0.00148461-0.00320273j -0.00185104+0.000468052j 0.000453048+0.00201639j -0.000463504+0.000594351j 3.44562e-05+0.000456446j 0.000607758+0.000609375j 0.00140172+0.000787209j 0.000209816+0.000220282j 0.00122355-0.000967019j 0.00108812-0.00289678j 0.00075529-0.00106954j -0.00167644-0.0023047j 0.00149964-0.00161554j -0.000389033+0.000410105j 0.00046565-0.00239877j 0.00242397-0.00171111j -0.00193824-0.000481009j -0.00190821+0.000678139j 0.000422416+0.000871644j -0.00160251+0.00226822j -0.00244079+0.000652795j 0.000854196-0.00351385j -0.00242257-0.00351005j 0.00169209-0.00168571j 0.00177811+0.000182839j -0.000412895-0.00411373j 0.00463505-0.00321432j -0.00261036-0.00014097j 0.00534532+0.00538669j 0.000615987+0.00322707j 0.00173169+0.00317077j 0.00456707-0.00149057j -0.00338135-0.00184044j -0.00110513+0.0035041j 0.00182958-0.000671748j 0.00161577-0.00101137j -0.000188322-0.00335185j 0.00175697-0.00283231j 0.00302609+0.00201726j -0.00399491-0.0015979j 0.00262549-0.00133523j 0.00034025+0.00232229j -0.0023299-0.000292394j 0.000286963-0.00229647j 0.000230938+0.000137445j 0.000469343-0.000355151j 
-0.00221282-0.00261902j 0.00205041+0.0016994j 0.000364061+0.00374947j 0.00804339-0.0020136j 0.00264499+0.00158698j 0.000628477-0.00491006j 0.00157355+0.00483171j 0.001926+0.000177786j 0.00367867+0.00410021j 0.0006956+4.04712e-05j -0.00220817-0.00100736j -0.00318947+0.00632054j -0.0034028+0.000289916j 0.00392137+0.001368j 0.00100297-0.00344533j 0.00261373+0.00166377j -0.000734007+0.00164492j 0.00399137-0.00141237j 0.00140702+0.00461751j 0.00275428+0.00173817j -0.00583197+0.000792128j 0.00257475-0.00418037j -0.0017854+0.00596373j 0.00325064+0.00273306j -0.00202513-0.000154319j -0.00537223+0.000739486j 0.00352339-0.00465225j -0.000370011-0.0010916j 0.00376319+0.00369453j 2.78804e-05-0.000645228j 0.000704549+0.000914402j 0.000747387+0.00386979j -0.00593422+0.000846109j 0.000335463-0.00641602j -0.00296942-2.54152e-05j -0.0031477+0.00277064j 0.00363759+0.00305081j 0.00404398+0.00423393j -0.0030587+0.00275376j 0.00111717+0.00241549j 0.003141-0.00408268j 0.00204775-0.000145646j 0.00669988+0.00575638j 0.00486204+0.0040336j -0.00106475-0.00134805j 0.00333608+0.00373083j -0.00352504+0.002058j -0.00393617+0.00692288j -0.00416937+0.00293989j -0.00237565-0.002154j 0.00514898-0.000400035j -0.00305897-0.00460664j -0.00133353+0.00119128j 0.00051662+0.00586536j 0.00529835+0.00062678j 0.00310246+0.00297177j 0.000634656+0.00269139j 0.00234425-0.000746071j 0.00156117-0.00290499j -0.00533674+0.00696928j 0.000986611-0.000390679j -0.00120764+0.000687343j 0.00215275-0.0013791j 0.00760857+0.00330601j -0.00141059+0.00271362j 0.000485555-0.00766438j 0.00148733+0.00596638j -0.00028632-1.70353e-05j -0.000250471-0.00223778j 0.0049905-0.00156946j -0.00118939+0.00204141j -0.000701746-0.00163057j 
8.01669e-05+0.000371729j -0.000236284+0.000109955j -0.00122221-3.59498e-05j -0.000244017+0.000161874j 0.000844142-0.000517673j -0.00123831-0.00139231j -7.13819e-05+0.00183494j 0.00044617+0.00111543j 0.00289825+0.00194646j 0.00112291+0.00229521j 0.00185784-0.00031643j 0.00265719+0.000597396j -0.00126867-0.0005374j 0.00106047-0.0011861j 0.000286555-0.00354863j 0.000662328-0.00698128j 0.00154917+0.00372225j 3.03785e-05-0.00113051j 0.00106302+0.000140868j -0.00183935-0.000702113j -0.0040952+0.00188722j 0.00273759+7.74163e-05j -0.000582301-0.000193835j -0.00018007-0.000741134j -0.000205578-0.000455663j 0.000502351+0.000356873j -0.00117064+0.00134294j 0.000300239-0.000590153j -0.00173697-0.00103817j 0.000738438+0.000741436j 0.000484035-0.000221786j 0.000180045-0.000150485j -0.00101743-0.00126875j -0.000538928+0.000490263j -0.00101637+4.51842e-05j -0.000788355+4.87244e-05j 0.00036414+0.00162129j 0.000813611+0.00103634j -0.00021739+0.0003383j 0.00227658-0.00096249j 0.00253616-0.00150216j 0.000458471+0.00155155j -0.00100409+0.00375367j 4.3719e-05-0.00420353j 0.00475778+0.00138396j 0.00690582-0.000467966j 0.00038346-0.00336555j 0.00305937+0.000616262j 0.00315859+0.00780866j -0.000526623+0.0053857j -0.000870347+0.0052955j 0.000270427+0.00156164j -0.00393758+0.0028231j 0.00455651-0.00241461j -0.0045231-0.000891655j 0.000828331-0.000861931j -0.000431522-0.00371757j -1.49696e-05+0.00109753j 0.00108997+0.0034625j -0.00648118-0.00388857j -0.00417169+4.06619e-05j -0.00013781+0.00383562j 0.00097569+0.00377841j 0.000757489-0.00208507j 0.00179811-0.00201307j 0.00218296-0.000595932j -0.00241248-0.00188716j -0.000168886-0.00201501j 0.000631997+0.000517505j 0.000428738+0.00103611j -0.000256453-0.000236106j 0.000137931+0.000156116j 
0.000368401+0.000188824j 0.000311262+0.000105975j -0.00094729-0.000111005j 0.000523258-0.000549936j 0.000774269+7.32495e-05j -0.00142481-0.000448344j 0.000294888+0.000414568j 0.00307811-0.000623338j 0.00532013-0.00191832j 0.00252838-0.000280412j -0.00192165-0.00288561j 0.00280063-0.00338225j -0.00067255-0.00160276j -0.00640711-0.000866174j -0.00240968-0.000884115j -0.00417101-0.00653595j 0.0045383+0.0016129j 0.000586473-0.000901441j 0.00175838-0.000122583j -0.00125481-0.00216056j -0.00126204+0.00553683j 0.00469677-0.0036456j 9.85863e-05+0.00220685j -0.0031011+0.00328638j -0.00360262+0.000954401j -0.00135511+0.000444091j -0.00162955+0.000250218j 0.000863224+0.000229593j 0.00137857+6.49869e-05j 8.29788e-05-0.000789342j 0.00049022-0.000401585j 0.000245313-0.00051504j -0.00070576+0.00140096j -0.000686131-0.00081885j -0.00153312-0.00018268j 0.000987929+0.000122944j 0.00152905+0.000647836j -0.00043742+0.000161266j 0.00103875-0.00191773j -0.00183001+2.52968e-05j -0.00371437-0.00176978j 0.00100582-0.00243671j 0.00016997+0.000805897j -0.00390593-0.00231372j 0.00322592-0.00318216j 0.00467699+0.000198804j 0.00035821+0.000545137j -0.000493111+0.00108073j 0.00362642-0.00113768j 0.000404824-0.00208014j 0.00216984+0.00385486j -0.00129458+0.00103619j -0.000620448-0.000666123j -0.00211322-0.00262283j 0.00324148-0.00106475j 0.00385495+0.00361973j 0.000602325-0.000909934j 0.00121185+0.00088056j -0.0014419+0.00242102j -0.00331368+0.000567949j -0.00104674+0.00158402j 0.00181425-0.00197547j 0.000323089-0.00273829j -0.0031892-0.00264354j -0.000416755-0.000732398j -0.000843328+0.000679342j -0.00113311-0.00149594j -0.00290307+7.43707e-07j 3.71188e-05+0.000690082j -0.000177516-0.0013523j 0.000252542+0.000268131j -0.000512732-0.000244492j 
