0.0873195-0.291501j 0.292114+0.084278j -0.000602652+0.15413j -0.16463-0.00955712j -0.00864978+0.120175j 0.0561529+0.0726299j 0.120086+0.0434731j 0.11349-0.108588j 0.087098+0.0749677j -0.0375065-0.0236518j -0.114566+0.0149707j 0.0578033+0.0489669j 0.056033-0.191053j 0.0332759+0.0971823j 0.0570302+0.0747126j -0.00172363+0.0747712j -0.155934+0.0542869j 0.016793+0.0884355j -0.0646325+0.0278741j 0.156868+0.00322597j -0.126023+0.039471j -0.108967+0.0530354j 0.054691-0.0343535j 0.0675377+0.0627821j -0.0247587-0.0316951j 0.100761-0.0450345j 0.046793+0.00940523j 0.0381407+0.151827j -0.0129436-0.0377145j -0.0177954-0.0140075j -0.0994817-0.0907131j -0.0356739-0.0302441j -0.0262622-0.0295267j -0.0530649+0.0289681j -0.0525174-0.11792j -0.161435-0.0673295j -0.100783-0.0628099j 0.0520134-0.00646195j -0.00400054+0.16377j -0.0662985-0.0437224j 0.0135248-0.0876171j -0.0383354+0.0231149j 0.0908301-0.119087j 0.0788554-0.157656j -0.0190722-0.0152227j -0.0946675-0.0359027j 0.0248646+0.0298676j -0.0647664+0.0421478j -0.109864+0.0500441j 0.0731788+0.0927146j 0.0133339-0.0255848j 0.0261412+0.0739744j -0.144045+0.166088j 0.152863+0.135093j 0.285114-0.00202367j -0.00447172-0.284595j 
1.56735e-05+0.000189882j -0.000519098-0.000286837j -0.00135328-0.00183349j -0.000265317+0.000217031j 0.00139538+0.00121954j -0.00112843+0.00191679j -6.79097e-06+0.00250174j -0.00136253-0.00091828j -0.000864009+0.001366j 0.000895487+0.002221j -0.000217169+0.00259253j -0.0015568-0.00221282j -0.000460125-0.000423756j -0.00130631+0.000696861j 0.000994293+0.000342566j 0.00100743-0.00583406j 0.00141459+0.00276962j 0.00171012+0.00111895j -0.000138019+0.00206169j -0.00052937+0.00312304j -0.00151621+0.00167611j -0.00308973-0.00124774j -0.00186732-0.000839235j -0.000142788-0.00379821j 0.00239855+0.00216871j -0.000377689+0.000288251j 0.0007125+0.00234894j 0.00218361-0.00188343j -0.00258564+0.000202967j -0.00016495+0.00217768j 0.00127724+0.00140747j -0.000148135+0.00143224j -0.000664101-0.00331157j -2.80023e-05-0.000332543j 0.0014512+0.00249576j 0.000784258-0.00221149j -0.00096953+0.000586868j 0.00172243+0.00320118j -0.000157529+0.00318674j -0.00214088-0.000715716j -0.00129494+0.000271393j -0.0019346+0.00179322j -6.39596e-05+0.00179333j 0.00087486+0.00233426j -0.00185681-0.00115797j -0.000473781-0.00316927j -0.0026224+0.000907371j 0.00152736+0.00406294j 0.00188735-0.00114244j -0.00137823+0.00200483j -0.000926278-0.000428749j 0.000775537-0.000399357j -0.000448367+5.79609e-05j -3.98587e-05-0.00190645j -0.000515631+9.3881e-05j 0.000370273+0.000544226j 
0.00110873+0.000448686j -0.000161393+0.00143992j 0.00226493+0.00156761j -0.000258713+0.00146816j -0.00124932-0.00160097j -0.000687991-0.00269644j 0.000513148-0.00219125j 0.000357255+0.00106439j 0.00402119+0.00153264j -0.00125934-0.00214954j 0.0016401-0.00175492j 0.00271687-0.00065255j 0.000397454+0.00194871j 0.00143829+0.00287401j -6.28394e-05-0.00178895j 0.00193266-0.000384172j 0.00449146+0.000503778j 0.001304+0.000104922j -0.00251687-0.00225051j 0.0021249+0.00094637j -0.00179939+0.00129168j -0.00345361+0.00190857j 0.000272507-0.00282264j -0.00130998+0.00130748j 0.00458657+0.00245941j 0.0033914+0.002242j 0.00544901+9.37117e-05j 0.00166302-0.00412198j -0.00435127-0.00526894j -0.00201558+0.00364924j 0.000448272+0.00199991j -0.000406553-0.00179349j 0.00104395+0.000409934j -0.0074221-0.00163416j 0.00429081-0.00113784j 0.0062918+1.18801e-05j -0.00048975-0.0013934j -8.19531e-05-0.00288569j 0.00330822+0.000694441j -0.000317105+0.00349921j -0.00173861-0.00411986j 0.0005577-0.00100634j 0.00192253+0.00106428j 0.000411395-0.00308864j -1.58898e-05+0.000335402j -0.000195729-0.000723186j -0.000382934+0.00435481j 0.00537532-0.000366524j -0.00112923-0.00204832j 0.000894197+0.000781729j -0.00313672-0.000899995j 0.000129372-0.000970383j 0.000288273+0.00251337j -0.00223473+0.000794415j -0.00153692-0.000181107j 0.000254128+0.0017402j 
0.000526691-0.000944388j 0.00109141+0.000487812j 0.00159376-0.000374511j -0.000501657+0.00111394j 0.000738397+0.00123763j 0.000459689-0.000552988j 0.00131608+0.000423742j 0.00125682-0.000908488j 0.0010383+0.00194895j 0.0006417+0.00188357j 2.37928e-05-0.00114398j 0.00327684-0.00293326j -0.000245246+0.00179282j -0.000564579-0.00165142j -0.000191795+0.0012469j -0.00166972+0.00242177j -0.00129882-0.00173552j 0.000748662+0.00110616j -0.000417881-2.16007e-05j 0.00280019+0.000404173j 0.00256722+0.00134402j 0.00258689-0.000289796j 0.00146212+0.00134245j -0.0022542-0.00384194j -0.00340222-0.0026438j 1.16582e-05-0.00151322j -0.00167821-0.00360573j -0.00234456-0.0027345j 0.00490179-0.000506977j -0.00173678-0.000789266j -0.00733272-0.00222243j 0.00274021-0.00107018j 0.000525303-0.00224551j -0.00298562-0.000150199j -0.00202807-0.000155785j -0.00160422-0.00240099j -0.00252243-0.00311248j -0.00585878-0.00277079j 0.000586375-0.00598525j 0.00499338+0.00415032j 0.00404493-0.00384634j 0.00321345+0.00192799j -0.000411614-0.00102218j 0.00141596-0.00589041j 0.00364369+0.00107271j 0.00348712-0.00124439j -0.000614468+0.00241795j 0.000324626+0.00110735j 0.00143232-0.000746715j -0.000166489+0.00195384j -0.00162493-0.000374494j 0.00184768+0.000534548j -0.00128543+0.000317025j -0.00149206+0.000403924j -0.000182571+4.21881e-06j 0.000322366+0.000423591j 
-0.000243438-0.00125164j 0.00194039-0.000222725j 0.00200968-0.000984419j -0.00194316-0.00226953j -0.00349179+0.000963057j -0.00126408-0.000401602j 0.000313707-8.27301e-05j -0.000493986-0.00291212j -0.000392525-0.00034456j -0.00203421+0.00132668j -0.00164986+0.000785194j 0.000516434-0.00365644j 0.00289166+0.00328741j 0.00124727+0.00044876j -0.0033795+0.00220863j 0.00116567-0.000368612j 0.000623621-9.0636e-05j 0.0030503-0.000388423j 9.4696e-05-0.00166545j 0.00106127+0.00434905j 0.00401661+0.00352033j 0.00106098+0.000608557j 0.000298637-0.00238671j -0.00263399-0.00420784j 0.000591861+0.00452976j 0.000316567-0.00201634j -0.00034998-0.00119507j -0.00231891+0.00188249j 0.00359898-0.000525344j -0.00156804+0.00169609j -0.00426592-0.00131436j 0.00259322+0.000679462j -0.00786648-0.000807689j 0.0015976+0.00277124j -0.00287124-0.0027038j -0.00252537-0.00341625j 0.0023094-0.00443132j -0.00410475+0.00271646j 0.000794058-0.00164606j 0.00192106+0.00185963j 0.00220629-0.00159497j 0.00341014-0.00524697j 0.000327227-0.00365006j 0.00017447+0.000153617j 0.00246141+0.000526001j -0.000202894-0.000379004j -0.0015915-0.00363076j -0.00301885+0.00299967j 0.00197447+0.00131701j -0.00278583-0.000290433j 0.00278026-0.00202551j 0.0030029+0.00155486j -0.000964655-0.00108441j 0.00148199-0.0016464j 0.000488804+0.000575907j 0.000271096+0.000139427j 
-0.0010748+0.00138227j -0.00152376-0.000721354j -0.000950346-0.000108382j 0.000746587+0.000404743j -0.0020639+0.000531049j 0.000938061-0.000109178j -0.000527423+0.000755987j 0.000372333+0.000953188j 0.000356456+0.000268275j 0.000350231-0.000859151j 0.000242812+0.00194917j 0.000924373-0.00277973j 0.000903813+0.000265148j -0.000163418-0.000658277j -0.000714119+3.63478e-05j 0.000671543+0.00413993j -0.000339779-0.00290912j -0.00224876-0.000369227j -0.00166666+0.00332786j -0.000252731-0.00461911j -9.80755e-05+0.00391183j -0.00157802-9.50675e-05j 0.0020851+0.000685877j 0.000767492-0.00250142j -0.00159449-0.000304979j -0.000990095-0.000489142j 0.0015748+0.00376393j 0.000614208-0.00182473j 0.00300562+0.000769768j -0.000427914-0.00171925j -0.000825336-0.00293781j 0.00381258-0.002423j 0.00441892+8.47735e-05j 0.00314551-0.00374954j -0.000902514+0.000594244j 0.00301132-0.00271095j -0.00213576+0.00157281j 0.00447401+0.000492561j -0.00205602+0.00103734j 0.00116599-0.00168015j 0.00141734+0.00161599j -0.00030801+0.00335508j -0.0020123+0.00127055j -0.00589124+0.000886962j 0.00062528-0.00601952j 0.000216545+0.000305693j 0.00251831+0.0035376j -0.00163392-0.00224069j -0.000235467-0.00298026j 0.00284852-0.000558519j 0.00124078+0.00205222j 0.000716715+0.00161655j -0.00041034-0.000873724j -0.00283658-0.00182094j 0.000155583-0.000732875j -0.000859797-9.54259e-05j 
-0.000231626+1.42574e-05j 0.000141503-0.000558503j -0.000886068+2.45572e-05j -8.17136e-05-0.000538066j 0.000605462+0.000679527j -0.000894526+0.000994387j 2.17371e-05+0.000220523j 8.40272e-05+0.000806408j -0.00251857-0.00238272j 0.000443613+0.001009j -0.00134016-0.000407457j -0.00201392+0.000911264j -0.000254903-0.00439454j 0.000175896+0.000438066j 0.00142496+0.0010395j 0.000306127+0.00181187j 0.00164052-0.00197833j -0.00152894+0.00233888j -0.000679001+0.00211943j -0.00189419-0.000298432j 0.00207785-0.00263722j 8.45531e-05+0.000400918j 0.000188248+0.00453644j 0.00343985+0.00245417j -0.000374879+0.000479611j -0.00423025+0.00316632j -0.00487351+0.000488869j 0.00191013+0.00254869j 8.04984e-05+0.00272595j 0.00188084-0.00390192j 0.00367937+0.00284227j -0.000316043+0.00083073j 0.000652552-0.00183886j 0.00218455+0.000918034j 0.000908484+0.00243271j -0.00257305-0.000150343j -0.00491794+0.0033285j 0.00205664+0.000542296j 0.000781323+0.000359659j 0.000592542+0.00131606j -0.00148744-0.000201636j -0.000189632+0.00223492j 0.00214444+0.001351j 0.00238067+0.00442438j -0.00457297-0.000145447j 0.00126189-0.000220326j 0.000135039-0.00364487j -0.00249659+0.00156014j -0.000842015+0.000194994j -0.00184224-0.003098j 0.00110498-0.00241125j 0.00188035-0.00332952j 0.000302266+0.00170067j 0.000519909+0.00117737j 0.000621011-0.000128713j 0.000115441-0.00046504j 
-0.000227568-0.00102968j 0.00138852+8.57946e-05j 0.00173094-0.000529216j -0.000941049-0.00189113j -0.00343454-5.14099e-05j -0.000307985-0.000584113j -0.000767277-0.000578771j -0.00123317-0.00293208j 0.00199387-0.00013204j -0.00229376+0.000699383j 1.43597e-05+0.00108436j 0.000623556-0.00155288j 0.00391137+0.00170363j 0.00226843+0.000686281j -0.00323487+0.000110459j 0.00106506-0.00314481j 0.00213632-4.9654e-05j 0.00379305-0.000225931j -0.000173054-0.000341111j 0.00180534+0.00256615j 0.000731547+0.00414494j -0.00347462+0.000547377j 0.000685525-0.0051679j -0.00641973+0.000914932j 0.00256547+0.00394997j 0.00426556-0.00184396j 0.00424804+0.000276974j -0.000539138-3.25013e-05j -0.00584831-0.00044476j 0.000408753+0.00364933j 0.00283115+0.000728406j -0.00204233-0.000217892j -0.00229966+0.00413349j -0.000389774+0.000430126j -0.00205494-0.00428577j 0.00208272-0.00119677j 0.00322336-0.00289292j 0.00167503+0.00384263j -6.97863e-05+0.00375347j -0.00593346+0.00100315j -0.00261682+0.000493669j 0.00109413-0.00327139j 0.00146336-0.000889836j -0.00181235-0.000165482j -0.000278587-0.00232129j -0.0042541-0.000413038j -0.000417892-0.000133209j 0.00113668-0.000304282j -0.000404396+6.3258e-05j 0.00017621+0.00090659j 0.000541411+0.000164092j -0.000684661+0.00220475j 0.000161214-0.000253565j 0.00144731-0.000543806j 0.000591004+0.000662364j 0.000486129-0.000537527j 
0.00111092+0.000139284j -0.000468784+0.000795906j -0.00017276-0.00180835j 0.000324636+0.000894598j 0.00352551+0.00104352j 0.00113937+0.000735823j 2.88056e-05+0.000706619j -0.00106044-0.00156565j -0.000263133+0.0011153j 0.00260867+0.00310986j -0.00114722-0.00140763j 0.00210205-0.00027801j 0.000339604+0.000489552j -0.00219414-0.00337212j -0.000408975-0.00148069j -0.0049258+0.000617517j -0.00393945-0.000388245j 0.00284801+0.00192329j 0.00319823+0.000248557j -0.000737731-0.000176093j 0.00137432-0.00140093j 0.000536307-0.00155138j 0.00374686-0.00127328j -0.00210883+0.00381463j -0.00614178-0.00185805j 0.00283064-0.00172521j -0.00106197+0.00202284j -0.00116172-0.00317552j 0.000336052+0.00204258j -0.00225658-3.26516e-06j -0.00044051-0.00240569j -0.00068234+0.00195228j 0.00478445+0.000383227j -0.00214353-0.00109921j -0.00300923-0.000436143j -0.00134512+0.000326124j 0.00144168+0.000312128j -0.00253155-0.000396063j -0.000783922-0.00264667j 0.000185535+0.00273219j -0.000910034+0.00229606j 0.00393477+0.0035275j 0.00155189-0.00130694j -0.000227275-0.00497827j 0.000807162+0.00343935j 0.000501911+5.23419e-06j -0.00151251+0.00246861j 0.00148378-0.000993866j 0.00174747+0.00133411j 0.00151085+0.00247454j -0.00219585+0.00177349j -0.00172073-0.000304363j 0.000260077-9.93739e-07j 0.00182097+0.00127734j -0.000873904-0.000253712j -4.88904e-05+0.0002806j 
-0.0013994-0.00101392j 0.00112944-0.00109024j -0.000264903-0.000420811j 0.0011828-0.0014081j 0.000344909+0.00165193j 0.000100359+0.000230084j 0.000238706+0.00330955j -0.000574947-0.000320564j -0.00110945+0.000610836j -0.0015968-0.000223709j 0.000109703+0.000912971j -0.00181201+0.00150874j -0.000114375+0.000596691j 0.000408602-0.000435402j 0.000696907-0.000736133j -0.000487021-0.00337087j -0.0046538+0.00428081j 0.000511112-0.00124935j 0.00353589-0.00139978j -0.00162432+0.00179587j -0.00222997-0.00267778j -0.000640253+0.000260379j -0.00173276-0.00230855j -0.00415773-0.00328878j -0.00274902-3.84559e-05j 0.00219048-0.00391184j 0.00238419-0.00366232j -0.00144077+0.00251257j -0.000354179+0.00133264j 0.00270941-0.00288582j -0.00151601-0.00279259j -0.00220917+0.00237843j 0.000222158+0.00271245j 0.00621634+0.000856607j -0.000237641-0.000756054j -0.00518758+0.00291509j 0.00290754-0.00233338j -0.00170527+0.00380195j -0.00396059-0.000492399j -0.00646098-0.0056754j 0.00154841+0.00457793j -0.0017108+0.0022316j -0.00277264-0.000677781j 0.000141215+0.00173497j 0.00347255-0.000146221j -0.00112712+0.00191252j 0.000987185+0.000317114j 0.00127361-0.000668464j 0.0013603-0.00180554j -0.000299259+0.00289776j -0.000309903+0.000420121j -0.000772319+0.0018426j 0.000345678+0.00139166j -0.00118711-0.00105374j 0.000709411+0.000339917j 0.000560379-0.0004514j 
-0.00128979-0.000721856j 0.00129464-0.00107584j 0.00110203-0.000357451j 0.000443878-0.00129543j -0.000943611+0.00163718j -0.000174899-0.000880977j 0.00120396+0.000764176j 0.000633738-0.00115183j -0.00241961-0.000401637j -0.0021351-0.00133323j -0.00259946-0.000511253j 0.000738946-0.000507139j -0.000263656+0.00177856j 0.00239113-0.000122877j -2.41366e-05+0.000518492j -0.00452552-0.000695647j -0.00349704+0.00140213j -0.00149211+0.00265477j -0.00120706-0.00117682j -0.00356349+0.000665679j 0.0034277+0.0010497j 0.00077387+0.00378736j 0.00128453-0.000263976j -0.000297162+0.00115785j -0.00153511+0.00355714j 0.000143101+0.000464848j -0.000193241+0.00253003j -9.66464e-05+0.000723104j 0.00378826-0.00240695j -0.000195149-0.00318312j -0.00167579-0.000364468j 0.00580239+0.0040231j -0.000781653+0.00195126j 0.0084201+0.00136703j -5.26441e-05-0.00258741j -0.00490413-0.00255615j -0.000132627-0.000255506j -0.000102074+0.00510288j -6.59201e-05-9.88264e-05j -0.000645756-0.00245683j -0.000987737+0.0029237j -0.000948226+0.00333204j 0.00248109-0.00254901j 0.000612509+0.00356455j 0.00110318+0.000129957j 5.54545e-05+0.000920155j 0.00232941-0.00221926j 0.000119052-3.07384e-05j 0.000238008-0.000881938j -0.000903676-0.000252289j 0.000777209-0.00159817j 0.00251421+0.000315828j -0.000145401+0.00171113j -0.001848-0.000421078j 0.000969086+0.000101506j 0.00042047-0.000327076j 
-0.00123025-0.00118632j 0.00187109-0.00120126j 0.0013962-0.00133411j -0.000191825-0.00154895j -0.000892372+0.00202959j -0.0021012-0.000308932j 0.000361375+0.00229083j -0.00149628-0.00243825j -0.00104948-0.00167451j -0.000670893+0.00321976j -0.00263222-0.00164686j 0.000942437-0.00310368j 0.00302282-0.00166611j 0.00109283+1.82743e-05j -0.000868556+6.50457e-05j -0.000494727+0.00174796j -0.000592386-0.00394359j 0.00491219+0.00331523j 0.00267915+0.00234185j -0.00114475+0.00144271j 0.00429619-0.00183684j -0.00281863+0.00243359j 0.00442111-4.9922e-05j -0.00342897+0.0047512j -0.00466171+0.00368668j 0.00227117-8.55286e-05j -0.00102808+0.00179046j 0.00139762-0.0012025j -0.00202352+0.00376196j 0.000177783-0.00404748j 0.00301758-1.77877e-05j -1.20575e-05+0.00153649j 0.00445555+0.00207476j 0.00120102-0.000889499j -0.00235858-0.000846355j -0.00388007-0.0018768j -0.00436158+0.000498351j 0.000342967+0.00525221j -0.00265129-0.00215497j -0.00193565+0.00478809j -0.00328339+0.000219242j 0.00617852+0.00378035j 0.00505914-0.00293224j 0.000537599-0.000205339j -0.00285494+6.63675e-05j -0.000783889-0.00108927j 0.000294423-0.000438209j 0.00141891+0.00105674j 0.00142621-0.00138871j -0.00210775+0.00119851j -0.00104113-0.00295373j 0.00335444-0.00122229j 0.000403895+0.00357699j -0.00180727-0.000674347j 0.000873347+0.000767407j 0.0016203-0.000135965j 
-0.00143092-0.00184319j 0.00231307-0.00135651j 0.00086242-0.000204179j 0.000119056-0.00132826j -0.000662128+0.000737004j -0.00217627-0.000340025j 0.000605691+0.00263718j -0.00018047-0.000736537j 0.000549042+0.000136251j -0.00106277+0.00232083j -9.3619e-05+0.000108159j -0.00170372-0.00247897j 0.00101291-0.00211042j -0.000424682+0.00100588j 0.0012251+0.00170484j 0.00609383+0.000887364j -2.70468e-05-0.00166337j 0.0024637-0.00163123j 0.00288035+0.00107753j 0.00311576+0.00239139j -0.000298556-0.00341023j 0.00126302-0.000784953j -0.00110723+0.00234969j -0.00324844-0.0074625j -0.00277995-0.000994119j -0.00128553-0.00215591j -0.00188106-0.0075708j -0.000959914+0.00207375j 0.00203499+0.00299282j 0.00262455-0.0040601j -0.00418526-0.000358699j -0.00290234-0.00192715j -0.00184965-0.00175359j -0.000336507+0.00169042j 0.000305035+0.00243646j -0.005407+0.000926067j -0.00484439-0.00335986j -0.0052087+0.000995825j -0.00388498-0.00515485j 0.00183483+0.00076755j 0.00458202-0.00390683j 0.00255604+0.000375297j -0.00229955-0.00038883j 0.00232694-0.000809852j 0.00225091-0.000694882j 0.00311069-0.00139899j -0.000267074+2.97075e-05j 3.05025e-05+0.00258909j 0.00164858-0.00264062j -0.0031838+0.00274422j -0.000215263-0.00250589j 0.00420737-0.00165497j -0.00061356+0.00293597j -0.00317332-0.000435199j 0.00126928+0.000635489j 0.00146062-0.000396839j 
0.000380589+0.00269024j -0.00317933+0.000247002j -0.00199144+0.00103838j -0.00158855-0.00154088j -0.000585153+1.74756e-05j 0.00347477+0.000365621j -0.0037938-0.0020967j -6.47538e-06+0.00117338j -0.0023711-0.0013856j -0.000291+0.000626599j 0.00328256+0.00286328j 3.74724e-05+0.00452199j 0.000691402-0.00326777j -0.00347789-0.00581785j -0.00205795-0.000654944j 0.000722746+0.00414341j -0.000762617-0.000272545j -0.00453657-0.00111057j 0.00166345+0.00176728j -0.00109458-0.0053239j -0.00137017+0.00312234j 0.00119521-0.00755027j 0.00289404-0.000508294j 0.00162405+0.000926946j -0.00368218-0.00253536j -0.00280394+0.00200944j -0.000582056+0.00222526j -0.00103417+0.00630242j 0.00476919+0.00578915j 0.00142719-0.00281433j 0.0071125-0.006111j -0.00437676-0.00191428j 0.00339258+0.00386343j 0.00553546-0.00449354j -0.00397618+5.19541e-05j 0.00384766+0.00694635j 0.00654057+0.000517375j 0.0077859-0.00636969j -0.000436517+0.00754422j -0.00586718-0.00509555j 0.00588939+0.00648693j -0.00255125+0.000296211j -0.00639659+0.00356127j -0.00463087+0.00484424j -0.00435309-0.00569011j 0.000255282+0.00593605j 0.00299005-0.00423369j -0.0136099-0.00654147j -0.00530051+0.00679817j 0.00617046-0.0074921j 0.00525514+0.0064703j -0.00717611+0.00373781j 0.0032929-0.00858679j 0.00653424+0.00270369j -0.000659132-0.00195835j -0.00369863-0.00136646j 
0.000594165+0.00034349j -0.00089369+0.000775718j -0.00109689-8.89221e-05j 0.0031295+0.0020641j 0.00201961-0.00354527j 0.00127867-0.000381474j 0.0026862-0.00129763j 0.000203473+0.000315068j 0.000704454+0.00212504j 0.00310895-0.003017j 0.00110438-0.00178912j 0.00314229+0.00259184j -0.00470457+0.00264308j -0.0010516-7.30519e-05j 0.00240202+0.00153023j -0.00300846+0.00367515j -0.00215768-0.00244858j 0.000523277+0.002496j 0.00141932+0.000642497j -0.000108286-0.000672142j 0.00042975-0.00686602j 0.00437171-0.000710673j -0.00119315+0.00564123j 0.00591826+0.00556838j -0.00481125-0.00583612j -0.0027572+4.2153e-05j -0.00726533-0.000360079j -0.00111443+0.0014013j -0.00398058+0.0026911j 0.000256193-0.000360243j 0.00131992+0.00592039j 0.000219321-0.000881954j 0.00174957-0.00486975j -0.00503884+0.000860618j -0.00319942+0.00243638j -0.00195+0.000523818j -0.00180026+0.0054549j -0.00361832+0.000365755j -0.00205566-0.00514623j 0.00676127+0.00479009j -0.00250221-0.000119037j 0.00577119+0.000773506j 0.00517874-0.00307578j 0.00360935-0.00649675j 0.00049514+0.00598275j -2.05784e-06-0.00155918j -0.0022448+0.000790597j 0.00439598+0.00326422j 0.00220363+0.00339472j -0.00179618+0.00166194j 0.00152977-0.00137088j 0.000320845-0.000974353j -0.00302088+0.0013858j 0.00123673-0.00193381j 0.000545062+0.00157652j 0.00103249-4.89298e-05j 
0.000951331-0.00123556j 0.00137164+0.000516149j 0.0020419-0.000577071j -0.000806123+0.0011216j 0.00332192+0.00177033j 0.000926243+0.000251244j 0.00104376+0.000165081j 0.0029719-0.000621321j -0.00277974+0.00171107j 0.00114801+0.00153632j -0.00350152+0.000425274j 0.000292732-0.00344493j -0.00132674+0.00137505j 0.000100524-0.00504595j 0.00116362-0.000921847j -0.00766047+0.00208649j -0.00399649+0.00479012j -0.00349041+0.00304711j -0.00519741-0.000336539j -0.00136462-0.000797779j 0.00260228+0.00393166j 0.00428215+0.000859879j 0.0024988-0.00177816j 0.00175725-0.00485616j -0.00135853+0.00101045j 0.000574157+0.00121466j 0.00195828+0.00102031j -0.00426949-0.00456301j 0.00909723-0.00751534j -0.00242949-0.00086517j -0.00750986-0.00279839j 0.00943871+0.00158764j 0.00117076-0.00304399j 0.00560903+0.00288099j 0.00285181-0.00162229j -0.00467427-0.00336165j -0.000970745-0.00196265j -0.00376687-0.00198277j 0.00358012-0.00266123j 0.0046543-0.00543753j 0.00398137+0.00180089j -0.00400481+0.00783927j -0.00253373+0.000816117j -0.000972408+0.000319578j 0.00533841+0.000563848j 0.00573934-0.000615968j 0.0034645+0.00106172j -0.00211368-0.00506495j -0.00218843-0.00356493j 0.00377222+0.00108264j -0.00422606+0.0029303j 0.00104716-0.00183351j 0.00285002+0.000980744j -0.00174117+0.00508722j -0.00165291-0.00111878j 0.000101429+0.000759872j 
-0.00101385+0.00110804j -0.00128853-0.00109253j -0.00242571-0.000482153j -0.000147097-0.000620164j 0.000853239+0.00150329j 0.000406748+0.00110709j 0.000575361+0.00080555j -0.00131468-0.00145j -0.00363091-0.000766705j -0.00145677-0.00216475j -0.00138825+0.000903094j -0.00300818+0.00214909j -0.00127568+0.00350492j -0.000484477+0.00229166j 0.0016758+0.00139245j -0.00588015-0.00347955j -0.00198054+0.00454983j -0.00135721+0.000783403j -0.000212972-0.000426489j -0.0047859+0.00180063j 0.00253422-0.00240439j 0.00179913+0.00258886j -0.00535271+0.00218925j 0.00560244+0.00402368j 0.00522104+0.00112067j -0.00130363+0.000228985j -0.00195779+0.00590778j 0.0031161+0.00311092j -0.000334007-0.00300114j -0.00243829+0.000957128j 0.000322324+0.00137481j 0.00619464+0.00265877j -0.00509855+0.000100293j 0.00829236-0.00291502j -0.00212495-0.000872399j -0.00338595-0.00164714j 0.00292656+0.00228284j 0.00455443+0.00577147j 0.00216692+0.000812217j 0.000261354-0.00290685j -0.00350012+0.00505635j -0.0023346-0.00227459j 0.00295513-0.0048417j 0.00321089+0.00504861j -0.00135241+0.00269678j -0.0037505+8.9115e-05j -0.00187647-0.00603266j 0.00102525+0.00667699j 0.00295321+0.00394342j -0.00447084-0.000891231j 0.00430852-0.00389793j 0.00044011+0.00200439j -0.00411248-0.00221698j 0.00134485-0.0044563j 0.00192037+0.000640305j -0.000336414-0.000944466j 
0.000532046+0.000361197j 7.23529e-06+0.00010838j 0.000616677-0.00209064j -0.00161799+0.000293167j 0.000140131+0.00338673j -0.000674227+0.000367898j -0.000998014-0.000259114j -0.00185478-0.00182186j 0.000731738-0.00299211j -0.000749192+0.0030958j -0.00305781-0.00243143j -0.00102025-0.00182062j 0.00683407+0.000320634j -0.000728822+0.00292008j -0.00412609-0.00130565j 0.000826274+0.00281776j 0.000216313-0.00270184j 0.00415525-0.00361061j 0.00249702-0.00298914j 0.00145649-8.49611e-06j 0.00469963-0.00170826j -0.000684172+0.00175901j 0.00246953-0.00114738j -0.00470744+0.00463966j 0.000415749+0.000911479j 0.00173596-0.00398538j -0.000946314+0.001418j 0.000658307-0.00136155j 0.00394054-0.00142071j -0.00660632+0.00370022j -0.00798369-0.00412878j -0.000579946-0.00233315j -0.00367537+0.00404601j -0.00474407-0.00351854j -0.00587833-0.00270523j 0.00105601-0.00053073j 0.000764302-0.00306981j -0.0033373-0.000211653j -0.000678522-0.00665751j 0.00421485+0.0050387j -0.00208832-0.00502512j 0.00619664-0.00996459j 0.00128372-0.00454286j -0.00249193-0.00467174j 0.00135799+0.0021317j -0.00144866-0.000506606j -0.00318215-0.00100398j 0.000417632+0.00245962j 0.00392217+0.00206601j -0.00270579+0.00172139j 0.00216092-0.00283818j 0.00127753+0.00120817j -0.0024876-0.00127284j 0.00165247-0.00234732j 0.000472635+0.000374045j -2.93306e-05+0.000233975j 
