0.000833127+0.0105711j -0.0109575+0.00139111j -0.00656243+0.00044458j 0.000617153+0.0061178j -0.00163102+0.00202837j -0.00269613+0.00279667j 0.00428672+0.00488048j -0.00245148+0.00122319j -0.00212672-0.00144833j 0.00226427-0.00210188j 0.00257294-0.00104909j -0.00270811+0.00440402j 0.00485275-0.00666915j 0.00442076+0.00691128j 0.00227134-0.0014062j 0.000604194+0.00250044j -0.00157906+9.96128e-05j -0.00535051-0.00120122j 0.00210517-0.000753873j -0.00614087+0.000800842j 0.000504272+0.00209765j -0.00297873+0.00126482j -0.000718205-0.00139028j 0.00180773+0.00469655j 0.00624228-0.00299787j 0.00473391-0.00156833j 0.00293822+0.000339177j -0.00531282+0.000442458j 0.000204218-0.00334298j 0.00247334-0.00203854j 0.0033714-0.00186019j -0.0030915-0.00321465j -5.78061e-05+0.00867451j -0.00265317+0.000167557j -0.00161913+0.00712211j 0.00312961-0.00633972j -0.0033391-0.000944192j -0.00132331+0.00401629j -0.000701502-0.00467967j 0.00200317+0.000712084j 0.000470125+0.00118418j 0.00281092+0.00157033j -0.00214929+0.00103133j 0.00395226-0.000689917j 0.00169358-0.00133713j -0.00515872+0.0038453j -0.00142739-0.000559433j 0.000421582+0.000243746j 0.000805947+0.00214833j 0.00154125-0.00158213j -0.000402713+0.0041093j -0.00480893+0.00100001j -0.00400662-0.00300909j -0.0106151-0.0086414j -0.00852847+0.0125832j 0.000144431-0.00562685j -0.00934831-0.0041091j -0.000348048-0.00280249j -5.55181e-05+9.82804e-05j 0.00766479-0.0024284j 0.000562453+0.00370613j 0.00118959+0.000645187j -0.00322155+0.00186945j -0.00418481+0.00177978j -0.00786002-0.00514427j 0.00446578-0.0107059j -0.00613064-0.00416051j -0.0178-0.0141698j -0.0160034+0.0159878j 
0.00440266+0.000961654j 0.00114631-0.00225194j 0.00780153-0.00237156j 0.00153905+0.00275988j -0.00305754-0.000722336j 0.00105625-0.00274646j -0.00625854+0.00257121j -0.00577269+0.00101293j 0.0023899-0.00293442j 0.0040687+0.00517262j -0.00139665+0.000366694j 0.015147-0.00587303j 0.000735251-0.00835023j -0.00406796-0.0029814j -0.00289608+0.000956456j -0.00523739+0.00249847j -0.00380799-0.00798265j 0.00186083+0.00701944j -0.00546031+0.00446448j -0.00207249+0.00282941j 0.00422495-0.0111122j 0.00810067+0.00350092j 0.0010367+0.00754178j 0.00415947-0.000286254j -0.00699577-0.00396256j 0.00892404-0.00165457j -0.00149781-0.00253263j 0.0010212+0.002877j 0.00435538+0.0101709j 0.000980079-0.00355876j 0.000581412-0.00203072j 0.00685527+0.00830991j -0.00429946+0.00220182j 0.00331542+0.00234074j -0.00226669-0.00365042j -0.00549169+0.00436742j -0.00300932-0.000441951j -0.00950237+0.00601392j 0.00160075+0.00376707j -0.00297749+0.00142944j -0.00645739+0.000734727j -0.00205841-0.0027269j 0.00510275+0.00407533j -0.00476094+0.00668258j 0.000979474+0.0018756j 0.0108115-0.00480204j 0.00588067+0.00269615j -0.00263611-0.00233068j -0.00314164-0.00437073j 0.00317104-0.00118616j 0.00188272+0.00194896j -0.0089253+0.00246595j -0.00356105-0.00206429j -0.0024832-0.00582804j 0.00212884+0.00157291j 0.00173952+0.00336245j -0.00222541-0.000170113j 0.00301778+0.000734948j 0.00279133-0.00132673j 0.00325927+0.00226779j 0.00286144+0.00258736j -0.00326281+0.00175599j -0.00292295-0.00502077j -0.00437641+6.51387e-05j 0.00322023+0.00594292j 0.00423993+0.000745844j 0.00472545+0.00158467j 0.00438238+0.00415997j 0.00211849+0.00463397j 
-0.00110763+0.000941592j -0.00218535+0.00195905j -0.000150639-7.31835e-05j -0.00127553+0.00241495j -0.000543667+0.00177371j -0.00177357+0.000544933j -0.000139874-0.000265469j -0.00336874+0.00723449j 0.00241642+0.00074613j 0.00191644+0.00169627j 0.00200459+0.00565707j -0.00204062-0.00036091j -0.0023536-0.0026182j -0.00499306-0.000302815j 0.00749842-0.00352802j 0.00369891+0.000561134j -0.00557985+0.000437862j 0.00160027-0.00240235j 0.00625282+0.00373717j -0.00124509+0.00372295j -0.00962499+0.00334232j -0.000496435-0.00131759j 0.000847263-0.00660562j 0.000447734-0.00532217j -0.00865053-0.00142135j 0.0132743+0.000117611j -0.00301928+0.00380188j 0.00868619-0.00217207j 0.00168677+0.000973639j 0.00960012-0.00685203j -0.00499407+0.00275409j -0.000235685-0.00350911j -0.00321158+0.00438199j -0.017307-0.00035799j 0.00673695-0.00776733j -0.00805702+0.00333579j 0.00516586+0.0023479j -0.00480656-0.00304672j -0.00116304-0.00235848j 0.00832841-0.00677209j 0.0010663+0.000573484j -0.00237576+0.00771611j 0.00774325-0.00124388j -0.000212308-0.00380604j 0.000695672+0.00519484j 0.00340621-0.00497412j -0.00252174-0.00356989j -2.19147e-06+0.00662657j 0.0020752+0.000534609j 0.00170306+0.00241154j 0.00260374+0.00262998j -0.00338727-0.00310272j 0.00314479+0.00460837j 0.00859461+0.00126226j 0.000673705+0.00431632j 0.00016788+0.000769607j -0.00133382+0.0106307j 0.00217635+0.00108917j -0.00184796+0.0100081j 0.00263414-0.00105589j 0.00459084+0.00853062j -0.00566498-0.00153127j 0.000105385+0.00220424j -0.00465887+0.00145462j -0.00143487-0.00226357j 0.00356946+0.0031393j -0.000722014-0.00254787j -0.00227751-0.00133579j 0.00249763-0.00124703j 
2.1053e-05-0.00206354j 0.0010875+0.00334466j 0.0018482-0.00174634j -0.00114538-0.000434473j 0.000251791-0.00356301j 0.00498061-0.00112116j -0.00167722-0.00223312j -0.00392094+0.00402753j -0.00182161-0.00374148j -0.00179315-0.00423775j -0.00758298+0.00153611j 0.00311486-0.00131914j 0.0036915-0.00334349j 0.0016584-0.00267993j -0.00287575+0.00701253j 0.0067515-0.00223996j -0.00457489-0.000109817j -0.000100805-0.00125708j -0.00460173+0.00428471j -0.016506+0.00535313j 0.00737401+0.00275253j 0.00207576+0.00078338j -0.000360597-0.0103136j 0.00880186-0.00031209j 0.00692797-0.00132923j -0.00522024-0.00028982j 0.0113371-0.00228017j 0.0161659-0.00562042j -0.00440577-0.0071598j -0.000344837+0.00854172j -0.000940947+0.00131727j 0.00286311-0.00889561j 0.00275654+0.00432922j 0.00617737-0.0014537j 0.00606452-0.00163583j -0.00518634+0.00601534j -0.00786546+0.00253354j 0.00222688-0.00224218j -0.00792053-0.000735109j -0.000710016-0.00184944j -0.00112006+0.00127656j 0.00628168-0.00432328j -0.00318062-0.00367749j -0.002764-0.00217041j -0.00519342+0.00269919j -0.00104907+0.0029728j 0.00596607-0.00304061j -0.00833523-0.00129916j 0.00784072+0.000708356j 0.00170478-0.00106019j 0.00286866-0.00140048j -0.00497333+0.000666196j -0.00713273-0.0029855j 0.00910439+0.00164248j 0.00397099+0.00629348j -0.00870338-0.00270616j -0.00177254+0.00331712j -0.00298313+0.00613063j -0.00238425-0.00186203j 0.0105785+0.00234907j 0.00202662+0.00723132j 0.00822416-0.00465526j 0.00452525+0.00559639j -0.00640786-0.00203809j 0.00224542+0.00167578j -0.00452085-0.00264782j 0.000409537+0.00360517j 0.00107224-0.00381956j -0.00100572+0.000709808j 
0.00199556+0.00276512j -0.00323558+0.00335972j -0.000756813+0.00289019j 0.00483934-0.000533593j -0.000772511+0.00267587j 0.00450296-0.00114034j 0.00117495-0.00130734j 0.00182487+0.00348019j -0.00431618-0.00297879j 0.00845663-0.00330232j 0.00146653-0.00416775j 0.00239531+0.00353344j -0.00278319+0.000559661j 0.00179056+0.00235786j -0.00727604-0.00481195j 0.000899993-0.00783489j -0.00412694+0.00630309j -0.00353925-0.000779046j -0.0037759+0.000531253j -0.00546396+0.000598361j 0.0120104+0.00733519j -0.00300758-0.00177911j 0.00112592-0.00676979j -0.00529515+0.000347665j -0.00178697+0.000713197j 0.00757619-0.00128727j 0.00283833+0.00656336j 0.00835443-0.00524959j 0.000616449+0.00106171j 0.00494097+0.00822445j 0.000790735+6.53879e-06j -0.00143115-0.00474087j -0.00210484+0.000186122j 0.00129464-0.00362177j 0.00335519+0.00173917j -0.00203724-0.00215244j -0.00253813-0.00153835j -0.00786035+0.00250601j 0.00012497-0.00607609j -0.0100822+0.00461031j 0.0023745-0.00544334j -0.00204472-0.00293558j 0.00440184+0.0029956j -0.00961618-0.00018686j 0.00400397-0.00521814j 0.00646916-0.004584j 9.04847e-05-0.00123384j -0.00480998+0.00103633j -0.00168324+0.00329238j 0.00230028+0.00366069j -0.000125282+6.58841e-05j -0.000834975+0.000820685j 0.00160684-0.00466688j -0.00379011+0.00110748j 0.00646677-0.00626768j 0.00351375-0.0023268j -0.000996905+0.000293034j 0.00156739+0.00868158j -3.52829e-05-0.00124517j -0.00284746-0.0026364j 0.00304655+0.00117581j 0.00180412+0.00646926j 0.00200192+0.00107138j -0.0044534+0.000437188j -0.00249996-0.000992983j 0.000590759-0.00146228j 0.00155212-0.00236891j 0.00113845+0.000395795j -0.00383923-0.00141177j 
0.0014663+0.00110755j -0.00148082-0.000362716j 0.00202848+0.000533781j 0.000654637-0.0017747j -0.00168231+0.00222812j -0.00231994-0.00316332j -0.00055598+0.000444716j -0.00389714+0.00250197j 0.000777019+0.00088264j -0.00218324-0.000788664j -0.00557653-0.003023j 0.0030033-0.000688497j 0.00355714+0.00401064j 0.00422135+0.0045262j 0.00546554-0.00378561j -0.00123306-0.00559478j 0.00732612+0.00586263j -0.00159908-0.00682815j 0.000608549+0.000836431j -0.014162-0.0104457j 0.00483732+0.00856586j 0.00557879-0.00447568j 0.00494397-0.00800653j -0.00575189+0.00134919j 0.00305721+0.002708j 0.00472248-0.00257077j 0.00200442+0.00251825j 0.00989304+0.00141757j 0.0103407-0.0024386j -0.0121986-0.00299263j 0.000337286+0.00643567j 0.0136835-0.00198893j -0.00826424+0.00270562j 0.00424405+0.00421709j -0.00175322-0.00309262j -0.00851662-0.000138126j -0.00319831-0.00193695j -0.0113751+0.000657429j 0.00515467-0.000674392j 0.0103716-0.000639457j -0.00110834+0.00329104j -0.0126255+0.000988922j 0.00552357+0.00183729j 0.00661194-0.00120706j -0.0076867-0.00301748j 0.00301398+0.000274837j -0.000616745+0.00213733j 0.000672739+0.00165631j -0.00490241+0.00417694j 0.00190042-0.000385152j -0.000400648-0.00078832j -0.00179668-0.000357749j -0.00193731-0.00650052j -0.00113412+0.000710164j -0.000521163-0.00248029j 0.00258272-0.00334854j -0.00460708-0.00163521j -0.00934119-0.001165j -0.00198627+0.00150728j 0.00280917+0.00526965j -0.00203998-0.00244388j -0.00461725+0.00127848j -0.00278787-0.00103561j 0.00140084-0.00251793j -0.000331829-0.00218728j 0.00178214+0.00245678j -0.00172464+0.00103607j 0.0032261-0.000417387j 0.000641278-0.00403478j 
0.000837137+0.000773323j -0.000478613+0.00080236j -0.000894255+0.00419091j -0.000473959+0.000581845j -0.000440684+0.00286611j 0.00211716-0.00466168j -0.00274111+0.000797632j -0.00243566+0.00264137j 0.00336299+0.00679711j 0.00157038+0.00121916j -0.00216423+0.0022207j 0.00428787+0.00443035j 0.00125428+0.00387748j -0.00351609-0.00149544j -0.000779914-0.0037172j 0.000362527+0.000152103j -0.00297565+0.00660418j 0.00264878-0.00348354j -0.00345211+0.00927937j 0.00107674+0.0040078j -0.00374123-0.00372385j 0.00224412-0.00122047j -0.000873258-0.000243499j 0.0128336+0.0029953j 0.00695467-0.000275435j -0.00298534-0.00461303j 0.00485861+0.00635806j -0.00300458-0.00284975j -0.0073426+0.00445334j -0.000493948-0.00107476j 0.00304309-0.00528459j 0.00800452-0.000528494j -0.00175552-0.0088949j 0.00403303-0.00436574j 0.000241807+0.00111576j -0.00217495-0.00746085j -0.00579398+0.00976442j 0.00111396+0.00727564j -0.00661789-0.00885468j -0.00410844+0.00156017j 0.00647715-0.00690764j 0.0027483-0.000879826j 0.00102254-0.00831598j -0.00584847+0.00401601j 0.00359608-0.00333859j -0.00128086-0.0022312j 0.000268603+0.000622855j -0.00962912+0.00456913j 0.00153813-0.000725431j 0.00411606+0.00269936j 0.00709241-0.00508559j 0.00112564-0.00336161j 0.002666-0.00726383j -0.000665166+0.00412384j 0.00178908-0.00369065j 0.000605404-0.00226922j -0.00121053+0.00582105j 0.00607744+0.000260599j -0.00553121+0.00466871j 0.00355572+0.00186698j 0.00423387+0.0031654j 0.000816002+0.000782829j -0.00242278+0.000218455j -0.000246605-0.00368312j -0.00211269+0.000503054j -0.00143349-0.000793614j -0.0027225+0.000379588j -0.0038134-0.000649119j -0.00119344+0.000812473j 
0.00175848-0.000114061j 0.00120658-0.00336816j 5.44707e-05+0.000545696j 0.00428874+0.00136751j -0.00314141-0.000795606j 0.00289672-0.00314535j 0.00455762+0.0008889j -0.00157975-0.000829734j -0.00464124+0.00109817j 0.00279959-0.00176004j -0.00726707-0.00202003j 0.00468881+0.00233148j -0.000521455-0.00148491j -0.00386142+0.00312944j 0.00655808+0.00128197j 0.0022158-0.00208907j 0.0016801+0.00184683j 0.00419243+0.00512461j -0.000963058-0.000613687j -0.00624164+0.00619356j 0.000686245+0.00128163j -0.00252565+0.00274678j 0.00237302+0.00294642j 0.00420007+0.000882169j -0.0112662-0.00621306j -0.000274395+0.00269389j 0.00367614-0.00309603j 0.00191603-0.00436275j -0.00384832-0.00353916j 0.00819404+0.00385973j 0.000922777+0.00768337j -0.00756379-0.000182409j -0.0063459-0.00217526j 0.000364607+0.000803371j 0.000490752+0.00126931j -0.00762821+0.00107627j 0.00601935-0.00438722j 0.00169818-0.000440946j -0.0083323+0.000451064j -0.0109845-0.00690575j -0.00280377+0.00783743j 0.00593895+0.00443055j -0.00442243+0.00107068j -0.00311696-0.00388293j -0.00187621+0.00356254j 0.00434686-0.0065592j 0.00254645+0.00468424j -0.00726594-0.00185052j 0.00487914-0.0022212j 0.00147582+0.0021735j -0.00206371+0.00413062j 0.00218541-3.09163e-05j 0.000954619-0.00384086j -0.0094523-0.00657842j 0.00378143+0.000904066j -0.00191464+0.000857247j 0.00227647+0.000322545j 0.00296002-0.000350284j 0.00560406-0.00221595j -0.000681966+0.00107057j -0.00315598-0.00213546j -0.00190817+0.00310497j 0.00269193+0.00124398j 0.000497947-0.000134102j 0.00182428+0.00106869j -0.000557312+0.00101542j 0.00112707+0.00256994j 0.00715724+0.00124381j -0.0028046-0.000845971j 
0.00093436-9.22209e-05j 0.00182875-0.00120846j -0.001398+0.00147816j -0.000851845+0.00290267j 0.00128254-0.000867338j 0.000995624-0.00122818j -0.00237677+0.0029023j 0.00073624+0.000608696j -0.0018142+0.00507615j -2.73281e-05+0.00602173j 0.00161828+0.000932861j -0.00307436+0.000562983j -0.00207061-0.00170337j -0.00579635-0.00169222j 0.00327666+0.00794299j 0.00852506+0.00530685j 0.00260397+0.00548818j -0.00116712+0.00113453j 0.0139952+0.00445465j 0.000461485-0.00140995j -0.00522065-0.00111072j -0.0029227+0.000526848j -0.0102055-0.00207077j 0.00442693+0.00326824j -0.00629496-0.00205291j 0.00239928+0.00465335j -0.00769228-0.00516474j 0.00102791+0.00170305j 0.00284709+0.00401062j -0.00734696-0.00765587j 0.00434168-0.00183908j 0.00271284+0.00515556j -0.00141304+0.00217667j -0.000882991-0.00998389j -0.000301075+0.00243312j -0.00515314-0.0116117j 0.00190497-0.00036535j -0.000837238-0.00138287j -0.00191627-0.0055976j -0.00506927+0.01171j 0.00207289-0.000120981j 0.00330348-0.00432183j -0.00115942+0.00460419j -0.00231877+0.000946996j 0.00605813-0.00533815j -0.000716001+0.000564655j -0.000562338-0.00454953j -0.00724521-0.0014326j 0.00403095+0.00709177j -0.00132245+0.00100829j 0.00184065-0.00405354j 0.00067823-0.000504738j 0.00100284-0.00236528j 0.00102276-0.00465832j 0.000791071-0.00444092j -0.0016936-0.00077045j -0.000481308+0.00127258j 0.00566696+0.00221214j -0.00485323+0.00040442j -0.000539311+0.00147494j -7.17872e-05+0.00192098j -0.00136612-0.00134442j 0.000821864+0.000150218j 0.000543598-0.000859949j 0.000134514+0.00227735j -0.000298299+0.000450308j 0.00183449+0.000567588j -0.00161129-0.000343024j -0.00186819+0.000317083j 
0.00107554-0.00103681j 0.00139421-0.00364003j 0.00207577-0.000545916j 0.00185588+0.000186366j -0.00279407-8.99565e-05j -0.00667886+0.00454255j -0.00160983+0.00156933j 0.00163117-0.00428272j -0.00460009+0.00276931j 0.000309866+0.0076255j 0.004432-0.000739508j -0.00675299-0.000431682j -0.00535154-0.000583702j -0.00199683-0.0052316j -0.00928286+0.00237331j -0.00632144+0.00520777j -0.00451986-0.0067427j 0.000313179-0.00193666j -0.0063097-0.00226373j -0.00334494-0.00292352j 0.00185292-0.00132329j 0.000962351-0.00286431j -0.00287404+0.000672926j 0.0016831+0.000493403j -0.00191268+0.00467735j -0.0044187-0.00857084j 0.00866183+0.00587827j -0.000470209+0.000570127j 0.0166106-0.00597249j -0.000725566+0.00266874j -0.00703335-0.00566345j 0.00349927-0.00078464j -0.00383172+0.000821926j -0.00166592+0.00244032j 0.000656298+0.00334256j -0.0016516+3.70738e-05j 0.00669092+0.000777535j 0.000470118+0.00989318j 0.00273897-0.00478641j 0.00223109-0.00320289j -0.00623411-0.00654793j 0.00159651+0.00173534j 0.00768647-0.00455559j 0.00643774+0.000398179j -0.00124757-0.00359507j -0.00978162+0.000924715j -0.00249122-0.0011662j 0.00183744-0.00456691j 0.00198207+0.00714529j 0.000654166-0.00119605j 0.00706821-0.000802623j -0.00294754+0.000787823j -0.00799108-0.00217762j -0.000841498-0.0019399j 0.00534709+6.95535e-05j -0.00866095-0.00844075j 0.00161185-8.48763e-05j -0.00448416+0.00311897j 0.00614658+0.00376213j 0.000493435-0.00573242j 0.00505624+0.000360862j 0.005738+0.00200454j -0.00184118-0.000160255j -0.00262736-0.000980249j 0.00376428+0.000409921j -0.00330131-0.00330726j 0.00267254+0.00102225j 0.00258969-0.00150506j 0.000673171-0.00267938j 
0.000586065-0.000335147j 2.3415e-05+0.0029536j 0.0035624+0.00216121j -0.000787181-0.00110011j 0.000456062+0.000209511j -0.000522898+0.00316609j -0.00441811-0.00177225j -0.00587726-4.54915e-05j -0.00610886+0.00206988j -0.00172472-0.000952499j 0.00234732+0.0011969j -0.00359549-0.000219163j -0.00508496+0.00144584j -0.00396134-0.00227169j -0.00644972+0.00184896j 0.00448111+0.0015276j 0.00183716+0.00159728j -0.00779394+0.0032212j -0.00155077-0.00662966j -0.000854434-0.00707181j 0.00630757-0.00105933j -0.00155455-0.00326822j 0.000745624-0.00325924j -0.000489173+0.00606752j 0.00417549-0.00350411j -0.00018582+0.00219039j 9.99135e-05-0.000364482j 0.00249801+0.0102146j 0.000788177-0.00408283j -0.00370769-0.00279857j -0.000744735+0.000808823j 0.0021388+0.00487308j 0.000559827-0.00259762j 0.00838232+0.00462109j -0.000518835-0.0042252j 0.00379419-0.000187337j 0.000650509+0.0036815j 0.00542603-0.00325934j -0.0018319+3.90789e-05j -0.00584737-0.00181451j -0.0079325+0.00400404j -0.00635174+7.69166e-06j 0.00494194+0.00240829j 0.0046087-0.00283386j 0.00303521+0.00352907j 0.000626757-0.00282048j 0.000615295+0.00495355j -0.00538951+0.000348349j -0.00295057+0.00121252j -0.00337822-0.00509291j -0.00290564+0.00457712j -0.00316668+0.00663532j -0.00820691+0.00383377j 0.00174973+0.00225296j 0.0025903+0.00178524j -0.00354077+0.000163194j -0.00174611+0.0037741j 0.00139567-0.00155747j -0.00645058+0.00628647j -0.00663769+0.000480938j -0.001971+0.00226116j -0.00603668-0.00206931j -0.00269723+0.00442593j -0.00458023+0.00148234j -0.00440966+0.00740433j -0.00382555+0.00256762j -0.00100468+0.00233024j -0.00228756+0.000789032j -0.0038705-0.00123679j 
0.00221605+0.000751431j 0.00279206-0.00171444j -0.00210141-0.000324323j 0.00456604+0.000444999j -0.00264159-0.00162182j -0.000493162+0.000299162j 0.00141909+0.0023175j 0.00322301-0.000401906j 0.00168871+0.0021783j -0.00784509+0.00202228j 0.00482507+0.00144233j -0.00372815-0.000429769j -0.00182703+0.000468767j -0.0032331+0.000728564j 0.000492148-0.00474847j 0.0115222-0.00169001j -0.0029574-0.0028136j -0.000966892+0.00181151j -0.00316287-0.00696009j 0.0115636+4.1545e-05j -0.00201888+0.00155133j 0.00182933+0.00356617j -0.00723264-0.00797277j 0.00648836+0.00103739j 0.00566271+0.00623142j -0.00276055-0.00354421j 0.00337688+0.000890987j -0.0007345-0.00557292j 0.00404026-0.00547069j -0.00182993-0.00834742j 0.0014644-0.000741559j -0.000624082+0.00255443j -0.00906288+0.00306593j -0.000378898+0.00291777j 0.000631198-0.00842157j 0.000596895+0.012514j 0.010264-0.000868245j -0.00510274+0.00124319j -0.00241419-0.000623503j -0.000493442-0.00144398j 0.00633944+0.00427099j -0.00325567+0.00384166j -0.0119212-0.00341915j -0.00196404-0.000345155j 0.00614245+0.00366019j 0.0110611-0.0027807j -0.00130115+3.61541e-05j 0.00546125+0.00551884j 0.000135038+0.00144788j 0.00403487+0.00238287j -0.0034319+0.00219928j -0.00303998+0.0006763j 0.00147568-0.00370071j -0.00844436-0.00211951j 0.00125957-0.00566737j 0.0096149-0.000797488j -0.00106086+0.00153638j -0.00311248-0.00094533j -0.00452981-0.00455637j -0.00291253+0.00202372j 0.000986983-0.000162211j -0.00314095+0.00142459j 0.00140513-0.00874336j -0.00418976-0.000750182j 0.0034667+0.00172323j -0.00186718+0.000628923j 0.00513582-0.000274268j 0.0028551+0.00128613j -0.00285949-0.00224807j 
0.00115563+0.000348196j -0.000522146+0.00101824j -0.000596024+0.00145245j -0.00103387+0.000642776j 0.00479216-2.97969e-05j -0.002673-0.00442117j 0.00493659-9.73039e-06j 0.00544759+0.00238164j -0.000669474-6.64387e-05j 0.00139533-0.00110117j -0.00228356-0.00124046j -0.00346195+0.00219465j -0.0024032+0.000940053j 0.00318584-0.00343435j -0.00378809+0.0012834j -0.00329331-0.00601098j 0.00141567+0.00247034j 0.000266158+0.00394265j -0.00975965+0.00538808j -0.00920893+0.00157817j -0.000948815-0.0048713j -0.00433829+0.000808086j -0.00785249-0.000468255j 0.00283883+0.00410029j -0.00178937-0.00637926j -0.00276039-0.00748537j 0.000441451+4.29438e-05j 0.0024604-0.00315091j -0.00294951+0.00339879j -0.00380178-0.00971772j 0.000825915+0.00615877j -0.00317909+0.00496286j 0.00328357+0.00955525j 0.00103034+0.0125902j -0.00764719-0.000957092j 4.09938e-05+0.0121268j 5.18166e-05-0.0028531j 0.00148314+0.00468235j -0.00667359-0.00102599j 0.00494284-0.010575j 0.00566798+0.000526065j -0.0067971+0.00686488j 0.00311624+0.00260663j -0.00231934-0.000176219j 0.00197712-0.000225059j -0.00169169-0.000691464j 0.000927688+0.00423029j 0.00239754-0.00323696j 0.000498096-0.000499313j -0.000842696-0.00360411j -0.00192777-0.000516032j 0.00525132+0.000811791j 0.00242364+0.00230164j -0.00447804-0.00533413j -0.00739957+0.00286823j 0.000510614+0.00138922j -0.00246671-0.000988106j 0.00271217+0.000546425j -0.00176351+0.00294794j 0.00182144-0.00175994j -0.00477223-0.00311217j 0.001473-0.000945119j -0.0010782+0.00202056j 0.00241216-0.00245738j -0.000946306-0.00209521j 0.00426914-0.00254282j 8.98579e-05-0.000262317j -4.57359e-05-0.00204229j -0.00104535+0.00253944j 
0.00280326-2.50146e-05j -1.13838e-06+0.00158398j 0.00199399-0.00191543j -0.000115999-0.00014847j 0.001522-0.00102846j 0.000454786-0.0020903j 0.00359268+0.00130619j 0.000692298+0.00227469j 0.00129572-0.0028884j -0.00460649-0.00498184j 0.00133215-0.000461033j -0.00251552-0.00383508j 0.0072246-0.00138214j -0.00051944-0.00380508j 0.00525616-0.00422102j 0.00167285-0.00438129j 0.000253779-0.00245618j -0.00108852+0.010751j -0.00338144-0.00636885j -0.00421065-0.00387871j -0.000361501-0.00782222j 0.000673953+0.00106284j -0.00616184+0.000206087j -0.000646646+0.00599941j 0.00645443-0.0127113j 0.00801907+0.00348246j 0.00890688-0.00108201j -0.00286855+0.00838538j -0.000147248+0.00565172j 0.000191929+0.00601797j -0.00309567-0.00280687j -0.00164298+0.00202903j 2.698e-06-0.00561232j -0.00690481+0.0012219j 0.00525851-0.00212213j 0.00208145-0.00218953j -0.00241047+0.00258533j -0.00804122-0.000723414j 0.00617667-0.00619832j 0.0067468+0.00196796j -0.00335126-0.00184163j 0.0049941-0.000596354j -0.000190394+0.00229528j 0.00638464-0.000383194j -0.0121459+0.000989001j -0.00148857-0.0024003j -0.00606737+0.00437444j 0.00598863+0.000583427j 0.0128244-0.00317077j 0.00349074-0.00142675j 0.00196649+0.00254552j -0.00111293-0.00182351j -0.0089473+0.000303909j 0.000197525-0.00789838j 0.00142829+0.00234843j -0.0138498+0.00188114j -0.00318228-0.00280212j 0.00160219-0.00555593j 0.00304151-0.000792284j 0.00413159+0.00744817j -0.000462001-0.00643742j 0.00428564+0.00141695j 1.08762e-05-0.000565215j -0.00149083-0.000977244j -0.000280971-0.00215806j 0.00304574+0.0001667j 0.00396755-0.000202332j 0.00231459-0.00113705j -0.000677377+0.000967078j 
-0.00153874+0.00102744j 0.000349701-0.000959154j 0.000827367-0.00207301j 0.00318892-0.000657053j -0.001274-0.00247339j 0.00426835-9.61571e-06j -0.000488735+7.65025e-05j 0.00970024-0.00111188j -0.00100891-0.00613912j 0.000653-0.0051966j 0.000796088-0.00167862j 0.00757441-0.00235563j 0.00585057-0.000364084j -0.00553063+0.0019617j -0.00263693+0.00113654j 0.000103212-0.00336906j 0.00245848-0.00382313j -0.00602941+0.000731815j 0.0117931-0.000268582j -0.00309751-0.00535089j -0.00399552+0.00177986j -0.000965037+0.00315162j -0.00556118+0.00662076j 0.00191559-0.00049434j 0.00018404+0.00248476j 0.00154293-0.0084867j -0.00483796+0.00961985j 0.00288472+0.00608973j -0.000788265+0.00397696j -0.000706849-0.00306177j -0.00135484-0.00235212j -0.00269159+0.00571816j 0.00645957-0.00391971j -0.00847276+0.0116729j 0.000139856-0.00444482j -0.000605935+0.00893164j 0.00202098+0.000135839j -0.00213302+4.36155e-05j -0.00121841+0.00667155j 0.00319198-0.00310978j -0.0031365-0.00370715j 1.55162e-05-0.00128689j -0.00303172-0.0116945j -0.00298882+0.00532926j 0.00115718-0.00379486j 0.00938577+0.00807206j -0.0028054-0.00265492j -0.00321865-0.00108051j 0.00643652-0.00656308j 0.00467823+0.00254694j -0.00762173-0.00154399j -0.00822526-0.00172111j 0.00285332-0.00218786j -7.60834e-05-0.00264928j -0.00220655+0.00778391j 0.00563527-0.002646j -0.000578568-0.00352886j 0.00694878-0.00338504j -0.00472804-0.00268505j 0.0033626+0.00308415j 0.00425648+0.00109151j 0.0027234+0.00116759j -0.00432733-0.00199414j -0.00449152+0.00251538j 0.00443501+0.00146265j -0.00411293-0.000735076j 0.00173082+0.000437755j 0.00361355+0.000817346j 0.000443442+0.00120914j 
