0.000833127+0.0105711j -0.0109575+0.00139111j -0.00656243+0.00044458j 0.000617153+0.0061178j -0.00163102+0.00202837j -0.00269613+0.00279667j 0.00428672+0.00488048j -0.00245148+0.00122319j -0.00212672-0.00144833j 0.00226427-0.00210188j 0.00257294-0.00104909j -0.00270811+0.00440402j 0.00485275-0.00666915j 0.00442076+0.00691128j 0.00227134-0.0014062j 0.000604194+0.00250044j -0.00157906+9.96128e-05j -0.00535051-0.00120122j 0.00210517-0.000753873j -0.00614087+0.000800842j 0.000504272+0.00209765j -0.00297873+0.00126482j -0.000718205-0.00139028j 0.00180773+0.00469655j 0.00624228-0.00299787j 0.00473391-0.00156833j 0.00293822+0.000339177j -0.00531282+0.000442458j 0.000204218-0.00334298j 0.00247334-0.00203854j 0.0033714-0.00186019j -0.0030915-0.00321465j -5.78061e-05+0.00867451j -0.00265317+0.000167557j -0.00161913+0.00712211j 0.00312961-0.00633972j -0.0033391-0.000944192j -0.00132331+0.00401629j -0.000701502-0.00467967j 0.00200317+0.000712084j 0.000470125+0.00118418j 0.00281092+0.00157033j -0.00214929+0.00103133j 0.00395226-0.000689917j 0.00169358-0.00133713j -0.00515872+0.0038453j -0.00142739-0.000559433j 0.000421582+0.000243746j 0.000805947+0.00214833j 0.00154125-0.00158213j -0.000402713+0.0041093j -0.00480893+0.00100001j -0.00400662-0.00300909j -0.0106151-0.0086414j -0.00852847+0.0125832j 0.000144431-0.00562685j -0.00934831-0.0041091j -0.000348048-0.00280249j -5.55181e-05+9.82804e-05j 0.00766479-0.0024284j 0.000562453+0.00370613j 0.00118959+0.000645187j -0.00322155+0.00186945j -0.00418481+0.00177978j -0.00786002-0.00514427j 0.00446578-0.0107059j -0.00613064-0.00416051j -0.0178-0.0141698j -0.0160034+0.0159878j 
0.00211183-0.000475769j 0.00377993+0.000559098j 0.00629451+0.00133016j -0.00309953+0.00170065j 0.00453618+0.00196828j -0.00584973+0.000182302j -0.00342855+0.00299449j -0.000501789-0.00239199j -0.00106302-0.00132432j 0.00612784+0.00869537j 0.00354268+0.000545182j 0.00290162-0.00679075j -0.00592753-0.00142498j 0.000915186+0.00149499j 0.00210132+0.000413195j -0.00221768-0.00169502j 0.00823517+0.0083254j -0.00683751-0.00494329j 0.00133614+0.000627117j 0.00148181+0.00101109j 0.000846236-0.00118693j 8.98558e-05+0.00109136j -0.00398827-0.00555665j 0.00814904-0.000768982j 0.00580707+0.007256j -0.00337619+0.00186211j -0.00320254+0.00430477j 0.00113024-0.00257761j -0.00518126-0.00690818j 0.00114584-0.00145392j -0.00349361+0.00586778j -0.00238414+0.00202867j 0.00626816-0.00439509j -0.000699112+0.00175059j -0.00135651+0.00799685j 0.00337517+0.00040387j 0.00556482-0.000659671j -0.00273431-0.00552443j -0.0086104-0.00591712j 0.00943558+0.00450123j 0.000362348-0.00578106j -0.00179534+0.000478795j 0.0075791+0.000787712j 0.00113776-0.00573364j -0.0079002+0.00188378j 0.00365473-0.00737284j -0.0062035-0.00530965j -0.00103006-0.00121254j 0.0081223-0.00788744j 0.00676105-0.00119406j -0.00297356+0.0023418j -0.00569295-0.00801427j -0.0029024+0.00578478j -0.00753972+0.00583706j -0.00152594-0.00104141j 0.00148558+0.0052921j 0.00136693-0.00502398j 0.00272514+0.00520007j -0.00281352-0.0105307j 0.00132945-0.00176057j 0.000693901-0.00414501j -0.000795613-0.0051346j -0.00937064-0.00148943j -0.002076-0.00685982j -0.00687909-0.00387755j 0.00286561+0.00645429j -0.00127549-0.00653345j 0.00214302+0.00291299j -0.00343515-0.00477633j 
-0.00171134+0.00272689j -0.000670062+0.000160863j 0.00101508-0.00131867j -0.00198193+0.00388708j 0.00289324-0.00350368j 0.00191451+0.000575622j 0.000932601-0.00172269j -8.90705e-05-0.00148393j -0.00128827-0.00442092j 0.0022308-0.000621847j 0.00344067+0.0022333j -0.000680314+0.00315109j -0.00205748-0.00530171j 0.000413994+0.00300033j -0.00254777-0.00455568j -0.00023532-0.00378491j 0.00384607+0.00173791j 0.00214271-0.0002744j 0.00285792+0.00650967j -0.00410366+0.00369521j -0.00614191-0.00749905j -0.00417487+0.0061875j 0.0040192+0.000998168j 0.00106795-0.00667857j -0.00689187+0.000710258j -0.00502942-9.07936e-05j -0.0015971-0.000558303j 0.00396813-0.00100728j 0.00212066+0.000466458j -0.00227375+0.000908912j -0.00466354-0.0105216j 0.00402839+0.00684924j 0.00257279-0.0058344j 0.0057858+0.00110952j 0.00396386-0.00406067j 0.00173756+0.00410711j -0.00853321+0.00650346j 0.0055233+0.00307358j -0.00297564+0.00486904j 0.00230061+0.00245177j -0.00204094+0.00127283j 4.01955e-05+0.0113508j -0.00102004+0.0042886j -0.00714004-0.000311956j -0.00950075-0.00385006j 0.00318163-0.0053614j -0.0010005+0.00200688j -0.0031404-0.00188608j 0.000653513-0.00640265j 0.00100301-0.00631216j 0.00287081+0.00462413j 0.00567215+0.00468984j -0.00233067+0.00695248j -0.00301123+0.0023782j 0.00833663-0.00456957j -0.0104511+0.00252161j 0.00207784-0.000954443j -0.00961772-0.00398071j -0.00163741-0.00201509j -0.00042778+0.0124737j -0.00535013-0.0102435j 0.0109928-0.00172351j 0.00953899-0.00590061j 0.00878351+0.00683795j -0.00842468-0.000862078j -0.00246728-0.00181048j -0.00100028-0.00418711j -0.00286219-0.00288528j -0.00151902-6.96824e-05j 
0.00257822-0.00258987j 0.000835244+0.00337342j 0.00453374+0.000144803j 0.00216866-0.003306j 0.000144948+0.000716882j 0.00192073-0.0037922j -0.00175687-0.000221617j -0.00484775-1.69739e-05j -0.00483777-0.000676495j 0.00508898-0.00126649j -0.0019754-0.0054798j 0.00699367-0.00258772j -0.00372636+0.0010467j 0.00221558-0.00636436j -0.00463271+0.00130173j -0.000154697+0.000411264j -0.00357556-1.27557e-05j 0.00614095-0.00412026j 0.00146142-0.00131176j -0.000948096+0.00116793j -0.00899845-0.00184243j 0.00665542+0.00403571j 0.00156943-0.00286796j 0.00115708+0.00711541j -0.00725846-0.00290772j 0.000290705-0.00346664j -0.00180715-0.00339756j 0.0022205-0.00894625j 0.0103249+0.00501934j -0.00389895+0.000654841j -0.000974232+0.000178782j 0.00321105-0.00686899j 0.00143148-0.00489034j 0.000569324-0.00175627j -0.00355259+0.00083398j 0.00611512+0.00413363j 0.00763152+0.00932083j 0.00545713-0.00424194j -0.00276152+0.00321571j 0.00246569+0.0100456j 0.00128821-0.00361231j 0.00733235-2.24043e-05j 0.000660474-0.00255147j 0.00445034+0.000932858j 0.00648331+0.00796909j 0.0014296-0.00183818j 0.0136858-0.00274349j 0.00502465+0.00783735j -0.00355658-0.00653953j -0.00377315-0.00194936j 0.0030672+0.00517117j 0.00654052-0.00388204j 0.000678507+0.00435573j -0.0024812-0.000619404j -0.00470115-0.00155486j 0.0052332+0.00457501j 0.00297444-0.00123235j -0.0017376+0.00486829j -0.00151011-0.00287956j 0.0042306-0.00550324j -0.00260582+0.000145933j -0.00310428-0.00466091j -0.00700155-0.00702548j 0.00440335+0.000968781j 0.00642127+0.00561436j -0.0061367-0.00205528j -0.00345513+0.0019287j 0.000886505+0.00160362j -0.0010462+0.00171262j 
-0.00402339+0.00218756j -0.000944551+0.000187344j -0.00281276+0.00111603j 0.00135155+0.00129329j -0.00384227-0.000821916j 0.00126402-0.00121129j -0.00274251+0.00223529j -0.00169776+0.000617933j -0.00298181+9.50317e-05j 8.22669e-05-0.00120158j 0.000517928-0.00208133j -0.00475326+0.00248161j -0.00186233+0.00122659j -0.00335951-0.00501322j 0.0107353+0.000968888j -0.00391575+0.00538699j -0.00145026-0.00219749j 0.00155392-0.00409733j -0.00556017+0.000707398j -0.00481811-0.00896228j -0.00728648+0.00250073j 0.000730659-0.00245794j -0.000177625-0.00196523j 0.00180949+0.0046238j 0.000859253-0.00246982j -0.00121236-0.00154393j 0.00504667-0.00356644j 0.00699238-0.00514822j -0.00822159+0.00920223j 1.68932e-05-0.00317191j -0.00391653-0.00462837j -0.00027104-0.00775016j -0.00123614+0.00499119j 0.0043117-0.00108195j -0.00468249+0.00298027j -0.00196853-0.00164866j -0.000698832+0.00322702j -0.000420949-0.00374135j 0.00382958-0.00385367j -0.0050202+0.00704052j -0.00170237-0.00287448j -0.00859637+0.0114939j -0.00402349-0.00245441j -0.000351096-0.0022414j 0.00498259-0.00136173j 0.000464641+0.000774221j 0.00188096-0.00129159j -0.00206357+0.00959939j -0.00429377-0.00799619j -0.00812215+0.00285951j -0.00142126+0.00108804j 0.00649483-0.00425679j 0.00123556+0.00309859j 0.00613496+0.00521424j 0.00489582+0.000677516j -0.000269133-0.00108889j 0.000553918+0.00301674j -0.0013376-0.00430303j 0.000174213+0.00157009j -0.0018866+0.00338612j -0.0008623-0.00361383j -0.00125628-0.000214628j 0.0103946-0.00378993j 0.0015485+0.00222784j 0.00770014-0.00385443j 0.00166706+0.00399514j 0.00711686-0.00256796j 0.000295915-0.00350072j 0.00140836-0.005784j 
-0.00166133+0.004534j -0.000986687-0.0024236j 0.00663811-0.00414069j -0.00611581+0.00282229j 0.00524265-0.000781103j -0.00551632+0.00445066j 0.00235041+0.00340611j -0.00984903-0.0011832j 0.00538626-0.00458872j 0.00308588+0.00419833j -0.00238993-0.00302263j -0.000653825-0.00100757j 0.00722074-0.00255148j 0.00434822+0.000859964j -6.65209e-05+0.0102895j -0.00126559-0.00907578j 0.000331585-0.00370917j 0.000962281-0.00447099j -0.00393093+0.00128084j 0.00281178-0.00530855j -0.0047441-0.00555859j 0.000225119+0.00175768j 0.00950311-0.00533661j 0.00206883+0.00835796j -0.00273019-0.00080768j -0.00543109+0.0022628j -0.00063499+0.0120409j 0.00636147+0.0076715j 0.0022976-0.0113674j -0.00243365-0.00161411j 0.0079467-0.00502113j -0.00175172-0.00309949j -0.00432604-0.0033972j 0.000704984+0.000295959j -0.00362835-0.000804344j 0.0120549-0.00678387j -0.00224877-0.00299814j -0.00714911+0.00383342j 0.00102648-0.00392493j 0.00143187-0.00126671j 0.00162524+0.0025528j -0.00381772-0.00395424j 0.0013869+0.00106619j -0.00171456-0.00721266j 0.00812827+0.00653032j 0.00466247+0.00305992j 0.00164867+0.00111284j -0.00280322-0.00119687j -0.00570886+0.000711764j -0.000588014-0.00326945j 0.0019166+0.00401321j 0.00304141-0.00204j 0.00430485-0.000197j 0.0039465-0.000569904j 0.0027165+0.00220185j 0.00309667-0.000100665j -0.00139045-0.00315431j -0.00343871-0.00242238j -0.00100225-0.00562598j -0.00163673-0.000255404j 0.00486683-0.00182263j -0.00388861-0.00244386j 0.00510365+0.00745945j -0.0027607-0.000632583j 0.00216858-0.00599222j 0.00292811-0.000586988j -0.00668002-0.00126153j 0.00272856+0.00052756j -0.00204618+0.00437725j 
-0.00159043+0.00202212j -0.000223965+0.00405115j -0.00242899-0.00345073j 0.00191596+0.00285054j -0.00559355-0.00150268j -0.00212634+0.00317994j -0.00450194+0.00134856j 0.00250524-0.0021854j 0.000447824+0.000192062j -0.00450235-0.00374217j 0.00202601-0.00380191j 0.00272239-0.00562613j 4.75811e-05+0.00114663j -0.00368634+0.00148293j -0.00372595-0.00232639j 0.00460418+0.00466755j -0.00682057-0.00502868j 0.00287412+0.00142348j -0.000940072-0.0022529j -0.00115139-0.00190758j 0.00294556+0.00471898j 0.00431496+0.00132604j 0.00133638+0.000909387j -0.00315285-0.00134364j 0.00115671+0.0031161j 0.00379714-0.000619154j -0.00817061-0.00460133j -0.00061994-0.00465541j 0.00733445+0.00244923j 0.00261754+0.00234568j -0.00369973+0.00662089j -0.00473712-0.00361711j 0.0117826+0.01509j -0.000703848+0.00219049j -0.00342173+0.00152613j 0.00658976-0.00341438j -0.00189605+0.00111489j -0.00162856+0.000623784j 0.00541615-0.0036995j 0.00465283+0.00495876j -0.00704075-0.00342235j -0.000749296-0.00230246j 0.00109954-0.000711505j 0.00163749+0.000244056j -0.00367709-0.00246835j 0.00376677-0.00433281j -0.00201808+8.78813e-05j 0.00316076+0.0085403j 0.00377329-0.000435826j -0.00163572-0.00663621j -0.00297701-0.00352548j -0.00053606-0.0037388j -0.000422082-0.00349933j 0.00113383+0.00913137j -0.0012929-0.00497585j 0.000122444+0.00022459j 0.00190904-0.000885602j 0.001155+0.00343802j -0.000287675+0.000781054j -0.00255463+0.00346036j -0.00105791+0.000643791j 0.00416362+0.00264233j -0.00784666+0.00438067j -0.00268761-0.012284j 0.00440557+0.00165394j -0.00376353-0.00425055j 0.00386456+0.00154453j -0.000832313-0.00642531j -0.00404809+0.00248257j 
0.000493265-0.00369018j 0.00161053-0.00116779j -0.00136989-0.00917844j -0.00749566+0.00342456j 0.00227457-0.00544248j 0.00203808+0.00379548j -0.000624989-0.00151139j -0.00202885+0.00229401j 0.00403268-0.00132394j -0.0125741+0.00455606j -0.000758521-0.000754529j 0.000604524-0.00174947j 0.00537115-8.13334e-05j -0.00401201+0.000189793j -0.00505354+0.00105211j 0.00339563-0.00589488j -0.00677548+3.88734e-05j 0.00345467+0.00371259j -0.00426613+0.000872028j -0.00280149-0.00330064j 0.00525343-0.0015963j -0.00624725+0.00534769j 0.00820933-0.0029326j 0.0108557-0.00441681j -0.00863176-0.00329778j -0.00394799+0.0034485j -0.00873313+0.00318864j -0.00561296-0.00491605j 0.00632226+2.54705e-05j 0.0018879-0.00114627j 0.00100511+0.00333178j -0.00604832+0.00686485j 0.00537153-0.000736053j 0.0013165+0.00650129j -0.00812432-0.000449233j 0.00168979-0.0128643j 0.00462716+0.00339948j 0.00558616+0.000495382j 0.000942841+0.00723814j -0.00153808-0.00221364j -0.00115851-0.00272552j 2.12371e-05-0.000383875j 0.00035821-0.00657628j 0.000814696+0.00433617j 0.00221949-0.000394776j 0.00366393-0.00637677j -0.000729068+0.00545999j 0.00143761+0.00553253j 0.00109793-0.00191367j 0.00272402-0.0051062j 0.0030221+0.00251649j 0.00331076-0.0028686j 0.0016506-0.00105594j 0.0014213+0.00374186j 0.00323661+0.00167619j -0.00378335-0.00121231j 0.00799016+0.00216525j -0.000482933-0.00584236j 0.00849906+0.00683175j -0.00391114+0.00317056j 0.00598326-0.000280109j -0.00536309+0.00430763j 0.00126369+0.00225381j 0.00683644-0.0015961j -0.000481799+0.00591903j 0.000669471+0.00281803j -5.01981e-05+0.00829625j -0.00298475-0.00142193j 0.00409286+0.00405488j 
0.00195321-0.00206319j 0.0048192+0.000811725j 0.000250004+0.00435643j 8.86967e-06+0.00255976j -0.00207838+0.00314539j -0.00265442-0.00400378j -0.00221582+0.00132132j 0.00590771+0.00817577j -0.0038718+0.00210676j -0.00622527+0.00629677j 0.00179385+0.00523383j -0.000588815-0.00189961j -0.00402208-0.000852626j -0.00434486+0.0022854j -0.00276151+0.00361704j 5.86278e-05-0.000185342j -0.00245651+0.00614076j 0.00102285+0.00387461j 0.00601314-0.00394452j -0.000292538-0.00065142j -0.00419191-0.00214702j -0.000338801+0.00327808j 0.00753431+0.000569289j -0.00672362-0.00315737j 0.000776749+0.00658598j 0.000545758-0.00171052j -0.00422992+0.00653696j 0.0049578+1.49418e-06j 0.00647665-0.00240976j -0.00145553-0.00342832j -0.0015546+0.00195177j 0.00987112-0.00385886j -0.00426007+0.00289378j 0.005791+0.00222027j 0.011859-0.00063784j 0.00532543-0.00221608j 0.00506872-0.00791812j 0.0016723-0.00709026j 0.00762435-0.00478502j -0.00410021+0.00524915j 0.00249413-0.00456869j 0.0122205+0.00333001j -0.000395267+0.00225973j -0.00603307+0.00573556j -0.000667085+0.00243196j -0.00766094-0.005908j 0.00591147+0.00221062j -0.0038475-0.00121161j -0.0109023-0.0106066j 0.00498471+0.000793767j 0.00469306+0.000918063j -0.00577076-0.00145072j 0.00650728-0.000655576j 0.00639058+0.00453084j -0.00134674+0.0120991j -0.00557207+0.00246956j 0.00109286-0.00133788j -0.00332629-0.00552442j 0.00751594-0.00668674j -0.00240515+0.00877313j -0.000254512-0.001612j 0.00719863+0.00229211j 0.000137684+0.00109432j 0.00215851-0.00675993j 0.00372486-0.00147485j 0.00560678+0.000358157j 0.000238844+0.00159712j 0.00100265-0.00380573j -0.00361749-0.00398179j 
0.00367607+0.00409152j -0.00314449-0.000314839j 0.00257791+0.00202653j 0.000882002+0.000757845j 0.00111746+0.00250562j -0.00367349-0.00519401j 0.00179594+0.00102947j 0.00392404+0.00181903j 0.0010582-2.84683e-05j -0.0059993+0.00617773j 0.00450035+0.00108299j 0.00362873+0.000919957j 0.00192327-0.00336373j 0.00174794+0.00323358j -0.00475478+0.00803724j -0.00343808-0.0020377j 0.00103302+0.00489491j -0.00566022-0.00218757j 0.00367271+0.00662907j 0.000692502+0.000794984j -0.00528292-0.00370169j 0.00126538+0.000974654j -0.000752427-0.00635406j -0.00886029+0.00111952j -0.00257961-0.000466719j -0.00472062+0.00399456j 0.00367654-0.00641846j -0.00118632-0.00407016j 0.00077659-0.00131356j -0.00169712+0.00644253j -0.00813556+0.00480374j -0.00614488+0.0064507j -0.00990054+0.0016404j -0.00823448-0.00273375j -0.00715223+0.0153871j -0.00399355+0.00245072j 0.00490739+0.00778798j -0.00703685+0.00695696j 0.0060661-0.000154267j -0.00416027+0.00181736j -0.00626195+0.00159205j 0.00384738+0.00449608j -0.00562916-0.00615224j 0.00230047-0.00303732j -0.00113245-0.000813135j 0.00194127+0.00370517j -0.0118509+0.000818418j -0.00184474+0.00686215j -0.00329971-0.0020159j 0.00684331-0.00107376j -0.00770884+0.00181633j 0.000589079+0.000951473j 0.00186486+0.00247046j 0.00755082+0.00441887j 0.00451766-0.00123915j -0.000705954-0.00350666j 0.00423305+0.00209503j 0.00432851+0.00310698j -6.76003e-05+0.00265152j 0.0098894-0.00595877j -0.00225622-0.000529154j -0.00850789-0.000681259j -0.00374619-0.00310406j 0.00690718+0.00294823j 0.00196243+0.00183578j 0.00732422+0.00203583j -0.000757333+0.00314341j 0.00331562-0.00105123j 0.00116651+0.00229589j 
-0.00023608+0.00289511j -0.0013493-0.00210727j 2.35757e-05+0.00150641j -0.00368401-8.88952e-05j -0.00281619+0.00206519j -0.00514157-0.00218607j -0.00195516-0.000125644j -0.00360248-0.00202518j -0.00424268-0.000987354j 0.000897514+0.00378254j -0.00737308+0.00212384j 0.00379497+0.000671695j 0.00318474-0.00141354j -0.00175029+0.00444898j 0.00211008-0.000706236j -0.0133488-0.00433432j -0.00181494-0.00116304j -0.00360867-0.000407483j -0.0016336+0.00218519j -0.00502947+0.00263351j -0.00253863-0.00263083j 0.00386413+0.00270782j -0.00706107-0.000657541j 0.00377177-0.00102357j -0.000134949+0.000275159j -0.00253414+0.00207357j 0.00400189+0.00682735j -0.00130004+0.00195633j 0.00218304+0.00112493j -0.00686005-0.0126684j 0.00264587+0.00682701j -0.00669395-0.014748j -0.00597548-0.00116293j -0.00395687-0.0148545j -0.0011763-0.0139619j 0.00735923-0.00135807j 0.00533595+0.00601947j -0.0013674-0.00493128j 0.00895016+0.0013656j 0.00203944+0.00292252j -0.00156752+0.000582068j -0.00185798+0.00331022j -0.00777872-0.00296313j -0.0063594+0.00270393j -0.00112218+0.0074242j 0.0043986+0.00242589j -0.0022938-0.00655346j 0.00214648+0.011437j 0.000885496+0.00914484j -0.00107076+0.00251983j 0.004017-0.000429971j -0.00565466-0.00409704j 0.0036254+0.00100479j 0.00328313+0.00281134j -0.00422838-0.00398239j -0.00848323-0.00227741j -0.00430116+0.0044065j 0.00227271+0.0008175j 0.00201755+0.00426624j -0.0110554-0.00749505j 0.00124409+0.00469009j 0.00690342+0.002299j 0.000789532-0.00290735j 0.00254347+0.00137819j -0.00520281+0.00274261j -0.00184264+0.000881045j -0.000418359-0.000255946j -0.0021633+0.0027501j 0.00134009+0.0014866j 
0.00735734-0.00348634j -0.00135975+0.00278677j 0.000703801-0.000221673j 0.0019682+0.000643711j 0.00164337-0.000744563j 0.00316846+0.00202256j 0.0054743-0.00288583j -0.00410312-0.000524094j -0.00175019+0.00322801j -0.00286903+0.00426523j -0.000392066-0.00167427j -0.00238386+0.00119542j -0.00465554+0.00020238j -0.000870035-0.00416164j -0.000270925-0.00234889j 0.00665625-0.00173644j -0.00873347+0.00206202j -0.00116238+0.00124025j -0.0011529+0.00269415j -0.00183529-0.0031638j -0.00105851-0.00501165j -0.00391774+0.00696689j 0.00458477+0.00281757j -0.00422697-0.000124217j -0.00394978-0.00419419j -0.00337033+0.00369056j 0.00407934+0.00246515j 0.00613475-0.00412927j 0.00407277+0.00261312j -0.00781955-0.00521812j -0.00311233+0.00530577j -0.00388459-0.00245626j 0.000886616-0.0056804j -0.00428725+0.000756758j 0.007778-0.00704286j -0.00646138-0.0113444j -0.00762498-0.000304374j 0.00351205-0.00500157j -0.00454704-0.00145977j 0.00123486-0.00131507j -0.0013111-0.00467579j -0.00592114-0.00202562j 0.000348958-0.00765869j -0.00737765-0.00393203j -0.00102905-0.00185329j -0.00323238+0.00915842j -0.000319972-0.00337122j -0.00145939+0.00515132j 0.00119062+0.000949322j 0.00067799+0.00158176j -0.00846994-0.00231862j -0.0053071-0.00220628j -0.00256778+0.00163409j -0.00396332-0.00984271j -0.0107518-0.00178712j 0.00150894+0.00135916j -0.00245118-0.00576305j -0.00164757+0.00442897j -0.011996+0.000930689j -0.0102452-0.00269474j -0.013965-0.00994994j 0.000854757-0.00216366j -0.000783+0.00465966j -0.00309174+0.00392628j -0.00369653-0.0044557j 0.00306294+0.000391897j 0.00225815+0.00528012j 0.0116272-0.00295456j 0.00250801+3.82012e-05j 
0.00501873+0.000721004j -0.00598515-0.00204305j -0.0034422-0.00441761j -0.00321052+0.00434578j 0.000846136-0.00097911j -0.00269848-0.00344932j 0.00157262+0.00557429j -0.00128078-0.000997375j -0.000184687+0.00554605j -0.0017532+0.00407395j -0.00108335-0.00212597j 0.00355073-0.00324767j 0.000791292+0.00251191j 0.00227835+0.000252512j 0.00443757-0.00105979j -0.00517208-5.06266e-05j 0.000882902+0.00778037j -0.00109067-0.00416927j 0.00211282-0.00501594j 0.00364621+0.00308956j -0.00271617+0.00336568j 0.00129359-0.000228227j 0.00181382-0.00297105j 0.00673084+0.00310266j -0.00369651+0.00563119j -0.0010408-0.00131136j -0.00457598-0.00274689j -0.00564415-0.0138105j -0.000155169-0.00205244j 0.0131489+0.000616221j -0.00610247+0.0030198j 0.0110522+0.00101215j -0.00295686-0.00536199j 0.00234975+0.0056551j 0.00446815-0.00699639j 0.00559754-0.0039617j 0.000625418+0.00554359j 0.00780288-0.00586453j 0.00519536-0.00178857j -0.000530243-0.00377149j 2.11448e-05-0.000503514j -0.000452264-0.00127224j -0.00392827+0.00353177j 0.00826373+0.00275292j -0.000466705-0.00516386j 0.00126246+0.00196991j 0.00501698-0.00511298j -0.00407869-0.00818891j -0.00640987+0.00239375j -0.0011807+0.00328803j 0.0069737+0.00096458j 0.000678691+0.00476938j -0.00107368-0.000288711j -0.00425706-0.00842753j 0.00342365+0.00314417j -0.00086019-0.00126471j -0.00203063-0.000188594j -0.00505591+0.00770737j -0.00335052+0.00489743j -0.00271817+0.00286037j 0.00143135+0.00207947j 0.00237414-0.00609315j -0.00905669-0.00253064j 0.00713243+0.00522799j 0.0034341+0.00124895j 0.00341277+0.00296943j 0.00197355+0.000785134j 0.00434649-6.40657e-05j 0.0077679+0.00537631j 
0.00466148-0.00172604j 6.70849e-05+0.00482658j -0.00357808+0.00280535j 0.000340573+0.000776656j -0.00154536-0.00215649j 0.00154445-0.00210776j -0.00226017-0.0055986j 0.00331142-0.000610446j -0.00464557-4.70251e-05j -0.00762662+0.00620148j 0.00219067+0.00176572j -0.00220135+0.00160889j -0.00240365-0.00537004j 0.0080904-0.00706159j 0.00257408-0.00322282j -0.00642029-0.000156285j 0.002049-0.00100386j -0.00361392+0.00107259j -0.00133947-0.00625112j -0.00244392+0.00208581j 0.0104063-0.00357576j 2.65734e-05+0.00487593j -0.00639457-0.000660061j 0.000929785-0.00105329j 0.00224614+0.00165043j 0.00361628-0.00385224j 0.0021373-0.00141249j 0.00316077-0.00723608j -0.00811065+0.00364532j -0.00718082-0.00100915j 0.00778476-0.00207644j -0.00993997+0.00141195j 0.00958976-0.0031341j -0.00320339+0.00476585j -0.00529164+0.00198702j -0.00256208+0.00123611j -0.00256204+0.00342509j -0.00370492-0.00122426j -0.00184683+0.00201368j -0.000982945+0.00196629j 0.0105039-0.00184828j 0.00522446+0.00258775j 0.00642788+0.000308368j -0.00193328-0.0101805j 0.00819823+0.00314064j -0.00402989-0.00250111j 0.00152478+8.52132e-05j 0.00634827+0.00219529j 0.00166691-0.00536532j 0.00367356+0.000772812j 0.00197111+0.00848296j -0.00615886+0.00353494j -0.00359987+0.00256095j 0.00175761-0.000932804j 0.0038266+0.00253056j 0.00389283-0.0067914j 0.00734626+0.002572j -0.00469255-0.000368457j -0.00311066+0.00647668j -0.000628743-0.00142745j 0.00311214+0.00146581j -0.00139756+0.00407563j -0.00214468+0.00335099j 0.00015868+0.00636456j 0.000232493-0.000538148j 0.00346075-0.00313806j -4.51753e-05+0.00267922j 0.00202621-0.0095615j -0.000418615-0.00122501j 
-0.000132411+0.00171889j 0.00458578+0.00516465j 0.00418719+0.000825055j 0.000277131-0.000122629j -0.0011552+0.00219907j -0.000967216+0.00271067j -0.000767438-0.00348147j -0.00133585+0.00572573j 0.00471497-0.00269809j -0.00205668-0.00116499j 0.00208725+0.00313137j 0.00524209-0.00121389j 5.26258e-05-0.00476913j -0.00173658-0.00200398j 0.00573142+0.00371696j -0.00350143-0.000795224j 0.00324293-7.56414e-05j -0.00417453-0.00274486j -0.000789287+0.00267043j 0.00259634+0.00151022j 0.00527525+0.000823772j -0.000139235+0.00103417j -0.00939547+0.00669376j -0.00170764+0.00571069j 0.000706028+0.00231764j -0.00138157+0.000916004j 0.00852244-0.00620239j 0.000581601+0.00458848j -0.00512227-0.00556807j 0.00753141-0.00562672j -0.00788063-0.00634967j 0.00164552-0.00191755j 0.000873495+0.00840919j 0.00364133-0.00201265j 0.00527042-0.00556332j 0.00110537-0.00905631j 0.00567594-0.00152713j 0.00172469+0.00646229j -0.0102492-0.00054144j 0.00122317-0.0036886j -0.00743904-0.00707368j -0.0039493+0.00562388j -0.00135585-0.00259257j -0.00295954+0.00481069j -0.00218324-0.00410889j 0.00687058-0.00137448j 0.00687164-0.000934027j 0.00997893+0.000151202j -0.00438372-0.00319423j -0.00197254+3.76473e-05j -0.00541521-0.00379478j -0.00318366-0.00294834j 0.00108913+0.00192687j 0.0018758+0.00365474j -0.00628709+0.00212706j 0.00650212+0.00396392j 0.00459162+0.00562306j -0.00134167+0.000103851j 0.00312213+0.00735992j -0.00601804-0.000169045j -0.00527075-0.00198915j -0.013104-0.00534117j 0.000134676-0.000692604j -0.00479765+0.00390282j -0.00294857-0.00330437j 0.00116306+0.00258784j -0.00238659-0.0021499j -0.00162277-0.00156154j -0.00582678+0.00104751j 
