0.0047849-0.00654806j 0.00629059+0.00431048j -0.00176862+0.00647333j 0.00629316+0.00110274j 0.00237643+0.00177051j 0.000201496+0.00150527j 0.00398164-0.00246455j 0.000464563+0.00461553j -0.00210665-0.00154741j 0.00372282+0.000115128j 0.000118986-0.00473699j -0.00184973+0.00242537j -0.00237667-0.00335011j 0.00367753-0.001479j -0.00147259-0.00216563j -0.0011278+0.000642053j 0.000842862-0.00105284j 0.00143364+0.000260357j 0.000341852+0.00318246j 0.000806037+0.000668982j -0.00393874+0.00177138j 0.00137133-0.00124481j 0.00133049+0.00267538j -0.00306391-0.00268379j -0.00016422-0.000644015j 0.000136097+0.00123222j 0.00235215-0.00108737j -4.88286e-05+0.000504945j -0.000431602+0.00127082j 0.0017303-0.000502437j -0.000265194-0.00236707j 0.00285936+0.000881978j 0.00329931+0.000311065j 0.00105051-0.000367637j 0.00208253-0.000382294j 0.00147823-0.00114252j -0.000388306+7.27516e-05j -0.000700996+0.00162147j -0.00135268+0.00112573j -0.00143149+0.00292317j -0.00207495-0.00171466j -0.00197494-0.000887773j -0.00248167+0.000252998j -0.00109065-0.002309j -0.000724851-0.00166166j 0.00101834+8.1958e-05j -0.00131383-0.00218972j 0.00314443+0.000181128j 0.000286133-0.00123073j 0.000252019-0.00230299j 0.00276421-0.00171918j 0.000449821+0.000718421j -0.000668423+0.00261245j 0.00103384-0.000427175j -0.000449087-0.00107249j 0.000643523-0.00242236j 0.000189114+0.0014023j -0.00115067+0.00760203j 0.00988747+0.00444284j 0.00182988-0.0104087j 0.000227897-0.00131993j -0.00761823+0.00327174j -0.000990676-0.000834202j -0.00585429+0.00592602j 0.00445774+0.00302849j 0.00566939+0.00250831j 0.00642974+0.00698075j -0.00517133+0.00775713j -0.00852528-0.0117357j -0.0126+0.00834166j 
-0.000643774+0.000338211j -0.00118836-0.000442152j -0.00695333-0.001847j -0.000876272+0.00591312j -0.00144938-0.0025068j 0.0046092-0.0030066j 0.00208846-0.00167837j 0.00111037+0.00503266j -0.00182697+0.00242991j -0.00365749-0.00173356j -0.000310719+0.00156285j -0.00224463+0.000844475j -0.00452753-0.00282564j -0.00241036-0.00258755j 0.00107989-0.000901598j -0.00398688+0.00112977j 0.000957802-0.00272094j 0.00280152-0.00485527j -0.00331856-0.00233473j 0.000984351-0.000744466j -0.00609587-0.000906109j 0.00304348-9.54273e-05j 0.00301971+0.0036031j -0.00528982-0.00261482j -0.00064304-0.00327651j 0.00293389+0.000908143j -0.000896843+0.000831874j 0.00104416+0.00333741j -0.00166153+0.00433682j 0.00195068+0.000831472j -0.00336938-0.0022939j 0.00338703+0.0011145j 0.0020874-0.0019567j 0.000955896-0.00382682j 9.31262e-05+0.00247834j 0.00221676+0.00194339j -0.00231233-0.00560069j -0.00302307+0.00167861j -0.00238615-0.00123059j 0.00207942+0.00455626j 0.000981489-0.00163907j 4.46814e-06-0.00283923j -0.00807712+0.000385817j 0.00186368-0.00283446j 0.00199366-0.00323413j 0.000418903+0.00568672j 0.00160814-0.00051772j -0.000729577+0.00173209j 0.00286349-0.00208379j -0.00364921-0.00910845j 0.000249194-0.000873199j -0.00453149+0.00268534j 0.00343977-0.000816495j 0.00177771-0.00700973j -0.000321067+0.000101821j 0.00514863+0.00434034j -0.00510498+0.00504541j -0.00420034+0.00254442j 0.00707266-0.00166891j -0.00435941+0.00450624j -0.00228389+0.0019811j 0.000680882+0.0118327j -0.00130871-0.0015222j -0.00393625+0.00752933j 0.0123475+0.00177564j 0.00493642+0.0041204j -0.00253049+0.00185912j -0.00196489-0.000299377j -0.00600735+0.00631776j 0.00384847+0.0049064j 
-0.00250996-0.00319308j 0.00329801-0.00140957j -0.004526+0.000201365j 0.000587979+0.00224347j -0.0026908+0.00235048j -0.00168772-0.00198373j 6.61212e-05-0.000598226j 0.00071076+0.00302871j -0.00377704+0.00419686j -0.00640309-0.00110496j 0.00125175+0.000714354j -0.00303638-0.00242117j 0.00447263+0.000841585j 0.00189177-0.000258903j -0.00473279-0.00479395j -0.0013419+0.0012965j 0.00144537-0.000446358j -2.17129e-05+0.0005601j -0.00445822-0.000248132j -0.000276118+0.00556705j -0.00275105-0.00172674j -0.000857764-0.00150829j -1.36314e-05-0.00305084j 0.00405924-0.00368777j -0.000149409-0.000108766j -0.00124436+0.00605596j 0.00245667-0.00370919j 0.00696801-0.00191929j 0.0069034-0.00213492j 0.000939348+0.00537998j 0.00340119+0.00235052j -0.00164105+0.00245584j 0.00035911+0.00187229j 0.00458842-0.00118751j -0.00457628-0.000990872j -0.00348152-0.00131981j 0.00175871+0.00418774j -0.00461497+0.00603043j -0.000255158+0.00137514j 0.00344725+0.00469244j 0.00779138+0.00124876j 0.00156902-0.00138636j 0.00449553-0.000426163j -0.00443888+0.0041145j -0.000889806+0.00266589j 0.00482081-0.00035254j 0.00948079-0.00416488j 0.0034021+0.00131801j 0.00175527-0.000756028j 0.00150569+0.00034142j -0.00391943-0.00156774j 0.000571146-0.00425188j -0.000928714+0.00303162j -0.00549704+0.000436591j 0.000429217-0.00310021j 0.00585191+0.000509823j 0.000275009-0.0012124j -0.00089817-0.0015512j -0.0084216+0.00411655j 0.0103521-0.0092328j 0.00709633+0.00473477j 0.00109853+0.00958434j 0.0100389-0.00528917j -0.00555767-0.00616366j -0.00340633-0.00207642j 0.000985293+0.000378193j -0.00499593+0.00489819j -0.00604432+0.00193091j 0.000774975-0.00367897j -0.00431128+0.00219334j 
0.000828806+0.000645378j -0.00362538+0.00158818j -0.00372732+0.000233809j 8.14838e-05-0.000152649j -0.00238301-0.000611965j 0.000647709+0.00126796j 0.00078071-0.00260844j 0.00202884+2.21369e-05j -0.00110601+0.00160927j 8.54794e-05+0.00499899j 0.00257537-0.0024448j -0.00078511-0.000820498j -0.00183143+0.00278382j 0.00646946-0.000816061j 0.000765433-0.000719871j 0.00154506-0.00256999j -0.000991079-0.000461901j -0.00374248+0.00158046j -0.00208018-0.00542619j -0.00206971-0.00172552j -0.0023391-0.000443212j -0.00126341+0.00404668j -0.00251862-0.0019079j 0.00474948-0.00431865j 0.00339098-0.00492118j -0.00236643-0.00321658j 0.00618674-0.00325098j 0.000437478+0.00644778j 0.00193736+0.00377641j -0.00650701+0.00468219j -0.0063441+0.00186274j 0.000528221+0.000276915j -0.0032413-0.00153922j 0.00804144+0.000898474j -0.000849613-0.000291781j -0.00184358-0.00220031j -0.00381605+0.00141449j -0.00703997-0.00163772j -0.00529634-0.00497764j -0.00148915-0.00154531j 0.00190149-0.0021706j -0.000410215+0.00350607j -0.000306484-0.00430778j -0.00183811-0.00122026j 0.00255499+0.00126941j -0.00119046+0.00309645j -0.000903734+0.00298913j 0.00324538+0.00231783j 0.00497585+0.00263405j 0.000310523+0.00241816j -0.00154123-0.000961379j -0.00117603+0.00113152j 0.00235313-0.000114856j 0.00208613+0.000530065j -0.00200369-0.00365399j -0.0021847+0.00363j -0.00500267-0.00648825j 0.00182002+0.0016854j -0.00182799-0.00561029j 0.00650482+0.00098155j -0.00254043+0.00169576j -0.00325178+0.00645355j 0.00447916-0.0056902j -0.00229861-0.000375024j -0.00179952-0.00507887j 0.00669289-0.00158736j 0.00620801-0.00550357j 0.00339805+0.00474409j 1.64909e-05+0.00217647j 0.00106998+0.0023292j 
0.00161686-0.002683j 0.0005079-0.000947772j -0.00388122+0.00256639j 0.00183864-0.00234186j 0.00311597+0.000112334j 0.00159529+0.00143492j 0.00132165-0.00410266j 0.00429273+0.00181135j 0.00125303+0.00267777j -0.00074211+0.00332551j 0.00245389-0.00118861j -0.00457014-0.00359706j -0.000326052+0.00186842j 8.06144e-05+0.00117843j -0.00219365-0.00244088j -0.00344335+0.00268388j -0.000730078-0.00166072j -0.00304449-0.0035726j -0.000847309-0.000131669j -0.00289398+0.000715287j -0.000918513-0.00146006j -0.000312304-0.00142823j -0.00310894-0.00184149j -0.00264944+0.00508782j -0.0011633-0.00113703j -0.00269769+0.00111284j -0.000149443+0.00334689j -0.00315784-0.000769618j -0.00223083-0.00036078j -0.0015914-0.00430542j -0.00483193+0.00103468j -0.00210402-0.00118618j 0.00047606-0.00433248j 0.00223964+0.00350396j 0.00326919-0.00226752j -0.00570387-0.00397627j -0.0047936-0.00126551j -0.00200407-0.00191918j 0.00323902-0.00380941j 0.00287067-0.00284855j -0.00104395+0.00211396j 0.00253956-0.00101411j 3.06189e-05+0.00455756j 0.00328776+0.00599397j -9.26686e-05+0.00288295j -0.000791191-7.46925e-05j -0.00318089-0.00192069j 0.0033046-0.000239426j 0.000401012-0.00323125j -0.00247573-0.00119803j -0.00458406-0.000204992j -0.00179067+0.0034206j -0.00425614-0.00246761j -0.00190364+0.000702869j 0.00126826+0.00268523j -0.000956638+0.000345956j 0.00427862+0.00330501j -0.00245525-0.00651326j 0.00745355-0.0104393j 0.0024031+0.00782908j 0.00439109+0.00409025j 0.000830779-0.00485082j 0.00365285-0.00220528j -0.00167098-0.00383749j -0.00138225-0.00035157j 0.0041166+0.00341041j -0.00208197-0.00298367j -0.000148551-0.00317126j -0.00261055+0.00415566j -0.00016404-0.00022547j 
-0.00063527+0.00293797j -0.00252586+0.00237365j -0.000735174+0.00340711j 0.00337905+0.000734639j 0.000404751-0.00532835j 0.00454818+0.000286574j -0.00163192-0.00380809j 0.00658621+0.000810886j 0.00623315-0.00526393j 0.00556603+0.00822723j 0.00794767-0.00264739j 0.0017136+0.00118695j -0.00643638+0.000949938j 0.00222258+0.00191586j -0.00216955-0.00195134j -0.00465328-0.00232107j -0.00417556+0.0022997j -0.0017098-0.000425723j -0.00663748-0.00148708j 0.00138343-0.00317655j 0.00101229+0.00125553j 0.00203463-0.000577349j 0.00112342+0.00540803j -0.000251068+0.00122215j 0.000736607-0.00429779j -0.00608489-0.00292189j 0.00140992+0.00270819j -0.00175045+0.00420461j 0.00344081+0.000779315j 0.00033884+0.00319479j -0.00205332-0.000658691j 0.00346822+0.00244927j 0.00356767+0.00138818j 0.000125558+0.00407479j 0.00209722-0.000646756j 0.00349455+0.00449691j -0.00611733+0.000493284j -0.00295673-0.000508128j 0.00304252+0.00175058j 0.000929431-0.00182351j -0.000168966-0.00192944j 0.00078724-0.00198258j -0.00326849+0.000277443j 0.00374909+0.00252235j 0.00148422-0.00453407j -0.000810025-0.00274652j 0.00514632+0.00284136j -0.00219208-0.00720576j -0.0058207+0.000129384j 0.000242309-0.00270394j 0.00331599+0.00240381j 0.00885069+0.00178586j -0.00293103+0.000422919j -0.00036642+0.0030459j 0.00311459+0.00742847j 0.00404243-0.00232952j 0.00715213+0.0025274j -0.00460032+0.00249773j -0.0121965-0.00524655j 0.0133119-0.00555663j 0.00675253-0.00277856j -0.00201876-0.0100264j -0.00131289+0.00425875j 0.000626298+0.00500753j 0.00653562-5.10729e-06j -0.00211376+0.00017898j -0.000842129+0.00391365j -0.00297736-0.0014001j 0.00548346-0.00583821j -0.00176186+0.000278801j 
-0.00170382-0.000576198j 0.000790106-0.00270999j 0.00326713+0.000261241j 0.00182383-0.00217843j 0.00381823-0.00329064j 0.00292286-0.000134224j -0.000486172-0.00443385j 0.0060814+0.00220105j 0.00365006-0.0028848j 0.00261769+0.00254033j 0.00339328-0.000218221j 0.00449953-0.00390006j -0.000749998+0.00614188j -0.00308802-0.00276782j 0.00296135+0.00404844j -0.00220216-0.00216847j -0.00737057+0.00512672j -0.00266067-0.00429003j -0.000601424-0.0011415j -0.00276936-0.00247666j 7.21661e-06-0.000190087j -0.00281079-0.00241628j -0.00528812-0.00176292j -0.00654519-0.0023461j -0.00214713-0.00839513j -0.000793136+0.00354729j -0.00219794-0.00141989j -0.00193269+0.000926631j 0.00185025+0.000413554j -0.00234278+0.0034397j -0.00312487-0.000193194j -0.00013611-0.00232555j -0.00317677-0.00564814j -0.00211762+0.00208267j -0.00202265+0.00400657j -0.00300961-0.000577647j -0.00444738-0.00413807j 0.000334184+0.00247733j 0.0034036+0.00494944j -0.0029131+0.00363362j -0.00163445+0.00231372j 0.00159325-0.000766397j 0.00182418+0.00156105j -0.00300024+0.0052417j 0.00477794+0.00475112j -0.00327206-0.00538264j 0.00201938-0.00105228j 0.00570214-0.00115781j 0.00187021-0.00110432j 0.00543712-0.00226387j 0.000640142+0.00243986j -0.00351501+0.000701159j -0.00355756+0.000733543j -0.00402743+0.00108012j -0.000711334+0.00125392j 3.39208e-05+0.00416307j -0.00225286+0.00128538j 0.00472787-0.00525171j 0.00639906+0.00474346j -0.00112899-0.000950965j 0.00328584+0.00687886j -0.000424496-0.00221258j 0.00307822-0.000393141j 0.00299555-0.00483982j -0.00369916-0.000564749j 0.00203073+0.00214584j 0.00182026-0.000513705j -0.000485179+0.00226814j 0.00303522-0.00277857j -0.000710852-0.00537076j 
-0.00522252+0.000407309j -0.000410595-0.00263145j -0.000445738+0.000653857j -0.0011004-0.00259145j -0.00742275-0.000891683j -0.00173916-0.00184206j -0.00554676+0.000344384j 0.000479899-0.00446817j -0.00109065+0.00124186j -0.00217185+0.00222959j 0.000412755+0.00473261j -0.000488022-0.000767944j 0.00400754+0.00290129j 0.00147788-0.00278396j -0.00497917-0.00236441j -2.79054e-05-0.00497348j 0.00613088+0.00361057j 0.00201035-0.00188713j 0.000179246+0.00201065j 0.00316659+0.00251804j 0.00174101-0.00266836j -0.00420384+0.00567513j 0.00201531-0.00572205j 0.00517164+0.00110041j 0.00891225-0.000757128j 0.00506412+0.00374663j -0.00180171-4.47796e-05j 0.0109697-0.00411676j -0.000126561-0.00218389j -0.00290892+0.00169891j 0.00596972-0.00205606j -0.00419995-0.000411074j 0.00103398-0.000695882j 0.00819828-0.00103817j 0.00782387-0.0012686j 0.00166559+0.00443552j 0.00502101-0.00772167j -0.000182044-0.00353356j 0.00341016-0.00376722j 0.00271979-0.00712194j 0.0096681+0.00326775j 0.00281205-0.00248212j 0.00703435+0.00384419j 0.00479229-0.00119636j 0.00015385-0.00067054j -0.00440273-0.00339662j 0.00748492-0.00104407j 0.00685312+0.00272851j -0.00470565-0.00150555j -0.00500514-0.00419515j -0.00179659+0.00594841j 0.00417807+0.0051483j 0.000652305-0.00184399j 0.00151101-0.00309228j 0.00147657+0.00270657j -0.000113881+0.00119454j -0.00169324+0.00436861j -0.00154724+0.00280789j 0.00549262+0.00838354j 0.0026267+0.00616379j -0.00256993+0.00119608j 0.0098153-0.00631186j -0.00197503-0.0021458j -0.00232026+0.00326384j 0.00387756+0.0012924j 0.00444203+0.00530522j 0.00539603-0.0026311j 0.00672131+0.00152021j -0.00311861-0.00458041j -0.00337179-0.00295558j 
0.00374371-0.00236733j 0.00387183+0.0020289j 0.00965433+0.000717804j -0.00295892-0.00344603j 0.00137839-0.00135073j 0.00294906+0.00325765j 0.00120264-0.00369694j -0.000562085+0.00233767j -0.00438481-0.000473882j 0.00285566+0.000812709j -0.00446717+0.000261562j -0.0011316+0.000781026j 0.0064706-0.00290485j 0.00254637-0.000980996j -0.000182738-0.00113499j -0.000112412-0.00417211j -0.00169165-2.16462e-05j 0.0116158-0.00378687j 0.00345307-0.00394247j 0.00499773-0.00299846j 0.00225104+0.00307517j 0.000140548-0.000270391j 0.0136304+0.000476508j 0.00284118+0.00090018j -0.00613622+0.00175788j 0.00550342-0.00588696j -0.000796988-0.00246517j 0.00620314+0.00219067j -0.0040043+0.000511937j 0.000271243-0.00174941j 0.00288286-0.00125589j -0.000433523-0.00509415j -0.00743618-0.00478147j 0.00111134+0.000983007j -0.00282323+0.00204363j 0.000953242-0.000566842j 0.00458911-0.00237696j 0.000523712-0.00222987j -0.00700741+0.000833064j -0.00635363-0.00236134j 0.000749482+0.000332859j -0.00428805+0.00399168j 0.000183711-0.000308726j -0.000627839+0.000521636j -0.000155826+0.00231538j 0.00684679-0.00125058j -0.00128127+0.000620344j 0.0041888-0.00102395j -0.000723685+0.00220958j -0.00830669+4.06947e-05j 0.00597453+0.000853054j 0.00768157-0.00102853j -0.00405399-0.00273109j 0.00292138-0.000467747j -0.000656928-0.00350082j 0.00185128+0.000498728j -0.00554464-0.0059551j -0.0101295-0.00437864j 0.000164713+0.00219495j 0.00720584+0.0043626j -0.000835168+0.001604j -0.00329224+0.00366126j 0.00173151+0.00244869j -0.00385862+0.00237715j 0.0129343-0.000994841j 0.00802257+0.00478315j 0.000699092+0.00150488j -0.00681306-0.00213511j 0.00551985+0.00364899j 0.000551899-0.00221773j 
0.00152043-0.00257114j 0.0054406+0.000726085j 0.00603549+0.00255835j 0.00255227-0.00180226j 0.00695591+4.68593e-05j -0.00128776+0.000956036j 0.000527924-0.00081461j 0.00142653-0.0016245j 0.00655334+0.00313465j 0.000325591+0.00102129j -0.000250696+0.00418292j 0.00316946+0.000970979j 0.00260902+0.00162487j -0.00258691+0.00080083j -0.000275912-0.00758616j -0.00561192-0.00333592j -0.00482109+0.0011299j 0.0025085-0.000773416j 0.00592134+0.00266155j -0.00261752+0.00559618j 0.00121226-0.000100569j 0.00250323+0.00327135j -0.0014236-0.00344627j -0.00668236+0.00136944j -0.000443421+0.00304724j 0.000905082+0.00252311j -0.00223122-0.00132477j 0.00176512-0.00153349j -0.00136809+0.00437611j 0.00195645+0.000998516j 0.00348431-0.00359457j -0.000272816-0.000977282j -0.00167204+0.00293645j -0.0126471-0.0026622j -0.00582146-0.00277112j -0.00426471+0.0025844j -0.000995522-0.00500866j 0.00636622-0.00447686j -0.000167644-0.00368558j 0.00107604-0.000648781j -0.00318151+0.00319955j 0.00553333+0.00150501j 0.000570291-0.0029599j 0.00366-0.00462302j -0.00138251+0.000135444j 0.00129856-0.00271054j -0.00130947-0.00233004j 0.000827892+0.00452884j -0.00174459+0.00189144j 0.00669458+0.00245767j -0.00111571+0.00460354j -0.00381094-0.00101649j -0.00946548-0.000209207j -0.000428643-0.00642637j 0.0054361-0.00342402j -0.00239239+0.00416621j 0.00453661-0.000607402j -0.0112465+0.00198342j -0.00388645+0.00159076j 0.00809578+0.00145377j 0.00073775-0.000183008j -0.00745612+0.00573472j 0.00404515+0.00336905j -0.00414246+9.87032e-05j -0.00112992-0.000370899j 0.000476319-0.00308892j -0.00395112+0.00297764j -0.00808825-0.00192626j 0.00304197-0.00061151j -0.00486357+0.00409984j 
-0.00321184-0.000964601j 0.0035697-0.000184141j 0.00112329+0.000685511j 0.000957052+0.000696234j 0.00177314+0.00526366j -0.00478632+0.00398643j -0.000745493-0.00106146j 0.001382+0.00064695j 0.000477235+0.00615743j -0.0024345+0.00465669j -0.00166584-0.00579969j -0.00188006-0.00128156j 0.00592687-0.00523549j 0.00069458-0.0060754j -0.00309349+0.000863057j 0.0047525-0.000434219j -0.00108381+0.0053105j 0.0056957+0.000993888j -0.0026122-0.00327192j 0.00700056-0.0038244j -0.00272863-0.00685892j -0.00529115+0.00183737j -0.00190773+0.00180558j -0.00142979-0.00296974j 0.00269506-0.000376188j 0.00164129+0.00277794j -0.000173427-0.00138663j 0.00290356+0.0103071j 0.00748626+0.000198628j -0.00238188-0.00352575j -0.000820152+0.00126193j -0.00280108-0.00434521j -0.00204446-0.00436751j -0.00250553+0.00757125j 4.21028e-05-0.00119857j -0.000286156-0.00236711j 0.00435597-0.0053747j 0.000408622+0.00145812j -0.00511403-0.00338787j -0.00126279+0.00117677j -0.0040014+0.00690193j 0.0068594-0.00392805j 0.00563821+0.00107909j -0.00159687+0.00254268j 0.000555646-0.0184861j -0.000955929-0.0009248j -0.00143876-0.0021371j 0.00141281-0.00197361j 0.000115332-0.00584488j 0.000617608+0.000878756j -0.000271954-0.00376702j 0.00313416+0.00237675j -0.00516911-0.0012057j -0.00362976-0.00281504j -0.00404672+0.00705596j -0.00121341-0.00241833j -0.00282737+0.00991665j 0.00179859+0.00586196j 0.00251302-0.0147796j -0.00506209+0.00100311j -0.00124741-0.00725312j 0.00331007-0.000810453j -0.000584399+0.00806369j -0.000437242+0.000988539j 0.00177508+0.00127975j -0.00391502-0.00418886j -0.00233053+0.000916975j -0.00312827-0.00577296j 0.00310798-0.00216752j -0.00359802-0.00257137j 
-0.000366988-0.000585908j 0.000736496-0.001163j 0.000175709+0.00355277j -0.00175066-0.00239813j -0.00155161-0.00129954j -0.00211319+0.00256369j 0.000525107-0.00155123j -0.00206708+0.0013732j -0.00561214-0.00217322j -0.00515842+0.00320245j -0.00139077-0.00415859j 0.00350765+0.000777906j 0.00183099+0.00126623j -0.00177282+0.00340114j -0.00045821+0.00143819j 0.000928286+0.00320316j -0.00271734-0.00569518j 0.00428594+0.00137279j 0.00305507-0.0035541j -0.00652223-0.00324256j 0.00319778+0.00578588j 0.00465343-0.00454292j -0.00282508+0.000207352j 0.00955805-0.00208145j 0.000733477-0.00349834j 0.00242573-0.0090821j 0.00537839+0.00221167j 0.00551418+0.00254556j -0.00306241-0.00708085j 0.00177104+0.00208185j 0.00169723-0.003031j 0.00205891-0.00260109j 0.000628487+0.00204576j -0.00243316+0.00602595j -0.00875807+0.00861252j 0.0023697+0.00216823j -0.00127618+0.00371093j -0.00290957+0.000829417j -0.004938+0.00485341j -0.00359435-0.000842584j 0.0063594+0.000197094j -0.00772159+0.00160639j -0.00445885-0.00530821j -0.00407728+0.00611787j -0.00434901-0.00598064j 0.00644078-9.91164e-05j -0.000529672+0.00615962j 0.0111109-0.000182301j -0.00315444+0.00332294j -0.00328118+0.00202252j -0.00630779+0.000117425j 0.00207978-0.0045417j 0.00430795-0.00369805j -0.00336635-0.0012803j -0.00389295+0.00465892j 0.00331026+0.00210146j -0.000570273-0.00236341j 0.0107045-0.00246917j 0.00422976-0.00343579j -0.00105409-0.00351824j 0.00376185+0.00134608j 0.00964127+0.0018176j -0.000724358+0.00236479j -0.00251936-0.00575476j -0.00683214+0.00111052j 0.00117537-0.00362235j -0.00120978+0.0023619j 0.00137892-0.0035323j -0.000427032-0.00128116j -0.00345921+0.00148835j 
0.00123486-0.003897j -0.00246418+0.000771438j -0.00649414+0.00308072j 0.00457327-0.00395685j 0.00274139+0.00266605j -0.000549672+0.00304022j 0.00269501-0.00064416j 0.00315144-0.00304279j 0.00529781+0.00183392j -0.0016297+0.000742153j 0.00328032+0.00130845j -0.00144285+0.000603057j -0.00756806-0.00471698j 0.00583702-0.00312189j -0.00148535-0.00478457j -0.0015001+0.000231313j 0.00419682-0.000967618j -0.00288629+0.00140319j -0.000793462+0.000719999j -0.00456056+0.00255852j 6.41551e-05+0.000507102j 0.00301883+0.00468329j -0.00248615-0.00296113j 0.00118921+2.56334e-05j 0.00887513+0.00318042j -0.00548108-0.00546177j -0.000610767-0.00373579j 0.000143087+0.000678038j 0.00106914-0.0036718j -0.00128422-0.00606699j -0.00033594-0.00211861j 0.00472199-0.00558683j 0.00343755+0.000913533j 0.0068394+0.00335384j -0.00465575+0.00320964j -0.00820299-0.00740266j -0.000630543-0.00517364j -0.00293622-0.0062555j -0.00359461+0.00424458j 0.000666238-0.000296929j 0.00432377+0.00176904j 0.0010251+0.00131176j -0.00777823-0.00179094j 0.00136222-0.00435324j 0.00721767-0.00493153j 0.0042391-0.0014603j 0.00413572-0.000263041j -0.000929286+0.00636463j -0.00135373+0.00128369j 0.00273916+0.00139132j -0.00421694-0.00284731j -0.000567987-0.00143109j 0.00305807-0.00313212j 0.00264164-0.00407708j 0.00268199-0.00356724j 0.00380837+0.00207366j -0.000586006-0.00293238j -0.00162748+0.00235607j -0.00917901+0.00952769j 0.00146361+0.00151838j -0.00532917-0.00227432j -0.00326085+0.00286744j -0.00758848+0.00618767j 0.00164369+0.00420977j -0.00215018+0.00396666j -0.00691445+0.00109259j -0.00218717+0.000113837j 0.00770978-0.00536082j -0.00199962+0.00203474j 0.00260809-0.00370792j 
-0.00347555+0.00176246j 0.00110363-0.0029693j 0.0041683-0.00491755j -0.0054917-0.0016038j 0.00380288+0.00049936j 0.00402103+0.000687298j -0.000173153-0.000304132j 0.00228389+4.53133e-05j -0.00100686-0.000966577j -0.000135602+0.00140764j 0.0043641-0.000402416j 0.00424509-0.00427773j -0.00175591+0.00320784j -0.00174775-0.00108178j 0.00506998+0.00395122j -0.000528084-0.00443555j -0.00434334-0.000297729j 0.00314298+0.00126951j -0.00429957-0.00573187j -0.00262375-0.00102861j -0.000874122-0.00921592j 0.000822462-0.00153323j -0.00231131+0.00113048j 0.00222699-0.00315795j -0.00284529-0.000596994j 0.00183592+0.00101409j -0.00562666+0.0020493j 0.00146189-0.00345931j 0.00142789-0.00311857j 0.000185176-0.0028565j 0.00220281+0.00166446j -0.00404886-0.00252202j 0.000523399+0.00216554j -0.00378165-0.000575506j -0.0038037+0.000625106j -0.000597058-0.00143399j -0.00273012+0.00339808j 0.00277435+0.00585216j 0.000326818-0.00511618j -0.00290869+0.00035897j -0.00090925+0.00937034j -0.00486605-0.00358984j -0.0114231+0.00817734j -0.00178704-0.000251618j 0.00247325-0.0011998j 0.00246447-0.000530156j -0.00226976+0.00580932j -0.00116328-0.00435072j -0.0011666-0.00314949j 0.00274364-0.000998296j 0.00434048-0.00391847j -0.00916524-4.12607e-05j 0.00663517+0.000838847j 0.000414605-0.00439567j 0.000646734+0.00220303j 0.00129548+0.00480169j -0.00204017+0.00217895j -0.00173593-0.00071104j 0.00981315-0.0018508j 0.000611194-0.00231229j 0.0039337+0.00643887j -0.0013399+0.001095j -0.000286459+0.00242123j -0.00203779+0.00521938j 0.00189512+0.00247089j -0.00113315+0.00217917j 0.0042173-0.00998598j 0.00716306+0.00061043j 0.00214695-0.00852143j -0.00573908+0.00168531j 
-0.00607533-0.000773334j 0.00146952-0.00251986j 0.00154227-8.74177e-05j 0.000445844-0.00210109j 0.000789672+0.00211622j 0.00210711-0.00075099j 8.15468e-06+0.00149061j 0.000416659-0.00397152j 0.00105839+0.00395067j -0.000998456-0.00163711j -0.00119089+6.92123e-06j 0.0084039-0.00232945j -0.00844224-0.00121078j -0.00554078-0.00358631j 0.00164759+0.0013824j 0.00239049+0.00224307j -0.00478504+0.00385989j -0.000337143-0.00169956j -0.000365023+0.0023548j -0.00353274-0.000249878j -9.68605e-05-0.00186701j 0.00353484+0.00260361j -0.00757153+0.00043978j 0.00578274+0.000582126j 0.000600705+0.000251367j 0.0011313-0.00278043j -0.00155506-0.00387649j -0.000240318+0.0023389j 0.0056527-0.00353674j -0.00459285+0.000853303j -0.00123514+0.00309522j -0.00292639-0.00718218j 2.90929e-05+0.00216841j -0.00272143+0.000587682j -0.00764849+0.000979348j 0.00303697-0.00620042j -0.00397895-0.00177593j 0.00418263-0.00353424j 0.00527089-0.00434013j -0.00117321-0.00238349j 0.0061458-0.00252999j -0.0145593+0.00150401j -0.00189631+0.00239266j 0.000470996-0.00123605j 0.00235805-0.00429419j 0.00452211+0.00546429j 0.00855979-0.00494562j -0.00185595-0.00180041j 0.00135278+0.00174876j 0.00538892+0.00300305j -0.00427248-0.000480333j 0.0055732-0.00233559j -0.00216087+0.000130663j 0.0110926+0.00315456j 0.00053645-0.000870863j 0.00990812-0.00357282j 0.00307505+0.00371993j -0.00290195-0.00258195j 0.00391298-0.000952494j -0.00724045+0.00239499j 0.012892-0.00178777j -0.00776951+0.000989985j 0.00401707-0.00409524j -0.00481428+0.000847624j 0.00464459+0.000160079j 0.00862184+0.00618715j 0.00233874+0.00260004j -0.00353041+0.000317251j -0.00209508+0.00139457j -0.00476494-0.00489978j 
