0.0047849-0.00654806j 0.00629059+0.00431048j -0.00176862+0.00647333j 0.00629316+0.00110274j 0.00237643+0.00177051j 0.000201496+0.00150527j 0.00398164-0.00246455j 0.000464563+0.00461553j -0.00210665-0.00154741j 0.00372282+0.000115128j 0.000118986-0.00473699j -0.00184973+0.00242537j -0.00237667-0.00335011j 0.00367753-0.001479j -0.00147259-0.00216563j -0.0011278+0.000642053j 0.000842862-0.00105284j 0.00143364+0.000260357j 0.000341852+0.00318246j 0.000806037+0.000668982j -0.00393874+0.00177138j 0.00137133-0.00124481j 0.00133049+0.00267538j -0.00306391-0.00268379j -0.00016422-0.000644015j 0.000136097+0.00123222j 0.00235215-0.00108737j -4.88286e-05+0.000504945j -0.000431602+0.00127082j 0.0017303-0.000502437j -0.000265194-0.00236707j 0.00285936+0.000881978j 0.00329931+0.000311065j 0.00105051-0.000367637j 0.00208253-0.000382294j 0.00147823-0.00114252j -0.000388306+7.27516e-05j -0.000700996+0.00162147j -0.00135268+0.00112573j -0.00143149+0.00292317j -0.00207495-0.00171466j -0.00197494-0.000887773j -0.00248167+0.000252998j -0.00109065-0.002309j -0.000724851-0.00166166j 0.00101834+8.1958e-05j -0.00131383-0.00218972j 0.00314443+0.000181128j 0.000286133-0.00123073j 0.000252019-0.00230299j 0.00276421-0.00171918j 0.000449821+0.000718421j -0.000668423+0.00261245j 0.00103384-0.000427175j -0.000449087-0.00107249j 0.000643523-0.00242236j 0.000189114+0.0014023j -0.00115067+0.00760203j 0.00988747+0.00444284j 0.00182988-0.0104087j 0.000227897-0.00131993j -0.00761823+0.00327174j -0.000990676-0.000834202j -0.00585429+0.00592602j 0.00445774+0.00302849j 0.00566939+0.00250831j 0.00642974+0.00698075j -0.00517133+0.00775713j -0.00852528-0.0117357j -0.0126+0.00834166j 
0.00241881-0.00118218j 0.000441328-0.00146589j 0.000984671+0.000445608j 0.000887732-0.00110001j -0.00151713+0.00160084j -0.000683418-0.00489818j -0.000525819+0.00351069j -0.00082613-0.0040441j -0.000722131+0.00349572j 0.000537311-0.00576194j -0.00141445+0.000564075j -0.00109727-0.00474696j 0.00243538+0.00260898j -0.00221713+0.0041507j 0.000547913-0.0013502j -0.00377533+0.00710478j -0.00227103-0.00360367j -0.000218015-0.000334458j 0.00443043-0.00116137j -0.00221983+0.00749159j 0.00106286-0.00169299j 0.00881697+0.00316331j 0.00147159+0.000827663j -0.000153685+0.0025946j -0.00389839-0.00303151j 0.00332066-0.0011991j -0.00188005-0.000330102j 0.00556817-0.00121841j -0.00555043-0.00294613j 0.00833642+0.00488178j -0.00118718+0.00281384j 0.000288128+0.00560434j 0.00580453+0.00142577j -0.00407785+0.00103623j 0.00647354-0.00355441j -0.00157183-0.0141842j -0.0028587+0.00144068j -0.00705997-0.00231614j -0.0040662+0.00161531j 0.000110911+0.00311967j -6.31257e-05-0.00392705j -0.000359655-0.00496744j 0.001727+0.00298077j 0.00482123+0.000234561j 0.00170731-0.00214858j -0.00422507+0.00584594j 0.00111184-0.000357645j -0.00113474-0.00117454j 0.00104986-0.00477871j 0.00012178-0.00260141j 0.0060813+0.00324643j 0.00129685+0.00383265j -0.00183149+0.001889j 0.000487187+0.000878894j -0.00313602+0.00206015j 0.00149978+0.000599918j -2.98593e-05+0.00421929j 0.00306621+0.000221867j 0.00579103-0.00536496j 0.00472736-0.00164316j 0.00358683+0.00235228j 0.00405701-0.0034218j -0.00254068-0.00417729j 0.00241561+0.00512993j 0.00192054+0.00438178j 0.00246811+0.0011391j 0.0015817+0.0014868j -0.00208824+0.00532128j 0.000342573-0.0027627j 0.00162993-0.00310238j 
-0.000946505+0.00213463j -0.000160507-0.00251146j -0.00386056+0.0037147j 0.000424184-0.0021549j 0.00134068-0.00319582j -1.65705e-05+0.00539435j 0.00170557-0.00162811j 0.000371919-0.00407815j 0.00119646-0.00406535j -0.00480523+0.00659246j -0.000487575-0.000507785j 0.000301014-0.00147262j 0.00150315-0.00254547j -0.000600563+0.00089466j 0.00378-0.00128929j -0.00339545-0.00281128j 0.0025069+0.00448743j 0.000469548-0.000379965j -0.00452492+0.00167733j -0.0037873+0.00319508j -0.000815749+0.00338058j 0.0045248+0.000963153j -0.00407528+0.00389814j -0.00389191+0.00618228j 0.00624611-0.00144646j 0.00258006-0.00626209j -0.00290366-0.00264149j 0.00251323-0.00351007j -0.000927382+0.00638355j 0.00163149+0.000572958j -0.00449071-0.00405086j 0.00213574-0.00561964j -0.00599861+0.000683619j -0.00451028+0.00151288j -0.00101618+0.00183293j 0.00855914-0.00140948j -0.00581851+0.000965401j -0.00313393-0.00530922j 0.00609333-7.48457e-05j 0.000402206-0.00255274j 0.000595891-0.000102491j 0.00203538+0.00274154j -0.00712338-0.00423234j 0.00165184-0.00656519j -0.00432591+0.00407889j -0.00500656-0.00256274j -0.00147085-0.00114052j 0.00325286+0.00344629j 0.00287854+0.00473729j -0.00584073-0.000513767j -0.000597346-0.00140874j 0.00487358+0.00420867j -0.00903951-0.00351491j -0.00341882+0.00191771j -0.00217521-0.00539704j 0.00013675+0.00105512j -0.00241058-0.00538659j 0.00366549+0.00427712j 0.00246683+0.00131283j 0.00539401-0.00439279j -0.00442468+0.00119361j 0.00691087-0.00303177j 0.00762736+0.00542563j -0.00287544+0.00207562j 4.79192e-05+0.000998125j -0.00192621+0.000949909j -0.000721682-0.00334402j -0.00257041-0.00565043j -0.00166576-0.00177589j 0.000798858-0.00162675j 
-7.7075e-05-0.00201551j -0.000948116+0.00175223j -0.00239757+0.000900326j 0.00100649-0.00297021j -0.00149408-0.00545966j -0.00120452+0.00453965j 0.000172847-0.00148641j -0.00110596-0.0035509j 0.00153127-0.00689169j -0.00436946+0.00321712j 0.00125452-0.00037542j -0.00230945-0.00323026j 0.00293886-0.0038672j 0.00123952-0.000658249j -4.73973e-05+0.000980108j 0.000130211+0.00310135j -0.000680377-0.00052028j -0.000192981-0.00891906j 0.00452767-0.000100182j -0.00174965+0.00267465j 0.00278647-0.000792616j -0.00505787-0.00681784j 0.00269077-0.000699005j 0.00237806-0.00152398j 0.00286707-0.00515897j -0.00339668-0.00364633j 0.00324007+0.000752036j 0.00044745-0.00064849j 0.0055988+0.000607277j 0.00227465-0.00186956j -0.00184033-0.00191814j -0.00263706-0.00223367j 0.00320335-0.00272046j -0.00218534+0.00347258j 0.00312607+0.00559861j -0.00667233-0.00396138j 0.00298997+0.0049555j -0.00574153+0.0102068j -0.0018473-0.00717925j 0.00153285+0.00379344j -0.00124557-0.00125445j 0.00111699-0.00154681j 0.000950416+0.00428075j 0.00448497-0.0029914j -0.000627789-0.00213348j 0.00294401+0.00466847j -0.000875739-0.000492774j -0.00478968+0.00398435j -0.00449806-0.00711522j -0.00282876+0.00464392j -1.24483e-05-8.89237e-05j 0.0019326-0.0121583j -0.00140623+0.0129699j 0.00217498-0.00444595j 0.00353538+0.00396651j -0.0026997-0.00297843j 0.00820757+0.00383562j 0.000453317-0.00218559j -0.011606+0.00072498j -0.000651754-0.00440163j -0.00266517+0.000838876j -0.00132188+5.89466e-05j 0.00431862-0.000707633j -0.00234011-0.00208463j 0.00427534-0.00463196j 0.00051752+0.000811355j 0.00172734-0.00216163j -0.000824349-0.00269887j 0.00088972+0.0053449j -0.00226334-0.0030727j 
-0.00116723-0.0018337j -0.00134514+0.00322139j 0.00183108-0.000228794j -0.00336283-0.00147363j -0.0042297+0.00212766j 0.00198703-0.000392679j -0.00446519-0.000316115j -0.00343502-0.00462101j -0.000585578+0.00432256j 0.0020722-0.000207636j 0.0012373-0.00328199j -0.00244273+0.00107709j -0.0011159-0.00263292j -0.0019067-0.00334884j 0.00330034-0.00613894j -0.000155902+0.000228003j 0.00119673+1.28063e-05j -0.00674798-0.00310022j -0.00136669+0.00520703j 0.00447011-0.00150251j -0.00134396-0.00471057j 0.00285445-0.00115554j 0.0052364-0.00291985j 0.00105043-0.00230836j 0.00208579-0.00132071j -0.00227985+0.000718328j 0.00388124-0.000806934j -0.00328612+0.00282945j 0.000988889-0.00244345j -0.00496685-0.000282405j -0.00040956+0.00695759j 0.00429008-0.00795161j -0.00430503+0.00380802j -0.00170035+0.00189523j 0.00406058+0.00471948j 0.00778957-0.00399912j -0.00482303-0.00827034j 0.00149923-0.00282234j 0.00382254+0.00575369j -0.00599731+0.00659363j -0.0029482+0.0023721j -0.00140683+0.000972935j 0.00310757+0.00310019j -0.00802203+0.00329406j 0.00125782-0.00247655j -0.00139908+0.00518224j 0.00254742+0.00267606j -0.00255961-0.00275313j 0.00156402+0.0030503j -0.00488445+0.000795989j 0.000468678+0.00329096j 0.00309371-0.00320033j -0.0012701-0.00487175j -0.00325899-0.0024957j 0.001876+0.00180015j -0.00421722+0.00388447j 0.000320378+0.00242094j 0.00707557-0.00574018j -0.00445865+0.000494973j 0.00345447+0.00352774j -0.000807982+0.000846404j -0.00374916+0.00286796j 0.00276286-0.000405112j 0.0024083-0.000291178j 0.000807777+0.00385022j 0.00125887-0.00135824j 0.00244588-0.000411071j -0.0018756-0.000609994j 0.00142911+0.00176104j -0.00239217+0.00350682j 
0.00320438+0.00183644j 0.00247931-0.00288039j 0.00137795+0.00168584j 0.000263318-0.00112019j 0.00140727+0.00136856j 0.00259838-0.000506097j 0.000916442+0.00158219j -0.00474678-0.00109062j 0.00119683-0.00542332j 0.00248754+0.00305003j 0.000287971+0.000712079j -0.00360592-0.000340555j -0.000517282-0.0023655j 0.000135067-0.00145901j -0.00235105+0.00268589j -0.00280089+0.00230931j 0.000548396+0.0027281j -0.00372236+0.00136814j -0.00445736-0.00652053j 0.00389404-0.00312777j 0.000347726+0.000222796j -6.63916e-05+0.00171908j 0.00458053-0.000929632j -0.00185972-0.000447891j 0.000195795-0.000210565j -0.00684939-0.00348837j 0.00103588+0.00458182j -0.000122829-0.00190254j 0.00408742-0.00389638j 0.000325393-0.00183002j -0.00060702-0.000657622j -0.00143266+0.00308581j -0.00565541-0.0118051j -0.000646478-0.00297491j -0.00336918-0.00646079j -0.00105051+0.00397332j -0.00274008+0.00175748j 0.00252173-0.00257614j 0.00239413+0.00627745j 0.00356053-0.00349092j 0.00165969-0.00159753j 0.005017+0.00147844j 0.00277272-0.00247471j -0.00471828-0.00194254j -0.00500036-8.99075e-05j 0.00568296+0.00504438j 0.00180398+0.000945412j 0.00306932-0.000302058j -0.00239976-0.00322615j 0.0040868-0.00638245j 0.0034129-0.00144407j 0.00124046+0.00462848j 0.00442239-0.00196131j -0.0041664-0.00294863j -0.000187058-0.00113119j 0.00519753-0.00184983j 0.000129495-0.00194738j -0.00878709-0.00164877j -0.00245253+0.00117618j -0.00767814-0.00453418j 0.0063571+0.000702001j 0.00769638-0.00032848j 0.00317301-0.00801834j -0.00267828+0.000516506j -0.00487378+6.2898e-05j 0.00147389+0.00118843j 0.00025473-0.00457164j -0.00118592+0.00632651j -0.000472068-0.00400596j 0.00345428-0.00529613j 
0.00014549-0.000616035j -0.000772219+0.00264607j -0.00143139-0.00458475j -0.000569056-0.00115093j 0.00315908-0.000562792j -0.00229085+0.00239806j -0.00208067+0.000217957j 0.00321987-0.000915645j 0.000825983+0.000863216j 0.00539818-0.00540333j 0.000791746+0.000221141j -0.00461153-0.00218787j 0.00324824-0.00304654j -0.00381752-0.000529375j 0.00126695-0.00407869j -0.000241124+0.000576011j -0.00191635+0.000199831j 0.00215107+0.00196905j 0.00146184-0.00439619j 0.00450493-0.000948505j 0.00300664+0.000510592j 0.00412822-0.0011347j -0.00151609+0.00369446j -0.00336957+0.000379344j -0.00636962+0.00379755j -0.0030219-0.00288396j -0.00158376+0.00301543j 0.000579264-0.004686j 0.00268139-0.00197533j -0.00352785-0.0011076j 0.003696-0.00522581j 0.00199263+0.00361346j 0.000761051+0.0073376j 0.00198003-0.00499368j 0.00628646+0.00547141j -0.00112918+0.00447022j 0.00223991-0.000277897j 0.00214647+0.000398775j -0.000293009-0.00329267j 0.000639581+0.00464783j 0.00270384-0.00580283j -0.00333863-0.00233388j 0.00120875+0.00111177j -0.00215174+0.00233783j -0.000812944+0.00148525j -0.00785966+0.00028717j -0.0017229-0.000524104j 0.00200803-0.00121286j 0.00551545-0.00642698j 0.00548997-0.00279118j -0.00348518+0.00386392j 0.00846036-0.00343429j -0.0025305+0.00277271j 0.00962854-0.00533064j -0.00743249-0.00216654j 0.000492488+3.1996e-06j 3.06255e-05+0.00542991j 0.00386589+0.000471811j 0.00267718+0.00345182j 0.00148167-0.00393948j 0.00347006+0.00671156j 0.000867549+0.00857951j -0.000852258-0.0019044j -0.000759629-0.00221711j -0.00337864+0.00289139j -0.00131613+0.00403988j -0.000278096+0.00282115j 0.00154112-0.00242584j -0.000908431+0.00262535j 0.00130212+0.00353261j 
0.00128185+0.000695317j -0.00224765+0.000138327j -0.00406225+0.00171728j -0.00100274-0.00101849j -0.00122049-8.26963e-05j -0.00268745-0.0022152j 0.00239838-0.00301165j -0.00193164-0.00380308j 0.0025761+0.000823735j -0.00465795+0.000710383j -3.79513e-05-0.00521986j 0.00126504+0.000387447j 0.00177765+0.00312165j 0.00438174-0.00441825j -0.00146093+0.00340989j -0.00499572+0.00311208j -0.00103992+0.00193726j 0.002538-0.00201253j 0.00157464+0.00420717j -0.00127575-0.00443552j -0.00150016+0.00202231j 0.00542618+0.00564455j 0.00299139-0.00324713j -0.000594158+0.00111214j -0.00429365+0.00310758j -0.00296817+0.00331357j -0.00174742-0.00286312j 0.00362355-0.00629385j 0.0102117-0.00312395j 0.00532208-0.00447283j 0.0060175+0.00245734j 0.000291551-0.00406112j -0.00234514-0.00387523j -6.0999e-05-0.00217076j -0.00378557+0.0121035j -0.00591666-0.000962503j -0.00164966-0.00671933j -0.00287894+0.00142087j 0.00305046+0.00403244j 0.00708374-0.00308687j 0.0010646+0.0022749j 0.00416217-0.00297837j -0.00032271+0.00219413j -0.000719256+0.00521866j -0.00211387+0.00262139j -0.00380838-0.00084477j 0.00248022+0.00335391j -0.00445071-0.0102232j -6.11013e-05-0.00269427j 0.00638815-0.00320063j 0.00556634-0.00134677j 0.00683413+0.00745606j 0.00631345+0.00339848j 0.00711517+0.00583835j -0.00393585-0.00108143j -0.000171039+0.00296741j -0.00786299+3.35811e-05j -0.00262105-0.001507j -0.00902639-0.00643167j 0.00722879+0.00239814j -0.00222124-0.00148362j -0.00407152-0.000417321j 0.00460763+0.0013627j -0.00258667-0.0014635j 0.00243388+0.00278696j 0.00124656-0.00399164j 0.00139346-0.00500622j -0.000451919-0.00187084j -0.00166893+0.000672393j -0.000772796+0.00160589j 
0.000958498+0.00300258j 0.00248787-0.00290633j -0.00145222+0.00549651j 0.00239643-0.00138099j 0.00189541-0.00103815j 0.000657253-0.00235476j 0.00130615+0.000957036j 0.000912866-0.00332275j -0.0010639-0.00247187j 0.000682459+0.00118287j -0.00443893+0.00473016j 0.00127809-0.00129819j -0.0029755+0.00147825j -0.00284523+0.00242123j -0.00191114+0.00626628j 0.00264772+0.00320765j -0.00140401-0.00293285j 0.00264582-0.0032529j 0.00390781-0.00114397j 0.00165723+0.00067345j 0.00460523-0.00779242j -0.00264909-0.00657582j -0.00299243-0.00345521j -0.00506102-0.00206541j -0.00153749-0.00251621j -0.00162382-0.000398441j -0.00500494+0.00325796j -0.00137914+0.00125721j 0.00246486-0.00186771j -0.00279627+0.00354477j -0.00156555-0.00366728j -0.00126558-0.00822685j -0.00507617-0.00147872j 0.00158304-0.00550752j 0.00114705+0.00688844j -0.00284834-0.00478769j -0.00312586+0.00117547j 0.00465396-0.000197225j 0.00696854-0.0028387j -0.0038483+0.00695061j 0.00350978+0.00352213j -0.000364823-0.000265592j -0.00101793-0.00238296j -0.00517779-0.000334903j 0.00450834-0.00162729j -0.0108945+0.00210093j 0.000659747+0.00267273j 0.000834042-0.00340249j -0.00422589-4.48508e-05j -0.00158153+0.000278204j 0.00729022+0.00597663j 0.00421476-0.00716054j 0.00305889+0.00307026j -0.00330168-0.00136303j -0.00188747+0.0003964j 0.000526523+0.00168598j -0.009047-0.00543535j 0.00442393-0.0024125j -0.00220048+0.000127218j 0.000869748-0.00390125j -0.00551352+0.00249215j 0.00403885+0.00276702j 0.000702107+0.00154456j -0.000706773+0.00188275j -0.00117518+0.00376433j -0.000833757-0.000297372j -0.000966158-0.00121804j -0.00359128+0.00327705j -0.00206418-0.00577176j 0.00301451-8.35996e-05j 
0.000455862-0.000486318j -0.000957751-0.00352409j 3.33255e-05+0.000699566j 2.78942e-05-0.00154997j -0.00195863-7.893e-05j -0.00092188+0.00131787j -0.000190281+0.000745429j -0.00223023+0.00122066j -0.00209927+0.00159209j -0.00181083+0.00420678j 0.000914384+0.00210417j -0.00119908-0.00308267j 0.0038787-0.00332077j -0.00401637+0.00166928j 0.00424282+0.00313251j 0.000245919-0.00307671j 5.66539e-05+0.00638627j -0.00123089+0.000503434j 0.00381528-0.00839379j 0.00233517+0.0019194j 0.00336143-0.00328001j 0.00223318+0.00604154j 0.000385099+0.00706345j 0.00147886-0.00223361j -0.00301914+0.00106355j -0.00216776-0.00457601j 0.00492625+0.00244071j -0.00207412+0.00357717j -0.00111465-0.00105364j -0.0010989-0.00519511j 0.00019028-0.00628343j 0.00465546+0.00625399j -0.000569618-0.00918486j 0.00241152-0.0010546j -7.25769e-05-0.00375777j -0.00185399+0.00162602j -0.00206623-0.00121316j 0.00152294+0.00150975j 0.00237581-0.00778615j -0.00338305-0.00127013j 0.000950886-0.000897126j -0.00264879-0.00188367j 0.00257269+8.31273e-05j -0.00205978-0.00361858j -0.00465154-0.00253493j -0.00116519+0.000669264j 0.00111036+0.00388044j 0.000606267-0.000811743j 0.00203419+0.00111187j 0.00188327+0.00107971j -0.00409088-0.000438789j 0.00244199+0.0036112j 0.00223004-0.00273008j 0.00330249+0.00151159j 0.00536862+0.00197627j -0.0018606-0.0034745j 0.00620102-0.0025002j 0.00610508+0.00253385j -0.00537084-0.00857751j -0.00103914+0.00185847j -0.00424018+0.00112371j -0.00109525-0.00278532j 0.00189722-9.18646e-06j -0.00246533+0.00459222j -0.00123878+0.00187757j -0.00374158+0.00135749j 0.00090812-0.00210143j 0.000826837-0.000735146j -0.00192497+0.000348114j -0.00262739-0.000764065j 
0.000425343-0.00592064j -0.00171332+0.00470407j -0.00169014-0.000399147j -0.00107645-0.0022416j 0.000674298-0.00217146j 0.000586945+0.00143498j 0.00153421-0.00301571j 0.001672-0.0039297j 0.000469583+0.000746483j -0.00445877-0.00467361j 0.000415299-0.00436637j 0.00157034-0.000144195j -0.0021639-0.00266075j -0.000889471-0.00361895j -0.000121572+0.00204306j -0.00098503+0.00497045j 0.00224498+0.00389377j 0.00353268-0.0063065j -0.0034145-0.00387459j -0.00690695+0.00220706j 0.00381284-0.00616164j 0.00190126+0.00777001j 0.004987-0.00301841j 0.00136106+7.55008e-06j 0.00179575+0.0100243j -0.00022952+0.00562774j -0.00163398-0.000351963j 0.0004147-0.000181489j 0.000973642-0.00481205j -0.00305089+0.000600716j -0.00566647-0.00233372j 3.29343e-05+0.00547934j -0.00136182-0.00117009j -0.00317009-0.00527083j -0.00027957-0.000881446j 0.00145791+0.00574152j -0.0034617-0.00307575j 0.00357127+0.00125217j -0.0035894-0.00155816j 0.00163973-0.00392074j -0.00285775-0.00249021j 0.000254598-0.00453884j -0.000943815-0.00668688j 0.00123352-0.00316498j 0.00137369-0.00516777j -0.00105683+0.00406252j -0.000383682-0.00484965j -0.00455807-0.00462683j -0.00835778+0.00633094j -0.000844683-0.00710578j 0.00290707-0.0022574j -0.00371084-0.00669114j 0.00611494-0.00352516j -0.00790858-0.00302526j -0.000116199+0.00287639j -0.00128604-0.0065413j 0.00112609-0.00177334j 0.00269398+0.00654064j -0.000248167+0.00288325j 5.42689e-05+0.00299177j 0.00236464-0.00599577j 0.00398088+0.000873845j 0.00247499+7.92521e-05j 0.00317589-0.00163714j 0.000140187+0.000633138j 0.00367058-0.00172119j 0.00507715+0.0011268j -0.00108826-0.000290832j 0.0025014+0.00514467j -0.00382768-0.000592859j 
-0.000212708-0.000570736j 0.00158476+0.00175764j 0.00305281+0.00228845j -0.00144574+0.00141047j 0.00111203-0.000847213j 0.00364985+0.00381522j -0.000873421-0.000650355j -0.00506018+0.00463631j -0.00348068-0.00162035j 0.00188555+0.00390714j 0.0035814-0.00270857j 0.000104839+0.00250803j -0.00376872-0.00239234j -0.00717746-0.00295568j -0.00219989+0.000823254j -0.00144478+0.00237722j -0.00335823-0.00156282j -0.0021717+0.00147965j 0.00740041-0.00249401j 0.00135257+0.000189785j 0.00319201+0.00662808j -0.00543055+0.00598097j -0.00314765+0.00416184j 0.0011542+0.00157592j -0.00299343-0.00294587j -0.00228304+0.00262135j 0.00410856-0.00381342j -0.00124604+0.00277533j 0.00685056-0.00142172j -0.00739184+0.00362078j 0.00113166+0.00075718j -0.0041288+0.00346712j -0.0101007+0.00577543j -0.00179622+0.00102684j -0.000556759+0.00370858j 0.00168029+0.00244303j 0.000278892-0.000801886j -0.00299694+0.00296689j 0.00683169-0.00105937j 0.00738648-0.00233251j -5.36689e-05-0.00494576j 0.00259745-0.00357693j -0.000614675-0.00193057j 0.00277371-0.000848624j 0.00499266-0.00246263j -0.00208756-0.00299857j 0.00214573-0.00399769j 0.00800754-0.00152159j -0.011967-0.00134282j 0.00256729-0.00427337j 0.00219832-0.00459738j 0.000295595+0.00204497j 0.00282148+0.00519367j -0.00622237+0.000859194j -0.00586854-0.00196985j 0.00716514+0.00229248j 0.000752487+0.0040135j -0.000936335+0.00718731j -0.00338211+0.00454106j -0.00160443+0.00743452j -0.001908+0.000173135j 0.00729019-0.000429273j 0.00333074-0.00497773j -0.00470637+0.00328273j -0.00201896+0.000616927j -0.00292901-0.003502j -0.00214973+0.000189831j -0.00432135+0.00547096j 0.00146309+0.00511512j 0.00199288+0.000797652j 
-0.000847011+0.00190797j -0.000350628-0.00159988j -0.00155891+0.00331164j 0.000494927-0.00243116j -0.00646486+0.00372757j 0.00367577+0.00356074j -0.00312003+0.0010459j -0.00116314+0.00271986j -4.62812e-05+0.00130416j 0.00323817+0.00490321j -0.00428201+0.000425195j 0.00371535-0.00171826j -0.00124526-1.39166e-05j -0.00065898+0.00448192j -0.000597042+0.0022395j -0.00107676+0.00137631j 0.00262483-0.00141259j -0.00163942-0.000289495j -0.0016449-0.000835583j -0.00349389-0.00126648j 0.00191167+0.000193099j 0.00127948-0.00159538j 0.00182644-0.00373643j 0.00249859+0.00292139j 0.00228176+0.00547757j 0.00258009+0.00527438j -0.00192569-0.00618043j 0.0024839+0.00162145j 0.00268316-0.00593073j 0.00407507-0.00493369j 0.000149904-9.59082e-05j 0.00127578-0.00522893j 0.00389924+0.000128825j -0.00445502+0.00372734j 0.000280818-0.00158244j 0.00383187-0.00296805j 0.00690172+0.000625561j 0.000984823+0.00456947j -0.00281831-0.0108985j -0.00389129-0.00825872j -0.00531907+0.00341439j -0.0022239+0.00244105j 0.00446879+0.00404141j -0.0027218+0.00389445j 0.00202545+0.00670417j -0.00652955+0.00262182j -0.00108641-0.000795354j 0.0035168+0.00177358j -0.00698313-0.000973633j 0.00792593+0.000455899j 0.00360015-0.00205598j 0.000736108-0.00316099j 0.00624817-0.00395693j 0.00227915-0.00649316j -0.00426173+0.000681297j -0.00139948+0.0006962j -0.000234935-0.00138761j 0.00452661-6.42474e-05j -0.00776643+0.00118866j -0.00366713-0.00545036j -0.00287926+0.00307955j -0.00234702+0.000151353j -0.0016328-0.000303344j 0.00313696+0.00947452j -0.00701366-0.00569703j 0.00204387+0.00141258j 6.1992e-05-0.00272635j -0.00593216+0.000880036j -0.00128299-0.0042356j 0.00204276+0.00338016j 
-0.000428795-0.000153104j -0.000875152-0.00347509j -0.00215757-0.00443847j 0.000985782-0.00195416j 0.00236809-0.000102187j 0.000838193-0.000132216j 0.00176715+0.00455826j 0.00282502-0.000358308j 0.00181173+0.00198673j -0.00423187-0.00558306j 0.0100831-0.000669608j 0.00090582+0.00148673j -0.00387176-0.000758498j -0.00200548+0.00453798j -0.00235689+0.00491313j -0.0139387+0.000780325j 0.00120027-0.000876013j 0.00402983+0.00203899j -0.0032822+0.0012283j -0.000641316-0.00455673j -0.00136851-0.00106926j -0.00627896+0.00148926j 0.0106586+0.00116233j -0.00407807+0.00290111j 3.53302e-05+0.00321896j -0.0122482+0.00104377j 0.00638516+0.00161561j 0.00324183+0.0013607j 0.00197805+0.00477601j -0.00303079+0.000382519j 0.0024811-0.00244658j 6.12233e-05-0.00122072j -0.00565044-0.00296834j 0.000331655-0.00567227j -0.00583009-0.00192212j 0.00375206-0.00470247j 0.00294514+0.00100006j -0.00191661-0.00257683j 0.000884444-0.00468704j -0.00212574+0.00263622j 0.00360907-0.00134414j 0.00237267+0.00255726j 0.00182005+0.00479065j -0.000454347+0.00269297j -0.00681097-0.000428153j -0.00260946-0.00479764j 0.00470522-0.000885744j 0.00353374-0.00500649j -0.0090697-0.00411535j 0.000767818+0.00746336j 0.00168457+0.00627441j 0.00355988-0.000846996j -0.000327513+0.000372996j -0.00204918+9.2289e-06j 0.00271087-0.00535704j -0.00100795-0.00488868j 0.00121458-0.00588383j 4.20864e-05-0.00120165j 0.00264729-0.00644793j 0.0033016+0.00476878j 0.000634616-0.000789355j 0.000409129+0.00173349j -0.0032722+0.00371657j -0.000736886+0.000394366j -0.00416465+0.00193376j 0.00463749+0.00391744j 0.00313038+0.00218448j 0.000903347-0.0039341j -0.00174495-0.000294592j -0.00126543-0.00164598j 
-0.000952508+0.00471933j 0.00287094-0.00424066j 0.00434207+0.00290346j 0.00293666+0.00109382j -0.000267157-0.00160236j 0.00034452-0.00134767j -0.00389735+0.00268014j 0.00263236-0.00192397j -3.6763e-05+0.000733748j -0.000445041+0.000149484j 0.00236619-0.00119754j 0.000227631+0.00283359j 0.00229594+0.00427506j -0.00428364+0.00505689j 0.00345661+0.00866546j 0.00198408+0.00271925j -0.00449724+0.00592332j -0.00224311-0.00401638j -0.00398649-0.00257742j 0.00298418-0.00184435j -0.00422155+0.00168126j -1.70411e-05-0.00387834j 0.000188735-0.00225514j -0.00560523+0.00291334j 0.000321299+0.00811578j -0.00181825+0.00748719j 0.00558488-0.00163394j 0.00402912-0.0042989j 0.000258347-0.00708497j -0.000787952-0.00144428j -0.000302739-0.00379329j 0.00525666-0.00800972j -0.0056533+0.00189208j 0.000490464-0.00330609j 0.00215218+0.00403079j -0.00564166+0.00820705j -0.00384018+0.00471636j -0.00920711+0.00331192j 0.00102213-0.00145179j 0.0030487+0.000216637j -0.000552316+0.00133956j -0.000278729+0.00275935j 0.0018083-0.000947149j 0.00283935-0.000526027j -0.00215499-0.00623029j 0.000112861+0.00313336j 0.00523717-0.000619441j 0.000134678+0.00285621j 0.00388199+0.00816864j -0.00465677+0.0032772j -0.00280526-0.00699676j -0.00129659-0.00375264j -0.00218757-0.00399081j -0.000965885+0.00146432j 0.00327058+0.000487222j 0.00409907-0.00111147j -0.00115128+0.00374328j 0.002614-0.00272224j 6.28799e-05-0.000356051j 0.00164492-0.000586788j 5.13392e-06+0.00225756j -0.00245806+0.00181447j 0.000432348+0.00479327j 0.00339556+0.00384799j 0.00577306-0.00686143j 0.00162037-0.000531486j -0.0045822+5.98106e-05j 0.0024146+0.00236694j -0.00153134-0.00434287j 0.00138938-0.00263311j 
