0.00110743+0.00461261j -0.00231028-0.000731311j 0.000460779+0.00273135j 0.00150384+0.00293503j 0.00217262+3.11984e-05j -0.00030954-0.0040396j -0.00248078-0.000224006j -0.000624212-0.00201879j 0.000114922-0.00189213j 0.000167409-6.39607e-05j 0.000104586-0.00196149j 0.00277492-0.000500109j -0.000818765+0.000509017j -8.6377e-05+0.000490517j -7.42059e-05-0.00216021j 5.79188e-05-0.00116933j -0.000836523-0.000337262j 0.000640583-0.00125877j 2.89736e-05-0.000800048j 0.00190506-0.000341672j -0.000926728+0.000308014j 0.00123963+0.000342343j 0.00102648+0.000448681j -0.000759516+0.000461601j 3.72826e-06+8.01238e-05j 0.000787107+0.000804037j -0.000751996+0.000657739j -0.00202681+0.00051591j 1.13087e-05-0.000374345j 0.00018741+2.01433e-05j -0.00132352+0.000927422j 0.00104593+2.64129e-05j -0.000497264+0.000408478j -0.000449185+0.00058039j -0.000939748+0.000358571j -0.000249311+0.000772005j -0.000355325+0.00129094j 0.00183697-0.000216019j 0.000992183-0.000600603j 0.000403277+0.000425415j 0.000450008+0.00105409j 0.000557088+0.000246876j 0.000796255-0.000874969j -0.000602332-7.76417e-05j -4.3158e-05-0.000173506j -0.00071884-0.000243951j 0.00114014-0.000994545j 0.000305943-0.000834039j -0.00141127-0.000492409j 0.00079442-0.00035031j 0.000443574+0.00132367j -0.000162078-0.000483926j -0.000372078+8.89972e-05j 0.000184156-0.000542645j 0.00105558+0.000157937j 0.00173142+0.000604155j -0.000115991-0.000414279j 9.05107e-06+0.000211287j 0.00232639+6.55458e-05j -0.00225432+0.00107325j 0.00105761-0.000867401j 0.000588024+0.00141843j 0.000816152-0.00130675j 0.000167003-0.00135537j -0.00224383-0.000255534j -0.000457784+0.000543378j 0.00272535+0.00158343j -0.000193787-0.00139056j -0.0010858+0.000475983j 0.00875229-0.00086574j 0.00449569-0.00953453j -0.0217553-0.00324606j -0.0146867+0.0137986j 0.00835782-0.00611352j 0.110605+0.00159427j -0.0848975+0.0019624j -0.338009-0.00291064j 
0.00376627+0.0072092j -0.0099034-0.000216765j -0.00950521-0.00426544j 7.01662e-05+0.00483598j 0.00241203-0.000967492j -0.00291634+0.00235204j -0.00423727+0.00115574j 0.00637804+0.000432992j 0.000306633-0.000530073j 0.00179162+0.00517272j -0.00439184-0.000334143j 0.00522924+0.00425426j 0.0125373+0.00244566j -0.00484109+0.000576854j 0.00449448+0.00149175j 0.00473482+0.0028171j -0.000665705+0.0025778j -0.009308-0.0048596j 2.68521e-05+0.00381303j 0.00855786+0.00473547j 0.00882664-0.00329941j 0.00549403-0.00609726j -0.0063989-0.00104206j 0.00668947-0.000851656j -0.00298146+0.00137779j 0.0030826-0.000994314j 0.00413866-0.000175157j 0.00559559+6.37908e-05j -0.00550475+0.00388234j -0.0113567-0.0023454j -0.00508504+0.000609637j -0.0139383-0.000984802j 0.00673335-0.00139505j 0.00664604-0.00134907j -0.00575864-0.00116051j 0.0145358+0.00600588j 0.00661411-0.00342142j -0.00137012+0.0121361j -0.00259102+0.00378621j 0.000126059-0.00500493j -0.000260357+0.00216801j -0.00035411+0.0022804j 0.0126356-0.00473418j 0.0106642-0.00425083j -0.000416381+0.00551109j 0.0132215-0.00770678j -0.00149192+0.00961183j 0.00936871+0.00498462j 0.00875577-0.00986294j 0.0234448-0.000433089j 0.00871452-0.00740674j 0.0268916-0.00606041j 0.00403945-0.0084011j 0.00173773+7.24658e-05j -0.0174057-0.00148283j 0.0733986-0.00392064j -0.00857293-0.0477942j 0.0822972+0.00545845j -0.0320661+0.0214678j 0.0212017+0.0167353j -0.0387483+0.0240084j -0.0365236+0.0167044j 0.0306921-0.0209247j 0.0642736+0.0333641j -0.0212504+0.0384588j 0.158847+0.0165269j -0.0797281+0.00390855j -0.0911381-0.0239567j 0.0515582-0.00197761j -0.00840204+0.0168008j 0.0105605+0.00608772j 0.0173822-0.0147038j -0.0507436+0.0178562j -0.0145779+0.00586307j -0.0230526-0.019311j 0.0442511-0.00449198j 6.52302e-05-0.034263j 
0.00188554+0.00597464j -0.0121342+0.000775991j -0.00765589+0.0086344j 0.00751316+0.00133998j -0.00555713+0.00401541j -0.0109086-0.0059598j -0.00111153-0.00795016j 0.0126431+0.000382158j 0.00224074+0.00279292j -0.00671555+0.00194263j -0.00880104-0.00808567j -0.00635718+0.00708264j 0.0121428+0.0016315j -0.00343354+0.00180346j -0.00307034+0.000749237j -0.00113435-0.00467537j -0.00435197-0.00142416j 0.0001842-0.0041589j 0.00136151-0.00054873j -0.00737111+0.00245261j 0.0121943-0.0040912j 0.00540227+0.00357471j -0.00502741+0.00264568j 0.00423087+0.00189539j 0.00392103-0.00576581j -0.00516409+0.000872629j 0.00635446+0.000170659j 0.00182582-0.00318882j -0.00562564-0.00543441j 5.71133e-05+0.00624663j 0.0039326+0.000730701j -0.00201165-0.00343302j 0.0130027-0.00638616j 0.00361049+0.000659809j 0.010324+0.00254829j 0.00661057+0.00110297j 0.00813689-0.002721j -0.00859824+0.0156486j -0.00878852+0.00154363j -0.00162586-0.00929472j 0.0134244-0.00274223j 0.00250133+0.0116953j -0.0149089-0.00312139j 0.00156835-0.00571321j 0.0148432+0.00077575j 0.00153455-0.000186818j 0.00627615-0.010268j 0.00652597-0.00421544j -0.00506581+0.00141743j 0.00176655-0.000221299j 0.000952242+0.0107798j 0.00178893+0.00945878j 0.0177547-0.00375483j -0.0238074-0.00672293j 0.0194292+0.0107649j -0.0208128+0.00471061j 0.00015321-0.000215385j -0.048993+0.00417558j 0.000441362-0.0231992j 0.0187835-0.00822499j -0.0183492+0.00679455j 0.0140676+0.00422353j -0.0442144+0.0248429j -0.0268951-0.00537674j 0.00929381-0.00505673j -0.0493231+0.0177694j 0.111199+0.0226397j -0.0970683+0.00414708j 0.0250463+0.0123343j 0.0103598+0.0013723j 0.031515-0.0150872j -0.0258067-0.0425005j 0.0115846+0.0215905j -0.0197188-0.0392209j 0.0116571-0.0271549j 0.0641694+0.0255772j 0.0414451-0.0523762j 
0.00944249-0.00685215j 0.00779676+0.00661114j 0.00556747-0.000996185j 0.0076517-0.00460992j 0.00349984+0.0044674j -0.00110287+0.0137071j -0.010898-0.000893639j -0.00534034-0.00298194j -0.00280774+0.00391553j 0.000805761+0.00661947j -0.00618986+0.00427713j 0.0106128+0.00755493j 0.00229715-0.00967975j 0.00358736+0.00145547j -0.00351391+0.00512912j -0.00468394-0.00122424j -0.000730488-0.0032318j -0.00212104+0.00282709j 0.00213957+0.00188639j -0.00175832-0.000949299j -0.00583266-0.00510906j 0.00872754+0.00320886j 0.00591002-0.000640515j -0.00014055-0.00363867j -0.0024284+0.00471325j -0.000993395-0.00252405j -0.00453992-0.0073898j -0.00138808-0.00629933j -0.00222736-0.00234836j -0.000954706+0.00205894j -0.00255696-0.00743235j -0.00724814+0.000541198j -0.00586572-0.00538019j -0.00517063-0.00633393j 0.00163705-0.00931862j -0.00808836-0.00952096j 0.00201398-0.00336974j 0.0159014-0.00607537j 0.011601+0.00774234j -0.00835494+0.00784042j -0.0130145+0.0122421j 0.00342193+0.00660889j -0.00427659+0.00682641j 0.0104081-0.0111519j -0.00157894-0.00538408j -0.011443-0.00230596j -0.00127388+0.00928112j 0.00576873-0.000831512j 0.0220109-0.00357212j -0.0167347+0.00415242j -0.0086278-0.0108191j -0.012967+0.00236072j 0.0151278-0.00904309j 0.00873314-0.00187997j -0.010234+0.0109542j -0.0518869-0.0203799j -0.000494676+0.0257439j 0.00789204+0.0095141j -0.0349731-0.0102263j -0.0468073+0.0143508j -0.0174846-0.00140391j 0.0129656-0.0097799j 0.0197286+0.0157891j 0.00535202+0.0100433j 0.0196161-0.0227902j -0.132159-0.0110959j -0.0939918+0.0128385j -0.0612136-0.0226184j -0.0138343-0.00195123j -0.0045485+0.0172753j 0.0218036+0.0293514j -0.000322757-0.0181168j -0.0333595-0.0146158j -0.0204108+0.00747516j 0.00834825-0.0449294j 0.0360925-0.0445752j -0.0557524-0.0228838j 
-0.010368-0.00388771j 4.18625e-05-0.0101708j 0.00589626+0.00446941j 0.000557718-0.00147734j 4.09962e-05-0.00579635j -0.00826487+0.00113939j 0.00588265+0.00176321j -0.00309673+0.000593698j 0.000868885+0.00337014j -0.00206598-0.00559394j -0.0093897+0.00250607j -0.0119938+0.00154761j -0.00627959+0.00191294j 0.000655108-0.00273424j -0.00220613+0.00151678j -0.000600168+0.00897546j -0.00424702+0.00215767j -0.00204562-0.00268661j 0.00622378-0.00714977j -0.0125796-0.00344898j 0.00131923-0.00265054j -0.00679155-0.000727491j 0.00502473-0.00168456j 0.00749158+0.00342439j 0.00104213+0.00506069j -0.00435991+0.000127058j -0.000416502+0.00663775j -0.00663622-0.0068915j 0.00351643+0.0114061j 0.00978945-0.00933202j 0.00541015-0.00115998j 0.0121821+0.00323982j 0.00979161-0.00278185j -0.0043301-0.00185392j 0.0191207-0.0101245j 0.000641231+0.000259204j -0.00613251-0.00903445j 0.0061693-0.00702459j 0.00530727+0.00495332j -0.00302112+0.00424545j 0.0113185-0.00634511j -0.012939-0.00664305j -0.0235625-0.00514448j -0.00680821+0.00709805j 0.00872889+0.0063392j 0.015277+0.004372j -0.00228292-0.00137708j -0.01312+0.00153279j -0.0187328+0.0191983j -0.045521+0.000383679j -0.00779007-0.00218155j 0.0108134+0.000718476j 0.0137509-0.00689162j -0.00927363-0.0211139j 0.0384053+0.0215654j -0.00272095+0.0329974j 0.119126-0.0104451j -0.00138487+0.0303014j 0.00807046+0.00731016j 0.0204747+0.0313361j -0.0162193-0.00635174j 0.040374-0.00203332j 0.00590127+0.0289017j -0.0381106-0.0176903j 0.131736+0.00250773j 0.0224672-0.0212809j -0.0310477-0.00461367j 0.00182669+0.00629745j -0.0245052+0.00679064j 0.000321337-0.0188416j 0.0418611+0.0258435j 0.0349105-0.00788781j 0.0218994+0.0203575j -0.0488555+0.029941j -0.0229671-0.0271504j -0.0110837-0.00369077j -0.00531838+0.00674501j 
0.00357196-6.41364e-05j 0.00167328+0.00142586j 0.00054817+0.00300367j 0.00655038+0.00260453j -0.00140449-0.00137993j 0.00107793-0.000213271j -0.00502118+0.00512932j -0.00119823-0.00310748j -0.00237991-0.00224033j 0.00149005-0.00283171j 0.000369968+4.87381e-05j 0.00708388+0.00390629j 0.00203915+0.0030363j 0.00222681+0.0021354j -0.000629343-0.00437212j -0.00517277+0.0004406j -0.000957833+0.00692626j -0.00659088-0.00198352j -0.000788537-0.00515273j 0.00412026+0.00059035j -0.00317384-0.00141707j 0.00461935-0.00846018j 0.00788983-0.00102507j 0.000998567-0.00515753j -0.0057351+0.0086146j 0.00319693+0.000974334j -0.000213592+0.00744824j -0.00608163-0.00044185j -0.00260612+0.00795521j -0.00777169+0.00212484j -0.00772517+0.00790075j -0.00188204+0.00623456j -0.0025379-0.00480043j -0.00563815-0.0025657j -0.00824451+0.00323844j -0.00210444+0.00230451j 0.00825439-0.0115373j -0.0088602+0.00620281j 0.00182333-0.00029817j 0.0103932-0.0120045j -2.37893e-05-0.0104784j -0.0128229+0.0136051j 0.0150486-0.00768241j 0.00909899+0.00680349j 0.00409404-0.021196j -0.00296551-0.00815476j -0.00755198-0.0151609j 0.0086546+0.00182286j 0.00641801-0.0079716j -0.00893104+0.00415761j 0.0325837-0.0104839j -0.0180572+0.0127596j 0.0186992-0.0171137j -0.0732614+0.024561j 0.0262742+0.0127693j 0.0285573-0.0350825j -0.0377777-0.0132357j -0.0228704+0.00510819j 0.0139439+0.0238945j 0.0291195+0.0106739j 0.0728331+0.0136415j -0.012158+0.0483924j 0.0164493+0.000244745j -0.135981-0.00771751j -0.0141225-0.0318052j -0.00791594-0.0163987j -0.0322131-0.0277392j 0.000370117+0.00607629j 0.0129524+0.0363087j 0.0317754-0.0438214j 0.00591946-0.0155427j 0.0404665-0.023861j 0.0491694-0.0187256j 0.034518+0.00606197j -0.00537269+0.0163661j 0.00347191-0.013712j -0.014467-0.000916384j 
-0.0040409-0.00489682j 0.00827048-0.00154766j 0.00888119+0.00504377j 0.00363851-0.00377029j -0.00539624-0.00670164j 0.00967983-0.00242686j -0.0023398+0.0059943j -0.00653328-0.00376305j -0.0019499-0.0018615j 0.00104644+0.00237678j 0.00244424-0.00319072j -0.000951798-0.00784523j -0.0113961-0.00250982j 0.0107467+0.00474648j -0.0104625+0.000406728j -0.010048-0.00196447j 0.00290278-0.000780843j 0.000509487-0.0026721j 5.88377e-05-0.000673268j -0.00900611-0.00444613j -0.0187111+0.000338544j -0.0047949-0.00770037j 0.00987891-0.000796237j -0.00267131+0.000257215j -0.000624034-0.00095108j 0.00214718-0.0015166j -0.00157569-0.00147249j 0.00208534+0.00114956j 0.00605272-0.000519505j 0.00193942+0.0123176j 0.0119578-0.000380304j 0.0086975+0.00100527j -0.0184287+0.0079123j -0.0164059-0.00512524j 0.0132255+0.00889087j -0.0102924+0.00335097j 0.015592-0.0140364j -0.0066296+0.0129431j 0.00129065-0.00436321j -0.0102274-0.00352839j -0.00738751-0.0199038j 0.00839766-0.016584j -0.0359096+0.00391616j 0.0036222-0.00131417j 0.00403656+0.00515638j -0.0231741-0.00423166j -0.00994745+0.0051863j -0.00541674-0.0194047j 0.022918-0.00678497j -0.0125925-0.00590633j 0.00622699-0.0151792j -0.00285826+0.0161625j 0.0299674+0.00196705j -0.0144743+0.010769j 0.0204141+0.0187845j 0.00872583+0.023669j 0.00469639-0.0157718j -0.0515868+0.0302455j 0.0294563+0.00956682j 0.0466519+0.000449392j 0.0146389+0.0262099j -0.0432987-0.0210696j -0.0265072+0.0253169j -0.00163778+0.00456223j 0.0383682+0.0501194j 0.0636441-0.0270574j -0.0160272-0.00293805j -0.0317738-0.00630891j 0.0190568-0.00817772j -0.0473366+0.0439207j -0.00987003-0.0447445j 0.00831058+0.00991139j -0.00272104-0.0331428j 0.0100293-0.0454445j 0.0763292-0.00715925j -0.0170118-0.0162036j -0.0246707+0.0166112j 
-0.00551314+0.00180677j -0.00294744-0.00304938j 0.00344958-0.00404002j -0.00754727-0.00278108j -0.00147129+0.00166191j -0.00333909-0.00982822j 0.0134344+0.005875j -0.0119265+0.00544555j -0.00297785+0.000632114j -0.00188278+0.00133314j -0.0032287+0.000290692j -0.00890338-0.00167633j -0.00980099+0.00185856j 0.00302551-0.00642077j -0.00919146-0.000474113j -0.00750566+0.00317423j -0.00061449+0.00357443j 0.00129913-0.000406719j -0.00479021-0.00317905j -0.00693163+0.00113594j -0.00115236+0.00672587j -0.00472867-0.00153201j 0.00368825-0.00219217j 0.000855197-0.00105816j 0.00084438+0.00230411j 0.00316982-0.00622765j 0.000524124+0.00308162j -0.000556123-0.00714752j 0.00266379+0.000989318j 0.00369734+0.00286635j -0.000767111+0.00369978j 0.0026157+0.00222499j 0.00518983+0.00481227j 0.00488308+0.0037961j -0.00561172-0.0038949j 0.00325583-0.000235868j 0.00605645-0.0124056j -0.00941899-0.0023031j -0.012184-0.00318569j 0.0221077-0.00476782j 0.0145706+0.000716176j -0.00785305+0.0153062j 0.00788332-0.00583064j -0.0182361+0.0126581j 0.0149259-0.00911581j -0.000982452-0.00221541j 0.00835601-0.0205714j -0.0126341+0.0246588j -0.0242052-0.0271577j -0.00788017+0.0160021j 0.0087012-0.0068352j -0.0219137+0.034729j -0.0164779+0.0013975j -0.00591773+0.0115743j -0.0119443+0.00954516j 0.0331369-0.000817955j -0.0366725+0.00625697j 0.0315958-0.0227453j -0.0441303+0.0104302j 0.00493517+0.00153999j 0.00142181+0.0151142j 0.064082+0.0135715j -0.00159501+0.00468087j -0.0611251-0.0228004j -0.0716623+0.0418599j 0.0286752+0.0476995j -0.0131448-0.0236643j -0.0210237-0.0264299j -0.0159614-0.00108487j 0.0089825+0.0649536j -0.0565699+0.0470109j -0.00195451-0.00265192j 0.00298677+0.0321615j -0.0757198+0.00904296j 0.00815475-0.0431567j -0.0244016+0.00601853j 0.00393096+0.0170695j 
-0.00683679-0.0030427j 0.000753148-0.00187949j -0.000403942-0.00160929j -0.00129753-0.000283856j -0.00468187+0.00300667j 0.00284871+0.00468588j 0.0028791+0.00443255j -0.0069964-0.00313521j -0.000531107+0.00418313j -0.0102128-0.00146513j 0.00123265-0.00943777j -0.00609595+0.000454213j -0.00685031+0.0020269j 0.00668252+0.00381114j 0.00147961+0.00457524j -0.00831451-0.000978159j 0.000965353-0.00245001j -0.00257315+0.00315993j -0.00114205+0.0149338j -0.0185563+0.00174731j -0.00873514+0.00491312j -0.00467957+0.00259584j 0.00771714+0.00160743j -0.000142393-0.00437823j -0.00278096-0.00374586j -0.00703827-0.00226606j -0.00651292+0.00691687j 0.00215808-0.00127281j 0.00377637-0.00180293j 0.0106526-0.000378105j 0.00478376-0.00550523j 0.00157658-0.00397279j -0.0137971+0.0153893j -0.00780395+0.00225973j -0.00527987+0.00252677j -0.0138382-0.00112775j -0.0141759-0.0016716j -0.00167481+0.00386608j 0.0144621-0.00375737j 0.000859623-0.0067186j -0.0268422+0.000820989j -0.00882454-0.0184623j -0.00318239+0.00822481j 0.00590314-0.0037208j 0.0115573-0.00469063j -0.0239332+0.00632815j -0.0267624+0.0144599j 0.00954569-0.0189624j 0.000514743+0.00240263j -0.0355083-0.0256573j -0.0138293+0.00228418j -0.01181-0.0051927j -0.00193694-0.00430931j -0.000905224-0.00194704j 0.00364471-0.0411701j -0.000575432-0.0235935j -0.00758597+0.0232565j -0.0439049-0.0131575j 0.0347893+0.0418453j -0.000525404-0.0126393j 0.00895708-0.00666456j -0.0446466+0.0122387j 0.0840332-0.00686368j 0.00987927-0.00655717j -0.0395868-0.0250959j 0.0183983+0.00460929j 0.025653-0.0310671j -0.00871797-0.00387416j -0.0156219+0.0517717j 0.0523663+0.0172097j 0.0322515-0.00377884j 0.0277771+0.0122769j -0.01822+0.0281889j -0.0303465-0.0259735j 0.0375104-0.0259448j -0.00894155+0.0101547j 0.00967579+0.00453617j 
0.00406726+0.00330356j -0.00301868+0.00163179j -0.00525965+0.00134472j 0.00620567+0.00454641j -0.00826989-0.00623956j 0.00511482-0.00494745j -0.002939+0.00512558j 0.00253878-0.00374418j -0.00294324-0.00846824j 0.00674703+0.0089106j -0.00169575+0.000278176j 0.000973956-0.00315187j 0.00522789+0.00239838j 0.00222239+0.00133939j -0.00414904-0.00348301j -0.000125987+0.00425966j 0.00389918+0.00313006j -0.0114209-0.00741595j -0.00519405+0.00067762j 0.0041037+0.00169525j -0.00196678-0.00539289j 0.00229386-0.00495087j -0.00225168-0.00384355j 0.00320738-0.00250345j -0.00257617+0.00128715j 0.00630855+0.000120943j 0.00903662-6.322e-05j 0.0117041-0.00248365j -0.00358805-0.00247178j -0.0119052-0.00783129j 0.00571156+0.0108653j -0.00980014+0.00798189j -0.00832445+0.00558818j 0.00362948-0.00480689j -0.00428691-0.0109847j 0.00135122-0.0225128j 0.0220473-0.00783833j -0.0132784+0.00463238j 0.00115896-0.00232665j -0.00191257+0.00299911j 0.00114139+0.0158537j 0.00735424-0.0126292j 0.00855898-0.00166783j 0.00359693-0.00161543j -0.0219747+0.0242286j 0.00965717-0.0454405j -0.0272427+0.00643827j 3.0069e-05-0.0110809j -0.0525583+0.0342521j 0.00685184+0.0490618j 0.0159786+0.0324225j 0.00912654+0.0121144j 0.0287923-0.0172309j 0.0260206-0.0283875j -0.0275341-0.0161022j 0.0463142+0.0186903j 0.0111339+0.0345844j 0.0211713-0.00108784j 0.0441455+0.00329046j 0.0576276+0.0117677j -0.0844971-0.0343403j 0.0283563+0.0231845j 1.85181e-05-5.61625e-05j 0.016879+0.00149046j 0.00737108+0.0272799j -0.0124797-0.0226087j -0.00591592-0.0179073j -0.0234483-0.0080207j -0.00988491+0.0245064j -0.0167387+0.0272192j -0.0335417-0.0352702j 0.0685742-0.0232857j -0.00174772+0.010731j 0.0105822-0.0137991j 0.0150947-0.000715818j 0.0108445-0.00548572j -0.00416346-0.00829589j 
-0.00230741+0.00202443j -0.00281492-0.000815296j -0.00485846-0.00593563j -0.00821041+0.00288464j -0.000674868-0.003997j 0.00255426-0.00365187j 0.00513997-0.00669026j 0.00539748+0.00364625j 0.00680096-0.00818103j -0.00160424+0.0131903j 0.00114556-0.00278535j -0.00380807-0.00982604j -0.00125925+0.00400485j -0.00422371+0.00924682j -0.00249097+0.00465226j 0.00254952-0.0123025j 0.00121413-0.00864633j 0.00790588+0.00189564j -0.0051738+0.014797j -0.00194876-0.002113j 0.00299024+0.00155586j -0.00101126-0.00034832j -0.00742135-0.0124394j -0.00585701+0.00163648j 0.00995695-0.0066448j -0.00258658-0.0088856j 0.00485216+9.08401e-05j 0.00261265+0.0114313j 0.00498803-0.00841381j -0.000762077+0.00184409j 0.00608297+1.55385e-05j -0.00279578-0.00811685j 0.00739143+0.00532025j 0.00587846-0.0120525j -0.00549011+0.0194952j 0.00485042-0.009341j 0.00334108+0.0174718j 0.010103-0.0221856j -0.00624236+0.00732402j 0.00564877-0.00961063j 0.00473479+0.00637175j 0.0154352-0.0292274j -0.0185886+0.0270073j 0.0015951-0.0104549j -0.000473959+0.0188004j -0.0122865-0.0025115j 0.0243042-0.00566974j 0.0124775+0.00835908j -0.0101867+0.00279739j 0.0269556+0.00406994j -0.000475507-0.00156798j 0.0111354-0.0381755j 0.0477122+0.00782965j 0.00116393+0.0285601j -0.0201326+0.0445356j -0.0354896-0.00393606j -0.0276669-0.00671262j 0.00179435+0.00599124j 0.0272977-0.0112328j 0.0484857+0.0336873j 0.0192127+0.0343638j -0.0887356-0.00727517j -0.105728-0.0154136j -0.00527286-0.00552308j -0.0311542-0.0102233j -0.00137657+0.0150873j 0.0089111-0.0121291j -0.00863344+0.00529902j -0.0345802+0.00876015j 0.0139231-0.00346507j 0.000897373+0.0166876j -0.00418427+0.00683431j 0.00450375+0.0146118j -0.0146657+0.0115364j -0.0143612-0.000440008j -0.0147692+0.0119864j 0.0152898+0.00963831j 
0.00206746+0.00241804j -0.00575226-0.00107007j -0.00746975-0.0053118j -0.00558839+0.0039455j 0.00479247-0.00586845j 0.00087507+0.0063836j 0.00199985-0.0046705j 0.0103664+0.00364471j 0.0103993-0.00346492j 0.00128773+0.00611901j -0.00418407-0.00213204j -0.00414302+0.00101191j 0.00506642+0.00987196j -0.00856912+0.00293558j 0.0082113+0.00243827j 0.0126009+0.00331503j -0.00256691+0.00596158j -0.00479418+0.000123413j 0.0034816+0.000741773j 0.00540527+0.0110322j 0.0118828-0.00232146j -0.00281341-0.00142086j -0.00643431-0.00932041j 0.00159967-0.00368893j 0.00343606+0.000135338j -0.00988899+0.00977766j 0.00274316+0.0159853j -0.00231981+0.00689521j 0.000887037+0.00167241j -0.00850252-0.00166991j 0.00205009-0.00136931j 0.00480273+0.001303j 0.0139509+0.00521456j 0.00321842-0.0086293j -0.00624877+0.0146742j 0.00561679+0.00674615j -0.0160286+0.000582546j -0.00682221+0.000974214j 0.00467807+0.00796212j 0.00812658-0.0336035j 0.00758156-0.00599367j -0.00543563-0.0110409j 0.0150625+0.0103221j 0.000820087-0.0101333j -0.00512857+0.00481594j 0.0190984-0.00668819j -0.0079719+0.0141409j 0.0238139-0.00410369j -0.0422081-0.00868097j -0.00489114+0.00102561j -0.0213226+0.0296825j 0.0165998+0.0475924j 0.0148731+0.0124299j -0.026051-0.00950127j -0.0178284-0.0338143j 0.0139088+0.0239866j -0.00858781+0.0393179j -0.0163619-0.0238517j -0.0209456+0.018416j 0.0628551+0.0166118j -0.00202926+0.0034385j -0.0534923-0.0279216j 0.0358982+0.0167174j 0.0037765-0.0194607j -0.0107337-0.00519656j -0.0154538-0.0204545j 0.00790459+0.0318929j -0.00426045+0.00645489j 0.0262601-0.0381086j -0.0404181-0.0202109j 0.0261106+0.0118066j 0.0135786+0.0114851j -0.0279222+0.0256564j -0.00814595+0.0434327j -0.059661+0.00548714j 0.00354251+0.00614878j 0.0100359-0.00670906j 
-0.00202578+0.00408394j -0.00406333-0.00142177j -0.00854618+0.00115704j 0.00164025+0.00725895j -0.00146393+0.000981544j 0.00239242-0.0010433j -0.00194706+0.00361515j 0.00604641-0.00236241j -0.000161765+0.000157156j -0.00219887-0.0116325j 0.00907279-0.0029953j 0.00494257+0.0038255j 0.00619041+0.00632763j -0.00387822-0.00107045j 0.0174649-0.00250419j 0.00419706+0.00517283j 0.00105196+0.00205199j -0.00534923-0.00432215j -0.000293349-0.0049349j 0.00683221-0.00421288j 0.00460399+0.00665846j 0.00334881+0.000931958j -0.00035854+0.00115322j 0.00153077+0.000280312j -0.0104008+0.00823909j -0.00134307+0.00738503j -0.00811044+0.00503999j -0.00191177+0.00556912j -0.0119584+0.00395015j -0.00399728-0.0173431j -0.0140565+0.0082647j -0.00901361+0.00463359j -0.00698386+0.0050187j -0.00293845+0.00394455j -0.0147197-0.0130577j -0.00842343-0.00269818j -0.00665034+0.000878304j 0.00647999+0.0173099j 0.00600695+0.00318895j -0.00169311+0.000860595j -0.0223981+0.00119377j -0.0014976+0.000725513j 0.0327404-0.00521689j 0.0149772-0.00290316j -0.0282364-0.00610125j 0.00656091-0.0264564j 0.0038467-0.0240854j 0.0194523-0.0327098j -0.00191948-0.0125954j -0.0194946+0.0424661j 0.0274321-0.00268429j 0.000384418+0.00369605j -0.0243208+0.0372596j 0.0366365+0.0371911j 0.0197016+0.0329764j 0.0405259-0.0453759j 0.0287562+0.050129j 0.0657484+0.0232931j 0.0795203+0.0218106j -0.0151775+0.0224447j -0.0351556-0.0138741j -0.023608-0.0209483j -0.0141014+0.000348313j -0.00720006-0.0038588j 0.023557-0.0282047j 0.0349712-0.00141325j 0.000579199+0.0108762j 0.00185105-0.00477152j 0.0279153-0.00765277j 0.0180475+0.00744892j 0.00876467+0.00559935j -0.00232629+0.0349534j -0.0548011+0.0171917j 0.0139004+0.00173659j -0.0129999+0.0176692j -0.00011656+0.00846659j 0.00956004-0.000853064j 
