0.00110743+0.00461261j -0.00231028-0.000731311j 0.000460779+0.00273135j 0.00150384+0.00293503j 0.00217262+3.11984e-05j -0.00030954-0.0040396j -0.00248078-0.000224006j -0.000624212-0.00201879j 0.000114922-0.00189213j 0.000167409-6.39607e-05j 0.000104586-0.00196149j 0.00277492-0.000500109j -0.000818765+0.000509017j -8.6377e-05+0.000490517j -7.42059e-05-0.00216021j 5.79188e-05-0.00116933j -0.000836523-0.000337262j 0.000640583-0.00125877j 2.89736e-05-0.000800048j 0.00190506-0.000341672j -0.000926728+0.000308014j 0.00123963+0.000342343j 0.00102648+0.000448681j -0.000759516+0.000461601j 3.72826e-06+8.01238e-05j 0.000787107+0.000804037j -0.000751996+0.000657739j -0.00202681+0.00051591j 1.13087e-05-0.000374345j 0.00018741+2.01433e-05j -0.00132352+0.000927422j 0.00104593+2.64129e-05j -0.000497264+0.000408478j -0.000449185+0.00058039j -0.000939748+0.000358571j -0.000249311+0.000772005j -0.000355325+0.00129094j 0.00183697-0.000216019j 0.000992183-0.000600603j 0.000403277+0.000425415j 0.000450008+0.00105409j 0.000557088+0.000246876j 0.000796255-0.000874969j -0.000602332-7.76417e-05j -4.3158e-05-0.000173506j -0.00071884-0.000243951j 0.00114014-0.000994545j 0.000305943-0.000834039j -0.00141127-0.000492409j 0.00079442-0.00035031j 0.000443574+0.00132367j -0.000162078-0.000483926j -0.000372078+8.89972e-05j 0.000184156-0.000542645j 0.00105558+0.000157937j 0.00173142+0.000604155j -0.000115991-0.000414279j 9.05107e-06+0.000211287j 0.00232639+6.55458e-05j -0.00225432+0.00107325j 0.00105761-0.000867401j 0.000588024+0.00141843j 0.000816152-0.00130675j 0.000167003-0.00135537j -0.00224383-0.000255534j -0.000457784+0.000543378j 0.00272535+0.00158343j -0.000193787-0.00139056j -0.0010858+0.000475983j 0.00875229-0.00086574j 0.00449569-0.00953453j -0.0217553-0.00324606j -0.0146867+0.0137986j 0.00835782-0.00611352j 0.110605+0.00159427j -0.0848975+0.0019624j -0.338009-0.00291064j 
-0.00532626+0.0027478j -0.00333992-0.00355323j -0.00047236+0.000804043j -7.40952e-05+0.0018971j 0.00171582-0.00116689j -0.00165362-2.43152e-05j -0.00477513-0.00643467j 0.0125708+0.00335498j -0.00163609-0.00204009j -0.00272066-0.0168664j 0.0204518-0.00215008j 0.00084869-0.00907854j 0.00666602+0.0230994j -0.00706018+0.00231678j 0.0196601+0.000294702j 0.00528231+0.00769633j -0.0019835-0.0387201j 0.00236255-0.000796078j -0.0145253+0.00515087j 0.0157677-0.0317004j 0.00709173-0.0593083j 0.0152356-0.0329662j 0.000142983-0.0393395j 0.0102755-0.0671245j 0.00338845-0.0231312j 0.00599011+0.0612783j -0.00723989-0.0148249j 0.0117866-0.0289005j -0.00785877-0.0620115j -0.000570802-0.0304702j -0.00394162+0.0330984j 0.00567475-0.0168736j 0.00289128+0.0247228j -0.0113289+0.042043j -0.00320391+0.0419031j 0.0126121+0.00952962j -0.00333813+0.0233262j 0.000806525-0.0109543j 0.0160389+0.0307927j -0.0241051-0.001305j 0.0321777-0.0294801j -0.0231639-0.0297987j -0.00349247+0.0163163j -0.0179108-0.00551533j -0.0245283+0.0104127j 0.0103787+0.014717j 0.00513108+0.0121278j -0.00965835-0.000313394j -0.00723565-0.00640251j -0.00324047-0.0190956j 0.00855686-0.00859826j 0.00127649+0.00483715j -0.00327318+0.0163709j 0.00323396+0.0147182j -0.0017997-0.000745044j 0.0260083+0.00196927j 0.00047837-0.0143396j 0.0361415-0.00966128j 0.0207923-0.00660878j -0.00284473-0.0165828j -0.0463841+0.0207828j 0.0341252-0.00628592j 0.0246506+0.00264395j 0.0132958-0.0190592j -0.00741862-0.00767114j -0.00583641+0.0184647j -0.035205-0.0125898j -0.0159416+0.0109377j -0.000546774+0.00509036j 0.0233088+0.00113441j -0.0122158+0.0148613j -0.00919677+0.000290328j -0.00460299-0.000532268j 0.00486522-0.00340234j -0.000517586+0.00527603j -0.0024642+0.00335016j 0.00477549+0.000963386j 
-0.000786964+0.000631156j -0.0040399-0.00111943j 0.000835037-0.00374098j -0.00325925-0.00122829j 0.00229024-3.54274e-05j 0.0017265+0.0081591j 0.00284533-0.00525864j -0.000244229+0.00107055j -0.0031881+0.00380023j -0.0180616+0.00145301j 0.00240787-0.0438278j -0.0235147-0.00380941j 0.00380112+0.00448428j 0.0136663+0.0120896j 0.00786252+0.00751528j 0.00582982+0.0285535j 0.00307216-0.00354132j 0.00379993+0.00729756j 0.00605248-0.0422172j -0.00231091-0.023545j -0.00590463+0.0147972j -0.0104127-0.00868159j -0.000585308+0.00949486j -0.00234517-0.0438457j -0.00129952-0.014428j -0.0129554+0.000473766j -0.0142413-9.17479e-05j -0.00404289-0.017426j -0.0166716-0.00313596j -0.00298097-0.0131937j -0.0086901+0.0249046j -0.00121749+0.0115028j 0.00951676-0.0146203j 0.0003555+0.021399j -0.00874444-0.0189865j 0.0150762-0.0052768j -0.007162+0.00819743j 0.00286049+0.0290284j -0.0369136-0.0159304j -0.0301676+0.00276647j -0.0147836+0.000417974j 0.0313606-0.00285469j -0.00913107-0.00312966j 0.0148709+0.0188979j 0.023679+0.00599996j -0.048299-0.00449061j -0.00790517-0.0115532j 0.00597668-0.0132473j 0.0585285+6.17482e-05j -0.0131661+0.0202949j -0.00768451-0.00405534j 0.00564832-0.0161185j -0.0369185-0.0015238j -0.0278734-0.0119399j -0.0136205+0.00914478j -0.0597672+0.00559737j -0.0336689+0.0132605j -0.000924532+0.0266127j -0.0687705+0.0298318j 0.0120144+0.0137333j 0.0342197-0.0268204j -0.0291754-0.00405536j -0.00230951+0.00357204j 0.00569354+0.00694628j -0.0289442+0.0115173j -0.023738-0.0105637j 0.00117126-0.00557125j -0.00588864+0.0182632j -0.0183777+0.00168265j -0.00254495-0.00512389j 0.0190466-0.00332408j -0.0044762+0.0115627j -0.00633931+0.00435968j -0.00825047-0.00010685j 0.00264988-0.0041064j -0.00159318+0.0040224j 0.00601068+0.00114128j 
-0.00398553-0.00587727j 0.00827122-0.00326462j 0.00700613-0.000448158j -0.000461921-0.00448849j 0.010525-0.0110121j 0.00544877+0.0226407j -0.0125612-0.00601967j 0.00662154-0.00224406j 0.00328588-0.00323828j 0.0136822+0.00867409j -0.00115986+0.0216464j 0.0084437+0.00473407j 0.0154286+0.00342j -0.00298597+0.0307308j 0.0251539-0.0034088j 0.0214177+0.00807039j -0.000224408-0.00946864j 0.00569449-0.0196728j 0.00669564+0.0378716j -0.00316074-0.000772922j 0.000506652+0.0405901j -0.0192615-0.00507207j 0.00808979-0.0360694j 0.00382916-0.0310404j 0.0105397+0.00373219j -0.0132827-0.0142064j -0.0140776-0.0159109j -0.00236146-0.0524333j 0.0240832+0.0201167j 0.00359199-0.0228509j -0.00151928+0.0435271j 0.0030597-0.0166524j -0.00355947-0.0122561j 0.00152482-0.014067j 0.000752847-0.00107928j -0.0111738-0.0066407j -0.0192929-0.0345744j 0.0396019-0.00389383j 0.050887-0.00337038j 0.00239243-0.00309691j 0.0163736-0.00898427j -0.0034843+0.0152129j -0.0575684-0.00298906j 0.00138366-0.0159906j 0.0377653+0.0137005j 0.0777347-0.0201101j 0.0238769+0.00803137j 0.000518036-0.0119372j 0.0594349+0.0103019j 0.00206877+0.0234117j -0.052451+0.00482671j -0.00259594+0.000154248j -0.0125348-0.0140968j 0.00137743-0.00455442j -0.00880269+0.0073124j -0.0407966+0.00356289j 0.032799+0.0208145j 0.0213483+0.00469416j -0.0393849+0.0152089j -0.0332339+0.00764032j 0.0363374+0.000652896j 0.0169436-0.0156547j -0.0130066+0.00428259j 0.00878265+0.00308395j -0.0196606-0.000922782j 0.00256044-0.0137223j 0.0108991+0.00017138j -0.0009045+0.00255785j -0.010174-0.00107521j 0.00101535-8.03874e-05j -0.00437339+0.00183045j -0.0114541+0.00387735j -0.00622005-0.00564928j 0.0142285+0.00326936j -0.00741882+0.0107978j -0.00132321-0.00465364j -0.00733368+0.00223981j 
0.000148812-0.00431868j 0.00834443+0.000966751j 0.00951259+0.0133378j 0.013222-0.00490875j -0.000915818-0.00893369j -0.0033443-7.88652e-05j -0.0261921-0.0137734j 0.00754315-0.0267651j -0.0103234-0.0114126j 0.00528261+0.0138803j -0.0140718-0.00894531j -0.00458785-0.015386j -0.00804474-0.0135622j 0.00488563-0.036793j -0.0307416+0.0252713j -0.00997294+0.0135516j 0.01045-0.0034228j -0.00402389+0.0421669j 0.00848575-0.020838j -0.00316649-0.0261292j -0.0261523-0.0201232j 0.00103772+0.0493656j -0.00759635+0.0164747j 0.0102883-0.0161688j -0.00113497-0.0105479j 0.00303086+0.00905457j 0.0117281+0.00212196j -0.00477187-0.00531033j 0.0173838-0.0184908j -0.000950994-0.0114753j 0.00722824-0.0220771j -0.00140004+0.0045266j 0.0100076-0.0164129j -0.0110327-0.00119987j 0.0179858-0.00602202j 0.0289696+0.0227838j -0.0220566+0.0146261j -0.00444369-0.0191601j 0.0072+0.00821577j -0.0289815+0.0102107j 0.0227019+0.0112419j -0.0318901-0.00942008j -0.0824191-0.00388795j -0.0168888-0.00722696j -0.00231205+0.00703357j 0.0680613+0.00465372j 0.00950489+0.00615286j -0.0342579-0.00486872j 0.0282712+0.00597083j 0.0192166+0.00492584j -0.0160235+0.00214253j -0.0229164+0.00503597j 0.0480116+0.0017812j -0.0100336+0.00975748j -0.00670391-0.00276957j -0.00148924-0.0191993j 0.0139051+0.0141316j -0.0594508-0.00107683j 0.0359023-0.0197717j 0.0565231-0.0157378j 0.007344-0.012155j 3.69235e-05+0.00900253j -0.0273419-0.0125918j -0.00235325+0.00365203j -0.0082751-0.0124874j 0.0434476-0.0208994j 0.0172389-0.000468014j -0.0109952-0.00608788j -0.00592585-0.00226318j -0.00239286+0.017115j -0.0294134+0.00357207j 0.00782451-0.0118414j 0.00399361-0.00364594j 0.0140244-0.00348177j 0.00511992+0.00600595j 0.00631689-0.00980327j -0.011924-0.00197672j 
-0.00822107-0.0042638j 0.00347552-0.00537531j 0.00582685-0.00629842j -0.00949206-0.00376122j 0.0161484-0.0119675j 0.0185835+0.0279707j -0.00578021+0.0194323j -0.00803556+0.00297101j 0.0105606+0.011817j -0.015654-0.00161818j 0.0203323-0.0186401j -0.011046-0.0137507j -0.0102502+0.0431921j 0.000753825+0.0350352j 0.00581453+0.0327723j 0.0179656-0.0158934j 0.00428472+0.0238119j -0.0288544+0.0306296j 0.00280709+0.0138789j 0.00532304+0.0560684j -0.00328899-0.010663j -0.0205776-0.0252914j 0.00364056+0.0318363j -0.00204488+0.00354386j -0.0136301-0.0235369j -0.0154203-0.0298935j -0.0154386+0.0224858j 0.0131101+0.027499j 0.00442692+0.0362879j -0.00583524+0.00696388j 0.00295315-0.00673172j -0.0106997+0.0100592j 0.00926151-0.0101191j 0.00698917+0.0185877j -0.00646364-0.00421154j 0.0344979+0.0185254j -0.0355167+0.00700717j 0.0366225+0.00149861j 0.0194243+0.00840595j -0.00586728-0.00516153j -0.0102675-0.0180028j -0.0505982-0.00270517j -0.00521506-0.00202683j -0.0190096+0.000694415j -0.0160634+0.00157622j 0.00408978-3.29193e-06j 0.0241596+0.0198497j -0.0122234+0.00499922j 0.0166391+0.00308133j -0.0271042-0.00150154j -0.00435909+0.0089779j -0.0213845+0.0298528j 0.018076+0.0104668j 0.0269137+0.00370494j -0.0240114-0.00977494j -0.0552922+0.00126754j -0.0315548+0.0247828j 0.000999613-0.00742347j 0.0335557+0.000102058j -0.059664-0.00594646j -0.0133719+0.00249171j 0.00768394+0.00106768j -0.0308984+0.0251685j 0.0221783-0.00366519j -0.00808733-0.00617454j -0.0114855-0.00336173j 0.000940987-0.00245335j 0.0079344+0.0023329j -0.00219587+0.00189769j 0.0110901-0.00885144j 0.00923903+0.00475941j -0.0137018+0.0055098j -0.00279563-0.00356963j 0.000179837+0.000175543j 0.00276975+0.00136515j -0.0113828+0.000368723j -0.00298+0.00756826j 
-0.000187666+0.00359439j -0.00437063-0.00260679j 0.00717235-0.0102046j -0.0169121-0.0122944j 0.023322+0.0121861j -0.0137685+0.0096728j 0.0148753+0.00464503j -0.0195579+0.0280284j 0.0240716+0.0370539j -0.00937963+0.0447017j -0.0374766-0.00828744j -0.0131619+0.0140354j -0.00814864+0.00431353j -2.91096e-05+0.00320622j -0.0103776+0.0174437j -0.00593547-0.0344156j -0.00570208-0.0384103j -0.000436216+0.0182194j 0.0121816+0.00443231j 0.00635382-0.00849191j 0.00515682-0.00530746j 0.00686381-0.0128726j -0.0136689+0.00456877j -0.00245968-0.0355782j 0.00421373-0.00403644j -0.00572406-0.00405729j 0.0083629+0.0145855j -0.00584546+0.00208853j -0.00903926-0.0282933j -0.000132123-0.000857403j -0.0137864+0.0016117j -0.00835188+0.00948312j 0.000368437+0.0222361j 0.00208042+0.00732327j -0.00795558+0.00200405j -0.0108803+0.0126687j -0.0270559-0.00973057j 0.000778851+0.0128014j -0.00871536-0.0141523j 0.00511274-0.00197151j 0.0206355+0.0140249j -0.00877158-0.00489938j 0.0147409-0.0100959j -0.0257764-0.0163084j -0.00471738-0.00233821j 0.0616661+0.0229743j 0.030441+0.00498755j 0.0106959-0.0111128j -0.0321535-0.00228736j 0.0431345-0.000161407j -0.0217146-0.00450063j 0.0164241-0.00745601j 0.0119452-0.0074787j -0.00882629+0.00394184j 0.0122909-0.00149775j 0.024205-0.0116709j 0.0489486+0.00417976j 0.00461341+0.000574375j -0.00359671-0.00236804j 0.0117688-0.0177794j 0.00501898+0.0182985j 0.0375171+0.000560994j -0.0311798-0.0103994j -0.0188803+0.00588481j 0.045276-0.00312933j 0.000339482+0.00205113j 0.0361632+0.00880076j 0.0229396-0.0193248j 0.0142385-0.00460709j -0.0309306-0.0127608j 0.0258763-0.00860637j -0.00618376-0.00776622j 0.0319947-0.011284j -0.0265803+0.00662049j -0.00324673-0.0174778j -0.00231355-0.000486469j -0.000904494+0.00124496j 
0.00789968-0.000129944j 0.000320568+0.0072324j -0.00125082+0.0102076j 0.0142999-0.000339204j -0.00371146+0.00508343j -0.00375696+0.00406102j -0.0167023-0.0292269j 0.0273067-0.000557749j 0.0142772+0.000966608j -0.0179798+0.00587723j 0.0119137-0.0220046j 0.0142713-0.0258185j 0.00552286-0.00713634j -0.00746294+0.0342864j 0.00607887+0.0346529j -0.00344643-0.0413224j 0.00958439-0.00098771j 0.0197804+0.0138695j 0.000573899+0.00501475j -0.00318831+0.0125333j -0.000348348+0.0245974j 0.00922664+0.0197804j -0.0154774-0.00158806j -0.00530344+0.0162834j -0.00817421-0.0171664j 0.00382982+0.0175319j 0.0153487-0.00506396j -0.000775691+0.0224256j -0.0140934+0.00302417j 0.0135786+0.00864079j 0.00258659+0.0164019j 0.0234878+0.000924761j -0.0297432-0.0142206j -0.0363888-0.00447297j 0.0137216+0.00740891j -0.0206993-0.0054826j -0.0138917-0.00777597j -0.0241939+0.00698187j 0.0016225-2.16027e-05j 0.00129339-0.0105805j -0.0190588-0.0143106j -0.00670281+0.00442319j -0.0121586+0.00682757j -0.0310181-0.00912033j 0.00538997-0.00392575j -0.0394792-0.0017824j 0.031705+0.00132195j -0.0186605+0.00159042j -0.0733361-0.0171994j -0.0501559-0.00247182j -0.0135361+0.0229825j -0.00228199-0.0270388j -0.0594361+0.00546278j 0.0841163-0.0173864j -0.0203684-0.0103847j 0.0979757-0.0134015j 0.00346474-0.00615678j -0.00801055+0.00117118j -0.0383819-0.0258863j -0.000380268+0.00289032j 0.0176377+0.0167013j 0.0520231-0.0207652j 0.0490449-0.0120496j -0.0160894-0.00436338j -0.0101374-0.00845419j 0.0267912+0.0144554j -0.0390038+0.0165681j 0.00886234+0.0110001j -0.00742528+0.00863612j 0.0152424+0.00542849j -0.0114362+0.0102938j -0.00558851+0.00147513j -0.0151775+0.00222864j 0.0160184-0.0015947j -0.00828819+0.00966028j 0.0122236+0.000574989j 0.00215958-0.0102026j 
0.00771727-0.00503469j 0.00493533+0.00726243j -0.00608845-0.0027276j 0.00144767+0.00431387j -0.00375728+0.00269258j 0.0126141+0.00933749j -0.000755431+0.0198098j -0.00980458-0.00704656j 0.00832389-0.00394396j 0.00339642+0.0198971j -0.0110651-0.00207473j -0.0117613+0.0246646j -0.0023061+0.0336927j -0.00073091-0.0347439j 0.0165596+0.00316268j -0.00264732+0.016912j 0.0226561-0.0174997j 0.000278419-0.0133501j -0.00706753+0.000199284j -0.00320431-0.0373748j -0.0126905-0.0496057j -0.00240781-0.0257246j 0.000585736-0.0261232j -0.0088053-0.0122512j -0.00723956+0.0185186j -0.00354303-0.00664982j 0.0177365-0.00889949j -0.00786142-0.0155066j 0.00700877-0.0297887j 0.0163424+0.000764014j -0.0113694+0.0180543j -0.0191241-0.00436794j -0.0132615-0.0237522j 0.00122732+0.00460522j -0.0393259+0.000247538j -0.00190822+0.00578109j -0.00548085-0.00732394j 0.0048057-0.0110366j -0.0438236+0.0089181j 0.0474204-0.000442054j -0.0510125+0.00519188j -0.0170295+0.0107852j 0.0172603+0.0119663j -0.00522792-0.0146694j 0.0166888-0.00274846j -0.0383738-0.0202128j -0.0206182-0.00135777j -0.0530058+0.00196484j -0.02355-0.00492491j -0.0234584+0.00379494j 0.0221452+0.0117992j -0.109193+0.015185j -0.0195237-0.0169056j 0.0854117-0.030987j -0.0280395-0.00657781j 0.0215553-0.00335711j 0.0216038+0.000964931j -0.0180692+0.00162131j -0.00708992-0.0100632j -0.0419342+0.0262418j 0.0275627+0.000129545j -0.0242591-0.00314587j 0.0212294+0.00829079j 0.0083282+0.00140473j -0.00766267+0.000215229j 0.00802879-0.00576448j 0.0114766+0.0135389j 0.0238869-0.0105205j 0.00465787+0.00307058j 0.00100998-0.00359852j 0.00114022-0.00387648j 0.00538931-0.000866007j -0.00559127+0.00484805j 0.00224434+0.00345368j -0.00438587+0.00152567j 0.00161922+0.00108454j 2.56752e-05-0.00297138j 
-0.000407724+0.00607873j -0.00695828-0.000235312j -0.00562918+0.0158014j 0.0151241+0.00842808j -0.0156294-0.011407j 0.0164237-0.0208081j -0.00530194+0.0105534j 0.0103967-0.000616862j 0.0118625-0.00258279j -0.0150498+0.00346634j 0.00209546-0.0134658j 0.0190821+0.022742j 0.0109285-0.0126495j -0.00414973+0.0636511j -0.0146808-0.00443355j -0.00979095-0.0221156j -0.0088352+0.0225293j -0.00647512-0.00411418j -0.0139623-0.0239783j 0.0142185+0.00577625j 0.00447873+0.0494445j -0.00880947-0.00154946j 0.00740466+0.00358645j -0.00122018-0.00901821j -0.00962146-0.0104696j 1.12997e-05-0.0192111j -0.00454432+0.0252749j 0.00810237-0.00703766j -0.0129527+0.0148617j 0.00708655-0.0111556j 0.040205+0.00034421j 0.00534366-0.00576555j -0.00734144-0.00813391j 0.0135537-0.00253557j 0.0299572+0.00517651j 0.00448351+0.0333284j 0.0241206-0.00483278j 0.0466582+0.0138884j -0.0324328-0.00229464j -0.0044343-0.0266649j 0.00929309-0.00101838j 0.012382-0.0264439j 0.0069427+0.00557235j 0.0102165-0.00313159j 0.00160092+0.00603985j 0.0120359-0.00178917j -0.0354432-0.00275085j -0.0355596-0.0118672j -0.0100172-0.000913549j 0.0704137-0.0085702j 0.0570582-0.018414j -0.0672384+0.0104362j 0.0265738-0.00204646j -0.0240422+0.0166059j -0.00678229-0.00954213j 0.0165395-0.0114313j 0.0286922-0.0058209j 0.0297828-0.00139161j 0.000999519+0.00556757j -0.000331421-0.00259774j -0.00788509+0.0151599j 0.0370319-0.012844j 0.0115044+0.0048485j 0.0110985-0.00703564j -0.00321519-0.0105105j 0.0104544+0.00597975j -0.0231261+0.00256097j 0.0105237+0.00329034j -0.000454753+0.0109746j 0.0189471+0.00219691j -0.00497419+0.00537558j 0.00377048+0.00933157j -0.0159326+0.0052413j 0.00865959-0.00401071j 0.000116613+0.0059668j 0.00435751+0.000527552j 0.0024157-0.00228722j 
-0.00409427-0.00213102j -0.000340208-0.00270506j -0.00248897-0.0124169j -0.0105068+0.002931j -0.00274451+0.00556298j -0.00247785-0.00955944j 0.0273987+0.0081281j -0.0135157+0.0189618j -0.0142798-0.00141542j -0.00839566-0.0296289j 0.0121757-0.00573935j -0.000241994+0.0101148j 0.00495965-0.0213977j -0.000405888+0.0280765j -0.0079396-0.00468617j -0.0149123-0.00510924j -0.00269656+0.0216381j -0.000139255-0.00293007j -0.0156798-0.0324247j 0.0102085-0.00511372j 0.015094+0.0149552j 0.0141807-0.000984512j -0.00461673+0.00365567j -0.00367523+0.0038052j -0.00695694+0.00308089j 0.003875+0.0376325j 0.0134007-0.00423927j 0.022735+0.000186838j -0.00480916+0.000812538j -0.00440069-0.0191574j -0.00597667+0.0169701j -0.0149966+0.00660022j 0.0154588+0.0132891j 0.00669831+0.0217197j -0.00351027-0.00446906j -0.0264897+0.00620231j 0.0274954+0.000470408j -0.0313417-0.0122632j 0.0192368+0.0272396j 0.0539556+0.00340525j -0.0545355-0.0112427j 0.012629+0.0120526j 0.0187091-0.00494287j 0.00796595-0.0113966j 0.0461774+0.00638843j 0.0731599+0.0119919j -0.0374852+0.0036423j -0.0103588+0.0107436j 0.0309972+0.001847j 0.00704026-0.00991497j -0.0419657+0.0264473j 0.0468498-0.00588396j 0.107586+0.00783197j 0.0525248-7.81456e-05j -0.0383-0.0121762j 0.00761722-0.00503634j -0.02643+0.00483938j -0.0586734+0.00682653j 0.0355087-0.0166488j 0.00416511-0.00309005j -0.0218147-0.00602232j -0.000709669+0.00832867j -0.018669+0.00613406j 0.00155894+0.00539931j -0.00604654+0.00229847j -0.00788253-0.00401564j 0.00562429-0.0109549j -0.0242621+0.00526242j -0.000658086-0.00589034j -0.0025147+0.000272362j 0.00444972+0.00198413j -0.00295101-0.00346571j 0.00755579-0.00412367j -0.0106985-0.00394095j 0.0109326-0.00880449j -0.00621758+0.00248417j 0.00417602+0.00328336j 
0.00953628+0.000803234j -0.000621186+0.00559852j -0.0227293-0.0118392j -0.00650558+0.0216027j -0.00260478+0.0206796j -0.0280619+0.00700827j 0.000681849-0.0266065j 0.0250369-0.00527662j 0.0177779-0.00956549j -0.0122894+0.0248179j 0.0125825-0.0150673j 0.0120882-0.0701001j -0.0158546-0.0128366j 0.00979289-0.00980345j 0.0111282+0.00845157j -0.00710241-0.0332893j -0.00972454-0.0356625j 0.00504986+0.0335508j 0.0138987+0.0065678j -0.0127564+0.0281574j -0.0246189+0.00841251j 0.0373752+0.0102336j 0.00283597+0.0194198j -0.0133178-0.00679164j 0.0230299-0.0240389j 0.0148214+0.0037094j 0.0341015+0.00095624j -0.00389202+0.000823122j -0.00295197-0.00821964j 0.0114232+0.00657364j -0.0182162-0.0176348j -0.0755736-0.00310545j -0.026839-0.000206215j 0.0169736-0.00424002j -0.0119344+0.0252204j -0.0339666+0.0104037j 0.0102829+0.0354155j 0.0176287-0.00341739j 0.00346957-0.00137775j -0.0263152-0.00978337j -0.0499943-0.00660188j 0.0230474+0.00300577j -0.00446032+0.0186117j 0.0309879+0.00563014j 0.0284099+0.00508343j 0.0134246+0.00828486j -0.0374021-0.0133725j 0.00356879-2.51045e-05j 0.0842452-0.00942699j 0.0207507-0.011622j 0.00651504+0.00412435j -0.00100095+0.0188338j 0.0293272+0.0102027j -0.0174539+0.0112413j -0.00308802+0.00836873j -0.0274898+0.0272067j -0.00590712-0.00663592j 0.0127119-0.00640104j 0.0167123-0.00772538j -0.0168002-0.0027035j -0.0178282+0.00780941j 0.0106386+0.00354878j 0.0273237-0.00275123j -0.0124118-0.0188967j 0.0230323-0.00138218j -0.0165919+0.0208022j -0.0249129+0.00535157j 0.00605275-0.00154519j 0.0152961-0.00427251j 0.000849857-0.0125613j 0.0107163-0.00283153j 0.00748607+0.000344194j -0.000670481+0.00805451j -0.00707975+0.00895522j -0.0124211-0.00238395j 0.00599778+0.00425417j 0.00721771-0.00341623j 
0.0134542+0.00337917j -0.000980707+0.0136864j 0.000707056-0.00872323j -0.00514672-0.00438572j 0.0379547+0.0458659j -0.0188774+0.0290827j -0.0109272+0.00236696j -0.0302042+0.00249464j -0.0331972+0.0122437j 0.00168897-0.0382411j 0.0141246+0.0103671j 0.026862+0.0223366j 0.0229975-0.00244682j 0.0154013+0.0106123j 0.00726185-0.00678098j 0.00273575-0.00484217j 0.00973181-0.0142061j 0.0124475+0.0134424j -0.0105716+0.0249579j 0.0136889+0.0144073j -0.00184488+0.0320687j -0.000110535+0.0119368j 0.00368356-0.00563959j -0.01974+0.00897707j 0.0072141+0.0242364j 0.0115673+0.013321j -0.011458-0.0135649j -0.00347415-0.0129371j -0.0115235+0.0226648j -0.018702-0.000990817j -0.0278698-0.0172067j -0.00912243-0.00445022j -0.0153196+0.00498811j 0.00346736-0.00696903j -0.0555881-0.00624124j 0.00213255+0.0117707j -0.029767-0.00154217j -0.0174928-0.000671498j -0.0653838-0.00255966j -0.0314873-0.00292567j -0.0425918+0.0167512j 0.0176747+0.0103537j 0.0352287-0.000969704j 0.00189523+0.000410755j -0.0146256-0.00247027j -0.0413016+0.00134543j 0.0169257-0.00948136j -0.000162942-0.00489645j -0.0237079-0.00803038j 0.0855165-0.0109435j 0.0194459-0.010424j -0.0230552+0.00237281j 0.0224283-0.00315679j -0.00316191+0.00352072j -0.0189423-0.00288857j 0.038084-0.0210258j -0.0156299-0.00393613j -0.0112178+0.0131849j 0.00926191-0.00198105j 0.0655197-0.0230001j -0.017198+0.00338015j 0.00801917+0.0122039j -0.0409859-0.00938806j 0.0165006+0.00304813j -0.0135485-0.00201703j 0.0234103-0.0193083j 0.0264873-0.00828426j -0.0174087+0.00324718j -0.023826-0.00606054j -0.0227084+0.00656084j -0.0161979+0.00114252j -0.00973206-0.0189111j 0.0277787-0.0110941j -0.00533788+0.00119466j -0.00281299-0.00806316j 0.00514022-0.005002j -0.00671162-0.00230321j 
