0.0668317+0.1079j -0.0892936-0.0403065j -0.026479-0.115645j 0.0218313-0.107849j 0.0360277-0.00246091j -0.0351733-0.0391501j -0.00622164+0.0477637j 0.053042+0.0105763j -0.0978826+0.00998986j -0.0423844-0.0559563j 0.0689822-0.0781734j 0.000223637-0.0383132j 0.0562974+0.0878297j 0.139814+0.0735473j 0.0257434+0.00734613j -0.0125453-0.0632082j 0.068622+0.0741404j 0.00585201-0.0288245j 0.0144424-0.108219j -0.0394919+0.0414672j 0.0274028+0.0386071j 0.0596224-0.0514844j 0.00168871+0.0255038j -0.00407448+0.0207286j 0.0303497+0.0315521j -0.0194167+0.0328175j -0.0149716+0.000153552j -0.00770606+0.0535149j -0.0758622-0.00737085j -0.0291088+0.0157606j -0.0929443+0.0143368j 0.05772+0.00838772j 0.0111349-0.0994706j 0.0397116+0.0335627j -0.0541656-0.0442442j 0.0468717+0.0325168j -0.0533211-0.0478336j -0.0239127-0.00575229j 0.0157409+0.0280592j 0.00371137-0.00929244j -0.0286402-0.0127608j 0.00331728-0.0331812j -0.000688764+0.0589561j -0.0221006+0.0324131j 0.0109234+0.0274235j 0.0184168-0.0200088j -0.0207707+0.0143108j 0.0220113+0.00346335j 7.34288e-05+0.0110582j -0.00919129-0.00117424j 0.0109896-0.0100611j -0.0471015+0.013244j 0.01392-0.000714671j -0.033409+0.00312339j 0.0275636-0.0232834j 0.030508-0.00751091j -0.0137945-0.0116716j -0.00414075-0.000682371j -0.0244124-0.00504973j 0.0275863-0.00647564j -0.0199587+0.00323126j -0.0117145+0.00138737j 0.0407683-0.00329296j 0.00320229-0.0141032j 0.00477804-0.00759373j 0.0335427+0.0356323j -0.00149226+0.00501399j 0.0144987-0.000800155j 0.0355429+0.0161952j -0.0295776+0.00430246j -0.038919-0.035361j -0.00440674+0.00954089j -0.0333943-0.0130325j -0.00938903+0.000517081j -0.00903455+0.000330566j 0.0608081+0.0155278j -0.0364817+0.0155942j -0.0161816+0.018802j 0.00283319+0.0528561j -0.00804919-0.0299328j -0.00855321-0.0844375j 0.00460742+0.0242414j 0.0554097-0.0453778j 0.0437139-0.00847057j 0.0926882-0.0479221j -0.000870425+0.0591475j 0.0435995-0.0133205j 0.0308764+0.00901506j -0.11803-0.0791969j -0.0822477+0.0413286j 0.00751473+0.0512753j -0.0201284+0.0210566j -0.00846004+0.0121764j -0.0280288-0.0268279j 0.145371+0.0747184j 0.00787328-0.0492114j -0.132845-0.118078j 
-3.00728e-05+0.0218814j -0.015645-0.00256191j -0.022339+0.0350597j -0.00191039-0.00640512j 0.00539083+0.0229443j -0.00950114+0.00908971j 0.0123494-0.00687799j 0.0174607-0.00147538j -0.00196083-0.0200637j -0.0196564-0.0137088j -0.00895545+0.00102627j 0.0161672-0.000665145j 0.00423878+0.00302967j 0.0130234+0.0184697j 0.0112352+0.0116955j -0.0331584+0.0143785j -0.00325877+0.00312564j 0.0419735-0.0431015j -0.0142656-0.00838567j 0.00406763+0.0433211j 0.0140568-0.00693161j -0.0292175+0.0168342j 0.0497781+0.018965j 0.00375762-0.0127817j 0.0009835+0.0180002j 0.0160078+0.00600161j 0.0232189+0.00288463j -0.0124474-0.00139724j -0.0043705-0.0459116j -0.0112536-0.0259132j 0.00926452-0.0223972j -0.0234421-0.022222j -0.0242504+0.0351269j 0.00205937-0.0218413j -0.0153828-0.00692347j -0.0152222+0.0051034j -0.0182123-0.00793614j -0.00122222+0.0350596j 0.0550306-0.0498107j 0.0595012-0.0673013j 0.0619406-0.00141252j 0.0280589-0.0519688j -0.0390901+0.0450572j -0.0133501+0.0555408j 0.0354557-0.040192j 0.0342308-0.0409338j 0.0437711-0.00436113j -0.0238861+0.0410896j -0.039342+0.0491154j 0.039168+0.0834538j -0.0218635+0.00183405j 0.0296506+0.0691084j -0.0194183-0.0408866j -0.00685216+0.0258586j -0.0167107+0.00599042j -0.0557148+0.0524196j -0.0747843-0.00674962j 0.123267+0.0515697j 0.0434641-0.0385801j -0.0121106+0.0676878j 0.0413156-0.0392831j 0.031411+0.0913313j 0.00283347+0.0700984j 0.0639534+0.0742742j -0.0751997-0.013197j -0.102699-0.0750149j 0.0610599-0.106357j 0.0217173-0.127787j 0.138923+0.0442208j 0.160555-0.00737661j 0.0850968-0.136865j 0.12374-0.0435848j 0.0138063+0.0406095j -0.0588342-0.024358j -0.00472432+0.180756j -0.121094-0.161587j 0.0948306-0.0780369j -0.108035+0.130522j -0.0373808+0.0763183j 0.170219-0.047798j 0.203064+0.103521j -0.0495446+0.0146482j 0.0366736-0.0754215j -4.79416e-05+0.0570306j -0.0724621-0.105005j -0.00617643-0.0888852j 0.0739659-0.186414j 0.076686-0.10009j 0.0996244-0.0414042j -0.00874792+0.0672053j -0.0252961+0.110587j -0.00233775-0.0679507j 0.0171121-0.0661853j -0.0071573-0.0252504j 0.00581834+0.0346409j 0.0565924-0.0193332j 0.00628287+0.0158956j 
-0.0108023+0.00986769j -0.0134708-0.0238348j -0.00038467+0.00665686j 0.0117653-0.00215999j -0.00901134-0.00648677j -0.00159897-0.000592122j -7.22151e-05-0.00589546j -0.00153123-0.0293991j 0.000518957-0.00377832j 0.0104279+0.00523415j 0.00386735-0.0101257j 0.0294905-0.0177996j 0.0150899-0.00334575j 0.0139172+0.00209193j 0.00755402+0.00247589j -0.0025394+0.0127863j -0.0112133+0.0137884j 0.0109419-0.00945363j 0.00282444-0.00549203j -0.00841915+0.00198295j -0.00364775-0.0375257j -0.0356109-0.0087419j -0.00813632-0.0203581j 0.0126807+0.0292213j 0.033397-0.00863242j 0.0176983-0.0262053j 0.016991+0.0191228j -0.0317138+0.012065j -0.0111636+0.0137374j -0.00905183+0.0168267j -0.0120828+0.0290562j 0.014893+0.00703793j 0.0133805-0.0256919j -0.000785208+0.0229387j -0.00257913-0.000766172j 0.026697-0.00527629j -0.0124688+0.00680818j 0.007981-0.00735191j 0.0185917-0.0291409j 0.00970302-0.0358129j 0.0270798+0.00731729j 0.0134465-0.0204025j 0.00489414+0.020121j -0.0153997+0.0100131j -0.0340186-0.048454j 0.00348253-0.0249817j 0.0205684-0.0184043j -0.0630895+0.00592234j -0.0111438-0.015691j -0.00221923+0.00668927j 0.094252+0.0603763j 0.0155484-0.035438j 0.00142269-0.0707334j 0.0320949-0.0240561j -0.0726126+0.0349567j 0.0172689-0.0932173j 0.0381394-0.0948007j 0.0249487-0.0210452j 0.0659705+0.0913056j -0.0534908+0.0736494j -0.0175749+0.0257544j -0.0511977-0.103127j 0.00274342-0.0554579j -0.0732497-0.0900054j -0.0375752+0.142469j -0.015617-0.126388j 0.0472336+0.154912j 0.0676211-0.0440306j 0.175612-0.00681044j -0.00813848-0.0741719j 0.00926104+0.0162969j -0.00625428-0.00542695j -0.116229-0.0956113j -0.0466603-0.027903j -0.00161712+0.105519j -0.0809645+0.120012j 0.141105-0.230602j 0.0523925-0.0350715j 0.169104+0.0773365j -0.0523239-0.0345071j -0.108078-0.0330995j 0.154267+0.109112j -0.0131522+0.0356558j -0.0842283+0.0915426j -0.0629294+0.139151j 0.0744339+0.110047j 0.0168238-0.0642683j 0.0307841+0.00877056j -0.0182304+0.0193717j 0.0793684+0.0887305j 0.0257728-0.0619622j 0.0115359-0.0305665j -0.00890024-0.0216443j 0.0179409-0.0242608j -0.0240517+0.0307936j -0.0218069-0.00953228j 0.00407855-0.00643228j 
0.00387846-0.00489397j -0.0119783+0.00872784j 0.000818038+0.0144959j 0.00470951+0.00566694j 0.0165752+0.00503299j 0.00569774+0.00374626j 0.00557226+0.000280952j -0.0226884+0.00904092j -0.0324978+0.000450505j 0.000862922+0.0169219j -0.00240982+0.0227884j -0.0211886-0.00812121j 0.022366+0.00587202j 0.0189888+0.010276j 0.011628+0.0174668j 0.00483222-0.0206138j 0.00466687+0.00221847j -0.02023-0.00734259j -0.00126465-0.0158111j 0.000828599+0.0254729j 0.00510144+0.0169548j 0.000470333-0.00673938j 0.00596579-0.0191179j -0.00110121-0.00284586j -0.0375518+0.0186598j 0.00419863+0.0201084j 0.0139552-0.0177822j 0.0130784+0.00644529j 0.00399523-0.00908681j -0.0133286+0.0155006j -0.0280786-0.0138099j -0.0027266-0.0094399j 0.00696411+0.00237519j 0.00611997-0.0184013j -0.00520853-0.00550952j 0.00389774+0.012421j -0.0169343-0.00196427j -0.000837261-0.0239328j -0.0168167+0.0253168j -0.0363242-0.0297275j 0.0177232+0.0051672j -0.00653835+0.00285203j 0.00852205+0.00760538j -0.0223388+0.0481145j 0.0685132+0.00067217j 0.0433483+0.00465466j -0.0214499+0.0317935j -0.0380932-0.0154655j 0.00319678+0.0292172j -0.0111006+0.0390338j -0.00337945+0.00307083j 0.0487851+0.0401211j -0.0110243-0.0385941j -0.00954219-0.0593565j 0.00725213-0.0849343j -0.0822088-0.0135175j -0.0533969-0.057202j -0.0257702-0.00797659j 0.063997-0.0222024j -0.0571416+0.128235j -0.0270807-0.0466575j -0.000100167-0.137058j -0.0479503-0.0245705j 0.0622909+0.0284608j -0.125741+0.0351309j 0.0343168-0.051355j 0.102447-0.151738j -0.145677+0.08758j 0.00224968+0.0711933j 0.0285284+0.0670959j 0.180341+0.0352155j -0.00692348+0.246952j -0.188592+0.0371326j -0.047912+0.10647j -0.0200731-0.0588666j -0.0313817+0.0458971j 0.0441837+0.0721784j -0.00584642-0.00956791j 0.0401874-0.137132j -0.0142419-0.00381624j -0.0339067+0.0539395j 0.108338-0.00447359j 0.0480463-0.0365211j -0.00840122-0.000284376j -0.0565923-0.00376982j 0.0237348+0.0537038j 0.000705502-0.00582959j 0.0730387-0.044816j 0.0266681-0.039558j 0.00159659+0.0388452j -0.0246014+0.00567137j 0.0257261-0.0134098j -0.0686251-0.00458899j -0.00746392-0.0438061j 0.0374771-0.00141925j 0.0195238+0.00913844j -0.000177528-0.0103468j 
-0.0157711-0.00150352j -0.0130215+0.00191618j 0.0131919+0.00675445j 0.0138113-0.0174011j 0.0143182-0.00412905j -0.00633158-0.00830365j -0.00154883-0.0166352j -0.00738088-0.0188686j -0.0160951-0.00105226j -0.000814245+0.0260295j 0.00546543-0.00439815j -0.00458233-0.000630405j -0.0176346-0.0145853j -0.00576422+0.00186889j 0.000123885-0.00992077j 0.00427401-0.0393752j -0.00563004-0.0195562j -0.0477967-0.017425j 0.0143563+0.00648571j -0.0147389-0.0286161j 0.00847286+0.00616256j 0.0066557-0.00431813j 0.0305069+0.0110186j -0.0259919+0.000763868j -0.00426371+0.00490886j 0.00514529-0.00333842j 0.00924253+0.0257812j -0.0287932-0.0164836j 0.0243742+0.00607489j -0.030276-0.0190516j -0.00481889-0.0169999j -0.00626652-0.0146963j -0.00400242+0.00850326j -0.00661861-0.00766461j 0.0116152-0.00641371j -0.000520661+0.012992j -0.0039658-0.0014869j 0.000929636-0.0360141j -0.0147411+0.0722223j -0.0118246+0.0277178j 0.0464107+0.0242966j -0.00539424+0.0242823j 0.0563492+0.00294369j -0.0586692+0.000389051j 0.100814+0.00615556j -0.0253479-0.110572j -0.0624402-0.0992106j -0.00645946+0.0472374j -0.0214769-0.0916842j 0.00420243-0.0362737j 0.0375419+0.0572863j 0.0873425+0.0691578j 0.089565-0.052136j -0.0952407+0.0167775j -0.0800365-0.0449648j 0.0232244-0.0960017j 0.0114692+0.0464401j -0.0728714-0.0052983j 0.0709147+0.109635j -0.00754073+0.085514j -0.169335+0.0727337j 0.00638277+0.171964j -0.17726+0.0023981j -0.152138+0.0100263j 0.0998104-0.0788805j 0.145069+0.0746417j -0.0789614+0.0711134j -0.0758075+0.0350097j 0.0541096+0.0532883j 0.11755-0.00537119j 0.0394904+0.145424j 0.108104+0.0899787j 0.00546887+0.115291j -0.0585702+0.0275852j -0.00557165+0.0207863j -0.0951715-0.0299841j 0.0126953-0.0384404j -0.0506743-0.00596886j 0.0355734+0.0169993j 0.00208745+0.0383118j 0.0720973-0.00981444j -0.0289147+0.113226j 0.0305813-0.12507j -0.122895-0.0725495j -0.139417+0.00489654j 0.0520866-0.00254612j -0.107242-0.0640641j -0.0317866-0.00765263j 0.0163796-0.0242044j -0.0500952+0.0252058j -0.0125564-0.0832049j 0.0377062+0.0282666j 0.077522+0.0181714j 0.00438169-0.0493383j 0.0308913-0.0250287j 0.00319326+0.0168024j 0.0121971-0.0319541j 
0.0140039-0.00125503j -0.0041027+0.00496063j 0.012701+0.00479692j 0.000351607-0.00969836j -0.00117085+0.0299588j -0.027869+0.0036277j 0.0126946-0.0042967j 0.0152203+0.00621583j 0.000644858+0.000536437j -0.0177345-0.0103918j 0.0179904-0.000206101j 0.00060622+0.0224091j -0.0149088-0.016767j -0.00034352+0.00125025j -0.00792384-0.00129358j 0.0129212-0.0207506j 0.0149892-0.0129817j -0.033888+0.0116204j 0.00536736-0.00990287j -0.0039789-0.00308706j 0.00195012+0.00429163j -0.000675122-0.00461563j -0.0263009-0.0245169j 0.00381516+0.00567674j -0.00855141+0.01167j 0.0135003-0.00332554j -0.00643511+0.0105548j 0.0074375-0.00640391j -0.00219999+0.0339226j 0.00155571+0.00080697j -0.00532069+1.36306e-05j 0.0125256+0.00805198j 0.0105539-0.0278269j 0.00715167+0.00559581j 0.0144659-0.00808814j 0.0059561-0.0125311j 0.0158749+0.00281554j 0.0105241-0.0238254j -0.0290514+0.0341183j 0.0367607-0.0197665j -0.0378752+0.00182091j -0.0290224+0.0220947j 0.0466915-0.034517j -0.0210041+0.0294718j 0.00351737-0.0427733j 0.0179127-0.0856146j 0.0107553-0.00807671j 0.0117712+0.0221319j 0.0131042+0.0261157j -0.00289384-0.0200218j -0.0416682+0.00079917j 0.023272-0.0213191j 0.0725961-0.0591741j -0.0502927-0.107067j -4.12539e-05+0.0571341j 0.0506255+0.0581358j 0.0167043-0.0431388j 0.109709+0.0722692j 0.0326237+0.0813084j 0.0154276-0.11521j 0.0330283+0.0788993j 0.0289949-0.116762j -0.0496532+0.00436185j -0.139724+0.0056443j 0.0298962-0.0202498j 0.0486627+0.12849j -0.132043-0.100981j 0.229265+0.125729j -0.0110551-0.0900999j 0.0151235-0.0674777j -0.0620653-0.00432781j 0.283388-0.133794j 0.128239+0.0903076j 0.194518-0.0395361j 0.0914923+0.194566j 0.177368-0.00230517j 0.106428-0.00349034j -0.00948869-0.00572518j -0.00415299-0.12362j 0.0753368+0.0833658j -0.0441729-0.0442098j -0.00789097+0.0154627j 0.0453236-0.0342419j -0.0318641-0.0482473j -0.0123674+0.051588j 0.0137313+0.0260162j -0.033502+0.00918266j 0.0215079-0.0173711j -0.0518623-0.0258228j -0.00677545+0.0272824j 0.00439134-0.0662632j -0.0498578+0.035989j 0.00648007-0.00399613j 0.00443339-0.040154j -0.0081871+0.0114573j -0.0140071+0.0121075j -0.0261314-0.00741007j 
-0.0145054+6.90498e-05j -0.000985327-0.012789j -0.0116192+0.00695026j -0.00163333-0.0219317j -0.00100584+0.00119782j 0.00387304+0.000904458j 0.000439665+0.0154384j -0.00737584-0.0196175j -0.0124989-0.0179739j -0.0170242+0.0150361j -0.00604247+0.0120202j -0.0255349+0.000827451j -0.0276825-0.0146998j -0.0114495+0.00114366j 0.00623626-0.00870135j -0.014856-0.00458631j -0.00989416-0.0173358j 0.00183512+0.0112375j 0.0153857-0.00393028j -0.00938467-0.00109584j -0.00231424-0.032526j -0.0231173-0.00469916j -0.0194986+0.0188053j 0.0525132-2.5912e-05j 0.0278152-0.00481156j -0.0219782-0.0193945j -0.0240298+0.0129148j 0.0156606+0.00427332j 0.00907457+0.008714j 0.032213+0.0214015j 0.0085567+0.0100785j 0.00930389+0.00581082j -0.0240784-0.00986277j -0.000342008+0.00872112j 0.000924131+0.001955j -0.00311592-0.00786209j -0.00222695-0.00560057j 0.014972+0.0117879j 0.0259665-0.00755297j 0.0542046-0.00598317j 0.00200288-0.0203616j 0.0189061+0.00019938j 0.0177261-0.00134598j -0.0347659+0.00163205j -0.0279819-0.0259631j 0.0211884-0.0355179j 0.0393762-0.0198361j -0.101851+0.00625059j -0.0085122-0.0633402j -0.090694-0.0316043j -0.0750019+0.011199j -0.00786896+0.0537908j -0.0246258-0.0338734j 0.0195276+0.0311289j -0.0650025-0.00131317j 0.0238673-0.026373j 0.099655+0.0611047j -0.20597+0.0185221j -0.097525+0.0274988j 0.0601992-0.128246j 0.0438957+0.120473j 0.0194527+0.0520352j 0.0608694+0.0450005j 0.050992+0.124598j 0.131263-0.0633854j 0.0981727+0.123685j 0.243162-0.00713921j -0.043555+0.16436j -0.015567+0.0960759j 0.130073-0.0226471j -0.0629701+0.112974j 0.0727305+0.10461j -0.0509263+0.158493j 0.131189+0.0176961j 0.016876+0.0839032j -0.0173401+0.0686576j -0.207334-0.0177865j -0.0598174+0.118177j 0.0198006-0.0815252j 0.0206815+0.0773378j -0.0278453-0.0139032j 0.0481529-0.0100679j 0.0733034-0.0835202j 0.102569-0.051164j 0.0623882+0.0341362j 0.0397946-0.0738295j -0.0358116-0.0268977j 0.031962-0.0726184j -0.0600664+0.00859118j -0.0564038+0.010706j 0.00115698+0.0101005j -0.0337634-0.00611808j 0.0486953-0.0248954j 0.000718452+0.0179872j -0.0104244-0.00987519j 0.000150031+0.00258662j 0.013367-0.00447636j 
0.0058827-0.0225526j 0.00684202-0.0130312j 0.00614801-0.0100063j 0.0204732-0.0167687j -0.0256953+0.00985808j -0.00262231-0.00430061j -0.00490004-0.00435059j -0.0110942-0.0165308j 0.0289824-0.0223804j 0.0111805+0.0161622j -0.0203142-0.0113571j 0.0106116+0.0030695j 0.000912742-0.0160982j 0.00684496-0.000563102j 0.00213813+0.0107918j 0.00441012-0.0288076j 0.014261-0.0154314j -0.0159934+0.0303969j 0.0132637-0.0162724j -0.00791162+0.00519276j 0.00258846+0.0213945j 0.0249522-0.00213506j -0.0037007+0.0162996j 0.0284245-0.0131892j -0.0252913+0.0131338j -0.0217786+0.00861322j -0.0360668+0.00508862j 0.0267621-0.0136065j 0.00269056-0.00309356j 0.0275754-0.00298211j 0.00769283-0.0271987j -0.00630917+0.00141488j -0.0135636-2.83325e-05j -0.0022709-0.01166j 0.0068757-0.00516448j 0.00260404+0.00543784j 0.00312412+0.0039849j 0.00457845-0.00882877j -0.0106409+0.0287563j 0.0352296-0.058622j -0.0238788+0.0363898j -0.0168777+0.0334113j 0.031778-0.0411884j -0.0205798+0.0242612j 0.0273928+0.0169991j 0.0996486-0.0751814j -0.0180251+0.000936153j -0.0108522+0.0193071j -0.0255183+0.0166213j -0.0354477-0.0229743j -0.0835397+0.0330335j -0.132902-0.00381939j 0.010693-0.06725j 0.0248828+0.0824363j -0.0530671-0.0334377j -0.035034+0.0708666j 0.0552623+0.020704j 0.021438+0.0193868j -0.0932123+0.00881591j 0.0151975+0.0696874j 0.0386684-0.105824j 0.0209589+0.0455388j 0.0257906-0.0345525j 0.0730279-0.049917j 0.155389+0.00835748j -0.137197-0.0508837j -0.0220411+0.00525011j 0.102382-0.00166329j 0.0840143-0.0374719j 0.029788-0.0357958j 0.13615-0.160866j -0.0455994-0.073013j -0.0771297+0.0633844j 0.00798322-0.0146274j 0.0287594+0.0442406j -0.00279735-0.155078j -0.0364668-0.00736062j -0.00826994-0.0185432j 0.0385112+0.00270839j -0.032318+0.0111574j 0.0789702+0.0427469j 0.0738174+0.0487844j -0.0217953-0.0327133j 0.0784306-0.125079j 0.064114+0.0245091j 0.014673-0.014851j 0.00173193-0.0472846j 0.0248488-0.107969j -0.00760458-0.00114011j -0.0386346-0.0149434j -0.017244-0.00731144j 0.00888272+0.0430135j 0.0046575-0.0180302j -0.00626565-0.00869364j 0.0239474-0.00986171j 0.000428415+0.00746733j 0.00392129+0.00788064j 
0.00269235-0.00628346j -0.0107591-0.0391264j -0.0282203-0.0278657j 0.0144517-0.0322353j 0.0305598+0.00895461j 0.00514041+0.00881302j -0.0151817-0.00590233j -0.0116086+0.000459155j -0.0133724+0.00310877j 0.0106582-0.00661543j 0.0127748-0.0082592j 0.00747941+0.00416284j -0.013644+0.00377519j -0.00784386-0.0050854j 0.0174268-0.00691927j 0.00866479+0.0203359j -0.00818754+0.00377188j 0.0315468+0.0759449j 0.0159165-0.0333595j -0.0238774-0.0143227j -0.0387221+0.0222759j 0.0226243-0.00577081j -0.00372861+0.0335485j -0.0229742+0.00684798j 0.0158994-0.0263002j -0.0390778+0.000847674j -0.0272628-0.0197026j 0.0208673+0.00376841j -0.0054355+0.00925619j 0.00701569+0.0184097j 0.00694634+0.00732718j -0.0121335+0.017453j -0.0241153-0.015205j -0.015365+0.0156121j -0.00139415+0.00172813j 0.0309202-0.0128234j 0.00810934+0.0223857j 0.00538878+0.0253319j 0.0210845-0.0320258j 0.0213493-0.0704915j -0.00764435+0.0229835j 0.006757+0.0225736j -0.0226979-0.056605j -0.0202351-0.0372891j -0.0202567+0.024245j 0.132235-0.00459015j -0.0305126+0.075186j -0.0523839-0.0472895j -0.0536663+0.00287561j -0.0344299-0.0489919j 0.0216146-0.0832905j 0.0215248+0.000798477j -0.0767332+0.00473739j -0.0178198+0.117887j 0.0886829-0.0537006j 0.0976584-0.0960234j 0.11272+0.0622749j 0.0434434-0.0613768j 0.0987079-0.0349322j 0.00625649+0.0115694j -0.273926-0.0167688j -0.136541+0.0244686j 0.00916746-0.0467244j 0.209435+0.150342j 0.0173948+0.0563882j 0.0571043-0.0291879j -0.0632686+0.199489j 0.0760052+0.0735295j -0.0402843+0.170226j 0.131451-0.156217j 0.132631+0.00805356j 0.103553+0.069611j 0.033709-0.0642541j 0.0260606+0.120947j -0.0123204-0.081037j -0.0164576-0.0247568j 0.00546611-0.0464443j 0.0144915-0.0102015j -0.0604541-0.0828904j 0.0668718-0.0804215j 0.0301547+0.0243993j 0.100439-0.00261906j 0.0590824+0.0119795j 0.0141857-0.030967j -0.00856728+0.157252j -0.0612714-0.0082839j -0.0139994-0.0249356j -0.0238753-0.0986824j 0.0330841+0.0456806j 0.00509707-0.0687j 0.00066554-0.0126394j 0.014321+6.11134e-05j -0.0120959-0.0330402j 0.00468904+0.0408281j -0.044458-0.0440562j -0.0624571+0.00709545j -0.0109505+0.0363323j 
-0.0172125-0.000121122j 0.00353792+0.00100361j -0.00119681+0.00152388j 0.00795017+0.00322777j 0.0181486-0.00825253j -0.0075346-0.0101281j 0.00516423-0.0283117j 0.00863423+0.0176293j 0.0010748+0.0131207j 0.0179376-0.0020294j 0.00504996-0.00636891j 0.0134082+0.00744015j 0.00885967+0.00676688j 0.00869482-0.0012086j 0.00274424+0.00040542j -0.0281668-0.00257238j -0.00999217-0.00974816j 0.00984751-0.0236103j -0.000666647+0.013124j 0.00926076+0.0154338j 0.0220189-0.0364291j -0.0171248-0.00264778j 0.000820463+0.0192927j 0.0735049-0.031302j 0.0222362+0.000855429j -0.0226184-0.00721609j -0.0203399+0.0147606j 0.0290993-0.00407175j -0.00731615-0.0209612j 0.0492728+0.00440148j 0.0108197-0.00823363j 0.0163593-0.0110542j -0.0217542+0.0100297j 0.010191-0.00144088j -0.00284294-0.00225908j -0.0165216+0.0128501j -0.0149039-0.0134917j -0.012978+0.00180687j 0.0241163+0.00819766j -0.00588706+0.0489872j 0.0546911+0.00498062j 0.0264695-0.0110118j 0.001943+0.0346629j -0.00208397+0.0266745j -0.0309051-0.0318194j -0.084911+0.0053241j 0.051533-0.0353521j -0.055632+0.00824152j 0.0439702-0.0378783j -0.0254465+0.0362604j -0.167606+0.0373353j -0.0171587+0.0552825j -0.0916886-0.00283968j -0.0689076+0.0470728j -0.166702-0.0319944j 0.175992+0.024901j 0.0702838+0.027288j 0.0282656-0.00179264j -0.00528796+0.0456225j 0.0318155+0.169663j -0.0372953-0.0688847j -0.292753-0.00943321j -0.162025-0.0823896j 0.0366134-0.107078j -0.00461395-0.0220764j 0.0124052-0.032786j -0.102582-0.0482854j 0.127471-0.0946277j -0.0539174+0.0551822j -0.033056+0.123672j 0.114061+0.0325393j -0.0503697+0.0827764j -0.0734898+0.0223391j -0.0421565-0.0260009j -0.0140176-0.0623112j 0.113863-0.0133849j 0.0501201-0.0111079j 0.0732161+0.00725586j -0.0337547+0.121912j 0.0816028-0.0264333j 0.0729971+0.0484376j 0.0113696+0.0100953j -0.0124948+0.0025399j 0.0195166+0.0173414j 0.108606-0.104036j 0.0517109-0.00626303j 0.0608133-0.0728771j 0.0239367+0.00631648j -0.0307346-0.0048649j -0.0579684+0.0300288j -6.25119e-06+0.0341693j 0.037489-0.0132047j 0.0454096+0.00965883j 0.00945245+0.0133539j 0.0290473+0.00626746j 0.0289536-0.00674835j 0.0253064-0.0161185j 
0.0211985+0.0371183j -0.0101766-0.00629712j -0.0154601-0.00568451j 0.0196478-0.0152585j -0.0170544+0.0151557j -0.0218755-0.0317205j 0.0158232-0.0127757j -0.0136671+0.00537674j -0.00652723-0.00853221j 0.0165651+0.0078661j -0.00384954+0.0131098j 0.00932597+0.009145j 0.00861859+0.00547516j -0.000671939-0.000876634j 0.0107994-0.00841178j -0.00808194+0.011267j 0.0154061+0.0071711j 0.0269951+0.0327692j 0.00775423-0.00816484j -0.0195511+0.00109655j -0.0260409+0.00628322j -0.000690213+4.73766e-05j -0.00483316+0.0171838j -0.0441635-0.00437714j 0.0150117-0.0179534j -0.00504833-0.00627067j 0.00699004-0.00781763j 0.00105206-0.000562895j -0.00818675+0.0111821j -0.018796+0.000779636j -0.00202452-0.00445637j -0.00248858+0.0103478j 0.00556086-0.0123821j -0.00615631+0.00967837j 0.0111767-0.00863734j 0.00475052-0.0263326j 0.0264331+0.0111379j -0.0167506+0.0177813j 0.0261344-0.0216571j 0.0588283+0.0421195j 0.0501983-0.0198458j -0.00128146+0.00512361j -0.0251677-0.0260461j 0.00234632+0.00191837j -0.0845058-0.0270314j -0.00797493+0.0209907j 0.0342762+0.0772157j 0.0603145+0.0119989j -0.0226867+0.000949472j 0.0836642-0.0222325j 0.0509258-0.0177311j 0.0217448-0.0536924j 0.00934398-0.0376567j -0.0199995+0.0304387j 0.085428+0.0446849j -0.0877342+0.0744786j 0.0339459-0.0170264j -0.00485846+0.0827966j 0.00823605+0.0898974j -0.00664643+0.0819981j -0.119121-0.113928j -0.0154957-0.172304j 0.0649243-0.188958j 0.0985285-0.133367j -0.09082+0.0598704j -0.0309874+0.060213j -0.18864-0.165531j -0.0394476+0.229032j 0.153713+0.0492658j 0.0244422+0.0417491j -0.0349757-0.0234302j -0.0299743+0.0580572j 0.0218131+0.076638j 0.0303291+0.0458866j -0.015638-0.0110484j -0.0396305-0.0222307j 0.0697504+0.0645248j -0.0315708+0.00190377j -0.021041-0.0472037j -0.048728+0.0319881j 0.0426411+0.0837193j -0.0192974-0.0256009j -0.0869094+0.0321913j 0.00761591-0.023184j -0.0483492+0.039318j -0.0347437+0.010475j 0.0491913-0.0533391j -0.0161719-0.0326917j -0.0474038+0.0273307j 0.0322136+0.00334306j 0.0378123+0.00897251j -0.00925582-0.0235172j 0.0488516-0.000703559j 0.0309962+0.0182406j -0.0492654+0.0104593j -0.0221837-0.00490785j -0.0563239+0.0150178j 
