-0.0517316-0.0710783j -0.0861842-0.109856j 0.0289355-0.158916j 0.0170727+0.0119164j -0.0434588+0.0719695j -0.00787721+0.0525101j -0.0117774+0.000866906j 0.0952403-0.059189j -0.0248816+0.0436302j 0.0208596-0.00351324j 0.0115298+0.00509688j 0.00363704+0.0101988j 0.0445913+0.00997141j -0.0283797+0.0070413j -0.0164887-0.000663089j -0.0334414+0.018377j -0.033076+0.00873588j -0.00420144+0.0180072j -0.0253175+0.00549774j -0.0347309+0.019744j -0.0362125+0.00526807j -0.00382179-0.0212257j 0.0293542+0.0133383j 0.00295972+0.0258554j 0.0217168+0.018999j -0.00215929-0.019545j 0.0654738+0.0616869j 0.0492095-0.0107367j -0.0312963-0.0121391j 0.0116197+0.0334229j 0.0154148-0.0113624j -0.00212468-0.0703516j 0.0117815+0.0604594j 0.0540901-0.12159j 0.0672908+0.0690629j 0.0323649+0.0108549j -0.0476038-0.075275j 0.193768-0.00820475j -0.0422271-0.0868637j 0.0113966-0.0287028j 0.0780109+0.0248877j 0.0680544+0.0584614j 0.045495+0.103965j 0.0412943-0.0407621j 0.0059808+0.038999j -0.0270112-0.0531898j 0.031146-0.0349154j -0.00276803-0.0457761j 0.0729146-0.0256873j 0.00584356+0.0316341j 0.0416798-0.00387374j -0.0533045+0.0148983j -0.0112247-0.0151791j -0.0457183+0.0164891j -0.0187215-0.0214836j 0.0482571+0.00787236j 0.0220284+0.0163491j 0.0474514-0.0104719j -0.0225536-0.000379372j -0.00309661+0.0101519j 0.0231602-0.00512435j 0.00322208+0.0152934j -0.0308501-0.0302278j -0.00805159-0.00495816j -0.0220596-0.027738j -0.00174577+0.0048341j -0.030062-0.0303377j -0.0530252-0.00923774j 0.0165638+0.00561614j -0.0596761+0.0252318j -0.0132565+0.00303187j -0.00212941+0.016386j 0.0347768+0.0416185j 0.02142+0.0348065j 0.00914793+0.0334045j -0.0296167-0.0329546j -0.0162354-0.00406668j 0.0411204-0.00135682j -0.0112476+0.0152699j -0.0477722-0.0188911j 0.0763903+0.0478643j -0.000105462+0.0217936j -0.0533367+0.00194398j -0.0469022-0.0346563j -0.0605399-0.0811459j -0.00227281+0.0665186j 0.100865+0.163452j 0.168004-0.0841327j -0.0629236+0.122026j -0.110274+0.0121257j 0.0455325-0.13643j 0.0541684+0.0896657j -0.176394-0.0429339j -0.0148515-0.000455001j 0.062655-0.0116151j 0.143296+0.0599421j 0.0604308+0.0141111j -0.119442-0.143859j 
-0.0405351-0.0060603j -0.0548387-0.0283584j 0.0461945+0.0391057j -0.0353954+0.0190794j -0.0324204+0.0218884j -0.00110796+0.0480231j 0.0139625+0.0130756j 0.072069+0.0382174j -0.0610776+0.0284288j -0.0110388+0.0058881j -0.011095-0.0427192j -0.0157147-0.0204454j 0.0155584+0.000870579j -0.0275283+0.0216272j -0.00926454-0.0297574j -0.00107664+0.0179999j 0.0184258+0.00608909j -0.00660886-0.0103213j -5.90656e-05-0.0294127j 0.00578335+0.00285161j -0.0254553+0.00237092j 0.0138404-0.00606074j 0.00544464-0.00611471j 0.016788-0.0150189j 0.0079236-0.00652132j -0.00285257-0.00771668j -0.00960904-0.00706195j 0.00731842+0.00282452j 0.0154281+0.00150089j -0.00278761-0.0141713j -0.022043+0.00497615j 0.00938752-0.00208117j -0.0293494-0.0138619j 0.0247797-0.0049588j -0.0113172-0.00847948j -0.00802477+0.00733484j 0.0186921-0.0133985j -0.00213432+0.0118522j -0.0163128-0.0184658j -0.0101734-0.0236311j -0.000772843+0.00487222j -0.00641938+0.0110341j 0.0283258-0.0186937j 0.0219542+0.00576809j 0.0129824+0.0762281j 0.0775435-0.00147047j 0.0381276+0.0484676j 0.0840485+0.084451j 0.0318168-0.0362493j 0.104642+0.0219268j -0.113943+0.0203774j 0.0102133-0.0359522j -0.16065+0.0666021j -0.116887-0.148618j 0.00449285+0.0141623j 0.0553934-0.0305114j -0.044244+0.21504j 0.0673791-0.121513j -0.120463+0.0500012j -0.0413936-0.0957337j -0.043515+0.0819622j -0.0478916-0.0746603j -0.113441-0.00596713j -0.0197478-0.106351j -0.0297613+0.0467822j 0.159717+0.0597929j 0.0658141+0.0228309j -0.0200367+0.0119686j -0.176069-0.0352879j 0.0274534+0.104826j 0.0749648-0.0134153j 0.0205873+0.0855065j 0.0183256+0.0238285j 0.0596937+0.032036j 0.0307403-0.0824273j 0.0813359+0.00154211j -0.020528+0.0354154j -0.0410276-0.0535324j -0.0153626-0.0113188j 0.0530067+0.0857048j -0.0173958-0.00603504j 0.00261621-0.0977435j 0.0206742-0.0705851j -0.0544053+0.0254071j 0.00449967+0.00495896j 0.0206775+0.0230322j 0.015226-0.0114524j 0.000914896+0.109387j 0.0101874-0.0133469j 0.0842523-0.0676479j 0.0203373+0.0386502j 0.0283764-0.00614667j 0.00844428-0.00129303j -0.0329066+0.00346872j 0.0455376-0.00037659j -0.0601968+0.0304317j 0.0154636-0.000406411j -0.0502679+0.0327772j 
0.0166297+0.0260704j -0.0265592-0.0239548j -0.0158562+0.0287573j 0.00172621-0.0216184j -0.0103899+0.107857j -0.0210811+0.00828067j 0.0680605+0.0337491j 0.0119109+0.0484668j -0.0272126-0.0350041j 0.0122488+0.0211576j 0.0015928+0.0038037j 0.0165097-0.0302315j 0.00286305-0.0138372j -0.0205133+0.000331856j 0.0369891-0.00266036j 0.0186876+0.00968098j -0.020218+0.0211921j 0.00391159+0.00453932j -0.00174237+0.0256128j 0.00893187-0.00316427j 0.0106823-0.00490006j -0.00497374+0.0109078j -0.00017004+0.00713307j 0.0115777-0.00389653j -0.000334941-0.000933866j 0.00485969+0.00899791j -0.00131963+0.0132159j -0.0138219-0.00717402j 0.00426026-0.0221829j 0.00605118-0.000313282j -0.00067538+0.00457446j 0.00522546-0.00094099j -0.0199638-0.00908388j 0.0043146-0.0102845j -0.0064425+0.00953422j 0.0074616-0.0215407j -0.00917611+9.37463e-05j 0.0178452-0.00749384j -0.0116928+0.0249705j 0.0054274-0.0139944j 0.0295383-0.0103527j -0.00303396+0.0331684j -0.00278309-0.0116017j 0.005444-0.0463783j -0.0106503+0.0403302j 0.0471982+0.0339549j 0.015384+0.13979j -0.0401528+0.01391j 0.106918+0.0988239j -0.0141227+0.0595288j -0.0561066+0.00541652j 0.0311516+0.111872j 0.0242471-0.0895979j -0.093643-0.00637239j -0.0455088+0.0625983j 0.103176-0.0139373j 0.104154-0.00744912j -0.0835667-0.00707101j 0.14825+0.0773018j -0.0646214+0.028911j -0.0717391-0.0681546j 0.0222303+0.113776j 0.106717+0.210676j -0.0550773-0.0288178j 0.039601-0.0490946j 0.0502892-0.149763j 0.156368-0.0806101j -0.0359625-0.0999069j -0.0484989+0.00338632j 0.0896756+0.163552j -0.096855-0.0182643j 0.0110651+0.00376377j 0.0258565-0.0156781j -0.0369428+0.0458754j 0.0545427+0.0572196j -0.018977-0.0539678j 0.0270001+0.0196414j -0.041462-0.0597173j 0.0341719-0.025144j -0.0124109-0.0141307j 0.0371258-0.00830525j -0.0216139-0.0237006j 0.024894-0.0877831j -0.00156328+0.03907j 0.0162669+0.0376845j 0.0321296+0.046954j 0.0837341+0.0130285j -0.0393884+0.104319j 0.0473902+0.0116289j 0.0813583-0.0705642j 0.000996278+0.0395369j -0.0331308-0.0181094j 0.083807+0.00821022j 0.0322354-0.0161546j -0.0416992-0.0134947j -0.000241038+0.0112519j -0.0357472-0.0218864j 0.0031324+0.0245615j 
0.0391758-0.00792848j -0.0187685+0.0312794j -0.0737268-0.0595149j -0.0666539-0.137697j 0.0819315-0.0647394j -0.0606914-0.0397681j -0.0400152-0.0349616j -0.0711521+0.0281264j 0.0216521-0.00511399j -0.00980406+0.0206982j -0.00312884-0.0431761j 0.00758756+0.0112878j -0.0326499+0.0097851j 0.0129317-0.0248514j -0.0222302-0.0135419j 0.000727166+0.0132901j -0.00402008-0.00277398j -0.0231945-0.0121985j 0.0118111-0.00637741j -0.023288-0.0198056j -0.018319+0.00565371j -0.00216435-0.0259406j -0.00684709-0.0201356j 0.0075662-0.00416172j -0.00341583-0.0154272j 0.0169458-0.00902464j -0.0167355+0.001187j -0.00837718+0.0215927j -0.00975408+0.00365205j 0.00839395+0.00901254j 0.00580029+0.000100242j 0.00425446+0.00538488j 0.0151116-0.00994706j 0.0131573+0.016897j 0.0160689+0.0117242j 0.00991798+0.0198825j -0.0145928+0.0261675j -0.0136567-0.010904j 0.0250636+0.00520672j 0.0249388+0.00484449j -0.0280068-0.0144027j 0.0143619+0.023014j 0.0305432+0.0559628j -0.0690903-0.0186996j -0.0700724-0.0426971j -0.0433473+0.0673109j -0.0287214-0.0584068j -0.13898-0.0234864j -0.130109-0.0507969j -0.0647395+0.118039j 0.0572917+0.0750629j 0.0649541+0.151612j 0.180734+0.0769792j 0.0425217-0.0351706j 0.039356-0.00682181j -0.143333-0.0409159j 0.233555+0.0305178j 0.0594127+0.0783395j 0.108493+0.133277j 0.072098-0.102326j 0.0931711+0.0258949j 0.146626-0.0595986j 0.064637+0.0750175j -0.0376742-0.0614726j 0.0261082-0.0153905j 0.00702362-0.219531j -0.00560882+0.00071127j -0.0758395+0.0496028j -0.0730033-0.0185476j 0.107753-0.0189366j -0.0476502+0.0618545j 0.0717915+0.093066j 0.0100812+0.0395314j 0.0868744+0.0620184j -0.0137006-0.0260306j 0.0176636-0.0464181j -0.018441-0.0664505j 0.0705634+0.0572153j -0.0077343-0.0832538j -0.0352148-0.0240954j -0.0264027+0.0142126j 0.0202943+0.064183j 0.0209782-0.0559713j 0.0448423+0.0339405j 0.0372701-0.00807486j 0.0606729+0.00385728j -0.0499992+0.0172827j -0.0470583-0.0342232j -0.0738573+0.0692441j -0.048147+0.029865j -0.00750894-0.019884j -0.0494052+0.0470188j 0.0173145-0.029096j 0.0193111+0.0555151j 0.0104687-0.0663435j 0.0689491+0.000749099j 0.0147269+0.0421193j -3.91976e-05-0.0156348j 
0.00537425-0.0388728j -0.0563929-0.0478683j -0.0462034-0.204052j 0.192822+0.110086j 0.0347069+0.012949j 0.015224-0.0144945j 0.0827698-0.0418262j 0.0296035-0.019396j -0.0438606-0.0103833j 0.0311558+0.032074j -0.0362417+0.0187752j -0.00392114+0.022424j -0.00817533-0.017238j -0.0161872-0.0235213j -0.00845889-0.018603j -0.00836939-0.0145619j -0.000952251+0.0102819j -0.0119024-0.0124693j 0.00356692-0.0062725j 0.0123185+0.00509429j 0.0121847-0.022499j 0.0185195+0.0151293j 0.0040509-0.00161323j -0.00449453+0.0209682j -0.00866561+0.00667551j 0.00969088+0.000324911j 0.00355474-0.0138474j -0.0200141-0.00667113j -0.00217974+0.0119229j 0.00459285+0.00641963j 0.0183774-0.0124055j 0.00275771-0.00504031j 0.0203871+0.0200772j -0.00595079-0.0129664j -0.0316487-0.0261662j -0.00671772-0.010637j -0.0282978-0.00508836j 0.0477874+0.0351222j -0.0018623+0.00469541j 0.0283532+0.0317317j 0.0912581+0.0704963j 0.00521189+0.0399822j -0.093506-0.0769298j -0.0259441-0.0828447j 0.0312645-0.0642175j 0.0532218+0.0078256j 0.148323+0.0692505j 0.0910238+0.022615j 0.169724-0.0714317j -0.0808945-0.0288866j -0.0242299-0.0547771j 0.0986705-0.00967743j -0.0619766-0.0561466j -0.205384-0.0465464j -0.153577-0.0851024j -0.013728+0.039355j -0.0871017-0.0804998j 0.0725296+0.134062j 0.046212-0.185695j -0.0289337-0.111616j -0.0700087-0.0918235j -0.0937085+0.096498j 0.19225+0.0523534j 0.0570425+0.0641403j -0.0122969+0.0847764j -0.0382278-0.0170826j 0.06493+0.0980162j 0.00993315+0.078767j -0.10603-0.0546581j 0.0657738-0.0209499j 0.0426251-0.0258845j -0.0521942-0.0371449j -0.017393-0.0381252j -0.0103694-0.0631662j -0.035102-0.0157857j 0.0471073+0.0745271j 0.0370944-0.0248506j 0.021215-0.0100515j -0.00508055+0.00139937j 0.0112579+0.0234859j -0.0607728+0.0936729j -0.0529554+0.0619395j 0.00437672-0.00885257j 0.0129134-0.115086j -0.0399918-0.0796433j 0.0219989-0.00196525j 0.0303294+0.0621283j -0.0595604+0.026798j -0.0299315-0.0421257j 0.0204476+0.0411139j -0.0145528-0.0372345j -0.0650485-0.0377105j 0.00213515+0.0391478j 0.0863019-0.0292191j -0.0727653-0.0150025j 0.00170351-0.0585411j -0.0516572-0.028888j -0.0695434-0.00834828j 
-0.104065+0.0141912j 0.000682206+0.00584092j -0.0479933-0.132478j 0.0397321-0.0949857j -0.0135703+0.0352431j 0.0910969+0.0157212j 0.0798159+0.0528276j 0.0347971+0.0454665j -0.0228767-0.0121073j -0.004368+0.00777097j 0.0113243-0.0136661j 0.019264+0.0240413j 0.00715029+0.0293317j 0.00303814-0.0102677j -0.00888587+0.0187937j -0.00790128+0.00997347j -0.0156361-0.00966767j 0.00529297-0.00159161j -0.0361661-0.00318342j 0.012552+0.0194772j -0.0030341+0.00691433j -0.0105112+0.00617632j -0.0156712+0.00121134j 0.01869-0.0154962j 0.000954465-0.00744076j -0.0026164+0.00212847j -0.00380423-0.0138409j 0.0091387+0.00970306j 0.0146878+0.0083205j -0.00451825+0.00962j -0.0124034-0.0127467j -0.00780934-0.0117606j -0.013309+0.0197043j -0.00612378+0.00343349j -0.0277122+0.000627295j -0.005668+0.0124237j 0.0207603+0.0109365j 0.0247374+0.0180475j 0.00130417+0.00378937j 0.00242618+0.0119953j 0.0508807-0.000591899j 0.030817+0.084701j -0.0391307+0.0543193j -0.042748-0.12274j 0.0638599+0.0897385j 0.100816+0.102687j 0.00773211+0.0788915j 0.221139+0.0562295j 0.0692276+0.0532143j -0.0733433-0.00653418j -0.00788235-0.0316158j -0.0494826-0.021446j 0.0126134+0.11591j -0.0703698-0.0963912j -0.100182-0.0352913j 0.0183895+0.131856j 0.0654004-0.157545j -0.194973-0.0398705j -0.027641+0.316058j -0.0151557-0.077098j -0.11094-0.0639719j -0.0990753-0.0203119j -0.0146533+0.0109058j -0.0872522-0.0191858j -0.195186-0.0251148j -0.0906503-0.0532313j -0.0777659+0.0632012j 0.00784611-0.0257877j 0.0243844-0.0510959j 0.138527+0.0236016j 0.00914253+0.0456411j -0.0350785-0.02856j 0.0260252+0.0131803j -0.0530959-0.0108716j 0.00441882+0.0206832j 0.114023-0.011043j -0.106608+0.00290708j 0.0100725+0.035267j -0.0691888-0.0565195j 0.0352592+0.0312294j -0.027034+0.00338187j 0.0363004-0.00745871j -0.000650496+0.0913437j 0.0460496+0.0145665j 0.0129985+0.0465474j -0.022518-0.0594379j -0.0617659-0.0350248j 0.0425884-0.0612317j -0.00249324-0.0286614j -0.0395092+0.0577536j 0.0123393+0.00948984j 0.0419977-0.0121227j -0.0314243+0.0479394j -0.0295918-0.0172567j 0.0267876-0.0366422j -0.00329004+0.0422544j 0.0668218-0.00913593j -0.0829194+0.00371999j 
0.0265224-0.0429853j 0.0631605-0.0910745j -0.117077-0.0459593j 0.142891-0.141165j 0.0841552+0.0616392j 0.0701817+0.0454377j 0.00863447+0.022005j -0.0055157-0.00395019j -0.0110225-0.0159197j 0.00799063+0.0346652j -0.0351582-0.0109712j 0.0195909+0.0194297j -0.0217318-0.0139925j -0.00890239+0.00156118j -0.0306356-0.00759013j 0.00131622-0.022513j 0.0156585-0.0143294j 0.0126701+0.0109396j 0.000552426-0.032218j 0.00545501-0.00214723j 0.00225474+0.0019204j -0.014776-0.0158227j -0.00469948-0.00641566j 0.024978+0.00380611j -0.0239492-0.00920208j -0.00483781+0.0042225j 0.0197865+0.00181874j 0.00405503+0.0161544j 0.0028804-0.00935864j 0.0225289-0.0102875j -0.000729539-0.00728357j -0.018933-0.00474132j -0.0082994-0.000536182j -0.0447948+0.0157949j 0.0051896+0.0104004j -0.00402294-0.01351j -0.000939913+0.0215344j 0.0427656+0.006561j 0.0286834+0.0282606j 0.00730788-0.00107989j 0.0854507-0.0661257j 0.0602317+0.07786j -0.103496+0.102603j -0.0823355-0.0945544j 0.0554421+0.0847807j 0.00545102+0.00806339j 0.177194+0.028554j 0.0883217+0.0957793j -0.0624529-0.0437589j -0.0410919-0.041053j -0.0561983-0.0307397j 0.0544397+0.0702244j 0.00448031+0.0392572j -0.126395-0.0869156j 0.0183756+0.00577979j -0.149571-0.0234409j -0.0335232+0.0502269j 0.132265-0.245045j -0.177156-0.114696j -0.0165417+0.000317806j 0.0227796-0.160768j 0.155645-0.169998j 0.156087-0.0104954j -0.114686+0.0220127j -0.0785406-0.00445284j -0.00810024-0.0471893j -0.097253+0.0332102j 0.0887342-0.0422665j 0.0664838-0.0115981j 0.00890965+0.0757449j -0.0476059+0.00567318j 0.0437135-0.0349473j 0.0672832-0.0217274j 0.0430289+0.0516128j 0.0213637-0.0844758j -0.0627205-0.0832305j -0.0162768+0.0228946j 0.0154773+0.0446488j 0.0345668+0.0419235j -0.0217321+0.0243988j -0.017148-0.0583666j 0.0293162+0.0561342j 0.0295831+0.0024507j 0.0285317+0.070956j 0.0525477+0.0302283j -0.0152585-0.00668119j -0.0345796-0.0311822j -0.0549675-0.0701885j -0.0196232+0.0670773j -0.0132568-0.0656519j 0.00876504-0.0389359j -0.0501682+0.0315047j -0.0256767-0.00696539j 0.0689392-0.0954042j -0.0728698+0.0614789j -0.00487916+0.0187926j 0.0582589-0.0332288j 0.0244374-0.0239076j 
-0.0426945-0.0999564j -0.0180984+0.10586j -0.226945+0.134228j -0.179446-0.171006j -0.00890908+0.082915j 0.0323817+0.0451413j 0.00574762+0.0527601j 0.0598677+0.0300784j -0.0278569-0.0424872j -0.00263741+0.00330395j 0.0109641-0.0334286j -0.00960004+0.00651617j 0.043663+0.012315j 0.0107356-0.0233369j 0.00624072-0.0154668j 0.0200745-0.0105143j -0.000842611-0.00647141j 0.0244292+0.0207099j 0.0212795-0.00107176j -0.000115416-0.00873591j -0.0104836+0.00903505j -0.00606408-0.0128436j -0.00115974+0.00463672j -0.011751-0.0022849j -0.0112363-0.0145777j -0.000190916-0.00583826j -0.0190984+0.0111994j 0.0240666+0.0143963j 0.00595693-0.00235865j 0.0292076+0.00871583j -0.029241+0.00937334j -0.0113983+0.0110946j 0.00154441-0.0133168j -0.00208597+0.00434142j 0.0365384+0.0266241j 0.00754051+0.0090398j 0.0499807+0.020387j -0.008258-0.0437397j 0.034664+0.0179359j -0.00943918-0.018042j -0.0342369-0.131074j 0.138203-0.0097272j 0.0672456+0.172314j -0.202365+0.0225419j 0.0448911+0.156784j 0.13003-0.0159598j 0.000183619+0.177423j 0.053904+0.0477501j 0.00342199+0.0193539j 0.0848647-0.023368j -0.0623548-0.126535j -0.0180861+0.0384427j -0.132487-0.0201178j 0.0344102-0.189179j -0.0523377-0.192512j 0.00188117-0.116651j -0.204538+0.0729362j 0.0909987-0.032645j 0.196656-0.0285894j -0.0282083+0.012913j 0.0559498-0.116586j -0.00684777+0.122903j -0.0284429+0.00153915j -0.0448277-0.0941638j 0.0193322+0.0168785j 0.0478776+0.0498459j 0.0546001-0.0257565j 0.0387477-0.0204863j -0.035803-0.00173188j 0.0553346+0.0299868j 0.0378015+0.0126734j 0.0156012-0.073259j 0.0245884+0.0370739j 0.0248335-0.0313599j -0.0052205+0.0573713j -0.0136841-0.066913j -0.0926242-0.000623033j 0.000821471+0.0370449j -0.0102677-0.113734j -0.0140796-0.0456237j 0.0614595-0.0704199j 0.0110096-0.0332502j -0.0214513-0.0184402j 0.0174266+0.0693766j 0.0301933-0.0306802j -0.0202879+0.00853979j -0.0182795-0.0335755j 0.0308765-0.0584864j 0.0581676-0.0264264j -0.0383785-0.050491j 0.00939558-0.0665077j 0.022781+0.0494279j 0.0679141-0.130471j -0.069906+0.0765744j 0.029456+0.00320788j 0.0743041-0.0258816j 0.0368479+0.0246983j 0.0289345-0.0365347j 
0.116483+0.367856j 0.31308+0.0148012j 0.0735963+0.00635316j -0.0356419-0.0727686j 0.092459+0.0757945j 0.0263369+0.119866j 0.0376228-0.0144693j -0.0545295+0.00907136j 0.0165863-0.065208j 0.0295372-0.0504835j -0.0245785-0.0249077j -0.0431702-0.0230546j -0.0496795-0.0106575j 0.036644+0.0379969j 0.042579-0.00335479j -0.0204374-0.0285209j 0.0296095-0.0201326j 0.055893-0.00581609j 0.0542959+0.0446825j -0.020743-0.0413314j 0.0548521-0.0388504j -0.0294984+0.0414465j 0.0116188-0.00621075j -0.0720381-0.0478762j -0.0244852+0.045057j -0.00350531+0.0114539j 0.040846-0.0144259j -0.0101205-0.0302803j -0.0583397-0.052039j 0.00491594-0.0307465j 0.0383091+0.027563j -0.0166623+0.0224967j 0.0125049+0.0391317j -0.0242563+0.0393636j 0.072128+0.0426006j -0.000420767+0.00205689j 0.00791401-0.00894032j -0.0234579-0.0852182j 0.0314036+0.0127211j -0.0196999-0.0275372j -0.034655-0.0731279j 0.0286845+0.0453529j 0.0615117+0.0505906j 0.0149614-0.0446112j 0.0972391+0.0585216j -0.0939935-0.0413174j 0.0250007+0.0901697j -0.0416853+0.122339j 0.0527219-0.0367918j -0.0371143-0.0114828j -0.00750084-0.243571j 0.0157506-0.151424j 0.0444187-0.00688592j 0.143613-0.0151091j 0.151462+0.122912j -0.152768+0.0161999j -0.160543-0.0304227j -0.00775709-0.0495152j -0.0327251+0.0949069j 0.0271162-0.0259637j 0.0201158-0.015187j -0.0711647+0.169305j 0.0312582-0.0637608j -0.0667092-0.0657343j -0.0184825-0.00902718j -0.0149277-0.0592016j 0.000401706+0.0209832j -0.0300684-0.079916j -0.00166628-0.0227487j 0.0826967-0.0959519j 0.01472-0.0318739j -0.0213908-0.0162059j 0.0662011-0.0301753j -0.0325164-0.00712359j 0.000653807-0.0241617j -0.0156833-0.006573j 0.0618153+0.0332497j 0.0998337+0.0234323j -0.0217457+0.0479081j -0.0599703-0.0177231j -0.0131277-0.00180272j -0.00394841-0.000486637j -0.0434064-0.0455976j 0.0323527+0.00711581j 0.0500285+0.0574555j 0.062163-0.0116797j 0.0523576+0.0469265j 0.0263719+0.0852758j -0.0504029+0.0333219j 0.00938893-0.00309651j 0.0300487+0.072798j -0.0384457-0.0806511j -0.0311737+0.114925j 0.00383658-0.0270882j 0.00200828+0.0300827j -0.0245723-0.0184873j -0.0956482+0.034739j 0.0973211-0.00268742j 
0.304871-0.00852887j -0.131704-0.353736j -0.0171712+0.150733j -0.0203794-0.0467999j -0.0709145+0.151501j -0.00883347-0.0128903j -0.05959-0.0413825j -0.012018+0.0392129j -0.0123609+0.0379122j 0.0050491-0.0264666j 0.0541226+0.0303484j -0.0275438+0.00893873j -0.0507901-0.0416281j -0.0321268-0.0119045j 0.0110573+0.0240423j -0.0552949+0.0097918j -0.0223313-0.0259556j -0.0467009-0.0265477j 0.0191442-0.0402759j -0.0448607+0.013602j -0.00577648-0.028685j 0.0480617+0.0230245j 0.00114447-0.005634j -0.0238044+0.0685313j 0.0321114+0.0552538j 0.0110639-0.00215965j -0.0120774-0.00926518j -0.0533081-0.0310385j -0.0316922+0.0228467j -0.0521942-0.0468768j 0.060106-0.00472095j 0.0417777+0.01556j 0.0415733+0.0122492j 0.03909+0.0282097j -0.00357785-0.0665125j 0.0138854-0.000417987j -0.0528184-0.0679247j -0.0259283-0.0195352j 0.0132858-0.0474336j 0.000807998+0.0236938j -0.0307192-0.0813714j -0.000395179-0.0665968j -0.0227449+0.0960831j 0.0031018+0.0408392j -0.12572+0.0472136j -0.040471-0.0247631j -0.110071+0.191781j 0.0392785-0.0264044j -0.0359405-0.01108j 0.0428624+0.0665502j 0.105604+0.0909592j 0.0944583-0.0283457j -0.00435568+0.0364338j 0.0774254+0.212523j -0.0844856+0.191883j -0.0527484-0.0138933j 0.0554631+0.00259052j 0.09958+0.00690741j 0.0123662+0.00630551j 0.0478024+0.0561941j 0.0629476-0.0868753j -0.0895225-0.0731982j 0.029678+0.0862992j 0.0165116-0.129269j 0.0754066-0.049012j -0.0391328+0.0571801j 0.0799727+0.0571211j 0.0532565-0.0242382j -0.0621052-0.0351299j 0.0447056+0.00263912j 0.0137049+0.00842178j -0.0995795-0.0475297j -0.0211203-0.0451357j -0.0943133-0.0165671j -0.0383137-0.00122623j 0.0635926-0.0451999j -0.0410921+0.0789065j 0.0616789+0.0117383j -0.0607497-0.0500444j 0.0311127+0.0149941j -0.0651374-0.0814879j 0.0113199-0.00505918j -0.0220076+0.0145837j 0.101134+0.0339567j 0.0882587-0.0100196j -0.0813837-0.0318168j -0.0370429-0.0469801j -0.0352944-0.068265j 0.017541-0.0454797j -0.0456221-0.104642j -0.00816456-0.091855j -0.018999+0.0182976j 0.00639553-0.000445811j 0.00409648-0.0657175j -0.00259939-0.00802897j 0.00856796-0.0474861j -0.086432+0.0115682j -0.100319+0.0342133j 
-0.0844853+0.0108462j 0.106233-0.14737j 0.1068+0.0332841j 0.129964-0.0586959j -0.0462068+0.0799698j 0.0163007-0.0530626j 0.117043+0.00644059j -0.0234847+0.0249509j -0.00386101-0.0504203j -0.0773738-0.0197083j 0.044125+0.0817839j 0.0444748-0.0516778j 0.0125747-0.00609073j -0.0269445+0.00863894j 0.00942317-0.0338606j 0.00751539-0.00573049j 0.0114025-0.0185109j 0.00341394-0.0130161j -0.00120722-0.0198737j 0.0102959+0.0108387j -0.00534972-0.0300093j -0.0100211+0.029587j -0.00334794-0.00430981j 0.0251456+0.0242719j 0.0219564+0.0119959j -0.0148081+0.0106777j 0.0203462-0.0224846j -0.0103405+0.00770648j 0.0106609+0.00944644j 0.0100266-0.00282616j 0.00234988-0.0167818j 0.00128894+0.0124906j -0.0161789-0.00122982j -0.0215934+0.0207015j 0.00147953-0.0213356j -0.014338-0.0218635j -0.00547344+0.00681026j -0.0093277-0.00634061j -0.00428937+0.0143395j -0.00632421-0.000437736j 0.0431515-0.0528922j -0.0448469+0.00510821j -0.0749418+0.0196639j 0.0788042-0.0516229j 0.0652859+0.0130279j 0.0450284-0.00647202j -0.0771848+0.101235j 0.0446243-0.113412j 0.191241+0.107898j -0.136645+0.0278913j -0.0324223+0.0516673j -0.162953-0.0193215j 0.00571016-0.246068j 0.0309193+0.1028j -0.119485+0.00667202j 0.0274873-0.0311102j 0.0114494+0.048738j 0.061774-0.0689867j -0.0506419+0.0335441j 0.0341016+0.0202051j 0.0241695-0.0580717j -0.0330885+0.0563489j 0.0108162-0.0218405j -0.0502041-0.00722894j -0.0361607+0.0128056j 0.0199008-0.0258676j -0.0159084-0.0182073j -0.0645739+0.0401677j 0.0109926+0.0167759j -0.0787756+0.014443j -0.00887494-0.00531691j -0.00875627+0.0176308j 0.03619-0.00548741j 0.0060179+0.0221512j 0.0259939-0.0138909j -0.0465479-0.0274391j -0.0158435+0.0100015j 0.0600569-0.00615227j -0.0258247+0.022142j -0.0797734+0.00912134j 0.0244697+0.0278289j 0.0102602+0.00113089j -0.0256684+0.0103367j 0.00724881-0.0278197j -0.0273017-0.0315489j 0.0391065-0.0115233j 0.0617042+0.0303137j -0.0100064-0.027433j -0.0323622-0.0123835j -0.0765934-0.0248349j 0.042222+0.00831369j -0.0740607-0.0629363j -0.0306084-0.062141j -0.0432198-0.0306064j 0.0281334+0.138651j 0.0227701+0.0821774j 0.0930401-0.112011j 0.0518541-0.0714134j 
