0.0132237+0.00730232j -0.000219749-0.0360768j 0.000779623+0.0181933j -0.0125833-0.00768667j -0.00228756+0.00411725j -0.00471095+0.00325122j -0.0101255-0.0117992j 0.00193773-0.00572955j -0.00323716-0.0033493j -0.00633887-0.000907217j 0.00555383+0.00636895j 0.0062349-0.000657664j -0.00234703-0.00390374j 0.0052309+0.0032015j -0.00380286-0.00572707j -0.00130888-0.0047522j 0.00244286-0.00318328j 0.0041676+0.00357632j -0.00452196-0.001981j 0.00113759+0.00729985j -0.00491862-0.00500598j 0.00383015+0.00249512j -0.00938327-0.00393525j 0.00633875+0.0115665j 0.00587567-0.00498749j -0.000597698-8.18118e-05j 0.0167601+0.00570691j -0.000684841+0.0202686j -0.0113546+0.0243576j -0.0155906-0.00386994j -0.0202846+0.000293707j -0.0547373-0.0137346j 0.0140388+0.019784j -0.0177586+0.0162444j -0.00357131-0.00641602j -0.00395857-0.00991544j -0.0100834+0.0150863j 0.00398553+0.0208412j -0.00111903+0.000779628j -0.00369579+0.00150754j -0.00308554+0.0114752j 0.00537325+0.00721056j 0.00225312+0.0023876j 0.000589648-0.0132996j -0.000138915-0.00286971j 0.00161789+0.00882346j 0.00270459-0.00749585j -0.000137266-0.0132109j -0.000118982-0.00218486j -0.00209257-0.0105051j 0.000364304-0.00155309j 0.000348433-0.0135336j 0.00256051-0.00719426j 0.000941295-0.000765506j -0.00117602-0.00423437j -0.000362488-0.0102471j -0.000858073+0.00748066j -0.00049106+0.00134898j 0.000243606-0.00762609j -0.00146839+0.00573145j 0.00131646-0.0133015j 0.00177557+0.00246724j -0.000453095+0.00526629j -0.00131478-0.0106002j 0.00163632-0.0134486j 0.00164534+0.00252221j -0.00137442+0.0234309j -0.00059312-0.00860052j -0.00376372+0.0149806j 0.000986996-0.0272697j -0.0199959+0.113722j -0.000173899-0.604155j 
-0.000613316-0.0143176j 0.00390846+0.00400251j 0.0235817-0.00550709j -0.000978224-0.00676329j -0.0279846+0.0108332j 0.022197+0.00658829j -0.0163097+0.00026642j 0.0155941-0.00145927j -0.0115506+0.0153287j 0.0273284+0.00963605j -0.0422449+0.001863j -0.000387463-0.00051528j -0.0132624+0.0113469j 0.0293965+0.00626687j 0.0238554-0.00738726j 0.00657467-0.000763274j 0.00169154-0.00229762j -0.0169321-0.000320312j -0.0145976+0.00426047j 0.00787723+0.00255081j 0.00588852-0.000267357j 0.00855436+0.00369723j 0.00282697+0.00295087j -0.00747847+0.00223495j -0.00373074+0.0019215j -0.000654129+0.00559058j 0.00119638-0.00322853j 0.00127637-0.00160806j 0.00672361-0.00977562j -0.00142224+0.00731684j -0.00947055+0.000955973j 0.000951114-0.013227j -0.00457718-0.0131221j -0.00590741+0.00365095j -0.00660856-0.00480872j 0.00437006-0.00361249j -0.00166415+0.00883297j 0.00246696+0.00463141j -0.00190476-0.00303739j 0.0020116-0.00944003j 0.00198596-0.0122089j -0.00166456-0.00315013j -0.000573986-0.00179156j 0.00168188-0.00257842j 0.00160179+0.0107507j 3.79589e-05-0.00754095j -0.00036815+0.00161974j -0.00058187+0.0067484j 0.00082475-0.0297784j 0.000905059-0.00467694j 0.000550668-0.00143578j 0.00170339-0.0146406j -0.00155596-0.00912881j -4.29923e-05-0.000289378j 0.000182919-0.00581964j -0.000260177-0.00939034j 0.000676345+0.0123582j -0.00129998+0.000929079j -0.00108164-0.0115934j -2.64801e-05-0.0010073j 0.000553418-0.000710383j -0.000554566-0.0121338j 8.59608e-05+0.00898231j 0.000739623-0.00575307j -0.00102484-0.0130617j 0.00152521-0.00180843j 2.01727e-05-0.0115014j -0.00122033-0.0135699j 8.397e-05+0.00362775j -0.00171442+0.00967591j -0.000456199-0.00879794j 0.000275395-0.00936323j 
0.000270862+0.0296837j -0.00532659-0.00378307j -0.00945424-0.0177244j -0.0069396-0.00183322j 0.0147829-0.00228833j -0.0207116-0.0216507j -0.0158552+0.0168907j 0.0221498+0.0201177j 0.0123677+0.0146047j -0.0300213+0.0139706j -0.000908422-0.0085387j -0.0745596+0.00363677j 0.00364711+0.00590783j 0.0171851-0.00485195j -0.0072177+0.00254064j -0.025665+0.00386999j 0.000920306+0.00024743j 0.0164069+0.00239483j -0.0143239+0.00182728j -0.00928507+0.00430456j -0.00482104-0.00250556j -0.00126496-0.000102614j -0.00853952-0.0034377j -0.00162001+0.00344918j 0.00850761-0.0016191j -0.00165325-0.000673198j -0.0020955+0.00533397j -0.00864171+0.00371265j -0.00847668+0.00808692j 0.00432395-0.00388429j 0.00498034-0.00599517j 0.00080271+0.00648391j 0.00447174-0.000595889j 0.00157163-0.00292213j 0.00401319+0.00113471j -0.003103+0.00744724j -0.00309403-0.0107994j 0.00427083-0.0168814j 0.00364041-0.00890904j -0.00274657-0.01523j -0.000315415-0.00699333j -0.00183827+0.00784751j -0.00088565+0.00195052j 0.00150263+0.000161402j 0.000513509-0.00130203j -7.09053e-05-0.00375828j 0.00181074-0.0205019j 0.000438159-0.00869573j -0.000403156-0.00368681j -0.00152514+0.00340716j 0.000255719+0.00345583j -0.00177821+0.0167128j -0.000755815-0.00337454j -0.000586988-0.00274665j -0.000282735-0.0123837j 0.000168111+0.00941279j -0.000165166-0.00398682j 0.000181051-0.000928987j 0.00127128+0.00328714j -0.000459662+0.00414074j 0.000966954-0.0134521j -0.000436145-0.00186193j -0.000581055-0.0116885j -0.000598527+0.00317648j 0.000461483+0.00506232j -0.00153558-0.0107333j -0.000265922+0.00486789j 0.000932526+0.00618196j -0.000168052+0.00953804j 0.00261396+0.00227287j -0.00069625-0.00853582j 0.00104285+0.00120815j 
-0.000119263-0.0242377j 0.00423534+0.00395981j 0.00151689-0.00430177j -0.00290414+0.00856348j 0.0114402+0.00304185j -0.0403244-0.0100321j -0.00522675+0.00828415j -0.0101543+0.00032924j -0.0327459+0.00690336j 0.0084848+0.00279975j 0.0515832-0.0106976j -0.0195197-0.00788751j -0.00714583+0.00612658j -0.0126505-0.0028685j -0.00690465-0.000161567j 0.0465201-0.00674854j 0.0244563-0.00277109j 0.0028716-0.000686803j -0.0238115+0.00253996j -0.00349286-0.00167256j 0.000187353-0.000846033j -0.00264459+0.00122159j 0.0117669+0.00536628j -0.00439318+0.00170731j 0.0032687-0.00264984j -0.000672872+0.000464784j -0.0107317-0.00563326j -0.00132548+0.00129798j 0.00105758-0.000506263j 0.00174886+0.0133464j -0.00234718-0.00767908j 0.00720275-0.00698459j 5.16252e-05+0.0106797j 0.00127603-0.0105518j 0.00223996+0.000362938j -0.0074407+0.0165808j 0.000896403+0.00133302j 0.000799662+0.00456479j 0.000235236-0.00221999j 0.00110664-0.00236975j -0.00478825-0.0049645j 0.00101498+0.00727497j 0.000136068+0.00192496j -0.000131338-0.00818299j 0.000648888-0.00421239j -0.000628473-0.00611565j 0.00193591-0.00465978j -0.00271383+0.031707j -0.000326744+0.00798265j 3.34941e-05+0.0230883j -0.000421232+0.00590421j 0.000116072-0.0091685j -0.000727065-0.00160163j 0.000775184+0.00449376j -0.00138404+0.00156854j 0.000478769+0.0125138j 1.04249e-05-0.00378128j 8.76489e-05-0.00617291j 0.000126985+0.00314725j -0.00035404-0.000305779j -8.63458e-06+0.0111559j -0.00161009-0.00630537j 6.91896e-05+0.000341856j -0.000924511-0.00660055j -0.000338465-0.00526461j -0.000679997+0.00233656j -0.000825897-0.00174338j 0.00102032+0.000970744j -0.00201067-0.00927714j -0.000799038+0.0115745j 0.000846287-0.0182332j 0.00202291+0.0155603j 
0.00187439+0.00443508j -0.00295712+0.000506448j -0.00679993+0.00260462j 0.00390025-0.00360552j 0.0349384+0.00864585j -0.000799462-0.0257254j -0.0674844-0.00731526j 0.0185001+0.00681887j -0.00585027-0.00580446j 0.053268+0.00346881j -0.0213901-0.0062598j -0.00308693+0.00862623j -0.0566751+0.0082053j 0.022154-0.00478486j 0.00584836-0.000383239j -0.0115688+0.000653448j 0.00351894-0.00171666j -0.00885997-0.00307084j -0.012785+0.00491293j -1.44071e-05-0.00252465j -0.00362434+0.00323246j -0.00919516-0.000242863j 0.00223082-0.00321349j -0.00360837-0.00162352j 0.00801657-0.00489965j -0.00628345-0.00279499j -0.00420143+0.00105217j -0.00652454-0.00142718j -0.00716368-0.00141638j -0.00253874+0.000413948j 0.000482136+0.00164237j 0.000112374-0.00415217j -0.000970438+0.00534474j 0.00318638+0.00203716j 0.00952024-0.00438806j -0.0028936+0.0155731j -0.0102834+0.0113819j 0.00166926-0.00672414j -0.00233957+0.0139631j 0.000802169-0.00515727j -0.00130857-0.000808163j -0.000337583+0.000565974j -0.00177694+0.00733856j 0.00417466-0.00771313j 0.000793484-0.0117015j 0.00121842-0.0270373j 0.00184691-0.0132555j -0.000586633-0.00740514j -0.000311705+0.0135576j -2.75384e-05+4.48752e-05j 0.00189711+0.00313538j -2.09568e-05-0.00435463j -0.0015396+0.000771774j -0.000520821-0.000148074j 1.24754e-05+0.00525229j 0.00117444-0.00288891j -0.00011251-0.00213883j 0.000249759-0.00125611j 0.000108859+0.00277444j 0.000700945+0.00349872j -0.000281142+0.000176832j -0.000520707+0.0101439j -0.000610732+0.0019222j -0.00152279+0.00829953j 0.00106047+0.00686786j -0.0014935+0.000734333j -2.27486e-05+0.0176453j 0.00258238+0.00588677j -0.00109813+0.000381357j 0.000559946+0.00904998j -0.00191632-0.00182681j -0.000701935-0.00858535j 
-0.000625512-0.000167794j -0.00396946+0.00594932j -0.0141044+0.0167239j -0.00826441+0.0141138j 0.0209677+0.00482162j 0.0520552+0.00467996j -0.00587812-0.0228103j 0.0143858-0.015118j -0.0273871+0.00685786j -0.00199562-0.00945311j 0.012379-0.0140083j -0.0201244+0.0049578j 0.0294389-0.00400553j 0.0350753-0.00190869j 0.00821828-0.00253187j -0.00193684+0.000789165j 0.00568272-0.000318531j -0.0168005-0.00145783j -0.00471852+3.08854e-05j -0.00918914+0.000513084j 0.00997782+0.00232148j -0.00426587+0.00322163j -0.00210197-0.00121009j -0.00821192-0.00290134j -0.00896603+0.000201257j -0.00882065-0.000611285j -0.00372567+0.00396179j -0.000103366-0.00222525j -0.000590772+0.00187766j -0.00561849-0.00708075j 0.00277973+0.00424949j -0.000391208+0.00800032j 0.00716542+0.0143282j 0.00550429-0.016623j 0.0054487+0.0107938j 0.00999402-0.000676402j -0.00346847+0.0221076j -0.00306839+0.0105753j 1.36528e-05+0.00173948j -0.00159857+0.00906448j -0.000562737+0.000320622j 0.000264607+0.00294349j 0.000481923-0.00594976j -0.00042828+0.0161693j 0.00226688-0.0376237j 0.000662554-0.0079888j -0.00168223+0.00901836j 0.000999307+0.000338835j -0.000725405-0.00481966j 0.000998342-0.00534235j 0.000141647-0.00333503j -0.000380523-0.00269768j -0.00115032+0.00874406j 0.000454937+0.00880785j -5.19672e-05+0.00211763j 0.00100938-0.00912191j -0.00107505-0.00342532j -0.000774282+0.0023524j 0.000896533+0.00326917j 0.000615843+0.00276732j -0.000125281-0.00203104j 0.000785996-0.00212698j 0.000288057+0.0123352j 0.00077005+0.00968498j 0.00206935+0.00494736j 0.000968592+0.00996544j 0.00292729+0.00286769j 0.00156067-0.00672646j -9.82106e-06-0.00223375j -1.34107e-05+0.00145038j 0.000338029+0.00533735j -0.00119995+0.00028367j 
0.00635241-0.00111821j 0.00295004+0.0311439j -0.0198827-0.00906436j 0.0163472+0.00973877j 0.00766775-0.00189762j 0.0186516+0.0207209j 0.0228512+0.00963361j -0.0197031+0.010028j -0.0612197+0.00791883j -0.0115827-0.00111011j 0.03233-0.00420936j 0.0314837-0.0131945j 0.00104884+0.00140763j -0.00387927-0.000815153j 0.0485115-0.00185731j -0.00193019-0.00455534j 0.00913681-0.000659203j 0.00377442-0.00173378j 0.0114983-0.00208313j -0.00571379-0.00140479j -0.00227456+0.00232781j 0.00253801-0.00242184j 0.00748068-0.00715668j 0.00288054-0.00388991j -0.00141637+0.00233378j 0.00425113-0.00172359j 0.00451604+0.00229088j -0.00119862-0.00698592j 0.00351199-0.0109434j 0.00885374-0.00170293j -0.00123995+0.00840991j -0.00439233+0.00125179j 0.0038169+0.00300309j 0.00801215-0.00246076j 0.00141444-0.0112018j 0.00465934-0.0243613j 0.00338746-0.0130654j -0.00150287-0.00248601j -0.00342836-0.00705036j -0.00166348-0.000247542j -0.00422266-1.51746e-05j 0.00144131+0.0037764j -3.70379e-06-0.0197527j -0.00214796-0.0141623j -0.00131164-0.00168028j 0.00229924-0.0220624j -0.00287283+0.0216491j -7.66151e-07-0.0130394j -0.00140478+0.0131653j -6.00164e-05+0.0047408j 0.000222111-0.00618101j -0.000252218+0.0111905j 0.000797168-0.00286205j 0.00143234-0.00321197j 0.000144471+0.00759741j -0.000301655-0.000895135j -0.000562647+0.000174639j -0.000220124+0.00288057j 0.000183294+0.00749716j -8.51655e-06+0.00240837j 0.000542474-0.00873304j 0.000733727+0.00449473j 0.00118178-0.00929144j -0.000555596+0.00517515j -0.000107811+0.0204404j 0.0017268-0.00543097j 0.0008791-0.00781157j -0.00133368+0.00504531j 0.000157677+0.00992688j 0.00286079+0.00733127j 0.000967563-0.00713512j 0.00141336+0.00812578j 
0.00577308+0.0190247j -0.00632739+0.0108187j -0.00677461+0.00634892j -0.0320557-0.00194371j -0.0290398-0.0296746j -0.0244021-0.00675443j 0.0206303+0.00799715j -0.043021-0.008751j -0.0354549+0.0012759j 0.0503665-0.00652918j 0.000998925-0.00443827j 0.0382986-0.00361657j 0.0158133-0.0013422j 0.0152752-0.00145237j -0.0191956-0.00271293j -0.00518733-0.000603118j -0.00803357-0.000723747j -0.0128427+0.000441633j -0.000442485-0.00428898j 0.00389271-0.00020461j 0.00748505-0.000947645j -0.00389434+0.0011169j -0.0103264+0.000887653j -0.00794501+0.00156585j 0.00305359+0.00358326j -0.00354367-0.00228938j -0.0104028+0.00163951j 0.000403669-0.00120195j -0.00768285+0.000717366j 0.00555823-0.0120173j 0.00283095+0.000773345j -0.00235146+0.00427794j 0.00937666-0.00228771j -0.00584432-0.00566612j -0.00748604+0.0333739j -0.00623302+0.0130997j 0.00358175-0.00656305j -0.0062314+0.0033493j -0.00588233+0.0029001j 0.0010858-0.00234691j 0.00111547+0.00482623j 0.00235869+0.0165393j 0.00311638-0.038047j -0.000433944+0.00712285j 0.00112491-0.00577191j -0.00102102+0.0165428j 0.00234705-0.0301662j 1.50953e-05-0.00222724j -0.000691124+0.00172418j 0.00119588-0.00262102j -0.000739698-7.14454e-05j 0.000296224-0.010677j 0.00090263-0.00786923j 0.00061601-0.00338053j 0.00123019-0.0056681j -0.00097138+0.00738194j -9.34652e-05-0.00219498j 0.00132942+0.0100682j -0.000864223+0.0102299j 0.000710826+0.000242544j -0.000766176+0.00105677j 0.00052578-0.00310189j -0.000417467+0.00549887j 0.000837512-0.0016417j 0.0021701-0.00639253j -0.00115717-0.00964085j -0.00330775+0.00286901j 0.000852788+0.00660493j -0.000569888-0.00597762j -0.00168376-0.00406351j -0.00206093-0.00810875j 0.00108703-0.0127971j 
0.000494916+0.0115049j -0.00432847-0.00995567j 0.0209549+0.0138853j -0.00920007-0.0334105j 0.0325387-0.0180575j -0.0253286-0.0104768j 0.0543845-0.0244793j 0.0352736+0.0183772j -0.0199926+0.000146271j -0.0423436-0.00127942j 0.0285197-0.00614131j -0.00644404-0.00301516j -0.0155393+0.000233768j 0.000903755-0.00241904j -0.00491786+0.00383391j 0.00141633-0.00184847j 0.00264319-0.000828218j 0.00795133-0.00842789j -0.00805863-0.00223075j -0.00119525-0.000128161j -0.00239158+0.00406692j -0.00129562-0.00011311j 0.00474134+0.00799155j -0.000517363-0.00427544j -0.00168911-0.00071696j 0.000947794-0.00197653j -0.000159418-0.00498375j 0.00303653+0.00305819j -0.00769687-0.000642168j -0.00502277-0.00810063j -0.000339582+0.00471638j -0.00508831-0.00449727j 0.000205649-0.0123823j -0.01162+0.00272468j 0.00354094+0.0121918j -0.00321079+0.00654783j 0.0065953+0.0189712j 0.00383143-0.0284039j 0.00285509-0.000649749j -0.00114115+0.00130778j -0.00330699+0.00285116j 0.000844275+0.0104937j -0.000463703+0.00622073j 0.000226042-0.046754j -0.00181242-0.0135436j 0.000453905+0.0205421j 0.000972167-0.0107088j -0.000420449-0.00698413j -0.000385655-0.00331035j -0.000590587-0.00385876j -0.000577052-0.00143872j -0.000399628-0.0211207j 0.000449879-0.00341912j 0.000477917-0.00601703j -0.00023633+0.00348166j -0.000421801-0.000274334j 0.000562325-0.00822756j -5.56674e-05+0.0120174j 0.000663271-0.00362285j -0.00110733+0.0111842j 0.000658445+0.00537061j -0.000863969-0.00543073j -0.000335782+0.014592j -0.000943859-0.0123675j -0.000772142-0.00430778j -0.000520574+0.0115909j -0.000568952+0.000645421j 9.31712e-05+0.00769353j 0.00106379-0.00609039j -1.12475e-05-0.0251715j -0.0028486+0.00291549j 0.000129514-0.032505j 
0.00995972+0.00141907j -0.000414245+0.0230616j -0.0129086-0.0314939j -0.0409157-0.00186184j 0.0142393+0.00984268j 0.0671103-0.0210865j 0.0301378+0.0138714j -0.0378152+0.0088038j 0.0226374-0.00311606j -0.0276376+0.0048776j 0.0226626+0.00049025j 0.0278375-0.00135789j 0.0131602-0.00453212j 0.0169248-0.00311067j -0.0114527-0.000550957j 0.00898627+0.00284447j 0.00722909-0.00110908j 0.00462707+0.00228271j -0.00356161-0.00227291j -0.00179872+0.00251368j 0.00497221-0.00124914j -0.00209711-0.000819008j -0.00949274+0.00221314j -0.00802337-0.00104348j 0.00324741+0.00137788j -0.0060119-0.00107042j -0.00548069-0.00351782j -0.00647595-0.00531878j -0.0013042-0.0146029j 0.00922961+0.00719165j -0.00607351-0.00178541j 0.00354008-0.0152506j 0.0173683-0.00468411j -0.00461476-0.00510311j 0.0017136-0.00630288j 0.00884713+0.00455998j -0.00201458-0.0220316j -0.0105504+0.00175667j 0.00273028-0.0143682j -0.00273936+0.0194547j 0.00146168+0.047513j 0.00523755-0.0507481j 0.00288548-0.0214845j -0.00251328+0.0077391j 4.15361e-05-0.0091195j 0.00103708-0.00704136j -0.00188771-0.0161259j 0.000560475+0.0132767j -0.000370797-0.00193076j -0.000851326+0.010372j -0.0013395+0.00309844j -0.000302691+0.0069786j 0.000636293-0.00419462j 0.000232748+0.00647864j 0.000371886-0.00202369j 0.000272427+0.00940408j -0.000923505-0.00244655j -0.000167402+0.00321009j 0.000763202+0.00833712j 0.00072877+0.00269094j -0.00105035-0.00733085j 0.00012079-0.00751341j 0.000116973+0.000458052j 0.00215005+0.00196905j 0.00180615+0.00291283j -0.000519982-0.0100536j -0.000153897-0.000638934j 0.000618297+0.00429639j -0.000791518+0.00695304j 0.00131624+0.0141726j -0.00131444-0.0322127j 0.00312757-0.00396478j 
0.00804848-0.0288774j 0.0115421+0.00929191j -0.0268946+0.0145241j 0.0130503+0.00207699j 0.00492744-0.0293957j 0.000986377+0.0180485j -0.0419098-0.00147353j 0.0442195-0.00578949j 0.0210808-1.5947e-05j -0.0249995+0.00395823j -0.0404255+0.00766049j 0.00546688+0.00235123j 0.0084475+0.00362834j 0.00443946+0.00462855j 0.00193028-0.00203972j -0.00238554+0.00219836j 0.00250611+0.00157896j 0.00206381-0.00575575j 0.00922388-0.00420786j -0.00628814+0.00243721j -0.000405917+0.00710989j 0.000930918+0.000189052j 0.0033089+0.00086388j -0.00297513-0.00929654j -0.00565579+0.00135388j 0.00161471-0.004601j -0.00991729-0.0141842j 0.0107691-0.000676448j 0.00870945-0.00391172j 0.00476247+0.0117771j -0.00255258-0.00944656j 0.000674411-0.00753119j 0.00609874-0.00188814j 0.0109958-0.00199454j 0.00245886+0.0192933j 7.12655e-05-0.0148163j -0.00475064+0.00529315j 0.00830534-0.00541954j 0.000304066-0.00922659j -0.00228188-0.035788j 0.00387111-0.0435797j 0.000184369-0.0450926j -0.00121298-0.0197872j 0.000220095+0.00322135j 0.000623774-0.0257364j 0.00071257+0.00408945j -0.000705396+0.00195089j 0.00028307+0.000559722j 3.32996e-05-0.000163125j -0.000784546+0.00230405j 0.000743551-0.00318361j -0.000831048+0.00293757j 0.000119879+0.00972725j -0.000788248+0.00446874j 0.000328281+0.00447592j 0.000116058+0.00360239j -0.000590784-0.0107945j -0.00111424+0.00953775j -0.000121947+0.0120601j -0.000494061+0.00546721j 0.00137387-0.000996681j 0.00144271-0.00983327j -0.000556577+0.0142785j 0.000961097+0.00222253j 0.000729416+0.0182584j 0.0018864+0.00826735j 0.000994586-0.0106617j -0.000476619+0.0169572j -0.000156596-0.0234316j -0.00054709-0.00814552j 0.00136049-0.0136727j 0.00301627+0.0126884j 
0.00673164+0.00799977j -0.0111985+0.0303959j -0.00126264+0.0245065j 0.0183125+0.0175261j -0.0253813-0.00982669j 0.00365934+0.00759035j -0.0291138+0.00522132j 0.048321-0.00777162j 0.0380564-0.00458872j 0.0191942+0.00599302j 0.0335635+0.00311007j -0.00517547+2.76912e-05j 0.00385805-0.00320124j -0.00206656-0.00434609j 0.0140891+0.00485697j 0.00510888+0.000173282j 0.00651114-0.0011409j -0.00666495-0.0037913j -0.0123535-0.00350465j 0.00687179+0.00440771j 0.00989642+0.000508712j 0.00462578-0.00042007j 0.0114026-0.000782294j -0.00698343-0.000322396j 0.000630886+0.00730339j -0.00309656-0.000454654j -0.00658248+0.00925104j -0.00203472-0.00893584j -0.00539521-0.00991952j 0.00640122-0.0155293j 0.000413239+0.0185308j -0.0117084+0.0035065j -0.00374873+0.0136388j 0.0058482-0.00330803j -0.00196169+0.00766089j 0.00389789-0.00209512j -0.00327537+0.00600144j 0.00673353-0.00440141j 0.00365046+0.0294409j 0.00562136-0.0644037j -0.00174171+0.0572044j -4.05204e-05+0.00358579j 0.000533419+0.000536337j 0.00140266-0.0128257j 0.00251819-0.00443747j -0.000304256-0.00212895j 0.000550031+0.00627204j -0.000598544+0.000861017j 0.000922634-0.0108507j 0.000775326+0.000559192j -4.71243e-05-0.000363425j -0.000488037-0.0180589j -0.000634869-0.000793114j 0.000397764+0.00833291j -0.000600624-0.00407999j 0.000256059-0.00157909j -0.000165879-0.00359259j -0.00167723+0.00795231j 0.000674415-0.00408513j -0.000603241+0.00716802j 0.00139581-0.00802479j -0.00204446-0.00311276j 0.00189137+0.00326283j -0.000743243-0.0153496j 0.000295984+0.00483115j 0.00223685-0.00557021j 0.000255056-0.00562054j 0.000554273-0.00252571j -0.00149897+0.00955534j 0.000699701+0.0111698j -0.00131757+0.000607682j -7.3615e-05-0.0144137j 
0.00917639-0.0221261j -0.00111214-0.0011223j 0.0281151+0.0368988j 0.000341153-0.0215046j 0.00320905+0.0125011j -0.0374741+0.00204548j 0.00332191-0.000822072j -0.0513152+0.00804943j 0.0244263+0.00876303j -0.00153357+0.000710826j -0.00859529+0.0065584j -0.00143374-0.00523399j 0.0083654+0.00125187j 0.00619683-0.00457436j -0.00824146+0.0100937j -0.00280436+0.00189787j -0.00231468+0.00396528j -0.00754255-0.00153731j -0.00346333-0.00582577j -0.00367453+0.00060675j 0.00649404+0.00488587j 0.0027506+0.00324707j 0.00615648+0.0102919j -0.00440337-0.0041122j -0.00376613-0.000480727j -0.00532563-0.00439898j -0.0077389-0.00275944j 0.00155442-0.00610641j 0.00210185-0.00628438j 0.00332855+0.00255849j -0.00604989+0.0104738j -0.00130967-0.0108349j -0.0105699+0.010258j -0.00812736+0.0313513j 0.00105793+0.000641259j -0.0099144+0.00495963j 0.000316348+0.00978418j -0.00631107-0.00423573j 0.00182451-0.0847347j 0.00092119-0.0334697j 0.0021418+0.00933338j -0.000470013+0.0142768j 0.000482795+0.000190893j 4.22271e-06+0.00875411j 0.00153789-0.00629176j -0.00114919+0.00219374j 0.00119218-0.00164496j -0.000152623+0.00262924j -0.000317052+0.000878547j -0.000192675+0.00401312j -0.000711426+0.00214557j 0.00185366-0.0257509j 0.000149804+0.00137179j -0.00119769+0.00808654j 0.000857102-0.00096991j 0.00047599-0.0056633j 0.00123184-0.0046644j 0.000898667-0.00686549j -0.000433593+0.00764896j 7.56123e-05-0.00418782j -0.000218642+0.0104515j -0.000571007-0.0076265j -0.000552408+0.0158938j 0.000785916-0.0102489j -0.000440913-0.00131166j -0.00114818+0.0115917j -0.000842727+0.00851379j 0.00237229+0.00120323j -0.00302-0.0113991j -0.00305289+0.015659j -0.000709534+0.00658798j -0.00164071-0.00228763j 
-0.00243154-0.0188692j 0.00409533+0.0131178j 0.0454114+0.0176782j -0.0156472+0.0533961j 0.0641107-0.00956222j -0.0195831-0.0040656j 0.0508316-0.0102909j 0.0108291+0.0205396j 0.0121977-0.00375552j 0.0127276-0.00776951j 7.49226e-05+0.0015684j -0.00698614-0.000837485j 0.00540257-0.00322551j -0.00663562-0.00348233j 0.00878375+0.00694809j -0.00190389+0.00228518j -0.000918785+0.00448603j -0.00176012+0.0103261j -0.00259787+0.00234447j 0.000221455-0.00234369j 0.00233973-0.00505645j -0.00176464-0.00195593j 0.00246197-0.00305324j 0.000514945+0.00457685j -0.00242901-0.00278531j -0.000143089+0.00630737j 0.00354803+0.0107778j -0.00281613-0.00316176j 0.00365573+0.00124944j 0.0030553+0.0070037j -0.00471189-0.00450826j 0.00808885+0.0114652j -0.0068371+0.0372615j -0.0132955-0.00920862j 0.011021-0.0342948j -0.00617218-0.0127202j 0.00863698-0.0217936j -0.0034835-0.101916j 0.00435512-0.0133339j 0.00447541-0.00748868j -7.42038e-05+0.00778786j -0.00259742+0.0156908j -0.00131551+0.0118633j 0.000301539+0.0154176j -0.00106152+0.0171075j 2.54033e-05-0.0119544j -0.000889268+0.0122184j -0.000101179+0.00674064j -9.39413e-05+0.00136426j -8.32759e-06+0.0074608j -0.000509493+0.00376082j 0.000931445-0.00253379j -0.000174848-0.00024558j -0.000603468+0.0045367j 0.000671713-0.00510998j -0.000829233+0.00167299j 0.00172493+0.0017562j 0.00054611-0.0155649j -0.000314472-0.00287605j -0.000447724-0.00970346j 0.00031261+0.00738196j -0.00129661+0.00202605j 0.000861376-0.0116241j -0.00136137-0.000219973j -0.00132843+0.000169296j -3.64443e-05-0.000660388j -0.000225197+0.00116329j 0.00150092-0.013302j -0.00267147+0.0127467j -0.000533468+0.0230497j 0.002936-0.00346528j -0.00103379+0.026093j 
