0.0132237+0.00730232j -0.000219749-0.0360768j 0.000779623+0.0181933j -0.0125833-0.00768667j -0.00228756+0.00411725j -0.00471095+0.00325122j -0.0101255-0.0117992j 0.00193773-0.00572955j -0.00323716-0.0033493j -0.00633887-0.000907217j 0.00555383+0.00636895j 0.0062349-0.000657664j -0.00234703-0.00390374j 0.0052309+0.0032015j -0.00380286-0.00572707j -0.00130888-0.0047522j 0.00244286-0.00318328j 0.0041676+0.00357632j -0.00452196-0.001981j 0.00113759+0.00729985j -0.00491862-0.00500598j 0.00383015+0.00249512j -0.00938327-0.00393525j 0.00633875+0.0115665j 0.00587567-0.00498749j -0.000597698-8.18118e-05j 0.0167601+0.00570691j -0.000684841+0.0202686j -0.0113546+0.0243576j -0.0155906-0.00386994j -0.0202846+0.000293707j -0.0547373-0.0137346j 0.0140388+0.019784j -0.0177586+0.0162444j -0.00357131-0.00641602j -0.00395857-0.00991544j -0.0100834+0.0150863j 0.00398553+0.0208412j -0.00111903+0.000779628j -0.00369579+0.00150754j -0.00308554+0.0114752j 0.00537325+0.00721056j 0.00225312+0.0023876j 0.000589648-0.0132996j -0.000138915-0.00286971j 0.00161789+0.00882346j 0.00270459-0.00749585j -0.000137266-0.0132109j -0.000118982-0.00218486j -0.00209257-0.0105051j 0.000364304-0.00155309j 0.000348433-0.0135336j 0.00256051-0.00719426j 0.000941295-0.000765506j -0.00117602-0.00423437j -0.000362488-0.0102471j -0.000858073+0.00748066j -0.00049106+0.00134898j 0.000243606-0.00762609j -0.00146839+0.00573145j 0.00131646-0.0133015j 0.00177557+0.00246724j -0.000453095+0.00526629j -0.00131478-0.0106002j 0.00163632-0.0134486j 0.00164534+0.00252221j -0.00137442+0.0234309j -0.00059312-0.00860052j -0.00376372+0.0149806j 0.000986996-0.0272697j -0.0199959+0.113722j -0.000173899-0.604155j 
-0.000469367-0.0129839j -0.000375905-0.00558527j 0.00254846+0.0224128j -0.00191306-0.000345135j -0.00500232-0.00773062j 0.00215928+0.00200201j -0.00037891+0.00891685j 0.00355557-0.016307j 0.00439305-0.0198836j -0.0015702+0.0161128j -0.00406143-0.00922572j -0.00588113+0.0202985j 0.00254049-0.0538542j -0.00143728-0.108853j 0.00108273-0.0205573j -0.00130851+0.0204564j 0.00258167-0.0149125j 0.00598543+0.020007j -0.00327499-0.0440389j -0.0113902+0.00431627j 0.00174224+0.00442807j 0.00218194+0.0363383j 0.00104477-0.00103087j -0.00075601-0.00988906j -0.00608474+0.0157817j 0.0023961+0.0146827j 0.00164019+0.00284178j 0.00228263+0.00188835j 0.000499402+0.000903186j -0.000714483-0.010978j 0.000475129-0.00953639j 0.000533921+0.00160199j -0.000822572+0.0096809j -0.00115882+0.00845033j -0.00233961+0.00738715j 0.00138445-0.0132233j -0.000653527+0.00768153j 0.0015083+0.0151062j 0.000974814-0.00819738j -0.000750682+0.016933j 0.00077519-0.0177598j -0.00135286+0.0407888j -0.000939859-0.0160993j 1.83612e-05-0.0794479j -0.000569251+0.00369974j -0.000379485+0.103563j -0.000409433+0.0537305j 0.000254545-0.0670907j 0.000258789-0.897651j -0.000545927+0.254837j -0.000705733+0.00661059j 0.000442855+0.102801j -0.000619753+0.0508062j -0.000158204-0.0344838j -0.000501337+0.0207439j -0.000167628+0.0138103j 0.000105676-0.0529772j 7.61047e-05-0.0444779j 0.000262993+0.0473461j 0.00053786+0.00556953j -0.000233839+0.00294163j -0.00067355+0.0179949j -0.00024621-0.00573273j 0.000546449+0.0344076j -7.69154e-05+0.0235065j 0.000189831-0.00891088j -4.56677e-05+0.023172j -0.000712616+0.0184048j 0.00104283+0.00467901j 0.000203713+0.0343265j 0.000131618-0.0294984j 5.14121e-05+0.0477063j 
0.000529299-0.0262558j -0.00198883-0.0115769j -0.00247382-0.0150808j -0.00390377+0.0441427j -0.0039522+0.0402368j -0.00652126+0.0214942j 0.000507547+0.0332227j 0.00718182-0.028322j -0.00150216+0.0355038j 0.00634993+0.0462746j -0.00175297+0.0254715j 0.000132778-0.0424268j 0.00341543-0.036221j 0.00318386+0.0445148j -0.00447942-0.0862259j 0.00369147+0.0144529j 0.00109007+0.0496177j 0.003022+0.00821553j -0.00128766-0.0712327j 0.00281828+0.011297j -0.00100941-0.0226718j -0.00224817+0.0154196j -0.00668058+0.0112118j -0.000848807+0.0068946j 0.00153548+0.0134215j 0.000204344+0.00499588j -0.00360236-0.0317294j 0.00174649+0.00823095j -0.00209952-0.00247971j 0.000416433-0.0190863j 0.00515047-0.0187653j -0.00136864-0.0161779j 0.00309708+0.0227396j -0.000841537-0.0111748j -0.000526799-0.0200529j -9.77691e-05-0.0231478j 0.000937038-0.0327951j 0.00160706+0.0516855j -0.000653108+0.032395j 0.000702782-0.0377435j -0.000188713-0.0670833j -0.000236559+0.0963685j 0.000131437+0.0221294j 3.81853e-05-0.0486353j 0.0014629-0.307987j -0.000582049+0.550988j 0.000740009-0.312617j -0.000121817+0.519384j -0.000761537+0.0887268j -0.000273616+0.22102j -6.24486e-05-0.0682547j -0.00199176+0.0191168j -0.000284632-0.0783544j -9.28985e-05+0.00426793j 4.1925e-05+0.0538217j -0.000402392+0.0376269j 0.000126733+0.0188478j 0.000655658-0.00616901j -0.000879234-0.00379297j -0.00038226+0.0191158j 0.00123132-0.00877477j -0.0012955-0.0343182j 0.000649767-0.0200864j -0.00035429+0.0526824j 3.99049e-05-0.0237584j -2.80629e-06-0.0239567j -0.00144676-0.0111019j 0.000523103-0.0101337j 0.000534644+0.0627861j -0.000441218+0.0375701j -0.00124738-0.151152j 9.31662e-05+0.0173648j 
-8.75672e-05-0.0338197j -0.000999931-0.0303297j 0.00539197+0.0631781j -0.00149288-0.0149901j -0.00129541-0.0347662j -0.0054206+0.0410838j -0.00257673-0.0336616j 0.000976132-0.00610831j 0.000308744-0.0654921j 0.00166247-0.117066j -0.00298326-0.0654684j 0.00215167-0.0209761j -0.0038929-0.134893j -0.00190418-0.0741631j -0.0014222+0.0261006j -0.000585078+0.00365117j -0.00473061+0.0216533j -4.23774e-06+0.0128064j -0.00168027-0.0483624j 0.00690014-0.00151738j -0.000512788-0.00795781j 0.00217451-0.017548j 0.00104604-0.00413421j 0.00133218+0.00945273j 0.00714114+0.0228491j 8.50333e-05-0.0170259j -0.00113641+0.0230638j -0.00178219-0.0228289j 0.00439257+0.00432175j -0.00195226+0.00335006j 0.00153895-0.0118638j -0.00371313+0.0206421j -0.00532756+0.0252147j -0.00453887+0.0196839j -0.00229166-0.00370276j -0.00160305-0.0340174j -0.00187361+0.0267076j -0.000984803+0.0403327j -0.000656669-0.00943496j -0.000256817+0.0407064j 0.000358034+0.102123j 0.000461589+0.124257j -0.000748532+0.252139j 0.00129589-0.0866454j -0.00172923+0.724728j 6.43654e-05-0.0878203j 0.000516915-0.267473j -0.000450207+0.232462j 0.00149771+0.0684498j 0.000546322+0.130583j 8.34901e-05-0.031677j 0.00201416+0.0133668j -0.000112448+0.0814757j 4.55892e-05+0.0220346j 0.000567246+0.0795251j -0.000346307+0.0292142j -6.4105e-05-0.0678548j 0.000104477+0.0660112j 0.00131706+0.0880376j -0.000600717+0.0111006j -0.000599639+0.0230524j 0.000660376-0.0200941j -0.0006382+0.0397775j 0.00104558+0.0127177j -0.000221246+0.0803704j -0.00100884+0.00548508j -0.00111579-0.0227455j -0.000396077+0.0443656j 0.000574602-0.0465305j 4.90376e-05+0.00293217j -0.00179957-0.0908142j -0.000932575+0.11357j 
-0.000328355-0.022263j -0.00221764+0.0177375j -0.000626553-0.0410095j -0.00124745+0.0290945j -0.00148523+0.00937967j -0.00166629-0.000829689j -0.0015243+0.0275206j 0.0046354+0.0311452j -0.000467513+0.010346j 0.00024849-0.0383245j -0.0028634+0.0335024j 0.00108276-0.0910383j 0.000537914+0.0347515j 0.000472372-0.00466564j -0.00492531-0.0574087j -0.0119812-0.0430672j -0.00876233-0.0508248j -0.00597207-0.00146661j 0.000699623-0.00147988j -0.00062447+0.0204797j -5.07951e-05-0.00124883j -0.00327625+0.00503225j -0.00648715-0.00328699j -0.000642571+0.0150391j 0.00439497-0.0133816j -0.00061435-0.00955193j -0.00358081-0.0163099j 0.000312628+0.00270484j -0.00093567-0.000683211j 0.00390982-0.00194843j 0.00699719+0.00697393j 0.00440665-0.0222269j -0.000271083+0.00396719j 0.000174902-0.0484615j 0.000212569-0.00750761j 0.00030778-0.00772276j 0.000760661-0.097243j 0.00053316-0.0246961j -0.00097341-0.000613672j 0.00036-0.0607738j 0.000840303-0.164292j -0.000251779+0.119632j -0.000854565-0.0483175j -0.000470692+0.379705j 9.10731e-05-0.00196739j -0.000421203-0.153426j 0.000601441-0.646104j 0.00209552-0.339883j -0.000516885-0.0972777j 0.000413295+0.0322087j 0.000943426-0.0625852j -0.00159867-0.15537j 0.000158088-0.0845102j 0.000639919-0.0296289j -0.000161763+0.00703622j -0.000341638-0.0216397j 0.000704693+0.0476137j 0.000327657+0.0374743j -0.000354413-0.0332566j -3.08273e-05+0.0382173j 0.000856861-0.04631j -0.000558283-0.0334748j 0.00126959+0.0170667j -0.000356904-0.0170487j -0.000253288-0.0337942j -0.000489582-0.00902158j -0.000106707+0.0190421j 0.000798864-0.0142756j -0.000291545+0.023159j -0.000906416-0.0169444j 0.000666044-0.114944j -0.00209169-0.197268j 
0.00243784-0.00430078j -0.000314762-0.0271033j -0.000112127+0.000372943j -0.000264515+0.0183995j 0.00496439+0.0145652j -0.0052172+0.0363985j -0.00910162+0.00239136j 0.00155541+0.0116892j -0.00201255-0.0217948j 0.00515184-0.0185541j 0.00506207+0.0916787j -0.00031774-0.000399615j -0.0027228-0.0614958j 0.0021085+0.10987j 0.00161061+0.0632141j -0.000516649+0.0225857j 0.00270842+0.0113778j 0.00234517+0.00421188j -0.0109916-0.0265728j -0.000254109-0.000452918j -0.000345417+0.00312395j -0.00236857+0.00128068j 0.00359854+0.00738466j -0.00289686-0.0113019j 0.00160363-0.0154736j -0.00774359-0.0124627j -0.00251377+0.0125861j -0.00394862-0.00227313j 0.0050859+0.00450746j 0.000323641+0.0111725j 0.00310984-0.00572196j -0.00835066-0.00019702j -0.000399759+0.0227501j -0.00176363+0.0040439j 0.00273113-0.0380247j -0.00177106-0.0291939j -0.00262855+0.0209365j -0.00114098+0.0502831j -0.00067674-0.0477064j 0.000661713-0.04705j -0.0028821+0.108953j 0.000615378+0.188465j 0.00137717+0.213374j 0.00190343-0.163047j 0.00172166-0.426718j 0.00127617-0.673337j 0.00146913-0.0762523j -0.00084244+0.221928j -0.00046175-0.0462339j -0.000910861+0.111472j -0.000486841+0.024516j 0.00121892+0.0296228j -0.000576804+0.0213433j -0.000612068-0.0661681j 6.25394e-05+0.0403864j -0.000105309+0.0570438j 0.000596921+0.00941248j 2.91957e-05+0.0263329j -2.77908e-05-0.00514018j -0.000607221-0.00272543j 0.000440491+0.0341251j -0.000467511-0.0397575j -0.000360818+0.0149518j 0.000505179+0.00311858j -0.000387518-0.0105949j -0.000274156-0.0252322j -0.00086794-0.0480423j 0.00128261+0.0248164j -0.000980507-0.00934584j -9.53027e-05-0.053502j -0.00307602-0.12532j -0.000870448+0.10314j 
0.00215119+0.0228857j 0.000771114-0.0383549j -0.000400704+0.0281506j -0.000570099-0.0336726j -0.00238978-0.0284347j 0.00337998+0.0346239j -0.000194176-0.0485379j -0.00471402+0.0849981j -0.000249997-0.0565347j -0.000723922-0.0534546j 0.00153254+0.0671373j -0.00454784+0.00340789j 0.00360202+0.102309j 0.00102576-0.0354621j -0.00613685+0.0145476j -0.0022802+0.0647133j -0.00152972+0.0146017j -0.00886799-0.00229764j -0.00257968-0.00163515j 0.000517237-0.0122036j 0.00459595+0.0157355j -0.00134148-0.004082j -0.00580594-0.00678486j -0.00269122-0.00350481j -0.0016914-0.00852338j -0.00542965-0.00673097j -0.000422653+0.00379283j -0.0019584-0.0141598j 0.00389782+0.000293301j -0.00229172+0.0156068j -0.00116075-0.00297049j -0.00858108+0.0361798j 0.000331377-0.000133893j -0.00167915+0.0401758j -7.60605e-05-0.00794638j -0.000414189-0.0362525j -0.00141149+0.0999285j -0.00242136+0.0366342j -0.000834082-0.0307092j -0.000250836+0.0453446j -0.00140684+0.307738j 0.00108164+0.0713705j 0.000521984+0.215946j -0.000371967+0.759945j 0.00200108-0.11215j -0.00149581+0.123222j 0.00119966+0.114876j 0.000815248+0.0842776j 0.000580931-0.0297221j 0.00127891-0.0172397j 4.92712e-07+0.0386195j 0.00138657+0.0503892j 7.99833e-05+0.100038j -0.000370542-0.0241681j -0.000424876+0.0333471j 0.000116154+0.0409733j 0.000918157-0.041832j -0.00136458+0.036475j -0.000555062+0.045073j -0.00090908-0.0118836j 0.000307807+0.0379951j 0.000912499+0.0129915j -0.00112117+0.000307956j 0.00073809-0.0202413j 5.79949e-05+0.0386467j -1.86356e-05+0.00900406j 2.49957e-06-0.0425291j 0.000290665+0.050305j -0.000532685-0.0621768j 0.000536123-0.0422856j -0.00207243+0.0333402j 0.000127225+0.180921j 
-0.00247626-0.012217j -0.00060434+0.0214743j 0.00158102+0.00408959j 0.00142956-0.0153951j 0.00385305-0.0270157j -0.00220542+0.00183104j -0.00467681+0.00510909j 0.00179127-0.0436865j 0.00315759+0.00493697j -0.00240999-0.043475j -0.00255854-0.0861478j -0.0064859-0.0631032j 0.00376024-0.0258124j -0.0068915+0.0078493j -0.00422957+0.0226654j -0.000209769+0.000936628j -0.00205964-0.00355004j 0.00672523-0.00211902j -0.00323574+0.0131702j -0.00129253-0.00891996j -0.00510428-0.00801391j -0.000909433-0.00896425j 0.00237854+0.00563185j 0.0037808-0.00619296j 0.000591501-0.0112972j 8.50031e-05+0.0059502j 0.00261925+0.00904348j -0.000796501-0.00215987j -0.00390267-0.00307627j 0.000291064-0.00439304j -0.00142875+0.00932872j 0.00655304+0.00382161j -0.00242007-0.023989j 0.000877344-0.0109031j 0.000371186+0.023314j -0.000554338+0.0274049j -0.000539796-0.000976452j 0.00111166-0.0934061j 0.00107441+0.0297245j -0.000714343+0.135413j 0.00112653-0.0938456j -0.000218879-0.241954j -0.00199796+0.827607j -0.00132393-0.123553j -0.00146353-0.164602j -0.00112451+0.147669j 0.000444986-0.0552849j 0.000412598-0.173915j 0.000672392-0.00927342j -0.000514604-0.0349207j 0.000507064+0.0238558j -0.000247401-0.0613324j -4.36423e-05-0.0014058j 0.000675541+0.0153325j 0.000489718-0.022161j -0.000619254-0.00999076j -0.000333518+0.00283851j 0.000456291-0.00834122j 0.000618561+0.00518595j 0.000182619+0.000958547j -0.000563279-0.0313143j 7.50743e-05+0.0196841j 6.34134e-05+0.000154957j -0.000472584-0.0176679j 9.58416e-05+0.0206869j -0.000534601-0.00237952j 0.000535809+0.00447792j -0.000327473-0.00855195j -2.27129e-05-0.0196318j 0.000559719+0.0354735j 0.00197089+0.095371j -3.58673e-05-0.100935j 
-0.00101451-0.0310993j 0.000329252-0.0253813j -0.00576558+0.0660572j 0.000175592-0.00606704j 0.00277509-0.00186318j 0.00537547+0.0143499j 0.000238624-0.0448112j -0.00124173-0.0979505j -0.00412023+0.0222294j -0.00273558-0.129831j -0.0046381-0.13237j 0.000563352+0.0854227j -0.0052987+0.0660333j -0.00296551+0.0669497j -0.000396393-0.0292689j 0.000237302+0.00622367j -0.00225352+0.0198288j 0.00226929+0.00223802j 0.00518653+0.00992731j -0.00138499-0.0353508j -0.00502865-0.000876424j -0.0031894-0.0046203j -0.0035942-0.0386928j 0.00436895-0.0169556j -0.00136749+0.00817066j 0.00479123-0.0015538j 0.0054628-0.0104693j 0.00278255-0.0121465j -0.000554296-0.00963335j -0.0044468-0.0118003j 0.000224897-0.0498792j -0.0029488+0.0176783j 0.000243668+0.0386941j 0.00132451+0.0407263j 0.000343046+0.00336039j 0.00232589-0.0420248j -0.00108998+0.0569244j -0.00108605+0.130585j 8.58501e-05+0.145846j -0.00242124+0.476839j 0.000637765-0.657579j 8.48731e-05-0.0628344j -0.00108932-0.0706321j 0.000206275+0.181414j -0.00247635-0.0346033j 0.000108448-0.130077j -0.000687186+0.082454j 0.000354068+0.0764674j 0.000568654+0.0222335j 0.000104249+0.0666564j -0.000245646-0.00136758j 0.000214489-0.0314784j 0.00102465+0.0303734j 0.000466623+0.0295374j 7.08082e-05-0.00440652j 0.00107788+0.0430864j -0.00168884-0.0576973j 0.000725549+0.0137611j 0.000563532+0.0433121j 0.000378972-0.000957251j -1.28949e-05+0.0130157j 0.000861503-0.0159938j -0.00063984+0.00629042j -0.000253273-0.0172831j 0.000784183+0.0286394j -3.75933e-05-0.00688719j -0.000362046-0.0250531j -0.00048239+0.0104188j 0.00186313+0.0158828j 0.00102675+0.0826107j -0.00119932-0.0604952j 0.000729231+0.145983j 
0.00141537+0.00108599j 0.00192892-0.00431038j -0.00256391-0.0053488j -0.00286498+0.039216j 0.00116447+0.0614j 0.0020768-0.0294995j 0.00294324-0.00113825j 0.00143955-0.0460099j 0.00544141+0.0777764j -0.0105646-0.0180927j 0.000402812+0.0930001j -0.0018632+0.126106j 0.00101619-0.0100103j -0.000434796+0.0219278j -0.00124938-0.0218806j 0.00110155+0.0192505j 0.00297757+0.00806662j 0.00134732-0.00199276j 0.00149991-0.0102167j -0.00317901+0.0200064j 0.000320858+0.00711222j 0.00148371+0.0126999j 0.00154273-0.00628963j -0.0030415-0.0106231j -0.00267759+0.0179101j 0.00086326-0.012011j -0.00187118-0.0042735j 0.00153111+0.00171181j 0.00519297+0.00559676j -0.00220414-0.00609208j -7.84259e-05-0.0273555j -0.00535781-0.0251173j 0.00290952+0.0432544j -0.000223921+0.00801957j 0.000815322-0.0476934j 0.00105036-0.0139167j -0.000557361-0.0310576j -0.000305029+0.18907j 0.00216202-0.0868325j -5.30967e-06-0.451161j 0.00102553-0.101338j 0.00179695-0.71668j -0.000482607+0.0456681j -0.00014739+0.127568j -0.000460446+0.0991036j 0.000423902-0.0928677j 0.000281876-0.0140726j 0.000334528+0.0567224j -0.000787407-0.00970672j -0.000455459+0.075241j -0.000756885-0.0131461j -0.000218718+0.0560283j 0.000393025-0.0388407j -0.000543541-0.0209013j -0.000320837+0.0127996j 0.000994724+0.00978726j -0.000710342+0.0166914j 0.000510114+3.38341e-05j -9.33945e-05-0.0272209j 0.000338265-0.00468604j 0.000356264+0.0373948j -0.000179448-0.0173126j -0.000193525-0.00927227j 0.000425283+0.0265752j -5.52292e-05-0.0455129j 0.000503792-0.0135351j -0.000491971-0.00218709j 0.0004313-0.0165209j 0.000464724+0.0804964j -0.000949154-0.0303625j -0.00230606-0.12904j 0.000511006+0.0889172j 
0.00178561-0.0529763j -0.00281122-0.0261041j -0.0013271+0.0251585j -0.0034998+0.00272972j 0.00436923-0.022946j 0.0056792+0.0927106j 0.0025351-0.0789903j -0.000125177-0.095065j -0.00279008-0.128184j -0.00070057-0.0573722j 0.00771009+0.104969j -0.00335313+0.0237065j -0.00222608-0.0142641j 0.00323185+0.0159208j -0.000649003-0.00840599j 0.00370751+0.0010589j 0.00436685+0.00287753j 0.0018897-0.0162602j -0.00202692-0.0230288j 0.00125918+0.00220175j 0.00208628+0.00792831j -0.00120607-0.00575573j -0.00596777-0.0108601j -0.00153479-0.00281794j -0.000313431+0.00598146j -0.000616958+0.00435729j 0.00378982+0.00722521j -0.00188908-0.00535725j 0.00224968-0.0115066j 0.00834324-0.00625532j 0.0114166-0.0199361j 0.00170396-0.0375959j -0.00165923+0.0300917j -0.000407623-0.0624107j 0.00154752-0.0105383j 0.00440419-0.114287j 0.000720736-0.135072j -0.00321924-0.0137519j 0.000621603+0.156332j -0.00233476+0.509228j -0.00403438+0.439794j 7.37164e-05-0.385556j 5.4954e-05-0.155338j -0.000752151-0.0659016j 0.000513655-0.0583198j 0.0018632+0.00980006j -7.03406e-05-0.031368j -0.00050031-0.0376909j -0.000234779-0.00798056j 0.000703438+0.028556j -0.000343238+0.00640373j -0.000547286-0.127636j -0.000275777-0.0236465j -0.00118548-0.0197666j 0.000686055+0.0464189j 0.000844083-0.0116708j -0.000619476-0.0237237j 0.000855897+0.0347182j -0.000201232+0.0128377j 0.000546236+0.0324731j 0.000703213+0.010104j -0.000984394-0.0366833j 0.000862621+0.0461916j -0.000213304-0.0302417j 0.000217644+0.00747598j -0.000558989-0.00619561j -8.31891e-05+0.0180603j 0.0010467+0.0239224j -4.7347e-05-0.0669874j 0.000729505-0.0017391j -0.000165097-0.206007j -0.00361221-0.117366j 
-0.00040494-0.00552967j 0.00123537+0.0168067j 0.000809605-0.0112639j -0.00639914+0.0164495j 0.00205709-0.0157132j -0.000131906+0.0616352j 0.00248929-0.018936j -0.00771183-0.019896j -0.000829229+0.164475j 0.00107681-0.114271j -0.00731433+0.0453348j 0.00459777-0.0496726j -0.00132864+0.000375162j 0.0044332+0.0085183j -0.00992987-0.0053144j -0.00109803-0.00471775j -0.00492715+0.00803712j -0.00289815+0.00714753j 0.00215364-0.0236166j -0.00207216-0.00683937j -0.00190053+0.0052495j 3.07367e-05+0.0080481j -0.00405177+0.0110364j 0.0015018-0.0047872j 0.00242782-0.00835636j -0.00497527-0.0248164j -0.00394836+0.0113904j -0.0021196-0.00996711j 0.00368586+0.0128871j -0.0019362+0.000461925j -0.00124319+0.0071066j -0.000845927-0.0151319j 0.0013311-0.00432993j -0.0028076-0.00235021j -0.00107721-0.0500159j -0.00128813+0.0229598j 0.000378779+0.0163052j -0.00318548+0.0181716j 0.000108414-0.894678j -0.00195286+0.254432j 0.00218436-0.0142058j 0.00240942-0.026963j 0.000404006-0.035899j 0.000612876-0.0356278j -0.000354477+0.000928977j -0.000860229+0.0445312j 0.000312724+0.00263302j 0.00109214-0.0128541j -9.97957e-05-0.00633626j 4.60112e-05-0.0126483j 1.56261e-05+0.00054004j -0.00154473+0.0322257j 0.000412254-0.0126457j 0.000208135-0.0230291j -3.95377e-05-0.000613791j 0.000184571+0.00473439j -1.59007e-05+0.0201428j 0.000555935+0.0191706j -1.97706e-05-0.0309007j -5.4021e-05+0.00872441j 7.21146e-05-0.0131667j 0.0003688+0.000617951j -0.00031051-0.0178058j 0.000400201-0.0100611j -2.30315e-05+0.00106312j -0.000750663-0.0263853j -0.000461657-0.0372858j 0.000521673-0.00547983j -0.00055843+0.0356338j -0.000885665-0.0409374j -0.00108416-0.00708475j -0.000156743-0.0149126j 
0.00208243+0.00514759j 6.13372e-05-0.0525257j 0.00359973+0.0488676j 0.00331251-0.104083j 0.00281867-0.128063j -0.00421715+0.0269217j -0.000946093-0.0915327j -0.00437726+0.22405j 0.00511711+0.0488222j 0.004702-0.00909621j -0.0026771-0.000488075j 0.000524715+0.000128289j 0.00315788+0.00325161j -0.00167325+0.0103525j 0.00214553+0.0105724j -0.00247546+0.0105257j -0.00197893+0.0161931j 0.000780807+0.00102321j -0.000894347-0.00245249j -6.02585e-05-0.0142606j -0.000435863+0.0129658j -0.00155055-0.0135164j 0.000139734+0.000415584j 0.000905702-0.0137739j -0.00223748-0.0197767j -0.00387338+0.0128328j 0.00387341+0.0102497j -0.00233719-0.0101831j 0.00689654-0.0181514j 0.00429418+0.0178575j 0.00914293-0.0517509j -0.00507879+0.0211175j -0.00649741+0.0598118j -0.00300486-0.0138759j 0.0033171+0.0448752j -0.00164352-0.344507j -0.00109837+0.144468j -0.000906779-0.721864j 0.000429711-0.0370424j 0.00323707-0.111255j 0.000324052-0.155065j -0.00143369-0.120736j -0.000241743-0.0769116j 0.000761844-0.0486461j 0.000575053-0.046827j -0.00115209+0.0382283j 0.000567187-0.0265843j 0.000679484+0.00315644j 0.000661179+0.00427665j 0.000516456-0.00518801j 0.000294329+0.0238814j 0.00229138-0.00966002j -0.000260726+0.0193913j -0.000837446-0.0220127j 0.00068705+0.0300466j 4.85932e-05+0.0212511j 0.000261627-0.0340833j 0.000228046+0.0562397j 9.90891e-05+0.0265676j -0.000367683+0.0303691j 0.000587707-0.00528286j 0.000214489+0.00750008j -3.27921e-05+0.0364509j 0.000623141-0.0203432j -0.000466586+0.0235148j -0.00024597-0.0211783j -0.000171811+0.0129259j 0.000670017+0.0681888j -0.000634552-0.112273j 0.000497573-0.0338693j -0.000866391-0.105369j -0.00343282+0.0744877j 
0.000616843-0.0501958j -0.00359811-0.0161102j -0.000529394+0.0523917j -0.00199215+0.00654144j 0.00467387-0.0649217j 0.000182456+0.311773j -0.00421157-0.0501845j -0.00363493-0.0521925j 0.00177561+0.0413019j -0.00299993+0.0387375j 0.00346842+0.0373407j 0.000415127-0.00889954j -0.0029068+0.0114871j 0.0038063+0.0191772j -0.00249609+0.0117237j -0.000121437-0.0081736j 0.00159176+0.015428j 0.00306819-0.0124542j -0.00363542-0.00770679j 0.000225127-0.00238053j -0.000373351+0.0157644j -0.00356954+0.00708091j -0.00831977-0.00829339j -0.000281288-0.00131939j -0.00425111-0.00359709j -0.00287248+0.0186833j 0.00719698+0.010015j -0.00201016+0.0038755j -0.0069219+0.00683043j 0.0101489-8.44387e-05j 0.00590902+0.0537102j 0.0067838-0.0025537j -0.00167664-0.0886747j 0.00159184-0.031627j 1.00492e-05+0.167932j 0.00242483-0.565946j -0.00232649+0.374754j -0.00173077+0.387079j 0.000380454-0.0162514j -0.00198408-0.152341j -0.000814752-0.0378324j 0.00104999+0.0427323j -0.000289988-0.013915j -0.000746424-0.0372459j -0.000447289-0.00873245j 0.0015472+0.0314291j 0.000175517+0.0157416j -0.000345144-0.030013j -0.000309496-0.00152083j -0.000259613-0.0213706j 0.00037641+0.0152704j -0.00216425-0.063685j 8.11189e-06+0.0241442j -0.000602093-0.00211026j 0.000432372+0.00289013j 9.95137e-05+0.00466625j 0.000349614+0.00151452j -6.74176e-05-0.00313787j -0.000341939+0.0177193j -7.07325e-05-0.016609j 0.000378168+0.00134549j -0.000821259+0.012177j -7.06252e-06-0.0307435j -0.000792509-0.0457533j 0.000541571+0.0363477j -0.00129586-0.0208967j 0.000818141-0.00442876j 0.000350779+0.0251392j -0.000538715-0.125286j 0.00304944+0.0705462j 0.00255476+0.0441429j -0.00163329-0.123884j 
