0.00792501+0.0347958j 0.020537+0.00407966j -0.0198298+0.00821535j 0.0166861+0.0520389j 0.00471824+0.00738375j 0.0027388-0.0284298j -0.0260881+0.0115285j 0.0102149-0.0181766j 0.0233872+0.0511346j 0.00740572+0.0388244j -0.00622848-0.036631j -0.00494223-0.0166621j 0.0158656+0.0421294j 0.00853304-0.00757264j -0.0102876-0.0274868j -0.0281029-0.0245255j -0.0133664-0.00541327j 0.000978734+0.0232714j -0.0133436+0.0047016j -0.0264303+0.0309074j -0.000625308+0.033227j 0.0196285+0.00499585j 0.00197566+0.0341047j -0.0174823+0.0135746j 0.0192026-0.00572159j -0.0130231+0.0115114j 0.0107534-0.0213798j 0.0219983+0.0530069j -0.0183239-0.0582655j -0.0122967-0.0172244j -0.0165448+0.0165309j -0.0103159-0.0347256j -0.0152466-0.00897275j 0.0166815+0.0485085j 0.00387957+0.00690768j -0.0194195+0.00764245j 0.0302333+0.0141502j 0.00820933-0.0191686j -0.035814-0.0209251j -0.0202715-0.0204151j 0.0103176-0.0331277j -0.0263537+0.0258865j 0.0479184+0.0230133j -0.00332177-0.0427858j -0.0125193+0.0589705j 0.00831178-0.0639133j -0.035616-0.040074j -0.00420571+0.112813j 0.00659044+0.00812074j 0.0203465-0.00893795j -0.0576487-0.00719774j 0.0413507+0.147646j -0.0364757+0.0572601j 0.0111332+0.060548j 0.0295771-0.0785061j 0.0258915-0.0678697j -0.0352536-0.00388332j -0.0243008+0.00153782j 0.00463667-0.048541j 0.0449701-0.0384277j 0.0752702-0.000586502j -0.0260857+0.000763617j 0.0453685+0.0438625j 0.0265146+0.017437j -0.000737484-0.0479956j 0.0320517+0.0919616j -0.00424377-0.0474452j 0.00156703+0.116919j -0.0123314-0.0312555j 0.00273288+0.0128398j 0.0404007-0.0228295j 0.00791942+0.0154721j -0.0110939-0.0348183j -0.00547554+0.00621234j -0.0117026-0.0175098j 0.0200977+0.0301315j -0.0131658-0.0326907j 0.0168676+0.0156791j 0.0120131+0.0132247j -0.0258241+0.0205153j 0.0226173-0.0249209j 0.000728873+0.0536193j -0.00332268+0.0187407j -0.0188684-0.00281169j -0.00252764-0.000981749j -0.00555739-0.00360288j 0.0268297-0.0171261j 0.0199215+0.019572j -0.00874896-0.0253342j 0.0160531+0.0470911j 0.00803092-0.00270702j 0.0355565-0.0151849j -0.0178327+0.052989j -0.0421549+0.077927j -0.0256526-0.295308j 
0.000541376-0.0231473j 0.00485231-0.0172959j 0.0198046+0.0263447j 0.00185647-0.0174925j -0.00053343+0.000975267j -0.0168997-0.0229203j -0.0144527+0.0173145j 0.0147343-0.0112853j -0.00743286-0.019933j -0.0205981+0.00543587j 0.0075027+0.0259547j 0.0409801+0.00371732j -0.00749973-0.00839894j -0.0181041-0.0415152j -0.00667199-0.0845326j -0.0327679+0.0141286j 0.0195244+0.0340065j -0.0259434+0.0160734j 0.00103493+0.0396837j 0.0128158+0.0960341j -0.0553723-0.0015166j -0.0497758+0.0784563j 0.0325906+0.0582768j 0.00481031+0.0468344j -0.0118379+0.0259282j 0.00113694+0.00157662j 0.013389+0.0364295j 0.00175264-0.0169611j 0.00691423+0.0150671j 0.020505+0.0362997j 0.0145016+0.0144704j 0.00988731+0.0246078j 0.0645703+0.0705156j -0.00632418+0.0247541j -0.0336852-0.0184708j 0.00857308+0.0263317j 0.00330362-0.0358932j -0.0483863+0.0183195j -0.0326658-0.0557285j 0.000201772-0.0452411j 0.00429246-0.0252162j 0.00663358+0.0411966j -0.0280629+0.00960407j 0.0201393+0.0172338j 0.0145806-0.0122926j 0.054661+0.0471807j 0.0334901-0.00539199j 0.0385478+0.00590652j -0.000774571+0.0129235j 0.00343531-0.00150387j 0.00343693-0.00658499j 0.0101684+0.00440812j 0.00836293-0.0234958j 0.0255121+0.0111686j -0.0190516-0.0141018j 0.0110292+0.0322575j 0.0252161+0.0151577j 0.0114934-0.00503749j -0.0143444+0.00328792j 0.0151277+0.0224749j -0.0136111-0.0231081j 0.0232894+0.0206104j -0.0276018-0.0191208j -0.00363055+0.00750374j -0.00736946-0.000850596j -0.0171954-0.0147811j -0.0122151-0.000606077j -0.000140249-0.00904697j 0.00863066+0.00135523j -0.00259851-0.00439132j -0.0152476-0.021464j -0.0121417+0.00570301j -0.0045373+0.013413j -0.00870726+0.00197407j 0.00342598+7.62669e-05j -0.0161557+0.00845979j -0.00282618+0.0164379j 0.00304033+0.0104976j 0.017914+0.0165299j 0.0033828-7.89959e-05j -0.0261012+0.0303321j -0.0188472-0.00583626j 0.00141691+0.0108977j -0.0102391-0.0324754j 0.00146153-0.00925557j 0.0296267+0.0331488j -0.019237-0.00802483j -0.0210008-0.0101305j -0.0115808-0.054685j -0.0572664+0.000720647j -0.00890028-0.0267639j 0.00281775+0.028358j -0.0132052+0.0226877j 0.0110918-0.0240904j 0.00534611+0.028842j 
-0.0174502-0.00434333j -0.000545334-0.0155702j 0.0464903+0.0178227j 0.0200852+0.0253739j 0.00567244+0.0195606j -0.00422701-0.0246786j -0.0232805-0.0308997j 0.00112548+0.00277213j 0.0196267+0.0162319j -0.00959943-0.0130656j -0.0171966+0.000738964j 0.0289507+0.0177702j 0.00272217-0.0243555j 0.0423332+0.0367525j 0.00859766+0.0383361j 0.0102504+0.0241147j -0.0398136-0.0533396j -0.00550712-0.048804j 0.0299917-0.0401973j 0.0213193-0.0159084j -0.0290006+0.00817206j -0.0492518-0.0360623j 0.0468835+0.0146918j -0.0198658+0.00231335j -0.0161204+0.0196048j -0.0207533+0.0125541j 0.0392732+0.02808j 0.0347504+0.0282194j -0.00279653+0.015998j 0.0124669-0.00339554j -0.0362963-0.0226305j -0.0411114-0.0128875j 0.0106862-0.0174789j -0.0205446-0.0302125j -0.012182+0.0238599j -0.0280913-0.0139891j -0.00277148-0.0145404j 0.0336916-0.0338883j 0.00311733+0.0275031j -0.0103474+0.010593j -0.0397893-0.00852252j 0.0180247+0.00581854j -0.0144659-0.00387126j 0.022961+0.049251j 0.0494532-0.00822624j 0.0672877+0.0375889j 0.0633178+0.0130083j 0.0223673+0.00867688j -0.0215645+0.0031752j -0.016945+0.0127936j 0.0116982+0.0391247j -0.00430091+0.0261987j 0.0536571+0.0147621j 0.0280109+0.00861162j -0.0143191-0.00275186j 0.00422658-0.0012071j 0.0363412+0.0109895j -0.0224407+0.0124685j 0.00132322+0.001179j -0.00110177-0.00544408j -0.0187287-0.0084431j 0.0325309-0.0125021j 0.000703237-0.00817998j 0.00956522-0.011483j -0.0147988+0.0118376j -0.00959701-0.0205368j -0.00696411+0.0105254j 0.00850121-0.0246201j 0.00693652+0.013377j 0.00230936+0.00550771j -0.00761034+0.00176598j 0.00191662-0.0160121j 0.0185135-0.0114203j 0.0138329+0.00340079j -0.00258452+0.026462j -0.0134609-0.0162433j -0.000402682-0.0220526j 0.00272429-0.0129873j 0.000961744-0.00618422j 0.0222455+0.0235197j -0.00422233-0.0249788j -0.00821734+0.00311665j -0.0088526-0.0188573j 0.0078092+0.00938018j 0.00248839+0.00275581j 0.0231092+0.00569969j -0.0199285+0.0121211j 0.00594193-0.0121337j -0.000923227-0.0514911j -0.0157791-0.0110991j 0.000167007+0.00351463j -0.010295+0.000246949j 0.00447752+0.0396934j 0.00876414+0.0260212j 0.00948885+0.00213153j 
-0.0215241-0.010847j 0.00824971-0.000287963j -0.00427246+0.00733694j -0.00873495+0.0063962j -0.00729777-0.00789695j 0.0384089+0.0187849j -0.00082132-0.000274204j -0.0262703-0.0210342j -0.010491+0.00250704j 0.0198737+0.0120417j 0.0455276+0.026087j 0.0241166-0.0077932j -0.00809328+0.0131903j 0.00578067+0.00784743j -0.0706847+0.00955353j 0.0174175+0.0229209j -0.0198718+0.0308118j 0.0704448-0.0596113j 0.0402786-0.0180927j 0.0209218+0.0174417j -0.0463418-0.010952j 0.0181902-0.0272495j 0.00745896+0.0049372j -0.0241463-0.0109062j -0.00230982-0.0604634j -0.0131811-0.0118206j 0.0218925+0.020153j -0.00406965+0.0174377j 0.0118371-0.0291944j 0.0202967+0.0416215j 0.0372137+0.0229994j -0.00188628-0.0213563j 0.0354515+0.0149277j -0.0151378+0.051601j -0.0232907+0.0095001j -0.015658-0.0138575j -0.00184829+0.0220962j 0.00300555-0.0261951j -0.0186662+0.00803208j -0.049846-0.0745918j -0.0138282+0.00592476j -0.0260066+0.00849545j -0.0244013-0.0569336j 0.0610226+0.0108123j -0.0307991-0.0162014j 0.0209638+0.0434421j 0.0105038+0.029495j -0.0165654+0.0141521j -0.0083191-0.0143282j -0.00167481-0.0338866j -0.0158385-0.0171401j -0.016393-0.0158094j -0.00504372+0.0285792j 0.0083203+0.00367172j 0.0220409+0.017851j 0.0350035+0.0267822j 0.00517699-0.00252674j 0.00292742-0.0153512j -0.0107658-0.0170669j 0.0169164+0.0141101j -0.00337282+0.0203398j 0.0137988-0.00232811j -0.0144399+0.00669802j 0.00748144+0.0166854j 0.00156934+0.0018285j -0.0334016+0.00660801j -0.00194922-0.00816701j -0.0359208+0.000693787j 0.0130143-0.00732241j -0.000562657-0.00779684j 0.0076669-0.00200345j -0.000443204+0.00415502j 0.000694105-0.0221483j -0.00738312-0.00762749j 0.00964711+0.0178037j -0.0108415+0.00728425j 0.00150772+0.0128668j 0.0162118+0.00120488j 0.00792101+0.0139334j -0.0117384-0.00725481j 0.00937693-0.023508j 0.00443351+0.019029j -0.00545442+0.00626218j -0.00298003+0.0212974j -0.0201615+0.00127517j 0.00497693+0.003738j 0.000844739+0.00482942j 0.000859627-0.0693269j 0.00514747-0.0167946j 0.00208771-0.00274224j 0.0342317+0.00874161j 0.00287994+0.0637239j 0.0140623+0.035152j -0.00890648-0.00249462j 0.0211755-0.0113418j 
-0.00771203+0.00401714j -0.00733329-0.00484901j -0.00413291+0.0104581j -0.0213883-0.0119666j -0.000852495+0.0213837j 0.00590163-0.00464766j 0.0413353+0.0308335j -0.0365444+0.00619206j -0.0155248+0.0101115j 0.0271525-0.00976515j 0.000631718-0.00815778j 0.000174239+0.00128123j -0.0130043+0.0213728j 0.0188646-0.036859j -0.0501278+0.00488841j 0.0470717-0.0356646j -0.0952881+0.0558553j 0.0446108+0.00325739j -0.00635123+0.0292046j 0.0522317+0.0107712j 0.00324413+0.0316499j 0.0171214+0.0366943j -0.00268199+0.0219229j -0.000497768+0.0125412j -0.00896202+0.0345608j 0.00515968+0.00123604j -0.00945335-0.0122109j 0.0147361-0.028698j -0.0133174-0.00481839j 0.0136178+0.00385255j 0.0650106+0.0315513j -0.0185401-0.0290891j -0.0127656-0.00558865j -0.00580873-0.00829255j -0.0185348+0.00713555j -0.00939334-0.00692016j -0.00557828+0.0347383j 0.00248556+0.0124422j -0.025493+0.0343107j 0.03176-0.0334369j -0.0178695+0.022365j -0.0159237-0.0162177j 0.034562-0.0359996j -0.0133181+0.0128677j 0.0409959-0.0450698j -0.000556698-0.0248564j 0.00503978-0.00817553j -0.0283751-0.0245411j -0.0236502+0.00216614j 0.027198-0.00622375j 0.0151006+0.00202578j -0.0192014+0.00522648j 0.0141822-0.0120799j 0.0149792-0.0125596j -0.0423687+0.00882837j -0.0200052+0.00662316j 0.0184947-0.00724581j 0.0200173+0.0241283j -0.0137495-0.0174426j -0.0298929-0.0143102j -0.0256766-0.0177698j 0.013474-0.00432431j -0.0166122+0.000627536j -0.00833007+0.0128754j -0.00116296+0.00329808j 0.0114281-0.0120137j 0.00261601-0.00296744j 0.0160674+0.00463978j -0.0149359-0.000168283j -0.000842414-0.00179281j -0.00922428+0.00874856j 0.0108316+0.0157695j 0.014051+0.00215183j -0.00225107+0.00287203j -0.00843213+0.00440718j 0.0122416-0.019386j 0.0268133+0.00475925j -0.000174906+0.0104546j -0.0202465+0.0206627j 0.0208137+0.00581055j 0.0256438-0.0010134j 0.0158429+0.00360511j -0.0098988-0.0132577j 0.00595494+0.00731179j 0.00779152-0.00240589j 0.0212803-0.0275837j -0.0132945+0.00263997j 0.0311736-0.0283821j 0.00658291+0.0180157j -0.0293011-0.00816026j -0.0130013-0.0251138j -0.0217305-0.0392879j 0.00104754-0.0382949j 0.0164777-0.00907415j -0.00323843+0.0135524j 
-0.00159995-0.00189079j 0.00514634-0.00995151j 0.0022784+0.00718552j 0.011288-0.00567015j 0.000386851+0.00193352j 0.0059444-0.00301292j 0.0060803+0.000609155j -0.0133766-0.000994392j -0.00657273-0.0210829j 0.00290638-0.00192205j -0.0406337-0.0080846j -0.000564201+0.0248214j 0.00117805-0.0309297j 0.0577163-0.0234347j 0.0396318-0.02936j 0.0152215-0.0311775j -0.0397953+0.0152404j -0.0232481+0.0020999j -0.0365626+0.0144897j 0.0114752-0.00718265j 0.0420378-0.00910589j 0.0229505-0.0523875j 0.00539071+0.00367597j -0.014367+0.0108955j -0.0106179-0.018134j -0.0191745-0.00562149j 0.0166308-0.0104365j -0.0172812+0.00529447j 0.00564923+0.00707265j 0.0100318+0.00412601j -0.00292763-0.0022423j -0.00995038-0.029268j -0.0142601-0.0134968j -0.027984-0.0439521j 0.0136055-0.0187065j -0.00143752+0.0313513j 0.00691336-0.0380065j -0.0231373+0.014311j 0.00719639-0.0180533j 0.0285794-0.0139838j 0.0503105-0.0855673j 0.0191388-0.0808387j -0.017974+0.0155984j 0.0324342+0.012365j -0.0281418+0.0585437j -0.0301945-0.0381035j -0.00889035+2.31186e-05j 0.0198773-0.000182808j 0.0160955-0.0179182j -0.0393889+0.0185331j -0.029482-0.0115845j 0.0221306+0.00486653j 0.000476156+0.00600511j -0.0190695+0.0197637j 0.0252776-0.0198328j -0.00520046+0.0113716j -0.0275896+0.0219356j -0.0103934+0.000747578j -0.014656-0.000871355j 0.0280093-0.01987j 0.0344452-0.00966702j -0.0128848-0.0069187j 0.00531196+0.00414142j 0.00877355+0.0240333j -0.0126651-0.0083381j 0.0237474+0.0107412j -0.00148497+0.00454007j 0.000240454+0.00315615j 0.00173423-0.000707429j -0.000328828-0.00388428j 0.00748593-0.0105826j -0.0160152+0.023453j -0.00329022+0.00182566j -0.0136322+0.00640623j 0.00196633-0.011643j 0.0122544+0.014042j -0.00205549+0.00612675j 0.00886727-0.0122709j 0.00195509-0.0102488j 0.00962832-0.000526024j 0.00569646+0.0229649j 0.0239727-0.0156903j -0.00467645+0.0106486j 0.01222-0.0158079j 0.0224739+0.00779526j -0.0336064+0.0328436j 0.018932+0.0153093j -0.00220457+0.0428776j -0.00585108+0.00462542j 0.0080699+0.0078955j -0.0196513+0.00350981j 0.0269433+0.0101943j -0.0136234+0.0441989j 0.00191111+0.0159617j -0.00965415-0.0113264j 
0.015585-0.00848766j -0.00659649+0.0132191j 0.000366373-0.0117052j -0.00606972+0.0103952j 0.000179032-0.0261051j -0.0353145-0.000521319j -0.0147818-0.0291668j 0.0325186+0.0304328j 0.0201824+0.0111616j -0.0335442+0.0110339j -0.00783999+0.0100581j -0.00726136+0.00433514j -0.00117248+0.0149366j 0.00326192-0.00646934j 0.0371277-0.0203941j 0.0449929-0.0097876j -0.0384674+0.00593666j -0.0367939-0.010644j -0.0550671-0.0319538j -0.0179136-0.0373851j -0.00280859-0.0510379j 0.00816196+0.0203163j 0.0170832-0.017367j 0.0294126-0.00735895j 0.0217513+0.0104339j 0.0290861+0.00606452j 0.0187342+0.0214007j -0.0173664-0.0118796j 0.0162735+0.032369j 0.018887+0.0208862j -0.017325+0.000167168j -0.0190803-0.0278351j 0.0102908+0.0242616j -0.0162342+0.0232593j -0.00680856-0.0181769j 0.0193863+0.0055659j 0.00274646+0.0173241j -0.00738634-0.0195057j 0.025327-0.00401792j -0.0645083-0.096574j -0.0293285-0.0187506j 0.0142046+0.0576968j -0.0481111-0.0317169j -0.0338484-0.0627935j 0.00544582+0.00359718j 0.0151417+0.0548046j 0.00508909+0.0239375j 0.0212521+0.0238175j 0.0126446-0.00717228j 0.0023214-0.0043638j -0.00191971+0.000595152j 0.018569-0.0155309j -0.0276723-0.00662697j -0.00265636-0.00172529j 0.0175609+0.0334519j 0.0196593+0.0202278j 0.00131682+0.00551564j -0.00481963-0.0065886j 0.00626259+0.00626481j 0.00658127-0.00158047j -0.0122003-0.0067232j 0.00320152-0.00122023j -0.0172037+0.0123629j 0.0182177-7.29287e-05j -0.017727-0.0109714j -0.0299769-0.0204274j 0.0128349-0.00041748j -0.000992474+0.00705638j 0.00556883+0.00181043j -0.0141997-0.00444866j -0.00360026+0.0248651j -0.00328936-0.00364524j -0.0109776+0.0033925j -0.00146653+0.0141882j -0.00496183-0.0161373j 0.0063674+0.00345573j 0.0105494-0.00619634j -0.0182763-0.0117941j -0.00612781-0.00437172j -0.00409345-0.00137505j -0.00687761+0.00949465j -0.0132078-0.00493465j -0.001368+0.0192009j 0.0122218-0.0299114j -0.00791695-0.00515741j -0.00876692+0.0198671j 0.00208285-0.0570506j -0.00744251-0.0311215j 0.00449543-0.0360001j 0.00716823+0.00612957j 0.0133487+0.00638108j -0.00301411+0.0334297j 0.00134294-0.0114668j -0.00278651-0.00275301j 0.0079574+0.0111631j 
0.00236944+0.00971423j -0.00205089+0.00306458j 0.00423754-0.00352026j 0.0248998+0.00631652j -0.0145769+0.000501167j -0.0151964+0.0149152j -0.0449327+0.0307027j -0.00201417-0.0374538j -0.0121448+0.00981688j -0.0152689+0.0212705j -0.0509155+0.0122511j -0.0126176+0.0140483j -0.00383666+0.00338623j 0.044575-0.0222112j 0.091195-0.0513893j -0.00500527-0.0277462j -0.00884078-0.00141925j 0.0286273-0.000443959j 0.0366707-0.0183924j -0.0363587+0.0142354j -0.0452824+0.0542775j -0.040863+0.0529896j -0.0118137-0.00307899j 0.00347144-0.0213098j -0.00680907+0.00354547j -0.0132782-0.0265531j -0.00409764-0.0207187j 0.00948513-0.0222199j -0.0171385-0.0233573j 0.00411164-0.00683522j 0.00474954-0.00815294j -0.036828-0.00413029j -0.026039-0.0544676j -0.0370193+0.00242002j 0.0330639+0.0119775j 0.0302386-0.0419246j -0.00605797+0.0355847j -0.016643-0.00739288j 0.00643516+0.0327967j -0.00131431-0.0165465j 0.0121695+0.0446197j -0.0195275+0.0239206j 0.0215502+0.012674j 0.00229756-0.00104254j -0.0129947-0.0190268j 0.0131873+0.0243806j -0.00163883+0.00375181j -0.0270476-0.021787j -0.00409695+0.00924169j 0.0198736-0.0341407j 0.00880934+0.0124075j -0.0322324-0.00443518j -0.0125766+0.000299837j -0.0092192-0.025106j -0.00586268+0.0127552j 0.00930631+0.00320425j 0.0279435-0.0232938j -0.00340247-0.0233071j 0.0104061+0.0116283j 0.00642042-0.00107087j 0.00990301+0.00513154j -0.00236112-0.00570029j 0.00237089+0.0141295j 0.00711111+0.0213807j 0.00520916-0.00642832j 0.0133842+0.017124j 0.00163642+0.00715094j -0.00593606-0.00369139j -0.00413859-0.00449812j -0.000592362-0.00016747j -0.00347795+0.00714858j 0.000961783-0.0014575j 0.0331284-0.0170075j -0.0110908+0.00712407j 0.00296881+0.0130673j -0.00291452-0.0118645j 1.25146e-05+0.00440196j -0.0165338+0.00605086j -0.00527965+0.00365868j 0.00423026+0.00187102j 0.00984187-0.00145874j -0.0290843+0.00767451j -0.0157729-0.0124637j 0.000417635+0.0289106j -0.0264096-0.00277122j 0.000300739-0.024579j -0.000327811+0.00177069j 0.00161855-0.039491j 0.000251855+0.0194771j 0.0195994+0.00471428j 0.0111094+0.0124286j -0.00163996-0.0103654j 0.0203914-0.0155825j -0.0173694-0.0112499j 0.00317056-0.00269916j 
-0.00407884-0.00218008j 0.00417841+0.00845865j -8.48642e-05-0.0179537j 0.00957333-0.0218239j -0.0113992+0.00532306j 0.0167931-0.00318519j 0.00449583+0.0100137j 0.00513679-0.00358473j -0.00684291+0.00382114j 0.0222826-0.00241474j 0.011583+0.0444319j -0.0613274-0.0392088j 0.0100755+0.0192738j 0.0385965-0.0294462j 0.0420283+0.00018734j 0.0119095+0.0505526j 0.0116028-0.00769534j 0.0126464+0.00320104j 0.0516116+0.0241609j 0.00410868-0.00323161j -0.0125312-0.0167466j 0.0086854+0.0223112j -0.0250792-0.0123213j -0.0216678+0.0169557j -0.0201108+0.00575281j 0.0138664+0.0130118j -0.0104282-0.0113904j 0.00355748-0.00691289j 0.0168101+0.00207569j -0.029032-0.0103244j -0.0132507-0.0538454j 0.0421497+0.0357558j 0.009286-0.0050764j 0.0491282+0.0371792j 0.0183033+0.00504445j -0.00166265+0.00421001j 0.00105138-0.019413j 0.0285408+0.0336758j 0.0145991+0.0459823j 0.0157305-0.00825292j -0.00926294-0.0468255j 0.000585791-0.0422655j 0.0156473-0.0152609j -0.0015929+0.035318j -0.0207032-0.0207221j -0.0222919-0.0178871j -0.0266486-0.0422993j 0.0045458-0.0192863j 0.00117274+0.0130077j 0.000352333+0.0175127j 0.0121435-0.00796631j -0.0119268+0.0151295j -0.000262408+0.031059j 0.00494079-0.00747385j -0.023983-0.00308528j -0.0196123+0.00312444j -0.0270647-0.00387177j -0.00230276-0.0251657j 0.0133187+0.0176373j -0.00324772-0.0101065j -0.0175307-0.011704j 0.0129659+1.24776e-05j 0.00633876+0.0137194j 0.00448907-0.00479571j -0.0128781+0.00712336j -0.0170137-0.00565715j 0.00351618-0.0167877j 0.0161686-0.00121046j 0.00683093+0.00917065j -0.00412795+0.000473941j 0.00103565-0.00614043j 0.0120406-0.0124914j 0.0176318+0.00774083j 0.000226302+0.00191028j -0.00439833-0.00145056j 0.00683878+0.0121915j -0.000981993-0.00682181j -0.000567017+0.0169706j -0.00268807+0.00628108j 0.0162067-0.0110358j -0.0058859+0.000154364j 0.00237152-0.00245025j -0.00950225+0.0128244j -0.000646109-0.00911741j 0.00631772-0.00266352j 0.00669423-0.00216054j 0.000600198+0.0164058j 0.00207075+0.0258814j -0.00174436+0.0216854j -0.00978634-0.0126608j 0.00810994-0.00115961j -0.00399085-0.0198196j -0.00597048-0.0195058j 0.00437873-0.00961245j 0.00216144+0.00600254j 
-0.00432288-0.00081493j -0.00796586+0.0186667j 0.00420283-0.0232633j -0.0152835-0.0103832j -0.0221488+0.0085146j 0.00312848-0.019707j 0.0270165+0.00192263j 0.0051633+0.0139644j -0.0568409+0.0132029j 0.00324126-0.00979361j -0.0381701-0.0160212j -0.00235092-0.00979689j 0.0113116+0.00825107j 0.0107116-0.00448027j -0.0185277+0.0152523j -0.060832+0.00610122j 0.00495111+0.00439918j 0.0334272-0.00825666j 0.0068298-0.0290246j 0.0197069-0.0622532j 0.0066474-0.0217029j 0.0293355+0.0228904j 0.00201153-0.00724845j 0.0121667+0.00687639j -0.0276576+0.0247707j -0.0300664+0.0139422j 0.00704543-0.016294j -0.0243653-0.0047961j 0.0100712-0.0111839j 0.01065+0.0100114j 0.00201738-0.0220394j -0.0156365-0.0355372j -0.0170558+0.00314596j -0.0199757-0.0150669j 0.0136583-0.0099208j 0.0386332+0.0414641j -0.0160177-0.0284979j 0.00163923-0.041251j 0.00837682-0.01568j -0.0330483-0.0337511j -0.00177079+0.0100715j 0.02102+0.0303369j -0.0132799+0.00972098j -0.0302451-0.0223242j -0.00918878-0.0190997j -0.0135721+0.0061448j -0.0217823+0.0212916j -0.0017122-0.00292524j 0.00872186+0.00907425j 0.00241226-0.00203379j 0.0195975+0.0150909j 0.0149932-0.0214417j 0.0203629-0.00904428j -0.0221353-0.0158953j 0.00211501+0.000998199j -0.0275213+0.00347176j 0.00956782+0.0280036j 0.0198351-0.00739623j 0.00453725-0.00828687j -0.033932-0.000669869j -0.0227015+0.00650961j -0.00410203-0.00641208j -0.00108674-0.0165584j -0.0114604-0.00370105j 0.00245317+0.00956629j -0.0100119+0.027077j -0.00866805-0.00983743j 0.000982999-0.0148796j 0.0104357-0.00523319j 0.0119439+0.000602638j 0.00955345-0.00170463j -0.00998353+0.005801j -0.000166476+0.00333784j 0.00556095+0.00267402j 0.00752199-0.00540966j -0.00896439+0.0030569j -0.0166636-0.00151409j 0.00819174+0.00286431j 0.0120412-0.0102935j 0.00694717-0.00881148j -0.00554366+0.00437159j 0.00200632-0.0111049j -0.0147071+0.0254042j -0.000645614-0.0176605j 0.0102662-0.00485108j 0.00266171+0.00112856j 0.00306326-0.0506334j -0.00117395-0.00152239j -0.000853352-0.000307825j -0.0173054-0.00451561j -0.0031661-0.00896371j -0.00891404-0.00586464j -0.0104633-0.028068j 0.0146464-0.00838072j 0.00586133+0.0189032j 
0.00103516+0.0171312j -0.00296915-0.00413136j 0.000474083+0.010206j -0.00644554+0.0132344j -0.000404591+0.00803168j 0.00527565-0.0184341j 0.0159558+0.0131773j 0.0503277+0.0302021j 0.00410259-0.0145313j 0.00589491-0.0242533j 0.0274769-0.0144551j -0.0222422+0.0145955j 0.0519683+0.00796792j 0.0198876+0.0253707j -0.0417635-0.0427797j 0.00178834-0.0326525j 0.00363434-0.0167796j -0.013082+0.0240831j 0.0293196-0.0136494j 0.00997891-0.0138105j 0.0109257+0.0641422j 0.00244165-0.0221331j 0.00887334+0.0257038j -0.00161829-0.0178642j -0.0198244-0.0261054j 0.0123281+0.0267375j -0.0123625-0.0480869j 0.0193626-0.00279056j -0.00668955+0.014736j -0.0315897-0.0556782j -0.017944-0.026531j 0.0284068+0.0251068j -0.005672+0.00689371j -0.0270258+0.0135377j 0.00537685-0.0168907j 0.028308+0.00647075j -0.00926302+0.00325575j -0.00666225-0.0354499j -0.0033977-0.045144j -0.0308159-0.0449628j 0.0011073+0.0197259j -0.00648139-0.00293739j -0.000627983-0.0128426j -0.00452527-0.032602j -0.00776555-0.0294993j 0.00632508+0.0207904j 0.00225163+0.0176054j 0.00140952+0.0121989j 0.00451981+0.000711285j -0.00167795+0.00380482j 0.00522503+0.0135583j -0.00586178-0.0233444j 0.00602637-0.00945447j -0.0133873+0.00146613j -0.00929634-0.0194732j -0.00594701-0.00119643j -0.00570615-0.0189833j 0.0106649+0.0158711j 0.000650364+0.00168539j 0.000749719-0.00840634j 0.0176215+0.00602663j -0.0121917-0.00373943j -0.00812716-0.0119516j 0.0115096+0.00691005j -0.00631343-0.0126091j 0.0192011-0.0100215j 0.000516706-0.011872j -0.0047753-0.000182992j -0.00184411-0.0188348j 0.00135495-0.00298699j 0.00691671+0.00210461j 0.0243536-0.00699297j -0.00198731+0.00310615j 0.00633304+0.012449j -0.000496997-0.00243952j 0.00014327-0.00080023j -0.0102766+0.00342929j 0.00192474-0.00184928j -0.000705034-0.00528071j -0.013246-0.00041868j 0.00312703+0.0023636j 0.00330655-0.00831026j -0.00838695+0.00241097j -0.00064663+0.00702459j 0.00252846+0.00116225j -0.00481923-0.00572585j 0.00650262-0.0292486j -0.00234447-0.0448749j 0.000765994-0.00496106j 0.00597911+0.00907857j -0.0178732-0.00938603j 0.00328553-0.0168427j -0.000623573-0.000188619j -0.000622295+0.00516239j -0.00827038-0.00970592j 
