0.00046557+0.0164495j 0.0205595-0.00666906j -0.0247664+0.0140712j -0.00896486+0.02903j -0.0130919-0.0123611j -0.0140802+0.0219784j 0.0165559-0.000698052j 0.0133201-0.00320729j -0.00305688+0.0439606j -0.0141443+0.0161399j 0.00572803+0.0272747j 0.00385725+0.00633291j -0.0124128+0.00464263j 0.00867543-0.026363j -0.0140442-0.0214009j 0.00121417-0.00837365j -0.0334746-0.00926006j -0.00218474+0.0289632j 0.0165664+0.0625256j -0.00772858+0.00480221j 0.00318011-0.00063252j -0.000719668+0.0215459j 0.0154484+0.00137264j 0.0114141-0.00394575j 0.0082582+0.0115308j -0.0313671+0.00450011j 0.0266163+0.0224372j -0.0054562+0.0146907j -0.00257527-0.00103173j 0.0340407-0.0375319j 0.0195615-0.0149435j 0.00464361-0.00596484j 0.00679213+0.0329123j 0.00654965+0.0096842j -0.0026504+0.0336885j -0.0135566-0.0170366j 0.0212583+0.0147611j -0.0245188+0.00805548j -0.00791171+0.0243374j 0.00352173-0.0382965j -0.0597071-0.0219343j 0.0118621+0.0210102j 0.023292+0.0280718j 0.0184597+0.00336716j 0.00572863-0.0289871j -0.0241153-0.041811j 0.0233667+0.0341162j 0.0177959-0.033142j 0.00272166-0.0258624j -0.0569027+0.0221206j -0.0269212+0.0296227j 0.0120743-0.00171669j -0.0248851-0.000777265j -0.0183441-0.00962642j 0.0201896+0.0206444j 0.0308439+0.0338653j 0.00546477-0.0338801j -0.0243482-0.0529746j -0.00558859+0.0051286j 0.053678-0.0321134j -0.0103771-0.0155174j -0.00714215+0.024218j 0.0457867+0.0137615j 0.00641397+0.010608j 0.00624041-0.0297342j -0.00825119+0.00114746j -0.00164606+0.0302988j -0.028336-0.00937661j 0.0210424+0.00529211j 0.00974555+0.00851231j -0.00293837-0.0151211j -0.0267529-0.00230369j -0.00876748+0.0167451j -0.000188886+0.0438031j 0.0229474+0.0364954j -0.0306937+0.0210611j 0.0624543-0.00108066j -0.0231782+0.0133297j -0.00955794+0.0465412j -0.0248321+0.0352187j -0.0068537+0.0554965j -0.0184726+0.0195815j 0.0110576-0.0354887j -0.0408191-0.0438052j -0.0281353+0.0251292j 0.00610769+0.016912j -0.00349419-0.00885862j -0.0209091-0.0167737j -0.0157457-0.000829518j -0.0117571+0.0026534j -0.0145129+0.0199596j -0.0474624+0.0266923j -0.0190539-0.0677378j -0.0103635-0.00685304j 0.015891-0.0288645j -0.0832149-0.0374881j 0.0386951-0.0991323j 
0.0178499+0.00756232j 0.00313332-6.74787e-05j -0.0051105-0.00406603j 6.89706e-05+0.0073558j -0.0358196+0.00755027j -0.00128095-0.00165368j -0.00235979+0.00603944j 0.00665746+0.0102687j 0.00185237-0.00709008j -0.0153084+0.00116375j 0.000918685+0.0103999j -0.0264039+0.00474385j -0.02622-0.0034225j 0.00857585-0.0091311j -0.00319975+0.00833526j -0.010648-0.0142878j 0.0107822-0.0070476j -0.0512678-0.0115104j 0.0135358-0.010425j -0.00804838-0.0108946j 0.00849792-0.00842663j -0.0318796-0.0153713j 0.0094053+0.00421473j 0.00158518-0.0300756j 0.014676-0.0174867j -0.0155695+0.00627473j -0.00808995+0.0021782j 0.000846112-0.00735839j -0.0148559+0.000685194j -0.0203125-0.00815988j -0.0596625-0.00378713j 0.0021977+0.0253729j 0.0136951-0.00919249j 0.0197304+0.00456641j -0.0319644+0.00989155j 0.0329905+0.0292244j 0.0545582+0.00499052j -0.0410565+0.00476827j -0.0339243-0.000888802j -0.0171692+0.00203255j 0.0276434+0.00660531j 0.0257418+0.0213821j 0.0163253-0.0158103j -0.0184546-0.00349608j -0.00196278+0.000302025j -0.00826303-0.0055389j 0.00946877-0.0241367j 0.0240744+0.00247983j -0.00243496-0.00947916j 0.0285306-1.14359e-05j -0.0227329-0.0143806j 0.00309522-0.0011705j 0.0193435+0.0127218j -0.00934812-0.0107617j -0.0348868-0.0227136j -0.00576816-0.00671566j 0.0100143-0.000119882j -0.000466541+0.0205223j 0.00438393+0.00646729j -0.00491486+0.00509368j 0.0160692-0.00404073j -0.0116055-0.00767139j 0.00671413-0.00373925j -0.00492044-0.00307893j 0.00216137+0.00562065j -0.0162914-0.00891237j -0.019173-0.00537107j -0.00459097+0.0130052j 0.0024744+0.0118417j -0.000917893+0.00432991j 0.0174539+0.0109346j 0.00812913+0.0148643j -0.00712879-4.09112e-05j -0.0127039-0.00489744j -0.0116044-0.00636166j 0.0145296+0.00177857j 0.0166393+0.00936168j 0.00550517+0.00870506j 0.0138665-0.0121434j -0.01742+0.00502436j -0.00515863+0.0122087j -0.000688055-0.00987292j -0.0130797-0.00140671j 0.0173102+0.0115383j 0.000841938-0.0119699j -0.00775011+0.00500131j -0.00832628-0.011446j -0.0105075-0.00294733j 0.0226796+0.00257654j 0.00910668+0.00605996j 0.00208255-0.00361222j -0.00380338-0.000678948j 0.00831241+0.0101795j 0.0157958+0.00990346j -0.000445431+0.00239648j -0.00108155-0.00720596j -0.00215342-0.00772101j 
-0.00299086+0.0062229j -0.00154933+0.00164633j -0.00227463-0.00140797j -0.0106674+0.0130977j -0.00334672-0.00818533j -0.0010125-0.00660815j 0.00098915+0.00566768j -0.0089226-0.00613032j -0.00722035+0.0133068j 0.000105315-0.016233j -0.0107193+0.00641793j 0.0177576+0.00418428j 0.0187508-0.00118117j -0.00105422+0.00321979j -0.000175845+0.0159342j -0.000554305-0.0045463j -0.0202716-0.00204005j 0.0199635-0.0101061j -0.00821781+0.0029494j 0.00185213+0.00684453j -0.0283001+0.0139627j 0.010753+0.0135683j 0.0134511-0.016119j 0.00824224+0.0134748j -0.021462+0.0442738j -0.00270327+0.0103711j 0.0390096-0.00961442j 0.0196082-0.0379713j 0.0420092-0.0140386j 0.0224468+0.0235599j -0.0249121-0.0116816j 0.00415844-0.00941408j 0.00956068-0.0180494j 0.0199973-0.000248678j -0.00471213+0.0375141j -0.0270674+0.0584907j -0.0105722+0.0347537j 0.0456082-0.0294928j 0.00385268-0.0777366j 0.0214691+0.00259985j -0.0324654+0.0267092j -0.0281058-0.00498828j 0.03169+0.00707855j 0.0241197+0.0191764j -0.0152228-0.0159693j 0.00716974-0.015102j 0.0223075+0.00708191j 0.00420106+0.0382171j 0.00267719+0.0198131j -0.0340154+0.0112681j -0.0181654-0.0105107j 0.00816898+0.0207759j -0.00377206+0.0281696j -0.0101904+0.00769704j 0.0247543+0.00122805j -0.00620531-0.00753885j -0.00720668+0.0099707j -0.0152283-0.00470781j -0.00536281+0.0122899j 0.0259132-0.00546065j -0.000224286+0.000141018j -0.0197008-0.0116154j 0.00119658-0.00658911j 0.0151806-0.000578982j 0.00998055-0.00608604j -0.0147371-0.0117214j -0.0306964+0.0043045j 0.0261844-0.0215645j 0.000184666-0.0108127j 0.00898034-0.00442779j -0.0108909-0.000235826j -0.0285425+0.00469524j 0.00106655-0.0156831j 0.0128907-0.00628776j 0.0118542+0.0111056j -0.0122074-0.000850421j 0.0157363-0.00425281j -0.00086738-0.00328347j 0.00162813+0.0093248j -0.0173685-0.0116572j -0.00387442+0.00464031j 0.0175305-0.0101129j 0.00693221-0.00485401j -0.0223155-0.00162541j -0.00272494-0.00624411j -0.000438968-0.00817997j 0.00378142+0.00802602j -0.00822966-0.0020701j -0.00205816-0.000931191j -0.0121355+0.00477438j -0.00468887-0.00526522j -0.0177788-0.00468434j -0.000198258-0.00176098j 0.00715437-0.0020323j 0.00410518+0.00774071j -0.0101653-0.00863392j -0.0027572-0.00627353j 
0.0051176-0.00235149j 0.00123297+0.00335231j -0.00662199-0.00141737j -0.000724976+0.00742997j -0.000525222+0.0111018j -0.00512432-0.00536983j 0.00597914-0.00359807j 0.0160716-0.00484246j 0.00386029+0.00722237j -0.0121397-0.00355221j -0.00667652+0.0132788j -0.0110884-0.00143757j -0.000924941+0.0100589j 0.000809923+0.00940331j -0.0215157+0.0112216j -0.042983+0.00574206j -0.0216382-0.00970075j -0.00460054+0.00726436j -0.00692699-0.00802812j -0.0149932-0.0140146j 0.0100752+7.1156e-05j 0.00787266+0.0140067j -0.0514031-0.0301359j -0.0201778-0.0435152j -0.0141256-0.0172989j -0.0205969-0.00171186j 0.0110167+0.00779485j -0.00368125-0.0171628j 0.0225044-0.0105971j -0.0217849+0.0157347j 0.0078445+0.0104665j -0.027664-0.00922702j 0.0251538+0.0274781j 5.09479e-05+0.0331142j -0.0101838+0.0127049j -0.0198964+0.00174762j 0.0179588-0.0135832j 0.0196264+0.0448509j 0.0112901+0.0143792j 0.0325868+0.0108599j 0.0105777-0.00952867j 0.0906933+0.0198322j -0.0197166-0.00619725j 0.0313117+0.016865j 0.0238582+0.0140571j -0.00567493+0.0208349j 0.0346384+0.0378045j -0.0239329-0.0173618j -0.020215-0.0250731j 0.00122801-0.0101722j -0.00195102+0.0299355j -0.0249032-0.0147868j 0.0030773+0.00538609j -0.0104868-0.00767758j 0.0055907+0.0386652j 0.00224922+0.0119069j -0.00600509-0.00688958j -0.0183059-0.00519082j -0.0075278-0.0269283j 0.0255568-0.00828512j -0.0119651-0.00526514j -0.00196555+0.00798029j 0.0164604+0.0118937j -0.000659868-0.0121907j 0.0173998-0.010684j 0.009928+0.017779j 0.0243088+0.00289974j -0.0134127-0.0185598j 0.0282165-0.0109483j 0.0190466+0.0034254j -0.00624104-0.0122018j -0.0141714+0.00211147j -0.0132793+0.0141955j -0.00941102-0.0297352j 0.00763428+0.0271482j -0.00636117-0.00105852j 0.00203338+0.00106459j -0.00487016-0.00992812j 0.013722-0.00508995j 0.0304168+0.0199419j 0.00442451-0.00381517j -0.012922+0.00736214j 0.0163473+0.0126146j -0.0260427-0.00137477j -0.0030293+0.016577j 0.0131042+0.0192662j -0.0192018+0.00767403j -0.00655874+0.0119109j -0.00461472-0.00441998j -0.00906397-0.00873037j 0.00530189+0.00590382j -0.00909482+0.00233273j -0.018343-0.00795468j -0.00852009-0.00423573j -0.00766866-0.000488907j -0.0124409+0.0108119j -0.00904327-0.00231134j 
-0.00364395+0.00972043j -0.00561136+0.0163593j 0.00172872-0.00762097j -0.000905643+0.00486636j 0.00362264-0.00476246j 0.00967024-0.0305006j 0.0084183+0.00266979j -0.00192669-0.0298764j 0.000209646+0.0147734j -0.009531-0.00108544j 0.0112575-0.0077317j -0.00781033-0.00632827j 0.00286405+0.0222524j 0.0159099+0.0234037j 0.0138638+0.0189998j 0.0362524+0.0340016j 0.0148462+0.00477196j 0.00896835+0.00325486j 0.00550241+0.00243777j -0.0117254+0.0313025j 0.0019778+0.0177169j 0.00676803+0.0675022j -0.0224787+0.0126392j -0.0351212+0.0196352j -0.00485317+0.0408138j 0.00247381-0.00999392j 0.0115158-0.0368649j -0.0493519-0.0621133j -0.0274668-0.0287864j -0.0101863+0.0352997j -0.0442626+0.0846334j 0.0132397-0.0526146j 0.0451758-0.0133805j 0.0532921-0.00994009j 0.0205923+0.0358941j 0.0384863+0.0566691j -0.0200961-0.00629568j 0.00673024-0.00323075j -0.0101183-0.0759395j 0.0386988-0.0062001j -0.00476969+0.0507683j -0.0411306-0.0187141j 0.00680322+0.0210117j -0.022164+0.0482302j 0.00273242-0.0289979j 0.0263552-0.0191885j 0.00971402+0.00131771j 0.00983513-0.0231127j -0.0164182+0.0141806j -0.0150046-0.0278508j 0.022972+0.00716657j 0.00850575+0.0399276j 0.0137145+0.000413809j -0.0032495+0.0023672j -0.0211708+0.0152877j -0.0102552+0.00758296j 0.000427431-0.0107781j -0.0179364+0.00828482j -0.00799035+0.0264723j 0.00953746+0.0182748j -0.0189226-0.0108859j -0.0244792+0.000223763j 0.00469199-0.0103142j 0.00326569-0.0112097j 0.00214107-0.0118299j 0.00741201-0.0165161j -0.00426951+0.00428517j -0.00181665-0.0254626j -0.000974503+0.0114936j 0.028237-0.0294338j 0.0100917+0.00547598j 0.00307707-3.5677e-05j -0.00926291+0.00526634j 0.00259091+0.000845745j -0.0142209+0.00317456j 0.00256376+0.00042005j -0.00320157+0.00253313j -0.00803757-0.00343209j 0.0110475+0.00720975j -0.00586248-0.00353701j -0.0054033-0.00566471j 0.0167762+0.0241061j 0.00836079-0.0205407j -0.00862867-0.00373933j 0.00274391-0.00562574j 0.00607499-0.00758573j 0.012589+0.00165833j -0.0170877+0.0132557j 0.00271803-0.0101908j 0.0248784+0.00863964j -0.00818565-0.00112587j -0.000932648-0.00906067j 0.00153153-0.00793465j -0.00618968-0.00486022j -0.00673899+0.00905176j 0.0016427-0.00753385j 0.00160695-0.00568314j 
0.0039659-0.00532458j -0.00338272+0.00889394j 0.00293571-0.010493j -0.00387669+0.00115011j 0.00286634-0.0066761j 0.0158553-0.00849658j -0.00875791+0.00107221j 0.00853625-0.00616648j -0.0144694+0.012537j -0.00390764-0.00390852j -0.00509272+0.00235675j 0.0150259-0.00693187j 0.000490724+0.0180193j -0.0146313+0.00492995j 0.00866754-0.000396644j -0.00529592+0.0278845j 0.00677061+0.00273061j -0.017464+0.00359238j -0.00797159-0.00662869j 0.0062432-0.00523653j -0.0169419+0.0068526j -0.0305696+0.000186372j 0.00515356-0.0145205j 0.0152313-0.00295684j -0.0151707-0.0083494j 0.0251519-0.0121264j 0.0121148-0.0184761j -0.00277011-0.0364967j -3.92152e-06-0.0296357j 0.0133527-0.0114667j -0.0503127+0.0458534j 0.0427988+0.00020342j 7.05792e-05+0.0339127j -0.0301863+0.0193308j 0.0196905+0.0182937j -0.015115-0.00323966j -0.00120089-0.0204689j -0.0218699-0.0178191j 0.00990513+0.00459473j 0.00689932-0.0165815j -0.0512734+0.0248629j -0.0793453+0.056842j -0.0125165-0.0246907j -0.0356666-0.00724991j 0.0193196-0.0131695j 0.0242234-0.0100438j 0.00215673-0.0274942j 0.00987398+0.0198304j 0.00982766-0.00792788j 0.0244082-0.00474189j 0.0116061-0.0218283j 0.0160705+0.00118689j -0.012803-0.00372148j -0.00612602-0.00398869j 0.00748915-0.0287522j 0.0200394-0.00174348j 0.00628704+0.00270897j 0.00127693-0.0125209j 0.00623357-0.000946366j 0.00472803+0.00622206j -0.00140959+0.00901773j 0.00499503-0.00495514j -0.012399+0.00253933j -0.007737-0.0171184j 0.00890599+0.00900217j -0.00600921+0.0154598j -0.0205928+0.0112082j 0.024907-0.00637411j 0.00512861-0.00143872j -0.00610956+0.00461766j 0.00821853-0.0151037j -0.00853016-0.0187262j 0.000724234-0.00166484j -0.0057812+0.00978765j -0.00331447-0.00497076j 0.0136186-0.00032826j -0.0011481+0.00368791j -0.0217066+0.011132j -0.00627017-0.00406435j -0.0191096+0.00588055j 0.00207234-0.0120624j -0.0123779-0.00282358j 0.0170019-0.0204001j 0.00915096-0.00954167j -0.00235981-0.00440363j 0.00531691+0.00252007j -0.00452496-0.0065937j 0.00510024-0.0123803j 0.00105721+0.0148878j -0.0130411-0.00858226j -0.0115114+0.00679185j 0.00729969-0.00353904j 0.00790941-0.00681346j 0.0076657+0.00953549j 0.0121119+0.00119458j 0.00282764+0.00104908j 0.0124111-6.98761e-05j 
0.00684187-0.00209564j -0.00438453+0.010811j 0.00599104-0.00402433j 0.000475667+0.00433351j -0.0091598+0.00546125j 0.00756547+0.00247619j -0.00162763+0.0101044j -0.00938663+0.000915028j -0.00245728-0.00285728j -0.00267549+0.00457878j -0.00453302-0.00229298j 0.00252292-0.00507734j -0.00503231-0.00578328j 0.00457938+0.00479157j 0.00970739+0.0123379j 0.00266257+0.0082243j -0.0103278+0.00775677j 0.00167137+0.00420949j -0.0115029-0.0103931j -0.00923439-0.0119369j -0.00894264+0.00481817j 0.00541257-0.0118418j 0.0303309+0.00189294j 0.00191795-0.0232395j -0.0166835+0.000770171j 0.0205609+0.0114557j 0.023673+0.0103445j 0.02382-0.00887496j 0.01768-0.0136037j -0.00135217-0.0201427j -0.026648-0.00578047j 0.00298503+0.0199393j 0.0166559-0.00326644j 0.00250555+0.0304528j -0.00875557+0.000939282j -0.0315224+0.0292473j -0.0467312+0.0101699j 0.0161707+0.00725546j 0.0509623-0.00100711j 0.0372566+0.0139819j 0.0108774+0.00297163j 0.00499312-0.000543015j 9.53276e-05+0.0200692j -0.0139899-0.0207429j -0.00908111-0.00658027j 0.0100286+0.0233425j -0.00924921-0.0102371j -0.00628978+0.00134378j -0.000278002-0.0060826j 0.000329156+0.00681249j -0.0090332-0.00277391j -0.0182575+0.00444264j 0.00965826+0.0136888j 0.00757029+0.00581659j 0.00175716-0.00315507j -0.00435467-0.0248627j 0.018996+0.00606857j 0.0223624-0.00577678j 0.0109486+0.0159533j -0.0414973-0.0032243j -0.0242732-0.0132382j -0.0139422-0.00386654j -0.00189764-0.00777153j 0.017882+0.0180769j -0.015326+0.0266707j -0.0232591-0.00396243j -0.019786+0.00548045j 0.00938172-0.00575957j -0.0039275+0.00360511j 0.0106531-0.00618701j 0.0143771+0.00844829j -0.0140333+0.0012241j 0.00463119-0.0189306j -0.00418554+0.0133207j 0.016416-0.00979657j -0.00313442-0.00637808j -0.00939976+0.00484301j 0.00537583+0.00227166j -0.00728871+0.00801084j 0.0074193+0.00163041j -0.00748065+0.00199968j -0.00732237+0.00487192j 0.00869763+0.00996955j 0.0188568+0.00610283j -0.00120062+0.00519526j -0.00701528+0.00123659j 0.00228367-0.00660755j 0.00022043-0.00333996j 0.00757435+0.00717641j 0.00723011+0.00193851j 0.00105056+0.00114399j 0.00307449+0.00263276j 0.0104155+0.00953983j 0.00376889-0.00263678j -0.0100657+0.00049528j 0.00864671-0.00264366j -0.00259172+0.00977849j 
0.00719843-0.00536769j -0.00133539-0.00130922j -0.0014608+0.0074731j -0.00016453+0.00597217j -0.0034583-0.00207018j -7.7643e-05+0.00371117j -0.00227038-0.000791016j -0.00105575+0.0164477j 0.00673541-0.0113801j 0.00600621+0.00712391j 0.000794492-0.00360386j -0.00182898+0.0141j 0.00899047-0.00796297j 0.0176285-0.00479918j 0.0136286+0.000434693j -0.0218633-0.0218554j 0.00522584+0.00826171j -0.000248676-0.0196324j -0.00909538-0.00158399j 0.00407388-0.0024308j 0.00597565-0.0158923j 0.0391744-0.0257325j 0.000312378+0.00837128j 0.001205+0.0185192j 0.00910712+0.0010195j 0.0145749+0.00303892j 0.0110413+0.0060032j -0.0053979+0.0364937j 0.0349957+0.0192799j -0.00876456+0.020411j -0.04619+0.00580599j -0.00526156-0.00693292j -0.00467687-0.0193603j -0.00699741-0.00288587j 0.0147764-0.0313463j 0.0276637+0.0129939j 0.0127108+0.0152965j 0.021077+0.00309041j -0.0449004+0.0122664j 0.00398142-0.0382321j 0.0392521+0.0320056j 0.0249888+0.0292723j 0.01898+0.00769537j 0.0185845+0.0399823j -0.039578-0.0180928j -0.0297038-0.0338901j -0.00407964-0.0133688j 0.00764799-0.00287459j 0.00268176+0.00740319j 0.0359144+0.0328656j -0.0364934-0.0223632j -0.00184637-0.0187925j 0.0241218+0.0179424j 0.013557+0.00880128j -0.0297629+0.00598354j -0.0243924+0.000464249j -0.0224543-0.00171j -0.00753495+0.0173332j 0.0254027-0.0155619j -0.0196152+0.0046462j 0.00574428+0.00690969j -0.00762659+0.00498181j -0.00907338-0.00395036j 0.00583419+0.00617984j -0.00676251+0.00681256j 0.00656991-0.00211787j 0.0280854+0.0112351j 0.00632194-0.000520796j -0.0185358+0.00930609j 0.00924544-0.0121877j 0.00381856-0.00868293j -0.000883752+0.0210836j -0.00076538-0.00902011j 0.00417605+0.000169909j -0.020305+0.0064893j 0.00288064-0.00569468j -0.00556218+0.00211958j 0.0209047+0.00652523j 0.00710693-0.011546j 0.00694301+0.00486385j -0.0102107+0.00167111j 0.00681642-0.0133545j -0.0183814-0.00592723j 0.00624638+0.0199548j 0.00881821-0.00115515j -0.00514734+0.00245598j -0.0130146-0.0134138j -0.00143556+0.0231919j 0.0194936+0.00891941j 0.00592861-0.00210037j 0.00403135+0.00453075j 0.0202334+0.00587826j -0.00142337+0.00995413j 0.00504651-0.00496178j 0.00848657+0.00181407j 0.0107624+0.00746183j 0.0052355+0.00944418j 
-0.00243323+0.00121416j -0.00138063-0.00508883j 0.00809364-0.00197093j 0.00344723-0.00398182j -0.000792558-0.0173852j 0.00159608+0.00808143j -0.013935-0.0124035j 0.0101131-0.00401934j 0.0201941-0.00136164j -0.00462037-0.00735955j 0.00700964+0.0133761j -0.00714222+0.00515278j -0.00242231-0.0038185j -0.00579781-0.0233577j -0.00671652+0.00443757j -0.0387584+0.0020719j 0.0158605+0.00319493j -0.0209737-0.0105462j -0.00313427+0.0155898j 0.0206725+0.00421728j 0.0310345-0.0319903j -0.00701629-0.0292678j -0.0293584+0.00340627j 0.00277651+0.00187547j 0.0331824+0.00203978j 0.00233028-0.00415084j -0.0029392+0.0218378j 0.0216608-0.00474674j 0.00758088+0.00440551j -0.0363894-0.0083424j -0.081501-0.0464187j -0.0243971+0.0226285j -0.00277572+0.00815186j -0.00716382+0.0462632j -0.00997713-0.0105965j 0.0234301+0.0334327j 0.0785782+0.0380818j 0.021467+0.00531291j -0.0333319-0.00198534j 0.0263156-0.00149139j 0.0210632-0.0185832j -0.0218705-0.00534635j 0.0277386+0.0508741j -0.0104827+0.00692932j 0.00801092-0.00376962j 0.0254046-0.00244543j 0.0478367+0.0023239j 0.00698623-0.00820731j -0.00863327-0.00687065j 0.0155471+0.0406201j 0.0248715+0.0127325j -0.0205949-0.0136601j 0.0174587+0.0141492j 0.0143232+0.00964212j 0.00890888+0.0101501j -0.00600978+0.0108476j -0.0151109-0.0219688j -0.0257342-0.0022286j 0.01061+0.00590017j -0.0250892-0.0264018j 0.0128529+0.00400555j -0.0100772+0.00237301j 0.00527501-0.00125338j 0.00426064-0.00169697j -0.00365353-0.0141466j -0.0135939+0.00181066j 0.00626269+0.00429196j 0.00860622+0.00556032j 0.000662134+0.0141191j -0.00887812-0.0303579j 0.00236316-0.0164294j 0.00278172+0.0060989j -0.0252885-0.0126741j 0.00942144-0.00201126j -0.00445407-0.0105293j 0.0195525-0.00203342j -0.0129322+0.00517621j -0.000830599-0.0236051j 0.00672247+0.0160467j 0.0131195+0.00493693j 0.00992303+0.00635878j 0.0246858-0.00556151j -0.00875567-0.0266097j 0.00203979-0.000845135j 0.0150451+0.0031769j 0.0118108-0.0111219j 0.013812+0.00274006j 0.00616227+0.00673087j -0.00699865-0.00298078j 0.00475455-0.00275503j -0.00366034-0.00396669j 0.00987817+0.0134226j -0.00542493-0.00347849j 0.00821624+0.00896945j -0.00309133+0.0106113j 0.0125596+0.00576053j -0.014708-0.00127062j 
-0.012932-0.00552041j 0.00714084-0.00383281j -0.0103906+0.00523232j -0.00440255+0.00956069j 0.0240237+0.00973254j -0.0103115+0.00819799j -0.00841254+0.0114863j -0.00807426+0.00725133j 0.00235201+0.00922805j 0.0088085-0.00135869j -0.012805+0.00474962j -0.021459-0.00797967j 0.0122439-0.0126954j -0.00208541-0.00631349j -0.0182737-0.00550408j 0.0315238-0.00417846j 0.0132815-0.00484719j -0.0128464-0.00328886j -0.00228434+0.015351j 0.00126119-0.0195961j 0.0367952+0.0173496j -0.0306552-0.0252186j -0.00372739-0.0115926j -0.0218034-0.0205792j -0.0192677-0.00967715j -0.0143414-0.00478964j -0.0392742+0.00642654j -0.0131004+0.00445576j -0.035225-0.00733097j -0.0329862-0.0136517j 0.0363472-0.0293624j -0.0114412+0.0111378j 0.0152171+0.0237786j 0.0143302+0.0294208j -0.00718107-0.0103274j 0.0102846-0.0188662j 0.0312025+0.0252144j 0.0221213+0.0101462j 0.000273652+0.0414985j 0.00567181+0.0129921j 0.000320353-0.0480714j -0.066669-0.0529577j 0.00530111+0.00405066j -0.0200944+0.00220168j 0.0387363+0.0591214j 0.0606568+0.0417128j 0.0207014+0.0438269j -0.00972329-0.0187326j -0.0309512-0.0253975j 0.00424216-0.0142771j 0.0524954+0.0592315j -0.00667931+0.00556157j -0.0172859-0.0333944j 0.00296741-0.0143166j 0.0365114+0.0553979j 0.0247282+0.0347795j 0.0167743+0.0112077j 0.000221873-0.0230121j -0.018597-0.0357352j -0.00710581+0.00652724j -0.0145202-0.0278588j 0.0345699+0.0124029j -0.00504819+0.00874471j -0.0158844+0.00304268j -0.00747707-0.00624563j 0.00884298+0.0158477j -0.0129641+0.00546971j -0.0182531-0.00799635j 0.00025901+0.00234619j 0.00229836+0.0303294j 0.0185581+0.00155518j 0.00425508+0.000923175j -0.00228271-0.0118059j -0.00841414-0.00953925j -0.01227+0.0110359j -0.00252543+0.00165693j 0.0212663+0.00242662j 0.00997089+0.00205299j -0.00191365+0.0199238j -0.0139078-0.0126741j -0.000706399+0.0115096j 3.48188e-06-0.00547367j 0.0153166+0.0121197j -0.0040962-0.0170607j 0.0158531+0.0333541j 0.0108724+0.0161853j 0.0124114+0.021639j 0.00989305+0.00486043j -0.0191845-0.00368662j -0.00474291-0.00901982j 0.00450057+0.0154228j -0.00988809-0.00730215j 0.00457049-0.0211147j -0.00973532-0.0136717j -0.00187624-0.00436546j -0.00921904+0.00157889j 0.015696-0.00995697j 
-0.0023025-0.0046638j -0.00396604-0.0013082j 0.00393486+0.00115483j 0.00479818-0.00434412j 0.00477642+0.00386535j 0.0106574-0.0028393j 0.0139333-0.00465088j 0.00816273+0.0152516j -0.0122073-0.0105933j 0.0182862+0.00559886j 0.000143902+0.00449496j 0.00780482+0.0241468j -0.0145765-0.00874046j -0.00680648-0.0251194j -0.000838195-0.0240371j -0.00988814-0.0227155j -0.0252453-0.00715073j 0.0266884-0.0147063j -0.00354221+0.00272665j 0.00288876-0.00236395j 0.00167024-0.005251j 0.0143481-0.0529952j 0.0356857+0.014192j 0.00542148+0.00181931j 0.00214268-0.0279251j 0.00685378-0.00270856j 0.00894384+0.00860858j 0.0479734+0.0297459j 0.0255418+0.00560051j -0.0115559+0.00204604j -0.00849749+0.00931488j 0.0330101+0.0313833j -0.027586-0.033534j -0.0491286-0.00421275j 0.000211093-0.0321098j -0.0671808-0.0170427j -0.0526687+0.0300621j 0.00267153-0.0252799j 0.0479634+0.0287129j 0.0254479-0.0358585j -0.030942-0.0126506j -0.0327602+0.032791j -0.0351741+0.0248599j -0.0227622-0.00895419j 0.0180014-0.00776096j -0.00192335-0.025038j -0.000616905-0.0181451j -0.000321333+0.0152682j 0.0282681-0.00168359j -0.022823+0.00884618j -0.0129476-0.0343787j 0.00379224-0.010476j -0.00702815-0.00967413j -0.0157017+0.0025208j -0.00601911+0.00508585j -0.00146963+0.0251762j 0.00610751+0.00322868j 0.00130634+0.0143523j 0.00592835-0.0246657j 0.0161813+0.00863803j -0.0159783-0.0047428j -0.0189708-0.00432862j -0.00995416-0.00684221j 0.0119792+0.0101104j 0.0225488+0.0254439j -0.00154179-0.00875281j 0.00638101+0.0096996j 0.00808872+0.0214097j -0.0149749+0.0190562j 0.0285902-0.00522272j -0.00742837-0.00293182j -0.0206738+0.00940309j 0.00857688-0.00639693j 0.00644671-0.00521313j 0.0127211+0.0134057j 0.00820066-0.00318142j -0.0176117+0.0272236j -0.00436454+0.00211261j 0.000411102-0.00433864j -0.00486016-0.0215036j 0.00593049-0.00234409j -0.00535904-0.00260771j 0.0272153-0.0118383j 0.0198316+0.00722002j 0.000130717-0.0156653j 0.00723678-0.0130791j 0.00611953-0.00978692j -0.0180598+0.00981503j -0.00124258-0.0186463j 0.0025685-0.003354j 0.015601+0.000666299j 0.00230538-0.00644128j 0.00500909+0.000278086j -0.00533029-0.00920087j 0.00162543+0.0124072j 0.00256134-0.0112528j 0.00017213+0.000809812j 
