0.00046557+0.0164495j 0.0205595-0.00666906j -0.0247664+0.0140712j -0.00896486+0.02903j -0.0130919-0.0123611j -0.0140802+0.0219784j 0.0165559-0.000698052j 0.0133201-0.00320729j -0.00305688+0.0439606j -0.0141443+0.0161399j 0.00572803+0.0272747j 0.00385725+0.00633291j -0.0124128+0.00464263j 0.00867543-0.026363j -0.0140442-0.0214009j 0.00121417-0.00837365j -0.0334746-0.00926006j -0.00218474+0.0289632j 0.0165664+0.0625256j -0.00772858+0.00480221j 0.00318011-0.00063252j -0.000719668+0.0215459j 0.0154484+0.00137264j 0.0114141-0.00394575j 0.0082582+0.0115308j -0.0313671+0.00450011j 0.0266163+0.0224372j -0.0054562+0.0146907j -0.00257527-0.00103173j 0.0340407-0.0375319j 0.0195615-0.0149435j 0.00464361-0.00596484j 0.00679213+0.0329123j 0.00654965+0.0096842j -0.0026504+0.0336885j -0.0135566-0.0170366j 0.0212583+0.0147611j -0.0245188+0.00805548j -0.00791171+0.0243374j 0.00352173-0.0382965j -0.0597071-0.0219343j 0.0118621+0.0210102j 0.023292+0.0280718j 0.0184597+0.00336716j 0.00572863-0.0289871j -0.0241153-0.041811j 0.0233667+0.0341162j 0.0177959-0.033142j 0.00272166-0.0258624j -0.0569027+0.0221206j -0.0269212+0.0296227j 0.0120743-0.00171669j -0.0248851-0.000777265j -0.0183441-0.00962642j 0.0201896+0.0206444j 0.0308439+0.0338653j 0.00546477-0.0338801j -0.0243482-0.0529746j -0.00558859+0.0051286j 0.053678-0.0321134j -0.0103771-0.0155174j -0.00714215+0.024218j 0.0457867+0.0137615j 0.00641397+0.010608j 0.00624041-0.0297342j -0.00825119+0.00114746j -0.00164606+0.0302988j -0.028336-0.00937661j 0.0210424+0.00529211j 0.00974555+0.00851231j -0.00293837-0.0151211j -0.0267529-0.00230369j -0.00876748+0.0167451j -0.000188886+0.0438031j 0.0229474+0.0364954j -0.0306937+0.0210611j 0.0624543-0.00108066j -0.0231782+0.0133297j -0.00955794+0.0465412j -0.0248321+0.0352187j -0.0068537+0.0554965j -0.0184726+0.0195815j 0.0110576-0.0354887j -0.0408191-0.0438052j -0.0281353+0.0251292j 0.00610769+0.016912j -0.00349419-0.00885862j -0.0209091-0.0167737j -0.0157457-0.000829518j -0.0117571+0.0026534j -0.0145129+0.0199596j -0.0474624+0.0266923j -0.0190539-0.0677378j -0.0103635-0.00685304j 0.015891-0.0288645j -0.0832149-0.0374881j 0.0386951-0.0991323j 
-0.0182152+0.00283244j 0.00172811-0.000432217j 0.00601409+0.00519017j 0.00902094-0.0129759j 0.0116444-0.00372206j -0.0176614-0.0101j 0.0198549-0.000308516j 0.0212657-0.00802319j 0.0271865-0.0143573j -0.0253863+0.0295082j 0.000162393-0.0133147j -0.0127589-0.0300314j -0.0347401+0.0035257j -0.01776+0.0308186j -0.0338404-0.00297231j -0.0475508+0.0160229j -0.0300188-0.0393972j -0.0377978+0.0348979j -0.00725662-0.00174706j 0.0103443-0.0155163j 0.0853049-0.0256741j -0.0261285+0.0538722j -0.0339021-0.0247227j 0.00151663-0.0751102j 0.0284558+0.00752568j -0.0102517-0.0458379j -0.0387579-0.0459263j -0.00823882-0.0443459j -0.0209029+0.0203455j -0.0425007+0.0156148j 0.000437373+0.0718989j 0.0290625+0.000779486j -0.0252429-0.00832344j -0.0764385-0.0131015j -0.0145051+0.0514972j -0.0214315+0.0542778j 0.0547463-0.0405736j -0.117838+0.0819142j -0.034118-0.0317051j -0.00781832+0.0315474j 0.052651+0.0129724j 0.0579109+0.0162924j -0.00455697-0.0514969j -0.0381846+0.0268189j 0.00615228+0.0316627j -0.0141785+0.0160456j -0.00070419+0.0204928j 0.0729927-0.00117364j 0.015112-0.0129356j 0.00687665-0.0145879j -0.0298786+0.0320973j -0.00661548+0.00686082j -0.0250311-0.00323748j 0.00428291+0.004463j 0.00242658-0.00219154j 0.0315353-0.0252564j 0.00628185-0.00450997j 0.00653085+0.00708801j -0.021651-0.00492857j 0.0217006+0.0295724j 0.008487-0.0104196j 0.0133775+0.00534703j -0.00485446-0.0299225j 0.00205299+0.00726063j 0.00926406-0.00674005j -0.000426788+0.00863271j 0.00249641+0.00117123j -0.012378-0.00458682j 0.0231201-0.0392994j 0.00727721-0.0124195j 0.00618444+0.00333834j 0.00083202-0.00172605j -0.025968+0.00563088j -0.00761273-0.0134715j 0.000499879+0.00954797j -0.00389859-0.00762368j 0.0198627-0.0266194j 0.00162149+0.00193701j -0.0037341-0.0051241j 0.0157714+0.013288j 0.00156021-0.0067708j -0.0214699+0.00281454j -0.00175654+0.0194108j 0.0077236+2.66915e-05j -0.0092851+0.00306675j -0.00242949+0.0091868j -0.000940421+0.00352732j 0.0119262+0.00527071j -0.0177743+0.00823458j -0.0258272-0.00619735j 0.01242+0.00878359j -0.0151117-0.000609145j 0.00302866+0.00876029j -0.0145864-0.010885j -0.000854899-0.00386067j -0.00309377+0.0078625j 0.00794891+0.00583849j 
-0.00149416-0.00948072j 0.0146633-0.0105977j 0.0149813+0.0201422j 0.0113249+0.0168082j -0.00163077+0.00824956j -0.00719848+0.00884526j -0.00798186+0.028926j 0.0325148+0.00788216j -0.0148117-0.0112671j 0.0323728+0.0061812j 0.035599+0.0107253j 0.012396+0.01632j -0.00231163+0.000376417j 0.00792993-0.00494266j 0.0340454+0.0163564j -0.0298321+0.0243576j -0.0285438-0.0311657j 0.0343098+0.0462323j -0.0140657+0.0164345j -0.0415909-0.0259098j -0.0187549+0.00497429j 0.0244514+0.00139622j 0.0192308-0.0212574j -0.0843032-0.0662658j 0.00888742-0.0333076j -0.014055-0.00790295j 0.0248085+0.028338j 0.0200154-0.0420041j 0.0288818+0.00289252j 0.0447103-0.0456411j -0.0402895-0.0349476j 0.0286428+0.100416j -0.0554284+0.0402453j -0.00564503+0.0444036j -0.003183+0.0609101j 0.0320417+0.0206069j 0.00270256+0.00237252j 0.0562767+0.0125769j -0.0151689+0.0226791j -0.0255936+0.0518851j -0.0358194-0.0258444j 0.0313256+0.0645343j -0.0164846-0.00602284j -0.0168002-0.0231355j 0.00665824+0.00225387j -0.0171582-0.00579855j 0.0536645+0.00668043j -0.0121603+0.0136718j -0.00578323-0.0278128j -0.0209884-0.00256137j 0.00439307-0.0122229j 0.00367906+0.00927388j 0.0267744+0.0112089j 0.0023809-0.0348507j 0.00117202-0.0188921j -0.0280036-0.00773883j -0.0235938-0.012228j 0.00406062-0.0239799j -0.0179336-0.0161524j 0.0236853+0.0158337j -0.00953839-0.0157949j 0.00492718+0.00111038j -0.0225316+0.00394587j 0.0240031+0.00519819j -0.0036491-0.0189399j 0.00568778+0.0150592j 0.0169605+0.0077872j 0.00486022+0.00139982j -0.0260294+0.00848712j 0.00978094+0.0362894j 0.000194248-0.00888052j 0.0198702-0.00915638j -0.0038326-0.00504192j -0.0117278+0.0148662j 0.0235092-0.00465966j -0.00552453-0.00534572j -0.00832185+0.00927895j 0.00366193-0.0066827j -0.00258381-0.00146201j 0.0281316+0.0161371j 0.00697172+0.00627741j -0.00900421+0.00146782j 0.0146099+0.00272648j 0.00404903-0.00260829j -0.00571294-0.00543867j 0.0124029-0.00277206j -0.00641719+0.000416857j -0.0143083-0.0174586j -0.000971095+0.00853506j -0.00527589-0.00188542j 0.0125183+0.00658366j 0.00675166+0.00609978j -0.015994-0.0228239j -0.00359305-0.00672004j -0.00544781-0.00802581j -0.00592343-0.000943165j -0.00814155-0.0044383j 
0.0134631-0.0118994j -0.00391406-0.00860806j 0.00749595-0.00455326j 0.00169678-0.0135239j -0.0100273+0.0125593j -0.0041428+0.0168142j -0.000876843-0.0026567j -0.0012834+0.0126379j -0.010194+0.0170617j 0.0148505-0.0114543j 0.00689968-0.00286342j 0.0111306-0.0505402j 0.00285743-0.0319758j -0.0167597+0.0197582j -1.02346e-05-0.0295902j 0.0154157-0.0142494j -0.0112521+0.0444447j -0.00342574-0.00286689j 0.0118388+0.0019425j 0.00219327+0.0271732j -0.00864781+0.0633207j -0.051921-0.0138492j 0.0958888-0.0133523j 0.0237684+0.0310181j -0.0191293+0.0727032j 0.0229726-0.0243427j 0.00187556-0.0426902j 0.0321561+0.0430265j -0.0019757-0.0372583j -0.00497689-0.071512j 0.000948292+0.00241715j 0.0743944-0.0263054j -0.0129656+0.0242524j -0.0191934+0.0114062j -0.0373947-0.0453919j -0.0554667-0.00712991j -0.0360291+0.029074j -0.0104318-0.0437101j 0.0557568-0.0110809j -0.0305407-0.0221564j -0.0376923+0.0612763j -0.037378-0.0434162j 0.0168851+0.0475153j -0.0234533-0.0485885j -0.0112854-0.0238188j -0.00990983+0.0350476j -0.0391931+0.0205719j -0.0198218+0.00948924j 0.00576566+0.00341533j 0.0199522-0.0258601j -0.020821+0.0481606j 0.00334286-0.00895825j -0.0297235+0.0133584j -0.0211709+0.029961j 0.0157088+0.0083969j 0.00998548-0.00703125j -0.00321139+0.0137779j 0.0292562-0.0198561j -0.0236008+0.0309987j -0.00742453-0.0322995j 0.0106856+0.00494945j 0.0173612-0.0177724j -0.0119158+0.0257406j -0.00384703+0.00506417j 0.000214199+0.00662303j -0.0150831-0.00554737j 0.00133979-0.00138397j 0.0235634-0.0125637j 0.014126+0.0063904j 0.00184716+0.0120806j 0.000729465+0.010093j 0.00201064+0.0209765j 0.0330857-0.0238499j 0.0263129-0.019499j -0.00371703+0.00213952j 0.0116504+0.026375j 0.0263171-0.0077015j -0.006422-0.00314505j 0.00205127-0.00209746j -0.0156442-0.0156521j 0.00864479-0.0210867j -0.000273921+0.0282226j -0.00791172+0.00660633j 0.0140743+0.00775963j -0.00331409+0.029582j -0.00793328+0.0207359j 0.00847471+0.00897259j 0.0104935-0.00753358j -0.0012983+0.00038804j 0.0171623+0.0156644j -0.000111156-0.00494044j 0.000511286+0.00310297j -0.00982956+0.00447763j 0.00209724-0.00857116j -0.0029269-0.0118738j 0.000891826+0.0025139j -0.00254804+0.00727692j 
-0.0136035-0.00357258j -0.00237512+0.00594153j -0.0144814+0.0045591j 0.0250139-0.011581j 0.0324873+0.00677406j 0.0112264-0.00529711j 0.0205843+0.00785202j -0.000343417+0.00320889j 0.0176356+0.00304308j -0.029401+0.020596j 0.0294792-0.0252059j 0.0163337-0.0118114j 0.0167745-0.0131615j 0.00564753+0.0117467j 0.00732108-0.0097026j 0.0246535-0.00253479j -0.0169603+0.00314734j 0.083525+0.0239553j 0.00339316-0.0166965j 0.0207643+0.0425325j 0.0398123+0.0361235j 0.0315519+0.0411827j -0.0535095+0.0385833j -0.00321566+0.0867241j 0.0317906+0.0827205j 0.0513824-0.0169286j 0.00298526-0.0644585j -0.0445737+0.0134018j -0.0491146-0.00518021j 0.00865131+0.00408004j 0.0499492+0.131317j 0.0220113-0.0508124j -0.0088806-0.0536232j -0.0012139-0.0607329j 0.0676801+0.0149419j 0.0758328+0.010962j -0.0168099-0.0501478j -0.0266801-0.0243411j -0.0792872-0.0340079j -0.00541663-0.0346698j 0.00832229+0.0399106j 0.0525333-0.0407619j -0.0224508-0.0529684j -0.0167903+0.0503803j -0.00441221-0.0102578j -0.0206039-0.0307848j -0.0126919-0.0150902j 0.0232841-0.00694331j 0.0205221+0.0523736j -0.0618171-0.0346526j -0.0112655+0.012264j 0.0255551+0.034642j 0.0144077-0.00643717j -0.00625799-0.00543961j -0.0104612+0.022325j -0.00982922-0.00587391j 0.00992116+0.0336335j -0.0141522+0.00627243j 0.0174997+0.00234505j 0.0204074+0.0123452j -0.00829765+0.0066252j 3.36086e-05-0.00087892j 0.00195172+0.00781482j -0.0174104-0.00588624j 0.00442437+0.0127937j 0.00874213-0.02134j 0.0182758+0.0071564j -0.026835+0.00282163j -0.00427066-0.00870832j -0.0027531-0.0172265j -0.013796-0.000703742j 0.015426+0.0116555j 0.000985261+0.0213762j 0.00593462-0.00215506j 0.0191956+0.00517536j -0.00187603-0.0168713j 0.00248888+0.0098292j 0.000469336-0.00411272j -0.00685945-0.00362923j -0.000976676-0.0117512j 0.00562575-0.010463j 0.00468566-0.00212896j 0.017946+0.0122863j 0.00758008+0.00912491j -0.00288302-0.00210965j -0.00234891-0.00222716j 0.0136989+0.0127388j -0.00517561+0.0128915j -0.00944257+0.00512631j 0.00279857+0.00391984j 0.00694309+0.00587329j -0.0107681-0.00521762j -0.00623878+0.00765795j -0.0108825-0.00774367j -0.00208815+0.00783897j -0.01346-0.0030607j 0.00228455+0.0109024j 
-0.000555875-0.0205256j 0.00214165+0.000354969j 0.0042412+0.00603834j 0.0108173+0.00643207j 0.000356952+0.0255575j 0.00379716+0.0131435j -0.00562644+0.0227103j 0.019922-0.0147982j 0.00126441-0.0150445j -0.00341536+0.011545j 0.00845713-0.00201285j -0.0186701+0.0153601j -0.0163216-0.013996j -0.0208603-0.000784391j -0.0372053+0.0304198j -0.0200254+0.0667012j -0.00625691-0.00234239j -0.0372741+0.0706308j 0.0123733-0.0269896j -0.0125876-0.00639506j 0.072751-0.0248476j -0.02102-0.014864j -0.0147058-0.0293726j -0.0355252-0.0216147j 0.000208206-0.0087693j -0.0225271-0.00049668j -0.011717+0.0268508j 0.000821606-0.00479556j -0.00471903-0.0344809j -0.0709034+0.00785034j -0.0503461+0.0677234j -0.00775917+0.0732631j -0.0195164+0.00787776j -0.00838187+0.0770368j 0.0186546+0.0138174j -0.0184131+0.0746928j 0.0511256-0.0573054j -0.0422251-0.00630789j 0.0235018+0.0187475j 0.013067-0.0104544j 0.0149076-0.000375874j 0.0221345+0.00915917j 0.0101509+0.0449603j -0.0636813-0.0217182j 0.00656163-0.0311741j 0.00109383+0.0275571j 0.0086923-0.0254597j 0.0197637-0.00455489j -0.00593233+0.0125082j 0.00368535-0.0248371j -0.0004105+0.0366576j -0.00786168+0.00816957j 0.0109064+0.00490004j -0.0182373+0.0123933j -0.0139579+0.00850152j 0.0176486-0.0280448j 0.00403607+0.0136104j -0.0173604+0.0256385j -0.00472046-0.0183658j -0.0151597+0.000754343j -0.00356035+0.00591372j 0.01835+0.00222604j 0.0139706+0.0106486j 0.00902295-0.00156203j -0.00318755-0.00179136j -0.00574343+0.00675132j 0.00927337+0.00100958j -0.010752-0.000781416j 0.011093-0.0021263j 0.0406841+0.00433262j 0.0118002-0.00728252j 0.000694866+0.00968379j -0.0139086+0.0113416j -0.000129414+0.00921653j -0.00465136+0.0161538j 0.0204565-0.0122291j 0.00736248+0.0087646j 0.00690387-0.0111148j 0.00661803-0.0204118j 0.00731086-0.0167082j 0.0110274-0.0187815j -0.00435638+0.0128558j -0.00656735+0.0144886j 0.00367882+0.0144004j 0.0107619+0.00173065j 0.00391741-0.0066327j -0.00241381+0.0165931j -0.015056+0.00669823j 0.00195589-0.0009561j 0.00741759+0.0172609j 0.00422001+0.00537985j 0.00396513-0.00511646j -0.0173842+0.0102035j -0.0129079-0.0120053j -0.00676684+0.00230203j -0.000919872-0.00621265j -0.00340428+0.014177j 
-0.011738+0.00237657j -0.00268009-0.00242187j -0.0254521+0.0144518j -0.00736677+0.0110931j 0.0103088-0.0100601j 0.0121935-0.0103762j 0.00738317-0.00686281j -0.00816485+0.00523488j 0.00946587-0.00147036j -0.0282673-0.000416479j -0.0101683+0.0209789j 0.00444314+0.00934753j -0.0286432-0.0181643j -0.00522105-0.0286394j -0.00301524-0.00251672j 0.0343189+0.0362263j 0.00416742-0.00356412j 0.04799-0.0405946j -0.0286077+0.0529265j 0.0167907-0.0344004j 0.0411433-0.00144804j -0.0141735-0.0909953j -0.00351327+0.0458634j 0.0673876-0.0152547j 0.0317385-0.0527804j 0.0215055+0.00514556j -0.014022+0.000836528j -0.000903572-0.00916211j -0.0277466-0.0469289j -0.0060372+0.00624812j 0.0605854+0.00631614j -0.00528559+0.0994656j 0.0150106-0.0239989j 0.00867725+0.0190002j -0.0123108-0.0318531j 0.00836765-0.0207671j -0.046588+0.0138524j -0.0160225-0.0865138j -0.0353065+0.0421001j -0.0060184-0.0883013j 0.0665082-0.0310668j 0.00206611+0.00337361j 0.0247563+0.0554686j -0.00731572-0.0439848j -0.0439564-0.0220917j 0.00168888-0.00759384j -0.0123572-0.0520575j -0.0155538+0.0387799j 0.0116172+0.0130989j -0.040655+0.0155939j 0.0112302-0.0351704j 0.0041701+0.0256081j 0.00958938-0.0394187j 0.00569304-0.0179082j 0.0191521-0.00330155j -0.0297966+0.0311632j 0.0254268+0.0138201j 0.00573955+0.0161481j -0.000495766-0.0313756j -0.0140011+0.0083154j -0.00303594+0.0208307j -0.0132817+0.0206361j 0.0242469-0.00580487j -0.00873044-0.00166231j 0.00421009+0.0013162j -0.0135002+0.00192908j -0.0108045-0.0106097j 0.0151472+0.00998489j 0.0109268+0.0314385j -0.00686641+0.0132304j -4.84552e-05+0.00621685j 0.00847067-0.000393727j 0.00636994-0.00372233j 0.00743539+0.00958192j -0.00443576+0.00486831j 0.0072869+0.0259665j 0.0280978+0.040635j -0.00733865+0.000986781j -0.0121889-0.00751107j -0.021672-0.0165632j -0.0185464+0.0151437j 0.00166489-0.0212698j -0.00938208-0.0216913j 0.0222503+0.00997305j 0.00170083+0.00160193j -0.00763178-0.0124202j 0.014992-0.00562888j 0.0154136+0.000918324j -0.0012253-0.0123291j 0.0128606-0.0155707j 0.000268294-0.000993347j -0.00979731-0.00309743j 0.00977018-0.016717j -0.00217626-0.00527352j 0.0045353-0.00320181j -0.0139826+0.00128412j 0.00849028-0.0026141j 
-0.00176078+0.0230882j -0.0299121+0.0188429j 0.0120856-0.0367785j 0.0186118-0.00115423j -0.00688306+0.00366321j 0.00982356-0.0150222j 0.011686-0.0163351j 0.00433776-0.0178309j -0.010403+0.035764j -0.0257864-0.0380567j 0.0256234+0.0106194j 0.0262391+0.0125886j 0.000762186+0.00904391j 0.0106397-0.00723832j 0.0216645-0.01613j 0.0148911+0.0141925j -0.0155576-0.0272106j 0.0202475-0.0187244j 0.00627015-0.0450203j -0.0162641-0.0242353j -0.048302-0.00143691j -0.021618-0.0178704j -0.0106097-0.00369204j -0.0304961+0.024205j -0.019077-0.0682537j 0.0465397+0.0382681j 0.0434724+0.026354j -0.0209273-0.0349534j 0.00757012-0.0176927j 0.021169-0.0134466j -0.103423+0.0195357j 0.0647707+0.055665j 0.0392925+0.0171391j 0.0461974+0.00670254j -0.0121573+0.0167566j 0.00509897+0.00836728j -0.0246151+0.0157355j -0.00283274-0.0229439j -0.0100144+0.00346868j 0.0331813-0.000714296j -0.0082011-0.020886j 0.00878366+0.0374967j 0.0106047+0.0286146j -0.00663228-0.0231493j 0.00299255-0.0137952j 0.0160501-0.0102153j 0.0246266-0.0286179j -0.00971882+0.000716964j -0.00951671-0.0120827j 0.0137258-0.00722165j 0.0197972-0.0563652j 0.00199158-0.0147987j 0.0053348-0.0184684j -0.0094654-0.00698229j -0.00502731-0.00396988j -0.0230337+0.0166351j -0.0143035-0.00181201j -0.0125643+0.0170584j -0.00820642-0.00974249j -0.0163844+0.0142907j -0.0118276+0.00614784j -0.0162472+0.015113j 0.00559229+0.00082485j 0.0170855-0.00553889j -0.0232477+0.00406718j 0.00707796+0.00406465j -0.0108234+0.00173222j 0.00556916-0.010046j -0.00700542+0.0233554j 0.00670504-0.0189243j 0.00473907-0.00359744j -0.00775164-0.00888328j 0.00275995+0.0116685j 0.0103383+0.00910075j -0.00509048+0.00427353j 0.00930367+0.000590445j -0.000886023+0.013202j -0.00789472+0.00458933j -0.00289752+0.00807075j 0.00629564-0.00476323j 0.000820476+0.00322071j -0.00325256-0.00539175j -0.00224808-0.0161888j 0.00752164-0.0127073j 0.00790785-0.0113507j -0.00433241+0.00474235j 0.00055501-0.00866575j -0.00653079+0.00623143j 0.0109544+0.00324792j 0.00255344-0.0010077j -0.00948291-0.000159127j 0.00774989-0.0232128j -0.00535444-0.00573145j -0.00224183+0.0185527j -0.00802848+0.019053j 0.0117265-0.019202j -0.00250247-0.0103707j 
-0.0148853+0.00466028j 0.0194253+0.015028j 0.0220376-0.00493838j 0.00955828-0.00220994j 0.0130741+0.00533346j -0.0260616-0.0187703j -0.0143867+0.000430679j 0.0166325+0.00163638j -0.00333267+0.0180412j 0.0252326+0.0117375j 0.0101578-0.0172174j 0.0386935+0.022983j -0.00640277+0.0245878j -0.0153651-0.00759853j 0.0139727-0.0253341j -0.0697466-0.00818118j 0.0483224-0.04671j -0.0479227+0.0182023j -0.0242651-0.0207564j -0.00639194+0.030246j 0.0183912+0.0526204j -0.0243843+0.0716217j 0.0660464+0.0919059j 0.023736+0.0605078j 0.0254941+0.0336417j 0.0102641+0.0528077j 0.000697067+0.00247198j 0.0618285+0.0157299j -0.00376165+0.063964j 0.0838993-0.0135174j -0.047184+0.0525144j -0.0611968+0.0170575j -0.0728229-0.032827j -0.0361158-0.0992246j -0.0785815-0.00411017j -0.024993-0.0688481j 0.033798-0.0705786j -0.0120222+0.00203948j 0.0487042-0.0197649j -0.0333396+0.0030599j 0.00901449+0.00473946j -0.00469695-0.0448371j -0.0219701+0.0195591j 0.00958656+0.0203267j 0.0296768-0.0451871j 0.032828-0.0474388j 0.00792425-0.0124408j -0.0162625-0.00885292j 0.00757236+0.0587167j 0.00970537-0.0258924j 0.0243106-0.0553487j -0.0298963+0.0180797j 0.00329921-0.0169643j 0.00251761-0.0199473j 0.0244884+0.0265809j 0.00296906+0.0215219j 0.026885-0.00532976j 0.0281071-0.00134013j -0.0107581+0.0327487j -0.0262729-0.0103473j 0.0158469+0.0144595j 0.00651173+0.00853008j -0.0114043+0.00744708j 0.00849499+0.0161364j 0.00682131-0.00717229j -0.0244843-0.00161615j 0.0033196+0.0116837j 0.0152158+0.011695j -0.0102111+0.000385446j -0.00438292+0.000951919j 0.00629682-0.00207188j 0.0202991-0.0163945j 0.00684641+0.0215734j 0.00174071+0.0210943j 0.0166693+0.0201996j -0.00485238-0.00386527j 0.0132438+0.0147117j 0.0051559-0.00346076j -0.0126561+0.00913014j 0.000176121-0.0236132j -0.0141091+0.0124192j 0.00361586+0.0133023j 0.00275112-0.0148322j 0.0207775+0.0115163j -0.0136304-0.0136852j -0.0070919-0.00416949j 0.00952842-0.0077931j 0.0179901-0.00412456j -0.0106897-0.00129835j 0.00637277+0.00746574j 0.0134785-0.00309003j 0.00185646-0.00879155j 0.0060875-0.0149505j -0.00811429+0.00949787j 0.0079592+0.00284387j -0.00368638-0.0123599j 0.00712214-0.0102101j 
0.0199543+0.01941j -0.0103207+0.00653762j -0.000821716+0.00623694j -0.0381299+0.0211862j -0.00763514-0.0173496j 0.021914-0.0146168j 0.000429584-0.0206577j 0.0221678-0.0082239j -0.0344862+0.00522968j 0.00620778-0.0119595j -0.0333945+0.0183438j -0.0267542+0.0225059j -0.0236217-0.00658224j -0.00638915+0.00670834j -0.0171298+0.0683547j -0.0095118+0.0209099j -0.0252347+0.069961j 0.0103036-0.0326336j -0.0130919+0.0128839j 0.00759749-0.00711917j -0.0583265-0.0481699j -0.0590652-0.00299076j -0.0359828+0.0460229j 0.00582763+0.059635j -0.0092709+0.0124415j -0.0621092+0.0370648j -0.00269776+0.0335527j 0.036027-0.00635326j 0.0613184-0.0762696j -0.0435341+0.123796j 0.0605576-0.00287879j 0.033173-0.0727412j 0.00687062-0.0268481j 0.0218429+0.00664413j -0.0030681-0.0373967j 0.00817995+0.00933385j 0.0386818-0.0135938j 0.0259331-0.000571387j 0.0339077+0.0202121j -0.00774985-0.0482192j -0.0232237-0.0172937j 0.0446411-0.0378883j 0.00366362-0.0217163j 5.0861e-05+0.0411003j 0.0204263+0.00973767j 0.00961423-0.0175365j 0.00588186-0.0357887j -0.00189818-0.031995j -0.0251003+0.00966937j 0.0205832+0.0156435j -0.0104856+0.019893j -0.0228946+0.0126103j -0.0138196-0.0015947j 0.000338733+0.0279669j -0.00129179+0.00903684j -0.00728208-0.0100142j -0.00341058+0.0290124j 0.00586976+0.025425j -0.032544-0.00982595j 0.0190809-0.0107865j 0.00430274+0.0120658j -0.00755188+0.00700483j -0.00193729-0.0108302j -0.00792561-0.0105917j 0.00993792+0.0168013j 0.00467085-0.0159645j -0.0188355+0.00543011j 0.0110251+0.00201669j 0.00681077-0.00764247j -0.0196661-0.0236292j -0.0166041+0.00536031j -0.00320863+0.0205685j -0.00899901+0.017856j -0.00875263+0.00897099j 0.00173904+0.00506677j -0.0145333+0.00723999j -0.00774442+0.00789759j -0.00937086-0.00614264j 0.000446749-0.00667452j -0.00421972-0.00186212j 0.0112704-0.00546802j -0.0163305+0.00262943j 0.0105078-0.000331254j -0.00205551+0.0213406j -0.00896024-0.00836124j -0.0040798-0.00767665j -0.00748919+0.00691711j 0.0099112+0.017453j -0.000640356-0.00384061j -0.00382228-0.000512564j 0.00221799+0.0150234j 0.000870877+0.00657779j 0.016794+0.00755063j 0.010792+0.00121667j 0.0140059+0.0107359j -0.00615113+0.00414009j 0.0122237-0.00441796j 
0.0126961-0.00717008j -0.00719578+0.0110859j 0.0162677-0.0023438j -0.0182432+0.013826j -0.00433725-0.00171711j 0.0342193+0.00490116j -0.00171066+0.000633729j 0.0345233+0.014604j -0.0331548+0.00476159j -0.00920226-0.00624312j -0.0332051+0.0199552j -0.0410695+0.0200173j -0.0531566+0.0107483j -0.0273836-0.00593895j -0.0464259+0.0114679j 0.0285527+0.0203535j 0.00213873+0.016438j -0.0408645-0.00633586j 0.029655-0.00143877j 0.0148037-0.015456j 0.0028822-0.00846151j -0.0746804-0.0156792j -0.0323042+0.00154971j 0.0031224-0.011676j 0.0149478-0.020205j -0.0548125+0.0581507j -0.0260651+0.0224368j 0.0674007-0.0195778j 0.0120238-0.0401091j -0.082036+0.00792737j 0.00966723-0.011865j 0.0200344+0.0660607j 0.0336141+0.00836935j 0.0353882+0.0328995j -0.0802192+0.0109627j 0.00168131+0.0162201j 0.0574101-0.0163601j -0.0280003-0.0435021j 0.0256015+0.0152559j -0.0100889-0.0381646j 0.043062-0.0312445j 0.00649879-0.00262705j 0.00390589+0.0237635j -0.0202209-0.0306545j 0.042112-0.00379285j 0.0301724-0.00583453j 0.0361161-0.031037j 0.0225979+0.00995002j -0.0416307+0.00526519j 0.044492-0.00641927j 0.0300103-0.0152675j -0.0208449+0.021256j 0.0119254-0.00597219j 0.0208958-0.00251378j -0.0230976-0.0205946j -0.00869042+0.0118627j 0.0239623-0.00503311j -0.0029724-0.0107462j -0.0225364+0.00750393j -0.0171398-0.0026498j 0.000553478+0.000588184j -0.0127943+0.00213338j 0.020037-0.00207312j -0.0125899-0.0109567j 0.0147456-0.00676768j 0.00296498+0.00549419j 0.000204866+0.0173468j 0.0148447-0.00985373j 0.0246553+0.00745999j 0.00249659+0.00152037j 0.0122191-0.000949485j 0.005673-0.00968554j -0.0243785+0.0088829j -0.0174432+0.0116889j -0.0173797+0.00315789j 0.0183573+0.00650684j 0.010039+0.0125345j -0.0120947-0.00479362j 0.00459015-0.00952708j -0.0171872-0.00841908j -0.000718549+0.00350948j -0.0077452+0.000166925j 0.00974613-0.0146546j 0.00170087+0.00326967j 0.011828+0.0071555j 0.00697684-0.00255094j -0.00460246+0.0032571j -0.00193291-0.00634498j 0.0120122-0.00531099j -0.00808952+0.00652219j 0.00210892+0.000456835j 0.0061549+0.00684978j 0.0155078-0.00940846j 0.00944014-0.000809265j -0.00228629-7.79432e-05j 0.0036812-0.0061686j 0.00330238-0.00435217j 
