0.0361664-0.000725542j 0.0265388+0.0562634j -0.0235141+0.0128378j -0.0053894+0.032175j -0.00604146-0.089342j 0.0277766-0.00804409j -0.0221236+0.05354j 0.0193575+0.00323906j 0.0224811-0.0297988j 0.0504747-0.0558833j -0.0660856-0.010371j -0.024528-0.0576109j -0.00565539+0.0640386j -0.0872689-0.0362889j -0.0580378-0.0682282j -0.0791434+0.0442479j -0.0353114+0.0485404j -0.0164575-0.0829105j -0.1118-0.154907j -0.00558927-0.0290421j 0.0868745+0.101603j -0.00675514+0.0215656j -0.0403895-0.0745061j 0.0917285-0.107445j -0.090268+0.0530255j -0.00551449-0.031589j 0.0563419+0.109858j -0.0049815-0.00810863j 0.0352717-0.0294194j -0.0282446-0.0119996j 0.0123086+0.029115j 0.0014739+0.0410019j 0.0107855+0.00595266j -0.0429777+0.0321613j 0.0588944+0.0481183j 0.0332547-0.0213577j 0.0101295+0.038505j 0.038331-0.0195714j 0.0400431-0.0249717j 0.00387101-0.0101109j 0.0150224+0.0395625j 0.00504242+0.00146485j -0.0241425+0.0123923j -0.0361235+0.0228903j 0.0292048-0.0182406j -0.0611465-0.0445204j -0.0272988+0.00910957j -0.0340803+0.0282102j -0.0667257-0.0433471j 0.00991538+0.0451505j -0.0616294+0.00164942j -0.0751084-0.00945222j -0.172102-0.125221j 0.0121064+0.124252j -0.0612436-0.0928128j -0.0572668-0.0942032j 0.0401941+0.0545076j -0.00112018+0.0189895j 0.0193874+0.0293807j 0.0316185+0.0311239j 0.00943613-0.0215664j -0.0604252-0.000535207j 0.126209+0.0685045j -0.0198508-0.00888533j 0.051316-0.0631729j -0.0405731-0.0678016j 0.0240982-0.0344105j 0.0293546-0.01181j 0.0121847+0.0502026j 0.00425229+0.0541987j -0.0137598+0.0220645j -0.0281358-0.00826549j -0.00344395+0.00168287j 0.0544296+0.0398463j -0.0100939-0.0152852j 0.076984+0.0253472j -0.0112224-0.02095j -0.0662129-0.0204578j 0.0123988+0.0105212j 0.00406577+0.0132309j 0.0384613+0.0296415j -0.0442004-0.020494j 0.0391257+0.0132865j 0.028558+0.0667418j 0.0103462+0.00530779j -0.0246835-0.00634952j 0.0402515+0.0288948j 0.0744238-0.0302192j 0.0529098+0.0523297j -0.00295955-0.00809513j -0.0143749+0.0500068j -0.0660338+0.00793555j 
0.00837866-0.00457564j 0.00746152-0.00680096j 0.158857-0.0312054j -0.0566173+0.0263863j -0.0962599+0.0211652j 0.0480792-0.0619652j 0.0484361-0.0521096j 0.075695-0.0933021j -0.0954694+0.0265334j 0.0356451+0.0658192j 0.0516993-0.0709004j 0.0278697-0.0302761j -0.0251458-0.0393348j 0.134318-0.050219j -0.0634732+0.0449342j 0.0399747-0.0395464j 0.0570833+0.0610654j 0.0541549-0.0258387j 0.00468993+0.0546955j -0.0443298+0.0327293j 0.0306216-0.0540106j -0.0307556+0.0605399j 0.0378939+0.00957625j 0.00784115-0.0895788j 0.0392277+0.0452379j 0.0350845-0.0171502j -0.0210132+0.0245919j -0.00413777+0.025306j 0.00212258+0.0552054j 0.0431669-0.0239317j -0.0301246-0.00408017j -0.00624784+0.0489109j -0.0557819-0.0125127j -0.0278782-0.0428899j -0.0252903+0.0236287j -0.0161054+0.0322229j -0.00669979+0.0881744j -0.094937+0.0560749j -0.105561+0.0904702j 0.166318-0.0460212j -0.0441594+0.0393178j -0.0324767+0.149938j 0.090976+0.00275427j 0.0654552-0.00472624j -0.0703224-0.100088j 0.0788401-0.0480033j 0.0133567-0.00798678j 0.0390927+0.0248177j 0.0353411-0.03408j 0.0499511+0.0153936j -0.0708103+0.0524046j 0.0222731+0.0140991j -0.0186677-0.0813061j -0.00382017+0.0270112j -0.0139762+0.032841j -0.0481047-0.0310446j 0.0088313-0.00694346j -0.0429544-0.0183781j -0.0355712-0.0477872j -0.0231923-0.0189683j 0.0147402+0.00587783j 0.011201-0.00297607j -0.052217-0.0135333j -0.0316842-0.0205433j -0.0513637-0.042258j 0.0256247-9.43618e-05j 0.0198656-0.0452485j -0.014364-0.00253358j 0.00121267+0.020397j -0.00424855-0.0220347j -0.000712196+0.00130023j 0.0249667+0.00875988j 0.0243282-0.000135339j 3.90567e-05-0.0373886j 0.0563801+0.0545273j 0.00525895-0.0536693j 0.0390008+0.0120831j -0.0249502-0.0160047j -0.0175349-0.0116581j 0.00600316+0.0126021j 0.0273386+0.0228253j -0.0110939+0.01588j -0.0138478+0.00843915j -0.0173396+0.00339935j -0.00561678-0.0123243j 0.00583546-0.011735j -0.00963332+0.0122841j 0.0147232+0.00049911j 0.0104659+0.00366928j 0.0109746+0.00773686j 0.00311033+0.0130996j 0.00611526-0.00137101j 
0.0132079+0.0033855j -0.00899294-0.0325598j -0.192102+0.0714218j -0.00479836+0.0259939j -0.0246307-0.0143277j -0.0505879-0.168387j 0.0704543+0.0418874j 0.00157682-0.0381266j 0.0144884+0.00887847j -0.065677-0.0629679j -0.0158931+0.0267094j -0.137044+0.0853037j 0.0729524-0.0781669j -0.0271727-0.0361005j -0.106492+0.00388805j -0.107045-0.00393709j -0.0530795-0.0176826j -0.0966392+0.0366271j -0.0242168+0.0699749j -0.0724177+0.118028j -0.0343032+0.00363985j 0.0538294+0.0258743j -0.0679142+0.0442602j -0.0702641-0.0883189j -0.0329191+0.0146181j -0.00647908-0.0450604j -0.0434336-0.0086346j -0.00935179+0.0124666j -0.0650256+0.0597162j 0.01015+0.0432395j -0.0123704-0.0528582j -0.0491764+0.0907286j 0.0139272-0.0629167j -0.0727037-0.0559308j -0.0632254+0.00390859j -0.0649187-0.0446209j -0.0371702+0.0275356j -0.00015632-0.0751605j 0.102573-0.1742j -0.0269429-0.0591652j 0.0276654+0.195861j -0.0260607-0.122748j 0.102089+0.017636j 0.0406714+0.0997297j 0.0203001+0.0639352j -0.0154182-0.0858446j -0.0267512+0.0141206j -0.00198742+0.0223261j 0.046477-0.0205252j 0.0304142+0.0689257j -0.0285404+0.00743714j 0.018133-0.0162285j 0.0178023-0.0598019j -0.00663664-0.0141332j -0.0392496+0.0410285j -0.0128608-0.0315161j 0.0384392+0.00184824j -0.0828505+0.0314752j -0.0583807-0.023948j 0.0588987-0.0465584j 0.0410984-0.0383647j -0.0465496+0.0190005j -0.00668039-0.0203845j 0.00585685+0.00169934j -0.034481-0.0606731j 0.0249146-0.0134783j 0.0416935-0.0715355j 0.00736713-0.0522183j -0.0268852+0.00910283j -0.043794+0.0219849j -0.0204351+0.000691886j 0.0177183+0.00435709j 0.0207637+0.00167894j -0.0294336+0.0261641j 0.0595686-0.0302278j -0.0191943+0.0277203j 0.0289102-0.024627j -0.037885+0.0157269j -0.00750344+0.0181348j 0.0280386+0.00309309j 0.00691768-0.00232165j 0.00776775-0.00558354j -0.0234271-0.00881323j -0.0133421-0.00816318j -0.000336885-0.0016022j 0.000768655-0.00527396j 0.00888602+0.00823395j 0.0507281-0.033297j 0.00744807+0.00129068j 0.0228774-0.00208851j -0.0108997+0.030518j -0.00434155+0.0197409j 
-0.0786759+0.0682629j 0.0392108+0.0636315j -0.0101939-0.0317877j -0.0232334+0.051557j -0.00397518-0.05101j -0.0381622+0.045437j 0.00974744+0.0538768j -0.00167401+0.0761149j -0.112483-0.0326151j -0.0956449+0.0402018j 0.00167188+0.043538j 0.127909-0.0539052j -0.147397+0.101399j -0.0287225-0.00955724j -0.0125462-0.202041j 0.157259+0.0738291j -0.0576072-0.0790594j -0.00242019-0.0299761j 0.0517767-0.0132138j -0.0685072+0.0698561j -0.0402231+0.0462264j -0.038475+0.023917j -0.0465418+0.00752784j -0.0922957+0.0591726j 0.0437775+0.0325513j 0.0158454+0.0591078j -0.0565044-0.0277939j 0.0366806-0.00413251j 0.0427426+0.0227083j 0.0435344-0.00185572j 0.00759519-0.0303964j -0.0467129+0.0483635j 0.083804-0.0194948j -0.0793669-0.0102259j -0.0289647-0.02295j -0.0382338+0.035397j 0.0422639+0.000680239j 0.0214787-0.0198158j 0.113728+0.0211708j -0.0477689+0.117905j -0.00333282+0.0236468j 0.0315192-0.166569j -0.0731706-0.00391758j 0.0265105-0.00883904j -0.0131649+0.100365j -0.0475691+0.0258408j -0.0504039-0.0160384j -0.0636062+0.0162878j -0.0516332-0.0196468j -0.0263355-0.0429845j -0.0539282-0.0410002j 0.0803328-0.0426361j 0.0155583-0.0123724j 0.0600488-0.0516417j 0.0013547-0.0509504j -0.0370394-0.00793199j 0.0430596+0.0443207j -0.147087-0.0390789j -0.0585002+0.0333827j 0.0582526-0.0124691j 0.0246894+0.0208446j -0.0577691+0.0236945j -0.0120933+0.00681609j -0.0239026+0.0249694j -0.0434593-0.0433898j 0.0482696+0.0120717j 0.0184646-0.0204549j 0.0325987-0.0411134j -0.0321488+0.0272187j 0.0156149+0.0182086j -0.0144703-0.00107248j 0.00539698+0.00286585j -0.0109889-0.0194034j -0.0311095-0.0149885j -0.0495284+0.0127751j -0.030159-0.0358309j -0.053313-0.0112144j -0.026936-0.0128954j -0.00214837+0.00207295j 0.00393037+0.0151198j 0.0320238+0.0263259j 0.0358544+0.0143209j -0.00160021+0.00384681j 0.0226239+0.000680662j -0.0365443-0.0247393j 0.0154945-0.00945579j 0.00225207+0.0156164j 0.0484353-0.00332608j 0.0119645+0.00958597j 0.0259459+0.016548j -0.00217914+0.0304236j -0.00189628+0.00677529j 
0.0348197+0.0109055j -0.0162604-0.0514385j -0.0552085+0.0176712j 0.0438322-0.051034j -0.0185025+0.0283654j -0.112385-0.0772374j 0.0522279+0.0407287j -0.0220804+0.00825493j 0.0652976+0.0276981j -0.0125571-0.109762j -0.0484207+0.0565558j 0.0781375-0.0228294j -0.0114345-0.100511j -0.0181966+0.0866271j -0.07702+0.0717106j -0.00330526-0.00964499j -0.0716362+0.0379247j -0.064279-0.0823205j -0.0529214+0.0314721j 0.0307607+0.00725874j 0.0339127-0.0235511j 0.00890841+0.0980065j 0.0867649+0.0239601j -0.0122411-0.00676431j -0.0437372+0.00697949j -0.00389771-0.0850558j 0.00113029-0.0525034j 0.0173142-0.0166907j 0.0723409-0.0132344j 0.0184077+0.0297321j 0.0133839-0.0325112j 0.0520888-0.0184699j -0.0118672-0.00974286j 0.08741-0.125054j -0.027049+0.00914694j -0.0159799-0.0423308j 0.0597424-0.036348j -0.00775736-0.0120243j -0.0195501-0.0305785j 0.0878239-0.0994723j -0.0295076+0.101954j -0.0203287+0.0300996j 0.0543152+0.0188588j 0.00109001+0.0022579j 0.0937287-0.110634j -0.0117574+0.0161699j -0.0359756-0.0346439j 0.002662+0.0411403j -0.0131433-0.0536583j 0.00619024-0.0296421j 0.0126524-0.0576289j -0.00326637-0.05169j 0.0120312-0.0829488j -0.0527144-0.0443804j 0.0321514-0.00415502j -0.0247512-0.0223666j 0.0261472+0.0380205j 0.051543-0.0462984j 0.100306-0.029239j -0.00656971-0.0195217j 0.0378879+0.0510034j -0.00418777-0.0152486j 0.0720581-0.00166521j 0.011361-0.0136973j -0.000623805+0.0283394j -0.00681654+0.0179841j -0.0534793+0.0151833j -0.0553973+0.037282j 0.0424463-0.0669144j -0.0200899+0.0447906j -0.0124379-0.0332557j -0.00738049-0.000637549j 0.0150676-0.014211j 0.0143759+0.0151458j 0.0430924-0.0933543j 0.0232996+0.0110143j 0.014886-0.090638j 0.0163816-0.00723011j 0.0203458+0.00315088j 0.00355939-0.0261368j -0.0192886+0.00367802j -0.00338156+0.0194205j -0.011983+0.0397642j -0.0210483+0.0313635j 0.0284378-0.0139402j -0.0135121+0.0067602j 0.00286925-0.00185678j -0.0250315+0.035627j -0.017757-0.0131288j -0.0141534-0.00453598j 0.0335883-0.0276578j -0.010645-0.0303401j 
0.0228162+0.0533009j 0.0492955+0.0303589j -0.0462608-0.0400813j -0.0685269-0.0168956j 0.101104+0.0207744j 0.0649197-0.0956585j 0.0199806+0.017258j 0.0816977+0.119132j -0.121371-0.0149755j -0.0145933+0.0845933j -0.0491276-0.0879343j -0.0406875-0.0443154j -0.0545394-0.0339326j -0.00499577-0.0605893j 0.103691-0.0227022j -0.0170309-0.0532815j 0.0184039+0.0303053j 0.10711-0.051626j -0.069601+0.0504312j -0.0511304+0.054834j -0.036404+0.02566j 0.0595761+0.125403j -0.0410111+0.0201558j 0.0243428+0.0346928j 0.0232218-0.00915753j -0.0453078-0.105787j 0.0535107+0.0414316j -0.0331998+0.000878921j 0.0312263-0.000728229j 0.0568295-0.0431655j 0.0168045+0.0761602j 0.0428217+0.0741887j 0.0264386-0.0241386j 0.0384023+0.168265j 0.0213298-0.0570287j -0.0206712+0.0965232j 0.0103836+0.00104453j -0.0426011+0.0707512j -0.0359721+0.0557805j -0.0353689+0.0864334j 0.0296943-0.0893022j -0.047998+0.0454282j 0.0515905-0.0023793j 0.0283684-0.0558998j 0.0610366+0.023546j 0.0182419+0.00220708j 0.0665169-0.0427224j -0.0533149+0.0747567j 0.0463857+0.0258484j -0.102145-0.0140531j -0.0544325-0.0108752j -0.0399658-0.0274478j 0.0151225+0.028315j 0.0896757-0.0270216j -0.058672-0.0140852j 0.0304273-0.0301777j 0.0430413-0.0462727j 0.0372306+0.0624282j -0.00160037+0.102151j 0.0149354-0.03299j -0.0745116+0.0209688j -0.0102077+0.100822j 0.0223852-0.0228083j 0.0490003-0.0556316j -0.064477+0.062842j -0.0376822+0.0330467j -0.0428643+0.0521272j -0.0491033+0.0110237j 0.0389804+0.038252j 0.00914376+0.0203015j 0.015934+0.00974612j -0.0218422+0.0026296j -0.0129048-0.0188564j 0.0300279+0.00433633j 0.010017+0.000931091j 0.00944643+0.00123031j 0.00260112+0.0206217j 0.0656212+0.0280335j 0.0210787-0.00448065j -0.0141664-0.00667784j -0.0585998-0.00486844j -0.0219437+0.0176391j -0.0294527+0.0171073j -0.0243081-0.00300708j 0.0558744+0.0295037j 0.00163947-0.00847482j 0.00504544-0.0415375j -0.0714124-0.0281288j 0.0171987+0.00149323j -0.0275259-0.0268299j 0.0201987-0.0352716j 0.00739905+0.00350472j 
0.0419791+0.00857036j 0.0295099+0.0169027j -0.0061998+0.0145769j 0.0577622-0.0571688j 0.0305093+0.0612564j 0.0536328-0.0632623j 0.0361367-0.109831j 0.0908542+0.0514659j 0.0905855+0.00217002j 0.0585143+0.0806896j 0.138044+0.00707997j 0.0256037-0.0827083j 0.157696-0.0598187j -0.021054-0.013193j -0.0773139+0.035946j 0.00833406-0.0854149j 0.0600669-0.150109j -0.104143-0.00546047j 0.119934-0.0632458j 0.0109281-0.0793728j 0.070763-0.0333195j 0.0435643-0.0283655j -0.0106588-0.118873j -0.00819505+0.0220265j 0.0181526-0.0402626j 0.0796138-0.099781j -0.0165407+0.0187914j -0.0366548+0.0313895j -0.0147014+0.0957596j 0.0257498-0.0220059j -0.076906+0.0381679j 0.0828455-0.00412259j -0.0298872-0.00199254j 0.0265644-0.0561326j 0.0275931+0.0776448j -0.00877948+0.113097j -0.0389385+0.0416126j -0.0394764+0.0162309j -0.127069+0.174899j 0.0273833+0.10673j 0.0694745-0.114721j -0.100604+0.0414153j -0.0106319-0.0746843j 0.0159978-0.0863443j 0.0948998-0.0528546j -0.0204926+0.0644333j 0.020137-0.0273654j 0.0270723+0.0399871j 0.0521685+0.049577j 0.00888884-0.0558483j 0.00816507+0.0482797j -0.0367022+0.00689789j -0.0578134+0.0235697j -0.0438269+0.0287038j 0.0339358-0.0639976j 0.026297+0.0385523j 0.0338044-0.0204478j -0.0208629-0.0188079j -0.043035-0.0542064j 0.0674914-0.0281722j 0.00639791-0.0163129j 0.0173872-0.0738819j -0.0981969+0.0510112j -0.056187+0.149779j 0.00597882-0.0574406j 0.0350289-0.0119921j 0.0555886-0.0434276j 0.0298665-0.0166169j -0.00574061+0.0055227j -0.0226655+0.0285135j 0.00130806-0.00411073j -0.00161504-0.0191045j 0.0350014-0.0133478j -0.00156911+0.031889j 0.0143708-0.0435816j 0.0403564+0.00459929j 0.00189628-0.0451022j -0.06815-0.0119478j -0.00809133+0.0155414j 0.0551214-0.0135901j 0.0757437+0.0115021j 0.0297279-0.0102476j 0.0206447+0.0112092j 0.0245772+0.0055823j -0.0613195-0.0295976j -0.0134231+0.0326636j 0.00237544+0.0627516j 0.0675793+0.0125496j 0.0143632+0.0357174j 0.0313034+0.00296868j -0.0118857+0.0308476j 0.00209741-0.0313997j 
0.023445+0.0639563j 0.0782358-0.0368188j -0.0075551+0.00600883j 0.01951+0.0265984j -0.0717693-0.0200951j 0.0695928-0.0137685j -0.00369317+0.0560378j -0.118924+0.011388j -0.0608972+0.0233073j -0.0925202-0.113305j 0.0757944-0.135338j -0.158379-0.104683j 0.0179544-0.0123275j 0.0193291+0.0153739j -0.0172298+0.0619318j -0.0623603-0.0335741j -0.018693+0.0021052j 0.143249+0.0457253j -0.0856296-0.0209522j -0.0273103-0.0126718j -0.0297025-0.00263621j -0.0265356-0.0210003j -0.200262-0.0256175j -0.0381643+0.0553858j 0.00716909+0.00922056j -0.0249238-0.0160054j -0.0863763-0.102761j -0.0144477-0.0531427j -0.0397748-0.00928962j -0.0778651+0.0397232j 0.02647-0.0298219j 0.0181924+0.043655j 0.00240004+0.00775859j 0.11336+0.0690012j 0.0293734+0.131201j -0.000108723+0.0708207j -0.0543138+0.0222429j -0.00166161-0.0197318j 0.0263442-0.0433191j 0.0112148-0.0234627j -0.0882256+0.082427j 0.0185438-0.037305j 0.0494924-0.19803j -0.0181674-0.0248378j -0.00840586-0.10438j 0.0346561+0.0125348j 0.057062-0.0234699j 0.0149392+0.00146322j 0.00216681-0.0989559j -0.0795157-0.0788501j 0.00738248+0.0302381j -0.031814+0.00348862j -0.0101196-0.0172032j 0.0182763+0.0698477j -0.106635-0.109943j 0.0575602-0.0179487j -0.00737742-0.0319632j 0.0262461-0.0202143j -0.0755031-0.0338388j 0.00870768-0.0420657j 0.0623541-0.121966j -0.0294809+0.117587j -0.0453611-0.118407j 0.0178306-0.0263784j 0.0182004-0.0907918j 0.0263046-0.0754632j 0.0659303-0.0342729j 0.0271931-0.0744793j -0.00145738+0.069556j -0.0123924-0.00067226j -0.00824825+0.0114295j -0.00114334-0.0264954j -0.00153592-0.0460028j 0.0108053+0.0497853j -0.0254305+0.0408782j 0.0124517+0.0180333j 0.0100591+0.053682j 0.0017264+0.116311j 0.0225197+0.0211536j 0.0116008-0.0210678j 0.00610745-0.0773409j -0.00923124-0.0462153j 0.00284425-0.0640542j 0.0026396-0.0332445j -0.0190576+0.0560142j 0.0383982+0.00810859j 0.00837603-0.0127656j 0.0212262-0.107788j 0.00461815+0.0382886j 0.00288749-0.0183267j -0.0335085+0.0133952j -0.0168242+0.0872559j 
0.0296813+0.0368801j 0.0465619-0.00886222j -0.0299537+0.122408j 0.0573091-0.0210473j 0.0226377+0.0725383j 0.0770717+0.0249153j -0.0582188+0.0210529j 0.0209332+0.0309641j -0.126905-0.109449j 0.186236-0.090394j -0.113081-0.0441161j -0.0267293+0.00934623j 0.0486594+0.0742384j 0.080826+0.00133834j -0.0791881+0.0321563j -0.00162547-0.0144178j 0.131788+0.0498928j 0.0584992+0.0489762j 0.014243+0.0442153j 0.119163+0.0611133j 0.0443755-0.0261905j 0.0470564+0.0393943j -0.0246092-0.0386559j 0.0147288+0.012595j 0.0319184-0.025663j 0.0398464-0.0604647j 0.0371348-0.00296358j 0.0174089+0.00394161j 0.0445134+0.100001j -0.00669976+0.0047876j 0.00434607-0.0869507j -0.0193776+0.0163552j 0.0846647-0.0922419j 0.0567492-0.0940437j -0.0552624+0.0851052j 0.0488541+0.0297137j -0.0478643+0.0664j 0.0687698-0.0826441j 0.0710913-0.0581843j 0.0363814+0.0557215j -0.0265034+0.00349762j -0.0177902-0.0300632j 0.0280287-0.071593j -0.0495237-0.000594109j -0.0206733+0.0366555j 0.0316672-0.0179686j -0.0308457-0.0413622j -0.0729247+0.0229239j 0.0241623-0.006407j 0.0317128+0.00628619j 0.00474451-0.0238217j -0.0417328+0.018317j 0.0320662-0.0604844j -0.0300924-0.0132139j -0.0159287+0.0471977j 0.0304248-0.00635981j 0.0238291+0.0057257j -0.0177021-0.0516868j 0.065891-0.0882839j 0.0941304-0.0177317j -0.0435166+0.0374903j 0.0710752-0.105976j 0.0458301+0.0690075j 0.0193672+0.10248j -0.0328989-0.0291902j -0.00549301-0.00343226j -0.0128117-0.0153205j -0.0206406-0.0192749j 0.0223433+0.0120208j 0.0112557-0.0554597j 0.00830561+0.0105146j -0.0026664+0.0020192j 0.0266195+0.042007j -0.000218239+0.0183758j -0.0372236+0.0822772j 0.0109948+0.0474973j -0.0124511+0.0438106j -0.0334077-0.101323j -0.00362495-0.0062129j 0.00371891+0.0178545j 0.0484018+0.0639197j 0.0314661+0.0020972j 0.0251469+0.0259261j 0.0289718-0.000610806j -0.0175865-0.0240073j -0.0414909+0.00170056j 0.00774647+0.0490835j 0.0189006+0.0898803j 0.0114514+0.000323253j 0.00406884+0.0201779j 0.0289557+0.0286002j 0.00461999-0.0605704j 
-0.0222964+0.0117482j -0.0179065+0.0231642j -0.020272+0.0729515j 0.124695-0.0244446j -0.0402218-0.0682419j -0.0620969-0.0347865j 0.0301288+0.0135343j -0.0233119-0.0294052j -0.0315319+0.0578581j -0.111552+0.157682j -0.0622048-0.0376499j 0.067585-0.128888j 0.0186071+0.0618015j -0.00520409-0.0869794j -0.0513913-0.0803303j -0.0110781+0.0973139j -0.0209176-0.0326147j 0.00767311+0.01679j 0.0162656+0.00261544j 0.0377062+0.0826184j -0.0979633+0.0602612j 0.039498-0.0676346j -0.031465+0.0310784j -0.00416065+0.006503j 0.0217308+0.0329953j -0.0190335-0.0347284j -0.0233085+0.00614441j 0.0518095+0.0343394j -0.00840192-0.00741139j -0.038907-0.0614378j -0.0284164-0.0374126j 0.059486-0.00780923j -0.0180834+0.00248812j 0.0535087+0.0119692j -0.0644321-0.0178175j -0.0423665+0.0575378j -0.0418168+0.0295083j 0.0285546+0.0705139j -0.00873954+0.0744437j -0.0181806+0.00938105j 0.0728331-0.0475372j 0.0233574-0.0408603j 0.0425868-0.0847028j 0.037258-0.0146225j 0.0222384+0.0550592j -0.0660769+0.0181571j -0.0229525-0.0584488j 0.010579-0.018032j -0.078312-0.0245434j 0.0704955+0.0545552j 0.0364324+0.0687783j 0.0133919+0.0541131j -0.000297454+0.0478404j -0.0657239-0.0394918j -0.00550492+0.0666653j 0.00331771+0.0315304j -0.0587121-0.0496252j 0.0277766-0.00171476j -0.0559333-0.0144741j -0.0297972-0.010395j 0.0566139+0.0625761j 0.0933882-0.00818067j -0.0362402-0.0084311j -0.0598507-0.0280695j -0.0529235+0.0743364j 0.0374736+0.00487603j -0.0202983+0.00730278j -0.0180232+0.0107773j -0.0163677+0.00900142j -0.0385811+0.0122215j -0.0152877+0.00468176j -0.00230751+0.00537354j -0.024606-0.00136657j 0.00254529-0.0117374j -0.00238507-0.0336685j 0.0187572+0.00144476j 0.0294718-0.0155103j -0.0173746-0.00536664j 0.0169414-0.0093418j 0.0123047-0.00636918j 0.00618453-0.016054j -0.00640176+0.00131177j 0.0121095-0.00923895j -0.00698042-0.00651098j -0.00161957-0.0198799j -0.0130516+0.00245209j -0.0130129-0.012008j 0.00852433+0.0298428j -0.0153468-0.0166537j 0.0250609+0.00515857j -0.000758527-0.00533129j 0.0258057-0.00103091j 
-0.0671158-0.0344491j -0.0606495+0.0891269j -0.185605+0.136915j 0.00149852-0.0752131j 0.0727806+0.0312362j -0.0811822+0.0407599j -0.139088-0.0106218j -0.0160175+0.129172j 0.0274087-0.0993194j 0.0328285+0.0124935j -0.120486+0.0442619j -0.150531+0.0415759j 0.0324412-0.0650955j -0.0519692+0.018984j -0.0862857+0.0846343j 0.00404504+0.0314048j -0.106562-0.0111312j -0.126697+0.0231587j 0.00394794-0.00637059j 0.0845138+0.0622062j -0.116832-0.00506116j -0.0415129-0.019937j 0.0144372-0.0285843j -0.00491523+0.0746059j -0.0328273-0.0467513j -0.0211958+0.0342223j 0.0148575+0.0908688j 0.0115582+0.0570356j 0.0234106+0.00876273j 0.0510405-0.00600726j -0.0466508+0.0183299j 0.0153726+0.0566145j 0.0228699+0.00531353j -0.101982+0.100613j -0.0391672-0.0805036j 0.028883+0.0333796j 0.0150968+0.0488414j -0.00378204+0.0466317j 0.0196865+0.0145067j -0.0386749+0.015941j 0.0308544-0.0458217j -0.0625891-0.010003j -0.0252475+0.0460141j -0.00996427+0.0529176j 0.01375+0.0467901j 0.0237934+0.00998258j -0.0821198+0.061747j -0.0197861+0.0165313j 0.0668505+0.0521365j 0.0563868-0.0234862j -0.0408089-0.0112505j 0.00572239+0.0335306j 0.0592742+0.0817499j 0.00605949+0.0458276j 0.00721726+0.0935755j -0.0193572-0.0142072j 0.0279483-0.043835j -0.0872902+0.0927839j -0.00129164+0.0789746j 0.0836099-0.0503922j 0.0156126-0.0572416j -0.0998103+0.0462798j -0.0259595-0.0493751j -0.00779893-0.0623427j 0.0430455+0.0619258j 0.00710221+0.011029j 0.0313123-0.0342637j -0.0227693-0.00812103j -0.0100999+0.00929019j -0.0286653-0.021409j -0.0262312+0.0118744j -0.00711195-0.0282223j -0.0275658+0.0326195j 0.033662+0.0319218j 0.00540377+0.0209681j 0.0172294+0.0838852j -0.000276526+0.0405807j 0.030477+0.0352666j 0.0131729+0.033132j -0.00773021-0.0101569j -0.0419351-0.0425755j -0.0402307-0.0233844j -0.0434552-0.0317848j -0.0226251-0.0287575j 0.0259617+0.0399794j 0.00447499-0.0163776j 0.00670424-0.0237893j 0.00151893-0.0642276j 0.0166244-0.00658868j -0.0024139-0.0293175j -0.0284431-0.0179508j 0.00408865+0.0303486j 
