0.0361664-0.000725542j 0.0265388+0.0562634j -0.0235141+0.0128378j -0.0053894+0.032175j -0.00604146-0.089342j 0.0277766-0.00804409j -0.0221236+0.05354j 0.0193575+0.00323906j 0.0224811-0.0297988j 0.0504747-0.0558833j -0.0660856-0.010371j -0.024528-0.0576109j -0.00565539+0.0640386j -0.0872689-0.0362889j -0.0580378-0.0682282j -0.0791434+0.0442479j -0.0353114+0.0485404j -0.0164575-0.0829105j -0.1118-0.154907j -0.00558927-0.0290421j 0.0868745+0.101603j -0.00675514+0.0215656j -0.0403895-0.0745061j 0.0917285-0.107445j -0.090268+0.0530255j -0.00551449-0.031589j 0.0563419+0.109858j -0.0049815-0.00810863j 0.0352717-0.0294194j -0.0282446-0.0119996j 0.0123086+0.029115j 0.0014739+0.0410019j 0.0107855+0.00595266j -0.0429777+0.0321613j 0.0588944+0.0481183j 0.0332547-0.0213577j 0.0101295+0.038505j 0.038331-0.0195714j 0.0400431-0.0249717j 0.00387101-0.0101109j 0.0150224+0.0395625j 0.00504242+0.00146485j -0.0241425+0.0123923j -0.0361235+0.0228903j 0.0292048-0.0182406j -0.0611465-0.0445204j -0.0272988+0.00910957j -0.0340803+0.0282102j -0.0667257-0.0433471j 0.00991538+0.0451505j -0.0616294+0.00164942j -0.0751084-0.00945222j -0.172102-0.125221j 0.0121064+0.124252j -0.0612436-0.0928128j -0.0572668-0.0942032j 0.0401941+0.0545076j -0.00112018+0.0189895j 0.0193874+0.0293807j 0.0316185+0.0311239j 0.00943613-0.0215664j -0.0604252-0.000535207j 0.126209+0.0685045j -0.0198508-0.00888533j 0.051316-0.0631729j -0.0405731-0.0678016j 0.0240982-0.0344105j 0.0293546-0.01181j 0.0121847+0.0502026j 0.00425229+0.0541987j -0.0137598+0.0220645j -0.0281358-0.00826549j -0.00344395+0.00168287j 0.0544296+0.0398463j -0.0100939-0.0152852j 0.076984+0.0253472j -0.0112224-0.02095j -0.0662129-0.0204578j 0.0123988+0.0105212j 0.00406577+0.0132309j 0.0384613+0.0296415j -0.0442004-0.020494j 0.0391257+0.0132865j 0.028558+0.0667418j 0.0103462+0.00530779j -0.0246835-0.00634952j 0.0402515+0.0288948j 0.0744238-0.0302192j 0.0529098+0.0523297j -0.00295955-0.00809513j -0.0143749+0.0500068j -0.0660338+0.00793555j 
0.0595142-0.0259595j -0.0273499-0.0484835j -0.00616605+0.0656167j 0.0144579-0.0324581j 0.0109674-0.000347627j 0.0336474+0.00738637j 0.0493517-0.0180223j 0.0391192+0.061301j 0.0558782-0.0347497j -0.0619445+0.0230687j 0.116695-0.0226591j 0.0241608+0.0723759j 0.0956721-0.0157554j 0.00220966+0.0802603j -0.0663915-0.041608j -0.13994-0.0963257j 0.0875514-0.0605422j -0.0493968+0.091622j 0.133378-0.0690883j -0.158923-0.088392j -0.00210081-0.0278756j 0.0233581-0.0676749j -0.0948797+0.00336566j 0.0244073+0.0716493j -0.0665175+0.0106932j -0.011873-0.0331015j 0.0208809+0.0174342j 0.00641059-0.0298481j -0.0358378-0.00563558j -0.0244169-0.00507675j -0.00458204-0.0100832j -0.0456657-0.0910146j 0.0316122-0.00722102j 0.0597186-0.0632142j 0.0285549-0.0594361j -0.015355-0.093225j -0.0207158-0.078241j 0.022308-0.0259027j 0.00094666-0.00221423j -0.0279418+0.0396951j -0.00999074+0.0125079j -0.023454-0.00456596j -0.0219318-0.0207705j 0.0223197-0.00478298j -0.0444053+0.0429375j 0.000974927+0.00106994j 0.0667716-0.0877782j -0.0352643-0.0453848j -0.0584326-0.0563225j -0.0157213+0.0848166j 0.062254+0.0828257j -0.0161288+0.00160266j -0.0184938+0.0718853j 0.0648969-0.00802407j 0.0237688-0.074277j 0.0590622+0.0283705j -0.00471941-0.0119164j -0.00137031-0.00641997j 0.00349219-0.0237052j 0.0585071+0.0136922j -0.0230705+0.0115549j 0.0185463+0.00670273j -0.0325794+0.0203549j -0.0603593+0.0226684j -0.0028344-0.0720151j -0.0100517-0.0243626j 0.0379995-0.0174244j 0.0103903-0.0212548j -0.0197051-0.00348718j -0.00233306-0.0024283j -0.0152623+0.0172976j -0.00207543-0.0035369j -0.0242072-0.0218188j 0.00263352-0.004246j 0.00823747+0.0137687j -0.0252795-0.0660647j -0.00789115+0.0152767j -0.00588585-0.0140803j -0.000570158-0.00755086j -0.0127378-0.0423803j -0.00247834-0.0252039j -0.00651953+0.0114366j -0.00548635+0.0213165j -0.000794234-0.00300532j 0.00441515+0.0342212j 0.00400227-0.0150756j 0.00379443+0.0131213j -0.0141269+0.00993363j 0.00218354-0.0229666j 0.0280575+0.0102808j -0.0263328+0.047089j 0.0278879+0.00246809j 
-0.00313505+0.00842924j -0.00466269+0.0246652j -0.0682369-0.064748j -0.00112507-0.0127513j 0.0396532+0.0867306j -0.0278833-0.0133048j 0.021451+0.00838216j 0.0456405+0.00577551j -0.038208-0.0569482j -0.0357001+0.0452081j 0.088431+0.0568024j 0.0264952-0.0574292j -0.0987241+0.00620395j -0.0766897+0.0862968j -0.0193872-0.0922759j 0.0742937-0.010514j 0.0226586+0.0369226j 0.0726289-0.0601657j -0.00137252-0.032136j -0.199731+0.0657831j 0.269228-0.00960533j -0.191366+0.106312j 0.0167163-0.0418965j -0.0918025-0.0334442j 0.266471-0.0597876j -0.0648098-0.0154626j -0.00368214+0.0213469j -0.034023-0.021889j 0.0147078+0.0169125j 0.0848355+0.0524504j 0.040661+0.00467582j -0.0251513-0.0236582j -0.0064951+0.0195701j -0.00273466+0.0199144j 0.00881077+0.0369612j 0.00983359-0.0593631j -0.0321249-0.0105555j -0.0457518-0.0212768j -0.045221-0.0291544j 0.0217641-0.00867018j -0.0134393+0.0136621j -0.0331161+0.0112055j 0.00698613+0.00172969j -0.00129723-0.0677929j -0.0033567-0.0013806j 0.0165168-0.035334j -0.0392196-0.0952049j -0.0429975+0.0970448j 0.0187514-0.00874096j 0.00846195+0.0291469j -0.0467506+0.0352555j -0.0383641-0.0319852j 0.0275494-0.0697831j -0.0357109+0.0613737j -0.0601855-0.064906j 0.025225-0.03306j 0.0697215+0.101371j -0.0563372-0.0169093j 0.020307+0.0457669j 0.0943752+0.10415j 0.00203991+0.00929235j -0.0330072+0.020057j -0.00850442-0.0432762j 0.0190857-0.0562883j -0.014672-0.00551606j -0.00851633-0.0135002j 0.0376885+0.0604696j 0.00766262+0.00549205j 0.00360706-0.0164361j 0.0212679+0.0152497j 0.00636894-0.0105371j -0.0019514+0.00139637j -0.00965414-0.0247395j -0.00248051+0.00530135j -0.00964084-0.0740667j -0.0470085-0.040325j -0.00729205-0.0475222j 0.0049018+0.0334506j -0.0142235-0.00335877j -0.00553675-0.00604029j 0.00208962-0.00212568j 0.0121735+0.0045997j 0.0115295-0.0120836j 0.00948849+0.0262763j -0.00957442+0.00998965j 0.0275787-0.00242329j 0.00122883-0.0108673j 0.0115875+0.0162093j 0.00381529+0.0306216j -0.00961581+0.00576535j -0.0111531-0.0347344j -0.0158387+0.0172198j 
-0.0122183+0.00988159j 0.0214705-0.00341869j 0.0145336-0.00582456j 0.0440935+0.0257821j -0.0338021-2.41188e-05j 0.0034862-0.00361047j -0.0269325-0.010412j 0.00686894-0.0406948j -0.102796-0.00830837j -0.121572+0.0933154j -0.0790146-0.0625206j -0.0311322-0.000424635j -0.0266329-0.0690542j 0.0697315+0.0382588j 0.0208383+0.0175675j -0.0240437-0.00265134j 0.00923856-0.00189872j -0.127832+0.00971896j 0.0755784+0.0101323j -0.0790174+0.104348j -0.0435218-0.0800043j -0.0697317+0.0612388j -0.0202243-0.0237309j 0.0487138-0.0373491j 0.0944734-0.077176j 0.0390082-0.0312787j -0.0813248+0.0684763j 0.0102593-0.0329476j 0.0186546+0.0451081j -0.0665228-0.0101837j 0.0328489+0.0433201j 0.0271779+0.00160793j 0.0027824-0.0343156j 0.0170707+0.0287512j -0.0332849+0.0941867j -0.0137141-0.0150299j 0.0676907+0.0711943j 0.0558027-0.0173202j 0.0858917-0.0811185j -0.0667618+0.000773642j 0.0201005-0.0487211j 0.0580976+0.0212121j -0.0335191-0.110658j 0.0203053-0.0308436j 0.0858846+0.127907j -0.0807807-0.10894j 0.0502775+0.0393998j -0.0327596+0.0851728j -0.0796257+0.0143249j -0.0749787-0.118456j -0.0193521+0.0224772j 0.0587598-0.0150046j 0.0222014-0.0630136j -0.0344417+0.10174j 0.0724303+0.0212174j 0.00280719-0.0290859j -0.0489442+0.042232j 0.0292395+0.0860603j 0.0191602+0.056915j -0.113416-0.0421023j 0.0254919-0.0801526j 0.029627-0.0204735j 0.011823+0.0538008j -0.00446635+0.076472j 0.00307057+0.0430485j 0.015515-0.0123746j -0.0615414-0.0573347j -0.0209813+0.0301237j -0.0153574+0.00353793j 0.0402702+0.112802j 0.00455016-0.01039j 0.00661693+0.00320903j 0.00941024-0.0482811j -0.00772619+0.00521582j -0.115963-0.230108j -0.0495785-0.0760061j -0.0942595-0.174162j 0.0471506+0.0430376j -0.00336148-0.00882911j -0.0157993-0.0577438j -0.0107502-0.029791j 0.00501877+0.0216661j 0.00639098+0.0437686j -0.0135637+0.0634351j -0.0245839-0.0436598j 0.000184115+0.0339494j -0.0117691+0.0244264j -0.0406372-0.0414665j -0.0251793+0.0210922j -0.0137077-0.0293357j 0.0234369+0.00810654j 0.00154473-0.0252851j 
0.000593314-0.00337062j -0.0022594+0.0404697j -0.109133+0.150985j 0.0304062-0.0297043j 0.0179267-0.121373j 0.0203571-0.00219315j 0.0214064+0.00141933j -0.0118011-0.0469103j 0.0261874-0.0165644j 0.03933+0.13548j 0.0607556-0.0285405j 0.0460646+0.0684214j -0.0257523-0.102383j 0.0311746-0.0855569j 7.17557e-05+0.0138451j 0.0874815+0.0089893j -0.0453576-0.00512979j 0.0980898+0.0884429j -0.0172574-0.0251386j 0.0506641-0.0642841j -0.0205235+0.0827805j -0.0537016+0.00555263j 0.0555125-0.0127885j -0.00929701-0.0652733j 0.0964827+0.0153274j 0.0183548-0.00482317j -0.0234741+0.0616551j 0.00563487+0.0164814j 0.0187337+0.0225475j 0.0116521-0.0182108j 0.0536192-0.0207332j -0.0297527-0.00133084j -0.00788291+0.0484102j -0.0303283+0.0221348j 0.000105452+0.0388533j 0.0114108+0.0200192j -0.0145798+0.0376533j 0.04453+0.0240901j 0.0651696+0.0300975j -0.0135456-0.0242272j -0.050043+0.00684481j 0.0589637-0.0383909j 0.0438678-0.0824387j 0.00392069+0.0763605j 0.0267288-0.0227402j -0.0882666-0.0222103j 0.0209658+0.0540508j -0.0517416-0.119426j -0.192848-0.0922341j 0.0420484-0.0170595j -0.132749-0.0378095j -0.10192+0.0552881j -0.195629-0.0570306j 0.0312248+0.0949703j -0.0626096-0.0157183j -0.0482611-0.0230903j 0.0566791-0.0289017j 0.0521572-0.0480765j -0.00372221-0.016921j 0.000251964-0.00868267j -0.0342688-0.0216433j 0.0591624-0.01807j -0.0276828+0.0566804j -0.0613061-0.00334286j -0.0284262+0.000528628j -0.0403199-0.00799243j -0.0059965-0.0167617j -0.0150125+0.0153191j 0.020659+0.00270397j -0.012383+0.0175482j 0.0114547+0.0338155j 0.00466061-0.0152836j 0.0086378-0.0127909j -0.00172874-0.00277592j 0.0355728-0.014767j 0.00435039-0.016889j 0.0239221+0.00440024j 0.0127575+0.000363894j -0.00870684+0.000114564j 0.0133891-0.0391118j 0.0060045+0.0522978j -0.0108556+0.0237324j -0.00490264-0.0105869j -0.00276155+0.00257125j -0.000720358-0.00686019j -0.0174169+0.0199465j -0.0120638+0.0142663j -0.0225668-0.00721587j 0.0142502+0.0102133j -0.00475097-0.00683688j 0.00918572+0.00528734j 0.0159288-0.014429j 
-0.0222425+0.00299141j -0.00732692-0.0141735j -0.00198415+0.0907505j 0.0286947-0.000652284j 0.00560514-0.060175j -0.0584051-0.099665j -0.0379896+0.0591535j 0.0759275+0.0459577j -0.0250951+0.0424058j -0.0392954-0.0604625j -0.0322192-0.152685j 0.115074-0.0311716j 0.00991615-0.0140093j -0.168966-0.0152137j 0.0152055+0.0571887j 0.0420455+0.0554125j -0.072459+0.0325462j 0.00924089+0.0961751j 0.0869187-0.00234963j 0.029647+0.00507358j 0.0578164+0.0189609j 0.0115885-0.244136j 0.0418642-0.0437938j -0.00211157+0.0534832j 0.122738-0.0828699j -0.0340442-0.0450747j 0.0223342+0.0435442j 0.00177696-0.0100837j -0.000821423-0.00214139j -0.00586268-0.0319613j -0.00144373-0.0275565j -0.0226583-0.0222735j 0.0276869-0.0143975j -0.0312628-0.0308508j -0.0571412-0.0109769j 0.0794714+0.0355122j -0.0717865-0.00638949j 0.0737456+0.0354519j 0.0362123-0.0527364j -0.0164557+0.0145335j 0.040453+0.0223522j -0.0454314-0.0115608j 0.0296218-0.0839421j 0.0399253+0.020229j -0.2069+0.0230641j 0.0999698-0.079224j -0.0137664-0.0241162j -0.0787347-0.0649875j 0.0330904+0.0743639j 0.0190636+0.0643283j -0.0489505+0.0897824j -0.0621933+0.00208094j 0.0490104+0.0617696j -0.101957-0.0642309j 0.0215349+0.0647403j 0.00650499-0.00997657j -0.059168-0.0670366j -0.056295-0.0243947j 0.0310205-0.000899809j -0.0150561+0.0066088j -0.0626334-0.0551821j 0.0093909-0.00654059j -0.000207276+0.00352766j -0.00365483+0.0334345j 0.023734-0.0193504j -0.00482828-0.0119965j 0.00583578-0.0222625j -0.00836595-0.0154205j 0.00905715-0.00329365j 0.00929191+0.00273636j 0.00295533-0.00268011j 0.00777515-0.0171773j -0.00133735-0.00105454j -0.0524615-0.00835237j 0.0371354-0.0158156j -0.094057+0.0535772j 0.0148978-0.0148548j 0.00940185+0.00164363j -0.0244935+0.0321442j -0.00219216-0.0275687j 0.0124911+0.00941343j -0.00791229-0.0433593j 0.00257878+0.00861131j -0.014421+0.0120503j 0.000829093-0.0178427j 0.00153649-0.0201012j -0.00804353+0.0101759j -0.0153137+0.0014262j 0.00665805+0.00928245j -0.00974121+0.00977671j -0.000971411+0.0137698j 0.00172203+0.00434246j 
0.0370974+0.00808985j -0.0231398+0.0156797j 0.0503434+0.0236709j 0.0197269-0.0732494j 0.0290316-0.0201694j -0.00797665+0.0932937j -0.0265579-0.00243198j 0.0124633+0.0527123j -0.126247-0.0517238j -0.139338+0.0250466j -0.0917172+0.0526694j -0.0308436-0.106187j 0.0332839+0.081701j 0.0455537-0.0572377j -0.130953-0.00745336j -0.0355436-0.031888j 0.00730532+0.0260196j -0.00800987-0.0931473j 0.183786+0.0512964j -0.0668147-0.0247942j -0.142311+0.122573j 0.00393123-0.0249314j -0.116472+0.0351613j 0.0766199+0.0762618j -0.0423602+0.026029j -0.0498828+0.0470236j -0.0748498-0.0743666j 0.0175348-0.0697231j 0.0314239-0.0829913j -0.0809702-0.0315072j -0.0536536-0.00815356j 0.0111832-0.0504998j -0.0574174-0.0138398j -0.0698977-0.0120522j -0.0188179-0.0388445j 0.0322069-0.000742312j -0.0732117-0.0558517j -0.0124117+0.00326144j 0.0502248-0.0146476j 0.0485027-0.0134404j -0.0185744-0.0433709j -0.0240261-0.0254738j 0.0400346-0.0327995j 0.0252582-0.0285228j -0.00605763+0.0820308j 0.0767053+0.0318826j -0.0423895+0.0157587j -0.125637-0.0020174j -0.0420914+0.0984961j 0.0953156+0.0614512j -0.0620523+0.00905713j 0.00386409+0.0133284j -0.0402161+0.0363666j -0.0721561-0.0152101j -0.00404663-0.039645j 0.0515005-0.00920575j -0.0503641-0.0343076j -0.0325083+0.00727163j -0.121877+0.0184168j -0.00939949+0.0438461j 0.10107+0.0395461j -0.0391833-0.0245388j -0.0225895-0.0684373j -0.00190641-0.0607123j 0.012217+0.0871579j 0.059462+0.0048549j 0.0584803+0.100391j 0.0246726+0.0392839j -0.0603815-0.0180736j 0.00877255-0.000507228j -0.0428123-0.0072965j -0.0135232+0.022789j -0.0296691-0.0223688j 0.0290333-0.0807117j -0.0880655+0.0584297j 0.0231122-0.202704j -0.0661474+0.0275654j -0.00217707+0.0346058j 0.0126525-0.0710507j -0.0226789+0.000563427j -0.00647228-0.00596923j 0.0029133+0.0372238j 0.044875-0.019949j 0.0192077-0.0103266j -0.0431875+0.0176442j 0.0204523+0.0204138j -0.00865742-0.0391176j 0.0657501+0.012453j -0.0221142-0.0108418j 0.0320501-0.00816098j -0.0333499-0.0537638j -0.0197444+0.0149881j 
0.0198281+0.0132885j -0.016874-0.0429198j -0.0187346+0.00704955j -0.00946149-0.0243797j 0.0947448+0.044456j 0.11+0.00742265j -0.0858696+0.0361002j 0.0411564+0.0314045j 0.0144456-0.0008002j -0.0190166-0.0351976j -0.0437323+0.0603612j -0.10696+0.0786887j 0.0115584-0.00784099j 0.18293+0.0706033j 0.00459451+0.053336j 0.00105729+0.071351j 0.135652-0.0932668j -0.126996+0.0732771j -0.0861164-0.0442863j -0.0602253-0.0143496j -0.00430788+0.035635j 0.0376195-0.0727136j 0.05406+0.0816325j 0.0754538+0.0350027j 0.088266+0.00203841j 0.0171439-0.000975235j -0.048161-0.0942225j -0.0134908-0.0258104j 0.00944008+0.00738486j 0.00490251+0.0391485j -0.0151371-0.00446109j 0.0271889-0.0369645j -0.0480165-0.0203439j 0.000567217-0.00542065j 0.027053-0.0144496j -0.0394088+0.0183469j 0.0334018-0.0189368j -0.0315141-0.0326819j 0.0126421-0.0317523j -0.00610317+0.0613203j -0.0536482-0.0922015j 0.117301+0.00706139j -0.00310468-0.0262628j -0.0455654-0.0567795j 0.0560365+0.0353954j -0.0327836+0.0756445j -0.044174+0.0124281j 0.0648635-0.0179263j -0.0432652-0.0589686j -0.01875+0.0407653j 0.0277442-0.062964j 0.0174334-0.000309228j -0.0413829+0.0565118j 0.00154384+0.0339606j 0.0112881+0.00326349j 0.0136389+0.0653498j 0.0317608+0.00336558j -0.00286771+0.0242819j -0.0773713-0.0753822j 0.0031936+0.0352275j 0.110066+0.0054464j -0.0444833+0.0184234j -0.00873744-0.0658807j -0.00519167-0.00183799j 0.00210473-0.00243296j 0.0326567-0.000158186j 0.0340346+0.0094278j 0.0198614+0.0123044j -0.0297694-0.0189858j 0.0195113-0.0171074j -0.0119195-0.00028207j 0.0269512-0.0304233j -0.0321667+0.0317485j -0.0434864+0.103286j -0.0321124-0.0707691j -0.13201+0.303222j -0.0420953-0.0199574j -0.0020357+0.00392606j -0.0256573+0.111266j -0.0163494-0.0222476j -0.00801277-0.0062473j 0.0152745-0.0466649j 0.0289911-0.0118441j 0.0221653+0.0176813j -0.0274133+0.00641381j 0.0274294-0.00662397j -0.00327474-0.0093876j 0.0334037+0.0119717j -0.0304307-0.0139723j 0.0170503+0.00596998j -0.0179097-0.0131284j -0.0198186+0.0213447j 
0.00375752+0.0577572j 0.0542326-0.00429522j 0.0298276-0.0599609j -0.081207-0.00605093j -0.00549443-0.0242507j 0.115405-0.00834943j 0.0312415+0.0324345j -0.0166727+0.130159j 0.0652222-0.0345158j 0.0166634+0.0715384j 0.00671099-0.113056j -0.042641-0.00720549j 0.0413191+0.0178613j -0.0550002+0.0194803j 0.0844494-0.0637706j 0.111014-0.0423725j 0.0795263+0.0609193j 0.0920396+0.0107439j -0.0786617+0.0224571j -0.0841771+0.0687097j 0.0356229+0.0114826j -0.0954792-0.0349821j -0.0104606+0.0147817j 0.0435-0.0673572j -0.0192422+0.0162605j 0.00907576+0.0270594j 0.092533+0.0797768j -0.0339098+0.0539142j -0.047099+0.0655678j -0.00167764+0.0586422j -0.0320505-0.0753695j 0.0105952-0.0876707j 0.0344984+0.0528183j -0.0320097-0.0698372j 0.0505005-0.05915j -0.0577758+0.0312255j -0.0358205+0.10325j -0.0176791+0.0446214j -0.0546736+0.0208797j -0.102457+0.00303282j 0.0791701-0.0618167j -0.00258385-0.0315396j 0.00456618+0.0441783j -0.0116568+0.180791j -0.00106014-0.130083j 0.00744172-0.128654j 0.00127014+0.0431838j -0.0375789-0.0456717j 0.0586159+0.0551413j 0.00931732-0.00892606j 0.0792019-0.0158301j 0.0136195+0.0301887j 0.0362563+0.0229546j -0.0364263+0.0669113j 0.0267631+0.221791j 0.0481074-0.00943712j -0.0170053+0.0710662j -0.0295737-0.130758j -0.0246296-0.096662j 0.0289759+0.113891j 0.00584023-0.122248j -0.0116685-0.09897j -0.00910346-0.0718347j 0.010928-0.0383082j 0.0071986-0.00723932j -0.0290315+0.0206323j 0.00755468-0.0460641j 0.00332283-0.00295939j -0.00800667-0.0326059j -0.00626501+0.00975257j -0.0101532+0.0285182j -0.00585663+0.0230021j -0.0134354+0.0320847j 0.00970378-0.0535569j 0.00900371+0.0012689j 0.0178256-0.0661297j 0.00786646-0.0186843j 0.000435879-0.0211447j 0.0023423-0.030708j -0.0147961+0.00813289j -0.012927-0.00264871j -0.000735747+0.036006j -0.0147986-0.0303089j -0.00708094+0.0058116j -8.99432e-05-0.0512858j -0.00922876-0.0214568j 0.000265889+0.00971296j 0.0101097+0.0273518j 0.014082-0.00456995j 0.00849069+0.0200844j -0.00868707-0.00164853j 0.00124363+0.011442j 
0.0128742+0.00787405j -0.069674+0.00340806j 0.00950468-0.0131963j 0.0217663-0.00211922j -0.0827197+0.0204327j -0.00899585+0.00965888j 0.00900964-0.0249163j 0.0182344+0.0283044j 0.243429-0.0223675j 0.123393+0.0127141j -0.052548-0.085572j -0.0273274-0.0847431j -0.0505498+0.0227175j 0.11676-0.0739005j -0.0484499-0.0328357j 0.00844207-0.0624417j 0.0896482+0.0476053j -0.0586294+0.00181959j -0.117616+0.01825j -0.0201894+0.0051877j 0.0487375-0.0204065j -0.0730861-0.0247732j 0.127678-0.0349886j 0.0268457+0.0432144j -0.0528142-0.00213296j 0.0228799-0.007611j 0.029668+0.0207509j -0.000546149-0.0328879j -0.0325411-0.00942788j 0.0155942-0.00332831j -0.00460753-0.0163439j 0.0156552+0.0735862j 0.00601285+0.0128097j 0.00250824-0.00739784j -0.0490774+0.0119515j 0.0610623+0.00161167j -0.0412142-0.00135465j 0.0398261-0.0230569j -0.0212392-0.0188863j 0.0298578-0.0569473j 1.04975e-06+0.122822j -0.0822402-0.0350022j 0.0215671-0.036989j 0.0597579-0.0567404j -0.0578998+0.0184602j 0.063632+0.0363906j 0.0106046-0.0338823j -0.112181+0.0237009j -0.0329188+0.0272961j 0.052517+0.0368674j -0.0467542+0.0251381j -0.0204826+0.0100518j 0.0174707+0.0273067j -0.026273+0.0380507j -0.00113152-0.0227223j 0.000722174+0.0175033j -0.0285888+0.0179356j -0.0267615+0.0270307j -0.00743991-0.0148352j -0.0108562+0.0284729j -0.0182491-0.0107826j 0.0120199+0.0429122j 0.0179951-0.0112679j -0.0112039-0.0108882j 0.0139173-0.0270368j -0.00316643-0.00446091j -0.00646285-0.0140076j 0.00445397+0.0165268j 0.00301713-0.000104524j 0.00521243-0.0233508j -0.00713855-0.030313j -0.0175121-0.076049j -0.0165187+0.04479j 0.00723879+0.220447j -0.0264274-0.124242j 0.0902919+0.358999j -0.0208271-0.0188153j -0.00309984-0.0153516j 0.0183519+0.0853167j -0.00900011-0.0065847j -0.00341006+0.0181859j -0.0178325-0.0318691j 0.0043485-0.00180619j -0.00202729+0.0300176j 0.0021154-0.0136098j -0.00401372-0.0057701j -0.00950517+0.00313941j -0.00590417+0.00625442j -0.000819704+0.0193701j -0.0018744+0.009708j 0.000301873+0.00282278j 0.000705802+0.0111739j 
0.0561238-0.00551502j 0.0155065-0.0522727j 0.0777351+0.0602387j -0.0537071-0.0063802j -0.020024-0.040782j 0.113141-0.113989j 0.0683823+0.0262531j 0.0948595+0.0218833j -0.0241845-0.0231846j -0.0116622-0.0135279j 0.0399087-0.0292242j 0.117921+0.0172619j -0.0950091+0.00813447j -0.0309951+0.0528793j -0.152623-0.020645j 0.162875-0.0749994j 0.000990284-0.0596079j 0.150915-0.0348277j 0.0101175+0.00270415j -0.0445367+0.0301919j 0.0178045-0.0217037j -0.034289-0.0122549j 0.0351487+0.0307314j 0.0770517+0.0214231j -0.0540904-0.033365j -0.0200564-0.032845j 0.0814089-0.0359342j 0.0218198-0.00651665j 0.0858763-0.0175995j 0.0206693-0.017135j 0.0298495-0.00908907j -0.0350896-0.0829952j -0.00765659+0.00188411j -0.00797229-0.0121742j -0.018536-0.0137562j 0.0463881-0.0219025j 0.103021-0.0202396j -0.0234503+0.0149684j 0.120622-0.013335j 0.164731-0.00422936j -0.166872+0.0217428j -0.0112874-0.0391788j -0.0194537-0.0431012j -0.0482958+0.014015j 0.0595127-0.0436764j 0.0265042-0.0314776j -0.0418212-0.0498994j 0.011237-0.02246j -0.104947-0.0647083j 0.02104+0.0315731j -0.0461024+0.0134327j 0.0602273+0.00747295j -0.0380347+0.0346496j 0.0752119-0.0374029j -0.0145618+0.00131321j -0.0320555-0.0435528j 0.0729496-0.000360507j -0.023141-0.00130266j 0.0439663+0.0243301j -0.00417839-0.0227756j 0.0683867-0.0440029j -0.0581886+0.0251736j 0.0837323+0.00322585j 0.0261191-0.0153963j 0.0357311+0.00311381j -0.0163797-0.0129577j -0.0214298-0.0165008j -0.0166031-0.0146421j 0.00816294+0.0126597j -0.0126573+0.0178357j 0.0234432-0.0437172j -0.0146736+0.0209478j -0.0118187+0.000381669j 0.0204336-0.0137555j 0.0258693-0.00689344j 0.0303806-0.0480493j 0.00591221-0.00323998j -0.0220039+0.0188314j -0.00150189-0.0090011j -0.00205346-0.0152521j 0.00780592-0.0235312j -0.0167-0.0080803j 0.00806382-0.0133358j -0.00443717-0.00904212j 0.025608+0.00872144j -0.012912+0.00913506j 0.0128108-0.00262384j 0.00332409-0.0140204j -0.00153641+0.00237251j -0.0153641-0.00743833j 0.000100504+0.00974415j -0.0199682+0.0133265j 
