-0.179392+0.0103306j -0.176028-0.00182562j -0.128637+0.00351055j 0.158314+0.000497241j 0.0969448+0.0184412j 0.0683363+0.000449681j -0.043697+0.0114611j -0.0246942+0.0124943j 0.0388416-0.00151379j -0.0687248-0.00616403j -0.0383953+0.00629537j -0.0147173+0.0130702j -0.0835211+0.000355088j -0.0174722-0.00915877j 0.00600464+0.0108538j -0.152219+0.0131473j -0.0130184-0.0187513j -0.0795157-0.0215659j 0.052725+0.0347822j 0.214092-0.00563844j -0.00753969+0.0204537j -0.00119316+0.00383276j 0.0221143+0.0154506j -0.0267008+0.00563953j 0.0332235+0.00801282j 0.00853679-0.0110844j -0.0226495+0.00366083j -0.00276045+0.00381365j -0.0400217-0.00965955j -0.00969574+0.00383951j -0.0334275+0.000272934j 0.0248414+0.00252387j -0.00648621-0.00770311j 0.122186+0.00980014j -0.09013-0.00324757j -0.0449553+0.0286883j -0.0308163+0.00156374j 0.0652653+0.00885954j -0.0413569-0.0198078j 0.031759+0.0153482j -0.0105662+0.0125725j -0.00607818+0.000673714j 0.0636491+0.0101996j 0.0425646+0.0170653j 0.0211098+0.000219868j 0.0267354-0.00300784j 0.0149326+0.00595211j -0.00197456-0.00245207j -0.0365516-0.0140537j 0.0188746+0.0168751j 0.0211181-0.00395597j -0.00235126+0.0138905j 0.0170298-0.012288j 0.00135689-0.0101797j 0.00932336+0.00168941j -0.0397819-0.00582094j 0.00874529-0.0663806j 0.0304488-0.0331578j -0.0829023-0.000345766j -0.0246675-0.0312073j -0.00506045-0.0321403j 0.0143686+0.00843067j -0.0167571+0.0261655j 0.0167247+0.0150949j -0.0303578+0.0211174j -0.0215157-0.00675158j -0.00020099+0.0124165j -0.0255299+0.008455j -0.01884+0.000298457j -0.00950217-0.0149885j 0.00447761-0.000185553j -0.00323423-0.00647059j 0.0179961-0.00218871j 0.00262091+0.0136657j 0.0269948+0.00858851j -0.0183425-0.014693j -0.00535695-0.00149757j -0.0106342-0.00111862j -0.0024501-0.00516694j -0.011891+0.00398543j 0.00757097-0.0111198j 0.0104799+0.00177162j -0.0598635+0.00714452j 0.0354519-0.0159023j 9.35388e-05-0.0311472j -0.00447397+0.075247j -0.0388697+0.00120458j 0.0654068+0.122206j -0.091879+0.0921407j -0.0163083+0.0219308j 0.0500513-0.0333282j -0.0577237+0.037068j -0.124298-0.00153672j 0.0985002+0.155849j 0.12935-0.103126j 
-0.00168201+0.0139115j -0.00411565+0.00252637j 0.00295247+0.0127414j -0.0169598+0.0443528j -0.0393607-0.013167j 0.0241081-0.00797893j 0.0060322+0.0180456j 0.0116708+0.00953885j 0.00741409+0.00443468j -0.0120252+0.00181044j -0.000824958+0.00681841j 0.000509373-0.0178971j -0.00199332+0.00787514j -0.0056098+0.026249j 0.00674676-0.0049434j -0.0108061+0.0133988j -0.0145096-0.0147913j 0.00425365+0.0213907j -0.0207825-0.00586705j -0.00757805+0.0228879j -0.0366001+0.00375676j -0.0303427-0.00334433j 0.04133-0.000728798j -0.0527695-0.0137341j 5.45349e-05-0.00262405j 0.00248078-0.00585148j -0.050673-0.00600326j 0.0209138+0.0175903j -0.0302516-0.00346756j -0.0125431-0.00778861j -0.0356849-0.00990757j 0.00586384+0.0111928j 0.056672-0.00471526j 0.0286497-0.0201836j 0.0251826-0.0273575j 0.0779625+0.0250933j 0.0288807+0.0460152j 0.0200341-0.103187j -0.052607+0.0133953j -0.0607591-0.0122418j -0.00297694+0.0178689j 0.0583138-0.000930038j 0.0272112+0.0627735j 0.0252832-0.028861j -0.00185766-0.0633129j -0.000819176-0.00110485j 0.0235014-0.0245j 0.000156159-0.03111j -0.0159086+0.00220098j -0.0188185+0.0162174j -0.0435283-0.00444253j -0.0343687+0.00616179j -0.0393946-0.00217195j 0.00962757-0.0146262j 0.0459246-0.00298111j 0.00921164-0.000164902j -0.0205576-0.0322452j -0.0176562-0.0193126j -0.0374849+0.00510879j -0.0334148+0.0102307j -0.00985269+0.0187818j 0.0344353-0.02614j -0.0174423+0.0208333j 0.0248781-0.0177392j 0.0128055+0.0716166j 0.0407903+0.0261291j -0.0059673+0.0087589j -0.00553622-0.0114576j -0.0113461-0.056177j -0.0588194+0.00790698j -0.0327-0.0101794j 0.0314979-0.055166j -0.0117265-0.0232183j -0.0148562+0.016194j -0.0153609+0.0037093j -0.0162408+0.0809709j 0.0350187+0.126338j -0.0599529-0.088944j 0.0765261-0.0214428j 0.00749273-0.0419714j -0.0891024-0.0613667j -0.00494994-0.161826j 0.0960257-0.0930793j -0.0558499+0.0132596j -0.105941-0.0641757j -0.0816984+0.0105656j -0.175286+0.0683007j -0.0533393-0.00668247j 0.00270434-0.0329626j -0.0256255-0.0193049j -0.0361595+0.00832218j 0.0664954-0.0460132j -0.0481585-0.0921371j -0.0118316-0.0043621j -0.00301321-0.0194455j 
-0.0198514-0.00128731j 0.0151461-0.009601j -0.0110501+0.0127132j 0.00422416-0.0104096j -0.00430155+0.00708245j -0.0110542-0.0012657j -0.0088416-0.0132875j 0.00529822-0.00662857j -0.00528849+0.00536966j 0.00257929-0.00470629j 0.00270834+0.0209758j -0.0019548-0.0138907j 0.00469072-0.000776877j -0.00750408+0.0543515j -0.0060448+0.00169195j 0.00161242-0.00546132j 0.00921857-0.00374425j 0.0152886-0.00535943j -0.00193722-0.00143611j 0.00653928+0.00430999j 0.0345034+0.0167905j 0.0118413+0.00554391j -0.0307425-0.00345369j 0.00988276-0.00226197j 0.00469527-0.00078635j -0.020347+0.00559608j 0.0108829-0.00453172j -0.01105+0.018891j 0.00431489+0.0031223j 0.00583577-0.00250938j -0.00664371+0.0116289j 0.00124563+0.00170779j -0.0237176+0.00366963j -0.0270299+0.00473999j 0.0283771-0.00117626j -0.0365801-0.00200241j 0.0115392+0.0217908j -0.0124111+0.0488791j -0.0241359-0.0176572j 0.0317854+0.00503257j -0.00131961-0.00520631j -0.0308594+0.0012547j -0.00296474-0.0508241j 0.00830738+0.00909849j -0.00644947+0.0331591j 0.0530396+0.0170718j -0.0230216+0.0199294j 0.0241281-0.0071917j -0.0014467-0.00131908j 0.0149342+0.0224533j 0.0446352-0.0290548j 0.00965462+0.0177235j 0.0316489+0.0102029j 0.0126336+0.0366047j -0.053318+0.0130166j 0.0428534-0.0156614j 0.0123964+0.097621j 0.0152032-0.00270844j 0.0710361-0.00163576j 0.0381895+0.0154579j -0.0562101+0.00964294j -0.0821793+0.0119523j 0.0577371-0.0350683j -0.0786677-0.0160263j 0.0226302-0.0283542j 0.0633049+0.0096856j 0.00500224-0.0683998j 0.000739339-0.0352255j 0.0330507-0.0167949j 0.00860938+0.00347109j -0.034139-0.00175594j 0.00789486+0.0170344j 0.00614185+0.0468636j -0.0576397+0.0294892j 0.00683544+0.0262235j 0.00163312+0.0383652j 0.0188032-0.054479j -0.0447603+0.0537811j 0.00219137-0.00679858j -0.0268337-0.164089j 0.00200352+0.020949j -0.0230131-0.21513j 0.111238+0.0454332j 0.178628-0.0632993j -0.038519-0.050287j -0.0265827+0.0299602j -0.121506-0.0067175j 0.0219095+0.044259j 0.0579827+0.0361349j 0.0214019+0.0112903j 0.0579724+0.0171748j -0.0879021+0.0240406j -0.0514641+0.0435284j 0.027791+0.00339421j 0.00810949+0.0041315j 
-0.00205915-0.00250523j -0.00277239+0.0090062j 0.009272-0.00558862j -2.32254e-06+0.0136789j 0.0109595+0.00256394j 0.00279888+0.00429022j 0.00424075+0.000549506j -0.00775329+0.00848771j -0.0157459-0.00623848j 0.00888562+0.000936367j 0.00298396+0.00670162j 0.00409448-0.00222664j 0.0129657+0.00336285j 0.0065281+0.010218j -0.00942751-0.00793774j 0.00641412-0.0027013j 0.0197195+0.0144941j -0.0111905+0.00345067j -0.0355356+0.0024246j 0.0078913+0.0109193j -0.0265498-0.00155032j -0.0147901-0.00105414j 0.0169954+0.00613085j 0.00879184+0.00868198j 0.00910065+0.000249363j 0.0485414+0.0156649j -0.0195196+0.000160429j -0.00891431+0.00693858j 0.0157029+0.00660423j 0.0182307+0.00429917j 0.0799495+0.0125047j -0.027361-0.00733902j 0.00961541+0.0152645j 0.0544993+0.0308387j 0.0401458+0.000369312j -0.0122779-0.0115684j -0.00280306+0.0107249j 0.00771878-0.00223506j -0.00156114+0.0188148j 0.023456+0.00555322j -0.0139881+0.021873j 0.00517051-0.00494766j 0.0179612-0.00513433j 0.00857123+0.0268986j -0.00637056-0.00929165j 0.0155019-0.00687676j -0.0160315-0.0154064j 0.00144751-0.0276561j 0.0184115-0.00205075j -0.0163372+0.00657437j -0.0459905-0.0169217j -0.00887632-0.0238159j -0.0345531-0.000668512j 0.0131361+0.00557582j -0.0107189+0.000202679j 0.00319424+0.0120787j -0.0106342+0.00929783j 0.0167681+0.0536566j 0.0201093-0.0264113j 0.0329685-0.0186854j 0.0563917+0.00202798j 0.0181724+0.00431306j -0.0215137+0.0274274j -0.0223294+0.00109712j -0.0242928-0.0202356j 0.047091+0.00044146j -0.00381027-0.0141167j -0.0347303-0.0168535j 0.0206599-0.0240102j 0.0562499+0.0251563j -0.0110515+0.00752448j -0.0149601+0.0156125j 0.00151979+0.0229797j -0.0492236+0.0191637j -0.0255386+0.0373851j 0.011673+0.0529246j 0.0163707-0.0857036j -0.00232401+0.0226837j -0.0237203+0.0604599j -0.00253473-0.0338794j 0.0409322+0.149982j -0.00168802-0.0211331j 0.0141526+0.195918j 0.164233-0.0506633j 0.0203505-0.00360899j -0.13137+0.0304485j 0.114313+0.0380046j 0.128398-0.0244657j 0.0771803-0.00263148j 0.00719298-0.00451785j -0.0159495+0.0175883j 0.00272825-0.0238844j -0.0342609-0.0224726j 0.0038966-0.00955009j -0.0277401-0.0205195j 
-0.0097892+0.00409996j 0.00559508-0.0089275j -0.000662363-0.00193334j -0.00252946+0.00875103j -0.0154174+0.0118662j -0.00920847+0.000201673j -0.009744+0.0164394j -0.00893548+0.00958693j -0.00101254-0.00399749j 0.00799909-0.0323435j -0.00160756+0.0187049j 0.00291426+0.00658484j -0.00255252+0.0280288j 0.00471059-0.043995j 0.00343831-0.0321666j -0.00332833+0.0078505j 0.00215258-0.00168949j 0.00597856+0.0226127j -0.0194819-0.0179387j 0.00116974+0.00345876j 0.0234006+0.0160444j 0.00722176+0.00218938j 0.00215531+0.00110926j -0.0248203-0.0119784j -0.00114243-0.00263189j 0.00505676+0.00514123j -0.0148976-0.00552009j -0.00178116+0.0179959j -0.00182403+0.00208031j -0.0190305-0.00741965j 0.00688151+0.00609421j 0.0142343+0.00256035j -0.00319433-0.00160043j -0.000736657-0.0019095j 0.00529602-0.0119805j -0.0025446+0.000952913j 0.00805125+0.0161858j 0.00490649+0.00990971j -0.0122154-0.00355604j -0.0378448-0.0176355j 0.0108123+0.00587569j 0.0101687+0.0015941j 0.00236865+0.00211103j 0.0107746-0.0302069j -0.00267643-0.00474852j -0.00745231-0.01292j -0.0149584-0.0230802j 0.0273084+0.0113532j -0.0253626-0.0232032j 0.00815795+0.00291127j -0.000189287+0.00965774j 0.00389899+0.0100801j 0.0139886-0.0144305j -0.0101885-0.00533286j 0.0184259-0.0158261j 0.00298021+0.000231014j -0.00749279+0.029656j 0.0122747+0.0585887j 0.0368909-0.0247289j 0.0271733-0.0100574j 0.0658532+0.00982209j -0.0148514+0.000555925j -0.000629892-0.000478043j -0.0859328-0.0256433j -0.0402864-0.00863542j 0.0135172+0.00824348j 0.00781068-0.062026j 0.0123899-0.0252572j 0.0230048+0.0263499j 0.0721672+0.0360549j -0.0245609-0.0398613j -0.0104839+0.00802727j 0.00859055+0.00177947j -0.0700944+0.00993262j -0.0393478+0.0370587j -0.0551683-0.0359877j 0.0397885-0.0789299j -0.0177525-0.170606j -0.00993152-0.0179741j 0.00193705+0.231161j 0.13292+0.0149668j 0.0570877-0.0731854j -0.0893789+0.0441696j -0.177548-0.0113979j -0.096521-0.00666118j -0.0863325+0.0399791j 0.00163619+0.0313885j 0.0644833+0.00683213j 0.046778+0.00814204j 0.0133652+0.002505j 0.0143313+0.0138455j -0.0243158+0.00532882j -0.0324502+0.00160147j 0.0207292-3.32211e-05j -0.0012051-0.00769798j 
-0.0158453+0.0671387j -0.0284368+0.00722941j 0.00654252+0.0456858j -0.0151957+0.0546873j -0.00369718+0.00737874j -0.00422104+0.0120299j 0.00351294+0.0014154j 0.0180775-0.0139137j 0.00433657+0.0290711j 0.00435705+0.0163165j 0.0118304-0.000765627j 0.0185176+0.0151894j -0.00651775-0.00261939j 0.011938+0.010585j 0.0167397+0.00500718j 0.00624952+0.00403654j 0.00202124-0.0369559j 0.0184766+0.00341676j 0.000142767+0.00351831j 0.032662+0.0362368j 0.00780548-0.0311023j -0.0189753+0.00469141j 0.0468328-0.0180231j -0.00672283-0.00743823j -0.00464182+0.0116393j -0.0156671+0.0175493j -0.0339317-0.00316813j 0.00558678-0.0118299j -0.00842893-0.00974871j -0.0129404+0.00370151j 0.0324875-0.0083054j 0.022636-0.000825068j 0.0642693-0.00663405j -0.00880973+0.00227827j 0.0410457-0.0611057j 0.0445851+0.0248926j 0.120812+0.0476127j 0.0299277-0.041467j -0.156829+0.016589j 0.0480145+0.00321718j -0.0777977+0.0287241j -0.0200594-0.0300937j 0.035089-0.0242975j 0.00634864+0.0375575j 0.00743702+0.0285892j -0.00958058-0.0247098j -0.0668231+0.00400668j 0.0343415-0.00771149j 0.01592-0.0147298j 0.0538795-8.68889e-05j 0.0407054-0.0138755j 0.0124887+0.00664899j 0.0118066-0.00908248j 0.00285552+0.0153087j -0.0256789-0.000754508j 0.0217506+0.00150865j -0.00826945+0.0144176j -0.00925741-0.0299476j -0.0419328-0.0106101j -0.0190168+0.0223108j 0.00860116+0.0256611j -0.0797076-0.0319021j 0.115952+0.0239388j 0.0290685-0.04779j 0.0297416+0.0380584j 0.0222847+0.0500114j 0.0366442-0.0113793j 0.0440159+0.049304j 0.0382667-0.0167315j -0.0695079-0.0211012j 0.046359+0.0199339j 0.00687098-0.0133233j -0.0327227-0.0255735j 0.0320421-0.0487435j -0.096224-0.133159j 0.0542102-0.0786679j -0.0324214-0.11494j 0.027927+0.0995086j -0.144075+0.0816635j 0.016098-0.031932j 0.0413914-0.04266j -0.0592547+0.0221699j 0.0285256+0.00659562j 0.0329989+0.0252255j 0.0352673-0.0678369j -0.0380003+0.0327446j 0.052453+0.0800506j -0.0821715-0.0291906j -0.0223734-0.0110837j 0.0854862-0.0431883j 0.00386354+0.107392j 0.063765+0.0135515j -0.103147-0.0971689j -0.000996147-0.0185858j -0.02522-0.0284215j 
0.00482318-0.049011j 0.0118949+0.0158253j 0.0131089-0.0253738j -0.00267661-0.0385585j 7.28668e-05-0.00620855j 0.00926065+0.00576517j 0.00761102+0.000553179j 0.0177482+0.0185582j -0.00329636-0.0161997j -0.00877003+0.00293022j 0.00474002-0.00243843j -0.000797548+0.00454136j 0.00753409-0.0101737j -0.00557108-0.000155926j 0.0176766+0.00874183j -0.00661554-0.0111258j -0.0157583+0.0244958j -0.0109108+0.00963471j -0.00417706-0.00208158j -0.0241138-0.0193165j -0.0371568+0.0206828j 0.00832571-0.00263335j 0.0101582+0.0150932j 0.0178806+0.00128196j 0.00344405-0.00552593j 0.0485528-0.0124103j -0.010441+0.00521289j 0.0103598+0.00365571j -0.018216-0.00202435j -0.00253304-0.0104441j -0.0187387+0.000744444j 0.00277097+0.00552404j 0.00882003+0.00113508j 0.0317871+0.00307976j -0.00740196+0.0309021j -0.0178312-0.0118608j -0.0806698+0.00374803j -0.0199054-0.0096348j 0.0328038-0.0119109j 0.00421092-0.00036574j -0.00721656-0.0211752j -0.0332707-0.00561487j -0.0203884+0.0411694j -0.00648382+0.040993j 0.00984591+0.0411081j 0.00506894+0.0139106j 0.00508656+0.0295402j -0.00874031+0.0132922j 0.0299717+0.000418813j 0.0394178+0.0347887j 0.078947-0.0132334j 0.0135153-0.0202501j -0.0362919-0.00773079j 0.0141225-0.0298391j 0.0225551-0.00599174j -0.0301072-0.00258317j -0.00987327-0.0576838j -0.0241947-0.0288359j -0.0248942+0.0322228j -0.0175404+0.0162019j -0.0380029-0.000318746j 0.074295+0.0458298j -0.102412+0.0189603j 0.0889705+0.0262461j 0.0544206+0.00939573j -0.00284104-0.00890888j -0.0578186+0.0766701j -0.0163073-0.0220419j -0.0734593-0.0360229j 0.0304971+0.0828819j -0.0919637-0.0671559j 0.0659295-0.0953058j -0.016187+0.0566847j -0.0890039+0.0238336j -0.0622876-0.0702623j -0.00130264+0.116071j 0.00367606-0.17307j -0.038157-0.127433j -0.168566+0.0343881j -0.0496642-0.0846364j 0.036741-0.00894699j 0.0584162+0.0193242j 0.0135278-0.065676j 0.0599382-0.00253134j -0.108147+0.0411487j 0.0557535-0.0614054j -0.02139-0.0349289j 0.0110076+0.00455461j -0.0230391+0.0115898j -0.0896562-0.00684861j 0.0193137-0.0857066j 0.00358856-0.0325831j 0.0769209+0.0438398j -0.0121409+0.00708739j -0.00517351+0.0202685j 
-0.0130697+0.00229874j -0.000172601-0.00128981j -0.00262931+0.00811495j -0.00471337-0.00143994j -0.00311791-0.00363466j -0.0109875+0.00308426j 0.000833376-0.00125703j 0.0120733-0.0024057j 0.00437263+0.000198884j -0.00659414+0.00184285j 0.0027503-0.00131191j -0.00199459+0.00542258j -0.00397293-0.00468161j -0.00630619-0.00434996j 0.0137608+0.00252991j 0.00389981-0.000904831j -0.00177596-0.0081459j 0.00445534+0.00148408j 0.0157354-0.00305997j 0.0142604+0.00489471j -0.0105951-0.00848837j -0.00436012-0.00481425j -0.00742092-0.000719326j -0.000496271-0.00373842j 0.0025432-0.00207659j -0.038447-0.0051917j 0.0143205+0.00385882j -0.00362236-0.00650297j 0.0125817-0.0051477j -0.010007-0.000957887j -0.0397613-0.010034j 0.000500389+0.00531329j -0.00322609-0.00445315j -0.0204149-0.00246736j -0.00493533+0.000432727j 0.0284556+0.00897469j -0.000777439+0.00411562j 0.00377323-0.0104579j 0.0113181-0.00234797j -0.00412086+0.000766031j -0.0134395-0.00750025j -0.0351973-0.0141595j -0.0111637+0.0123384j -0.00695619+0.00157543j -0.0247074+0.00942426j 0.0268375+0.00721098j 0.00745579+0.0165437j 0.00333752+0.0121175j -0.0139808-0.00849615j -0.00917377+0.0159781j -0.000246073-0.0174411j -0.00743169+0.00330975j -0.00943511-0.00655255j 0.00409654-0.0082065j 0.0116958-0.00240474j -0.00427779-0.0108454j 0.00640452+0.0061443j 0.0097548-0.0242259j 0.0120847+0.00589619j -0.00762312+0.00177501j -0.0240325-0.00125554j 0.00385942+0.00112921j -0.0134084-0.000346698j 0.0188858-0.000601624j 0.0363641+0.0214368j -0.00781003-6.60009e-06j -0.00115772+0.0215023j 0.0155761-0.00488659j -0.0360275+0.00224686j -0.0495116+0.0236469j -0.0476532-0.021219j 0.0453693-0.0829905j -0.0381095+0.0155468j -0.0194537-0.0554925j -0.0864068-0.127873j 0.0227228-0.0257186j -0.0116851-0.250546j 0.00644746-0.0497998j -0.239967+0.0282779j -0.00165996-0.0610115j 0.138777-0.0346681j 0.00070274+0.00174419j -0.00310879-0.0216145j 0.0483849+0.00353679j -0.0421416-0.00261985j 0.0221841-0.00824745j -0.0262776+0.000629129j -0.0283736-0.00392348j -0.0124074-0.00659533j -0.0160803+0.00222218j -0.0108064-0.0104405j 0.0146883-0.00904838j 0.00778862-0.00542257j -0.00324262-0.00166073j -0.000688691+0.00116206j 
-0.00805131+0.0262823j -0.0225309+0.00310164j 0.00782147+0.00281501j -0.0101591+0.0155256j 0.00787715-0.000715695j -0.0217609+0.00388209j 0.00596436+0.00805978j -0.000502763+0.00148482j -0.00966034-0.00461978j 0.00445206-0.00636226j 0.00814041-0.00258724j -0.0027159+0.00737579j 0.00916381-0.0089933j -0.000803969-0.00979082j 0.00549714+0.012763j 0.00271284-0.000463495j 0.020829+0.017851j 0.00168725-0.00147355j 0.00236763+0.0129983j 0.0324861+0.000778999j 0.0100815-0.0152728j 0.00773499+0.00413755j 0.0227994+0.00390219j 0.048213+0.0192488j -0.0284324-0.0133545j -0.00495668+0.0118298j 0.0343478+0.0128356j -0.0111418+0.0151992j 0.0329271+0.00751386j 0.0197717-0.00142422j 0.0150293-0.0048962j -0.0147348-0.0178597j 0.000320752+0.0030081j 0.00745555+0.00464556j 0.0193793-0.0034639j 0.00335827+0.00526946j 0.0204805-0.0010903j 0.00906674+0.0291279j -0.00624904+0.0124023j -0.00449936+0.00157378j -0.0447437+0.00276271j 0.00649889-0.0196037j -0.00708713+0.0208719j -0.00106974+0.000911819j -0.00360289-0.0063984j -0.00577195-0.013569j -0.00765829+0.00404333j -0.0210827+0.00551451j 0.0265305+0.00961961j -0.00419212+0.00431203j -0.0147924+0.00192744j 0.00299175-0.014958j -0.0104509-0.0152802j 0.0177723-0.0138191j 0.0141282+0.0222813j -0.0150063+0.0098467j -0.000699007-0.0472383j -0.00822237-0.00397306j -0.0711669-0.00322862j -0.00391657-0.0245539j 0.0151728-0.0079608j 0.0104615+0.0143534j -0.00305567+0.0380936j 0.0574238+0.0050382j -0.041238-0.0105791j -0.0795186+0.000950797j -0.00346808+0.00493363j 0.0481944+0.0622961j -0.0366185+0.0638726j 0.0942809+0.0248304j -0.00775474-0.073971j 0.032369+0.0722089j 0.123834+0.119668j -0.168016+0.15884j 0.0563213-0.0267254j 0.0292818+0.102791j 0.0201605+0.0956517j -0.0190028-0.122474j 0.0459999+0.0368181j -0.00210736-0.0377679j -0.0964524+0.0573803j 0.0372464+0.0362744j 0.0372607-0.00220906j 0.0168215+0.0117623j -0.10584+0.00458423j -0.0137507-0.0157754j 0.0614517+0.0251444j 0.00984443-0.0416692j -0.0174633-0.0110457j 0.0170356-0.0399307j 0.0105587+0.0227655j 0.0707966+0.00335627j 0.0160505-0.018798j -0.00850188-0.0138468j -0.0320761-0.00875721j 
0.00502656+0.0457282j -0.0194853+0.00759712j 0.013006+0.0232443j -0.0135103+0.0297718j -0.0029481-0.0121154j -0.0171029+0.00487221j 0.00585506+0.00603839j -0.00708042-0.00947745j 0.0159001-0.013975j -0.0168814+0.0158163j -0.0025589-0.00363027j -0.0192608+0.0204398j -0.00556506-0.0237286j -0.0139881-0.014636j -0.00118131+0.0224631j -0.00939986+0.00603285j -0.0163455+0.0214359j 0.0116247-0.00964629j 0.0153846+0.00730892j 0.00235639-0.0114171j 0.0142971-0.0208636j 0.0610873+0.00206287j 0.00894615-0.0135315j 0.0720417+0.0393408j -0.0226801-0.0224728j 0.0241493+0.0146306j -0.0035809-0.00110255j 0.00012675+0.0180447j -0.0159061+0.0102434j 0.0196828+0.00656938j -0.0118212-0.0071394j 0.000613947+0.00454535j 0.0375529+0.00407243j -0.0407829-0.0223638j 0.00510598-0.0166172j 0.0319404+0.0120901j 0.0488452-0.0310815j 0.00236514+0.0071295j -0.0476012+0.0111167j 0.0113113+0.00840164j -0.0397453+0.0150183j -0.0336624-0.0339307j 0.00995566+0.0207982j 0.00381687+0.000901759j -0.0350812+0.0123216j 0.0741593+0.0130344j 0.00130361+0.0236207j -0.00950389+0.0122154j 0.0311087-0.0134721j 9.92128e-05+0.0598316j 0.0212693-0.0256338j -0.0184369+0.00382857j -0.0443953-0.0181705j 0.0103095-0.04235j 0.0709872+0.0125284j 0.00844582+0.00873992j 0.013776+0.0142798j 0.0150475-0.0373507j -0.0196902+0.0132135j 0.032378-0.0251601j -0.00830007+0.00522655j -0.071561-0.0281353j 0.085194-0.011172j 0.0432081+0.00973068j 0.0192053-0.0191375j -0.131122+0.00394167j 0.0185551+0.0299766j 0.0646737+0.0954718j -0.0478828+0.101989j 0.0465352-0.0389649j -0.000496997-0.0811496j -0.00681612+0.0189022j -0.00507751-0.0351745j 0.0342473+0.0498396j -0.0152434+0.166927j -0.0512104-0.145803j 0.00235289-0.0474296j 0.0175074-0.0988759j 0.136063-0.0317389j 0.0235915-0.0969451j 0.121037+0.0245298j -0.0242104+0.00749671j -0.0672389-0.0194283j 0.0918332+0.0130826j -0.135729+0.0200563j 0.0267624-0.0382473j 0.0118863+0.018252j -0.0279881-0.0207006j -0.0513196+0.000536662j 0.127186-0.0409838j 0.0215006+0.0875885j 0.0280771+0.0811221j 0.0146476-0.0204911j -0.00095068-0.00695857j -0.00165647+0.00223033j 
0.00290542+0.0104121j 0.00757665-0.00246528j -0.00677112+0.00560426j -0.00146581-0.00144466j 0.00806383-0.0113318j 0.0152815-0.0137107j -0.0133975+0.00717968j -0.00648298-0.00899676j 0.0108031+0.0124621j 0.00765341+0.00195057j -0.00248248-0.0102812j 0.0139294+0.00208483j 0.0121919+0.00337868j 0.0108266-6.06055e-05j -0.00733524-0.00627771j -0.0119649-0.00101997j -0.00856277-0.00630206j -0.00630814-0.000688483j 0.00224334-0.0108038j -0.0111207+0.0132045j 0.0142539+0.00663027j 0.0428656-0.0127452j -0.0186339+0.00323202j -0.0581499-0.00985265j 0.0238368+0.0063865j 0.0156192-0.00829183j -0.00689791-0.00440524j 0.0124862-0.00659494j -0.0131737+0.00428268j 0.0200076-0.000177376j 0.0554804+0.00677668j 0.00985501-0.000533644j 0.00652658-0.00239335j -0.0181382+0.000853956j 0.00273501-0.000862727j -0.0118586-0.00956857j 0.00488634-0.013157j 0.00147773+0.00834985j -0.0105485-0.00378923j -0.0328545+0.00134676j -0.0658071+0.00422944j -0.0229123-0.0020772j 0.00449005+0.0329448j -0.00375907-0.00370257j 0.0158856+0.00790227j -0.0539914+0.00331694j 0.00165955+0.0108054j -0.0179565+0.021775j -0.00280019+0.00626393j -0.0127676-0.0524388j -0.0149686+0.0349858j -0.0122706-0.0146464j 0.0186874+0.0241697j 0.00778459+0.0176561j -0.0355994+0.0131689j -0.0240004+0.00335455j -0.0138378-0.0199928j -0.00719814+0.0249568j -0.0104118+0.0088104j -0.0425388-0.00737289j 0.0446609-0.00255471j -0.0178574+0.0236041j -0.00390597+0.0185336j 0.0325309-0.00202461j -0.0274431-0.0209955j -0.0404897+0.00591392j 0.0105263+0.0272098j -0.00515203+0.0231878j -0.0398707+0.0161451j -0.0265207-0.0209773j -0.049495-0.0202881j 0.0696218-0.0508359j 0.128626+0.12682j -0.0856051+0.132066j 0.00870481-0.178617j 0.108922+0.0299806j -0.00740685+0.0599205j -0.0296967+0.00671367j -0.0611303+0.0610384j -0.0202687+0.0324424j -0.0820109+0.0389341j 0.0578492+0.0184846j 0.021191-0.0156003j -0.0374125+0.0149652j 0.0221092+0.0140928j 0.0198094+0.00705713j 0.0323991-0.037106j -0.0261784+0.015699j -0.00975967+0.0382939j 0.209672-0.165278j 0.199154+0.163292j 0.0639387+0.13298j -0.0160982+0.039375j 0.0044892-0.00426085j -0.0153683+0.00390376j 
