-0.179392+0.0103306j -0.176028-0.00182562j -0.128637+0.00351055j 0.158314+0.000497241j 0.0969448+0.0184412j 0.0683363+0.000449681j -0.043697+0.0114611j -0.0246942+0.0124943j 0.0388416-0.00151379j -0.0687248-0.00616403j -0.0383953+0.00629537j -0.0147173+0.0130702j -0.0835211+0.000355088j -0.0174722-0.00915877j 0.00600464+0.0108538j -0.152219+0.0131473j -0.0130184-0.0187513j -0.0795157-0.0215659j 0.052725+0.0347822j 0.214092-0.00563844j -0.00753969+0.0204537j -0.00119316+0.00383276j 0.0221143+0.0154506j -0.0267008+0.00563953j 0.0332235+0.00801282j 0.00853679-0.0110844j -0.0226495+0.00366083j -0.00276045+0.00381365j -0.0400217-0.00965955j -0.00969574+0.00383951j -0.0334275+0.000272934j 0.0248414+0.00252387j -0.00648621-0.00770311j 0.122186+0.00980014j -0.09013-0.00324757j -0.0449553+0.0286883j -0.0308163+0.00156374j 0.0652653+0.00885954j -0.0413569-0.0198078j 0.031759+0.0153482j -0.0105662+0.0125725j -0.00607818+0.000673714j 0.0636491+0.0101996j 0.0425646+0.0170653j 0.0211098+0.000219868j 0.0267354-0.00300784j 0.0149326+0.00595211j -0.00197456-0.00245207j -0.0365516-0.0140537j 0.0188746+0.0168751j 0.0211181-0.00395597j -0.00235126+0.0138905j 0.0170298-0.012288j 0.00135689-0.0101797j 0.00932336+0.00168941j -0.0397819-0.00582094j 0.00874529-0.0663806j 0.0304488-0.0331578j -0.0829023-0.000345766j -0.0246675-0.0312073j -0.00506045-0.0321403j 0.0143686+0.00843067j -0.0167571+0.0261655j 0.0167247+0.0150949j -0.0303578+0.0211174j -0.0215157-0.00675158j -0.00020099+0.0124165j -0.0255299+0.008455j -0.01884+0.000298457j -0.00950217-0.0149885j 0.00447761-0.000185553j -0.00323423-0.00647059j 0.0179961-0.00218871j 0.00262091+0.0136657j 0.0269948+0.00858851j -0.0183425-0.014693j -0.00535695-0.00149757j -0.0106342-0.00111862j -0.0024501-0.00516694j -0.011891+0.00398543j 0.00757097-0.0111198j 0.0104799+0.00177162j -0.0598635+0.00714452j 0.0354519-0.0159023j 9.35388e-05-0.0311472j -0.00447397+0.075247j -0.0388697+0.00120458j 0.0654068+0.122206j -0.091879+0.0921407j -0.0163083+0.0219308j 0.0500513-0.0333282j -0.0577237+0.037068j -0.124298-0.00153672j 0.0985002+0.155849j 0.12935-0.103126j 
-0.0286984+0.0379138j -0.0100813+0.00163566j -0.0438282+0.00638274j -0.174536+0.00989543j 0.0110456+0.0107664j -0.086991+0.0363553j 0.017515+0.00728925j -0.0198204-0.0119011j -0.157247-0.00176696j 0.0454964+0.00552294j -0.0397778-0.0122944j -0.0362833-0.00587873j -0.0134034-0.0122888j 0.0302634-0.00318078j 0.0378684-0.0061399j 0.118427+0.00213196j 0.0976252-0.00087599j -0.0240937-0.00747395j -0.00907188+0.0197037j 0.403184-0.0325037j -0.107898+0.0356672j 0.0309503-0.032856j 0.0292448+0.0420007j -0.0469469-0.0194889j 0.147952+0.0233752j 0.255799-0.0126333j 0.0677678+0.0089581j 0.126149+0.00476874j -0.0482437-0.00378292j 0.00673268-0.0120791j -0.169927-0.0171859j -0.00627231+0.021494j 0.0643095-0.00330301j 0.15793+0.0386706j -0.117604+0.0531274j 0.0107145+0.0127474j -0.0261524+0.0090617j 0.0395508-0.0148864j 0.107581-0.0238851j -0.0187404-0.0315986j 0.16243-0.0261015j -0.0071824-0.00679228j -0.00117627+0.0230126j 0.0361571+0.0090443j 0.00214842+0.00787535j -0.040305-0.0016794j 0.0441762+0.0113406j -0.0418904-0.00816356j -0.0390172-0.0140211j 0.00418903+0.00715913j -0.0121063+0.00931589j 0.0120892-0.00410795j -0.00100359-0.00151242j 0.0501623+0.00982394j 0.00346098+0.00799055j -0.00538972-0.0453809j -0.00632863-0.0318622j -0.0356785-0.00108208j 0.00378681+0.0154622j -0.0819139+0.0200331j 0.0277165+0.0243705j -0.0612445+0.0248726j -0.0145471+0.00618915j 0.0043908-0.0145375j 0.0116375-0.00247762j -0.0299181+0.0205106j 0.0416834-0.0155175j -0.0255629+0.00873757j -0.00411294-0.00663587j -0.0495662+0.0128396j 0.0459353-0.0239989j -0.0236211-0.00503706j 0.00382702+0.0147357j 0.00100686+0.00628033j -0.000757219+0.0231024j -0.00665402-0.0554442j 0.0184227+0.0120822j -0.0510797+0.0223336j 0.0129193-0.0117035j 0.00808936-0.00469198j 0.0184923+0.0190471j -0.00710189-0.0178339j -0.0091482+0.0272103j 0.0174526+0.00975515j 0.000182902+0.0179901j -0.0283544-0.0218818j 0.0178595+0.0184111j 0.011306-0.0750326j -0.00694653-0.00874364j -0.000421376-0.00426667j 0.00453034+0.021926j -0.0213195-0.0268047j 0.0280514+0.0228394j -0.0249885-0.0259696j -0.0173114+0.0430842j 
-0.0173562-0.00852234j -0.0575206-0.0191249j 0.0213391+0.00403222j -0.0387813-0.0212977j 0.0855188+0.0701965j 0.0138662-0.0122473j -0.00487409-0.000572901j -0.0813403+0.00115307j -0.0710701-0.0226732j -0.0146799+0.00314423j -0.0196778+0.000947853j 0.0486305+0.0147826j -0.161852-0.00448326j 0.0575248+0.00560675j 0.165516-0.0188262j 0.00579057-0.00138939j 0.111685+0.0441674j 0.183886+0.0247243j -0.115365+0.00376265j -0.0422502-0.00422947j -0.189688-0.0339925j 0.0741223+0.0136075j 0.0121001+0.0159892j 0.155305+0.0325858j -0.195103-0.0238233j -0.0618239-0.00150563j -0.126955-0.00457972j -0.081683-0.0126438j -0.0315753-0.0111057j 0.0831621+0.0158523j 0.076036-0.00321032j -0.118084-0.0617129j 0.0142839+0.0179108j 0.0859655+0.0922525j 0.126222+0.0234184j -0.00502681-0.0416366j -0.0457257+0.00207202j -0.0381106-0.00347458j -0.0959477-0.027341j 0.0082769-0.012343j 0.0298549-0.0168857j 0.0449096+0.050004j -0.0164509+0.0162438j 0.0225416+0.0271426j 0.0470449-0.0229126j 0.0222859+0.048903j -0.0347657+0.0141159j 0.0258282+0.00791439j 0.00786297-0.0188419j -0.0494076+0.0076553j 0.00173177+0.00590925j 0.0154833-0.000403355j 0.0490156+0.0254986j -0.00679089+0.0381672j -0.0271711+0.025936j 0.0424808+0.00481939j -0.0723262+0.0552285j 0.0499548-0.0300925j -0.0539292+0.0453851j 0.0159912+0.0204737j -0.063425-0.0658727j 0.0259367-0.0146078j 0.0480841+0.0305948j 0.0244409-0.00878469j 0.0282721+0.0354412j 0.0164517+0.0152728j 0.002344-0.000717464j 0.0389305-0.0010302j 0.00885436-0.0172743j -0.0151589-0.0355008j 0.0208752-0.0079116j 0.0210618+0.00708983j -0.0176837+0.0111444j -0.0121446-0.00476408j -0.031949+0.0241822j -0.0104843+0.00540687j -0.0185907+0.00938268j 0.0151753-0.042288j -0.0348166+0.0150097j 0.0290267-0.0128492j -0.0550899+0.0413254j -0.108211+0.0706194j -0.0686722+0.0406176j -0.0306834-0.0258118j -0.0438282+0.0452772j -0.0257643+0.00834765j 0.0519521+0.0998559j 0.0151185+0.0186634j -0.00336959-0.016311j 0.000305019-0.00390547j 0.0319873-0.00653873j -0.0277324+0.0304054j 0.0444837+0.0260005j 0.0035834+0.0131562j -0.0115359+0.030457j 
0.0486921-0.00409624j -0.0804585-0.000120392j 0.0572439+0.016705j 0.0188718-0.00481416j 0.0839706-0.0139496j -0.0401686+0.0211893j 0.000693086+0.00520534j -0.0176851+0.0517973j -0.0453554-0.0101204j -0.0265575-0.0184116j 0.00415339+0.0156434j 0.0167231+0.04353j -0.0522131-0.000124108j -0.0267378-0.0110236j 0.115087+0.0327554j -0.0204476+0.0258101j 0.0580188-0.0815118j 0.00428883-0.0539024j 0.218307+0.0282488j -0.0614856-8.65797e-05j -0.0401869+0.0379013j -0.0590057-0.000775148j 0.0176312-0.0149102j 0.0312002-0.0101202j -0.0691011+0.0168843j -0.111878+0.0211309j -0.0404072+0.0131767j 0.0155208+0.0193945j -0.0535984-0.0130134j 0.0772273-0.00931738j 0.086055-0.0375958j -0.0402694+0.133631j 0.0189286-0.095027j 0.030717-0.0223357j 0.094975-0.0107768j -0.0142712+0.147091j -0.0141372-0.0115499j -0.0455212+0.000235167j -0.0426567-0.0702056j 0.015106-0.0303799j -0.0100094+0.0864162j 0.0285443+0.0394905j -0.000797646+0.00702371j 0.069936+0.00779951j 0.0325284-0.0299293j 0.00385934-0.0442866j -0.0210942+0.0821112j -0.0177276-0.0232437j -0.0176971-0.0250601j -0.00316988+0.0263794j 0.00853952+0.00492359j -0.00474627-0.0178213j 0.00380538-0.00852662j 0.0115675+0.0205406j -0.0481147+0.00968796j -0.0296009-0.00773529j 0.152707-0.044718j -0.206272-0.059757j 0.0658686-0.0494336j 0.0868637-0.0265766j 0.00884645+0.175281j -0.0304469+0.0508488j -0.0374163-0.0567956j -0.00627959-0.0153594j 0.000756064-0.147574j 0.00325763-0.00181745j 0.0220998-0.00810641j -0.0140136-0.0209404j -0.00942877+0.00416726j -0.00754311+0.0481255j 0.0173925-0.00479238j -0.0109566-0.0144239j -0.00153228+0.0252558j -0.0220366-0.00671078j -0.022885+0.0166356j 0.0404568-0.0056142j 0.0320896+0.00228914j -0.0667028+0.00428725j 0.0267741-0.000229595j 0.0624864-0.0112568j 0.0578938+0.0556955j 0.019726-0.00276421j 0.0265466-0.00938204j -0.0139367+0.10565j 0.017505+0.0785452j 0.035726+0.0511804j 0.00147477-0.088416j 0.0393477-0.0196486j -0.0956027-0.0335766j -0.00667854+0.00561615j -0.0390108-0.0209289j 0.0559586-0.0111407j -0.0269886-0.0371602j 0.0157717+0.0315408j 0.00790229-0.0554088j 
-0.0258712-0.0226862j 0.0153517+0.000127486j -0.0114375-0.0102306j -0.0708613-0.00944842j -0.155263-0.00135343j -0.0178805-0.0709646j 0.0519808+0.0357256j 0.154672+0.022689j 0.007336+0.0735532j -0.03376-0.0373843j 0.088489+0.0231662j -0.0110441-0.0093707j 0.00621755+0.00970922j -0.0399247-0.0145254j 0.153853+0.0273411j -0.0969172-0.0244116j 0.0993826+0.00957643j 0.0522484-0.0104275j 0.0824138+0.0155066j 0.0812899-0.0169521j 0.0735739+0.00982761j 0.0956692+0.0481071j -0.0541973-0.00611901j 0.0796522+0.0869983j -0.0448373-0.0314154j -0.0293015+0.00399911j -0.0102758+0.0217899j 0.046413+0.00183929j 0.0252541+0.0211915j 0.00346488+0.0333123j 0.0240067-0.0346928j 0.03999-0.0229709j 0.0828071+0.0783045j -0.137576+0.0811434j -0.0725269-0.0202255j -0.0416455-0.0392508j -0.0320374+0.0104832j 0.0327455-0.0122173j 0.0251878-0.0709901j 0.065953+0.072195j 0.0208242+0.0396999j -0.000931765+0.0878169j 0.0362945+0.0255089j -0.0160877+0.0297072j 0.028367+0.058776j -0.00854334-0.0107636j 0.000841979-0.0452324j 0.055911+0.00127403j 0.0348335-0.00548431j 0.0739209-0.0425131j -0.0526035-0.0815232j 0.00906536+0.0609146j -0.0172031+0.101454j -0.17231-0.0127992j -0.0878009-0.127924j -0.00326973+0.065857j 0.0758801-0.0253054j -0.0323617-0.0666477j -0.00453197-0.0427369j -0.0136422-0.0476847j 0.0133387-0.0315979j -0.0434522+0.00892687j 0.00556191+0.00370632j 0.00543856+0.0299289j -0.0128313-0.0467223j -0.00246008+0.00122145j 0.0195669+0.035319j -0.0116026-0.0322028j 0.0361355+0.0213189j 0.0451707-0.0413927j -0.0351978+0.0360423j -0.0056451-0.0222051j 0.0144522+0.0108777j -0.0169682-0.000831954j -0.0611571+0.0145152j 0.0488928-0.020846j 0.0150944+0.0102812j 0.134273-0.0530732j 0.0212961-0.00370847j 0.100525-0.014753j -0.0396568+0.0431609j -0.0467916-0.010938j 0.0235196-0.0780682j -0.000480876+0.0637064j -0.0773626-0.1146j 0.0114494+0.0277821j -0.0112329+0.0319412j -0.0096905-0.0143076j -0.0059025-0.0539135j -0.0148448+0.00290978j 0.017425-0.0174914j -0.0349155+0.00326211j 0.0282028+0.0207254j -0.00322088-0.00115606j -0.00177273+0.0242277j 
0.0301664+0.00253737j 0.0774381-0.000998998j -0.0346815+0.00734599j 0.0384312-0.00158735j -0.0459501-0.0234899j 0.0380976+0.0109632j 0.0920774-0.0217035j 0.0372956-0.00959045j 0.00943558-0.0237029j -0.00943827+0.0240458j 0.00419614+0.00322274j 0.0436102+0.013377j -0.074942+0.0267649j 0.0430343+0.0231066j 0.138614-0.0154779j 0.0414217-0.0078157j -0.0679422-0.00584291j -0.0461642+0.00777247j -0.183231-0.0461593j -0.103899+0.00180828j 0.101734-0.0149122j 0.106219+0.027483j -0.0212339-0.00274185j 0.148379+0.0110339j -0.0557701-0.00348342j 0.0921139+0.0445932j 0.0778676-0.00892735j 0.0789227+0.00941948j 0.147127+0.0069717j 0.0312392-0.00540897j 0.128338+0.032315j 0.246057+0.0679369j 0.113664+0.00595439j 0.195825+0.0440766j -0.00394224-0.00524211j -0.0160615+0.0429394j 0.00398883-0.00291989j 0.0305937-0.00435313j -0.0401818-0.00280166j 0.0467595-0.0429793j 0.011059+0.00173229j 0.0374222-0.0567292j -0.0245167-0.0369377j 0.00660858-0.0362973j -0.0513308-0.00244435j -0.043556-0.0484941j -0.0371668+0.0187326j -0.0497714-0.0247603j -0.0328123-0.00424885j 0.0195929-0.0327727j -0.0988501+0.0270877j 0.0072724-0.0027573j 0.0285869+0.0206896j 0.040109+0.00208255j 0.0513221+0.0308006j 0.0118478-0.0494146j 0.0327218-0.0775328j -0.0667214+0.0313831j -0.0381315-0.0265995j -0.0453865+0.0053536j -0.0248527+0.0399116j -0.00240445+0.0237859j 0.014557-0.00366998j 0.021671+0.00791129j -0.00707439+0.011778j 0.00692987-0.0213907j -0.0203785-0.0052491j 0.00735534+0.00950591j 0.00670762-0.00503767j 0.00600051-0.0170038j 0.028213+0.0223696j -0.0115332-0.000372057j -0.00995-0.00483397j 0.0113398+0.018366j -0.0708334+0.0207799j -0.0237587-0.0324521j 0.0202132-0.00276398j -0.0408096-0.0151826j -0.0146128+0.0169188j 0.0182193-0.0454748j -0.0196342+0.0619015j 0.0202318-0.0107708j -0.0660946+0.0764134j 0.0672242+0.019912j -0.000185325+0.0495981j -0.00980628-0.0299411j -0.0325384-0.0167601j 0.0193029+0.0566744j -0.00203866+0.0344962j -0.00477517+0.0190928j -0.011277+6.05375e-05j -0.0257956-0.0178451j -0.0195241-0.00461988j 0.00212463+0.0173377j 0.00598192-0.0050535j 
-0.0405201-0.0193089j 0.00694356-0.0376711j 0.0104592-0.0233954j 0.0555362-0.0276672j 0.0115064+0.10833j 0.0689884+0.0225776j 0.013965+0.0283821j -0.0252316+0.033318j 0.0384783-0.00931895j -0.0071498-0.0449461j -0.0284462-0.0179166j 0.0111367-0.00943801j -0.0341713-0.0459828j -0.0339605-0.0229996j -0.0533909+0.00615481j 0.063176-0.00907971j -0.0166729+0.00506443j -0.122024-0.0113412j -0.0127265+0.112231j -0.0163384+0.00835724j -0.0288009-0.0399911j -0.0168819-0.00831931j -0.0648853-0.0273385j -0.00346589-0.00339168j -0.0733402-0.0265522j -0.0332737-0.0533102j -0.0454952-0.000264779j 0.0228835-0.012048j 0.00319936-0.0322157j -0.00396409-0.0267132j 0.067822-0.119781j 0.218171-0.0908416j -0.0134037-0.083103j -0.0082399+0.0957021j 0.044036-0.109237j 0.0152808+0.00406221j -0.0122517+0.0152588j -0.00345965-0.0097557j -0.0158243-0.152182j -0.0215896+0.0498986j -0.0552223-0.0213876j -0.0412362+0.131893j 0.0126089+0.0581928j -0.0139982+0.0296849j 0.0683859-0.00964926j -0.0131213+0.122394j 0.0455821+0.0587287j -0.00681762+0.0383118j -0.000441189-0.0654734j -0.0655843-0.00637961j 0.0147146+0.0560431j -0.0771205+0.00193298j 0.0140507+0.0414217j 0.0301926-0.0392859j 0.0296306+0.0453662j -0.0144027+0.0239885j -0.182426-0.0362185j -0.0836466+0.102325j 0.0213795+0.0902175j 0.0703895+0.0566491j 0.0379073+0.0270142j 0.0772288-0.0141181j 0.0125303+0.0583842j 0.00180677-0.0443186j -0.0335871-0.0411621j -0.00566454+0.0197776j 0.043191+0.0066984j 0.00630697-0.0210673j 0.0100438+0.00150051j -0.0231654+0.0361328j 0.0268451-0.0333071j 0.00443979+0.0121325j 0.0231599+0.0143471j -0.00959109-0.0316182j 0.0101927+0.0247195j -0.0406379-0.0001453j -0.00322379-0.0115813j 0.0340602+0.034063j -0.00505731-0.0334176j 0.057675-0.026305j 0.0476929-0.0436542j -0.121676-0.0060793j 0.0934251+0.0168031j -0.0029613+0.00298914j -0.0194059-0.0139431j -0.00912868+0.0785056j -0.00538472+0.0580956j 0.0227126-0.0579819j -0.0555881-0.109831j 0.00420946-0.00903281j 0.0319148+0.0111627j -0.0484788+0.035089j 0.035913+0.0408908j -0.0179662+0.0242331j 0.00806947+0.0260778j 
-0.0174594-0.0254146j -0.0413405-0.00245535j -0.0569624-0.00595926j 0.0395135-0.0150163j 0.00264259-0.0323619j 0.0304177-0.0428283j -0.0418616+0.0146734j -0.048801+0.0147992j -0.0321636+0.0344284j 0.0645945-0.0183267j -0.0407303+0.0127241j 0.00783714+0.00418739j 0.0567924+0.00310262j 0.129462-0.00588777j -0.11573+0.0130124j 0.0103257+0.00442678j 0.0148959-0.0354491j 0.0386356-0.0230188j -0.194928+0.0170314j 0.0017644+0.0135426j -0.0321568+0.037711j 0.0542512+0.029196j 0.0488805+0.00636862j -0.0519555+0.0356753j 0.0253085-0.0122929j 0.0637755-0.0196792j -0.0702364+0.00219897j -0.0582509+0.0243726j -0.0263408+0.0136178j -0.128321-0.0471567j 0.147292-0.00380772j -0.123256+0.108582j -0.0801558+0.0575029j 0.0904237+0.0202895j 0.0420068-0.135751j 0.0432023-0.0316992j 0.00335522+0.00686831j 0.0439622+0.0195714j 0.0733335-0.0591541j -0.0457061+0.128807j -0.00271247+0.0553688j -0.0873551+0.00661739j 0.0967763+0.0369058j -0.0361719+0.00820357j -0.0354961+0.0348249j 0.0099966-0.0529849j 0.0199636-0.0454312j 0.0171877+0.0146355j 0.0297403-0.0224409j 0.113998+0.00239353j -0.0248244-0.038006j -0.0219924+0.00964818j -0.0313388+0.0525965j 0.0478269-0.101032j 0.0983819-0.00636592j -0.029219-0.0765634j 0.0266358+0.021763j -0.118311-0.0249363j 0.0157317-0.005763j -0.0427173+0.00046407j -0.0271054+0.0843775j 0.0108386-0.00776112j 0.0183009+0.00295885j -0.00495156-0.00864184j 0.0614193-0.0338403j 0.0141522-0.0206576j -0.0106208+0.01431j 0.00914936-0.0144874j -0.0118673+0.0195911j 0.0202666+0.00734647j -0.03851+0.0349298j -0.0227309-0.0167471j -0.0136391+0.039077j 0.0193637-0.00666339j 0.00769745-0.00023028j -0.000854854+0.021882j 0.00127503+0.00675415j 0.0723493+0.040975j -0.00360047+0.00231534j 0.0799208+0.0371007j -0.01616+0.0385022j 0.0288058+0.000717756j 0.035985+0.07943j -0.0211471+0.0589457j 0.00592941-0.0985669j -0.00647019+0.0301156j -0.00643862-0.0485147j 0.0326442+0.00754042j 0.0130345-0.0470496j -0.000616613-0.00569463j 0.0204766-0.00596256j -0.0150068-0.00454467j 0.0125021+0.0351928j -0.00616256+0.00278191j 0.00210755-0.00622474j 
0.0508921-0.0290388j -0.05513+0.0141042j 0.0140235-0.0260727j -0.0729817-0.0127498j 0.0195762-0.0259744j -0.0616729+0.00106025j 0.0651883-0.0234005j -0.00938377-0.0302584j 0.00728121+0.0286648j -0.0119142-0.00574755j 0.00317279-0.015064j -0.0327969-0.0155725j -0.0553747-0.0123677j -0.0286763+0.00372906j 0.00166263-0.00978483j 0.00932829+0.00606518j 0.0215709-0.00791823j 0.00390997-0.00524833j 0.214529+0.0067002j 0.00158946-0.01998j -0.0206929+0.0601137j -0.0184239+0.0549432j -0.03302-0.000331417j 0.0806327-0.011732j -0.0986162+0.000935643j -0.0380922-0.0461801j 0.00426118-0.000622467j 0.0465825+0.0148977j -0.0807898-0.0185567j -0.0362065-0.131912j 0.0267084+0.0246433j 0.0541683+0.0138601j 0.0976226+0.0832854j -0.0842957-0.102568j 0.0481141-0.137131j -0.0356386-0.150397j 0.0146316+0.0274691j -0.0269225+0.0326147j -0.0362852+0.00220901j 0.0394292+0.0238512j -0.0141968-0.00859343j 0.023774-0.0103383j 0.0436958+0.0056892j 0.0430254-0.0113716j -0.00725841+0.0208612j 0.0330027-0.04222j 0.0165902-0.0826246j 0.0389505+0.0299195j -0.0110931+0.025718j 0.0426846+0.00613465j -0.091039-0.00987103j 0.150218-0.00307793j 0.112213-0.059395j 0.197927-0.0569419j 0.020869+0.0890683j -0.0424183-0.214755j -0.0760827+0.0299114j 0.0254937+0.0731609j 0.0327931+0.0598955j -0.0418975+0.00724011j 0.0185223-0.00610312j 0.0425778-0.0301333j 0.0817136+0.0219501j 0.000839642-0.0408873j -0.02088+0.0818982j 0.0474571-0.0296147j -0.0523026-0.00589017j 0.0272517+0.035671j -0.0489409+0.000232643j 0.0427681+0.00155371j -0.0334091+0.0277726j -0.0222252-0.0180115j -0.00516337+0.0126481j 0.0193034+0.00453207j 0.0267541+0.0518714j -0.0165836+0.0116643j -0.0198993-0.00514651j 0.0335781-0.0273781j 0.00116107-0.0173735j 0.0303986-0.0440984j 0.0155359-0.0375051j 0.0568163+0.0462225j 0.0335608+0.00584915j 0.0112602+0.0315279j 0.00480443-0.0222115j 0.0277817-0.0571334j -0.00537978-0.0624451j -0.0203593-0.0215694j -0.0248397-0.0169182j 0.00513307-0.0104633j 0.0162434+0.0110986j -0.0113109+0.0113209j 0.0256564-0.00458227j -0.00341088+0.0204247j -0.00563861-0.00511911j 
0.0383897+6.02043e-06j -0.0031369-0.0203057j 0.0295133+0.0134457j 0.0327291+0.0077746j 0.0970186+0.0203311j -0.0195864-0.0579866j -0.00287027+0.0302608j -0.048024+0.0139708j -0.00676334+0.0244685j 0.00986557-0.00578864j -0.0218632+0.016597j 0.041589+4.85519e-05j 0.0225297+0.0213011j -0.00721916-0.000599647j 0.0326231-0.000197793j 0.129308+0.0154609j -0.00150956+0.037067j -0.106351-0.0304169j 0.0848674+0.000403394j -0.0454048+0.0204823j -0.0929913+0.00613455j -0.147246-0.00301585j -0.0439373+0.018471j -0.0776435+0.101113j 0.0321179-0.0567298j 0.0513273+0.0140526j 0.0929904+0.0500823j -0.00637557+0.000786212j 0.0466584+0.0774304j 0.145561+0.0847073j -0.0870998+0.0587743j 0.0489931+0.0545825j -0.0916013+0.148235j 0.180915+0.0347481j 0.0577693-0.0185971j 0.0597325-0.13508j 0.0387552+0.0126942j -0.0336181+0.0194713j -0.0420811+0.0478018j -0.0558084+0.0191172j -0.0258536+0.0269851j 0.0369356+0.0348813j 0.0379466+0.0148516j 0.0490789-0.0111553j -0.00924056+0.0139011j 0.0204982-0.054251j 0.128481-0.0562067j -0.00764321+0.0202668j -0.014259-0.00727054j 0.0996786-0.0412916j -0.0346777-0.100027j -0.138034+0.0801136j 0.0583447+0.144516j -0.0164791-0.0529235j -0.00454397+0.0375523j 0.0490447+0.0766928j 0.048081+0.0320246j 0.0654873-0.00470527j 0.0251628-0.0583298j 0.0113804-0.0359441j 0.044498-0.0248724j 0.0209087-0.0276972j -0.0108832+0.0330704j -0.0138658+0.0445136j 0.0123779+0.0222529j -0.00481189+0.0072156j -0.01325-0.0347427j -0.0342499+0.0136025j -0.0219058-0.0112158j 0.0271596+0.044757j -0.0242187-0.0171437j -0.00290244-4.13481e-05j 0.00551127-0.0357054j 0.0279869+0.0392913j -0.00998-0.0243094j -0.0122188+0.0035567j 0.0189861-0.0347348j 0.0513271+0.028169j -0.0297684-0.0220592j 0.0566228+0.00121313j -0.0283071+0.00237863j -0.00452413+0.0360465j -0.0370754-0.00844701j 0.0218693+0.0397009j 0.00116538-0.056273j 0.0427436-0.0286898j 0.00299361-0.0264708j -0.000664693-0.0170142j 0.00636202+0.0176799j -0.00485477+0.0048332j -0.0133184-0.00931811j 0.00164389-0.0172504j -0.00298772+0.0136584j -0.0177129-0.000980307j -0.00720676-0.0120905j 
0.0245033+0.0245823j -0.0155025-0.00712339j -0.0108551+0.020291j -0.00251684+0.00269764j 0.0128206+0.0121519j -0.0104476+0.0151657j -9.75299e-05+0.000285503j 0.0293615+0.00469621j -0.0564712-0.0264262j 0.000509738+0.0352549j -0.00483007+0.0269815j -0.0198278+0.0480405j -0.00450371+0.0408107j -0.0164501+0.0246128j 0.0347759-0.0443488j 0.0245988-0.0427782j -0.0351566+0.0372524j -0.0102945-0.0144311j 0.0783774-0.0518044j -0.027792-0.0196751j 0.0291735-0.0487627j -0.0453786-0.0211267j 0.0279314-0.016642j -0.0237483+0.0449486j -0.0197805-0.0603921j -0.00403433+0.0943674j 0.060307+0.031119j -0.0148911-0.0234387j -0.054091+0.0470402j -0.362948+0.00907248j 0.0204869+0.165372j -0.0929764+0.00240791j 0.0171933-0.0322507j -0.0339441+0.357843j -0.069663+0.0680992j -0.0221929-0.00952936j -0.0107703-0.0199631j -0.000409831-0.0131355j -0.00963413-0.0607188j 0.0399582-0.0876138j -0.0104849+0.00532074j -0.0173252+0.0712117j -0.0251173-0.00696648j 0.0791859+0.0130082j 0.0465308-0.0172388j 0.0429804-0.0303003j 0.0249089+0.0630409j -0.0364438-0.0472029j -0.00418337-0.0506341j 0.0216763-0.0207184j -0.0348784-0.00922573j -0.00969362-0.0256884j 0.0235476-0.0135965j 0.0518566-0.0509434j 0.044876+0.0653291j -0.0171871-0.00136211j -0.0102501-0.00017042j -0.0134066+0.00245091j 0.0289017-0.0259641j -0.00832477-0.00509283j 0.0101645-0.0163543j 0.0101537-0.0110523j -0.00813273+0.0104985j -0.0158503+0.00560422j 0.00491622+0.0533542j 0.00126649-0.013773j 0.0182061-0.0119243j 0.00228929+0.0311155j -0.00525871+0.00795089j -0.0192957+0.00689767j 0.0205762+0.00921962j -0.00971165+0.00875259j -0.00200781-0.0148199j -0.0368533+0.00917889j 0.00155472-0.0321266j -0.0131937-0.0189595j 0.0275977+0.00436334j -0.0470518-0.00360484j -0.0180249-0.037078j 0.0352784-0.0176427j -0.0665326-0.00414758j -0.0340987-0.0328493j -0.0771943-0.0342109j 0.0444222+0.0493688j -0.00447751+0.0257865j 0.0009615-0.00468411j -2.79557e-05-0.00678737j -0.01451+0.0254076j 0.00795582+0.00935484j -0.000895122-3.09616e-05j 0.0107502-0.00263656j 0.00386144-0.00645479j -0.00867001-0.00279965j 0.00261797-0.0399609j -0.00460917-0.00939948j 
