0.0297227+0.00158682j 0.0734146-0.0107824j -0.0652532+0.00554913j -0.0285512-0.00155803j -0.028237-0.0016691j -0.00519429+0.00160412j 0.0119833-0.00148776j 0.00348481-0.00109428j 0.0322922-0.000977264j -0.0237966+0.00305505j 0.0673213-0.000363377j -0.00786622+0.00191945j -0.241806-0.00296216j -0.0720802+0.00552982j -0.000577997-0.00231624j -0.0678351+0.00289227j 0.090019-0.0050925j -0.00481253-0.00650723j 0.0325217-0.00080481j 0.00332596+0.00158174j 0.0375491-0.000167202j -0.00804149+0.00102638j -0.0186991+0.000959702j -0.000833639+0.00683142j 0.0159872+0.00494283j 0.00279008-0.00275368j 0.0701822-0.00267308j 0.0191116+0.000530232j -0.00124571+0.00207579j -0.00853827-0.000701202j 0.001038-0.00243629j 0.000381016+0.00132746j 0.017372+0.00358535j 0.0302928-0.000504283j -0.0030439-0.00683109j 0.0202201+0.00564966j -0.0529375+0.00292307j 0.0459466-0.00390481j 0.0666183-0.00642543j -0.0652008-0.00159989j 0.0637867+0.0025187j -0.0306288-1.16741e-06j 0.0880726-0.00849659j 0.0881451+0.000894675j 0.0863349-0.0110662j -0.254268-0.0111485j 0.0123617-0.0426827j -0.017347-0.00117344j 0.0237184-0.0114277j 0.0175517+0.00834412j 0.00782172-0.00615922j 0.00628696+0.00239708j -0.0226919-0.00308807j -0.0607118-0.0159619j 0.0452941+0.00448498j -0.0390111-0.00486531j -0.017184-0.0114j -0.00301413+0.00543826j -0.0477163-0.0239988j 0.0932911+0.00202151j 0.0449778-0.0200523j 0.00148643-0.0227997j 0.00862585-0.0306325j 0.080907+0.0589938j 0.0297088+0.00352873j -0.0350327-0.000637188j -0.27111+0.0229731j -0.329654-0.118207j 0.273607-0.0725475j 
-0.0690684+0.0025054j 0.0141674+0.0357987j 0.0472213-0.0124481j 0.0963953-0.0569037j 0.00837417-0.0674816j -0.0435223+0.0457626j -0.0115357-0.0316343j -0.00145514+0.0102542j -0.00394902-0.0269461j 0.0285589+0.00379196j 0.0137939+0.015186j 0.000739679+0.0315234j -0.035883-0.0513416j 0.0373508+0.0043391j 0.0991979-0.015876j 0.0266101+0.105385j -0.0388741-0.169308j -0.0764464-0.0943388j 0.0404416-0.0645136j 0.0774741-0.13747j 0.355069-0.096874j -0.0140243+0.0384009j 0.0837481+0.0216219j -0.066972+0.106617j -0.0196821-0.0263693j 0.148531-0.0404717j 0.0428267+0.0430502j 0.0289887-0.0840089j -0.0802776-0.0185248j 0.00749775+0.00908291j -0.038541+0.0435893j -0.0252461-0.0306385j -0.0305358+0.00408742j -0.026512+0.0169914j 0.0645342-0.0477204j -0.0309487+0.0293774j -0.0832607-0.0226563j -0.0777384+0.0220395j 0.0366699+0.0265108j 0.00143103-0.0570623j 0.00906184-0.0329794j -0.00684064+0.0204738j -0.121176+0.0539617j -0.0516796-0.00616001j 0.0438494-0.000353356j 0.0779289+0.0358612j -0.0068923-0.025358j 0.0935153-0.0833964j 0.0165341-0.0137572j 0.012836+0.00639025j 0.0177517+0.0280882j 0.0460889+0.0021476j 0.118267-0.00856597j -0.0210764+0.0260869j -0.0708561+0.00427931j -0.0378318-0.0401827j 0.109603-0.0186929j 0.0687669+0.0210838j -0.028876-0.0216918j -0.0906508+0.0201963j -0.0400878-0.034131j -0.0485003-0.0268332j 0.0849364+0.00794146j 0.00733738+0.0375723j 0.0351831-0.00579339j -0.00194933-0.00216504j 0.00621021-0.0226128j -0.0333328+0.0413166j 0.0120303+0.0378389j 
-0.0533763-0.00546625j 0.00538946+0.0186713j 0.0443631-0.0437615j 0.0548988-0.00705254j -0.011941+0.136353j -0.025784-0.0217946j 0.019436+0.0243951j 0.00478287+0.0219918j -0.0106249-0.00132817j 0.0235956+0.00120751j -0.0293008-0.0132231j 0.0135965-0.00428544j 0.0293372+0.0446538j 0.029867-0.0231061j 0.0585166-0.0221439j 0.0142375-0.120292j 0.0741238+0.204809j -0.0454046+0.263524j -0.0263343-0.026665j -0.00127283+0.0453162j 0.235-0.029892j 0.0185215+0.0367897j 0.0502006-0.0943718j -0.0385287-0.113126j 0.0062297-0.000914009j 0.0857984-0.0496116j -0.027271-0.137167j 0.0126052+0.142036j -0.0493853+0.028598j 0.00548676-0.0225297j 0.00803218-0.0329752j -0.000482848+0.0442016j -0.0439674-0.018225j -0.0276592-0.0267206j 0.0354423+0.0308833j -0.0134733-0.0423872j 0.0205573+0.0401242j -0.064337-0.0443183j 0.0229359-0.0428571j -0.0428867+0.0888061j 0.0799504+0.0313985j -0.0388627+0.00636985j -0.0838884-0.0829062j -0.0081183+0.00943009j 0.0410945+0.011847j 0.00151616-0.119265j 0.000138354+0.0286808j 0.0575997+0.000914688j -0.00228543-0.00213318j -0.0164896-0.0214226j 0.0134792-0.0192238j -0.0293734-0.00158197j 0.0116485-0.0157353j -0.0424209-0.00906432j -0.0331473+0.0247266j -0.0388175+0.0882213j 0.0719142+0.00184863j 0.0483539-0.0364663j -0.0293195+0.10046j -0.0142021-0.0161564j -0.0413108+0.0398985j -0.0745727+0.0729038j 0.0579349+0.0306786j -0.00545556-0.0772936j 0.0233392-0.0224005j -0.00256514+0.00717003j 0.00472837+0.0226896j 0.0138785-0.0743725j -0.00551728-0.146104j 
0.00461773-0.0369549j 0.00407212-0.0271721j -0.0429617+0.0116519j 0.126044+0.0382963j -0.0232766+0.0380144j 0.00691869-0.00900171j -0.0468621+0.0194263j -0.0108702-0.000576163j 0.00357593+0.00848529j -0.0044157-0.00448756j -0.00672799+0.0104876j -0.0796475-0.00388041j -0.0286954-0.00295643j -0.0310264-0.0179572j -0.0153694+0.00024433j -0.0553466-0.0457606j -0.132397+0.0926182j -0.0989647+0.0595635j 0.327582-0.0368096j 0.0218205+0.0951752j -0.130156-0.0437555j -0.0415984-0.0612333j 0.0715337-0.00615158j -0.0616667-0.0223155j 0.0150652-0.0175734j -0.0795098+0.0415079j 0.105209-0.0350305j -0.00951889+0.0357902j 0.0407088-0.0090864j 0.0357739+0.0146793j -0.0903001+0.023252j -0.0343205+0.0076842j -0.0324225-0.0463116j 0.00569661-0.0227146j -0.0116466+0.00441281j 0.00235264+0.0092303j -0.0792931+0.0434518j -0.00818628+0.0409168j 0.0379945-0.0406423j -0.00822847-0.0414664j -0.0351187-0.0198477j -0.0224634-0.0544452j -0.00200001-0.0607908j -0.128185-0.0235708j -0.10605+0.0355799j 0.0633202-0.0411083j -0.0133207-0.00808857j 0.122487+0.0085117j 0.110124-0.0171214j -0.00780342-0.00823908j -0.0502062-0.00484116j 0.0791066+0.017974j 0.133962-0.0307114j 0.0485773-0.0806949j -0.00702543+0.0100341j 0.0316198-0.0320088j 0.0461763+0.0262199j 0.0381888+0.0200559j -0.170811-0.0175256j -0.0633123+0.0244688j -0.0385763-0.0245972j 0.0540043+0.0146147j 0.0217055-0.0168311j 0.0184282+0.106938j -0.00189951+0.0120909j -0.00374049-0.00153066j 0.00774676-0.00854088j -0.0106746+0.143578j 0.0497371-0.0245954j 
-0.0279035-0.00915315j 0.0239356+0.01703j -0.0185799-0.111762j 0.0223431-0.0682751j -0.0155925-0.0714919j 0.0189067+0.0142532j -0.0354389-0.0293222j 0.0139402+0.0443022j -0.0163355-0.0279748j -0.0110612-0.00083221j -0.00337758-0.00101247j -0.0373383+0.000651183j -0.0145684-0.0301704j -0.0375608+0.00204387j 0.062165+0.0750822j -0.034722+0.0941484j -0.0726916-0.0935522j -0.116561+0.0375198j 0.0416449-0.00513954j 0.0390146-0.145229j -0.184732+0.152529j -0.0907657+0.0510342j 0.035153-0.0199562j -0.0765825-0.0143571j -0.0534485-0.0492336j -0.0471944-0.0136274j 0.0636916+0.0070148j 0.0233607-0.0266197j -0.015212-0.0263439j 0.0415085-0.02431j -0.00435095+0.0471837j -0.0164117+0.0970398j -0.049102+0.0630457j -0.0179792+0.0327752j -0.0044257+0.053792j 0.00380872-0.0456917j -0.0518338-0.0421871j -0.00557509-0.078733j 0.0408757-0.00563593j -0.00407044+0.102537j 0.00837321+0.024038j -0.0931361+0.0943874j -0.00998347+0.0239944j -0.0786874+0.054062j 0.0500697+0.0161341j 0.0690143+0.0343147j -0.0255524+0.0851936j -0.019201-0.0301703j 0.0778994+0.027614j -0.0138031-0.0162114j -0.014377+0.0408946j 0.036797-0.0185483j 0.0188985+0.0161641j -0.0128862+0.046237j 0.051378-0.0539366j -0.00965792+0.0289342j -0.00992915-0.0341166j 0.0343545-0.0333981j -0.0816135+0.0480094j -0.00152399-0.0788284j -0.00855584-0.0452579j -0.000983775-0.0197713j 0.0478371+0.110075j 0.052227-0.129825j -0.00480155-0.0154118j -0.00683917+0.00336983j -0.0343229-0.00657379j 0.0457588-0.238357j -0.0312226-0.102421j 
-0.0266834+0.0553457j 0.0370476+0.0627008j -0.0807499+0.0678453j -0.0723192-0.0074994j -0.077255+0.0289413j -0.00608268-0.0300914j 0.013842-0.00710543j -0.00461981-0.0234058j 0.0223751+0.000152466j 0.0333912+0.021167j 0.0440459-0.00867511j 1.08238e-05+0.0110769j -0.117495+0.0470761j -0.00724762+0.0234293j -0.0332398-0.113158j 0.139617-0.0194175j -0.226632+0.0365048j -0.156137-0.00832221j -0.0594691+0.00832304j -0.116302+0.0155517j 0.0580715+0.0652433j 0.0796217+0.0102166j 0.0549671+0.00340293j 0.148791+0.0211968j 0.0188543+0.067393j -0.0916012+0.00587903j 0.0444212-0.00375822j -0.136259+0.0335357j -0.0513576+0.0315248j 0.00573591-0.00498394j 0.0143013-0.0545111j -0.0426805-0.0309614j -0.0195942-0.00286511j 0.000411882-0.00967374j -0.0316915-0.0189703j 0.0194594-0.00269754j -0.0364307-0.0184704j -0.0320826+0.000654933j 0.105645+0.0190151j -0.0521082+0.0143064j -0.11851+0.0231946j 0.107534+0.0154715j 0.0880034+0.0277859j -0.100476+0.000700577j -0.038256-0.0495422j 0.182098+0.00813863j -0.0914889-0.0583025j -0.0961344+0.0386108j -0.0545199-0.00122506j 0.0460172-0.0127921j 0.0441625-0.0214748j 0.0382278-0.00618155j 0.0604633+0.0153929j 0.108778+0.021808j -0.160616-0.00757205j -0.0315234+0.0121123j -0.0699648+0.00575151j 0.030392-0.0114942j -0.00785676+0.0128034j 0.00668148+0.0262206j -0.0628254+0.0571202j -0.0230042-0.0182122j 0.129236-0.0165265j 0.0362409-0.0930342j 0.00736764-0.00803848j 0.00160484-0.000638153j -0.0206592+0.00438241j -0.0171208-0.0708551j 0.0401436+0.0448121j 
-0.0192412+0.134677j 0.00439271+0.00373495j -0.00317941+0.113824j 0.0841819-0.000769164j 0.0250063+0.0417906j -0.00909784-0.0580245j -0.0243011-0.0238194j 0.00585849-0.0443362j -0.0170733+0.00501474j -4.87244e-05+0.032512j -0.016554-0.0111107j 0.0217424+0.00972958j 0.0406509+0.0826395j 0.0182058+0.0294886j -0.0150054-0.0942157j -0.0353279-0.0634951j 0.0696419+0.0552838j -0.000330231-0.00873825j 0.0707052-0.0430083j 0.0458614-0.00474778j -0.0457035+0.101625j -0.0546665+0.0160899j -0.0111196+0.0779748j -0.0983095+0.113002j -0.00823611+0.124276j 0.020245+0.0236678j 0.0382209-0.0218664j 0.0781032+0.0443123j 8.56062e-05+0.0637783j 0.0105251-0.0019706j -0.0194754-0.0997407j 0.00472073-0.0636208j -0.00553187-0.0271269j -0.0189191-0.0134432j 0.000660031-0.0199855j 0.00277275-0.022155j -0.00597414-0.0397223j -0.0108397+0.045365j -0.0108601+0.0656311j 0.0469207-0.0557419j 0.100363-0.011656j -0.0764441+0.0943388j -0.0487665+0.0880243j 0.00847+0.0249762j 0.0260974-0.104079j -0.036403+0.00853713j 0.0196645-0.0278654j 0.0587383+0.0590398j 0.0911569-0.0721532j -0.0232348+0.0225001j -0.0255395-0.03247j 0.0137538+0.00983408j 0.00252848+0.0103016j -0.0471011+0.021437j 0.00302706-0.0202701j 0.0287969-0.010364j 0.0341383+0.00571153j 0.0303123-0.0686651j -0.0437562+0.0294048j -0.0230136+0.0452818j 0.00483246+0.132912j 0.044254-0.0198364j 0.0194501-0.202764j -0.00820833-0.12449j -0.000118581-0.010546j -0.00755666+0.0136104j -0.0152466+0.126205j -0.00624348-0.114582j -0.0454164+0.22527j 
-0.0806913-0.110423j 0.0490092+0.167082j -0.0450818+0.0726818j -0.025945-0.0526268j 0.012045+0.0396557j 0.0560697-0.00180252j -0.0287224-0.0177668j 0.0211234-0.00205182j 0.0027176-0.0237156j -0.0182206+0.0254133j 0.0124083-0.00670046j 0.0111359+0.0291327j 0.00611019+0.00845466j -0.0299954+0.00756895j 0.0112718-0.22214j -0.0131766+0.0639177j 0.0352258+0.066929j 0.154782+0.0401841j 0.0393855+0.00343849j -0.0752993+0.0582952j -0.0694585-0.0351907j -0.00324174+0.00703012j 0.0323276-0.0519155j -0.0292903+0.0721122j -0.0890246+0.0967201j -0.0245783-0.01146j 0.0433887+0.0686108j -0.0284098+0.00432648j -0.0462759-0.00466784j 0.00781862+0.00171607j 0.0373235+0.00965417j -0.00797515+0.0427574j -0.0571903+0.0289103j -0.0387045+0.0164493j 0.060411-0.0429774j -0.0508776+0.0321209j -0.0705554-0.0102121j -0.0796325-0.0127623j 0.0226993+0.0014719j 0.0411723-0.0128815j -0.0688862+0.044714j -0.0488673-0.0299579j -0.0875069-0.0698606j 0.0136812-0.0325908j 0.0796334+0.0082605j -0.135102+0.039268j -0.0854332-0.133372j -0.0587294-0.0737585j 0.116334+0.123269j -0.0192947-0.0109542j -0.00696893+0.0129139j -0.0832346+0.0178518j -0.055427-0.0265137j -0.0124864-0.0187377j 0.136206-0.0216288j -0.0261159-0.0483411j 0.0362089+0.130957j 0.0315969+0.111376j 0.0510526+0.0759319j -0.107816-0.0677997j -0.104757-0.0651556j -0.051032-0.0263571j 0.0633812+0.132087j -0.0470412-0.0062184j -0.00249459-0.00682752j -0.00628397+0.00315169j -0.0425471-0.0257756j 0.0163357+0.025119j -0.0284775+0.0569299j 
0.0612376-0.166356j -0.0135397-0.0155427j 0.012407-0.050977j 0.00890588-0.0890997j -0.0127579+0.0274654j 0.00245739+0.0340877j 0.0291098-0.0174159j 0.00919175+0.034621j 0.00301656-0.0144942j -0.0257484+0.00813081j -0.0182992-0.00824781j -0.0309392+0.0273816j -0.0236636-0.0213686j -0.00356488-0.0120175j 0.083967-0.0112695j 0.00224621+0.0907748j 0.0504734+0.0647638j -0.00813138+0.21223j 0.0093022+0.0460089j 0.014917+0.0255176j 0.034646-0.0526315j -0.0199211-0.00217703j 0.0175867+0.00430534j 0.0675396+0.0896131j 0.0357058+0.0501289j 0.0328774-0.00265248j 0.00331463+0.0389026j -0.00215365+0.000761823j 0.028467+0.00592462j -0.00225501-0.00693863j -0.015262+0.0141687j -0.013913+0.070183j 0.0235213+0.0397891j 0.0130995+0.0625954j -0.0580733+0.0017557j 0.044984-0.0138456j 0.0547505-0.0744191j 0.061136-0.00845082j -0.0524932+0.0529984j -0.0228623-0.0549488j 0.0547219+0.0191622j 0.0562563+0.0386104j 0.066768-0.0624983j -0.0168071-0.0220149j -0.120027-0.00901483j 0.080228+0.0580155j 0.106104+0.0605718j 0.0589065-0.066867j -0.0568156+0.067708j -0.00120106+0.00740632j -0.00362295+0.0531892j 0.0311065+0.0290747j 0.00904472-0.0441014j 0.0230059-0.0369031j -0.258769-0.0870359j 0.119774+0.00466786j -0.0569216+0.116965j -0.0264001+0.0994432j -0.0200963+0.0492531j 0.140731-0.0889245j 0.0421328-0.134576j 0.0920589-0.077352j -0.0571488-0.0629062j 0.0622912-0.0263855j -0.00579165-0.010526j 0.00521003+0.0100975j 0.0526852+0.0805821j -0.0383499-0.0932325j 0.0106176+0.170093j 
-0.0493632-0.0332058j 0.0176267-0.177119j -0.0412754-0.0936942j -0.0610173+0.0301634j -0.0338549+0.015573j -0.00416553+0.0249686j 0.0135236+0.0122154j -0.00141171+0.0245493j 0.0282921+0.0160081j 0.0043167-0.0302683j 0.0182109+0.000549957j 0.0447049+0.000176159j 0.000435005-0.00878396j 0.00646642-0.0201233j 0.056019+0.21755j -0.0194303-0.0494416j -0.0654223+0.0366127j 0.00880073+0.125479j -0.0382788+0.00689201j -0.041831+0.037675j 0.00158358-0.0744878j 0.0532506-0.0238223j 0.0294653+0.0917258j -0.0373162+0.00579484j -0.0270982-0.0409273j -0.050051+0.0133513j -0.0157424-0.00986078j -0.0471563+0.00275932j -0.0472747-0.000722762j 0.00939905+0.00359575j 0.000226653+0.00268725j -0.0213703-0.00477472j -0.0488909+0.00567792j -0.0540044+0.0305935j 0.0455352+0.0177231j -0.0505842-0.00363029j -0.0267325-0.0194728j -0.122887+0.050707j 0.0733843+0.0281001j 0.0204179-0.0818952j -0.069586-0.065607j -0.0184791+0.0349676j -0.002415+0.0195084j -0.0114652-0.0150157j 0.145702+0.0169489j -0.0586049-0.0279681j -0.0787371+0.165706j -0.0643562+0.0563925j 0.00393228-0.0778194j 0.0168184+0.0387528j 0.0193542+0.0036008j -0.0390028+0.0134734j -0.0265549-0.00310073j -0.00176766-0.0153939j 0.128128-0.0357415j -0.0454922+0.0246121j -0.0433981+0.0228527j -0.0144636+0.0189515j 0.0225777-0.0823891j -0.129281-0.105306j -0.0758639-0.101486j -0.143218-0.105068j 0.121025-0.100861j -0.0521625+0.0790667j 0.00755619+0.0139451j -0.00167719+0.00198012j -0.0562756+0.108254j 0.0138829+0.00673295j -0.0247885+0.145196j 
0.0256231-0.0229973j -0.0307652-0.00240877j 0.0138468-0.000116429j -0.0184168+5.18565e-05j -0.00142707+0.00352662j -0.00717605+0.000339137j 0.00652583-0.0058794j -0.00105955+0.00175416j -0.0168215-0.00646957j -0.00318134-0.000884811j 0.0116387+0.00737678j 0.0131635-0.000735112j 0.0140172-0.00345374j 0.00221386-0.00540718j 0.0491315+0.00492813j 0.0335113+0.00334695j -0.077756-0.0058969j -0.0956558+0.00737495j -0.137827+0.00105205j -0.00129627+0.00685418j 0.0392796-0.0119523j -0.0744718-0.00694993j -0.0325228-0.00964466j -0.00317818+0.0182262j -0.0839021+0.00742133j 0.0478457-0.0012785j 0.0270825+0.00478385j -0.0155841-0.000695977j 0.0132873+0.00600867j -0.0209732-0.00187361j 0.00605088-0.00425416j 0.0146688+0.00231084j 0.0120132-0.00203413j 0.0547112+3.26254e-05j 0.0164507-0.013083j 0.00211527+0.0168471j 0.0628063+0.013631j 0.0356944+0.00953591j 0.114469+0.000623867j 0.162532+0.00328407j 0.0749681+0.00991671j -0.00160858-0.00550703j 0.0185787-0.014458j 0.0827504-0.00434776j -0.0830836-0.0143316j -0.0916017-0.0275736j 0.00173956-0.0279915j -0.076021-0.0187438j -0.0628936+0.0070881j 0.0755991+0.0112379j -0.0259495-0.00240411j -0.05971-0.00324395j 0.0633043+0.000137336j -0.0934594-0.0166474j 0.134862+0.012703j -0.120528-0.0138273j -0.0243924+0.000764913j -0.0963174+0.0120149j -0.32321-0.0473874j 0.084315+0.00997784j -0.189646-0.0322777j 0.206805+0.00967408j -0.0185821+0.0211321j -0.229851-0.0383212j 0.00239739-0.00428782j -0.116514-0.00658327j 0.0128709+0.022712j 0.0242849+0.0262905j -0.0242146+0.0141057j 
0.0981315-0.0309897j -0.057529+0.0287473j 0.0378109+0.0323115j 0.0534182-0.00732597j -0.0141879+0.0219442j -0.0443228-0.00580521j 0.0174266-0.0116122j -0.0236882-0.00573756j 0.00518473-0.00464897j 0.0268017+0.00971773j -0.0477603+0.000581457j 0.000751928+0.00096555j 0.0333083-0.00533048j 0.00895888+0.0129673j 0.0507944-0.053399j -0.025102+0.00576326j -0.078118+0.0128266j -0.153033+0.0182026j 0.0158888-0.0199491j 0.00582873+0.0218377j 0.030521-0.00951603j 0.0494342+0.0138998j -0.0527239+0.000239379j -0.0100015+0.0247294j 0.00396202+0.0616881j -0.0235543-0.023687j -0.065651+0.024558j 0.00566448+0.0115679j -0.0239975+0.00183824j -0.00817543+0.00566537j 0.0212638-0.00954656j 0.0722256-0.0115357j 0.0489896+0.0102923j 0.00500722-0.00354859j 0.0573478-0.0449401j -0.073643+0.0326838j 0.0872079+0.0259557j -0.00133863-0.00110584j -0.0298073-0.0196295j 0.0238635-0.0133403j 0.00908774+0.00535071j -0.165275-0.0174571j 0.162113-0.0012708j 0.0127852-0.0274159j 0.0761702-0.00888969j 0.0250461-0.0164931j 0.0145159-0.101716j 0.118321-0.00996293j -0.0955525+0.0172932j -0.0727993-0.00704353j 0.0370217-0.013829j 0.0314066-0.00225564j 0.0955752-0.000398861j 0.0194736-0.0170755j 0.221183+0.0339328j -0.0141477-0.0106222j -0.141023-0.00198659j -0.148234+0.0127932j -0.102624+0.0157084j -0.0383882-0.0157114j 0.302223+0.0215834j -0.17235-0.0938985j -0.0206162+0.107749j 0.034608-0.0361695j 0.0233364-0.00800413j 0.0280177+0.010983j -0.0581229+0.00837892j 0.0183286+0.0356325j -0.0276401+0.0366914j 
-0.0200393-0.011615j -0.0884165-0.000732722j -0.0763823+0.0296067j -0.0567382+0.0243799j -0.0473502+0.00396696j 0.0259853-0.00752847j 0.00867474+0.00121547j 0.0121001-0.00438303j 0.0271289-0.0101653j -0.0214368+0.00118307j 0.0175394-0.00670698j 0.0446057-0.0203195j -0.0892269+0.00882317j 0.042953-0.00699362j 0.0896767-0.00957378j 0.0491897-0.00666257j -0.0384483+0.0223607j -0.0939254-0.0331138j 0.0662608-0.0244568j 0.0161627+0.019958j 0.017474+0.000721851j -0.030676-0.000677741j -0.0306132-0.0184557j -0.0803347-0.0181938j -0.0738459+0.0128898j -0.0216497+0.00143654j -0.0208721-0.0287004j 0.0227889-0.0172229j -0.0464941+0.00971585j -0.00653044+0.00247284j 0.0682221-0.00267247j 0.0379181-0.0170232j -0.0484665-0.00418651j -0.0463286-0.000332678j -0.042502+0.0225473j 0.0165443-0.0227066j 0.0348523-0.0109001j -0.0649098-0.0179264j -0.0440534+0.0162861j 0.0994078+0.00331691j -0.0980183-0.00597658j 0.0820419+0.00591698j 0.0186065-0.00529984j 0.15298+0.017155j 0.164836-0.00426658j 0.138817+0.0164858j 0.289546+0.0246713j 0.0257212+0.0536878j 0.0775457+0.0547845j -0.0747978-0.0485133j 0.0690699-0.00808627j -0.139651-0.0399094j 0.0315552+0.0470255j 0.112543+0.0560831j 0.164714+0.00222016j 0.0208082+0.0195529j 0.0830144+0.0428219j -0.114387-0.00700955j 0.0371143+0.0367542j 0.0250472+0.0513965j -0.181518-0.0094423j -0.0342539+0.0647936j -0.197491-0.0671519j 0.0932128+0.0793821j 0.0244344+0.00550327j -0.0311671-0.00633831j -0.0986722-0.0202636j -0.0490648+0.00444728j -0.0564069-0.0098361j 
-0.0598569+0.00187833j -0.0346973+0.0259351j -0.0287421+0.00754769j -0.0528353+0.00406886j -0.0471379-0.00962178j 0.0128886-0.00400987j 0.0140375-0.00192423j 0.0558838+0.00115356j -0.0145483+0.000753194j -0.0401257+0.00275833j -0.00478615+0.00320123j 0.0338273-0.00106785j -0.033827-0.00371424j -0.00980044-0.00436267j 0.13738-0.0214825j 0.00999387+0.018511j 0.0293749-0.0144992j 0.0809475-0.0236183j -0.104276+0.010009j -0.038007+0.00876549j -0.0316018+0.00809882j 0.0200348-0.0173768j -0.0350761-0.0183194j -0.00879391-0.00318885j -0.0265359-0.0120346j -0.0489369+0.0163416j -0.104032-0.00345524j -0.0233104+0.00266229j 0.000285858+0.00987803j -0.00148611-0.00101585j -0.00397849-0.0132158j -0.0285575-2.01254e-05j 0.0155806-0.0215511j -0.0101934-0.00149839j -0.0202923+0.00504062j 0.0284661-0.00786725j -0.0516909+0.00440547j -0.0386284+0.00298683j 0.0121247+0.0164178j -0.0118869+0.0307186j -0.0506292+0.0139446j -0.00351501-0.00779161j -0.0143789-0.0236291j -0.0204416+0.00599721j 0.0593117-0.0276239j -0.0586271-0.0277691j 0.195808+0.0154126j -0.088829-0.00810724j -0.0358685+0.00170578j -0.055793+0.00127806j 0.122137+0.0005577j 0.107395+0.00231342j -4.34741e-05+0.00277435j -0.0635948-0.0202175j -0.12853+0.00509704j 0.118997+0.00304j -0.0417825-0.00758652j 0.160843+0.0156405j -0.291038-0.0761227j -0.328685+0.0256399j 0.139459-0.0183013j 0.0102155+0.107456j -0.0344785-0.0484052j 0.0493918-0.0365648j 0.00352216+0.0017188j -0.0405865-0.0168686j 0.0468717+0.0107709j -0.00179754+0.00954395j -0.00183412-0.0268634j 
-0.0132044+0.0265163j -0.00158763+0.00870702j -0.00802789+0.0119793j -0.00854419+0.00377538j -0.00929681+0.0172488j 0.00851859-0.011553j -0.00299562+0.00915752j 0.00827591+0.00225399j 0.00111944+0.0016959j -0.0106525+0.00375335j -0.00938489-0.000905614j -0.000377321+0.00227383j -0.00671756+0.00638829j 0.00661349+0.00196759j 0.019379-0.01713j 0.00397178-0.0199648j 0.0174545+0.0144208j 0.0259371+0.00670568j -0.0539012+0.0251474j 0.00295784+0.0002731j -0.00694698-0.00615349j 0.000917016+0.0472177j -0.00104881+0.0229232j -0.00264142-0.0402079j -0.00472067+0.0224371j 0.00918714-0.0379393j -0.0199674-0.0162517j 0.00816334-0.0165326j 0.00934082-0.0188166j 0.00478051+0.00675281j -0.00571312+0.00732321j -0.0195295-0.0220548j -0.00907508+0.0488803j 0.00976448-0.0214479j -0.0185199+0.0225236j -0.00166792-0.00308181j -0.00833762-0.0215869j 0.0195236-0.0243848j 0.0217441-0.0794846j 0.00437858-0.0838831j 0.00753992-0.0347591j 0.0117657-0.0450932j -0.0207985+0.0532994j -0.0113561-0.0395937j 0.00151208+0.115284j -0.0183614+0.107872j 0.0220539+0.0332857j -0.0334889+0.0525262j -0.0199303+0.0204219j -0.00458724-0.0724646j 0.0133837+0.0514354j 0.0437854+0.0176714j 0.00854506-0.00631429j -0.00204336+0.111634j -0.0615862-0.0180201j 0.03117+0.0777334j 0.00982024-0.0366105j 0.0146571-0.0380005j -0.126498+0.256843j -0.0471445-0.096219j -0.0161257+0.268097j 0.0487044-0.320286j -0.00186857+0.035279j -0.00868253+0.257753j -0.00161764+0.0165894j -0.0243844+0.0634433j 0.0284095-0.065208j 0.00299093-0.0302663j 0.0013705-0.0060207j 
