0.0106964-0.0020676j 0.00124103+0.00905739j 0.00764212+0.00899604j -0.0149031+0.0053282j -0.00359791+0.00799197j 0.00263999+0.00659947j 0.0144077-0.00642648j 0.000617005+0.00522855j -0.0019817-0.000671993j 0.000734387+0.00826974j 0.00872131-0.00641513j -0.000920777+0.00800932j 0.0100327-0.00618532j -0.00215223+0.00785608j -0.00327279-0.0022862j 0.00125881-0.00808439j -0.000699616+0.00191298j 0.00551956-0.00674153j 0.000910284+0.00566366j -0.00247343+0.00432845j -0.00466524+0.00222143j 0.000909642-0.00206788j 9.6841e-06-0.00596578j 0.0010233-0.0110358j -0.00417742-0.00720316j -0.00167341+0.00308334j -0.00655159+0.00142693j 0.000948873+0.00463777j -0.000470484-0.00998598j -0.00456222+0.000779435j -4.39381e-05+0.00620136j 0.00110439+0.00587024j -0.00232611+0.00245318j -0.000752407+0.00361881j 0.000146922+0.00100309j 0.00395847+0.00196774j -0.00445662+0.00317385j -0.00812282-0.010268j -0.000803181-0.0128066j -0.00995201+0.00565125j -0.00348026+0.00445008j 0.0082271+0.012532j -0.00253793-0.00459721j 0.0058051-0.00843425j -0.0063841-0.00111827j 0.000195535+0.00130196j -0.0075934-0.00539412j -0.00799551+0.00420213j -0.0119204+0.00221772j 0.0061321-0.0114455j 0.00462455+0.0107772j -0.00627535-0.0100561j -0.0148992+3.99277e-05j 0.0101616+0.0116311j 0.00669463+0.0122885j 0.00687442+0.00470536j -0.010262-0.00364747j 0.00197082-0.008296j 0.00535198+0.0326522j 0.0438677-0.0135372j 0.0079635-0.0358077j -0.0114473-0.0187841j -0.0139455-0.00538112j -0.00462249+0.00343045j 0.000524668+0.0117683j -0.00415706+0.0119766j -0.00117811-0.00526043j 0.00225486-0.0284494j 0.000643352+0.0174132j -0.00174864-0.0168687j -0.0697072-0.0282718j -0.0278033+0.0749767j 
-0.00634804+0.00150301j 0.00292131+0.0036398j 0.00172681-0.00636059j -0.0036394+0.00460267j 9.76716e-05-0.000929624j 0.000438113-0.00219366j -0.00306947-0.00204438j 0.0039995-0.00478589j -0.008387-0.00242998j 0.0108477-0.00749875j -0.00108757+0.00776438j 0.00868484-0.00442966j -0.00121545-0.00133838j 0.00450182+0.00487342j -0.00754266+0.000960013j -0.00961228-0.0143558j 0.00042038-0.00288944j -0.00355743-0.00473793j -0.00160875-0.00454391j 0.000523788+0.000700548j -0.00786185-0.00202858j 0.0034456-0.00684494j -0.00209418-0.00198767j 0.0133135+0.00550565j -0.00172597+0.020188j -0.00323906+0.0112131j -0.00554384-0.00484728j -0.00565344-0.00629742j 0.000999437-0.00663747j -0.00500122-0.0120475j 0.00446839-0.0100159j 0.00894921+0.00918324j -0.000199678-0.00905216j 0.000299855-0.0047364j 0.0154175-0.0102796j -0.00218612+0.0142563j -0.0235956-0.00133277j 0.00430738-0.00311281j 0.0103835+0.00120207j -0.000335325-0.0144415j -0.0067094-0.0163516j 0.0106067+0.00185708j 0.00558829-0.00265801j -0.00616747-0.00313731j -0.00418147+0.0184956j -0.00469034-0.00391564j 0.0159886-0.00624554j -0.0152236+0.0246398j 0.00539082+0.00938581j -0.0122711+0.00879832j -0.00484248+0.0111229j -0.013096-0.0241091j -0.00257233-0.00594767j -0.000232451-0.0149073j -0.000438469-0.0105624j -0.0272115+0.015366j 0.00769871+0.00976625j 0.0241869-0.00348571j 0.00319595-0.00443279j 0.00561064-0.00924875j -0.000576372+0.0174733j -0.000801823+0.0171645j 0.0054451+0.00796154j 0.00323972-0.00789118j -0.00413559-0.000268086j 0.00892477-0.000804257j 0.012902-0.001736j 0.00704777+0.00307547j 0.00773565+0.00154988j -0.00752318-0.00554821j -0.000139126+0.00394072j -0.0026663-0.00920096j 
-4.03957e-06+0.000644543j 0.00540655-0.000502389j 0.00299198+0.00791451j 0.00449165-0.0057294j 0.00170982+0.000866904j 0.000689375-0.00180885j -0.0013219+0.000729223j 0.000994434+0.0014795j 0.00255722-0.00244912j 0.00488142-0.00371655j -0.00343352+0.00148912j 0.00289449-0.00169328j 0.00217522-0.00545667j 0.00373023+0.00302615j 0.0043697-0.00906706j -0.00467765-0.00363695j 0.000411466-6.74224e-05j -0.00176121-0.000382022j 0.00633992+0.00109641j 0.00337287-0.00423876j 0.00171085-0.0124677j -0.00435784+0.00505031j 0.0009481+0.00136201j 0.0163485+0.00752151j -0.00530672-0.00510526j 0.0109502-0.000205584j -0.00012094-0.0132771j 0.00721881-0.00669733j -0.00185699-0.00771408j -0.00683633-0.00269622j -0.00169356+0.00339972j 0.00146945-0.00188633j -0.00352371-0.0111085j -0.000760112+0.00651592j 0.00285915+0.0100892j -0.00749742+0.00690786j 0.00166217+0.00626837j 0.000363322-0.00262663j 0.00978829+0.0111105j 0.0012541-0.00477225j -0.0150161-0.00942273j 0.00976538+0.00319952j 0.00297271+0.00203727j -0.000910284-0.00897125j 0.0150819+0.0110054j 0.0138385+0.00587103j -0.00435837-0.00521424j -0.00957753+0.0179851j 0.0122665-0.00373249j 0.00610943+0.0040274j 0.00546431-0.0106756j -0.00537275-0.00206478j -0.00685431+0.00493302j 0.0172341-0.00205228j 0.00945288-0.00468455j 0.000178611+0.00905547j 0.00172384-0.00395132j -0.0169524+0.00910781j 0.00748807+0.0193159j -0.00612636+0.00191734j -0.000558818+0.0079746j -0.0114994-0.0198237j -0.00984786-0.0119894j 0.00261629+0.000223441j 0.00471821-0.00251379j -0.000784986+0.00403449j 0.00579047+0.0175539j -0.0190843-0.000513398j -0.00504597-0.00188584j -0.00347299-0.00196445j 0.00255154-0.00660412j 0.012822+0.00665002j 
-0.00320726-0.00117222j -0.00230451+0.00318626j -0.00230897-0.000373955j 0.00337156+0.00168961j -0.00217372-0.000368141j -0.000680097+0.00988007j -0.00208653+0.000590759j 0.00311064+0.00212557j 0.00629377-0.00582193j 0.00387669+0.000505516j 0.0124927+0.00339401j -0.00389826+0.00728454j 0.000293475+0.0044801j 0.00282437+0.00464686j 0.00315912-0.00734582j -0.00573414+0.00900484j -0.00594976+0.00374399j 0.000458235+0.00284997j 0.00588569-0.00615832j -0.00315843-0.00157481j 0.00966755-0.0118094j -0.00360481+0.0118423j -0.00856998-0.00302221j -0.00170966-0.00416417j 0.000902056-0.00548307j 0.00998371+0.00268231j -0.00346103-0.00507215j 0.00176858-0.00670304j 0.005084+0.00176195j -0.00427842+0.0105366j -0.0122813-0.0112491j 0.0033883-0.00458961j 0.00185566-0.00902047j 0.0106744-0.0011835j -0.00373942-0.0125849j -0.00550816-0.00454263j 0.00492521+0.00865587j -0.00619854-0.00267325j 0.00298364-0.0246247j 0.0170491-0.00126185j -0.00600594+0.00289376j 0.000739708-0.00328804j -0.000930532-0.021176j 0.00931571-0.000155356j 0.00399553-0.0156608j -0.010909+0.000819942j -0.0097149+0.00713788j -0.00301181-0.0292125j -0.00314534+0.0038151j 0.00860777+0.00168057j 0.0137518+0.00158251j 0.0190851+4.42405e-05j 0.00113113+0.0126185j -0.00345043-0.0131718j 0.00400232-0.00495571j -0.00622895-0.016082j -0.00291646-0.00797052j 0.00848807-0.00256528j -0.0161306-0.00392014j 0.0025339+0.0112179j -0.0118689-0.00260592j 0.00586814+0.00739394j -0.0131633-0.0141045j -0.010312+0.00561389j 0.00726243-0.00554466j -0.0110283+0.0074159j 0.00144259-0.0192884j -0.000216498-0.00806199j 0.0038408+0.00243145j 0.0072986-0.00468938j 0.0019911-0.00577535j 0.000285923+0.000243873j 
0.00539435-0.00605698j 0.00460963-0.00462929j 0.00338562-0.00667601j -0.0178369+0.00499467j -0.00376568-0.00314196j 0.00228408-0.000863066j 0.00481285+0.00640807j 0.0117632+0.00164169j -0.00311261+0.00629546j 0.000437879+0.00362293j -0.00515661+0.00603254j -0.0042187-0.00689982j 0.00770607-0.0118083j -0.00574468-0.0108185j -0.000664184+0.00312676j -0.00490376-0.0102788j -0.00867768-0.00516871j -0.0112296-0.006126j -0.0157421-0.000669927j -0.00643274+0.000920985j -0.00856236+0.00632498j 0.00156518-0.0127356j 0.00994679-0.00621881j -0.00827773-0.00644688j -0.00421655-0.00431562j -0.0083368+0.00181102j -0.00104248-0.00424082j -0.00476633+0.00984511j 0.005261+0.00522363j -0.00268578-0.000612138j -0.0020425+0.000699506j -0.00908167+0.00088468j -0.000376309+0.00453554j -0.00780713-0.0085934j -1.03152e-05-0.0106379j -0.00758366-0.00950853j 0.00371355-0.0100699j -0.0106544+0.0157835j 0.0127289-0.00586801j -0.011203-0.00153439j 0.000293186+0.0113147j -0.00175758-0.000904076j 0.00184597+0.00561942j 0.0125854+0.0134868j 0.00408645+0.00240812j 0.00827992+0.00355969j -0.000246088-0.0165031j -0.00682784+0.00607376j 0.0013672+0.000445598j 0.00274815+0.00212161j 0.0141175+0.000356602j -0.00187095-0.00669694j -0.00252776-0.0172977j -0.00102897+0.00324832j 0.000986111+0.00681357j 0.0252102+0.007981j -0.0101191+0.0012389j -0.00679803-0.00906635j 0.00101825-0.0157176j 0.0027224-0.00368328j 0.00315328+0.010124j -0.00201428+0.00631503j -0.00657991-0.00832723j 0.00532947-0.00954558j 0.00641193+0.0138084j 0.00291069-0.00454454j -0.00208685+0.00579869j 0.00892935+0.0124768j 0.005194-0.00455261j 0.00558029-0.0149178j -0.0170202-0.00745606j 0.00615492+0.00149366j 
-0.00255976+0.00553708j -0.00318344+0.00123892j -0.00260602-0.00678762j -0.0120679-0.00513826j 0.00237466-0.0086946j -0.00172576-0.00596707j -0.000184634+0.00422971j -0.00100433-3.34515e-05j -0.00282471-0.00169852j 0.00346372-0.0076977j -0.000442263+0.0025941j -0.00107323-0.0131371j -0.00375835-0.000180153j -0.00229263+0.000517699j 0.00712933+0.0120479j -0.00227089-0.00876995j -0.00356359-0.000934278j -0.000924616-0.0105377j -0.0110658-0.00517904j -0.00307596-0.00638744j -0.00877485-0.00479024j 0.00444993-0.0077706j 0.00596789-0.000630856j 0.002225+0.000717392j -0.00734068-0.0148928j -0.00481941+0.0240632j -0.0012619+0.0150842j 0.00623677-0.00256804j 0.00287134+0.00590013j -0.00791972+0.00432604j -0.0040666+0.0182143j 0.00390164-0.00277664j 0.0109324-0.000993494j 0.00464429+0.00940983j -0.0126573+0.00516731j -0.00485477-0.0224153j -0.0118597+0.00568401j 0.00992291+0.00811706j 0.00218805-0.0168693j -0.00465571+0.000147595j -0.0209168+0.0109379j -0.00671837+0.00224485j 0.0026972+0.0196798j 0.0165235+0.00992374j -0.0136004-0.0141555j 0.00383368-0.00225994j 0.00465985-0.00835624j -0.0204266+0.0226538j 0.00294405-0.00955888j -0.00605416-0.00262126j -0.006374-0.00799623j 0.000461267+0.00337526j 0.0168059+0.0134831j -0.00765348-0.00100989j 0.00532316+0.00162269j -0.00689823+0.00945864j -0.00556606-0.00140348j 0.00893857+0.00305302j -0.020191+0.00550756j 0.00288303-0.000308876j 0.00127047-0.00538703j 0.00531741+0.00166353j 0.00316301-0.00560059j 0.00298608-0.00476271j -0.00312379-0.00479206j -0.00532231-0.0125842j -0.0133421-0.0028025j -0.003867-0.00259477j 0.000114667-0.0017043j -0.000915655-5.71845e-05j -0.000610565+0.000751408j -0.016303-0.0051168j 
-0.00549033+0.00421813j 0.0012435+0.00765566j -0.00444734+0.00214959j -0.00468349-0.00187876j -0.00726686-0.00611663j -0.00809281+0.0040719j 0.000202199-0.00219617j -0.00446921-0.00442338j 0.00134605+0.00124504j -0.00984323-0.00821797j 0.00840845+0.000195684j 0.000597218+0.00576272j 0.00442243-0.00582494j 0.000926193+0.000476715j -0.00212219-0.00540488j 0.00275894+0.00165354j -0.00320223+0.000166415j -0.00359555+0.00773051j 0.00202069+0.000845371j -0.0108837+0.000933086j 0.00203356+0.00735486j -0.00116563+0.00447607j 0.00306432+0.000193642j 0.00598419+0.002791j 0.00186459+0.00781654j 0.00276529-0.00670742j -0.000553506-0.00392471j -0.00908924+0.0140133j -0.000447073+0.00455653j -0.00676228-0.00181757j 0.0118084-0.011808j 0.00922492+0.0131756j 0.00706717-0.00267128j -0.00145719-0.000831613j 0.00344406-0.0210535j -0.0108905+0.00715726j -0.00748564+0.00229881j 0.00637287-0.0031551j 0.000884384+0.0206117j -0.00702908-0.000472094j -0.0135251+0.0035742j -0.000836079-0.00713672j 0.000840501-0.0217817j 0.00496789-0.00860916j -0.00232251+0.00884432j -0.0143862+0.0111629j 0.00502802-0.0118805j 0.011774+0.00798909j -0.00290421-0.00846928j -0.00410732+0.0150017j 0.0015336-0.00377645j 0.00201115+0.0194406j -0.00488342-0.0141351j 0.00474752-0.000269451j -0.00494637-0.00490425j -0.00703367+0.00872857j -0.00486668+0.0173424j 0.0102491-0.00464807j -0.0221717-0.00983801j 0.0047639-0.0116569j 0.0127911-0.0100397j 0.00376258-0.00124079j 0.00637327+0.0128731j 0.00909713+0.00587744j 0.00758881-0.0032732j -0.00609881+0.0145874j -0.0246921-0.00909191j -0.0026736-0.00660157j -0.00812332-0.00393562j -0.010533+0.0079942j -0.00452866+0.00856049j -0.0164403-0.00336375j 
-0.00472183+0.00743179j 0.00925828+0.000279412j -0.00197087+0.000791817j 0.00303402-0.0017317j 0.00369758-0.000883354j 0.00544551-0.00170001j -0.0101585-0.00283943j 0.000208365+0.00410156j -0.00195001+0.00669262j -0.00887545+0.000332702j 0.000159192-0.0147919j 0.0075855-0.000392035j -0.00366111-2.27982e-05j 0.00658461+0.000434629j -0.0134038+0.0045581j 0.00675603-0.00358069j 0.00445898-0.00276881j -0.00199919+0.00114844j 0.00190323-0.0037922j -0.00509223+0.00439719j -0.0013211+0.00817794j 0.00492083-0.0122679j 0.00458104-0.00426769j -0.000625774-0.00930926j 0.000135516+0.00192012j -0.0114185+0.0115831j -0.0125147-0.00184868j 0.000715576+0.033455j 0.0113945-0.00403505j -0.0058439-0.00643241j 0.0124906-0.00830148j 0.00502971+0.00443255j -0.00299474+0.00134249j 0.00733142+0.00189345j 0.0114549-0.00499336j -0.0192803+0.00878714j -0.00286526-0.0199279j -0.00781192+0.00942426j 0.00544347-0.004829j -0.00146453-0.00346021j 0.00698903-0.015966j -0.00340869-0.00519088j -0.000494401-0.00282405j 0.00149704-0.000693526j 0.00542557+0.00859957j -0.00298195+0.00972115j -0.000322143-0.00649217j 0.014759-0.000588749j 0.000393663+0.00380347j -0.0253491+0.010981j 0.00193164-0.00727427j 0.00828795-0.00606114j 0.007191+0.00153798j 0.0033851+0.00772859j 0.0083355-0.00104992j 0.00958169+0.00550288j -0.00899013-0.00817901j 0.00239473+0.00123823j -0.00825126-0.00121012j -0.0169694+0.00210035j -0.00744006-0.0127632j -0.00884106-0.00767926j 0.00401011+0.00899255j -0.017101+0.000588862j -0.00488473-0.00957573j 0.0228383+0.000545182j 0.0154486+0.00679806j -0.00108062-0.00319967j -0.0149298+0.00166596j 0.00294763+0.0110946j 0.0106318+0.00203078j 0.0075266+0.00295099j 
0.00227472-0.00402265j -0.00717253-0.00196717j -0.000719476-0.00811123j -0.000771718+0.00656282j -3.28564e-05-0.00174131j -0.00275013-0.00148491j 0.00645942-0.00818841j 0.00740455-0.00175113j 0.00168179-0.00135085j 0.00547763+0.000690115j 0.000315567+0.00984056j -0.00544933+0.0130802j -0.00147471+0.001781j -0.0111703+0.00530726j 0.00490928+0.0066161j 0.00157101-0.000571341j -0.00470874-0.00379333j -0.00411487-0.00462848j -0.0100956+0.00167887j -0.00391989+0.0095607j -0.00360854+0.000883891j -0.0109751+0.0038249j 0.00992191+0.00744769j 0.00353071-0.00814873j 0.000211846+0.00650464j 0.00505828-0.00995267j -0.000834131+0.0121277j -0.0113372-0.00582519j -0.00263332-0.00446905j -0.00495164+0.000553513j 0.00246415+0.00470449j -0.0067238-0.000118221j 0.00788673+0.015881j -6.75539e-05-0.00562728j 0.00238226+0.00502811j -0.00400591-0.00102588j 0.0165839-0.00355151j 0.00185264-0.0114215j -0.00388084+0.00737154j 0.00642082+0.00263965j -0.00920359+0.00502973j -0.00605075-0.000960805j 0.00470606+0.0113842j 0.0170494+0.00619565j 0.0174488+0.0108796j -0.0049312+0.00395318j -0.00056885+0.0128556j -0.0161643+0.010022j 0.00262632-0.0162941j -0.00362143-0.00408031j 0.0191988+0.00314716j 0.00384805+7.24755e-05j 0.0113248+0.00549641j -0.00270255+0.000280264j 0.0117176+0.00844135j 0.00404264+0.0062015j -0.00477231+0.00231379j -0.00162917-0.00600875j -0.0150515-0.00923063j -0.000982031-0.0129772j 0.00649017-0.00260782j -0.01141+0.0128165j -0.0101564+0.0130038j -0.0182627+0.000544105j 0.00590351+0.00507582j 0.0129716-0.0063477j -0.00106608+0.0126937j 0.00337339+0.00527873j 0.00983787-0.00344872j -0.0103737-0.00869453j -0.00437224+0.00464252j -0.00751161-0.000583129j 
-9.61458e-05+0.00143545j 0.00287439+0.000593202j 0.00462595+4.61224e-05j -0.00528355-0.00432829j 0.00218722-0.000384418j -0.00213511-0.00482084j -0.00526121+0.0056304j -0.00297939+0.00622877j -0.0085388-0.000602433j -0.00181665-0.00184941j -0.00632538+0.00392378j -0.00244095-0.00213797j 0.00996851-0.00949325j 0.000462414+0.0032887j -0.00389993-0.0025866j 0.0109622-0.00212948j -0.00458185+0.00650261j -0.000336075+0.0033329j -0.0022781-0.00127018j 0.00688967-0.00387676j -0.00245939+0.00512542j -0.00775053+0.000936403j 0.000536633+0.00332352j -0.00695943-0.0048463j -0.00319502-0.00777455j 0.00248907-0.00926719j 0.0105417-0.0145674j 0.00178619-0.0030454j -0.0109731+0.00863457j -0.00838335-0.00412061j -0.00568869-0.00752275j -0.00995257+0.00275622j -0.0128246+0.0127129j -0.0108026-0.010898j 0.00739117-0.0115755j 0.0140241+0.00110174j 0.00638994-0.000862723j -0.0171778+0.0051644j 0.00673367+0.0165009j 0.0118661+0.00446334j 0.00143418+0.00586178j -0.0113784+0.0117851j 0.00991004+0.00265883j -0.0068208-0.0034831j -0.010029+0.00612161j 0.00902995+0.0176303j 0.000991927-0.00415303j -0.00373652+0.000118733j 0.0181034+0.00290104j -0.00227711-0.00577897j 0.00783516+0.0129794j -0.0156456+0.000502887j -0.00335777-0.00655963j 0.0113048-9.03225e-05j 0.00480406+0.00291651j 0.00251418-0.000139631j 0.0254692+0.000983098j -0.0126405+0.00710273j 0.0040834+0.00330037j -0.00218375+0.00343147j 0.00341699-0.00595328j -0.0139879-0.00355546j -0.00640964-0.00484819j 0.0141857+0.000441199j 0.00611057+0.00322272j 0.0114196-0.000525099j 0.00771508+0.0116245j -0.00160759-0.00262821j 0.00294207-0.000542583j -0.00581126-0.00176202j 0.00523221-0.00576427j 0.0112047-0.00268991j 
0.00346947-0.00117656j 0.00165148+0.00198042j 0.000687378+0.00491338j 0.00562872+0.00366753j 0.00106415+0.00709529j 0.00295618+0.00414696j 0.00281954-0.00538306j 0.00405079+0.00439736j 0.0106006-0.00799986j -0.00240563+0.00583421j 0.000531851-0.000526736j 0.00398505+0.00818909j 0.00459192+0.000948491j 0.0086615+0.0073852j 0.0016015-0.0155972j 0.00326186+0.00459956j -0.00404252+0.00716916j -0.00381248+0.0057772j 0.000780283+0.004561j 0.0101517+0.00504674j 0.00507206-0.00204936j -0.00776922+0.00573648j -0.00701885+0.00074219j 0.00677619-0.00526544j 0.00540444-0.00548293j 0.00386545+8.48282e-05j 0.0162603-0.0194407j -0.0080694+0.00308528j -6.04514e-07+0.000103685j -0.00230465-0.00963929j 0.00594078+0.0110019j -0.00785809+0.00567367j 9.32879e-05-0.0162517j -4.22293e-05-0.00714944j 0.00867739+0.0235472j -0.00626354+0.00506251j 0.0155342-0.0285683j -0.00211014+0.00410597j -0.0166845+0.013909j 0.0100774-0.00102206j -0.00445281+0.00925574j 0.00115507-0.00451689j 0.00557071+0.00230245j 0.00830236+0.0071573j -0.00813543+0.0210767j 0.0108206+0.00359313j -0.013894+0.0188397j -0.000154017+0.0117847j 0.0057149-0.0131594j 0.00479912+0.00450576j -0.00666675+0.00281008j 0.0220241-0.0129548j -0.00776554-0.000342085j 0.00563355+0.00607473j 0.0109036-0.00167472j 0.00952985+0.00896946j -0.0127358-0.000741561j -0.00643949+0.00478017j 0.00632227+0.00767318j 0.0102646-0.00968953j 0.00734584-0.00114211j -0.0103277+0.0032824j 0.00210798+0.00712862j 0.0152109-0.00311768j 0.00921959+0.00936982j -0.00375354+0.00500371j 0.00471428+0.00428748j 0.00503266+0.00335543j -0.00145307+0.00212983j 0.00193862-0.00405321j -0.00554225+0.000670257j 0.00278917+0.0046195j 
0.000456562+0.000552246j -0.000220007+0.000600067j 0.000562225+0.00213077j -0.00148775-0.00163783j 0.00155286-0.000197162j 0.00412506-0.000779305j 0.00263281+0.00490401j 0.00519238-0.0083588j 0.00639516+0.00262518j -0.000918635-0.00172241j -0.00139959+0.0013187j 0.00289078-0.00560574j -0.00629912-0.0017846j 0.00106525-0.00171328j 0.00370739-0.00080664j -0.0114782+0.00345599j -0.00178665+0.00419375j -0.00317753+0.00641187j -0.00145753+0.00127173j 0.000238096-0.000533339j 0.00162779-0.00332067j 0.00273377+0.0006727j -0.00794556-0.00699225j -0.00172906+0.00560347j 0.000164706+0.00372952j -0.000933437+0.00378504j -0.00433762-0.000252779j -0.00499922-0.00091967j -0.00981232+0.0055252j 0.0010387+0.00716964j 0.00240292-0.0101714j 0.0102414+0.00924621j -0.00605998-0.00251892j 0.000290057-0.00254358j -0.000482139+0.00521709j -0.00655289-0.00979926j 0.0155611+0.0101733j 0.0123775-0.00277459j -0.00548765+0.00125307j 0.00479308+0.00560604j 0.00561542-0.00552101j 0.00274468-0.00188719j 0.00607041+0.0048689j -0.00597806-6.55092e-05j -0.0058324-0.00731578j 0.00715808+0.0171867j -0.0205942+0.00487778j -0.00121479-0.0237692j -0.00477583+0.00611178j -0.00639254+0.00277742j 0.0126525+0.000740194j -0.0158183-0.0020432j -0.00445254-0.0112903j 0.022596+0.0143208j 0.0196968+0.00939606j 0.00297621-0.00293012j 0.0116822+0.0154218j -0.012759-0.0165515j 0.00452824-0.00253399j 0.0172895+0.01609j -0.00498685-0.00416746j -0.00933592+0.00358791j 0.000469422-0.00429097j -0.0199304-0.0208867j 0.0163316+0.00683044j 0.00191658-0.00209595j -0.00129796+0.00357811j 0.0273415+0.00276412j 0.000748997+0.00121105j 0.0019051+0.00173004j -0.00274816-0.0083477j 0.0146462-0.00165905j 
-0.000290885+0.000832119j -0.00184177-0.00288263j 0.000132117-0.00193196j 0.00233972-0.000470652j 0.00147897-0.00329282j -0.00512354-0.00156497j -0.00117315-0.000791423j 0.0026498-0.00319816j -0.00381693+0.00348568j 0.00726092-0.00125914j -0.00194364+0.0044893j -0.00673764+0.00475983j -0.000483949+0.00293103j -0.0078193-0.0054089j 0.000480747+0.0110241j -0.00654382-0.00606702j 0.00730004-0.00306171j 0.00437987-0.00112432j -0.00754012+0.00399449j -0.00888939-0.00297758j 0.00363212-0.00460703j -0.00119728-0.00914473j 0.00798747-0.00417913j -0.00405373+3.4085e-05j 0.00431346+0.000549971j -0.000643634-0.00747472j -0.0113609+0.018121j 0.0047706+0.00723657j -0.00153769+0.000449734j 0.0137497-0.000844067j -0.00278486-0.00994652j 0.0101709-0.00219074j -0.00148239+0.0218379j -0.00124447+0.00261051j -0.00370293-0.00773472j 0.00459133+0.00765257j 0.000338097+0.0198423j 0.00853007+0.00967869j -0.00794201-0.000521342j 0.00878851-0.0108282j 0.0158962-0.0183092j -0.00630854+0.0189218j 0.00215802+0.000693556j -0.00696778-0.0178318j -0.00492697+0.0154299j 0.00298946-0.017505j 0.00120277-0.000544268j -0.0130323-0.00774328j -0.00341358+0.00965317j -0.00762397+0.0027354j -0.0112317+0.0197342j -0.00608551+0.00860909j -0.00234665+0.00152486j -0.00222731-0.000298799j 0.00653095+0.00437311j -0.000515923+0.00234786j -0.00198838+0.0101104j -0.00254062+0.00810643j -0.0164241+0.00324725j -0.0146214+0.00708807j 0.00113561-0.00599817j -0.000870666-8.69328e-05j -0.0114301+0.0076053j 0.00472651+0.00142995j 0.0103486+0.000782387j 0.00664341+0.0029017j -0.000528539-0.0123135j -0.00976123+0.00264309j 0.00490035+0.00573034j -0.00117929+0.00165271j 0.0125221+0.000653106j -0.0025063+0.00679903j 
0.00300953+0.00192882j 0.00798829-0.00435673j 0.00949499-3.64047e-05j -0.00196346-0.00406157j 0.00819668+0.00429722j 0.00933494-0.00106153j 0.00534356+0.0123278j 0.00407028+0.00406208j -0.00764977+0.0066188j 0.000418071+5.89029e-05j -6.56905e-05-0.00219418j 0.00454108-0.0109338j -0.000621037+0.00928258j 0.00530111-0.00952002j -0.0173855+0.00493016j 0.00267815+0.0007327j 0.00340662-0.00513233j -0.00619627+0.00300322j 0.000697873-0.0106822j 0.00608055+0.00192287j -0.00920711+0.00172205j 0.00285955+0.00579896j 0.00100046-0.0105888j -0.00839946+0.00218056j -0.0170074+0.00938861j -0.00465373+0.00379107j -0.000818387+0.0115542j -0.00612183-0.00675165j 0.00145533+0.00484798j 0.000293526-0.0037442j 0.010489+0.00587611j -0.00763372-0.00556511j 0.00498373-0.00820252j 0.00623306-0.0183632j 0.00198679+0.00489096j -0.00868569-0.00814117j 0.00745403-0.00355945j -0.0139664-0.0123527j 0.00205831+0.0088422j -0.0047167-0.013643j -0.00991975+0.00731463j 0.00772148-0.00465552j -0.0107489-0.0130808j -0.00138702-0.0166968j -0.00816598-0.00481589j -0.00585283-0.0115851j -0.011571-0.00332487j -0.022882-0.0101268j 0.000887535+0.003799j -0.00130761-0.00199684j 0.00336646+0.0016024j -0.00400321-0.00150263j 0.00968027+0.00620618j 0.0012296-0.00125372j 0.00611974-0.0199425j -0.00917245-0.0107868j -0.0103306-0.00407141j 0.00536831-0.00712865j 0.00160375-0.00770313j 0.000518252+0.0257763j -0.0115674+0.00565818j 0.000415988+0.00573735j -0.0241171-0.012804j 0.0103087-0.00562062j 0.00857472-0.00416502j -0.00761884-0.000701749j 0.0103456+0.0024144j -0.000648894+0.00612548j 0.00412088+0.00435016j 0.00759938+0.000460027j 0.00069982-0.0145143j 0.0196674-0.00160068j 
