0.0106964-0.0020676j 0.00124103+0.00905739j 0.00764212+0.00899604j -0.0149031+0.0053282j -0.00359791+0.00799197j 0.00263999+0.00659947j 0.0144077-0.00642648j 0.000617005+0.00522855j -0.0019817-0.000671993j 0.000734387+0.00826974j 0.00872131-0.00641513j -0.000920777+0.00800932j 0.0100327-0.00618532j -0.00215223+0.00785608j -0.00327279-0.0022862j 0.00125881-0.00808439j -0.000699616+0.00191298j 0.00551956-0.00674153j 0.000910284+0.00566366j -0.00247343+0.00432845j -0.00466524+0.00222143j 0.000909642-0.00206788j 9.6841e-06-0.00596578j 0.0010233-0.0110358j -0.00417742-0.00720316j -0.00167341+0.00308334j -0.00655159+0.00142693j 0.000948873+0.00463777j -0.000470484-0.00998598j -0.00456222+0.000779435j -4.39381e-05+0.00620136j 0.00110439+0.00587024j -0.00232611+0.00245318j -0.000752407+0.00361881j 0.000146922+0.00100309j 0.00395847+0.00196774j -0.00445662+0.00317385j -0.00812282-0.010268j -0.000803181-0.0128066j -0.00995201+0.00565125j -0.00348026+0.00445008j 0.0082271+0.012532j -0.00253793-0.00459721j 0.0058051-0.00843425j -0.0063841-0.00111827j 0.000195535+0.00130196j -0.0075934-0.00539412j -0.00799551+0.00420213j -0.0119204+0.00221772j 0.0061321-0.0114455j 0.00462455+0.0107772j -0.00627535-0.0100561j -0.0148992+3.99277e-05j 0.0101616+0.0116311j 0.00669463+0.0122885j 0.00687442+0.00470536j -0.010262-0.00364747j 0.00197082-0.008296j 0.00535198+0.0326522j 0.0438677-0.0135372j 0.0079635-0.0358077j -0.0114473-0.0187841j -0.0139455-0.00538112j -0.00462249+0.00343045j 0.000524668+0.0117683j -0.00415706+0.0119766j -0.00117811-0.00526043j 0.00225486-0.0284494j 0.000643352+0.0174132j -0.00174864-0.0168687j -0.0697072-0.0282718j -0.0278033+0.0749767j 
-0.00714659+0.0123382j 0.00208206-0.00104967j -0.0020816+0.00285662j 0.0132432+0.0090964j -0.00447098+0.00882156j 0.00490352-0.011623j 0.0208428-0.0033531j -0.00823673+0.00439456j -0.00765397+0.0210411j 0.00841382-0.0137375j 0.0184648-0.000514381j 0.0110584+0.00393405j 0.00229845+0.0110269j 0.00152988-0.0124985j -0.00126669-0.000569009j -0.0027732+0.00112608j 0.052814+0.00822527j -0.0306696+0.0207675j 0.000832128-0.00790011j -0.00908992+0.0282164j -0.0176479+0.0242973j -0.02439+0.00470438j -0.00900985+0.0444183j -0.00288175-0.0175725j -0.000861881-0.00127048j 0.0115913+0.00935707j -0.0174308+0.0289108j -0.00947745-0.00439407j 0.00466376-0.00774792j -0.0062757+0.00684729j -0.00214966-0.00101116j -0.00571781+0.00745261j 0.0149081+0.00277372j -0.00753171-0.00138777j -0.00594262-0.00397939j -0.0080346+0.00227988j 0.00711855+0.00241499j -0.00439133-0.00308526j 0.0026217-0.00517996j -0.004272+0.000539805j 0.0105353+0.006345j -0.00222761+0.00508608j 0.00246411+0.001369j -0.00485874-0.00341141j -0.00576616+0.00111316j 0.00422763-0.00458051j -5.73786e-05-0.000169288j -0.00363173+0.00369324j 0.00135122+0.00275205j 0.0102322-0.00153287j -0.00021836-0.00891679j 0.00135251-0.011928j 0.000177406-0.00340179j -0.0051426-0.00269144j -0.00537093+0.00554521j 0.00735271-0.000344412j 0.00308608+0.00714805j 0.00156871-0.000660924j -0.00207465-0.00795057j 0.00270038+0.00169672j -4.47266e-05-0.00114531j 0.0061642-0.00117638j -0.00231563+0.000291466j 0.0041205-0.00111679j -0.00093326-0.00680543j -0.00143457-0.00753433j -0.00257357+0.00194292j 0.00422072+0.000267397j -0.00284734+0.00616413j -0.000233391-0.00227834j 0.00146254+0.000811889j 0.00113655-0.00299846j 
-0.00296604+0.016748j 0.0102137+0.00306602j -0.00414073-0.0221486j -0.00316759-0.00978905j 0.00132139-0.010941j 0.00091547+0.0155907j -0.00376165+0.0119131j -0.00911394+0.00201539j 0.0093685+0.00355485j 0.00696191-0.0176974j 0.0161556-0.0017158j 0.00150088-0.0109747j 6.85225e-05+0.000707051j 0.00650443-0.00351492j 0.00794744+0.0189871j 0.000744722-0.00523072j -0.0151738-0.0181216j 0.00473639-0.00100504j 0.00422136-0.0191027j -0.000174162+0.0203212j 0.00162706-0.00831116j 0.0113117+0.00873713j 0.00131999+0.0051307j -0.00979018-0.0015012j 0.00657698-0.000495414j -0.00715472+0.00369545j 0.0159361+0.00508284j 0.00658299-0.00694582j -0.00142318+0.00359469j -0.00561863+0.00708202j -0.00356206-0.00358634j -0.00584777-0.00327829j -0.00496088+0.00203152j -0.00481091+0.00177604j 0.000919118-0.00386249j -0.000139993-0.00718107j 0.0217735+0.0119027j -0.0054838+0.00737003j 0.0116703+0.0115861j -0.00861439-0.00764262j 0.00219527+0.00267417j 0.000433112-0.00530126j 0.00159781+0.00347181j 0.00322027+0.00515658j 0.000596247+0.00259128j 0.00942784+0.00464096j -0.00437708-0.000181346j 0.00321271+0.00380413j 0.00710543+0.000651628j 0.00472969+0.00695418j -0.012589-0.00605958j 0.0116675+0.00329942j -0.00652453+0.00245776j 0.00351814+0.00518561j -0.00374385-0.0104313j 0.00673171+0.000170658j 0.00167991+0.000176356j 0.00574489+0.00137353j -0.00350343-0.00451228j 0.0117381+0.00306061j 0.00357397+0.00356432j 0.000791059-0.00679595j -0.00265637+0.000267128j -0.00310167-0.00122682j -0.00612453+0.00583073j 0.000347848-0.0025065j 0.0023451+0.00201953j 0.00433501+0.00208539j -0.00913779-0.00203538j 0.000768851+0.00701708j -0.00266402-0.00622356j 0.00207055-0.00614958j 
0.00899192-0.00638941j -0.0167172+0.00231739j 0.00366095-0.00553179j -0.0184704-0.0105907j 0.00237036-0.00035885j 0.0020822-0.0138171j -0.00743735+0.00451666j 0.0192871-0.00134102j 0.048835-0.00037968j -0.0120711-0.00780603j 0.00470391+0.0354248j -0.0148106+0.00627928j 0.0123176+0.00310829j 0.00688934+0.0319256j 0.0071503-0.00409074j -0.00806274-0.0197196j -0.00160346-0.0106493j 0.00495928+0.0181979j 0.0137179-0.0144887j 0.00897862+0.0237402j 0.00176507-0.00734709j 0.0211523-0.00526654j 0.0141707+0.0210464j -0.0181104-0.00850525j 0.0170032-0.000646205j -0.0196305+0.00227576j 0.0163108+2.31338e-05j -0.00261586-0.00821312j -0.00337238+0.0115692j -0.00557514+0.0108618j 0.00232036-0.00100635j -0.0231458+0.00611307j 0.00351498+0.00160046j -0.00821995-0.00718962j 0.00450427-0.00433199j -0.00422781-0.00811591j 0.0179967+0.0024739j 0.00229813+0.0113293j 0.00121794+0.00432744j -0.00822486-0.010639j -0.0058767+0.00991099j -0.00397049+0.00276291j 0.00653312-0.00257763j -0.00635127+0.0011083j 0.00441303-0.00377633j 0.00219581+0.010427j 0.00142299+0.00252772j 0.00205116+0.00171722j 6.98588e-05+0.0027151j 0.00528456+0.00164248j -0.00891391-6.89455e-05j -0.00338564+0.00660961j 0.00110251-0.000431283j 0.000385711+0.00369897j -0.00497126-0.000605235j 0.00443456+0.0007142j 0.00331504-0.00125561j -0.000422328+0.00548046j -0.00359591-0.00451527j -0.000611274+0.0025865j -0.000329631+0.00191609j -0.000413697+0.000297937j 0.000434721-0.00578398j -0.00653771-0.00168628j -0.0077187-0.000772987j -0.00295991-0.00106532j 0.00307026-0.000967619j 5.38011e-05+0.00164578j 0.00359696-0.00111143j -0.00193528-0.00066069j 8.4649e-05+0.000301002j -0.000731021-0.00101721j 
-0.00245721-0.000676676j -0.0132012+0.00955721j -0.0194452-0.0099988j -0.0156097+0.0173203j -0.0150015-0.00274086j 0.00612544+0.00485575j -0.00967887+0.00517496j -0.0100047-0.0037174j 0.0327647-0.0277364j 0.0416258-0.00896623j -0.00151357+0.0180486j -0.0186907-9.81413e-05j 0.00302787+0.0167686j -0.0184084-0.00340024j -0.0105111+0.0147081j -0.00844524-0.00063225j 0.00586589-0.00976331j -0.00832017-0.0158293j -0.0102087+0.0138918j 0.0225572+0.00769808j -0.00363369-0.00490274j -0.0120471+0.0182506j -0.0166538-0.0207256j -0.00253807-0.00665399j 0.0165139+0.00595251j 0.0139584-0.0165975j 0.00771727+0.00259897j 0.00649809-0.0108494j 0.00157403-0.00149417j 0.0119374+0.000748248j -0.0100328-0.00415825j -0.00975549-0.0193819j -0.0104356-0.00690354j -0.0181008-0.00694976j 0.0104828+0.00943167j -0.000257353+0.000699145j 0.000543626+0.00549243j -0.0126465-0.00671934j -0.00406548+0.00276246j 0.0256324+0.0034752j 0.00413152-0.00674868j -0.0224049-0.00705124j -0.00836298+0.00635549j 0.00311063-0.00326919j 0.0273834+0.00718827j -0.00394488-0.000247557j -0.0041158-0.00506334j -0.0135647+0.000377354j -0.00438798-0.00606652j 0.00438627-0.00302908j -0.0113842-0.00331662j 0.00745968+0.00267654j 0.0115607+0.00460017j -0.00782201-0.0170147j -0.00294237+0.00564193j 0.0055751-0.00201184j -0.00179-0.00554881j 0.00574462+0.0014846j -0.00303468+0.00272292j 0.00711485+0.00314276j 0.0141578+0.00251951j -0.00359649+0.0158183j 0.00680973+0.00424695j 0.00379348-0.00106335j 0.00860901+0.00051648j -0.00516389+0.00240467j -0.00724734-0.00253074j -0.0100993-0.00650005j 0.00970451+0.00386431j -0.00346934-0.00102497j -0.000185849+0.00308551j -0.00707057-0.0011691j 
-0.014404+0.0105682j 0.0112783+0.0113016j -0.0059909+0.0257405j 0.016814-0.0157779j 0.00257783-0.00638947j 0.000120674+0.00592701j 0.00948707+0.00275234j -0.0166376-0.00965192j -0.0243266+0.00359301j 0.0197727-0.0263499j 0.0179097-0.0127469j 0.0112531-0.0287057j -0.00282429+0.0199487j -0.00379514+0.0107763j 0.0132653-0.0328128j -0.000655929-0.0178227j 0.00618073-0.0379318j 0.0108836+0.00557539j -0.0094572-0.0260893j -0.0183796-0.0103188j -0.000591267-0.0297683j -0.0111334+0.0209147j 0.00555485+0.0117425j -0.00118994-0.00418077j -0.004545+0.00586962j 0.00541515-0.0146003j -0.00344773+0.0048536j 0.0181495-0.00334669j 0.00164977+0.0135202j -0.00517681+0.0110212j 0.00305179-0.0209114j 0.00811482-0.00530246j 0.000430603-0.0133684j 0.00316313-0.00838956j -0.00182256+0.00440544j -0.00925289-0.0126595j 0.0180545+0.00769694j -0.0048722+0.00514475j 0.00661378+0.0123232j -0.000449088-0.0209057j 0.0026186-0.00385799j -0.0076249-0.0148746j -0.00449925+0.0100089j 0.000701511+0.0105527j -0.00106568+0.00449466j 3.96901e-05+0.00126505j 0.00123188-0.00386661j -0.0012991+0.00788154j 0.002823+0.00145805j 0.00187301+0.0151619j -0.00498422-0.0106014j 0.0134533-0.00136818j 0.000119246+0.00663652j 0.00330042-0.0026204j -0.00212733+0.00490018j -0.0033682+0.000339046j -0.00273679+0.00308688j 0.00523296-0.00036145j 0.00331716-0.00607825j 0.00256851-0.00329111j 0.00457514+0.00145811j 0.00319052+0.00325217j 0.00116543-0.0054657j -0.00229449+0.00761964j 0.00423977+0.00172416j 0.00982425+0.0078656j 0.000536749+0.00620731j -0.00884497+0.00127403j -0.00461181-0.00181685j -0.00115542+0.00582563j -0.00140015-0.00556071j 0.00284258-0.00244234j 
-0.0125861-0.0050575j -0.0110637+0.0144912j -0.00598747-0.0171314j -0.012228+0.00180725j 0.00831232-0.00329993j 0.00160396+0.00464691j 0.00210206-0.00385714j -0.00141978+0.0122215j 0.018417-0.0290719j 0.00864985-0.00654315j -0.0114833+0.0049215j 0.00182782+0.000781852j -0.0284584+0.00768191j 0.0234769+0.00662485j 0.0284949+0.0209969j 0.0285185+0.0101568j 0.0107497-0.0330935j 0.0015956+0.0341992j -0.00393542+0.00903848j 0.0123847-0.00539534j -0.000468557+0.0260537j 0.00643607+0.0133262j 0.0066885-0.00439759j 0.0105256-0.00396726j -0.0159411+0.00980362j -0.0082392+0.00364142j -0.00515489-0.00585815j -0.00401265+0.0156238j 0.00791601-0.00964344j -0.00205455+0.00591017j 0.0166162+0.000371341j -0.00369273-0.00334622j 0.00195619-0.00755246j 0.00419933+0.00715873j -0.00953773+0.00800122j 0.00800122-0.000627127j -0.00962579+0.00519073j 0.00264094+0.00253618j -0.0037023+0.00720121j -0.0018011+0.0119654j -0.00314223-0.0106399j 0.00844263-0.00133581j -0.00231133+0.0017504j -0.00532804-0.00685917j -0.0110314+0.00723344j -0.00567958+0.00101941j 0.01582-0.0155956j -0.00553548+0.00189089j 0.00503284-0.00396298j -0.0146477-0.0012512j 0.0185272-0.0121639j -0.00657189+0.00707667j -0.00598533-0.00637394j -0.00150171+0.00181917j 0.00467085-0.00360321j 0.0037608-0.0080868j 0.00203419-0.00386655j -0.00389156-0.00196486j 0.0161616+0.00329394j -0.0120977+0.00774413j -0.0148508-0.00298977j -0.00404881-0.0016765j -0.0112148+0.00364872j -0.000293412+0.000626276j 0.00184505+0.00746598j -0.00151277+0.00430643j -0.00247227+0.00658358j 0.00380138-0.0052201j -0.00142487-0.00400935j -0.0074017+0.00498293j 0.00701982-0.00544215j 0.000397301+0.00229669j 
0.00457785-0.0114207j 0.00310985-0.00777438j 0.0139135+0.00165425j 0.00200622+0.0280367j 0.00370791+0.00347204j 0.00266686-0.00497708j 0.000936852+0.0148936j 0.0176599+0.00715672j 0.00107457+0.0115042j -0.00827902+0.0118382j 0.0190513+0.0146949j -0.00991522-0.00795162j 0.00665371-0.00483581j -0.0210217-0.00256834j -0.0195135-0.023446j 0.00195752-0.0204129j -0.00203031-0.00521961j 0.0159206+0.0164341j -6.51832e-05+0.0384721j -0.0126993-0.000591563j 0.00174788-0.00271696j 0.00394083-0.00755203j 0.00505522+0.00861461j -3.41472e-05-0.0120741j -0.00674041+0.0066676j -0.00485105-0.0121873j -0.00319668-0.00422282j 0.00666644+0.00349738j -0.00102822-0.00072505j -0.00100226+0.0074241j -0.00142784+0.00697911j -0.00103182-0.00979294j -0.0037166-0.0126855j 0.00083524-0.00658507j 0.00143843+0.0146847j -0.00220485+0.00637348j 0.0103049-0.000924639j -0.00224983+0.00466682j 0.00848408-0.00769255j 0.00468605+0.00716206j 0.00240658-0.00201431j -0.0114512-0.0113303j -0.00228023-0.00140526j 0.00540066-0.00696131j 0.00535159+0.0116624j 0.000188348+0.0071109j -0.000245163-0.0046895j -0.00331071-0.00111382j 0.00129427-0.00416786j 0.00503696+0.000851975j -0.00661242-0.000592006j 0.00495813+0.00584235j 0.00175472+6.30607e-05j -0.00151775+0.00227464j -0.00534337+0.0020451j 0.0010687-0.00506057j -0.00155425-0.00354933j 0.00312808+0.0116742j -0.00367633-0.000675171j 0.00125617+0.00239834j 0.0051789+0.00276022j -0.00184925+0.00517698j 0.00255037+0.00764705j 0.00106577-0.00647378j 0.00564748-0.00323521j 0.00114769+0.000316478j -0.000373943-0.00446042j -0.00433705-0.00514562j -0.00210932+0.00448546j 0.00232781-0.00174156j -0.00830661+0.00497586j -0.00298212-0.00212124j 
-0.00225072+0.0128872j 0.00513338-0.0104957j 0.00212097-0.0206062j -0.0187089+0.0117121j 0.00973136-0.000637833j 0.0014532-0.00733914j 0.00831488+0.0087836j 0.000531212+0.00573825j -0.00645419-0.00538619j -0.0226961-0.011244j 0.0376605+0.00376761j -0.0150554-0.0365838j -0.0226057-0.0149866j 0.0127061-0.0256301j 0.0201137+0.0265149j -0.0141402-0.0151944j 0.0161942+0.00996075j 0.00852626-0.0290581j -0.00011289+0.0138612j 0.00219159+0.0183176j -0.00166651+0.012058j 0.00152996-0.0163677j 0.00609983-0.00748665j -0.0016269+0.00671352j -0.00930539+0.00179502j -0.00135472+0.0257816j -0.0067424-0.0113012j -0.00524222-0.0118237j 0.00766026-0.0125167j 0.00929712+0.0100972j 0.00718568+0.00435029j -0.0013489+0.00431002j 0.00262391+0.00237444j 0.0145382-0.00108961j 0.00135777-0.00543888j -0.0178359-0.0113646j 0.0209034-0.00235299j 0.0111504+0.00278223j 0.0130653+0.00632326j -0.00922991+0.0236295j 0.011406+0.0102354j 0.00534728-0.0147425j -0.00230799+0.00325714j 0.00154863+0.00101255j -0.0139212+0.0023135j 0.0135004+0.00923702j 0.000517234-0.0177033j 0.00959223+0.00744019j 0.00916826+0.00264927j 0.00966126+0.0116817j -0.0012679-0.00242063j 0.013813+0.0069005j -0.022616+0.00423116j 0.00707821+0.00140302j -0.00781236-0.00986161j -0.00497351-0.00256567j 0.0050382+0.00642956j 0.0171495+0.00601916j -0.00709741-0.0158456j -0.00214968+0.00413526j -0.00205255+0.00347396j -0.00271453-0.00859938j -0.0145814+0.00716066j -0.00592905-0.00699505j -0.000549673-0.000398042j 0.0048758-0.0125158j 0.00223938-0.00313771j 0.00827428-0.0020897j -0.0147067+0.00894996j 5.2148e-05-0.00117631j -0.0054376+0.00404519j 0.00104389-0.00977809j 
-0.00624869+0.00529735j 0.0090416+0.00388186j 0.00476508-0.000693075j 0.00981015-0.00338915j 0.00993941+0.0106102j 0.015326-0.00188927j -0.00385183+0.00756711j 0.0169995+0.0230832j -0.0104402-0.000372485j 0.0185181-0.0120638j 0.0321574-0.00427328j -0.0335889+0.00498051j 0.0181587+0.0190413j 0.0315176+0.00612223j -0.0107236+0.0368765j 0.0187468+0.0108397j -0.0257337+0.0166724j 0.0087575+0.00990572j 0.00201918+0.00196989j -0.0162756+0.0201396j 0.00600588+0.000848454j 0.00159185-0.0122257j 0.0132519+0.0101819j 0.00677306-0.00799685j -0.00648789+0.00217879j -0.0132047+0.00383697j -0.0336256-0.000446611j 0.00960517-0.0124566j 0.00100672+0.0133786j 0.00128272-0.00226613j 0.0151157+0.0034023j -0.0160288-0.0176077j -0.0136498-0.00173805j -0.00337838-0.0261932j 0.00431228+0.00101624j -0.00267119-0.00244695j -0.0105768+0.00530119j 0.00972416+0.00402216j 0.00510876-0.0056242j 0.00192843-0.00596792j -0.0129525+0.0104813j -0.0208793-0.00144719j 0.00365145+0.00899605j -0.00448298-0.00526001j 0.0187308+0.000974465j 0.00478491+0.00680155j -0.0038861-0.00209507j -0.00333506-0.00391373j -0.00879501+0.0115836j 0.00697816+0.0018536j -0.00370907+0.00106961j -0.00358435+0.000513881j 0.0136677-0.00549138j 0.00115067+0.000487468j 0.0037201+0.00724695j -0.00902234+0.00504627j -0.00721882+0.00249237j -0.00475563+0.0067214j 0.00959337-0.000692744j -0.000312816+0.0107593j 0.00393271-0.00538829j 0.00019729+0.00582672j -0.0019386-0.00513695j 0.00335356+0.00389008j 0.0112636-0.00755847j 0.0127193+0.00258802j -0.00112093+0.00558783j -0.0108334+0.00399469j 5.93405e-05-0.00267229j 0.00801227+0.00464587j -0.0049642-0.00724068j 0.00186305-0.0011403j 
-0.00297199-0.00321504j -0.000895921-0.00384922j 0.0140123-0.00135015j -0.0111711-0.0119666j -0.00897034-0.0178668j 0.0237904+0.0115009j -0.00624334+0.0146823j -0.00570404-0.0165415j -0.00117818+0.0153003j 0.0151532+0.00827348j 0.0153391-0.00394794j -0.0135054+0.0115185j 0.000983661+0.0126678j -0.00461272-0.0158543j 0.0200839+0.0182869j 0.023854-0.00712553j -0.0372581+0.00336334j -0.0267721-0.00093953j -0.00424432-0.0434514j 0.0218433+0.00450154j -0.0243402+0.00499064j 0.00480727+0.0131268j -0.0254401-0.0121256j 0.00544757+0.00796317j 0.00291091-0.00133004j -0.00531079+0.0136654j 0.0122934+0.0286981j 0.0097552-0.011971j 0.00915154+0.00271156j 0.000187323-0.00289669j -0.0117709-0.0192466j 0.0069647-0.00802116j -0.00612826-0.00704974j -0.000732714-0.00527881j -0.00578036-0.00844838j -0.00225099+0.000834521j 0.00357209+0.0177752j -0.00430569+0.00385098j 0.000162093+0.00695533j 0.00167278-0.00605567j -0.0067437+0.00580939j 0.00728762-0.00467151j -0.0101854+0.000608083j 0.0057587+0.00529532j -0.00378418+0.00807547j -0.00998974-6.92233e-05j 0.00251698-0.00383948j -0.000543762+0.000547159j -0.0011895+0.00756053j -0.00874791-0.00518929j -0.00411441-0.0154008j 0.000566265+0.00551773j 0.00316315+0.00705637j -0.00212598-0.000767995j -0.0045652-0.00122865j 0.00786457+0.00856816j 0.00492879+0.00290037j -0.0153571-0.00155461j 0.00528021-0.000778381j -0.00094871+0.00530106j -0.00383092+0.00373147j -0.000959684-0.00389885j 0.00129197+0.00184257j 0.00641419+0.0014089j 0.000276361+0.00304535j -0.00429647-0.0052065j -0.00114654-0.000420357j -0.00131952+0.0030009j -0.000196282-0.00340689j -0.00344945+0.00276202j 0.000318776-0.00169314j 0.00235456-0.0042903j 
0.00769115+0.00143935j -0.00189953-0.00541147j -0.0123414-0.0131719j -0.00248832+0.00590242j -0.00446945+0.0141234j 0.0144676+0.00679203j -0.013495-0.00583403j 0.0251995+0.00816951j 0.00463905+0.0225757j -0.0232742+0.0232309j 0.000299648+0.0184182j -0.0220229-0.0163947j -0.0178391+0.0263068j -0.0497154-0.0235622j -0.0155453-0.0164749j 0.00896209-0.0174318j -0.011715+0.00546236j -0.0067161+0.0184607j 0.0364411+0.011997j 0.012473+0.00204963j -0.00658946+0.0155815j 0.00674147+0.00236085j -0.0161213-0.00190879j 0.000998836-0.00988945j -0.00865511+0.0149569j -0.0174199-0.00515105j -0.0100117+0.000511993j -0.00370463+0.00993062j 0.00345858-0.000949238j 0.0085174+0.00456856j 0.0127777+0.00312749j 0.00778645-0.0207237j -0.00491539-0.00980971j 0.0114963-0.00983764j 0.00254856+0.0115581j 0.00234151+0.00465195j 0.0124059-0.00137474j 0.00319066+0.00150654j 0.00853119-0.00773375j 0.0101448+0.00793391j 0.00443126-0.000461551j -0.00550528-0.0223005j -0.0162545+0.00309244j 0.00861231-0.0104431j -0.00310176+0.0177672j 0.00502085-0.000210214j -0.0058523-0.00321175j -0.00332161-0.00653243j 0.00240753-0.00110269j -0.00576173+0.00252666j -0.000607473-0.00943357j 0.0125024-0.000936537j -0.0111125+0.00869848j 0.00389393+0.00319421j -0.0083304+0.00178028j 0.00205449-0.00138549j 0.00124469-0.00561899j 0.0016688+0.00716639j 0.000234774+0.00267934j -0.000230871-0.00109688j -0.000243795+0.00379962j -0.00314724+0.000310624j 0.00423998+0.0143884j 0.00506885-0.00945557j 0.00493295+0.00394548j 0.00209907-0.00158144j -0.00352974-0.00118132j -0.00132675-0.0102221j -0.00188238+0.00663362j 0.00108888+0.00364247j -0.00629902-0.000308991j -0.00325024-0.0012819j 
-0.00690752-0.00560146j -0.0178944-0.00275865j 0.0140209+0.0384919j 0.0208073-0.00259938j -0.0171131-0.00942841j 0.00624642+0.0029577j -0.0169381-0.000129087j 0.0121519-0.0251763j 0.0283619-0.010117j 0.00629109+0.0198991j -0.0164912+0.00314863j -0.0121139-0.00133101j -0.0263828+0.00662205j 0.0049033-0.0139774j -0.0474517-0.0535885j 0.0144318+0.0234106j -0.000729687+0.00275537j 0.00688999-0.00628488j 0.0235648-0.0280756j -0.0203163-0.016668j -0.00958461-0.0356263j 0.000251586+0.000203364j 0.00884087+0.00691941j 0.00457378+0.00808004j -0.00424341-0.010826j -0.0112936+0.00436867j -0.00428999+0.000279451j -0.0005227+0.00931923j 0.000842863+0.0117299j -0.00453555-0.0104544j 0.0178343-0.0137607j 0.00488875+0.00611147j 0.0102118-0.00384238j 0.0196393-0.00260318j 0.0050591-0.00296861j 0.0055523-0.0128002j -0.00714143+0.000718608j 0.0044177-0.00715661j -0.00766312+0.00703451j -0.000559251-0.00690975j -0.00209855-0.000699141j 0.00724314-0.0077637j -0.00253268-0.00244796j -0.00269861+0.00170859j -0.00970798-0.00575338j 0.00289076+0.00270676j 0.0104557+0.0105193j 0.00420372+0.00577899j -0.00118079+0.000523516j -0.00581647+0.00485179j 0.0127668-0.00193111j -0.00198342-0.00110637j -0.010509+0.00141984j 0.00664509-0.00670428j 0.00501511+0.0108014j -0.00634958+0.000799708j 5.47484e-05-0.00122133j 0.00249267-0.00890905j 0.00664013+0.00476317j -0.0109057-0.00356885j -0.00396949-0.000296751j -0.00152568+0.00303078j -0.0068713-0.00667353j 0.00119526+0.0128685j -0.00112615+0.00010229j 0.00549106+0.00457736j -0.0053836+0.00302963j 0.000795569+0.0016577j 0.000363115-0.00151677j -0.00862897+0.000132234j 0.00951227-0.00394714j 0.00184431+0.00159566j 
-0.00648708-0.0167493j -0.000752634-0.0037404j -0.00344933+0.023671j 0.0048828-0.00150358j -0.00184174+0.000421265j 0.0297271-0.00178438j 0.00118343+0.013405j 0.00618421+0.00114649j 0.0324532-0.00837339j 0.00619577-0.00311178j 0.0333978-0.00675538j 0.00559665+0.0210113j 0.0215026-0.039702j -0.0105065-0.0160464j -0.0216741-0.0412759j 0.0114925-0.0048099j -0.00624957+0.00705217j -0.00129969+4.83346e-05j -0.000114629+0.0116423j 0.0148486-0.0437161j -0.0204549-0.0142626j 0.00693447+0.00495873j -0.0107508+0.00262116j -0.00511425+0.00131965j -0.00688473-0.0221073j -0.0240876-0.0123674j 0.0123872+0.0018933j -0.012066-0.00744189j 0.0156078+0.00111807j -0.000885691-0.0101088j -0.00149366+0.00433591j -0.0189265+0.00693555j -0.00176439-0.00157386j -0.00891556+0.0197841j 0.00789886+0.000554436j 0.00720564-0.00123164j 0.0115609+0.0112461j 0.00259782+0.00412916j -0.00185425+0.00914514j -0.00280605-0.0166717j -0.00244984-0.00362793j -0.00821253+0.00392863j -0.00653197-0.00830836j -0.00561347+0.00322099j 0.00433085-0.016109j -0.00138625+0.0150867j 0.00785301-0.000914041j -0.00964804+0.0063416j -0.00368491-0.00110359j -0.00192376+0.00234143j -0.00266097+0.0014786j 0.00848292+0.0124732j -0.000915234-0.0119268j 0.00046387+0.000822386j -0.000657411+0.00375582j -0.00171681+0.00200696j -0.00215861+0.00340941j 0.00489555+0.00686992j 0.0104985-4.23936e-05j -0.00219705+0.001815j -0.00246787+0.000374246j 0.0025779+0.00481701j -0.0039168-0.0110636j -0.00759254+0.00695158j 0.00523095-0.00663755j 0.00380346+0.0124808j -0.00220049-0.0010189j 0.00165198+0.00861106j -0.0117489-0.011423j 0.00458251+0.0028288j -0.0046086-0.000776508j 0.0018427+0.00162916j 
