-0.0111808-0.0159973j -0.122751-0.101306j 0.000608676+0.108667j -0.039589+0.0197138j 0.00808869-0.0144283j -0.00362927+0.0332603j 0.015343+0.00109704j -0.0349258-0.0270021j 0.0204923-0.0176072j 0.0367151+0.0481029j -0.00115864+0.0129874j -0.0121879-0.0119788j -0.0658276-0.0160346j 0.0584118-0.00926599j -0.00997346-0.041531j -0.030404-0.0897866j -0.00352823+0.0393813j 0.0262601+0.0960975j 0.0291784-0.0391697j 0.0428656+0.0582933j 0.00832586-0.0326357j 0.00182605-0.0429352j -0.0235916-0.0226238j -0.0304864-0.0428819j -0.0277943-0.0320416j 0.0267217-0.00554867j 0.0299102-0.0485917j 0.0039008-0.019622j -0.0130327-0.00264404j -0.0115808-0.012422j 0.00334283-0.00878281j -0.0261428-0.00925399j -0.00270672+0.0135076j 0.00991696+0.00539432j -0.00302079-0.00612883j 0.00475308+0.00181893j -0.0187132+0.00833956j -0.000174968-0.0270629j -0.0842689-0.050507j -0.00807995-0.0131794j 0.0642308+0.00834672j -0.0222546-0.0413456j 0.102239+0.0201841j 0.0804601+0.00122233j -0.0304442-0.118195j 0.0892251+0.0941108j 0.0992384-0.0456618j -0.0250578+0.00694408j -0.0396844+0.0153032j 0.0385375+0.039677j -0.0456576+0.0210617j -0.0205983+0.00836089j 0.0244218-0.0173679j -0.00552805-0.0448542j -0.0722266-0.0108431j 0.00465175+0.0345069j -0.0358674+0.0674061j 0.0147357+0.0333837j 0.049129-0.0108318j -0.0636679+0.0214567j -0.0199912-0.0650286j 0.10529+0.0150961j -0.164696+0.0504606j -0.254221-0.218401j 0.0574945+0.0506596j -0.0262808+0.0338135j 0.0179794-0.0445773j 0.0221778-0.125241j -0.197246+0.103182j 
-0.103839-0.0182286j 0.0170531+0.0432327j 0.0295124-0.0165237j -0.0356407+0.0461446j -0.0177594+0.00242312j -0.00240329-0.041621j -0.0165561-0.00451566j -0.0372684+0.0335337j 0.0557771-0.00198114j -0.0542987+0.00618806j -0.0198213-0.043116j 0.0626769-0.0603647j 0.00329585-0.00451286j -0.0251194+0.0201581j 0.0397085+0.00558125j -0.0371496-0.00137316j 0.0483416-0.0157889j 0.0281902+0.0150179j -0.0316668+0.0349216j -0.188721-0.0203213j -0.162993+0.107309j -0.0689487-0.0135032j 0.0291537-0.0607636j 0.109638+0.0401224j -0.0759393+0.0459158j -0.130442-0.0254735j 0.0235991+0.016157j 0.0297328-0.0611941j 0.00542955+0.0113106j -0.000861332+0.0107121j 0.0149253-0.0143569j -0.0748654+0.0790841j 0.00146578+0.0596268j -0.0551457+0.00393065j 0.0117981-0.0113412j -0.0626147-0.0240493j -0.0103596+0.0170943j -0.0809929+0.0821525j -0.00198578+0.0268583j -0.191114+0.0222982j -0.0684044-0.0322624j 0.169463+0.0351291j 0.012077+0.044309j -0.0216125-0.030232j -0.124145+0.0164246j 0.143535+0.0023903j -0.107166-0.0278569j 0.0145232+0.0480212j -0.107018-0.144156j 0.006023+0.0371639j 0.00286735-0.0571229j -0.00798261-0.0626402j 0.0323941+0.0767936j -0.0123313+0.0137275j -0.0241424-0.0955337j 0.0613458-0.0741438j -0.0130552-0.0193574j -0.0258925-0.146535j 0.0343332+0.036336j -0.0126471+0.00110903j -0.0797592-0.0919051j 0.0530568+0.0701987j 0.0243884-0.125391j -0.00414911-0.100415j -0.0467703-0.0659819j 0.0176206+0.147417j -0.0099578+0.00569413j 0.0577963-0.0221905j 0.0554041+0.0238773j 
0.0415909-0.0535117j -0.0237917-0.032156j 0.00523085+0.0727495j -0.0104405+0.0467466j 0.0330709+0.0402043j 0.0307575-0.0477213j 0.00394788+0.00536869j 0.046485-0.0369338j -0.0341735+0.0187039j -0.0468049+0.0120582j -0.0323985-0.00870833j -0.0492188+0.0409436j -0.00659877-0.022716j 0.0298409-0.0020318j 0.0419608-0.0519202j 0.0301463+0.032004j 0.0583984-0.0988192j 0.0301676+0.0327985j -0.0553132+0.0740463j -0.0279313+0.0933382j -0.0376672-0.0439565j 0.0958111-0.0124067j 0.0827431-0.0789221j -0.0586967-0.0318917j -0.0255203+0.0134474j 0.0522198+0.0052198j -0.0828525+0.00770328j 0.00149129-0.0787205j -0.0956848+0.0101931j 0.0125636-0.000758252j 0.0223482+0.025524j -0.041604+0.0507389j 0.0385716-0.0574181j -0.078902-0.00115464j 0.0338884-0.0166881j -0.0196547+0.00845886j -0.0765728+0.10487j 0.0201765-0.0316784j -0.0737987-0.00607237j -0.0211856+0.017882j 0.00143946-0.0172368j 0.00692932-0.12189j -0.0107766+0.0793813j 0.000446343+0.000181595j -0.0353112+0.0236745j 0.0427034-0.100924j -0.119436-0.010809j -0.0326846+0.0160853j 0.0379052+0.0256963j 0.0323747-0.048733j 0.0140967-0.0831409j -0.00437038-0.0121788j 0.0190398+0.045557j -0.144904-0.0220703j 0.0623863+0.0527361j 0.0243784+0.0279439j 0.0339738+0.0388804j -0.0511301-0.0734382j 0.0101127+0.044887j 0.0488544-0.0184899j -0.0609245+0.0172422j -0.124066+0.00295763j 0.0246833+0.0763701j 0.0776274-0.0545008j -0.0358771+0.0613698j 0.0954859+0.218721j -0.0042398-0.00774797j -0.0513425+0.136356j -0.0599337-0.0356099j 
-0.0400262+0.00808514j 0.0368525+0.0469657j -0.0225824+0.0317868j -0.0393803+0.0575983j -0.000779999+0.0181132j 0.0341246-0.00905247j 0.00192852-0.0170939j 0.0331658-0.00652415j -0.00214459-0.0210746j 0.00048606-0.0122084j -0.010995+0.0225225j -0.0152988+0.0109114j 0.0436778-0.0399766j -0.0137679+0.00248154j 0.0764096-0.00883459j -0.0355557+0.0303937j 0.0682474-0.00418061j 0.0386497+0.0444045j 0.137765+0.0558031j -0.0364904+0.0323594j -0.0788917-0.0752654j -0.0712121-0.0438834j 0.0422919-0.0263254j 0.0415024+0.0275685j -0.034833+0.0260025j 0.00648225-0.0345903j -0.021809-0.0364279j -0.0104939+0.049223j -0.0864949+0.0121387j -0.0542795+0.0136494j 0.143634+0.0167407j -0.0405384-0.0553985j -0.0696916+0.0620628j -0.0312645+0.00109817j -0.0826227+0.0603847j 0.0243777-0.0407237j 0.00337836-0.00385041j 0.0929393-0.00585821j -0.000911275-0.0945986j -0.0753082-0.0484676j 0.142123-0.057198j -0.0912682+0.00838834j 0.113936-0.00527974j 0.0493461-0.0361208j 0.0174521-0.0504063j 0.0155488+0.0423225j 0.0649642-0.083101j 0.10492-0.129131j -0.0157637-0.0208966j 0.0455243+0.0392621j 0.0695024+0.0125592j 0.0595545+0.0968912j -0.0784579-0.130513j 0.0334036+0.139457j -0.00691637-0.0556276j -0.0383038-0.0625551j -0.0156624-0.0943484j -0.0795266+0.00634009j -0.0172034-0.0125253j 0.0492048-0.0080208j -0.0138971-0.027552j 0.0790433-0.0559782j 0.00222612-0.0516577j -0.0724388+0.106161j -0.0216487-0.00578512j -0.186521-0.156513j 0.0461065+0.135131j 0.0268062+0.0263822j 0.00164938+0.0132271j 
-0.0330294-0.0106485j 0.0190018+0.0238719j 0.000521472-0.0506382j -0.022626+0.00729066j 0.0112818+0.0117131j -0.0344565+0.132934j 0.0196473+0.0306225j 0.00828706+0.0357919j -0.018473-0.00754954j 0.0161766-0.0475668j -0.00369032-0.0194453j -0.0162712+0.00855357j -0.0224625+0.0821275j -0.018059+0.000412133j -0.0341932-0.0497384j -0.00252559-0.096442j -0.0182509-0.0496441j 0.0124829+0.0295949j 0.00700526+0.0290238j -0.0676353-0.0101047j -0.0775354+0.0708116j -0.0244311+0.0450095j 0.0310629+0.0217218j -0.0428207-0.0177073j 0.00819391-0.0096761j -0.0232825+0.0408762j -0.0301145-0.0352625j 0.0171665+0.0712515j -0.0201887-0.0730481j -0.00954562-0.0165079j 0.035281+0.0719033j -0.0372492-0.0928065j 0.00158974+0.0139984j -0.0222724-0.0341411j -0.0552884-0.0203562j -0.00580373-0.0120288j -0.00722815-0.0344809j -0.0155838-0.0121663j 0.0501544-0.0232741j 0.0303931-0.077828j -0.0341466+0.0191666j 0.0218027+0.0368417j -0.00358839-0.0840744j 0.00583861+0.0151075j 0.112517-0.10139j 0.0105517-0.00989948j -0.0966301-0.0746807j -0.14987+0.00297144j -0.0399916-0.0785573j -0.0669251+0.0364147j -0.00562928-0.00257191j 0.0720321-0.0375821j -0.0623144+0.048243j -0.0427018-0.0472466j 0.0303348-0.0612141j -0.00708577-0.0344615j -0.00868859-0.0552001j 0.0877813+0.180403j 0.0426418+0.00181181j -0.208348+0.0214395j -0.112272-0.00663551j -0.110475+0.0142474j 0.00189381-0.0347252j -0.0218184-0.0271066j -0.0721197-0.0563449j 0.00283688+0.0745691j 0.000122917-0.0166827j -0.0101415-0.0107464j 0.0534321-0.0371852j 
0.0406956-0.015333j -0.00138977+0.0771485j 0.00287894-0.00604137j -0.0387396-0.00438112j 0.0257795+0.0668222j 0.0284371+0.0441332j 0.0303021-0.0125165j -0.0303647-0.0174579j 0.00439082-0.0161134j -0.00666059+0.0137731j 0.00336187+0.0474144j 0.0175495-0.022068j 0.000408677-0.00788418j -0.0273841+0.0124175j -0.0265171-0.0330174j 0.0380483+0.0331666j 0.0559319+0.0842797j 0.0312025+0.0791276j -0.0927214-0.0828608j -0.041944+0.00290761j 0.0238124-0.0371163j -0.0200351+0.0896334j 0.0281751+0.0200559j -0.0762278+0.0263732j -0.0324501-0.0828147j 0.0247195+0.026853j 0.146824-0.0398969j 0.0711359+0.0308553j 0.0556414+0.0180201j -0.0223538+0.00404557j 0.0136434-0.0594159j -0.043486-0.0484712j -0.0341605+0.0398993j 0.00317511+0.0379005j -0.00443696+0.0342586j 0.0147253-0.0178486j -0.0496037+0.0497068j -0.0494605+0.0099457j -0.0640288+0.0484466j -0.0183157+0.0543509j -0.045499+0.0436866j -0.0272357+0.0430311j 0.033706-0.140784j -0.0470088+0.0518612j -0.0288513-0.0573023j 0.0393416-0.047227j -0.0252164+0.0459361j -0.059555+0.0346523j -0.0147931-0.0456853j 0.0676282+0.035978j 0.0194583+0.0144518j 0.0419338-0.0388386j -0.125268-0.0158126j 0.154048-0.1092j -0.120298-0.0810264j -0.0469922-0.0547949j -0.0657177-0.0325937j 0.0480527-0.102053j 0.000389148-0.0847832j 0.112501+0.0124822j 0.184569+0.156594j -0.0382848-0.00227463j 0.0129027-0.0108219j 0.0434164+0.0294836j -0.101132+0.0369882j 0.0202843+0.0253704j -0.0573505+0.011344j 0.00990886-0.069279j -0.0283893+0.0271583j 
-0.0308164-0.00649913j -0.046008+0.0945622j -0.117534+0.0459779j -0.0676911+0.0721903j 0.0282914-0.0322481j 0.052477-0.0715836j -0.00578378-0.0120147j 0.0288061-0.0188134j -0.0152073-0.013259j -0.038052+0.0281809j 0.0271733-0.0567842j -0.00429621+0.00932111j -0.00713771-0.00183317j -0.0241814+0.0242019j -0.0556748-0.0330923j -0.121315-0.0451707j -0.113191-0.0404031j 0.0626633-0.131997j -0.0378007+0.0100156j -0.0451465+0.00960627j 0.0159161-0.0951773j -0.00989403-0.00626723j 0.0511882-0.00451533j 0.139442+0.0582854j -0.0257133-0.120051j -0.0385938-0.0255539j 0.0329996+0.0227749j -0.0215088-0.036318j 0.0522132+0.0232809j 0.0110654-0.00951881j -0.098769-0.0398113j 0.0233408+0.0314645j -0.00750471+0.00360005j 0.018565-0.0202966j 0.0491476-0.0124963j 0.0382332+0.00161101j -0.028601-0.0325191j -0.0492034-0.033143j 0.0148103-0.065041j -0.0366185+0.0111364j -0.0516126-0.0640421j 0.0805577+0.0487975j 0.0239295+0.0216715j -0.0102616-0.0429426j 0.135909+0.0550637j -0.124028-0.0403099j 0.174322-0.158652j -0.0114495+0.0536535j -0.0823512-0.0346329j -0.0211559+0.0864859j -0.0346485-0.00861346j -0.00835955+0.0716566j 0.0107913-0.034164j -0.0514408+0.00387548j 0.0202695-0.0366648j 0.0717292+0.0918706j 0.00423173-0.0344407j 0.0416602-0.110684j -0.00308069+0.040795j 0.0753727+0.0136731j -0.0150602-0.0737524j -0.0558659-0.000377692j 0.00635044-0.0874206j 0.100688+0.0393182j 0.0603621-0.186249j 0.0767806+0.0222793j 0.000767741-0.0450357j -0.0139267-0.0173426j -0.00341328+0.00871177j 
-0.021737+0.00416728j 0.0179129-0.114678j 0.0149859-0.0309759j -0.0126614+0.000278128j 0.0364636-0.0577976j 0.00628036-0.011495j -0.0027516-0.0124584j 0.0642382+0.0216937j -0.0635547+0.0173382j -0.0601776-0.0102269j 0.0184856-0.0391301j -0.0837763+0.0272481j -0.0106333-0.0287648j 0.0703644-0.00871762j -0.0391466+0.0343254j 0.0281409-0.0479722j 0.0397876+0.0471155j 0.0538636+0.0552216j -0.0869767-0.0225862j -0.0490492+0.112799j -0.0244304+0.0357414j -0.00751037-0.0394431j 0.0174839-0.123525j -0.120339+0.0396131j 0.0520086+0.042978j -0.0433289+0.014771j 0.0940674+0.136131j 0.0696405+0.026717j -0.0574255+0.0753667j 0.0597312-0.00111556j -0.00539555-0.00376692j -0.075523+0.0741853j -0.0461547-0.0169124j 0.0452664+0.0289804j -0.0762197+0.0101092j -0.00314063+0.0168653j -0.00271172+0.0257677j -0.038456-0.0907297j 0.0481306-0.109534j 0.0990561+0.00600126j -0.0558144-0.0378929j 0.0415645-0.0644399j -0.0366632-0.0465561j -0.00962363+0.035412j -0.044903-0.0522955j -0.00274922-0.0313312j 0.0129634+0.0116885j -0.0243629-0.0656727j -0.0312915-0.0317469j 0.0157923+0.0480692j 0.146752+0.0351487j 0.0263033-0.0449901j -0.0828155+0.0189207j 0.0675079-0.00799066j -0.0720014+0.00285115j -0.0386714-0.0475444j -0.18271-0.0419472j 0.0708975-0.0503991j -0.00313087-0.119158j -0.00687561+0.0532737j 0.0359234+0.0484885j 0.00519496-0.0224612j -0.0748158-0.0329854j -0.00778387-0.0238069j 0.115962-0.271347j 0.00648122-0.0272476j 0.107006-0.00869483j 0.0388733+0.127687j -0.00330549-0.0111285j 
-0.0119923-0.00167441j 0.0142271-0.003502j -0.0513258-0.0416609j 0.0265739+0.0411213j 0.00534843+0.0840499j 0.00541575+0.029605j 0.000821346+0.0609026j -0.0639956-0.0486219j 0.0568292+0.0385538j 0.0252067-0.0172974j 0.00513536-0.00472915j -0.0613643+0.0135353j -0.00706051-0.000270896j -0.0153915+0.0581667j 0.0113588+0.0319596j 0.0778667-0.0148269j 0.0296273-0.00861593j -0.0994341-0.0525687j 0.00312493-0.0434826j 0.0109672+0.016441j -0.00542855-0.0337356j 0.0266856+0.0415244j 0.0291158+0.0323002j -0.0747454-0.0441432j 0.0605408-0.111414j -0.113597-0.121324j -0.0154884+0.0644156j 0.0141146-0.124693j 0.111097-0.0451101j -0.00128975-0.0701749j -0.0575422+0.0894575j 0.117605+0.0874041j 0.0875578-0.0353206j 0.0292884+0.0345123j 0.160971-0.00215979j -0.0611086+0.0623059j -0.0327746-0.0282142j -0.103365+0.00269007j -0.00903621+0.0306815j 0.09878+0.0563719j -0.0369837-0.00564989j 0.0328454+0.0439104j -0.0241785-0.0924277j -0.0239905+0.0354922j -0.021069-0.105302j -0.0184933+0.0741448j -0.0495212-0.0787911j 0.131062-0.00976528j -0.0331342-0.0252655j -0.0517728-0.049773j 0.0159053+0.0558728j 0.0340628+0.0124157j -0.0464742-0.0459159j 0.0301152+0.027692j -0.00148477-0.00481535j -0.0084128-0.0289147j -0.0444637-0.0762229j -0.0207901-0.0746369j 0.00875704-0.0524388j 0.00806582+0.0544742j -0.00988822-0.0924606j 0.077656+0.0368517j -0.0506472-0.0126007j -0.0202568+0.102732j -0.0390191+0.0217469j 0.0502009-0.146309j 0.0699127+0.0991691j 0.0536389+0.0430812j -0.0436857+0.0321573j 
0.00337511+0.00955458j -0.0249209+0.0312942j -0.0303065-0.0657799j 0.0960326-0.00602141j 0.0136832-0.107821j -0.0855921-0.0625547j -0.00631327-0.014278j 0.0914788+0.0351973j -0.0974675+0.0190977j -0.0642792+0.0262744j 0.0336517-0.196678j -0.0193481-0.0450417j -0.0295679-0.0593948j 0.0504049-0.0730163j -0.0800193-0.0439871j -0.0186899+0.0252298j 0.0338065+0.0494681j -0.0322965+0.0616667j 0.117215-0.0277793j 0.0384424-0.0643434j 0.00633782-0.0190204j 0.00817584+0.0121803j -0.0179641-0.0116565j -0.0242687+0.00430251j -0.0784405+0.000207285j -0.00646103+0.0797928j -0.0108315-0.0189751j 0.00429386+0.0286577j -0.177132-0.0493011j 0.102823-0.0197871j -0.0891867+0.0313678j 0.0673122+0.0625308j -0.00199471+0.0470615j 0.0662895-0.00057065j 0.0886965-0.0889001j 0.000605476+0.102837j -0.00388382+0.0291444j -0.0228559+0.0298207j -0.0705325-0.00155399j -0.0391173+0.0239173j 0.0568052+0.0503362j -0.0373869+0.105981j 0.0166769-0.0753923j -0.00136182+0.00751299j 0.00919894-0.0420701j -0.000308652+0.0428157j -0.0318752+0.000537244j 0.0500799+0.00588465j 0.0242941+0.0284157j -0.00443003-0.00760945j -0.0408211+0.0206175j -0.00119831+0.0153274j 0.0120107-0.0128169j 0.0207-0.0067125j 0.00682224-0.0476987j -0.00640083-0.0035711j 0.0381568-0.0164962j -0.0163794+0.00103489j -0.0103769+0.0248546j -0.00800132+0.0153034j 0.00130383-0.0252645j 0.000826824+0.0180858j 0.0300444+0.0227176j -0.00302744+0.0223179j -0.0465716+0.217216j -0.00537734-0.016826j -0.0367967+0.0552376j -0.0133062-0.0548725j -0.00046016+0.0188588j 
0.00822574+0.0102333j -0.00670285-0.0149219j 0.0377833+0.0556139j 0.112584+0.0160759j 0.00729946+0.0293803j 0.0393153+0.0296202j -0.0140777+0.0215423j -0.0274272+0.000178339j -0.0118966+0.0121484j -0.0145768+0.00340696j -0.0416439-0.06354j 0.0394221+0.0434489j 0.0744958+0.0551499j -0.050807-0.00140171j -0.0711804-0.120053j -0.0100527-0.00589238j -0.0484913-0.12138j 0.162178-0.00732066j 0.161921-0.0590457j -0.0213645+0.0437812j 0.0599786-0.00628128j -0.06786+0.055585j 0.105855-0.0105555j -0.158012-0.0561608j -0.0435569-0.0305528j 0.00680015-0.0173463j -0.00797998+0.0758504j 0.0708052-0.0234708j 0.00493124-0.0518934j -0.060515-0.0302092j 0.119008+0.052008j 0.0197864+0.0733597j 0.00907464-0.0594294j 0.0899883-0.0206054j -0.00644876-0.0288717j -0.0635655+0.0742815j -0.00739+0.0335084j -0.0295615-0.0968207j 0.0207945+0.0890909j -0.0742119-0.00418381j 0.0347042+0.0925271j -0.0455003+0.0726557j -0.0109778+0.0282195j 0.0781058+0.0213621j 0.0830174-0.00205286j 0.00379765+0.0997151j -0.0263193+0.0587566j 0.0450213-0.00324402j 0.0311724+0.02409j 0.0403005+0.0878689j -0.0239575-0.0505818j -0.0146423+0.00781901j 0.0102616+0.0252234j 0.0460022+0.0158247j -0.0301936+0.0986226j -0.0213466-0.0368386j -0.0120498+0.0859123j 0.0213954+0.0548544j -0.00864446-0.0110303j 0.00473946-0.00338967j 0.086266+0.0312266j 0.00114106-0.0333283j 0.0820955-0.0163801j -0.0570021-0.097447j 0.047539-0.0748159j -0.118927-0.00507232j -0.0839099+0.0180171j -0.0499294-0.0390965j 0.0851187-0.0793615j 
-0.0109104-0.0152169j 0.00431113+0.0313569j -0.0423022-0.0187588j -0.010274+0.0385166j -0.0229933-0.0134908j 0.045613-0.0318079j -0.0131833-0.000799224j 0.0261089+0.00812258j -0.00695339-0.0212554j 0.0105566+0.00767078j -0.012144+0.0282451j -0.0255454-0.0107833j 0.0403476+0.0149117j 0.0110733+0.0227558j -0.0457354+0.0847295j -0.0262136-0.0348353j 0.00313065+0.062351j -0.115838-0.0532752j 0.0587497-0.118323j 0.101867+0.026814j -0.0514861+0.0346978j 0.0457739+0.00507167j -0.105812-0.0662844j 0.0452543-0.0136065j -0.026731+0.141708j 0.0385608-0.0576687j -0.0494356-0.0458137j -0.0312491+0.0693416j -0.0012062+0.0114119j 0.00495112+0.0270076j -0.0190889-0.0202152j -0.0251655+0.00481403j 0.0123544+0.00196757j -0.0422786-0.0159659j 0.0710201+0.0620589j 0.0155383+0.0111254j 0.0286128-0.0839566j -0.0825794-0.0698105j -0.0592875+0.00648664j -0.0763944+0.0581544j 0.0850652+0.112197j 0.0434013-0.0384053j -0.056592-0.0692025j 0.0822426+0.0469761j 0.015621+0.0477696j 0.0153613+0.0928524j 0.0170061+0.0148352j 0.0136844+0.00808685j -0.0263716+0.0240695j 0.117905+0.0177846j -0.0480917+0.0351294j -0.00366093+0.00435909j 0.00499873-0.035393j 0.0576939-0.00545539j -0.0680212+0.21784j -0.0208208-0.114283j -0.0449462+0.0362912j 0.025071+0.128911j -0.0434871+0.0167623j 0.000488783+0.0628374j 0.0426707+0.0708867j -0.00574434+0.0963414j 0.00707625+0.10628j 0.0542987+0.0137075j -0.00756528+0.0257497j 0.0529766+0.0349968j 0.02001+0.177343j -0.00932838+0.0172621j -0.00541373-0.100446j 
0.0161201+4.41963e-05j -0.158442+0.0150058j -0.00729433-0.0211316j -0.0108555+0.00531473j 0.0279198-0.0217126j -0.0376076-0.0105914j -0.0334415+0.0081207j 0.041744+0.0199287j -0.0485196-0.00733995j -0.0353637+0.000543512j 0.0155831-0.0434685j 0.00240614-0.00735602j -0.0466358+0.00140196j 0.0169398-0.0255268j 0.0849199-0.0080866j 0.0304526-0.0173702j -0.0608535+0.0138053j -0.0517998+0.0505422j -0.138428+0.00727105j -0.0588134-0.0605848j -0.0458386-0.0222619j -0.0874177-0.0283668j 0.0331248-0.0277126j -0.0806368-0.0236547j -0.0670679+0.03079j 0.0134795-0.0136086j 0.0441502-0.0480802j 0.103477-0.0318011j 0.0204864-0.0461338j 0.0105695-0.0119465j -0.0404755-0.00534377j -0.0286268+0.0370544j -0.0681099-0.00482643j 0.0757932-0.03596j -0.0982671-0.00574898j -0.0505085+0.0241103j -0.0220944+0.0234477j 0.00724147+0.0285678j 0.0591759-0.0294153j 0.0267998-0.0167837j -0.0621106-0.000545049j 0.0516209-0.0448865j 0.00195152+0.0036086j -0.00765285+0.0228959j 0.0665706+0.0242417j 0.00502583+0.0599685j -0.00914781-0.0123542j 0.0242037-0.0210854j -0.0388019-0.038494j 0.0413778-0.150865j -0.0915557+0.00331958j -0.013481+0.00456226j 0.0386686-0.0285508j -0.072533-0.012932j 0.0601384+0.105959j 0.0689475-0.0586994j 0.0831961+0.0483432j -0.0871191+0.0973046j 0.00148737+0.00945021j 0.0772326-0.0305175j 0.00796761+0.0622815j 0.0499051+0.0131708j 0.0103259-0.00764936j -0.00355477+0.0366872j -0.0581559-0.443121j -0.00625014-0.0116406j -0.0013259-0.042387j 0.0115423+0.0164648j 0.000978866-0.0473015j 
-0.0400602-0.0591227j -0.0981518+0.0481824j -0.0473457-0.0267028j 0.0267203-0.0196416j -0.0681987+0.048307j 0.0745495+0.058103j 0.00726331+0.0252843j 0.00235083-0.00859945j 0.0318155+0.00600857j -0.0576397-0.0305559j -0.00111219+0.0195835j 0.0357357-0.0158254j 0.0455002-0.00262976j -0.0390731-0.00671533j 0.0171944-0.0933765j -0.147802-0.0231143j 0.026367+0.124828j -0.043438+0.101561j 0.073852-0.065735j -0.0576504-0.00257297j -0.0715615+0.0834412j 0.00214659+0.0771925j 0.103871-0.0462102j -0.056216-0.0104953j 0.0309741+0.00807956j -0.0306318+0.00637724j -0.0807151+0.0679681j 0.0987061-0.122039j -0.106902+0.0361228j -0.0215321+0.00708766j 0.0964581-0.0309764j -0.0894109+0.0434742j 0.0155937+0.0296017j 0.0183723+0.0392399j 0.0207719-0.0454095j 0.00100766+0.0100631j -0.026797-0.0442507j 0.0624845-0.0525992j 0.0409295+0.00629785j 0.0372169+0.0160928j 0.0873434-0.0268468j 0.0222053-0.0331499j -0.0678776-0.0067252j -0.0222123+0.0680637j -0.111855+0.012445j -0.0228697+0.0766214j 0.0889045+0.0135396j -0.00737681-0.0383562j -0.0389044+0.00192069j -0.131139-0.0221857j -0.0463203+0.0543918j -0.0499102-0.0649898j 0.0710453+0.0228917j 0.0112835+0.088075j 0.00505828-0.0208176j 0.0731644-0.138842j 0.0327119+0.0940892j 0.029274+0.152924j -0.00922848+0.0116292j 0.000411821-0.0282051j -0.0658824+0.101135j 0.0276873+0.0829136j 0.00430652+0.0132045j -0.0246107+0.0390009j 0.0569611-0.0325032j -0.0546166+0.0653624j -0.0383462-0.00399615j -0.0144615-0.0304802j -0.0161282+0.0313385j 
-0.00273819-0.144546j -0.0570634-0.0564799j -0.0291093+0.0822387j 0.0718275+0.0541134j 0.0370122-0.0333636j 0.0173818-0.10539j -0.0430999-0.00942709j 0.00975719-0.0865487j -0.0011646+0.0652137j -0.0299282+0.0305322j -0.0126727-0.00227207j 0.0276498+0.0457163j -0.0128388-0.00302957j -0.0311633+0.00870395j 0.119377+0.00693073j -0.000591359-0.0639264j -0.0150524+0.0352439j 0.0500827-0.0853629j 0.0421003+0.0454434j 0.0138833+0.0438662j -0.0170029+0.0392029j 0.0231832+0.00444836j 0.0473854+0.0233951j 0.0803494-0.00954158j -0.100812-0.0869656j -0.00842462+0.0728282j -0.0817399-0.0178122j 0.0679739-0.0179543j -0.00211743-0.0141413j -0.0260086-0.0107079j 0.0234046+0.00449249j 0.062274-0.01797j 0.00356562+0.00421849j 0.0175538-0.0300717j 0.051822-0.0407562j -0.0194004-0.026521j 0.0307875-0.0350458j 0.0381413-0.0713752j -0.00597236-0.0314903j -0.00324606-0.0292485j 0.0142649-0.120937j 0.00518178-0.0834455j 0.0156652+0.0524839j -0.0518146+0.0812375j -0.121895-0.0833456j 0.0251872+0.0789935j -0.0588401+0.0160659j 0.0526628-0.0394784j -0.0127941+0.0628176j 0.299636-0.0711414j 0.0139295-0.072414j 0.0381969-0.014428j -0.0158424-0.0356694j 0.00437378+0.0672473j -0.0108134-0.0880461j -0.0568012+0.0625115j -0.0345594+0.0148737j -0.009085+0.0432089j 0.0245715-0.0226498j -0.0245058-0.119217j 0.132403+0.106568j 0.0218701+0.0943014j -0.0431099+0.0194032j 0.00664311+0.0534966j -0.00875596-0.0162428j -0.0302526+0.067824j 0.0554561-0.072429j 0.0213866+0.0541764j 0.0250225+0.102046j 
