-0.0111808-0.0159973j -0.122751-0.101306j 0.000608676+0.108667j -0.039589+0.0197138j 0.00808869-0.0144283j -0.00362927+0.0332603j 0.015343+0.00109704j -0.0349258-0.0270021j 0.0204923-0.0176072j 0.0367151+0.0481029j -0.00115864+0.0129874j -0.0121879-0.0119788j -0.0658276-0.0160346j 0.0584118-0.00926599j -0.00997346-0.041531j -0.030404-0.0897866j -0.00352823+0.0393813j 0.0262601+0.0960975j 0.0291784-0.0391697j 0.0428656+0.0582933j 0.00832586-0.0326357j 0.00182605-0.0429352j -0.0235916-0.0226238j -0.0304864-0.0428819j -0.0277943-0.0320416j 0.0267217-0.00554867j 0.0299102-0.0485917j 0.0039008-0.019622j -0.0130327-0.00264404j -0.0115808-0.012422j 0.00334283-0.00878281j -0.0261428-0.00925399j -0.00270672+0.0135076j 0.00991696+0.00539432j -0.00302079-0.00612883j 0.00475308+0.00181893j -0.0187132+0.00833956j -0.000174968-0.0270629j -0.0842689-0.050507j -0.00807995-0.0131794j 0.0642308+0.00834672j -0.0222546-0.0413456j 0.102239+0.0201841j 0.0804601+0.00122233j -0.0304442-0.118195j 0.0892251+0.0941108j 0.0992384-0.0456618j -0.0250578+0.00694408j -0.0396844+0.0153032j 0.0385375+0.039677j -0.0456576+0.0210617j -0.0205983+0.00836089j 0.0244218-0.0173679j -0.00552805-0.0448542j -0.0722266-0.0108431j 0.00465175+0.0345069j -0.0358674+0.0674061j 0.0147357+0.0333837j 0.049129-0.0108318j -0.0636679+0.0214567j -0.0199912-0.0650286j 0.10529+0.0150961j -0.164696+0.0504606j -0.254221-0.218401j 0.0574945+0.0506596j -0.0262808+0.0338135j 0.0179794-0.0445773j 0.0221778-0.125241j -0.197246+0.103182j 
0.0153447-0.0339457j 0.00271948+0.0418761j 0.0232461-0.0895077j 0.0315605-0.0661552j -0.0450319+0.0730896j -0.0178509-0.0770591j 0.0899116+0.0640254j -0.0114382-0.0298858j 0.00922233+0.00565693j 0.0993591-0.0515757j -0.189806+0.0597439j -0.125956+0.0935433j -0.12231-0.0340202j -0.152678-0.0855734j 0.0110581+0.00259553j -0.0150007-0.0390306j 0.00951177-0.0914507j -0.0326791-0.0178403j 0.00521398-0.0422845j -0.0141448-0.0181457j 0.0260559-0.0291822j -0.091273+0.0178229j 0.0334692-0.00204278j 0.0607508-0.0853023j 0.0319404-0.0903017j 0.0768082-0.0252661j 0.00418985+0.00610032j -0.0215382+0.100355j 0.0216361-0.0351405j -0.0108699+0.0813319j 0.0434262+0.0834549j -0.0623345+0.0975903j 0.131022+0.0822709j -0.0597734+0.000103094j -0.174431+0.0761891j 0.0219077+0.124059j 0.0117535-0.00956794j -0.105023-0.018737j -0.111186+0.0317547j 0.0803411-0.0959659j 0.0242978-0.0738281j 0.0312345-0.0267663j 0.0898454+0.041546j 0.0204737+0.0699405j -0.0661693-0.0162525j -0.0965701-0.0311927j -0.00502335+0.03999j -0.037536+0.0253472j -0.0108568+0.00919725j 0.0376967-0.0226423j 0.00172978+0.00126442j -0.0235986-0.00581274j -0.0241628+0.0478761j 0.0589127-0.0283703j 0.00155303-0.0113041j 0.0381742+0.0160383j 0.00481022-0.0654443j -0.0226923-0.0209927j -0.045998-0.0664885j -0.105264-0.0290119j 0.00554908-0.0256954j 0.0286218+0.0253935j 0.0182248-0.0349569j -0.0501486+0.0402041j -0.0101179-0.00740753j 0.00170853-0.00218901j 0.0055395-0.0141117j -0.0928355-0.00602884j 0.0098503-0.095639j 
0.0110586+0.017731j 0.0509861-0.0542362j -0.0233924+0.0812911j 0.0112314+0.048194j 0.085854-0.000246264j 0.0099983+0.0945484j 0.106079+0.0484592j -0.0324289-0.0246394j -0.100449-0.0496077j 0.0252395+0.125339j 0.00517561+0.0322786j -0.05517-0.1281j -0.105849-0.0250536j 0.0364513-0.0408896j 0.0221287-0.0148429j -0.0784039-0.121717j -0.0134158+0.037749j -0.0133358+0.0189342j -0.0412505+0.0200799j 0.0326286-0.074258j 0.0759997+0.0290359j -0.0283898-0.0898068j 0.127968-0.00474443j -0.0257251+0.0467858j 0.0766345-0.102725j 0.0380504+0.0106103j 0.0203079+0.0589596j -0.0513879+0.0234202j 0.0219476-0.131898j 0.00217536+0.171118j 0.00567692-0.175813j -0.03776+0.118647j 0.0419843-0.0880861j 0.146175+0.111624j 0.0653945+0.0151183j 0.0681255+0.0557931j 0.0718965-0.0626869j -0.037558+0.0527155j 0.0133159+0.0130293j -0.106188-0.0705518j -0.0644926+0.0111903j 0.00589824-0.00933787j -0.0148582+0.0199289j -0.0567057-0.0941214j -0.0266321-0.099828j -0.0200963-0.00772583j -0.0645398-0.0293777j 0.0278764-0.00294696j -0.0292759-0.020158j -0.0769919-0.00183267j 0.00854059-0.0354176j 0.102625+0.0356272j 0.0843776+0.0064j -0.0465972+0.000123796j -0.0166765-0.0129302j -0.0228007-0.0348576j 0.0189159+0.0407932j 0.0286375+0.0655285j -0.0386342-0.0306727j 0.0391484-0.0470048j -0.000784133-0.0334792j -0.0136057+0.0140183j 0.0342695-4.35415e-05j 0.051751-0.0235311j 0.0600327+0.0296466j 0.0250193-0.0188573j 0.0196014+0.0295777j 0.0255126+0.00706649j 0.0736514+0.0795567j 
0.0229442-0.0167172j 0.0236098+0.0276188j 0.0552124+0.00962234j -0.0162711+0.0498675j 0.0836995+0.0133536j -0.00909768+0.0544488j 0.0570502-0.115293j 0.0182614+0.0351052j 0.119531-0.0631649j -0.00462219+0.0978319j 0.0988389+0.00242273j 0.0199094-0.0305608j 0.0414291-0.096478j 0.0771136-0.0537278j 0.00456062+0.0467701j -0.0646628-0.076156j -0.0546036-0.0532997j 0.0585515-0.0242463j -0.0179959+0.00753295j -0.0404751-0.0780159j 0.0465785-0.0481284j 0.026697+0.000677438j 0.0679023-0.0519083j 0.044792+0.0590418j -0.14942+0.0538594j -0.09163+0.130955j 0.00872838-0.0183603j -0.0599957-0.0920665j -0.00144312+0.230182j 0.00303191+0.147173j -0.00608128+0.238515j -0.12526+0.127596j 0.0439617+0.00468744j -0.0313019-0.111228j 0.0369346+0.144493j -0.133574-0.119457j 0.00401539+0.00408312j 0.0140143+0.0181933j -0.0202269+0.141181j 0.135701+0.00283471j 0.137305-0.0304085j 0.000924788+0.0515878j 0.0127375+0.0297844j 0.0941373+0.0761903j 0.0132751-0.0134872j -0.0255265-0.0541246j -0.0103667+0.0078361j 0.0136846-0.0409704j -0.0348139+0.0033398j 0.00624989-0.0541046j -0.0463337+0.000160504j -0.043255+0.031642j 0.0420362-0.0156494j -0.0283306-0.000538136j -0.0217905-0.0328605j -0.0106757-0.0156195j 0.0402101-0.000282491j -0.0966074-0.0280707j -0.000610693+0.0353751j -0.0529297+0.0305155j 0.0233209+0.0645517j -0.0186599+0.0203908j -0.00740913-0.00655408j 0.0289638+0.0365467j 0.0652431-0.00268358j -0.0291069+0.0025472j -0.0117003+0.0177612j 0.0196454+0.0124956j 0.00423668-0.0284208j 
-0.0631189+0.00222465j -0.0154766+0.0294344j -0.0422078+0.0184882j -0.186202-0.0119208j -0.0740439-0.0111502j -0.0533314+0.027464j 0.057178+0.01572j 0.108854+0.0081541j -0.0340846+0.00438966j 0.142591-0.0603899j -0.200518-0.0255858j 0.082195-0.0161932j 0.0664663-0.100405j 0.0155374+0.0807369j 0.0442604+0.0495886j 0.0382581+0.0333119j 0.0384134-0.0455939j 0.0376384+0.0352171j -0.0242409+0.0639073j 8.46381e-05-0.0105126j -0.104699-0.000205183j -0.064943-0.0262368j -0.0370207-0.161388j 0.0701243+0.0156952j 0.0131166+0.00201834j 0.11602-0.000299205j 0.0558138+0.00305403j -0.0640973+0.090023j 0.0130375-0.124922j 0.0566431+0.275627j 0.0104261+0.0252481j -0.0379035-0.0297044j -0.0134861-0.0743662j -0.00336498+0.0757933j 0.0310532+0.0772371j 0.21289-0.0771289j 0.00258908-0.0514362j -0.0183523+0.0765093j 0.104526+0.0134124j -0.0922185-0.0360164j 0.0489019-0.0465327j -0.0643241+0.0122009j 0.0129799+0.0789861j -0.0166347+0.12621j -0.112377+0.0396442j 0.04475-0.00184366j -0.0717302-0.0285454j -0.0207431-0.0126403j -0.0168955+0.0244845j -0.0163415-0.00244119j 0.00887902+0.022798j 0.143407-0.00876039j 0.15139-0.0139793j 0.00917413-0.00884087j -0.0524235-0.000742389j -0.0226701+0.023719j 0.0215418-0.023141j -0.0415363+0.0199973j -0.0645694+0.0374922j -0.0337304+0.0589508j 0.00891117-0.00271722j -0.00672463+0.0709001j -0.0114359-0.0220786j -0.0290532+0.0209377j -0.00602426+0.00500344j 0.00691231+0.0230018j 0.00626048+0.0372242j -0.0184467-0.0240261j 0.0168382-0.0905374j 
0.0159541-0.00892086j -0.0240848+0.0125118j -0.00654884+0.118623j 0.114035-0.00508462j -0.0762052+0.0941352j -0.0219344+0.216918j -0.00234594+0.00895213j 0.101996-0.0723561j 0.134457+0.0544197j -0.0257196+0.107831j -0.00634215-0.0692443j 0.000397055-0.00118924j -0.0212422-0.102137j -0.0253338-0.08416j -0.0657296+0.0189399j 0.0530917-0.0150923j 0.0217007+0.0288036j -0.0157395-0.00547796j -0.0474837-0.0291773j 0.00214271-0.0138905j -0.0268945+0.0329623j -0.0207676+0.018441j -0.0700018+0.0178106j -0.053816+0.0798627j -0.0111318+0.0244248j 0.0519878-0.0457779j 0.0173243-0.0764684j 0.0277223+0.0376698j -0.00167803+0.15189j 0.0221188-0.0633786j 0.0154497+0.126713j 0.0578447-0.0162202j 0.043384+0.03662j -0.0542868-0.0352467j -0.0443148+0.0128933j -0.0471256+0.000385105j -0.0140799-0.0596829j 0.0724786+0.0315874j -0.0281965+0.0197187j -0.0523459-0.0127301j -0.133098-0.0308871j 0.0519345-0.0779077j -0.062034+0.0368699j -0.0446329-0.0663473j 0.00357593+0.00982907j -0.0125179-0.0232381j 0.0284284-0.000715994j 0.0040506-0.00760534j 0.0314809+0.00455209j -0.0398767+0.00212787j -0.00249957-0.00607891j 0.0331602+0.011703j 0.00363451+0.00379498j -0.0325375-0.0211734j 0.0738985+0.0106781j -0.00470947-0.000261589j 0.0108492+0.0739501j 0.0147466+0.0313156j 0.00952574-0.00974103j 0.0817417+0.00602166j -0.061003-0.0354395j -0.03262-0.00529144j 0.00386964+0.0482317j -0.036936-0.000731192j -0.00810945-0.0272906j 0.0195705+0.00672157j 0.0291491-0.0410408j 0.00608267-0.0183493j 0.0024719+0.0676784j 
0.0515394+0.056229j 0.0655616-0.0302545j 0.0612075+0.0117954j -0.104657-0.0590318j 0.0381436+0.0212159j -0.0333624+0.0820706j 0.117144-0.0243903j 0.0219293-0.00850709j -0.0171812+0.0310009j 0.0291323+0.13189j -0.00425383+0.0719272j 0.0277812-0.13233j -0.121932+0.149603j 0.124751+0.0545156j 0.00662504+0.00996777j -0.119282+0.0334517j -0.0486943+0.0714032j -0.0266344-0.0198226j -0.0440966+0.00986435j 0.0248767+0.0378851j 0.0200697-0.0813453j -0.0282875-0.0304308j 0.00163149+0.124342j -0.0278469-0.123967j 0.101204+0.11187j -0.0438272+0.0720848j -0.0105798-0.0367624j -0.00210183+0.00402262j 0.0214377+0.137431j -0.0235105-0.0856184j 0.0560441-0.0102722j -0.000290682-0.0460583j -0.033219+0.0564881j -0.0452572-0.0988967j -0.0328891-0.00818369j -0.0331983-0.10894j 0.0380912-0.0729176j -0.0480015+0.0258846j -0.0679243+0.00433765j -0.0248567-0.0777539j 0.0345998-0.0145621j -0.011607-0.0176203j 0.0817062-0.00389484j -0.0582373-0.00172843j -0.00650631+0.069093j 0.0121349+0.0265607j -0.0461705+0.0193422j -0.0449411+0.0342829j 0.0340592-0.038479j -0.0522916+0.0152897j 0.0668046-0.0221938j 0.11807+0.0314452j 0.0475297+0.077754j -0.034198+0.0280057j -0.0696463+0.0155991j 0.0557347-0.0145636j 0.030872+0.0295221j 0.0589097+0.0299604j -0.0496924-0.0328208j -0.0423283-0.0411629j -0.0298995-0.0350505j 0.0276496+0.0582826j -0.0126214-0.0559495j 0.027571+0.0291509j -0.0629241-0.0388289j 0.0288974+0.0225019j 0.00687117+0.00577734j -0.0410011+0.00841737j 0.0178123-0.086253j 
0.040465+0.0392903j 0.00734601-0.00328795j -0.0193148-0.00594553j -0.0404032-0.0365952j -0.0125209-0.0635985j -0.100165+0.00919866j -0.00776259-0.0198631j 0.0414251+0.00156606j -0.0415854-0.0158699j -0.0641724-0.00116998j -0.0586975-0.0475387j 0.00960052-0.0289001j -0.0884374+0.0688754j 0.0465086+0.0570922j -0.0837089+0.0475896j -0.0626665+0.0271997j -0.0399559-0.0164219j 0.0944433+0.0107884j 0.0219581-0.00839717j -0.046678+0.047664j 0.000752605-0.0234471j 0.034877+0.0661606j -0.0594439-0.040024j -0.0286239-0.0226512j -0.0823532-0.0364345j 0.0364976-0.100961j -0.0828277-0.0247436j 0.0114842-0.0336519j -0.0470012+0.136182j 0.0549849+0.0496165j -0.00497778+0.0639521j 0.0729251+0.0155343j 0.0438537+0.0332968j 0.0724155-0.0212318j -0.101417-0.0623251j 0.0377482+0.125211j -0.0820206+0.0263742j -0.0848741-0.0312253j -0.139458+0.0104021j 0.0598096-0.0140737j 0.0229174+0.0261533j -0.0154563+0.0771893j -0.0524898-0.0191543j -0.038637+0.0600577j 0.0201012-0.00907j -0.0110265-0.0405133j -0.0482863-0.0106998j 0.0411757-0.00119771j 0.0408686-0.00158512j -0.0579986-0.0228919j 0.0151178-0.00950207j 0.0717116+0.0312957j 0.0479064-0.0471247j -0.0734442-0.0314429j -0.074565+0.018541j 0.0443633-0.0245571j 0.0254005+0.0928379j -0.0310942+0.0373594j 0.0308749+0.0200762j 0.0109607+0.00105245j -0.010229+0.0259276j -0.00689519+0.0351553j -0.0537052+0.00580889j 0.097829+0.0111919j 0.0340416+0.0077825j 0.00608229-0.024421j 0.0180233+0.0286147j 0.0416337+0.0370917j -0.00876305-0.0165817j 
0.0664482-0.027937j 0.0255943-0.0190411j -0.0779919-0.0040323j -0.19968+0.0140915j -0.110973+0.0228065j -0.203823-0.0527614j 0.0369719+0.0796615j -0.0618939-0.0451106j 0.00211718+0.0783056j -0.17715-0.0256169j -0.0931423-0.0824465j 0.0762154-0.00607986j 0.0620641+0.0700662j 0.0408508-0.0726892j 0.0975223+0.033309j -0.054313+0.0283593j 0.09707-0.0162727j 0.173595+0.008224j -0.0585666-0.00889425j 0.0930461+0.0611472j -0.0449844+0.0213647j -0.0196412-0.0456617j 0.073551+0.0713784j 0.0229535-0.0111356j 0.0318109+0.00169109j 0.0618117-0.0524599j -0.0392948+0.0386638j -0.00741228-0.0533147j -0.0586694-0.0685901j -0.0867493-0.162342j -0.0169117-0.0962107j 0.0361396+0.0823816j 0.0115737+0.0819798j 0.0241458+0.0358158j -0.0102348+0.0117584j 0.110008-0.056943j 0.0929288+0.0617422j 0.0229176-0.0544561j -0.00544698-0.0145199j -0.00265655+0.0251071j 0.0063364-0.0250299j 0.0740391+0.0162835j -0.0211691-0.0159614j 0.0775863+0.00495137j -0.00181479+0.037481j -0.0428245-0.0160082j -0.0137235-0.00717185j 0.00913957-0.0164122j -0.0761734-0.0193479j 0.0316347+0.00193697j -0.0320536+0.0115139j -0.0273182-0.0235962j 0.0613146-0.0133652j -0.0159938-0.00915703j -0.00737558-0.0365278j -0.0238238+0.012173j -0.00589133-0.0133723j -0.0851697-0.0221524j -0.0231625+0.027588j -0.0114851-0.016525j 0.0105486+0.0248561j 0.00660106+0.00139623j -0.00856261+0.00094276j 0.000552931+0.00471472j 0.057198+0.010044j -0.0088775+0.0140773j -0.0052576+0.00995573j 0.0234595-0.0143936j 0.0137738+0.0369287j 
-0.0342911-0.0375931j -0.0391883+0.0378391j -0.0500122+0.0293463j 0.15394-0.0816438j 0.0598503-0.00517744j 0.0100324-0.0206402j 0.166453-0.00999283j 0.00298311-0.0148267j 0.0426553-0.0814313j -0.102238-0.0281656j -0.0685248-0.143243j -0.0507039+0.0821287j -0.0766272-0.00884505j -0.0197705-0.0277994j -0.00205074+0.110796j 0.0288719-0.0242393j 0.0497531-0.00754051j -0.0408833+0.0603517j -0.0806138-0.0596025j 0.0104674+0.00973539j 0.0813233-0.0212181j 0.0504128-0.0548301j -0.0707904+0.0440993j -0.0349288-0.0180953j -0.0301971+0.0741053j -0.119862+0.0513629j -0.0131631-0.0192314j 0.0283968+0.0340305j -0.0791417-0.00333366j 0.079057-0.184858j 0.101439+0.0641137j 0.0605523+0.120348j -0.0780761+0.0353158j 0.0572075-0.14036j 0.0921962+0.0558492j -0.0224071-0.0651244j 0.155595-0.0276293j 0.011753-0.063516j -0.0030754-0.0246799j -0.103319+0.0232433j -0.0220932+0.0646626j 0.0594369+0.0315451j 0.0815202+0.00584223j 0.0127317+0.0257797j 0.00819337+0.0542726j -0.0291196+0.0291724j 0.0184567-0.0483684j 0.0418079-0.0359391j -0.0119555-0.0185985j 0.0172963+0.0044862j -0.0228-0.00588524j -0.0493473-0.00901644j -0.0074423-0.0361718j 0.0666909-0.0174967j 0.00594584-0.0832899j -0.0257032+0.0405845j -0.0372966-0.0521307j -0.0307066-0.0587659j -0.0541874+0.00549997j -0.0480576+0.0136662j 0.0377851-0.0225656j -0.0406769+0.0176231j 0.0367384-0.0298392j -0.0699442+0.0411437j -0.00265956+0.01444j -0.019608+0.00200065j -0.0194244+0.0174299j -0.0507753-0.0262106j 0.0407295-0.0501647j 
-0.0346891+0.0219266j -0.00760039-0.0114994j -0.0360246+0.0186872j 0.167873-0.0135738j 0.0632887+0.00288137j 0.213936-0.11733j 0.0793359-0.0590998j -0.126992+0.0944037j 0.0400307+0.0546702j 0.0968905-0.0470966j -0.104154+0.00292817j -0.0308135+0.0328236j 0.0261841-0.00700458j -0.077183+0.0544596j 0.0695717+0.0222292j 0.0189489-0.0344305j -0.00872711-0.0124532j 0.0486189+0.0622323j -0.0899408+0.0595035j -0.0729219+0.0547298j -0.0707896+0.0430654j 0.00168942-0.0396719j -0.130047-0.111486j -0.0256139-0.00234021j 0.0509577-0.0412335j 0.0914216-0.135088j -0.0659352-0.0734266j -0.0584811+0.0309987j 0.0652767+0.0208823j 0.013353-0.0296234j -0.0807583-0.0861301j -0.00852089+0.0556342j -0.0331038+0.074181j -0.0287542-0.0627411j -0.0773561-0.128799j -0.135155+0.00635965j -0.0302254+0.0152225j 0.0475253+0.00165897j -0.021506-0.0925017j -0.0567225-0.011145j 0.01339-0.0253279j 0.0902206+0.024659j -0.0704849+0.0140115j -0.0193452+0.0253167j -0.0166382+0.0243305j 0.00262367-0.00576088j -0.0360989+0.00683075j 0.02076-0.0370672j 0.0135575+0.0119323j -0.0138518+0.00298844j -0.0450964+0.0124731j -0.0447031+0.0141921j 0.0437062-0.0370227j -0.0278305-0.0417164j -0.0108943-0.0582184j -0.029887+0.00505493j 0.0248334+0.0667905j -0.0796287+0.0314162j 0.0402414+0.0550032j 0.0538144-0.0174841j -0.0377949+0.00169796j -0.0246143+0.0276003j -0.0262282+0.021362j 0.0321319-0.00210456j 0.0735082+0.0170077j -0.00095813-0.00524007j 0.0113798+0.0130621j 0.0347751-0.0124588j 0.0224588+0.0646219j 
-0.0604972-0.100504j -0.145234+0.030347j -0.0716187+0.0711543j 0.137199+0.00133935j -0.106435+0.100988j 0.0164314+0.115725j 0.00612191+0.0799265j 0.136326+0.0261113j -0.15537-0.0484729j 0.076916-0.0231389j 0.048763+0.189403j 0.0455614+0.0267943j -0.148074-0.0922019j 0.0944915+0.110867j -0.185238-0.00901848j 0.000429009+0.0212737j 0.0322324-0.0559288j 0.0273468-0.0697589j -0.0111701+0.0590484j 0.00960872+0.171039j 0.033652-0.0450286j 0.0456648-0.0443444j 0.0448418+0.0974687j 0.0533073+0.0335577j -0.0668547-0.0484121j -0.0673647+0.0648612j -0.0218619+0.0307699j -0.00620369-0.183245j 0.0576871-0.105124j 0.0437735-0.0980929j 0.0503748-0.124978j -0.105482-0.045416j 0.023818+0.0110993j -0.055455+0.0373443j -0.017932-0.0834408j -0.000764063-0.0416736j 0.0274184-0.0434045j 0.101997-0.039429j -0.00672744+0.0538225j 0.000451096-0.00100798j -0.058656-0.0956646j -0.0500378-0.0287394j 0.0151785+0.0557386j 0.0175384+0.0192209j 0.0138845-0.0750187j -0.0261739-0.0243738j -0.0689084+0.0244661j 0.00814586-0.0212216j 0.0110035-0.0771395j -0.0161947-0.00691074j -0.00626114+0.0198528j -0.0829161+0.038307j -0.035251+0.0131713j 0.0112907-0.0139416j -0.00974673+0.0181173j 0.0489699+0.0078403j 0.0849111+0.0239026j -0.0602136+0.0140465j 0.00212232+0.0235453j 0.0170851+0.0287561j -0.0510571+0.00636637j -0.00647586+0.0304072j -0.0379618+0.0258325j 0.0837566+0.0331396j 0.0237548+0.000671411j -0.0136688-0.00951131j 0.0412206+0.020684j 0.00443602-0.0272948j 0.00762605-0.0403665j 
-0.0473338-0.000636709j -0.00843322+0.0311921j -0.135058+0.109005j 0.0383786-0.0185577j -0.0411695-0.0434039j -0.133969+0.0689048j -0.0398075+0.0164137j 0.00455872+0.0115134j 0.000873213+0.00826812j -0.00895308+0.0609298j -0.0370893+0.00970969j -0.00984493+0.00682647j -0.0619529-0.0157455j -0.0641848-0.0731441j -0.0509552+0.05977j 0.0159108+0.0376718j -0.0102875-0.0117749j 0.054937-0.00295198j -0.0176097+0.0783231j -0.00450879-0.0138453j -0.010819+0.0740916j -0.0266789-0.00898657j -0.0272816-0.0279581j 0.0208853+0.0922904j -0.0729101+0.0504114j 0.0907203-0.105475j -0.0733206+0.0193488j 0.0127546+0.0537463j 0.00928799-0.059494j 0.0106165+0.0132024j -0.00746609-0.018747j -0.0201681-0.0584809j 0.0382116-0.0263194j 0.0466753+0.0128334j -0.0584864+0.0242125j 0.10143+0.0967143j 0.0850871-0.0085411j 0.080581-0.0550834j 0.0319127+0.0603299j 0.0806448+0.0998867j -0.0563689+0.0328798j 0.028443+0.0126472j 0.0174679-0.0714069j 0.040835-0.0496625j -0.0804472+0.034896j 0.0570531-0.0392203j 0.0807028+0.043771j 0.00577825+0.0721787j -0.0689026-0.0118867j -0.043366-0.0260206j -0.0430769-0.0370545j -0.0611209+0.00463929j -0.0181978+0.0215836j -0.0109151+0.0630083j -0.0302421+0.0558782j -0.0506234-0.0191607j -0.00315135+0.0375471j 0.0990407-0.0234571j 0.115249+0.00578352j -0.0380457-0.0854549j 0.0304353+0.0605353j -0.000247338-0.088792j 0.0191966-0.0223342j 0.0814381-0.0922367j 0.0183526-0.0394937j -0.0313725-0.0284584j -0.0614715-0.0666439j 0.095269+0.0758754j -0.0333838+0.0612543j 
0.0540703+0.0367262j 0.00253486-0.0311541j 0.0162617-0.0845367j -0.0462409-0.0351612j 0.0396112-0.130039j 0.0115977-0.0509465j -0.0583172+0.0132102j 0.0192761-0.0151022j 0.117456+0.0513425j 0.0242984+0.0103579j 0.0160304-0.0351838j -0.0585438-0.0111488j -0.0263343+0.0844756j 0.131338+0.112817j -0.0197219-0.0427948j -0.163475+0.0398714j -0.08019-0.0341677j 0.0317831+0.0800814j 0.0196436-0.0706656j -0.03799-0.103467j 0.0323043+0.0233118j -0.0870431-0.0532829j 0.0274051+0.0433122j -0.00117064+0.109114j -0.0475307-0.0315935j 0.0374927+0.0632135j 0.119531+0.0181454j -0.0466878-0.0331544j -0.00664668-6.27748e-06j 0.0373712-0.0250498j -0.0496602+0.00932098j -0.102963+0.0843523j 0.12267-0.0671845j -0.110534-0.109337j 0.00551345-0.00567862j -0.0343612-0.0721989j 0.0409457-0.0406266j 0.0640144+0.074261j -0.0504723+0.00590508j 0.00568794+0.0207335j -0.11834-0.00238808j 0.0184989-0.0830607j -0.036858-0.00144459j 0.0857305-0.0810953j -0.00696216-0.017332j 0.0887261+0.0795928j 0.0255129-0.00455133j 0.0103712-0.0273436j 0.0491414-0.00265198j -0.0148099+0.00219796j -0.0462786-0.0100534j -0.0114643-0.0540037j 0.0523351+0.00600592j 0.0652961+0.0669073j -0.0109185+0.0246683j 0.0225977+0.042531j 0.10279-0.03488j 0.00366996-0.0194379j -0.112592-0.0231953j 0.0357916+0.0832907j -0.0858678-0.0512829j 0.0801007+0.011183j -0.106111+0.0731288j 0.127319+0.042068j -0.000563534+0.0133631j 0.0447929+0.0160807j 0.0868788-0.0260394j 0.0348165-0.14815j 0.0921845-0.0229508j 
0.00319976-0.0286576j -0.0208831+0.0334514j -0.116307+0.203216j -0.0461589+0.00795104j -0.0334421+0.0194294j -0.053746+0.155324j -0.112065-0.0192373j -0.180952+0.0532682j -0.00307469+0.0557887j -0.0215005+0.0218698j -0.00697903+0.0273998j 0.10348-0.0654334j -0.0133837+0.0294529j -0.0562212+0.0726366j -0.0626594+0.0799963j -0.0803707+0.0225795j -0.0395385-0.0060995j 0.0150659-0.0526457j 0.0802769-0.0471979j -0.136405+0.000997318j -0.0056526+0.0559727j -0.00512639+0.0942242j 0.0196969+0.0931859j 0.0229277-0.0185237j -0.0412619-0.0879547j 0.0625509-0.167234j 0.0228998+0.00329221j 0.00633996+0.0365963j 0.107114-0.0488042j 0.0682941-0.0670461j 0.0215918-0.109357j 0.0997569-0.0394583j -0.0110686-0.0319234j -0.00607467+0.047058j 0.00906306-0.0373188j 0.0537129+0.0491733j -0.0974069-0.0222551j -0.0444968+0.0572643j 0.000471975-0.0428403j 0.025619-0.0289775j 0.0406124-0.0113787j -0.0275533-0.110047j 0.0530779+0.0310924j 0.0407998-0.0225428j -0.0944577-0.0274275j -0.0206124-0.00938897j -0.00304628-0.0061621j -0.0121193-0.0185334j 0.0322505-0.0259643j 0.0568821-0.0101733j -0.032137-0.00825854j -0.061017+0.00918409j -0.0421207+0.0155594j 0.0423205+0.012716j -0.00888205-0.013999j -0.00641573+0.00865099j -0.0388413-0.0453559j -0.044807-0.0614365j -0.0615746-0.00647427j -0.040368+0.0739847j 0.0319921+0.014112j 0.0420727+0.0132878j 0.0071571+0.00546091j -0.015851+0.0504019j -0.0266982-0.000123524j 0.0117921-0.00439968j 0.0283197+0.025516j -0.0117792-0.0471656j 0.0312995-0.088536j 
