-0.145289+0.17239j -0.176545-0.152311j -0.0727967+0.166789j 0.181459+0.065739j 0.0941777-0.125278j 0.0374435-0.0795278j -0.116448-0.167786j 0.174225-0.106771j 0.0337887+0.00935553j -0.181579-0.156145j 0.0511489-0.117982j 0.0274765+0.00632411j 0.0509438+0.169729j -0.0821098+0.0109511j 0.0347373+0.0345247j -0.115363+0.00439061j 0.0711728+0.0178933j -0.158115+0.246259j -0.0160106+0.147366j 0.0621334+0.10055j 0.147142-0.0593362j -0.177095-0.00538924j 0.0745425-0.0218859j -0.111013-0.0915025j 0.0610951+0.0904522j 0.0224225-0.016985j 0.247169+0.073803j -0.0336628+0.227166j 0.0622327-0.152128j -0.17174-0.0684158j -0.0870617-0.268383j -0.275539+0.0918598j -0.0679862+0.0999746j -0.0949828-0.0739088j -0.0516491+0.029896j -0.00790662+0.0130163j -0.0329178+0.061296j 0.074402+0.0399109j 0.00362486-0.0530396j 0.0202832+0.00896435j -0.0178838+0.00117026j 0.00282122+0.00480874j 0.020724-0.0202356j 0.0128631-0.0327934j 0.00852622+0.0149815j -0.0239916-0.0153373j -0.00963727+0.00963723j 0.0208778+0.0207586j -0.00951541+0.00103076j 0.00781835-0.01645j 0.0176621+0.0131987j -0.0260833+0.0229805j 0.0325528-0.011271j -0.0191572+0.00737642j -0.0049276-0.0276944j -0.00724607+0.00996998j -0.00371861+0.0127293j -0.00917039+0.00834961j -0.0301278-0.0241104j -0.0128328-0.0115014j 0.0135975+0.0109081j 0.0172319-0.0283794j 0.0166501+0.0188722j -0.0153833+0.00581778j -0.00784989-0.000163689j -0.000169319-0.0289748j 0.025292-0.00989875j 0.00571975+0.00355404j 0.0266144+0.00141707j 0.00395911+0.0287866j 0.0668556-0.012045j -0.00949251-0.0656846j 
-0.00629717+0.00577779j -0.00741852-0.00864134j 0.00483934+0.001523j 0.00733835-0.00130083j 0.000528775-0.00259647j 8.36928e-05+0.000570742j -0.000964059-0.00304761j 0.0025482+0.00334266j 0.00111522+0.00289939j -0.00340406+0.00369764j 0.0037483-0.00195364j 5.99408e-05-0.00690654j 0.00226236-0.000703638j -0.00159449-0.00163051j 0.00389429-0.00161517j -0.00582433+0.000289028j 0.00289965-0.000100596j -0.00616428+0.00333996j 0.00253484-0.00574881j -0.00324769+0.000981391j 0.00386767+0.00156624j 0.00628489+0.00569208j -0.000282005-0.00701404j -2.63305e-05+0.00139968j -0.00793382+0.00812491j 0.00466154+0.00251836j 0.00260069-0.0032062j 0.000827589-0.00316458j -0.00139496-0.00625437j -0.00995014-0.00249221j -0.00072338-0.00164624j -0.00200712-0.00193058j -0.00364946-0.00919091j -0.000142635+0.00506219j 0.00827284-0.00223767j -0.00544928-0.000737978j -0.000495883+0.00475397j 0.0101747-0.00170384j -0.00224196-0.00675138j -0.00457002+0.00493451j -0.00579111-0.00598421j 0.00966884-0.00031353j -0.000622018+0.00451678j 0.00537659+0.00568542j -0.00121794-0.00529925j 0.000844537+0.00311503j 0.0102825-0.00394756j 0.000242766-0.00609138j -0.00843086-0.00454045j -0.00556034+0.00220329j 0.00191759-0.00273667j -0.0132018-0.00329122j 0.00530049-0.00242315j 0.00846497-0.00453307j 0.00516356-0.0114612j 0.00276956-0.00940971j -0.0119279-0.00338492j -0.00306552+0.00587443j 0.00957405+0.00308349j -0.00722429-0.0126554j 0.0014561-0.000406757j 0.005185-0.00946905j 0.00524056-0.000163513j 0.0102387+0.00261171j -0.0145845+0.000463724j -0.0063141+0.00222629j 0.0092737+0.0121216j 0.0143472+0.00795396j -0.00533321+0.0115939j 0.0199602+0.004227j 0.00686758+0.00932887j 0.00429056-0.00887491j 
-0.00102856-0.00207407j 0.000474592-0.000908358j 0.00108167-0.00165224j 0.00410157+0.000413369j 0.00134229-0.00142635j 0.00288237+0.000347663j 0.00267048+0.0027366j 0.00446344+0.000590582j -0.000760237-0.00129044j -0.00143666+0.000298724j 0.00015475+0.00362338j -0.00298027-0.0032977j 0.00272668+0.00308588j 0.0020769+0.00153421j -0.000670096-0.00447591j -0.00435463-0.00223903j 0.00295266+0.00243862j 0.00141821+0.000601078j 0.000177971+0.00282198j -0.00620831+0.000250659j -0.00289824-0.000665629j -0.000850292+0.00346454j 0.00231109-0.00498518j 0.00204763-0.00132761j -0.00164715+0.00177608j 0.00572111-0.00165661j -0.00168851-0.00568166j 0.000271793+0.00239803j 0.00535814+0.00445507j -0.00377021-0.000585714j 0.00195341+0.00186888j -0.0028284+0.00040317j -0.0028239+0.00196269j -0.00416079+0.00472781j 0.000993214-0.00151621j -0.000289572+0.00292976j -0.00474483+0.00175669j 0.00410052-0.00245836j -0.00171573+0.00236145j -0.00567655-0.00353043j -0.00464781+0.000242256j 0.00365185+0.00153727j -0.00136628-0.000546513j 0.00020381+0.0042076j -0.0030475+0.00136493j 0.00217601-0.000171565j 0.000990812+0.000568861j 0.00501613-0.00115949j 0.00142839+0.00149287j 0.000150011-0.00297044j 0.000725922-0.00342137j -0.00252926+0.00399261j -0.00236457+0.000560401j 0.00175358+0.00169807j 0.00944288+0.00518992j 0.000125022+0.00189979j -0.00160537-0.00771226j -0.00404605+0.00323997j 0.00143349-0.00393566j 0.00273186-0.0116258j 0.00113549-0.000978575j 0.00225931-0.00291093j 0.00379506-0.00366522j 0.00838285+0.000322989j -0.00262608+0.00501057j -0.00258145+0.0104993j 0.00306446+0.00530098j 0.00277865-0.00491224j 0.00319625+0.00504496j 0.00863265-0.00525252j 0.000103333+0.00287892j -0.000110921+0.00326891j 
-0.000299287-0.003122j 0.00173959-0.00117406j -0.000443219+0.00107195j -4.3838e-05+0.000560802j 0.00107731-0.00230899j 0.00152188-0.0021303j 0.000354828+0.00104778j -0.000251689+0.00120611j 0.00145115+0.00245634j 0.000980402+0.00161968j 0.000634018-0.00309703j 0.00396189-1.83158e-05j -0.000989553-0.000331954j 0.00298397+0.000314409j 0.00304397+0.00218121j 0.00170793+0.00116476j -0.00562536-0.000546874j -0.00226344+0.00347997j 7.70552e-05-0.000804058j -0.00274364-0.00268534j -0.00048572+0.00312318j 0.000463359-0.000876439j -0.000323744+0.0018174j -0.0046332+0.00187045j 0.00149715+0.000769529j -4.95102e-06-0.000536482j 0.00299202-0.000469769j 0.00233785-0.00195569j -0.000797208+6.88402e-05j 0.000530518-0.00502275j -0.00247759-0.0012974j 0.00124509-0.000980243j -0.00113913+0.00359234j -0.00029383+0.00486816j 0.00182154+0.00267763j 0.0021583+0.00194551j -0.00237348-0.000327636j 0.000211672-0.00320916j 0.00384459+0.00291591j -0.00763799-0.0070149j 0.00192739+0.00833838j 0.00428593-0.00196739j -0.00317916+0.00161622j -0.000265823-0.00604142j 0.00293598+0.00651527j 0.000855329-0.0111202j -0.00738707+0.00381707j 0.00975194+0.00139127j -0.00184604-0.000409134j 0.00413442-0.00425228j -0.00481635-0.00142738j 0.00474102+0.00356518j -0.00106572+0.00817162j 0.00323698-0.00299018j 0.00950207+0.00234874j -0.000595192+0.0102772j -0.00067804-0.00884679j 0.0079152-0.000528908j -0.00203637-0.000635296j -0.00280751-0.00725493j 0.00128784-0.00777814j -0.00492869+0.00375481j 0.00150545-0.0027082j 0.000427775-0.00998621j 0.00320036+0.00597006j 0.00930867+0.0034135j 0.00336198+0.000123091j 0.00504192-0.000951449j 0.00545862+0.00103983j 0.00443668-0.00493435j -0.00363951+0.00103526j -0.0004576+0.0021828j 
-0.00172889+0.00209418j -0.00189659-0.00322734j 0.00127498+0.00285844j 0.0016345-0.000921963j 0.00263179+0.00239765j -0.00080883+0.00105006j 0.00137033+0.000380858j -0.00371339-0.00117519j -0.000677251-0.000118256j 0.000746433-0.00129847j 0.00124142-0.000946857j 0.00178443+0.00100525j 0.000506256-0.000694273j 0.000387618-0.000456316j 0.00178678+0.00127802j 0.000832933-0.00134224j -0.00125901-0.000989529j -0.000927013-0.000751301j 0.00188313-0.00034382j -0.000679606-0.00169303j -0.00101122+0.00206557j -0.000469699-0.000703486j 0.00108358+0.00046856j -0.000860848+0.00150682j -0.000627368+5.72754e-05j 4.19699e-05+0.00258002j -0.00163989-0.00150032j 0.000864456+0.00241384j -0.000316667-0.00130736j 0.00148565+0.0031696j -0.000309315+0.000389713j 0.00237488-0.000877587j -0.00309113-0.005692j -0.000948556-0.00092117j 0.00251573+0.00486895j -0.00183571+0.00587788j 0.00587297-0.00213954j 0.00179792+0.00248277j 0.0045379-0.00206406j -0.00184613-0.00387051j 0.00765039+0.0049377j 0.00235228-0.000955248j -0.0020315+0.00194671j 0.00466252-0.00272714j 0.00369032-0.00127007j 0.00560796-0.004197j 0.00178625-0.00084066j 0.00323085+0.00185209j -0.00764794-0.00248379j 0.00363279-0.00551232j -0.00767022-0.00480578j -0.00148418-0.00748733j 0.00353159-0.000491661j -0.00139781-0.0109451j -0.00121631-0.00549061j -0.00284955-0.00457291j -0.00547747+0.00602822j 0.000930981+0.000973484j 0.00155838+0.00103888j -0.0162283+0.002166j 0.00170307-0.00404266j -0.000438168-0.00255131j 0.00567427+0.000158831j -0.00328227+0.00118029j -0.00895979-0.00484418j -0.00208308-0.00561541j -0.00434667-0.000366983j 0.000227443+0.00952221j -0.00912251-0.00139223j -0.000632033+0.00468787j 0.000786157-0.000459547j 0.0013893-0.00250074j 
-5.56846e-05-0.00460439j 0.00566521+0.000976519j -0.00205178+0.00190229j -0.00139428-0.00101675j 0.00279234-0.00235296j -0.00336296+9.96147e-05j 0.000288701+0.00277627j -0.00346786+0.00149204j -0.00249383-0.00111203j -0.000560232-0.000780972j -0.00319691+0.00227176j 0.00309713+0.00353878j -0.00111883+0.0016197j 0.00410952+0.0024419j -0.00279865-0.00054591j 0.00538217-0.00205948j -0.00199162+0.00302012j 0.00131508-0.00217011j -0.0022367+0.00695847j 0.0010516-0.00364904j -0.00358757-0.00565176j -0.00534993-0.00530092j 0.00049239+0.00173j 0.00279982-0.00331821j 0.00289948-0.00436427j -4.9542e-05-0.00252237j -0.00607324+0.0025999j 0.00449315+0.00311028j 0.000740862-0.00275283j 0.00809779+0.00266347j 0.0019634+0.00280278j 0.00427581+0.00167401j 0.00219626+0.00112588j 0.00264611+0.00541014j -0.00090454-0.00138843j -0.00184382-0.00181768j -0.00580565+0.00291531j 0.00359201-0.00520226j -0.00424492+0.00413752j 0.00155712-0.00200845j -0.00429582+4.73882e-06j 0.00127698+0.0038023j -0.00406529-0.00170191j -0.00278964+0.000528555j 0.000324478+0.00293235j -0.00126866-0.00423042j -0.00419159-0.000528591j -0.00361853-0.00150466j 0.00250942+0.00181324j -0.000177159-0.00200661j 0.00225785+0.000637015j -0.00469018+0.0077826j -0.00248707+0.00227614j 0.00169828+0.0012043j 0.00589207+0.00067473j 0.00644418+0.0016584j -0.00133022-0.00502418j 0.000199706-0.000892413j 0.00459363-0.00343693j 0.00689321-0.00615495j 0.00026594-0.00239297j 1.19854e-06-0.00389147j -0.00433753-0.00644161j 0.00700162-0.0050031j 0.00403655+0.00894807j 0.00408923+0.00758768j -0.000832346+0.00373114j 0.00333848-0.00155308j 0.00385841+0.000681003j 0.0053495-0.00051509j -0.00331771+0.000138817j 0.00216344+0.00322386j 
0.00194228-0.00594623j 0.00731265+0.00218703j -0.000473327-0.00376955j -0.00925227+0.00142189j -0.00237322+0.00112681j -0.000594099+0.00256022j -0.00486573-0.000660832j -9.53769e-05+0.00310103j 0.000161906-0.00215206j -0.000623619+0.00052767j -0.00196331+0.00309434j -0.00370639+0.0014068j -0.00453582+0.000161534j -0.00628181+0.00304965j -0.000735561+0.000988236j 0.0023409+0.00346328j 0.00379365-0.00371094j 0.00324178-0.00392881j -0.00272276+0.00122693j 0.00572779+0.00171066j -5.30002e-05-0.00467244j 0.000550643-0.00314788j -0.00169233+0.00125269j 0.000994642-0.00346731j 0.00102163-0.00251399j -0.0052131-0.000420677j 0.00157313+0.00242561j 0.00274196-0.00143507j -0.001537-0.00175528j 0.000316614-0.00398831j -0.00445788+0.00120425j 0.00098171+0.00232719j -0.00171454+0.0063456j -0.00334206-0.00704526j -0.000794917-0.00252495j -0.00070506-0.00298044j 0.000998456+0.00314778j -0.00252004-5.62889e-05j 0.000364281+0.00208604j 0.00645214+0.00398363j 0.000216522-0.00251291j -0.00669414+0.000265035j 0.00157547+0.000510217j -0.00584054+0.00405934j -0.00563073-0.00292319j 0.00392295+0.00380512j -0.00315951-0.00437498j -0.0063378+0.00229716j 0.00219548-0.000188199j -0.000958808+0.000339489j 0.0056405+0.00373133j 0.00319739+0.00270803j -0.00349049+0.00226266j 0.00811656+0.00376392j -0.00448937-0.000426717j 0.00818568-0.00664725j 0.00429908+0.00353293j 0.00293363-0.00165032j 0.0022518+0.00775177j 0.00712884-0.00150922j -6.88558e-05+0.00158947j 0.000127606+0.00117303j -0.0128194+7.50123e-05j -0.00217736-0.00536024j 0.00610202+0.000825504j 0.000333671-0.00220028j -0.00252122-0.00424436j -0.000830453-0.00597719j -0.00469409-0.00096427j -0.00321043-0.0106906j -0.00588366+0.000433766j -0.000157788+0.00605361j 
0.00101832+0.00418436j -0.00496666-0.000837799j 0.00384535-0.0045764j -0.000238085+0.0027788j 0.00223087-0.000507893j 0.00798616+0.000942761j 0.00201449+0.00228549j 0.000545032-0.00222389j -0.00139165+6.59253e-05j -0.00147896-0.00515107j -0.00439799+0.000458615j -0.00298688+0.00149577j 0.00412192+0.00339223j -0.000204164-0.00145557j 0.00272428-0.00492794j -0.00578077-0.00298928j -0.00266236+0.00198973j 0.00306515-0.00561019j 0.000100783-0.00491154j 0.00423948+0.00787545j 0.00444362+0.000223933j 4.17281e-05-0.00268599j 0.000543484-0.00143126j 0.00284469+0.00634578j 0.00471818-0.00235033j -0.00429987-0.00022607j -0.00512646+0.0038404j -0.000527848-0.000251969j -0.00141116+0.000205999j -0.00732201-0.000432817j -0.00103769-0.000167258j -0.000797995+0.00440013j -0.0032911-0.00466965j -0.00223015+0.000137234j 0.00329315-0.000331266j 0.000126237+0.00524152j 0.00260689-0.00287617j -0.00149859+0.000746868j 0.00610925-0.00521099j -0.000692107+0.000323493j 0.000726463-0.00375473j 0.000851908-0.00223618j 0.00315826+0.000781336j -0.00161849-0.00222359j -0.00294182-0.00407938j 0.00286321+0.0017857j 0.0018136-0.0039506j 0.00566239+0.00227591j -0.00618129-0.0015877j 0.000766946-0.000291801j -0.00390099+0.00103243j -0.00179845-0.00610781j 0.00282421+0.00244942j 0.00148485-0.00377606j -0.00635935-0.00804176j -0.00125912-0.00379818j -0.00143552+0.00481082j 0.0057169-0.00215006j 0.000760736+0.00728268j -0.00967622+0.0065688j -0.00325494-0.000443907j -0.00109961+0.00436736j -0.00378066+0.00852316j -0.00793006+0.000510992j -0.00229204-0.00778732j -0.00490818-0.0091703j -0.00215511+0.00173706j 0.0051839+0.00719078j -0.00129325+0.00233196j -0.000126108+0.00175189j 0.00340898-0.000408703j -0.000954885-0.0036265j 
0.00091413+0.00284035j -0.00540001+0.00040633j -4.83641e-05-0.00206659j 0.00532428-0.000663783j -0.000136083-0.000969528j 0.000294264-0.00406603j 0.00574252-0.00259803j -0.00144442-0.00485183j -0.000344075+0.00550313j 0.00142743+9.53368e-05j 0.00325484-0.00687656j 0.00653684-0.00149494j 0.00317984+0.000476183j 0.00433496-0.00689832j 0.000258485-0.00267403j 0.000116041-0.00695784j -0.0101478+0.00257577j -0.00481636+0.00284127j 0.0014302-0.0032507j -0.00135776-0.00293411j 0.00411126+0.00364009j 0.00292379+0.0021558j -0.000799802-0.00061661j -0.00500872+0.00566907j 0.00214566+0.00177651j 0.000328212+0.00103505j 0.00144253-0.000696778j -0.00111486-0.000788097j 0.00166637+0.00142958j 0.00101368+0.00214872j 0.00124128-0.0018985j 0.00064598-0.000785479j -0.00229734-0.000988897j 0.000755794+0.00359811j 0.000159972+0.00195571j 0.00241585+0.00339557j -7.38182e-05-0.00106988j -0.000641515+0.000116258j 0.00572598-0.00324814j -0.00440122-0.0012843j 0.00146782+0.00254799j 0.00462703-0.00359091j -0.00103402-0.00108298j -0.00154893-0.00606415j 0.00471067+7.53157e-05j 0.000700995-0.00565272j -0.000901497+0.00109311j 0.00414137+0.0034288j -0.00223469+0.000867824j 0.00539792-0.00223744j -0.00201017+0.000454737j -0.000480706-0.00222529j -0.000993558-0.00144439j -0.00782651-0.00467013j 0.00270582+0.00519742j -0.0071918+0.00661925j -0.00138168+0.00176304j -0.00125335-0.00310562j -0.00428208-0.00290095j -0.00555128+0.00516953j -0.00106166-0.00103108j -0.00747128+0.00243087j 0.00729148+1.6318e-05j -0.00492959-0.00345823j -0.00197195-0.00223026j 0.000658159-0.000595467j 0.000626303-0.00061451j 0.0033367+0.00485159j 0.0033503-0.000281284j 0.000666748+0.00320775j 0.00273054-0.00232737j -0.000901654-0.00304965j 
0.00262096+0.00437459j -0.00658605+0.00148397j -0.00175915-0.00361345j 0.00492873+0.000151928j -0.00408887+0.00438905j -0.0025779+0.000562853j 0.00386437-0.00978476j 0.00074415+0.000591134j -0.00171864+0.000456325j -0.00369366+0.00291718j 0.00306481-0.000790476j -0.00437653-0.00144j 0.00299306-0.00130949j 0.00732733+0.00514026j -0.000413688-0.00428904j -0.00682777-0.00644304j 0.000727466-0.000892381j -0.000131249+0.000373165j 0.00192241+4.04296e-05j -0.00689147+0.00418284j 0.00461356-0.00163226j -0.00254608+0.000417204j -0.0025224-0.00455924j 0.00758461+0.00189617j -0.00869852-0.00462356j 0.00359718+0.00898569j 0.000854239-0.00355988j -0.000485429-0.000774307j 0.00761578+0.00288724j 6.47634e-05+0.00476196j 0.000983919-0.0031094j -0.00209457+0.000369951j -0.00420803-0.00267142j -0.00421909+0.00354869j -0.00287983+0.00117543j 0.00158632+0.00298352j 0.000269582-0.000430937j -0.00174722+0.0028197j 0.00352532-0.00533113j 0.00317412-0.00269717j -0.000260598-0.00630506j -0.00329655-0.00165952j -0.000624105-0.00195008j -0.00686752-0.00207904j -0.00578256-0.00655271j 0.0071049-0.000831425j -0.000546869-0.00367139j -2.80927e-05+0.00569438j -0.00206878+0.00645595j 0.00222724-0.00340162j 0.00218234+0.00183956j -0.00275984-0.00691434j -0.00412596-0.00142755j -0.000999522-0.00614844j -0.0115249-0.00463606j -0.00399501-0.00243521j 0.00477637+0.00580381j 0.0057076-0.00438359j -0.00240639+0.00969602j -0.00866769+0.0111373j -0.00117541+0.00141065j 0.00222249+0.00231049j -0.00904108+0.00582272j -0.0124945+0.00427294j -0.000898664-0.00142673j -0.00400903-0.00414947j -0.00677388+0.00453243j 0.00391491-0.00119979j 0.00379029+0.00339319j -0.000933644+0.00100898j 0.0027017-0.00318878j -0.00149997-0.000306139j 
0.000119998+0.00292714j -0.00411521-0.00165296j 0.0030627-0.00203999j 0.00178735-0.00200464j 9.70627e-05+0.00100803j 0.000594441-1.17094e-05j 0.00154594-0.000995113j 0.00113348-0.00549116j 0.00142731+0.000989262j -0.000305705+0.000808138j 0.00659265-0.00276371j 0.00359614-0.00142967j -0.00296136-0.00073008j -0.00096759-0.00760784j -0.00306603-0.00231058j 0.000845642-0.00341787j 0.00109654-0.00184825j 0.00238296-0.00302118j 0.000210057+0.00138274j 0.0025141+0.0022111j 0.00331763-0.000396272j 0.0028329+0.00438933j -0.00142343-0.00266649j -0.00388491-0.00348821j -0.000394749+0.00342179j 0.000820616-0.000533695j -0.000505111-0.00176712j -0.000522843+0.000987797j 0.00193763-0.00135736j -0.00136218+0.00348067j 0.00164762-0.000912621j 0.000289073-0.000286335j -0.00598749-0.00438785j -0.00187555+0.000255368j 0.00122328+0.00314215j 0.00145867+0.00131177j 3.07627e-05-0.00538043j -0.0043413+0.00266315j 0.00280392-0.000809602j 0.0017022-0.00130268j -0.0063054+0.00296817j 0.000464134+0.00415573j 0.00703511-0.00253223j -3.75653e-05-0.0124952j 0.0102748+0.00452774j -0.0126504-0.00441939j 0.00394007-0.00638479j -0.00457077+0.00145672j -0.0059979-0.0160638j -0.00127787+0.0111913j -0.00787343+0.0102737j -0.00361252-0.00398994j 0.0103359-0.00199441j 0.00584083-0.00297143j -0.00724852+0.000989954j 0.000795637-0.000632165j 0.00121581+0.00691617j 0.0054989-0.00374481j 0.00198214+0.00640821j 0.0129187+0.0138962j -0.00786283-0.00286165j -0.00157445-0.00584361j 0.00255995+0.0121908j 0.00398222-0.00465718j 0.00210344-0.0067879j -0.00530842-0.00459711j 0.000605743-0.00493539j 0.000416248+0.0081344j 0.000725461-0.00062078j -0.000407706+0.000801909j 0.00313374-0.00171888j 0.00047287-0.00210672j 
-0.000987227+0.000787665j 0.000351372-0.00115046j 0.00182631+0.00163141j -0.00210261-0.00138111j 0.00353519-0.00232605j 0.0033806+0.00179817j 0.000615673+0.00383725j 0.000995649-0.00117854j -0.000302791-0.00133701j 0.00205933-0.00271444j -0.00290197+0.00123253j -0.000943019-0.000528167j 0.00341236+0.00268599j -0.000449791-0.00104109j 0.000563965+0.000702507j 0.00104076+0.000825758j -0.000661984+0.00232792j 0.00222822+0.00100015j 0.00147596+0.00205651j -0.00158565-0.00110337j -0.00349243+0.00292678j -0.00181271-5.26029e-05j 0.00388033+0.00253345j -0.000287518+0.0022626j 0.00300214+0.00146715j 0.0017756-0.00396232j -0.00490549-0.00148465j -0.0032704+0.0029823j -0.00200663+0.000143479j -0.000775387+0.00136513j 0.00230367+0.00391728j 0.00035071-1.27225e-05j -0.000687262-0.00224151j -0.00155881+0.000929073j -0.00172561+0.00185258j -0.0025384+0.00592554j -0.00220741-0.00359643j 0.00116903-0.00224281j 0.00379299-0.00214543j 0.00494341-0.000769165j 0.00470197-0.0046702j -0.00447053-0.00224328j -0.00238414+0.00203395j -0.0034056-0.00188519j 0.00169583-0.0016823j 0.00510326-0.00641612j -0.0039503+0.00121588j 0.00681299+0.0056077j -0.0057399+0.00380984j 0.00209338-0.00948716j 0.00192422-0.000886546j -0.00720762-0.0065432j 0.0018013+0.0048749j -0.0003022-0.00944695j -0.00824338-0.0065441j 0.000141244+0.000621497j 0.000695242+0.00176499j 0.0105531-0.00678156j 0.0062812+0.00574352j -0.00535089+0.00710434j -0.0036757-0.00442409j -0.00529063+0.00382961j -0.0129289-0.000556292j -0.00938734-0.00186853j 0.00179365-0.000679231j 0.00253524-0.00889622j -0.00871233-0.00120717j 0.00822577+0.00813836j 0.00128662-0.000404158j 0.0047075+0.00496214j 0.00119275-0.000410875j -0.000150052-0.0015901j 
0.00315862-0.00214074j 0.00277416+0.00235478j -0.0012491-0.000771672j -0.00315974+0.00602567j 0.000566023-0.000312386j -0.00164898+6.37909e-05j -0.0045098+0.00030268j -0.0107957+0.00674716j -0.00484051+0.0027199j -0.00663381-0.00285823j -0.00815666+0.00366438j 0.00792975+0.00568689j -0.00315566+0.00379473j 0.00396331+0.00208672j 0.00163655+0.0016263j 0.00230241-0.00434508j -0.00765292+0.00281047j -0.0035008-0.0112545j -0.00153242-0.00102325j 0.0162899-0.00250998j 0.00332093-0.0122011j -0.0147598-0.0134691j 0.00038965+0.00634041j 0.00818496+0.00217774j 0.00460778-0.0164579j -0.0150923+0.0111187j 0.000675357+0.0194272j 0.0145742+2.05117e-05j -0.00876628-0.00881985j 0.00953418-0.0035399j -0.00402267-0.00198853j 0.00851785+0.00469092j 0.000898277-0.000370764j 0.00358155-0.000153362j 0.00270144-0.00296945j 0.00113929+0.00121514j 0.00306965+0.000873267j -0.00165264-0.00150927j 0.000303087-0.000417884j -0.000955126-2.312e-05j -0.00212272-0.000226257j 0.00291905-0.00155976j -0.0018441-0.000985503j -0.00249822+0.000114045j 0.000103365-0.00141168j 0.00111421-0.00317434j -0.000511309-0.00386234j -0.00258628+0.000345624j 0.000234938-0.00136674j -0.00149801-0.00356878j -0.0019672-0.00207665j -0.00359528+0.000503852j 0.000720085-0.00331414j 0.00241982-0.00444914j 0.00364475-0.00643179j -0.000326069-0.00656685j -0.00909768+0.00334474j -0.00114361+0.00084015j 0.00308973+0.00313564j -0.00977697-0.00266965j -0.000722941-0.00306889j 0.00143729-0.00591729j 1.66201e-05-0.0016807j 0.00308404-0.00401756j 0.000325023+0.00560233j -0.00239102+0.0017905j 0.00180891+0.00968316j 0.00578202-0.00330748j -0.00480539+0.00420716j 0.0034077+0.00311429j -0.00596896-0.00220672j -0.00124301-0.000380352j 
0.00277155-0.000800086j 0.000714566+0.0039369j -0.000985148-0.00308282j -0.00143741+0.000411823j -0.00421499-0.000828446j -0.00083172-0.00097215j -0.00121653-0.00236235j 0.00350208+0.0063587j -0.00358906-4.41488e-05j -0.000168227+0.00270255j -0.00164915+0.00401972j -0.00385644+0.000359268j -0.00131794+0.00929246j -0.0124377-0.00547042j 0.00282867-0.0116306j 0.00201571+2.90997e-05j -0.00609801-0.00181087j -0.00423747-0.0017682j -0.00780953-0.00644095j 0.00450931+0.0041845j 0.00288778-0.00280704j 0.00861257+0.00788165j -0.00409945-0.00370408j 0.000844525-7.60833e-05j 0.00140355+0.000820776j -0.00127835+0.00453801j 0.00610806-0.00359461j -0.00169306-0.00562186j -0.0039129+0.00648958j -0.00507871-0.00368063j -0.00320578+0.00131055j -0.0028721-0.00128366j 0.00343023+0.00162906j 0.00174186-0.00219804j 0.00331119-0.00641736j 0.00254156-0.00460078j 0.000550979+0.00358563j 0.00331819-0.0047751j 0.00589296-0.00611443j 0.00370773+0.00539234j -0.00463543-0.00121286j 0.00288077-0.00469869j 0.00280642-0.0081987j -0.0122272+0.000958111j 0.00908314+0.00479534j -0.00656489-0.0084971j -0.00608087-0.00711816j -0.00650103+0.0128168j 0.0146271-0.0057677j 0.00807773-0.000146431j 0.00186788-0.00107857j -0.000630812-0.00150277j -0.00208969-0.00121715j -0.000439545+0.000787812j 0.00767862+0.00962357j 0.00484781-0.00172889j -0.0050083+0.00347733j -0.0114995-0.00408941j -0.00519844+0.00709003j -0.000253791-0.00160324j -0.002821-0.00418477j 0.00254229-0.00330507j -0.000270579-0.00116635j -0.000497552-0.0137119j 0.00787411-6.71764e-06j 0.00306734+0.0025189j 0.00238058-0.00310601j 0.000715986-0.00393049j 0.00298815+0.00153187j 0.00225198-0.00238535j -0.00074481-0.00093448j -0.00566182+0.00158786j 
