-0.0896087+0.0349309j -0.0440574-0.0908323j -0.00998982-0.163428j -0.143578-0.00885138j -0.0758219+0.0634217j -0.109569+0.019599j -0.130502-0.159511j 0.168778-0.159621j 0.0150975-0.0698043j 0.0452316+0.0348083j -0.0260824+0.00522458j -0.112163+0.0997309j -0.190051-0.0676514j -0.0958709+0.0363619j -0.0777737+0.0878423j 0.0287239-0.0124858j 0.0497897+0.0118234j 0.0895637+0.0466087j 0.0541696-0.0162142j 0.110441-0.145559j 0.0495188+0.131323j 0.110532-0.127797j -0.00773032+0.0191434j 0.101356-0.0866591j -0.0662523-0.0123053j 0.0411375+0.0734427j 0.0217002-0.0172965j -0.023603+0.062322j -0.053485+0.0579628j -0.0328466-0.0966001j 0.0253806-0.0495923j 0.185922+0.0847998j 0.13382+0.0420837j -0.0611241+0.091814j -0.00184621+0.00468152j -0.0035772+0.0911568j -0.0137449+0.0239691j -0.0112889-0.0565573j -0.0443597-0.113784j 0.00655776+0.0130189j 0.0194585-0.0378603j 0.0650292-0.0356529j 0.0986375+0.115861j 0.0350814+0.0970568j -0.0104479-0.0556292j -0.0483265+0.124241j -0.0632322-0.0738074j 0.00609859+0.0174111j -0.0810917-0.0470547j 0.052892-0.0979634j -0.0752183-0.0528639j -0.0198126-0.0129828j -0.0115939-0.018387j -0.0378112+0.109632j 0.0250433+0.0566609j 0.0167565+0.0588803j 0.0442617+0.00949831j -0.049719-0.080373j -0.0433949+0.002795j -0.0407978+0.0570803j 0.00651169+0.0490611j 0.028636-0.0485006j 0.0928776-0.0786941j 0.0718537-0.121895j -0.0447999-0.0272438j -0.0468555-0.0253437j -0.0801286-0.0933869j 0.079526-0.0535653j 0.184381+0.0524321j -0.111335+0.034081j -0.0617335-0.091305j -0.0928177+0.0602932j -0.103343-0.183663j -0.0935211-0.0352834j 0.00762434-0.114781j -0.0862875-0.120445j -0.128518+0.082804j 
0.00715295+0.00585568j -0.000632802+0.00187908j -0.00654484-0.0158517j 0.0166099-0.00473598j 0.00556459-0.0156278j -0.0114822-0.00820553j -0.00690525+0.0086184j -0.0122754+0.00824239j -0.00852809-0.0194116j -0.00603817-0.00328718j -0.00513526+0.00459652j 0.00307759-0.0021426j 0.00709891+0.00430638j -0.00482159+0.0049948j -0.00230526-0.0037473j 0.00250782-0.00553446j -0.011167+0.000906665j -0.00842287-0.00312862j -0.000764804+0.00163114j 0.00310975+0.00589042j -0.00599126-0.00126432j 0.00174266-0.00788487j 0.00221473+0.000875963j 0.00343472-0.00839952j 0.00550784+0.0055958j 0.000676639-0.00645954j -0.00488235-0.0056345j -0.00178394-0.0135624j 0.0111787+0.00016529j 0.00197164+0.00754455j -0.00168541+0.0054415j -0.00189354+0.00027072j -0.007527+0.0083003j 0.00447185-0.00753225j -0.00334971-0.00321122j -0.00737357-0.000594419j -0.0012361-0.00367627j -0.0068084+0.00845359j -0.00350186+0.00433867j 0.00378116+0.00385863j 0.00395717+0.000972359j 0.00111491-0.00224535j -0.00258244+0.000921723j -0.0037931+0.00133143j 0.0104779+0.00618108j 0.00197784-0.00506276j 0.00524707-0.00167047j 0.00107101+0.00234515j -0.00478022-0.00508773j 0.00411403+0.00275226j -0.00562649+0.00347677j 0.000140847+0.00431701j 0.00229508-0.00104028j -0.00161745-0.00112287j -0.00358327+0.00242261j 0.00187812+0.00157782j -0.00278392+0.0017133j -0.00260117-0.00181305j 0.00127427-0.00335684j 0.00081846-0.000708941j 0.00153714+0.00140418j 0.00118767+0.000698172j -0.00541263+0.00168268j -0.0039282+0.00213387j -0.00103454+0.0010624j -0.00595358-0.000303841j -0.005165-0.000396594j 0.00227637-0.00205911j 0.00374786-0.000680603j 0.000146338-0.00081801j 0.00202478+0.00509488j 0.00219545+0.0032641j 0.0023791+0.00294942j -0.00150226-0.00108464j 0.000518935-0.00354549j 0.00123333+0.00372862j 0.00248505-0.000823248j 
-0.000854641-0.00209401j 0.00751473+0.00533482j 0.0183742-0.00375087j 0.00587918+0.0172972j 0.00583524+0.00842159j 0.0075036-0.0227565j -0.0014989-0.00893973j -0.00966271-0.0108218j 0.022305-0.00114808j -0.00327185-0.00564968j -0.00745379+0.00870428j -0.0045886-0.00152482j -0.00466141+0.0019975j 0.00658574-0.00569389j -0.00895774+0.00611747j 0.00221704-0.00140256j 0.00622854-0.00333353j 0.00119144+0.00363878j -0.0032867+0.00425811j 0.0116359+0.00666062j 0.000422094+0.00988826j -0.00289494+0.000355233j -0.00293096-0.00724873j 0.000762281-0.00165321j -0.00172444-0.00478233j -0.00579349-0.00811077j 0.00907653+0.00046428j -0.00621773+0.00600744j 0.00717371-0.0167228j 0.00405114-0.00319087j 0.00546386-0.00167776j 0.0102644+0.0042037j 0.00789421+0.00742856j -0.00169595+0.000693772j 0.00339707+0.00570706j -0.00564133+0.00801812j -0.00146714+0.00459131j -0.00397088-0.00225666j 0.0112133-0.00151685j 0.00187355-0.00186711j 0.0016678-0.0116893j -0.00647967+0.00377056j -1.96491e-05-0.000391277j 0.00749968+0.000610247j -0.00263764-0.0010021j -0.00755752-0.00109057j -0.00338203+0.000599518j 0.00135628+0.00497568j -8.32614e-05-0.00697658j 0.00403767-0.00348044j 0.00501035-0.00422977j -0.00197572+0.00427433j -0.000844223+0.00160377j 0.00115702+0.00119438j -0.000995796+0.00202522j -0.00741072+0.00603455j 0.00275631+0.00530959j 0.00343837+0.000487349j -0.000962766+0.00515614j 0.000349051-0.000261204j -0.000660836+0.00231863j 0.00278269+0.000514079j -0.0038071-0.00402493j -0.00423892-0.00362374j 0.00497449+0.00282716j -0.00408001-0.00116248j -0.00248484-0.00435189j 0.00447982+0.00342373j 0.00357245+0.00241261j -0.00270912-0.00133119j -0.00438939-0.00161258j -0.00429562-0.000310549j -9.86765e-05+0.00168047j -0.00081033+0.00412603j -0.00136612-0.0012338j 0.00245782-0.00167009j -0.00198614-0.00384861j 
0.000748148-0.000488117j 0.00143514-6.69644e-05j 0.000152785+0.000921421j 0.00681049-0.00117939j 0.00145838+0.000958541j -0.00143758+0.00253845j -0.0029912+0.000616637j -0.00576453+0.00211187j 0.00381193-0.00321133j -0.00164388-0.00475508j 0.000182966-0.000296008j 0.00140634-0.00211505j -0.000484324-0.000688749j 0.00143-0.00386367j -0.00051362+0.000520719j 0.00145032-0.000489045j -0.000197134+0.00516146j -0.00373224-0.00220928j -0.00604247+0.000777543j -0.00101972-0.000129801j -0.00234819-0.00337611j -0.00139376-0.0014464j 0.00535806-0.00171225j 0.000703787+0.000695943j 0.000852275+0.00527491j -0.000150639-0.000568565j -0.00142843+0.000619557j 0.000893403-0.000693989j 0.00108298+0.000450468j -0.00235008-0.00143476j -1.53512e-05+0.00210008j 0.000759589+0.000253338j 0.00112499+0.00457285j 0.000166881-0.000572666j -0.000133931+0.00214312j -0.00247058+0.000917206j -0.00318529-0.000135008j -0.00111283+0.00126589j 0.00370959+0.00145784j -0.00190685-0.00282123j -0.00113454+0.00119428j -0.00137135-0.000415973j -0.000953404+0.00108039j -0.00314661-0.000427046j -0.000688983+0.0021351j 0.000759169-0.00022002j 0.00123486+0.000271995j -0.000262962-0.000625275j -0.00214448-0.000798715j 0.000432505+0.00184759j 0.00100965+0.000173928j -0.00146534+0.00203998j -0.000721053-0.00073836j -0.00209572-0.00176121j -0.00173771-0.001566j -0.000490053-0.00057471j -0.00159925+0.00174791j -0.00233341-0.000499891j 0.00149135+0.000398459j 0.00104156-0.000697113j 0.000402666-0.00348203j 0.000163724-0.000483041j -0.00185943-0.00157769j -0.00110972-0.000260679j -0.00129283-0.000228389j -0.0019382-0.000380004j -0.000485074+0.0012882j 0.00141061-0.00109741j -0.00148725+0.00218837j 0.00150295+0.00174117j 0.000303746+0.00254222j 0.00136872+0.00364174j -0.00184969+0.000962927j 0.00364579+5.78162e-05j -0.000488286+0.0031905j 0.00120948+0.000269179j -0.000118852-0.000959285j 
-0.00415412-0.000804604j -0.00327422-0.00207901j -0.00201507+0.00685123j -0.0153106-0.000515226j -0.00577996+0.00450751j 0.00593357+0.00349174j 0.00151966+0.000450941j 0.012078-0.00189722j -0.00284732+0.00888384j 0.00537368+0.00988408j -0.000582461-0.00315933j -0.00186452+0.00205747j -0.00235237+0.00113617j -0.00565431+0.000897263j 0.00215485-0.00104197j -0.00113747+0.00055254j 0.00271863-0.00174314j 0.00431493+0.00140427j 0.00799539-0.00213299j -0.000543567-0.00378171j 0.00264728-0.000357449j 0.00539224+0.00532351j -0.00460193+0.00509969j 0.000380757+0.00163808j -0.00318899-0.00760091j 0.00477872+0.00385311j -0.00105437+0.00199298j -0.00154845+0.00428267j -0.00615184+0.00379839j -0.00265453-0.00112728j 0.000963532-0.00201216j 0.000724865-0.00204251j 3.92136e-05-0.00706207j -0.00294709+0.00431568j -0.000941399-0.0033516j 0.00692165-0.00251469j 0.00160733+0.000983356j 0.00412154-0.00478126j -0.000211097-0.00464953j -0.00243555+0.00280494j -0.000460519+0.00143441j 0.00151132+0.0022748j 0.00102401-0.00154047j 0.00428258+0.00157603j -0.00396452-0.00161515j 0.0012749+0.00394768j -0.00307692-0.00141942j 0.000469767-0.00105892j 0.00386035+0.00447731j -0.00213684-0.00248886j 0.00032385+0.000464276j 0.00242068-0.00321113j -0.000133895+0.00217223j 0.00341223+0.00370434j 0.00236652+0.00045602j -0.00297028-0.0010954j 0.000217221-0.00368155j 0.00268324-2.18649e-05j 0.000341505+0.000225015j 0.000801982-0.000741452j -0.00145471+0.00327572j 0.000776609-0.000689061j 0.00430121+0.000990884j 0.00500545-0.00120756j -0.000418435-0.00140588j 0.00162602-0.000202334j 0.00487239-0.00179163j -0.0029809+0.00307367j -0.00172375-6.4178e-05j -0.00106239-0.000352843j 0.00155081-0.00492658j -0.00292746-0.00459963j 0.00147627-0.00318123j -0.0034143+0.000435514j 0.00148842-0.000757592j -0.00320472-0.00207054j -0.000983245+0.00284834j 
0.00175716+0.00200577j -0.00339249-0.00101762j -0.00965761-0.00117422j 0.00320591-0.00800537j -0.00569612-0.0012139j 0.00197018+0.00200484j -0.00421135+0.00253877j -0.00703534+0.0101397j -0.00434548-0.0047639j -0.00824581+0.00591756j -0.000964039-0.00667521j 0.010745-0.00654211j -0.000567293-0.000359486j 0.00551475-0.00891125j 0.000891375-0.00230434j 0.00325299+0.00243406j -0.000860453-0.0079069j -0.00279216+0.000564273j -0.00506098+0.000326216j -0.00561865-0.000594274j -0.00195779-0.00193203j 0.00555088-0.00511519j 0.00082665+0.00735587j -0.00105277-0.00365101j -0.0013784+0.0022621j -6.70604e-05-0.00334289j -0.00525377+0.00401439j 0.00282746-0.000296686j -0.00151045+0.00387227j -0.00174776+0.00853722j -0.00369714+0.00127057j -0.00226214-0.00514506j -0.00178683+0.00147112j 0.00474013-0.00131378j -0.00161575+0.00166355j -0.00115236-0.00416021j -1.7296e-05-0.000654434j 0.00516112+0.00423955j 0.00171094+0.00191933j -0.000119444+0.00343981j -0.000540408-0.000701226j 0.00336203-0.00184988j -0.00151985-0.00154524j -9.58742e-05-0.00255845j 0.00212468+0.00192206j 0.00248902-0.00416363j 0.00224332+0.00180795j 0.00249477-0.00316555j 0.00264526+0.00582633j -0.00171679+0.00306917j -0.00133505+0.000372179j -0.0011452+0.000704159j -0.000796173-0.000370484j -0.00129825-0.000257529j -0.00183608+0.000847018j 0.00140688-0.0038232j -0.00479871+0.00112119j -0.00177984+0.00480389j -0.000889391-0.00144474j 0.000842949+0.00256888j 0.00097824+0.000442846j 0.00255971+0.000774226j -0.00331698+0.00221306j -0.00167658+0.0026369j -0.00321912-0.000479855j -0.00352037-0.000662595j 0.00166299+0.00268784j -0.00505764+0.000717556j -0.00214304-0.00058479j 0.00262317+0.00157468j 0.00485592+0.00578827j 0.00163656-0.00283947j 0.00322192+0.00171835j -0.000439199-0.00306711j 0.000160872+0.0028941j -0.000724643+0.00191961j 0.00243844+0.00189506j 
-0.00294921-0.000187919j -0.00152229-0.00164617j -0.00189095+0.00330139j -0.0052521-0.000478486j 0.000481493+0.00709266j 0.00325685+0.000489158j -0.00516012-7.70357e-05j 0.00354961+0.00261769j -0.000615421-0.00153557j -0.00252633+0.00797637j -0.00446223-0.00201872j -0.000302631-0.000198285j -0.00447766+0.00237719j -0.00732992-0.00378975j 0.000834241-0.00179275j 0.00383166+0.000657851j 0.00110484-0.00428559j 0.00447052+0.00213124j -0.00173714-0.0011805j 0.000358617-0.00277013j 0.00171288-0.000460219j 0.00709215-0.000775481j -0.0023448+0.00790688j -0.000344367-0.00026212j -0.00577715-0.00393006j 0.00185758-5.75039e-05j -0.00293228+0.00148905j -0.00231759+0.00287128j -0.00247623+0.00137319j -0.000457036-0.00154243j -0.0003821-0.00166991j 0.00347187-0.00146186j -0.000510277+0.000828721j -0.001235+0.000941008j 0.000136694-0.000669749j 0.000623777+0.000298839j -0.000568007-0.000648541j 0.00395096-0.00518673j 0.00203421-0.00216147j -0.00252087+0.00212477j -0.00225981-0.00106695j 0.000458656-0.000187664j -0.00253862+0.00127205j 0.00303114+0.00155379j -0.00319186+0.00252344j -0.00207266+0.00181482j -0.000991028+0.00130747j 0.00214735+0.00313146j 0.0030926+0.0036106j -0.000237327-0.00081662j -0.00107859-0.000737497j 0.000807166+6.03555e-06j -0.000821428-0.000328537j 0.000380744+0.00107916j 0.00119851+0.000314737j -0.0026496+9.30182e-05j -0.000749323+0.000731742j -0.000107544-0.00226134j 0.00341485-0.00107917j 0.00151334+0.00101849j -0.000817293+0.00363821j 0.00308785-0.00120484j 0.00138887-0.000310548j 0.00199184-0.00360823j -0.00156861-0.00314683j -0.000850125-4.81173e-05j 0.00430459-0.00230901j -0.00233173+0.00144115j 0.00106962+0.00268872j -0.000996988+0.00211218j 0.00367225-0.00240637j -0.00190926-0.00147631j -0.000553341-0.00207914j -0.00144397+0.000228686j 0.000727854+0.00128849j -0.00192218-0.00239344j -0.00163372+0.00199031j 
-0.00183354-0.00115043j 0.00250746-0.00289728j 1.195e-06+0.00104115j 0.00868988-0.00338105j -0.00582627+0.0022494j -0.00748998-0.0018665j -0.00652621+0.000787136j -0.00818297+0.0042394j 0.0102063-0.000773561j -0.00100501+0.00222246j -0.00505535+0.00481084j -0.0021788-0.00182708j -0.00232409+0.00132237j 0.00368966-0.00288371j -0.00147395+0.00365964j -0.000603876-0.00125793j 0.00308926+0.0019064j -6.06061e-05+0.000349121j -0.00741358+0.00341599j 0.00493622-0.000673186j -0.00302699+0.00252541j 0.00218838-0.00300781j 0.00293274-0.0013079j 0.00271665+2.77471e-05j -0.000794971+0.00274333j 0.00028494-0.00125822j -0.000986121+0.00400084j 0.00042539+0.00369893j -0.00169089-0.0028927j 0.00153029-0.000265115j 0.00104418-0.0038099j 0.000734751-0.000873848j 0.00407953+0.00704837j 2.77451e-05+0.00280233j 0.00291891+0.000209915j -0.00505711-0.000938072j -0.00168128+0.00283039j 0.000637904-0.00116715j 0.00486693-0.00161721j -0.000455649-0.00111891j -0.000875279-0.00248866j -0.000958087+0.000970022j 0.000562621+0.000275334j 0.0029184+0.00217863j -0.00745558+0.000688484j -0.00575094+0.00107081j -0.000830905-0.0013236j 0.000583359+0.000840856j -0.00234419+0.000794982j 0.00191917-0.000534715j -8.36134e-06+0.00184301j -0.00414781+0.00379307j -0.00110255-0.000727158j -0.00115607-0.00139835j -0.00281606+0.000959054j -0.00424965+0.00424178j -0.0012968+0.00709093j -0.000616196-0.0014047j 0.000177891+0.00210607j 0.00298057+0.000272388j 0.000692489-0.00130583j 0.00173397-0.000595289j -0.00367658-0.004315j -0.000466684-0.00327921j -0.00529348+0.00167321j -0.00458475-0.00441803j -0.00211786-0.0032237j 0.00154995+0.00145563j -0.000182345+0.00410463j 0.00323439+0.00456182j -0.00332948+0.00468031j -0.0026226+0.00175619j -0.0041127-0.00112296j 0.00568887+0.000439834j -0.00209281+0.00513477j 0.00159739-0.00246606j -0.00264648-0.00141948j 
-0.00224285+0.00308479j -0.00144057-0.000742902j 0.00493675-0.00479896j -0.0014895+0.00497154j 0.0035888-0.00480374j -0.00205219-0.003909j -0.00234416-0.0088505j 0.000539317-0.00668926j 0.00699793+0.00667252j 0.0035366+0.00403574j 0.00108585-0.00483135j -0.00361811-0.000442545j -0.00310504-0.00095173j -0.00291589-0.00173331j 0.0018456+0.00539379j -0.00179075+0.0023424j 0.00473332-0.00137188j 0.00242163+0.00136655j 0.000833222+0.000583783j 0.000857132-0.00150038j 0.00385494+0.00158394j 0.000987473+0.00340432j 0.00145621-0.00190485j 0.00457852-0.00122729j -0.00147547-0.000885114j 0.000336635+0.00248574j 0.00656971+0.00216021j -0.00182734+0.00207285j -0.00290692+0.000421495j 0.00101224-0.00114467j -0.000708304-0.00486645j -0.00260992+0.000399728j 0.00526482-0.00433738j 6.59375e-05+0.00378524j -0.000811251-0.000335093j 0.00136483+0.001977j 0.000960314+0.000755214j 0.00344691-0.00196156j -0.00165132+0.000202036j -4.47754e-05-0.00186941j -0.00124883+3.5407e-05j -0.000963378-0.000450144j 0.00259731+0.00070651j 0.00323812-0.00205684j -0.00467153-0.00423882j 0.000343178+0.00386236j -0.00142749+0.000428188j 0.000313187-0.00248479j 0.000669645+0.00265895j -0.000776394-0.00286415j -0.00211767+0.000839332j 0.000108589-0.00133961j 0.0022444+0.00171626j 0.00347129+0.00299173j -0.00279482-0.000228174j -0.00734931-0.0025289j 0.00095961-0.000484444j 0.00210212+0.00151257j -0.00306605+0.000757291j -0.000953635-0.000131682j 0.000303015+0.00129617j 0.00155381-0.00109865j 0.00226816-0.00153849j 0.00541005-0.000501583j 7.67199e-05-0.000197726j 0.00242422-0.0019555j 0.000886104-0.00619316j -0.00189554+0.00340773j -0.00233177+0.000815932j -0.00227526-0.00127348j -0.000898323-0.00375261j -0.00197277+0.00152031j -0.000973798-0.00433327j -0.000464206+0.000231108j 0.00189816-0.00268061j -0.00329893-0.00102224j -0.00120266+0.00266815j 
-0.000834568-0.00211827j 0.00384727-0.00239716j -5.88581e-05-0.00446258j 0.00404241-0.00157209j -0.00645888+0.000393317j -0.00768035-0.00366842j -0.00266686+0.0018955j -0.0035906-0.000297361j 0.00375815-0.00758408j 0.00058303-0.00427546j -0.00182119+0.00897354j -0.00375214+0.00279939j -0.00296307-0.00123932j 0.00528121+0.00556777j -0.00197383+0.00110652j -0.00267156-0.00307357j -0.000735248+0.0029764j -0.00021004+0.000751261j -0.000136449+0.00450257j 0.00421707-0.00137559j -0.00102562+0.00426794j -0.00615739-0.00286293j -7.2021e-05-0.00514213j 0.000106633+0.000734545j 0.00277024+0.00224546j 0.000385507-0.00256059j -0.000674885-0.0026814j 0.000755935+0.00082524j 0.000942253-0.00402009j 0.00143197-0.000432294j 0.00301428-0.000866886j 0.00365492+0.00404171j 0.000356054+0.00543962j -0.000702207+0.000888145j 0.00255288+0.00062813j -0.00397432+0.0008159j -0.000447111+0.000875347j -0.00382562-0.000994749j 0.000692163-0.00374277j 0.00193247-0.00016199j 0.00168054-0.00198208j -0.000923258+0.00198602j 0.00127449+0.000114968j 0.000308719+0.00290832j -0.000250907+7.28633e-06j -0.00413243+6.4809e-05j -0.000169667-0.00177551j -0.000756217+0.00200116j -0.0026375-0.00555511j 0.00222529-0.00069223j 0.000822528-0.000462506j -0.00139191+0.00258242j -0.00223556-0.00103995j -0.00268687-0.0024961j 0.000868867+0.00126645j 0.00484298+0.00591278j 0.000492738+0.00240326j 0.000477638-0.00467581j -0.000286236+0.00125641j 0.00164637+0.000779912j -0.000694279+5.51355e-05j -0.000850617-0.000299405j -0.0011085-0.00320707j -0.00342282-0.00121898j -0.00206047+0.00226787j -0.00198211-0.00287058j -0.00354819+0.000156968j 0.00441967-0.00197955j 0.00465262+0.00169998j 0.00132434+0.00202166j -0.00649192+0.00266808j -0.00248974-0.00094249j -0.00176146-0.00227525j 0.00211172-1.59588e-05j -0.00170101-0.000703197j 0.00301336-0.00251833j -0.00304706-0.00290628j 
-0.00233344+0.0036919j -0.00260505-0.0014586j -0.00052548-0.00863606j -0.00694486+0.00659551j -0.00194828-0.00462815j -0.00138185-0.00319778j -0.0049139-0.00730103j 0.00617437-0.00906952j 0.00445917+0.00126751j 0.00315561+0.000855458j -0.00063726-0.00109653j -0.00337746+0.0052711j -0.00337491-0.002503j -0.00697501+0.00687083j 0.0013155+0.00173439j -0.000623635+0.000171041j 0.00116319-0.000208377j 0.0031124+0.00102077j 0.00456869-0.00180192j 0.00350621-0.00449753j 0.00319676+0.00299325j 0.00263483+0.00152865j -0.00115643-0.00172563j 0.00241643-0.00141638j -0.00114397-0.00309371j 0.00201608+0.00115497j 0.00174033-0.00132064j -0.00316247+0.000861871j -0.00208791-0.000382075j 0.00172375-0.00306608j 0.000920246-0.00350966j 0.00163361+0.00317611j 0.00333909-0.00153549j -0.000888338+0.00348002j 0.000198232-0.000592694j -0.000529638+0.00298194j 0.000997145-0.000286117j 0.000472964-0.00537423j -0.00238883-0.00235401j 0.000815896+0.000130154j 0.00029237-0.00169052j 0.000177178-8.11036e-05j 0.00249853+0.000471959j 0.00288931+0.00159775j -0.00343843-0.000544984j -0.000949245+0.00329149j -0.00169441-0.000416658j -0.00085594+0.00208967j 0.00040534+0.000500253j 0.000691208-0.00239805j -0.00239099-0.000888326j 0.00217565+0.000102067j 0.0017706+0.00154005j 0.00112716+0.00263932j -3.39696e-05+0.00156005j -0.00277051+0.00135924j 0.00162179-0.000425654j 0.00035249-0.00421745j -0.0012997-0.00115336j -0.000284805-0.000844546j -0.002045+0.00428576j 0.00108526-0.00241275j 0.00353442-0.000592305j 0.00463355-0.00128123j 0.00230593-8.24742e-05j -0.000134731-0.00129965j 0.00183178-0.00639168j -0.00149904-0.000245128j 0.00258053+0.000382832j -0.00536803-0.00389522j 0.00150351-0.00539912j -0.00364748+0.000480863j 0.00148103-0.00672006j -0.00514709-0.000964706j 0.00312508-0.0075991j -0.00428932-0.00249092j -0.00278945+0.00377994j 
-0.00179037+0.00645802j -0.00608172-0.00154509j -0.00159262-0.00649591j -0.00595921+0.00295678j -0.00490997-0.00347913j -0.00149465+0.000955952j -0.00856408-0.00633888j 0.00522515-0.00529982j 0.00837263+0.00445707j 0.00392029+0.00264362j -0.00172714-0.00440084j -0.000545052+0.00171058j -0.0030954-0.000370821j -0.0070103-0.00101662j -0.000461304+0.00514317j -3.52488e-05+0.0019064j 0.00175865-0.00327394j 0.00252073-0.000294776j -0.00011387-0.000569167j 0.00114086-0.000630697j 0.00315077+0.00184544j 0.00423398+0.0006863j 0.00178803+0.00205665j 0.00543499-0.00403283j -0.00419129+0.00079233j 0.00105433+0.00202573j 0.00594337+0.000850898j -0.00198972+0.00191587j -0.00154163+0.00271438j 0.00147635-0.000279652j -0.000189323-0.00358119j -0.00331128-0.00115805j 0.00349515-0.00153181j -0.000402715+0.002017j -0.00183483-0.00167006j -0.000194794+0.00177239j 0.00021074-0.000741321j 0.00235234-0.00121621j -0.00284321+0.000851716j 0.00067684-1.6252e-07j 0.000967374+0.00100564j 0.000826133-0.00218307j 0.00277945+0.00155377j 0.00221051+0.00070702j -0.00434369-0.00217j 0.00141431+0.00224593j -0.000137832-0.00155834j 9.38925e-05-0.00157398j -0.001313+0.00369078j 0.000475539-0.00129011j -0.00473308+0.00242269j -0.000357981-0.000279433j 0.00417722+0.00234049j 0.00193451+0.00432767j -0.00474883+0.00130758j -0.00805557-0.00347843j -0.00103817+0.00151343j -0.000207103+0.000630471j -0.00326575-0.00146631j -0.000843213-0.000810572j -0.000926032+0.00274642j 0.00298253-0.000623551j 0.00283695-0.00226209j 0.00749071-0.000765493j -0.00157929+0.000551729j -0.00196075-0.00226283j 0.00194035-0.00896513j -0.00433589+0.00177605j -0.00187925+0.00160361j -0.00378012-0.00254799j 0.00366191-0.00294366j -0.00394201+0.00284802j 0.000684168-0.00673528j -0.00376123-0.00266696j 0.00437055-0.00529634j -0.0057868-0.00173925j -0.00193561+0.00544535j 
-0.00539676-0.00274345j 0.00316242-0.00578998j 0.00265578+0.0030984j 0.00415477-0.00339914j -0.00565194+0.0105383j -0.00626364-0.00272694j -0.00221434+0.00447238j -0.00342335-0.000128335j 0.0085135-0.0072622j -0.000858221+0.000163506j -0.00148595+0.00850361j -0.00292504+0.000423427j -0.0025463-0.000412527j 0.00347782+0.00334446j 0.0013961+0.00473626j -0.00287413-0.0024653j 0.000996601+0.0023646j -0.000601292+0.00050501j -0.00347045+0.00350831j 0.00431147-0.00347488j -0.00118936+0.00231266j -0.000707113-0.00398075j -0.000552878-0.00277696j 0.00251804+0.000127787j 0.000201319+0.00147128j 0.0011022-0.000435538j -0.00140165+0.000825528j -0.000589386+0.00365742j -0.00367184-0.00232948j 0.00148929-0.000359097j 0.00111413-0.00385314j 0.00214515-0.000879377j 0.000424953+0.00463278j 0.000674776+0.00258742j 0.00323579-0.00228614j -0.00383774-0.001619j -0.000657769-3.3663e-05j -0.000385837-0.00514337j 0.00265763-0.00464252j 4.60508e-05-0.000106718j 0.000275729+0.00195031j 6.24187e-05+0.00227439j 0.00245412+0.00136253j 0.000695465+0.00343632j -0.00652872-0.000506922j -0.00382103+0.00218779j -2.33528e-05-0.00263863j 0.000168426+0.0012171j -0.00227679-0.00239648j 0.000780067+0.000310847j 0.000407972+0.0025082j -0.00313409+0.00224226j -0.00290147-0.00134878j -0.00251457-0.00364132j -0.000606261+0.00068656j 0.0017528+0.00555686j -0.00284531+0.00429544j 0.000878647-0.00485753j 0.000836237+0.000835395j 0.00418388+0.0015927j -0.000324783-0.000409109j 0.000639869+0.000678285j -0.0015955-0.00688748j -0.00189237-0.00403756j -0.00870479+0.00197218j -0.00230418-0.00654223j -0.00145864-0.00232835j 0.00235798+8.7219e-05j 0.00201307+0.00560551j 0.00564407+0.00750397j -0.00820507+0.00534285j -0.00457937-0.00106948j -0.00422324-0.00446131j 0.00674451+0.000489655j -0.00191365+0.00536885j 0.00301228-0.00456546j -0.0047292-0.00281393j 
