-0.0896087+0.0349309j -0.0440574-0.0908323j -0.00998982-0.163428j -0.143578-0.00885138j -0.0758219+0.0634217j -0.109569+0.019599j -0.130502-0.159511j 0.168778-0.159621j 0.0150975-0.0698043j 0.0452316+0.0348083j -0.0260824+0.00522458j -0.112163+0.0997309j -0.190051-0.0676514j -0.0958709+0.0363619j -0.0777737+0.0878423j 0.0287239-0.0124858j 0.0497897+0.0118234j 0.0895637+0.0466087j 0.0541696-0.0162142j 0.110441-0.145559j 0.0495188+0.131323j 0.110532-0.127797j -0.00773032+0.0191434j 0.101356-0.0866591j -0.0662523-0.0123053j 0.0411375+0.0734427j 0.0217002-0.0172965j -0.023603+0.062322j -0.053485+0.0579628j -0.0328466-0.0966001j 0.0253806-0.0495923j 0.185922+0.0847998j 0.13382+0.0420837j -0.0611241+0.091814j -0.00184621+0.00468152j -0.0035772+0.0911568j -0.0137449+0.0239691j -0.0112889-0.0565573j -0.0443597-0.113784j 0.00655776+0.0130189j 0.0194585-0.0378603j 0.0650292-0.0356529j 0.0986375+0.115861j 0.0350814+0.0970568j -0.0104479-0.0556292j -0.0483265+0.124241j -0.0632322-0.0738074j 0.00609859+0.0174111j -0.0810917-0.0470547j 0.052892-0.0979634j -0.0752183-0.0528639j -0.0198126-0.0129828j -0.0115939-0.018387j -0.0378112+0.109632j 0.0250433+0.0566609j 0.0167565+0.0588803j 0.0442617+0.00949831j -0.049719-0.080373j -0.0433949+0.002795j -0.0407978+0.0570803j 0.00651169+0.0490611j 0.028636-0.0485006j 0.0928776-0.0786941j 0.0718537-0.121895j -0.0447999-0.0272438j -0.0468555-0.0253437j -0.0801286-0.0933869j 0.079526-0.0535653j 0.184381+0.0524321j -0.111335+0.034081j -0.0617335-0.091305j -0.0928177+0.0602932j -0.103343-0.183663j -0.0935211-0.0352834j 0.00762434-0.114781j -0.0862875-0.120445j -0.128518+0.082804j 
-0.00194773-0.00128294j 0.00131942-0.00144016j -0.000915914+0.00114703j 0.00171527+0.00184713j 0.00660184+0.000629805j -0.00243076+0.00402116j 0.000869904-0.00619958j 0.00133127+0.00140034j -0.00243748+0.004118j 0.00106277+0.00208056j 0.00228333-0.00126061j -0.00397169+0.00532676j -0.00101133-0.00539255j -0.0025783+0.00207082j 0.00618493-0.000677287j -0.00352849+0.00385294j -0.00827946-0.00474852j 0.000942981-0.00297329j -0.00875436-0.000264102j -0.00198458+0.00641549j 0.00565787+0.00399804j -0.00417916+0.00292013j 0.00602758-0.00100257j -0.00858045+0.000687364j 0.00273313+0.00101145j -0.007323-0.00368089j -0.00642287+0.00113833j 0.00465269-0.00169514j -0.0101075-0.00972905j -0.00333735-0.00955875j -0.00641168-0.00174813j 0.009488-0.00603207j 0.0144432-0.00601354j 0.00638325+0.00715197j 0.00245299+0.00652652j 0.000486211+0.00304532j -0.003599+0.00119427j -0.00784723-0.000657598j -0.000867636+0.0018277j 0.00770202-0.00897239j -0.00220849+0.00297585j 0.00250775+0.00435163j 0.00491832+0.0128529j -0.0104311-0.0031043j -0.009177+0.000104469j -0.000499837-0.00413763j 0.00649199+0.00162747j -0.00234606+0.00351043j 0.00576891+0.00922905j -0.00348775+0.0082932j 0.0135769-0.00458599j 0.00655791-0.0084034j -0.00136292+0.0153769j 0.00181498-0.00318199j 0.00768804+0.0122845j -0.00564146-0.00576001j 0.00202315+0.000414371j 0.00107317-0.00317453j 0.0120888-0.00619995j -0.000536705-0.00291038j -0.00346033-8.01074e-05j -0.00652761+0.0130165j -0.00195729+0.0087631j -0.00493931-0.00649587j -0.0108083-0.00507359j -0.00479651+0.00238591j -0.00062968-0.0017754j 0.00404816-0.00433521j -0.00128795+0.0118416j -0.00126694+0.00544498j -0.000173657-0.00507552j 4.34513e-05+0.00165609j 0.000447474-0.00562991j 2.04725e-05+0.00140436j -0.000229545-0.000618574j -0.000672782-0.000333773j -0.000440088+0.000949229j 
-0.000788842+0.000307537j -0.000619481-0.000917434j -0.000768381+0.00318605j 0.003206+0.000910453j 0.00147508+0.00331149j -0.00149596+0.00174134j 0.000263857-0.00050256j 0.000726002+0.00356833j 0.00429562+0.00328074j -0.00238251+0.00218935j 0.000642261-0.00362868j 0.0024059-0.00118291j -0.00243507+0.000443777j 0.00149264-0.00417606j -0.00546362+0.000391633j -0.00719858+0.00993648j -0.0130167+0.00962756j -0.00199814+0.0054431j -0.000876618+0.00142144j 0.00805478+0.00399292j 0.00458526-0.000727375j 0.00190437+0.00307176j -0.00589581+0.00247372j 0.00396785+0.00982415j 0.00145403-0.0152554j 0.00976426-0.00336643j 0.00579926-0.00713411j -0.00566786+0.0200023j -0.00411224-0.00379351j 0.0189747+0.019744j 0.00767641-0.019693j 0.00112604+0.00127838j 0.00886744+0.0121533j -0.00460192-0.018342j -0.00527502+0.0194108j 0.00453781+0.0163162j 0.00962713+0.00972542j -0.00840935+0.00218066j 0.00490033-0.00359579j 0.0109301-0.00205622j -0.0103932+0.0182472j 0.000438889-0.00474417j 0.00229591-0.00406236j -0.0203167-0.00817898j -0.0167701+0.00179886j -0.000373704+0.00722871j 0.00343174-0.00174886j -0.00381412+0.0100099j -0.00624961+0.00658689j -0.00297805+0.0050895j 0.0109359+0.00958124j 0.00116456-0.0046719j 0.00488665+0.0101144j 0.0185023+0.00640491j -0.00197781+0.00244512j -0.00714188+0.00650736j 0.00234758-0.00900329j -0.0167706-0.00139029j 0.00230453-0.00473013j 0.00710727+0.00638289j -0.00849755+0.012399j 0.00992585+0.00848433j 0.0103952-0.00791198j -0.00757085+0.00828592j 7.89264e-07+0.00101864j -0.0046278+0.00857439j -0.000661811-0.00834071j -0.00582288-0.0095786j 0.0118924-0.00121937j 0.00333858+0.00448999j -0.00480367-0.00528078j 0.012019+0.00607296j -0.00893611+0.00868051j 0.00502512-0.00174424j 0.000761406+0.00443975j 0.000546767-0.000894593j -0.00126619-0.000509137j 
0.00247045+0.00212118j -0.00181364+0.00149398j -0.000915798-0.00194097j -0.00257206+0.00150591j -0.00269234+0.000678876j -0.00303199+0.00158356j 0.00145417-0.00203128j 0.00280762+0.00216633j -0.00397822-0.000373304j -0.00454033-0.00748663j 0.00274682+0.0071932j -0.00498204+0.0075476j -0.00378987-0.00936282j -0.00261072+0.00203556j 0.00244975+0.00102898j 0.00107773-0.000975665j 0.00369235-0.000288958j 0.013707-0.00406931j -0.012789+0.00748366j -0.00499633-0.00371669j 0.00881459+0.00904007j -0.00573437+0.00610823j 0.00345714-0.00617172j -0.000427694-0.000642908j -0.00403281+0.00539064j 0.00675868-0.00901457j -0.00138016+0.0037739j -0.00976777-2.87438e-05j -0.00178381-0.00518875j 0.00616089+0.00289107j -0.00552628+0.00640694j -0.0117881-0.00837116j 0.0190035-0.00881974j -0.000204708-0.00505716j -0.00631501+0.0120052j 0.00514023+0.00431038j -0.0104778-0.00405561j -0.00323362+0.0160495j 0.00113053-0.000394665j 0.0151931-0.00277328j -0.000968167+0.00169929j 0.00969141-0.000488599j 0.00035562+0.00829262j -0.00494234-0.00300488j -0.000687852+0.0103454j -0.0131917-0.00695608j -0.00103886-0.00707245j -0.00563915+0.0101586j 0.0174132+0.0114572j 0.00799212+0.00260793j 0.00217407-0.0064719j -0.010211+0.00535646j 0.00313764+0.0115747j 0.0147038+0.00575474j -0.0174901-8.89018e-05j 0.00188454-0.0100759j -0.00371429-0.00466996j -0.00364633-0.00646044j 0.00341349+0.00136483j 0.00304244-0.00272517j 0.00209451+0.00156108j -0.0110535+0.00403859j 0.0161418+0.00761875j -0.0168833+0.00112911j 0.00761967+0.00344059j -0.011251-0.00383147j 0.00258222-0.000881148j 0.00779935+0.00880679j 0.000772102-0.000944983j -0.00574706+0.00178769j -0.00269245-0.00330614j -0.00335656-0.00410516j 0.00450393-0.000834633j -0.0028175+0.00247001j -0.0007569-0.00279471j -0.00175884+0.000791032j 0.000677093+0.000404149j 
0.00330759+0.00038739j -0.000357448+0.0026518j 0.00215848-0.000315409j -0.000944596-0.0020341j -0.000359398+0.00109302j -0.00397577+0.00355548j -0.000702069-0.00223167j 0.00151941-0.00150058j -0.0065705-0.00324552j -0.000591522-0.0030846j 0.00704699+0.00620971j -0.00490996+0.00845957j -0.00764578+0.00183158j -0.000658518-0.00224454j -0.000932832+0.00894195j -0.00239647+0.00297651j 0.000795482-0.00460423j 0.0168164+0.00384576j -0.00855365-0.00620925j -0.00702541-0.00181251j 0.00182461+0.0106954j -0.00510449-0.00042738j 0.00481645-0.0048077j 0.00143468-0.00193061j -0.00499026-0.00153161j 0.00542454+0.0064424j 0.000644703-0.00941472j 0.00397973-0.005413j -0.0087642+0.00652324j -0.00893916-0.00838745j -0.00455267+0.00153882j -0.0108279-0.00380668j 0.00253353+0.000268239j -0.00467599+0.00152878j -0.0115305+0.00410542j 0.00751118-0.0181675j -0.0126079+0.00079613j -0.00065442+0.0136868j 0.00184998+0.000337713j 0.00703217-0.00427349j -0.000273466-0.0128718j 0.00131377-0.00761609j -0.0129517+0.00490823j -0.00297493+0.00500855j 0.0101195+0.0125684j -0.0103924-0.00399288j -0.00597069-0.00366644j 0.00244473-0.00475999j 0.0164092+0.00118157j 0.0079226-0.000513243j -0.0119348+0.000432357j -0.00275613+0.00360499j -0.00456919+0.00685508j -0.00543999-0.000958277j -0.00891267-0.0032077j -0.00741594-0.00078046j 0.00381873+0.00042911j -0.00439022+0.00749463j -0.00661662+0.00224065j -0.00685593-0.00829118j -0.00479956-0.00676982j -0.019448-0.00356825j 0.00445681+0.00313778j -0.00721789-0.00822819j 0.00968069-0.00408087j -0.0035928-0.00259155j 0.00549946+0.000828688j 0.00744756+0.000781578j 0.000407454+0.000715891j -0.00591706+0.00283014j -0.00301561-0.00302851j -0.00340312-0.00278702j 0.0023202-0.00291293j -0.00329995+0.000533262j 0.000759423-0.00340475j 0.000328897+0.00041j 0.00021513-0.00119427j 
-0.00170329-0.00215294j 0.00357791-0.00180571j 0.000948526+0.000519559j 0.00156945-0.0019607j 0.000745888-0.00340481j -0.00198763+0.000277633j -0.00624807-0.00365199j 0.00208499-8.58075e-05j 0.00552871-0.00229444j 0.0114867-0.00184144j 0.00140644-0.0102143j 0.0102429+0.00680647j -0.00605187+4.696e-05j -0.00409816+0.00347087j 0.0028909-0.00551602j -0.0109016+0.0112638j -0.0284341+0.00453312j 0.0026895+0.00475631j 0.0017538-0.0168092j -0.00343002-0.00285834j 0.00061432+0.00169769j -0.000722357+0.00682751j 0.0117074-0.00318173j -0.0080238-0.00120902j -0.00754354-0.0146727j -0.0116603+0.00659138j -0.00175386-0.00637229j 0.0120329-0.00996891j -0.0153903-0.00184341j -0.0142533-0.00821411j -0.0082311-0.00496532j 0.0118362-0.00369177j -0.00308649+0.0103246j -0.000336689+0.00332687j -0.00141282+0.00289039j -0.0112022-0.0131631j 0.000867861+0.00765653j 0.00129915+0.00550394j 0.00534657-0.00082762j -0.00190435-0.00691364j -0.00411356-0.00447768j -0.0061223+0.00172363j -0.00660761+0.00803164j -0.00945891+0.00705598j -0.00154675+0.000399253j -0.000983893-0.00420743j 0.0060965+0.0146243j 0.00453913-0.0128135j 0.00128982+0.0028715j -0.00409538-0.00225941j -0.00240629+0.00502241j 0.0208873-0.0178085j -0.0052538+0.0103936j -0.00221455-0.00732414j 0.0170721+0.00624834j -0.0162561+0.00532783j 0.00802917-0.00089248j 0.00156332+0.00582276j -0.00608718-0.00567763j -0.0112763+0.00102536j -0.00161254+0.0100219j -0.000528905+0.00450227j -0.00833757+0.0123039j -0.00671045-0.0200938j -0.0131865+0.00862921j 0.00758981-0.00641699j 0.000158353-0.00079101j -0.00234444+0.00100222j 0.00879813+0.00842678j 0.0125647+0.00455279j -0.00626638+0.00583446j -0.00105184-0.00253634j -0.00367128+0.0033741j 0.00299195-0.001687j 0.00183542+0.00520818j -4.66845e-06-0.00217418j -0.000978292-0.000764238j 
-0.00160762+0.00112537j -0.000572209-0.00217326j 0.000411558-0.00127675j -0.00110771-0.00100052j -0.00695396-0.00260183j 0.00154011-0.00287401j -0.00413098-0.00280566j 0.00787121+0.00176804j 0.00762884-0.00038683j -0.00232578-0.00697954j -0.010893-0.000878106j 0.00685877-0.000322886j -0.00814372-0.0143452j -0.000802613+0.00522125j -0.00501501-0.00715847j -0.0110555-0.00260344j -0.00353758+0.00221662j -0.00814782-0.0110926j 0.000374008+0.00552002j -0.0105127-0.000160931j -0.00112133-0.00602246j -0.000579951+0.00502198j 0.0124269-0.00525111j -0.00387323-0.00390885j 0.00452175+0.0112125j -0.0179097-0.0111863j 0.00141569+0.0135389j -0.0129859-0.000533435j -0.00488637-0.0104092j 0.0026388+0.00235916j -0.00578043+0.0146689j 0.00564283-0.0174412j -0.00665568-0.0085141j 0.00552674+0.0014805j 0.0126505-0.0086133j -0.000950309+0.0111069j -0.00262554-0.0102798j 0.0041842-0.000693072j -0.000711801+0.00420248j 0.004703+0.00196315j 0.0143075+0.00185186j 0.0110255+0.0103557j 0.0160616+0.00686424j 0.00630337+0.000626322j -0.0159804-0.00328913j 0.000875002-0.00608762j 0.00425886-0.000171584j -0.00427073+0.000403124j 0.00204303+0.00709996j 0.00395157-0.00508574j -0.00030305-0.0121153j 0.00526071+0.006458j 0.00352316-0.00139914j 0.0107062-0.00345231j -0.00373929-0.000382228j -0.000807434-0.0135197j -0.0039257+0.000310919j 0.00429334-0.00730462j 0.0103007+0.00136259j -0.00924494-0.0014531j 0.0157212+0.0021524j 0.0109779+0.00175376j -0.00414307+0.0111857j -0.000537907-0.00188608j -0.00540324+0.0105265j 0.00550078-0.00372116j -0.00673689+0.00933499j 0.00957984+0.0131561j -0.00067445+0.00201611j 0.00545176+0.000165496j -0.000610221+0.00647931j -0.00379079+0.000832271j -0.00068587+0.00163798j 0.00198017-0.000807988j 0.00113977+0.00295831j -0.00282557-0.000855257j -0.000654684+0.00197632j 
-0.000715291+0.00101942j -0.00165092-0.000800675j -0.00141646-6.06498e-05j 2.50147e-05+0.00171094j -0.00100897+0.00296572j 0.00106509-0.00148192j 0.00364274+0.00262486j -0.00278129+0.000857716j -0.00437073-2.82066e-05j 0.00382395-0.00395294j -0.000577602-0.00724572j -8.36037e-05-0.00267188j -0.000579955+0.00046676j 0.00589516-0.00969402j 0.0002656+0.00971275j -0.0111171-0.00268888j -0.00371885-0.00926166j 0.012443-0.00108997j 0.00829049-0.00163263j -0.00259774-0.0116369j 0.00924471+0.00434562j 0.0113906+0.0120095j 0.000776023-0.00151195j -0.00207433-0.00169143j -0.000649148+0.0123435j 0.00853125+0.00820964j 0.00813376+0.0112359j -0.0111851-0.00580906j -0.00706583-0.000822882j -0.00322907-0.0117803j -0.00126804-0.00606963j 0.00259339-0.00921083j -0.00634075-0.00126578j -0.00525051-0.00860699j 0.0117793+0.0104667j -0.00692577+0.00121126j 0.000908551-0.00847797j 0.00423551-0.00581173j 0.00701866+0.002038j 0.00608057+0.00522683j 0.00278495+0.0116495j -0.00468068+0.0147387j 0.00935535+0.00917265j -0.00450976+0.000608502j -0.00312067+0.00789272j -0.000108979-0.0120455j -0.00676548+0.00472401j 0.00978353-0.00624329j 0.00939963+0.000976597j -0.0102855-0.0106344j -0.00517044-0.00654857j 0.000283384-0.00653345j 0.0122407-0.0118536j -0.00185902+0.00317679j -0.0119169-0.00379608j 0.00147004+0.00529943j 0.00213251-0.00427096j -0.00577552+0.00122274j 0.00530894-0.0109201j -0.00934112+0.00190547j -0.018226+1.17602e-05j -0.00900082-0.0163084j -0.00215177+0.00255431j 0.00420199-0.00287977j 0.0030122+0.00435436j -0.00731615+0.0027649j -0.00609619-0.00753138j -0.00255022+0.00243534j -0.00376923-0.000805469j -0.00144407+0.00083417j 0.00056985+0.000807419j -0.00188002+0.000640804j 0.00115571-0.00259724j 0.000964835-4.1058e-06j -0.00077412+9.93185e-05j -0.00136859-0.00111587j -0.00160948+0.00165069j 
-0.00166142-0.00104118j 0.00205698-0.00123109j -0.00172173-0.0035159j -0.00179043+0.00165423j 0.00434941+2.72337e-05j -0.00627033-0.000877247j -0.00216046-0.00510327j -0.00165899-0.00553877j -0.00917303-0.00145961j 0.0117146-0.00877084j -0.00518274-0.00229937j -0.00802705+0.00171024j -0.00138218-0.00679689j -0.00399554+0.00196009j 0.00535226-0.0062033j 0.0113972-0.00472535j 0.00379214-0.0019009j -0.00434314+0.000604476j 0.00913371+0.002412j 0.00122279-0.0055784j 0.00615083+0.00375889j 0.00142744+0.0134151j -0.0130784-0.0070969j -0.0118017+0.00481182j 0.00727048+0.00664968j 0.00450553+0.00496508j 0.00344648+0.00912432j 0.00933108-0.00690586j 0.0120043-0.00785683j -0.00181547+0.000623425j 0.00344162-0.00153518j 0.00333744+0.00582283j 0.00877839-0.0102008j 0.00456743+0.000581037j 0.011466-0.00848602j -0.011433+0.011636j 0.00480906-0.00601384j 0.000645522+0.00217199j -0.00284887+0.00062252j -0.00905308-0.000871147j -0.0100853+0.00909073j 0.00107269+0.00294919j 0.00960675-0.00426652j 0.00194008-0.00547455j 0.0105912-0.00887718j -0.00728641-0.0125697j 0.0037566+0.00902554j 0.00196113+0.00699598j -0.00378952+0.00400879j -0.00523989-0.00719823j 0.0112478-0.0122343j 0.00237083-0.0062298j 0.00277298-0.0165698j 0.0045884+0.00278133j 0.00475114+0.0112559j 0.000948579-0.0112303j -0.00919455+0.00403143j 0.00882923-0.00768156j -0.00165941-0.00708536j 0.00954197+0.0126429j -0.000477488-0.00352817j 0.00542765-0.00982307j 0.00624953-0.0048108j 0.00309118-0.000710627j -0.00580933+0.0108434j -0.00280077-0.00415043j -0.000566678+0.00118049j 0.000855573+0.010012j -0.00309016+0.00034574j 0.00079805+0.000652917j 0.00140886+0.00156652j -0.00338066-0.000710251j -0.00112297-0.0028099j -0.00135522+0.000402041j 0.000243441+0.000564736j 0.000570923-0.00115275j -0.000269056-0.000832116j 
0.000382233+0.000776526j -0.000436848-9.23232e-05j 0.000172495-0.000780107j -0.000963014-0.000321831j 0.00149382+0.000692939j -0.00383816+0.0055868j -0.0050691-0.00531916j 0.00635715-0.0014093j 0.00259182-0.00322828j -0.00264625-0.000377474j 5.34484e-05+0.00316807j 0.00419843+0.00534929j -0.0045189-0.00560689j -0.00438378+0.014207j -0.00808374-0.0113647j 0.00922938-0.000741157j 0.00117576+0.00228346j -0.0108426+0.00250327j -0.00933969+0.0038739j -0.00354841+0.00829359j -0.00856366+0.00253199j -0.00969949-0.00639716j 0.00514934+0.000350564j 0.00937716-0.00628363j -0.00430199-0.00520369j -0.0136924-0.0067888j -0.0101363-0.0012832j 0.00809124+0.00215924j 0.0055594-0.000714467j 0.00633055+0.00932917j 0.000141856+0.00908044j -0.00231812+0.00130414j 0.00244098-0.00394051j 0.00161956+0.00844934j -0.00925118-0.00953292j 0.00589201-0.00136917j 0.00244393+0.0107665j -0.00369029+0.00323494j -0.00601338+0.00294253j -0.00185929-0.00306331j -0.00398205-0.00740449j 0.00722416-0.017023j -0.00477642+0.00356888j 0.00145473+0.00483511j -0.00421885-0.00521177j 0.0058821+0.0039439j 0.00652352-5.45869e-05j -0.0136859+0.0115042j -0.00743268+0.0067244j 0.013184+0.0099136j -3.10816e-05-0.00425331j 0.00760233+0.00793585j -0.00397033+0.00873511j 0.00357325-0.00598413j 0.01142+0.00220448j -0.00540904-0.00492216j 0.000792842+0.00477784j 0.00645184-0.00447482j 0.00100559+0.0117688j 0.00289646-0.00336314j 0.0160802-0.00674728j 0.00982253+0.0092373j 0.00310527+0.000291693j -0.00165305-0.00130806j -0.00334407-0.00372529j 0.00584665-0.0056732j 0.00583031+0.00331588j 0.00397014-0.000569354j 0.00296368+0.00199981j -0.00111281-0.000823015j 0.000821455-0.00122305j -8.40781e-05+0.00226856j -0.0014357+0.00126656j -0.00154743-0.000696744j 0.00121644-0.000829741j -0.00114104+0.000233304j 0.000441991+0.00039466j 
-0.000696073+0.00202583j -0.000937272-0.00117588j -0.00233532-0.00321834j -0.00248295+0.00057453j 0.000512618-4.4287e-05j -0.00821383+0.00617079j -0.00675072-0.00464041j -0.00260729-0.00336802j -0.00484902+0.00303278j 0.0101776-0.0125048j 0.00163472-0.00217254j -0.00469644+0.0105161j 0.00497789-0.00451455j -0.00512452+0.00371212j 0.00501323-0.00447714j 0.013762-0.0132359j -0.00153434-0.00769721j 0.00025947+0.00616318j -0.00467997-0.00459663j 0.00166524+9.39109e-05j 0.00655579+0.0082067j -0.000253311+0.00590937j -0.0191892+0.00573933j -0.00382852+0.00113385j -0.00456659+0.00131928j 0.0119075+0.0120746j -0.00159417+0.00265738j 0.0173953-0.000245014j 0.00725614-0.00660188j -0.001225-0.0011174j 0.00399248-0.00341179j -0.00800232+0.0110431j 0.0168137-0.00771089j -0.00714153+0.00409602j -0.00399127-0.00477172j -0.00467045-0.00032387j 0.00145512+0.00679999j -0.00913996+0.0148587j -0.0028017-0.000704469j -0.00615959+0.00140266j -0.00985402+0.00579954j 0.00181921-0.0100953j -0.00624528-0.00164437j -0.00109097-0.00108033j 0.0158921-0.0053897j -0.00718057-0.0036445j 0.00350091+0.00715756j -0.000339148+0.00311027j 0.00211144+0.00251314j -0.00315315+0.00643275j 0.00388552-0.00721829j -0.005444-0.00508981j -0.00309874-0.00522849j 0.00172151+0.00233554j 0.00709256+0.0127908j -0.00552737-0.00501389j -0.00301779+0.00700006j 0.00732645-0.00896998j -0.00634976-0.00118968j 0.0171596+0.00430266j -0.00644278+0.000459427j -0.00447684-0.00554693j 0.00595869-0.0104357j -5.30575e-05-0.00349547j -0.0035848+0.00647874j -0.00802456-0.00595629j 0.00404603-0.0074836j 0.000296366+0.00719146j -0.00283557+0.00530695j -0.0010591+0.00231426j -0.000306947-0.00102093j -0.00545123-6.46118e-05j -0.00196529-0.0037983j -0.00280011-0.00172856j 0.00240693-0.00174123j -0.000751516+0.000115016j 0.00101927-8.89335e-05j 
-0.00120131-0.000216525j 0.00100056-0.00102815j -0.000944631-0.0026514j -0.00162034+0.000258368j 0.00209354-0.00809247j 0.0056398+0.00322614j -0.00966386+0.000808874j 0.00307476-0.00597476j 0.00832143-5.1719e-05j -0.00202379+0.00537776j -0.000373139+0.0071648j -0.00946025-0.00109799j 0.00178187-0.00510354j -0.0125387-0.00551556j 0.0149531+0.00335092j -0.00239812+0.00679414j 0.00979721+0.0171843j 0.00811768-0.00560355j -0.000794675+0.00367677j 0.0154886-0.00446528j 0.00168412-0.0104377j -0.00235227-0.00450356j 0.000870516-0.0101856j -0.0234533+0.0103281j 0.00169901-0.012264j -0.00238121-0.00769626j 0.00505521-0.0141531j -0.00145137-0.00881782j 0.00283187+5.92682e-06j -0.00290739-0.00882483j -0.0055353-0.0009119j 0.0113283+0.0105376j 0.0092651+0.000526594j 0.0226539-0.00507162j -0.00602203+0.00641722j 0.000838426+0.000508524j -0.00851295-0.0188264j 0.00770911+0.00657116j -0.00809829-0.00816113j -0.0129053-0.00392408j 0.000224872-0.00719329j -0.00881279+0.0117027j -0.00678229-0.0201073j 0.0026589-0.0159308j 0.00611104-0.00416109j -0.0142576+0.0104327j -0.00338415-0.0196613j 0.0224655-0.0117868j 0.00060684+0.000400129j 0.00412148-0.0142083j 0.00935826+0.0111691j -0.0110896-0.00967441j -0.0063772+0.0166968j -0.0073095+0.00471256j -0.00108908-0.00456953j 0.000812083-0.00826311j -0.00770237+0.00467121j -0.0102956-0.00765733j 0.00300783-0.00503479j 0.00625684-0.00848163j 0.0117219+0.00145653j 0.00510194+0.00586528j 0.00079934-0.0017907j 0.00370284-0.000373821j -0.00247982-0.000369351j 0.00388059-0.00256021j 0.00721608+0.00344249j 0.00140138-0.00187528j 0.000936687+0.00137652j -0.00239534-0.000524805j 0.00273227-0.00362107j -0.000482519+0.00236883j -0.00211492-0.00162491j -0.000183801+0.00200383j -0.00175616+0.00118067j 0.000486564-0.00148289j -0.000732789-0.000726294j 
0.000583559-0.00172708j 0.000747655+0.000677174j -0.000968055+0.00495134j 0.00381008+0.00290789j 0.00668659+0.0109038j -0.00239771+0.00447952j 0.00274338+0.00661153j -0.00300345-0.00409148j -0.00321682-0.0165802j 0.00567702+0.00556796j -0.000218946-0.00184202j -0.00592851-0.00317781j -0.00794247+0.00241823j -0.0113732+0.00233854j 0.0016962-0.0120895j 0.00882476+0.0214826j 0.00467928-0.00142985j 0.00540967+0.0047475j 0.00918263+0.00502175j -0.00582577-0.00306274j -0.0033268-0.000749033j 0.0037405+0.00542563j 0.00809838-0.00841738j 0.0070545-0.00297716j -0.00136492-0.0206009j 0.00818513-0.013364j 0.0162682+0.000813198j -0.00591957-0.0181317j 0.00834942+0.00282996j -0.00553667-0.00387071j -0.0100172-0.00572071j 0.00898512-4.3798e-05j -0.00185179-0.00743712j 0.00864143-0.00647475j 0.00238207-0.0138866j -0.000984084+0.00298302j 0.000639317+0.00267644j 0.00988508-9.05945e-05j 0.00135637+0.0038695j -0.00759295-0.011895j -0.0152656+0.000962364j -0.00411823+0.000585579j 6.71126e-06-0.00400218j -0.0170778+0.00931761j -0.00419815-0.009631j -0.0169904-0.0138736j 0.00555176+0.00727046j -0.00704377+0.0138094j -0.0163709+0.00577721j 0.0082013-0.00487212j -0.00564898-0.0115705j 0.0065827+0.000857872j 0.0023251-0.00529549j 0.009535+0.00126611j 0.0056483-0.00564397j -0.00446761+0.00111377j -0.00536347+0.000777318j -0.00485943+0.0126396j -0.0165159-0.00351015j 0.000772202-0.000852545j 0.000640056-0.00863425j -0.00682028+0.00128248j 0.00815327+0.00144673j 0.00285979-0.000234657j 0.00431583-0.00465028j -0.00582024-0.00268826j 0.00185011-0.00468267j -0.00109232-0.00506372j -0.00445543-0.00464997j -0.00430445-0.00220086j 0.00211886-0.000139155j -0.000230528-0.00143787j 0.0036568-0.00203081j -0.000678794+0.000868545j -0.00126117-0.00225152j -0.00146993-0.00119648j -0.00202682+0.00196652j 
