-0.00297364-0.00578606j 0.00159613+0.021801j -0.00471604+0.0155088j 0.00133991-0.000329878j 0.000848555+0.00267921j 0.000250239+0.0416463j -0.00625828+0.0182632j 0.000294623+0.0287374j 0.00498343+0.0157877j 0.0167502+0.040327j 0.016577-2.84703e-05j 0.00810737-0.0545537j 0.0483897-0.0310566j -0.0560391+0.0694288j 0.0148019+0.0543737j -0.0183377+0.00559979j -0.00594823+0.0129007j -0.00109166+0.0042225j 0.0233942-0.00924733j 0.0157973-0.01262j 0.0165295-0.0107181j 0.0211409-5.1072e-05j 0.0190811-0.00167218j 0.0121325-0.00433716j -0.00952662-0.00584601j -0.014506+0.0154509j 0.00464503-0.00619717j 0.0222721-0.00440695j -0.0123676+0.0070561j 0.0155362-0.00661043j -0.0284797+0.000350946j 0.0064363-0.00398119j 0.0334874+0.00927124j 0.0264262+0.00559575j 0.0340988+0.0189394j -0.0197759-0.0142647j 0.0246815+0.0086558j -0.00403444+0.000460781j 0.00879277+0.00785272j -0.0106398+0.00153669j -0.00373093+0.00167941j 0.00871322+0.00382267j -0.00472304-0.0114889j -0.00384533-0.000526861j 0.00373583-0.0074372j 0.00489079-0.00501822j 0.0044495+0.00307842j 0.0106295+0.00111184j -0.00250207-0.011846j 0.00143896-0.00626031j -0.00268502+0.000860657j -0.0102428-0.00497532j -0.00611155+0.0140264j 0.00461013+0.00236112j 0.00900191-0.00824219j 0.0108072+0.00845327j 0.00171258+0.00372905j 0.0035412-0.00598442j 0.000888343-0.00301686j -0.00975649+0.00137231j -0.012064+0.00536271j 0.0132181+0.00493457j 0.000238567-0.00440823j -0.00791475-0.00266095j 0.0117599-0.0103901j -0.00253235+0.00333313j -0.00289562+0.00660875j 0.00645974+0.00984871j -0.0115889+0.0108899j 0.000265692+0.0020245j 0.00599183-0.000382765j 0.00447702+0.00385513j -0.0170331-0.000854013j -0.00525493+0.00990828j 0.0079254+0.0128386j -0.00677325-0.00144322j 0.00219981-0.000127263j 0.00674775-0.000299938j 0.00019186-0.0059842j 0.00341363-0.00314191j 0.00647799+0.0183558j 0.00584427-0.00921287j -0.00182954-0.00116202j -0.00577326-0.00231085j 0.0213617+0.00809672j 0.00291302+0.00601578j 0.00434577+0.00631222j -0.00194399+0.0018572j 0.00716461-0.0080676j 0.00888063+0.00653443j 0.0136559+0.0132691j -0.0110607+0.0177942j -0.00458414-0.000330924j -0.0159559-0.00328918j -0.00992445+0.0190328j 
0.0323352+0.0112863j 0.00591005-0.0202107j 0.00882023+0.0120225j -0.00331764+0.0013543j -0.0143662+0.00806656j 0.00553001+0.0129705j -0.00815435+0.0246665j -0.0126645-0.0585592j -0.00825602+0.0100343j -0.0115885-0.0133428j -0.010501-0.0180667j -0.00112728-0.018224j 0.00219928+0.012316j 0.00141716-0.00233318j -0.00566354+0.00248112j -0.00881284+0.00242798j 0.0246426-0.00750308j -0.0317957-0.0017324j 0.00100554-0.000887131j -0.0115577-0.00230215j -0.010115-0.000662313j 0.0214741+0.000369701j -0.0629059+0.00089089j -0.0537792+0.000199034j -0.23666-0.00638896j 0.12453+0.00423992j -0.0677535-0.00067788j 0.463192+0.00853019j -0.0118196-0.000491474j -0.0350538-0.00421764j -0.0101316+8.07494e-05j 0.117054-0.00195529j -0.00549663-0.000796569j 0.0727988-0.00179151j 0.0288754+3.86908e-05j 0.0295018-0.00211784j -0.0242323+0.00155349j 0.00396545-0.00473824j 0.0342164-0.00496018j 0.00770496+0.00044493j 0.0133426-0.0017637j -0.00394826-0.00465794j 0.0145455-0.00491964j -0.00997549+0.00092098j -0.00535746+0.00230887j 0.0128456-0.0056989j 0.0106318+0.000829598j -0.00229529+0.000934553j 0.00677186-0.00597506j 0.0117271-0.00382237j 0.00183717+0.00244751j 0.00157734-0.00640532j -0.0153333+0.0115351j -0.00168232+0.00103822j 0.00366825+0.00840061j 0.0225214-0.00773891j -0.0053717+0.00451936j -0.00644387+0.000749262j -0.00280337+0.00515297j -0.0118227-0.007302j 0.027887-0.0322904j 0.00912052-0.00733537j 0.0120143+0.0109421j 0.0216022-0.0049348j -0.0196051+0.00570342j -0.00806181-0.0181878j -0.0264452-0.000976368j -0.0106961-0.0187381j -0.00621959+0.0147274j -0.00618456-0.0239479j -0.0249259-0.0099922j 0.0206435+0.0106494j -0.0184781-0.0116734j -0.0103493-0.00336088j 0.0170393+0.00998894j -0.0305488-0.0203354j 0.0063985+0.00734024j 0.00903517-0.0194484j 0.0111927+0.00411374j 0.00885409-0.0209832j -0.0156497+0.0252866j 0.00214897-0.0178933j -0.00394628-0.00295362j -0.00954311+0.000863016j 0.00653551-0.00408564j -0.00565012+0.00906874j 0.000570102-0.0033673j -0.000601687-0.000943495j -0.00841663+0.00609421j -0.00373143+0.00101714j -0.00154736-0.000386486j -0.00437431+0.00141736j 0.00640363+0.00230425j -0.00271066-0.00227959j 0.00225-0.000655028j 
0.0137524-0.0246868j -0.0121428-0.000635408j -0.000938937-0.00887674j 0.0133889-0.00971251j -0.000458698+0.0438715j 0.00178357-0.0455036j 0.016581+0.0265471j -0.00602385-0.0202422j -0.00125316-0.00465422j -0.0130327+0.0185935j -0.0264553+0.00664612j 0.0334087+0.0086853j -0.00750695+0.00846859j 0.00101501+0.00298889j 0.00091276-0.00687279j 0.0295022-0.011175j 0.0110321+0.00208172j 0.0319926+0.00140966j -0.0086646+0.00325763j -0.0349852-8.42442e-05j -0.0860476+0.00180486j 0.101061+0.00219797j 0.0717869+0.00268155j -0.0268081-0.000842397j -0.12271-0.0029021j 0.179391+0.00363729j -0.343665-0.00852364j -0.0731942-0.000614237j 0.169593+0.000187313j 0.0503595+0.00319353j -0.0714994-1.76859e-05j -0.147364+0.00209298j -0.155787+0.00185094j 0.00257597+0.000883305j -0.0311076+0.00316194j 0.0133398-0.000996268j -0.0370146+0.00283846j 0.0191586-0.00212709j -0.00436035+0.00600486j -0.0143832+0.000955173j -0.0054064+0.00323404j -0.0078129+0.00323607j -0.0112212+0.00199304j -0.0118062+0.000752637j -0.020895+0.00526769j 0.0226448-0.0152689j -0.00273393-2.76098e-05j -0.00103359+0.00329455j -0.0114538+0.00483988j -0.00438727+0.00785396j 0.0214609-0.00148043j 0.00793455-0.00966796j -0.0191804+0.0055651j 0.00511382-0.010957j -0.0184936+0.00387373j 0.0161248-0.00756064j -0.0175969+0.00945613j 0.035481-0.0200261j -0.0109099+0.022903j -0.00383651+0.00224934j 0.00758949-0.00656402j -0.0151706-0.00421919j 0.0129939+0.00925046j 0.0259591+0.0285374j 0.0204863+0.00672934j -0.00387141+0.0101654j 0.00329915-0.0001948j 0.00613736+0.016976j -0.0243854-0.0183441j -0.0158-0.000443277j -0.01434-0.00312741j 0.00165172-0.00388397j 0.00405198+0.00839506j 0.0207697+0.018403j 0.00606347+0.0234761j 0.0147509-0.022931j 0.0250685+0.00303913j 0.0197458+0.00582804j -0.026831-0.00939354j 0.00790992-0.0243134j 0.0120267-0.0254312j -0.0023461+0.00281601j -0.00538182+0.00845348j -0.00122904+0.0110115j -0.000202288-0.00520912j 0.00778004+0.0031678j 0.0180123+0.0102092j 0.00358392-0.0164285j -0.0066754-0.00499356j -0.00259884+0.0013652j -0.00341432+0.000134227j 0.00112829+0.00167395j 0.00208387+7.50658e-06j -0.00178292-0.00164881j 0.000463082-0.0036364j 
0.00575444+0.00599564j 0.00101968-0.00828111j 0.000887661-0.000742283j -0.00288773+0.0114349j -0.000537726-0.0112693j 0.0146804+0.018616j -0.00734883+0.00983603j -0.0154292+0.00605856j 0.014736-0.0182024j 0.00983445+0.00724477j 0.0211375-0.0205356j 0.0407514-0.0364771j 0.00143952+0.0074172j 0.00798159-0.00245923j 0.0083888-0.000231162j -0.00661774+0.00114338j -0.00591657-0.00617342j -0.00963842-0.00242282j 0.0104442-0.00369544j 0.0301533-0.00197061j 0.029933-0.00162912j -0.0131684-0.00034325j -0.0290729-0.00118158j -0.0244146-0.000544508j 0.0345914-0.00347897j -0.159849-0.000909227j -0.0428292+0.00251051j -0.0726847+0.000788109j -0.090394+0.000460003j -0.0833964+0.000904696j -0.485635+0.00443116j -0.272722+0.00277932j 0.117365-0.000743188j 0.0504252-0.00289903j 0.0345628-0.000376335j 0.0118196-0.00105526j 0.0282536+0.000765366j -0.0258846-0.000791845j -0.00429389-0.00294539j 0.0137731+0.00068555j 0.00185104-0.00225682j -0.0030624-0.00155214j 0.0118483-0.000641682j -0.00145264-0.00371468j 0.00465853-0.00155491j 0.00121666+0.00381058j 0.00710184-0.00124549j 2.81705e-05-0.00081124j 0.00926999-0.00363352j 0.00653744-0.00148214j -0.00595157+0.00187739j -0.00158203-0.00478172j -0.00288754+0.00362824j -7.83979e-05-0.00136207j -0.000251117+0.00440342j 0.0140907+0.00382141j 0.00536066-0.00462562j -0.0138485+0.000544638j 0.00753183-0.000421104j -0.00977862-0.00293289j -0.000679423+0.0066897j 0.00281474+0.000479369j -0.00581031-0.00162395j -0.00854227-0.00691824j 0.00461362-0.00650138j -0.00379938-0.00425912j -0.00843762+0.00326874j 0.00346516+0.00266969j 0.0130123+0.000341237j 0.000600773-0.00100692j -0.00717473+0.000226957j 0.00833133+0.0212326j -0.00321466-0.0111075j -0.0149404+0.0229411j 0.00360199-0.0259889j 0.0116913-0.0185981j 0.0170347-0.0175861j -0.00699826-0.01346j -0.0112597-0.0403762j 0.00598319-0.00428237j 0.00803334+0.0112773j 0.037143-0.011024j -0.0235815+0.0310117j 0.0196722-0.00718881j 0.00667694-0.013455j 0.0107963+0.0197915j 0.0156281-0.00172755j 0.00979273+0.00984842j 0.0151723+0.0144881j -0.00295809+0.00179328j 0.000850031-0.00315425j 0.00275221+0.00353328j -0.00164282+0.0129217j 0.0053852-0.00339523j -0.00197159+0.00322983j 
0.00705906+0.00736517j 0.00954924-0.00218903j 0.000953169+0.00907449j -0.00897771+0.00701872j -0.0172793-0.00845754j 0.0285933+0.0252979j -0.018787+0.0130331j -0.0169203+0.0165657j -0.00736147+0.000223819j 0.0193339+0.0332169j -0.0422279+0.0296225j 0.0275401-0.0268379j -0.0151402+0.0192704j 0.0324719-0.0148474j 0.0113739-0.00509554j -0.0206367+6.27349e-06j -0.00218974-0.00102593j -0.0161156+0.00123557j 0.0111368-0.000976276j 0.0437241-0.00141294j 0.0580214+0.00140872j -0.0422387-0.00027397j -0.0722537-0.000458107j -0.0266185-0.000303549j 0.100324-0.000170966j -0.253969-0.00160431j 0.013594-0.00078779j -0.0299545+0.000249632j -0.0187541+0.000536812j 0.0611992-0.00169072j 0.281178-0.00314465j -0.390226+0.0051266j 0.0285889-0.00103106j 0.039388-0.00148448j 0.0285272+0.00181505j 0.0455216-1.9674e-05j 0.0289289+0.00343275j -0.0403461+0.00130536j 0.0279663-0.00332822j 0.00991897+0.00087684j 0.0137514-0.00337245j 0.00196001-0.00112993j -0.00356693-0.00396602j 0.00497224-0.00276804j 0.0147291-0.000393936j -0.0264673+0.0115572j 0.00650755-0.00448684j 0.00256658-0.00386364j 0.016617-0.00528305j 0.00564763-0.00119914j -0.0130983-0.00766595j 0.00832373-0.00210219j 0.00402077+0.00368865j -0.0028517+0.000464311j 0.00826752+0.00654705j -0.00391942+0.0136466j 0.00826519-0.00882807j -0.000200361+0.00294294j 0.00419812-0.00482067j -0.00857701-0.000966711j -0.0174332-0.00651424j 0.00380799+0.00633944j -0.00457144-0.00895658j -0.0049951-0.0131075j 0.00791952-0.00686048j -0.0136309+0.0043862j -0.00511792+0.00805933j -0.00172573+0.0261486j 0.00677681+0.00118519j 0.0130456-0.0102428j -0.0138084-0.0315742j 0.0152001+0.0185452j -0.0269852-0.0101726j 0.00647332-0.000113116j 0.0029043-0.00768116j 0.0283811+0.0153995j -0.00967818-0.0111413j 0.014403-0.019955j -0.0186383+0.00695784j 0.0308078-0.0480312j -0.00367297-0.0138025j -0.00785833+0.00359648j -0.0127798+0.00393265j 0.00787083+5.26471e-05j 0.00578654-0.0123465j 0.0123+0.0135157j 0.0105785+0.0138648j -0.0152869-0.0247292j 0.0133567-0.000693652j -0.00255963+0.00476742j -0.00267336-0.000658074j 0.00224004+0.00451481j -0.0034518+0.00305086j 0.0115038-0.0053565j 0.00737723-0.00288374j 
-0.0387877-0.0145007j 0.0100788+0.0119217j -0.00475892-0.0152028j -0.0274323-0.00974571j -0.00295261+0.00492296j -0.0473872-0.0248427j -0.0379136-0.0208993j 0.0157089+0.0170618j -0.0708315-0.0104228j 0.0292432+0.00955598j -0.00515888-0.00445055j -0.00794693+0.00963333j -0.00581921+4.46763e-05j 0.010193-0.00181219j -0.0189558-0.00173208j -0.00681355-0.00601217j -0.00307955+0.00477886j 0.037532+0.00047068j -0.00194985+0.00308544j -0.00850263+0.00191315j -0.0177267+0.00142632j 0.0152614+0.00237044j 0.0743089+0.0014687j 0.0718601+0.00142347j 0.203785+0.00283447j -0.00324113-0.00145176j -0.0251781-0.00104411j 0.354324-0.000423228j 0.206839-5.58496e-05j -0.276938+0.00214376j -0.0532694-0.000496922j -0.0436746-6.17722e-05j 0.015586-0.000812092j -0.0339605+0.00217225j -0.0122875-0.000231385j -0.00257264+0.00234113j 0.000680984-0.00119176j -0.000925023+0.00359312j -0.0117274+0.0051739j -0.0113278-0.00264864j -0.0139265+0.00157891j -0.000973744+0.00575184j -0.0206278+0.00382122j -0.00183094-0.000796216j -0.00417057+0.00332886j -0.000896918-0.00128274j -0.0115691-0.00586595j -0.00059618+0.00127515j -0.00289603+0.000114159j -0.00923248+0.00816245j 0.00652185-0.00894881j 0.000967905+0.00199149j 0.00430092-0.0130812j -0.0046434-0.00384967j -0.000899451-0.00998955j -0.0245197+0.00323562j -0.00075954-0.00474059j 0.0262773-0.00120933j -0.00567875-0.00169045j 0.0162067+0.00908592j -0.0281526-0.00848591j -0.0171979-0.0129463j 0.00306186-0.00188752j -0.000415798-0.00439499j 0.00367093+0.0264502j -0.000595895+0.0294631j 0.0216345+0.0396116j -0.0181537-0.00125167j 0.00803765-0.00199993j -0.0202984-0.00904506j 0.000342235+0.0148257j 0.00573357-0.0353948j -0.00462269-0.0374729j 0.00218035-0.0161096j 0.0101523-0.0217806j -0.0141682+0.00968448j -0.0170412+0.0124992j -0.0457194+0.0273804j 0.0126424-0.00107631j 0.0295009-0.00484594j -0.0184889-0.00561462j 0.00674165+0.0135954j -0.000608147+0.00461185j -0.0080787+0.00669453j -0.00454153+0.00226717j -0.00212593+0.000226721j -0.00212383+0.00153375j -0.00635968-0.00138981j 0.0054952-0.00205811j 0.0027123-0.00162706j 0.00124406+3.47483e-05j 0.00300206-0.000336412j -0.000247302-0.00432583j -0.00271068+0.00183745j 0.00395083-0.00343085j 
0.00777651+0.0119798j 0.000782611-0.00354219j 0.00588978+0.0217429j 0.00972607+0.00148283j 0.0173117-0.00865471j 0.00752465+0.0120515j 0.0464801+0.030438j -0.0165282-0.0131116j -0.0207848+0.0171634j -0.0175228-0.00276865j -0.00609952+0.0181958j -0.010182+0.0126401j -0.00146994+0.0016009j 0.00201916-0.00227035j -0.00701642+0.00420076j -0.0214146+0.00380597j 0.0119036+0.000347922j -0.0359793+0.00147221j 0.000850827+0.000232545j 0.00553266+0.000879997j 0.0141767+3.5803e-05j -0.0144504-0.0013602j -0.063019-0.0018144j -0.102939-0.00239959j -0.35601-0.00640087j -0.13896-0.00180746j 0.136559+0.0003716j -0.0662549-0.00244436j 0.0131482-0.00145682j -0.387311+0.00572452j 0.119914-0.00159834j 0.0790412-0.0014578j -0.0424108+0.00183964j 0.0161977+0.00112122j 0.0115885-0.00133309j 0.0171157+0.000847369j -0.0163182-0.00054782j 0.00470021-0.00187827j 0.0390635-0.00273519j 0.00104599-0.00096654j 0.0145612-0.00118766j 0.00420587-0.00490399j 0.00529861-0.0051607j 0.00677525+0.00130089j -0.000313737-0.000721083j 0.00230416+0.00187817j 0.010155+0.00209672j -0.00201002-0.00192091j 0.0123344-0.000960724j 0.0042844-0.00506694j -0.00857708+0.00519046j 0.015358-0.00354175j -0.0205036+0.0132432j 0.00446627-0.000619905j -0.0190082+0.0128208j 0.0232998-0.010646j 0.0126699-0.0015666j -0.00847023+0.0135896j 0.00203162+0.00221471j -0.0150356-0.0236068j 0.0154605-0.00375135j -0.0103906-0.0118784j 0.00398021+0.012592j -0.00711839-0.00157215j 0.0112344-0.0108861j -0.0238698-0.0163769j -0.0140217-0.00452275j 0.0126266+0.0144289j -0.000826887-0.0127557j 0.000811648-0.000326898j 0.0138658+0.0202781j -0.000297462+0.0287645j 0.0178284-0.0144001j -0.000930027-0.0306539j -0.0166106+0.0159466j 0.00299579-0.0101878j 0.00555146-0.00440001j -0.00248117+0.0186188j 0.0153685+0.00924419j 0.0093219+8.49773e-06j -0.0217611-0.0118276j -0.0180666+0.0135276j 0.0247892-0.00451362j -0.0026811+0.01136j -0.00209114+0.00505071j -0.0039696-0.00560433j -0.016588+0.00352651j -0.00737877-0.00621796j -0.00784262-0.00504702j 0.00141804-0.000176075j -0.000827864+0.00235906j -0.00630064+0.000108737j 0.000417171-0.0047811j -0.00148804+0.000709555j 0.00663951-0.00194901j 
-0.00593847+0.00369019j 0.0059136-0.00761175j 0.00510006+0.000818869j -0.00872647+0.00175431j 0.0111937-0.00905764j -0.0196779-0.00440374j -0.00449721+0.0185384j 0.00354287-0.0140853j -0.0142324-0.0220959j 0.0143492-0.00842118j 0.0213422-0.0129788j 0.0203054-0.0120211j -0.00212133+0.00436482j 0.00352146+0.00122057j -0.0021012+0.00271834j -0.0126657-0.000238474j 0.00234997-0.00503473j -0.0114436-0.0025338j 0.00182049-0.00110735j -0.00231559+0.000305322j -0.00299384-0.00118131j 0.00953786-0.000275999j 0.00616044-0.0012843j -0.0563312-0.00227853j -0.253953-0.00663742j -0.130918-0.00118049j -0.0820234+0.000896803j -0.0801141-0.00136038j 0.0377499+0.000798074j 0.345397-0.00459714j -0.0413097+0.00132773j 0.03891-0.00166765j 0.0262497-0.000505796j 0.0148419-0.00120295j 0.0244424-0.00082203j 0.00990655-0.00148245j 0.0141008-0.000534596j -0.0101145-0.00111793j -0.00203196-0.00115954j 0.00960792-0.00165178j 2.28554e-05-0.00132943j -0.0011819-0.000798249j 0.0122018-0.00107197j -0.0033856-0.000371417j -0.00220944+0.00160579j 0.00857341-0.0029576j 0.00452846+0.000401763j -0.00150985+0.00134028j 0.00221868-0.00289489j -0.00016388+0.000287993j 0.00193647+0.00283895j 0.00368145-0.00790118j -0.0164928+0.00829442j 0.00572575-0.00260094j -0.0128121+0.00497197j 0.0226552-0.0106069j 0.00149773-0.00654261j -0.00403744+0.00561829j 0.00418946+0.00559318j -0.00784378-0.0110157j -0.00663953-0.00373625j -0.0173161-0.0166497j -0.000565386+0.0141042j -0.012692-0.0105318j 0.0174864+0.0112955j -0.0243718-0.00262077j -0.00399428+0.0314211j -0.0131843+0.0227014j 0.0159538+0.00767434j -0.0316361-0.0105415j 0.00196493+0.0211073j 0.00335566-0.00861536j -0.0176024+0.00913462j -0.0125077+0.0182834j 0.0130712-0.00646332j -0.0104071+0.022469j -0.00749276+0.0190069j -0.0166009+0.00249497j 0.00994406-0.0147937j -0.00399446-0.00227687j 0.0130126+0.0177626j 0.00212642-0.00676168j -0.0196549+0.0017456j -0.00680003-0.00808524j 0.00400368-0.00307161j -0.00370799+0.00658004j 0.0027074-0.00347952j 0.00265147+0.0109221j 0.0014764+0.00601777j -0.00253942+5.54392e-05j 0.00145476-0.00192766j -0.00129491+0.0015417j 0.000575995+0.00538843j 0.000819806-0.00145104j -0.00130733+0.00182499j 
-0.030682-0.0221968j -0.0133262-0.00419932j -0.0117734-0.0498302j -0.0126816+0.00586735j 0.046134-0.00668921j -0.06633-0.0285828j 0.013135-0.00654006j -0.0402554-0.00273079j 0.0174133+0.0283695j -0.00571867-0.00388604j -0.012933+0.00304858j 0.0116624-8.21984e-05j 0.0136722-0.00455929j 0.00855252+0.00401323j -0.00602466-0.00374866j 0.0073342-0.00735186j -0.0113138-0.00355999j 0.0902101-0.00318118j 0.0291686+0.00118649j 0.0165295+0.00215577j -0.0623166-0.00102945j 0.107004+0.00385459j 0.193632+0.00533295j 0.110544+0.00314753j -0.0477833+7.76088e-06j -0.183905-0.00358032j 0.238988+0.0010359j -0.0243224+1.80368e-05j 0.287141-0.00121623j 0.0235487-0.0012982j 0.0325581+0.000306667j -0.0611833+0.0028477j 0.00499018+0.00031585j -0.00365668-0.00204384j -0.0217498+0.00077316j 0.00405254-0.000473096j -0.00729012+0.00128077j -0.00644438+6.13058e-05j -0.0241168+0.0052666j -0.0200479+0.00145989j -0.0141857+0.00620489j -0.00452417+0.00644261j -0.0395055+0.0124519j 0.0031627-0.00492846j -0.0238505+0.000495669j 0.0254607-0.0107561j -0.0135527-0.0100814j -0.00176232+0.000893989j -0.0190789+0.00455685j -0.0135231+0.00853377j 0.0203759+0.00611107j -0.00531466-0.00173247j 0.00495819-0.0218947j 0.00244386-0.0146091j -0.0253942-0.00670901j 0.0105695-0.0104817j 0.000977285-0.0131213j 0.0080456+0.0088468j -0.00424809+0.0045321j 0.0087998+0.0178067j 0.0375133+0.0281165j -0.0077226-0.0353821j -0.022018+0.013847j 0.000384788+0.04456j -0.0216187-0.0005852j 0.00733172-0.0037533j 0.00116131-0.0120259j 0.00897105-0.0119943j 0.0132912-0.0103354j 0.00331747-0.0369396j -0.0161355-0.0293092j 0.0111872+0.00294347j -0.0107915+0.00201724j -3.37423e-06+0.00618181j -0.0112275-0.00786132j 0.0305027-0.00736153j -0.0269567+0.011579j 0.00517065+0.00853617j -0.00896762-0.00187693j 0.0217251-0.00244694j -0.00389286-0.00482986j 0.0128376+0.00137791j -0.0168177+0.00361146j -0.00709258-0.0137734j -0.00244679-0.00159779j 0.00180131+0.00125155j 0.00992312+0.00510872j 0.000464469+0.00257482j 0.0153594-0.00346321j 0.00316001-0.00241706j 0.00146971-0.000708457j 0.00968334-0.00249453j -0.004586+0.00442744j 0.000381669-0.00134626j 0.000482466-0.000619703j 
-0.0121398+0.00535547j 0.00101013+0.00226463j -0.00568049+0.0168252j 0.00815144-0.00874579j 0.0384125+0.00745738j -0.0056803+0.00239656j 0.0799371+0.00381041j 0.0277026+0.0173716j -0.0360594-0.0204767j 0.0207563-0.0209279j -0.00940872+0.00276736j 0.0300504-0.023883j 0.0180748-0.0102734j 0.00151613+0.000872017j 0.0101738-0.00104367j -0.0184437+0.000189174j -0.0150579-0.00281387j -0.0353745-0.00229673j -0.0284268-0.00300087j -0.0191825-0.00164358j 0.00608286+0.00251104j -0.0743858-0.00723204j -0.0455221-0.00620653j 0.0248094+0.000302782j 0.157087+0.000762608j 0.0114503+0.00136858j 0.0562208+0.00499412j 0.195637-0.000987574j 0.0849926-0.000475616j 0.023066-0.000457715j -0.00269671-0.00088978j -0.023049+0.00152844j 0.00822866+0.00066328j -0.00897247-0.0010003j 0.0124781-7.55634e-05j -0.00700734+0.000378346j 0.0205858+0.000265157j -0.0214319-0.000232011j -0.00275951+0.000581316j 0.0104336-0.00240655j -0.00259344+0.00107528j -0.000513128+0.000503894j 0.0139062-0.00375261j -0.00135761+0.00545049j 0.0110503-0.0064745j -0.0060067+0.00271395j -0.000591552+0.00577047j -0.000742425+0.00213747j 0.014789+0.00100494j 0.00200093-0.00780105j -0.00121016+0.00933154j 0.00408129+0.0107666j -0.004266+0.000483449j 0.00575222+0.0204276j 0.00274481-0.00106624j -0.0254286+0.00778228j -0.00102724+0.0049876j 0.0301487+0.0326628j -0.0310663-0.0161116j -0.0190526-0.0145987j -0.00359282-0.0170554j 0.000281103+0.00180599j 0.00341452-0.00851242j -0.0288184+0.0185676j 0.0229635+0.0473088j -0.0275275-0.00547456j -0.0264181-0.00363166j -0.0345413+0.0348832j -0.0100381-0.0414734j 0.00678928+0.0117194j -0.00433932+0.00668883j -0.0110128+0.0180802j 0.0160743-0.0144698j -0.0222538+0.00239935j -0.0432219+0.0331888j 0.0148599-0.000826279j 0.00830516+0.00955706j 0.011935+0.00512799j 0.0114793-0.0191487j 0.00200777+0.00557836j -0.00984888+0.00819485j -0.00499528+0.0109705j 0.00652715-0.0116407j -0.00158703-0.00450413j 0.0027439+0.000729203j -0.00507489+0.00417529j -0.00559664+0.00669468j -0.000217454+0.0101381j -0.000599817+0.00354234j -0.000107519+0.000271793j 0.00175329-0.00102297j -0.00320669+0.00198914j -0.00835703+0.0084615j 0.00615709-0.0019815j -0.00245211+0.00330745j 
-0.00708426-0.00969225j 0.0167824+0.00769517j -0.0289367-0.0399243j 0.0296409-0.00235277j 0.0198083+0.00185262j -0.0104692-0.0161693j 0.064382-0.00150919j 0.0676612-0.0122937j -0.00184434+0.0145961j -0.00992541+0.0360017j 0.00881866-0.0040304j -0.00153044+0.0118558j -0.0234381+0.00893265j -0.000981452+0.00450383j 0.00171547-0.00477455j 0.0173868-0.00276809j 0.00467943+0.00556343j 0.0583688-0.0027256j -0.000639358+0.00155595j -0.0145787-0.00182912j -0.0692636-0.00480886j 0.0697406+0.00421551j 0.172299+0.0063586j 0.115358+0.00394437j -0.0324071-0.0015715j 0.0449837+0.00162905j 0.32813-0.000781808j 0.0465111+0.000437178j -0.29743+0.00497365j -0.017815-0.000528372j 0.0139558-0.000357739j -0.02183+0.00064154j -0.0148794+0.00159098j -0.0272556+0.00247393j -0.0474442+0.00465752j 0.0130736-0.0032723j -0.0271829+0.00203659j 0.0178311+0.00424845j -0.0125499+0.00360395j -0.0198701+0.00285151j -0.00325558+0.00335887j 0.00427865+0.00833475j -0.0341054+0.0110751j 0.0137045+0.00370175j -0.0335651-0.000293759j 0.00719883-0.0138222j -0.01646+2.91852e-05j 0.00813421-0.000558874j -0.0328906+0.0148431j -0.0255877-0.00182529j 0.0343291-0.000108446j -0.0143617+0.00564394j 0.027099-0.0127433j 0.01287-0.00443563j -0.0223694-0.00673193j -0.0128396-0.0210733j 0.0218288+0.00606259j 0.00276042+0.00485728j 0.00425247+0.0164366j 0.000927316+0.0163497j -0.00533308+4.32158e-06j -0.0162296-0.0232054j -0.0104388-0.0328251j 0.0127571+0.0113032j 0.0216372+0.0337835j -0.00508213+0.00136781j -0.0124291-0.0114097j -0.00896251+0.0218511j 0.00986106-0.0246416j -0.00566136+0.0219649j -0.0240243+0.0381397j -0.0126115-0.00116218j 0.00245963+0.0242011j 0.00168513-0.019369j -0.028413+0.00613459j -0.00349323-0.000416805j 0.0362592-0.0211638j 0.00480905-0.0122548j 0.002024+0.00564749j -0.0197065-0.00990729j -0.00619177+0.0118675j -0.0209567-0.00861426j 0.0210889-0.00511092j 0.00187894+0.0205219j -0.00442077-0.00109865j 0.00907621-0.0031665j -0.00301138+0.0022219j -0.00123713-0.0103873j -0.0122525+0.00512612j -0.00146441+0.00335469j -0.0052426+0.00431382j -0.00241108+0.00621355j 0.00757912-0.0127934j -0.00109003-0.000717724j 0.00236613-0.0043443j 
