0.0242629+0.104302j -0.0238164-0.0169996j 0.0109061+0.0324019j -0.0470096+0.0821351j 0.041538+0.0217178j -0.00788935-0.00591416j -0.0653005+0.0616477j -0.0319459+0.0301264j -0.0537478+0.0105612j -0.0281159+0.00775165j 0.0402292-0.0506462j 0.0169738+0.0153429j -0.0392994+0.0178086j 0.00904284-0.0118836j 0.0185032-0.0258004j 0.00361963-0.00227259j -0.00561936+0.000783739j 0.0169503-0.0243473j 0.00589845+0.0137487j 0.0134514-0.0302262j -0.000164622+0.0201904j -0.0302028+0.0289927j -0.0166445-0.0403678j 0.0252139-0.0698187j -0.0101245-0.0858687j -0.0805847+0.137769j 0.0877851-0.0351631j 0.378747-0.339309j -0.19862-0.0575765j -0.0579867-0.0401979j -0.0707404+0.131668j 0.0484111-0.0426455j -0.00170405+0.0156013j -0.00383085+0.0149336j -0.0317657+0.0268984j 0.00399118+0.00682166j 0.021042-0.0119557j -0.00790172+0.00731667j -0.008403+0.00684263j 0.00347171-0.0116623j -0.0225452+0.00968437j -0.00740141+0.000345359j 0.00419464+0.00175753j -0.00402756+0.00660062j -0.0105911-0.000212635j -0.0129043+0.00798097j -0.00166018+0.00271906j -0.00740043-0.0031366j 0.00171033-0.0010892j 0.0057186-0.0012257j 0.00760508-0.00941126j -0.000950186-0.00322364j 0.0127832-0.00631111j 0.00362984-0.00857098j 3.04578e-05-0.00794478j -0.00357028-0.00159074j -0.00294599+0.00472705j 0.0134068-0.0179406j 0.00723269-0.0109069j -0.00105386+0.00459141j -0.0119027+0.0028827j 0.0104108-0.000139982j -0.0129677+0.0173449j 0.00509065-0.0196671j -0.00715484+0.0228979j 0.0118532-0.0857895j 0.0829801-0.0251361j -0.049668+0.0739086j -0.0517973+0.0417519j 
-0.0034138-0.0206967j 0.104441-0.0462045j -0.108261+0.0293526j -0.0276938+0.012539j 0.0592157+0.0427079j -0.0490972-0.0334369j -0.0965874+0.0269203j -0.0751267+0.123498j -0.0071386+0.104243j -0.00428331-0.0290963j -0.053253-0.0112804j 0.129079-0.0308999j -0.0245663+0.0296214j 0.0374531+0.0276097j 0.018982-0.0659046j 0.0216137-0.0249005j 0.116401-0.0398511j -0.173669+0.00489459j -0.0214346-0.00801843j -0.0840248+0.0147367j 0.0557787-0.155173j -0.0930568-0.00825983j 0.0864918-0.126306j -0.0501586+0.146203j 0.0100727+0.100358j -0.09296-0.1449j 0.12084+0.0399921j 0.105984-0.0888267j 0.169755+0.19526j -0.000669889+0.0651075j -0.0992333-0.00439565j 0.0501121-0.0183522j -0.0293693-0.00506424j 0.0190186-0.00158447j -0.0182907+0.00210282j -0.023609-0.00742884j -0.0117917-0.0146485j 0.00612898-0.00720437j -0.0144816+0.00544476j -0.0055161+0.0214313j -0.000159394+0.00234518j 0.00328893+0.00184091j -0.00491421-0.00569072j -0.0122885-0.010773j -0.000507168+0.0114148j -0.0099231-0.0056505j -0.0192299-0.00797118j -0.00206861-0.00420695j -0.0133153-0.0112792j -0.0119886-0.00887444j 0.00131868+0.00419001j -0.00597246+0.00630366j 0.00462138-0.0070971j -0.00887521-0.00722137j 0.025522+0.00644732j 0.0262638+0.0083341j 0.00784838-0.0338604j -0.0149083+0.0120526j 0.0269153-0.0143768j 0.0179123-0.0206374j -0.0120312+0.0133964j -0.0102258-0.00645309j -0.0153824+0.0077063j 0.00989076-0.0150113j -0.000845246+0.0143431j -0.00535724+0.0336662j 0.0379069-0.00246205j -0.0372365-0.00308933j 0.0100884+0.0258672j 
0.0602319-0.0786471j 0.00211932-0.0243273j -0.0935594+0.0581061j -0.0599685+0.0382328j 0.0965874+0.00556396j -0.0880272+0.0804464j -0.034911-0.0174216j 0.0656565+0.0448921j -0.0359147+0.0144378j -0.0275579-0.0772755j -0.20483+0.00238185j 0.0978828-0.0214702j -0.118762-0.111153j 0.00119503+0.0720148j -0.0988398-0.015095j -0.0254413-0.0255976j 0.0341431+0.0591347j 0.0352645+0.0299677j -0.0469364+0.104619j 0.0715914-0.0684094j -0.0896739+0.0228315j 0.0404885-0.121281j 0.0382889-0.180817j -0.0346672+0.116425j 0.00289009-0.0822228j -0.0763079+0.0401807j 0.1068-0.189537j 0.130393-0.0598295j 0.0616952+0.0496166j -0.019312+0.0386022j -0.0100606+0.0137618j 0.0471347-0.00766439j -0.0164346+0.00400415j 0.0166603+0.00354827j 0.00299455-0.0148806j -0.00524145-0.00749428j -0.0206194-0.00169269j 0.00464991-0.00195056j -0.000723606-0.00830545j -0.00612693-0.0153137j -0.00696763+0.0133925j -0.00213498+0.00158841j 0.0162218-0.00683323j -0.00565333+0.00721074j -0.000281155+0.0218755j 0.00768893+0.00172612j 0.00912145+0.00273545j -0.00256456-0.00905991j 0.00640587-0.00756873j -0.00498364+0.0269744j -0.00476+0.00989168j -0.00701346+0.00725431j -0.01457+0.00969838j -0.0211743-0.00812786j 0.0256794+0.0196265j 0.00496664+0.00377126j -0.020533-0.0077095j 0.0216499+0.0056983j -0.0171115-0.00101327j -0.000580201+0.00160896j 0.0174578+0.00154327j 0.00970702-0.00559014j 0.0093752-0.00530626j 0.00685357-0.0305948j 0.0340265-0.0134522j -0.0418908+0.00970302j 0.00582557+0.032565j -0.017697+0.00170087j -0.00605475+0.0148037j 
-0.0107876-0.0484229j -0.0127537-0.00769099j 0.0677931-0.0161339j -0.0576845+0.00763894j 0.0118783+0.0294394j 0.0675599+0.00948232j 0.0479112+0.0360863j -0.00857098-0.00754518j -0.0576434+0.0339189j 0.0103703+0.0101269j 0.0831465+0.0594704j 0.0141742+0.0787272j 0.123415+0.0822653j 0.0421044+0.00820014j 0.121587+0.0117767j -0.0183973+0.135275j 0.0829109-0.11689j -0.0152431-0.190039j 0.0130181+0.0742343j 0.0219043-0.040701j -0.139638-0.148611j -0.0545118+0.10157j -0.141176+0.0223761j 0.0890215+0.0488296j 0.09566+0.214395j -0.112924-0.196989j 0.238754+0.000769009j 0.00185446-0.0223087j -0.113872-0.0459605j -0.00378604+0.0345557j -0.0193655-0.00211106j -0.018521+0.00970209j -0.0123726+0.00203689j -0.00309062+0.00663546j -0.019486+0.00988857j 0.0115694+0.00401518j 0.0127697-0.000163109j 0.00476224-0.00295042j 0.00015521-0.000297161j -0.00102869+0.00525362j 0.00841661+0.0146026j 0.00386332+0.0160955j -0.0163069+0.00832996j 0.0152145-0.000881159j -0.00442388-0.00546649j -0.0040335-0.00389608j -0.00735703+0.00796492j 0.0117438-0.0123133j -0.0141959+0.0035467j 0.0104103-0.00110228j 0.00720661-0.00803059j -0.0153705+0.000140583j 0.0157912+0.0120215j -0.0163169+0.0109248j 0.00954011-0.0171187j -0.0162751-0.00010155j -0.00858442-0.0380545j 0.0283589-0.0236961j -0.00450109+0.0114009j -0.00135019-0.0238788j 0.0170421-0.0190872j -0.027699-0.013773j -0.00979835-0.0169131j 0.00945555-0.00528639j -0.00489899+0.021535j -0.0094207+0.00944309j 0.00754541+0.00443685j -0.0105201+0.00769081j 0.000906625+0.0119666j 
-0.0140527+0.0228704j -0.00911078+0.0333961j -0.0312242-0.0404565j 0.0315329-0.042015j -0.00714321+0.0312665j -0.0854918-0.0142913j -0.104133-0.0600339j -0.0202525+0.0431516j -0.0640308-0.114085j 0.0118215-0.101407j -0.122983-0.0444217j -0.00488439-0.0298825j -0.0635975-0.0374042j 0.059026-0.0705287j 0.0883713-0.0740911j 0.0163936-0.0149928j 0.036927-0.135651j 0.0377257+0.0323584j 0.128277+0.0338213j 0.117244-0.0690064j -0.085214+0.00415635j 0.115826-0.00604023j -0.159788-0.0276603j -0.213876+0.144655j 0.0147522+0.0390684j -0.101138+0.0565373j -0.0615345-0.13169j -0.0379428-0.110623j 0.126476+0.012881j 0.0240065-0.0178734j 0.00530901+0.00350625j 0.0162823+0.00743863j 0.00621257-0.0138363j 0.000399951+0.0054858j 0.00760843-0.00244855j -0.0247352-0.0200313j -0.0080828-0.0159411j -0.00229324+0.0115825j -0.00258352-0.000564596j -0.00644408-0.000545946j -0.00367658+0.00709658j -0.00388583-0.0120079j -0.00193049-0.000904979j -0.00984331+0.0110261j 0.006034+0.0114862j 0.00564924+0.00708994j 0.00906871+0.00327827j -0.00876822-0.000431277j -0.00232503+0.0144137j 0.00465907-0.0189669j 0.0112321-0.0197032j -0.0211662+0.00805572j 0.0183694-0.00281425j -0.0135373+0.00258149j -0.00116054+0.0314678j -0.0304071+0.00237347j 0.00601915-0.0142284j 0.00630136-0.0152169j 0.00858178+0.0177538j -0.00229449+0.00842381j 0.00857404-0.00538679j -0.0136878+0.0187908j 0.029739+0.00613406j 0.00186366+0.0390728j -0.0207956-0.00700771j 0.00774734-0.00254974j -0.0106957-0.00549965j -0.0148208+0.00725406j 0.00989476+0.0155274j 
0.0423148-0.0412564j -0.00852588-0.0234125j 0.00219164-0.0100332j -0.000298171-0.00054416j -0.000712333+0.04777j 0.0568891+0.0105339j 0.000861504-0.0554971j 0.0732597+0.14544j -0.0612903-0.0819499j 0.00761573-0.124455j 0.0349773-0.00805771j 0.106465-0.100405j -0.0191625-0.0122056j 0.00186247+0.024713j -0.0708957+0.0492466j -0.023863-0.0456014j 0.0221204-0.0127164j 0.186528+0.00741437j 0.0246031-0.0108313j 0.110109-0.00593277j -0.125288+0.0234963j 0.0612708-0.0403448j 0.0460737-0.0239043j -0.0273699-0.0860133j -0.093024+0.0965955j -0.0176351+0.020914j 0.166006-0.0563104j 0.0259062-0.0374976j 0.0600049-0.0191304j -0.0058398+0.0241358j -0.00231499+0.0118766j 0.00343637-0.000467468j -0.00238009+0.000261274j 0.000376613+0.0104885j -0.0100741-0.0210442j 0.0108947+0.00146338j 0.000383209-0.0238434j -0.00487731+0.00118055j 0.006691+0.00328635j 0.00416181+0.00809933j 0.00442095+0.00782431j 0.00679747+0.000849228j 0.00458889-0.00283493j -0.00670368+0.0106805j -0.00268531+0.0109243j 0.0060598-0.0114303j -0.00256909-0.00408252j -0.00342055-0.00468494j -0.00606339-0.00913891j -0.017057-0.00100767j 0.0235988-0.0042558j -0.0167604+0.000167535j -0.0171416-0.00286256j -0.000256219+0.00890155j 0.00630042-0.0027261j 0.00565734-0.0078722j 0.00102115-0.00227754j 0.00410294+0.00675155j -0.0275197+0.0058819j 0.0172462-0.00609492j -0.00318672-0.0219969j -0.00826118-0.0241865j 0.00823431+0.0455202j -0.0372072+0.00896117j -0.015679-0.0218836j -0.0175991+0.012502j -0.00302904+0.011766j -0.00905254+0.00998102j 0.00836178+0.00329044j 
-0.00371549+0.0197343j 0.0290117+0.0222254j -0.0360329-0.0028386j -0.00825053-0.021431j 0.0475229+0.0124271j 0.0522125+0.00949381j -0.0365077-0.062146j 0.0622705+0.0370577j 0.0224923-0.0107594j -0.039688-0.112679j 0.0756465+0.106246j -0.0479142-0.0136897j 0.00848229-0.139148j -0.0105343-0.115872j -0.0914843-0.187377j 0.00426597+0.0121435j -0.015323-0.0884084j -0.0859084+0.124879j 0.232737-0.0850616j -0.317878-0.196042j -0.165925+0.144329j -0.0389223+0.0121067j -0.109997+0.131574j 0.0850837-0.075101j 0.0141784+0.0591658j 0.0447556-0.0844761j 0.0527719-0.0121633j 0.0495693+0.0420147j 0.0106475+0.0738582j -0.0206052+0.0126118j -0.0284015-0.0250701j 0.0112762-0.00127872j 0.000398433-0.00577197j 0.0073568-0.00460896j -0.0193384-0.00803344j 0.00129652-0.0119158j -0.00265963-0.0060043j 0.000166812-0.0151462j 0.000824356-0.00777864j 0.0119871+0.0226234j 0.00548523+0.00619565j 0.00872222-0.00175j -0.00829882+0.001566j -0.0112648+0.00914943j 0.0033107+0.0171399j -0.0154877+0.0278078j 0.0252093-0.00350564j -0.0197779+0.00883841j 0.00292672+0.00382358j -0.000438731-0.0155423j -0.0156104-0.0304771j -0.0137517-0.0142618j 0.0117762-0.0185958j -0.0290582+0.0252539j 0.0205408+0.00505935j 0.00976571+0.0141465j -0.00968231-0.0386065j 0.001911-0.0178059j 0.00035232-0.0199561j 0.00718173+0.0021205j 0.00465237-0.0280233j 0.0158731+0.00306953j -0.00386472+0.00013026j -0.0139675+0.000154496j 7.35492e-05-0.0137247j 0.00505438+0.00721516j 0.00872015+0.0046467j -0.0160316-0.00949691j -0.01232+0.018017j 
0.00608819-0.0547533j 0.0454445-0.0419488j -0.0606478-0.0181188j -0.0828533+0.0279977j -0.0328812+0.0294906j -0.054967+0.000388655j -0.130223+0.0330891j -0.156298-0.0829641j -0.230227+0.0764245j 0.0173878+0.0069275j 0.0448626-0.075412j 0.0599688-0.0371215j -0.0602697+0.0655451j -0.0715474-0.0323283j -0.11034-0.0241619j -0.0281478-0.0248534j 0.0339628-0.0138147j -0.0416052+0.189745j -0.0740914-0.0831568j -0.0360162+0.0867259j -0.0707779+0.160596j -0.00159953-0.13414j 0.0974935+0.0802414j 0.117305+0.0251572j -0.119432-0.182788j -0.196096-0.134339j 0.0901396-0.0456408j -0.0042803-0.0420233j -0.0388108-0.0440919j -0.0123767+0.048309j -0.0442417+0.00683815j 0.0399832+0.00961452j -0.0340178-0.00414983j -0.00204939+0.0039627j -0.0144191-0.00367633j -0.0261727-0.00910744j 0.00674502+0.00706167j 0.00589355+0.0102499j -0.012579-0.000135449j 0.00869866+0.00519476j 0.0130925+0.00707776j -0.005898+0.00697229j 0.0124597+0.00541895j 0.0033633+0.0135315j 0.00577972+0.0079475j 0.00571381-0.00262355j 0.00526821-0.00248587j -0.000558373+0.0244208j 0.00735262-0.0212273j 0.00342028-0.0151793j -8.46906e-05-0.0023133j -0.00325881+0.00211517j -0.028357-0.014339j 0.00442141+0.0187091j 0.0202402+0.0104647j 0.000632305+0.00502074j -0.00371818+0.0182806j -0.000719301-0.0150891j -0.00175357-0.00154476j 0.00606315-1.53735e-05j -0.00474489-0.0052032j -0.0111487+0.0100936j 0.0321333-0.0147662j 0.0247808+0.0286844j -0.0102768+0.00168287j -0.0191517+0.0125964j 0.0191148+0.00765739j -0.01017+0.000221546j 0.000906123+0.0100609j 
-0.00817983-0.0198439j 0.00112024-0.00862036j 0.0662747-0.030415j -0.120732+0.000578075j 0.0331958-0.0473345j 0.143036+0.0924101j -0.0160274+0.0109076j 0.0654229-0.0878872j -0.0531571-0.0726123j -0.0299651+0.0433661j 0.0128888+0.201829j -0.0413882-0.0341099j -0.10367+0.0851704j -0.031638+0.0219773j -0.0780728-0.0657225j 0.00615022-0.0387062j -0.0110291-0.0273709j -0.13545-0.181522j -0.0306981-0.158878j 0.0626428-0.0167737j -0.125889-0.0977727j 0.172215-0.057887j 0.0458845-0.0251473j 0.0708444+0.181435j 0.0887626+0.00646292j -0.0685494+0.0548934j -0.0815937+0.0441629j 0.0961399-0.0521667j -0.0885578+0.00213507j -0.009717+0.014421j -0.00837423+0.00281187j -0.016888+0.0132509j -0.0260981-0.0126717j -0.000362566-0.00294655j -0.0231798-0.0157768j 0.0179775+0.00355204j 0.00421024+0.0323507j 0.00340206+0.0129596j 0.00941407+0.00955963j 0.00666972+0.0139186j -0.0144604+0.0258854j -0.00383387+0.02015j 0.00830645-0.0120084j -0.0105691+0.0163822j 0.0119054+0.00833085j -0.0088999+0.000497998j 0.0287689-0.00658243j -0.0120983+0.0187277j 0.00653119+0.0290695j 0.0136458+0.0191603j -0.0270117+0.0115734j 0.000296994+0.00343987j -0.002849+0.0203075j -0.00962962-0.0191614j -0.0127341+0.00818439j 0.0056074+0.0075193j -0.0151738+0.0148522j -0.0131052-0.00466451j 0.0290699+0.00711824j -0.0156632+0.00711792j -0.0243116-0.00954212j -0.0104815+0.00834025j -0.00418054+0.0225036j -0.0162026-0.0043056j -0.00655712+0.0107371j 3.66646e-05+0.0106516j 0.00788042+0.00349678j -0.00615667-0.00717397j -0.0128627+0.0147307j 
-0.0275687+0.0296404j 0.0390581-0.00567759j -0.0933861-0.0139294j 0.0317041-0.0167372j 0.0521419+0.127233j 0.0209039-0.0355352j -0.0690962-0.00433366j 0.0610178+0.0719749j -0.0756985+0.00304077j -0.0169379+0.033991j 0.120115+0.0305082j -0.0107436+0.108457j -0.0223826+0.204466j -0.0719285+0.0858938j 0.0104189+0.0664231j -0.0543503+0.0724352j 0.0195174-0.0433713j 0.227244-0.214509j 0.0794981+0.0744564j 0.0611496+0.00754139j -0.00887446-0.147079j -0.0356326-0.129577j -0.019369+0.163792j 0.30374+0.116748j 0.103587-0.017953j -0.108954-0.122815j 0.000555342-0.184381j -0.104043+0.0241896j -0.0142615+0.0336899j 0.0138566+0.0186745j -0.0441435-0.00650813j 0.0424437+0.00998434j 0.00525453-0.0156067j 0.00508093+0.0297639j -0.0167743+0.0158092j -0.015283-0.0110631j 0.00101601-0.00895242j -0.00458193-0.0199317j -0.00273173+0.00887464j 0.00588859+0.00855179j -0.0036573+0.0117589j -0.00309798+0.010634j -0.00323871-0.00732866j 0.00844261+0.0116576j 0.0028038-0.00290876j -0.0138728+0.004789j -0.00793973+0.0028009j 0.0320445+0.00131881j -0.00101853+0.00860525j -0.00298072-0.0152171j 0.0265727+0.00100196j -0.00157649+0.000582209j -0.0163159-0.0184812j -0.0132655-0.00758655j 0.0288403+0.0115735j 0.0195031+0.00565135j -0.00158573+0.010883j -0.000303368-0.00407265j 0.00965616-0.00136975j -0.0142859+0.000708763j -0.00275005-0.0149149j -0.00832712-0.00321382j 0.00142576-0.00333835j -0.00412323-0.00473351j -0.00865025-0.00660987j -0.000716943-0.000717373j 0.00436963-0.00104251j -0.00863596+0.00261446j 0.0097915+0.00696695j 
0.0172806+0.052972j 0.0129951-0.01214j -0.0635889-0.0232265j 0.112785+0.0348476j -0.0852935-0.0232835j 0.112252-0.00821357j 0.0336523-0.00916529j -0.0224867-0.0533335j -0.03053-0.00358544j -0.0157985+0.0206984j 0.0156242+0.0953545j 0.0813902+0.0518043j -0.047498+0.0501625j -0.00301488+0.00544804j -0.130134+0.0802777j 0.028913+0.0250845j -0.0649343-0.0975497j 0.0915401+0.0964819j -0.0837785-0.146321j -0.015581+0.177315j -0.061872+0.0750913j 0.0388637+0.00220024j -0.0600737-0.0999131j -0.0902926+0.0379729j -0.0375485+0.0873851j -0.14328+0.0624045j -0.0118533-0.126433j -0.091278+0.078878j -0.0231519+0.0700256j -0.00930578-0.0241051j 0.025734-0.0048217j 0.0125612+0.0271533j 0.0438219+0.0101477j -0.0167126-0.00221779j -0.0120801+0.00223296j 0.00704359-0.00953536j 0.00645992+0.00492417j -0.0094057-0.00279527j -0.00575885+0.00652839j -0.00573558+0.00878469j 0.0154523-0.0138198j -0.00723808+0.0136789j -0.0182106-0.00185818j -0.00790784+0.000969556j 0.000532816+0.011091j 0.0207046-0.0041693j 0.0209791-0.0120013j 0.0292073+0.0358928j 0.0451557+0.00986428j 0.0155012-0.0160576j -0.0136677+0.017067j 0.00452868-0.00613633j -0.0162759+0.0102137j -0.00803718-0.00661413j -0.00539178-0.0121814j -0.017463+0.0183497j -0.0196681+0.00425381j -0.00505898+0.00890175j -0.012638-0.0172117j 0.00743497-0.0104729j 0.00798761-0.0190428j -0.0123712-0.00840132j -0.00991913+0.0057521j 0.00245985+0.00738547j -0.00635377+0.00251232j -0.00193068+0.00300453j 0.0068396+0.000836548j 0.0118263-0.0189335j -0.00421607-0.00920541j 
0.000317736-0.0294124j 0.000504381+0.0427487j -0.0507311+0.112954j -0.0342427-0.066108j 0.11305-0.0427402j 0.0483769+0.0782372j -0.0213287+0.0912993j -0.053564+0.0106029j -0.0231481-0.109095j -0.149849-0.0239465j 0.0264665+0.0112106j 0.15329-0.0201109j -0.0338121-0.0691544j 0.04813+0.0333356j -0.0541523+0.0901974j 0.0829678-0.0418346j 0.00383497+0.0841651j 0.106931-0.103632j -0.0908771-0.039412j -0.11273+0.126958j -0.0446574+0.208218j -0.197128+0.00803339j -0.111936+0.124112j 0.0352259-0.0271541j 0.0260443+0.0947344j 0.10242-0.153019j 0.0470095+0.0215341j 0.0195579-0.0262864j -0.0372737-0.00792217j -0.0095146+0.0194703j -0.00947984-0.0360593j 0.0268915-0.0332278j -0.0101129-0.0170383j 0.025516-0.00753445j -0.022111-0.00321421j -0.0104138+0.00150443j 0.0078562+0.0148704j -0.00235598+0.00540392j -0.0200187-0.0177014j 0.0045996-0.00601703j 0.0102858+0.0151385j 0.0206496+0.0164972j -0.0016029-0.00565793j -0.00198926+0.025936j 0.00209307+0.0147721j -0.023234-0.00722998j 0.00873321+0.000142687j -0.00138621+0.0194647j -0.00350034-0.00850205j 0.0180134+0.0207933j 0.00456654+0.0097244j -0.00456437-0.000104624j 0.00694107+0.0114257j 0.0178575-0.00388182j -0.011344+0.00777033j 0.00650701-0.00511026j -0.0046572+0.0127296j -0.0121791+0.000915621j -0.0109412+0.0177254j -0.00958898-0.0226336j -0.022152-0.000579718j -0.0148126+0.0194977j 0.00629651+0.00672392j 0.00214045-0.00921918j 0.00830809-0.00641961j -0.0172999-0.00297181j -0.00222355+0.0164877j -0.0103528-0.000728368j -0.0026683+0.0112744j 
0.0339995-0.0725303j 0.0103598-0.0194939j 0.00192083+0.0323817j -0.0146237+0.00462104j -0.0230885-0.0375888j -0.024577-0.0485877j 0.0153412-0.0396992j -0.0573348+0.106054j 0.074515+0.0311484j -0.127501+0.0355646j 0.187623+0.0733547j 0.0192664+0.0775237j 0.0420615+0.171372j 0.155441-0.0253895j 0.068095+0.0712828j 0.16799-0.0095123j -0.042557-0.226065j -0.100361+0.0721392j 0.0703693-0.0884109j 0.11156+0.0299373j 0.0635662+0.0219574j -0.0504102-0.0101592j -0.0367686-0.158653j -0.193261-0.090747j 0.00713611+0.0928357j 0.00772259-0.0247685j 0.119+0.0814755j 0.0236158+0.0423896j 0.0231655-0.0633402j -0.0394125+0.0318922j -0.01699-0.0268757j -0.00247726-0.0134718j -0.0133471+0.00650565j -0.00104573-0.0206568j -0.00349136-0.00388977j 0.00459679+0.00168613j 0.000563683-0.0094769j -0.00591011+0.00380237j -0.0122679-0.00398513j 0.0154242+0.0084559j 0.00251073-0.00411424j -0.00635452+0.00820303j -0.0379546+0.0139475j -0.00183332+0.00852123j 0.0132626-0.0105501j -0.0311677-0.00726212j -0.00994579-0.000125308j 0.02908+0.00244483j -0.00217258-0.0159467j -0.0241835-0.00467671j 0.0166797-0.0143043j 0.0182254-0.00853248j 0.00348413-0.017753j -0.00618086+0.0184368j -0.0110908+0.0014415j 0.00602619+0.0187918j -0.0160792+0.0338687j 0.000352568-0.00792153j -0.00289177-0.00543367j -0.018753+0.0105942j -0.00809538-0.00567265j 0.0209397+0.00390522j 0.00623261-0.0142816j -0.00308779-0.00174695j 0.00112675-0.0132898j -0.00214187+0.00409385j 0.00333759-0.00301742j -0.00648265+0.000769235j -0.0020525-0.00652018j 
-0.0268735+0.032893j 0.0080327+0.0110421j 0.00853526-0.0757923j -0.03538+0.0153782j 0.0493638+0.0584107j 0.0901827-0.0690832j -0.10616-0.106308j -0.00357195+0.0587655j 0.0717196+0.0108519j -0.0498334+0.137042j 0.0874261-0.0341897j -0.0773244-0.0708046j -0.119645-0.0547436j 0.160089-0.0212719j -0.0856651+0.095034j 0.0362214-0.188681j 0.0292471+0.169738j -0.0970303-0.0708242j -0.135636+0.0105789j 0.089747-0.0697552j 0.00648953+0.232878j -0.154009-0.144695j -0.0181096-0.0242455j -0.122749+0.11468j 0.118297+0.0906489j 0.0271077-0.0348213j -0.0902393-0.06081j -0.0156036-0.0349855j -0.0165602-0.0100319j 0.00750552-0.0139336j -0.0108988+0.000570809j 0.000100232+0.0230528j -0.0116535-0.00468732j 0.00421162+0.013981j -0.019848+0.00571266j -0.00301445-0.0191996j 0.00671203-0.00460158j -0.00903617+0.000693925j -0.00276704+0.016948j 0.00526596-0.00544418j -0.0204315-0.0138789j -0.0139621-0.00206773j -0.0144195+0.000953159j 0.00961032+0.000318288j 0.00320546+0.0164132j 0.00135844+0.000547139j -0.00712546+0.00223398j -0.00987587+0.0136942j 0.0117337-0.017259j 0.0162457-0.00824052j -0.00219018-0.0251836j 0.0242473+0.00482004j -0.0316087-0.0326308j 0.0229361-0.0227756j 0.0117465-0.019863j -0.0153335-0.0125742j 0.00868133+0.0109479j -0.00563068+0.0151968j 0.00537812-0.00249209j 0.00083832+0.0128667j 0.000359422+0.0137489j 0.00235323-0.0120298j 0.00492554+0.00502096j -0.0143098+0.00203395j -0.00643667+0.00368659j 0.00317664-0.000346211j -0.00138432+0.00608467j -0.00585485+0.00347889j 0.000219947+0.00954971j 
0.0163111-0.00114189j -0.00771207+0.0326879j -0.0415597-0.0225857j -0.00793994-0.0682686j 0.0360595+0.0428785j 0.10683+0.0514145j 0.0208691+0.0182304j -0.0525014-0.0848726j 0.268963+0.146868j -0.0475781-0.0959247j -0.0300324+0.0523461j 0.0223352-0.0909823j 0.0412436-0.126515j -0.147941+0.111122j -0.0792668-0.0198168j 0.0646234+0.127868j -0.0093868+0.117009j -0.128147-0.130918j -0.140854-0.0395421j -0.261485+0.129387j 0.0734525-0.0975376j 0.0794809-0.0169301j -0.0278191-0.076829j 0.0349449+0.114282j 0.127577+0.192579j -0.0631718-0.100723j 0.0679442-0.081118j 0.00152323-0.0392654j 0.0199223-0.0500644j -0.00601761-0.0153047j 0.0115496-0.0137875j -0.00154477+0.000127055j -0.00990749-0.0159802j 0.0110223+0.00532839j -0.0123031-0.00862448j 0.0114436+0.0130301j 0.00123906+0.0204106j -0.0350538+0.0022318j -0.00643054-0.00399485j 0.012901+0.0211194j -0.0117317-0.0133894j -0.0135144+0.0118802j 0.00487863-0.0250533j -0.00441975-0.00226323j -0.0174385+0.0192489j 0.00362774-0.00468969j 0.0154361-0.0261714j 0.00253986-0.0201763j 0.0244689-0.00297371j 0.0141719-0.00188633j -0.0211398+0.00976966j -0.0286708-0.00947212j 0.0114117+0.0368108j -0.00458872+0.00807434j 0.0157312-0.00366184j 0.0261765-0.0228732j 0.0116321-0.00863896j 0.00614432-0.031483j 0.00176648-0.0177959j 0.0075104+0.00826577j -0.00967607+0.0146435j 0.00616063-0.00551909j 0.00290618-0.00581664j -0.0123056+0.00325839j -0.00489969-0.00294729j 0.00393558+0.000844028j 0.00292753+0.00217242j -0.0020173+0.000358852j -0.0023449-0.00243249j 
