2.41662e-13+0.17579j 5.88684e-14+0.0438473j -8.19562e-14-0.0601124j 9.53867e-14+0.0704983j 1.15317e-13+0.0838355j -1.30807e-14-0.00945734j 9.52854e-14+0.0691154j 5.59878e-14+0.0404826j -1.43756e-13-0.104894j -1.24058e-13-0.0895708j 3.22655e-14+0.0249649j 9.36785e-14+0.0704937j 3.96234e-14+0.0294595j 1.96975e-13+0.144701j -8.26449e-14-0.0565572j 7.56575e-14+0.0641453j -8.82995e-14-0.0570016j -1.14745e-13-0.077434j -2.24642e-12-0.0198801j 1.01174e-14+0.00282587j 1.22103e-14+0.00783216j 1.44221e-13+0.0925197j 2.10931e-15-0.0312824j -4.98968e-15-0.00450915j 1.06261e-14+0.00180448j -1.55969e-13-0.107622j -4.08594e-14-0.0367807j 1.01417e-13+0.0769867j -6.75089e-14-0.011891j -1.77129e-16-0.00153191j 9.24138e-14+0.0664621j 1.36902e-14+0.013132j 2.55876e-14+0.0208285j 8.32767e-14+0.0579605j -6.4846e-14-0.0457384j 1.60609e-15+0.000858411j -9.28638e-14-0.0709043j -3.50762e-14-0.0338933j -2.74946e-14-0.0223281j -1.15739e-14-0.00877909j 2.67898e-14+0.0313094j -1.171e-13-0.0726047j 8.19185e-14+0.0595611j 2.69265e-14+0.0204881j -3.15578e-14-0.0233283j 4.91634e-14+0.0354809j 2.17027e-14+0.0161191j 7.97002e-14+0.0581912j -1.358e-13-0.0981895j 2.78951e-14+0.0208522j 6.30217e-15+0.00480252j -8.11274e-14-0.0591919j 5.93806e-14+0.0432007j -1.50586e-13-0.109737j 2.7297e-13+0.136351j 1.20738e-14-0.00508386j 
-8.17021e-17+0.00273475j 6.84189e-16-0.00525746j 1.50714e-16-0.0105865j -3.62936e-18-0.000537925j 2.47961e-17-0.00180924j -1.02277e-16-0.00287444j -4.87387e-17-0.00234373j 1.27365e-17-0.00197824j -1.46286e-16-0.00090433j -2.04119e-16-0.00444796j 1.15335e-16+0.000878871j 1.16645e-16+0.00149575j 7.59058e-17+0.000329366j 9.46192e-17-0.00474976j -1.32757e-16+0.000137921j -1.07155e-15+0.00330809j 2.91847e-16+7.9119e-05j 8.41323e-16-0.00336031j 3.95423e-13+0.00355935j -2.71617e-16-0.0037192j 4.41386e-16+0.00331836j 2.64473e-16+0.000234886j -4.51351e-15+0.00334638j 1.06755e-15+0.0048143j 2.69448e-16-0.00186722j -2.94701e-16+0.00202962j 1.34765e-16-0.0014829j 2.26133e-16+0.00937915j -1.92971e-14-0.00656653j 1.35463e-15-0.00316381j 3.95072e-16-0.0038057j 2.27875e-16+0.00590705j 6.20833e-16-0.00266527j -6.40099e-16-0.00275208j -6.17044e-16-0.00834226j -5.67965e-16+0.0012267j -7.46003e-17+0.0011256j 3.41475e-16+0.00105465j 7.00882e-16-0.00244347j 2.07477e-15+0.00288722j -1.81961e-15+8.82254e-05j -2.37025e-15-0.0044421j 8.2274e-17-0.00744622j -6.43744e-17+0.00311389j 2.18743e-16+0.00580396j -9.05926e-17-0.000602796j 5.66232e-17-0.00281637j 3.82135e-17-0.00259158j -2.14464e-16-0.0033311j -9.63503e-17+0.00151166j -1.90265e-17-0.00563682j -1.01664e-16+0.00321426j 1.10064e-16-0.00464996j 1.1985e-16-0.00565224j 1.72664e-15+0.000748493j 2.09503e-16+0.00860096j 
1.14026e-16-0.00122637j -2.50505e-16+0.000963575j -3.71442e-17-0.00114429j -3.2437e-17-0.00028493j 3.83284e-17+0.000170431j 2.47905e-16-0.00212862j -7.16544e-17-0.00303259j -2.77825e-16+0.00253018j 2.16271e-16+0.00113489j -3.14659e-17-0.000414874j 9.19657e-17+0.000995063j 3.7918e-16-0.0010096j -4.62359e-16+0.00121111j -1.96036e-16-0.000496353j 1.56665e-16+0.00142992j 1.93901e-16-0.00199655j -1.00695e-16+0.000215266j 3.67346e-16-0.00191814j 1.39808e-13+0.00126292j -2.83294e-17-0.000941452j 6.06627e-17-0.00151729j -2.51102e-17-0.00160214j 4.31325e-15-0.00242469j 2.16907e-16+0.00317254j -9.96885e-17+0.00245602j -1.83497e-17+0.000278093j -1.38103e-15+0.00195919j 7.98345e-16-0.00220976j -7.38246e-15-0.00281779j -1.66891e-16+0.000500318j -2.85781e-17+0.000299137j -8.18676e-17+0.000221779j 6.72366e-17+0.000327628j -3.77802e-16-0.00278408j -3.58273e-16+4.53642e-05j -7.10997e-17+0.000459671j -4.38581e-16+0.00116172j -7.09367e-17+0.000337942j 7.96253e-16-0.000821795j 1.45259e-15+0.00283697j 1.04841e-15+0.000460505j 5.55054e-16+0.0019805j 8.18239e-17-0.0012143j 2.70791e-16-0.000164287j -1.64865e-16-0.000910065j -6.71746e-17+0.00053448j -8.84958e-17-0.00023383j -3.25093e-16+0.00189458j 2.8806e-17-0.000893385j 2.03865e-16-0.00223138j -1.43505e-16-0.00310071j -1.01341e-17+0.000438799j 4.95496e-17-0.000750908j 3.21683e-17+0.000149995j -3.44145e-16-0.000511159j 1.14738e-16-0.00111457j 
1.91557e-17+0.00116028j -1.53247e-16+0.00144118j 1.24222e-16+0.00387499j 7.23336e-18+0.00164366j 1.13815e-16+0.00161748j -4.1496e-16-0.00813113j -4.11794e-16+0.000754784j -1.74597e-16+0.0012696j -3.58261e-17-0.0056979j -2.92473e-16-0.00132556j -1.92035e-16-0.00258199j 1.39745e-16-0.00379051j -2.37195e-16+0.0067677j -1.51525e-16+0.00512631j -4.13504e-16-0.00317075j -1.25555e-15+0.00523488j -6.38297e-16-0.0008027j 1.03118e-15+0.00141958j 5.21902e-13+0.0046906j 3.90325e-16+0.00278099j -8.58315e-17-0.000758388j 7.96038e-16+0.00253831j 1.12423e-14-0.00765757j -3.45063e-16+0.000919879j 2.40906e-16+0.00180627j -5.77114e-16-0.00639793j -1.29602e-15+0.00116438j 3.5697e-16-0.00508076j -5.17276e-15-0.00183813j -5.90946e-16+0.00173946j -4.4897e-17+0.000857437j 6.87128e-17+0.00516919j -3.82958e-16+0.000603929j -3.83979e-16+0.00118158j 1.03655e-16+0.00377659j 7.57612e-16+0.000538102j -5.88163e-16+0.00376767j 1.15597e-16+0.00306181j 7.28636e-16-0.00413106j 4.91948e-17+0.000516318j 2.98603e-16-0.00177808j 4.03282e-16+0.00243763j 4.1946e-16+0.00559708j 1.19276e-16-0.00378362j 1.47862e-16+0.0041927j -2.33609e-16-0.00156378j 5.65685e-17+0.00139562j 6.61464e-17+0.00536145j 5.34529e-17+0.000133462j -3.68871e-16-0.00675132j -4.27445e-16+0.0011176j 4.22021e-19-0.000971443j 9.02312e-17+0.00200876j 5.34408e-17-0.000879904j -2.88616e-16+0.000278689j -1.20084e-16-0.00398617j 
8.88892e-17-0.000205705j 5.61901e-16-0.00164133j 1.09792e-16+0.00160735j 1.15081e-16-0.000117867j -1.30108e-16+0.0018078j 9.49949e-16-0.00952455j 1.281e-15-0.00780864j 5.77065e-16-0.00268589j -5.62942e-16+0.0016232j 2.29975e-16-0.00219635j -3.76525e-16+0.0011725j -3.5072e-16+0.000610238j 4.88987e-16+3.45902e-05j 5.94423e-16-0.00196954j -2.54681e-16-0.000296451j 7.02514e-16-0.00111372j -1.92754e-16-0.00383052j 2.33231e-16+0.00340694j 3.23911e-13+0.00291042j -2.41669e-16+0.00234357j -1.09981e-16+9.85984e-05j 4.12281e-16+0.00413375j 6.09458e-15-0.00435159j -1.23474e-15-0.00154456j 7.94848e-16-0.00432359j -7.3458e-16+0.00274688j -2.30119e-15+0.00192745j 1.25804e-15-0.00379465j -2.37312e-14-0.00918458j -1.41741e-15+0.00342959j 8.75654e-17-0.000141673j 4.52642e-17+0.0019415j -7.33343e-16+0.0028331j -2.80375e-16-0.00391381j 1.78276e-16-0.0026908j -5.13128e-16+0.00190267j 4.57627e-16-0.000357265j -1.07739e-15+0.00235791j -1.83288e-15+0.00557558j 8.63578e-16+0.00143755j 5.88048e-16+0.000268363j 6.6293e-16+0.00126953j -2.88066e-16+0.0045506j -5.84606e-16+0.00146024j -2.67207e-17+0.000563391j 4.97789e-16-0.00311016j 3.70475e-16-0.00171686j 4.40183e-16+0.000577952j -3.12313e-16+0.0019897j 7.88477e-16-0.00847877j 1.399e-15-0.00870408j -2.89592e-16+0.0012577j -1.31696e-17+0.00142106j 1.32474e-17-1.45101e-06j 4.63134e-16+0.000836845j -2.47107e-16-9.99334e-05j 
1.18281e-18+0.00212433j 1.69386e-16-0.00412153j 1.32312e-16+0.00212364j -1.06402e-16-0.00221401j 1.90283e-16+0.00226231j -4.97111e-16-0.00326469j -5.54207e-16-0.00446511j -2.38221e-16-0.00301123j 4.46026e-16+0.00596867j 1.73844e-16+0.00302699j 3.11893e-16+0.0022976j 1.19621e-16+0.00329956j 7.54267e-18-0.00127224j -4.37452e-16-0.00466468j 1.7632e-17-0.000904064j 1.09816e-16-0.000309479j -2.01398e-17+0.000725521j 6.04212e-16+0.00750508j -2.47659e-13-0.00223972j -5.92411e-16-0.000487527j -2.24301e-16-0.00332991j 1.35914e-15+0.00550945j -1.52204e-15+0.000497389j -1.43462e-15-0.00208635j -9.78637e-16-0.00544541j 1.46686e-15+0.00632663j -6.71787e-16+0.00137805j 1.84513e-18-0.00697479j -6.23828e-15-0.0024757j -7.02535e-16+0.0012852j -9.74964e-17-0.000404555j -3.22785e-16-0.000624699j -4.89245e-16+0.00468255j -3.68823e-16+0.00228479j -1.30955e-15-0.0071916j -3.81077e-16-0.000649224j 4.52542e-16-0.00135575j -3.47501e-16-0.00422868j -4.21313e-18+0.00802741j 3.69132e-17-0.000422829j -8.33569e-16-0.000888441j -1.01561e-15-0.00211196j 3.72892e-16+0.00663478j -2.30138e-17+0.000479562j -5.83339e-16-0.00535302j 1.55898e-16+0.00183876j -2.939e-16-0.00171834j 5.71603e-17+0.00014753j 2.70087e-16+0.00302107j -5.44345e-16-0.00386031j -7.05725e-16-0.00567221j 2.00957e-16+0.00239725j 2.14856e-16+0.00353965j 4.61333e-17+0.00102126j 2.98347e-15+0.00361328j 7.73809e-16+0.00331967j 
-8.13137e-18+0.00100336j 1.07902e-16+0.00124323j -2.26371e-17-0.00048623j 1.00058e-16+0.00156951j 2.473e-17+0.00130072j -9.30517e-17-0.00156597j 5.61904e-17+0.000271981j 1.82623e-16-0.000216995j -1.27959e-16+0.000212591j -3.94763e-16-0.00223706j -3.09331e-16-0.00401966j -2.7465e-16-0.00222413j -1.43499e-16-0.00302297j 2.08336e-16+0.00159302j 1.51485e-16+0.00136716j 3.47662e-16-0.00262736j -9.21496e-16-0.00358246j -3.15741e-16+0.000780579j -1.56358e-13-0.00140925j -1.54813e-16-0.000491164j 5.55862e-16+0.00320794j 3.49861e-16+0.00149178j -9.19041e-18+0.000103892j 3.71274e-16+0.000458511j 7.46663e-16+0.00169509j -3.71909e-16+0.00065674j 2.10736e-16-0.00190785j 1.71438e-16-2.01288e-05j -4.51404e-15-0.00141763j -1.92345e-16+0.00118296j 3.27228e-16+0.0053824j -8.7873e-17-0.00218903j -1.96847e-16+0.00157513j -2.22829e-16-0.00169617j 5.10077e-16+0.00200693j 3.29883e-16+0.00321524j 1.42128e-16-0.00535043j 2.10215e-17-0.000976323j -4.14238e-16+0.00117204j -2.47468e-15-0.00333454j 1.97431e-15+0.000892057j 2.76769e-15+0.00396634j -1.30763e-16+0.00154722j 3.16043e-17+0.000388242j 3.06182e-16+0.00219415j -1.8062e-16-0.00200266j 3.12732e-16+0.00319379j 3.13707e-16+0.00354422j -1.3416e-17+0.000961181j -9.48283e-17-0.00143518j 1.44567e-16+0.00131246j -1.34868e-16-0.00155964j -3.81912e-17+0.000616946j -9.72214e-17-0.00265369j -2.77754e-16+0.000119469j -3.19855e-16-0.00183933j 
3.42732e-16-0.00138691j 1.40073e-16-0.00259702j -7.91194e-17-0.00480067j -6.56685e-17+0.00083515j 1.09456e-16-0.00106904j 4.17281e-16-0.00454913j 2.91574e-16-0.00279376j -1.4733e-17-0.00375735j -1.78025e-20+0.00516856j 1.655e-17+0.00115421j 5.00348e-17-0.000393226j 2.48216e-16+0.000126024j -1.57622e-16+0.000948839j -8.04921e-17-1.70319e-05j 2.75524e-17-0.000432026j 6.10849e-16-0.00184972j -2.24972e-16-0.00126193j 7.08367e-17-0.000624016j -5.73414e-14-0.000511754j -1.86298e-16-0.00118826j -1.07413e-16-0.00113851j 5.50809e-16+0.00088787j 4.92692e-15-0.00309815j -5.69327e-16+0.00143951j -1.9479e-16-0.000735806j -7.11169e-17+0.00384708j -1.11042e-15+0.000223981j 6.13665e-16+0.00110947j -1.54959e-14-0.0057337j 2.40595e-16-0.00119543j 5.33537e-17-0.000791921j -5.0003e-17-0.00233486j -9.04931e-16+0.00586489j -3.98317e-16-0.00275791j -7.07037e-16+0.000542429j -4.3991e-17-0.000349127j -4.8342e-16-0.00172918j -4.41182e-16+0.00365656j 1.75052e-16-0.00260239j 6.84372e-16+0.00177208j 4.47792e-16-0.00209848j -1.82392e-16+0.00303432j 6.88948e-17-0.00159258j 1.10224e-16+0.000864847j -2.03685e-16+0.000712915j 1.94122e-16-0.00131222j 4.06431e-18-0.00376075j -8.83757e-17-0.000941576j -1.66583e-16+0.00403493j 4.09539e-16-0.00301179j 1.50945e-16-0.00402638j -3.69895e-17+0.00191634j 1.67579e-16-0.00228811j -2.69461e-17-0.00539626j -7.71431e-16-0.00248199j -1.754e-17+0.00324692j 
-8.23268e-16+0.00518384j 2.0203e-16-0.0010745j 3.85802e-16-0.00462995j -3.48991e-16+0.00246669j -3.05942e-16+0.00177814j -3.93003e-16+0.000626715j -5.48838e-16+0.00308893j 1.99375e-16-0.00265729j 4.07221e-16+0.000907854j 4.66707e-16-0.000870782j 2.90733e-16-0.00201444j -4.96806e-16+0.00287257j 3.61265e-16-0.00118903j -5.53385e-16+0.00324934j 7.29965e-17-0.00146597j -1.17211e-15+0.00296067j 2.10569e-16-0.00301755j -3.83645e-16-0.00250999j -4.28156e-13-0.00385245j 1.90098e-16+0.00133391j -3.67188e-16+0.00194322j 2.73939e-16+0.00410268j -2.71387e-15+0.0014498j 1.30931e-16-0.000653816j 3.22763e-16-0.00283682j 5.30188e-16-0.000851563j 1.99773e-15-0.00439571j -1.19894e-15+0.00308454j 8.06001e-16+0.000768468j 1.65002e-16-0.00118763j 1.58484e-18+0.00108859j 2.61812e-18-0.002116j -9.0137e-16+0.00526284j -9.02806e-17+0.00125303j 9.23613e-17-0.00110072j -3.27822e-16+0.000781399j 7.39759e-16-0.0047261j 1.16453e-17+0.00113215j -2.61373e-16-0.00123352j -1.68016e-15-0.00396193j -1.98429e-15-0.00146124j -8.99268e-16-0.00316107j 1.56353e-17+0.000737481j -7.7395e-16+0.00355297j -1.1982e-16+0.000155334j 8.57833e-17+0.000309853j -2.66428e-16+0.000417583j 1.63042e-16-0.000324004j 1.78679e-16+0.00109931j -6.51148e-16+0.00232999j -2.75168e-16+0.00072228j 2.78527e-16-0.00106159j -9.74835e-17+0.000387655j 5.2957e-16-0.00683677j 1.69038e-15+0.00284473j 1.97737e-16+0.00304347j 
3.71985e-16+0.00115554j -4.70713e-17-0.00028454j -4.499e-16-0.00123587j 1.16523e-16+0.000963696j 8.88053e-17+0.000635453j 3.99909e-16-0.00219002j 3.0194e-16+0.000389258j -2.0396e-16-0.000405803j 6.0974e-17+0.00166505j -1.36656e-16+0.0027888j -6.8663e-17-0.000277406j 2.6333e-16+0.000892426j -2.62634e-16+0.00265045j 1.7386e-16+0.0013246j -2.94526e-16-2.42418e-05j -5.82437e-16+0.00278041j 2.57675e-17+0.00188943j -5.6703e-16+0.000799455j -4.14127e-14-0.00036982j 1.46944e-16+0.0010448j -8.56445e-18-0.00176938j 4.57953e-16+0.00120798j 3.78657e-15-0.00238046j -2.05637e-16+0.00117228j -1.75923e-16-0.00132774j -1.30702e-16+0.000131957j -1.41816e-16-0.00174744j 4.44226e-16-0.00304029j -7.93776e-16-0.000442668j 1.26745e-16-0.00197708j -9.96481e-17+0.000270238j -6.1411e-16+0.00115027j -7.6684e-16+0.00449602j -2.34169e-16+0.00206048j -4.23108e-16+0.000933916j 3.59554e-16-0.00199828j -6.12152e-16+0.00104498j 5.41009e-17+0.000839704j -2.81441e-16-0.000996255j -1.06015e-15-0.00127973j -1.07893e-15-0.00358243j -1.55983e-15+0.000268429j -2.94276e-16+0.00328935j 3.92563e-16-0.00111901j -1.509e-16-0.000987805j 6.81249e-17+0.00165936j -1.04052e-16-7.90481e-05j -2.65368e-16+0.00179749j 8.83403e-18+0.00157073j 5.31217e-16-0.00199829j 6.78098e-17-0.00031095j -4.22847e-17-8.9072e-05j -4.59725e-17+0.000612256j -4.15393e-16-0.00329206j 6.00353e-16+0.000547866j 4.56366e-16+0.000205748j 
4.68842e-17-0.00154716j 3.18392e-16-0.00159484j 1.80418e-16+0.00504087j 5.61706e-17-0.00245104j 4.11436e-17-0.000194856j 1.55688e-16-0.000751676j 7.62895e-17-0.00266085j 1.96939e-16-0.0012912j -3.72282e-16-0.000267884j -1.25097e-16+0.00050552j 9.71084e-17+0.00151298j -7.11389e-18+0.000189161j -3.86422e-17-0.00128404j 3.23847e-17-0.00422823j 1.65298e-16+4.29736e-05j 1.19067e-16-0.000413038j 1.53458e-16+0.000771115j 6.91337e-16+0.00603414j 1.41624e-13+0.00126431j -3.36076e-16+0.00103398j 9.07944e-17-0.000729746j 1.64045e-16+0.00160342j -2.82032e-15+0.00165143j -1.12432e-15-0.0034777j -4.13757e-16-0.00337096j 4.10242e-16+0.00190254j -4.61737e-16+0.00176965j 4.68805e-16-0.00199729j -1.06156e-15-0.000558665j -5.0505e-16+0.00187385j 2.05671e-16-0.00139383j 1.95248e-16+0.00207379j 1.53236e-17-0.00347922j 1.57213e-16+0.000736466j 1.79416e-18-0.00219052j -3.73501e-16-0.000885379j 2.16966e-16+0.00160776j -6.08928e-16-0.00112102j -2.65914e-16+0.00566756j 4.75254e-16+0.000419058j 1.89404e-16+0.00140775j -1.8885e-16-0.0017013j 4.65714e-17+0.0025181j -1.56922e-16-0.000879322j 3.3901e-17-4.74415e-05j 4.66377e-18-0.00125127j 1.06521e-16-0.000858403j 1.66167e-17-0.0023713j -3.54641e-16-2.74533e-05j 8.69788e-17-0.00159004j 1.5359e-16-0.00172056j -1.62573e-16+0.00113257j 2.3345e-17+0.00147227j 2.1848e-16+0.00566209j 2.73184e-16+0.000232159j -1.93289e-16+5.32646e-05j 
3.98522e-17+0.000226784j 6.1102e-17+0.000872268j 9.45519e-16+0.00344928j -2.75802e-16-0.000869887j 1.97736e-16+0.00094162j -2.8667e-16-0.00149452j -2.11272e-16-0.000801006j 4.97941e-16+0.00210726j -7.29669e-16-0.00305512j -2.60584e-16-0.0011086j -2.60118e-16-0.00166835j -3.32222e-16-0.001974j 4.77208e-17-7.41454e-05j -4.33891e-16-0.00171013j 1.12251e-16+0.00159547j -1.76039e-16+0.00205543j 2.66558e-16+0.000203885j 1.23567e-15+0.00297375j 2.1293e-13+0.00190628j 4.86938e-16+0.00210444j 2.65298e-16+0.00128448j 4.62111e-16+0.00103018j -8.98593e-16+0.000809192j 2.44829e-16+0.0002122j 1.28309e-17-0.000629699j -5.89947e-16-0.00211105j 8.67921e-17-0.000755881j -7.14858e-16-0.00326236j 1.85935e-15+0.000582115j -1.69637e-16+0.001423j 1.67067e-16+0.00130472j 1.02586e-15+0.00423751j -4.87364e-16-0.0033233j 1.92848e-16+9.64007e-05j 1.23503e-16+0.000180518j 3.61326e-17+0.000845996j 6.76903e-16+0.00166328j -4.95505e-16-0.000630014j 4.28253e-16+0.00286577j -1.36634e-15-0.00193786j 2.49318e-17+0.000519167j -3.19102e-16-0.000934293j 6.56174e-16+0.0027725j -2.99882e-16-0.00085157j 5.1143e-16+0.0025032j -1.42521e-16-0.000845536j 6.70152e-16+0.00328062j 3.79472e-16+0.00206431j -5.0914e-16-0.00192564j -3.7565e-16-0.00174256j 8.08077e-17+0.000444432j -1.1964e-16-0.00074749j 3.55649e-16+0.00148226j 9.34227e-16+0.00314375j 5.68537e-16+0.00100676j -4.58203e-16-0.00243243j 
-3.71128e-16-0.00093581j 6.79737e-18+0.000299761j -3.76643e-16-0.0020464j 1.30408e-16+0.000900304j -2.22355e-16-0.00104989j 1.32447e-16+0.00227198j 2.6555e-17+0.00158041j -2.06778e-16-0.0011593j 5.11143e-16+0.00127265j 2.55331e-16+0.000753669j -6.00586e-17-0.000612917j -1.45603e-17+0.000633931j -3.76864e-17-0.000705988j 1.53606e-16+0.00113913j 5.90859e-17+9.92416e-05j -2.15371e-16-0.000153555j -1.35099e-16-0.00051736j -1.18638e-15-0.00321153j -1.60713e-13-0.00143846j 3.91772e-16+0.000573105j 8.15979e-17+0.00106601j -7.89633e-16-0.00171148j -1.08403e-15+0.000662582j 2.23018e-16-0.000130213j 5.87016e-17+3.39479e-06j 1.79083e-16+6.80156e-05j 6.34012e-16-0.00146648j -3.02567e-16+0.00225806j 3.86672e-15+0.00150968j 2.56475e-16-0.00109985j -1.93226e-16-0.000983664j -5.07135e-16-0.00235368j 3.99685e-16+0.00191361j -2.96587e-16-0.000702727j 4.53003e-16+0.00189386j 2.72686e-16+0.000153425j -2.27758e-16-0.000746137j 2.99606e-16+0.00192064j -4.97237e-16-0.00236127j -7.44743e-16-0.00106718j -7.45403e-16-0.00111097j 1.38738e-17+0.000153379j -4.57481e-16-0.00253475j 2.45881e-16+0.0015975j -1.47074e-16-0.000151348j -2.07806e-17-8.56186e-05j -8.53586e-17-0.000307366j -1.2653e-16-0.00166528j 5.31701e-16+0.00156226j 1.12361e-16+0.00233186j 4.67053e-17+0.0014367j 5.17965e-17-0.000300105j -2.49771e-16-0.0013607j -3.75063e-16-0.00189885j -1.40815e-15-0.00162223j -1.76652e-16+0.000596214j 
-4.86391e-17-0.000674974j 2.99478e-16-0.00147535j -1.63894e-16-0.00157763j 1.40916e-16+0.000472753j -1.08236e-17-0.000888376j 8.69051e-17-0.00279298j 1.12766e-16+0.000213585j 2.69256e-17-0.00177957j 8.36376e-17-0.000213781j 6.29231e-17+6.03662e-06j -8.04993e-18-0.00115581j 1.26099e-16-0.00075258j 1.27578e-16+0.00318138j 2.84173e-16+0.00127768j -3.16746e-16-0.00220893j -8.24564e-16+0.00333422j -2.46011e-16-0.0010946j -5.2743e-16-0.00277577j 1.30799e-13+0.00118202j 5.29002e-16+0.00191075j -1.67901e-16-7.23017e-05j -1.04378e-16+0.000345385j 3.55633e-15-0.00252342j 7.13361e-17+0.000870949j 2.08278e-16-0.000573792j -3.95172e-16-0.00226315j -3.4451e-16+0.000129536j 2.40299e-17+0.000176998j -1.89e-15-0.000724972j -1.14996e-16+4.93792e-05j -7.42303e-17-0.00364196j -1.47509e-16+0.000952947j 2.39753e-17+0.00221535j -3.6853e-16-0.00146025j 1.5628e-16+0.00110693j 2.60146e-16+0.000494962j -5.2958e-16+0.0023375j 1.57711e-17+0.00492671j -1.40235e-16-0.00494629j 7.1652e-16+0.00099072j -1.38484e-15-0.00185174j -1.28862e-15-0.00103361j -6.21352e-17-0.00195855j 5.39048e-17+0.00135664j -1.39438e-16+0.00244922j 8.24392e-17-0.00121475j 6.49468e-20-0.00169891j 8.92314e-17-0.0012728j 1.02454e-16+0.00203755j 7.12513e-17-0.000958979j 7.07098e-17-0.000790728j -6.84629e-17+0.00110429j -2.59861e-17-0.00135526j -2.22763e-16-0.00214973j -9.16714e-16-0.00170698j -2.81736e-16+0.00166185j 
7.02531e-17+0.00347298j -7.74209e-18-5.74566e-05j 1.1906e-16-0.00266779j -8.82484e-17+0.00219j 6.78551e-17+0.000311124j -2.68948e-16-0.000208282j -8.54151e-17+0.00413016j 1.85155e-17-0.00111258j -8.05369e-17-0.00323576j -1.33281e-16-0.00213432j -1.61833e-16-0.00131179j -1.9065e-16-0.000360271j 1.14604e-17+0.000837244j -8.27956e-17+0.00449956j -7.09346e-17-0.00210183j 9.77349e-17+0.000415479j -2.72588e-16-0.000913606j 4.52338e-16+0.000611792j -4.88534e-14-0.000442917j -5.02092e-16-0.00237583j 8.85883e-17+0.000501818j 6.58484e-16+0.00256174j 4.8956e-16-0.0004559j 5.20666e-17-0.000692669j 3.22722e-16+0.00154814j -1.80933e-16-0.00191897j 6.76043e-16-0.0012873j -4.39667e-16+0.00656231j -3.59006e-15-0.000908533j 8.18536e-16-0.00166787j 2.52123e-16+0.00318071j 1.31478e-17-0.000164363j 1.0831e-17-0.00093816j 3.85921e-16+0.00259368j 5.82466e-18+0.00151926j 2.79224e-16-0.00146456j -2.227e-17-0.00353208j 3.21325e-16-0.000137379j 4.40932e-16-0.00338825j -1.05618e-16+5.20549e-05j 6.89281e-16+0.000967605j 8.55274e-16+0.000918371j 2.64643e-16-5.99898e-06j -8.63994e-17-0.00222927j 1.88015e-16+0.00325397j -5.47962e-17-0.000935217j 7.59867e-17-0.00114495j 2.01895e-16+0.000620298j -2.78213e-17-0.00180485j -2.19992e-16+0.00127007j -5.04523e-17+0.00329977j 4.53249e-17-0.00117941j 1.22059e-16-0.000642718j 3.93754e-17-0.00459196j 9.43882e-16+0.00110254j 1.9831e-16+0.00113642j 
1.80691e-17+0.000909406j 1.48089e-16+0.000410105j 1.70221e-16-8.39464e-05j -3.22136e-17-3.88707e-05j 3.4044e-16+0.00132153j -7.24032e-16-0.00213487j -7.0914e-16-0.00194699j 3.29665e-16+0.00126192j 1.41637e-16-0.000152458j -7.58368e-16-0.00242727j -4.18814e-16-0.00134935j -5.10864e-16-0.00148787j -5.08678e-16-0.00150807j -1.47036e-16-0.000581821j 3.58921e-16+0.00111215j -5.2246e-16-0.00194689j -1.14675e-15-0.00222937j 4.29035e-16+0.000665464j 1.25642e-14+0.000110663j -4.64026e-16-0.000766503j 4.76818e-16+0.00107726j 6.52577e-16+0.0013371j 1.43884e-16-7.70515e-05j 6.75214e-16+0.00135847j 8.74004e-16+0.00133087j 6.30344e-17+0.000331138j -2.35707e-16+0.00044767j -9.54779e-17-0.00118151j -7.27618e-15-0.00233534j 1.76763e-16+0.00177747j 8.62197e-16+0.00277562j -1.77186e-16-2.72742e-05j 1.64771e-16-0.000566464j -9.40943e-16-0.00216194j -1.01853e-16-0.000995904j 6.07505e-16+0.00238423j -4.57669e-16-0.00232402j -3.13779e-16-0.00127531j 5.10655e-16+0.00179488j -6.45701e-17-0.000121719j 1.86398e-15+0.00187485j 2.15163e-15+0.00141678j 1.70625e-16+0.000591462j 1.19805e-16+0.000539008j 2.42972e-16+0.00100548j -4.07536e-16-0.00100439j 4.53569e-16+0.00167185j 7.81644e-16+0.00253514j -1.01259e-16-0.000995603j -7.40096e-16-0.00185798j -5.50032e-16-0.00168729j -6.95179e-17-0.000282744j 1.65785e-16+0.000561337j 1.18773e-16-8.79583e-05j 6.93645e-16+0.00107954j -2.91431e-16-0.000861861j 
