2.41662e-13+0.17579j 5.88684e-14+0.0438473j -8.19562e-14-0.0601124j 9.53867e-14+0.0704983j 1.15317e-13+0.0838355j -1.30807e-14-0.00945734j 9.52854e-14+0.0691154j 5.59878e-14+0.0404826j -1.43756e-13-0.104894j -1.24058e-13-0.0895708j 3.22655e-14+0.0249649j 9.36785e-14+0.0704937j 3.96234e-14+0.0294595j 1.96975e-13+0.144701j -8.26449e-14-0.0565572j 7.56575e-14+0.0641453j -8.82995e-14-0.0570016j -1.14745e-13-0.077434j -2.24642e-12-0.0198801j 1.01174e-14+0.00282587j 1.22103e-14+0.00783216j 1.44221e-13+0.0925197j 2.10931e-15-0.0312824j -4.98968e-15-0.00450915j 1.06261e-14+0.00180448j -1.55969e-13-0.107622j -4.08594e-14-0.0367807j 1.01417e-13+0.0769867j -6.75089e-14-0.011891j -1.77129e-16-0.00153191j 9.24138e-14+0.0664621j 1.36902e-14+0.013132j 2.55876e-14+0.0208285j 8.32767e-14+0.0579605j -6.4846e-14-0.0457384j 1.60609e-15+0.000858411j -9.28638e-14-0.0709043j -3.50762e-14-0.0338933j -2.74946e-14-0.0223281j -1.15739e-14-0.00877909j 2.67898e-14+0.0313094j -1.171e-13-0.0726047j 8.19185e-14+0.0595611j 2.69265e-14+0.0204881j -3.15578e-14-0.0233283j 4.91634e-14+0.0354809j 2.17027e-14+0.0161191j 7.97002e-14+0.0581912j -1.358e-13-0.0981895j 2.78951e-14+0.0208522j 6.30217e-15+0.00480252j -8.11274e-14-0.0591919j 5.93806e-14+0.0432007j -1.50586e-13-0.109737j 2.7297e-13+0.136351j 1.20738e-14-0.00508386j 
3.09557e-17-0.00117338j -1.27468e-17+0.000467225j 4.19732e-17-0.000106181j 2.71471e-17-0.000530932j 2.05567e-17-0.000999264j 6.15519e-17+0.00224452j 1.30571e-17+0.0012006j 2.59514e-17+0.00117797j -3.02582e-17-0.0016027j -6.87967e-17-0.00127529j 1.79682e-17-0.00137103j 1.18505e-16-0.00168764j -3.18567e-17-0.000687544j 9.62943e-17-0.000636206j -3.71937e-17+0.000466306j -1.299e-16+0.000184456j -9.04739e-17-0.000502242j -1.83702e-16-0.0023761j 3.8718e-14+0.00035219j 2.82542e-16+4.62625e-05j 1.47618e-16+0.00173968j -3.79657e-16-0.00204586j -2.39439e-15+0.00186307j 7.16444e-16+0.0010287j 1.39108e-16+0.00183862j -2.87701e-16-0.00179768j 3.94589e-16-3.71528e-06j -2.09968e-16+0.00147542j 6.27215e-15+0.00230431j 8.18643e-17+0.000493214j -1.39374e-17-0.000958158j 1.42404e-16+0.000176388j 6.23865e-16-0.0028244j 1.70914e-16-0.00149467j 2.91798e-16+0.000705374j 3.59725e-17+0.00162029j -9.95044e-17+0.000754212j 1.19435e-16+0.000643728j 2.59242e-16-0.00202294j -6.97233e-17-0.000101523j 4.77386e-17+0.00110769j -1.97137e-17-0.000635975j -5.17033e-18-0.00357029j 1.27413e-16+0.00101757j 5.88849e-17+0.00196582j -5.28457e-17-0.00069673j 9.34727e-17+0.00129036j -4.09241e-17-0.000626441j -2.56096e-17-0.000948472j 5.80269e-17+0.00244341j 2.98439e-17+0.00189721j -4.39921e-17-5.28518e-05j 2.16431e-17-0.00114587j 4.50253e-17+0.0015155j -7.92897e-16-0.00123312j -2.30554e-16-0.000243063j 
2.21125e-17+0.000214353j 1.45636e-16-0.00292634j -1.31536e-16-0.00107307j -2.07698e-17-0.00134859j -2.79245e-17-0.00153623j -5.75447e-18+0.00296281j 2.71455e-17+0.000487455j -1.01889e-16-0.00297679j 1.45578e-16-0.000600507j 1.18176e-16-0.00137154j 1.12426e-16+0.00179974j 4.57563e-17+0.00219844j 1.05445e-16-0.00245136j -6.22971e-17-0.00323767j -2.34242e-17-0.00159824j 4.43292e-17+0.000398978j 1.32074e-16-6.64935e-05j 2.33997e-16+4.81539e-05j 3.97682e-14+0.000358208j -3.13113e-16-0.00160983j 9.85693e-17+0.00221383j -8.71795e-17-0.000468156j -6.83083e-15+0.00451619j -3.08754e-16-0.00239988j -4.68324e-16-0.00252687j 6.45094e-16+0.00216541j 6.63337e-16+0.000351176j -2.22113e-16+0.00560246j 1.73894e-15+0.000765798j 3.5801e-16-0.000314237j 5.67648e-17-0.00354288j 3.03586e-17+0.000250358j 8.33266e-16-0.00328164j 3.19532e-16+0.000615154j -3.51186e-16-0.00505757j -4.17283e-16+0.000750903j 1.29443e-16+0.000114886j 3.95859e-17-0.00152555j 6.55198e-18+0.00161173j 6.56817e-16+0.000598591j -9.34831e-16+0.0014718j -1.19367e-15-0.00361468j -1.12454e-16-0.00345665j 2.46672e-17+0.0019237j -2.84067e-17+0.000474864j 8.21077e-17-0.000475248j -9.13313e-17-0.00193329j -6.3378e-17-0.00463351j 4.60724e-17-0.000421792j 4.48464e-17+0.00365918j -2.23388e-17-0.00027758j 8.50278e-17+0.00162869j -1.70905e-17-0.00101387j -1.13101e-16+0.00150272j 7.30993e-16+0.000172134j 3.42691e-16+0.00423719j 
2.26333e-15-0.00210968j -2.81921e-15+0.00245925j -1.73638e-15+0.00160865j -2.33369e-16+0.000256374j 4.88145e-17-2.45643e-05j 5.94219e-16-0.000536316j 1.73388e-15-0.00168999j -1.71884e-15+0.00166476j 1.47268e-15-0.00123122j 1.78459e-15-0.00177675j 2.25273e-15-0.0020945j 2.5686e-15-0.00234711j 2.69484e-15-0.00265211j 1.23792e-15-0.00103829j -3.61943e-15+0.00350896j 2.42683e-15-0.00226392j 1.30604e-15-0.00147941j -2.20395e-16+0.000306603j 1.36668e-13+0.00124221j -1.41113e-15+0.0013715j -3.23053e-15+0.00316949j 1.61247e-15-0.00173666j -1.58461e-15+0.000703744j -1.39794e-16+0.000394821j -5.92491e-16+0.000904581j -4.36555e-17-0.000103881j 1.53574e-15-0.00127608j 8.43535e-16-0.000652727j -2.34435e-15-0.00110071j -1.43973e-15+0.0011968j -3.02428e-15+0.00298541j -9.71004e-16+0.000830129j 2.88342e-15-0.00223276j 2.92287e-15-0.00292696j -2.64741e-15+0.00289331j -2.22571e-15+0.00206449j 9.99754e-16-0.000928719j -8.65467e-16+0.000362568j -3.14434e-15+0.00262475j 9.19055e-16-0.0022214j 5.01293e-16+0.000956588j -1.04346e-15+0.00284842j -2.86532e-16+0.000217799j -1.39956e-16+0.000166844j -2.67352e-15+0.00244837j 2.19807e-15-0.00210723j -3.6235e-15+0.00342697j -1.76121e-15+0.00169664j 8.35441e-16-0.000761872j 1.41387e-15-0.0013565j -3.95166e-16+0.000321226j 1.53569e-15-0.00148603j 1.71045e-16-0.000180982j -1.91363e-15+0.00177119j 7.22259e-17-0.00141769j 3.51443e-15-0.00367984j 
-1.6019e-16-0.000807761j -1.14414e-16+0.000944741j -1.20305e-16+0.000187634j 9.57074e-17+0.000446256j -1.98253e-16-0.000536011j -1.21531e-16-0.00162812j 2.11591e-16+0.00013662j -1.10342e-16+0.00105735j -1.95223e-16-0.00240051j 7.45842e-17-0.000170759j -2.0363e-16-0.000988664j -8.00879e-17-0.00129645j 3.34078e-16+0.00180603j 2.07609e-16+0.000148573j -2.76638e-16+0.000981564j -3.60171e-16+0.00263291j 4.24559e-16+0.00117053j 1.0765e-16-0.00049716j 3.0282e-13+0.00272285j 3.79251e-16+0.00149581j 7.59282e-17+0.00130323j -4.40911e-16-0.00144218j 1.61767e-15-0.0010997j 4.74063e-16+0.00132663j 2.24413e-16+0.00010499j -5.80582e-16-0.00196453j 1.29123e-17-0.00128117j 4.68793e-17-0.000579179j -8.76206e-16-0.000290592j -7.45766e-18-0.000864531j -2.59483e-16-0.000296425j 2.73538e-16+0.0037241j 1.02676e-16-0.00112883j -7.55287e-17-9.00153e-05j 4.58832e-16+0.00179491j 1.18564e-16-0.000101969j 1.75848e-16+0.00289981j 2.41509e-16+0.0015515j -5.37202e-16-0.00116611j -6.63147e-16-0.000888657j -8.1361e-16-0.0016479j -3.23328e-16+0.000506976j -1.23087e-16+0.000478609j -1.05024e-16-0.00104615j 3.98626e-16+0.0026486j -7.63553e-17-0.000379665j 2.10748e-17+0.00155566j -1.62678e-17+0.00129111j 1.45454e-16-0.000706378j 6.18171e-18-0.00130354j 2.49046e-16+0.000744195j 1.54672e-17-0.000505332j -1.76805e-16-0.000501271j -1.95855e-16-0.000101446j -1.13887e-15-0.000990044j -1.79289e-16-0.0015552j 
-1.02525e-15+0.00315685j 2.27569e-16-0.000167272j 1.64265e-16-0.000319027j 1.44297e-16-0.000313482j -6.92841e-16+0.00229466j 2.97418e-16-0.000334926j 5.27894e-16-0.00143312j -4.37911e-16+0.00137333j -4.98525e-16+0.00168313j -1.19012e-16+0.000426555j -5.75619e-16+0.00201875j -7.08862e-16+0.00220331j -2.60995e-18-0.000430443j 2.14448e-16-0.000434297j -3.30885e-17+0.000428971j 3.39294e-16-0.00086772j -1.74543e-16+0.000601524j -7.95083e-16+0.00200854j -1.95821e-13-0.00176917j 5.15518e-17-0.00114316j 8.23584e-16-0.00256197j -4.14465e-16+0.00279916j -3.69039e-16+0.000152734j -3.70441e-16+0.000373349j 2.71358e-16-0.000860034j -2.37008e-16+0.00150012j -5.09305e-16+0.00046333j 1.11199e-15-0.00243876j -2.36408e-15-0.00113536j -2.63313e-16+0.000146427j -5.45501e-16+0.0020164j -2.97608e-16-0.000406252j -7.23109e-16+0.00142551j -5.57847e-16+0.00152789j 8.53125e-16-0.00336933j 1.01379e-16-0.00115798j 7.41998e-16-0.00176593j 1.2437e-15-0.00339608j -1.17326e-15+0.00353585j 2.79044e-16+0.000546692j -2.28512e-16+0.000789193j 2.85405e-16-0.00142014j -1.03734e-15+0.00314751j 4.06882e-17-0.000153835j 9.5556e-16-0.00374556j -6.88683e-16+0.0022797j -2.47711e-17-0.000193788j -6.07815e-16+0.00162218j 4.94084e-16-0.00158598j 3.67316e-16-0.000853577j 8.88177e-16-0.00259564j -5.42075e-17-0.000102517j -5.92011e-16+0.00190596j 1.64671e-16-0.000433749j 1.26943e-15+0.00374033j 2.79473e-16+0.000549644j 
-1.97358e-16-0.000281944j 1.25789e-17-0.00277857j -2.2665e-16-0.00246383j -4.23301e-17-0.000128867j -1.4578e-16-0.00141663j -2.92956e-16-0.000841372j -1.72006e-16+0.000485168j -3.00451e-16-0.00304743j 2.78518e-16+0.00167178j 2.1174e-16+0.00105756j -4.60076e-17+0.000488606j -4.17516e-17+0.000582467j 7.99311e-17+0.00125574j -2.6467e-16-0.000298687j 5.24336e-17-0.00203489j 5.04229e-17+0.000489311j 2.05515e-16+0.000727272j 3.89345e-16+0.000438205j -1.60156e-15-1.61508e-05j -3.952e-16-0.00180433j -5.97114e-17-0.000967239j 7.25563e-17+0.000459349j 4.14049e-16-0.00042852j -1.97098e-16-0.000172636j -3.24456e-16-0.000674817j 5.46666e-16+0.00186951j -2.01228e-16+0.000604563j -1.37509e-17+0.00267376j -3.84942e-15-0.00128609j 2.9939e-16-0.00149292j -4.27524e-17-0.00218854j 6.22553e-17-0.000592455j -7.3575e-18+0.00150299j -1.08159e-16+0.000766452j -3.27777e-16-0.00117833j -1.0167e-17-0.00115743j -1.53918e-16+0.00017156j 2.60765e-16+0.00104379j 2.55507e-16-0.00253234j 9.36431e-16+0.00165361j -6.85174e-16-0.00108116j -4.41401e-16+5.6462e-07j 2.66697e-17-0.00173173j -6.23545e-17-0.000400529j 1.36603e-16+0.000673411j -3.6696e-17-0.000171125j -1.64844e-16-0.00326837j -2.22511e-17-0.00208205j 2.80459e-16+0.00187078j -2.00912e-16+0.000301769j -1.71322e-16-0.000467561j 1.8385e-16+0.00177055j -9.80262e-17-0.00143231j -2.2982e-16-0.00232279j -4.61385e-16-0.00122296j 2.00198e-16+0.00359533j 
2.90557e-17-5.48231e-05j 4.54257e-17+0.000416715j -2.61628e-17+0.00425492j 2.10882e-17-0.000687825j 6.80606e-17+0.000535381j 2.41065e-17-0.00076583j -8.17007e-17-0.000939242j 1.71321e-16-0.00016275j 1.73549e-16-0.00360345j 7.83563e-17-0.00188883j 8.7445e-17+0.000192024j 6.74906e-17-0.000145777j 6.65901e-17-0.000764128j 2.76582e-17-0.000918721j -6.94058e-17-5.01815e-05j -4.56281e-16+0.00130957j -1.43856e-16-0.00136785j 1.53398e-16+0.00268337j 1.80287e-13+0.00161895j 1.35978e-16+0.00321458j -9.94127e-17+0.00109628j 1.87827e-16+0.0019412j -1.91081e-15+0.000959398j -6.17997e-16-0.00338298j -4.73332e-17-0.00288351j 1.95114e-16-0.00225235j 1.52618e-16+5.33124e-05j -2.01124e-16+0.000229232j -6.11287e-16-0.000130336j -4.75916e-16+0.00222762j 8.21026e-17-0.000543344j -5.54281e-17+0.00282101j 7.98103e-16-0.00406756j 6.96844e-17-0.000164784j 1.47737e-16+0.000331625j -1.39606e-16-0.00012911j 9.522e-17+0.00104073j -7.10005e-16+0.00143071j -5.0276e-16+0.00343134j 4.85516e-18-0.000728242j -3.61278e-16+0.00180848j -2.76245e-16-0.00261046j 4.1627e-17+0.00186671j -3.85092e-17+0.000305821j -2.79017e-16+0.00219369j 1.78772e-16-0.00231696j 3.43765e-17+0.000535417j 1.55205e-16-0.00190745j -3.88811e-17-0.00171963j -6.09867e-17-0.000827671j -9.59748e-17-0.000388381j -2.11627e-17-0.000687523j 2.74322e-17+0.00118747j -1.67105e-17+0.00402594j 3.52172e-16+0.000788589j -3.20405e-17-0.00159052j 
-5.00085e-17-0.000371278j 2.36563e-16-0.00127706j 1.00387e-16-0.00295704j -9.04543e-17+0.00154637j 7.67479e-17-0.00202917j -7.81527e-17-0.000325507j -2.51073e-16+0.0042081j 2.19188e-16-0.00283939j 1.40278e-16-0.00229543j 5.10737e-17-0.00199378j -9.64476e-18-0.00321627j 6.23121e-17-0.00260863j -5.96852e-17+0.00168345j -1.74237e-16+0.00377133j 1.41529e-16-0.00352104j -2.07335e-16+0.00106639j -3.98317e-16-0.00234199j 1.77062e-16-0.00321216j 4.72829e-14+0.000429535j 1.09035e-16-0.00141419j -6.9967e-17+0.00202361j -3.00442e-17-0.000362747j 1.7516e-15-0.00108545j 4.38234e-16+0.00019637j 2.40978e-16+0.00285226j -2.85514e-16-0.00266475j 3.12449e-16-3.62782e-05j -6.98738e-16+0.00649424j 6.17265e-16+0.000499492j 5.42098e-16-0.00063147j 2.15935e-16-0.00123344j 2.52885e-16-0.00152999j 2.52487e-16-0.00021104j 1.83436e-16-0.000695958j 2.72988e-16+0.00299099j 3.22299e-16+0.00130601j -4.14278e-16-0.00120067j 2.3623e-16+0.00379227j 9.65338e-16-0.00818452j 2.51616e-16+0.000894728j 3.42124e-16+0.000109513j 5.24919e-16+0.00161896j 3.17715e-16-0.0048884j 3.88628e-17-8.75164e-05j -2.49163e-17+0.0053506j 5.98056e-17-0.00271836j 2.38897e-16-0.0018235j 2.24755e-16-0.00139718j -6.68033e-17+0.00159368j -1.67387e-16+0.0020112j -1.70674e-16+0.00392762j -2.67257e-17+0.000427403j 1.39784e-16-0.00270452j 1.46518e-16-0.00389526j -1.5014e-15-0.00298741j -5.23872e-16+0.00217586j 
-4.90615e-17-0.0011236j -2.04529e-16+8.98755e-05j -1.42099e-16-0.00191708j -1.90806e-17+0.000785228j -1.27918e-16-0.000250784j 1.32491e-19-0.000127169j 1.48297e-16-2.45753e-05j -2.07643e-16-0.000870753j 8.03883e-17+0.00433214j 6.50406e-17+0.0034448j -5.84575e-17-0.00197527j -1.08358e-16+0.000173293j 6.14751e-17-0.00014982j 1.00857e-17-9.11838e-05j -1.93933e-16+0.00206501j -2.78257e-16+0.000610557j 2.46847e-16+0.000797005j -6.01868e-16-0.000659235j -2.44895e-13-0.00220101j 2.00828e-16+0.00168093j -5.28141e-17-7.70393e-05j -7.90181e-17-0.000617521j 7.98703e-16-0.000459019j 1.74656e-16+0.0015185j 2.21309e-17-0.00110388j 7.1419e-17+0.00178657j 6.65894e-16-0.0029833j -5.68081e-17-0.00321302j 2.08501e-15+0.000715093j 7.38089e-17-0.00178508j -1.59637e-16+0.00055198j -2.18736e-16-0.00156067j -9.56054e-16+0.00569895j -2.24526e-16-0.000377619j -7.93316e-17+0.00263275j 2.24644e-16-0.000454981j -1.35898e-16-0.00056555j -2.2941e-16+0.00178539j -6.57036e-16-0.000642519j -2.08867e-15-0.0032035j -8.95479e-16-0.00379441j -4.79854e-16+0.00147579j -2.12933e-16+0.00104191j -1.20855e-16+0.000931419j 8.95506e-17-0.00099236j -3.7146e-17+0.00087496j -1.58128e-16+0.00117497j -6.6151e-17+0.000935765j 2.20514e-16+0.00347085j 7.68407e-17-0.00054117j 1.35996e-16+0.000239046j 1.29157e-16-0.000194777j -9.25917e-17-0.000387545j -1.60211e-16-0.00315881j -1.12418e-15-0.00150545j -3.546e-18-9.33378e-05j 
2.28858e-16-0.00167665j -1.14631e-16-2.81774e-05j -1.51851e-16+0.000557378j 9.03898e-17-0.000408237j 6.25723e-17-0.000591339j -1.27052e-16+0.000233554j 6.23847e-17-0.000568636j -1.27864e-16-0.000233269j -1.09277e-16+0.0015635j -1.30039e-16+0.00119257j -5.29489e-17+2.21578e-05j 6.04164e-17-0.000517431j -3.58179e-17+1.75977e-05j 7.54396e-17-0.00038652j -7.30816e-18+0.000332534j 4.07403e-16-0.00129165j -1.02564e-16+0.000246473j -3.26279e-17+0.000279144j -6.37242e-14-0.000573294j -7.698e-17+0.000106199j 5.82643e-17-0.00107773j 5.68347e-17-0.00060565j 6.8158e-16-0.000470649j -1.50782e-16-0.000116369j -1.64994e-16+0.000356463j 5.60019e-17+0.000739922j -3.48795e-16+0.000721235j 2.87608e-16-0.000922262j 3.9048e-16+0.000108002j -9.89008e-17+0.000168741j 7.03022e-17-0.000395378j 1.16125e-16-0.00131045j -7.22314e-17+0.000636242j 2.39418e-17-0.000699735j -1.11249e-16+0.00136273j 1.03014e-16-0.000545073j -2.65678e-16+0.000145526j -1.77615e-16+0.000920074j 1.04691e-17-0.000428197j 2.47928e-16+0.000617631j 3.3854e-16-0.000130723j 2.69266e-16+0.00096276j 9.86209e-17-0.00057454j 2.3983e-17-0.00018469j 1.23913e-16-0.00055208j -6.09444e-17-0.00024011j -1.12237e-17-0.000760168j 4.94745e-17-0.000703982j -2.89334e-17+0.00112681j -2.67775e-17-0.000199608j -8.77972e-18-0.000131881j -1.3513e-17+0.00036358j 2.08108e-17-0.000390052j -2.35927e-16+0.000728585j -7.42945e-16-0.00131872j -5.93034e-17-0.000258615j 
-1.06351e-16+0.000206175j -5.51469e-17+5.23432e-05j -2.91415e-16-0.00141639j 8.01281e-17+0.000212726j -8.49304e-17+0.000268307j 1.12278e-16+0.00202255j 9.7589e-17-5.82043e-06j -1.93738e-16-0.000306122j 3.33445e-16+0.00145981j 3.23814e-17-0.000567659j -2.50815e-16+0.000408065j -7.22636e-17+0.00172863j -1.76564e-16-0.000929049j -3.9643e-18+0.000449525j -5.09669e-17-0.000890665j -2.24111e-16+0.000545949j -6.0153e-16-0.00231779j -1.22777e-15-0.00553134j -1.91819e-13-0.00171431j 7.79115e-16+0.0016222j 2.92623e-16+0.00105778j -3.48451e-16-0.00101363j -8.37446e-16+0.000738186j 2.50008e-16+0.000161761j -6.08493e-17-0.000548409j 8.13561e-17-0.0008264j 2.12664e-17-4.64127e-05j -9.9182e-17-0.000210139j 5.53256e-15+0.00193907j -3.15837e-16+0.00117503j -1.34136e-16-0.00291838j -2.33283e-16-0.00278248j 3.20757e-16+0.0024514j -3.80212e-16-0.00221652j 4.28249e-17-0.00142181j 2.51294e-16+0.00251389j -3.19448e-16-0.000166491j 1.64122e-16+0.00145808j -2.74142e-16-0.00131115j -1.9632e-16-0.000280278j -1.19893e-15+2.81005e-06j -1.05874e-15-0.00252569j -3.81401e-16-0.00285464j 3.18604e-16+0.0044528j 6.36289e-17-0.00230835j -9.82306e-17+0.000551616j 1.19496e-16+0.000103381j -4.11387e-17-0.00164818j 3.61581e-16+0.00124738j 1.45406e-16+0.00227932j 8.82044e-17-0.00112536j 3.2093e-17+0.000178281j -1.37783e-16-0.000245582j -3.1119e-16-0.000434717j 7.81435e-17+0.000250799j 1.76441e-16+0.00100279j 
-3.84359e-17-0.00209526j 1.33552e-16-0.000413955j -9.24326e-17-0.00149272j 5.68903e-17+0.000469589j 7.77107e-17-0.00160679j -3.52712e-18-0.000555241j -1.82762e-16+0.000563995j 5.65831e-17-0.00148404j 1.93414e-16+0.000898366j -1.76065e-16+9.07157e-05j 3.13751e-18-0.00229853j 1.02067e-16-0.00223089j -1.38582e-16-0.000557102j 1.57753e-16+0.000177249j 1.06745e-16+0.000618768j 1.55715e-16-0.00173043j -4.76056e-16-0.000516862j -3.49379e-16+0.000288273j 5.86128e-16+6.2522e-06j -4.4187e-17-0.00110459j 1.02856e-16+0.00115663j -1.56161e-16-0.00103419j 2.67165e-16-0.000172585j 2.10249e-16+0.000593702j 2.00849e-16+0.00149549j -1.93044e-16+0.00112453j 1.9681e-16-0.00060892j -1.21545e-16+0.00235291j -3.40229e-15-0.00108597j 5.96235e-16-0.000834045j -2.06509e-18+0.00104759j -2.95002e-16-0.00117511j 2.62321e-16+0.000276346j -4.21676e-16-0.00134197j 2.27912e-16+0.00295044j 4.02493e-16+0.000256816j -3.09412e-16-0.00141339j 1.63742e-16+0.00173169j 3.51471e-17-0.00236375j -4.49454e-16-0.000333695j 1.12843e-15-0.00040117j 1.24626e-15+0.00327601j -1.65357e-16-0.0020838j 4.21117e-16-0.000809043j -1.42445e-16+0.00300434j -8.62102e-17-0.00187773j 4.4946e-17-0.000385594j -1.47788e-17-0.000229842j 1.17439e-16+0.00166803j 8.52311e-18-9.3011e-05j -2.34826e-16+0.00150082j -4.10117e-17+0.000251045j 5.92613e-18-0.00186839j -4.79322e-17-0.00175226j -1.8395e-15-0.00295871j -4.91258e-16+0.000322376j 
1.15658e-15-0.000785677j 1.83923e-15-0.00152121j 1.69687e-15-0.00195014j -5.00643e-17+5.89989e-05j 2.00538e-15-0.00178377j -1.53553e-15+0.00189202j -3.1021e-15+0.0030453j 2.24004e-15-0.0018621j -9.94847e-16+0.000846979j -1.96286e-15+0.00178268j 2.72672e-15-0.00249178j 1.3134e-15-0.000896516j -9.10891e-17+2.88613e-05j 6.19902e-16-0.000596701j 3.43498e-16-0.000209442j -2.2834e-15+0.0021049j -1.25154e-15+0.00144718j -4.78537e-16-0.000242298j -8.122e-14-0.000735131j 1.09463e-15-0.0006318j -1.5662e-15+0.00160863j 1.23162e-15-0.00132091j -4.39463e-15+0.00197443j -2.21099e-16+0.000832977j -4.63992e-16+0.000107349j -1.0389e-15+0.000643791j 3.15157e-15-0.0022541j -2.05553e-15+0.00154268j 5.03884e-15+0.00285385j 2.88734e-15-0.00226646j 9.36262e-16-0.00108013j 1.19056e-16-2.19197e-05j -1.28906e-15+0.00100651j -1.30822e-15+0.00137567j -1.01623e-15+0.000857265j 6.24188e-17+9.04549e-05j -4.48214e-16+0.000356136j -4.54267e-17+0.000432012j 3.24051e-15-0.0029495j 6.03405e-16-0.00233672j 1.56159e-15-0.00238098j -1.78288e-15+0.000166193j 1.67238e-15-0.00186751j 7.36711e-16-0.000159499j -2.24152e-15+0.00207269j 8.44761e-18+0.000185252j -4.0339e-16+0.000597734j 4.21099e-16-0.000622364j -2.58535e-15+0.00213472j -2.00868e-15+0.00243002j -3.78643e-15+0.0035136j -7.59212e-16+0.000618064j 1.38664e-15-0.00133678j 2.06794e-15-0.00204767j 1.44964e-15-0.0019862j -2.23092e-15+0.00204857j 
5.74992e-17-0.00061538j -1.28904e-16+0.00101907j -2.40845e-16-0.00148472j 5.25814e-17-6.41241e-06j -8.02082e-17-0.000572045j 1.74973e-16+0.00216432j 1.87775e-16-0.00038329j -3.15437e-17+0.00140707j -8.66697e-17+0.000143222j 1.08958e-17-4.58195e-05j -4.7292e-17+0.00218987j 1.61806e-17+0.00122777j -1.22467e-17-0.0001587j 5.74051e-17-6.66434e-05j 1.60736e-16+0.00097998j 4.17847e-16-0.00129216j 2.57525e-16+0.000950373j -3.50299e-16-0.00267709j 6.99466e-15+6.78726e-05j 1.15109e-16-0.000641614j 6.18286e-17-0.000688527j -5.23083e-16-0.00223457j -4.08721e-16+0.00044504j 2.94934e-16+0.000673678j -5.92323e-17+0.000747214j -1.81141e-16+4.68333e-05j -2.12378e-16+0.000482663j 2.90903e-16+0.00200102j -1.07375e-16-4.26462e-05j 2.41624e-16-0.00084609j -4.51721e-17-0.000792616j 1.29865e-16-0.000527252j 1.78099e-16-0.00109727j -3.04615e-17-0.000740547j 5.8232e-17-4.65506e-05j -1.47105e-16-0.00104231j -6.07008e-17+0.000751782j 1.90999e-16+6.03253e-05j -4.79043e-17-0.000502395j 1.06666e-15+0.00174399j -4.91612e-17+0.000621095j -3.26391e-16-0.000550417j -2.33717e-16-0.0024645j 9.66698e-17+0.000476112j 1.75617e-16-0.00155594j -3.05109e-17+0.00100699j -1.82243e-17-0.000921013j -1.63249e-16-0.00128026j -9.64701e-17-0.0016521j 2.48844e-16+0.00171223j 1.50045e-16-0.000768346j -3.43521e-17-0.000174139j -1.44089e-16-0.00112791j -1.71207e-16+0.000425736j -2.03272e-16-0.000210713j 9.24665e-17-9.1097e-05j 
1.95858e-16+0.0018893j -1.12072e-16+0.00100032j -3.5316e-16-3.10929e-05j 8.39551e-17+0.000272229j -1.26061e-16+0.00122338j 4.71217e-16+0.000755197j 5.25095e-16-0.000375478j -6.28764e-17+0.00131834j -3.0261e-16-0.00190413j -1.56257e-16-0.00189052j -2.73859e-16+0.000963604j 5.9009e-18+0.00144386j -9.28149e-17-0.000578216j 5.18329e-17+0.000575553j -6.76913e-17+0.000493024j 1.53053e-16+0.000906816j -1.88586e-16-0.00141279j -6.87535e-16-0.00149166j -4.00232e-14-0.000356537j 5.41114e-16+0.00206701j 4.61025e-16+0.000193218j 1.49674e-16+0.00147005j -1.01696e-15+0.000957046j -4.53268e-17-0.000780523j -1.01092e-16-0.00153372j -4.42498e-16-0.00239606j -2.14674e-16-0.000715059j 6.10755e-16+0.00126562j -1.45594e-16-7.52215e-05j -3.59951e-16+0.000908819j -1.24307e-16-6.28792e-05j 1.95191e-16+0.000937123j 1.11167e-16-0.00151866j 3.77662e-17-0.000722496j 1.14927e-16-0.000522682j -1.37432e-16-0.000291431j 4.30973e-17-0.000377628j -1.91182e-18+0.00111804j -6.35964e-16+0.00130561j -1.51367e-18-7.77971e-05j -8.37155e-16+0.00152515j -1.3667e-15-0.00339557j -4.73351e-16-0.000138343j 2.15702e-16+0.001924j 4.61261e-16-3.85316e-05j -6.74379e-17-0.000228926j 1.41931e-16+0.00028724j -3.03446e-16-0.0011683j -2.13463e-16-0.00269205j 6.06144e-16+0.00101989j 4.59421e-16-0.00130672j -1.00303e-16-0.001018j -2.19636e-16+0.000385524j -2.52054e-16+0.000625239j 1.24232e-15+0.00209062j 5.10586e-16-0.000446344j 
