-6.65707e-13-0.183806j -2.63831e-14-0.183052j -1.06024e-14+0.0976474j 7.28381e-15-0.122151j -3.1929e-15+0.0706069j 6.34518e-15-0.0237762j 8.522e-15-0.13321j 6.62074e-15-0.044902j 8.47862e-15-0.235009j 9.94831e-15+0.161854j -2.94248e-15-0.12108j 3.89941e-17-0.0504591j -3.74234e-15+0.126014j 1.4769e-14-0.230485j -1.07484e-14+0.234809j 2.84637e-15-0.0630244j 4.41572e-14-0.160656j 1.03236e-14+0.0860784j 1.53888e-14-0.0147645j -1.14736e-14+0.134522j -1.77449e-14-0.121936j 6.93106e-16-0.0249903j 1.41146e-14-0.124856j -8.30442e-16-0.117892j -1.18062e-14+0.034748j -2.68986e-15-0.0990812j -4.90147e-15-0.0694657j 6.30524e-14-0.132596j 4.56731e-16+0.10852j 1.48017e-14+0.0375853j -1.82333e-14+0.00128022j 6.50853e-15+0.0567779j 7.9939e-14-0.00524111j 1.66998e-14-0.0415292j 4.23351e-14-0.0582343j -7.78411e-14-0.00826096j -2.87892e-15-0.0444965j 1.02773e-14-0.116949j 2.50289e-14-0.0575892j -6.40336e-15-0.0132896j -7.03833e-15+0.0136911j 4.56725e-14-0.0574114j -7.74999e-16-0.078042j -2.30306e-15-0.0069515j 1.53175e-14-0.131637j 4.3095e-15-0.0268421j 1.02036e-14+0.0219853j 6.6629e-15-0.0431718j 4.96093e-15-0.0385184j 2.58455e-14+0.0161598j 5.39071e-15+0.0143461j 1.40174e-15-0.00484348j -1.37501e-15+0.0378199j -1.54653e-14+0.0111834j -8.35598e-15+0.0469065j 2.36226e-15+0.0808217j -9.23755e-15-0.00118155j -2.28195e-15-0.0117911j 4.3301e-16+0.000681049j -1.55175e-15+0.0193028j -2.13826e-15+0.0227462j -3.52002e-15-0.00612731j -2.92442e-15+0.0351487j -1.0909e-15+0.0731403j -2.67341e-15+0.0282597j 5.60703e-15-0.03236j -1.07183e-14+0.0356769j -7.10871e-15-0.00719921j 2.3954e-15-0.0537569j 8.19335e-15-0.138625j -3.64502e-15+0.036436j 1.90306e-15+0.024194j -8.6055e-15+0.110931j 6.13632e-15+0.0132577j -4.07257e-15-0.148081j 6.6736e-15+0.149069j -1.47104e-13-0.083802j 
-2.44972e-14-0.0071608j -1.58323e-15-0.00233679j -6.17252e-17+0.00213266j 8.80534e-17-0.00155236j -2.74005e-16+0.00498752j -1.85157e-16-0.00310717j -1.9027e-16+0.00103371j -1.19045e-16+0.00195815j 6.84792e-17-0.00208651j 2.4132e-16+0.00298608j 2.68216e-16+0.000631704j 1.53741e-16-0.00341729j 1.73158e-16-0.0059038j -3.8854e-17-0.00576863j 1.19187e-16-0.00227463j 2.92927e-16-0.00538868j 8.0548e-16-0.00199336j 1.35138e-15-0.00290413j -5.03825e-16+0.00113329j -2.7284e-16+0.00147093j -1.10603e-15-0.0043406j -6.61663e-17-0.00105104j 1.09403e-15-0.0059004j 1.26866e-16-0.0016567j -8.60715e-16+0.00134427j -3.84481e-16-0.00652186j -4.14817e-17+0.00167557j 1.32636e-16-0.000297914j 8.31779e-16-0.00239003j 1.26065e-16-0.00448522j 3.14292e-16-0.00526949j -2.5378e-15-0.00170479j 5.75709e-14-0.00591483j 3.93588e-16+0.00200418j 1.55544e-15-0.00237405j 3.66338e-14+0.0046638j -4.44183e-16-0.00519318j 1.62721e-16-0.00343698j 3.45661e-15-0.00289683j -2.62864e-15+0.00155804j -8.37661e-16+0.00188716j -7.74124e-16+0.00110639j -2.73768e-16-0.00322163j 9.01074e-17+0.000579923j -2.73321e-16+0.00215436j 3.32028e-16-0.00457861j -8.18954e-16+0.00297361j 3.20466e-16-0.00351921j -3.58327e-16+0.00639538j -1.54943e-15-0.00277005j 5.18251e-16+0.00660888j 2.33425e-15+0.00596328j 1.55695e-17+0.00133231j -1.64199e-15+0.00247255j -1.03298e-15+0.00437813j -2.1916e-16+0.0023837j 2.38947e-14+0.00259948j 2.61347e-16+0.000214095j 2.51271e-16+0.00749707j -7.47177e-17-0.00207899j -3.46338e-17+0.000499709j 2.08736e-16+0.00464119j 1.59083e-16+0.00333989j -4.73377e-16+0.00733159j 1.86798e-16+0.0047736j -2.181e-16-0.000473979j 2.10798e-16-0.00133736j 2.53349e-15+0.00409344j 3.76684e-17+0.00133429j 2.36739e-16-0.00213093j 3.21902e-16+0.00205028j 2.94684e-16-0.003558j -1.63464e-16+0.00484029j -9.33009e-17+0.00181663j -2.08694e-17-0.00275133j -4.98509e-16+0.00718729j 5.63688e-17+0.00054866j 
6.28046e-15+0.00203779j 6.13245e-17-0.00370466j 5.62832e-17+0.000383458j -1.09999e-16-0.00252673j 3.87165e-17-0.00202495j -3.21013e-16-0.00433337j -2.39556e-16-0.0054096j -1.13066e-16+5.27212e-05j 1.02049e-16-0.0012052j -3.81386e-16-0.00269585j -2.31957e-16-0.00248551j 1.20119e-16+0.00163987j 1.65952e-16+0.00293373j -3.63371e-16-0.00362519j 1.59569e-16+0.00537129j -1.23694e-17+0.00190202j 3.98703e-16-0.00363269j 4.59625e-16+0.000379638j -6.26697e-17-0.00330154j -2.94495e-16+0.00123303j -5.48501e-16-0.00185533j -9.2972e-17-0.000643129j -9.36003e-17-0.00212987j -1.36752e-16-0.00140247j -1.75259e-16-0.000752028j 2.06449e-16-0.0003504j -2.8164e-16-0.000356893j 1.56269e-15-0.00441675j 9.68619e-16+0.00545164j -2.27173e-15-0.00280885j 1.22357e-15+0.00210356j 2.21302e-15-0.00282004j -5.01931e-14+0.0049822j -4.37717e-16-0.000385002j -3.09554e-16+0.000811227j -2.91478e-15-0.000377553j -1.76565e-16-0.000572599j 8.82332e-17-0.000183592j 1.29859e-15-0.000748805j -4.49519e-15+0.00340755j -1.44899e-16-0.000584926j -9.24269e-16+0.00131821j -6.02582e-16-0.00311316j 1.98961e-16-0.00245189j -4.82005e-17-0.00454733j -4.33694e-16+0.000491463j 1.59135e-16+0.00156265j -1.31527e-16-0.00111619j -5.44192e-16-0.00493146j 4.12636e-15+0.00347473j 3.252e-16-0.00189851j -5.66261e-16-0.00164058j -5.56181e-16-0.00203402j -9.98552e-16+0.00265095j -1.95258e-16+0.000808876j 1.13541e-16+0.001587j -2.22293e-14-0.00240318j -8.69726e-17+0.00241173j -7.10451e-16-0.0040384j 8.45925e-16+0.00548559j 2.00443e-16-0.00407773j 8.84345e-17+0.000178401j 1.44146e-16-0.000980128j -2.88793e-16-0.00413869j 1.57006e-16-0.00125279j -1.21468e-16-0.00266155j -2.99198e-16+0.00228463j -7.19324e-16-0.00116802j -1.69993e-17+0.00120232j 1.24915e-16+0.000980277j 4.9358e-16+0.00364286j 3.30778e-16+0.00534328j 1.63486e-16+0.00154221j 9.63494e-18-0.000542309j -3.17893e-16-0.00233561j 1.87565e-16-0.00277221j -5.2073e-15-0.00311507j 
-3.51903e-14-0.01016j -2.11336e-15-0.000916575j 1.36489e-16+0.00587398j -2.19384e-17+1.27557e-05j -3.41916e-17+0.000537153j 1.81826e-16-0.000145041j -6.3602e-17-0.00250059j 5.51512e-17-0.00249851j -2.4372e-16-0.0115886j 3.72381e-16+0.0028016j -1.1985e-16-0.00267141j -2.95986e-17-0.00244821j 1.79258e-16+0.000223859j 2.4714e-16-0.0015171j 1.23919e-16-0.00221245j 2.39294e-16+0.00123159j 1.45318e-15-0.00125542j 6.31819e-16-0.0050338j -4.64927e-16+0.00815812j 5.39375e-16+0.00236609j 2.8664e-16+0.000522501j 4.23408e-17-0.00276208j 1.95092e-16-0.00137915j -2.18076e-16+0.00120722j -3.20628e-16+0.00394244j 2.99521e-16+0.00040991j 4.02275e-16-0.00244253j 8.21413e-16+6.55093e-05j 3.02561e-16-0.00815535j 1.61613e-15+0.000673204j -4.00605e-16-0.00233257j -1.34123e-15-0.00056194j 2.68886e-14-0.00279739j -9.36893e-17+0.00249221j -9.32909e-17+0.00086194j -2.8847e-15-0.000290814j 5.21326e-16-0.00259556j -2.26284e-15-0.00856915j 7.92074e-15-0.00901655j -5.4462e-15+0.00253842j -5.17925e-16+0.00140448j 5.65575e-15-0.00763482j 5.52793e-16-0.00158596j 1.11252e-16+0.00162921j 7.20672e-16-0.00499623j 4.36529e-16+0.00144957j 3.43732e-15-0.00622436j 8.51589e-16+0.000619602j 5.45862e-16+0.00870949j -6.19121e-15-0.00707158j -1.48165e-15+0.00797445j -2.11044e-15-0.010718j -3.84812e-16+0.00789562j -2.52538e-15+0.00395186j -9.97576e-16+0.00257858j 5.38891e-17+0.00386068j -1.75685e-15-0.000148418j 3.89923e-16-0.00137297j 5.5171e-16+0.00581088j -7.4021e-16-0.00400488j -8.81332e-17+0.00145033j -6.95557e-17+0.000615399j 3.36396e-17+0.00211447j 1.96653e-16+0.00471811j -2.40504e-16-0.00614253j 2.32683e-16+0.00388483j 1.28637e-16-0.00213816j 1.16959e-15+0.00217122j -7.79554e-17+0.000625732j -2.98725e-16-0.0134054j -1.58695e-16-0.000943677j 1.32183e-16+0.0010832j -3.35136e-17+0.00388334j 7.96754e-18-0.00228306j -5.08953e-16-0.0037575j -1.73235e-16+0.00817198j 4.52663e-15+0.00312511j 
2.13181e-14+0.00615485j 1.17774e-15-0.00203639j -4.05402e-16-0.0012853j 1.9785e-16-0.000563407j -1.01376e-16-0.0014284j -5.20808e-16-0.00201428j 3.02532e-16+0.00535348j -1.16648e-16+0.00108446j 2.30359e-16+0.00020178j -8.26401e-17+0.000234592j -2.16454e-16-0.00267248j -2.00435e-17-0.00195478j -2.32162e-16-0.00205162j -4.00828e-16-0.00328821j -5.03188e-16-0.00414119j -3.47215e-16+0.000426412j 1.68312e-16-0.00384066j 6.84454e-16+0.00166935j -2.23193e-16-0.00352324j -4.03553e-16+0.00323712j -1.72194e-15-0.00500416j -1.80355e-16+0.000967525j 4.09116e-16+0.00144764j 6.39422e-16+0.00254845j -1.38183e-16-0.000874464j -4.03579e-16-0.00184236j -1.88884e-16-0.00270014j 8.70253e-16-0.00314453j 1.12566e-15+0.00441609j -2.23836e-15-0.00516702j 8.3018e-16-0.00290063j 1.39435e-15-0.00151506j -2.57474e-14+0.0025757j -5.95011e-17+0.00056905j 5.35831e-17-0.000362717j 4.08447e-14+0.00496321j 1.13468e-15+0.000867709j 2.39123e-16+0.00273803j 9.88137e-16+0.000821466j -3.06652e-15+0.00298022j -4.65891e-16+0.00331276j -5.61246e-16+0.00118998j 3.6466e-16+0.00160292j -3.19051e-16-0.00195727j 2.35905e-16+0.00423402j 9.8757e-17-0.00360283j 2.4487e-16+0.000932296j 2.91128e-16-0.00500103j -5.87636e-16-0.00539677j -4.98991e-15-0.00415066j -8.8496e-16+0.00338576j 9.13107e-16-0.000157053j -5.64433e-16-0.0021151j -1.46156e-15+0.00531483j -6.63098e-16-8.78816e-05j -4.05693e-16-0.00127046j -5.21004e-14-0.00551317j -1.08492e-15-0.00478406j -1.25867e-16+0.00182894j 7.36162e-16+0.00562687j 3.14841e-16-0.00288927j 2.07047e-16+0.00182647j 6.03119e-16+0.00279512j -3.25101e-16-0.00292291j 3.46586e-16+0.00298423j -3.88274e-16-0.00119167j 1.79681e-16-0.000951027j -8.75701e-16-0.00162271j 6.865e-16+0.00781932j 3.67979e-16+0.00166112j 1.8913e-16-0.000525558j -2.24012e-16-0.00444765j 2.37674e-16+0.00222314j -2.69749e-16-0.00277409j 1.11884e-15+0.00353463j -1.49699e-16-0.00389103j -4.03172e-15-0.00250749j 
8.10019e-15+0.00279639j 7.14759e-16-0.00757441j -3.27064e-16+0.003673j 1.70583e-16-0.00611801j -1.62661e-16+0.00191934j -1.88703e-16+0.00445255j 1.53684e-16+0.00178878j 5.54073e-17+0.0008935j -3.63637e-17-0.00208428j 5.58532e-16+0.00473979j 2.18688e-16+0.000822625j -3.23731e-17-0.00226372j -2.05463e-16+0.00168633j 3.64493e-18-0.00593259j -1.76776e-16+0.00164428j -1.89734e-16-0.00138117j 6.95951e-16-0.00465402j 7.48847e-16+0.00287107j 2.37526e-16-0.00214619j -4.79785e-16+0.00164135j -1.79974e-15-0.00671032j -2.1768e-16+0.00626815j 9.61151e-16-0.00520719j 2.79604e-16-0.00146833j -3.92977e-16-0.000948064j -1.08616e-15-0.00571227j -7.37936e-16-0.0036769j 4.62941e-15-0.0104978j 9.3527e-16+0.00571594j 2.1363e-15+0.00295549j -1.55591e-15-0.00411703j -8.94925e-16-0.0023941j 3.26697e-14-0.00345781j 6.52549e-16+0.00181851j 1.36019e-15-0.00251205j 3.68605e-14+0.00462946j -8.36626e-16-0.00396053j -1.84988e-15+0.00361417j 3.08095e-15-0.000538011j 6.53563e-15-0.00506028j 2.99593e-17+0.00328566j 2.28456e-15-0.00232431j 2.61079e-16-0.00141462j -9.22584e-16-0.000792883j 1.1649e-16-0.00296873j -7.07807e-17-0.00252113j 2.9071e-16+0.00180474j 7.64172e-16-0.00697724j -8.24684e-17-0.00828927j -3.87777e-16-0.000443263j 4.05864e-16+0.00281177j 1.64856e-15+0.00366941j -3.0618e-16-0.00347727j -1.52053e-15+0.00201012j -6.68669e-16+0.00842212j -5.22721e-18-0.00327918j 5.74934e-16+4.00145e-05j -9.44497e-16+0.00139172j -5.68126e-16-0.00545227j 5.26814e-16+0.00905736j 8.3897e-16-0.00514483j 4.13502e-16+0.0047528j 1.04871e-16-0.00327098j -1.36277e-16-0.00162339j -6.59679e-17+0.00660109j -3.71803e-16+0.00343643j 7.43228e-16-0.00500204j -8.58466e-16-0.00181836j 2.12316e-16-0.000672612j 1.32541e-16+0.00148988j -4.69989e-17-0.00227713j 5.38033e-17-0.00397816j -2.02937e-17+0.00313135j 1.15285e-16-0.00193185j -3.05034e-17-0.00705721j 7.49908e-16-0.0031216j -1.30053e-14-0.00802756j 
-1.75857e-14-0.00464484j -1.38058e-15-0.00287171j 1.36828e-15+0.00776254j -7.36696e-16-0.00449597j 4.72532e-16+0.00289295j 1.15597e-15+0.00705175j -6.23807e-16-0.00257892j 8.75326e-17+0.000348427j -1.11752e-16-0.000841865j 3.46815e-16+0.00162691j -5.69128e-16-0.0016726j -4.84565e-16-0.00270127j 1.06259e-15+0.00523238j -1.04482e-16-0.000925878j 1.15226e-15+0.0058988j 3.67027e-16+0.00100135j 5.03658e-16-0.00142333j 1.234e-16-0.000536392j 3.66176e-16+0.00191737j 2.11153e-16+0.00136086j -4.1728e-16-0.00160328j 2.10146e-16+0.00205803j -6.05168e-16-0.00586111j -9.03086e-16-0.00235086j -6.84493e-18+0.00109537j 2.46457e-16+0.000222042j -3.59225e-16-0.00199171j 2.09415e-15-0.00523802j 8.7026e-18-0.000820345j 5.79928e-15+0.00886517j -2.17667e-15-0.00128331j 6.50033e-17-0.000775006j 5.35239e-15-0.000617763j 7.82003e-16+0.00113879j 5.37972e-16-0.00131917j 1.13726e-14+0.00145895j -8.50957e-16-0.00232339j -3.02431e-15+0.000598541j 4.33569e-15-0.00351364j 6.56884e-15-0.00622942j 4.39047e-16-0.00162699j 3.10505e-15-0.00456513j -6.58702e-16-0.00250743j -6.76827e-16+0.000763201j -7.48763e-16-0.00520426j 1.50214e-17+0.00549211j 7.62563e-16-0.000907365j -8.23167e-17-0.00387168j -3.91191e-17-0.00161583j 5.50269e-15+0.00362309j 1.51696e-15+0.00098512j 1.02623e-15+0.00255176j 2.55079e-16+4.2724e-05j -3.41162e-16-0.0011599j 4.76532e-16+0.0041276j 2.33314e-16+2.72928e-05j 8.49587e-15+0.000841747j 7.39156e-16+0.00379586j -6.73079e-16-0.00328793j 8.30466e-16+0.00368888j -7.41776e-17-0.0028725j -3.69991e-16-0.000696146j -7.41707e-16-0.00445946j 2.86758e-16+0.00102734j -3.40055e-16+6.34262e-05j 4.82336e-16+0.00372273j 2.49248e-16+0.000927918j -2.64057e-15-0.00319411j -1.11115e-15-0.00562689j -4.78237e-16-0.00174461j -3.90362e-16-0.00218525j -2.45637e-16-0.0023662j -3.24954e-16-0.00106417j 3.05808e-16+7.61413e-05j -3.17597e-15-0.0119735j 6.27361e-16+0.00183584j -2.11876e-15-0.00118411j 
2.11107e-15+0.00039486j 3.81814e-16+0.00331463j 3.15755e-17+0.00874395j 6.81209e-18-1.43152e-05j -1.22495e-16-0.000245884j -2.78183e-17+0.00656081j -1.26301e-16+0.00411121j 1.64605e-16+0.00152496j 1.07263e-16+0.00230199j 1.61766e-16+0.00214934j -5.62955e-16-0.0042169j -5.85166e-17-0.0018131j 4.65687e-17+0.00247323j -1.00227e-17+0.00166232j 1.10947e-16-0.000679603j -1.12155e-16+0.00350616j -8.09557e-16+0.00399106j -5.27229e-16-1.7675e-05j 3.31002e-16+0.00027734j 8.74285e-17+0.00458276j 6.95794e-16+0.00145483j -1.57723e-16-0.000204236j 1.15899e-16-0.00203391j -6.762e-17+9.42485e-05j 7.78591e-16+0.0032203j 1.71568e-15+0.00905504j 4.84616e-16-0.0042387j -1.26663e-15+0.00130652j -8.17034e-17+0.00257207j -1.02093e-15-0.00207668j 9.57269e-16-0.000100171j 2.88127e-15-0.00282179j -5.9819e-14+0.0059787j -1.22802e-16+0.00120049j -1.71231e-15+0.00363882j 3.59317e-14+0.00438371j 9.0181e-16+0.00172243j -4.02698e-15+0.00158141j 5.51815e-15-0.00416433j 1.08189e-14-0.00858472j -5.31871e-18+0.00436813j -1.17405e-15+0.000567106j 7.70758e-16+0.00391057j -8.69111e-16-0.00546865j 7.8707e-16+0.000280196j 2.59297e-16+0.00287369j 3.20866e-15-0.00423521j 1.65595e-15-0.014409j -1.41332e-16-0.00011174j 1.28788e-15-0.000237458j 1.28932e-16+0.00516327j -1.11518e-15-0.00633894j -1.46016e-16+0.00240717j -1.45202e-15+0.00487368j -4.50852e-16-0.00628186j 1.44607e-16+0.00385038j -5.58385e-14-0.00593806j -7.74299e-16-0.00511134j -6.40956e-18+0.00163365j 8.52643e-16+0.00960586j -5.73557e-16+0.00378433j -3.03011e-16-0.000819998j -1.19597e-17+0.000551936j -3.6384e-16-0.00674554j -1.85705e-16-0.0025871j 7.75151e-17+0.000888113j 2.22576e-17+0.000467116j -5.2522e-15-0.00807765j 2.50813e-16+0.00224599j 9.05415e-17-0.0031003j -1.56684e-17-0.00380698j -9.6119e-17-0.00813398j -1.59779e-16-0.00464258j 4.16864e-17-0.00442706j -5.60715e-16-0.00639122j -7.37193e-16-0.00218707j 9.41313e-15+0.00527627j 
1.7865e-14+0.00589965j 1.06265e-15-0.0105219j -1.11084e-17-0.00808414j 2.64577e-17+0.0022234j -1.26878e-17-0.00388578j -3.06442e-17-0.00498041j 1.58074e-17+0.00162125j -1.00795e-17-0.0124069j -2.15745e-16-0.0144928j 7.26359e-16+0.0043284j -2.0764e-16-0.000488497j 3.81346e-17+0.00447411j 1.78698e-16+0.00294467j 8.6382e-17-0.00505188j 2.18025e-16-0.0121172j -3.75799e-16+0.00407367j -2.62379e-16+0.000509452j -2.45532e-16+0.00107157j -1.95939e-16+0.000196523j 3.33095e-16-0.00200015j 7.71184e-16+0.00252406j -1.08532e-16+0.00488444j -3.76707e-16+0.00439019j 1.77394e-16+0.00263241j 1.72748e-16-0.00278735j -1.10775e-15-0.0017355j -7.21311e-16-0.00166687j 4.1525e-15-0.00848197j 1.06647e-15+0.00224686j -1.12253e-15-0.00228571j 1.15141e-17-0.000728142j -1.52688e-15-0.00160294j 2.90731e-14-0.00307572j -8.6299e-16+0.00214109j -5.83443e-16+0.000769889j -6.66689e-14-0.00823012j -5.05016e-16+0.000509326j -1.46369e-16-1.71575e-05j -1.0831e-15+0.000146085j -1.91946e-15+0.000125059j -1.21274e-15+0.00787717j 6.359e-15-0.00785492j 1.53142e-15+0.00151337j 4.45785e-17-0.00223108j 3.55159e-16-0.00534356j 1.89399e-15-0.00546797j 2.58003e-15-0.00564494j 1.56557e-16+0.0103886j 2.14804e-16-0.00285141j -7.35464e-15-0.00797682j -3.07462e-15+0.00627679j -5.24656e-15-0.0220546j -1.48404e-15+0.0030673j -3.05107e-15+0.00355331j -9.87941e-16+0.0104555j -9.97606e-17-0.00822252j 2.43814e-14+0.00265728j -2.40591e-16-0.00131281j -5.72746e-16-0.0053177j -4.80793e-16+0.000188312j -3.05922e-16+0.00509812j 5.8998e-16+0.00353544j -2.37981e-16+0.000614664j 8.60894e-17-0.0013593j -2.17477e-16-0.00407648j 3.02899e-17+0.000894118j 9.08832e-16-0.00664255j 2.16164e-15+0.00353992j -1.73888e-17+0.00106067j -1.93692e-16-0.0138916j -3.34199e-16-0.0037227j 1.80084e-16+0.00548468j 1.65145e-16+0.00920526j -3.29223e-16-0.00631095j 1.39043e-15+0.0141767j 1.5122e-15-0.000871878j -2.17584e-14-0.0129515j 
2.82097e-14+0.00796388j 1.86983e-15+0.00491564j -5.45694e-17+0.00553115j -1.88412e-16-0.000189548j 4.96783e-17-0.00667974j 1.79993e-16-0.00353138j 7.67343e-17-0.00522018j 2.40028e-16+0.00510826j 9.18418e-17+0.00394254j -4.87775e-17-0.000652773j 2.98177e-16+0.00489492j 5.3773e-17+0.00368008j -1.24802e-16-0.00193297j 1.95222e-17+0.0044007j 4.18666e-16+0.00442751j 5.95089e-17+0.00163525j -3.39413e-16-0.00112741j 2.69272e-16+0.00396508j 2.97472e-16-0.00132337j -1.07002e-16-0.00229307j -7.90214e-16-0.0014505j -6.60869e-17-0.00143193j 1.6419e-16+0.00283702j 2.78903e-16+0.000848155j -1.52101e-16+0.00144629j -1.06351e-15-0.00485736j -7.17952e-16-0.00511994j 1.82125e-15-0.00557439j -6.26226e-17+0.00774462j 1.48968e-15+0.00529704j -3.22937e-16+0.00359658j -7.14929e-16-0.0146778j 6.37133e-15-0.001396j -1.77975e-15+0.00184253j -3.01945e-15+0.00671401j 9.98831e-16+0.000143424j -2.21436e-17-0.00255943j -4.53675e-15+0.0054505j 8.77804e-15-0.00456452j 2.66623e-15-0.00207115j 9.18571e-16-0.0014527j 5.96097e-16-0.00052057j 6.83044e-16+0.00155834j -4.28041e-16-0.00261899j -4.23639e-16+0.000620249j 1.90655e-16-0.00287739j -5.89954e-16-0.000587617j -4.42903e-16+0.00856539j 2.85681e-16-0.00987875j 1.43658e-14+0.0109948j 2.38391e-15-0.00315475j -2.02102e-15-0.00329411j 1.99778e-16-0.00622923j 6.15842e-15-0.0177652j 2.2332e-15+0.00121433j 6.17114e-16+0.00560494j -2.46748e-15-0.000273811j -7.6629e-16-0.00438261j -1.45368e-15-0.0113506j -1.22653e-16-0.00137369j 3.78864e-16-0.00568943j -8.39171e-16-0.00653197j -1.27394e-16+0.00186859j -1.5905e-16-0.0170549j 6.77329e-18+0.011382j -3.13647e-16-0.000885469j 6.88183e-16-0.00174316j 9.65856e-17-0.000267388j -1.93413e-16+0.00301734j 3.51145e-16+0.00570544j 4.1349e-16+0.0104676j 2.13081e-17+0.00578958j -1.75447e-16-0.00535784j 2.93646e-16-0.00427671j -3.62405e-16-0.00275362j -5.79753e-16-0.0120013j 9.72513e-15+0.00496169j 
-1.00256e-14-0.00332825j -6.27045e-16+0.00593984j 4.21504e-17+0.000354345j -8.00792e-17+0.00986516j -3.43666e-17+0.00089766j -3.39906e-17-0.0090284j -1.72878e-16+0.00784074j 1.39629e-16-0.00499917j -1.61668e-16-0.00259094j 6.11518e-16+0.00664831j -1.511e-15-0.0108413j -2.54651e-16-0.00527843j 1.31368e-16+0.00153976j -3.77642e-16-0.000768006j 4.54712e-17-0.0101234j 1.09863e-16-0.00686824j -1.69533e-16+0.00136077j 9.43406e-17-0.00191926j 5.50739e-16-0.0027015j -2.11725e-16+0.0111888j -7.96919e-17-0.00173148j 1.9866e-16-0.0111659j -3.28563e-16+0.00355037j -2.13776e-16-0.00399506j 2.77232e-16+0.00074025j -1.07862e-16-0.000357297j -2.66953e-16+0.00220859j -5.64735e-16+0.000246611j 6.7699e-17+0.00217101j 1.14463e-16-0.000862697j 2.95414e-16-0.00240959j 5.44816e-16-0.00215338j -9.12365e-15+0.000794231j 7.01674e-17+0.00111386j 4.32701e-16-0.00148693j 9.96512e-15+0.00114182j 2.25412e-15+0.0030342j 7.15894e-16-0.00346587j -2.7775e-15-0.000530995j -1.06769e-15+0.000393641j -9.76979e-17+0.000898156j 2.43948e-15-0.00277534j 1.16626e-15+0.00955558j -6.14528e-16-0.00420328j -9.46918e-16+0.0205567j 4.62283e-16-0.000979069j -3.22363e-15+0.000719805j -1.02848e-15+0.00915412j 6.20931e-16-0.000987298j 3.46584e-16-0.00320994j 1.69637e-16+0.0115505j -3.47938e-15-0.0131593j 6.45089e-16+0.00440373j 5.46616e-15-0.0149993j 2.20209e-15-0.002414j 1.39086e-16+0.00332281j -5.85015e-14-0.00612248j -7.07355e-16-0.0207797j 1.39928e-16+0.0107143j -3.61735e-16-0.00844932j -1.92294e-15+0.008694j -2.68072e-15-0.018573j 5.17414e-16+0.028706j -1.8619e-16-0.00163339j 3.50718e-16+0.0117539j 1.07625e-17-0.00623639j -6.51099e-16+0.00757732j -4.63681e-15-0.00731055j 2.62301e-16+0.0180446j 1.04132e-16-0.0121554j 3.32306e-16+0.00725297j -1.74031e-16-0.0132926j -2.71031e-17+0.00136312j -3.64508e-16-0.00690585j 1.28505e-15+0.0159945j -1.471e-15+0.0067427j 2.15337e-14+0.0132282j 
-1.81957e-14-0.0050526j -1.32675e-15-0.00373766j -1.93203e-16-0.0117351j -5.98593e-17+0.00272008j 2.02857e-16+0.00708513j 8.49427e-17+0.00103595j -4.3896e-17+0.00484479j -4.178e-17-0.00791504j 1.44902e-16+0.00176152j -4.62985e-16-0.00178255j -3.60293e-16-0.00280115j -3.13743e-16-0.0036234j -2.49398e-16-0.00509341j 4.4039e-18+0.000225656j 1.02684e-16-0.000221774j 1.57359e-16+0.000523012j -7.65165e-17-0.00157565j -1.02408e-16+0.000690303j -2.61428e-16-0.00139379j -1.87412e-16-0.00471813j 1.38144e-15+0.00459397j 2.89831e-16+0.00241806j -3.57292e-16+0.00501381j 2.31753e-17+0.00104259j 4.58418e-16-0.00196791j -3.66141e-16+0.00183224j 3.04751e-16-0.00264547j -3.87667e-15+0.00783176j -1.26885e-15-0.00330113j -1.63112e-15-0.00405803j 9.31554e-16+0.000933266j 1.34556e-16+0.00468035j -9.35064e-15+0.00123481j -5.59001e-16-3.85236e-07j -2.34749e-15+0.00342804j -1.996e-14-0.00247429j -2.562e-15-0.00125877j -3.78282e-15+0.0188701j 4.6265e-15+0.00457494j 5.6577e-15-0.00232249j -1.20056e-16+0.00324768j -6.88062e-16+0.00173754j 1.97994e-16-0.000113013j 6.27704e-16+0.0028084j -1.24776e-16+0.00890371j 2.30016e-16-0.000777456j -3.2275e-16-0.00508138j 1.7084e-16+0.0100139j 8.61749e-16+0.0212556j 1.82239e-14+0.0132552j 5.73036e-15-0.000507868j 2.13045e-15+0.0106011j 2.85172e-16-0.00748526j 2.46333e-15-0.00551779j 1.27564e-15-0.00213907j -3.85629e-16+0.000527932j 6.51165e-14+0.00699897j 2.25623e-15+0.000950931j 1.81688e-15+0.0128065j -2.89436e-15-0.0280828j -1.10421e-15+0.0171439j 1.32901e-15+0.000351716j -1.30921e-15-0.0186902j 8.85273e-16+0.0160839j 6.50049e-16-0.00122281j 4.44862e-16-0.0117565j -2.37201e-15+0.0174179j 1.13372e-14+0.0180611j -7.09584e-16-0.0210918j 2.78146e-16+0.00154155j -5.94177e-16-0.00735834j -6.78059e-18-0.00394851j -1.08773e-16-0.00141288j 3.95675e-16+0.0120903j 7.71737e-16+0.0118378j 1.19558e-15+0.0130715j -1.31451e-14-0.00672332j 
