-0.00118869-0.173618j -0.138492-0.00870818j -0.0175433-0.12243j 0.0268357-0.174666j -0.0852542+0.073162j -0.0312997-0.22922j 0.158777-0.132989j -0.280506-0.0250505j 0.0373963+0.254952j 0.0718091+0.0845576j 0.210168+0.203047j -0.0832595-0.0275526j 0.118977-0.1306j -0.081285+0.163571j 0.172618-0.229596j -0.000781908+0.170072j -0.110855-0.0630234j -0.0609706+0.216867j -0.260842-0.0183949j -0.0844194-0.198736j -0.0428853+0.0474419j -0.078025-0.0490283j -0.0328243-0.016198j -0.0601006-0.0116924j 0.049798-0.00161082j -0.0147227+0.0128179j -0.128089-0.0288446j 0.264974+0.0376348j 0.206698-0.0564622j 0.0112686-0.00940197j -0.101802-0.00860482j -0.0162408-0.0403311j 0.00405337-0.0228118j -0.0594843-0.0586989j -0.0384487-0.0360192j 0.0410674-0.0725035j 0.0926399-0.0312583j 0.0580739+0.0219204j 0.0209649-0.00673131j -0.0330766-0.00676719j 0.0140658-0.00390539j -0.0303658+0.0282223j 0.0165916-0.0118744j 0.00374281-0.0131699j -0.00160607+0.0278677j 0.0259021+0.00976353j -0.0163228+0.00457927j -0.00221765-0.018407j 0.0138778+0.022294j -0.00212138-0.0317457j 0.00576892+0.000355666j 0.00718106+0.0168165j 0.00465774+0.0329789j -0.0161681+0.0241331j 0.00723625+0.00597291j 0.000297128-0.017544j -0.000210027+0.0268691j -0.0349752-0.0131121j 0.00893471+0.00536466j 0.0116913-0.00767104j 0.0180461-0.0020795j 0.00907127+0.0131716j -0.00154904+0.0158883j 0.0106831-0.0148194j -0.00215463-0.00151104j -0.00171178+0.0182337j -0.0152671-0.00242635j -0.0131254-0.00759076j 0.00236647+0.00346494j 0.00796798+0.00859199j -0.00753833-3.69582e-05j 0.00143167+0.0148065j -0.0260095+0.0208879j 0.0253433-0.00553093j -0.00827061-0.00880526j 0.0253423+0.00501707j -0.00724401+0.00165115j -0.0110057+0.00653294j 0.00880079+0.00665j 0.0117845+0.0114042j -0.0089784+0.0131236j -0.0110971-0.0204596j 0.00159685+0.00720826j -0.0118093+0.00306037j 0.00580033+0.0101123j -0.0231039-0.0207609j 0.00941654+0.0122563j -0.00375899-0.0092773j -0.00156619+0.00456136j -0.00465687+0.0205737j 0.0316198-0.00311199j -0.00590799+0.0133825j 0.00101109+0.0103172j -0.0262872-0.0285455j 0.0276008-0.0235645j 
0.000848402+0.00192262j 0.00244585-0.00383477j -0.000224973-0.0028791j 2.13333e-05+0.00190548j 0.00295493+0.00153403j 0.0045314+0.00442873j -0.0040559+0.000748352j -0.00841927-7.37899e-06j 0.00184814-0.00335121j -0.0024578-0.00768332j -0.00144145+0.00506413j 0.00425597+0.0012665j -0.00208345+0.00723892j -0.00103926+0.00751946j -0.00168796-0.00275018j -0.00512028+0.002216j 0.00661824-0.00400145j 0.000384131-0.00310844j 0.00110416+0.00287006j -0.0066253+2.11066e-06j 0.00138682-0.000278252j -0.000688718+0.00223578j 0.0091422+0.000947496j -0.00517209+0.00392969j -0.000255682-0.000246784j -0.00874174+0.00813177j -0.000110496+0.0100071j 0.00241021+0.00370356j -0.00443041+0.000321406j 0.00300444+0.00825275j 0.00343178+0.00233311j -0.00571899+0.0038585j 0.00198449+0.00544137j 0.00638948-0.00161987j 0.00447324+0.00156821j 0.00611609-0.00473895j 7.54606e-05+0.00423633j 0.0037011+0.00523205j -0.00268269+0.00178554j 0.00147208-5.39485e-05j -0.00265734-0.00089187j -0.00389605+0.0011918j -0.00609217-0.00441149j 0.00043043+0.000799572j -0.00472007+0.00348696j -0.00145242+0.00651437j 0.00508505-0.0112893j 0.00180432-0.000773906j 0.00448954+0.00548234j -0.00370712-0.0013708j -0.00171684+0.00146272j 0.00730244-0.00845862j 0.00498937-0.00618947j -0.00100454-0.00207539j 0.00438322-0.00702896j -0.00194737-0.00696442j 0.00463352+0.00731083j -0.00416567-0.000160402j 0.00559589-0.0028122j -0.00451451+0.00550972j 0.000452066-0.00974108j -0.00527533+0.00419491j 0.00649778+0.000315372j -0.0126855+0.00378586j 0.0083258-0.00316138j 0.00330725+0.00178917j -0.000760152+0.00330676j 0.00603671-0.00575167j -0.000980259-0.000215715j 0.00708156-0.0050511j 0.000662955+0.00101229j -0.00441465-0.0013024j -0.00152041-0.00660032j -0.00243694+0.00431172j 0.00530636-0.00595293j -0.00247872+0.000505802j -0.0041525-0.000997305j -0.00249603-0.00361947j -0.00110573-0.00416217j -0.000954235-0.00500988j 0.00144373+0.00376891j 0.000743215+0.00648261j -0.00265439-0.00621316j -0.00473907+0.00252547j -0.00182699+0.00395358j -0.00284829+0.00812365j 0.00114349-0.0013166j 0.00251266-0.00213738j -9.08783e-05-0.00280961j -0.00101776+0.00687767j -0.00169104+0.00545399j -0.00323504+0.00458192j -0.00309111+0.00742102j 0.00168758+0.00236595j -0.000337388+0.0025959j 
-0.00210581+0.000819244j 0.00217556-0.00366519j -0.000264024+0.00073731j -0.0042642-0.00269746j -0.00110118-0.000188978j 0.000909057-0.00358866j 0.00253702+0.00217101j 0.00161169+0.0046948j -0.00178261+0.00318585j 0.000229384-0.00579356j -0.0041592-4.92463e-05j -0.00101053-0.000935013j -0.00434235-0.0104125j -0.00351812+0.00421861j 0.00426435+0.00125704j -0.00517842-0.00139562j 0.00171024+0.00201696j -0.00126226-0.00627931j -0.00378742-0.00101965j -0.00390206-0.00118953j 0.00230894+0.00117642j -0.00143888-0.00128415j -0.00019859-0.00150249j 0.00447317+0.0026963j -0.000522111+0.00352871j 0.00209567-0.00451235j 0.00309779-6.29832e-05j 0.000154979-0.00304029j 0.00328143-0.00121996j -0.00243918-0.00260917j -0.00469848-0.00135463j -0.00150152+0.00209561j 0.00499396+0.000837136j -0.00165608+0.00290307j 0.00632813+0.00531033j -0.00566398-0.00602359j 0.00123484+0.00226395j 0.0055852+0.00687181j -0.000323667+0.00841061j 0.00369485-0.00129597j -0.00901323-0.00262993j 0.00713302-0.00648836j 0.00727561-0.000506293j 9.38519e-05+0.000252758j 0.000293423-0.000429419j -0.00903382+0.00665481j -0.00483581-0.00608891j -0.00687588+0.00296186j -0.00232768-0.00702339j 0.00316923+0.00288778j -0.000987657-0.00344843j 0.00191529+0.0185062j 0.00894321+0.00423959j 0.00652256-0.00889652j -0.00318523+0.0032946j 0.010264+0.00113416j -0.00383049+0.00606101j 0.000510594-0.00594979j -0.00539826-0.00253217j 0.00584743+0.00087579j 0.00780458-0.00940443j -0.00263914-0.00790683j -0.0108261-0.00401669j 0.000622687+0.00139759j 0.00457085+0.00474922j 0.00805291+0.00837828j -0.00508022+0.00312292j 0.00244356-0.00172705j 0.00646258-0.00611016j 0.00686085+0.00481878j -0.00201655+0.000556721j -0.00559064+0.00129503j 0.0011338+0.00291076j 0.00357164+0.00427348j -0.00951045-0.00847057j 0.00862556+0.00738363j -0.000913499-0.0082388j -0.00713088+0.00534272j 0.0107448+0.00841304j -0.00353915-0.00294691j 0.0139591+0.00416305j 0.0020369+0.00195848j 0.00196813+0.000606284j 0.00346356-0.00227233j -0.00278136+0.00258465j 0.0021991+0.0121133j 0.00291266-0.00621941j -8.97665e-05-0.00086925j -0.003258-0.0017266j -0.0022486+0.00641131j -0.00492559+0.00180903j -0.00108694+0.00767564j 0.000806041+0.00915764j -0.00257385+0.00351067j -0.00279562+0.00400922j 
-0.00599481+2.45524e-05j -0.000610808-0.00103614j 0.00172909-0.000136974j -0.000230619+0.00028151j 0.000964028-0.00304399j 0.00134294-0.00542547j 0.00319776+0.00538477j 0.00143267+0.00121422j -0.00357338+0.0048097j -0.000570866-0.000842581j -0.000218747-0.00440253j -0.00310178-0.00151369j -0.00305662-0.00994094j -0.000705079-0.00410116j 0.00366929+0.000159747j -0.00091819+0.00187506j -0.000709561+0.00414481j -0.00152818-0.00352283j -0.0025574-0.00105783j 0.000883242+0.00162755j -0.000661558-0.00147219j 0.00499968-0.00101682j -0.00494041+0.00120975j 0.00125497+0.00703019j -0.00310106-0.000664948j 0.0097804-0.00403615j -0.000674143-0.00758204j -0.00144665-0.005281j 0.00228559-0.00148254j -0.00855789-0.00633356j -0.00354763-0.00112229j -0.000204288+0.00108187j -0.00110044-0.000522749j 0.000349825+0.0046239j 0.00261661+0.00201628j -0.00605622-0.00483365j -0.000538754+0.00310004j 0.00632798+0.00207546j 0.00130684-0.0126477j -2.72117e-05-0.00246339j 0.000850234+0.000160977j -0.0041644+0.00223809j 0.00382691-0.0225822j -0.00643487+0.00639634j -0.0110431-0.00474761j -0.00230455-0.00347154j 0.00524035-0.0143523j -0.00960318-0.00650355j 0.00598184-0.0094983j 0.0011058-0.00395035j -0.00486217-0.00191958j 0.00468687-0.00849715j -0.00516722+0.00248419j 0.00011641+0.00492126j 0.00245508+0.0060423j 0.00208005+0.00292865j 0.00171347+0.00639184j -0.00143221-0.0064066j 0.00473267-0.00663281j -0.00828822-9.00645e-05j 0.00120035-0.00600922j -0.00485412+0.00145635j 0.00696458-0.000314734j -0.00579923+0.00845009j 0.000581693-0.0161266j -0.00526245+0.00451981j -0.000706885-0.00855415j 0.00436809-0.00406236j -0.00725711-0.00045186j -0.00972894-0.00735235j -0.00983271+0.00310107j -0.00835297-0.00364939j -0.00624303-0.004636j -0.00541945+0.00658624j 0.0021064-0.00691379j -0.00493194+0.00756594j 0.00486635-0.00920005j 0.0020526+0.00570136j 0.00738551+0.00475803j 0.00625159-0.00289831j 0.00295916+0.0061139j 0.00704741+0.00396263j 0.000469615+0.00188616j 0.00670462+0.00122842j 0.00173354-5.60976e-05j 0.00335659+0.00305554j 0.0038402-0.00614775j -0.00183378-0.000261268j -0.00382319-0.00269804j -0.00112892+0.00277911j -0.00158835+0.00387934j -0.00316965+0.00593478j 0.00439514+0.0071094j -0.00371726-0.000821546j 0.000582483-0.000675738j 
0.00368394-0.00389078j -0.000614518-0.00293189j 0.00410153+0.00660724j 0.00774075-0.00487127j 0.000818806+2.91664e-05j 0.00201929-0.00586679j -0.00246884-0.00203171j -0.00346584+0.00594873j -0.00305415+0.00874374j -0.0130431-0.0108553j -0.0110948-0.00272727j -0.0172404+0.00522775j 0.00406087-0.00409205j 0.00713316+0.0073563j 0.01786-0.00429649j -0.00578599-0.0017079j 0.000358828+0.0115866j 0.00101505-0.0102903j -0.000153838+0.00258452j 0.00339648+0.00782733j -0.00120493+0.00112628j 0.00482735+0.00477225j 0.00247915+0.00564931j -0.00523591+0.00113548j -0.00159173+0.00142676j -0.00220996+0.0047132j 0.00062137+0.0059641j 0.000934199-0.00327514j 0.00124952-0.00536742j 0.00040095+0.00232417j 0.00118428+0.00343128j 0.00270751-0.00403973j -0.00338048-0.00456822j -0.00923216+0.00105612j 0.000640444-0.00207527j -0.00210107-0.00386434j -0.00127517-0.00640944j -0.00555857-0.00185499j -0.00235913-0.000614559j -0.00170618+0.00224751j 0.00628664+0.000454828j 0.0107683-0.00639752j 0.0059675-0.0225098j -0.00693209+0.00663593j -0.00982946-0.00243065j -0.00294575-0.00440698j -0.0130625-0.0110045j -0.00802561-0.00350416j 0.00278578-0.000195198j -0.00645117+0.0113695j 0.00355325+0.00132587j -0.0132565+0.0173447j -0.0191598-0.00845551j 0.0139017-0.00754412j -0.00286359+0.00850937j -0.00255751+0.0038973j 0.00303796+6.74096e-05j 0.0136552+0.00702533j -0.00461341-0.0063745j 0.00262086-0.00761129j -0.000985755-0.00421595j 0.00233841+0.00289043j -0.000647078+0.00903559j 0.00665381-0.00275832j -0.00156385-0.0139105j -0.00586414+0.0161443j 0.00292704+0.00284925j 0.00475308-0.0101017j -0.00715934-0.00658862j -0.011747+0.000535574j -0.0139489-0.00188986j -0.0244209+0.000315842j 0.00382971-0.00101918j 0.00603087+0.00106926j -0.0167101+0.00402366j 0.0111379+8.20848e-06j 0.000427011-0.00547398j -0.00288812+0.00872198j 0.00484837+0.00453966j 0.000933385+0.00579159j -0.00599496-0.00101721j 0.000468732-0.00501182j -0.000646932-0.000879328j -0.00390872+0.000314221j 5.72839e-05+0.00133028j -0.0018059-0.00404931j 0.000989958+0.000242275j 0.00260163+0.00371206j -0.000390805-0.00102542j 0.00149031-0.00321633j 0.00697981-0.00279585j -0.00290291-0.00591274j -0.00192273-0.00543505j 0.00284928-0.00237269j 0.000895687-0.000672828j 
0.00483742-0.00121614j -0.00109291-0.00388345j -0.00161498+0.000475153j 0.00174761+0.00481919j -0.00165535+0.000329331j -0.00291196+0.00493537j 0.00487805-0.00167173j -0.000828515-0.004687j 0.00474033-0.00571803j -0.00401946+0.00324421j 0.00403685-0.00410772j 0.00383161-0.0018494j -0.00347783+0.000127309j -0.00194048-0.00598443j 0.000317832-0.00223344j 0.00271469+0.00193354j -0.000310947-0.00282512j 0.00247102+0.00322583j 0.00680997+0.00367238j 0.00410034-0.00160749j -0.00498554+0.00120056j 0.000329094-0.00434586j 0.00231168-0.00558762j -0.00357098-0.00162442j 0.000663337+0.00144034j 0.00416759-0.00051579j -0.00209263-0.000279305j -0.00419622-0.00422334j 0.00101437+0.00492692j -0.00149359-0.000148082j -0.00694527-0.000312709j 0.00634621-0.000374312j 0.00394845+0.00483195j -0.000969967+0.00123246j -0.00249318-0.00162523j 0.000504567+0.00140449j -0.000221574-0.00421408j -0.00465238-0.000785981j -0.00159814+0.00272382j 0.00640542-0.001238j -0.00478373+0.000717013j -0.00490975+0.00772735j -0.00628575+0.00231648j -0.00188736-0.00208056j -0.000898397+0.000230198j 0.00404584-0.00632913j 0.00296459+0.00916424j 0.00358397-0.00201862j 0.00247581+0.00369527j 0.000772062+0.00259286j -0.00532026-0.00316634j -0.00389366-0.00833185j 0.00230648+0.0080759j -0.00340209+0.00863442j 0.00212595-0.00997571j -0.00444752+0.00467189j 0.00359786-0.00190313j -0.000417118-0.00027552j -0.00770549+0.00698366j 0.00582902-0.00668577j 0.00208178-0.00215695j -1.97335e-05-0.00500015j 0.00263649+0.00393271j -0.00275529+0.00181304j -0.00484394+0.0061515j 0.000428651-0.0102909j -0.0118849+0.00589322j -0.00136978-0.00293238j 0.00222297+0.00395856j -0.00245903-0.00280045j 0.00204899+0.0039527j 0.00988686-0.00203334j -0.00217633+0.00135748j -0.00453833+0.00200048j 0.00870259-0.00117839j -0.00990993-0.00250803j 0.00290544+0.00500685j 0.00224272-0.00234798j -0.00717106-0.00179761j 0.00151844+0.00442058j -0.00251721-0.00500234j 0.00254933-0.00122775j -0.00281469+0.00420647j -0.0117835+0.0018507j -0.0019974+0.00398075j 0.00216684-0.00595803j -0.00208811+0.00514595j -0.00142133+0.00107109j 0.00128228+0.00109951j 0.00325905-0.00126581j 0.00498149-0.00196178j 0.00112372-0.00660336j -0.0104136-0.00495569j 0.00566569-0.00363074j -0.00744162+0.00469632j 
-0.00171327+0.000317649j 0.00127267-0.00334184j 0.000303551-0.000108365j -0.00337468+0.00265189j -0.00116196+0.000706141j -0.0031208+0.0026196j 0.00153874+0.00390519j -0.00483768-0.00867503j 0.00208433-0.00479527j -0.00600412-0.0090623j -0.00120916-0.00156251j 0.00338548-0.0015774j 0.00509303+0.000686525j -0.00162545-0.00380025j 0.000558096-0.00590005j -0.000687935+0.00878504j -0.00246619-0.00184124j 0.000337269-0.00802712j 0.0113876-0.00257549j -0.00371426+0.00173293j 0.0123911-0.000478404j 0.00293777+0.00271709j 0.0052894+0.000458223j -0.000632849+0.00162735j 0.00549791+0.00219482j -0.0035342+0.00236161j 0.00289076+0.00405078j 0.00284152-0.0016812j -0.00624909-0.0029142j 0.00603999+0.00141875j 0.000776866+0.00286221j -0.00409758+0.00322244j 0.00405182+0.00103202j -0.00521282+0.00131005j 0.00485452-0.00337657j -0.000760782-0.00483531j 0.0038548+0.000927846j -0.00285001-0.00409589j -0.00284494+0.000466699j -0.000284392-0.00183876j 0.00399855-0.000295047j -0.00193509-0.00354491j 0.00152574+0.00681251j -0.00525809+0.00492741j 0.00355141+0.00380147j 0.000985164+0.0125721j 0.00265102-0.00627438j 0.000865279-0.00145344j -0.00161344+0.0061366j 0.00355463-0.00118073j 0.00376406-0.00918963j -0.00190525-0.00125402j 0.00251328+0.00154524j 0.0013379-0.01574j -0.00312132+0.00613046j -0.00438806+0.0041937j -0.00351548-0.00134471j 0.00239877-0.00506921j -0.00718012+0.00204866j -0.00184863-0.00295672j 0.00207685+0.00017163j 0.000843196+0.000652067j 0.00110439+0.00374504j 0.0113142-0.00246719j -0.0105949+0.0020825j -0.00498715-0.00448102j 0.00160286+0.00383532j 0.000878815+0.00305946j 0.00132698-0.00326733j 0.000249885+0.0018189j 0.00260122+0.00282322j 0.00228286+0.000983262j 0.000987708+0.0026459j -0.00604179+0.00195611j -0.00240738+0.00277495j 0.00200789-0.00411087j 0.00581262+0.000241022j -0.000560743+0.00459617j -0.00161477+0.000991631j 0.00329007+0.00134433j -0.00135891+0.00123971j -0.00269046-0.00207055j 0.00180826+0.00146233j 0.00468384+0.00542902j 0.00621919-0.00111937j 0.00464134+0.00219619j 0.00274144-0.000260232j -0.000781305+0.00281665j -0.00103438-0.000282389j 0.000256464-0.00209079j -0.00113258-0.000570684j 0.00106993-0.00308452j -0.000159339-0.0020107j 0.000820502-0.00313156j 2.11892e-05+0.00178947j 
-0.00342288+0.00489347j -0.00157394-0.0012815j -0.00262946+0.0010192j -0.00182013+0.00141707j 0.00273479+0.001917j -0.00166748+0.000914132j 0.00535556+0.00508482j 0.00295245-0.00351152j -0.00221184+0.00476306j -0.00223891-0.00504573j -0.00388726-0.00456521j -0.0017395+0.000733945j -0.000108225-0.00322849j -0.000295598-0.00414529j 0.00489531-0.00407271j 0.000433444+0.00545901j -0.00255141+0.00283722j 0.000531154-0.0104056j 0.00259005-0.00138186j 0.00142593+0.00117502j 0.00305902+0.00268591j -0.000339632-0.00047885j -0.00223314+0.000840964j 0.0039917+0.000800418j -0.00360819+0.00308941j 0.00361817+0.0035178j -0.00304791+0.00484524j -0.00591963-0.000652763j 0.00191372-0.00435871j -0.00114208-0.00186217j -0.00137295-0.00278173j 0.0048097+0.000118579j 0.000525155+0.000123427j 0.0014692-0.000567243j -0.0011119-0.00342453j -0.0013353-3.01015e-05j -0.00258964-0.00253501j -0.00195467-0.00315729j 0.00100494+0.00731242j -0.00274809-0.0047059j -8.78676e-05-4.62038e-05j -0.000409621+0.00778932j -0.00319815-0.0147968j 0.0024708+0.00139959j -0.00537199-0.00481847j 0.00153454+0.000760714j 0.00461669-0.00270486j -0.00288343-0.0122352j 0.00287144-0.00198975j -0.00762725+0.000738475j -0.00358452+0.00892653j 0.000177522-0.00958159j -0.00137024-0.000362248j -0.000782111+0.0126782j -0.00603495-0.0136303j -0.00227305-0.000867604j 0.00603787-0.004825j -0.00293269-0.000713357j -0.00201284+0.00186826j 0.0044551+0.00282244j 0.00186211+0.00109114j -0.000580908-0.00522464j 0.00231148-0.000905035j -0.00485329+0.00591194j -0.000789094+0.00441459j -0.00343843-0.00121593j -0.00743875+0.00491468j -0.00304432-0.00779989j 0.00156165+0.00909383j -0.0100036-0.00436526j -0.00251639+0.00337159j -0.00722393-0.00528262j 0.00280656-0.00112332j 0.00436781-0.00137572j 0.0110461-0.000375663j -0.00919886+0.00809299j -0.00507255+0.000276048j 0.00924354-0.000662494j -0.0056819+0.00340257j -0.00334509+0.00190428j 0.00677946-4.0464e-05j 0.00216047-0.00277118j 0.00266322-0.00521932j 0.00514447-0.000872936j 0.000546945-0.00223642j -0.00468595-0.00226743j -0.00127146+0.00284131j -0.000125005+0.00179848j 0.00247258+9.95675e-06j -0.00396225+0.000515357j -0.00294986+0.00242433j 0.00117032-0.00106619j 0.00345275-0.00109072j -0.000696172-0.000478981j 0.00191901+0.00207303j 
-0.00166689+0.00217201j 0.000491386-0.000387671j 0.00349028+0.00299311j 0.000647318-0.00699014j -0.000955077-0.00124191j 0.00479982-0.000203044j -0.000380325-0.000658336j 0.00423293+0.00998803j -0.0026232+0.0108639j -0.0105336-0.00977172j -0.0152635-7.80273e-05j -0.0119908+0.00519259j -0.00252797-0.0134727j 0.0041674+0.00451214j 0.0157583-0.0055298j -0.00952732-0.00119358j 0.00264223+0.00548287j -0.000719839-0.0131709j -0.00643974+0.0013299j -0.000670977+0.00599311j -1.77807e-05+0.00321681j -5.70693e-05+0.00131156j -7.73624e-05-0.00147889j 0.00492222-0.00110393j -0.000467448+0.0010323j 0.00455734+0.00375437j 0.000749601+0.0118505j -0.0027917-0.00285159j 0.00183993-0.00784484j 0.000216223-0.00279311j -0.000768048-0.00338585j 0.000882379+0.000248899j 0.00788235+0.0031851j 0.00802741-0.00489148j -0.00221311-0.00537943j 0.0044496+0.00288482j 0.000184127+0.000955728j 0.00286911+0.00288056j 0.00101134-0.00219784j 0.00281115-0.00151525j -0.006214-0.000473566j -0.0122682+0.0058714j -0.00557128+0.0312141j 0.00419241-0.00745183j 0.0134649-4.53175e-05j 0.00287486+0.00197565j 0.0171823+0.0135633j 0.00982306+0.00146336j -0.00468042+0.00422825j 0.00794052-0.0111543j -0.00324686-0.00367992j 0.00842021-0.0169851j 0.0215098+0.00738088j -0.0165806+0.00880391j 0.00395881-0.00780355j -0.00213292-0.00301955j -0.0014268+0.00261873j -0.0132979-0.00332277j 0.00500159+0.00823704j 0.00162906+0.0100567j 0.000938877+0.00552315j -0.00133682-0.00216388j -0.00146782-0.00637162j -0.00373981+0.00318762j 0.000215945+0.0159877j 0.00383854-0.018821j -0.000656729-0.00104278j -0.00254219+0.0143419j 0.00922399+0.00647656j 0.0132749+0.000290227j 0.0172224-0.000912089j 0.0270747-0.000216872j -0.00238809+0.00131482j -0.00860116-0.00217234j 0.0179328-0.00227154j -0.0101927-0.00402164j 0.00248197+0.00696817j 0.000648062-0.010335j -0.00979949-0.00775294j 0.000364817-0.00490554j 0.00266456-0.000203996j -0.00443839+0.00638696j 0.00111466+0.0019768j -0.00035774+0.00209325j -0.00149185-0.000240272j 0.00124511+0.00198724j -6.0726e-05+0.00115174j -0.00208879-0.0025253j 0.00160773+0.00120685j -0.003083+0.00163132j -0.00551463+0.00029793j 0.00396889+0.00304455j 0.00061259+0.0046796j -0.00304155-7.86416e-05j -0.00130323+0.00112842j 
0.00359174-0.00488093j 0.00401698+0.0049357j 0.00327902-0.00255983j 0.00638194-0.00362226j -0.00233995-0.00371337j 0.00118492-0.00292012j -0.00654317-0.00301562j -0.000750147+0.00968752j -0.00142857+0.00430478j 0.00233207+0.0103777j -0.000905067+0.00548591j -0.00993155+0.00200346j -0.00207379+0.00148375j 0.00767667+0.00339455j -0.00329752+0.00402687j -0.000727733-0.00864188j -0.00220865-0.00236951j -0.0087144+0.0120305j -0.00710697+0.00412533j -0.00155365-0.000624763j 0.00716325+0.00193239j 0.00186309+0.00624548j -0.00231022+0.0026574j 0.000571622-0.000438155j 0.00570815+0.000824418j -0.00592923-0.00362075j 0.00526316-0.00728877j 0.00730125+0.00250096j 0.000542843+0.00078336j 0.00728925-0.000499463j 0.00232771+0.00291624j -0.00412097+0.00262116j 0.00202713+0.00017716j 0.00804481+0.000677059j 0.00327486+0.00382377j 0.00294482+0.00135451j -1.50089e-05+0.00194687j -0.00179651-0.0043143j 0.00420039-0.000332985j 0.00330111+0.00114451j 0.000955588+0.000492874j -0.00250423+0.0054j 0.00439147+0.00238556j 0.00202199-0.00495703j 0.00101847+0.00286945j -0.00251042+0.00602629j 0.00248978-0.00554619j 0.00288563-0.00025235j 0.00235512-0.000531335j 0.000327286-0.00246622j 0.00417005+0.00163677j 0.00709361-0.0145158j 0.00888667-0.00106052j -0.00392708+0.00392452j 0.00244737-0.00475711j 0.00422709+0.00316515j -0.00214445+0.00114373j -0.0114704-0.00845931j 0.00747356+0.00449757j -0.00269769-0.00108007j 0.00760119+0.00177296j -0.00213079+0.0010572j 0.00449147-0.00296154j -0.00584461+0.00443038j -0.00119796+0.00653178j 0.000329124-0.0129727j -0.0030128+0.00317674j 0.00197951-0.00177568j 0.00114924+0.00111296j 0.000817269-0.00273719j -0.00125381+0.00500869j 0.00830705+0.00293531j -0.00429844+0.00125504j -0.00408641+0.000463228j 0.0104166-0.00217202j -0.00559799+0.00302489j 0.00084562-0.00286867j 0.00674616-0.00711288j 0.00466148+0.0048796j -0.00798116-0.00202858j 0.00104223+0.00623796j 0.00163006+0.000328961j -0.00177355-0.000853215j 0.00181413-0.000356854j 0.00339442+0.00313505j 0.000537742+0.00874999j -0.0029779-0.000637886j -0.00463043-0.00417895j 0.000359876+0.00225246j 0.00293964-0.00204772j 0.00434547+0.00519127j -0.000670084+0.00937871j -0.00190237+0.0051341j 0.00222468+0.000383951j 0.00139646+0.000233539j 
-0.00318457+0.00444003j -0.00862455+0.0102967j 0.00335398-0.00144381j 0.0015621+0.000161056j 0.0017425-0.00148668j -0.00274476+0.00145134j -0.00718044+0.00824527j -0.00220619+0.00487126j -0.0014622-0.00730837j 0.00573976+0.00323589j -0.00359396+0.00298164j 0.000418615-0.00392969j -0.00355538-0.000734894j -0.00137718-0.0008221j 7.25065e-05+0.00322676j 0.000701093+0.000457183j 0.00256279-0.00574945j -0.000446328+0.00232796j 0.000959545-0.00303329j 0.0023737+0.0020341j -0.00559204-0.00708566j 0.000600616+0.00376364j -0.00268785+0.00501747j 4.9785e-05-0.00024251j 0.00336505+0.00189815j -0.00030057+0.0183505j 0.00202571-0.00374823j 0.000937336+0.00254904j -0.00110675-0.0105313j -0.000934315+0.00517744j 0.00167991-0.00668245j 0.00235286-0.00674922j -0.00283292-0.00121944j -0.000869208+0.00658412j -0.00572917-0.00565769j 0.000703263-0.00523915j 6.7091e-05-0.00210992j -0.0036247+0.000778336j -0.00391373+0.00169876j -0.00453116-0.00384062j -0.000230174-0.00714463j -0.00393911+0.00137798j 0.000381221-0.00067718j 0.00276927-0.00131115j -0.00412736-0.00467779j -0.00751914+0.00729808j 0.00263029-0.000339966j -0.00698749+0.00520982j -0.00636307-0.00293695j 0.00541577+0.00270395j 0.000154672+0.00434066j 0.00329904+0.00878266j 0.0032892-0.00410891j -0.000558395+0.00284574j 0.00263987+0.0031489j -0.0002266+0.0102827j 0.000794971+0.00522784j -0.00438349-0.00430634j 0.00453553-0.00402466j 0.0095873-0.00124182j 0.00229707-0.00779716j 0.0016141-0.00458373j 0.00826505+0.00324184j -0.0123598+0.00847723j -0.00114733-0.00613654j 0.00712816+0.00285883j 0.000267948+0.00458988j 0.00676605-0.00669563j 0.00362253-0.00155853j -0.00512546+0.0118248j -0.00375433+0.0050264j 0.00621515+0.00516691j -0.00243559-0.00403532j -0.0108723+0.00141278j -0.00464857-0.00172159j 0.00277963+0.00616467j -0.000883983-0.000608493j -0.00576673+0.00406195j 0.0065733+0.00597033j -0.00051235+0.00240423j 0.00122033+0.0128478j 0.00377705+0.00228318j 0.004755-0.00353542j 0.000356558-0.001325j -0.00598534+0.00401695j 0.0029349+0.012791j 0.000604625-0.00552969j 0.00288274+0.00112069j -0.00328154+0.000521717j -0.000181309-0.00581188j -0.000776017+0.00151404j -0.0037695+0.0113065j 0.00144247+0.00672887j -0.00177219-0.00302354j 0.00238091-0.000110669j 
