-0.0124683-0.00180878j -0.00205777+0.0115305j -0.000411339+0.0143044j 0.0103883-0.00432653j 0.00255089-0.00314136j 0.00992706+0.00487407j -0.0106484-0.00142121j 0.00462014-0.00668276j 0.0024481-0.00310343j 0.000174227+0.00329189j 0.0043784+0.00377544j -0.00403535-0.000570178j 0.00618094+0.000971116j -0.0166535+0.0110812j 0.00759433-0.00884917j -0.0083225+0.000685711j 0.00473558+0.00517085j -0.00554194+0.010311j 0.00040067+0.0141585j -0.00567294+0.00524042j -0.000976079+0.0012966j -0.00617526+0.00566253j -0.00134755-0.00144357j 0.0037827-0.00332727j 0.00508127+0.00678715j -0.00339388-0.00017437j 0.00138163+0.00746665j 0.000876394+0.00498279j -0.00544329+0.00388163j -0.00385768+0.00345016j 0.00192614+0.00468403j -0.00388838+0.0030047j -0.00119677-0.00330557j -0.00138827-0.00164481j 0.0109386-0.0139624j -0.00845567-0.0031707j 0.00439203+0.00230063j 0.0148091+0.0110252j 0.00719833-0.0118645j -0.00259005+0.00475414j 0.00400014-0.00285266j 0.0132805-0.0199326j 0.00851678+0.00179593j 0.0359866+0.0172621j -0.0291778+0.000541861j 0.0236221-0.0176205j 0.00490525+0.00257065j 0.00277667-0.00285323j 0.0176023+0.026314j 0.00349682+0.0411019j 0.00189385-0.00412838j -0.00318103-0.000908077j -0.0030519-0.00426066j -0.0106525+0.00333278j 0.0154072-0.00979904j 0.00561208-0.00603358j 0.0150004-0.00322894j -0.00615549+0.0121553j -0.00960479+0.00686717j -0.00145807+0.0155122j 0.00241633-0.0130359j -0.0054093-0.00252797j -0.0011777+0.00443911j 0.00317485+0.0192404j -0.00149375+0.0153626j 0.00388322+0.0275431j -0.0135526-0.0136454j -0.0294096-0.0591766j 0.0590053-0.0324353j 
0.00490624+0.006384j -0.00161382+0.00564881j -0.00610765-0.00442218j 0.00100251+0.0177593j 0.0230102-0.0133521j -0.0039315-0.00202774j 0.00317567-0.00601026j 0.001857+0.00968763j -4.34112e-05+0.0172458j 0.0304693+0.00513195j 0.0135923-0.00847148j -0.0104999-0.00201606j 0.00445986-0.0101888j -0.00844601-0.00639138j 0.000645583-0.0220682j -0.013534+0.0117618j 0.00852173-0.0272689j 0.000667759+0.00298124j -0.000982693-0.00620689j -0.00268178-0.00900209j 0.00635216-0.0117299j -0.00559497-0.0244465j -0.00482002-0.0144203j 0.0104255+0.0105972j -0.0231505+0.00624716j -0.000156275-0.00873412j -0.0239233+0.00640316j 0.0107235-0.0221397j -0.00272393+0.00306639j -0.00286756-0.00462835j -0.00800999-0.00818632j 0.020173+0.0218895j 0.00357123-0.00447222j -0.00285994-0.00324475j -0.0125878+0.0135374j -0.00712904+0.00280421j -0.00547371+0.0115745j -0.00107692+0.00513144j 0.00654185-0.00299452j 0.00958777-0.0139537j -0.0107525-0.0120487j -0.00838039+0.00124044j 0.00665347-0.0061799j -0.000512728+0.00538935j 0.0025175+0.00644397j -0.00282751+0.00475015j -0.00234156-0.00590435j 0.00894028-0.0073758j -0.00773688-0.00360008j -0.00848747-0.000751942j 0.00107105+0.000357914j -0.00467779+0.0043139j 0.0116837-0.00724205j -0.00982539+0.00436268j -0.00148044+0.0120023j -0.000815205+0.00136902j 0.000633679+0.00603203j -0.00567314-0.0036514j -0.00014068-0.00987556j -0.00285724+0.00218412j 0.00939158+0.000195797j -0.00278197-0.00115555j 0.00160738-0.00132884j 0.00838803-0.00577318j -0.0030649+0.00585043j -0.00343559+0.00623174j -0.00205196-0.00437874j -0.00263129+0.0016324j 0.000743308+0.000341746j 
-0.0200279+0.0126081j -0.0199592-0.0512841j 0.0098743+0.0190557j -0.0144507-0.00348717j 0.00480312-0.00496852j -0.00498268+0.0058792j -0.0214072-0.0213338j -0.0154907-0.0131312j 0.0233585+0.0282514j 0.00845456+0.00119949j 0.013538+0.0182656j -0.00562446-0.00477964j 0.0155066+0.0111354j 0.000494957-0.00485842j 0.0155263+0.014257j 0.00345373-0.000483741j -0.00649326-0.00389329j 0.0023791-0.00762732j 0.00944434+0.0315252j -0.00319147+0.00383557j 0.0139741+0.02313j 0.0235893+0.0560727j 0.0034896+0.000421148j -0.0139736-0.0287016j -0.0153399+0.00510827j -0.00236801-0.00117358j -0.00956104+0.00280619j 0.00236073+0.0186371j -0.00494653-0.00100297j 0.0021023+0.0050426j -0.00280201+0.0114856j -0.00218805-0.0229349j 0.00359213-0.00800121j 0.00843732+0.00190255j -0.004502+0.000651092j -0.00238528+0.00442855j 0.00328906+0.00943676j -0.00143124+0.0027833j 0.00452783-0.00523535j -0.00870294-0.0126394j -0.010249-0.000602069j -0.00576922-0.00885596j 0.00354836+0.00127369j -0.00871782-0.014673j 0.00301816+0.00520345j 0.00405165-0.00135933j 0.00169732+0.00188593j 0.00705588+0.00526674j -0.00543495+0.00632525j -0.00687784-0.00974619j 0.00190912+0.00128613j -0.00188887-0.00549009j 0.00256166+0.00260084j -0.00661152-0.0164556j 0.00464221+0.00520504j 0.00105854-0.0038056j 0.0013924+0.00379851j -0.00792279-0.00191491j -0.00637661+0.00116388j -0.00584643+0.00223502j 0.00697102+0.00868227j -0.00217562-0.000100463j 0.00154865+0.0111827j 0.00108505-0.00469462j -0.00114188-0.00105773j -0.000140755-0.00221229j -0.00327253-0.00200154j -0.00206463+0.00596041j 0.00366495+0.00207958j 
-0.00470387+0.0411371j -0.00784292-0.0150696j -0.00195294+0.0131117j -0.00858527+0.00991976j -0.00485723-0.00369181j -0.000314676+0.0117313j -0.0194985+0.000226847j 0.00478407+0.0133986j -0.00172003+0.0164274j -0.00358962+0.0135951j -0.00590158+0.0131721j -0.000320085-0.0025904j 0.00923296+0.00989496j 0.000646719-0.00794821j 0.00741966+0.00335073j 0.00371685-0.0087637j -0.0115268-0.000982185j 0.00180816-0.0111688j 0.00250243+0.0146825j -0.00151381+0.00535612j 0.0123714+0.00681192j 0.0107091+0.0208949j 0.00857953-0.00634366j -0.0101479+0.00248283j -0.00825043+0.00771028j 0.00018062+0.00160022j -0.00637148+0.0048584j -0.000226706+0.0182603j -1.59538e-05+0.000653185j -0.000156752+0.00447082j -0.00263392+0.00879874j -0.0132872-0.00638588j -0.00101824-0.00707441j 0.00425748+0.0035231j -0.00553621-0.00622183j -0.00263582+0.00155729j -0.00648113+0.00573288j -0.000924925-9.3062e-05j 0.00207495+0.00322142j -0.000829117+0.00530689j -0.00114022+0.00725679j -0.00216309-0.0146522j -0.000547023+0.0159143j -0.00542255-0.00458965j 0.000221062-0.00182707j 0.00399237-0.0147913j -0.0018307+0.0118426j -0.00209377+0.00216795j -0.00314556-0.0113023j 0.00600147-0.00561138j -0.000527093+0.0014255j 0.00423232-0.00131534j -0.00214694-0.000550976j 0.0114219-0.0279202j -0.00190726+0.0170661j -0.000195369-0.00408115j -0.00118417+0.00335438j 0.00514887-0.00317678j 0.00479872-0.0149017j 8.893e-05+0.000387851j -0.00811303-0.011157j 0.00275323+0.00422991j 0.000696729+0.000488416j -0.00115739-0.00931746j 0.00186428+0.00630291j -3.37984e-05-0.00994505j -0.0041855+0.00328243j 0.00372913+0.000118004j 0.00127047-0.00311203j 
-0.0324358+0.0133391j -0.00648576-0.0141249j -0.00163152-0.00191526j -0.00783905-0.011155j 0.0116292-0.0165953j -0.0135731-0.0057726j -0.0269213-0.0121499j -0.0236842-0.00979752j 0.0183727+0.00744997j -0.0119473-0.00410161j 0.00739486+0.00172777j 0.00405091+0.00337755j 0.0323537+0.00844588j 0.00727371-0.00055219j 0.0346236+0.00902453j 0.00617196+0.00135644j -0.00867068-0.00337909j 0.00918595-0.00513953j 0.00495277+0.0191181j -0.000189071-0.000119368j 0.00824979+0.00410513j 0.026948+0.0370037j 0.0123483+0.0126836j -0.0114408-0.0203809j -0.0223476-0.00292099j 0.000597121+0.000492646j -0.0159537-0.00178736j 0.000951931+0.00930152j 0.000980316-0.00116401j 0.00155821+0.00242805j -0.00284864+0.00189713j -0.00626874-0.00960208j -0.000201673-0.00729472j -0.00256163+0.00353062j -0.0114757-0.000895155j -0.00305125+0.000222566j -0.000508737+0.00232906j -0.00424158+0.00470201j 0.00501318-0.00198774j -0.00648071-0.00672982j -0.0162891-0.0108128j -0.00406332-0.00519109j -0.000957785-0.0113146j -0.011728-0.0014996j 0.00296915-0.0029903j 0.00263164+0.00786498j -0.00238637-0.0101853j 0.00283241-0.0050276j -0.00425247+0.00247682j -0.00279568-0.00637178j -0.000491643+0.000705772j -0.000364003-0.00223457j 0.00209285+0.00471008j 0.00203786+0.00493163j 0.000425182-0.0106371j 0.00237335-0.00358363j 0.00225582-0.00353659j -0.0104324+0.00504228j -0.00815801+0.00891363j -0.00802122+0.00272307j 0.00998518+0.00340637j -0.00306399-0.000521443j 0.000924748+0.00902915j -5.62829e-05+0.00292698j -0.0014053-0.00139504j -0.000851764+0.00424541j -0.0051781-0.00349042j 3.56337e-05+0.00539481j 0.00187184-0.000654379j 
-0.00413718-0.0208336j 0.0181804-0.00953142j -0.00691038-0.0109443j 0.0322605-0.00224532j -0.0104408+0.0242976j 0.0169528+0.0033398j 0.0199232+0.01597j -0.0256325-0.0308439j -0.00679111-0.00918682j -0.0227605-0.0271492j 0.0126346+0.00265501j 0.00771815-0.000128597j -0.00198901-0.0111993j 0.0120298+0.0179986j -0.00258164+0.0105267j -0.00126264+0.00930506j 0.0209315+0.0234871j 0.0157673+0.0145234j -0.0177614-0.00844515j -0.0018314-0.0194854j -0.0086084-0.00259613j -0.0305803-0.000237084j 0.00414966-0.00268644j -0.00304292+0.00206846j -0.00222333-0.00721987j -0.00200458+0.00656125j 0.00611334-0.00285622j -0.00854794-0.0113895j -0.00196139+0.000967385j 0.00198408-0.00460509j 0.00378981-0.00879345j 0.0194127-0.00691126j 0.0101225+0.00582992j -0.0022707-0.00532589j 0.00902345-0.0103077j 0.00412148-0.00895613j 0.00330925-0.0119876j -0.0051788-0.000252036j 0.00935575-0.00158982j 0.0029771-0.0029031j -0.00209908-0.0123348j 0.00724388+0.0189428j -0.00384129-0.0189239j -0.00159825-0.000345847j -0.00485143+0.00111955j 0.00703369+0.00604707j 0.00647507-0.00128513j -0.00426189+0.00305553j 0.000677726+0.0234667j -0.00388185+0.00283157j -0.000160514-0.00273251j -0.0032637-0.00883495j 0.000606608-0.00312162j 0.00324726+0.0158809j -0.00798248-0.020815j 0.000407468+0.00633716j -0.00144554-0.00296973j 0.00237649+0.000842795j -0.00341601+0.0264601j 0.00380941-0.00677288j 0.00574432+0.0247446j -0.00234833-0.00370075j -0.00515333+0.00905154j -0.0024039+0.00554301j -0.000123524-0.0137122j 0.00144032+0.00400108j 0.00325857-0.00999884j -0.00127734+0.0053078j -0.00443414-0.00130114j 
0.00792289+0.028374j -0.0269877+0.00760632j -0.00262625+0.0110198j -0.0313253+0.0147859j -0.00460033-0.00482172j 0.0233864-0.00357115j 0.00708912+0.0244267j 0.00558096+0.00576776j 0.0179275+0.0206307j 0.0218734+0.0217068j 0.0206135+0.0270413j -0.0129819-0.0114066j -0.00818153+0.000488039j -0.00628865+0.00406554j -0.00598735+0.00206851j -0.00981169-0.0131879j 0.00296907+0.0226151j -0.00595179-0.00913822j 0.00528429-0.0031875j 0.0064039-0.0190409j 0.0241563+0.00953325j 0.0267466+0.00920244j 0.00687096-0.0291857j -0.0117512+0.0097826j 0.0136804+0.0103491j -0.00183583-0.00263892j 0.00798389+0.0187177j 0.0362886+0.0173066j -0.00089207-0.00333275j 0.0168582+0.00556336j 0.0324169+0.0160002j -0.0148978+0.00801179j 0.00291548+0.0135493j -0.00581266-0.00980354j 0.000575381+0.00124767j 0.00678083-0.000319847j 0.00799525-0.00507486j -0.000953655+0.00304798j -0.00582659-0.00901843j -0.0112904-0.00929936j 0.0137723-0.00520992j -0.00593844+0.00727871j 0.0130062-0.00272824j -0.00158677-0.00711001j 0.0064563+0.00773903j -0.00348436-0.0160267j 0.00613853+0.0202867j 0.0091401+0.000980077j -0.00481065+0.0164138j 0.000153038-0.00736172j 0.000121783+0.000351465j -0.00395352-0.0162265j -0.00130578-0.00717941j -0.00766065-0.0316784j 0.00203259+0.00536013j -0.00554967+0.00628555j -0.00305504+0.0066281j 0.00857239-0.00594028j 0.000163073+0.00900227j 0.00585399-0.00438905j -0.0142867+0.017161j 0.00582017+7.74454e-05j 0.000868076+0.0184063j -0.00398563+0.00425784j 0.00210719-0.00831445j -0.00324156-0.0129407j 0.00763132+0.00734913j -1.36389e-05-0.0037018j -0.00118098-0.00257354j 
-0.00204869-0.0250404j 0.0165305-0.00157823j -0.0169485-0.00751716j 0.0269455-0.00774996j -0.0366729-0.0209351j -0.00946891+0.0490381j -0.0231574+0.00313856j 0.00649378-0.0376398j -0.0161203-0.00821283j 0.000119661-0.0101589j 0.00118531+0.0272716j -0.0031165-0.00372638j 0.00327615+0.000761097j -0.00316509-0.000974696j 0.000590864-0.00262418j -0.00231724+0.00607449j 0.00406039+0.0246427j 0.00968592+0.00761297j -0.0113537+0.00668732j -0.00130822+0.00280688j -0.0026029+0.025289j -0.0247199-0.0206306j -0.00853618-0.0112528j -0.00414669-0.024844j -0.0136218-0.005082j -0.00588662-0.0121016j -0.0051769+0.0110164j -0.0163968+0.0113104j -0.00436727-0.00863618j -0.00911639+0.000913988j -0.0215271+0.0104812j 0.0250011-0.00476286j -0.000201728+0.0011925j 0.0197299+0.00197114j 0.0056834+0.0253545j 0.00200199+0.0111192j 0.00346727+0.00756139j -0.000927429-0.00489989j 0.00261365+0.0112978j 0.00620905+0.00631681j 0.000909035+0.0303272j -0.00185097+0.000546124j 0.00416919+0.00513159j -0.0046697-0.0152139j -0.000325672+0.00257724j 0.00252139+0.00185369j -0.00135548+0.0215444j 0.00409038-0.00224955j -0.00741362+0.00104523j -0.00571263-0.00745504j 0.00250455+0.000120775j 8.7595e-05-0.000115363j 0.00841055-0.010031j -0.018793-0.0260535j 0.0072546+0.0200295j -0.00308327-0.00237752j 0.00254757+0.0168298j -0.000548938-0.00542413j -0.00373655-0.0178893j 0.0084585+0.00547333j -0.000545588-0.000130446j -0.00308216-0.00153227j 0.00160771-0.00472144j 0.00715074-0.0111947j 0.00959316+0.00561673j 0.000896136-0.00195431j 0.00681756+0.00846459j -0.0109321-0.00417455j 0.003604+0.00254835j 
0.00234238+0.00154136j -0.00676591+0.0210528j 0.00730276+0.0184978j -0.00649725+0.0183698j 0.0442058+0.0324412j 0.0260481+0.00696813j 0.00249419-0.0217301j 0.00527356-0.0131483j -0.00320216-0.00213262j 0.00918031+0.0221325j 0.0129413+0.00396809j -0.0117773-0.00914697j 0.0129146-0.0142231j -0.00290775-0.00769433j 0.00409733-0.00964604j -0.0032815-0.0143811j 0.000515869+0.0056368j 0.000806166-0.000403517j -0.00389128+0.00695636j -0.0140469-0.000640328j 0.0183291+0.000665043j -0.00687497-0.0111393j -0.0045044-0.0170441j 0.0088409+0.0214807j -0.00420802+0.00275407j -0.00255116+0.0163696j -0.00759721-0.0168642j 0.0182849-0.00430831j 0.000114997-0.000711309j -0.0026595-0.013514j 0.00182977-0.00730026j -0.00885687-0.0160563j -0.00918993-0.00644202j -0.00158985-0.00347455j -0.00164627-0.00135915j -0.00455453-0.00702798j -0.00345799-0.00233132j -0.00785777-0.0128456j 0.00815808+0.00766721j -0.0101997-0.00135882j 3.56232e-05+0.0216351j -0.0118405-0.00268239j 0.0180367+0.018158j -0.0136254-0.000149459j 0.00356738+0.00187232j -0.0203923-0.0286081j 0.00372855-0.00461024j 0.010204+0.0141918j -0.000389524+0.00103545j -0.0020569-0.00972159j 0.0022455+0.0037589j -0.0101108-0.00523511j 0.00140555+0.0192273j -0.0322039-0.0475061j 0.022301+0.0285067j -0.000661573-0.010602j 0.0134346+0.014096j -0.0155769-0.0260933j -0.0103352-0.0190484j -0.00488976-0.00643478j 0.000764515+0.0122313j 0.000394357-0.00304684j 0.00450435+0.000474107j -0.00398835+0.00326845j -0.00358487-0.00215681j -0.0157993-0.00934044j 0.00758275+0.00901806j -0.0064824-0.00895765j 0.000878105+0.00513258j 
-0.00587734-0.000324603j -0.00611483-0.0295362j -0.0463668-0.0100515j -0.00359344-0.0358057j -0.00807036+0.015403j -0.0190165+0.0229601j 0.0275755-0.0364163j 0.00610934-0.0157281j 0.00573456+0.0328277j -0.00698602+0.00688345j -0.00207894+0.0157231j 0.00923338-0.00718658j 0.0036737+0.0184476j 0.00335566-0.00273451j 0.00952641+0.0119933j 0.00141121-5.52731e-05j 0.00175883-0.0121121j -0.00788675+0.0130193j 0.00767849-0.00122833j 0.0143446+0.00105193j -0.00736522+0.0191246j 0.0214039+0.016453j 0.0128755+0.00309939j -0.00906767-0.0142501j -0.00608271-0.0187309j -0.0051952+0.00181093j 0.00164227-0.0170095j 0.00389079+0.000830073j -0.000194251+0.00259085j 0.00783764-6.97805e-05j 0.00466626-0.00538812j 0.0153115+0.00011364j 0.0133485-0.000785151j -0.00194517+0.00115048j -0.00763522-0.0137164j -0.000279748-0.00203831j -0.0106821-0.000627317j 0.00511036-0.00764252j -0.000453475+0.00451318j 0.016012-0.00155689j -0.0017404-0.000300253j 0.0039495-0.00963747j -0.0202836+0.0131479j 0.00598769-0.00550175j -0.00830124+0.00446057j 0.0261948+0.00560018j -0.00603424-0.000910091j -0.0106403+0.0155564j -0.00294191-0.0131534j 0.0104297+0.0011073j -0.00288365+2.01863e-06j 0.00844106+0.00331241j -0.00827521-0.00275841j 0.0623468+0.0193753j -0.0406726-0.00360133j 0.00913664-0.000519875j -0.0179477-0.00916523j 0.0292955+0.00726187j 0.029163+0.0032355j 0.00500731-0.00522567j -0.0109334-0.019634j 0.0019078+0.0086302j -0.00733155+0.0052054j 0.00209711+0.000879125j -0.00385559-0.00278817j 0.0122605-0.00571901j -0.00827201+0.000381627j 0.0116669+0.00413283j 0.00172481+5.33827e-05j 
-0.0185076+0.000656965j -0.0250228+0.00965179j 0.0448345-0.0412084j -0.0624092-0.00606817j 0.0137595+0.00617739j 0.0125508+0.0238392j -0.0107536+0.0251711j -0.0149227+0.000837194j 0.0047546-0.0318554j -0.00122248-0.0109312j 0.00514323-0.0113641j -0.000930689+0.000365137j 0.0131085-0.016744j -0.00062114-0.00163939j 0.0190381-0.0156236j 0.000646831+0.0067181j 0.00249523+0.00093375j -0.0032734+0.00968573j 0.00925447-0.0114266j -0.00151515+0.00695083j 0.0104006+0.00270983j 0.0363313-0.0248449j 0.0165973+0.00695244j -0.0230124+0.000385412j -0.012211-0.00798872j -0.00662987-0.00163382j -0.0053949-0.00771339j 0.0191083-0.0011763j -0.000639655-0.00098677j 0.00735735+0.00173906j 0.0122103+0.00384345j -0.0303646+0.00497166j -0.00681918+0.0104933j -0.000946608-0.008361j -0.000111958+0.00478372j 0.000607682+0.00533155j 0.0025996-0.00139294j 0.000962653-0.00079768j -0.00475287-0.00129752j -0.0090496+0.0138139j 0.000350825+0.0166421j -0.00832354+0.00681337j 0.00712356-0.00806117j -0.009039+0.0076474j 0.000873428+0.00339345j 0.00456673+0.0091019j -0.00269442+0.00310786j 0.0150655+0.000748083j 0.0001005+0.0038444j -0.00744604+0.0101456j 0.00134473-0.00313649j -0.000148542+0.00586928j -0.00454091-0.0106531j -0.00626023+0.025783j 0.00105222-0.00588188j -0.00261347+0.000754151j -0.00897655-0.00205336j 0.00195269+0.0059577j -0.00225765+0.00335432j -0.00370466+0.00389903j -0.0033207-0.00291771j 0.00172209-0.00175841j 0.00358056-0.00591157j 0.0026318-0.00635598j 0.000677926+0.00464425j 0.00377506+0.00560253j -0.000989836-0.0042054j 0.00194935+0.00428822j -0.00271252-0.00117952j 
-0.0296651+0.0110181j 0.0323313-0.00312685j -0.0465466+0.0119582j -0.0255194+0.0128208j -0.0276923+0.0168758j -0.0151304-0.0153504j 0.00238809+0.0244472j -0.0120038+0.0247412j -0.0205413+0.0132096j -0.0268771+0.0412304j -0.0082954-0.00301661j 0.0135679-0.00747613j 0.00510836-0.0236345j 0.00795563-0.00675048j 0.00469867-0.0238375j 0.00247403-0.0135615j 0.00726151+0.00370793j 0.0158723-0.0207644j -0.0239397+0.0120836j 0.00616547+0.00497725j -0.0188548+0.000804913j -0.0350091-0.0117483j 0.0118872-0.0116991j -0.00660842+0.019369j -0.0204053+0.0163862j -0.00685082-0.00158804j -0.00699847+0.0105329j -0.0168367-0.00756736j -0.00369102+0.000666812j -0.00236041-0.00501436j -0.0121981+0.000915118j 0.0267668+0.0130802j 0.0123903+0.00786886j 0.00634485-0.00855175j 0.00767965+0.00267037j 0.00395997-0.00410388j -0.00544207-0.00996874j -0.00323815+0.00382333j 0.00862507-0.00353124j 0.0175476+0.00337862j -0.004981+0.00901726j 0.0108657+0.00177427j -0.018452-8.46103e-05j 0.00404137+0.00560624j -0.00731551-0.00158225j 0.0234817-0.00114595j -0.00655143+0.00308212j -0.0105368+0.000200851j -0.00450713+0.00274779j 0.00986441+0.00363688j -0.00235968+5.39319e-05j 0.00665983-0.00102655j -0.00101044+0.000918276j 0.0328455+0.00370186j -0.0192224-0.00326856j 0.00271844+0.00196094j -0.00869603-0.00124251j 0.0107232+0.00427108j 0.0072412+0.00890319j 0.0098267+0.00252366j 0.00235632-0.00202792j -0.00767376+0.000662649j -0.0107273-0.00288447j 0.00240694+0.00293174j 0.0076009-0.00271703j 0.0144317-0.00082025j -0.00551824+0.00195394j 0.00491684-0.000351679j -0.000327803+0.000249572j 
-0.022735-0.00605422j -0.024478+0.00734222j -0.0258248+0.022222j 0.0209149+0.0538528j 0.0024595-0.000552697j -0.0212705+0.00374079j -0.0155122+0.00285696j 0.000535139-0.00828342j 0.0136766-0.0401561j 0.000807164-0.0226067j 0.000306501-0.00472799j 0.000164478+0.00297355j 0.0212309-0.00661885j 0.00258282+0.00651145j 0.0267965-0.00150931j 0.00276662+0.00401101j -0.00870516+0.0167593j 0.0029715+0.0116696j 0.00273714-0.0131079j 0.00774918-0.00996227j 0.00701614-0.0102127j 0.0142236-0.0371575j 0.00985633-0.0101307j -0.0130243+0.00989003j -0.017727-0.00428542j -0.000703056-0.0015119j -0.010302+0.000378806j -0.00432288-0.0151187j -0.00174519-0.00266647j 0.00214377-0.0131607j -0.0054879-0.0188055j 0.0203357+0.0113562j 0.015728-0.00668461j 0.00335888+0.0104386j -0.00696717+0.0107091j 0.00188456-0.00464196j -0.00953846-0.00339037j -0.0058177-0.00231j 0.00229501+0.0122266j 0.0110921+0.00386919j -0.00546034-0.00358821j 0.00804069+0.0033481j -0.0159832+0.00208032j -0.00377266-0.00610352j -0.000980521-0.00457449j 0.017726+0.00242212j -0.00506343+0.00174381j -0.0110727+0.0032393j -0.00870171+0.00302106j 0.0103283-0.0116496j -0.00227882+0.00128919j 0.00767953-0.00179353j 0.00267587+0.00333376j 0.047807-0.00904087j -0.0265069-0.00112449j 0.00798369+0.000941578j -0.00710614+0.00445077j 0.0155689+0.00321123j 0.0193927+0.00330117j 0.00616399-0.000864838j -0.00432806-0.00187466j -0.00156006+0.00404579j -0.00864407+0.00449208j 0.00328008+0.00483354j -0.000119282-0.00439751j 0.0083305-0.00488272j -0.0079638+0.00610829j 0.00630611-0.00525059j 0.00615874+0.00341291j 
-0.023025+0.00406998j 0.00246334+0.00695229j 0.0306359+0.0645544j 0.0253069-0.0488349j 0.00171672+0.0243415j 0.0155704+0.0166254j -0.0192264-0.00680036j -0.00900215+0.00494077j -0.00666274-0.00869929j -0.0047775+0.0212236j -0.000508102-0.00433586j 0.00032115-0.0135092j 0.0119244-0.0124616j -0.0010808-0.00608164j 0.00703624-0.0198359j 0.000384136-5.75273e-05j 0.000622876-0.0101073j 0.000642002-0.0021309j 0.00198239-0.00690752j -0.0117529-0.0173283j -2.01453e-05+0.00992193j -0.014396-0.00793038j -0.00297758-0.0122263j 0.000797457+0.00838578j -0.0078519+0.014109j -0.00073433+0.00509412j -0.000404425+0.00586832j -0.0150606+0.00858655j -0.00185109+0.00191113j -0.0100475-0.00158287j -0.0132487+0.00888245j -0.00026132-0.0230524j -0.0042843-0.0143612j 0.00392059-0.00522808j 0.00601798+0.011341j -0.00610898-0.00329654j -0.00525983+0.00961805j -0.00456037+9.86397e-05j 0.00950759-0.00413979j -0.0036285-0.0210637j -0.00792537-0.000990181j 0.0032582-0.00196998j 0.00494061+0.0214212j -0.00620582+0.00642849j -0.000980739+0.00975008j -0.00360499-0.0134822j 0.00247157-0.00092722j -0.00259231+0.0268293j 0.000680572+0.00630347j -0.00715862-0.013341j 0.000338767+0.00244593j 0.00117225-0.00362056j 0.00174015-0.00129159j -0.00197561-0.0371434j 0.00232833+0.0299867j 0.00282592-0.00424891j 0.00427095+0.00795601j -3.80057e-05-0.0179471j -0.00176293-0.0168938j -0.00647773-0.00989685j -0.00387529-0.000870144j 0.00534704+0.00294744j 0.00491776+0.00755582j 0.00355466+0.00179686j -0.00676818-0.00166526j -0.00802896-0.0062177j 0.00782598+0.00427098j -0.00866196-0.00689619j 0.00200984-0.00297171j 
0.0532402-0.0506525j -0.0534387-0.0584822j 0.0037389+0.0130977j -0.00482116-0.00469166j -0.00663518+0.0270418j -0.00863391-0.00984741j -0.000639812-0.00562639j 0.00309217-0.0056218j 0.0148555+0.00667311j 0.0159647+0.00124446j 0.00645433+0.000950847j -0.00315555-0.00462093j -0.000250149+0.00827886j 0.0022977+0.0051113j -0.00367579+0.0277352j -0.00344357+0.00976069j -0.000803038+0.00209679j -0.00818467+0.00406754j 0.0162335+0.000532979j 0.00502503+0.00232694j 0.0149944+0.0123508j 0.0284257+0.0174601j 0.00372065+0.0139171j -0.00391412-0.0161962j 0.0112875-0.0159774j 0.00072274-0.00366663j 0.00749163-0.00711746j 0.0110895+0.00778244j 0.00546148-0.000385136j 0.00455489+0.00676781j 0.009149+0.00404533j -0.000416787-0.00721381j -0.00497434+0.00507024j -0.00704076+0.0022115j -0.00963074-0.0085166j 0.00123717+0.000965043j 0.00371912-0.00231475j 0.00829337-0.00379489j -0.00852146-0.00663767j -0.00207485-0.00708046j 0.00223895+0.00432498j -0.0155679+0.00482283j 0.00459984+0.00364259j -0.00136661-0.0113452j 0.00481925+0.00831982j -0.00130014+0.00446737j 0.00539898-0.00361885j 0.0101252+0.00866382j 0.000295768+0.0026511j -0.000272175+0.00897072j 0.000539809-0.00126874j -0.00620494+0.00370379j -0.00387219-0.00235881j -0.0156999+0.018228j 0.00682388-0.00769452j -0.00718092+0.00324717j 0.000839359-0.00177845j 0.000137603+0.00132224j 0.00392041+0.00548422j 0.00197727-0.00408377j -0.00640115+0.00370209j 0.00562797-0.000133851j 0.0116583-0.00464948j -0.00590332-0.00448289j 0.00151364-0.00325383j -0.00815971+0.00559476j -0.00497592-0.00808437j 0.00937229+0.00722051j -0.00343928+0.00676276j 
