-0.0124683-0.00180878j -0.00205777+0.0115305j -0.000411339+0.0143044j 0.0103883-0.00432653j 0.00255089-0.00314136j 0.00992706+0.00487407j -0.0106484-0.00142121j 0.00462014-0.00668276j 0.0024481-0.00310343j 0.000174227+0.00329189j 0.0043784+0.00377544j -0.00403535-0.000570178j 0.00618094+0.000971116j -0.0166535+0.0110812j 0.00759433-0.00884917j -0.0083225+0.000685711j 0.00473558+0.00517085j -0.00554194+0.010311j 0.00040067+0.0141585j -0.00567294+0.00524042j -0.000976079+0.0012966j -0.00617526+0.00566253j -0.00134755-0.00144357j 0.0037827-0.00332727j 0.00508127+0.00678715j -0.00339388-0.00017437j 0.00138163+0.00746665j 0.000876394+0.00498279j -0.00544329+0.00388163j -0.00385768+0.00345016j 0.00192614+0.00468403j -0.00388838+0.0030047j -0.00119677-0.00330557j -0.00138827-0.00164481j 0.0109386-0.0139624j -0.00845567-0.0031707j 0.00439203+0.00230063j 0.0148091+0.0110252j 0.00719833-0.0118645j -0.00259005+0.00475414j 0.00400014-0.00285266j 0.0132805-0.0199326j 0.00851678+0.00179593j 0.0359866+0.0172621j -0.0291778+0.000541861j 0.0236221-0.0176205j 0.00490525+0.00257065j 0.00277667-0.00285323j 0.0176023+0.026314j 0.00349682+0.0411019j 0.00189385-0.00412838j -0.00318103-0.000908077j -0.0030519-0.00426066j -0.0106525+0.00333278j 0.0154072-0.00979904j 0.00561208-0.00603358j 0.0150004-0.00322894j -0.00615549+0.0121553j -0.00960479+0.00686717j -0.00145807+0.0155122j 0.00241633-0.0130359j -0.0054093-0.00252797j -0.0011777+0.00443911j 0.00317485+0.0192404j -0.00149375+0.0153626j 0.00388322+0.0275431j -0.0135526-0.0136454j -0.0294096-0.0591766j 0.0590053-0.0324353j 
-0.00195679+0.00131435j -0.00163315-0.00100349j 0.00541641-0.00240372j -0.00237685+0.00195911j 0.00791843+0.000252476j -0.0224534+0.00590417j -5.65766e-05-0.00718311j 0.0111538-0.0101401j -0.00263215+0.00793258j -0.0211624+0.00696845j 0.00381825-0.00349707j 0.00786264-0.00492005j -0.0142684+0.0196892j -0.00771768+0.000863772j -0.00749354-0.00261421j -0.0160601-0.0136529j 0.000471595+0.00368422j 0.022988-0.00689662j 0.0411115-0.0159427j 0.00968235+3.57406e-05j 0.011777-0.0206266j -0.000114514-0.00936739j -0.00148575+0.00342714j 0.0056548+0.00283724j -0.0239017+0.00790975j -0.0220964+0.00301248j -0.00531699+0.00119137j -0.00437106-0.00697977j -0.013245-0.0026405j -0.00562909-0.00368588j -0.0122768-0.00197159j -0.00238416-0.00723212j 0.00539024-0.00460345j -0.0161447+0.003996j 0.00339932+0.00917588j 0.0320124+0.00495412j 0.027376+0.0145121j -0.0011888-0.0024074j 0.0219688-0.00152394j -0.0178942+0.00295475j -0.01213+0.00866793j 0.00409645-0.00647115j -0.0202431-0.00265473j -0.000506242+0.00622348j 0.0111829-0.00162614j 0.00584446+0.00807183j -0.00558536+0.00464955j 0.00644368-0.000274213j 0.0109315+0.0043826j -0.0226497+0.000894016j 0.000878411+0.00257301j 0.0139778+0.000195897j -0.00953324-0.000896837j -0.0101121+0.00417153j -0.00593276-0.00268756j 0.00658993+0.00227347j -0.0069029-0.000545546j 0.0020028+0.00256123j -0.00256015+0.004579j -0.00635394-0.00229526j -0.00761299-0.000563511j 0.0053411+0.00287328j -0.0213915-0.00817402j 0.0069919+0.00636312j -0.00660811+0.0031971j -0.00776519-0.00576792j -0.00524926-0.0122498j 0.0065597-0.00450943j 0.0042847+0.00708529j 
0.00521082-0.00650979j -0.00423849+0.00169647j -0.00527517-0.000356251j -0.010989-0.0063007j 0.0022886+0.00648131j 0.00219755-0.00755394j 0.00902245-0.00498921j 0.007013-0.0073578j 0.0125699+0.00943189j -0.0265287-0.00402874j 0.00924448-0.000544921j 0.00837285-6.30626e-05j -0.0153828-0.00691338j -0.0305009-0.00652082j 0.0096111+0.00351068j -0.00886498-0.00199687j 0.00315195-0.00459294j -0.00454226-0.00190223j 0.00326564+0.0150357j -0.0134424-0.00250305j -0.00277914-0.00546687j -0.00230809-0.00115854j 0.0291873+0.00854128j -0.00371968-0.00711275j 0.00201613-0.00711532j 0.0079585-0.00386238j 0.0117289+0.00471543j -0.0121909-0.00231908j 0.00394653-0.00246573j 0.00280642+0.000694508j 0.00407396+0.00154553j -0.00585244+0.00180493j 0.00415906+0.00295522j -0.0179691-0.00708277j -0.0218275+0.00878543j -0.00163635-0.00243751j -0.00795909-0.00125377j 0.00624494+0.00804648j 0.00779755-0.00291811j 0.00322697+0.00703981j -0.0150555+0.00296952j 0.0133272+0.00645781j 0.0134925-0.00798423j -0.0042063+0.00624585j -0.0149194-0.00536158j -0.00958622+0.0172027j 0.00297835+0.00139089j 0.00296349-0.00172877j -0.0132739-0.00479277j 0.00995045-0.00208848j 0.00167725-0.00164244j -6.13729e-05+0.00043312j 0.00742262-0.00336357j 0.0278964+0.00922692j -0.020211-0.000163668j 0.024269+0.00224023j -0.00784132+0.00298441j 0.00729488+0.00059538j 0.0053216-0.0055721j -0.00893482-0.00215531j -0.000287528+0.0075464j 0.000343348-0.00152354j 0.00566948+0.00468642j -0.0174816-0.00228192j 0.00339664+0.00339058j -0.0121044-0.00758307j -0.00135438-0.00812118j 0.00470903+0.00368785j -0.00366532+0.00587511j 
-0.0011521+0.00175806j -0.0024416+0.000362231j 0.00311217+0.00124343j -0.00894845-0.00458888j -0.00428272-0.00169818j -0.00803056+0.00296613j -0.00298414-0.00288904j 0.0180538-0.00248879j 0.00744228+0.00556052j -0.0161477-0.00888672j -0.00237293-0.00686329j 0.0137324+0.0156924j 0.0068417-0.00227822j -0.00790898-0.00273953j -0.00543471-0.0043907j 0.00652107-0.00627209j 0.00315573+0.00957956j -0.0178854+0.00615809j 0.00434402+0.0138424j 0.00171128+0.00556367j 0.00741106-0.0040226j -0.0113361-0.00597985j 0.0189491-0.0059314j -0.00762879+0.0168566j 0.00317421+0.00121919j -0.000614009-0.00366211j -0.00156867+0.0110833j 0.00376198-0.00307288j -0.000882021-0.0047267j -0.00544284-0.00311628j -0.00350537-0.0020984j -0.0126377+0.0107237j -0.0196403+0.0141806j 0.0151501-0.00585115j 0.0149663-0.00706088j -0.00476954+0.0129468j -0.0178846+0.0120777j 0.0203494+0.00345518j -0.00435487+0.00444353j 0.0273174+0.000653749j 0.0211252+0.00496822j 0.00740399+0.00337141j -0.00971882+0.00555273j 0.00339464+0.00749101j 0.00689616+0.00856968j 0.0157351-0.00762497j 0.00899363-0.00966639j 0.000492484+0.00530502j -0.0149028-0.00275137j -0.00765389-0.00405214j -0.00301914+0.0132809j 0.00892702+0.00604957j 0.00191022-0.00795456j 0.0142346-0.0022447j -0.00969947-0.0162572j 0.00804775-0.00341958j -0.0107931+0.0121502j -0.00129565+0.00820309j 0.00549009-0.00303984j -0.0151007+0.00308195j -0.00288226+0.00511284j 0.003389-6.60908e-05j 0.00916906-0.00739636j 0.00462351+0.00714818j 0.00337809-0.00272497j 0.00624704-0.00469052j -0.00711993-0.00632414j 0.00694293-0.00402182j 0.00091625-0.00196383j 
-0.00304238-0.00579088j 0.00686575-0.00365957j 0.00575366+0.00335581j -0.0078141+0.00657001j -0.00531295+0.00344891j -0.00491343+0.0158856j 0.0035613-0.00112349j -0.00876424-0.00635321j 6.39454e-05-0.00190247j -0.00773779+0.00259528j 0.0101874+0.00645032j -0.00508707+0.00422515j -0.0113807+0.0112687j 0.000495037-0.0053336j -0.0075712+0.0137165j -0.000265638-0.00683195j -0.00162921+0.00611314j -0.00983807+0.00877875j 0.00904143-0.009489j 0.00661448-0.00581014j 0.00645913+0.00259178j -0.00614209+0.00508416j -0.00686497+0.00386798j 0.00553633-0.000276585j -0.00502965+0.0105725j 0.00140435+0.000925831j 0.00912137+0.00703739j 0.0020095+0.000973228j 0.00711881+0.00174628j 0.0024671+0.00416871j 0.0137877+0.00584721j -0.00214097-0.00084596j -0.00866211-0.00642249j 0.00140739-0.00408197j 0.00960371-7.43872e-05j -0.00847292-0.00701543j 0.0195784+0.0082727j -0.00489083-0.000314322j -0.0221887-0.0035667j 0.00730237-0.0037215j 0.00582579-0.00190653j 0.000533126+0.0108975j -0.00381658+0.00335774j 0.00787496+0.00893667j 0.00423323-0.00365027j -0.00264846+0.0115226j 0.000945493+0.0165972j 0.00149268-0.00417145j -0.00474431-0.0019532j 0.0168059-0.00654345j 0.0341035+0.00111957j -0.0101848+0.00274995j -0.00154924+0.00734324j -0.00163566-0.00780483j -0.0113395+0.0208386j -0.00067341-0.0119716j 0.00374576+0.0139582j -0.0109938+0.0138369j 0.00092302-0.00604082j 0.0158742+0.00486956j -0.00224662+0.00545173j -0.00560868-0.00319238j -0.00684083+0.00680739j 0.0151577+0.00418499j 0.00488307+0.0090619j -0.0107105-0.00407301j -0.0015112+0.00659663j -0.0055322-0.00642172j -0.000717598+0.0103975j 
-0.0104926-0.00496463j -0.00135138-0.0016527j -0.00673658-0.00297155j 0.00231893+0.00276077j 0.000972409+0.000421457j 0.0106336+0.00570096j 0.00536157-0.0138723j 0.000771699+0.0116494j -0.00454462+0.0080208j -0.011751-0.000492199j -0.0137507+0.00387518j -0.00757938-0.00481758j 0.0263217+0.00889376j 0.0177657-0.0220825j 0.00454582+0.0143855j -0.00529311+0.00772413j -0.00610797+0.00956179j 0.010697-0.0144333j 0.0145954-0.0070616j -0.00801907-0.00708884j -0.00412139+0.00191034j -0.015354+0.0033926j 0.00261024+0.000979451j 0.00683631-0.00755406j 0.00840483-0.00479896j 0.0102399+0.00245276j -0.000797135+0.00469266j -0.00489709-0.00655916j 0.0043608-0.00715113j -0.00192225-0.00891525j -0.00621481+0.00198759j 0.0010096+0.00967932j -0.00733805+0.0125942j 0.0116463+0.00136422j -0.00626475+0.0144312j -0.00940003+0.00434776j -0.0209719+0.00300964j 0.00966904+0.00179676j 0.00432584+0.00488195j 0.00876649+0.00626098j -0.00397096+0.000150446j -0.0123543+0.00381195j 0.00879807-0.00558263j 0.00571765+0.00979285j 0.00633227-0.00126171j -0.00572475+0.0195141j 0.009315+0.00132889j 0.00537559+0.00447283j -0.00161368+0.00580941j 0.0129291-0.00837884j 0.00671431+0.0178692j -0.000505125-0.00550579j 0.00176156+0.00188932j 0.00219865-0.00811232j 0.00488777+0.011468j 3.48267e-05-0.00589851j 0.0229769+0.00762813j -0.00840539-0.00627236j 0.00127187-0.00369545j -0.0021399+0.00419302j 0.00758097+0.00636233j 0.000439931-0.00319889j 0.00507576+0.00594003j 0.00124625-0.00644434j -0.00357177+0.00256115j -0.00489487+0.00260317j 0.0127015+0.00561278j -0.010982-0.00499429j 0.00989263+0.0208176j 
-0.00308755-0.000657385j -0.000218943+0.000563749j -0.00235468-0.00145349j -0.000523703-0.000330287j 0.00187563-0.000844373j -0.000890851-0.000477532j 0.0019412-0.00557846j 0.000372187+0.00452384j -0.00563615+0.000104557j -0.0155035+0.00409626j 0.014313-0.00262235j 0.00537669+0.00236917j -0.00352984+0.00179196j -0.00189219+0.00513338j -0.00245609+0.0028513j 0.00390379-0.00390647j 0.00307804-0.00275752j -0.00424842+0.00150116j 0.0184705+0.000992795j 0.00374731-5.47404e-05j 0.00701307+0.000272151j -0.00545092+0.00156632j -0.013068-0.010077j 0.0169212-0.00734202j -0.0185295-0.0140909j 0.00397435+0.00100821j -0.00957731-0.00693249j -0.0140965+0.000113656j 0.0126626-0.00700817j 0.0266415+0.000654159j 0.00984206-0.00714901j 0.0115336-0.00789699j 0.0024561+0.00385344j -0.00597195-0.00184955j -0.00480372+0.00602488j -0.0387257+0.0032433j 0.0208317+0.00635198j -0.011324+0.000136304j -0.0156002+0.00320526j -0.0141937+0.00431902j -0.00416319+0.00791317j 0.000728318-0.00398269j 0.00750298-0.00501711j 0.00820981-0.00572301j -0.0142249-0.00457416j 0.00542172-0.00350444j -0.00322618-0.0112848j -0.00647764+0.00720226j -0.00184664+0.000971215j -0.00872982-0.0149202j -0.0403263+0.000367053j -0.0102915-0.00477989j -0.00315966-0.0183083j -0.00216313-0.00864127j 0.00817555-0.000426783j -0.0154572+0.00187774j 0.00120022+0.00601246j 0.0116292-0.00752976j -0.0102696-0.0108259j -0.00499699+0.0128482j 0.00963344+0.0019533j -0.00181134-0.00317401j -0.00417124-0.00347665j -0.00635019+0.0026592j -0.000642857-0.0150395j -0.00574383-0.00664705j 0.00797435+0.00353181j -0.00484199+0.00271457j 0.00637315+0.00876321j 
0.00668586+0.000311327j -0.000859003+0.000899444j 0.00708773-0.00450247j 0.00720021-0.000625669j 0.00254073+0.00563217j 0.00640323-0.0084955j 0.00121286+0.000504941j 0.00533144+0.00276859j 1.30367e-07+0.00544986j -0.00665985+1.96293e-05j 0.0058558+0.00385576j -0.00249349+0.00960324j 0.00469316-0.00933739j 0.00127918-0.0231811j 0.00223919+0.00482177j -0.0133592-0.00718634j -0.00832858-0.00181979j -5.40953e-05+0.00330762j 0.0161177-0.0103786j -0.00821188-0.00990296j 0.00628219+0.00433817j -0.0183473-0.00291248j 0.00293028+0.0176451j -0.00365132+0.00311804j 0.00148586-0.00822912j 0.00718601+0.00100247j -0.015184-0.000653818j -0.00895922-0.0106156j 0.0123447-0.00447844j 0.012602-0.00388961j 0.0134379-0.0204664j -0.00328817-0.00796908j -0.0124526-0.00308747j 0.0121793-0.00216268j 0.0111504-0.0178115j -0.025313+0.00764307j 0.00525773+0.0123669j -0.0183293+0.015064j -0.0153363+0.00213362j 0.00380303-0.00897979j 0.0128248-0.000950969j -0.0134283+0.00811261j 0.000486675+0.00185566j 0.004462+0.00685177j 0.00155718-0.0026693j -0.00319079+0.00340855j 0.000879366-0.00178287j -0.00522242-0.0107123j -0.0094151+0.0106418j 0.0137435+0.00529703j 0.0154315-0.0218116j -0.000968463-0.00580468j -0.0131066+0.00132787j 0.00403624+0.0005178j -0.0146095+0.000416846j 0.0208465+0.00797259j 0.0176899-0.000625902j 0.00113789+0.00441423j 0.014694+0.0164793j 0.00586732-0.0158571j 0.000401519-0.000927302j 0.00341063+0.00595152j 0.0042544-0.0112065j -0.00454681+0.00100342j -0.00291235-0.00536184j -0.000199118-0.00769712j -0.016667-0.0126956j 0.00607872+0.0112212j -0.0119685-0.000989044j 
0.00529434+0.0034145j -0.00214968+0.0045751j -0.00189561-0.000922901j 0.00541008-0.0028185j 0.00509749+8.10601e-05j -0.0024953-0.00518609j 0.0016234+0.00246091j -0.00125185+0.00568685j -0.00107102+0.00445839j -0.0143874+0.000928205j -0.00448244-0.016144j -0.0186853-0.00162001j -0.00867125-0.00989502j 0.0105804+0.0137276j -0.00993257-0.0102945j -0.00793347-0.0013482j -0.00990691+0.00219164j -0.0186187+0.0128052j 0.0115087+0.00946209j 0.00937427+0.00165877j 0.00701125+0.00396229j 0.00272624+0.00462985j 0.0041924+0.00469861j 0.00321643-0.00416841j -0.0268859-0.00327574j 0.00508047-0.00166579j -0.00480634-0.00699064j -0.00728524-0.004495j 0.00461745+0.00397877j 0.014468-0.0112791j 0.000462004+0.00560854j 0.0062543-0.00333645j 0.00631026-0.00426007j -0.0039735-0.00162991j -0.0138374+0.000537783j -0.0107875+0.00174463j 0.00777867+0.00145069j -0.00341343-0.00877811j 0.00515078+0.0015636j -0.00186001+0.00501475j -0.0272442-0.00966278j 0.0194007+0.00853206j 0.00822256-0.00296104j -0.00325803-0.0014069j 0.00818627+0.0139352j 0.00464794-0.00660568j 0.008231+0.011658j -0.0046242-0.00514752j 0.000726393+0.0128628j -0.00262258+0.0160878j 0.0174003+0.0469146j 0.0122641-0.000885601j 0.0108126-0.00411208j -0.0134923+0.00332794j -0.00325083-0.0181016j 0.000383416+0.0171002j 0.0150805-0.00442385j 0.0145496+0.00414902j -0.00470142+0.011968j 0.00157821-0.0109828j -0.00233426-0.00662392j 0.00245473+0.00495128j 0.00790325-0.0156523j -0.0161576-0.00563347j -0.00962244-0.00237419j 0.00783262+0.00179863j -0.000870409-0.00690715j 0.00325864+0.00566812j -7.64499e-06-0.0104653j 
-0.0030307+0.00473693j -0.00369146+0.00147106j -0.00740548-0.00286463j 0.00581626-0.00199115j 0.00148875-0.0041737j -0.00539778+0.0122426j -0.0147159-0.00808936j -0.00251888+0.00640919j -0.00929555-0.0024542j -0.00658085+0.0133267j -0.00379957-0.0136329j 0.00711934+0.00676506j -0.0137763+0.0130868j -0.0058393+0.00604074j -0.0113109-0.00432116j 0.00288101+0.00743111j -0.00115224+0.0246882j -0.012255-0.00994553j 0.0089596-0.0134878j -0.00419784+0.0066712j -0.0106411+0.000815985j 0.00893877+0.00207781j 0.0110261-0.00435012j -0.00256764+0.0034883j -0.0101292+0.00467966j -0.0171757-0.00246909j -0.00113881-0.000891911j -0.00262877-0.0019771j -0.00343335-0.00343458j -0.00214465+0.0034423j 0.00300221-0.00596337j 0.012253-0.00629159j 0.0062005+0.00179913j -0.00705267-0.00940537j -0.000335996+0.00184509j -0.00039375+0.0183856j -0.0115179+0.0185062j 0.0100168+0.00409684j 0.0140312+0.00112368j 0.00330435-0.0136625j 0.00493351+0.00911852j 0.0122819+0.00309179j 0.00274452-0.00275701j 0.00933429+0.000963369j -0.013269+0.00803139j 0.0124643-0.00955277j -0.00238975-0.00269666j 0.0150018-0.00328624j -0.00885841+0.0123387j -0.0232423+0.00641581j 0.00988173-0.0343304j -0.00265872+0.00324584j -0.00384578+0.00287827j -0.0178278+0.00372854j 0.00209876-0.00392916j 0.0175833+0.00271024j 0.0113655-0.0090503j -0.0198266+0.0100111j -0.0134993+0.00769762j 0.00821139-0.00440859j -0.00197013-0.00445824j -0.00416361+0.00264421j 0.00385041-0.00844617j -0.0118627+0.00792359j -0.0144946-0.00502575j 0.00597655-0.0049804j 0.00628392-0.00826965j 0.00131698+0.000353036j 0.0177116-0.00167187j 
-0.00117311-0.00350734j 0.00605939+0.00145261j 0.0010634+0.0025321j 0.00183409+0.00705883j -0.00216557+0.00190512j -0.00596413-0.00324552j 0.00521899-0.00823037j 0.00114783-0.0135788j -0.0104552+0.00335792j 0.00361127-0.0113937j -0.00865753+0.0171299j 0.0069848-0.00357123j -0.0174651-0.00704667j -0.00012136+0.000824831j -0.0194991+0.00143243j 0.00401395-0.016661j -0.00729309-0.0230636j 0.00540174+0.018144j -0.00328217+0.00751925j -0.00100765+0.00184481j 0.00628655-0.000193319j 0.000637332+0.0025084j 0.0025441+0.00888014j -0.0287676-0.00185195j -0.0141626-0.0117117j -0.00376131-0.00388817j -0.00579057+0.00869142j -0.00188473+0.0155031j -0.00244231-0.00958615j -0.00313663-0.00795965j -0.00468013-0.00188193j -0.00870381-0.00236386j -0.00429693+0.00875926j 0.00332963-0.0128925j -0.0201793+0.0188711j 0.00446376+0.0124093j 0.00152993-0.00714726j 0.0177362-0.00884658j 0.00559011+0.01311j 0.0005684+0.00625375j 0.00417896+0.00306238j 0.00128188+0.00606959j 0.0172644+0.00206188j -0.0057167+0.00576266j -0.00165779-0.00319537j -0.0213004+0.00217933j 0.00489321+0.000379352j -0.00895119+0.0100075j 0.00906296-0.00262494j 0.0175025-0.00367823j -0.00959528-0.000923994j 0.00679936+0.00845287j -0.00332706-0.013226j -0.0320575-0.00833568j 0.0188087-0.00471961j 0.00867814+0.00069399j 0.00450326-0.00240703j -0.00379633-0.000945759j -0.00920722+0.00252787j -0.00777782-0.00424984j 0.00448911+0.00375933j 0.00108596+0.00199389j -0.000876716-0.00679374j 0.000309955+0.00284674j -0.00160285-0.00568696j -0.00235422+0.00549624j 0.0131527+0.00291996j -0.0149622+0.0024873j 0.00376117+0.0114682j 
-0.000724704-0.00135564j -0.00126664+0.00213416j 0.00221231+0.0012334j -0.00162494-0.00111542j -0.000205132+0.0011527j -0.00287979-0.00786239j 0.00243387-0.00303025j 0.0137231+0.000854241j -0.00191309+0.00440775j -0.0170078-0.00964234j -0.00536342-0.00229047j -0.00910456+0.00156619j 0.0101559-0.00488595j 0.0143537-0.00373693j -0.00783462-0.00259326j 0.00368772-0.0067425j -0.00600423-7.21167e-05j -0.00970701+0.00961563j 0.00409156+0.0193054j 0.00265502-0.00812925j 0.00571682+0.00106557j -0.0118303-0.00039885j 0.00616114-0.00402307j -0.00683683-0.00703213j -0.00188822+0.0035306j 0.00560766-0.000295693j 0.00372602-0.0189096j 0.00582265-0.0103075j -0.00171045+0.00832564j -0.00283336+0.0205139j -0.00823244-0.00088572j -0.00595574+0.00891604j 0.000311671-0.00115713j 0.0098018+0.00542676j -0.0129662+0.0175523j -0.00469842-0.0135776j -0.0190651-0.00459126j 0.0116004-0.00498872j -0.00183992-0.00909657j -0.00123819+0.00964934j -0.0164296+0.0067396j -0.000318196+0.00187962j 0.00254317-0.00304661j -0.00740373+0.00556922j 0.0021887-0.00389209j -0.00936087+0.00402636j -0.0161793+0.00650739j 0.00191009+0.00181014j 0.0142678-0.00371018j -0.00103391+0.00130267j 0.00416543-0.0310517j -0.0120556-0.00249333j 0.00588059-0.00735533j 0.00744349+0.00106079j -0.000798782+0.00110766j 0.0160373-0.0017817j -0.000570316+0.00279395j -0.013378+0.00481195j 0.00329528-0.00516516j 0.00102016-0.00777928j -0.0103524-0.00343375j 0.00255064+0.0031975j 0.00183943-0.00945479j -0.00965327-0.00406415j 0.0117499+0.00310617j 0.00228759+0.0058711j 0.00528557-0.0011372j -0.00156077+0.000383664j -0.00328918+0.002498j 
-0.00296637+7.93401e-05j 0.00206506-0.000220097j -0.00665961+0.00552623j -0.00817526-0.00632629j -0.00444245-0.0102568j -0.00268959-0.0113767j 9.92893e-05+0.00393266j 0.00560043-0.00907802j -0.00168384-0.0102141j -0.0107987-0.0085088j -0.0031372+0.00740154j -0.00493066+0.000785273j -0.00957526+0.0016532j 0.00894723+0.00317577j -0.00353185-0.00157358j 0.00622891-0.0100436j 0.0047544-0.0259546j 0.00759133+0.0052594j 0.00689767+0.01544j 0.00134734+0.00104847j 0.00264629+0.00507106j 0.001742-0.000758239j -0.0115062-0.00734289j 0.00407949-0.00284819j -0.00199564-0.00471944j 0.00442032+0.00242195j 0.000188256-0.0022053j 0.00861779+0.00381559j -0.00164813-0.00719187j -0.0162742-0.00938308j 0.00709972-0.00266069j 0.0111062-0.00032508j 0.00108736+0.00111798j 0.00535167-0.000651166j 8.55093e-05+0.0228877j -0.00339869+0.00814969j -0.0106604-0.00431796j 0.00439105-0.00082831j -0.00437236-0.014815j -0.00596502+0.00134974j 0.00511038+0.00149724j -0.00864557-0.0054609j 0.00367778-0.00620504j 0.00906638-0.00502532j 0.013351+0.0177988j 0.00469359+0.00352532j 0.00181035+0.0109733j -0.00457718+0.012628j -0.00364325-0.0102722j 0.000561897-0.0115195j 0.0233351+0.00365923j -0.00254569+0.00201807j 0.00325888+0.00725783j 0.00412907-0.0254237j 0.00158462-0.00503516j -0.0106704-0.0108226j -0.0121522-0.00860548j -0.00746458-0.00626007j -0.0050867-0.00870028j -0.00276395-0.0165822j 0.00908503+0.00778338j -0.00168523+0.00261345j -0.00231482-0.00555919j -0.00491189+0.0061004j -0.00883948-0.00377122j -0.00131185-0.00137221j 0.0127371+0.00845957j -0.00452716-0.00437615j 0.000625153+0.0116947j 
-0.00169072+0.000636486j 0.0014297-0.000950719j 0.0043156+0.000351977j -0.000519578+0.00479044j -0.00799062+0.00031493j -0.0110951-0.00327188j 0.016862-0.00149658j -0.0117636-0.00392514j 0.00709333-9.92518e-05j 0.000405883+0.00994328j -0.00586575+0.000508165j -0.0202634+0.0040116j -1.64294e-06-0.00113134j -0.00766632+0.011147j -0.00291961-0.00812727j 0.00148349+0.000948585j 0.00153773-0.00893388j 0.00853722+0.00876238j -0.00723224-0.00174506j 0.0194527-9.54388e-05j 0.00809492-0.00511309j 0.000470772+0.00847274j -0.0157205+0.00108995j -0.00533226-0.00889344j -0.00767907-0.00360808j 0.00604233+0.0033168j -0.00424312+0.00882678j -0.00138666+0.00915413j 0.00604091-0.00226214j 0.0132093+0.0119851j -0.0056046-0.00904302j -0.00972665-0.00260977j -0.00850948+0.00572708j -0.00868154-0.00863273j -0.00729046+0.0144485j 0.00687669-0.00259658j 0.0166955-0.0116347j -3.383e-05-0.0069074j 0.0154598+0.00562253j 0.00310485+0.00629272j 0.00247204-0.0133657j -0.00207282+0.000634752j -0.00567944-0.00152265j -0.00412214-0.0110863j 0.000386662+0.0102472j 0.000685906-0.00565082j -0.0140938-0.00217102j 0.000406408+0.00846557j -0.00383347+0.0101193j 0.00329348-0.0156123j 0.00579281-0.0171212j -0.00150431-0.0105471j -0.0146031+0.00543271j -0.00999961-0.00925637j -0.00385899-0.00411984j 0.00408349+0.00306756j 0.00024765+0.00604634j -0.0056579+0.00089806j -0.00635114-0.00175144j 0.0117485+0.000970716j 0.00681042+0.00372995j -0.00482371-0.000145872j 0.00704086-0.00561451j 0.0104182-0.00364885j -0.00438892-0.00493289j -0.00414042+0.00157583j 0.00670903+0.0105031j -0.00318816-0.000248653j 0.00131306-0.00371149j 
0.00248935+0.00131334j -0.00377031+0.000700761j -0.00848911-0.00105817j -0.00288784-0.00187627j 0.0105952+0.00568405j 0.00115437+0.000441985j -0.00635685+0.0123479j 0.00721716-0.00421416j 0.0155064-0.0049248j -0.0111569+0.00812837j -0.00574193-0.000498989j -0.0259454+0.000337807j 0.00190156-0.00213865j 0.0108295+0.00742962j 0.00677452-0.000791711j -0.0187271+0.00522223j 0.019042-0.0152092j 0.00639783-0.00272383j -0.000758633-0.00228223j 0.0167505+0.00771111j -0.0141377+0.00415728j 0.0130729+0.00335274j 0.00378768+0.00126854j 0.0122887+0.00313711j -0.0139825+0.00671933j 0.00350978-0.00280663j -0.00295691+0.0145725j -0.00806144+0.00681789j 0.00180148-0.00219586j -0.0146631+0.0076358j 0.00802372-0.0121416j 0.00384064+0.0103446j 0.00634471+0.00388702j -0.00291213+0.00494326j -0.00633338-0.0124564j -0.00297021+0.00755706j 0.00676958-0.00512828j -0.0177594+0.000559527j 0.0127919+0.00775212j 0.00157093-0.0120474j -0.011381-0.000289683j 0.000247074+0.000164636j 0.00534937-0.00681766j -0.00859972-0.000246082j -0.00532837-0.00961191j 0.00957877-0.00391907j -0.00972802+0.00420875j -0.00704214-0.0019061j 0.00270013-0.0057107j -0.0112025+0.00345059j -0.00998562-0.0100481j 0.00872304+0.0213056j -0.0147471+0.00544396j 0.00935075+0.0092812j 0.00317578-0.00064771j -0.00697493-0.0103021j -0.00734985-0.00756544j 0.0106791+0.0049966j -0.00470105+0.00344387j 0.00933538+0.00801814j -0.00413943+0.00457203j 0.00068732-0.00232062j 0.00467444+0.0117114j 0.00107508-0.00397403j -0.00254795+0.00824763j 0.00143554+0.000907199j -0.00316115-0.00204286j 0.00509106+0.00201111j 0.000465624-0.00823395j 
