-0.00476234+0.00573029j 0.0041589+0.0065888j 0.00459105-0.00192948j -0.00207116-0.00553848j 0.00347033+0.00600083j 0.011868+0.00314461j -0.0029265-0.00727922j 0.00454581-0.0106907j -0.0119261+0.00694012j -0.00850362-0.00242166j -0.00353111+0.000339772j 0.00982047+0.00563376j 0.00679144-0.00346458j 0.00726288+0.00251629j -0.00806861-0.00783994j 0.000849084+0.0108257j -0.00446693-0.0114035j -0.0119748+0.00707631j 0.000857983-0.00128206j 0.000893461-0.0030842j 0.00604936+0.00871088j -0.000133707+0.00511379j -0.00674554+0.00688454j 0.0138115-0.0145329j -0.00466255-0.00926737j -0.00683491-0.0073665j -0.00114292+0.00893406j 0.00404168-0.00322129j -0.000420542+0.00619706j 0.0016828-0.00183774j 0.00645146+0.002317j -0.00946858-0.00284998j -0.0011473+0.00279085j 0.00667216-0.00183865j 0.00979496-0.00161322j 0.00750389+0.000326306j 0.00147581+0.000545988j -0.00483551+0.00385419j 0.00287898+0.00822306j -0.00023123+0.00644627j 0.00313673-0.00207832j 0.000623638-0.00499262j 0.000732922-0.00814481j -0.00633613+0.00439764j 0.00576966+0.0134377j -0.000579909+0.00521065j 0.00379914+0.0088307j -0.00114395-0.00363639j 0.000240876+0.00420765j -0.00672272-0.00381548j 0.00866856-0.00170298j -0.00140252-0.00117749j 0.00768724-0.0058013j -0.00702152-0.00212494j 0.0039372-0.00029918j 0.00099593+0.00304171j -0.00598402-0.00105697j 0.0019894+0.00194765j 0.00276948+0.000306354j 0.00550206-0.00418302j -0.00426009+0.00131429j 0.00139278-0.000719561j -0.00323349+0.00509195j -0.000758859-0.0047319j 0.00140642+0.00497884j -0.000264667+0.00160074j -0.00446312-0.00095093j -0.00163837-0.00527911j 0.000683965-0.00039252j 0.000317581+0.0037773j -0.00491077+0.000681069j -0.00062012-0.00238229j -0.000185193+0.000752555j -0.00228472-0.00786908j -0.00231237+0.000751958j -0.000216732-0.000202066j -0.00479307-0.00135797j -0.00377953-0.00104866j 0.0027332-0.0010486j -0.00471502-0.00268973j 0.00111833+0.000151739j 0.0017462-0.00461317j 0.00198316-0.00566648j 0.000373568-0.00134681j 0.00145684-0.0013238j -0.00277977+0.000531567j 0.000385891-0.00461559j -0.000221653-0.00152867j 0.00347944-0.00540972j -0.00289704-0.00199051j -0.00478137+0.00268736j 0.00739147+0.00022832j 0.00168327-0.00851764j 0.0170841-0.0121685j 0.00834411+0.0178475j 
0.00497855+0.000596988j 0.00184813-0.00679111j -0.00184698-0.00770585j -0.00625409-0.00752813j 0.0076608+0.00320046j 0.000485415+0.00234246j -0.00212729-0.00789554j 0.00101303+0.00606127j 0.00347066+0.0239408j -0.00864586-0.0101036j -0.00353611+0.00122501j 0.0105885+0.000615088j 0.0020986-0.00236044j 0.00067752+0.00558997j 0.00897136+0.00804183j 0.000549102+0.00301259j 0.00406293+0.00285657j -0.00464658-0.00584744j 0.00293709+0.00937387j 0.00531468+0.0023146j 0.000810933-0.00366802j 0.00203871+0.00249424j -0.000451241-0.000520102j 0.000422622-0.0109744j -0.00248644+7.45508e-05j 0.00228612+0.00519723j -0.00299928+0.00116623j -0.00274493-0.00133725j 0.00627223-0.00143634j 0.00263624-0.00461365j -0.00596327-0.00573651j 0.000723859+0.00201441j -0.000576587+0.00132927j -0.00511976-0.000632683j 0.00434126-0.000495878j 0.0025695+0.000260752j -0.00387668+6.02837e-05j -0.00350006-0.000143557j 0.00224356+0.00305878j 0.00112621-0.00445372j -1.14053e-05+0.0084891j -0.000421661-0.00289776j 0.00429968-0.0036928j -0.00374239-0.00124338j 0.000682151+0.00465238j 0.00062154+0.00446176j 0.00266206-0.000320464j -0.00103268-0.00674125j 0.00139926+0.00518253j -0.000769247-0.000430683j 0.00638615-0.00383994j 0.00285504-0.00228661j 0.00518387-0.0029909j -0.000785225-0.0032476j 0.00342934+0.000190133j 0.000779789+0.00379371j -0.00281942+0.0036135j 0.00130693+0.0015431j 0.00545953+0.00296473j 0.000154751+0.00258154j -0.00189828-0.00592714j 0.00338406+0.0017998j 0.00500813-0.00372788j 0.000629344-2.92019e-05j -0.00700764-0.000188884j -6.31046e-05-0.000427446j -0.0014061+0.000240299j -0.00838016+0.00754852j -0.00391621+0.00274906j -0.00215714-0.00624911j -0.000567239+0.00321131j -0.00274251-0.00307475j -0.00161544-0.00264287j -0.00650268+0.00390779j 0.00400752-0.00151311j -4.88467e-05+0.0024034j -0.00372652-0.00171962j 0.00130705+9.73318e-05j 0.00354497+0.00183901j 0.000219865+1.43259e-05j -0.00518307-0.000880799j -0.00529625-0.00245951j -0.00235805+0.00174166j 0.000665779-0.001727j 0.00375412+0.00237296j -0.0030075-0.00110286j 0.000813061-0.000370432j 0.00196882-0.00227291j -0.00460728+0.000898055j 0.00588967+0.00318161j -0.00162752+0.00341179j 0.000870198+0.000541194j -0.00160939-8.70888e-05j -0.00143578+0.00344289j -0.00680233+0.000582322j 
-0.000823214+0.00308874j -0.00413933-0.00496517j 0.00852823+0.00491735j 0.00252611+0.00184093j -0.00876754-0.00928736j -0.00329141-0.0114679j -0.002417+0.00524603j 0.00909856+0.00276663j 0.00152383-0.0140907j -0.00303819+0.00709378j 0.00723489+0.00354499j 0.00417619-0.00893586j -0.00757059-0.00417146j 0.0128015+0.00664607j 0.000922643-0.00296416j 0.00176035-0.0029413j 0.00972178+0.00302473j -0.00546039+0.000883553j 0.00762454+0.0120677j 0.00635957-0.00584879j -0.0116591-0.00378617j 0.00119198+0.00181882j -0.00572195+0.00170827j 0.00584053+0.00650031j 0.00440861+0.00236915j 0.00532043-0.00128413j 0.00861059-0.00227703j -0.00806149-0.00470618j -0.00193484-0.000811876j -0.00207031-0.00531329j -0.000591834+0.000938624j 0.00343853+0.000681019j 0.00478207+0.00450332j -0.0144283+0.00417673j -0.00218348-0.00349473j 0.00590203-0.00667454j 0.00143947-0.000284902j -0.00172501+0.00516344j 0.00156022+0.00109365j 0.00303924+0.00236172j -0.00360014-0.00645412j 0.0014622+0.00041021j 0.00187026+0.00361802j 0.00140338+0.00593945j 0.000948974+0.0010283j -0.00282153-0.00123393j -0.00117998+0.00129848j -0.00362448+0.00264561j -0.002812-0.000549571j -0.00169757-0.00121588j 0.00475959-0.00259057j -8.57263e-05+0.00275497j -0.00148495-0.00361995j -0.00149435+0.0084532j 0.00347596-0.000520036j -0.00309002-0.00340247j 0.000240691+0.0055092j -0.00244663-0.0030061j 0.00692315+0.0027049j 0.00294764+0.000686386j -0.000903508-0.00300938j 0.00129378-6.80027e-05j 0.00437587+0.000255145j 0.000920271+0.000999185j -0.00108292-0.0027555j -0.00325494+1.00433e-05j -0.0016531-0.00192768j -0.00291332-0.00644117j -0.00466932-0.000809787j -0.011119-0.00179795j -0.00356909-0.00501463j -0.00318931-0.00118093j -0.00570168+0.00110994j 0.00336053+0.0072771j -0.0022613-0.000748255j -0.000630103-0.0020025j -0.0038021-0.00111202j -0.000803805+0.000816508j 0.000335041+0.00233895j -0.00437061+0.00045591j 7.24638e-05+0.00211102j -0.0033842+0.00200501j 0.00241584+0.00265004j -0.000801191-0.00137913j 0.00372376+0.00226702j -0.00220113-0.00415016j 0.00451578+0.00169944j -0.00198931+0.00255491j -0.000670488+0.00285063j -0.000182913+0.00114476j -0.00422634+0.00475264j 0.000872082+0.00417688j -0.0020361+0.00254067j 0.00607461+0.00435291j 0.00192054-0.00306139j 
0.00134896+0.00238425j 0.00156301+0.0031536j -0.00560072-0.00319698j -0.00338565+1.02473e-05j 0.00355473+0.00654907j 0.00445872+0.00414553j 0.00132378-0.00496255j -0.0014785-0.00416868j 0.00364582+0.00192389j -0.002431+0.00447931j 0.00324545+0.00306217j 0.00170349-0.00323613j 0.00814492-0.000868855j 0.00702048+0.0155837j 0.0191618+0.00392153j 0.00448227-0.00413997j -0.00984852-0.00452797j -0.00136082+0.0033137j -0.00164352-0.0029914j 0.00106372+0.00544898j 0.00115847+0.00190725j -0.00952847-0.00428752j -0.00354421-0.00776761j -0.000599785+4.25885e-05j 0.000941428+0.00505171j -0.00428507-0.00956017j -0.00238447-0.00663886j 0.0048559+0.002772j -0.00184567+0.00188645j -0.000905455-0.00461613j 0.00206078+0.00366184j 0.00114059-0.00112872j -0.00320302+0.000759686j -0.00179306+0.0154147j -0.00301356+0.00332976j -6.43697e-05-0.00289322j -0.00073967-0.000375418j -0.00310885+0.00160641j 0.00349972-0.000459461j -0.00240471-0.000294153j -0.000516334-0.000916838j 0.00126451+0.00101435j -0.00782606-0.000632492j 0.0030979+4.38289e-05j -0.00175155+0.00132221j -0.00214441-0.00538724j 0.0017294+0.0017368j 0.00221656+0.00656761j 0.000156146-0.000570476j 0.00140369-0.000548743j 0.000731128+0.000800833j -0.00028924+0.000790316j 0.00442949+0.00504135j 0.00132858+0.000737767j 0.00278609-0.00166286j 0.00239359-0.00312229j -0.000671369-0.00527575j 0.0011594-0.00648686j -0.000871044-0.00314553j 0.00141219-0.00222329j 0.00429594+0.00577899j 0.0004986+0.0017005j 0.00508586+0.00656694j -0.00206869-3.28519e-05j 0.00176725-0.000517083j -0.00538526-0.00436242j 0.00504424+0.00455813j 0.000540946+0.000188434j -0.0109732-0.00610072j -0.0127731-0.00897227j 0.00574047+0.00649829j -0.0060231+0.000201792j -0.00814465-0.0084972j -0.00134557-0.00779034j 0.00387887+0.0032298j -0.00462342-0.00179883j -0.00228431-0.00142626j 0.000469652+0.00318872j -0.00107048+0.00114565j -0.000495261+0.00268178j 0.00328542-0.00323213j 0.00140715+0.000572513j 0.00110419-0.000558437j -0.00399001-0.00548897j -0.000352477+0.00521606j 0.000918356+0.00512503j 0.0026122+0.00418578j -0.0021815-0.00121355j 0.00193706-0.000210988j -0.000184492-0.000116942j 0.00147417-0.00256334j 0.00207175+0.000855861j 0.000891416-0.000387598j 0.000542385-0.00140834j 0.00251853+0.000532345j 
-1.23733e-05-0.00114609j -0.000991417+0.0010341j -0.00184016-0.00010501j 0.00310317-0.00365217j 7.0904e-05-0.000950222j -0.00231268+9.78801e-05j -0.00216736+0.000466048j 0.00427953+0.000729389j -0.0013639+0.00280853j 0.00211087-0.0026341j 0.00522248-0.00545007j -0.00427778-0.00235598j 0.00304138-0.00193741j 0.0196064-0.0132771j 0.0137228-0.0123202j -0.00265193-0.00188664j -0.00929439+0.00595871j 0.00190226+0.000520298j 0.000107073+0.00241475j 0.00217059-0.00208143j 0.00263145-0.00107799j -0.00420406-0.000670035j -0.0016646+0.00253646j -0.000818387-0.000860236j 0.000443498+0.000945j -0.00413944-0.00353564j -0.00616919-0.00829416j 0.00176376-0.0026918j 0.0025065+0.000693337j -0.00437756-0.00714855j -0.00196908-0.00128583j 0.00239495-0.0029858j 0.00259663-0.00101574j 0.00778159+0.0167994j 0.00189414+0.000252079j -0.00329568-0.0050785j -0.00124044+0.000456472j 0.00356399+0.00441208j -0.0010608-0.00297921j 0.00107599-0.00855523j 0.00192039+0.00282851j 0.000154301-0.00167578j 0.00466539-0.000621909j 5.83179e-06-0.00189158j 0.00152599-0.00179378j -0.000596226+0.00235429j 4.8218e-05-0.000242835j -0.000157169-0.00408074j 0.00184114+3.05738e-05j -0.000814073+0.00451466j -9.26196e-05-0.000864845j 0.000699478+0.00149815j -0.000590825-0.00185565j -0.00107619-0.000363452j -0.00411154-0.00197113j 2.57268e-05-0.0011742j -0.00223282+0.00342947j -0.00404308+0.00204913j -0.00180718+0.00253962j 0.000971866+0.000192532j -0.00284622+0.000176064j -0.00130527+0.00175473j 0.000555997-0.00422476j 0.000923821-0.000252432j -0.00108086-0.000117652j -0.000305133+6.31512e-05j 0.00506653-0.00468191j 0.00762695-0.00447228j 0.00954986-0.0061764j 0.00810609-0.00429508j 0.00758558-0.00935523j 0.0164465-0.0117883j 0.00516214-0.00306706j -0.00675706+0.00605213j -0.00428589+0.00398909j 0.000176102-0.000488905j 0.00206185-0.000855176j -0.00155493+0.00137719j 0.00277575-0.00215156j 0.00299048-0.00301178j 0.000340605+0.000267639j -0.00115078+0.001001j -0.00207337+0.00140104j 0.00640406+0.000865354j 0.00264725-0.000406484j 0.00733974-0.00345562j 0.00144107-0.00149627j -0.00367238+0.0017237j -0.00328908+0.00119692j -0.000903197+0.000518766j 0.00156468-0.000580655j 0.00068313-0.0013496j -0.00200411+0.000735419j -0.000524195-0.000643731j -0.000633032-0.000406812j 
-0.00259147-0.00401641j 0.00144467+0.000806304j -0.000802694-0.000173479j 0.00531564-0.000222973j -0.00238753-0.00791195j -0.000739728-0.00774157j -0.00244503+0.00266241j 0.00909884+0.010361j -0.00964235+0.00207303j 0.00822455-0.00288702j 0.000764138-0.00211038j -0.00982137-0.00981515j 0.00141915+0.003723j 0.00487908+0.00695652j -0.00928666-0.00404629j -0.00760996-0.00460732j 0.00174014+0.00211128j 0.0114759-0.000699388j -0.0116574+0.00791768j -0.00776322-0.00504278j 0.00401393-0.00225525j 0.00128576+0.000189767j 0.009288+0.00633059j -0.000885762+0.000140456j -0.00710541+0.00133525j -0.00818268-0.00882892j 0.00133118-0.000993146j 0.00542552+0.0023129j 0.00353443+0.000495001j 0.00931626+0.00201403j -0.00108094-0.00471057j 0.000431679+0.000363951j 0.000784994-0.00433952j -0.00815005-2.97961e-05j 0.00244844-0.00113769j -0.000476849-0.00169089j -0.00715808+0.000749126j -0.00275625-0.0045821j 0.00575578+0.000594716j 0.000965304-0.0118646j 0.00278971+0.00441508j 0.00433174+0.00320959j 1.80651e-05+0.00081723j 0.00221531-0.000849973j 0.00539857+0.00130398j -0.00600138-0.00523952j -0.00271644-0.000436279j 0.00241359+0.00553246j -0.00215503-0.00220549j -0.00752555-0.00354888j 0.0042997+0.00088704j 0.00487415-0.00258876j -0.00178316+0.00570728j 0.00233715+0.00396576j -0.000919751+0.00234819j -0.000757952-0.0065169j 0.00233606-0.00684658j -0.00573393-0.00268479j 0.00260048-0.00202952j 0.00244704+0.00247221j 0.00134137-0.00220696j 0.00231881-0.000601453j 0.00221122-0.00331946j -0.000732999-4.04159e-06j -0.00395832+0.006425j -0.000118738-0.00384117j -0.00383368+0.00121591j -0.0103853+0.00365876j -0.00242284+0.00237635j -0.00852324+0.00402022j -0.00574827-0.000373061j -0.00206888-0.00412524j -0.00532209-0.00141922j -0.00286664+0.00436907j -0.00260893+5.57252e-05j -0.000194794+0.000874934j -0.00520165+0.00244153j 0.000561177+0.00306554j 0.003613+0.000357387j 0.0034559+0.000342142j -0.00358562+0.00192882j -0.00197304+0.0015803j -0.000709158-0.00134976j 0.000188654-0.00128056j 0.0060906-5.12885e-05j -0.00180696-0.00150854j 0.000621518-0.000585851j 0.00309582+0.00183161j 3.89038e-05+0.000307821j 0.00630164-0.00430405j -0.000894277-0.00137295j 0.00347772-0.00451571j 0.000191633-0.00138639j -0.00426596-0.000873871j -0.00455902+0.000364881j 
-0.00428812-0.00151332j 0.00510291-0.00132445j 0.00513735-0.00130139j -0.000639533+0.00673549j -0.00394565-0.00420975j -0.00730494-0.00841804j -0.000336239-0.00269117j 0.00157568+0.00103788j -0.00546658-0.00334641j 0.0020615+0.0019822j 0.0122575+0.00373026j -0.0108404-0.0149064j -0.0159035-0.00854181j 0.00419871+0.0206705j -0.00604855-0.0117238j 0.000297668-0.00990591j 0.00791388+0.00841104j 0.0111779+0.00123736j 0.000287536+0.012365j 9.07477e-05-0.00612381j -0.000390814-0.00715925j 0.00481103+0.00975389j -0.00363541-0.00270307j -0.000544776-0.00377275j -0.000932088-0.00168796j -0.00202534+0.000357367j -0.0119666+0.00207088j 0.000744783+0.00474662j -0.00327889-0.00139111j -0.00947023+0.00395111j 0.00318585-0.00164038j -0.00373456-0.00036488j -0.000246558+0.00396823j 0.0137183+0.00281094j 0.00140463+0.00433191j -0.00206611-0.000603751j 0.00294334-0.00167047j 0.00349301-0.00103833j -0.00437355+0.000253634j -0.00119782-0.00146094j 0.00167476+0.00593415j -0.000629594+0.00240184j -0.000130203-0.000845004j -0.0082249-0.00436637j 0.000497651+0.00208995j 0.00124853+0.000629243j -0.000541671-0.00308329j -0.00528519-0.00308626j 0.00229725+0.00539456j 0.00457361+0.000715451j 0.000238841-0.00163722j -0.00192377-0.00360478j -0.00542645-0.000541855j -0.000894773-0.000498746j -0.0047712-0.00419032j 0.000814638-0.000261632j 0.00141264+0.00154137j 0.00261161-0.0071138j -0.0014621-0.00387065j 0.00113593+0.00352767j 0.000322198+0.00106371j -0.000778406-0.000747078j -0.00549204+0.00349294j -0.00417194-0.000102838j 0.000145612-0.00107311j 0.00156862-0.00653149j 0.000496641+0.00641796j 0.00177853+0.00659476j 0.00453433-0.000987915j 0.00500729-0.00789044j 0.000509211+0.00607452j -0.00153354+0.00450757j 0.00203761-0.00488067j 0.00145352-0.0027664j 9.74846e-06-0.00381598j -0.000121191-0.000494651j 7.85106e-05-0.00237534j -0.000654583-0.00343297j -0.000757718+0.00302803j 0.000974566-0.00268197j 0.00242965+0.002819j -0.000552773-0.00290638j -0.00327781-0.00138174j 0.00229168+0.00071252j -0.00148521+0.00480508j -0.00287542+0.0031149j -0.000950765-0.000207326j 0.00147409-0.00470132j 0.00291842-0.00409061j -0.000914627-0.00114733j -0.00160773-0.003846j 0.00068718+0.000477209j 0.000750848-0.00335457j -0.00248935-0.00135082j -1.72714e-05+0.00405134j 
-0.000876178+0.00304845j -0.00136296+0.00481004j 0.000190759+3.28261e-05j 0.00138294-0.00383778j -0.00476837+0.00147576j -0.00274905-0.0066253j -0.00294434-0.00638681j 0.00999824-0.00128431j -0.00364962-0.00204149j -0.000882941-0.00105514j -0.00646551+0.0117244j -0.0112436-0.00707279j 0.00789671-0.00967299j 0.00530506+0.0102304j -0.00759131-0.0047436j -0.0026942-0.00109189j -0.00253978+0.000620832j -0.00312172+0.00226675j 0.00725843+0.00664175j -0.00227628-0.00683804j 0.000684345+0.00164627j 0.000324005+0.00799968j 0.0101112-0.00659526j 0.00765237-0.00417918j 0.00576762-0.00311408j -0.00792386+0.00628566j 0.0045632-0.00679752j -0.00560387-0.00671489j -0.000733041+0.000243992j -0.00101167-0.00190557j -0.000937772-0.000436264j -0.000126279-3.34775e-05j -0.000987501-0.000898055j 0.00277843-0.00136101j -0.00252044+0.000887253j -0.00389384-0.000712053j 0.00590288+0.00510951j 0.00455871-0.00256879j 0.00296742-0.00506143j 0.00421625+0.00382534j -0.00423512-0.00318118j -0.000948152-0.0050705j 0.00202234-0.00237311j 0.00239414-0.00211689j -0.00290073-0.0056255j -0.00804423+0.0116895j -0.00224954+0.00533712j 0.00262514-0.00839682j -0.00336105+0.00103728j -0.000906265+0.00659275j 0.00118091-0.000469284j 0.000308301-0.0066671j -0.00153831-0.000101541j 0.00702121-0.00360755j -0.00222027-0.00259319j -0.00583141+0.0041547j -0.00346617-0.00358774j -0.00873114+0.00925066j -0.00370623+0.00287127j 2.32324e-05+0.00332159j 0.00165099-0.00212485j 0.0025992-0.000768987j -0.0055116+0.00240161j 4.35953e-05-0.00229783j 0.00266399-0.00374514j -0.003493+0.00294744j 0.00055785+0.000361003j 0.0023306+0.00340446j 0.000427185+0.00349456j -0.00481972+0.000826766j -0.00109284+0.00479794j 0.000776454-0.00574901j -0.00415598-0.0021118j 0.00388247-0.00297837j 0.00593821+0.000243311j -0.00396748-0.000703314j 0.00359338+0.00235326j 0.00630775-0.00178875j -0.0016364+0.000247508j 0.00231833-0.00542791j 0.00217108+0.00268909j 0.00482198-0.00248838j -0.00200653+0.000205101j -0.00136896-0.000995401j 0.000425142+0.00103557j 0.00105498+0.000419896j -0.0018012+0.00221636j 0.000867097+0.000378191j 0.00435214-0.00108904j -0.00922819+0.00363512j 0.00205119-0.000551624j -0.00195427+0.00198718j 0.00284019+2.47391e-05j 0.00141845-0.0034184j 0.00177915-0.00197023j 
-0.000878326+8.05542e-05j 0.0012439+0.00138816j 0.0029882+0.00241935j -0.00585475-0.00419566j -0.00350181-0.00801371j -0.000935675-0.00505183j 0.00592752+0.00904514j -0.00517966-0.00186317j -0.00442686-0.00878898j -0.0012873-0.00841846j -0.0115621-0.00417273j -0.00735877-0.00255508j -5.98391e-06+0.00644614j 0.00363383-0.00856956j 0.00712038+0.00554879j -0.000436593+0.00583501j -0.0120577-0.0117858j -0.00591333-0.0059432j 0.0215819+0.010642j 0.00799717-0.0025143j 0.0176564+0.00933986j 0.00828933-0.00518495j 0.00487542-0.00558558j -0.00188054+0.00768837j 0.00404314-0.00282813j -0.00176281+0.00556434j -0.00812135-0.00124962j 6.73302e-05+0.00442454j -0.00771629-0.00332783j 0.00396864+0.000801129j 0.000145438-0.00265221j -0.000229234+0.00120929j 7.00756e-07+0.000985337j 0.00668457+0.00764623j 0.00943912+0.00193879j -0.00633982-0.00800421j 0.00578509+0.00218222j 0.00354512-0.00212034j 0.00764002-0.00183481j 0.00451827-0.00365478j 0.000418103-0.00205289j 0.00394357-0.00422972j 0.00375284-0.00142706j -0.00335245+0.001225j -0.000362737+0.00131548j -0.00265297+0.00266511j -0.000840662+0.00142236j -0.00338175+0.00580572j 0.00597975+0.001859j -0.0046431+0.00457686j 0.0021403-3.13468e-05j -0.0108587+0.0015615j -0.00242644+0.0034235j 0.00600861+0.00397953j -0.00202755+0.00459182j -0.00505389+0.0010235j 0.00144777+0.00110306j -0.00093602-0.00573156j 0.000531012-0.00314234j 0.000690276+0.00483422j -0.000442032-0.00383328j 0.00265063-0.00342118j -0.00356872+0.00189127j 0.000543655+0.000350795j -0.000587845-0.000505962j -0.00479491-0.00210066j 0.00258966+0.00217158j -0.0034901+0.0022078j 0.000543483-0.00180645j -0.00285158+0.000776759j 0.00458537-0.00360083j 0.00327908-0.00514147j 0.000837024-0.000218474j 0.00489865-0.00491293j 0.00268715+0.000293108j 0.00465509-0.00347858j -0.00691605+0.00225523j 3.0892e-05+0.00148662j 0.00759241+0.00128272j 0.00428835-0.00299944j 0.00500764-0.00113584j -0.000861761+0.001375j -0.00742478+0.000620997j 0.00312132-0.00161392j 0.0111686+0.00034486j -0.00164839+0.00146032j -0.00349894-0.00549591j 0.00150908+0.00127735j 0.00600478-0.000383137j -0.00152154-0.00259442j -0.00225365+5.48307e-05j 0.00405616+0.00626198j 0.00303852+0.00215145j 0.00148706+0.00282398j -0.0010986-0.000309574j 
0.000785227+0.00112221j -0.000142878+0.00265551j -0.00289993-0.00109605j -0.000132963-0.00484748j 0.0122754+0.00235908j 0.00600747-0.00219564j -0.0101037+0.0011494j 0.00024165-0.00137036j 0.0186353-0.00159094j 0.009417+0.0019021j 0.0088444-0.0142778j 0.01876-0.0085944j -0.00107484-0.00210799j -0.00161738+0.00801324j 0.00603636-0.000472201j -8.40096e-05+0.000880523j 0.0145595-0.0134994j 0.00898742-0.00631405j -0.0289443+0.018805j 0.00938029+0.00194836j -0.0170777+0.0156699j -0.00289054+0.00726547j 0.00275666+0.00439416j -0.0110152+0.00230959j 0.000422975-0.000215392j -0.00146784-0.00101957j 0.00528916-0.0019231j -0.00367436+0.000364452j 0.00441644-0.00811045j -0.000671183+0.0091163j 0.00636+9.58012e-05j -0.00181563-0.000251221j -0.00174562-0.00190309j -0.00943156+0.00571147j 0.0015446+0.00953317j 0.00900637-0.00815556j -0.00234832+0.00625785j 0.00718067-0.000614022j 0.00106566+0.00580583j -4.07718e-05+0.0038752j 0.00242615+0.00183139j 0.00697483-0.00271551j -0.0046527+0.00541379j 0.00286643-0.00423958j 0.00244742-0.00204869j -0.00546054+0.00426174j -0.00218577+0.00180758j -0.000320002-0.00116742j -0.00650929+0.00276297j -0.00277801-0.00281922j 0.000424235-0.000913441j -0.000522384-0.00962909j -0.00307794-0.000298911j -0.00382001+0.0038945j -0.00548529+7.82955e-05j 0.00380707-0.0012155j -0.00150728+0.00100108j -0.00329129-0.00113958j 0.00265188-0.00276239j -0.00359013+0.00347561j 0.00543716+0.00175998j 0.000183985+0.0038651j -0.00152948+0.000352933j -0.000550836+0.000112999j 0.00244751+0.000212211j -0.000176339-0.00295198j -0.00139096-0.00180555j 0.0029845-0.00172227j 0.00192962+0.00207938j -0.00262506+0.00422302j 0.00162893-0.000898643j 0.00357698-0.00563929j 0.000294155-0.000558968j 0.00317744-0.000831359j 0.000535091+0.000434073j 0.00164254+0.00469201j 0.000141163-0.00154492j -0.00177043-0.000643096j -0.00615292+0.00573495j 0.0043781+0.000758936j -0.00269201+0.00339091j -0.00130726+0.000320148j -0.00332865-0.000606834j 0.000664014+0.00087215j -0.000986144+0.00335656j 0.000776629-0.000450563j 0.00328105-0.00455613j -0.00714969+0.00541251j 0.00511345+0.0017021j 0.000248937-0.000572414j 0.0015494-0.00303686j -0.00532953+0.00311565j -0.000211927+0.00125261j -0.000706905-7.36607e-05j 0.0012582-0.000723459j 
-0.0020171-8.5328e-05j 0.00581008+0.000455419j 0.00857663+0.00671984j -0.00346813-0.000670498j -0.00352463-0.0135885j -0.00353133-0.0127552j 0.0138341+0.00729979j -0.00310792-0.00927718j -0.00264878-0.00516943j 0.00132847-0.00546367j 0.0023306+8.52749e-05j 0.0184368+0.00639203j -0.00153922-0.00285051j -0.0171403-0.00185883j 0.0180979+0.00728054j 0.00642846+0.00532076j -0.0016505+0.00311329j 0.00482706-0.0096544j -0.0126762+0.00800839j 0.00783887+0.00318686j -0.00160739+3.69294e-05j -0.0112231-0.00454431j -0.00771235-0.00403043j 0.00946369-0.00534869j 0.000719271+0.00634515j 0.00570039+0.00160923j -0.00794242-0.00269078j -0.00059052+0.00139943j -0.00225253+0.000105656j -0.00114797+0.00335059j 0.00104726-0.00461947j -8.04986e-06+0.00200024j 0.000627783+0.00192824j 0.00601464-0.00105864j -4.84559e-05+0.00125689j -0.00428974-0.00116025j 0.00279303+0.00247391j -0.00191545-0.00443594j -0.00358288+0.000324076j -0.00170779-0.000740069j -0.00663507+0.000276832j 0.00240082-0.00123082j -0.000489394-0.00150908j -0.00102824+0.00199206j 0.000283131-6.04483e-05j -0.000714754+0.00147809j -0.000714463+0.00214374j 0.0110827-0.000233942j -0.00341436+0.00187549j 0.005137-0.000466179j 0.001108-0.0030337j 0.0065032-0.00473805j 0.00516134+0.00570708j 0.00205938+0.00327633j 0.004174+0.000334307j -0.000192649-0.00169316j 0.0015585-0.006523j -0.00164313+0.00288324j -0.00101532+0.00298888j -0.000848219+0.00210466j 0.00175565-0.000291526j -0.000979198+0.000848001j 0.00240817+0.00239022j 0.000220399-0.000729116j 0.00058265+0.00632617j -0.00197868-0.00537358j 0.00208163+0.00235626j 0.00175648+0.004007j 0.00145745-0.000729481j 0.00458753+0.000444814j 0.00144795+0.00144997j -0.000950411-0.000487025j 0.00105384-0.00176564j -0.00726395+0.00321611j 8.17038e-05-0.000130223j -0.00317492+0.00158539j 0.00469097+0.00208313j 0.00176568+0.00242341j -0.00473477-0.000817279j -0.00243753-0.00159388j -0.00164159+0.0026917j -0.00229881+0.000851662j 0.0037448+0.00264228j -0.00143696-0.000478372j -0.00278484-0.000738769j -0.000772691-6.53808e-05j -0.00391264+0.001833j -0.00325112-0.00094969j -0.00677745-0.00135971j -0.00103399-0.0007093j -0.0020103+0.00106755j 0.00238855-0.00143832j 0.00199987-0.000228443j -0.000125695+0.000569702j -0.00147423+0.00082328j 
