0.0259328-0.0513206j 0.107686-0.0700099j -0.0581604-0.012265j -0.0948489-0.0148463j -0.0491569-0.034238j -0.045478+0.00695205j -0.0238895-0.0446049j 0.0213604+0.0369995j -0.0188565-0.0107841j -0.045506-0.0516375j -0.0331191+0.0142774j 0.00666965+4.46784e-05j -0.00873168-0.017871j -0.00319255+0.0289238j 0.0100057-0.0229302j -0.00978692+0.026077j 0.0102669+0.023966j 0.0182787+0.0199638j 0.0316945-0.0089895j -0.0762574-0.0126893j -0.0321781+0.0121359j -0.000988106+0.0382435j 0.0147503+0.0370609j 0.0551095-0.0742714j -0.0233208-0.0808853j -0.0534256-0.0173373j 0.011651+0.0016867j -0.0371301+0.0473859j -0.0651165+0.0523566j 0.0452833-0.0611673j -0.0374927+0.00791028j -0.00616078-0.00235523j -0.0389201-0.0133275j -0.0676945-0.0174757j 0.0152797+0.00421265j 0.0123056-0.00407929j -0.0410243-0.00242277j -0.0480078-0.0703847j 0.0116804+0.0108916j 0.00157657+0.0233694j -0.017691+0.00325352j 0.00856305-0.0110378j 0.00361801-0.0120831j 0.00383102+0.0390984j 0.00127149+0.0115651j 0.00658273-0.0207232j 0.00313603-0.033087j 0.0082452+0.0244962j 0.0118745+0.011534j 0.00233043+0.0501894j -0.0129108+0.0218932j -0.00957732+0.0438038j 0.00760621-0.0371182j -0.0247548-0.00124657j 0.0426991-0.0578446j -0.0333701+0.0721533j 0.0210357-0.00689309j -0.0325108-0.0280055j 0.0117771+0.00789293j -0.05823+0.00991332j 0.119721+0.00862923j 0.0621805-0.0774848j -0.0699009-0.0636048j 0.0318639+0.10927j -0.0930931-0.00661801j -0.0545807+0.109919j 0.00481552+0.10542j 0.0323165-0.00835541j 0.0467412-0.00878641j 0.0494442-0.14191j -0.0404261+0.00936874j 0.114796-0.139294j 
0.0142543+0.00426985j -0.00785672-0.00880955j -0.0133925-0.0146416j -0.00787213-0.00154582j -0.00104181+0.00210403j -0.00371393-0.00323197j 0.00614607+2.96928e-05j -0.00463733+0.00288989j -0.00534067+0.00463735j 0.00179737+0.000615448j 0.00674182+0.00529043j -0.00255524-0.00223626j -0.00622606-0.00370904j 0.00276602+0.00319193j 0.00847664-0.00382556j -0.0116171-0.0105601j 0.0202206-0.00885881j 0.00917136+0.0115389j -0.0233545-0.00556441j 0.00559694-0.01215j -0.0031247+0.00942731j -0.00842503+0.00511048j -0.00128241+0.0126711j 0.00371875-0.0111982j 0.0111958+0.00859152j 0.00981522+0.01149j -0.00227998+0.00377711j -0.00494635-0.00202828j 0.00174256+0.00019998j -0.00169111-0.000365801j -0.00627049-0.00665195j -1.38767e-05+0.000316999j -0.0099425+0.00108803j 0.00956906-0.00213352j 0.00110605+0.00181982j 0.00848034+0.0175431j -0.0173576-0.0137373j 0.0106164-0.0183647j 0.000155795+0.00245371j -0.00273192+0.0069203j 0.0185277+0.000438241j -0.00569017+0.00574341j 0.00963108-0.0102923j -0.00672602+0.00035329j -0.00378003-0.00132185j -0.00588345-0.0072504j -0.00317161-0.0172007j 0.00589277-0.00367363j -0.00957603-0.0282254j 0.0106572+0.0048342j 0.00269494+0.0158335j -0.00380545+0.00519429j 0.0026224+0.00177066j 0.0262507-0.0139368j 0.0202783-0.0029735j 0.0047907+0.000885461j 0.000550539+0.0209936j -0.00701266-0.0133058j 0.00465625-0.0174579j 0.000121397+0.00210655j 0.0143369+0.00703368j -0.00288952-0.000225137j -0.00989531-0.00455545j -0.0155542-0.00184362j 0.0120253-0.0149073j 0.0103556+0.0195659j -0.0134574-0.000472523j 0.015343-0.00393816j -0.0108863-0.00739294j 0.0135924-0.00796191j -0.00531559-0.00305314j -0.00389211-3.11242e-05j 
0.00446532-0.0113568j 0.00854971+0.00184413j 0.00546792-0.00427598j -0.000574889+0.00236974j -0.0069347+0.000473621j -0.00283196+0.011467j -0.00233299-0.00648622j 0.00311115-0.006843j 0.0093181-0.000332236j -0.00637096+0.00796301j 0.00185684+5.8443e-05j -0.00945441+0.000505807j 0.00888692-0.000594203j -0.0127062+0.0176357j -0.00401534+0.00011819j -0.00198871-0.00388385j 0.00261099+0.00112438j 0.00493404+0.000732015j -0.0108325+0.0026405j -0.00396568-0.00789736j 0.000700265+0.0159188j -0.00284791-0.00566956j 0.00426672+0.012434j 0.0018237-0.0184687j 0.0191891+0.00148325j 0.0108579+0.0179559j -0.0079701-0.000550332j -0.00648362+0.00319351j -0.00686051+0.00180508j 0.000169624-0.000113869j 0.00692639-0.00357994j -0.00650522-0.00436461j 0.00746635+0.00999109j -0.00259806-0.00326738j 0.00588382+0.00237496j -0.0141205-0.01455j 0.019105+0.00414261j -0.00682766+0.00376703j -0.0125212-0.0156405j -0.00268796-0.00311535j -0.0171085-3.45195e-06j -0.00277473-0.0137475j -0.0100155+0.00997575j 0.00753734+0.0118684j 0.010307-0.00741233j 0.00615793+0.0294459j 0.0171536-0.00750961j 0.0137828+0.0156262j 0.0123969+0.0603562j -0.00209558-0.0163647j 0.010367-0.00316379j 0.0107844-0.00662736j -0.000698005+0.00816336j -0.0379328+0.0406702j -0.0231282+0.0236464j -0.00743217+0.0133936j 0.0383121-0.0186252j -0.0043814-0.00263932j 0.00913515-0.00765485j 0.0143505-0.0111204j -0.0208996-0.0265316j 0.00810801-0.0127914j -0.00384559+0.0098445j 0.000737558-0.00745214j -0.00289281+0.00620635j -0.00175902-0.0135256j 0.0085842-0.0172555j 0.00457751+0.00282838j 0.00336527+0.00414694j -0.00847963+0.00128334j 0.00433901+0.00351628j -0.00309534-0.00611747j 
-0.0128285-0.014629j 0.00683923-0.0207586j 0.0182514+0.0103751j 0.00273449-0.00619289j -0.00124533-0.00647254j -0.00661061-0.00176754j -0.0121873-0.02066j 0.00613873+0.0013641j -0.00396958-0.00914971j -0.00842853-0.00708609j 0.00267997-0.00408365j -0.000139842-0.00154798j 0.00904451-0.000703941j -0.00422076+0.00405941j -0.0101869-0.00861062j -0.00225811-0.00626513j 0.00322661-0.00510582j 0.0117181+0.00990011j 0.00445479+0.0280944j -0.00689701-0.0101715j 0.00690642+0.00702164j 0.00777884+0.00462297j 0.0153422-0.00965326j -0.00129693-0.000318717j 0.00751763+0.00790252j -0.014088+0.0152066j 0.00436833-0.00883255j -0.00739319+0.00431459j 0.00417927+0.00127657j -0.00883213-0.0145893j 0.000722861-0.00568922j -0.00235082-0.00593502j 0.00347304+0.00544927j 0.00682199+0.000984052j -0.00512252+0.00810338j 0.00644475+0.00970294j -0.000816244-0.0060561j 0.0156465-0.0194792j 0.0150238-0.0145785j 0.0114643+0.00736753j 0.0133539-0.00222698j -0.00341041+0.00301388j 0.0122478-0.0207438j -0.00266117-0.000155887j 0.00530248+0.00279969j -0.000249158+0.0011949j 0.0176261-0.0189245j 0.00590667-0.00865159j -0.00749086-0.028224j 0.0184783-0.00256316j -0.000877966+0.0207338j -0.00894147+0.00934269j 0.0140468+0.00165574j 0.0116007-0.017327j 0.0284921+0.00919369j 0.00225054-0.0312026j 0.01024+0.0127959j -0.0187696-0.0101093j -0.00757258+0.0208013j -0.0119849+0.0118199j -0.0015185+0.015406j -0.0104521-0.000608538j -0.0130055+0.00259179j 0.00464224+0.00958473j 0.00355972+0.00227658j -0.00268909+0.0193802j -0.019741-0.00405729j -0.00222903-0.0145905j -0.000191606+0.0103079j -0.00239844-0.00358107j 0.00474144+0.000205363j -0.00819375-0.00897813j 
0.0103846-0.000147085j -0.00922061+0.00116748j -0.00926834-0.0120848j -0.00138983-0.0081457j -0.00667676-0.00165433j -0.00251889-0.00172943j 0.00492297+0.00118243j 0.0113622+0.0107497j -0.00196674-0.00317436j -0.00583683+0.00762171j 0.0067431-0.000377592j -0.0127634-0.0159964j 0.000197936-0.00524053j 0.008864-0.00930229j -0.0071486+0.00336406j -0.00769576+0.0203768j 0.00637864-0.00448086j 0.0124863-0.0215593j -0.0102021-0.00109078j -0.00340908-0.0112304j 0.00653784-0.0133981j 0.0123622+0.00312722j -0.00306354-0.0112298j 0.0128417-0.00153454j 0.0120235-0.00794533j 0.00732161+0.00121745j -1.49597e-05+0.00668281j 0.0117425-0.000959727j -0.0128063+0.000457446j 0.00273339+0.0024918j -0.00107327-0.00147474j 0.000324713-0.00900859j -0.0145324+0.00380602j -0.00139363+0.00458026j 0.000269467-0.00371369j 0.00598685-0.00267315j -0.00515147+0.00733233j -0.00672421+0.000208044j -0.00283158+0.000166695j 0.000294747+0.0070095j 0.00949612-0.00885492j -0.00397183+0.00645514j 0.0136544+0.0145336j -0.00978777+0.004695j -0.00695286-0.00307103j 0.00337799-0.00978819j 0.0116568-0.00835638j 0.00269558-0.016424j 0.00595804-0.000507913j 0.00718188+0.00766362j 7.97686e-05+0.0236296j 0.0152721-0.00652599j -0.0178933+0.0230334j 0.0133911+0.00419357j 0.00708071-0.0143601j 0.00865375+0.0118309j -0.0134982+0.0096721j -0.0071062-0.00580468j 0.000168813-0.0126334j -0.00156992-0.00137378j 0.00542778+0.00178551j 0.0102296+0.00623965j -0.00589769-0.0108339j -0.00900644-0.00268573j 0.00412519-0.00109991j 0.00795828+0.00928543j 0.00512185-0.00127308j 0.0111847+0.000766515j 0.00346899-0.00664149j -0.00283752+0.00058346j -0.00156374-0.000321134j -0.00418819-0.00658879j 
0.00031799+0.00683697j -0.00379812+0.00760826j 0.00757647-0.000362601j 0.000986198-0.00219069j 0.00618345-0.00256757j -0.00913983+0.0117899j -0.000219509-0.00380683j -0.00407382+0.00373887j 0.00625088+0.0173009j 0.000660043+0.00584119j -0.00509192-0.00827494j -0.00190355+0.00462179j -0.0052606-0.00031876j -0.0224972+0.00680938j -0.00591586-0.0055584j 0.0165283+0.00551208j -0.0215584-0.00673642j -0.00646457+0.0131444j -0.0046998+0.00367298j -0.0136168+0.0105994j 0.0127003+0.00636145j 0.0136336-0.00524395j -0.00456883+0.0121614j -0.0109307-0.0209838j 0.00265231-0.00808102j 0.0130772+0.0147417j -0.00181441+0.00776595j 0.0015371+0.00560626j 0.0137406+0.000197185j -0.00241688-0.00821672j -0.000726238+0.00163477j 0.00034683+0.00420605j 0.00683459-0.00712096j 0.00416361+0.00405031j -4.57578e-05+0.00493833j 0.00487972+0.00564084j 0.00309294-0.0084456j 0.00662539+0.0013254j 0.00789025+0.0168552j 0.00124914-0.00667545j 0.00324656-0.00855565j 0.00170078+0.00474964j 0.00116729+0.00443674j 0.00182119-0.00166372j -0.0075828+0.00403957j -0.00255302-0.0239368j -0.0159372+0.00686962j -0.00365785-0.0104597j -0.0005657-0.0379259j -0.00497841+0.0155864j 0.00886658+0.00400111j -0.00968649-0.00319899j -0.0125897-0.00493017j 0.0266114-0.0202361j 0.00863938-0.00122698j -0.000411272-0.0164328j -0.0302543+0.0127404j -0.00641978+0.00613146j 0.000257691+0.000116449j -0.00709982+0.0153529j 0.00893346-0.000544878j 0.0102492+0.0130817j -0.000331768+0.00358918j -0.0130874-0.00274874j 0.00640098-0.00852939j 0.0172014-0.0040165j -0.00569207+0.0183691j -0.0157398+0.00573567j -0.00408066+0.00558531j -0.00485087+0.00331082j 0.00161352+0.000758879j -0.000148112+0.00557686j 
-0.0114469-0.00290988j 0.0283099-0.00416045j 0.00575714+0.0120682j 0.0043022+0.0087555j -0.0025141-0.0113345j 0.00379978+0.00390913j 0.000335789+0.00717631j -0.00536631+0.00251507j -0.00312007-0.00128564j -0.00105293+0.00668796j -0.00219255+0.00119381j -0.00664247-0.0106241j -0.00264453+0.00617437j 0.00620132-0.0118398j 0.0014105+0.00117899j -0.0044948+0.00279791j 0.00714345-0.00550865j 0.00339821-0.0110792j 0.0115947+0.00161368j -0.00473425-0.000978381j 0.00521871-0.00775899j 0.00385668-0.0109439j -0.00667647-0.0251299j 0.01788-0.0186629j -0.00567445+0.0142382j -0.00915688-0.00366189j -0.00911991-0.00918947j -0.0154728+0.0159705j 0.000486466+0.010771j -0.000453654-0.00431603j 0.0148512-0.000598725j -0.00347047-0.00398572j 0.0215776+0.0060186j -0.0013732-0.00379842j 0.0123918+0.0139386j -0.0170475-0.00937066j 0.00182508-0.00745907j -0.0037377+0.00187796j 0.0178003-0.0117004j 0.00747793-0.0100892j -0.00951218+0.012179j 0.0072246-0.00395692j 0.0145549-0.0268518j -0.000853647+0.0125176j 0.0107236+0.000602774j 0.00524791+0.0105383j 0.0086917+0.00587282j 0.0113696+0.00434066j -0.0200842+0.0102957j -0.00351871-0.0187256j -0.00843213-0.0281274j -0.0128807+0.00569537j 0.0259663-0.00365427j -0.00161128+0.00604217j 0.000747121+0.0201899j -0.0143339-0.0132579j -0.00293457-0.00836495j -0.00210589+0.00828573j -0.00900238-0.00787132j 0.0123762-0.00463438j 0.00794416+0.000889059j -0.00336896-0.0043379j -0.0116697+0.00227645j 0.0121981-0.00625526j 0.00226846+0.0050067j -0.00577802-2.32373e-05j -0.00704948+0.0103561j -0.00117097-0.00798743j -0.00811469+0.0101631j -0.00623193-0.012653j -0.00150925+0.00337938j 0.00826213+0.00226726j 
0.0142542+0.0165991j -0.00658856+0.00394627j -0.0280837-0.0181669j -0.000372184+0.0132398j 0.00457366+0.00606921j 0.00374496+0.00113121j 0.0147011+0.00657528j 0.00825793+0.0109509j -0.0046-0.00432063j -0.00333533+0.00279418j 0.00785019+0.0115161j 0.0105073-0.00716369j 0.0026623-0.0197345j 0.00268536+0.0087506j -0.00254469+0.00886006j 0.0192362-0.00121849j -0.000108426+0.0187157j -0.0250542+0.00717794j -0.00464762+0.00446763j 0.00859292-0.00524987j -0.00631815-0.000420458j 0.0101605-0.0128814j 0.000597585+0.00265145j 0.00923043-0.00258361j -0.00166639-0.00348614j 0.00637525-0.00680577j 0.00844483+0.00186845j 0.00432095+0.0106716j 0.00700079-0.00195416j -0.00504793-0.010417j -0.010818+0.00073246j 0.00974219+0.00236611j -0.0201053-0.00435594j 0.00426553-0.00811366j -0.00555898-0.000682072j 0.00614287+0.0111931j -0.0187606-0.0275799j 0.0088102-0.00332381j -0.00729167+0.00345672j -0.00731283-0.0114334j -0.0044096+0.0195193j -0.00984351+0.00414368j -0.0140037-0.0320915j -0.00370526-0.0027293j -0.00501922+0.00200941j -0.00847164+0.00212642j -0.000929585-0.00565095j -0.00639938+0.0149238j 0.00488604+0.00487562j 0.00879272-0.000371404j -0.023376-0.0087122j 0.00734546+0.00991724j 0.0365738-0.0120501j 0.00583307-0.00549629j 0.00953286-0.00935844j -0.00421157+0.0120837j -0.00110956+0.0265007j 0.00114943-0.0137481j -0.0168827-0.0144543j -0.000513995+0.00148332j 0.00786056-0.00124528j -0.00474847-0.00485432j -0.000284429-0.00588776j -0.00633656+0.00369721j 0.00281085-0.0153752j 0.00904936+0.0035364j -0.00666732+0.00630331j 0.00903664-0.00720172j -0.0162527-0.00562443j 0.00874106-0.00838021j -0.00772532-0.00568341j 0.000326992+0.0085997j 
0.0030778+0.000573287j -0.0126674+0.00617839j -0.00503418+0.00122695j -0.0008444+0.00325678j 0.00981575+0.000181243j -0.000656202+0.00327488j 0.000322444-0.00996908j 0.00683904+0.00555733j -0.000422437+0.0179457j 0.0135154-0.00796494j 0.00130071+0.00275502j -0.00244984-0.00607668j -0.00865128-0.00282641j 0.00883546-0.00667548j -0.00684243-0.0132555j -0.0090092+0.00768247j -0.0141464-0.00231998j 0.00274242-0.00309069j 0.000343672-0.00102362j -0.015969-0.000876068j 0.0135498+0.00652708j 0.00816466+0.00839808j 0.00307852-0.00276283j -0.011162+0.00407668j 0.00534355-0.0121873j 0.00642268+0.00068543j 0.0155746+0.00611802j 0.00608997-0.00502484j 0.00817544-0.00434147j -0.00290524-0.00859436j -0.00968429+0.00234949j 0.00445276+0.003859j -0.0106367-0.0116298j 0.00163436-0.00355405j -0.0134472-0.00899022j 0.0116767+0.00656778j -0.00307343-0.00419735j 0.00770205+0.00258272j -0.0109324+0.00570228j -0.00525551-0.0029251j -0.00402125+0.00870676j -0.00323806-0.00667369j -0.0170276-0.00999845j 0.0114814-0.00506369j -0.000564616+0.00759339j 0.00424869+0.00856532j -0.00611249+0.00830281j -0.0106216+0.0187087j 0.0146477+0.023613j -0.00789858-0.0112599j -0.011041-0.0253018j -0.0040284-0.00379396j 0.0232161-0.0244576j -0.0157597+0.00567709j -0.0163836+0.0155612j -0.00842419+0.00764361j 0.0126495-0.00774248j 0.00660759+0.00176746j -0.00909722-0.0127401j 0.00905287-0.00507757j -0.0077534-0.00826424j -0.0129436-0.000164022j 0.00137591+0.00980955j 0.00865521+0.000848942j 0.00249254-0.00439359j -0.00152133-0.00269103j 0.0017904-0.00301793j -0.00571966+0.000447467j 0.00307908-0.00312301j 0.00644108+0.0064872j -0.0010101+6.55436e-05j -0.00168451+0.00369668j 
0.00206107-0.00242609j 0.0212694-0.00381944j -0.0105939-0.00418429j 0.00282599+0.00776863j -0.0128422+0.000435952j -0.000791575+0.00940144j 0.00672063+0.00843524j 0.0126907+0.00348391j 0.00752876+0.0101995j -0.0064253-0.010271j -0.015042+0.00304314j 0.0149689-0.00474405j -0.0107613+0.015204j -0.0171436-0.00580614j 0.016799-0.00284476j 0.00751841-0.011034j -0.0144724-0.0132379j 0.00362924+0.0202911j 0.00444786+0.0141106j 0.00693125+0.00913377j -0.0030725+0.000586195j 0.0053905+0.00678232j 0.00703834-0.00518208j 0.00270177-0.00138964j -0.0167529-0.0103807j 0.00272333-0.0170043j -0.00674679-0.00314673j -0.00501053+0.00575032j -0.00777225+0.00451496j 0.0036044-0.000304837j 0.00703691+0.000979393j 0.00200302+0.000275879j 0.0017959+0.0105942j -0.00938733-0.00501931j 0.00880042+0.010428j -0.0248549-0.0226858j 0.0120196+0.00365453j -0.0168939+0.00605713j 0.00211696-0.0172501j -0.0136204-0.0119406j -0.0138202-0.00673424j -0.00421488+0.0111427j 0.0240255+0.00115361j -0.0112844+0.00195411j 0.00743862-0.0118119j 0.0142471-0.00259448j 0.0141276-0.0273759j 0.00450175-0.0230729j 0.000883098+0.0176743j -0.00706256+0.0223723j 0.0109532+0.000742046j 0.0175328-0.0117209j -0.0271732+0.00940214j -0.000752075+0.0244042j -0.00377076+0.00565588j -0.00292257+0.0231846j 0.013188+0.00237434j -0.00374065-0.0150114j -0.00252153+0.00752247j 0.0039424-0.000548366j -0.0125462+0.000366114j 0.00880814-0.0145231j -0.0139583-0.00770837j -0.0060842-0.00964935j -0.00592877+0.00622922j -0.00274903-0.00606182j 0.00892483-0.0118552j 0.00945192-0.00282424j -0.00218674+0.00191344j -0.000770778-0.0122903j 0.000624019+0.000469573j 0.00521106-0.00829353j 
0.00504426-0.000222956j -0.00737425+0.0112109j 0.000258937-0.00461201j -0.01579+0.0147137j 0.00852942+0.00953481j 0.00362829+0.00640366j 0.00939853+0.00296053j 0.00611521-0.0032852j 0.00522848+0.003145j -0.00837166-0.00329612j -0.0180733-0.0107673j -0.00454323+0.00933527j -0.00223168+0.00947408j -0.000695284-0.0115132j -0.0275394+0.00730837j 0.0205016-0.00776824j 0.00565465-0.0147364j -0.00697407-0.00334642j -0.00898154+0.0066663j -0.00440743+0.0153332j -0.00381567-0.0134974j 0.00480281+0.00331299j -0.00995136-0.00727901j 0.00556716-0.00596425j 0.00161337+0.00295978j -0.00468314-0.00145656j 0.00881883-0.00284894j -0.000803765+0.00796352j 0.0073213-0.00126745j -0.0106232+0.00206504j -0.00297798+0.000369907j 0.00146483+0.000687369j -0.00103492-0.00278565j 0.0161692-0.00247252j 0.00340323-0.00507969j 0.00268116+0.0190469j 0.00844684-0.0022915j -0.000766264-0.00766799j -0.0205053+0.00373733j 0.00430248+0.0131309j 0.00195689-0.0106099j -0.003249-0.0160775j -0.0130514+0.00558751j 0.00631553+0.00961125j -0.0148775-0.0190001j -0.00316733+0.0291411j 0.00289343+0.00511067j 0.0238071+0.0262211j 0.00982099+0.0123162j 0.0234848-0.016253j -0.00110414+0.0227263j -0.0105902+0.00567967j 0.0225198+0.0234485j -0.00244172+0.0097515j 0.00335648-0.00419761j -0.00321801-0.00584995j 0.00809822-0.00573728j 0.00208934-0.00256186j 0.0125393-0.0061859j -0.015847-0.00788151j 0.00134115-0.0102558j 0.00863365-0.00670768j 0.00639401-0.000922367j 0.00174321-0.00654815j 0.00683511+0.00535085j 0.00321731+0.00631401j -0.00213355-0.00967203j 0.00197289+0.00698937j -0.00873641-0.00876835j 0.00321902-0.00492273j 0.00180382+0.0139275j 0.000499583+0.00707808j 
-0.0152418-0.00782076j 0.0184779-0.0107834j 0.00449144+0.00554518j 0.0190533+0.00247343j -0.0122684+0.00198578j -0.00998837-0.00947283j -0.003512-0.00727152j -0.00996914+0.0119038j -0.00785067-0.00501139j -0.0054993+0.0220709j -0.015408+0.00388985j 0.0146492-0.0146704j 0.00161501-0.00823362j -0.0108255-0.00147209j 0.00706558-0.0188573j 0.00691944+0.00307724j -0.00950798-0.00190784j 0.00885323+0.00972756j 0.0112599+0.0133537j -0.0114696+0.00503625j 0.0021097-0.00466991j 0.00462793-0.0133825j 0.000679727-0.00813435j -0.00225075-0.00544037j -0.0174283+0.0017815j 0.00329471-0.00268026j -0.00231145+0.000262497j -0.000654968-0.00575079j -0.011792-0.00179667j 0.00703387-0.000294715j 0.000915571-0.000549558j -0.000133109+0.000287081j 0.00976771+0.0162727j -0.00824832+0.00956195j 0.00618065+0.00659602j -0.0175415+0.000565744j -0.0144147-0.00147211j 0.0084382+0.00625674j 0.0175413-0.014668j 0.00606949+0.00625107j -0.00411744+0.0282298j -0.00780207-0.00290794j -0.00409238-0.013146j -0.00983646+0.00895253j 0.0139161+0.00333913j -0.0203241+0.00527377j 0.0198831+0.0180331j 0.00613423+0.00561102j -0.00856647+0.0123896j 0.00871997-0.0298486j -0.0248843-0.0216894j 0.0120374+0.0340781j 0.0178326+0.0111864j -0.0196724+0.00782537j 0.0106929-0.0144625j 0.015908-0.00305276j -0.00142101-0.0175089j 0.00960245-0.00185331j -0.00502183+0.00477067j -0.00601441-0.00569538j 0.011208-0.00665692j -0.000488302+0.00883376j 0.0154067-0.00176045j 0.00484047+0.00723563j -0.0213426+0.00178826j -0.0139241-0.0146356j -0.0103687+0.0129017j -0.00302009-0.00366255j 0.00613107+0.00465564j -0.0102753-0.0011134j -0.00158425-0.0062117j 0.00784343-0.00152323j 
-0.000704363+0.00294464j 0.00272968-0.0154367j -0.00411853-0.00485024j -0.00602767-0.00932274j 0.00172957+0.000322093j 0.0114458-0.0030202j -0.00578908-0.00103667j -0.00640954-0.00689535j 0.00238605+0.00408906j -0.0147122-0.00857363j 0.00200796-0.0111252j -0.00613639+0.00308465j -0.0117467+0.00224942j -0.012172-0.00458047j 0.0107892-0.00992548j 0.00941933-0.000373104j 0.0160733-0.000202145j -0.00156719+0.0202471j 0.010362-0.0196621j -0.00506806+0.00524363j -0.00688747-0.00264412j -0.0112135+0.00711641j -0.000230874+0.00904691j 0.0032108+0.00667191j -0.0063201-0.00287488j 0.00366938+0.0060823j -0.0027405+0.00905765j 0.0100565-0.00108015j 0.00048515+0.00657193j 5.25718e-05+0.00344757j 0.00438037+0.00021491j -0.000945056-0.00176907j -0.00178992+0.00422177j -0.00392315+0.00181177j -0.00385669+0.00259803j 0.00356941-0.000112306j -0.0130803+0.00606681j 0.00331443-0.00656946j 0.014229+0.00459702j 0.00502789+0.0104961j 0.0271879+0.0218389j -0.00223382-0.00917709j -0.0020683-0.0191486j 0.0145868+0.00269212j 0.00510606+0.00778863j 0.00111956-0.00523916j 0.0197877-0.00692264j -0.0124295+0.0255767j -0.00100701-0.00354238j 0.00546541-0.0237157j -0.0386922+0.0177254j -0.012105+0.00108529j 0.0146683-0.00725616j -0.00517556-0.00598638j 0.0218035+0.010348j -0.0174964-0.00365281j 0.000104601+0.00483614j -0.0134649+0.00125729j -0.0147172-0.01079j 0.00580671-0.0163334j 0.00389803+0.00499467j -0.00925023+0.0134102j -0.00408746-0.000227455j 0.00546974+0.00719437j 0.00240761-0.00129517j 0.00759+0.0180846j -0.00200102+0.0107413j 0.00778447-0.003875j 0.000490513+0.00169877j 0.00423316-0.0051559j -0.00286317-0.00737642j -0.00624184-0.00588267j 
-0.015588-0.0126608j 0.00114978-0.0115869j 0.0118964+0.0177964j -0.0024846-0.0119154j 0.00104532+0.00319063j 0.00305054-0.00255722j -0.0164283-0.0077909j 0.003521+0.00267021j -0.0041304+0.00896413j -0.00393042-0.014512j 0.0114772-0.00761208j 0.00359089-0.00882083j -0.019621-0.0221171j 0.00318185-0.000273163j 0.00165785-0.00573678j -0.0119468-0.00303829j -0.000837595+0.0107168j -0.010033+0.00858071j 0.00423891-0.00179664j -0.00649152-0.0165163j -0.000495886+0.00720564j 0.0101133-0.0176211j 0.000747716+0.00678807j 0.00465799+0.00085142j -0.00450557-0.00160142j 0.00570229-0.00552829j 0.00726203-0.00535617j -0.0092565+0.00301111j 0.000670139-0.00015581j 0.000227561+0.00323671j -0.00189155-0.00055926j -0.00813928-0.00451629j 0.0121583+0.00167154j 0.00473599+0.00678382j 0.00784629-0.00946434j 0.00164313+0.00318392j 0.0166265+0.0290888j -0.0105779-0.00103741j 0.00136743-0.00175767j 0.00436776+0.0239556j 0.0242697-0.0215716j 0.00603555-0.0138488j 0.00583625+0.0323936j 0.000509229+0.0122673j -0.00369724+0.00159287j 0.00909209+0.00676422j 0.00563794-0.007698j 0.0142298+0.00522478j -0.00865287-0.00921497j 0.0190911-0.00584657j 0.0229303+0.0353183j -0.00851048-0.00534117j -0.0217191+0.0281557j 0.000104895+0.00533743j -0.00245409-0.0126584j 0.00920445-0.00948138j 0.00984302-0.0215523j -0.00770229+0.0028471j 0.024043+0.0097695j -0.010146-0.00514728j -0.0048583-0.000140372j 0.00525892-0.00506j -0.00269906+0.00040645j 0.00786951-0.00150526j 0.00699561+0.0188894j -0.00756771+0.010697j 0.00588069-0.0143217j 0.00189634+0.0103807j 0.0105427-0.0090768j 0.00352892-8.90578e-05j 0.00546074+0.0059267j -0.00251917-0.0109675j 
0.0111593+0.00233185j -0.00654507+0.0105394j -0.00862877-0.00571393j -0.00200768+0.00437458j 0.00633649+0.0113345j -0.0164057+0.0110299j 0.0023837-0.00655985j 0.00108935+0.00130117j -0.0115446+0.0091701j 0.00679181+0.0172523j -0.00597707-0.0120584j -0.00131474-0.0135657j 6.01362e-05-0.010779j 0.00566243-0.00494484j -0.00693884-0.00705485j 0.0186972-0.0054312j 0.0108424+0.00161609j 0.00194001+0.00173158j 0.00793821+0.000845803j -0.00633145+0.00551147j -0.000221967-0.0126757j -0.0054761-0.00530339j -0.00298884-0.00706489j 0.00709003-0.00547517j -0.0099224+0.00682866j -0.00849282+0.00473138j 0.00337331+0.00633263j -0.000569431-0.00290884j 0.00649367-0.00169999j -0.00612862-0.00135679j -0.00235646-0.00198173j -0.000989016-0.000379553j -0.00610687-0.0100462j -0.00966824-0.000720641j -0.00358662-0.00749856j 0.00578792-0.0148757j 0.00437323+0.00779605j -0.00747106+0.00552302j -0.00825501+0.00174913j -0.0246875-0.00881321j 0.00150097-0.0194691j 0.0102204+0.0150468j -0.00116177-0.00404936j 0.00499166-0.0231716j -0.00260553+0.000137926j 0.0154504-0.0127892j -0.0173046-0.00911581j -0.0233653-0.0109104j 0.00547641-0.00148774j -0.0137553+0.0409369j 0.0154727-0.00707529j 0.000478056-0.0313208j -0.0354685-0.0231157j 0.00775361+0.00834668j -0.0194411+0.0186213j -0.0146359+0.0170979j 0.0096382+0.00592341j -0.00340094-0.00324015j 0.0005675+0.00374256j 0.00935334+0.0134861j -0.0216835+0.0080962j -0.00330887-0.00677766j -0.0137463+0.00471506j -0.00812908-0.00929789j 0.00504997-0.00172395j -0.000104141+0.000348658j 0.0129073-0.0161051j 0.00580166+0.00458255j 0.00320012-0.00513546j 0.00529653+0.00269312j -0.00449023-0.0022008j -0.00546292+0.00063845j 
