-0.0065102+0.00266966j -0.00442218-0.00464237j 0.00376785+0.00348106j 0.00514089-0.00220254j -0.00147485-0.000870298j -0.000882639-0.00267384j 0.00540502-0.00128957j 0.00178197+0.00289699j 0.00152172-0.000116536j -0.00102907-0.000410058j -1.99065e-05+0.00159694j 0.00409929-0.000800485j -0.000782158-0.00304941j -0.00200053-0.00118597j 0.000868454-0.000877624j 0.000294322+0.000852181j 0.000121254+0.000593683j -4.70875e-06+0.00175156j 0.00192398-0.000784717j -0.000990601-6.99695e-05j -0.000857914-8.42665e-05j -0.00304475-0.000676534j 0.000485988-0.00197553j -0.00111817-0.000929607j 0.000418972+0.000330221j -0.00142979-0.00140679j 0.00231342-4.00015e-06j -0.000458732+0.00088461j -0.000911682+0.000590221j -0.00152661-2.3082e-05j -0.00270488-0.00106396j -0.000474625+0.000805408j -0.000501537-0.000478241j 0.00082712-0.000132681j 0.00132407-0.00218027j 0.00149483+0.000228696j -0.000147358+0.000341555j 0.00141977+0.00172459j 0.00115256+2.44145e-05j -0.000314495-0.000451417j -0.00030593+0.000159875j 0.00295324-0.000456742j 0.000100004-0.00177882j 0.00245922+7.73799e-06j -0.00255419+0.001992j -0.00295309-0.00223807j -0.00248127+0.00198741j 0.00182518+0.0014821j -0.00427138-0.000447952j 0.00228285-0.00511675j 0.00625875+0.0017784j -0.000511665+0.00290972j -0.00835678+0.00791519j -0.0104205-0.00558877j 0.0289382+0.0330109j 0.303655+0.00485671j 
0.00487057-0.00165048j 0.00360649+0.00327528j -0.00153144-0.00242867j -0.00482582+0.000442927j -0.00122728+0.00144533j -0.00328778+0.00081875j -0.00504719-0.00302178j 0.00576152-0.00222793j 0.00153603-0.00290012j -0.000190106+0.000501593j -0.000208987+0.00176813j -0.000548033-0.00171073j -0.00367799+0.000910759j 0.000693278-0.00207039j -6.19442e-05-0.00173336j -0.000715105+0.00132396j 0.00185188+0.000547315j 0.00312812-0.000131563j -0.00383783-0.00429048j 0.000441471-0.000918303j -0.00205761+0.00419844j 0.00224601+0.000365656j -0.00433928-0.00183215j -0.0028076-0.00246688j 0.00141379-0.0016403j -0.00321371+0.00176719j -0.000675659+0.00131487j 0.00525056+0.000269157j 0.0016743+0.00081856j -0.000678542-0.00201093j -0.00437733+0.00171706j 0.00410117+0.000846306j 0.00130042+0.00119776j -0.00624577-0.00610907j -0.00177706+0.00388427j 0.00219899+0.00434957j -0.00532022+0.00239745j 0.00296243+0.00309149j -0.0160092-0.0032884j -0.000608106-0.00105563j -0.00361858-0.00124491j 0.0115427-0.00423971j -0.0545291+0.00119337j -0.0225408-0.000344318j 0.175368+0.0179347j -0.119701+0.00128824j -0.0266985-0.00412795j 0.0181698+0.00531438j -0.029581-0.00471606j -0.0620371+0.0106582j 0.0691199+0.00779696j -0.0214048-0.00143476j -0.00347211+0.0132255j -0.0138564+0.0013223j 0.00476622+0.000833244j 0.00140001-0.00354941j 
0.0056789+0.00302234j -0.00452745+0.00294556j 0.00377495+0.0026606j 0.00426515-0.000697159j 0.000671848+0.00160643j -0.0018105-2.40105e-05j 0.00451009-0.000216355j 0.0023729+0.00132193j 0.0072801+0.000796897j 0.00275097+0.00160586j 0.00343547+0.000739304j 0.00488903+0.000450183j 0.00171692+0.00053681j 0.00760528+0.00261611j 0.00399045+0.000594237j 0.00116314+0.00135417j -0.00124143+8.96663e-06j 0.00329118+0.000902055j 0.00800195-0.00125382j -0.00297534-0.00323007j -0.00541317+0.000533432j 0.00055852+0.00307377j 0.00476755+0.000554664j 0.00295177-0.000116793j -0.00221634-0.000990921j -0.00820165-0.00161947j -0.00820537-0.00140939j 0.00156655+0.00196076j -0.00276074+0.000117092j 0.0121154+0.000847568j -0.000927883-0.00143451j -0.00715788+0.000169812j -0.00678736-0.000543259j 0.0118875-0.00234035j -0.010753-0.000882454j -0.0057621+0.00385598j -0.0150301+0.00075451j -0.0108189+0.000222011j 0.00240813-0.00325722j -0.00899744-0.000129036j -0.0181159-0.00219586j 0.036536-0.0021219j -0.0687919-0.00481501j 0.147413+0.00469347j -0.0628342+0.00528168j -0.0253293+0.000122158j 0.0235818+0.00122072j -0.0497548+0.00647322j -0.0150114+0.0134816j 0.0980656+0.00680162j 0.0337074-0.00596281j 0.0269781+0.000939428j -0.0148734+0.00645143j 0.00593989-0.0093439j -0.000151465+0.00233693j 0.00298245-0.000677994j 
0.000660586-0.000439955j 0.000593047+0.000424177j 0.0040053-0.00140817j -0.00122737-0.00248331j 0.000961938-0.00233504j 0.00233901-0.00139811j 0.00543407+0.000772932j -0.00325254+0.0031406j -0.00054775+0.0013464j -0.000703029-0.000288287j 0.00144562-0.00298412j -0.000354828-0.000429303j -0.00180412-0.00207644j 0.00328136-0.000235141j 0.000128507+0.000626453j 0.00443741-0.00267091j -6.78149e-05+0.00309631j -0.0033446+0.000167044j 0.00274409-0.000183864j -0.0026949+0.00277899j 0.000379669-0.000925653j 0.00106989-4.6524e-05j -0.00082358-0.000983362j 0.00187175-0.00184819j 0.000217124+0.000740749j 0.00226331+0.000743912j -0.00124371+0.0018236j -0.0026655+0.000931748j 5.73578e-05+4.5497e-05j 0.000433052-0.00291653j 0.00208168-0.00106196j -0.00529236+0.00389595j 0.00077358+0.000637274j 0.00628844-0.00324329j -0.00721254+0.00592416j 0.00611367-0.00397j 0.00216842-0.00380362j -0.000658736+0.0020262j -0.00605542-0.00300223j 0.00610579-0.0040072j 0.0221349-0.00157883j -0.0186854+0.00744101j 0.117398+0.00085337j 0.0874807-0.00107034j 0.0676724+0.00889867j -0.0233735-0.00974136j -0.0610987-0.0133966j 0.00749673-0.00993254j -0.124367+0.000414562j 0.0127238+0.0088877j -0.0274706+0.0041624j -0.0395068+0.00626283j -0.00693977-0.00317559j -0.00517573-0.00327022j -0.000421355-0.0019j -0.0028825+0.000748581j 
0.00170297-0.00141283j 0.00215541+0.00130159j 0.00629934-0.000938371j 0.000184937-0.0029963j 0.00649594+9.96639e-05j 0.000107668+0.00251503j -0.00152777-0.00068683j -0.00440132-0.00189925j -0.00704504-0.00116868j -0.00112757-0.00273104j 0.0046288-0.000876506j -0.00193847-0.00144452j 0.00407981+5.27009e-05j 0.00385586-0.00129205j -0.00278482+0.000532329j 0.00306086+0.000157386j 0.000570006-0.00139168j 0.00416985+0.000641643j -0.0081961-0.000862881j -0.0146548+0.000940896j 0.0128595-0.00122398j 0.00239941+0.00290088j -0.0053093-0.00178672j 0.0044467+0.00015196j -0.00169997+0.00147785j -0.00349568+0.00358869j -0.0108768+0.00247546j 0.0070486-0.00333225j -0.00172293+0.000609322j 0.0147845-0.00555561j -0.000242755+0.00145384j -0.00137048+0.001894j -0.0117049+0.00115836j -0.00947225+0.00262495j -0.00581004-0.00245798j 0.0325667-0.00418546j 0.0364319-0.00167348j 0.0223636-0.00191667j 0.0318154-0.00224589j -0.00933156+1.66276e-05j 0.0746326+0.0060395j -0.0836263-0.0104921j -0.110133+0.00794643j 0.0576054-0.000846737j -0.00163724+0.00211855j 0.0541535-0.000769177j 0.00603679+0.00582026j -0.0179125-0.000304689j -0.0590094+0.00118543j -0.0181288+0.00872966j -0.01198-0.00231344j 0.028371-0.000859537j -0.00271339-0.00132178j -0.00146634+0.0074426j 0.00430197+0.00060562j 0.00313205-0.00324513j 
0.000579448-0.00119214j 0.00167505+0.000446675j 0.00436985+0.000803186j 0.00207719-0.00153569j 0.00362818-0.000793877j 0.000173469+0.00134045j 0.00239012-0.00217186j 0.00327682+0.00249875j 0.00635882+0.000526285j -0.00116011+0.000376322j 0.00147013-0.00155391j -0.000494971-0.00221466j -0.00341323+0.000125384j 0.0104199-0.00092609j 0.00524857+0.00169656j -0.00120139-0.00304367j 0.00138652+0.00159207j -0.00319734+0.00275578j -0.000841053-0.00465417j -0.00319133-0.000455397j -0.00192427+0.00204618j -0.00564664-0.00128789j -0.00485434-0.000557901j -0.000684563-0.00252207j 0.00670933+0.000368391j -0.00363914-0.0017301j 0.000410363+0.00194132j 0.012657+0.0030078j -0.00574351-7.98529e-05j 0.0020044+0.000288224j -0.00662403-0.000219669j -0.00617996+0.0023307j 0.00616696-0.0017315j -0.0044124-0.00368504j -0.00474529+0.00405243j 0.0366534-0.00246803j 0.0238661-7.12432e-05j 0.0344192+0.00100402j -0.0483303+0.00720476j 0.0908146+0.00436371j 0.014151-0.00114776j 0.103474+0.00160315j -0.0478622-0.00769365j 0.0465923-0.00705889j -0.0310132-0.00646286j 0.0272375+0.00210483j 0.0180661-0.000524023j 0.061771-0.00819548j -0.0282695+0.00218712j -0.0147327+0.00106172j 0.0197182-0.0132101j 0.0169976-0.00308556j -0.00235368+0.00386743j -0.00439849-0.00182593j -0.00400744+0.00125627j 0.00201011+0.00184131j 
0.000780416-0.00090192j 0.00163224+0.000770048j -0.00398314-5.40896e-05j 0.000287164+0.00205656j 0.00365524+0.000723872j -0.00387487+0.00161817j 0.00120927-0.00107879j -0.00250206+0.00300782j 2.56789e-05+0.00500768j -0.00388445-0.00129535j -0.00256946-0.00114291j 0.0029056+0.000702545j 0.00228265-0.00207372j 0.00514993+0.00214772j -0.00301158+0.00198543j -0.00278153-0.00204917j -0.000284528-0.000819951j -0.00110295-0.00169352j 0.00420609-0.000626464j 0.00450078+0.00161536j -0.00373414-0.0031977j 0.0102246+0.000148868j -0.00136152-0.00108456j 0.00788827-0.00194846j 0.00367357+0.00216127j 0.00513795+0.00047665j -0.00654087+0.00124336j -0.000145379+0.00505193j -0.00656434-0.000585882j 0.00356589-0.00104209j 0.000286197-0.00128031j 0.00714657-0.0017314j 0.0106546+0.00182898j 0.00970514-0.000618269j -0.0262353+0.00225671j -0.0263629+0.000794062j 0.00585928-0.00660542j -0.0570296-0.00175901j -0.0692388-0.00549377j -0.0690143+0.0061547j 0.122267+0.00835249j 0.0488991+0.0096376j 0.0424901+0.00440849j 0.0305471+0.00151998j -0.00985457+0.000427977j 0.0448948+0.00874391j -0.0361993+0.00608489j -0.00829475-0.000675828j -0.00927247-0.00083954j -0.00755729-0.007068j 0.0129861-0.0096796j -0.0107582+0.00556514j -0.00466352-0.00513137j 0.00174314-0.00403764j 0.00129032-0.00306631j -0.00507747-0.000569005j 
-7.30525e-05-0.00116857j 0.00171383+3.71345e-05j -0.00208165-6.77702e-05j -0.000654801+0.000687891j -0.000511713-0.0044722j 0.00895481+0.00266405j -0.00386416+0.00246786j 0.00187352+0.00168413j 0.00967894+0.00237969j -0.00197538+0.00423567j -0.00206297-0.00119602j -0.00381302+0.00164909j -0.000135342+0.00136088j 0.000352129-0.00110301j 0.00330543+0.00173714j -0.00313828+0.00186451j -0.00583448-0.00121181j 0.00574262-0.00222912j -0.000804628+0.00234373j 0.00256447+0.0039765j -0.0144823-0.00309895j 0.00756097+0.000252666j 0.00361175+0.00178281j 0.000623303-0.00120347j 0.00562595-0.00352317j -0.0014693-0.000679811j 0.00447105+0.00061779j -0.00385835-0.00063948j 0.00347641+0.000608784j -0.00625719-0.00135246j -0.00450658+0.00600257j 0.0104326-0.00432226j -0.00686359+0.00284945j 0.00240367+0.00189888j -0.0316384+0.00431755j -0.00636369-0.00420886j -0.0829209-0.00428857j -0.0721646-0.00583604j -0.0195237-0.0038897j 0.104838+0.0061922j 0.0470261-0.00852525j -0.0557317-0.00281792j -0.0151279+0.00484159j 0.009363-0.00213572j -0.0326041-0.000831262j -0.00314424-0.000948537j 0.0342168-0.00144091j 0.0413235+0.00186914j 0.0243188-0.00657223j -0.0120264+0.00715004j -0.0221028-0.00151853j 0.00119697-0.00867058j 0.0022443+0.00120263j -0.00535347-0.00382542j 0.00310224-0.0026087j -0.00360582-0.000667015j 
0.000972748-0.00125066j 0.00220294+0.000807575j -0.00186127-0.00149058j -0.00177447+0.0010652j -0.00184253+0.000964525j -0.000945946-0.00293982j 0.00513034+0.00172148j -0.00389337+4.58675e-05j -0.00254568-2.80913e-05j 0.00487741+8.45496e-05j 0.00121623-0.00147719j -0.00210083+0.00146016j 0.00225343+0.00254024j 0.00359824+0.00432462j -0.00315586-3.50416e-05j 0.00424847-0.00283414j 0.00169756+0.00208693j 0.000248886-0.00177257j 0.00546577+0.000387823j 0.00223099+0.00179914j 0.000584332+0.00221738j 0.00729519+0.000692631j 0.0033874-0.00182433j 0.0063439+0.000569492j -0.00280748-0.00471459j 0.00265525+0.000495148j -0.000905665-0.00648973j -0.00758647+0.00683523j 0.00174657-0.000308629j 0.000280845-0.00131516j -0.0018043+0.00383687j -0.00732921+0.00597942j 0.00763306+0.00251982j 0.0114597-0.00212936j -0.0289342+0.000908789j 0.00433018-0.00353027j 0.0433546+0.00482088j -0.0190237-0.00179568j -0.0925252-0.00868475j -0.0688046-0.00695937j -0.0935397-0.00936944j -0.113696-0.00313466j -0.0327593-0.00946866j 0.0389603-0.0031136j 0.0253177-0.000704759j 0.0335132-0.00714002j 0.056408+0.00783123j 0.0305674+0.00267753j 0.00691546-0.00214689j 0.021105-0.0040306j 0.0100809+0.000813204j 0.00229493+0.0110302j 0.0116118+0.000773151j -0.00116689+0.00596913j 0.00158637+8.27615e-06j -0.000791484-0.000522389j 
-0.00277944-0.000915094j 0.000812513-0.0018779j 0.00481972+0.00383745j 0.00678257-0.000648397j -0.000789859+0.00106517j 0.00309326-0.00210639j 0.00704861+0.00263274j -0.000317691-0.00102734j 0.00279814-0.00331446j 0.00712652-0.000650675j -0.000443454+0.00150877j 0.00704934+0.00187435j 0.00961252+0.000173856j 0.0118033-0.00105384j 0.00686446+0.00116282j 0.00249318+0.0014265j -0.00406483+0.00131996j -0.00855806-0.0029395j 0.00136375-0.00220305j -0.00227722-0.00194454j 0.000691734+0.00445269j 0.00124709-0.00311503j 0.00506104-0.000635882j 0.00314102-0.00109796j -0.0110305-0.00119485j -0.00498254+0.00197557j -0.0118618+0.00180399j 0.0169382-0.00289379j 6.5864e-06-0.00217006j 0.0113534-0.0017395j 0.0256162-0.000198823j -0.0118664-0.00133684j 0.00113249+0.00136039j -0.00720637-0.00135719j 0.0626611+0.00472818j 0.0503267+0.00316135j 0.0230263+0.00866043j -0.102588+0.00190892j -0.0114797+0.00326864j 0.0318973+0.00529348j -0.078047-0.00589325j 0.0322559+0.00234828j -0.00640753+0.00500352j 0.0338049+2.30349e-06j -0.00815863+7.59161e-05j 0.0433888+0.00128758j 0.00796436+0.0067273j -0.0442475+0.00112901j -0.00234018+0.00211104j 0.0208701+0.00150989j 9.45147e-05+0.00218014j 0.012537-0.0060177j 0.0017252+0.0021012j 0.00665802+0.00226204j -0.00559996-0.00114886j -0.00355233+0.0030611j 
-0.0050685-0.00126384j 0.00145532-0.00274526j -0.00588913+0.00067061j 0.00162075+0.00304891j 0.00195384+0.00143037j -0.000884543+0.00129921j -0.00483348-0.000197347j -0.0024368-0.00206688j -0.00317797+0.000307591j -0.00350443-0.00178771j -0.0043308+0.0011299j -0.00379331+0.000223065j 0.00207788+0.00200905j 0.00233394+3.00922e-05j -0.00549469-0.000273058j -0.00756939-0.000696458j 0.00164138-0.000124673j -0.00418623-0.00138219j -0.00592241-0.00199885j 0.00608987-0.00106186j 0.00628534+0.00153657j -0.00210546-0.000476586j -0.00979109-0.000350914j 0.00105867+0.000301986j 0.00500329-0.00302108j 0.00801033+0.000139807j -0.00268695-0.00202772j 0.015734-0.00385223j -0.00765477+0.00147708j -0.00572366+0.000856042j 0.0220401+0.00243117j 0.0243454+0.00058617j 0.0111626-0.00459567j -0.0382752-0.00141427j 0.0186569+0.00396307j -0.0410349+0.00270551j 0.0919207+0.00195625j -0.0221104-0.00159956j -0.070424+0.000892277j 0.035827+0.00497833j 0.00315072-0.0011818j -0.0490811-0.00406611j -0.0163694-0.00110488j -0.118515+0.00216855j 0.0240255+0.0112158j 0.0147836-0.0050458j 0.0120429-0.00426223j -0.0115059-0.000374155j 0.0168468+0.00244169j -0.0195165+0.0092092j 0.00122168-0.00700428j 0.00150743+0.00276559j 0.00681104-0.00181065j 0.00365336+0.00298642j 0.000366681-0.000451351j -0.000843914-0.000331749j 
0.00103524-0.0031486j 0.00539104+0.00103888j -0.000881314+0.000606917j 0.000385204+0.00128937j 7.78059e-05+0.00199176j 0.000497933+0.00199734j -0.00567146-0.000249172j 0.00357328-0.00342277j 0.00108637-0.00150614j 0.00318843-0.00126778j 0.00101454+0.00178701j 0.000640886-0.00230072j -0.00218615-0.000170184j 0.00567848+0.00273842j 0.00353298-0.000104167j 0.00128264+0.00123675j -0.00664146-0.000628451j 0.00271235-0.000243331j -0.0041327-0.0035238j 0.000896376-0.00245172j -0.00406964+0.00561181j -0.00022268-0.00218881j -0.000378145-0.00280554j 0.00218336+0.000582527j 0.00256293-0.000239078j -0.00973287+0.00302505j -0.00773603+0.00140759j 0.0268372+0.00514213j 0.00102079-0.000453644j 0.0117613-0.00193827j 0.00886416-0.00215136j -0.00116015-0.00299084j 0.00757509+0.00210097j -0.0491754-0.000330431j 0.00846157-0.000620147j 0.0308436+0.0107356j -0.0864892+0.00116963j 0.0389407+0.00255882j -0.101863-0.0134151j -0.0632925-0.00251432j 0.0135632-0.00143131j 0.0532845-0.00144893j -0.0324929+0.00130926j -0.00230696+0.00158276j 0.0709431-0.00598925j -0.0731535-0.00330675j -0.0334326+0.0050308j -0.0173447+0.00364318j -0.00998293+0.00669606j 0.00359611-0.00559307j 0.0141788-0.00237342j 0.00344045-0.00398143j 0.000346775+0.00450658j -0.00374511+0.000341329j -0.00110557-0.00160924j -0.00346998+0.000709539j 
0.00375818-0.000382558j 0.00118819+0.0022354j 0.00267295+0.00215998j 0.0028268-0.000652869j 0.000761395+0.000543403j -0.000232461+0.00143723j 9.36753e-05+0.000336485j 0.00201487+0.000137184j 0.000886135-0.000485678j 0.00606836-0.000286834j -0.000295409-0.00119332j 0.00342486+0.00108092j -0.000153342+0.000659395j 0.00433572+0.00126604j 0.00373729-0.00199086j 0.0049785+0.00200669j -0.00458718-0.00147814j 0.00854268-0.000314209j 0.00688795-2.55733e-05j -0.00124507-0.00440248j -0.0131678+0.000523898j 0.008297+0.0052571j 0.0114723+0.000353782j -0.00152237+0.00226004j 0.00548677+0.0035424j -0.00999494+0.00405166j -0.00290121-4.67883e-05j -0.00093416-0.00205528j 0.00483354+0.00108j 0.0255277+0.000772606j -0.0170512+0.0024466j -0.0122879+0.000470455j 0.00105034-0.0017527j -0.0306809+0.000638869j -0.106536-0.00662371j -0.0242172+0.00782475j 0.0181364+0.00097181j -0.0512684-0.0070209j 0.082588+0.00327674j -0.0066785+0.0046375j -0.069696+0.00308743j 0.0295786-0.000263139j -0.0701626+0.00154156j 0.000288658-0.00100603j -0.033151-0.00256622j 0.00766227+0.00112364j 0.0301293-0.00517687j -0.0198191-0.00304237j 0.00519969+0.00314221j 0.00478619-0.00141771j -0.00144973-0.003773j 0.00914473-0.0016125j 0.000252193+0.00381631j -0.00328009+0.000226438j 0.00248859+0.000619398j 0.00158933-0.00154916j 
-0.00032047-0.00114701j 0.0017307-0.000196415j -6.97738e-05+0.000887966j 0.000777949+0.000803835j -0.00292368+0.000273827j 0.00376492+4.7896e-05j -0.00178493+0.00222254j 0.00218001-0.00210319j 0.0034002-0.000934924j 0.00451068+0.00090231j -0.00202725+0.000382545j -0.00200397+0.00250513j 0.0053706+0.00318414j 0.00853963+0.00151659j 0.00205867+0.00221096j -0.00306038+0.000529962j -0.00104339-0.00133423j 0.000551014-0.00187355j -0.00135982-0.000308399j -0.000187429-0.00104746j 0.00190104-6.01717e-05j 0.00303318-0.0029755j 0.00211694-0.000740932j 0.00477099+0.000952367j -0.00554202-0.00285433j -0.00244243-0.0030791j -0.0220728-0.00222009j 0.0203061-0.00153852j 0.014781-0.000538454j 0.0263878-0.000209173j 0.0316282+0.00290929j -0.0221969-9.05628e-05j -0.0322064+0.0042643j 0.000481594-0.00394198j 0.0494635+0.00944943j -0.0374875+0.00153012j -0.0814568-0.00774638j -0.0390672-0.0036519j -0.0266855+0.0022101j 0.00537328-0.00321949j 0.0480109+0.00369138j -0.00576277-0.00484328j 0.0211507-0.00466797j 0.0141327-0.00138304j 0.0146253-0.00488155j 0.00926683-0.00587152j 0.0112028-0.00134669j -0.019694+0.00451263j 0.00299753-0.00184132j 0.00421871-0.000658844j -0.00250602-0.000399585j -0.00190186-0.00780367j 0.000888807-0.000739331j 0.00513639-0.00117227j 0.00225371-0.00265143j -0.00518496-0.000848095j 
-0.00097522+0.000729817j -0.00131594-0.00052374j 0.000275455-0.000349469j 0.000711472-0.000759034j 0.004302-0.000596075j -0.00247495+0.000828077j 0.00120408-0.00221401j -0.0016987+0.00134998j -0.00139999+0.000889605j -0.00853169-0.00158024j -0.00217519+0.00272045j 0.00858547-0.000591227j 0.00601939-0.00367659j -0.00439598-0.0040353j -0.00458894+0.000363021j -0.00255301+0.00091071j 0.00119435+6.99349e-05j -0.00998999-0.00241632j -0.00206563-0.0007738j -0.0003729+0.00144254j 0.00573883-0.000499511j 0.0125676-0.00204496j 9.14725e-05-0.00194277j 0.00348572-0.00303265j -0.00323739+0.00125528j 0.0140267+0.000174271j -0.00466653+0.00470964j -0.018201-0.000715023j 0.0049149+0.00302895j -0.0244264-0.00309934j -0.0273534+0.000182962j 0.0567995-0.00290656j -0.0135611+0.00473352j 0.0136605-0.000218084j 0.0104309-0.00229837j 0.0560985+0.00644771j 0.106605-0.0012813j -0.0610679+0.0012218j -0.0119982-0.00235826j -0.0641627+0.0010683j 0.0117789-0.00368091j -0.0329024-0.00752371j -0.0111189-0.00520004j 0.0336109+0.000303479j -0.0150869+0.00225392j 0.00815195+0.00183104j -0.0340788+0.00519294j -0.0042545+0.00393693j 0.00262045-0.00339298j 0.00142198+0.00603174j 0.00545945+0.00064662j -0.0023123+0.00770008j 0.00091111-0.000286968j -0.00204746+0.0025466j -0.00256742+0.000526215j 0.0010447+0.00126745j 
-0.00161344-5.54276e-05j -0.000243571-0.00101759j -0.00242048-0.000394129j -0.000138843+0.00154632j -0.00053502+0.000782512j 0.000602488-0.00302966j 0.00585807+0.00320429j -0.00857889+0.00079428j -0.00299547+0.000459161j -0.00114575+0.00073206j 0.00539166-0.000161346j -4.698e-05+0.000218479j -0.00280289-0.0014584j -0.000632295-0.00126135j 0.00234975+0.000337045j 0.00768976+0.000735031j -0.00168339+0.00218399j -0.00806615+0.000352913j 0.005033+0.00213684j -0.000674645+0.00138007j -0.000304623-0.00273141j -0.00451454+0.00281206j -0.000916638+0.0037802j 0.00347851-0.00402054j -0.00140474-0.00214978j 0.0020634+0.00667557j 0.00487127+0.00247691j -0.0255425-0.00108383j 0.0125631-0.00551313j -0.00583502-0.00401142j 0.00303871+0.00298651j -0.0360901-0.0033948j 0.102987+0.00943359j 0.0137513+0.00714282j 0.0494839-0.00332052j 0.0356176-0.000741671j -0.0787435-0.00291923j -0.0454418-0.00494542j -0.0049493-0.00197641j 0.00827188-0.00040985j 0.00834125+0.00514455j -0.0139548-0.00636254j -0.00910937-0.00206879j -0.0352463+0.00333769j -0.0180537+0.00763328j 0.0100646-0.00406518j 0.00373695+0.00158827j 0.0160305-0.00755241j -0.00597333+0.00171524j -0.00288693-0.00359642j -0.00105068+0.00369446j 0.0049731-0.00100028j -0.001982-0.00345477j 0.00505435-0.00108597j -0.00222796-0.00108256j -0.00235994+0.00120912j 
0.00376737+0.00160281j -0.00169119+0.00196741j 0.000674959+0.00295705j 0.00292076+0.000285758j -0.00707358+0.00295571j -0.0051494-0.00130058j -0.00106267+0.000700523j 0.00530043-0.00153087j -0.00296136+0.000690852j 0.00396629+0.00122336j 0.00052721+0.00372625j 0.0118686+0.00181628j -0.00212475+0.000863752j 0.00137198+0.00511801j 0.00144659+0.00332996j 0.00835258+0.00371841j 4.61155e-05-0.00169199j -0.00150794-0.0026835j 0.011483+0.00115469j 0.0047672-0.00479422j -0.00934916+0.0011377j 0.0125729+0.0006171j 0.0111761+0.000956201j -0.00215145-0.000670041j -0.0130876-0.00070042j -0.0163766-0.000661266j -0.0172551-0.00367439j 0.0113638+0.000308172j -0.00103715+0.00325464j 0.0170237+0.00593559j 0.00701653+0.00418265j -0.0216493-0.00803699j -0.0147483-0.00428946j 0.0985812+0.00528019j 0.0151155+0.000287523j -0.118578-0.00180067j -0.0285147-0.00262444j -0.0484051+0.00291592j 0.0252407+0.000284766j -0.0198987+0.00473316j -0.031333+0.000380305j 0.0085957-0.00296866j -0.0104722+0.00472371j -0.00814169-0.004363j -0.0483917+0.00582013j -0.00957385-0.00347819j 0.0193804-0.0023438j -0.024553+0.0058503j 0.00911853-0.00414449j 0.00624691-0.00645901j 0.00141124-0.00279442j -0.000726817-0.00286105j 0.000964727-0.00188999j 0.00711017-0.00240188j 0.00282614+0.000631263j 0.000447942-0.00149952j 
-0.00221569+0.000327822j -0.000889331-0.0014874j 0.0034454-0.00043995j -0.00131453-0.00244892j -0.00513474-0.00325307j 0.00297553-0.00138461j 0.00224661-0.000624436j 0.00589728+0.00183405j 0.00216289+0.000279732j 0.00114955-0.000167465j -0.0065443-0.00160949j 0.00130972+0.00154505j 0.00203184+0.000373834j -0.00283721+0.00104806j -0.0037153+0.00131818j -0.00313342-0.00249399j -0.00359188+0.000575324j -0.0013763-0.00121937j 0.000170441+0.00051599j -0.000160115+0.00417543j -0.00468451+0.000264343j 0.00591648-0.00397888j 0.00936151-0.000229329j 0.00766451+0.000609942j 0.0127763-0.00383049j 0.0200078+0.00107439j 0.0185043+0.00203938j 0.0354003+0.00401963j -0.00710538-0.00403994j -0.017983-0.00394902j 0.0729365+0.00551131j -0.00880525+0.000346192j -0.0434383-0.00422651j 0.0236145+0.00707245j -0.0750811+0.00346926j 0.0643099+0.00305807j 0.032076-0.00105873j -0.0514101-0.00306853j 0.0372828-0.000456053j 0.023309-0.0020581j 0.0101751+0.00205142j -0.0244896+0.00103078j 0.0100525-0.000957696j 0.00534431+0.00429062j -0.000596102-0.00616204j 0.00699457-2.33371e-05j 0.00845667-0.00374159j 0.00302065+0.00126223j 0.00250984-0.00117057j -8.45857e-05+0.00226117j -0.0102312+0.000683205j -0.00639091-0.00141126j 0.00542108-0.000630196j -0.000973972+0.00183819j 0.000737549+0.000907139j 0.0018581-2.55137e-05j 
-0.000289092-0.00149417j 0.0024679+8.71259e-05j -0.00153064+0.000230003j -0.000270803+0.000981178j -0.00279971+0.000444115j -0.00162414+0.000744779j -0.00285593-0.00114242j 0.00596872-8.4292e-05j 0.00249404+0.00157883j 0.00412626+0.00216523j 0.00137708-0.0016573j -0.00306202-0.001501j -0.00212636+0.0015919j 0.00517473+0.00499961j 0.00363245+0.00338709j -0.00345613-0.0031144j -0.00442146-0.00168878j -0.000101774+0.00136176j -0.000650405-0.000664956j 0.0127839+0.00385646j -0.00801335+0.0016918j 0.00231439-0.00175572j -0.0128127+0.0019328j -0.00525116-0.00051644j 0.000964898-0.00167866j -0.012349+0.00466749j -0.0102222-0.0049234j 0.0556804+0.00750996j 0.0138117+0.000857047j 0.00753+0.004968j 0.0398696+0.00397523j 0.0472519-0.00262845j 0.0628646+0.00854557j 0.0230211-0.00300212j -0.111337-0.00274655j 0.0226466-0.00284481j 0.0267887-0.00126394j -0.0080306+0.00141126j -0.0531052-0.00211134j 0.0269652-0.0060057j -0.0109296+0.00421401j -0.0370857-0.0011063j -0.0105122+0.00409258j 0.00334429+0.00269564j 0.00378625-0.00244424j -0.0248729+0.00936761j 0.0230999+0.00222451j -0.00140641-0.000183228j 0.00517866+0.00184854j -0.0106492-0.00258559j 0.00013026-0.00519977j 0.000117287-0.00158053j 0.00634869-0.000289148j 0.000521931+0.000767993j 0.00335802+0.00159786j 0.00298149-0.00188737j 
