-0.0171659+0.0329265j 0.0206163+0.019768j -0.0109168+0.0621858j 0.0451553-0.000352186j -0.00853622-0.0113939j 0.00225627+0.0110357j 0.00759817+0.0350085j -0.0261245+0.0228959j -0.0408791-0.0551223j -0.031451-0.00635657j 0.00770433+0.0139733j -0.0119946-0.0190455j 0.0119056+0.00432113j 0.0244065-0.000885325j 0.0131691+0.0140796j -0.00759071+0.013245j -0.0197372+0.00334652j -0.00932794-0.00856145j 0.017955-0.00423063j -0.0153432-0.0138189j -0.0267035-0.011343j -0.00658247+0.00191863j -0.00114661-0.00894238j -0.00396622-0.01186j 0.000271591-0.0115915j -0.0133773+0.0136806j 0.00721532+0.00161542j -0.00889625+0.00162347j 0.00058019-0.000765453j -0.00512958+0.0090241j 0.00328339-0.0160503j -0.0114259+0.0227863j 0.0293567-0.0030304j -0.0181654-8.12765e-06j -0.0163848-0.0157724j 0.00640366-0.01411j -0.0048356-0.0177133j -0.0239945+0.01163j 0.000430086+4.96408e-05j -0.00363712-0.0126758j -0.0188204-0.0174078j 0.0152726+0.0109093j 0.000873365+0.000513713j -0.00702726-0.0291886j -0.0108132-0.00107268j -0.0277466-0.00947255j -0.0100843+0.00612672j 0.00109043+0.0115749j 0.0237734+0.0167476j 0.0222266-0.0197113j -0.00811415+0.00699437j -0.00724662-0.0112419j 0.0302669-0.012536j 0.00764932-0.0257176j -0.00210337-0.0136481j 0.0141525-0.0312664j -0.000410777-1.94062e-05j -0.00156146-0.00382172j -0.00154605+0.0153083j 0.00512938-0.0345301j -0.00442335-0.0116727j -0.0168124+0.00342768j 0.0220863+0.0173323j -0.00633456-0.0032809j -0.0256842-2.76442e-05j -0.00720791-0.00527761j 0.0104762+0.000826014j 0.0125592-0.00505284j -0.00316206+0.00530771j -0.0123906-0.0116883j 0.0195026-0.0110142j 0.00934463+0.00727066j 0.00958375+0.0111191j -0.00768847+0.0194622j 0.0207088+0.0188107j -0.00762449+0.0145129j 0.0012615+0.0350405j -0.00465016-0.0102637j 0.0192095+0.00233906j 2.03982e-06-0.0217922j -0.0210785+0.00321395j 0.0107127-0.00505614j -0.0186664-0.0018833j 0.0143891-0.00750916j 0.00668173-0.0198796j -0.0115314+0.0276173j -0.0355506+0.0304275j 0.00383102+0.00998061j -0.0629942-0.0679858j -0.00106252-0.0092204j 0.0024981-0.000200508j -0.0465767-0.0122731j 0.0302404+0.0799828j -0.0359076+0.00387587j -0.00344718-0.0370984j 
0.0051197-0.00655592j -0.0014215-0.00322997j 0.0122396-0.0157589j -0.0186537-0.00910139j -0.00687368+0.001747j 0.00580019-0.00333341j 0.00100624-0.00572555j -0.00378828+0.00118266j -0.00560615+0.00497117j 0.00927204+0.0170238j -0.00471716+0.00209169j 0.0145491+0.00222126j 0.00236437-0.00611476j -0.0129694-0.00568947j -0.00553611+0.00619556j 0.00482048-0.00535671j 0.00465294-0.00355042j -0.00862486+0.00215231j 0.00911831-0.00589117j -0.000988734-0.000844177j 0.0053653+0.00484327j 0.00251771-0.0114816j 0.00582801-0.000134495j -0.00133232-0.00325978j 0.00214+0.00999359j 0.0102692+0.0015349j 0.00680283-0.00709903j -0.00737965+0.000738068j -0.00853506+0.00775902j 0.00546684-0.000457205j -0.00972999-0.00144198j -0.00620606+0.00238702j -0.0206215+0.00152883j 0.00859882-0.00775963j 0.00551484-0.00186409j 0.00954408-0.0145494j 0.00287388+0.00365042j 0.00384637+0.00909475j -0.00637836-0.0119767j 0.0198086-0.00332472j 0.0120501-0.00510405j 0.000196624-0.00534408j -0.00122316-0.00394396j -0.00441183-0.00340514j 0.000990701-0.0112632j -0.0026215+0.00890581j -0.00623854+0.00154178j 0.000310166+0.00862343j -0.0156284+0.00587641j -0.00124035+0.0028576j 0.000677491-0.00339521j 0.00436341-0.00133144j 0.00213567+0.000806434j -0.0102179-0.000401947j -0.00368708+0.0116319j 0.00628154+0.00631624j 0.00788023+0.00674288j 0.00980541-0.00328042j 0.00333617+0.000395161j -0.015768-0.0106928j -0.00333305-0.000738972j 0.0094773-0.0153189j -0.00589166-0.0176654j -0.00109202+0.0110429j 0.00493091+0.0113473j -0.0199733+0.017073j -0.0137951+0.0130556j -0.00779608+0.00535722j 0.013511-0.00287965j 0.0121524-0.0115424j -0.0220356+0.0152086j 0.00371832+0.00570862j -0.00418071+0.00571636j -0.0084056-0.0157438j 0.00828076+0.00433248j -0.00255698+0.000782184j 0.0102493-0.00226655j -0.00121332-0.00403337j 0.0135736-0.00407139j 0.0123104+0.00353614j -0.00456305-0.014476j -0.0103262-0.0105854j 0.00934322-0.0128096j -0.0017076+0.0137816j 0.0147774-0.00310267j 0.0124306-0.013003j -0.009906+0.00964008j 0.00708204+0.0068035j -0.00796974-0.00412306j 0.00775301+0.00596987j 0.00385861-0.0117571j 0.00991191+0.0009509j -0.00493262-0.00198629j 0.00401352+0.000167212j 0.00783403+0.00246085j 
0.0040408+0.000272191j 0.00310739-0.0041964j 0.00173637-0.0147551j -0.00610386-0.0113755j 0.0140476+0.00308503j 0.00415891+0.0011497j -0.0120767-0.0101596j -0.00766935-0.00838585j 0.00232458+0.00728623j 0.00571138+2.71441e-05j -0.00872542-0.00136977j 0.0156653+0.00119836j 0.0146074-0.00995819j -0.00322919+0.0218942j -0.00578161-0.00193197j -0.00114668+0.00494867j -0.00515388-0.0121377j 0.00280921+0.00542748j 0.0177754+0.010606j -0.0050451+0.00419921j 0.0104055-0.00895552j 0.00201451-0.00277561j 0.00258829-0.0039004j -0.000137364+0.000259796j 0.000822112+0.00754067j 0.00754906-0.000247017j 0.00025974+0.00217125j -0.00046368-0.0107234j -0.0193781-0.00780757j 0.00385062-0.0046276j 0.00746306-0.0105116j 0.00351103-0.00818349j -0.0109054+0.00676198j -0.00281275-0.00449066j -0.0016212+0.00827252j -0.00441926-0.00398782j -0.000380173-0.00967312j 0.0132985-0.00840581j -0.0179591-0.0116315j 0.00995476+0.00162607j -0.0110524+0.00508879j -0.00717701+0.00140353j -0.00676133+0.0131393j -0.00840342-0.0114265j -0.00875967-0.0125174j -0.00997627-0.000298416j -0.00224826-0.00143269j 0.00901538+0.00855278j -0.00134369+0.0102835j -0.0176045+0.00365895j 0.00104567+0.00512726j -0.00646368-0.00609922j -0.00973326-0.000512749j -0.00596741+0.00704742j -2.42905e-05+0.0125709j 0.0114507+0.00693556j -0.0199424+0.00420931j 0.00945038-0.00835992j 0.00232914+0.0135271j -0.00158307-0.00587825j 0.00686182+0.00278147j -0.00892792+0.0114806j -0.00182738-0.010921j -0.00822633-0.00363204j -0.00857888+0.011705j -0.00331248+0.00889198j 0.0102541+0.0251174j 0.0063307-0.00157559j -0.00855601+0.00539733j 0.00896856+0.0131939j -0.0173661+0.00731414j 0.0233329-0.00783238j 0.00713749-0.00620453j -0.00219594-0.00264225j -0.0088491+0.00107738j 0.0154238+0.00245339j 0.00952971-0.0116605j -0.0212068-0.00332713j -0.0190694-0.00607639j 0.00907814-0.00215636j -0.00174382-0.00869201j -0.00409706-0.00617745j 0.015492-0.0201609j -0.0176804+0.0233382j 0.00899853+0.0124068j 0.00348824-0.0107487j -0.0065888+0.0145003j 0.0113627-0.00212385j 0.00585138+0.00996815j 0.0104527+0.0153615j 0.0104558-0.00923786j 0.00135738-0.00107872j 0.000590158-0.00735855j 0.00492203+0.0107589j -0.00372523+0.00967217j 
0.00396887-0.00458122j -0.0041571-0.000555549j 0.00824278-0.0035687j 0.00697581+0.00193863j -0.00999648-4.56076e-05j -0.00184619+0.00268125j 0.0105306+0.00467833j 0.0211546-0.00488726j 0.00781694+0.0165766j -0.015203+0.00981855j 0.00109939+0.0151262j -0.00105518+0.000660502j -0.00435297-0.00849293j -0.000464218-0.0130333j -0.00325251-0.00437886j 0.00281686-0.000687014j -0.0105609-0.00699592j 0.00804675+0.000288804j -0.00437245-0.0154767j 0.00756727+0.00227623j 0.00251378-0.0135327j -0.00405683+0.00787833j -0.00312429+0.00110584j 0.000836096+0.0084398j 0.00636018+0.00110774j 0.00591397-0.00369128j 0.00946722-0.00290265j -0.010831+0.0037726j 0.00447021-0.0148676j 0.00178106+0.00750944j -0.00303509-0.00496985j 0.00510865-0.00239527j -0.00868132-0.0019356j -0.00233492+0.00242517j 0.00211013+0.00308308j -0.00641548-0.0038832j 0.00924908+0.00949689j -0.00148128+0.00187843j -0.00222922-0.00982548j 0.00295474-0.0038026j 0.00414372+0.0013818j -0.00786816-0.00729469j -0.00414775-0.00097486j -0.00886309+0.00545717j -0.00456837-0.00400572j 0.0103806+0.00287901j 0.00427099-0.00436122j -0.00116151+0.000163831j -0.00334289+0.00222453j 0.0148854-0.00378883j 0.00476663-0.00760711j -0.000547228-0.0133371j 0.0117259+0.00725345j 0.000741797+0.00103492j -0.00397564+0.00712437j -0.0109643+0.00545357j -0.00945032+0.00551863j 0.0139184-0.00516086j -0.000896932-0.000689912j -0.0127909-0.00945814j -0.00450055+0.00241749j 0.0157514+0.0173479j 0.00067321+0.00373555j -0.00257697-0.00318729j 0.00655518-0.00227499j 0.0166206+0.00827699j 0.0104603+0.0140583j 0.00238363-0.00452264j 0.00868071+0.0188877j -0.00664593-0.0118016j -0.0131439+0.0106324j 0.0029998-0.0032473j 0.00369036+0.00602976j -0.00122972-0.0210382j 0.00658668-0.0088427j -0.00950449+0.0157101j 0.00819152-0.0190075j 0.00510785+0.00709683j -0.00791982-0.00304467j 0.0137091+0.00128568j 0.0128374-0.00486321j 0.00792723-0.00195231j 0.00348409-0.0183586j -0.0180349+0.00617151j 0.000639307+0.00427409j -0.0195707-0.00619668j 0.011126+0.000781323j -0.0221708-0.0033604j 0.0194506-0.00496718j 0.0135623+0.00644661j 0.00123653-0.0020448j -0.00422167+0.0106476j -0.000741158+0.00834825j 0.00386489+0.00546414j -0.00247601-0.00122364j 
-0.00710251-0.000238198j -0.00147507+0.00656923j 0.00819297+0.00779893j -0.0166835+0.00250307j -0.00894666+0.00173902j 0.00737887+0.0128704j 0.0143411+0.0156105j 0.00497153-0.000211325j -0.0054415+0.000532906j 0.00230111-0.0106493j 0.00214683-0.0105982j -0.00386569-0.0152329j -0.00121635-0.00916042j -0.0162495-0.00714266j 0.00531115-0.00281231j 0.00409886+0.00548069j 0.00390316+0.000600054j -0.0210696-0.00258026j -0.00978183-0.000473341j -0.00534069+0.00152411j -0.00930607-0.0106623j 0.00357178+0.00190697j -0.00501482-0.00525538j -0.00272475+0.00257896j 0.00804906-0.00601104j 0.00903799-0.00299691j 0.00794465-0.00164955j 0.0159021+0.00448129j -0.00401444-0.00119136j 0.0128514-0.00181828j 0.00915816+0.00278091j 0.00363726-0.000878469j 0.00538868-0.00448591j 0.00696937+0.00784035j -0.00282335-0.0249069j -0.0192263-0.000393848j -0.00248954+0.00560392j -0.00812077-0.0106214j 0.0173737+0.00830454j 0.00071532+0.00251206j -2.87361e-05-0.00832602j -0.000827615+0.00953157j -0.010604-0.00744956j 0.00333232+0.00833033j 0.00468823-0.0038697j 0.00593794+0.00372076j -0.000835599-0.00573014j 0.00505314-0.00863186j -0.0167755-0.000576944j 0.0107982+0.000121208j 0.0116273+0.00841388j -0.00289262-0.00850359j 0.0189824+0.0082382j -0.0136044+0.0107339j 0.00764717-0.0249273j -0.0158265-0.00686616j 0.00669828-0.000785033j -0.00672994-0.014219j -0.0106022-0.014812j -0.0207-0.000663523j -0.00962573-0.0181667j 0.00500448+0.0044702j 0.000342335+0.00703146j 0.00631626+0.0268211j 0.00736895+0.00749321j 0.00795043-0.0230807j -0.0122178-0.0134014j -0.0107738+0.00826989j 0.0188562+0.00874886j -0.00287492-0.00819518j 0.000814889-0.0083304j -0.00592484+0.0203338j -0.000605626-0.0174415j 0.00154938-0.000602989j -0.00404056-0.000770379j -0.00895645-0.00111675j 0.00286028+0.00524744j 0.0094954+0.00123178j 0.00857213+0.0154098j -0.00746148-0.00553337j -0.00488634+0.00365898j -0.00633428-0.00251966j 0.0056619+0.0137929j 0.00298313-0.000673375j 0.0052433-0.00751026j -0.00470824+0.00615318j 0.00279892-0.00837102j -0.0143731-0.00247775j -0.00422408-0.00753197j 0.00361119-0.0097304j -0.0114017+0.00277354j 0.0115521-0.00777568j -0.00535049-0.00160808j 0.000294629-0.00208171j 0.00381075-0.00280803j 
0.00471241-0.00923263j -0.00544376-0.00192919j 0.0114162-0.0160502j -0.00927024-0.0027683j -0.0120175+0.00328934j 0.00178005+0.0084412j 0.00624513-0.0063319j 0.00232018-0.00218287j 0.00712849+0.00799248j -0.000900331-0.00270893j -0.0144809-0.000695178j 0.0124115+0.000591006j 0.00125503-0.00748189j -0.00339698-0.00582122j -0.00395588-0.00366158j 0.00299043-0.00518761j 0.00466133-0.00344122j 0.0036747-0.00392932j 0.00748277+0.0016257j -0.00379485+0.00155595j 0.00588852-0.00590212j -0.00244886-0.0055521j 0.000359055+0.0037824j -0.00200313+0.00672448j -0.000693095-0.000814965j 0.00649541-0.000550719j 0.0103664-0.00620037j 0.00684277+0.00701655j 0.000656526+0.00230396j 0.00815333-8.2287e-05j 0.00944792+0.00164768j -0.00216052-0.00485722j -0.00717501+0.00704501j 0.00270025-0.0109848j 0.00888576+0.0109047j 0.0098483+0.0193296j 0.00979356+0.00663199j -0.00271957-0.00358749j -0.0122529-0.0054442j 0.000446578+0.00375334j -0.00819202-0.00222895j -0.00168389+0.00396957j -0.0078102+0.00545495j 0.00756978-0.000798061j -0.00821007-0.00577262j -0.0027187+0.00426406j 0.00438745+0.00379507j 0.00143531+0.000516112j 0.00250296-0.000568941j -0.00675485+0.0013462j 0.00831658+0.0112502j -0.000740587-0.00707501j 0.0144861+0.00654845j -0.00231996+0.00482712j -0.00575879-0.00187193j 0.00264068-0.00733765j -0.0144095+0.00519335j -0.00756476+0.00867711j -0.0205879+0.00266166j -0.0144587-0.00901206j -0.0095855-0.0122309j 0.0132917-0.00911069j 0.00108181+0.0122999j 0.00437822+0.0057075j -0.0111614+0.00456046j -0.00628563-0.00911235j -0.0140669+0.00850789j -0.00307589+0.00959221j -0.00939392+0.0135581j 0.00231133-0.00416626j 0.00177412+0.0210917j -0.00747665+0.00770454j 0.0011902-0.0234977j 0.0034964-0.0036444j -0.00030472+0.00688985j 0.00247828-0.0101354j 0.0154046-0.00497354j 0.0176298+0.00299672j 0.0110035+0.00178156j 0.00567213+0.014922j -0.000119951-0.00283952j -0.00641209-0.0123562j 0.00153298-0.00924959j -0.0167334+0.00898601j 0.0166382+0.00108823j -0.00523854-0.0224321j 0.00616862+0.00495799j 0.0024449+0.00403385j -0.00267536+0.00506978j 0.004777+0.00467974j 0.00574543-0.00317633j 0.00333809+0.000131113j 0.00440491-0.00938888j 0.00308996-0.00653482j 0.00498326+0.0090413j 
0.00082013-0.00672411j -0.00465625+0.00344593j 0.0146796-0.00720778j -0.0190864-0.00310163j -0.00991979-0.00445786j 0.00201201-0.000842453j 0.0124762-0.00407787j 0.00947591+0.00100261j -0.011091+0.00801559j 0.00669806+0.0015319j -0.00502833+0.00433232j 0.00474449-0.000563468j -0.004611+0.0109293j -0.014587-0.00219574j 0.00195503+0.00051885j -0.00266331+0.00943999j -0.00197778-0.000603689j 0.00148103-0.00715877j 0.00853919-0.00378842j -0.00289335-0.00284262j -0.00058174-0.00344083j -0.00577114+0.00438455j 0.00650825+0.001159j 0.00264574+0.00129068j -0.0103443+0.00984712j 0.00695355-0.00678722j 0.00469958-0.00517267j -0.000788018+1.00251e-05j -0.0052017+0.0117972j 0.00774067+0.0041899j 0.00164974+0.000543974j -0.00697219-0.00683957j -0.00821176+0.00986345j -0.00532773-0.00958695j -0.00359341-0.00618903j -0.00655358-0.00228035j 0.00812514+0.0211761j -0.0147303-0.0169013j -0.00575386+0.0166178j -0.0103347-0.0091109j -0.00184544+0.00483729j -0.0115978-0.00314863j -0.0274799+0.00323237j 0.0192543-0.000520854j -0.00266501-0.000159534j 0.000520476+0.0173551j 0.00180533+0.000218214j 0.0014746-0.00167932j -0.00564426+0.00887367j 0.00675354+0.00587832j 0.0018085+0.00326273j 0.0140372-0.00460172j 0.00823074-0.00287839j -0.0158213+0.00168551j -6.12742e-06+0.0101423j -0.00229566+0.00750126j -0.0143549-0.00668497j 0.000651687+0.00388147j 0.01255-0.00219195j 0.00203767-0.00788152j -0.000402291+0.00673569j -0.00761527-0.00466505j -0.00234494-0.0154709j -0.00378733+0.0121826j -0.00695251-0.0051554j -0.00589015+0.00435994j -0.0109821+0.00210664j -0.00286791+0.00351147j 0.0117529+0.0109606j 0.0016706-0.00968013j -0.00246672+0.00597905j -0.0120739+0.00446101j -0.00249066+0.00830466j -0.0113562-0.01788j 0.00941198+0.0117083j -0.0040432-0.00259146j 0.0100661-0.00760996j -0.00430585+0.00920267j 0.00468672+0.00554636j -0.00901898-0.00865732j -0.00246787+0.00191057j -0.0114183-0.00476342j -0.00199748-0.00979376j 0.00168798+0.00747877j 0.00806283-2.34485e-05j 0.0056601-0.0116426j -0.00491457-0.013875j -0.00997977-0.00233195j -0.00513573-0.00335249j 0.00469823+0.00393128j 1.90024e-05-0.00383261j 0.0112447-0.00737495j -0.010955-0.00213387j 0.0004848+0.000332508j 0.00834777+0.000167405j 
-0.00751601+0.00375592j 0.00345399+0.00537512j -0.00649966+0.00571466j 0.000976051+0.00279801j -0.00528599-0.0107391j -0.00605345+0.00117349j 0.0126228+0.0120458j 0.00517869-0.00443491j -0.00894349-0.00679786j 0.00306463-0.00490246j 0.00355389+0.00636877j 0.00165058+0.00322515j 0.000921739+0.00114802j 0.0117121-0.00992772j 0.00151578+0.00984811j 0.00332524-0.000554002j 0.00303246-0.00574922j -0.00727043-0.00355594j 0.00192841-0.00242821j -0.00913183-0.000163122j 0.000694747+0.00309386j 0.0113533-0.000236449j -0.0109658+0.00302013j -0.00209849-0.00368267j -0.00694916+0.00103078j -0.00302011-0.00171256j -0.00377866+0.00444882j 0.00305087+0.00718609j 0.00275636-0.00328774j -0.008008+0.00167684j -0.0178921-0.00555294j -0.00586589+0.000826591j 0.00282177-0.00487275j -0.0032079-0.00200811j -0.00390027+0.000947386j 0.00742806-0.0115192j -0.0106098+0.00217863j -0.000485952+0.00194846j -0.00425767-0.00219249j 0.00569481+0.00726542j 0.00417871-0.00520351j 0.00144319-0.00328798j 0.00246404-0.00473245j -0.00880298+0.00710046j 0.00312012+0.00339843j 0.000345168+0.00142921j -0.00134353+0.000309384j 0.0107708+0.000198069j -0.00170229+0.00179075j 0.00292511+0.0110626j -0.000336283-0.00335103j 0.0043423+0.00024317j 0.00885769-0.00471814j -0.000791524-0.00850306j -0.00663923-0.00671396j 0.00311195-0.00136066j 0.00456092+0.00546981j -0.0121278+0.00287739j 0.0145344+0.00443716j -0.0103808-0.00686402j -0.00569336-0.00207148j -0.00935983-0.00121517j 0.00458314+0.0148345j -0.00570008-0.00663778j -0.00862839-0.0092904j -0.00723147-0.00463974j -0.0112998-0.00426768j 0.00782716-0.00468873j 0.00159503-0.00132084j 0.00690393+0.00129299j 0.0202135+0.00382814j -0.00252765+0.00687279j 0.00313492-0.000637635j -0.00396658-0.0062293j -0.00281985+0.0164079j 0.0120378-0.003072j 0.00572518-0.00048748j 0.0134248+0.00998576j 0.000356946+0.000219267j -0.000377263+0.0014426j -0.00404285+0.00510173j -0.0173958+0.000375572j -0.00819005-0.000766314j -0.006417-0.0119321j -0.00789847-0.00596576j -0.0102241-0.0098286j 0.00225304-0.0158021j -0.010541+0.00369432j -0.00580546+0.00228591j -0.000222043+0.00324162j 0.00262552+0.000797567j -0.0141669-0.00570675j 0.00609211+0.00872426j -0.00397909-0.0059661j 0.00173855+0.000122003j 
-0.0069136+0.00285653j 0.00205558+0.0090578j 0.00128501-0.00100717j 0.0057552+0.00100617j 1.02844e-05-0.0135887j -0.0128867-0.00427078j 0.0140109+0.000562088j 0.0100392-0.00914243j -0.00602602-0.00459998j 0.0135501-0.0056835j -0.00696046-0.00318214j 0.00376478-0.00729492j -0.00420853+0.00654919j 0.0056541-0.00453757j 0.00504436+0.00288675j -0.00150428+0.0126295j 0.0060516-0.00143836j 0.00855898-0.000117995j -0.00353511+0.00262916j 0.00238488+0.0018496j -0.0018045-0.000458354j 0.00388937+0.00600146j 0.0017316+0.00538898j 0.0023226+0.00716947j 0.00402612-0.00771288j -0.00452315-0.00433339j -0.00184646-0.000420939j 0.00670411+0.00305132j -0.00156415-0.00280164j -0.00927248+0.00520828j -0.0051114-0.0205023j 0.00265611-0.00224j -0.00503326-0.00358656j -0.0083695-0.00107764j -0.00582418-0.00118293j -0.00532049+0.000729436j -0.00631409-0.00497191j 0.000611233-0.00575898j -0.000275952+0.00133989j -0.00402226+0.00720092j -0.0086486+0.00454518j -0.00178887-0.00688863j -0.00295035+0.0045764j 0.000664639-0.0086357j -0.00612269-0.0025145j 0.0119594+0.00850033j 0.00315965-0.0021543j 0.0140302+0.0137798j 0.00101974+0.00480808j 0.00992628+0.00598419j 0.00666349+0.000186346j 0.0152613+0.0193866j -0.00967967-0.00711121j -0.0113575-0.010526j -0.00701309-0.00943352j 0.0114916+0.0223396j -0.0128434-0.00150777j 0.00292532+0.0171583j 0.0100816+0.00158884j -0.000613619+0.0124962j -0.00745957+0.00843561j -0.0266213-0.00995675j 0.0025992-0.00401482j 0.0187999-0.00331249j 0.00827681-0.00678453j 0.000593682-0.00676693j -0.00459656-0.00368935j 0.00897995+0.00176371j 0.00352775-0.00408286j -0.00863195+0.00309326j 0.00851306-0.00616091j 0.00373607+0.00524129j -0.00535777+0.00232878j -0.0116798+0.0176666j 0.0055931+0.00836088j 0.00134794-0.00744986j -0.0010187+0.00686756j -0.0108935+0.000534312j -0.00195317+0.00814985j 0.00892593+0.00964712j 0.0027643+0.0201137j -0.00170936-0.017681j -0.00092687+0.0234378j 0.00931456-0.0024307j -0.00350758+0.00753319j 0.00462021-0.00564053j -0.00209394-0.0238973j -0.0165681-0.00851584j -0.00146426+0.00120217j 0.000155723+0.00414987j -0.00181743+0.0024892j 0.00509938-0.00309124j -0.00556751-0.00777517j -0.00143993+0.000806462j -0.00154164-0.000977806j 
0.0116344+0.00093695j -0.000313316-0.00420813j 0.010895-0.0130865j -0.00479602+0.00394192j -0.00481775-0.00110622j -0.000335709+0.00357989j -0.00223866-0.0119695j 0.00443791+0.00424683j 0.00661439+6.70996e-05j 0.00515574+0.0139751j -0.00565368+0.00314695j 0.008905+0.00912905j 0.00618546-0.0058817j -0.0124937-0.00156466j -0.0101358+0.00650647j 0.00595924-0.015236j -0.000848197+8.78497e-05j -0.00949146-0.000910527j 0.00773497-0.00215238j 0.00444891+0.00687492j 0.00443286-0.00157402j -0.00311212-0.00794066j 0.00147512-0.00943692j -0.00177303+0.000399243j 0.00131413+0.00124574j 0.00773076+0.0151472j -0.00465732-0.0050638j -0.000287915+0.00866541j -0.00997388-0.0101284j 0.00206903-0.00476791j -0.0101171-0.00330688j -0.00278321-0.00645429j 0.00034977-0.0048774j 0.00917351-0.0115805j -0.00159402+0.0053961j 0.0101914+0.00350069j -0.00810571+0.00587286j 0.0108581+0.0102403j -0.00579164-0.00620606j 0.00677404+0.0027171j 0.0100221-0.00326832j -0.00445962+0.00191176j -0.00217342+0.000229864j -0.0036705+0.000780594j -0.0131862+0.00514518j -0.00189749-0.00319637j 0.00247223-0.0082548j 0.010459+0.0157376j 0.00744044+0.00745934j -0.00508985-0.0015643j 0.00861848+0.00360174j 0.0098447-0.00225124j -0.0134054-0.00291689j -0.00507262-0.00202823j -0.016319+0.00785298j 0.0116713+0.00328895j -0.0021249-0.00170562j 0.00281481-0.00236102j 0.0086778+0.00304965j -0.0117266-0.00828922j -0.00388669+0.013605j -0.00365469-0.00463389j -0.00516655+0.00313408j -0.00330002-0.00733778j 0.00480257-0.0164536j -0.00601725+0.00755979j -0.000884091+0.00696491j 0.012477-0.000444251j -0.000694346+0.012749j 0.000594717+0.00518236j 0.00126024-0.00202821j -0.000314418+0.00988009j -0.00816108+0.0166504j 0.00433071+0.000217622j 0.00609003+0.0169184j -0.00493563-0.00225539j 0.0161458-0.00292252j 0.00226516-0.00262747j -0.00148152-0.0131844j 0.00985222+0.0023394j -0.000642403-0.0126068j -0.0073332-0.000863611j -6.44945e-05-0.0123164j -0.0112853+0.00089519j 0.00136138-0.00496349j 0.000423529-0.017764j -0.000958278+0.0154328j 0.00448141+0.0107705j 0.00625564+0.00741819j 0.00443401+0.00644096j 0.00167656-0.00909428j -0.00393463+0.00847278j -0.00261031-0.000817047j 0.0038632-0.00139733j 0.00624798+0.00655128j 
-0.00741499+0.00538684j 0.00695583+0.00699091j -0.00742275+0.0225495j 0.0145561+0.00359266j -0.00744504+0.00185216j -0.0038441-0.00109186j 0.00444611+0.00732072j -0.0131828+0.00983303j -0.0183829-0.0191302j -0.0125525+0.0164965j -0.000191941+0.0120683j -0.00158075-0.00156164j 0.000756281+0.00500879j 0.00816738+0.0168779j 0.0104888-0.00390965j 0.00423951+0.00492121j -0.00610605-0.000120967j -0.0161889-0.00597403j 0.00872783-0.010852j -0.00894421-0.00340088j -0.00151038-0.0187013j -0.00885241+0.00229662j -0.00438831-0.0105312j -0.000534413+0.00162003j -1.00346e-05-0.00375216j -0.00365588+0.0011554j 0.00631139-0.00522578j -0.010519+0.00579965j -0.000561601-0.00736687j -0.000631729+0.00310193j -0.00562019-0.0026738j -0.001701+0.011514j 0.0159274+0.00362255j 0.00738522-0.0038188j -0.00505268+0.000409955j 0.00861073-0.00579208j 0.00400254-0.00647346j -0.0114468+0.001166j 0.0118998-0.00791687j 0.00573391-0.000954556j -0.00649205-0.0125157j 0.01335+0.00403992j 0.00980235-0.0107107j 0.00140877-0.00609144j -0.00820377-0.00306393j -0.014449-0.00234205j -0.0149171+0.00952093j -0.0011457+0.00563691j 0.00903984-0.00203297j 0.00213296-0.00226955j 0.000826953+0.00474515j -0.00554196-0.00369178j 0.0175171-0.00200129j 0.00758627-0.0115658j -0.0052166+0.00302656j 0.00759734-0.00947798j 0.00103136-0.0069486j 0.00408098+0.000546718j -0.000692475+0.0063365j 0.00567817-0.00652232j -0.00378882+0.0064392j -0.000907537+0.00543097j 0.00633684+0.00536324j -0.0149793-0.00745796j -0.00752764-0.00733249j -0.00778373+0.00695739j 0.00518503+0.00424802j -0.00146498-0.00776746j -0.00473951+0.00845473j 0.00741652-0.00272747j 0.00799633+0.00384891j 0.00207586+0.00313867j 0.00383988+0.00864956j 0.00204824+0.00721592j 0.00963894+0.00803125j -0.0176202+0.00627979j 0.00577576+0.00178865j 0.00652803-0.00979365j 0.012481-0.00299736j 0.00416948-0.00680965j 0.00125993-0.00708149j 0.007386-0.00117933j 0.000887283+0.0010916j 0.00816881+0.00136228j 0.00199524-0.0019251j -0.00117247+0.00105737j -0.0111165+0.00637867j 0.00646179-0.00323771j -0.0208973-0.024806j 0.00675245+0.00210588j -0.000414801-0.00187918j -0.0157836-0.00467622j 0.0104225+0.0329454j -0.0110415-0.00122157j -0.00460838-0.017522j 
