-0.122034+0.0855284j 0.0257271-0.0340446j -0.0448338-0.00918616j 0.147231+0.0500751j 0.0389292-0.0128693j -0.0268481-0.0228662j 0.0782581+0.0939282j -0.0431062-0.0415022j 0.000583264-0.0545152j -0.00296936+0.0299432j -0.0175434-0.0219912j -0.0415585-0.071339j -0.0170124-0.0194869j 0.0127452-0.024543j 0.0236435-0.0282809j 0.00666706-0.0576311j -0.00357696-0.00578354j 0.0126698-0.0321123j 0.00145743-0.0158681j -0.0291286+0.00550763j -0.00706001+0.0460392j -0.0149586-0.045502j -0.0100916+0.0269317j 0.00273074+0.023254j 0.000745569-0.00191223j -0.00358843-0.000252593j 0.0311474-0.0247534j 0.0211468+0.0231862j -0.0214496+0.0122045j -0.0212149+0.0295432j 0.00234434+0.0249694j -0.000391415-0.0505292j -0.0192867+0.0335557j 0.0095104-0.0169961j 0.0299181+0.00832286j -0.0222904+0.0367466j -0.00228642+0.00545799j -0.00805611+0.0120029j -0.00323715+0.00536454j -0.0128701+0.00507238j 0.00172945-0.017579j -0.0255983+0.0337988j -0.0317565+0.0303458j -0.0202062+0.0168945j -0.00438561+0.0644893j -0.0070953+0.0483618j 0.0115646-0.021294j 0.0167046+0.0164722j 0.0505303+0.0204236j 0.0592508-0.0155905j -0.00755625-0.0162964j 0.0247456+0.00901068j -0.0101072+0.00261411j 0.0328698-0.00974367j -0.00430818-0.0229532j 0.0420608-0.0788801j -0.0172135-0.0309401j 0.0394436+0.0155083j -0.0295925+0.0490554j 0.0285799+0.0142162j -0.00709745+0.0442199j -0.0347766+0.0860224j 0.0375112-0.013661j 0.0960044+0.00118381j 0.0767506+0.0755115j 0.219021-0.196453j -0.121804-0.196182j 0.173818+0.0718418j -0.0347301-0.0745304j 0.143949+0.0821971j 0.122196-0.0437261j 0.0606388-0.208807j -0.00945473+0.00855589j -0.0439751-0.101745j -0.05966+0.154898j -0.0228243+0.0575158j 0.151225-0.15896j 
0.00286333+0.0670251j -0.0028185+0.0335952j -0.0146851+0.0470922j 0.0215712-0.0780657j 0.00198982+0.0709231j -0.00360876-0.00729121j 0.0067551-0.0557528j 0.00299312-0.0437818j 0.0176391+0.00566035j -0.0116263-0.0253419j -0.0370356-0.0522029j 0.036418+0.0378512j 0.00180846-0.0699213j -0.0105991-0.0107562j 0.00400662-0.000271954j -0.0177361-0.0204205j 0.0346969-0.00437169j -0.00165034+0.0419994j -0.0312014-0.0779974j -0.063458+0.0364788j 0.00198092+0.0245203j -0.000807647+0.0283893j -0.00585874+0.00884137j 0.00935183-0.0489347j 0.0964928+0.0560183j 0.0190863-0.0201491j 0.0401847+0.0608865j 0.00277927+0.00269408j 0.00206852-0.0125811j 0.0246721+0.0300604j -0.0276463-0.00707652j -0.0017035-0.113823j 0.0105831-0.0271704j 0.0760908+0.0373786j 0.104634+0.00680606j -0.0920235-0.0387687j 0.0230203+0.029506j 0.0521392+0.0466088j -0.0876296-0.0405934j 0.00878768+0.0427163j -0.00420168-0.107607j -0.014083+0.0121402j 0.0115631-0.0267113j 0.00426406-0.0698096j 0.11646+0.0965165j 0.0512265-0.0178194j -0.00564428-0.0581977j -0.016369+0.10153j 0.0238397+0.00792674j 0.0167285-0.0733211j -0.098798+0.00437419j -0.213606-0.0230384j -0.0638753+0.0153092j 0.00371105-0.110206j 0.0126662+0.027461j 0.140121-0.0350175j 0.170853+0.189683j 0.0011964-0.119381j 0.0171956-0.0241419j -0.0494615-0.01752j 0.0987257-0.174427j 0.0905327-0.0267328j 0.0752839-0.0467304j -0.072083+0.0116556j -0.0262624-0.000468685j 0.12125+0.0186202j -0.0767956-0.214681j -0.0142631-0.0308028j 0.116696-0.0275703j -0.107775+0.0511829j 0.102122+0.0933038j -0.020382+0.0579807j -0.0171355+0.00299891j 0.0130016-0.0872157j 0.00451396+0.00929529j 0.00396088+0.0442312j -0.0557611-0.0560006j 
0.00555198-0.0229927j 0.0350006+0.0895196j -0.0264992+0.058057j -0.0280737-0.089681j 0.0122212+0.0834279j 0.0335892+0.0390506j 0.0481746-0.0552831j -0.0046387-0.066539j -0.0243999+0.0165265j -0.0441739-0.02295j -8.04627e-05-0.0916067j -0.0595513+0.0357587j 0.0278193-0.0523406j -0.061843+0.0100827j 0.050442-0.0852275j -0.0553684+0.0342041j -0.0196511+0.0484879j -0.030327-0.036427j -4.19273e-05-0.0309394j -0.0698282+0.0418427j 0.0156515+0.0482583j -0.0531202+0.0284279j -0.0291747+0.0120595j 0.0310096-0.0715406j 0.0697818+0.0333605j 0.10722-0.0167294j -0.0183703-0.0501637j 0.0129767-0.00353437j 0.0118529-0.0977201j -0.0270945-0.01348j -0.0460392+0.0123974j 0.0350774+0.0571192j 0.0428175-0.00886652j 0.00758165-0.0190854j 0.0168699-0.0428608j -0.0139751-0.0752365j 0.00891792-0.0416706j 0.0178671+0.0137914j 0.0445371+0.0498699j 0.0118508+0.0891898j 0.0518096+0.0347043j -0.0284475-0.0378567j -0.00162706+0.1651j 0.012252+0.0152109j 0.0458696+0.0373464j -0.104386-0.105534j -0.046534-0.0268155j 0.1254-0.101447j -0.100813-0.111282j 0.0461248-0.00327636j -0.14711-0.000812909j 0.144195+0.101939j 0.184675-0.0370215j -0.0166418+0.138863j -0.12552+0.0501981j 0.0147106-0.00720114j 0.00181599-0.127589j -0.0104028-0.0748685j 0.010163+0.0679517j -0.0920487-0.0177453j -0.0971365-0.0371347j -0.0372611+0.00898586j 0.00271944+0.0182129j 0.00924226-0.017351j 0.0592599-0.106645j 0.159135-0.287807j 0.0971997+0.0659559j 0.0528466-0.0592588j 0.0161118+0.0498948j 0.125036+0.113711j 0.0966415+0.0742323j 0.0172779-0.0304672j -0.0324521-0.0326279j -0.00456375-0.0397124j 0.0305078-0.0075598j -0.0563655+0.0092909j 0.00491746-0.00310358j 
0.0035652-0.0396022j 0.0208012+0.0339394j -0.0466798-0.0475718j 0.0075644-0.0551509j -0.00949494+0.024327j 0.0310105-0.0292452j -0.0197869-0.0624969j 0.00459785+0.0319583j 0.00385995+0.0899812j -0.0521135-0.0356862j 0.0371258-0.012066j -0.0505623-0.00110845j -0.00577926-0.0765811j 0.011151+0.0188862j 0.0880583+0.0213474j 0.0686379-0.0357359j -0.00944741-0.0137047j 0.0390924-0.0257456j 0.0505968+0.0286343j -0.0715279+0.0559181j 0.0501974-0.0784741j -0.0653836-0.0301031j -0.00415766+0.00050361j 0.0187832-0.0453349j 0.0379856+0.0425388j 0.0436602-0.0400051j -0.0556054-0.0745384j 0.0134634-0.0770597j -0.012363+0.0236897j 0.0709355+0.0304179j 0.00835427-0.021941j 0.0335956+0.0535183j -0.0314326-0.0230621j -0.00194061+0.0351393j 0.00372507-0.0454528j -0.0316888+0.0244593j -0.0454165+0.0481048j -0.000241486-0.0427013j -0.0163624+0.00350109j 0.0247176+0.0525673j -0.0109863+0.135771j 0.147032+0.00492013j -0.0522392+0.00989089j 0.0266316+0.0636144j 0.0372724+0.0474962j 0.101835-0.0466548j 0.131209-0.0457075j 0.118614-0.0902676j 0.0492247-0.103275j -0.102814-0.017698j -0.0954061+0.0263029j -0.022799-0.155107j 0.0532354+0.00234041j -0.041969-0.210996j -0.00379695-0.0376268j -0.00236027-0.108523j 0.031363-0.113474j 0.016932-0.0398898j 0.0392841+0.105044j -0.0644295-0.0624674j 0.00692977-0.0221453j -0.112177+0.0797499j 0.180147+0.144746j -0.0946329-0.0106631j -0.036691-0.0297486j 0.00043474-0.0916639j -0.117159+0.103154j 0.0360379+0.125732j -0.0104358-0.0973564j 0.0438273-0.0804881j 0.00172988+0.0833291j -0.0640941-0.0837892j -0.225043-0.0992134j -0.0621127-0.0127873j 0.103022-0.0396299j -0.0167896+0.0115309j 0.0180204-0.00629342j 
0.00135448-0.0036581j 0.0216691+0.0144384j -0.0354166-0.0406505j 0.0518652-0.011179j 0.0313974-0.0448118j -0.0104504+0.0372414j -0.00232154-0.0587104j -0.00674184+0.0144637j -0.02251+0.0761907j 0.00517344-0.0489942j 0.0488755-0.0327421j -0.021546+0.00268641j -0.0227982-0.0155957j -0.00440041+0.0108937j 0.0688603+0.0548176j 0.057202+0.0106587j -0.0758486+0.0463468j 0.0238847-0.02094j -0.0214108+0.0166571j -0.058198+0.0362775j -0.026049-0.0281418j -0.0137612+0.0180061j -0.00248227-0.0248075j -0.0118377-0.0250401j 0.0353999+0.0278571j -0.00515726+0.0170691j -0.0482215-0.0700002j -0.0451553-0.00655128j -0.00706017+0.0307874j -0.067429-0.0228892j 0.00611416-0.000294955j -0.0986058-0.067223j -0.0247632-0.0628253j -0.00667821+0.00743076j 0.035049+0.013378j -0.0172018-0.0524347j 0.00876694+0.0218514j 0.132346+0.0895038j -0.109088-0.155625j -0.0507898+0.0187665j -0.122412+0.0355284j 0.0540064+0.0471552j -0.0783322+0.153751j 0.00390411+0.143486j 0.0225319-0.0293165j 0.00049837+0.0962334j -0.235239+0.107965j -0.020699-0.075621j 0.0676758-0.0668464j 0.00800537-0.0693978j 0.0364172-0.0312934j -0.0499943-0.0278589j -0.0469883+0.148994j -0.0243295-0.0571922j -0.0426624-0.129001j 0.0682672-0.067066j 0.0181327+0.0138208j 0.0730212+0.152233j -0.120598+0.029346j 0.103982-0.016731j -0.15772-0.00694371j 0.108846+0.0697463j -0.167255-0.0593689j 0.042734+0.0484651j -0.166059+0.110705j -0.0664973-0.0729363j -0.0430068-0.0270295j -0.0287782+0.168259j -0.109604-0.0130098j -0.0739728-0.0573697j 0.0807548+0.0558793j -0.120043-0.107087j -0.0526036+0.0128259j -0.0744503+0.0465703j 0.00778255-0.0133134j 0.00392912+0.0326268j 0.0183782-0.0175863j 
0.00987167+0.00577016j -0.015211-0.011315j 0.00591321+0.0197731j -0.0315874-0.0207749j 0.0262444+0.0269378j 0.00368481+0.0367977j 0.00460218-0.012081j 0.0273151-0.0437872j 0.055431+0.0212289j 0.0410546-0.0356849j 0.0431311-0.085762j -0.0337417+0.00937062j -0.00793285-0.000561272j 0.0694019+0.0266853j -0.0121953+0.0245859j -0.00257371+0.0515357j -0.00954937-0.00125696j -0.0109487+0.0533772j 0.0248549-0.00235444j 0.0118173+0.0289929j -0.0104352+0.0206981j 0.0444038-0.044856j -0.018503+0.0159096j -0.0440936+0.0171952j -0.0325183-0.0235144j -0.068374+0.0288095j 0.0174456+0.0220682j 0.0285442+0.0130046j 0.0017944+0.0488502j 0.0299652-0.0244711j 0.0612414-0.0103638j 0.0146826-0.0410452j 0.0376354+0.0271034j 0.0412075+0.0014167j 0.00481635+0.120962j 0.0673911+0.00996603j -0.0486444-0.105485j -0.00709895-0.00578184j 0.0361107+0.0280263j 0.0985371-0.0843644j 0.0693291+0.251105j -0.00963272+0.00998084j -0.0838097-0.000677858j 0.181826+0.174649j 0.0632636+0.0792354j -0.189264+0.0772412j 0.127675-0.0495096j -0.0448304-0.0652012j 0.065887-0.0398074j -0.126848-0.0121601j 0.0113452+0.19171j 0.00209276+0.0366936j -0.0471482-0.114159j -0.0975526-0.0643789j 0.0601055+0.0174197j -0.0298421-0.0315934j 0.00307758-0.0723212j -0.0808888+0.00321948j 0.103211-0.0423979j 0.0474672+0.0680048j -0.157381+0.0426264j 0.0251034-0.0588215j 0.0695956-0.130062j 0.0716327+0.169784j 0.14989+0.0677183j -0.134+0.112721j -0.187832-0.178694j 0.09315+0.159241j 0.0482629+0.0442168j -0.0623662+0.0298139j -0.0342294+0.0507637j 0.073499-0.0436721j 0.0279386-0.0544926j 0.0226594-0.00239697j 0.0382727-0.037131j 0.0181279-0.00917991j -0.00810334+0.00168376j 
-0.0160087+0.00895457j -0.0109624-0.0179729j 0.00347809+0.0262112j -0.000599769-0.0115333j -0.0144076+0.0312829j -0.0120061+0.0261563j -0.0195976+0.0282487j -0.0709581+0.0142164j -0.0566821+0.0516815j -0.000260465+0.0735823j -0.0304475-0.0533941j 0.0479719+0.000864744j 0.0300331+0.0365143j 0.0162678+0.0192968j -0.0166785+0.0110787j 0.0959203-0.0231986j 0.0283533+0.0605379j 0.00669085-0.0124276j 0.024066+0.0142338j 0.0241574+0.00550606j -0.0286229-0.00748294j -0.0210059-0.00250899j 0.053039+0.00226827j 0.0277134+0.0316469j 0.0074156-0.00178287j 0.0251349+0.0461191j 0.00267994+0.033533j 0.00933988+0.00854228j 0.00907823-0.0276559j -0.0506103-0.0149328j -0.0490554-0.0577276j 0.0456773-0.0620887j 1.28393e-07+0.0493628j 0.00795425-0.0405545j 0.137841-0.0375951j 0.0784787-0.0112681j -0.0242978+0.0592517j 0.00627222-0.0264755j 0.0276881+0.00700318j -0.0217171+0.172236j -0.0123155-0.0971442j 0.127485+0.013915j 0.203175-0.0684523j -0.0808635+0.123282j -0.14266-0.0364481j -0.141023-0.109677j 0.141126-0.0210062j 0.0820966-0.0762174j 0.0661357+0.163879j -0.0654581-0.154432j -0.0799263+0.0314043j -0.0500441-0.0245436j -0.077111-0.0520168j 0.163778+0.00246831j 0.0633001+0.153192j 0.0641015+0.0129022j 0.0501768-0.0309208j -0.0892716+0.083751j 0.0832962-0.0971062j 0.143+0.0170734j -0.08353-0.150948j 0.11475-0.0488859j -0.0355686-0.0842982j 0.143074-0.0445407j 0.172955-0.1695j 0.168306+0.113784j -0.0330608+0.201812j 0.164239+0.0254527j 0.126863+0.0474687j 0.0437018-0.0375824j -0.04161+0.0135917j 0.00970474+0.0417762j -0.0237612+0.0494381j -0.0058839+0.0246632j -0.0189929+0.0367842j 0.016515+0.000549473j 0.00131848-0.0241148j 
0.00107513-0.0157621j 0.014569-0.041852j 0.0312972-0.0288014j 0.020572+0.00234948j 0.00964769-0.013682j -0.00176598+0.0252541j -0.00185584-0.0348481j -0.0382307+0.0159784j -0.0599349+0.0297667j -0.00125852+0.00815604j -0.000472582+0.0324629j -0.00699258-0.0139372j 0.0165724+0.0205722j -0.0461656+0.00980229j 0.0549575-0.0115625j -0.0477104+0.0252604j -0.0166585+0.00543449j -0.0236527+0.0317586j -0.00256094-0.00951894j 0.0441519-0.0548245j -0.0159399-0.0169998j 0.0646562+0.0125217j -0.103649+0.0459988j -0.00373234-0.00399903j -0.180182-0.00832641j -0.00581517+0.0408878j -0.0231306+0.000494641j -0.0678-0.0404873j 0.0452525+0.0464979j -0.100357-0.0243935j -0.0444229+0.0512713j 0.0371973+0.0260274j 0.0278817-0.0103716j 0.0105121+0.0758415j 0.0378726+0.0436367j -0.0238009-0.130513j -0.152793-0.00407885j 0.0943963-0.0612011j 0.0360152-0.01306j -0.0387439+0.0532159j 0.0832841-0.140439j 0.0332149+0.163589j -0.0485951+0.0264328j -0.0010851-0.0874582j 0.257022+0.0344307j -0.00633161+0.0240347j 0.0861684-0.142269j -0.0750908-0.166095j 0.0324153+0.0142833j -0.0123053-0.0651784j 0.0218744-0.0027268j -0.0593626-0.0605167j 0.0145526-0.0427292j 0.179386-0.0309392j 0.0294909-0.100825j 0.052383-0.126551j 0.0343687+0.110858j 0.0645177+0.141965j 0.154517-0.0221351j -0.0120763-0.0251643j 0.002014-0.0425049j 0.0525625+0.0537267j 0.070088-0.194869j -0.0450009-0.0033611j -0.0243416+0.0478816j -0.023008-0.066377j -0.0280007+0.0273945j 0.00158536+0.0125587j -0.0300074-0.0233402j -0.0859597-0.0322422j 0.0275377-0.0108048j -0.0259847-0.00175551j 0.0121349+0.0326482j 0.025788+0.0206867j -0.0311943+0.0252657j 0.0148215+0.0368855j 0.030797+0.0231207j 
-0.0216761-0.0174649j -0.0121379-0.0431633j 0.00856093-0.0385062j 0.00190708+0.0563023j -0.00950874-0.0253877j 0.0215247-0.0405622j 0.0210796+0.0272663j -0.0178326+0.00339915j 0.0169031-0.0165075j 0.0366343+0.0691503j -0.0122686+0.0078764j 0.0172712-0.0464247j 0.00615827+0.0883942j -0.0269296+0.0351835j 0.0308985+0.0166504j -0.000603413-0.0258701j -0.00885547+0.0704307j -0.0104188-0.0408443j -0.0543189+0.0638548j -0.00512149+0.0439241j -0.00761949-0.0190974j 0.0583979+0.0553681j 0.0421137-0.083995j 0.0358147+0.019522j -0.0365874-0.0517573j -0.0235311+0.0723902j 0.00377947+0.0139481j -0.0452813+0.0108924j 0.00333233-0.0300731j 0.120452+0.0608738j -0.0280904+0.0661726j -0.0289717-0.0132942j 0.02944-0.0115874j 0.0539926-0.0471094j -0.0546631+0.00551413j -0.0050142-0.0272357j -0.164082-0.0523118j 0.115258+0.0222347j -0.0656926-0.0249629j -0.0158478-0.0208772j -0.0247769+0.109761j -0.100049+0.109975j 0.0747136-0.0105814j 0.099374+0.0490853j 0.10945-0.00129591j 0.131157+0.171641j -0.028618+0.140811j 0.112535+0.125623j -0.137662-0.0772934j -0.104103-0.0709548j -0.00124791-0.052957j 0.0980252-0.04989j -0.115863+0.0113858j 0.102382+0.0563937j 0.0148283+0.0643456j 0.203392-0.0273577j 0.0564715+0.125724j -0.0511916+0.00955732j 0.135461+0.0870117j 0.104824+0.0587433j -0.0904519-0.104839j 0.0100634-0.000464114j 0.0804605+0.102989j -0.0948541-0.0558699j -0.0725744+0.120272j 0.0817952-0.00565063j 0.107988-0.0397017j -0.0758602-0.0168004j 0.0696291+0.0227276j -0.0112953-0.0397041j -0.00694978-0.0984456j -0.0285451+0.00495644j 0.0146574-0.023184j 0.00916934+0.0254601j -0.0122382+0.0156807j 0.0229909-0.013764j 0.0281944+0.00650345j 
0.00986565-0.0277167j 0.00703374+0.00209021j 0.00461366-0.0323909j 0.0283418+0.0497079j 0.0228529-0.0610097j -0.0532266+0.0819232j -0.0155115+0.0866344j 0.0120276+0.0548566j -0.0692588+0.0280194j -0.013256+0.0041122j 0.0147513-0.0231943j 0.0150738+0.0426165j 0.0217444+0.0572397j -0.0187484-0.119609j -0.0439564+0.04379j -0.017591-0.0412006j -0.0015046-0.0189594j 0.00979933+0.00825134j 0.00781617-0.023589j -0.0398533+0.00793973j 0.0418166-0.00858275j -0.00303003+0.0579786j -0.00276242-0.0860868j 0.0133925+0.0204933j 0.0514344+0.00485959j 0.0501159-0.0127636j 0.0787652+0.0356656j -0.0731556-0.0491324j -0.0986205+0.0343669j -0.0815646+0.0190001j -0.0362353-0.00139399j -0.0714919+0.0952423j -0.00921044-0.0418955j -0.00128663-0.133804j 0.0878151-0.0758853j -0.0581281-0.00152429j 0.086758-0.168928j -0.120183-0.0540585j -0.0340006-0.0772351j -0.00320952+0.0850341j -0.0461627+0.0213805j -0.0483874-0.0449827j 0.0208709-0.137549j 0.135748+0.0499107j 0.00688133+0.00392608j -0.0162547-0.0426122j 0.129508-0.0185547j 0.0735687-0.0208874j 0.0168844-0.0276039j -0.0470141+0.0645567j -0.105216-0.0809561j 0.0191678-0.0635139j -0.0689248-0.104356j 0.0537501-0.0578554j 0.102371-0.116542j -0.0310909+0.0581664j -0.0523353+0.0412052j 0.0446434+0.0516534j 0.000319386+0.1981j -0.0554756-0.0233008j 0.034246-0.0286726j 0.0310356-0.0952195j 0.0146253+0.0963289j -0.0511008-0.0176606j 0.023023+0.104063j 0.0574685+0.124188j -0.0362744+0.112002j 0.0666575+0.0994363j -0.0764842-0.00556548j -0.0148746-0.00513274j 0.0682615-0.00702314j -0.00395233-0.00428341j -0.0299356+0.123993j 0.0192591+0.0460915j -0.0369623+0.0435138j -0.03131-0.0140806j 0.0211954+0.0268012j 
-0.0406907-0.00372101j 0.000330757-0.017624j 0.0162295+0.0670046j -0.0304452-0.0232024j -0.0251245+0.0442118j 0.0368454+0.0143087j 0.0338227+0.000915627j -0.0536032-0.0377195j 0.0313419+0.0324336j 0.0347709+0.0484123j 0.00994157-0.084415j -0.0843444+0.0404945j -0.0230464-0.0411976j 0.0324157+0.0379829j 0.0239684-0.0126653j 0.0018066-0.0588676j 0.00674575+0.052706j 0.0557341-0.0772218j 0.00845606-0.0027914j 0.0881081+0.0517193j -0.0268692-0.00136738j 2.88968e-05-0.032342j 0.0864202+0.0198641j -0.03975+0.0492805j 0.0322857+0.0216314j -0.0133891-0.0273348j 0.00411363+0.0463155j -0.0943707-0.0668906j 0.0126446-0.0111217j -0.0460872+0.0582866j 0.0467833-0.0809327j 0.0143955-0.0412386j 0.0424419-0.11489j 0.0251099+0.0317525j -0.0309597+0.00535615j -0.245573+0.0981683j 0.0315048+0.0689427j 0.104132+0.0165807j 0.0991791+0.0108292j 0.0339227+0.0255667j -0.1304+0.0794313j 0.0963869-0.101386j 0.00168297+0.0529333j -0.0664273-0.00774422j 0.046078+0.102617j 0.0212935+0.0414182j -0.0603475-0.0112163j -0.0588645+0.0287914j 0.0767692-0.118087j -0.00720157-0.005483j -0.0144533+0.182098j -0.106012-0.0733739j 0.125975-0.181376j -0.114633-0.0404359j -0.0228152+0.15266j 0.164718-0.0223126j -0.0729127+0.176987j 0.167282+0.0083288j 0.00373499+0.0524843j -0.0892747+0.0930951j 0.0615261-0.139525j -0.0831605-0.101892j 0.0076826+0.028022j -0.0857724+0.0578481j -0.00609255-0.0327953j 0.0406429+0.120587j -0.0744933+0.037021j -0.0251857-0.00255437j 0.184659+0.0190425j 0.0829483+0.00995358j 0.0119537+0.0179367j 0.0757396-0.0267005j 0.026007-0.0576109j 0.0178592-0.0164775j 0.0193924-0.012117j 0.0156193+0.014689j 0.0213171-0.0251944j 
-0.00403465-0.0348049j -0.00535483+0.0147021j 0.00635117+0.00221518j -0.0377528-0.0163787j 0.0282354+0.0363807j 0.0303393+0.0172626j -0.0358275-0.0751946j -0.0746399-0.0256974j -0.0455633+0.0255727j -0.0104953+0.0195495j -0.00114768-0.0193972j 0.000172481+0.0222789j -0.000327306+0.0181067j -0.00573262-0.00585691j -0.0336071+0.00434985j -0.0543653+0.0648004j 0.0770875-0.024249j -0.106986+0.111237j 0.0222644-0.0103239j -0.0652751-0.0271422j -0.0195989-0.0216303j 0.00735269+0.0259495j -0.0164732+0.0208665j 0.0161245+0.000587664j 0.0319163+0.0467165j -0.0314913+0.0278658j 0.109707-0.0145139j 0.0251507+0.0442142j -0.0495825+0.0078027j 0.0369509-0.0819337j 0.0298124+0.102456j 0.109031+0.0994193j 0.0423728+0.0458925j -0.167434-0.155581j 0.00443988+0.0877821j 0.0560411+0.0747594j -0.0503234-0.00456975j -0.103258+0.122271j 0.106308+0.0425036j -0.0347989-0.0611848j -0.196836+0.156936j -0.0434478+0.152006j 0.0493152+0.163407j 0.109736+0.146067j -0.00629507+0.0766047j -0.0656012-0.0118975j 0.00631583+0.00899141j -0.0100488+0.0109723j 0.0663141+0.00628445j 0.0830893-0.0587604j 0.0343489-0.0275847j 0.0469686-0.069374j -0.0480849-0.113345j 0.00572697+0.135403j 0.021325-0.0924905j 0.0106056-0.178286j -0.0309699+0.0626792j 0.143168-0.050044j -0.0858977+0.138963j 0.0405973-0.174569j 0.0572231+0.0962745j 0.0497131-0.00542876j -0.092881-0.0968218j 0.0405629+0.0470701j 0.0262381+0.0192029j 0.0194031-0.0239529j 0.045944+0.00805619j 0.127257+0.0627042j 0.0100885+0.0272736j 0.00929038-0.0456343j -0.0679646-0.0109244j -0.0342657+0.049594j 0.0459063+0.00810197j 0.01103-0.00298733j 0.0554665+0.0134241j -0.0062549-0.0185148j 0.018749+0.00262862j 
0.00997507+0.000538398j 0.0161481+0.0523029j 0.0116442+0.0336651j -0.0137502-0.0209516j 0.0220581-0.0059445j 0.0522051+0.00974417j -0.0308224-0.106253j -0.0148754-0.0144272j -0.0279108+0.0225948j -0.0191292-0.0294642j 0.022575-0.0258072j -0.0570409-0.00461547j 0.0393518-0.0611081j -0.0286211-0.00525255j -0.0749872-0.0466234j -0.0209454-0.0665079j 0.0115769+0.0526109j 0.0403409-0.0614325j 0.0301052+0.0215709j -0.0758172-0.0587066j 0.0019262+0.0646028j 0.029956+0.0358014j -0.00539871+0.0246921j 0.0513971+0.034659j -0.0268113+0.0772272j -0.0216922+0.0801841j 0.089273+0.0122137j 0.0545838+0.105789j 0.0665551-0.0180897j -0.114666+0.0369048j 0.074871-0.0460098j -0.00663917+0.0226882j 0.0612631-0.103919j 0.0222411+0.0295087j 0.0102936-0.128061j 0.0249455-0.0226369j 0.0572882-0.0740476j -0.126132+0.0970311j -0.0964064+0.0452944j 0.049441+0.0286328j 0.0947043+0.0337517j 0.0110826-0.0928766j -0.172641+0.0470908j -0.0888095+0.123197j -0.0393154-0.132443j -0.0116298+0.0471001j -0.108918-0.00281909j -0.0308194+0.0549939j 0.00174717+0.0127611j -0.12183-0.092741j 0.0627864-0.168642j 0.139613+0.108083j -0.108396-0.212335j 0.2245-0.13159j 0.0295737-0.0139614j -0.01384-0.004302j 0.0399745-0.0252938j -0.0443336-0.181944j 0.0154365-0.00692327j 0.025184+0.145675j -0.0335491-0.02109j 0.0388513-0.0108164j 0.0691145-0.0742477j -0.0400345-0.0191415j 0.00839125-0.0764302j -0.101483+0.0266234j -0.0652771+0.00604479j 0.0943575+0.0562374j -0.0728915+0.00152499j -0.012323+0.0214268j 0.0127246+0.010989j -0.0479536+0.00960533j -0.00760512-0.0153604j 0.0120016-0.0417997j 0.00184705-0.0425626j -0.0330673+0.00392626j -0.0230898+0.000745852j 
-6.88084e-05-0.017562j 0.0032069+0.029077j 0.00426175+0.0448817j -0.0383362-0.01516j 0.022693+0.0206114j -0.0219948+0.0372077j -0.030424-0.00214433j -0.00384068+0.00424373j 0.00187223+0.0241149j -0.0017269-0.0136886j 0.0186981+0.0193309j -0.0548622+0.0354836j 0.0279074-0.117298j 0.00423423-0.0055643j 0.0418311-0.05629j -0.0466198+0.0235403j 0.0703839-0.0304541j -0.0243834+0.012268j 0.0154116+0.0444374j -0.0588824+0.00545722j 0.0489042+0.0439221j 0.0720679-0.00785202j 0.0154831+0.140693j 0.0149835-0.0117874j 0.0306133+0.0211067j -0.065959+0.0615872j -0.0951123-0.021974j 0.0540252+0.0614526j 0.0227065-0.0134449j 0.104836-0.0655656j -0.0507103-0.0542148j 0.0137665-0.0617879j 0.175065-0.012886j 0.0389617+0.00264038j 0.0894376+0.0168044j -0.0380131-0.163269j 0.119469+0.1309j 0.0242738+0.0537818j -0.165553+0.0778007j 0.0356346+0.1287j -0.000887407+0.0870351j -0.055719-0.0395318j -0.000857346+0.021572j 0.134248-0.0443631j 0.0172939-0.0853381j 0.00722365+0.106115j -0.0668481-0.0584145j 0.0306906-0.189912j -0.0886826-0.0783858j -0.0780448-0.0657672j 0.0398456-0.0310313j 0.0806525-0.0535582j 0.0443553-0.107193j 0.0816919+0.118766j -0.0475045+0.0763325j 0.149437-0.0652638j -0.0345824+0.164896j 0.0399849+0.158637j -0.0925319-0.0334899j 0.104402-0.0406251j -0.0101674-0.0212292j 0.0464373+0.000934043j -0.11618-0.092806j -0.0126405+0.113116j -0.023556-0.0314771j 0.0710402-0.0340299j -0.0325131+0.0560624j -0.00526081-0.0181683j -0.0143326-0.0439111j 0.0175734+0.00586336j -0.018113+0.0693026j 0.012144-0.0241549j 0.0088784+0.0360842j 0.008352+0.00184419j 0.0469094-0.02717j -0.0168486-0.0169237j -0.00416433+0.00875362j 
