-0.080201+0.0487919j -0.0528639+0.0421771j -0.0959151-0.0221241j 0.0526947+0.0136643j -0.0343711-0.0108127j 0.0220111+0.00436062j 0.0492259+0.0148716j -0.0445999-0.0696505j -0.00367127+0.0217184j -0.000787859+0.00300576j -0.0111768-0.0234787j -0.0285101-0.0224787j 0.00783071+0.0576597j -0.00158935+0.0238554j -0.00378836+0.0239521j -4.7835e-05-0.0120488j -0.00222741-0.0122309j -0.00522951+0.0042661j 0.0155511+0.00214699j 0.0111214+0.0139203j 0.00108721+0.0220525j -0.00571778+0.00440208j -0.0173667+0.0235773j -0.00980953+0.00617882j 0.00259037+0.0166957j 0.00748503-0.0407599j 0.0030636-0.00443844j 0.0106625+0.0460004j -0.00755818+0.00202637j 0.0127672-0.0110129j -0.0159414+0.0308488j 0.0081367-0.0168243j -0.0293887+0.0115782j -0.035111+0.029033j 0.00623633+0.00124414j -0.00856199+0.0279468j 0.0134447-0.00657556j 0.00543211-0.0165738j 0.0422392-0.0651322j -0.0123784+0.00517939j -0.0292243-0.0139108j -0.000163383-0.0387197j -0.0488709+0.0387892j -0.0478833+0.0188141j -0.133536+0.0524963j 0.0542349+0.134269j -0.0970146-0.0338515j -0.00627432-0.0705583j -0.0993682-0.0354428j -0.0617952+0.0725559j -0.0173821+0.114396j 0.00833644-0.00561326j 0.0571546+0.0222212j 0.034922-0.125303j -0.0258545+0.0125405j -0.102356+0.133531j 
0.0146151+0.00421168j -0.00850492-0.00700757j 0.0116984-0.0254976j -0.00438197+0.0135956j 0.0190095-0.00420991j -0.0333064+0.0186801j 0.0132487-0.00364914j 0.0171026+0.0199421j 0.0174144-0.0148898j -0.0301992-0.00395865j 0.0125626+0.027701j -0.00556272+0.00674732j -0.0129652-0.00404052j -0.0220502-0.0129345j 0.0199492-0.0173214j -0.013256+0.00544749j 0.0101305-0.00265583j -0.0317491-0.0183063j -0.0307878+0.00970303j 0.0102412+0.0183268j 0.0131165+0.00795857j 0.00340656-0.0113094j -0.0249791-0.00836404j 0.00581557-0.0151958j 0.0187043+0.00293532j 0.0041548+0.00854753j -0.00205929+0.00975775j 0.0108918-0.000653187j 0.0056772+0.00347173j -0.00892834+0.00509017j 0.00164812-0.00093664j 0.00439421-0.00263285j -0.000812995-0.00142358j -0.00723101+0.00579085j 0.00868829+0.00707682j -0.00300061+0.00827819j -0.00236748+0.0108314j 0.00314073+0.00102707j -0.00100914-0.00935404j 0.00621516-0.00706373j -0.004686-0.00998373j 0.00815114+0.000948367j -0.00792871+0.00524481j -0.000261669-0.00486042j 0.00395686+0.00412029j 0.00189391-0.00276926j -0.00232921-0.00437203j -0.00199281-0.00752154j 0.00979141+0.00373265j 0.00731388-0.00378132j -0.000534413+0.00249854j -0.0079639+0.00592219j 0.00114266+0.00300049j 0.0126983-0.00569038j 0.000765473-0.0048116j 0.00275942-0.00955483j 
-0.00607797+0.000287507j 0.000582818-0.00118843j -0.011919+0.0102573j 0.0194183-0.0150287j -0.0678193+0.025499j 0.00713421-0.0220154j 0.0126665+0.0206761j -0.0102442-0.0329581j 0.0119155+0.0367987j 0.0175082+0.014351j -0.00372472-0.0364777j 0.0103775+0.000267724j -0.0149653+0.00737642j 0.0135721-0.00884528j 0.0151189-0.0138152j -0.0193487-0.0241399j 0.025336+0.00889131j -0.0108754+0.0140857j -0.00325517+0.0168739j 0.00135121-0.000146434j -0.0210137-0.0101967j -0.00775473+0.0081099j -0.010815+0.00726506j 0.000486037-0.0122376j 0.00735604+0.00849277j 0.0111166+0.00721207j -0.00399419+0.0116966j -0.0129765+0.0128493j 0.00885506-0.00275495j -0.00817248+0.00564955j -0.000618037-0.0106407j -0.00591967-0.0029685j -0.00116302-0.00217143j -0.00194095+0.00664095j 0.00794123-0.00179816j 0.00890748+0.000770071j 0.00826972+0.00328511j -7.25508e-05+0.00260108j -0.0030267-0.0058285j -0.00866808+0.0103585j -0.000352504-0.00667914j 0.00552338-0.0147292j -0.00661357+0.00401358j -0.000497296+0.00101701j -0.00776148-0.00575318j -0.00487472+0.00344649j -0.00191608+0.000358899j -0.00205886+0.00774607j -0.00716217-0.0144767j -0.0111926-0.00158762j -0.0112937+0.00655325j 0.00683373-0.00467235j -0.0058372-0.00563401j -0.00608522-0.00168252j -0.00725645-0.00311666j -0.00578861+0.00604345j 
-0.0239529+0.0169611j -0.000554329+0.0145201j 0.0133337+0.023633j 0.0299402-0.0367858j -0.00813504-0.00676322j 0.00147833-0.0170323j -0.00294438-0.0081867j -0.0369148+0.0137042j 0.00262484+0.0138105j 0.0184727+0.0164041j -0.0104628-0.0240177j -0.0106999-0.0273653j -0.0310639+0.00302507j -0.0108854+0.00583151j -0.000798315+0.00871985j -0.0227133+0.0240798j -0.0271603-0.0145976j -0.00464187+0.000882513j 0.017158+0.00685054j -0.0175502+0.0101052j 0.00993546+0.00812834j -0.00281634+0.00904991j -0.0106247+0.00768228j 0.0018908-0.0014068j 0.0070058+0.00529812j 0.00676374+0.0060189j 0.00239885-0.00326106j 0.0108878+0.00676512j 0.0045456+0.00197172j 0.0011456+0.00108472j -0.00414547-0.00430325j -0.00543709+0.00237021j -0.00809834-0.00992233j -0.0115286-0.00693393j 0.00997582+0.00431194j -0.00788997-0.00222325j -0.00242222+0.000320657j 0.0101638+0.00585595j -0.000511419+0.00224969j 0.00420524+0.00166539j 0.00348246+0.003125j -0.0102086+0.00561261j 0.00887897-0.00292583j -0.00156898-0.00733968j -0.0145657-0.00858915j 0.00639738+0.00535638j 0.00218093+0.00808603j 0.00777104-0.00915927j -0.0132847+0.000499903j 0.000891201+0.0153955j -0.0024305+0.00258521j -0.00141682+0.000397388j 0.00763655-0.00503677j -0.000320763-0.0185245j -0.00495417+0.0019557j -0.00223094+0.0231951j 
-0.0119063+0.0233315j 0.0126995-0.019895j 0.00944244-0.0347096j -0.0133841+0.000851493j 0.026035+0.02203j -0.0285311+0.00899356j 0.0229265-0.00382235j -0.0135569+0.0103563j -0.0174305+0.00843541j -0.00402144+0.0342462j 0.0242079-0.0161114j 0.0413435-0.0296377j 0.0106093+0.00319098j 0.00764953+0.00318814j -0.00622587-0.00237289j -0.0216297-0.0196849j 0.0228802-0.00776265j 0.00468374+0.00718949j -0.00219497+0.00559634j 0.0150973-0.0223001j -0.0093154-0.00608962j 0.00338169+0.00299498j 0.000105516-0.013967j 0.0122771+0.00513293j -0.00922754-0.00625095j 0.00354854+0.00534878j -0.00325394+0.0050672j 0.00725362+0.0094313j -0.00546236-0.00296381j 0.00502243+0.00555135j -0.0013573-0.00415201j 0.0083863-0.00446282j 0.00783044+0.000631653j 0.00638886-0.00201722j -0.00505897-0.00193703j 0.0107128-0.00930579j 0.00873691+0.00782891j -0.00833622+0.00434591j -0.00171047+0.0011963j -0.00163551-0.00343975j 0.00572109+0.00660389j -0.00156854-0.007869j 0.00346596+0.00624802j -0.00237526+0.00513061j 0.00609991-0.00554944j -0.0159392-0.00309899j -0.00441262-0.015558j 0.00207265+0.0125508j 0.00690743-0.0121453j -0.00600803-0.0123912j -0.00329279+0.00383831j 0.00463427-0.00323723j -0.0083076+0.010241j 0.0110356+0.00253059j -0.0111228-0.019887j -0.00413612-0.00141651j 
-0.0162361-0.00293912j 0.0150227-0.0153932j 0.0169952+0.0137694j 0.0150676-0.00651162j -0.0142145+0.00938852j -0.034368-0.0135405j -0.00716974+0.00791682j -0.0206151+0.0402124j 0.0152315+0.0374623j -0.0108592+0.0223644j 0.0238091-0.006585j -0.000475423+0.0125189j -0.00415301-0.00219825j 0.0151767+0.0156117j 0.0100922-0.00259447j 0.0176966-0.0249312j -0.00129701+0.0408888j 0.00182635-0.00137052j -0.00824284-0.00513004j 0.0130504+0.0223089j 0.0193947-0.0014292j -0.0159577+0.00701618j 0.0103655+0.00850587j -0.00472015+0.00377255j 0.0133098-0.0122541j -0.0116961-0.00219092j -0.0169014+0.00761048j -0.000201415-0.00389741j 0.00945443-0.00657494j -0.00792857+0.012091j 0.00240023-0.000740129j 0.00350535+0.00634948j -0.00271306+0.00599263j 0.00199987+0.0013787j 0.00649967+0.00389583j 0.0106866+0.0106485j -0.0171858+0.0101926j -0.00253623-0.00119691j -0.0042112-0.000130574j 0.00990444-0.0051152j 0.000932185+0.00680775j 0.00657743+0.00392366j -0.0030732+0.00290099j -0.00564883-0.0127682j 0.00441287+0.00385168j -0.00155447-0.0163581j 0.0200229+0.00147209j -0.0175795+0.00304388j 0.00600427+0.00969925j 0.0100048-0.0079915j -0.00316928-0.00460112j -0.00252875+0.0103067j -0.0090355-0.00672163j -0.0086382-0.00515022j -0.00235856-0.000866019j -0.0181757-0.00424154j 
8.21628e-05+0.0032728j -0.0339428+0.0116842j 0.0377127+0.011208j 0.0420113-0.0202688j -0.0490681-0.0203107j 0.0189296+0.0093356j -0.0156941+0.0383789j 0.0323279-0.0128774j 0.0210811-0.0350984j 0.0167335-0.000804847j 0.00743657+0.00446018j 0.00431741+0.0162171j 0.00881231-0.00322587j -0.0150653-0.00797864j -0.0203418-0.0123991j 0.0015849-0.0269572j 0.0166513+0.00461459j 0.00732394-0.00234907j -0.0129353-0.00364821j 0.0130689-0.000684216j 0.00193868-0.00778679j 0.00838813-0.00435937j 0.011285-0.011185j 0.00142053+0.00131976j -0.0100287-0.0101407j 0.00253494+0.00180428j 0.000342193+0.00887942j 0.00874342+0.00100682j -0.00160708-0.00397847j 0.0138757+0.00175152j -0.00959085+0.00248704j 0.00890964+0.000216592j 0.00745488+0.00233584j -0.0059241-0.00103716j -0.00111866-0.00253301j -0.00272916-0.000752786j 0.00312612+0.0175101j 0.00590095-0.00332941j -0.00206423-0.00514818j 0.00316009-0.0118661j 0.0115949-0.0013531j 0.00303932+0.00619678j -0.000906942-0.00770471j -0.0004318+0.0105956j 0.00250075+0.0074893j -0.00794825+0.00403606j 0.00375875-0.0136883j 0.020729-0.00599249j -0.00399143-0.00933823j 0.00361091-0.0104583j -0.00587002-0.00429619j 0.00171435-0.00543328j -0.00329667+0.00341272j 0.00680029-0.00910574j -0.0056187+0.00195398j 0.00861418+0.00346821j 
-0.0274584-0.00318498j -0.03087+0.0139696j 0.0249745-0.0250464j -0.0648847+0.022769j -0.0396905-0.057674j 0.0127707-0.0372329j -0.0225485+0.00314924j 0.00352406-0.0510054j -0.0187941-0.00360383j 0.00615941-0.0150597j -0.00902809+0.0183823j -0.0266599+0.00642034j 0.013755+0.0208216j -0.00180375-0.0159817j 0.0243894-0.0118299j -0.00515161+0.00343235j -0.00538278+0.0106083j 0.00476968+0.00155331j 0.00557854-0.00593473j -0.00655868+0.00145842j -0.0117921+0.0173256j -0.00117547+0.0106098j 0.0117307-0.00614344j -0.00942791+0.000903837j 0.009085-0.0162497j -0.00142398-0.00491267j 0.00284597+0.00436648j 0.00138893+0.0119843j 0.00738772+0.00224909j 0.00389074+0.0122479j -0.00377969-0.00617405j 0.000699003+0.0117573j -0.000348277-0.00124043j 0.000517476-0.0030675j 0.00741486-0.00669892j 0.00768557-0.00100668j -0.00285783-0.00713338j -0.00139583+0.00465769j 0.000925457+9.20331e-06j 0.00683848+0.00960321j -0.0044819+0.0111432j -0.00110599-0.00760262j 0.0022397+0.00510937j -0.00767134-0.00836922j 0.0014151+0.0102177j -0.000193925+0.00254329j 0.0152517-0.00220595j 0.00995764+0.00395219j -0.00876186+0.00384752j 0.00146966+2.35681e-05j 0.00321674-0.00420808j 0.0140834-0.0169825j -0.0126011+0.00992549j -0.00250105+0.0114897j -0.00895136+0.0108009j 0.00614993-0.00300157j 
0.0479397-0.0467841j -0.0308906-0.0362651j 0.0982795-0.0402851j -0.00317748-0.0472454j -0.0138413-0.021709j 0.0240941+0.00516183j -0.00213781-0.0380162j -0.00865777+0.0264882j -0.0187315+0.0347166j -0.0262906+0.018547j 0.00611516-0.00164633j 0.00685394+0.0124088j 0.00894081-0.00734106j -0.0207474-0.00631789j 0.00837344-0.0208117j 0.000453941-0.0115227j -0.0164979-0.00761861j 0.00710533+0.000105322j -0.00261649-0.00811723j -0.00308505+0.0068806j -0.0034503+0.00472631j -0.00579158+0.0091146j -0.00850252+0.000549152j 0.00625304+0.00317977j -0.00398299+0.0013212j 0.00750257-0.00281576j 0.00153652-0.0120887j 0.00231646+0.00226302j 0.0026415+0.00990095j -0.000905539-0.00494391j -0.00122915+0.00442028j 0.0046547+0.00373166j 0.00579069-0.00404493j 0.00129048+0.00335913j -0.00715038-0.0044437j -0.00342846+0.00779623j -0.00335285-0.00319661j 0.000581122-0.00778588j -0.00729401-0.00123127j 0.00680333+0.00664364j 0.00463096-0.00212448j -0.01169+0.0035087j 0.00806967-0.00918802j 0.00649666+0.00526955j 0.0138141+0.002994j 0.00138583+0.00847589j -0.00805189-0.00253899j 0.0145328-0.00679737j 0.00721697-0.00561982j 0.00217844-0.00511159j 0.00311032-0.00956042j -0.00278322-0.0220256j -0.0047328+0.0196846j 0.00521777+0.0085809j 0.00811893-0.0112992j 0.000728988-0.023597j 
-0.0424772-0.0477333j -0.0224251+0.0701683j 0.00933583+0.000929588j -0.0602589+1.6413e-06j 0.0113627-0.00944796j -0.0214125+0.0415034j 0.0443692-0.0380672j -0.0226452+0.00759919j -0.0130908+0.00153688j -0.00619878-0.00151425j 0.000130049+0.00301796j -0.00131345-0.00677196j 0.0153227-0.00658585j -0.000419754-0.00724526j -0.00746707+0.00174769j 0.0087003-0.0144049j 0.0193852+0.00190916j 0.00151944-0.000598592j 0.00913473+0.0030023j -0.00945085-0.00834411j 0.0114143-0.00470633j -0.0118333-0.00451504j -0.000956301-0.0136258j -0.0119004+0.0166782j -0.0073998-0.00862363j -0.00148815+0.00611204j 0.00684389+0.00383743j -0.00102528+0.013097j -0.0067811-0.00606424j 0.00142306-0.00583475j -0.00550888+0.000865618j -0.00236928+0.00210428j 0.00374263+0.00788654j -0.0098942+0.0100529j 0.00201964-0.00862392j -0.0070069-0.00187768j 0.000172909-0.00176233j 0.0151918-0.00501752j -0.003665-0.00978105j -0.00696933-0.00397029j 0.00803648+0.00331862j 0.00289958-0.00527065j -0.000492441+0.000214613j -0.0043214+0.000623402j -0.00176343+0.0148016j 0.0024801-0.0046369j 0.00682542+0.00407034j 0.0134337+0.000690622j -0.00829357+0.0146362j 0.00470403+0.00199619j -0.00179941-0.00538033j 0.00486809+0.0101059j -0.0061025-0.014779j -0.0192473+0.00281294j 0.014954+0.0273927j -0.00142626-0.0114835j 
-0.034991-0.0604821j -0.0421183-0.0204443j 0.0150435+0.0672444j 0.0470667+0.033965j -0.0253249+0.0342543j 0.0181338-0.0187868j -0.0206093+0.00369132j -0.0208157+0.0186103j 0.0191002-0.0151381j 0.0202807+0.00221004j -0.0158729+0.00789921j -0.0117093-0.00583987j -0.00799547-0.00345979j 0.00363014-0.00090844j -0.00523665+0.0282904j -0.0118069-0.0112078j 0.00367409-0.0108832j -0.00158451-0.00503219j 0.0093075-0.00413005j -0.0139933-0.00740673j -0.000981821-0.0195475j 0.000278414+0.0105086j -0.00639276+0.00593846j 0.0133615+0.00312839j -0.00589332+0.0186241j 0.0027611+0.0132658j -0.000894385-0.00589878j 0.0133324-0.00184072j -0.00974714+0.00444888j -0.00907261+0.00196618j 0.00280231+0.00624494j 0.00574403+0.00479644j 0.011922+0.00448038j -0.00370481+0.00943756j 0.00109225+0.00772855j -0.00342918+0.00960082j 0.00419149+0.00519856j -0.000669246-0.00967489j -0.0138437+0.000545375j -0.0103426+0.00643349j 0.00680072-0.00447031j -0.00709948+0.00301664j -0.00287581-0.00498244j -0.00110214-0.0116034j 0.00527938-0.00167346j 0.0028282-0.0227591j 0.000120296-0.00122231j 0.0015876-0.00902942j 0.00287551+0.0103289j 0.000787626-0.0114492j -0.00869428+0.0130891j 0.0121135+0.0158648j -0.0262659-0.00642618j -0.000222491+0.00481277j -0.00923345-0.00642263j -0.023647-0.0088849j 
0.0172552-0.0101325j -0.0632053-0.0190188j -0.0678749-0.0415011j -0.0258546+0.0995035j 0.0281956+0.017273j -0.0346326+0.015195j 0.0176707+0.0025818j 0.0056748+0.0207783j -0.0279145-0.0261357j -0.0122753-0.0155522j 0.00319912+0.0106459j -0.00658828+0.00219986j 0.0163618+0.00823987j 2.72105e-05-0.0122396j 0.02447+0.0236637j 0.00192048+0.0180642j 0.00650731-0.0102025j -0.0110355+0.00989725j -0.00734263-0.00879564j -0.00423079+0.0132027j -0.00571932-0.000308998j 0.00633631-0.00160062j 0.0002128+0.00178301j 0.00499545-0.00550108j 0.00996401+0.00998755j 0.00663828-0.000909466j 0.00173241+0.00116742j -0.000991384-0.000565594j -0.00482122+0.00190487j 0.00670598+0.0106919j 0.000894555-0.00228449j 0.00418567+0.00415868j 0.00377589-0.00223879j 0.00490159+0.00236133j 0.0109782-0.00919179j 0.00665491+0.00460308j 0.0153856+0.00325952j -0.00819874+0.000883882j 0.00492402+0.0121487j -9.8505e-05+0.00858393j -0.00765005-0.00363633j 0.00549749-0.000417138j -0.0033343+0.00618918j -0.0112343+0.0025228j -0.00747667-0.00253255j -0.0133722-0.00781782j 0.00488568-0.0146871j -0.0111353+0.000428312j 0.0111943-0.0011682j 0.00292247+0.00100818j 0.0215326+0.0169766j 0.026466+0.00440364j -0.0045487-0.00848877j 0.0190083+0.00479661j -0.0187347+0.01117j 0.0097701+0.00312482j 
0.119743-0.0767817j -0.05297-0.0538406j -0.00576564-0.0268138j 0.0231016+0.00539254j -0.0355614+0.0521471j 0.0471657+0.0179023j -0.0022575+0.00300136j -0.00576181+0.0320009j 0.0165099-0.000607102j -0.00958158-0.0297643j -0.0103716-0.00426519j 0.00897736+0.0084441j 0.00734824-0.0329775j -0.0278543-0.00609083j 0.0117729-0.0259505j -0.00418349-0.00756712j 0.000878318-0.00342748j 0.00677347+0.00903367j 0.00116351-0.0100649j 0.0306379+0.0223949j -0.00226214-0.00810349j -0.0128188+0.0183276j -0.00483729+0.00412731j 0.0017429+0.00347991j 0.007427-0.000723537j 0.0171952+0.00340323j 0.00376641-0.00434126j -0.0164081-0.0162183j -0.00678778-0.000628712j 0.0101386-0.00199654j -0.000317505+0.00747865j 0.00698937+0.00810448j 0.000222306-0.00174438j -0.00732183+0.00442308j 0.0141844-0.0224985j 0.00549336+0.0136688j 0.0127477+0.00181915j 0.00644791-0.00813552j 0.000784848+0.00704971j 0.00770371+0.00613737j -0.000112279-0.00667065j 0.00194801+0.00327122j 0.00511178-0.00879992j -0.0126093+0.00861452j -0.00784158+0.0037141j -0.0181897+0.00682756j 0.000325788-0.00731173j -0.00537761-0.000813801j 0.0155702+0.00504293j 0.0165753+0.00997142j 0.0363311-0.0049756j 0.0152787-0.0026267j 0.000359794-0.0173371j -0.00154312+0.0071584j 0.0151442+0.0256961j 0.00247288-0.0314832j 
-0.0556806-0.0479846j -0.110876+0.0793089j 0.0468772+0.0063767j 0.00751052-0.0023979j -0.063283-0.0446585j -0.00681573+0.0236269j 0.0146975-0.00612122j -0.0161525-0.000924946j -0.00261379-0.00214798j 0.0198235-0.0026439j 0.00344323-0.0152422j -0.0227953+0.0110719j 0.0282492-0.00151611j -0.0116751-0.0356137j 0.00373087+0.0113123j 0.00673144-0.01101j -0.00558996+0.00563148j -0.00871834+0.0161452j 0.0200111+0.00687196j -0.0193539+0.0239373j 0.0115546-0.00439959j -0.021586-0.0119752j -0.0030591-0.0137731j -0.00623514-0.0105544j 0.00975393-0.00265574j -0.00245845+0.0147255j -0.0037905+0.0136308j 0.00549016-0.0057949j -0.00140561-0.00372846j -0.00404105+0.0208209j 0.00374263-0.00859114j -0.00548275+0.0160285j 0.0020371-0.00572047j -0.0079974-0.00956482j 0.0170805+0.00972476j -0.00925434+0.0172726j -0.00423798+0.0154768j 0.00311897+0.00571313j -0.00948329+0.00724135j -0.00847959+0.0109181j -6.50028e-05-0.0136996j -0.00550495+0.0128404j -0.00342672-0.0133039j 0.00122253-0.0160275j -0.00403858-0.00977289j 0.0114707-0.0147358j 0.00851822+0.000351768j 0.0201436-0.0149875j -0.0204502-0.0026857j -0.0092988+0.00896545j -0.0047565+0.0187815j 0.0176537-0.00149789j 0.00200175-0.00332184j -0.00329435-0.0145368j -0.000776392+0.0279126j 0.0160501+0.0262275j 
0.00572995+0.0113334j 0.0522092+0.0856731j -0.0434729+0.0233075j -0.0075326-0.0592105j 0.0173518+0.00580861j 0.00170598+0.0131045j 0.0142004-0.0356949j 9.94302e-05-0.0143789j -0.0131965+0.0118393j 0.0183895-0.0465267j -0.067449-0.0248462j 0.0487644-0.0278525j -0.00915763-0.0388818j -0.0140151+0.0027051j 0.00230948-0.0026744j 0.0169361+0.0220481j 0.00243142+0.0110724j -0.00514926-0.00666719j -0.0166817+0.00577523j -0.0202705-0.00559632j -0.000961626+0.0058186j 0.00137828-0.0145763j 0.00244535-0.0162906j -0.00539654-0.00883811j 0.00988172-0.000604582j 0.0138685+0.0195363j -0.00698703+0.00599701j 0.00390189-0.0170398j 0.00134803-0.00567721j -0.00246527-0.000401697j -0.00583362-0.00912433j -0.00773619-0.0061909j 0.00275127-0.010643j 0.00893564-0.016472j -0.000569241+0.000448873j -0.0077765-0.0220848j 0.00221454-0.00427484j 0.00302643+0.0190729j -0.00875115+0.0166756j -0.00267646-0.000615358j 0.000795419+0.00188955j -0.00331109-0.00279951j 0.00294445-0.00142407j 0.0131022-0.00821457j 0.00197758-0.0258214j -0.00358109+0.00601193j -0.0119259+0.00948301j 0.00315+0.0172688j -0.0224956+0.00550372j -0.0182474+0.0336475j 0.0207709-0.000785437j -0.00715562+0.00739833j 0.0371171-0.0176709j -0.0280798-0.00166802j 0.0403769+0.0244826j 0.0255396+0.0104681j 
-0.0529507-0.0847725j 0.00625838+0.0123728j 0.0132005+0.0566076j -0.0444191+0.0172411j -0.0110086+0.00386613j -0.00510123-0.0289599j -0.0111136-0.0144852j -0.0289169+0.00732474j 0.00154116+0.0305818j -0.0433903+0.00429813j -0.0420885+0.0523236j -0.0475219-0.0473268j -0.0312507-0.00484887j 0.0163784+0.0181091j 0.00935436+0.00440217j 0.01512-0.0139576j 0.00545362+0.0094159j 0.00922815+0.0151008j 0.0140422+0.0228801j 0.00576679+0.00868061j 0.00490454+0.0119035j -0.00461118+0.00185427j -0.0195765-0.0144266j -0.0140669-0.00370633j -0.00294963-0.00913359j 0.000838276-0.0101139j 0.00707029+0.00248685j -0.00312326-0.0238345j -0.00676899-0.0014051j 0.000864327+0.0021301j 0.00119501+0.0138164j -0.00274699+0.0110863j -0.00670172-0.00648082j -0.0118561-0.0120347j 0.00250826-0.00190518j -0.00595811+0.00899862j 0.00436147-0.0106147j 0.0115527+0.00141622j 0.00760507+0.00239439j 0.00141026-0.00307152j 0.00171861+0.00749424j -0.00315784-0.00912629j 0.0021277+0.00718317j 0.000355102-0.0285965j -0.0206173+0.0102746j 0.0025253-0.00305572j 0.00131068+0.00300595j 0.00115538-0.00964551j -0.014195+0.036161j 0.0313129-0.00320577j 0.00897913-0.00848858j -0.0110422+0.00499453j -0.0291122+0.000922727j -0.0386575+0.0177804j 0.0257671+0.00990604j -0.0397136-0.0244611j 
