-0.080201+0.0487919j -0.0528639+0.0421771j -0.0959151-0.0221241j 0.0526947+0.0136643j -0.0343711-0.0108127j 0.0220111+0.00436062j 0.0492259+0.0148716j -0.0445999-0.0696505j -0.00367127+0.0217184j -0.000787859+0.00300576j -0.0111768-0.0234787j -0.0285101-0.0224787j 0.00783071+0.0576597j -0.00158935+0.0238554j -0.00378836+0.0239521j -4.7835e-05-0.0120488j -0.00222741-0.0122309j -0.00522951+0.0042661j 0.0155511+0.00214699j 0.0111214+0.0139203j 0.00108721+0.0220525j -0.00571778+0.00440208j -0.0173667+0.0235773j -0.00980953+0.00617882j 0.00259037+0.0166957j 0.00748503-0.0407599j 0.0030636-0.00443844j 0.0106625+0.0460004j -0.00755818+0.00202637j 0.0127672-0.0110129j -0.0159414+0.0308488j 0.0081367-0.0168243j -0.0293887+0.0115782j -0.035111+0.029033j 0.00623633+0.00124414j -0.00856199+0.0279468j 0.0134447-0.00657556j 0.00543211-0.0165738j 0.0422392-0.0651322j -0.0123784+0.00517939j -0.0292243-0.0139108j -0.000163383-0.0387197j -0.0488709+0.0387892j -0.0478833+0.0188141j -0.133536+0.0524963j 0.0542349+0.134269j -0.0970146-0.0338515j -0.00627432-0.0705583j -0.0993682-0.0354428j -0.0617952+0.0725559j -0.0173821+0.114396j 0.00833644-0.00561326j 0.0571546+0.0222212j 0.034922-0.125303j -0.0258545+0.0125405j -0.102356+0.133531j 
0.0378122-0.0259974j -0.00649441+0.0848146j -0.0312505-0.0243439j -0.0183962+0.048124j -0.0123996+0.0404735j -0.0212677-0.0048012j -0.0268788-0.0492735j -0.0211641+0.0169203j 0.0666593-0.0455289j -0.0750781-0.0516847j -0.0404296+0.0269556j -0.0281698-0.00824025j -0.0203852+0.027148j -0.0620952-0.0610382j -0.0189222-0.0117259j 0.0181857+0.0152877j 0.0218719+0.0510902j -0.0152343+0.0398927j 0.042574+0.0252975j 0.15996+0.0970979j 0.049848-0.109137j 0.0501101+0.0371807j -0.0655245-0.0170767j -0.0824926-0.0192266j -0.0353821+0.0131893j -0.0627253+0.0596919j 0.0418197-0.0109924j 0.0508302+0.0476052j -0.0266767-0.0360987j -0.0454566-0.0611784j 0.0852528-0.015493j 0.0376152-0.00644239j 0.0880338+0.020506j -0.199754+0.0140238j 0.0515566-0.00273831j -0.059782-0.123936j -0.00751779+0.0574041j 0.0735942+0.06245j 0.0649719+0.197506j 0.09331-0.0891058j -0.0409557+0.0760945j -0.0118814+0.0978647j 0.132467+0.109209j 0.085496-0.194023j 0.0147752+0.107556j 0.0657525+0.140289j 0.00657744+0.107554j -0.0182838+0.0601471j 0.093158+0.142466j -0.12273-0.0311192j 0.218189+0.0140376j -0.0300656+0.0929534j 0.0707811-0.0173283j -0.00108469-0.0114278j 0.0475464+0.0728499j 0.0461521+0.0235532j 
0.0566584+0.0694691j -0.0205107+0.0195258j -0.0419146-0.0769342j 0.0719982+0.0944856j -0.0418725+0.0550563j -0.0746882-0.0293142j -0.00171467+0.036625j 0.0147969+0.0180615j 0.0127669+0.00933745j 0.0597079-0.013839j -0.0209722+0.0396602j 0.0413873-0.0126968j 0.000268775+0.0225046j 0.0141668-0.0824877j -0.040128-0.0791413j -0.0745107-0.0195319j 0.0574062-0.0530535j 0.0473987-0.0232915j 0.0337151-0.005089j 0.025757+0.0598264j -0.0457937+0.0307552j -0.0011541-0.0656487j -0.034166+0.101328j 0.0183193+0.0209557j 0.0638799+0.0127827j 0.00324909+0.00394657j -0.0265236+0.0759753j -0.0919931+0.068077j 0.136212-0.066153j 0.0128854+0.0261284j -0.16506-0.0442368j 0.0161303-0.0662653j 0.0781606-0.000913713j -0.0672532-0.0442319j -0.0416448-0.0199822j -0.00260591-0.192321j -0.0364003+0.104217j -0.195221+0.0801173j -0.0321622+0.202996j -0.0230897-0.069505j -0.085743-0.00245981j -0.233854-0.134177j 0.0647632-0.0543376j 0.0217507-0.172464j 0.124036-0.124902j 0.128734+0.126888j -0.0106308-0.00851902j -0.117632-0.0106327j 0.184827+0.0294212j 0.0074616-0.0721833j 0.078538-0.00982128j 0.135165+0.0861978j 0.0521373+0.0232734j 0.0817537-0.0258072j -0.000911912-0.00787183j 0.0368521+0.0171018j 
0.00774634+0.0323492j 0.00371039-0.0241007j -0.00619626-0.00306124j -0.00344121-0.0412174j 0.0160926-0.0165041j 0.001322-0.0310874j -0.0221925+0.0279795j 0.0529935+0.0529406j -0.0947239+0.00880432j 0.0109054-0.0434972j 0.0361761+0.0515528j 0.0165347-0.026843j -0.0408019+0.005818j 0.0488859+0.0183651j 0.0501867-0.0425389j -0.032139-0.0727028j 0.0261998-0.0382029j -0.0218248+0.0840872j 0.0066083+0.042849j 0.0388971+0.0318187j -0.00105596+0.0258475j -0.0545028+0.0651793j 0.124767-0.0341364j -0.0275076+0.126906j 0.0201873-0.107553j -0.0467655-0.0622255j 0.0187445-0.0346919j -0.0456399-0.0096384j -0.054207+0.206027j -0.144619-0.0884512j -0.195899+0.0178927j 0.0691918+0.0584977j 0.0881551+0.196128j 0.0631872+0.166441j 0.0674409+0.127958j 0.0607667+0.0723986j 0.0157617+0.0417675j 0.0833351-0.0134942j 0.0957405+0.0252383j -0.122203-0.0431831j -0.153878-0.0440422j 0.125036-0.0509539j 0.226136-0.0557847j 0.00996097-0.0853776j -0.0693353-0.17075j 0.202159+0.0746035j -0.148572-0.177627j -0.000318476-0.120815j 0.0578529-0.00851957j 0.0638228-0.0535616j -0.0647376+0.0449102j -0.116156-0.0705533j -0.0142044+0.0213013j -0.0565209+0.0361084j 0.00417869-4.4767e-05j 0.012333+0.0276135j 
0.0102208-0.00704361j -0.0120394-0.00140196j 0.00817012-0.00747482j 0.0271178+0.038027j -0.0248552-0.00350296j -0.0729048+0.0164919j -0.0174692+0.0705575j -0.0372864+0.0120937j 0.0861458-0.0212196j -0.0175998+0.049759j -0.0436902-0.0382495j -0.0247117+0.0219209j -0.00981188+0.045439j 0.0463396-0.0714244j -0.0381537+0.0371366j -0.0422328+0.00727068j 0.0138806+0.00403835j -0.029572+0.0299546j 0.00450312+0.027323j 0.00385303-0.0606198j 0.101684+0.0112662j -0.0803086-0.0102325j 0.00195805+0.0339603j 0.0424182+0.059619j -0.0582207+0.0982891j 0.019659+0.200621j -0.103297+0.0963661j -0.0633704-0.0424885j -0.128172-0.12855j -0.032279+0.124106j 0.0598479-0.0570114j 0.139273+0.082576j -0.0513516+0.0549451j 0.0719438+0.00690062j -0.123874+0.00432137j -0.00642558-0.124512j -0.0695717-0.133853j 0.195143-0.0410689j -0.102298+0.0436803j -0.0984124-0.0313963j -0.168078-0.0248061j 0.103079+0.207835j 0.0734164+0.0463237j -0.121865+0.0711646j -0.0948823+0.0246046j -0.129775-0.170223j -0.0108126+0.132417j 0.0851621+0.0498626j -0.0473567+0.0299837j 0.0285768-0.0462305j -0.0211565-0.110299j 0.0330866+0.0647612j 0.0242465+0.0192615j 0.0431908-0.0374388j -0.00172791-0.0114632j 0.00484294-0.0323554j 
0.00206224+0.00988847j 0.0244732+0.0190864j 0.0381324+0.0106635j 0.0145761+0.0369563j -0.0152322+0.020338j 0.028113+0.0463027j 0.038787-0.0299081j -0.0331389-0.0694881j 0.0608326+0.0390426j 0.0251985+0.00233324j -0.0249319+0.0469449j -0.0444029-0.0111629j 0.00525174-0.00961425j -0.0289669+0.0438201j 0.0072962-0.0594061j -0.00196285+0.0199978j 0.0634814+0.0102713j -0.00262813-0.139867j 0.00541972-0.0161443j -0.100582-0.000119714j 0.0354865-0.0393032j -0.0540025-0.0661146j -0.0142192+0.082735j 0.122643-0.00988485j -0.161804-0.0866253j 0.0901712+0.0447623j 0.144784+0.00623902j -0.0409712+0.12621j 0.0255873+0.0583112j -0.230336-0.0239874j -0.0776678-0.00302989j 0.157521-0.0294915j -0.0161039-0.109126j 0.0811949-0.0140395j 0.0506979+0.00858851j 0.0293473-0.0961205j -0.0568313-0.110243j -0.078992+0.000480379j -0.151783-0.050212j 0.0541108-0.0567921j -0.0305473+0.0270916j -0.00816111-0.160396j 0.0288683-0.0698865j -0.130812+0.0142177j 0.00554204+0.017597j 0.143507+0.193592j -0.0958959+0.0104295j -0.0378121+0.00210265j -0.00387087-0.0571042j -0.0667304+0.0495228j -0.068267+0.061492j 0.10886+0.0637119j -0.0425912+0.0312592j 0.0415565-0.0582423j 0.0365834+0.00637766j -0.0302023-0.0201502j 
0.0268584+0.0112555j -0.00936409-0.0385218j 0.0131983-0.0538893j 0.012261+0.0122623j -0.00186583-0.0282885j 0.0088686-0.0698859j 0.0102733+0.0141181j 0.0144916-0.000421737j -0.0124398+0.0290398j -0.0226138+0.0342243j -0.0494548+0.0247921j 0.0338568+0.0154316j 0.124253-0.0305036j -0.063916-0.00464301j 0.0262076-0.0299044j -0.00883443-0.00184068j 0.0423235-0.014451j 0.0415209+0.0345646j 0.0836071+0.00413731j -0.0454308+0.0163715j 0.0276081-0.0766829j -0.00693346-0.0753054j 0.0999234-0.00182381j -0.115456+0.0927477j 0.0778211-0.184918j 0.113455-0.0630173j 0.125661-0.120207j 0.136528-0.0167138j 0.136691-0.0354229j -0.0700018-0.0226865j 0.214898+0.185737j -0.0228636+0.138696j -0.00294821-0.0565971j 0.0632163+0.110443j 0.0402364-0.0263198j 0.0665316-0.161203j 0.018778+0.0891016j 0.194026+0.130072j 0.106386-0.118408j -0.126828-0.00135828j 0.0240171-0.154575j 0.0464007+0.00467192j 0.0203249+0.0923401j 0.105802-0.1388j 0.0485268+0.0156944j -0.218887+0.215085j 0.163423+0.00243716j -0.0015331-0.00108445j 0.0733027-0.0174523j 0.0109793+0.015226j 0.0329696-0.007734j 0.0207981-0.0363441j -0.0174432+0.0394261j 0.0229624+0.0287855j -0.000442883-0.0167004j 0.0104423-0.013195j 
-0.0330058+0.0257156j -0.0093842-0.0214467j -0.0713544-0.013689j 0.033868-0.0250111j 0.0288343+0.0339043j 0.00596425-0.0138955j 0.0158658-0.00627435j 0.0312402+0.0368575j -0.0301997-0.0268357j 0.0231364+0.0053109j 0.0689656-0.057791j 0.0254547+0.0197979j -0.00687023+0.0363748j -0.0993235-0.000256358j -0.04918+0.0908051j -0.00295576-0.00351178j -0.034155-0.00538023j 0.110991+0.0321251j -0.182821+0.00653448j -0.0268357-0.067334j -0.0842983+0.0503921j -0.0128754-0.0378996j -0.0334138-0.0150364j -0.106341-0.161858j -0.0748914+0.12062j -0.0522603-0.0270849j -0.00425541-0.00633621j 0.205863-0.0130105j 0.0233796+0.0325007j -0.239649+0.0769978j 0.0917198+0.0679643j 0.133269-0.0126517j 0.0200167+0.148687j -0.0485569+0.0541328j -0.0135805-0.082097j 0.000140479+0.162862j -0.039467+0.235988j -0.0050333-0.00591279j 0.0180656+0.0908242j -0.0510855+0.103352j -0.0676118+0.0959611j 0.111757-0.0138643j 0.134143+0.0853253j 0.0896631-0.0111184j -0.0308502+0.0875494j 0.105239-0.00238559j 0.0984995-0.0169671j -0.08526-0.0581255j -0.0181073-0.00733125j -0.0715802+0.0836569j 0.0448193+0.0476245j -0.0458704-0.0431319j 0.00492079-0.0566094j 0.0408447-0.00640713j -0.0616482-0.039725j -0.0380952+0.0272567j 
-0.00329533+0.0266515j 0.0207927-0.0234906j 0.00711747+0.00532397j 0.0211694-0.0118172j 0.00625673+0.00174266j -0.0307168-0.0265344j -0.0203407+0.0426645j -0.01089+0.0859704j 0.0473038-0.0312434j -0.00161172+0.0775148j 0.00780552+0.110579j -0.00103444+0.0449429j -0.0181466+0.0291596j -0.0795953+0.0793658j 0.045075-0.00695481j 0.00825412-0.077398j -0.0155669-0.00977694j -0.00629309-0.261683j -0.103041+0.0660946j -0.0146367+0.0486902j 0.0075832-0.0546702j -0.0935616+0.0799612j 0.110348-0.0619063j 0.0112111-0.0028561j -0.0550354-0.0235241j 0.00615843-0.155333j -0.0220678-0.147047j 0.048121+0.0773783j 0.0604446+0.0080944j -0.04299+0.0796013j 0.065252-0.0485202j 0.0305603-0.132098j -0.0860972+0.0841452j -0.136558+0.0329469j -0.111427-0.207642j 0.0355705+0.0401697j 0.101506-0.095873j 0.0164255+0.0198501j 0.0635624-0.119963j 0.0192547+0.181861j 0.0104273+0.0119462j -0.0932474-0.116326j -0.103554+0.00525968j 0.019747+0.053036j -0.0866241+0.13971j -0.136133+0.107188j 0.0111647+0.0283569j -0.0443669-0.105341j -0.011674+0.0112878j -0.00648042+0.00289554j -0.0218106+0.030038j -0.0461791+0.0397844j -0.00935808+0.0323554j 0.0180302-0.0287548j 0.0156077-0.0165617j -0.0218812-0.000143154j 
-0.0386496-0.0263373j 0.0411759-0.00869712j -0.0180528+0.0252116j 0.0191878-0.017703j 0.085895+0.0619875j -0.0167192+0.0080545j 0.0253467-0.00295949j 0.0371688+0.0290487j 0.0811337+0.0263546j -0.00743647-0.0520496j 0.0873885+0.0100035j -0.0108378+0.0336437j -0.0322861+0.0579135j -0.0481075-0.0276725j -0.00119363+0.0725879j -0.0104453+0.0105412j -0.0163368-0.0339296j -0.11063+0.00563423j -0.0130207-0.0124183j 0.143876-0.157622j 0.0279972-0.0677617j -0.0996982-0.0996394j -0.18029+0.138042j -0.0334428+0.0183034j -0.0822767-0.0829318j 0.0210932-0.0410202j 0.00647917+0.132679j 0.00114651-0.0221136j 0.0621555+0.0554567j 0.0611235-0.0254493j -0.0282057+0.0862836j -0.118537+0.196681j 0.0127919-0.0172909j 0.0805966+0.117791j -0.129434+0.0547619j -0.00970466+0.1071j -0.0894374+0.0242756j -0.0647581+0.153277j 0.155874-0.167028j -0.0262521+0.0513502j -0.0389086-0.101175j -0.101068+0.120953j -0.0936586+0.107506j 0.0808631-0.0377269j -0.0969526-0.00248165j 0.116124+0.0499937j -0.0207676-0.122546j -0.173025-0.0744726j -0.12275-0.00479285j -0.0738335+0.0283378j -0.0412438+0.0590414j -0.0719429+0.0528322j -0.0264877+0.025861j 0.0106315-0.0404457j 0.0279671-0.00532819j -0.0730867-0.0331502j 
-0.0196419-0.00855258j 0.0158584+0.0383163j -0.000569902-0.00920606j -0.0282081-0.024j 0.0345105-0.0646204j 0.00994526-0.0395789j -0.00284293-0.00789831j 0.0482906-0.0537956j -0.0418558+0.0355059j -0.016335+0.125707j 0.067285+0.087014j 0.0501583+0.110862j 0.035258+0.089462j 0.0419152-0.019383j 0.0135849+0.0352382j -0.0453952-0.0232708j -0.0591484-0.0453204j -0.00156991+0.0590932j 0.0588261-0.0248062j -0.0166063+0.0257977j -0.0466541+0.00236154j 0.010385+0.105494j -0.0400492+0.00929224j -0.0561293+0.00122062j 0.0108868+0.0310046j -0.0588995+0.112168j 0.112312-0.0432686j -0.0110841-0.0212321j 0.0464276-0.0244347j -0.0151844+0.112228j 0.132143+0.159023j -0.229313-0.109262j -0.00396163-0.114782j 0.224462-0.0277219j 0.0564339+0.0881838j -0.0400578-0.0454894j -0.163546-0.0349094j 0.0544851-0.087542j 0.0338866+0.0284698j -0.0409903+0.000573504j -0.0764795-0.0373691j 0.0185179-0.0188679j 0.0350742-0.0214868j 0.0600275+0.041968j 0.0916678+0.0291159j 0.17682+0.0371797j 0.11726+0.128662j -0.077281-0.0148066j -0.00145085+0.00123875j 0.0301838+0.115474j -7.54854e-05+0.0249517j 0.00700842-0.0633592j -0.00610609-0.00659392j -0.0199073-0.0111812j 0.00521439+0.0303075j -0.0226131+0.00397602j 
0.00896305-0.041741j 0.0206829-0.0138657j -0.00846016+0.0016076j -0.00920062-0.00469814j 0.0589095+0.0719282j -0.0301834-0.0158566j 0.0101131-0.0257283j 0.0105901+0.0579437j 0.125288-0.0167477j -0.0108144-0.10676j 0.0309308-0.0184442j -0.0413149+0.0275531j 0.0126976+0.00775637j -0.0506873-0.00809572j -0.0488675-0.0259602j -0.0098641+0.108163j 0.0269322-0.112222j -0.0169873-0.094211j 0.0971894+0.0693289j 0.0605976+0.0668948j 0.0555787-0.0381971j -0.117408+0.0580333j -0.112797-0.0833332j 0.0569332-0.10186j 0.139432+0.0105753j 0.0089524-0.0105482j 0.201529+0.0873637j -0.0634224-0.0655683j -0.0628068+0.0486946j -0.0681191+0.298475j -0.134954-0.134945j -0.0459415+0.0299393j -0.0678363+0.0183176j 0.0217539+0.0507308j -0.20032+0.174665j 0.0175166+0.0117072j 0.0193524+0.0307468j 0.138745+0.0370336j 0.0193405-0.0261062j -0.0186689-0.0372815j -0.0358683+0.0364407j 0.0736675-0.0873118j -0.051468-0.0861131j 0.0864657-0.00389672j 0.0382687-0.0483413j -0.00461887-0.108466j -0.0278941-0.0850839j -0.1408-0.000309204j -0.000771599+0.0431871j 0.000276537-0.0710259j 0.0245909-0.0329745j -0.049918+0.0654877j -0.00543837+0.0328963j -0.000611295+0.0269093j 0.0342581+0.00307371j 0.00292961-0.0374769j 
-0.00313705-0.0235108j 0.00266071-0.0103399j 0.0190582+0.014187j -0.00116712+0.0309224j -0.0260491+0.0504833j 0.0281985+0.0567581j 0.0286262-0.0182066j 0.0277144-0.0370998j -0.0480349+0.00395757j -0.00873508-0.00665087j 0.0218896-0.0235076j 0.020226+0.072149j 0.0701098-0.0105187j 0.0396014+0.0747743j 0.0745884-0.0445893j -0.0934135+0.0360865j -0.00348194-0.0821127j -0.096129+0.00585208j -0.0130757+0.0737206j 0.0817518+0.0639788j 0.14073-0.069244j 0.13729+0.191811j -0.0560668-0.169468j -0.105229+0.0967667j -0.114486+0.0551581j -0.0551904+0.107041j 0.016396-0.0345758j -0.0277207-0.125205j -0.0213631+0.255122j -0.0518587+0.0518759j 0.0713954+0.0537026j -0.139026+0.0412283j 0.0926237+0.157663j -0.0409105-0.0820553j 0.0423373-0.19966j 0.127768+0.0505833j -0.0133816+0.0700837j 0.0260949+0.0507849j 0.128405+0.0320557j -0.0529258+0.0804842j 0.00767857+0.0211614j -0.112136-0.0222158j 0.0328877-0.0982204j -0.0294936-0.0162428j -0.0883078+0.0753933j -0.024478+0.000775162j -0.0159749-0.0205421j 0.0711745-0.00534424j -0.0503058-0.0637874j -0.0314897-0.0601314j -0.0220778+0.0824525j 0.00214602+0.0468316j -0.0151517-0.00544316j -0.0357264+0.0202903j 0.0233808-0.00961029j 0.00152369-0.00918343j 
0.0118713-0.0372417j -0.00354793+0.00882638j -0.0757787-0.0286709j -0.0508292-0.000793238j -0.0224914+0.0856961j -0.0254181-0.0214366j 0.0136383-0.0541939j 0.000954358+0.0506735j 0.0559011-0.0475971j 0.0948166-0.0627242j 0.067377-0.00124833j -0.00999287-0.014161j -0.0113374-0.068234j -0.0475823+0.0482665j 0.0537913-0.083642j -0.089284+0.111631j 0.0346444+0.0314126j -0.0348386-0.00306746j 0.0638186+0.0348041j -0.0851553+0.0591297j 0.0519589+0.00674559j -0.14409+0.00370681j 0.240601+0.0305122j 0.0630654+0.084713j 0.046146-0.102993j 0.147608-0.219764j 0.0829365+0.1287j 0.113603+0.0088464j 0.0335887+0.0477352j -0.0501235+0.0407905j 0.015017-0.00315228j -0.00627824-0.0042875j -0.0546601-0.0634749j 0.187152-0.0566297j -0.0459604+0.00825276j 0.0474097+0.0159929j -0.0986013+0.0196746j -0.108948+0.161118j -0.0176312-0.0800486j 0.0442522+0.0652687j -0.0840697+0.0150797j -0.0242338-0.0525306j -0.00103156-0.0189264j -0.0082121+0.0348879j 0.11905-0.00853047j 0.0536369-0.0328316j 0.0138797-0.0570188j -0.101511-0.000820436j 0.0632743+0.0854281j 0.102128+0.00332759j 0.0907453-0.028672j 0.0512382+0.0418228j 0.0201267-0.0766033j -0.0595023+0.00954115j -0.0320325+0.0176888j 0.0206253-0.00174999j 
0.045847+0.00305721j 0.0208415+0.0175249j -0.00588314+0.0163226j -0.00818728-0.000561088j 0.0826247-0.0206899j -0.0074955+0.0404082j 0.0831989+0.0188232j 0.0716436-0.0471685j 0.0640625+0.0197655j -0.0679879-0.0801296j 0.0293313+0.0754489j 0.0197701-0.0729595j -0.0876493+0.00954557j 0.0281196-0.0141312j -0.0968611+0.0173567j 0.101079-0.0314659j -0.0960072+0.0215042j 0.0609687+0.0683878j -0.108544-0.00507873j 0.0518345+0.182434j 0.0197891-0.0575915j -0.0486653-0.134764j -0.0786564-0.00645715j -0.0396861+0.0338785j -0.0703883-0.0660034j -0.0095603+0.105609j 0.049595+0.193628j -0.0828351-0.216073j 0.0342336+0.00200804j -0.0511863+0.122741j 0.0875029+0.105865j 0.039088-0.0925674j 0.0879664-0.153393j 0.227177-0.121619j 0.0274593+0.0118004j -0.0329555-0.0685393j -0.0599545+0.0247693j 0.0354535-0.0903697j -0.00233065+0.124628j -0.0497746+0.0516584j -0.0668309-0.101376j 0.0627826-0.0437879j 0.0141332+0.0296719j -0.0152807+0.0277806j -0.0224007-0.0519272j -0.0338618+0.0576593j 0.0321936-0.0733832j -0.00733733+0.0464015j -0.00265321-0.0380144j -0.0384813-0.0718j -0.032287-0.0297254j -0.0888111+0.0510609j 0.0224575+0.0449427j 0.0471751+0.035051j 0.0453636+0.0156659j 0.0463237-0.0191072j 
-0.0138836-0.0101466j -0.00391855-0.00313663j 0.0411004+0.021703j 0.00622175-0.0160164j -0.0244114-0.0217649j -0.0248318+0.00888939j -0.0546855+0.0154544j -0.0342823+0.0155359j 0.042248-0.0253017j -0.0884914+0.0757323j -0.0367645-0.0382328j -0.0784282+0.0635285j -0.0696618+0.0129182j -0.0198148+0.056051j -0.0174329-0.0958207j -0.00236918+0.113354j -0.0483763-0.0385774j 0.0551677+0.0688269j -0.102233-0.0204561j 0.00280624-0.0625067j 0.0343964+0.0478662j -0.0214308-0.029818j -0.0734155+0.0376589j 0.0111579-0.0313598j -0.139701+0.128446j -0.0557601+0.0228368j 0.0582798+0.219513j -0.0284182-0.00924195j -0.0259384+0.0488448j -0.184815-0.169667j -0.0124139-0.0201874j 0.138447+0.063006j 0.0294253-0.0404399j -0.0804796-0.0667233j -0.0195772-0.144923j 0.00164576+0.0429585j 0.0527376+0.144536j -0.014372+0.165527j -0.0739366-0.046414j -0.0328028+0.0742131j 0.0216355-0.0111072j -0.0479609+0.0290405j -0.0153575-0.0088729j -0.0509679-0.0233613j -0.010913+0.112557j 0.0316394-0.0561164j 0.0144247+0.0789442j 0.0174775+0.00932029j -0.0173849+0.0233986j 0.0105635-0.0199609j 0.0110104-0.0754026j -0.00107387-0.0307596j -0.0073735-0.00218717j -0.00917526-0.00157007j -0.0031968-0.00955203j 0.00745582-0.00921208j 
-0.00263772-0.0373302j 0.0538191-0.0412413j -0.062121-0.0302252j -0.00228069-0.0164948j -0.103944+0.0864876j 0.00481317-0.0538593j 0.00517802-0.000121179j -0.0416505+0.0354011j 0.0450419+0.0947848j 0.00358016+0.044284j 0.0249336-0.0539924j -0.172038-0.111233j 0.075967-0.108052j -0.00124399+0.0151297j 0.0147362+0.118618j -0.051453+0.0827802j 0.0202812+0.204979j 0.114928-0.0474218j 0.049641+0.0526659j 0.17586-0.139094j 0.0314773+0.243071j 0.00402218-0.153752j -0.224642-0.0589128j -0.00641979-0.259282j -0.038756-0.0694998j 0.0751286+0.0426896j -0.0481271-0.0101301j 0.151216-0.0343103j -0.0590868-0.0993479j -0.0745047+0.148917j -0.0500449+0.178333j 0.0313139+0.0533594j -0.0604672+0.103509j 0.0856411+0.0991459j -0.0222508+0.0632445j 0.0529214-0.0207201j 0.0607403-0.0251984j -0.159211-0.0948123j -0.0663041+0.0698943j -0.0045939-0.0361168j -0.0220492+0.0335531j -0.0302074-0.0920202j 0.102095+0.0704018j -0.0393602-0.000513957j 0.0169047+0.0275915j -0.123578-0.0301951j -0.0226483-0.00584494j -0.0389413+0.0960318j 0.0267282-0.0907834j -0.0146847-0.0725207j 0.0506542+0.0160854j -0.012156+0.0174407j 0.0141676-0.0331418j -0.0623024+0.00732224j 0.0338662-0.0558558j -0.00499093-0.0120774j 
-0.0170237-0.00925734j -0.00949712-0.00714711j 0.159305+0.0414675j -0.0170371-0.024457j 0.0225227-0.0952641j 0.040804+0.0506791j -0.0626839-0.0324742j 0.0255195-0.0455846j -0.0308231+0.00627632j 0.105983-0.153701j 0.0943011-0.0795957j -0.0683861-0.0612946j 0.0471979+0.0368718j -0.00174809+0.0880461j 0.00192742-0.104416j 0.112684+0.10317j 0.0251252+0.0278008j -0.0423499-0.00258984j 0.0385251-0.0882109j -0.0681806-0.0156421j -0.0244293-0.0541878j 0.0600546-0.173681j -0.107728+0.0444753j -0.0357344-0.0509941j 0.00310103+0.045437j 0.184923-0.0246003j -0.0254831-0.0884021j 0.0572854+0.0223991j 0.0823824+0.136459j -0.0996046+0.0387916j -0.045789-0.13036j 0.0776183+0.101759j -0.0520755+0.0315209j -0.0649522-0.0435702j 0.0361851-0.0100566j -0.0258112-0.00910262j 0.024981+0.0666627j -0.057421-0.000293643j -0.0644449+0.0289751j 0.0342984+0.0217651j 0.0500659+0.042287j -0.027923-0.0273001j 0.0331766-0.100628j 0.0346947-0.10652j 0.0349476-0.108031j 0.0494778-0.0611595j 0.0220272-0.079848j 0.063312+0.0143304j 0.00619929-0.0242639j -0.0142194-0.0600727j -0.0989894-0.0108771j -0.0302721-0.0163919j -0.0727481+0.056209j 0.0107889+0.0373531j 0.0230049+0.0166647j -0.000686552-0.028458j 
-0.0163063+0.00243517j 0.0273864-0.0145722j -0.0697012-0.0298448j 0.0208916+0.0170224j -0.0773788+0.0736092j 0.0159743-0.0130393j 0.0683447+0.0152918j -0.0513586-0.0145074j -0.0205815+0.0962196j 0.0444996+0.106887j -0.0206582+0.073755j -0.0720809+0.0122891j 0.14191+0.0659177j 0.0220229+0.0781966j 0.0442132-0.180306j 0.0492147+0.0398934j 0.162023+0.0560579j 0.117077+0.218774j 0.218857-0.0182845j 0.0370481-0.137751j -0.0434917+0.0657227j 0.0205969+0.0531571j 0.0344695-0.151285j 0.0705029-0.0727585j 0.159956+0.184831j 0.0172331-0.146416j 0.125088+0.0769905j 0.0280965+0.0334678j 0.0279708-0.0830438j 0.00441373-0.0346913j 0.0126629+0.101066j -0.0916913-0.0976349j -0.153298-0.137603j 0.0159159-0.0258554j 0.0389789+0.0188957j -0.0169854-0.0490527j 0.141154+0.0082405j 0.130099+0.0724516j 0.0088868-0.134684j 0.0168307-0.0707504j -0.0282323+0.00368325j 0.0703544-0.00358502j 0.00670155-0.0202175j 0.00835094-0.0210036j -0.0156849-0.0223621j -0.0983472+0.0314138j -0.0690607-0.00706931j -0.0412264-0.0105971j 0.0237485-0.0874364j -0.062425-0.033815j -0.0291987+0.118369j 0.0157823+0.0313456j 0.0064504+0.00865824j -0.0239231-0.00848234j 0.0353424-0.0309506j -0.0464685+0.0208268j 
