0.00375859-0.0139008j 0.00289557+0.0149258j -0.0406968+0.0418657j 0.0126256-0.011956j 0.0597692-0.0243249j 0.060609+0.0113131j -0.0346665-0.0309328j 0.0574239+0.0132666j 0.0143776+0.0300623j -0.0062913+0.00216853j 0.00812929+0.0125526j -0.0209331-0.0261158j 0.0187861+0.0331665j 0.0213505+0.0219093j -0.00496514+0.0133611j -0.0279769+0.0824995j 0.0174686-0.000777955j 0.0409936-0.00159698j 0.0141997+0.088643j 0.0142036-0.0155634j 0.00972305+0.0777817j 0.0316789+0.0347756j -0.0262488+0.0374787j -0.0135276-0.0899301j -0.021827-0.0302831j 0.0036759-0.0138126j -0.0344701+0.0576702j -0.0243693+0.0197481j 0.00363431+0.00818411j -0.0120814-0.0179108j -0.00614549-0.00073979j 0.00880546-0.0109775j 0.00374544+0.0124259j 0.00356108-0.00438386j 0.00224633-0.0100353j -0.00330898-0.00426678j -0.0113856-0.00629873j -0.00558314+0.0161142j -0.00601085+0.00385047j -0.00158297+0.0091414j -0.00167705-0.000729321j -0.00643172+0.00163021j 0.00267875-0.000216429j -0.00222684-0.00183057j 0.00049498+0.00463628j -0.00433648+0.00147977j -0.000637282+0.00097001j -0.0025752+0.00416537j -0.00351817+0.00156015j -0.000853156-0.00123646j 0.00078688-0.00438521j 0.000831559+0.00390787j -0.000138977-0.00271513j 0.000221212-0.00151754j -0.00391818+0.00402626j -0.00173663+0.00338323j 0.00278728-0.00447072j -0.00029294-0.000512521j -0.0045194-0.00208595j -0.0037898+0.00422926j 0.00212451+0.00149676j -0.00207186+0.00264429j 0.000248747-0.00032329j -0.00227564+0.00243042j -0.00202416-1.25306e-05j -0.00243724-0.00338218j -0.00230914+0.00241378j -0.00175351+0.00565161j 0.00396417-0.0068889j 0.00298965-0.00112568j -0.00253839-0.000298961j 0.00174632-0.00386484j -0.00612935+0.00054485j 0.00370405-0.00403774j -0.00194051-0.00407833j -0.00205229-0.00142092j 0.00104562-0.000539459j -0.000808963+0.000343161j -0.00313525-0.00104426j 0.00348973+0.00332477j 0.00225923+0.00480412j -0.000233826+0.00498347j 0.000689938+4.2613e-06j 0.000425016+0.00129774j -0.00175649-0.000213876j -0.00192421+0.00110917j 0.00382965+0.00384474j 0.00214901-0.00755209j -0.00219457+0.00180283j 0.000446601-1.15243e-05j 0.00177438+0.00140716j -0.000612829-0.0017647j 0.000449601-0.000299337j -0.00020803+0.000123951j 4.38305e-05+0.000633428j 
-0.0410711-0.0652359j 0.0361221+0.0178168j -0.107792-0.0843163j 0.0422048-0.0251185j -0.00387775+0.0131445j -0.0414287-0.0355768j 0.0398105+0.0588201j -0.208995-0.0521651j -0.00821658+0.00210628j 0.0574455+0.0191065j 0.00810825+0.00868051j -0.0304178+0.0336941j -0.0254688-0.033689j 0.0459696-0.000975594j -0.0224608-0.00716734j -0.0412512+0.00887207j -9.98348e-05+0.0314616j 0.0559541-0.0476434j -0.0676255+0.0018661j 0.00760097-0.0180741j 0.0261829-0.0499492j 0.0590019-0.0358223j -0.0274137-0.0186355j 0.0210267-0.0178224j -0.0280166+0.0312233j 0.0484695-0.0161666j 0.00628676-0.0353562j 0.01328-0.049712j -0.0222361+0.0154811j -0.0238386+0.034581j 0.00968866-0.0236363j 0.0235731-0.033347j 0.00218589-0.00039271j 0.00533451-0.0199116j -0.00166939+0.0189819j -0.00824883+0.014705j -0.00101035+0.0186735j 0.00431403-0.0729461j -0.000454198+0.0183203j 0.000561887-0.0132948j -0.00159102+0.027048j 0.0228004+0.0147204j 0.000150799-0.0100248j 0.014993-0.0224048j -0.00460107-0.0284411j -0.00609765-0.0267303j -0.00172508-0.0141006j -0.00870027-0.0131452j -0.00156427+0.00548541j -0.00195958+0.00772438j -0.0072368-0.0107565j 0.00533804-0.0127677j -0.000424565+0.0177789j 0.00161936+0.00557839j 0.0107713+0.00533841j -0.000866692-0.00316726j 0.00472508-0.00229472j 0.00279573-0.000466422j 0.00357989+0.00310517j 0.00505006-0.0138875j -0.000300995+0.00512691j 0.000110857-0.012989j -0.00432028-0.00621779j 0.00582952-0.00649175j -0.00772452+0.00165446j 0.00371123-0.00625793j -0.00051799+0.00103915j -0.00927875-0.00164837j -0.00324096-0.00406525j -0.00304918+0.00127826j 0.0095481-0.00157578j 0.00854659+0.00310046j -0.00373392-0.00210471j 0.00414025+0.00600827j -0.00372721+0.00060486j -0.00773691+0.00302077j 0.000159638+5.42966e-06j 0.00563663+0.00345589j 0.00426671+0.0121547j -0.00196482+0.00262519j -0.000754442+0.002548j -0.00428431-0.00130694j -0.00365929-0.00939967j -0.000121231+0.00618903j 0.00155735+0.00261188j 0.00205942-0.00267221j 0.00231218-0.00035911j -0.000527633+0.00246288j -0.000730156-0.000853796j -0.00226975+0.00144232j -0.00457572-0.00360506j 0.00067134+0.00613915j 0.00104265-0.000110293j 0.00476486+0.000553152j -0.0023407-0.00457663j 
-0.0162749-0.0521906j 0.0256541-0.0312782j 0.0408764-0.0757644j 0.032782-0.0553445j -0.00344721-0.126077j -0.0126968+0.0439533j 0.031331-0.135613j -0.0788722+0.0386471j -0.0433095+0.126942j -0.0522657+0.0853752j 0.0073921+0.0274152j 0.0452057+0.0461909j 0.00889553+0.0434798j -0.0414738-0.0248373j 0.0195737-0.000120245j -0.00216058+0.0334971j -0.0270787-0.0676884j -0.0438793-0.0284065j -0.000893481+0.043081j 0.0138546+0.00256454j -0.0222237+0.0504664j -0.0757655-0.0969827j 0.0234003+0.10121j -0.00668273+0.0166055j -0.00533873-0.00636612j -0.0151248-0.0528987j -0.0400441+0.083937j -0.0129817+0.0656286j 0.0498957-0.012388j 0.0254451+0.0264161j -0.0200612-0.0180665j -0.0102377-0.00244295j 0.000867722+0.00606596j 0.00904711+0.007154j -0.00307975-0.00272614j 0.00673385+0.00558912j -2.20817e-05+0.00767491j -0.0336375-0.000846285j -0.0111032+0.0136945j -0.00347669+0.0130422j 0.00916299-0.00274774j 0.0179495+0.0183498j -0.0139554-0.0103198j -0.0106089+0.0139574j -0.0142463-0.014027j -0.00659818+0.000125884j -0.00123746+0.00266605j 0.00361857+0.000333849j -0.00028148-0.000559031j 0.00638694+5.60897e-05j 0.00235113+0.00625156j -0.00206889-0.00733217j 0.00791835+0.00419988j 0.00127282-0.000457064j 0.00708169-0.00101958j -0.00143484+0.0036279j -0.00828361-0.00313628j 0.0101797-0.00171881j -0.00701047+0.00258105j -0.00742-0.00532817j 0.0112119+0.00175613j -0.00572594-0.0096606j 0.0058295+0.000583468j -0.00086166-0.00247672j -0.00873538+0.00703379j 0.010828+0.000476878j 0.00488643+0.0100404j -0.00673993+0.0170913j -0.00496947+0.011468j -0.000166182-0.0158633j 0.000999145+0.00445912j 0.0116238-0.00185523j -0.00158132+0.00446062j 0.0030017+0.00229396j 0.00354087+0.0108472j 0.00232892+0.0175795j -0.000991667-0.00450115j -0.00298121+0.00138867j 0.00423615+0.00177052j -0.00070237+0.000653061j -0.00409595-0.00204064j 3.27886e-05+0.00924914j 0.0014583+0.00221569j -0.00160138-0.0119525j 0.00384899+0.00553222j 0.0053955-0.00159898j -0.00182038+0.00818223j 0.0032311+0.00170694j 0.00368111-0.00257795j 0.00401036+0.00172073j 0.00121631+0.00133016j 0.00274188+0.0039776j 0.00235563-0.00314433j 0.00253826-0.000431846j -0.00283426-0.00141839j 
0.0707606-0.0153907j 0.052675-0.0505015j 0.15345-0.144748j -0.00823389-0.0246898j 0.115205+0.00187644j -0.00968164-0.117365j 0.101637-0.0405284j -0.00482823-0.0667337j -0.188057+0.0432033j -0.12782+0.00800064j 0.0128587-0.00252114j -0.019455-0.00284593j -0.0120475+0.0058118j 0.0179416-0.0051887j -0.0806167+0.0147857j -0.0770403-0.0569243j -0.0129256-0.00786575j 0.0161585-0.00162449j -0.0164029-0.0183028j -0.0198937+0.0358222j 0.00841562-0.0397517j 0.00145203-0.0669278j -0.0453866+0.0721504j -0.0142212+0.0157878j -0.0575291-0.00437528j 0.00771279-0.024909j 0.00827922+0.0323007j 0.0351017-0.000948659j -0.0140095-0.0119599j 0.000434197-0.0161777j -0.0107637+0.0291591j 0.0164834+0.0345483j 0.00994573-0.00300534j 0.00809589+0.00222564j 0.00410507-0.00331551j 0.007986-0.0212717j -0.00641173+0.00248251j 0.00704761+0.0660214j -0.00919662-0.030196j 0.0108431+0.0316703j 0.0221731-0.0021235j -0.00644348-0.0157277j -0.00666397-0.00983124j 0.00234605+0.0148595j -0.0032589+0.024846j 0.0148784+0.0272789j 0.0130078+0.027371j -0.00330802+0.00734508j -0.000726518-0.0124235j -0.00515836-0.00287171j 0.000821373+0.00543344j 0.00211797+0.0121215j -0.00242687-0.0200763j -0.00156132+0.00127123j 0.00163723-0.00457097j 0.000686458-0.00239082j -0.00745374+0.0101323j 0.0030701+0.00226054j -0.0112139+0.000295595j 0.00408216+0.00291087j -0.000535633-0.0124871j -0.000145317-0.00783812j -0.00202886+0.00559811j 0.0019404+0.00315538j 0.000687262+0.0153879j -0.00296211+0.0061444j 0.0033942+0.00238889j 0.000456985-0.00478235j -0.015993-0.00674815j 0.000893874+0.00386781j -0.00438792-0.00306496j 0.00228766+0.000335703j -0.00672069+0.00903516j 0.0031686-0.00584582j -0.00122736-0.00304665j 0.00272757-0.00933932j 0.000516222+0.00243035j 0.00261392-0.00260962j -0.0013363-0.00563856j 0.000959311-0.000412997j 0.0031702-0.000611088j -0.00831881-0.000914659j -0.00486592-0.00395875j 0.00265813+0.005991j 1.23742e-05-0.00059885j -0.00386567-0.00155861j 0.00844706-0.00306579j 0.00378468-0.00203783j -0.00659296+0.00207685j 0.00245147-0.00271318j 0.0046829+0.00160177j -0.00377678-0.00548136j -0.00373966+0.00102289j -0.00443568-9.83052e-06j 0.00310883+0.00369176j 
-0.0273148+0.0150514j 0.0343046+0.0283032j 0.0328725-0.0173912j -0.0450536-0.0138327j -0.0801956+0.138097j 0.0366666-0.0437451j -0.044832+0.0874599j 0.0368521+0.0499175j 0.0312822+0.0199942j -0.0121673+0.0539083j 0.0430096+0.00716932j 0.00796852-0.0229007j 0.0341321-0.0198343j -0.00941056-0.0410755j -0.0107592+0.00180802j -0.0135625-0.0720974j -0.0744648+0.072023j 0.0111628-0.0967651j -0.00454295+0.0347784j 0.0126803-0.0250476j 0.0295467-0.147925j -0.0354301-0.0992605j 0.034603+0.0548001j 0.0092619-0.0479449j -0.0529902-0.00107865j -0.028513-0.0161567j 0.0499851-0.0338284j 0.0881575-0.0626647j -0.00148186+0.0267865j 0.0183597-0.00689314j -0.0253637-0.00618634j -0.00999649+0.012573j 0.00241071-0.00868883j 0.00256448-0.000445182j -0.00406571+0.00410688j -0.0105647-0.00467836j 0.00488309-0.00434776j -0.0237965+0.00665552j 0.00629772-0.0133187j -0.0128407+0.00155223j 7.90599e-05+0.00135471j -0.0017213+0.000432431j 0.0035492+0.0055984j -0.0229075+0.00286904j -0.00330586+0.0108829j -0.00797601-0.00355183j -0.000241798-0.00312574j -0.0013255+0.00151515j 0.0112597-0.00826778j 0.00239208+0.00198302j -0.0120313+0.000539016j -0.0102073-0.00299084j 0.00934736-0.00297475j 0.00185826-0.00485548j 0.00205436-0.0151246j -0.00330936+0.00278323j 0.0119313-0.00308198j -0.00463146-0.00442845j -0.0021507+0.00593842j -0.00961456-0.00362626j 0.00490454-0.0039897j 0.00174183+0.00790212j -0.00500316-0.0103176j -0.00577183-0.00622077j -4.82069e-06-0.00258076j -0.000717791-0.00282118j -0.00209452-0.00325671j 0.0036746-0.0099694j 0.0107133+0.0099032j -0.0072824+0.00103905j 0.00778963-0.00122936j 0.00289385+0.00187264j 0.00171498-0.00365515j 0.00198105+0.00364046j -0.000697006+0.00101036j 0.00656256-0.00453412j -0.000186619+0.0012965j 0.00158896-0.00412148j -0.00172667-0.00611664j 0.00103663-0.00126166j 0.00108771-0.00138446j -0.000655392-0.00148885j -0.000195535-0.00118286j -0.00278865-0.00107933j 0.00277618+0.000955156j 0.000991482-0.00245429j 0.00586485+0.00126473j 0.00279632+0.000904083j -0.00336198-0.000772462j -0.000809508+0.00305718j -0.00495427+0.00554001j 0.00847207-0.00508613j -0.00114918+5.17817e-05j -0.000350314-0.00338312j -0.00292963+0.00297214j 
0.0239564+0.0180223j 0.107034-0.0503098j 0.0313031-0.0572918j -0.0824396+0.0263834j 0.104757-0.0726581j 0.0907489+0.027325j 0.152261-0.0513189j -0.0549844+0.0870218j -0.133468+0.108802j -0.0413695+0.0286097j 0.0247915-0.0448419j 0.0213589+0.0571736j 0.0106773-0.00208379j -0.0175908+0.0125585j -0.0877509-0.00937332j 0.0453696+0.0357125j -0.0407042-0.0647578j -0.0403439+0.100387j -0.00173415-0.0399404j -0.0257355+0.0418906j 0.0446774+0.107657j 0.0507983+0.131384j -0.0782354-0.13183j -0.0261219+0.0954647j -0.085878+0.00503148j -0.0138266+0.0418072j -0.0305335-0.0680643j 0.0371391-0.00934309j 0.0244281+0.00448275j 0.0185426+0.0183147j -0.0247175+0.0207443j -0.0159628-0.00120774j 0.0150406-0.00270905j -0.0090002-0.00790998j 0.00109133+0.00533866j -0.00919854+0.00476691j -0.00947737-0.0176794j -0.00470572+0.0152229j 0.03103-0.0065517j 0.00481147+0.0092411j 0.0142347-0.00090157j -0.0151948-0.0152865j 0.0188197-0.00952419j -0.0110735-0.00240252j 0.00259098+0.0166698j -0.00689724+0.00281884j -0.0139714+0.00820805j 0.0024789+0.00097895j 0.00257654-0.00502888j -0.000747932-0.00499607j 0.00833812+0.00130655j -0.00592777+0.00490798j 0.00573439-0.00136787j -0.000502493-0.00133109j -0.00739112+0.00313243j 0.00630142-0.0013764j -0.00749844+0.00361371j -0.00387794+0.0047138j 0.00976672+0.00228005j -0.00698509-0.00179436j -0.00238775+0.00566864j 0.0068898-0.00434515j -0.0101727+0.00537458j -0.00391444-0.00216473j -0.00240399-0.00400318j -0.00885914-0.00355949j -0.0045787-0.00671884j -0.00588872+0.00771059j -0.00992728+0.0199298j 0.00893941-0.00138697j -0.01073+0.0117278j -0.00544916-0.00196703j 0.00611468+0.000175331j -0.00738179-0.00310854j 0.000932606-0.00557024j 0.00728736-0.0113345j -0.00377991+0.00226057j -0.000954094-0.00244604j 0.00644751+0.00243399j 0.00197205-0.00235428j 0.00313291-0.00277146j -0.0056926-0.00216844j 0.00540927+0.0102436j -6.21977e-05+0.000143055j -0.00285084-0.00794628j -0.00500244+0.00341671j 0.00461913-0.00561394j 0.00510023-0.00283333j -0.00767374+0.00265618j -0.00344796+0.000463358j -0.00450799+0.00282563j 0.00850153-0.00488574j 0.00183954+0.000918896j -0.00336627-0.00130277j -0.000404342+0.00248002j 
0.0861884+0.0313567j 0.00633398+0.0536258j 0.108996+0.186314j 0.0243192-0.0869269j 0.104212+0.0274234j 0.0727361-0.0106186j -0.0124063-0.117184j -0.066736+0.117976j -0.110822-0.0139595j 0.0283256-0.0283037j 0.00233335+0.0190613j -0.0747436+0.0224641j 0.0628942-0.00758758j -0.00466797-0.0376296j 0.0191902+0.0155565j -0.035144-0.0363772j 0.0274723+0.0284087j 0.0724744-0.0543813j 0.0241017-0.00898343j 0.0276988+0.0187729j -0.0163131-0.0723149j 0.0106627-0.0865488j -0.00385152+0.0264835j 0.0270465-0.0173226j 0.020701-0.0158644j -0.0337631-0.0195686j -0.00918231-0.0497668j 0.0277606-0.0489845j -0.017911+0.0285975j -0.0257399+0.00360276j -0.0169118+0.0178841j 0.00206777+0.019797j -0.0074068-0.00473245j 0.00893923+0.00495923j -0.00595568-0.00841835j 0.0137624-0.00845346j 0.00290785-0.0366855j -0.000858802+0.0391014j -0.00336838-0.00200297j 0.0140484+0.0106583j 0.00559004-0.0174525j 0.00165419+0.00411474j -0.0222087-0.0254283j -0.00711663+0.029906j 0.00121266+0.037302j 0.00248348+0.00974179j 0.006696-0.00858624j 0.00107729+0.0174467j 0.0066935-0.0119806j -0.00220855-0.00283405j -0.00407997+0.0022608j -0.000767619+0.010021j 0.000761219-0.0113377j -0.000206949-0.00747156j 0.00503849+0.00203729j 0.000472326+0.00241215j 0.00177169+0.00289998j 0.00243485+0.00732934j 0.00629645-0.010653j -0.00073298+0.0119617j 0.0106774+0.0169707j 0.00236482-0.00819934j 0.00264031-6.63018e-05j -0.000401508+0.0110944j 0.00178943+0.00373617j 0.00440156-0.0106948j 0.0060442+0.000838256j 0.00441792+0.0122523j -0.00568615-0.0125514j -0.0030229+0.00574987j 0.00472938-0.00968867j 0.00195945-0.0048441j 0.000398077+0.000988261j 0.00334236-0.00288671j -0.00268131-0.0141838j 2.5369e-06-0.0185948j -0.00233119+0.00253142j 0.0014553-0.00463025j -0.000113883+0.00290733j 0.00375023-0.00490264j 0.00579916-0.00417415j 0.00401792-0.00334891j -0.0126091-0.00297849j 0.00361592+0.000517892j 0.00375298+0.00211378j -0.00373351-0.0044143j 0.000474299-0.0058214j 0.00266189-0.000248142j -0.00238684+0.000963407j -0.000661399-0.00140755j -0.0024816+0.00381283j 0.00375306-0.00521053j -0.000652853+0.0035686j -0.0040608-0.0017366j 0.000910394+0.00399495j 
-0.0523985-0.0739313j 0.0461837+0.0492988j 0.0559321-0.00172613j -0.0449834-0.123501j -0.04999-0.0260786j 0.00335974+0.0567233j -0.0234257-0.10935j -0.00954144-0.0604957j 0.0185711+0.00625054j -0.0280084+0.078844j 0.0482987+0.0322267j 0.0137088+0.00228907j 0.0355826+0.0123637j -0.0199069-0.0152848j -0.024597+0.0354579j -0.064061-0.023373j 0.0622847-0.0118107j -0.0253067+0.0236982j 0.0612669-0.0058291j 0.0109168+0.0550695j -0.0605465+0.0283508j -0.0395276-0.0185254j 0.0409707+0.0626777j -0.0701082+0.0287838j -0.0383521-0.0198698j -0.0365801+0.0209722j -0.0606118+0.0130269j -0.0391646+0.00964244j 0.0327645+0.0011094j -0.00218307+0.00910994j -0.0346451-0.00448014j 0.00174082-0.00480399j -0.00290444-0.00595797j -0.00417104-0.000394848j 0.00132014+0.00412191j -0.0105767+0.00720445j 0.00730597+0.00912164j -0.0122908-0.0192858j 0.0133207+0.00797667j -0.000641612-0.000278761j 0.01557-0.00215087j 0.00799967+0.00297231j 0.0135151+0.00772054j -0.00702818-0.0104701j -0.00150998-0.00648112j -0.0135276-0.0134098j -0.0149351-0.0104667j 0.000426677-0.00218053j 0.00239718+0.00432204j 0.00234092+0.00544211j -0.00752143-0.0129505j -0.00344091-0.00161412j 0.00290036+0.00664795j -0.00311653+0.00365017j -0.00775465-0.00410053j 0.00230841+0.00110222j -0.0119387-0.013162j 0.00654973+0.0122457j -0.00114242-0.0160087j 0.00308763+0.006713j 0.0068854-0.0061992j 0.0025841-0.0234545j 0.00230706+0.00317554j -0.000431978+0.00770744j -0.00817056+0.00501953j 0.00881768-0.00343775j 0.00591845-0.00279293j -0.000543474-0.00335368j 0.00256896-0.014497j -0.00988134+0.00558541j 0.00969854-0.00330704j -0.000636771+0.0092299j 0.00344259-0.00234448j 0.00472966+0.000502705j 0.00062013+0.000104782j -0.00183093+0.00275319j -0.00116817-0.000581342j -0.0045003+0.00175703j -0.000696265+0.0031242j 0.00165001-0.000641187j 0.000360184-0.00157934j -0.00275171+0.0090638j 0.0137934-0.00186377j -0.00145595-0.0102105j -0.00829054+0.00242501j 0.00138442-0.00475116j 0.00282993+0.00656726j 0.00369192+0.000351736j -2.97685e-06-0.00250406j -0.000716934+0.00348214j -0.0038702+0.00610087j 0.00614328-0.00276309j 0.00474804-0.00322348j 0.000504637+0.000440158j -0.00242095-0.00113316j 
0.0589897-0.0107133j -0.0753757-0.0375126j -0.102299-0.0597613j 0.16084+0.0606775j -0.0263738+0.0740519j -0.0258913-0.198884j -0.0763297-0.0415371j -0.0551215+0.068339j 0.0906413+0.117458j 0.128603+0.0706231j -0.0657413-0.033725j 0.0424985+0.0267684j -0.007103-0.0289226j -0.028525+0.0313449j 0.0159058-0.0111146j 0.0969063+0.0294203j 0.0208217-0.0477778j -0.0376507+0.0978465j 0.0395815-0.122235j -0.00272478-0.0445412j -0.0178258+0.00234116j 0.0294413+0.117707j -0.0546567-0.195768j 0.00289539+0.110275j 0.0580792+0.0281313j 0.00761623+0.0325148j -0.0631635-0.00752553j -0.0523576+0.0309779j 0.0184218-0.0354004j 0.0169076+0.010609j 0.00876447+0.00965229j -0.0178112-0.00969459j 0.00363975+0.00146419j -0.000849086-0.00108379j -0.00270392-0.00504765j 0.017517+0.0119901j 0.00343601+0.000230923j 0.00264653-0.0156943j -0.013397+0.0160518j -0.0105808-0.00758915j -0.019631-0.000759605j -0.0093683-0.00866039j -0.0083025+0.00388704j -0.00458913-0.00745321j 0.00503524-0.0115456j -0.00466704-0.00525233j -0.00674879+0.000955788j 0.00829542-0.00622241j 0.000857109+0.00210243j -0.00103413-0.000263702j 0.0128037-0.00390669j -0.000579199+0.000192279j -0.000800082+0.00782592j -0.00443222+0.000945878j -0.00589685+0.00335326j -0.00349425+0.00139149j -0.0152457-0.0212132j 0.00334043+0.00799302j -0.0112618-0.0177749j 0.00466098-0.00149115j -0.00420269-0.00371611j 0.00432421+0.00382269j 0.00187386+0.00589786j 0.00145957+0.00549218j -0.00128708-0.00848889j 0.000341313-0.000270023j -0.00294559-0.0113709j -0.00430931-0.00821292j 0.00787854-0.000256288j 0.00568729+0.0166611j -0.0107753-0.00461564j -0.00772609-0.000100184j 0.00146819-0.00437902j -0.00140968-0.00278794j 0.00482184+0.00170646j 0.00500006+0.00220043j -0.00221597+0.000330244j -0.00394779+0.00194489j 0.00308975+0.000371269j 0.000869557-0.00243213j 0.00127115-0.00133107j 0.00105799-0.00408106j -0.0135625+0.00898133j 0.00551584+0.00163952j 0.00520524-0.00333448j -0.00572346+0.00248367j -0.00594537-0.00220761j 0.000649027+0.00116597j -0.000300387+0.000290583j -0.000968001-7.57547e-05j 0.000284202-0.000789658j 0.000397292-6.79671e-05j 0.002194-0.00160613j -0.000325303+0.00203574j 0.000502676-0.00154543j 
0.0581837-0.0460066j 0.0153773+0.0498829j 0.133196+0.033694j -0.00307137+0.04612j -0.0535236+0.0368231j 0.024303-0.0471043j -0.192813+0.0662758j 0.0721774-0.0602474j 0.0228495-0.0328356j 0.0506869-0.0036111j -0.0122705-0.00718457j 0.0238497+0.0202593j -0.00771593-0.0530284j 0.00193073-0.0132893j -0.00335546-0.00177351j 0.0395723+0.0225245j -0.01861+0.0714245j -0.00512187-0.0962193j -0.0385388+0.00119994j -0.0157426-0.0433228j 0.0345317-0.0756833j -0.00727535-0.0362465j -0.0291802+0.0440901j 0.0593959-0.0312253j 0.0373203+0.036523j -0.0240187+0.0105381j -0.0052535-0.0171175j -0.00721105-0.0527981j -0.00034997+0.00546002j 0.0120295+0.0272544j 0.00139722-0.00791984j 0.000379767-0.0352079j -0.00278588-0.00069034j -0.00920818-0.0168214j 0.00390401+0.0104854j -0.00422262+0.0161685j 0.00686611+0.0113288j -0.0135489-0.052653j -0.00108058+0.0223036j -0.00670757-0.0175061j 0.0142907+0.00363217j 0.00435111+0.0304737j 0.0240027+0.00881756j -0.00177705-0.01007j -0.0102068-0.0277075j -0.00907526-0.0215934j -0.0140334-0.00619333j 0.00193826-0.0183374j -0.00113216+0.0014769j 0.00120998+0.00567887j -0.00482523-0.00995594j 0.00104656-0.00973497j 0.00332189+0.0154394j 0.000255694+0.00353889j -0.0039418+0.00010156j 0.000954957+0.00461812j 0.000877729+0.00229663j 0.00108344-0.00818542j -0.00211562+0.0161261j 0.000249843+0.00506871j -0.00783854+0.000220298j -0.0137123+0.00828091j -0.00689385-0.0041202j 0.00212685-0.00372563j -0.00430367-0.00343755j -0.0100567+0.0011601j -0.0100095+0.00130616j -0.00638093-0.00271186j -0.00685497+0.0088411j 0.00528795-0.00192406j -0.00423107+0.0035354j 0.00482835+0.00566366j -0.00326331-0.00600453j 6.8776e-05+0.00453684j -0.00161775+0.000756494j -0.00440715+0.000169867j -0.00113018+0.0012151j 0.00118027+0.00435554j 0.00661304+0.00936343j 0.00254412-0.000351269j 0.00348763+0.00231873j 0.00164715-0.00506451j -0.00279275-0.00619473j -0.000227489+0.00750497j 0.00100005+0.000471194j 0.000593476-0.000495652j 0.000431418-0.00138966j 0.00337065+0.00228632j -0.00249743-0.00050212j 0.000133601-0.000816334j -0.00165157-0.00478072j 0.00151823+0.00512819j 0.00157165-0.000970814j 0.00479973+0.000745953j -0.00317066-0.00376407j 
0.0596497-0.0124341j 0.0930504-0.0618257j 0.205505-0.0855267j 0.0585245-0.0464238j -0.0805384+0.0325296j 0.164301+0.0318443j -0.194425-0.00281992j -0.0307158-0.00835437j 0.00655873+0.00826813j 0.132966+0.0576578j -0.0276731-0.0290325j -0.00269138-0.00493099j -0.0162226-0.0142189j 0.0118971+0.0156755j 0.0329447-0.00174183j 0.0845332+0.013674j -0.00519277+0.0558323j 0.00793104-0.0118193j -8.54756e-05+0.01587j 0.0232449-0.0224037j 0.0676905-0.0254358j 0.0667082+0.0166251j -0.0161085-0.0160086j 0.0109231-0.031664j -0.0273668+0.008141j 0.0300883+0.0158579j -0.0154247-0.00913797j -0.0363451-0.0535777j 0.0117909+0.00221382j 0.0143672-0.00236843j 0.00779273-0.0130361j -0.0174943-0.0135351j 0.0141974+0.0045334j -0.0154944-0.00677162j 0.0056978+0.00352562j 0.00558115+0.00265794j 0.0379333+4.52862e-05j -0.0274588-0.0436946j 0.0189514+0.00826743j 0.00135316-0.0143925j -0.00167397+0.0153677j 0.00278366+0.00681975j 0.00721677+0.0144076j -0.0215188-0.0183456j -0.0183474-0.0218556j -0.0286437-0.0195291j -0.00372187+0.000857895j -0.00590315-0.0150608j 0.00201121+0.00390218j 0.00331073-9.75258e-05j -0.00594823-0.0176789j -0.00999403-0.00721339j 0.0079344+0.0113744j -0.000418388+0.000841011j -0.00810851-0.0100877j 0.0060082-0.00433364j -0.00666662-0.00851519j -0.00174517+0.00246997j 0.0140397-0.00918112j 0.00532166-0.0119609j -0.00356504+0.00210596j 0.00313458-0.0132806j -0.00463814-0.00536502j 0.00457425-0.00473649j -0.00857829-0.000927672j 0.00176506-0.00893493j -0.0012102+0.000898892j -0.0087533+0.00315064j -0.00331397-0.00459587j 0.00127151-0.00412317j 0.00483627-0.00255925j 0.00184152+0.0106543j 0.00350654-0.0116194j -0.00122051+0.00656342j 0.00534243+0.000656313j 0.00419472+0.000802564j 0.000427676+0.000253495j -0.0032289+0.00256202j 1.29633e-05-0.000709288j -0.000736167+0.000384484j -0.000584365+0.00131905j -0.00120691-0.00893665j -0.0108153+0.00710157j -0.000185084+0.0103772j 0.00826477-0.00254416j -0.00286207+0.0132019j -0.00155273-0.00889731j 0.00444068+0.00164971j -0.00502328+0.00382041j -0.00337768+0.00435398j -0.00452286+0.00154367j 0.00724641+1.35399e-05j 0.0019303-0.00203421j 0.00305272+1.00606e-05j -0.00363447-0.00158007j 
